geo,time,cm_mkt_indx_zg
lva,2012,9.01755
lva,2013,31.6579
lva,2014,-32.64043
lva,2015,18.27624
lva,2016,1.81105
lva,2017,40.60855
lva,2018,-20.08315
lva,2019,48.56204
lva,2020,3.57057
mar,1998,28.6613
mar,1999,-7.8
mar,2000,-19.14315
mar,2001,-17.28029
mar,2002,-8.12
mar,2003,43.99
mar,2004,18.27
mar,2005,8.3792
mar,2006,78.53475
mar,2007,45.26686
mar,2008,-16.9578
mar,2009,-1.65381
mar,2010,13.09504
mar,2011,-17.72163
mar,2012,-14.69818
mar,2013,0.47997
mar,2014,-3.1355
mar,2015,-13.22629
mar,2016,31.51928
mar,2017,14.9796
mar,2018,-11.13868
mar,2019,8.0448
mar,2020,-2.80829
mex,1996,16.9
mex,1997,48.803
mex,1998,-38.9
mex,1999,78.5
mex,2000,-21.48251
mex,2001,12.82211
mex,2002,-16.38
mex,2003,30.35
mex,2004,47.89
mex,2005,43.85842
mex,2006,41.06063
mex,2007,12.82388
mex,2008,-45.06724
mex,2009,55.81489
mex,2010,26.59595
mex,2011,-14.83541
mex,2012,26.87396
mex,2013,0.23737
mex,2014,-9.6845
mex,2015,-14.90929
mex,2016,-12.12752
mex,2017,12.85967
mex,2018,-16.13762
mex,2019,9.87638
mex,2020,-3.5587
mus,1997,5.3247
mus,1998,1.3556
mus,1999,-6.7
mus,2000,-19.38413
mus,2001,-21.8046
mus,2002,22.91
mus,2003,43.69
mus,2004,17.8
mus,2005,10.47483
mus,2006,44.34303
mus,2007,93.9597
mus,2008,-49.23848
mus,2009,44.2173
mus,2010,8.19234
mus,2011,-2.5131
mus,2012,-8.42718
mus,2013,25.35013
mus,2014,-7.03607
mus,2015,-19.32912
mus,2016,0.51964
mus,2017,28.2082
mus,2018,-4.17187
mus,2019,-0.44341
mus,2020,-29.38723
mys,1996,24.1
mys,1997,-72.9236
mys,1998,-2.8854
mys,1999,44.5
mys,2000,-23.33073
mys,2001,4.16072
mys,2002,-2.57
mys,2003,25.46
mys,2004,12.72
mys,2005,-2.86364
mys,2006,34.62326
mys,2007,44.64489
mys,2008,-43.6643
mys,2009,46.65283
mys,2010,35.06396
mys,2011,-1.13624
mys,2012,11.40403
mys,2013,4.34629
mys,2014,-11.72759
mys,2015,-20.55054
mys,2016,-6.81002
mys,2017,25.25715
mys,2018,-12.65099
mys,2019,-0.99076
mys,2020,4.17756
nam,1999,5.3
nam,2000,-37.75646
nam,2001,-30.97818
nam,2002,22.46
nam,2003,37.1
nam,2004,36.7
nam,2005,-1.11678
nam,2006,12.84198
nam,2007,39.36152
nam,2008,-9.88732
nam,2009,22.6232
nam,2010,24.20169
nam,2011,6.229
nam,2012,19.01164
nam,2013,-0.10465
nam,2014,6.17555
nam,2015,-0.91814
nam,2016,24.17139
nam,2017,17.69582
nam,2018,-12.17311
nam,2019,-2.23781
nam,2020,-31.52693
nga,1997,-1.89
nga,1998,-28.45
nga,1999,-10.3
nga,2001,25.10397
nga,2002,-0.28
nga,2003,57.54
nga,2004,23.9
nga,2005,20.69325
nga,2006,33.95278
nga,2007,108.30327
nga,2009,-35.39874
nga,2010,20.29219
nga,2011,-29.54263
nga,2012,52.94882
nga,2013,30.16249
nga,2014,-31.85517
nga,2015,-26.82806
nga,2016,-42.20803
nga,2017,37.42196
nga,2018,-17.85968
nga,2019,-19.6923
nga,2020,8.51047
nld,1990,-6.57745
nld,1991,12.17654
nld,1992,-2.31284
nld,1993,30.7104
nld,1994,7.67521
nld,1995,24.64185
nld,1996,25.58032
nld,1997,20.03396
nld,1998,20.83807
nld,1999,8.00164
nld,2000,-6.74218
nld,2001,-23.37304
nld,2002,-20.98107
nld,2003,26.54215
nld,2004,11.36815
nld,2005,10.79423
nld,2006,30.71545
nld,2007,20.3923
nld,2008,-50.39423
nld,2009,41.6643
nld,2010,1.15279
nld,2011,-16.42204
nld,2012,17.46725
nld,2013,28.28364
nld,2014,-3.2831
nld,2015,0.53139
nld,2016,2.92243
nld,2017,31.73245
nld,2018,-15.37068
nld,2019,30.554
nld,2020,26.9068
nor,1990,-7.1681
nor,1991,-10.41805
nor,1992,-23.74213
nor,1993,29.2152
nor,1994,19.69954
nor,1995,10.7624
nor,1996,28.68579
nor,1997,11.82539
nor,1998,-31.12687
nor,1999,39.24501
nor,2000,-7.58451
nor,2001,-16.70497
nor,2002,-10.64972
nor,2003,44.5748
nor,2004,50.4862
nor,2005,24.72874
nor,2006,41.62912
nor,2007,25.90351
nor,2008,-66.06521
nor,2009,91.41376
nor,2010,13.6894
nor,2011,-18.05866
nor,2012,16.37155
nor,2013,8.07159
nor,2014,-24.10856
nor,2015,-17.39554
nor,2016,13.82319
nor,2017,19.40613
nor,2018,-10.76726
nor,2019,9.96288
nor,2020,2.97918
nzl,1990,-39.56222
nzl,1991,6.31835
nzl,1992,-8.77627
nzl,1993,60.038
nzl,1994,3.50473
nzl,1995,11.71311
nzl,1996,16.81882
nzl,1997,-19.84254
nzl,1998,-23.87368
nzl,1999,8.65906
nzl,2000,-26.57721
nzl,2001,4.49083
nzl,2002,19.94991
nzl,2003,51.52006
nzl,2004,30.261
nzl,2005,-2.74347
nzl,2006,21.18834
nzl,2007,2.87791
nzl,2008,-52.44931
nzl,2009,40.43717
nzl,2010,5.23003
nzl,2011,-3.84961
nzl,2012,26.45502
nzl,2013,12.33302
nzl,2014,6.56185
nzl,2015,-4.57882
nzl,2016,6.7377
nzl,2017,20.02693
nzl,2018,-4.10698
nzl,2019,30.68919
nzl,2020,25.54115
omn,1999,7.2
omn,2001,-26.99489
omn,2002,31.82
omn,2003,46.98
omn,2004,25.2
omn,2005,37.95634
omn,2006,7.87978
omn,2007,67.00666
omn,2009,21.97587
omn,2010,12.17769
omn,2011,-14.09032
omn,2012,-0.58638
omn,2013,14.8581
omn,2014,-3.58249
omn,2015,-12.79134
omn,2016,6.1793
omn,2017,-10.93986
omn,2018,-10.1724
omn,2019,-5.33675
omn,2020,-6.16465
pak,1996,-19.3
pak,1997,26.8891
pak,1998,-61.9222
pak,1999,37.5
pak,2000,-16.66538
pak,2001,-32.76993
pak,2002,112.03
pak,2003,50.36
pak,2004,20.7
pak,2005,58.45404
pak,2006,1.34664
pak,2007,41.7474
pak,2009,56.70567
pak,2010,15.32022
pak,2011,-18.80126
pak,2012,26.21335
pak,2013,30.92433
pak,2014,18.06629
pak,2015,-11.53716
pak,2016,33.31617
pak,2017,-26.46694
pak,2018,-33.37717
pak,2019,-6.58895
pak,2020,-7.51915
pan,2008,-15.70231
pan,2009,15.4471
pan,2010,12.83472
pan,2011,18.03725
pan,2012,40.42969
pan,2013,32.27032
pan,2014,-18.42704
pan,2015,-25.19183
pan,2016,25.61419
pan,2017,26.57604
pan,2018,-15.49011
pan,2019,15.7836
pan,2020,-25.40529
per,1996,-0.2
per,1997,12.5324
per,1998,-39.3126
per,1999,19.7
per,2000,-28.05697
per,2001,14.16962
per,2002,33.52
per,2003,88.05
per,2004,-0.7
per,2005,29.79622
per,2006,82.52609
per,2007,66.38294
per,2008,-41.12965
per,2009,79.29258
per,2010,51.25813
per,2011,-21.30996
per,2012,17.39275
per,2013,-28.04562
per,2014,-1.17365
per,2015,-34.40758
per,2016,52.30944
per,2017,31.59545
per,2018,-1.72399
per,2019,2.15198
per,2020,-12.46964
phl,1996,13.1
phl,1997,-61.5987
phl,1998,9.1796
phl,1999,0.9
phl,2000,-43.55072
phl,2001,-29.9244
phl,2002,-19.72
phl,2003,41.43
phl,2004,25.01
phl,2005,21.31077
phl,2006,50.30145
phl,2007,36.01542
phl,2008,-53.65177
phl,2009,71.52155
phl,2010,56.66901
phl,2011,0.21508
phl,2012,44.3778
phl,2013,-7.89671
phl,2014,21.66909
phl,2015,-10.63882
phl,2016,-3.2825
phl,2017,22.14862
phl,2018,-16.96285
phl,2019,7.74784
phl,2020,-3.3372
pol,1996,71.8
pol,1997,-18.5091
pol,1998,-12.253
pol,1999,22.3
pol,2000,-3.53472
pol,2001,-24.94859
pol,2002,2.19
pol,2003,29.49
pol,2004,59.3
pol,2005,20.7877
pol,2006,38.13087
pol,2007,23.22175
pol,2008,-57.79753
pol,2009,41.90017
pol,2010,11.2591
pol,2011,-33.35447
pol,2012,34.12285
pol,2013,3.03604
pol,2014,-16.38819
pol,2015,-23.41111
pol,2016,2.42461
pol,2017,50.2156
pol,2018,-16.85424
pol,2019,-5.64888
pol,2020,-5.08768
prt,1995,-1.69949
prt,1996,29.02048
prt,1997,48.75684
prt,1998,33.1788
prt,1999,-8.35103
prt,2000,-10.4144
prt,2001,-22.69769
prt,2002,-14.67278
prt,2003,38.43412
prt,2004,23.50725
prt,2005,-4.64736
prt,2006,41.96053
prt,2007,23.76037
prt,2008,-53.48019
prt,2009,35.01559
prt,2010,-16.56147
prt,2011,-30.9573
prt,2012,3.02704
prt,2013,22.71563
prt,2014,-33.83978
prt,2015,-0.67852
prt,2016,-9.76395
prt,2017,25.77178
prt,2018,-14.61924
prt,2019,13.40104
prt,2020,5.98423
qat,2006,-40.33458
qat,2007,35.44336
qat,2009,5.05771
qat,2010,27.7444
qat,2011,3.34188
qat,2012,-1.86271
qat,2013,23.97448
qat,2014,22.99559
qat,2015,-18.64528
qat,2016,2.18638
qat,2017,-16.76868
qat,2018,22.22237
qat,2019,-1.89821
qat,2020,-4.03683
rou,1998,-67.74
rou,1999,-36.5
rou,2000,-25.34247
rou,2001,-25.29489
rou,2002,96.67
rou,2003,42.46
rou,2004,99.3
rou,2005,58.74411
rou,2006,54.23259
rou,2007,32.83534
rou,2008,-72.17744
rou,2009,26.14757
rou,2010,-6.58282
rou,2011,-18.16294
rou,2012,9.80174
rou,2013,27.29008
rou,2014,-5.15507
rou,2015,-6.43234
rou,2016,-1.11494
rou,2017,22.12691
rou,2018,-8.30101
rou,2019,29.26044
rou,2020,-1.58301
rus,1998,-84.23
rus,1999,284
rus,2000,-32.19323
rus,2001,52.42385
rus,2002,34.77
rus,2003,68.5
rus,2004,12.76
rus,2005,64.94482
rus,2006,61.97975
rus,2007,21.94249
rus,2008,-73.43062
rus,2009,106.63262
rus,2010,21.67312
rus,2011,-23.37738
rus,2012,7.70215
rus,2013,-1.70147
rus,2014,-48.9829
rus,2015,0.80127
rus,2016,48.73263
rus,2017,4.35854
rus,2018,-9.38381
rus,2019,41.81765
rus,2020,-13.02616
sau,1998,-26.79
sau,1999,42.3
sau,2001,3.69007
sau,2002,3.84
sau,2003,49.45
sau,2004,83.6
sau,2005,110.98876
sau,2006,-48.85727
sau,2007,35.5731
sau,2009,28.45023
sau,2010,9.02482
sau,2011,-3.90158
sau,2012,4.38614
sau,2013,23.64169
sau,2014,-6.54025
sau,2015,-17.72936
sau,2016,4.00144
sau,2017,-72.06076
sau,2018,10.72108
sau,2019,6.61422
sau,2020,2.9734
sgp,1990,-12.44507
sgp,1991,37.85231
sgp,1992,0.88099
sgp,1993,75.9264
sgp,1994,0.69626
sgp,1995,10.0767
sgp,1996,1.22209
sgp,1997,-46.94258
sgp,1998,-3.47664
sgp,1999,51.3164
sgp,2000,-25.90563
sgp,2001,-15.40369
sgp,2002,-21.60624
sgp,2003,37.27261
sgp,2004,14.57228
sgp,2005,9.96719
sgp,2006,39.87936
sgp,2007,25.9711
sgp,2008,-52.94644
sgp,2009,76.74985
sgp,2010,18.43888
sgp,2011,-21.15144
sgp,2012,28.88515
sgp,2013,-2.97624
sgp,2014,-1.06346
sgp,2015,-18.86197
sgp,2016,-0.47191
sgp,2017,29.81267
sgp,2018,-14.36835
sgp,2019,13.54282
sgp,2020,5.36301
svk,1998,-56.0262
svk,1999,-24.2
svk,2000,0.42347
svk,2001,21.25643
svk,2002,23.56
svk,2003,57.22
svk,2004,41
svk,2005,16.64654
svk,2006,23.99189
svk,2007,57.39478
svk,2008,-35.98595
svk,2009,-23.0972
svk,2010,5.36485
svk,2011,3.04898
svk,2012,3.36103
svk,2013,9.63115
svk,2014,-10.29179
svk,2015,5.33846
svk,2016,4.42981
svk,2017,24.04327
svk,2018,4.09895
svk,2019,13.37067
svk,2020,4.79616
svn,1997,9.1689
svn,1998,18.9932
svn,1999,-3.7
svn,2000,-9.51379
svn,2001,1.99776
svn,2002,78.25
svn,2003,42.06
svn,2004,128.5
svn,2005,-6.94628
svn,2006,74.27461
svn,2007,94.97164
svn,2008,-66.85336
svn,2009,16.14364
svn,2010,-20.31317
svn,2011,-30.74197
svn,2012,1.75131
svn,2013,11.97157
svn,2014,2.91895
svn,2015,-14.67606
svn,2016,-7.33041
svn,2017,25.39035
svn,2018,-7.24116
svn,2019,15.1851
svn,2020,10.58472
swe,1990,-18.97531
swe,1991,11.50896
swe,1992,-10.57784
swe,1993,30.2776
swe,1994,16.98995
swe,1995,31.19754
swe,1996,35.95797
swe,1997,10.01239
swe,1998,7.64737
swe,1999,71.47011
swe,2000,-20.44196
swe,2001,-29.26128
swe,2002,-29.10094
swe,2003,60.51455
swe,2004,33.80714
swe,2005,9.10189
swe,2006,44.41243
swe,2007,-3.06443
swe,2008,-53.18127
swe,2009,65.99984
swe,2010,32.56469
swe,2011,-18.51647
swe,2012,19.74953
swe,2013,23.93228
swe,2014,-8.58618
swe,2015,-1.57193
swe,2016,-1.46514
swe,2017,18.03705
swe,2018,-15.2732
swe,2019,23.13691
swe,2020,31.46511
tha,1996,-41.1
tha,1997,-78.756
tha,1998,34.3185
tha,1999,42.3
tha,2000,-54.09344
tha,2001,3.02883
tha,2002,18.34
tha,2003,147.17999
tha,2004,-6.44
tha,2005,3.78964
tha,2006,6.16824
tha,2007,39.39796
tha,2008,-50.52308
tha,2009,72.76791
tha,2010,52.13504
tha,2011,-4.73156
tha,2012,39.61265
tha,2013,-12.90356
tha,2014,15.58888
tha,2015,-22.7753
tha,2016,21.64148
tha,2017,25.78568
tha,2018,-12.14893
tha,2019,11.91468
tha,2020,-9.27209
tto,1997,109.2902
tto,1998,17.5056
tto,1999,-3.3
tto,2000,8.5284
tto,2001,1.61848
tto,2002,33.22
tto,2003,46.71
tto,2004,36.8
tto,2005,-1.34935
tto,2006,-6.48959
tto,2007,-2.75814
tto,2008,-9.91009
tto,2009,-10.21793
tto,2010,0.83941
tto,2011,26.65714
tto,2012,14.93855
tto,2013,7.57973
tto,2014,1.0973
tto,2015,-3.26233
tto,2016,-10.30723
tto,2017,-3.58766
tto,2018,0.66548
tto,2019,11.18677
tto,2020,-5.83905
tun,1997,-47.028
tun,1998,-6.3774
tun,1999,16.8
tun,2000,9.00019
tun,2001,-28.97887
tun,2002,-2.5
tun,2003,14.92
tun,2004,4.2
tun,2005,11.09932
tun,2006,47.92741
tun,2007,15.59917
tun,2008,-3.08311
tun,2009,40.5651
tun,2010,11.66284
tun,2011,-13.43172
tun,2012,-12.06592
tun,2013,-11.593
tun,2014,-9.27376
tun,2015,-11.47419
tun,2016,-0.97918
tun,2017,5.61192
tun,2018,-8.71965
tun,2019,2.9564
tun,2020,-3.85164
tur,1996,42.3
tur,1997,109.8917
tur,1998,-53.1221
tur,1999,254.5
tur,2000,-51.19525
tur,2001,-30.21014
tur,2002,-33.47
tur,2003,113.2
tur,2004,32.91
tur,2005,49.46563
tur,2006,-3.99301
tur,2007,74.82165
tur,2008,-62.40082
tur,2009,99.60454
tur,2010,21.36883
tur,2011,-37.00591
tur,2012,60.68948
tur,2013,-26.26034
tur,2014,14.40685
tur,2015,-32.06509
tur,2016,-9.24036
tur,2017,33.78661
tur,2018,-43.86237
tur,2019,12.03547
tur,2020,-0.59266
ukr,1998,-82.25
ukr,1999,20.2
ukr,2000,75.15237
ukr,2001,-36.2955
ukr,2002,26.68
ukr,2003,40.3
ukr,2004,170.3
ukr,2005,52.82029
ukr,2006,48.64664
ukr,2007,112.21897
ukr,2008,-82.18989
ukr,2009,31.07647
ukr,2010,53.84306
ukr,2011,-36.29455
ukr,2012,-4.06373
ukr,2013,-21.26695
ukr,2014,-51.50459
ukr,2015,1.45774
ukr,2016,27.80014
ukr,2017,31.15572
ukr,2018,-16.78368
ukr,2019,-12.04565
ukr,2020,25.65857
usa,1990,-6.55914
usa,1991,26.3067
usa,1992,4.46426
usa,1993,7.05515
usa,1994,-1.53929
usa,1995,34.11065
usa,1996,20.26367
usa,1997,31.00818
usa,1998,26.66859
usa,1999,19.52604
usa,2000,-10.13919
usa,2001,-13.04246
usa,2002,-23.36625
usa,2003,26.38004
usa,2004,8.99354
usa,2005,3.00158
usa,2006,13.6192
usa,2007,3.5292
usa,2008,-38.48526
usa,2009,23.45382
usa,2010,12.78208
usa,2011,-0.00248
usa,2012,13.40569
usa,2013,29.60125
usa,2014,11.39064
usa,2015,-0.7266
usa,2016,9.53502
usa,2017,19.41996
usa,2018,-6.23726
usa,2019,28.87807
usa,2020,16.25892
ven,1996,117.7
ven,1997,25.6906
ven,1998,-50.4568
ven,1999,-12.4
ven,2000,18.73521
ven,2001,-20.11831
ven,2002,-35.13
ven,2003,14.3
ven,2004,-50.4
ven,2005,-21.99401
ven,2006,79.04329
vnm,2007,10.74406
vnm,2008,-68.17645
vnm,2009,46.93324
vnm,2010,0.48054
vnm,2011,-26.81717
vnm,2012,19.94032
vnm,2013,5.09392
vnm,2014,7.50951
vnm,2015,-7.15949
vnm,2016,-0.60372
vnm,2017,56.79839
vnm,2018,-6.12415
vnm,2019,3.56522
vnm,2020,17.69819
zaf,1996,-19.2
zaf,1997,-13.8248
zaf,1998,-30.3499
zaf,1999,56.1
zaf,2000,-17.25603
zaf,2001,-22.13495
zaf,2002,44.92
zaf,2003,37.6
zaf,2004,50.1
zaf,2005,24.78637
zaf,2006,17.20471
zaf,2007,15.54289
zaf,2008,-41.70828
zaf,2009,53.73643
zaf,2010,32.0867
zaf,2011,-17.41618
zaf,2012,15.74887
zaf,2013,-7.44683
zaf,2014,3.86445
zaf,2015,-26.6225
zaf,2016,17.61693
zaf,2017,30.62323
zaf,2018,-25.89343
zaf,2019,8.55077
zaf,2020,-7.02235
zmb,2009,16.67804
zmb,2010,17.38908
zmb,2011,-1.2948
zmb,2012,-3.47326
zmb,2013,39.86717
zmb,2014,-3.95725
zmb,2015,-45.60837
zmb,2016,-19.32959
zmb,2017,36.60575
zmb,2018,-18.77291
zmb,2019,-37.41029
zmb,2020,-36.97127
zwe,1996,72.4
zwe,1997,-46.8392
zwe,1998,-58.1469
zwe,1999,140.60001
zwe,2000,-24.57192
zwe,2001,134.27667
zwe,2002,97.94
zwe,2003,-74.76
zwe,2004,-26.7
zwe,2005,36.58226
zwe,2006,912.28128
zwe,2007,-83.78696
