geo,time,dc_dac_nzll_cd
syc,1987,19999.99955
syc,1988,29999.99933
syc,1989,29999.99933
syc,1990,39999.99911
syc,1991,9999.99978
syc,1999,19999.99955
syc,2000,19999.99955
syc,2001,19999.99955
syc,2002,19999.99955
syc,2003,29999.99933
syc,2004,29999.99933
syc,2005,9999.99978
syc,2007,29999.99933
syc,2008,29999.99933
syc,2009,50000.00075
syc,2010,59999.99866
syc,2011,50000.00075
syc,2012,39999.99911
syc,2013,19999.99955
syc,2014,50000.00075
syc,2015,59999.99866
syc,2016,109999.9994
syr,2002,29999.99933
syr,2003,50000.00075
syr,2004,39999.99911
syr,2012,1820000.05245
syr,2013,2630000.11444
syr,2014,4980000.01907
syr,2015,3769999.98093
syr,2016,1740000.00954
syr,2017,3359999.8951
syr,2018,2420000.07629
syr,2019,1980000.01907
tcd,2004,119999.99732
tha,1972,550000.01192
tha,1973,1019999.98093
tha,1974,1549999.95232
tha,1975,1559999.94278
tha,1976,1529999.97139
tha,1977,2150000.09537
tha,1978,1850000.02384
tha,1979,1710000.03815
tha,1980,2170000.07629
tha,1981,1289999.96185
tha,1982,1120000.00477
tha,1983,819999.99285
tha,1984,829999.98331
tha,1985,680000.00715
tha,1986,939999.99762
tha,1987,1029999.97139
tha,1988,1279999.97139
tha,1989,959999.97854
tha,1990,1269999.98093
tha,1991,680000.00715
tha,1992,649999.97616
tha,1993,1080000.04292
tha,1994,1129999.99523
tha,1995,1320000.05245
tha,1996,990000.00954
tha,1997,1320000.05245
tha,1998,1139999.98569
tha,1999,1159999.96662
tha,2000,870000.00477
tha,2001,639999.98569
tha,2002,670000.01669
tha,2003,620000.00477
tha,2004,239999.99464
tha,2005,419999.98689
tha,2006,100000.00149
tha,2007,90000.00358
tha,2008,259999.99046
tha,2009,70000.0003
tha,2011,119999.99732
tha,2012,19999.99955
tha,2013,59999.99866
tha,2014,170000.00179
tha,2015,209999.99344
tha,2016,259999.99046
tha,2017,189999.99762
tha,2019,310000.00238
tjk,2000,59999.99866
tjk,2001,140000.0006
tjk,2002,39999.99911
tjk,2003,70000.0003
tjk,2004,100000.00149
tjk,2005,59999.99866
tjk,2006,50000.00075
tkm,2001,39999.99911
tkm,2002,9999.99978
tkm,2003,19999.99955
tls,1997,9999.99978
tls,1999,1269999.98093
tls,2000,1809999.94278
tls,2001,1570000.05245
tls,2002,1139999.98569
tls,2003,2930000.06676
tls,2004,3319999.93324
tls,2005,2519999.98093
tls,2006,5199999.80927
tls,2007,3150000.09537
tls,2008,5099999.90463
tls,2009,5099999.90463
tls,2010,6579999.92371
tls,2011,7929999.82834
tls,2012,8319999.69482
tls,2013,9189999.58038
tls,2014,10800000.19073
tls,2015,14909999.84741
tls,2016,10770000.45776
tls,2017,11489999.77112
tls,2018,13100000.38147
tls,2019,13449999.80927
ton,1972,180000.00715
ton,1973,449999.98808
ton,1974,620000.00477
ton,1975,1350000.02384
ton,1976,1269999.98093
ton,1977,2140000.1049
ton,1978,2160000.08583
ton,1979,2990000.00954
ton,1980,2799999.95232
ton,1981,2309999.94278
ton,1982,2299999.95232
ton,1983,3049999.95232
ton,1984,2970000.02861
ton,1985,2650000.09537
ton,1986,2140000.1049
ton,1987,3059999.94278
ton,1988,2750000
ton,1989,2700000.04768
ton,1990,3759999.99046
ton,1991,2750000
ton,1992,3440000.05722
ton,1993,4570000.17166
ton,1994,3440000.05722
ton,1995,5079999.92371
ton,1996,5590000.15259
ton,1997,5559999.94278
ton,1998,4309999.94278
ton,1999,4460000.03815
ton,2000,3529999.97139
ton,2001,3589999.91417
ton,2002,3670000.07629
ton,2003,3829999.92371
ton,2004,3869999.88556
ton,2005,4829999.92371
ton,2006,6079999.92371
ton,2007,11890000.34332
ton,2008,6369999.88556
ton,2009,7179999.82834
ton,2010,11420000.07629
ton,2011,14699999.80927
ton,2012,19190000.53406
ton,2013,13210000.03815
ton,2014,15270000.45776
ton,2015,14109999.65668
ton,2016,16989999.77112
ton,2017,8460000.03815
ton,2018,22559999.46594
ton,2019,9670000.07629
tto,1978,9999.99978
tto,1979,9999.99978
tto,1980,9999.99978
tto,1981,9999.99978
tto,1992,9999.99978
tto,1993,9999.99978
tto,1996,9999.99978
tto,1998,9999.99978
tto,1999,119999.99732
tto,2000,59999.99866
tto,2001,9999.99978
tto,2002,29999.99933
tto,2003,19999.99955
tto,2004,19999.99955
tto,2005,29999.99933
tto,2006,70000.0003
tto,2007,90000.00358
tto,2008,70000.0003
tto,2009,29999.99933
tto,2010,39999.99911
tun,2013,19999.99955
tun,2016,9999.99978
tur,1997,70000.0003
tur,1998,90000.00358
tur,1999,170000.00179
tur,2000,100000.00149
tur,2002,19999.99955
tur,2003,70000.0003
tur,2011,200000.00298
tur,2016,9999.99978
tur,2017,9999.99978
tur,2018,9999.99978
tur,2019,9999.99978
tuv,1977,29999.99933
tuv,1978,39999.99911
tuv,1979,129999.99523
tuv,1980,310000.00238
tuv,1981,430000.00715
tuv,1982,379999.99523
tuv,1983,360000.01431
tuv,1984,529999.97139
tuv,1985,409999.99642
tuv,1986,1179999.94755
tuv,1987,6489999.77112
tuv,1988,1169999.95708
tuv,1989,1080000.04292
tuv,1990,1090000.03338
tuv,1991,1419999.95708
tuv,1992,949999.98808
tuv,1993,1120000.00477
tuv,1994,1179999.94755
tuv,1995,1240000.00954
tuv,1996,1399999.97616
tuv,1997,1679999.94755
tuv,1998,1590000.03338
tuv,1999,1200000.04768
tuv,2000,1100000.02384
tuv,2001,920000.01669
tuv,2002,980000.01907
tuv,2003,1250000
tuv,2004,1179999.94755
tuv,2005,1629999.99523
tuv,2006,1409999.96662
tuv,2007,2160000.08583
tuv,2008,4489999.77112
tuv,2009,1320000.05245
tuv,2010,1889999.98569
tuv,2011,3900000.09537
tuv,2012,4289999.96185
tuv,2013,3430000.06676
tuv,2014,10189999.58038
tuv,2015,14220000.26703
tuv,2016,4980000.01907
tuv,2017,5170000.07629
tuv,2018,3480000.01907
tuv,2019,6409999.84741
tza,1972,9999.99978
tza,1974,29999.99933
tza,1975,1139999.98569
tza,1976,400000.00596
tza,1977,349999.99404
tza,1978,680000.00715
tza,1979,740000.00954
tza,1980,1100000.02384
tza,1981,689999.99762
tza,1982,90000.00358
tza,1983,29999.99933
tza,1984,59999.99866
tza,1985,50000.00075
tza,1986,79999.99821
tza,1987,119999.99732
tza,1988,379999.99523
tza,1989,129999.99523
tza,1990,189999.99762
tza,1991,100000.00149
tza,1992,90000.00358
tza,1993,170000.00179
tza,1994,209999.99344
tza,1995,349999.99404
tza,1996,239999.99464
tza,1997,479999.98927
tza,1998,579999.98331
tza,1999,540000.02146
tza,2000,319999.99285
tza,2001,970000.02861
tza,2002,610000.01431
tza,2003,1070000.05245
tza,2004,1000000
tza,2005,1190000.05722
tza,2006,1620000.00477
tza,2007,1080000.04292
tza,2008,1179999.94755
tza,2009,1220000.02861
tza,2010,939999.99762
tza,2011,720000.02861
tza,2012,209999.99344
tza,2013,589999.97377
tza,2014,829999.98331
tza,2015,750000
tza,2016,430000.00715
tza,2017,550000.01192
tza,2018,709999.97854
tza,2019,100000.00149
uga,1972,9999.99978
uga,1981,19999.99955
uga,1983,9999.99978
uga,1984,9999.99978
uga,1985,9999.99978
uga,1986,9999.99978
uga,1987,9999.99978
uga,1992,19999.99955
uga,1993,29999.99933
uga,1994,90000.00358
uga,1995,129999.99523
uga,1996,29999.99933
uga,1997,340000.00358
uga,1998,50000.00075
uga,1999,270000.01073
uga,2000,409999.99642
uga,2001,330000.01311
uga,2002,219999.99881
uga,2003,460000.00834
uga,2004,209999.99344
uga,2005,560000.00238
uga,2006,150000.00596
uga,2007,730000.01907
uga,2008,159999.99642
uga,2009,200000.00298
uga,2014,29999.99933
uga,2015,119999.99732
uga,2016,50000.00075
uga,2017,29999.99933
uga,2018,109999.9994
uga,2019,90000.00358
ury,1991,19999.99955
ury,1992,29999.99933
ury,1993,90000.00358
ury,1994,90000.00358
ury,1995,180000.00715
ury,1996,150000.00596
ury,1997,209999.99344
ury,1998,140000.0006
ury,1999,70000.0003
ury,2000,119999.99732
ury,2001,230000.00417
ury,2002,180000.00715
ury,2003,259999.99046
ury,2004,209999.99344
ury,2005,59999.99866
ury,2006,19999.99955
ury,2007,29999.99933
ury,2008,39999.99911
ury,2009,50000.00075
ury,2010,59999.99866
ury,2011,79999.99821
ury,2012,150000.00596
ury,2013,259999.99046
ury,2014,769999.98093
ury,2015,730000.01907
ury,2016,620000.00477
ury,2017,759999.99046
uzb,1996,29999.99933
uzb,1998,19999.99955
uzb,1999,29999.99933
uzb,2000,29999.99933
uzb,2001,39999.99911
uzb,2002,19999.99955
uzb,2003,19999.99955
uzb,2004,129999.99523
uzb,2005,159999.99642
uzb,2006,29999.99933
vct,1995,19999.99955
vct,1996,29999.99933
vct,1997,9999.99978
vct,2001,9999.99978
vct,2007,19999.99955
vct,2008,59999.99866
vct,2009,50000.00075
vct,2010,59999.99866
vct,2011,50000.00075
vct,2012,39999.99911
vct,2013,39999.99911
vct,2014,70000.0003
vct,2015,70000.0003
vct,2016,9999.99978
vct,2017,100000.00149
vct,2018,70000.0003
vct,2019,70000.0003
ven,1987,9999.99978
ven,1988,29999.99933
ven,1997,50000.00075
ven,1998,50000.00075
ven,1999,29999.99933
ven,2000,59999.99866
ven,2001,129999.99523
ven,2002,29999.99933
ven,2004,9999.99978
ven,2005,9999.99978
ven,2006,9999.99978
ven,2016,79999.99821
ven,2017,59999.99866
ven,2018,9999.99978
ven,2019,1320000.05245
vnm,1972,670000.01669
vnm,1973,949999.98808
vnm,1974,1059999.94278
vnm,1975,1009999.99046
vnm,1976,330000.01311
vnm,1977,79999.99821
vnm,1978,79999.99821
vnm,1979,100000.00149
vnm,1980,9999.99978
vnm,1990,39999.99911
vnm,1991,280000.00119
vnm,1992,59999.99866
vnm,1993,319999.99285
vnm,1994,670000.01669
vnm,1995,1759999.99046
vnm,1996,2309999.94278
vnm,1997,2740000.00954
vnm,1998,2259999.99046
vnm,1999,2019999.98093
vnm,2000,2029999.97139
vnm,2001,1649999.97616
vnm,2002,1730000.01907
vnm,2003,1950000.04768
vnm,2004,4059999.94278
vnm,2005,3259999.99046
vnm,2006,2789999.96185
vnm,2007,6940000.05722
vnm,2008,7199999.80927
vnm,2009,5059999.94278
vnm,2010,6469999.79019
vnm,2011,6719999.79019
vnm,2012,8239999.77112
vnm,2013,9890000.34332
vnm,2014,7949999.80927
vnm,2015,4780000.20981
vnm,2016,6440000.05722
vnm,2017,7130000.11444
vnm,2018,7199999.80927
vnm,2019,5099999.90463
vut,1973,9999.99978
vut,1975,50000.00075
vut,1976,360000.01431
vut,1977,250000
vut,1978,50000.00075
vut,1979,140000.0006
vut,1980,180000.00715
vut,1981,509999.99046
vut,1982,910000.02623
vut,1983,750000
vut,1984,889999.98569
vut,1985,1039999.96185
vut,1986,990000.00954
vut,1987,1549999.95232
vut,1988,2160000.08583
vut,1989,1250000
vut,1990,2099999.90463
vut,1991,2150000.09537
vut,1992,2500000
vut,1993,2529999.97139
vut,1994,2339999.91417
vut,1995,3339999.91417
vut,1996,3660000.08583
vut,1997,4599999.90463
vut,1998,4409999.84741
vut,1999,3950000.04768
vut,2000,4219999.79019
vut,2001,3660000.08583
vut,2002,3309999.94278
vut,2003,4739999.77112
vut,2004,4670000.07629
vut,2005,4989999.77112
vut,2006,7000000
vut,2007,7389999.86649
vut,2008,10529999.73297
vut,2009,15500000
vut,2010,12859999.65668
vut,2011,13569999.69482
vut,2012,15250000
vut,2013,14920000.07629
vut,2014,25270000.45776
vut,2015,26879999.16077
vut,2016,27280000.68665
vut,2017,16420000.07629
vut,2018,17079999.92371
vut,2019,17209999.08447
wsm,1972,930000.00715
wsm,1973,1399999.97616
wsm,1974,2259999.99046
wsm,1975,4349999.90463
wsm,1976,2059999.94278
wsm,1977,3569999.93324
wsm,1978,4150000.09537
wsm,1979,4840000.15259
wsm,1980,4070000.17166
wsm,1981,3720000.02861
wsm,1982,3180000.06676
wsm,1983,3869999.88556
wsm,1984,3750000
wsm,1985,3769999.98093
wsm,1986,3349999.90463
wsm,1987,3910000.08583
wsm,1988,3980000.01907
wsm,1989,3509999.99046
wsm,1990,5750000
wsm,1991,4210000.03815
wsm,1992,7880000.11444
wsm,1993,5670000.07629
wsm,1994,5130000.11444
wsm,1995,6300000.19073
wsm,1996,6650000.09537
wsm,1997,6070000.17166
wsm,1998,5610000.13351
wsm,1999,5710000.03815
wsm,2000,4260000.22888
wsm,2001,4159999.84741
wsm,2002,4630000.11444
wsm,2003,4730000.01907
wsm,2004,5900000.09537
wsm,2005,4289999.96185
wsm,2006,7340000.15259
wsm,2007,6289999.96185
wsm,2008,7619999.88556
wsm,2009,10340000.15259
wsm,2010,17760000.22888
wsm,2011,11710000.03815
wsm,2012,17780000.68665
wsm,2013,22040000.91553
wsm,2014,21139999.38965
wsm,2015,13800000.19073
wsm,2016,14789999.96185
wsm,2017,15500000
wsm,2018,20239999.77112
wsm,2019,14789999.96185
yem,2005,90000.00358
yem,2010,360000.01431
yem,2017,3200000.04768
yem,2018,2079999.92371
yem,2019,3950000.04768
zaf,1993,159999.99642
zaf,1994,270000.01073
zaf,1995,409999.99642
zaf,1996,379999.99523
zaf,1997,1019999.98093
zaf,1998,649999.97616
zaf,1999,800000.01192
zaf,2000,610000.01431
zaf,2001,800000.01192
zaf,2002,689999.99762
zaf,2003,1460000.03815
zaf,2004,1240000.00954
zaf,2005,1490000.00954
zaf,2006,1409999.96662
zaf,2007,1379999.99523
zaf,2008,1110000.01431
zaf,2009,889999.98569
zaf,2010,1029999.97139
zaf,2011,569999.99285
zaf,2012,439999.99762
zaf,2013,389999.98569
zaf,2014,280000.00119
zaf,2015,109999.9994
zaf,2016,59999.99866
zaf,2017,189999.99762
zaf,2018,50000.00075
zaf,2019,79999.99821
zmb,1972,19999.99955
zmb,1973,9999.99978
zmb,1974,90000.00358
zmb,1975,9999.99978
zmb,1976,109999.9994
zmb,1977,50000.00075
zmb,1978,9999.99978
zmb,1979,9999.99978
zmb,1980,29999.99933
zmb,1981,50000.00075
zmb,1982,29999.99933
zmb,1983,19999.99955
zmb,1984,9999.99978
zmb,1985,9999.99978
zmb,1988,29999.99933
zmb,1989,19999.99955
zmb,1990,50000.00075
zmb,1991,39999.99911
zmb,1992,50000.00075
zmb,1993,119999.99732
zmb,1994,180000.00715
zmb,1995,90000.00358
zmb,1996,250000
zmb,1997,330000.01311
zmb,1998,119999.99732
zmb,1999,239999.99464
zmb,2000,250000
zmb,2001,109999.9994
zmb,2002,280000.00119
zmb,2003,250000
zmb,2004,569999.99285
zmb,2005,689999.99762
zmb,2006,670000.01669
zmb,2007,660000.02623
zmb,2008,1169999.95708
zmb,2009,1870000.00477
zmb,2010,1320000.05245
zmb,2011,1840000.03338
zmb,2012,879999.99523
zmb,2013,419999.98689
zmb,2014,319999.99285
zmb,2015,170000.00179
zmb,2016,500000
zmb,2017,1340000.03338
zmb,2018,1379999.99523
zmb,2019,1000000
zwe,1972,9999.99978
zwe,1973,19999.99955
zwe,1974,29999.99933
zwe,1975,19999.99955
zwe,1976,59999.99866
zwe,1977,29999.99933
zwe,1978,100000.00149
zwe,1979,39999.99911
zwe,1980,59999.99866
zwe,1981,300000.01192
zwe,1982,50000.00075
zwe,1983,39999.99911
zwe,1984,29999.99933
zwe,1985,9999.99978
zwe,1986,29999.99933
zwe,1987,119999.99732
zwe,1989,90000.00358
zwe,1990,159999.99642
zwe,1991,150000.00596
zwe,1992,170000.00179
zwe,1993,319999.99285
zwe,1994,300000.01192
zwe,1995,289999.99166
zwe,1996,319999.99285
zwe,1997,370000.00477
zwe,1998,400000.00596
zwe,1999,360000.01431
zwe,2000,280000.00119
zwe,2001,409999.99642
zwe,2002,349999.99404
zwe,2003,759999.99046
zwe,2004,839999.97377
zwe,2005,1159999.96662
zwe,2006,750000
zwe,2007,560000.00238
zwe,2008,3180000.06676
zwe,2009,910000.02623
zwe,2010,4130000.11444
zwe,2011,670000.01669
zwe,2012,469999.99881
zwe,2013,370000.00477
zwe,2014,400000.00596
zwe,2015,259999.99046
zwe,2016,209999.99344
zwe,2017,430000.00715
zwe,2018,340000.00358
zwe,2019,270000.01073
