geo,time,dc_dac_nzll_cd
bgd,1993,9999.99978
bgd,1994,159999.99642
bgd,1995,209999.99344
bgd,1996,259999.99046
bgd,1997,500000
bgd,1998,319999.99285
bgd,1999,759999.99046
bgd,2000,680000.00715
bgd,2001,529999.97139
bgd,2002,600000.02384
bgd,2003,740000.00954
bgd,2004,1000000
bgd,2005,920000.01669
bgd,2006,670000.01669
bgd,2007,1690000.05722
bgd,2008,1080000.04292
bgd,2009,1309999.94278
bgd,2010,109999.9994
bgd,2011,1159999.96662
bgd,2012,540000.02146
bgd,2013,419999.98689
bgd,2014,699999.98808
bgd,2015,360000.01431
bgd,2016,209999.99344
bgd,2017,159999.99642
bgd,2018,119999.99732
bgd,2019,50000.00075
bhs,1995,19999.99955
bhs,1996,9999.99978
bhs,1997,9999.99978
bhs,1998,9999.99978
bih,1994,59999.99866
bih,1995,29999.99933
bih,1996,29999.99933
blz,1995,19999.99955
blz,1996,29999.99933
blz,1997,29999.99933
blz,1999,19999.99955
blz,2001,9999.99978
blz,2005,19999.99955
blz,2006,9999.99978
blz,2007,19999.99955
blz,2008,9999.99978
blz,2009,19999.99955
blz,2010,19999.99955
blz,2011,19999.99955
blz,2012,29999.99933
blz,2019,29999.99933
bol,1990,39999.99911
bol,1991,19999.99955
bol,1995,9999.99978
bol,1997,9999.99978
bol,2002,9999.99978
bol,2003,19999.99955
bol,2004,29999.99933
bol,2008,349999.99404
bol,2009,29999.99933
bol,2010,9999.99978
bol,2015,39999.99911
bol,2016,39999.99911
bol,2017,119999.99732
bol,2018,39999.99911
bol,2019,90000.00358
bra,1990,29999.99933
bra,1991,19999.99955
bra,1992,50000.00075
bra,1993,79999.99821
bra,1994,79999.99821
bra,1995,200000.00298
bra,1996,189999.99762
bra,1997,219999.99881
bra,1998,59999.99866
bra,1999,170000.00179
bra,2000,209999.99344
bra,2001,239999.99464
bra,2002,180000.00715
bra,2003,200000.00298
bra,2004,239999.99464
bra,2005,289999.99166
bra,2006,239999.99464
bra,2007,150000.00596
bra,2008,340000.00358
bra,2009,280000.00119
bra,2010,200000.00298
bra,2011,270000.01073
bra,2012,100000.00149
bra,2013,129999.99523
bra,2014,29999.99933
bra,2015,219999.99881
bra,2016,230000.00417
bra,2017,289999.99166
bra,2018,319999.99285
bra,2019,159999.99642
brb,1976,19999.99955
brb,1978,19999.99955
brb,1979,29999.99933
brb,1980,9999.99978
brb,1981,9999.99978
brb,1982,9999.99978
brb,1983,9999.99978
brb,1995,19999.99955
brb,1996,39999.99911
brb,1997,9999.99978
brb,1999,19999.99955
brb,2000,29999.99933
brb,2002,9999.99978
brb,2003,19999.99955
brb,2004,19999.99955
brb,2005,19999.99955
brb,2006,19999.99955
brb,2007,19999.99955
brb,2008,19999.99955
brb,2009,19999.99955
brb,2010,9999.99978
brn,1974,9999.99978
brn,1975,9999.99978
brn,1976,9999.99978
brn,1988,19999.99955
brn,1990,9999.99978
btn,1972,19999.99955
btn,1973,29999.99933
btn,1974,29999.99933
btn,1975,39999.99911
btn,1976,300000.01192
btn,1977,19999.99955
btn,1978,19999.99955
btn,1979,9999.99978
btn,1980,29999.99933
btn,1981,19999.99955
btn,1982,9999.99978
btn,1987,19999.99955
btn,1988,9999.99978
btn,1989,29999.99933
btn,1990,70000.0003
btn,1991,19999.99955
btn,1992,29999.99933
btn,1993,39999.99911
btn,1994,70000.0003
btn,1995,259999.99046
btn,1996,50000.00075
btn,1997,50000.00075
btn,1998,19999.99955
btn,1999,310000.00238
btn,2000,259999.99046
btn,2001,270000.01073
btn,2002,200000.00298
btn,2003,259999.99046
btn,2004,360000.01431
btn,2005,349999.99404
btn,2006,180000.00715
btn,2007,219999.99881
btn,2008,39999.99911
btn,2009,59999.99866
btn,2010,39999.99911
btn,2016,129999.99523
btn,2017,310000.00238
btn,2018,319999.99285
btn,2019,219999.99881
bwa,1980,19999.99955
bwa,1981,9999.99978
bwa,1982,9999.99978
bwa,1983,19999.99955
bwa,1985,9999.99978
bwa,1986,70000.0003
bwa,1987,189999.99762
bwa,1988,50000.00075
bwa,1989,59999.99866
bwa,1990,70000.0003
bwa,1991,39999.99911
bwa,1992,29999.99933
bwa,1993,39999.99911
bwa,1994,29999.99933
bwa,1995,90000.00358
bwa,1996,50000.00075
bwa,1998,109999.9994
bwa,1999,219999.99881
bwa,2000,230000.00417
bwa,2001,90000.00358
bwa,2002,59999.99866
bwa,2003,50000.00075
bwa,2004,39999.99911
bwa,2005,29999.99933
bwa,2006,19999.99955
bwa,2007,19999.99955
bwa,2013,39999.99911
bwa,2014,170000.00179
bwa,2015,610000.01431
bwa,2016,460000.00834
bwa,2017,319999.99285
bwa,2018,129999.99523
bwa,2019,109999.9994
caf,2014,409999.99642
chl,1972,9999.99978
chl,1978,9999.99978
chl,1979,19999.99955
chl,1984,9999.99978
chl,1985,19999.99955
chl,1988,19999.99955
chl,1989,9999.99978
chl,1990,39999.99911
chl,1991,79999.99821
chl,1992,9999.99978
chl,1993,50000.00075
chl,1994,59999.99866
chl,1995,259999.99046
chl,1996,170000.00179
chl,1997,230000.00417
chl,1998,159999.99642
chl,1999,180000.00715
chl,2000,209999.99344
chl,2001,189999.99762
chl,2002,310000.00238
chl,2003,460000.00834
chl,2004,550000.01192
chl,2005,419999.98689
chl,2006,219999.99881
chl,2007,460000.00834
chl,2008,600000.02384
chl,2009,239999.99464
chl,2010,699999.98808
chl,2011,980000.01907
chl,2012,349999.99404
chl,2013,430000.00715
chl,2014,449999.98808
chl,2015,300000.01192
chl,2016,370000.00477
chl,2017,129999.99523
chn,1987,200000.00298
chn,1988,209999.99344
chn,1989,439999.99762
chn,1990,1080000.04292
chn,1991,209999.99344
chn,1992,790000.02146
chn,1993,610000.01431
chn,1994,1110000.01431
chn,1995,1480000.01907
chn,1996,1279999.97139
chn,1997,1350000.02384
chn,1998,1509999.99046
chn,1999,1490000.00954
chn,2000,1159999.96662
chn,2001,819999.99285
chn,2002,910000.02623
chn,2003,1059999.94278
chn,2004,2309999.94278
chn,2005,1669999.95708
chn,2006,1700000.04768
chn,2007,1409999.96662
chn,2008,1990000.00954
chn,2009,1179999.94755
chn,2010,1500000
chn,2011,1049999.95232
chn,2012,1029999.97139
chn,2013,1159999.96662
chn,2014,850000.02384
chn,2015,620000.00477
chn,2016,540000.02146
chn,2017,560000.00238
chn,2018,370000.00477
chn,2019,319999.99285
civ,2003,29999.99933
civ,2011,1129999.99523
cmr,1996,9999.99978
cmr,1997,50000.00075
cmr,1998,19999.99955
cmr,1999,70000.0003
cmr,2000,70000.0003
cmr,2002,19999.99955
cmr,2003,9999.99978
cmr,2014,29999.99933
cmr,2015,209999.99344
cmr,2016,170000.00179
cmr,2017,59999.99866
cmr,2018,50000.00075
cmr,2019,29999.99933
cod,1996,140000.0006
cod,1997,230000.00417
cod,1999,50000.00075
cod,2002,59999.99866
cod,2003,469999.99881
cod,2004,70000.0003
cod,2005,219999.99881
cod,2006,50000.00075
cod,2008,769999.98093
cod,2009,79999.99821
col,1984,9999.99978
col,1985,19999.99955
col,1986,79999.99821
col,1987,29999.99933
col,1988,39999.99911
col,1989,19999.99955
col,1990,29999.99933
col,1991,29999.99933
col,1992,29999.99933
col,1993,70000.0003
col,1994,79999.99821
col,1995,129999.99523
col,1996,79999.99821
col,1997,189999.99762
col,1998,189999.99762
col,1999,230000.00417
col,2000,280000.00119
col,2001,90000.00358
col,2002,170000.00179
col,2003,189999.99762
col,2004,219999.99881
col,2005,90000.00358
col,2006,59999.99866
col,2007,19999.99955
col,2011,109999.9994
col,2012,9999.99978
col,2013,50000.00075
col,2014,150000.00596
col,2015,959999.97854
col,2016,790000.02146
col,2017,1120000.00477
col,2018,810000.00238
col,2019,409999.99642
com,2013,19999.99955
com,2014,140000.0006
com,2015,949999.98808
cri,1996,39999.99911
cri,2001,50000.00075
cri,2003,59999.99866
cri,2004,70000.0003
cri,2006,59999.99866
cri,2007,19999.99955
cri,2017,79999.99821
cri,2018,200000.00298
cri,2019,70000.0003
cub,2018,9999.99978
cyp,1973,9999.99978
cyp,1976,19999.99955
cyp,1995,9999.99978
cyp,1996,9999.99978
cyp,1997,29999.99933
cyp,1998,29999.99933
cyp,1999,59999.99866
cyp,2000,9999.99978
cyp,2003,9999.99978
cze,1992,9999.99978
dji,2005,460000.00834
dma,1980,9999.99978
dma,1982,9999.99978
dma,1983,9999.99978
dma,1984,9999.99978
dma,2005,9999.99978
dma,2006,39999.99911
dma,2007,50000.00075
dma,2008,50000.00075
dma,2009,19999.99955
dma,2010,19999.99955
dma,2011,9999.99978
dma,2014,29999.99933
dma,2015,9999.99978
dma,2016,79999.99821
dma,2017,140000.0006
dma,2018,19999.99955
dma,2019,109999.9994
dom,2018,39999.99911
dom,2019,79999.99821
dza,2002,9999.99978
dza,2003,9999.99978
dza,2018,9999.99978
dza,2019,29999.99933
ecu,1985,9999.99978
ecu,1986,9999.99978
ecu,1987,50000.00075
ecu,1988,90000.00358
ecu,1989,59999.99866
ecu,1990,29999.99933
ecu,1991,9999.99978
ecu,1992,9999.99978
ecu,1996,9999.99978
ecu,1997,29999.99933
ecu,2001,140000.0006
ecu,2004,29999.99933
ecu,2005,29999.99933
ecu,2006,39999.99911
ecu,2007,19999.99955
ecu,2008,39999.99911
ecu,2009,90000.00358
ecu,2010,360000.01431
ecu,2011,340000.00358
ecu,2012,360000.01431
ecu,2013,140000.0006
ecu,2015,100000.00149
ecu,2016,319999.99285
ecu,2017,180000.00715
ecu,2018,129999.99523
ecu,2019,289999.99166
egy,1976,9999.99978
egy,1977,79999.99821
egy,1978,59999.99866
egy,1979,19999.99955
egy,1980,9999.99978
egy,1981,9999.99978
egy,1982,9999.99978
egy,1986,9999.99978
egy,1990,29999.99933
egy,1992,29999.99933
egy,1999,59999.99866
egy,2000,9999.99978
egy,2001,9999.99978
egy,2002,9999.99978
egy,2003,9999.99978
egy,2004,9999.99978
egy,2005,9999.99978
egy,2006,9999.99978
egy,2008,140000.0006
egy,2011,469999.99881
egy,2015,29999.99933
egy,2016,70000.0003
egy,2017,180000.00715
egy,2018,159999.99642
egy,2019,239999.99464
eri,1993,50000.00075
eri,1994,59999.99866
eri,2000,180000.00715
eri,2001,79999.99821
eri,2002,29999.99933
eri,2003,1200000.04768
eri,2004,159999.99642
eri,2005,29999.99933
eth,1973,70000.0003
eth,1990,39999.99911
eth,1991,9999.99978
eth,1992,29999.99933
eth,1994,140000.0006
eth,1995,59999.99866
eth,1996,150000.00596
eth,1997,180000.00715
eth,1998,59999.99866
eth,1999,209999.99344
eth,2000,270000.01073
eth,2001,180000.00715
eth,2002,790000.02146
eth,2003,1279999.97139
eth,2004,800000.01192
eth,2005,1210000.03815
eth,2006,159999.99642
eth,2007,59999.99866
eth,2008,340000.00358
eth,2009,400000.00596
eth,2011,189999.99762
eth,2012,19999.99955
eth,2013,39999.99911
eth,2014,209999.99344
eth,2015,239999.99464
eth,2016,479999.98927
eth,2017,740000.00954
eth,2018,1429999.94755
eth,2019,4449999.80927
fji,1972,959999.97854
fji,1973,1789999.96185
fji,1974,1529999.97139
fji,1975,4289999.96185
fji,1976,7250000
fji,1977,3880000.11444
fji,1978,4090000.15259
fji,1979,5760000.22888
fji,1980,4119999.88556
fji,1981,3430000.06676
fji,1982,2950000.04768
fji,1983,3509999.99046
fji,1984,3390000.1049
fji,1985,3390000.1049
fji,1986,2269999.98093
fji,1987,3819999.93324
fji,1988,1809999.94278
fji,1989,2680000.06676
fji,1990,6190000.05722
fji,1991,2799999.95232
fji,1992,5840000.15259
fji,1993,7340000.15259
fji,1994,3309999.94278
fji,1995,6630000.11444
fji,1996,6639999.86649
fji,1997,5409999.84741
fji,1998,4409999.84741
fji,1999,4750000
fji,2000,2059999.94278
fji,2001,1830000.04292
fji,2002,2799999.95232
fji,2003,2700000.04768
fji,2004,2759999.99046
fji,2005,3470000.02861
fji,2006,5920000.07629
fji,2007,3640000.1049
fji,2008,3849999.90463
fji,2009,3329999.92371
fji,2010,3630000.11444
fji,2011,3940000.05722
fji,2012,5400000.09537
fji,2013,6269999.98093
fji,2014,8020000.45776
fji,2015,7750000
fji,2016,16420000.07629
fji,2017,16770000.45776
fji,2018,17000000
fji,2019,14810000.41962
fsm,1992,50000.00075
fsm,1993,50000.00075
fsm,1994,70000.0003
fsm,1995,189999.99762
fsm,1996,119999.99732
fsm,1997,200000.00298
fsm,1998,209999.99344
fsm,1999,270000.01073
fsm,2000,230000.00417
fsm,2001,180000.00715
fsm,2002,39999.99911
fsm,2003,430000.00715
fsm,2004,289999.99166
fsm,2005,349999.99404
fsm,2006,200000.00298
fsm,2007,170000.00179
fsm,2008,129999.99523
fsm,2009,100000.00149
fsm,2010,59999.99866
fsm,2011,50000.00075
fsm,2012,239999.99464
fsm,2013,70000.0003
fsm,2014,39999.99911
fsm,2015,460000.00834
fsm,2016,280000.00119
fsm,2017,349999.99404
fsm,2018,910000.02623
fsm,2019,1039999.96185
gha,1972,9999.99978
gha,1973,9999.99978
gha,1974,19999.99955
gha,1975,9999.99978
gha,1983,19999.99955
gha,1989,9999.99978
gha,1990,29999.99933
gha,1991,9999.99978
gha,1992,29999.99933
gha,1994,59999.99866
gha,1995,129999.99523
gha,1996,90000.00358
gha,1997,170000.00179
gha,1998,70000.0003
gha,1999,189999.99762
gha,2000,109999.9994
gha,2001,19999.99955
gha,2002,79999.99821
gha,2003,59999.99866
gha,2004,70000.0003
gha,2005,119999.99732
gha,2006,170000.00179
gha,2007,119999.99732
gha,2008,189999.99762
gha,2009,170000.00179
gha,2010,159999.99642
gha,2011,400000.00596
gha,2012,200000.00298
gha,2013,180000.00715
gha,2014,109999.9994
gha,2015,319999.99285
gha,2016,469999.99881
gha,2017,379999.99523
gha,2018,219999.99881
gha,2019,230000.00417
gmb,1996,39999.99911
gmb,1997,39999.99911
gmb,1998,50000.00075
gmb,1999,39999.99911
gmb,2000,29999.99933
gmb,2001,29999.99933
gmb,2003,19999.99955
gmb,2004,50000.00075
gmb,2005,50000.00075
gmb,2008,29999.99933
gmb,2009,29999.99933
gmb,2010,39999.99911
gmb,2011,9999.99978
gmb,2016,50000.00075
gmb,2017,9999.99978
gnb,2014,50000.00075
gnb,2016,209999.99344
grd,1995,39999.99911
grd,1996,29999.99933
grd,2005,70000.0003
grd,2006,100000.00149
grd,2008,70000.0003
grd,2014,100000.00149
grd,2015,79999.99821
grd,2016,9999.99978
grd,2017,19999.99955
grd,2018,70000.0003
grd,2019,39999.99911
gtm,1993,19999.99955
gtm,1994,59999.99866
gtm,1995,59999.99866
gtm,1996,9999.99978
gtm,1997,159999.99642
gtm,1998,9999.99978
gtm,1999,119999.99732
gtm,2000,29999.99933
gtm,2001,70000.0003
gtm,2002,39999.99911
gtm,2003,59999.99866
gtm,2004,90000.00358
gtm,2005,170000.00179
gtm,2006,829999.98331
gtm,2007,449999.98808
gtm,2008,70000.0003
gtm,2009,79999.99821
gtm,2010,270000.01073
gtm,2011,150000.00596
gtm,2012,109999.9994
gtm,2013,170000.00179
gtm,2014,219999.99881
gtm,2015,219999.99881
gtm,2016,129999.99523
gtm,2017,79999.99821
gtm,2018,100000.00149
gtm,2019,90000.00358
guy,1976,79999.99821
guy,1977,50000.00075
guy,1978,200000.00298
guy,1979,50000.00075
guy,1980,19999.99955
guy,1981,9999.99978
guy,1982,9999.99978
guy,1990,9999.99978
guy,2000,9999.99978
guy,2001,9999.99978
guy,2002,9999.99978
guy,2005,109999.9994
guy,2006,90000.00358
guy,2007,59999.99866
guy,2008,50000.00075
guy,2009,59999.99866
guy,2010,50000.00075
guy,2015,100000.00149
guy,2016,170000.00179
guy,2017,159999.99642
guy,2018,100000.00149
guy,2019,39999.99911
hkg,1972,9999.99978
hkg,1973,29999.99933
hkg,1990,150000.00596
hkg,1991,19999.99955
hkg,1995,9999.99978
hkg,1996,9999.99978
hnd,1975,50000.00075
hnd,1994,39999.99911
hnd,1995,9999.99978
hnd,1997,90000.00358
hnd,1999,109999.9994
hnd,2000,50000.00075
hnd,2001,79999.99821
hnd,2002,39999.99911
hnd,2006,119999.99732
hnd,2007,189999.99762
hnd,2008,129999.99523
hnd,2009,189999.99762
hnd,2010,119999.99732
hnd,2011,29999.99933
hnd,2012,19999.99955
hnd,2017,39999.99911
hti,1997,19999.99955
hti,1998,9999.99978
hti,1999,9999.99978
hti,2002,9999.99978
hti,2004,70000.0003
hti,2005,129999.99523
hti,2006,70000.0003
hti,2007,19999.99955
hti,2008,59999.99866
hti,2009,59999.99866
hti,2010,1440000.05722
hti,2016,370000.00477
hun,1992,29999.99933
idn,1972,1970000.02861
idn,1973,2190000.05722
idn,1974,3960000.03815
idn,1975,7090000.15259
idn,1976,4170000.07629
idn,1977,2700000.04768
idn,1978,2779999.97139
idn,1979,2809999.94278
idn,1980,3069999.93324
idn,1981,4519999.98093
idn,1982,4880000.11444
idn,1983,4059999.94278
idn,1984,2900000.09537
idn,1985,1460000.03815
idn,1986,2390000.1049
idn,1987,2099999.90463
idn,1988,2329999.92371
idn,1989,2240000.00954
idn,1990,3119999.88556
idn,1991,2349999.90463
idn,1992,2579999.92371
idn,1993,2789999.96185
idn,1994,3200000.04768
idn,1995,3279999.97139
idn,1996,3460000.03815
idn,1997,4230000.01907
idn,1998,3240000.00954
idn,1999,3920000.07629
idn,2000,2880000.11444
idn,2001,2990000.00954
idn,2002,4469999.79019
idn,2003,4840000.15259
idn,2004,6530000.20981
idn,2005,13039999.96185
idn,2006,8760000.22888
idn,2007,13159999.84741
idn,2008,12109999.65668
idn,2009,5139999.86649
idn,2010,6539999.96185
idn,2011,15279999.73297
idn,2012,12020000.45776
idn,2013,6329999.92371
idn,2014,13569999.69482
idn,2015,9069999.69482
idn,2016,10279999.73297
idn,2017,12579999.92371
idn,2018,16909999.84741
idn,2019,13470000.26703
ind,1972,449999.98808
ind,1973,219999.99881
ind,1974,200000.00298
ind,1975,730000.01907
ind,1976,370000.00477
ind,1977,509999.99046
ind,1978,670000.01669
ind,1979,360000.01431
ind,1980,330000.01311
ind,1981,270000.01073
ind,1982,140000.0006
ind,1983,9999.99978
ind,1984,19999.99955
ind,1985,9999.99978
ind,1986,100000.00149
ind,1987,140000.0006
ind,1988,140000.0006
ind,1989,140000.0006
ind,1990,200000.00298
ind,1991,79999.99821
ind,1992,59999.99866
ind,1993,159999.99642
ind,1994,469999.99881
ind,1995,579999.98331
ind,1996,569999.99285
ind,1997,769999.98093
ind,1998,529999.97139
ind,1999,790000.02146
ind,2000,959999.97854
ind,2001,1039999.96185
ind,2002,689999.99762
ind,2003,1019999.98093
ind,2004,959999.97854
ind,2005,1700000.04768
ind,2006,939999.99762
ind,2007,1259999.99046
ind,2008,1679999.94755
ind,2009,1909999.96662
ind,2010,360000.01431
ind,2011,879999.99523
ind,2012,379999.99523
ind,2013,490000.00954
ind,2014,209999.99344
ind,2015,670000.01669
ind,2016,879999.99523
ind,2017,209999.99344
ind,2018,180000.00715
ind,2019,140000.0006
irn,1976,29999.99933
irn,1977,29999.99933
irn,1978,9999.99978
irn,1988,19999.99955
irn,1993,19999.99955
irn,1997,79999.99821
irn,1999,29999.99933
irn,2000,29999.99933
irn,2001,19999.99955
irn,2002,419999.98689
irn,2003,90000.00358
irn,2004,430000.00715
irn,2005,349999.99404
irq,1978,9999.99978
irq,1995,70000.0003
irq,2000,50000.00075
irq,2002,1940000.05722
irq,2003,9640000.34332
irq,2004,2430000.06676
irq,2005,2319999.93324
irq,2006,2599999.90463
irq,2007,4190000.05722
irq,2008,1379999.99523
irq,2010,360000.01431
irq,2014,829999.98331
irq,2016,1690000.05722
irq,2017,2259999.99046
irq,2018,1039999.96185
irq,2019,1320000.05245
isr,1990,9999.99978
isr,1992,9999.99978
isr,1999,9999.99978
jam,1972,19999.99955
jam,1973,19999.99955
jam,1974,29999.99933
jam,1975,39999.99911
jam,1976,379999.99523
jam,1977,129999.99523
jam,1978,59999.99866
jam,1979,600000.02384
jam,1980,170000.00179
jam,1981,29999.99933
jam,1983,9999.99978
jam,1984,9999.99978
jam,1986,9999.99978
jam,1987,9999.99978
jam,1988,9999.99978
jam,1989,9999.99978
jam,1995,19999.99955
jam,1996,19999.99955
jam,1997,70000.0003
jam,1998,39999.99911
jam,1999,29999.99933
jam,2000,19999.99955
jam,2002,29999.99933
jam,2003,50000.00075
jam,2004,29999.99933
jam,2005,29999.99933
jam,2006,59999.99866
jam,2007,59999.99866
jam,2008,70000.0003
jam,2009,109999.9994
jam,2010,100000.00149
jam,2011,70000.0003
jam,2012,109999.9994
jam,2013,70000.0003
jam,2014,200000.00298
jam,2015,230000.00417
jam,2016,239999.99464
jam,2017,189999.99762
jam,2018,219999.99881
jam,2019,159999.99642
jor,2014,19999.99955
jor,2015,100000.00149
jor,2016,159999.99642
jor,2017,200000.00298
jor,2018,200000.00298
jor,2019,200000.00298
kaz,1993,19999.99955
kaz,1996,39999.99911
kaz,1997,29999.99933
kaz,1998,29999.99933
kaz,1999,9999.99978
kaz,2001,9999.99978
kaz,2002,19999.99955
kaz,2003,19999.99955
kaz,2004,9999.99978
ken,1972,19999.99955
ken,1973,9999.99978
ken,1975,9999.99978
ken,1976,29999.99933
ken,1977,29999.99933
ken,1978,9999.99978
ken,1984,9999.99978
ken,1985,9999.99978
ken,1986,9999.99978
ken,1987,19999.99955
ken,1988,159999.99642
ken,1989,400000.00596
ken,1990,479999.98927
ken,1991,300000.01192
ken,1992,150000.00596
ken,1993,219999.99881
ken,1994,349999.99404
ken,1995,319999.99285
ken,1996,379999.99523
ken,1997,430000.00715
ken,1998,540000.02146
ken,1999,379999.99523
ken,2000,360000.01431
ken,2001,430000.00715
ken,2002,360000.01431
ken,2003,370000.00477
ken,2004,540000.02146
ken,2005,939999.99762
ken,2006,1309999.94278
ken,2007,779999.97139
ken,2008,750000
ken,2009,879999.99523
ken,2010,409999.99642
ken,2011,1470000.02861
ken,2012,1000000
ken,2013,1519999.98093
ken,2014,1029999.97139
ken,2015,1250000
ken,2016,839999.97377
ken,2017,1649999.97616
ken,2018,1110000.01431
ken,2019,709999.97854
kgz,1996,100000.00149
kgz,1997,109999.9994
kgz,1998,70000.0003
kgz,1999,29999.99933
kgz,2000,9999.99978
kgz,2002,9999.99978
kgz,2003,29999.99933
kgz,2004,70000.0003
kgz,2005,209999.99344
kgz,2006,189999.99762
kgz,2007,19999.99955
kgz,2008,59999.99866
kgz,2010,70000.0003
khm,1972,230000.00417
khm,1973,409999.99642
khm,1974,270000.01073
khm,1975,119999.99732
khm,1977,50000.00075
khm,1978,19999.99955
khm,1979,59999.99866
khm,1983,19999.99955
khm,1984,19999.99955
khm,1985,50000.00075
khm,1990,9999.99978
khm,1991,349999.99404
khm,1992,39999.99911
khm,1993,109999.9994
khm,1994,180000.00715
khm,1995,750000
khm,1996,1070000.05245
khm,1997,1299999.95232
khm,1998,1450000.04768
khm,1999,1450000.04768
khm,2000,1129999.99523
khm,2001,1440000.05722
khm,2002,1759999.99046
khm,2003,2230000.01907
khm,2004,2990000.00954
khm,2005,3829999.92371
khm,2006,3339999.91417
khm,2007,6420000.07629
khm,2008,4119999.88556
khm,2009,3789999.96185
khm,2010,4070000.17166
khm,2011,2880000.11444
khm,2012,3700000.04768
khm,2013,3440000.05722
khm,2014,5900000.09537
khm,2015,5750000
khm,2016,4800000.19073
khm,2017,4760000.22888
khm,2018,5900000.09537
khm,2019,7349999.90463
kir,1972,70000.0003
kir,1973,39999.99911
kir,1974,29999.99933
kir,1975,70000.0003
kir,1976,70000.0003
kir,1977,360000.01431
kir,1978,170000.00179
kir,1979,280000.00119
kir,1980,319999.99285
kir,1981,419999.98689
kir,1982,349999.99404
kir,1983,319999.99285
kir,1984,490000.00954
kir,1985,870000.00477
kir,1986,899999.97616
kir,1987,1769999.98093
kir,1988,1730000.01907
kir,1989,1659999.96662
kir,1990,1710000.03815
kir,1991,2130000.11444
kir,1992,1360000.01431
kir,1993,1590000.03338
kir,1994,1580000.04292
kir,1995,1600000.02384
kir,1996,1980000.01907
kir,1997,2440000.05722
kir,1998,2029999.97139
kir,1999,2269999.98093
kir,2000,1700000.04768
kir,2001,1539999.96185
kir,2002,1559999.94278
kir,2003,2130000.11444
kir,2004,2049999.95232
kir,2005,1679999.94755
kir,2006,2079999.92371
kir,2007,2410000.08583
kir,2008,3630000.11444
kir,2009,5329999.92371
kir,2010,2880000.11444
kir,2011,12899999.61853
kir,2012,12579999.92371
kir,2013,6760000.22888
kir,2014,15890000.34332
kir,2015,13609999.65668
kir,2016,11180000.30518
kir,2017,12600000.38147
kir,2018,13659999.84741
kir,2019,10609999.65668
kor,1972,209999.99344
kor,1973,270000.01073
kor,1974,449999.98808
kor,1975,500000
kor,1976,379999.99523
kor,1977,500000
kor,1978,400000.00596
kor,1979,259999.99046
kor,1980,100000.00149
kor,1981,50000.00075
kor,1982,29999.99933
kor,1983,19999.99955
kor,1984,50000.00075
kor,1985,19999.99955
kor,1986,39999.99911
