geo,time,sl_emp_mpyr_zs
arg,2008,4.58
arg,2009,4.45
arg,2010,4.51
arg,2011,4.48
arg,2012,3.97
arg,2013,3.86
arg,2014,3.48
arg,2015,3.61
arg,2016,3.71
arg,2017,3.83
arg,2018,3.91
arg,2019,3.79
arm,1991,0.17
arm,1992,0.2
arm,1993,0.22
arm,1994,0.22
arm,1995,0.25
arm,1996,0.27
arm,1997,0.3
arm,1998,0.32
arm,1999,0.35
arm,2000,0.35
arm,2001,0.36
arm,2002,0.35
arm,2003,0.36
arm,2004,0.37
arm,2005,0.39
arm,2006,0.4
arm,2007,0.42
arm,2008,0.46
arm,2009,0.55
arm,2010,0.52
arm,2011,0.64
arm,2012,0.53
arm,2013,0.46
arm,2014,1.41
arm,2015,0.91
arm,2016,1.04
arm,2017,1.22
arm,2018,0.88
arm,2019,0.9
aus,1991,7.52
aus,1992,7.31
aus,1993,7.31
aus,1994,7.51
aus,1995,7.54
aus,1996,7.36
aus,1997,7.46
aus,1998,7.56
aus,1999,7.32
aus,2000,7.55
aus,2001,7.8
aus,2002,7.63
aus,2003,7.47
aus,2004,7.43
aus,2005,7.46
aus,2006,7.19
aus,2007,6.81
aus,2008,6.86
aus,2009,6.79
aus,2010,6.83
aus,2011,6.51
aus,2012,6.36
aus,2013,6.31
aus,2014,6.3
aus,2015,6.21
aus,2016,6.19
aus,2017,6.16
aus,2018,5.81
aus,2019,5.97
aut,1991,4.84
aut,1992,4.84
aut,1993,4.84
aut,1994,4.84
aut,1995,4.84
aut,1996,4.9
aut,1997,4.91
aut,1998,5.14
aut,1999,4.94
aut,2000,5
aut,2001,4.89
aut,2002,5.22
aut,2003,5.09
aut,2004,4.26
aut,2005,4.62
aut,2006,4.81
aut,2007,4.88
aut,2008,4.69
aut,2009,4.74
aut,2010,4.78
aut,2011,4.68
aut,2012,4.62
aut,2013,4.49
aut,2014,4.71
aut,2015,4.51
aut,2016,4.55
aut,2017,4.65
aut,2018,4.57
aut,2019,4.79
aze,1991,5.51
aze,1992,5.87
aze,1993,7.94
aze,1994,7.83
aze,1995,7.02
aze,1996,7.59
aze,1997,8.34
aze,1998,9.49
aze,1999,10.03
aze,2000,10.08
aze,2001,10.04
aze,2002,9.71
aze,2003,10.32
aze,2004,11.02
aze,2005,10.48
aze,2006,10.21
aze,2007,11.22
aze,2008,11.6
aze,2009,12.2
aze,2010,12.09
aze,2011,10.75
aze,2012,9.56
aze,2013,10.08
aze,2014,10.05
aze,2015,12.4
aze,2016,13.14
aze,2017,13.16
aze,2018,12.73
aze,2019,13.69
bdi,1991,0.98
bdi,1992,0.92
bdi,1993,0.93
bdi,1994,0.97
bdi,1995,0.97
bdi,1996,0.99
bdi,1997,1.06
bdi,1998,1.07
bdi,1999,1.07
bdi,2000,1.17
bdi,2001,1.17
bdi,2002,1.21
bdi,2003,1.17
bdi,2004,1.14
bdi,2005,1.29
bdi,2006,1.27
bdi,2007,1.19
bdi,2008,1.18
bdi,2009,1.2
bdi,2010,1.16
bdi,2011,1.15
bdi,2012,1.16
bdi,2013,1.14
bdi,2014,1.13
bdi,2015,1.24
bdi,2016,1.25
bdi,2017,1.24
bdi,2018,1.24
bdi,2019,1.23
bel,1991,4.45
bel,1992,4.5
bel,1993,4.58
bel,1994,4.56
bel,1995,4.58
bel,1996,4.59
bel,1997,4.49
bel,1998,4.54
bel,1999,4.46
bel,2000,4.53
bel,2001,4.49
bel,2002,4.04
bel,2003,4.13
bel,2004,4.53
bel,2005,4.65
bel,2006,4.67
bel,2007,4.51
bel,2008,4.2
bel,2009,4.47
bel,2010,4.47
bel,2011,4.13
bel,2012,4.09
bel,2013,4.3
bel,2014,4.11
bel,2015,4.3
bel,2016,4.15
bel,2017,4.09
bel,2018,3.79
bel,2019,3.64
ben,1991,1.02
ben,1992,1.03
ben,1993,1.03
ben,1994,1.03
ben,1995,1.05
ben,1996,1.07
ben,1997,1.08
ben,1998,1.08
ben,1999,1.18
ben,2000,1.19
ben,2001,1.19
ben,2002,1.21
ben,2003,1.19
ben,2004,1.21
ben,2005,1.22
ben,2006,1.22
ben,2007,1.23
ben,2008,1.23
ben,2009,1.22
ben,2010,1.23
ben,2011,1.25
ben,2012,1.27
ben,2013,1.28
ben,2014,1.31
ben,2015,1.28
ben,2016,1.33
ben,2017,1.32
ben,2018,1.33
ben,2019,1.33
bfa,1991,0.67
bfa,1992,0.67
bfa,1993,0.68
bfa,1994,0.65
bfa,1995,0.66
bfa,1996,0.67
bfa,1997,0.67
bfa,1998,0.69
bfa,1999,0.82
bfa,2000,0.8
bfa,2001,0.8
bfa,2002,0.8
bfa,2003,0.83
bfa,2004,0.82
bfa,2005,0.83
bfa,2006,0.81
bfa,2007,0.77
bfa,2008,0.78
bfa,2009,0.75
bfa,2010,0.74
bfa,2011,0.72
bfa,2012,0.7
bfa,2013,0.67
bfa,2014,0.65
bfa,2015,0.65
bfa,2016,0.64
bfa,2017,0.64
bfa,2018,0.69
bfa,2019,0.68
bgd,1991,0.29
bgd,1992,0.29
bgd,1993,0.29
bgd,1994,0.29
bgd,1995,0.29
bgd,1996,0.29
bgd,1997,0.29
bgd,1998,0.29
bgd,1999,0.29
bgd,2000,0.29
bgd,2001,0.29
bgd,2002,0.29
bgd,2003,0.29
bgd,2004,0.28
bgd,2005,0.28
bgd,2006,0.28
bgd,2007,0.26
bgd,2008,0.25
bgd,2009,0.23
bgd,2010,0.22
bgd,2011,0.34
bgd,2012,0.52
bgd,2013,0.79
bgd,2014,1.2
bgd,2015,1.82
bgd,2016,2.73
bgd,2017,4.47
bgd,2018,4.91
bgd,2019,5.41
bgr,1991,2.18
bgr,1992,2.18
bgr,1993,2.17
bgr,1994,2.16
bgr,1995,2.15
bgr,1996,2.13
bgr,1997,2.15
bgr,1998,2.25
bgr,1999,2.36
bgr,2000,2.35
bgr,2001,3.62
bgr,2002,3.36
bgr,2003,3.59
bgr,2004,3.81
bgr,2005,3.84
bgr,2006,3.94
bgr,2007,4.05
bgr,2008,3.66
bgr,2009,3.49
bgr,2010,3.68
bgr,2011,3.63
bgr,2012,3.56
bgr,2013,3.92
bgr,2014,3.81
bgr,2015,3.57
bgr,2016,3.56
bgr,2017,3.65
bgr,2018,3.72
bgr,2019,3.55
bhr,1991,2.13
bhr,1992,2.15
bhr,1993,2.14
bhr,1994,2.14
bhr,1995,2.15
bhr,1996,2.15
bhr,1997,2.16
bhr,1998,2.17
bhr,1999,2.18
bhr,2000,2.14
bhr,2001,2.14
bhr,2002,1.95
bhr,2003,1.91
bhr,2004,2.31
bhr,2005,1.9
bhr,2006,1.92
bhr,2007,1.84
bhr,2008,1.81
bhr,2009,1.77
bhr,2010,1.6
bhr,2011,1.61
bhr,2012,1.64
bhr,2013,1.65
bhr,2014,1.66
bhr,2015,1.68
bhr,2016,1.67
bhr,2017,1.66
bhr,2018,1.65
bhr,2019,1.64
bhs,1991,6.93
bhs,1992,7.36
bhs,1993,7.25
bhs,1994,7.91
bhs,1995,7.77
bhs,1996,9.04
bhs,1997,8.21
bhs,1998,8.12
bhs,1999,8.85
bhs,2000,8.31
bhs,2001,7.77
bhs,2002,8.36
bhs,2003,7.69
bhs,2004,7.89
bhs,2005,7.58
bhs,2006,7.27
bhs,2007,6.98
bhs,2008,6.59
bhs,2009,6.28
bhs,2010,6.36
bhs,2011,6.44
bhs,2012,6.41
bhs,2013,6.29
bhs,2014,6.22
bhs,2015,6.17
bhs,2016,6.06
bhs,2017,5.99
bhs,2018,5.93
bhs,2019,5.88
bih,1991,4.07
bih,1992,4.05
bih,1993,4.07
bih,1994,4.18
bih,1995,4.36
bih,1996,4.53
bih,1997,4.63
bih,1998,4.78
bih,1999,4.93
bih,2000,4.99
bih,2001,5.03
bih,2002,5.21
bih,2003,5.24
bih,2004,5.19
bih,2005,5.15
bih,2006,5.1
bih,2007,4.81
bih,2008,4.99
bih,2009,4.25
bih,2010,4.88
bih,2011,4.32
bih,2012,5.02
bih,2013,4.79
bih,2014,4.58
bih,2015,4.77
bih,2016,4.96
bih,2017,5.17
bih,2018,4.92
bih,2019,5.82
blr,1991,0.52
blr,1992,0.5
blr,1993,0.56
blr,1994,0.62
blr,1995,0.67
blr,1996,0.71
blr,1997,0.74
blr,1998,0.76
blr,1999,0.77
blr,2000,0.77
blr,2001,0.84
blr,2002,0.81
blr,2003,0.81
blr,2004,0.76
blr,2005,0.74
blr,2006,0.68
blr,2007,0.65
blr,2008,0.59
blr,2009,0.58
blr,2010,0.59
blr,2011,0.55
blr,2012,0.57
blr,2013,0.6
blr,2014,0.65
blr,2015,0.72
blr,2016,0.8
blr,2017,0.89
blr,2018,0.89
blr,2019,0.88
blz,1991,5.72
blz,1992,5.77
blz,1993,5.88
blz,1994,6.05
blz,1995,6.13
blz,1996,7.44
blz,1997,7.45
blz,1998,7.45
blz,1999,7.41
blz,2000,7.32
blz,2001,7.28
blz,2002,7.24
blz,2003,7.17
blz,2004,7.12
blz,2005,7.06
blz,2006,6.32
blz,2007,5.68
blz,2008,5.07
blz,2009,4.54
blz,2010,4.04
blz,2011,3.6
blz,2012,3.2
blz,2013,2.84
blz,2014,6.89
blz,2015,6.35
blz,2016,5.85
blz,2017,3.38
blz,2018,3.39
blz,2019,3.15
bol,1991,2.23
bol,1992,2.33
bol,1993,2.38
bol,1994,2.43
bol,1995,2.49
bol,1996,2.54
bol,1997,2.54
bol,1998,2.55
bol,1999,2.94
bol,2000,1.94
bol,2001,2.18
bol,2002,4.42
bol,2003,4.57
bol,2004,4.72
bol,2005,5.23
bol,2006,4.38
bol,2007,5.33
bol,2008,6.18
bol,2009,5.13
bol,2010,5.42
bol,2011,5.74
bol,2012,6.76
bol,2013,5.58
bol,2014,8.04
bol,2015,4.52
bol,2016,4.61
bol,2017,5.33
bol,2018,4.94
bol,2019,4.95
bra,1991,3.73
bra,1992,3.88
bra,1993,4.03
bra,1994,4.24
bra,1995,4.31
bra,1996,3.95
bra,1997,4.35
bra,1998,4.37
bra,1999,4.4
bra,2000,4.47
bra,2001,4.38
bra,2002,4.41
bra,2003,4.34
bra,2004,4.24
bra,2005,4.39
bra,2006,4.61
bra,2007,3.87
bra,2008,4.62
bra,2009,4.42
bra,2010,3.93
bra,2011,3.47
bra,2012,3.99
bra,2013,4.12
bra,2014,4.12
bra,2015,4.38
bra,2016,4.37
bra,2017,4.72
bra,2018,4.85
bra,2019,4.75
brb,1991,0.89
brb,1992,0.62
brb,1993,0.94
brb,1994,0.66
brb,1995,0.46
brb,1996,0.26
brb,1997,0.34
brb,1998,0.58
brb,1999,0.32
brb,2000,0.23
brb,2001,0.61
brb,2002,0.39
brb,2003,0.77
brb,2004,1.21
brb,2005,1.17
brb,2006,1.12
brb,2007,1.08
brb,2008,1.04
brb,2009,1.02
brb,2010,0.98
brb,2011,0.94
brb,2012,0.91
brb,2013,0.87
brb,2014,0.86
brb,2015,0.84
brb,2016,0.83
brb,2017,0.82
brb,2018,0.81
brb,2019,0.8
brn,1991,0.95
brn,1992,1.03
brn,1993,1.09
brn,1994,1.18
brn,1995,1.26
brn,1996,1.32
brn,1997,1.38
brn,1998,1.49
brn,1999,1.61
brn,2000,1.72
brn,2001,1.88
brn,2002,2
brn,2003,2.1
brn,2004,2.2
brn,2005,2.29
brn,2006,2.46
brn,2007,2.62
brn,2008,2.68
brn,2009,2.89
brn,2010,3.09
brn,2011,3.24
brn,2012,3.37
brn,2013,3.49
brn,2014,3.7
brn,2015,3.4
brn,2016,3.08
brn,2017,2.82
brn,2018,2.77
brn,2019,2.71
btn,1991,0.12
btn,1992,0.12
btn,1993,0.12
btn,1994,0.12
btn,1995,0.11
btn,1996,0.12
btn,1997,0.12
btn,1998,0.12
btn,1999,0.12
btn,2000,0.12
btn,2001,0.12
btn,2002,0.12
btn,2003,0.12
btn,2004,0.12
btn,2005,0.12
btn,2006,0.12
btn,2007,0.12
btn,2008,0.12
btn,2009,0.13
btn,2010,0.13
btn,2011,0.22
btn,2012,0.07
btn,2013,0.07
btn,2014,0.07
btn,2015,0.08
btn,2016,0.09
btn,2017,0.09
btn,2018,0.09
btn,2019,0.1
bwa,1991,1.49
bwa,1992,1.54
bwa,1993,1.64
bwa,1994,1.71
bwa,1995,2.13
bwa,1996,2.73
bwa,1997,2.6
bwa,1998,2.51
bwa,1999,2.58
bwa,2000,2.65
bwa,2001,2.72
bwa,2002,2.76
bwa,2003,2.79
bwa,2004,2.83
bwa,2005,2.78
bwa,2006,2.84
bwa,2007,2.76
bwa,2008,2.64
bwa,2009,2.63
bwa,2010,2.6
bwa,2011,2.57
bwa,2012,2.54
bwa,2013,2.49
bwa,2014,2.35
bwa,2015,2.32
bwa,2016,2.36
bwa,2017,2.34
bwa,2018,2.32
bwa,2019,2.29
caf,1991,0.57
caf,1992,0.57
caf,1993,0.59
caf,1994,0.58
caf,1995,0.6
caf,1996,0.62
caf,1997,0.63
caf,1998,0.64
caf,1999,0.59
caf,2000,0.61
caf,2001,0.64
caf,2002,0.65
caf,2003,0.71
caf,2004,0.71
caf,2005,0.75
caf,2006,0.79
caf,2007,0.81
caf,2008,0.81
caf,2009,0.81
caf,2010,0.81
caf,2011,0.83
caf,2012,0.78
caf,2013,0.72
caf,2014,0.77
caf,2015,0.81
caf,2016,0.83
caf,2017,0.85
caf,2018,0.86
caf,2019,0.86
can,1991,6.48
can,1992,6.42
can,1993,6.45
can,1994,6.14
can,1995,6.19
can,1996,6.07
can,1997,5.95
can,1998,5.76
can,1999,5.75
can,2000,5.55
can,2001,5.28
can,2002,5.13
can,2003,5.11
can,2004,5.26
can,2005,5.38
can,2006,5.2
can,2007,5.08
can,2008,5.12
can,2009,5.11
can,2010,5.02
can,2011,4.86
can,2012,4.72
can,2013,4.73
can,2014,4.63
can,2015,4.75
can,2016,4.6
can,2017,4.5
can,2018,4.63
can,2019,4.39
chanisl,1991,5.5
chanisl,1992,5.48
chanisl,1993,5.47
chanisl,1994,5.46
chanisl,1995,5.45
chanisl,1996,5.44
chanisl,1997,5.42
chanisl,1998,5.41
chanisl,1999,5.39
chanisl,2000,5.36
chanisl,2001,5.31
chanisl,2002,5.27
chanisl,2003,5.22
chanisl,2004,5.18
chanisl,2005,5.13
chanisl,2006,5.08
chanisl,2007,5.04
chanisl,2008,4.99
chanisl,2009,4.94
chanisl,2010,4.89
chanisl,2011,4.85
chanisl,2012,4.8
chanisl,2013,4.76
chanisl,2014,4.72
chanisl,2015,4.67
chanisl,2016,4.62
chanisl,2017,4.58
chanisl,2018,4.52
chanisl,2019,4.47
che,1991,6.8
che,1992,6.81
che,1993,6.82
che,1994,6.84
che,1995,6.86
che,1996,6.9
che,1997,7.24
che,1998,7.02
che,1999,6.96
che,2000,6.94
che,2001,6.77
che,2002,6.52
che,2003,6.65
che,2004,6.42
che,2005,6.41
che,2006,6.26
che,2007,6.02
che,2008,6.17
che,2009,5.81
che,2010,6.38
che,2011,6.01
che,2012,6.21
che,2013,6.09
che,2014,5.99
che,2015,5.82
che,2016,6
che,2017,5.82
che,2018,5.73
che,2019,5.57
chl,1991,2.99
chl,1992,3.05
chl,1993,3.07
chl,1994,3.07
chl,1995,3.11
chl,1996,3.15
chl,1997,3.19
chl,1998,3.01
chl,1999,3.3
chl,2000,3.01
chl,2001,3.03
chl,2002,2.86
chl,2003,2.91
chl,2004,3.1
chl,2005,2.87
chl,2006,2.93
chl,2007,3.06
chl,2008,2.88
chl,2009,3.66
chl,2010,4.69
chl,2011,4.59
chl,2012,4.15
chl,2013,4.27
chl,2014,4.19
chl,2015,4.15
chl,2016,4.07
chl,2017,4.45
chl,2018,4.27
chl,2019,4.18
chn,1991,1.95
chn,1992,1.89
chn,1993,1.82
chn,1994,1.76
chn,1995,1.71
chn,1996,1.67
chn,1997,1.63
chn,1998,1.61
chn,1999,1.61
chn,2000,1.6
chn,2001,1.61
chn,2002,1.63
chn,2003,1.64
chn,2004,1.66
chn,2005,1.68
chn,2006,1.69
chn,2007,1.69
chn,2008,1.71
chn,2009,1.73
chn,2010,1.76
chn,2011,1.79
chn,2012,1.82
chn,2013,1.86
chn,2014,1.91
chn,2015,1.96
chn,2016,2.02
chn,2017,2.07
chn,2018,2.1
chn,2019,2.11
civ,1991,0.42
civ,1992,0.42
civ,1993,0.44
civ,1994,0.46
civ,1995,0.47
civ,1996,0.48
civ,1997,0.48
civ,1998,0.49
civ,1999,0.51
civ,2000,0.52
civ,2001,0.55
civ,2002,0.57
civ,2003,0.58
civ,2004,0.6
civ,2005,0.63
civ,2006,0.66
civ,2007,0.69
civ,2008,0.72
civ,2009,0.75
civ,2010,0.79
civ,2011,0.85
civ,2012,0.94
civ,2013,0.87
civ,2014,1.12
civ,2015,1.52
civ,2016,1.98
civ,2017,1.55
civ,2018,1.66
civ,2019,1.63
cmr,1991,3.5
cmr,1992,3.59
cmr,1993,3.63
cmr,1994,3.73
cmr,1995,3.7
cmr,1996,3.6
cmr,1997,3.13
cmr,1998,2.71
cmr,1999,2.29
cmr,2000,1.95
cmr,2001,1.66
cmr,2002,1.78
cmr,2003,1.89
cmr,2004,2.01
cmr,2005,2.13
cmr,2006,2.28
cmr,2007,2.42
cmr,2008,2.5
cmr,2009,2.6
cmr,2010,2.71
cmr,2011,2.79
cmr,2012,2.88
cmr,2013,2.99
cmr,2014,3.08
cmr,2015,3.1
cmr,2016,3.11
cmr,2017,3.13
cmr,2018,3.11
cmr,2019,3.09
cod,1991,0.86
cod,1992,0.87
cod,1993,0.93
cod,1994,1.09
cod,1995,1.11
cod,1996,1.13
cod,1997,1.14
cod,1998,1.17
cod,1999,1.25
cod,2000,1.39
cod,2001,1.39
cod,2002,1.38
cod,2003,1.44
cod,2004,1.43
cod,2005,1.44
cod,2006,1.56
cod,2007,1.61
cod,2008,1.65
cod,2009,1.78
cod,2010,1.85
cod,2011,1.91
cod,2012,1.99
cod,2013,1.99
cod,2014,1.99
cod,2015,1.99
cod,2016,2.03
cod,2017,2.16
cod,2018,2.15
cod,2019,2.17
cog,1991,0.77
cog,1992,0.8
cog,1993,0.81
cog,1994,0.85
cog,1995,0.91
cog,1996,0.94
cog,1997,0.9
cog,1998,0.92
cog,1999,0.99
cog,2000,1.01
cog,2001,1.03
cog,2002,1.02
cog,2003,1.06
cog,2004,1.1
cog,2005,1.12
cog,2006,1.06
cog,2007,1.03
cog,2008,1.04
cog,2009,1.07
cog,2010,1
cog,2011,0.98
cog,2012,0.92
cog,2013,0.94
cog,2014,0.94
cog,2015,0.93
cog,2016,0.96
cog,2017,1.04
cog,2018,1.08
cog,2019,1.06
col,1991,3.96
col,1992,3.97
col,1993,4
col,1994,4.03
col,1995,4.05
col,1996,4.02
col,1997,4
col,1998,4
col,1999,3.96
col,2000,4.12
col,2001,4.16
col,2002,4.11
col,2003,4.19
col,2004,4.39
col,2005,4.56
col,2006,4.68
col,2007,4.79
col,2008,4.91
col,2009,5.02
col,2010,5.14
col,2011,5.07
col,2012,5.02
col,2013,4.67
col,2014,4.31
col,2015,4.18
col,2016,3.85
col,2017,4.06
col,2018,4.16
col,2019,3.65
com,1991,5.22
com,1992,5.23
com,1993,5.26
com,1994,5.32
com,1995,5.36
com,1996,5.41
com,1997,5.44
com,1998,5.48
com,1999,5.5
com,2000,5.47
com,2001,5.43
com,2002,5.32
com,2003,5.14
com,2004,4.97
com,2005,4.26
com,2006,3.64
com,2007,3.08
com,2008,2.61
com,2009,2.18
com,2010,1.86
com,2011,1.58
com,2012,1.35
com,2013,1.14
com,2014,0.96
com,2015,0.92
com,2016,0.88
com,2017,0.85
com,2018,0.86
com,2019,0.85
cpv,1991,2.74
cpv,1992,2.73
cpv,1993,2.75
cpv,1994,2.77
cpv,1995,2.75
cpv,1996,2.77
cpv,1997,2.74
cpv,1998,2.77
cpv,1999,2.78
cpv,2000,2.8
cpv,2001,2.9
cpv,2002,2.92
cpv,2003,2.85
cpv,2004,2.84
cpv,2005,2.89
cpv,2006,3.02
cpv,2007,3.04
cpv,2008,3.07
cpv,2009,3.09
cpv,2010,3.17
cpv,2011,3.26
cpv,2012,3.42
cpv,2013,3.51
cpv,2014,3.57
cpv,2015,3.65
cpv,2016,4.29
cpv,2017,4.84
cpv,2018,4.37
cpv,2019,4.33
cri,1991,4.9
cri,1992,4.83
cri,1993,4.93
cri,1994,6.7
cri,1995,6.12
cri,1996,7.04
cri,1997,7.36
cri,1998,7.89
cri,1999,8.1
cri,2000,5.71
cri,2001,7.95
cri,2002,7.9
cri,2003,8.59
cri,2004,8.11
cri,2005,7.46
cri,2006,7.7
cri,2007,7.23
cri,2008,7.49
cri,2009,7.2
cri,2010,3.47
cri,2011,3.37
cri,2012,2.86
cri,2013,3.26
cri,2014,3.38
cri,2015,3.17
cri,2016,3.75
cri,2017,4.08
cri,2018,4.1
cri,2019,3.36
cub,1991,1.32
cub,1992,1.36
cub,1993,1.43
cub,1994,1.47
cub,1995,1.51
cub,1996,1.46
cub,1997,1.68
cub,1998,1.91
cub,1999,2.22
cub,2000,2.34
cub,2001,2.6
cub,2002,2.61
cub,2003,2.83
cub,2004,2.9
cub,2005,2.88
cub,2006,2.66
cub,2007,2.53
cub,2008,2.6
cub,2009,2.48
cub,2010,2.51
cub,2011,3.93
cub,2012,4.34
cub,2013,4.56
cub,2014,4.82
cub,2015,5.05
cub,2016,5.29
cub,2017,5.53
cub,2018,5.58
cub,2019,5.61
cyp,1991,6.14
cyp,1992,6.17
cyp,1993,6.19
cyp,1994,6.2
cyp,1995,6.21
cyp,1996,6.22
cyp,1997,6.22
cyp,1998,6.23
cyp,1999,6.21
cyp,2000,6.15
cyp,2001,6.5
cyp,2002,5.65
cyp,2003,5.73
cyp,2004,6.45
cyp,2005,7.39
cyp,2006,6.34
cyp,2007,6.09
cyp,2008,5.55
cyp,2009,5.15
cyp,2010,4.73
cyp,2011,4.53
cyp,2012,4.1
cyp,2013,4.04
cyp,2014,3.71
cyp,2015,2.32
cyp,2016,1.81
cyp,2017,2.09
cyp,2018,2.17
cyp,2019,1.94
cze,1991,4.12
cze,1992,4.09
cze,1993,4.08
cze,1994,4.07
cze,1995,4.04
cze,1996,4.02
cze,1997,4.04
cze,1998,4.12
cze,1999,4.17
cze,2000,4.18
cze,2001,4.14
cze,2002,4.03
cze,2003,4.21
cze,2004,4.02
cze,2005,3.72
cze,2006,4.06
cze,2007,3.74
cze,2008,3.57
cze,2009,3.72
cze,2010,3.65
cze,2011,3.61
cze,2012,3.39
cze,2013,3.36
cze,2014,3.46
cze,2015,3.52
cze,2016,3.14
cze,2017,3.14
cze,2018,3.13
cze,2019,3.03
deu,1991,4.5
deu,1992,4.77
deu,1993,4.96
deu,1994,5.27
deu,1995,5.12
deu,1996,5.05
deu,1997,5.08
deu,1998,5.09
deu,1999,5.11
deu,2000,5.03
deu,2001,5.02
deu,2002,4.96
deu,2003,5
deu,2004,5.17
deu,2005,4.91
deu,2006,4.88
deu,2007,4.84
deu,2008,4.77
deu,2009,4.83
deu,2010,4.86
deu,2011,4.77
deu,2012,4.76
deu,2013,4.72
deu,2014,4.64
deu,2015,4.62
deu,2016,4.43
deu,2017,4.36
deu,2018,4.25
deu,2019,4.26
dji,1991,0.72
dji,1992,0.7
dji,1993,0.72
dji,1994,0.74
dji,1995,0.76
dji,1996,0.8
dji,1997,0.81
dji,1998,0.86
dji,1999,0.84
dji,2000,0.85
dji,2001,0.89
dji,2002,0.87
dji,2003,0.86
dji,2004,0.86
dji,2005,0.88
dji,2006,0.86
dji,2007,0.85
dji,2008,0.81
dji,2009,0.81
dji,2010,0.85
dji,2011,0.86
dji,2012,0.84
dji,2013,0.93
dji,2014,0.93
dji,2015,0.9
dji,2016,0.86
dji,2017,0.85
dji,2018,0.85
dji,2019,0.84
dnk,1991,4.34
dnk,1992,4.14
dnk,1993,4.29
dnk,1994,4.07
dnk,1995,4.26
dnk,1996,3.91
dnk,1997,3.86
dnk,1998,4.24
dnk,1999,4.16
dnk,2000,4.2
dnk,2001,4.05
dnk,2002,4.15
dnk,2003,4.04
dnk,2004,3.46
dnk,2005,3.7
dnk,2006,4
dnk,2007,3.85
dnk,2008,3.99
dnk,2009,4.05
dnk,2010,3.72
dnk,2011,3.72
dnk,2012,3.66
dnk,2013,3.61
dnk,2014,3.62
dnk,2015,3.68
dnk,2016,3.57
dnk,2017,3.2
dnk,2018,3.21
dnk,2019,3.4
dom,1991,3.93
dom,1992,3.45
dom,1993,3.73
dom,1994,3.23
dom,1995,3.59
dom,1996,3.49
dom,1997,3.38
dom,1998,3.27
dom,1999,3.15
dom,2000,3.04
dom,2001,3.5
dom,2002,3.23
dom,2003,3.25
dom,2004,5.01
dom,2005,4.75
dom,2006,4.25
dom,2007,4.12
dom,2008,4.52
dom,2009,4.87
dom,2010,4.07
dom,2011,3.81
dom,2012,3.54
dom,2013,4.08
dom,2014,3.66
dom,2015,3.22
dom,2016,3.39
dom,2017,3.42
dom,2018,3.27
dom,2019,3.2
dza,1991,7.15
dza,1992,7.18
dza,1993,7.21
dza,1994,7.24
dza,1995,7.26
dza,1996,7.27
dza,1997,7.29
dza,1998,7.29
dza,1999,7.24
dza,2000,7.12
dza,2001,7.02
