geo,time,se_prm_priv_zs
aus,2011,31.08158
aus,2012,31.08473
aus,2013,31.04431
aus,2014,30.90737
aus,2015,30.43067
aus,2016,30.08259
aus,2017,29.81308
aus,2018,29.69702
aus,2019,29.53875
aut,1973,2.66242
aut,1974,2.78362
aut,1975,2.87899
aut,1981,3.36541
aut,1982,3.47883
aut,1983,3.6819
aut,1984,3.69472
aut,1985,3.81354
aut,1986,3.93836
aut,1987,3.79373
aut,1988,3.81771
aut,1989,3.82951
aut,1990,3.89258
aut,1991,3.96505
aut,1992,3.96513
aut,1993,4.47705
aut,1994,4.29947
aut,1995,4.33183
aut,1996,4.3201
aut,1997,4.30449
aut,1998,4.27242
aut,1999,4.26363
aut,2000,4.22597
aut,2001,4.24199
aut,2002,4.30755
aut,2003,4.41619
aut,2004,4.53048
aut,2005,4.68026
aut,2006,4.85768
aut,2007,5.20894
aut,2008,5.44914
aut,2009,5.63298
aut,2010,5.74029
aut,2011,5.80939
aut,2012,5.87634
aut,2013,5.88486
aut,2014,5.99181
aut,2015,6.14383
aut,2016,6.23876
aut,2017,6.21303
aut,2018,6.25854
aut,2019,6.27003
aze,1991,0
aze,1992,0
aze,1993,0
aze,1994,0
aze,1995,0
aze,1996,0
aze,1998,0
aze,1999,0
aze,2000,0
aze,2001,0
aze,2002,0
aze,2003,0.08448
aze,2004,0.1369
aze,2005,0.17039
aze,2006,0.22077
aze,2007,0.26097
aze,2008,0.31126
aze,2009,0.3331
aze,2010,0.31855
aze,2011,0.30428
aze,2012,0.31273
aze,2014,0.45972
aze,2015,0.57102
aze,2017,0.59994
aze,2018,0.70141
aze,2019,0.76868
aze,2020,0.95492
bdi,1971,93.94084
bdi,1972,93.38264
bdi,1975,92.43348
bdi,1981,4.28874
bdi,1983,2.85795
bdi,1984,2.06354
bdi,1985,1.66109
bdi,1986,1.2401
bdi,1987,0.97143
bdi,1988,0.83462
bdi,1989,0.65786
bdi,1990,0.87739
bdi,1991,0.76532
bdi,1992,0.72658
bdi,1993,1.00156
bdi,1999,0
bdi,2000,0
bdi,2001,1.29732
bdi,2002,1.34085
bdi,2003,1.63232
bdi,2004,1.60136
bdi,2005,1.38804
bdi,2006,1.17364
bdi,2007,1.13701
bdi,2008,1.09636
bdi,2009,1.10167
bdi,2010,1.10689
bdi,2011,1.23034
bdi,2012,1.23972
bdi,2013,1.24261
bdi,2014,1.39828
bdi,2015,1.65976
bdi,2016,1.78542
bdi,2017,1.90013
bdi,2018,2.04138
bdi,2019,2.12164
bdi,2021,2.17936
bel,1971,51.66631
bel,1972,51.35287
bel,1973,53.98391
bel,1974,52.19529
bel,1975,52.16073
bel,1976,51.57106
bel,1981,53.00202
bel,1982,52.98876
bel,1983,52.99126
bel,1984,53.41238
bel,1985,50.6895
bel,1986,54.60298
bel,1987,55.15532
bel,1988,55.63126
bel,1989,55.76954
bel,1990,56.04494
bel,1991,55.98341
bel,1992,55.94016
bel,1993,55.83939
bel,1994,55.63437
bel,1995,55.33537
bel,1996,55.18514
bel,1999,55.05301
bel,2000,54.44825
bel,2001,54.40666
bel,2002,54.30686
bel,2003,54.17838
bel,2004,54.65962
bel,2005,54.55252
bel,2006,54.42558
bel,2007,54.26393
bel,2008,54.08211
bel,2009,54.06047
bel,2010,53.82946
bel,2011,53.75553
bel,2012,53.59309
bel,2013,54.25794
bel,2014,54.32502
bel,2015,53.99166
bel,2016,53.97158
bel,2017,54.43437
bel,2018,54.22022
bel,2019,54.17837
ben,1981,3.39408
ben,1989,3.6669
ben,1991,3.43012
ben,1992,3.78677
ben,1993,5.0721
ben,1994,4.27784
ben,1995,4.75011
ben,1996,5.45003
ben,1997,5.83307
ben,1998,7.67247
ben,1999,7.24109
ben,2000,10.07964
ben,2001,7.9565
ben,2002,7.28107
ben,2003,5.53132
ben,2004,10.80834
ben,2005,11.76195
ben,2006,13.14229
ben,2008,9.1392
ben,2009,11.6268
ben,2010,13.19647
ben,2011,15.7433
ben,2012,16.39518
ben,2013,16.9622
ben,2014,18.48144
ben,2015,22.10514
ben,2016,22.73825
ben,2017,23.23035
ben,2018,25.34746
ben,2019,27.59572
ben,2020,25.49278
bfa,1971,3.49783
bfa,1972,3.93049
bfa,1973,4.12907
bfa,1974,4.86612
bfa,1975,6.53449
bfa,1976,7.2441
bfa,1977,7.18698
bfa,1981,8.38612
bfa,1982,9.08851
bfa,1983,8.39531
bfa,1984,8.24083
bfa,1985,8.28496
bfa,1986,8.7187
bfa,1987,9.07703
bfa,1988,9.58906
bfa,1989,9.67816
bfa,1990,9.11816
bfa,1991,8.64944
bfa,1992,7.96056
bfa,1993,7.13186
bfa,1994,7.28911
bfa,1995,7.5808
bfa,1996,8.41147
bfa,1998,10.17756
bfa,1999,10.82849
bfa,2000,11.39105
bfa,2001,12.02841
bfa,2002,12.67269
bfa,2003,13.03552
bfa,2004,12.96336
bfa,2005,13.75117
bfa,2006,13.65554
bfa,2007,13.58072
bfa,2008,13.09785
bfa,2009,14.22892
bfa,2010,14.16574
bfa,2011,14.47675
bfa,2012,15.57091
bfa,2013,16.48258
bfa,2014,17.31622
bfa,2015,18.28389
bfa,2016,19.45595
bfa,2017,20.09312
bfa,2018,20.29641
bfa,2019,21.48678
bfa,2020,23.38672
bgd,1970,5.84933
bgd,1971,27.9933
bgd,1972,27.89605
bgd,1973,25.50614
bgd,1975,4.05519
bgd,1976,9.13277
bgd,1977,10.92202
bgd,1978,15.26074
bgd,1979,15.23123
bgd,1980,14.63627
bgd,1981,11.26736
bgd,1983,11.62786
bgd,1984,11.62786
bgd,1985,11.00001
bgd,1986,10.91839
bgd,1987,10.91841
bgd,1988,13.21907
bgd,1989,13.60039
bgd,1990,15.17306
bgd,2005,41.65177
bgd,2006,42.65729
bgd,2007,42.45102
bgd,2008,40.3315
bgd,2009,40.95045
bgd,2017,21.39804
bgd,2018,23.90352
bgr,1971,0
bgr,1972,0
bgr,1973,0
bgr,1974,0
bgr,1975,0
bgr,1976,0
bgr,1977,0
bgr,1978,0
bgr,1979,0
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,0
bgr,1991,0
bgr,1992,0
bgr,1996,0.26687
bgr,1997,0.27374
bgr,1999,0.34586
bgr,2000,0.323
bgr,2001,0.3104
bgr,2002,0.34524
bgr,2003,0.37356
bgr,2004,0.38031
bgr,2005,0.44411
bgr,2007,0.54637
bgr,2008,0.63342
bgr,2009,0.73753
bgr,2010,0.76477
bgr,2011,0.73779
bgr,2012,0.75484
bgr,2013,0.79275
bgr,2014,0.79624
bgr,2015,0.91637
bgr,2016,1.09173
bgr,2017,1.29753
bgr,2018,1.47868
bgr,2019,1.67097
bhr,1971,5.09933
bhr,1972,6.40259
bhr,1973,6.20281
bhr,1974,7.16774
bhr,1981,8.86875
bhr,1982,9.26407
bhr,1983,7.88179
bhr,1984,10.79421
bhr,1985,10.5413
bhr,1986,11.15297
bhr,1987,10.71502
bhr,1988,11.4347
bhr,1989,13.31139
bhr,1991,13.2018
bhr,1992,14.27415
bhr,1993,15.99176
bhr,1994,17.17272
bhr,1995,17.90568
bhr,1996,17.24899
bhr,1997,17.08244
bhr,1998,17.35397
bhr,1999,18.77539
bhr,2000,19.0826
bhr,2001,19.71489
bhr,2002,21.11847
bhr,2003,21.78734
bhr,2004,22.55767
bhr,2005,23.67015
bhr,2006,24.73557
bhr,2011,32.45663
bhr,2012,32.85352
bhr,2013,33.85489
bhr,2014,34.59338
bhr,2015,35.53729
bhr,2016,36.1877
bhr,2017,36.5004
bhr,2018,36.91143
bhr,2019,37.17093
bhs,1971,16.80045
bhs,1972,19.04022
bhs,1981,21.49814
bhs,1983,22.14058
bhs,1985,23.03883
bhs,1986,22.46103
bhs,1995,24.79879
bhs,1996,22.04317
bhs,1997,23.79745
bhs,1998,22.02124
bhs,2002,24.59228
bhs,2004,24.96535
bhs,2005,27.51147
bhs,2006,26.3133
bhs,2007,29.19832
bhs,2008,30.19303
bhs,2009,30.38004
bhs,2010,29.59061
bhs,2011,26.13146
bhs,2012,28.29391
bhs,2013,23.75635
bhs,2014,24.22962
bhs,2015,25.60897
bhs,2016,18.75387
bhs,2018,22.66811
bih,2010,1.21583
bih,2011,1.52129
bih,2012,1.21354
bih,2013,1.31854
bih,2014,1.51159
bih,2015,1.6098
bih,2016,1.59384
bih,2017,1.70792
bih,2018,1.60748
bih,2020,1.92407
blr,1981,0
blr,1982,0
blr,1983,0
blr,1984,0
blr,1985,0
blr,1986,0
blr,1987,0
blr,1988,0
blr,1989,0
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,0
blr,1998,0.0719
blr,1999,0.09255
blr,2000,0.08887
blr,2001,0.08807
blr,2002,0.07697
blr,2003,0.06178
blr,2004,0.07305
blr,2005,0.07166
blr,2006,0.05683
blr,2007,0.04869
blr,2008,0.04747
blr,2009,0.0544
blr,2010,0.06065
blr,2011,0.06049
blr,2012,0.05486
blr,2013,0.07564
blr,2014,0.07972
blr,2015,0.08474
blr,2016,0.08502
blr,2017,0.09551
blr,2018,0.10754
blz,2000,87.18407
blz,2001,87.05521
blz,2003,87.05576
blz,2004,81.6883
blz,2005,85.38818
blz,2006,83.16213
blz,2007,94.54507
blz,2008,95.18983
blz,2009,82.57995
blz,2010,82.21652
blz,2011,82.41057
blz,2012,83.03703
blz,2013,82.3027
blz,2014,81.99815
blz,2015,82.20157
blz,2016,81.7916
blz,2017,92.65996
blz,2018,92.78032
blz,2019,81.90641
blz,2020,81.7873
bmu,1972,12.06452
bmu,1973,14.27413
bmu,1974,16.52053
bmu,1975,16.10059
bmu,1976,17.22973
bmu,1977,17.14545
bmu,1981,19.59892
bmu,1982,20.13263
bmu,1983,20.22609
bmu,1984,20.68716
bmu,1985,21.04483
bmu,1995,26.33345
bmu,1997,29.71273
bmu,2001,33.79714
bmu,2002,35.15275
bmu,2003,35.23263
bmu,2004,35.32225
bmu,2005,34.07563
bmu,2006,35.42112
bmu,2010,37.33512
bmu,2011,37.08305
bmu,2012,37.45256
bmu,2013,37.33624
bmu,2014,36.73171
bmu,2015,37.66578
bol,2000,8.61921
bol,2001,8.22424
bol,2002,7.94441
bol,2003,7.68269
bol,2004,7.93038
bol,2005,8.25325
bol,2006,8.16732
bol,2007,8.06619
bol,2008,8.11753
bol,2009,8.17988
bol,2010,8.19696
bol,2011,8.39513
bol,2012,8.76445
bol,2013,9.13903
bol,2014,9.43677
bol,2015,9.71088
bol,2016,9.99145
bol,2017,10.13656
bol,2018,10.27664
bol,2019,10.43847
bra,1970,9.00698
bra,1999,8.46392
bra,2000,8.33109
bra,2001,8.05602
bra,2002,8.72606
bra,2003,9.12039
bra,2004,9.93344
bra,2005,10.28036
bra,2007,10.66916
bra,2008,12.07628
bra,2009,12.81269
bra,2010,13.77807
bra,2011,14.6898
bra,2012,15.85531
bra,2013,16.17354
bra,2014,16.85727
bra,2015,17.33897
bra,2016,17.83121
bra,2017,17.77237
bra,2018,18.20644
bra,2019,18.65703
brb,1983,9.7241
brb,1984,9.00443
brb,1985,8.46457
brb,1989,4.97228
brb,1990,7.68691
brb,1992,9.65044
brb,2000,9.8427
brb,2002,11.34906
brb,2003,10.95172
brb,2004,10.9643
brb,2005,11.68592
brb,2006,11.75371
brb,2007,10.44545
brb,2008,11.1646
brb,2009,11.04413
brb,2010,11.32001
brb,2011,11.23995
brb,2014,12.88083
brb,2015,13.02788
brb,2016,12.69114
brb,2017,13.53022
brb,2018,13.5325
brb,2019,13.86278
brb,2020,13.40297
brn,1970,26.10501
brn,1971,25.11451
brn,1972,24.49432
brn,1973,23.58638
brn,1974,22.58106
brn,1975,22.78721
brn,1976,24.28627
brn,1980,28.50588
brn,1981,29.76923
brn,1982,30.02336
brn,1983,31.46379
brn,1984,31.23964
brn,1986,28.7889
brn,1987,28.14085
brn,1988,23.46249
brn,1989,24.28378
brn,1991,25.36152
brn,1992,26.39385
brn,1993,28.64297
brn,1994,29.77525
brn,1995,31.7515
brn,1996,33.18473
brn,1997,34.47405
brn,1998,35.53748
brn,1999,36.00934
brn,2000,35.0995
brn,2001,33.76717
brn,2002,34.80905
brn,2003,35.87864
brn,2004,35.94282
brn,2005,35.71894
brn,2006,36.38198
brn,2007,36.50265
brn,2008,37.29197
brn,2009,36.70688
brn,2010,36.41072
brn,2011,36.61206
brn,2012,37.2699
brn,2013,38.21573
brn,2014,39.23268
brn,2015,39.40887
brn,2016,40.36718
brn,2017,40.55289
brn,2018,41.18869
brn,2019,41.33959
brn,2020,41.18893
btn,1998,1.52166
btn,1999,1.71645
btn,2000,1.62412
btn,2001,1.43077
btn,2003,1.76113
btn,2004,1.7632
btn,2005,1.9747
btn,2006,1.99658
btn,2007,2.29163
btn,2008,2.51178
btn,2009,2.55967
btn,2010,2.72993
btn,2011,2.81068
btn,2012,2.85869
btn,2013,3.26486
btn,2014,3.53999
btn,2015,3.95001
btn,2016,4.10226
btn,2017,4.09518
btn,2018,4.23241
btn,2020,3.65316
bwa,1970,5.15891
bwa,1971,5.94197
bwa,1972,6.38363
bwa,1973,6.01711
bwa,1974,6.02443
bwa,1975,5.42595
bwa,1980,4.70584
bwa,1981,4.37321
bwa,1983,5.79999
bwa,1984,3.15056
bwa,1985,5.64291
bwa,1987,5.22821
bwa,1988,4.98676
bwa,1989,6.09686
bwa,1990,5.16902
bwa,1992,3.94286
bwa,1994,6.14424
bwa,1995,3.9698
bwa,1996,3.8107
bwa,1997,4.49253
bwa,1998,4.26213
bwa,1999,4.65711
bwa,2000,4.88555
bwa,2001,4.67687
bwa,2004,5.12699
bwa,2006,5.32933
bwa,2007,5.02874
bwa,2008,5.24183
bwa,2009,5.81634
bwa,2012,6.10577
bwa,2013,6.80252
bwa,2014,7.0361
bwa,2015,7.39021
caf,1971,0
caf,1972,0
caf,1973,0
caf,1974,0.18209
caf,1975,0.17231
caf,1981,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,0
caf,1987,0
caf,1988,0
caf,1989,0
caf,1990,0
caf,2003,9.75015
caf,2005,9.7633
caf,2007,11.41772
caf,2008,13.63705
caf,2009,13.78712
caf,2010,14.20178
caf,2011,13.75696
caf,2012,13.71126
caf,2016,16.73034
can,1972,1.82161
can,1982,2.69173
can,1983,2.87083
can,1984,2.97952
can,1985,3.01893
can,1986,3.21342
can,1987,3.33229
can,1988,3.51311
can,1989,3.62006
can,1990,3.61778
can,1991,3.66948
can,1992,3.74786
can,1993,3.93227
can,1994,4.13309
can,1995,4.1871
can,1996,4.18709
can,1998,4.52821
can,1999,6.47714
can,2000,6.47768
can,2005,5.89201
can,2006,5.82033
can,2007,5.82028
can,2008,4.97788
can,2009,6.03574
can,2010,6.12328
can,2011,5.82418
can,2012,5.80995
can,2013,5.84189
can,2014,6.04585
can,2015,6.23391
can,2016,6.1841
can,2017,6.22496
can,2018,6.24444
can,2019,6.36286
che,1981,2.18121
che,1982,1.83173
che,1983,1.76471
che,1984,2.05574
che,1985,2.19652
che,1986,2.24296
che,1987,2.32635
che,1988,2.40073
che,1989,2.40052
che,1990,2.4146
che,1991,2.38845
che,1992,2.26161
che,1993,3.27612
che,1994,3.20164
che,1995,3.20785
che,1996,3.15529
che,1998,3.20618
che,1999,3.29828
che,2000,3.31815
che,2001,3.35959
che,2002,3.59343
che,2003,3.71188
che,2004,3.76702
che,2005,3.8064
che,2006,3.93787
che,2007,4.06614
che,2008,4.19247
che,2009,4.47346
che,2010,4.57556
che,2011,4.85602
che,2012,4.80965
che,2013,5.6067
che,2014,5.63505
che,2015,5.59648
che,2016,5.60403
che,2017,5.47583
che,2018,5.50903
che,2019,5.49697
chl,1997,41.94235
chl,1998,43.56224
chl,2002,46.50561
chl,2004,50.16626
chl,2005,51.07077
chl,2006,52.92958
chl,2007,54.86186
chl,2008,56.6281
chl,2009,57.96162
chl,2010,58.02955
chl,2011,59.09603
chl,2012,60.21412
chl,2013,60.8327
chl,2014,61.51349
chl,2015,62.0893
chl,2016,62.71426
chl,2017,62.81882
chl,2018,62.59616
chl,2019,62.63251
chn,1973,0
chn,1974,0
chn,1975,0
chn,1976,0
chn,1977,0
chn,1978,0
chn,1979,0
chn,1980,0
chn,1981,0
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,0
chn,1994,0
chn,2006,3.57077
chn,2007,3.83716
chn,2008,4.23586
chn,2009,4.63632
chn,2010,4.97806
chn,2011,5.39201
chn,2012,5.70447
chn,2013,6.04681
chn,2014,6.60941
chn,2015,7.02539
chn,2016,7.26986
chn,2017,7.53909
chn,2018,7.99203
chn,2019,8.47976
chn,2020,8.89318
civ,1970,23.16094
civ,1971,21.75256
civ,1972,21.28996
civ,1973,20.37943
civ,1974,19.85079
civ,1975,19.51716
civ,1976,18.6298
civ,1977,18.21305
civ,1978,16.97871
civ,1979,15.95978
civ,1980,14.99167
civ,1981,14.01699
civ,1982,12.8659
civ,1983,11.74255
civ,1984,11.2255
civ,1985,11.24807
civ,1986,11.20574
civ,1987,11.39293
civ,1988,11.3846
civ,1989,11.29027
civ,1990,11.33885
civ,1991,10.35081
civ,1992,9.58209
civ,1993,10.0452
civ,1994,10.08033
civ,1995,11.81884
civ,1996,11.92529
civ,1997,11.26261
civ,1998,11.81929
civ,1999,11.63464
civ,2000,11.64185
civ,2001,11.32368
civ,2002,10.91052
civ,2006,11.71155
civ,2007,11.70983
civ,2008,9.6721
civ,2009,10.6673
civ,2011,14.16638
civ,2012,12.25644
civ,2013,13.04295
civ,2014,13.5113
civ,2015,13.31444
civ,2016,12.9714
civ,2017,13.85509
civ,2018,14.48051
civ,2019,15.63272
civ,2020,16.97159
cmr,1971,53.60667
cmr,1972,48.28202
cmr,1973,47.10525
cmr,1974,46.50416
cmr,1975,44.60835
cmr,1976,42.87345
cmr,1981,36.2904
cmr,1982,35.26821
cmr,1983,35.03043
cmr,1984,34.74076
cmr,1985,34.07932
cmr,1986,33.82124
cmr,1987,32.72228
cmr,1988,32.29203
cmr,1990,27.15695
cmr,1991,25.22684
cmr,1992,24.86079
cmr,1994,24.4129
cmr,1995,24.49099
cmr,1997,24.51626
cmr,1998,27.05201
cmr,1999,27.67306
cmr,2000,27.25755
cmr,2001,26.35137
cmr,2002,24.87424
cmr,2003,23.45655
cmr,2006,22.54131
cmr,2007,22.12365
cmr,2008,22.8498
cmr,2009,22.84286
cmr,2010,22.53598
cmr,2011,20.92142
cmr,2012,22.69985
cmr,2014,22.54315
cmr,2015,24.21041
cmr,2016,23.85833
cmr,2017,22.52487
cmr,2019,24.03431
cod,1987,3.97079
cod,1988,3.83205
cod,1994,6.30669
cod,1995,12.97977
cod,2014,12.58465
cod,2018,14.80911
cog,1971,0
cog,1972,0
cog,1973,0
cog,1974,0
cog,1975,0
cog,1976,0
cog,1977,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0.43958
cog,1993,0.35875
cog,1994,1.37649
cog,1995,1.35012
cog,1996,1.56745
cog,1999,10.00647
cog,2000,15.21852
cog,2001,18.01981
cog,2002,18.98349
cog,2003,23.72666
cog,2004,25.26362
cog,2005,26.50878
cog,2006,38.43763
cog,2007,35.00085
cog,2008,34.88722
cog,2010,35.75089
cog,2011,35.91043
cog,2012,31.07341
cog,2018,42.6655
col,1970,13.43171
col,1971,13.23483
col,1972,10.92723
col,1973,14.97911
col,1974,14.78242
col,1980,14.47812
col,1981,14.59292
col,1982,13.43718
col,1983,13.50073
col,1984,13.69219
col,1985,13.45371
col,1986,13.61989
col,1987,15.18238
col,1988,15.1557
col,1989,15.17482
col,1990,15.23867
col,1991,15.34958
col,1992,17.28661
col,1993,17.1795
col,1994,18.69063
col,1995,18.00001
col,1996,19.28023
col,1998,19.55743
col,1999,19.55669
col,2000,18.7477
col,2001,18.82535
col,2002,17.09133
col,2004,16.93355
col,2005,18.69275
col,2006,19.25093
col,2007,19.67268
col,2008,19.80886
col,2009,18.31371
col,2010,18.36822
col,2011,18.51251
col,2012,18.62885
col,2013,18.30641
col,2014,18.6616
col,2015,19.80631
col,2016,19.49311
col,2017,19.70276
col,2018,19.69512
col,2019,19.90981
com,1971,2.12667
com,1973,1.95161
com,1974,1.07786
com,1981,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,0
com,1988,0
com,1989,0
com,1990,0
com,1991,0
com,1992,0.97119
com,1993,1.44798
com,1994,3.39813
com,1996,9.35729
com,1999,12.40141
com,2000,10.73634
com,2002,10.08017
com,2003,10.08017
com,2004,10.01358
com,2007,11.09283
com,2008,14.78288
com,2011,14.12014
com,2013,19.09956
com,2014,18.21301
com,2017,18.82453
com,2018,18.58983
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,0
cpv,1987,0
cpv,1988,0
cpv,1989,0
cpv,1990,0
cpv,1991,0
cpv,1994,0
cpv,1998,0
cpv,1999,0
cpv,2000,0
cpv,2001,0
cpv,2002,0
cpv,2003,0
cpv,2004,0
cpv,2005,0
cpv,2006,0.33401
cpv,2007,0.35279
cpv,2008,0.3827
cpv,2009,0.38614
cpv,2010,0.40909
cpv,2011,0.52955
cpv,2012,0.71278
cpv,2013,0.72478
cpv,2014,0.86687
cpv,2015,0.96523
cpv,2016,1.3245
cpv,2017,1.58693
cpv,2018,1.36448
cpv,2019,1.59275
cri,1970,3.51625
cri,1971,3.56898
cri,1972,3.60284
cri,1973,3.77694
cri,1974,3.75454
cri,1975,3.68527
cri,1980,2.59985
cri,1981,2.67314
cri,1982,2.87406
cri,1983,3.0605
cri,1984,3.115
cri,1985,3.45489
cri,1986,3.47281
cri,1987,3.99385
cri,1988,4.38454
cri,1989,4.47498
cri,1990,4.6578
cri,1991,4.72273
cri,1992,4.88845
cri,1993,4.81031
cri,1994,4.86409
cri,1995,4.9809
cri,1996,5.43074
cri,1997,5.56853
cri,1998,6.77502
cri,1999,6.65937
