geo,time,se_prm_priv_zs
ita,1984,7.27952
ita,1985,7.36448
ita,1986,7.35782
ita,1987,7.30673
ita,1988,7.375
ita,1989,7.43138
ita,1990,7.49998
ita,1991,7.12658
ita,1992,7.10001
ita,1993,7.1
ita,1994,7.58312
ita,1995,7.57905
ita,1996,7.25031
ita,1997,7.07715
ita,1999,6.95992
ita,2000,6.56164
ita,2001,7.0156
ita,2002,6.71753
ita,2003,6.83391
ita,2004,6.96196
ita,2005,6.96524
ita,2006,6.82114
ita,2007,6.9775
ita,2008,6.93364
ita,2009,6.90077
ita,2010,6.89103
ita,2011,6.92663
ita,2012,6.92062
ita,2013,6.70049
ita,2014,6.54481
ita,2015,6.4034
ita,2016,6.30743
ita,2017,6.02327
ita,2018,5.97841
ita,2019,5.97504
jam,1975,6.40574
jam,1981,3.74783
jam,1982,3.72202
jam,1983,3.82153
jam,1984,3.80016
jam,1985,2.86852
jam,1986,2.55838
jam,1987,2.61553
jam,1988,2.65751
jam,1989,3.49065
jam,1990,4.76133
jam,1993,8.27159
jam,1999,5.51566
jam,2000,5.21314
jam,2001,4.90874
jam,2002,4.76162
jam,2003,4.7731
jam,2004,8.00366
jam,2005,8.00371
jam,2007,7.83399
jam,2008,11.73837
jam,2009,12.01491
jam,2010,12.01964
jam,2011,10.71434
jam,2012,11.02818
jam,2013,8.55708
jam,2014,8.50034
jam,2015,8.52152
jam,2016,8.73908
jam,2017,8.75119
jam,2018,9.17632
jam,2019,10.38059
jam,2020,10.0807
jor,1971,30.58436
jor,1972,30.52858
jor,1973,30.13882
jor,1974,30.0888
jor,1975,29.77254
jor,1976,29.81462
jor,1977,8.07801
jor,1981,6.26729
jor,1982,6.22926
jor,1983,6.32839
jor,1984,6.58694
jor,1985,6.95442
jor,1986,7.77671
jor,1987,8.09188
jor,1988,9.40373
jor,1990,33.83762
jor,1991,34.24113
jor,1992,36.16357
jor,1993,37.04593
jor,1994,38.02442
jor,1995,27.33172
jor,1996,39.05268
jor,1998,28.97899
jor,1999,29.27593
jor,2000,29.95295
jor,2002,29.42737
jor,2003,29.24427
jor,2004,29.89256
jor,2005,30.39505
jor,2006,31.23047
jor,2007,32.57451
jor,2008,33.15324
jor,2010,33.0944
jor,2011,33.62037
jor,2012,34.39362
jor,2013,34.63308
jor,2014,33.36647
jor,2016,35.17302
jor,2017,34.59174
jor,2018,34.44146
jor,2019,34.48399
jor,2020,34.91992
jpn,1971,0.57199
jpn,1972,0.57305
jpn,1973,0.57071
jpn,1974,0.5753
jpn,1975,0.56872
jpn,1976,0.56084
jpn,1977,0.55274
jpn,1978,0.54292
jpn,1979,0.53225
jpn,1980,0.51603
jpn,1981,0.50509
jpn,1982,0.49726
jpn,1983,0.50041
jpn,1984,0.50944
jpn,1985,0.52212
jpn,1986,0.53958
jpn,1987,0.5639
jpn,1988,0.59213
jpn,1989,0.62239
jpn,1990,0.6524
jpn,1991,0.68055
jpn,1992,0.71025
jpn,1993,0.73706
jpn,1994,0.76125
jpn,1995,0.78708
jpn,1996,0.81464
jpn,1997,0.84338
jpn,1998,0.86637
jpn,1999,0.88649
jpn,2000,0.90368
jpn,2001,0.9148
jpn,2002,0.9192
jpn,2003,0.92856
jpn,2004,0.93962
jpn,2005,0.95985
jpn,2006,0.98319
jpn,2007,1.01396
jpn,2008,1.04555
jpn,2009,1.07669
jpn,2010,1.10323
jpn,2011,1.12649
jpn,2012,1.143
jpn,2013,1.1583
jpn,2014,1.16839
jpn,2015,1.17049
jpn,2016,1.17322
jpn,2017,1.18381
jpn,2018,1.19291
jpn,2019,1.19989
kaz,1990,0
kaz,1991,0
kaz,1992,0
kaz,1993,0.04609
kaz,1995,0.14491
kaz,1996,0.22585
kaz,1997,0.28651
kaz,1998,0.46738
kaz,1999,0.51669
kaz,2000,0.45774
kaz,2001,0.51258
kaz,2002,0.63844
kaz,2003,0.63902
kaz,2004,0.68294
kaz,2005,0.71408
kaz,2006,0.71752
kaz,2007,0.75268
kaz,2008,0.839
kaz,2009,0.81075
kaz,2010,0.86156
kaz,2011,0.95089
kaz,2012,0.85308
kaz,2013,0.90887
kaz,2014,0.8914
kaz,2015,0.92816
kaz,2016,0.88171
kaz,2017,0.84261
kaz,2018,0.91303
kaz,2019,1.06052
kaz,2020,1.62721
ken,2005,4.45736
ken,2007,9.63076
ken,2008,10.79169
ken,2009,10.57557
ken,2014,15.99135
kgz,1991,0
kgz,1992,0
kgz,1993,0
kgz,1996,0.1846
kgz,1997,0.26218
kgz,1998,0.20613
kgz,1999,0.18732
kgz,2000,0.20683
kgz,2001,0.46767
kgz,2002,0.26116
kgz,2003,0.2648
kgz,2004,0.25989
kgz,2005,0.30865
kgz,2006,0.62392
kgz,2007,1.1578
kgz,2008,1.27928
kgz,2009,0.81736
kgz,2010,0.81492
kgz,2011,0.74994
kgz,2012,1.01279
kgz,2013,1.15114
kgz,2014,1.30268
kgz,2015,1.5547
kgz,2016,1.57411
kgz,2017,1.67441
kgz,2018,2.07992
kgz,2019,2.61824
kgz,2020,3.0337
khm,1971,3.28666
khm,1972,1.51315
khm,1973,2.38858
khm,1999,1.57129
khm,2000,1.61785
khm,2001,0.94741
khm,2002,0.85187
khm,2003,0.89109
khm,2004,0.57194
khm,2005,0.49132
khm,2006,0.92102
khm,2007,0.74644
khm,2008,1.26031
khm,2009,1.17589
khm,2010,1.40267
khm,2011,1.48701
khm,2012,2.38081
khm,2013,2.27546
khm,2014,2.57784
khm,2015,3.38673
khm,2016,4.52205
khm,2017,4.24174
khm,2018,5.20641
khm,2019,5.6809
kir,1971,86.47191
kir,1972,56.03782
kir,1980,2.25161
kir,1981,1.53927
kir,1982,1.34432
kir,1983,1.1387
kir,1984,0.99288
kir,1985,0.98214
kir,1986,1.01268
kir,1987,0.37759
kir,1988,0.20663
kir,1989,0.17457
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kna,1984,15.25403
kna,1985,11.53494
kna,1986,13.45711
kna,1987,15.80298
kna,1988,14.87146
kna,1989,15.28168
kna,1990,15.48598
kna,1991,16.37467
kna,1992,16.27971
kna,1994,16.46926
kna,1995,16.83482
kna,1998,7.21666
kna,2000,14.59116
kna,2001,17.6418
kna,2002,13.38509
kna,2003,14.62272
kna,2004,16.43728
kna,2005,16.69291
kna,2007,21.54893
kna,2008,20.77541
kna,2009,19.98737
kna,2010,21.6307
kna,2011,20.85767
kna,2012,20.59532
kna,2013,19.62784
kna,2014,19.95301
kna,2015,20.28906
kna,2016,22.61555
kor,1971,1.13454
kor,1972,1.16506
kor,1973,1.17127
kor,1974,1.20488
kor,1975,1.22824
kor,1976,1.24592
kor,1981,1.27916
kor,1982,1.30798
kor,1983,1.34276
kor,1984,1.38744
kor,1985,1.43965
kor,1986,1.4815
kor,1987,1.43465
kor,1988,1.45769
kor,1989,1.43604
kor,1990,1.40681
kor,1991,1.42703
kor,1992,1.46363
kor,1993,1.51877
kor,1994,1.72723
kor,1995,1.74359
kor,1996,1.78291
kor,1997,1.7883
kor,1998,1.5911
kor,1999,1.49892
kor,2000,1.45727
kor,2001,1.4071
kor,2002,1.36931
kor,2003,1.33459
kor,2004,1.31295
kor,2005,1.29807
kor,2006,1.28824
kor,2007,1.28684
kor,2008,1.33532
kor,2009,1.39016
kor,2010,1.43602
kor,2011,1.49051
kor,2012,1.55021
kor,2013,1.59619
kor,2014,1.63159
kor,2015,1.5925
kor,2016,1.60395
kor,2017,1.5925
kor,2018,1.54787
kor,2019,1.5247
kwt,1971,23.96806
kwt,1972,22.43146
kwt,1973,21.58348
kwt,1974,19.71522
kwt,1975,17.95811
kwt,1976,17.51028
kwt,1981,16.02129
kwt,1982,16.40348
kwt,1983,19.64941
kwt,1984,22.98788
kwt,1985,25.89148
kwt,1986,28.27518
kwt,1987,30.751
kwt,1988,33.9607
kwt,1989,36.31109
kwt,1990,37.34016
kwt,1991,24.9784
kwt,1992,28.07198
kwt,1993,30.02196
kwt,1994,32.44175
kwt,1995,31.08926
kwt,1996,33.19774
kwt,1997,32.879
kwt,1999,32.2476
kwt,2000,31.09886
kwt,2001,30.63591
kwt,2002,30.40373
kwt,2003,30.98808
kwt,2004,32.34073
kwt,2005,33.02979
kwt,2006,34.46365
kwt,2007,36.89502
kwt,2008,37.63039
kwt,2009,38.43543
kwt,2010,39.18394
kwt,2011,41.03752
kwt,2012,40.99444
kwt,2013,41.7308
kwt,2015,42.56979
kwt,2016,41.77636
kwt,2017,42.14845
kwt,2018,41.84836
kwt,2019,40.33071
kwt,2020,40.8954
lao,1971,11.27151
lao,1972,10.96143
lao,1973,12.04195
lao,1981,0
lao,1982,0
lao,1983,0
lao,1984,0
lao,1985,0
lao,1986,0
lao,1988,0
lao,1990,0
lao,1992,1.15601
lao,1993,1.63409
lao,1994,2.11572
lao,1995,1.96538
lao,1996,2.20777
lao,1997,1.99686
lao,1998,2.10773
lao,1999,1.93581
lao,2000,2.03014
lao,2001,2.05624
lao,2002,2.02402
lao,2003,2.01531
lao,2004,2.07239
lao,2005,2.35962
lao,2006,2.61537
lao,2007,2.78166
lao,2008,3.00372
lao,2009,3.34357
lao,2010,3.46039
lao,2011,3.80448
lao,2012,4.12914
lao,2013,4.4094
lao,2014,4.53259
lao,2015,4.93106
lao,2016,5.29127
lao,2017,5.68403
lao,2018,6.20188
lao,2019,6.85206
lao,2020,7.35781
lbn,1971,61.85682
lbn,1981,61.09738
lbn,1982,62.76151
lbn,1987,68.48525
lbn,1989,68.73467
lbn,1992,68.3422
lbn,1994,70.15225
lbn,1995,70.71889
lbn,1996,70.7499
lbn,1997,70.75612
lbn,1999,67.22755
lbn,2000,67.20407
lbn,2001,65.34527
lbn,2002,65.17656
lbn,2003,65.88918
lbn,2004,66.41109
lbn,2005,67.4427
lbn,2006,68.72978
lbn,2007,69.1711
lbn,2008,71.19049
lbn,2009,71.29588
lbn,2010,72.72259
lbn,2011,73.65865
lbn,2012,73.93064
lbn,2013,71.84634
lbn,2014,70.99972
lbn,2015,73.8326
lbn,2016,72.0402
lbn,2017,71.66416
lbn,2018,71.8373
lbn,2019,71.83871
lbn,2020,71.19758
lbr,1975,52.40736
lbr,1984,33.42715
lbr,1998,39.55967
lbr,1999,38.44307
lbr,2006,36.35139
lbr,2008,29.8455
lbr,2009,33.28305
lbr,2011,32.55092
lbr,2014,35.00001
lbr,2015,33.28341
lbr,2016,48.49607
lbr,2017,48.32709
lby,1971,0.52937
lby,1972,0.58116
lby,1973,0.77308
lby,1974,0.79692
lby,1975,1.26169
lby,1976,1.69229
lby,1981,0
lby,1983,0
lby,1986,0
lby,2001,2.21071
lby,2002,2.52571
lby,2003,2.52575
lby,2006,4.65222
lca,1985,1.96476
lca,1986,1.65768
lca,1987,1.21349
lca,1989,1.4221
lca,1990,1.53554
lca,1991,1.82997
lca,1992,1.22923
lca,1993,1.89584
lca,1997,2.07813
lca,2001,2.97084
lca,2002,2.84524
lca,2003,3.13352
lca,2004,2.81684
lca,2005,3.42765
lca,2006,2.78633
lca,2007,3.17323
lca,2008,3.69663
lca,2009,4.45831
lca,2010,4.56295
lca,2011,4.82693
lca,2012,4.93066
lca,2013,5.54429
lca,2014,5.88916
lca,2015,6.08132
lca,2016,5.97142
lca,2017,6.01096
lca,2018,6.17362
lca,2019,6.23208
lca,2020,5.97622
lie,2003,3.42651
lie,2004,3.70697
lie,2005,3.83586
lie,2006,4.09435
lie,2007,4.23351
lie,2008,3.93883
lie,2009,4.21941
lie,2010,4.30576
lie,2011,4.02185
lie,2012,3.83838
lie,2014,3.11042
lie,2015,3.5913
lie,2016,3.35335
lie,2017,3.6409
lie,2018,3.2016
lie,2019,3.48661
lka,1972,7.32175
lka,1973,6.28144
lka,1980,1.28669
lka,1981,1.26316
lka,1982,1.36587
lka,1983,1.39432
lka,1985,1.37646
lka,1986,1.61237
lka,1987,1.50237
lka,1989,1.37455
lka,1990,1.46499
lka,1991,1.4966
lka,1992,1.58586
lka,1993,1.62637
lka,1994,1.65662
lka,1995,1.65198
lka,1996,1.81794
lka,2001,0
lka,2002,0
lka,2003,0
lka,2004,0
lka,2005,0
lka,2006,0
lka,2007,0
lka,2008,0
lka,2009,0
lka,2010,2.78898
lka,2011,2.97481
lka,2012,3.06066
lka,2013,3.05683
lka,2014,2.88724
lka,2015,2.95353
lka,2016,3.02115
lka,2017,3.01292
lka,2018,3.076
lka,2019,3.15855
lso,1971,0
lso,1972,0
lso,1975,0
lso,1976,0
lso,1982,0
lso,1983,0
lso,1984,0
lso,1985,0
lso,1986,0
lso,1987,0
lso,1988,0
lso,1989,0
lso,1990,0
lso,1991,0
lso,1992,0
lso,1993,0
lso,1994,0
lso,1995,0
lso,1996,0
lso,1997,0
lso,1998,3.0533
lso,1999,0.01562
lso,2000,0.01217
lso,2002,0.06975
lso,2003,0.11403
lso,2004,0.29133
lso,2005,0.30904
lso,2006,0.40908
lso,2007,0.59011
lso,2010,0.67665
lso,2011,0.66859
lso,2012,0.95785
lso,2013,1.28428
lso,2014,1.53668
lso,2015,1.68429
lso,2016,1.9983
lso,2017,8.66576
ltu,1993,0
ltu,1994,0.06878
ltu,1995,0.10922
ltu,1996,0.27407
ltu,1997,0.34648
ltu,1999,0.37376
ltu,2000,0.33092
ltu,2001,0.34444
ltu,2002,0.36159
ltu,2003,0.32962
ltu,2004,0.40008
ltu,2005,0.44338
ltu,2006,0.51588
ltu,2007,0.55836
ltu,2008,0.64029
ltu,2009,0.7367
ltu,2010,0.81661
ltu,2011,1.05986
ltu,2012,1.18952
ltu,2013,1.40331
ltu,2014,2.10239
ltu,2015,2.39545
ltu,2016,2.65534
ltu,2017,3.16471
ltu,2018,3.64327
ltu,2019,4.33308
lux,1970,3.9443
lux,1971,2.76861
lux,1972,2.19538
lux,1973,2.06819
lux,1974,2.08466
lux,1975,2.26226
lux,1976,2.2562
lux,1977,1.99091
lux,1981,0.88923
lux,1982,0.85578
lux,1983,0.34241
lux,1988,0.90267
lux,1991,0.68613
lux,1999,6.95415
lux,2000,6.78107
lux,2001,6.69753
lux,2002,6.65077
lux,2003,6.83959
lux,2004,6.91559
lux,2005,6.8997
lux,2006,7.08419
lux,2007,7.65953
lux,2008,7.83329
lux,2010,8.55714
lux,2011,8.91763
lux,2012,9.12789
lux,2013,9.56312
lux,2014,10.1792
lux,2015,10.78508
lux,2016,11.37989
lux,2017,11.91926
lux,2018,12.18138
lux,2019,12.38185
lva,1994,0.28396
lva,1995,0.49447
lva,1996,0.67107
lva,1997,0.8619
lva,1999,0.97661
lva,2001,0.92093
lva,2002,0.83302
lva,2003,0.93848
lva,2004,0.98104
lva,2005,1.05726
lva,2006,1.23357
lva,2007,1.12572
lva,2008,1.08257
lva,2009,1.12749
lva,2010,1.08804
lva,2011,1.12785
lva,2012,1.25474
lva,2013,1.44186
lva,2014,1.60823
lva,2015,1.82604
lva,2016,1.98241
lva,2017,2.11348
lva,2018,2.38424
lva,2019,2.52842
mac,1999,94.71989
mac,2000,94.16445
mac,2001,94.11121
mac,2002,94.16697
mac,2003,94.42708
mac,2004,95.08176
mac,2005,95.68995
mac,2006,96.61188
mac,2007,95.90368
mac,2008,95.99501
mac,2009,96.95812
mac,2010,97.20445
mac,2011,97.2798
mac,2012,97.39027
mac,2013,97.68791
mac,2014,97.67737
mac,2015,97.70741
mac,2016,97.80602
mac,2017,97.8163
mac,2018,97.75929
mac,2019,97.67907
mac,2020,97.44118
mar,1971,4.5357
mar,1972,4.92144
mar,1973,4.69096
mar,1974,4.05477
mar,1975,3.54422
mar,1976,4.69364
mar,1981,3.04688
mar,1982,2.99329
mar,1983,2.66743
mar,1984,2.77659
mar,1985,3.44077
mar,1986,3.37517
mar,1987,3.52488
mar,1988,3.41278
mar,1989,2.80492
mar,1990,3.60949
mar,1991,3.58644
mar,1992,3.62729
mar,1993,3.67343
mar,1994,3.63828
mar,1995,3.68831
mar,1996,3.83227
mar,1997,4.00198
mar,1998,4.1584
mar,1999,4.18225
mar,2000,4.67841
mar,2001,4.62249
mar,2002,4.88336
mar,2003,5.27946
mar,2004,5.48457
mar,2005,6.57953
mar,2006,7.26266
mar,2007,8.37419
mar,2008,8.93558
mar,2009,9.64754
mar,2010,10.80928
mar,2011,11.76751
mar,2012,12.85007
mar,2013,13.5751
mar,2014,14.28917
mar,2015,15.1506
mar,2016,15.94698
mar,2017,16.6644
mar,2018,17.0093
mar,2019,17.34461
mar,2020,17.82766
mco,1971,25.77389
mco,1972,25.77389
mco,1983,33.53028
mco,1991,33.78455
mco,1992,32.59512
mco,1994,35.3719
mco,1995,34.11317
mco,1996,32.8579
mco,1997,32.56905
mco,1999,31.0089
mco,2000,30.12948
mco,2001,29.87406
mco,2004,26.2698
mco,2008,24.83801
mco,2009,22.86336
mco,2010,22.41758
mco,2011,21.81818
mco,2012,20.89468
mco,2013,21.22076
mco,2014,21.46119
mco,2015,28.99438
mco,2016,29.98501
mco,2017,30.77304
mco,2018,30.77304
mco,2019,30.26647
mco,2020,30.4414
mco,2021,31.52174
mda,1992,0
mda,1995,0.07687
mda,1997,0.14561
mda,2001,0.82816
mda,2002,0.99111
mda,2003,0.9974
mda,2004,1.03111
mda,2005,1.00945
mda,2006,0.9449
mda,2007,0.83038
mda,2008,0.81853
mda,2009,0.83924
mda,2010,0.87608
mda,2011,0.88994
mda,2012,0.97035
mda,2013,1.07679
mda,2014,1.17324
mda,2015,1.2762
mda,2016,1.35007
mda,2017,1.40238
mda,2018,1.52132
mda,2019,1.81718
mda,2020,2.07574
mdg,1971,24.42242
mdg,1972,25.95702
mdg,1973,25.71107
mdg,1974,20.60033
mdg,1976,21.91791
mdg,1981,12.74009
mdg,1982,12.74709
mdg,1983,10.78678
mdg,1984,12.21984
mdg,1985,13.19738
mdg,1988,15.10229
mdg,1989,15.45072
mdg,1990,16.68408
mdg,1991,17.75057
mdg,1992,21.75102
mdg,1993,21.60715
mdg,1994,21.17364
mdg,1995,22.35081
mdg,1996,20.58092
mdg,1998,22.47147
mdg,1999,21.86566
mdg,2000,22.61836
mdg,2001,21.6202
mdg,2002,21.69573
mdg,2003,20.37602
mdg,2004,19.33598
mdg,2005,18.94644
mdg,2006,19.34418
mdg,2007,19.09712
mdg,2008,18.83571
mdg,2009,17.98963
mdg,2010,17.69495
mdg,2011,17.78689
mdg,2012,18.11275
mdg,2013,19.11464
mdg,2014,18.84894
mdg,2015,18.5765
mdg,2016,18.65446
mdg,2018,19.68346
mdg,2019,20.93518
mdv,1992,52.64377
mdv,1997,51.4573
mdv,1999,2.9183
mdv,2000,2.31767
mdv,2001,1.96189
mdv,2002,1.6207
mdv,2003,1.62312
mdv,2004,1.56398
mdv,2005,1.45491
mdv,2006,2.18003
mdv,2007,1.23931
mdv,2008,1.43792
mdv,2009,1.8601
mdv,2010,3.7987
mdv,2012,2.93186
mdv,2013,0.59712
mdv,2014,0.5863
mdv,2015,3.91817
mdv,2016,4.64128
mdv,2017,7.38208
mdv,2018,3.85511
mdv,2019,3.51002
mex,1971,7.80375
mex,1972,7.41873
mex,1974,7.15771
mex,1975,5.2785
mex,1976,5.95164
mex,1977,5.00108
mex,1978,4.97397
mex,1981,4.8738
mex,1982,5.07509
mex,1983,5.05073
mex,1984,4.87701
mex,1985,4.77889
mex,1986,5.0432
mex,1987,5.24332
mex,1988,5.46443
mex,1989,5.69512
mex,1990,5.96901
mex,1991,6.1506
mex,1992,6.34899
mex,1993,6.39617
mex,1994,6.37473
mex,1995,6.33683
mex,1996,6.18296
mex,1997,6.32539
mex,1999,7.03845
mex,2000,7.38655
mex,2001,7.741
mex,2002,7.94509
mex,2003,8.01518
mex,2004,8.07124
mex,2005,8.04677
mex,2006,8.07202
mex,2007,8.10726
mex,2008,8.23181
mex,2009,8.28026
mex,2010,8.23478
mex,2011,8.25888
mex,2012,8.34606
mex,2013,8.52283
mex,2014,8.73135
mex,2015,8.79101
mex,2016,8.96595
mex,2017,9.26853
mex,2018,9.55246
mex,2019,9.78268
mhl,1999,24.83859
mhl,2002,24.12927
mhl,2009,19.83806
mhl,2011,18.41797
mhl,2015,17.5085
mhl,2016,13.68845
mhl,2019,19.22864
mhl,2020,19.71454
mkd,1993,0
mkd,1994,0
mkd,1996,0
mkd,1997,0
mkd,1998,0
mkd,2017,0
mkd,2018,0.6447
mli,1972,5.89211
mli,1975,5.79949
mli,1976,4.21723
mli,1981,4.1637
mli,1982,4.11633
mli,1983,4.13161
mli,1984,4.13274
mli,1985,4.08937
mli,1986,4.20561
mli,1987,4.19319
mli,1988,3.93547
mli,1990,3.6256
mli,1991,3.31264
mli,1992,15.98519
mli,1993,17.21862
mli,1994,17.1204
mli,1995,18.71311
mli,1996,19.45056
mli,1999,21.88824
mli,2004,34.76648
mli,2005,37.03466
mli,2006,37.80043
mli,2007,38.48497
mli,2008,39.58757
mli,2009,39.74231
mli,2010,39.82421
mli,2011,38.77331
mli,2013,35.29971
mli,2015,38.49804
mli,2016,36.9446
mli,2017,42.71373
mli,2018,39.93487
mlt,1971,20.88154
mlt,1972,20.51433
mlt,1973,20.4451
mlt,1974,22.42009
mlt,1975,24.84005
mlt,1976,25.03519
mlt,1981,26.86689
mlt,1982,26.97743
mlt,1983,26.5147
mlt,1984,27.70177
mlt,1985,26.88148
mlt,1986,27.31512
mlt,1987,27.52602
mlt,1988,27.80057
mlt,1989,28.03463
mlt,1990,28.67949
mlt,1991,29.15255
mlt,1992,31.15702
mlt,1993,31.90374
mlt,1994,32.65
mlt,1995,33.26581
mlt,1996,34.21881
mlt,1997,34.50557
mlt,1998,34.9508
mlt,1999,35.50725
mlt,2000,35.91839
mlt,2001,36.53743
mlt,2002,37.09081
mlt,2003,37.06717
mlt,2004,38.29191
mlt,2005,37.71118
mlt,2006,38.5001
mlt,2007,38.65851
mlt,2008,39.90363
mlt,2009,38.27511
mlt,2010,40.53232
mlt,2011,41.12565
mlt,2012,42.51284
mlt,2013,42.59987
mlt,2014,43.63161
mlt,2015,44.19672
mlt,2016,43.73833
mlt,2017,43.76648
mlt,2018,42.88783
mlt,2019,42.65343
mmr,1971,0
mmr,1972,0
mmr,1973,0
mmr,1974,0
mmr,1976,0
mmr,1981,0
mmr,1982,0
mmr,1983,0
mmr,1984,0
mmr,1985,0
mmr,1986,0
mmr,1987,0
mmr,1988,0
mmr,1989,0
mmr,1990,0
mmr,1991,0
mmr,1992,0
mmr,1993,0
mmr,1994,0
mmr,1995,0
mmr,2014,0.21168
mmr,2016,4.41759
mmr,2017,4.66254
mmr,2018,4.92735
mne,2016,0
mne,2017,0
mne,2018,0.35889
mne,2019,0.31214
mne,2020,0.48169
mng,1971,0
mng,1972,0
mng,1973,0
mng,1974,0
mng,1975,0
mng,1976,0
mng,1982,0
mng,1983,0
mng,1984,0
mng,1985,0
mng,1987,0
mng,1988,0
mng,1989,0
mng,1990,0
mng,1995,0
mng,1998,0.26183
mng,1999,0.47599
mng,2000,0.9229
mng,2001,2.21733
mng,2002,2.29257
mng,2003,2.48747
mng,2004,2.92029
mng,2005,3.17908
mng,2007,5.02921
mng,2008,5.29827
mng,2009,5.27941
mng,2010,4.92981
mng,2011,4.9699
mng,2012,5.26689
mng,2013,5.37681
mng,2014,5.73616
mng,2015,5.82515
mng,2016,5.58206
mng,2017,5.51712
mng,2018,5.79336
mng,2019,6.37119
moz,1981,0
moz,1982,0
moz,1983,0
moz,1985,0
moz,1986,0
moz,1987,0
moz,1988,0
moz,1989,0
moz,1990,0
moz,1991,0
moz,1992,0
moz,1993,0
moz,2005,2.396
moz,2007,1.85158
moz,2008,1.78537
moz,2009,1.68655
moz,2010,1.6724
moz,2011,1.67136
moz,2012,1.54948
moz,2013,1.62646
moz,2014,1.61426
moz,2015,1.63692
moz,2016,1.80042
moz,2017,1.89699
moz,2018,1.94645
moz,2019,1.90952
moz,2020,1.96978
mrt,1971,0
mrt,1972,0
mrt,1973,0
mrt,1974,0
mrt,1975,0
mrt,1987,0.10757
mrt,1988,0.31715
mrt,1991,0.71339
mrt,1992,0.73072
mrt,1993,0.4757
mrt,1994,0.57126
mrt,1995,0.37745
mrt,1999,1.87625
mrt,2000,2.80112
mrt,2001,3.17542
mrt,2002,3.29815
mrt,2003,4.44903
mrt,2004,7.00998
mrt,2005,7.98778
mrt,2006,7.414
mrt,2007,9.24147
mrt,2008,9.68654
mrt,2009,9.02167
mrt,2010,11.40985
mrt,2011,11.11262
mrt,2012,12.8443
mrt,2013,14.21102
mrt,2014,14.77436
mrt,2015,15.76235
mrt,2016,14.09246
mrt,2018,15.65834
mrt,2019,15.96143
mus,1970,29.31344
mus,1971,28.92517
mus,1972,28.93384
mus,1973,26.81909
mus,1974,27.88534
mus,1975,27.835
mus,1980,25.94946
mus,1981,24.81212
mus,1982,23.47596
mus,1983,22.34743
mus,1984,23.24453
mus,1985,23.15477
mus,1986,23.06406
mus,1987,23.35739
mus,1988,23.70928
mus,1989,24.29801
mus,1991,24.32394
mus,1992,24.23885
mus,1993,24.36217
mus,1994,24.20291
mus,1995,23.96029
mus,1996,24.08399
mus,1997,23.66788
mus,1998,23.55082
mus,1999,23.83492
mus,2000,23.93502
mus,2001,24.0355
mus,2002,24.19732
mus,2004,24.90058
mus,2005,25.06596
mus,2006,25.62548
mus,2007,26.11516
mus,2008,26.53711
mus,2009,27.24258
mus,2010,27.50358
mus,2011,28.05769
mus,2012,28.84612
mus,2013,29.67818
mus,2014,30.62012
mus,2015,31.47009
mus,2016,32.48613
mus,2017,33.48676
mus,2018,34.62328
mus,2019,35.73078
mus,2021,36.92828
mwi,2006,1.07982
mwi,2012,0.88154
mwi,2013,1.15654
mwi,2014,1.31765
mwi,2015,1.21244
mwi,2016,1.72395
mwi,2017,2.07403
mys,1988,0.26715
mys,1989,0.35945
mys,1990,0.33866
mys,1991,0.38605
mys,1992,0.4332
mys,1993,0.32692
mys,1994,0.3765
mys,1996,1.3649
mys,1998,0.89384
mys,1999,1.55706
mys,2002,0.93323
mys,2003,1.12134
mys,2004,0.94227
mys,2005,0.83079
mys,2006,3.41833
mys,2007,4.41704
mys,2008,6.1835
mys,2009,7.96147
mys,2010,9.73208
mys,2011,11.07738
mys,2012,12.53984
mys,2013,14.73855
mys,2014,13.94894
mys,2015,12.77309
mys,2016,12.37898
mys,2017,11.84197
mys,2018,11.16544
mys,2019,8.551
nam,1992,3.7535
nam,1994,3.79417
nam,1995,3.75969
nam,1996,3.44946
nam,1997,3.6134
nam,1998,3.9576
nam,1999,4.14306
nam,2000,4.19712
nam,2001,4.19213
nam,2002,4.30231
nam,2003,3.86782
nam,2004,3.92254
nam,2005,4.54629
nam,2006,4.0884
nam,2007,4.2468
nam,2008,4.31908
nam,2009,4.84764
nam,2010,4.90462
nam,2012,5.91834
nam,2013,4.67828
nam,2017,6.06957
nam,2018,5.92824
ncl,1970,46.43121
ncl,1971,46.15618
ncl,1972,44.5434
ncl,1973,44.5417
ncl,1974,44.53792
ncl,1976,38.25966
ncl,1981,33.72419
ncl,1982,33.52695
ncl,1983,31.22698
ncl,1984,34.21958
ncl,1985,32.4466
ncl,1986,31.83883
ncl,1987,33.04569
ncl,1988,33.12297
ncl,1989,32.9646
ncl,1990,32.58559
ncl,1991,31.30571
ner,1971,6.12795
ner,1972,6.74222
ner,1973,6.47524
ner,1974,6.22889
ner,1975,5.40319
ner,1976,4.57442
ner,1977,4.50992
ner,1981,2.99491
ner,1982,3.07897
ner,1983,3.05544
ner,1984,2.56236
ner,1985,2.95084
ner,1986,2.69335
ner,1987,3.08539
ner,1989,2.54403
ner,1990,2.76505
ner,1991,2.7817
ner,1992,2.77021
ner,1995,3.22723
ner,1996,3.3135
ner,1997,3.9753
ner,1999,3.96277
ner,2000,4.29881
ner,2001,4.43504
ner,2002,3.75644
ner,2003,3.71785
ner,2004,3.8516
