geo,time,dt_nfl_prop_cd
ner,1986,-5874000
ner,1987,-4620000
ner,1988,-1767000
ner,1989,-1363000
ner,1990,-1595000
ner,1991,-153000
nga,1970,-14129000
nga,1971,-5478000
nga,1972,-1419000
nga,1973,-134813000
nga,1974,-93276000
nga,1975,-158345000
nga,1976,-277628000
nga,1977,1457000
nga,1978,-10177000
nga,1979,85118000
nga,1980,571270000
nga,1981,743515000
nga,1982,1504866000
nga,1983,836294000
nga,1984,132982000
nga,1985,199644000
nga,1986,-118846000
nga,1987,599341000
nga,1988,293721000
nga,1989,564890000
nga,1990,282285000
nga,1991,-18299000
nga,1992,-199091000
nga,1993,-78999000
nga,1994,-305773000
nga,1995,-438401000
nga,1996,-680222000
nga,1997,-247874000
nga,1998,-14800000
nga,1999,-111070000
nga,2000,-141722000
nga,2001,-149893000
nga,2002,-157903000
nga,2003,-244311000
nga,2004,-93088000
nga,2005,-168255000
nga,2006,-131528000
nga,2007,-595667000
nga,2008,-7540000
nga,2009,-7540000
nga,2010,-3770000
nic,1970,-1870000
nic,1971,-825000
nic,1972,-1055000
nic,1973,-92000
nic,1974,953000
nic,1975,-1676000
nic,1976,1332000
nic,1977,55374000
nic,1978,6935000
nic,1979,-2448000
nic,1980,-5907000
nic,1981,-6534000
nic,1982,7794000
nic,1983,26882000
nic,1984,9788000
nic,1985,9569000
nic,1986,5916000
nic,1987,2482000
nic,1988,-361000
nic,1989,12347000
nic,1990,20161000
nic,1991,-3022000
nic,1992,-3631000
nic,1993,-5564000
nic,1994,-6606000
nic,1995,-4243000
nic,1996,-4330000
nic,1997,-12188000
nic,1998,-4563000
nic,1999,4579000
nic,2000,-1346000
nic,2001,-3316000
nic,2002,-451000
nic,2003,0
nic,2005,0
nic,2008,0
nic,2017,0
nic,2018,9846000
nic,2019,-1970000
nic,2020,-1970000
npl,1977,-620000
npl,1982,656000
npl,1983,642000
npl,1984,10550000
npl,1985,5181000
npl,1986,6870000
npl,1987,39636000
npl,1988,46616000
npl,1989,-8682000
npl,1990,-11642000
npl,1991,-7310000
npl,1992,-7005000
npl,1993,-7162000
npl,1994,-8182000
npl,1995,-4908000
npl,1996,-3688000
npl,1997,-10979000
npl,1998,-12575000
npl,1999,-12672000
npl,2000,-7407000
npl,2001,-170000
npl,2002,-321000
npl,2003,-384000
npl,2004,-296000
npl,2005,-680000
npl,2006,-457000
npl,2007,-308000
npl,2008,-536000
npl,2009,-507000
npl,2010,-490000
npl,2011,-516000
npl,2012,-497000
npl,2013,-503000
npl,2014,-497000
npl,2015,-393000
npl,2016,-193000
npl,2017,-143000
npl,2018,-12000
npl,2019,-11000
npl,2020,-3000
pak,1970,42591000
pak,1971,69208000
pak,1972,-10656000
pak,1973,-27706000
pak,1974,51218000
pak,1975,17807000
pak,1976,18951000
pak,1977,68935000
pak,1978,-577000
pak,1979,13449000
pak,1980,73217000
pak,1981,-23063000
pak,1982,-35038000
pak,1983,92474000
pak,1984,7909000
pak,1985,-41276000
pak,1986,-6227000
pak,1987,-59315000
pak,1988,-32758000
pak,1989,-56629000
pak,1990,-27816000
pak,1991,-9043000
pak,1992,62841000
pak,1993,26761000
pak,1994,88422000
pak,1995,-3917000
pak,1996,100513000
pak,1997,-172597000
pak,1998,11917000
pak,1999,87580000
pak,2000,-2745000
pak,2001,-71637000
pak,2002,-20668000
pak,2003,21176000
pak,2004,-5816000
pak,2005,-8032000
pak,2006,19588000
pak,2007,5626000
pak,2008,2044000
pak,2009,1048000
pak,2010,1392000
pak,2011,219000
pak,2014,0
pak,2015,260980000
pak,2016,-61041000
pak,2017,-110020000
pak,2018,-53000000
pak,2019,-53000000
pak,2020,-18369000
pan,1970,35971000
pan,1971,-12387000
pan,1972,6717000
pan,1973,-8482000
pan,1974,-19623000
pan,1975,17333000
pan,1976,38694000
pan,1977,14971000
pan,1978,24251000
pan,1979,-2508000
pan,1980,-12286000
pan,1981,-10566000
pan,1982,-5176000
pan,1983,-920000
pan,1984,21583000
pan,1985,-11398000
pan,1986,24352000
pan,1987,131000
pan,1988,10315000
pan,1989,951000
pan,1990,-3099000
pan,1991,-8977000
pan,1992,-7258000
pan,1993,-10067000
pan,1994,-7074000
pan,1995,-12610000
pan,1996,-2056000
pan,1997,-5403000
pan,1998,-2294000
pan,1999,1930000
pan,2000,1057000
pan,2001,-765000
pan,2002,-765000
pan,2003,-765000
pan,2004,-550000
pan,2005,-142000
per,1970,39797000
per,1971,11332000
per,1972,10684000
per,1973,85277000
per,1974,78742000
per,1975,183334000
per,1976,125887000
per,1977,187501000
per,1978,185646000
per,1979,189363000
per,1980,103251000
per,1981,179354000
per,1982,389661000
per,1983,471365000
per,1984,284027000
per,1985,158770000
per,1986,194439000
per,1987,85938000
per,1988,39459000
per,1989,34424000
per,1990,12006000
per,1991,-27741000
per,1992,-65020000
per,1993,-48730000
per,1994,-71963000
per,1995,-43537000
per,1996,-17833000
per,1997,-19723000
per,1998,-21462000
per,1999,-19253000
per,2000,-15065000
per,2001,-21887000
per,2002,-20963000
per,2003,-20936000
per,2004,-16885000
per,2005,-14523000
per,2006,-14812000
per,2007,-14873000
per,2008,-2129000
per,2009,-2203000
per,2010,-1228000
per,2011,-3031000
per,2012,-1228000
per,2013,-1228000
per,2014,-843000
per,2015,-458000
per,2016,-458000
per,2017,-229000
phl,1970,-2684000
phl,1971,-12022000
phl,1972,-10648000
phl,1973,-25279000
phl,1974,18830000
phl,1975,68092000
phl,1976,59233000
phl,1977,44114000
phl,1978,175809000
phl,1979,58030000
phl,1980,100135000
phl,1981,68001000
phl,1982,136191000
phl,1983,234492000
phl,1984,272342000
phl,1985,336755000
phl,1986,11968000
phl,1987,-21100000
phl,1988,43842000
phl,1989,64538000
phl,1990,60571000
phl,1991,132720000
phl,1992,145636000
phl,1993,-39591000
phl,1994,-90064000
phl,1995,-252010000
phl,1996,-113979000
phl,1997,-40064000
phl,1998,-144371000
phl,1999,455680000
phl,2000,-9208000
phl,2001,31116000
phl,2002,20554000
phl,2003,63722000
phl,2004,3841000
phl,2005,37047000
phl,2006,-25257000
phl,2007,-143151000
phl,2008,-327461000
phl,2009,-416844000
phl,2010,-75635000
phl,2011,-86745000
phl,2012,-63014000
phl,2013,-52670000
phl,2014,-16228000
phl,2015,-2025000
phl,2016,-2256000
phl,2017,-2225000
phl,2018,-2219000
phl,2019,-2248000
phl,2020,-2295000
png,1976,3161000
png,1977,-34000
png,1979,-1268000
png,1980,4331000
png,1981,17765000
png,1982,2211000
png,1983,8327000
png,1984,11272000
png,1985,3479000
png,1986,-2470000
png,1987,-6612000
png,1988,-6962000
png,1989,53620000
png,1990,18394000
png,1991,9135000
png,1992,-708000
png,1993,2068000
png,1994,-25686000
png,1995,-26892000
png,1996,-17802000
png,1997,-638000
png,1998,-12135000
png,1999,-8647000
png,2000,-8843000
png,2001,-5727000
png,2002,24325000
png,2003,14517000
png,2004,5272000
png,2005,-4882000
png,2006,-1626000
png,2007,-4879000
png,2008,-5936000
png,2009,-6549000
png,2010,-6986000
png,2011,-7887000
png,2012,-7668000
png,2013,-6143000
png,2014,-5789000
pry,1970,1912000
pry,1971,796000
pry,1972,-3568000
pry,1973,-3652000
pry,1974,-3183000
pry,1975,5682000
pry,1976,7916000
pry,1977,1627000
pry,1978,8762000
pry,1979,16623000
pry,1980,59579000
pry,1981,24087000
pry,1982,17714000
pry,1983,15712000
pry,1984,9508000
pry,1985,-17909000
pry,1986,27506000
pry,1987,42058000
pry,1988,-27151000
pry,1989,35442000
pry,1990,7683000
pry,1991,-22010000
pry,1992,-75348000
pry,1993,-26738000
pry,1994,-22926000
pry,1995,-23331000
pry,1996,-17151000
pry,1997,1160000
pry,1998,-8860000
pry,1999,-9826000
pry,2000,-2920000
pry,2001,-2624000
pry,2002,-1908000
pry,2003,-918000
pry,2004,-3297000
pry,2005,-477000
pry,2014,-7111000
rou,1980,441000000
rou,1982,74000000
rou,1983,31000000
rou,1984,-488000000
rou,1985,-101000000
rou,1986,334800000
rou,1987,-77276000
rou,1988,-553524000
rou,1989,-132000000
rou,1990,4500000
rou,1991,6212000
rou,1992,100014000
rou,1993,76964000
rou,1994,156460000
rou,1995,76210000
rou,1996,109178000
rou,1997,21410000
rou,1998,16912000
rou,1999,-108186000
rou,2000,-120674000
rou,2001,-109384000
rou,2002,-60178000
rou,2003,-111722000
rou,2004,-99698000
rou,2005,-47653000
rou,2006,-49659000
rou,2007,-13521000
rou,2008,-42366000
rou,2009,-69691000
rou,2010,1548000
rou,2011,-10976000
rou,2012,-9287000
rou,2013,-18496000
rou,2014,-14851000
rou,2015,-4269000
rus,1992,7040404000
rus,1993,2853901000
rus,1994,-212201000
rus,1995,475205000
rus,1996,248565000
rus,1997,-647598000
rus,1998,-1072612000
rus,1999,-459929000
rus,2000,-277551000
rus,2001,-1157099000
rus,2002,-730984000
rus,2003,-533674000
rus,2004,-486793000
rus,2005,-553211000
rus,2006,-286937000
rus,2007,8278839000
rus,2008,-3383094000
rus,2009,318150000
rus,2010,-1025864000
rus,2011,-2292675000
rus,2012,-2276432000
rus,2013,-979589000
rus,2014,-26022000
rus,2015,0
rus,2016,-111164000
rus,2017,-56630000
rus,2018,-605000
rus,2019,-579000
rwa,1970,-92000
rwa,1971,-156000
rwa,1972,-210000
rwa,1973,1855000
rwa,1974,-165000
rwa,1975,-88000
rwa,1976,-294000
rwa,1977,3964000
rwa,1978,4330000
rwa,1979,-844000
rwa,1980,-2333000
rwa,1981,-307000
rwa,1982,3037000
rwa,1983,-501000
rwa,1984,5824000
rwa,1985,-2599000
rwa,1986,-4821000
rwa,1987,-120000
rwa,1988,-2678000
rwa,1989,-2497000
rwa,1990,-1814000
rwa,1991,-951000
rwa,1992,-1010000
rwa,1999,0
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,0
rwa,2019,43110000
rwa,2020,227048000
sdn,1970,929000
sdn,1971,100000
sdn,1972,4678000
sdn,1973,7474000
sdn,1974,68086000
sdn,1975,176900000
sdn,1976,84984000
sdn,1977,53299000
sdn,1978,25874000
sdn,1979,14812000
sdn,1980,33312000
sdn,1981,-3320000
sdn,1982,-6489000
sdn,1983,-1562000
sdn,1984,-226000
sdn,1986,-5000000
sdn,1999,0
sdn,2000,456137000
sdn,2017,0
sdn,2018,0
sdn,2019,0
sdn,2020,0
sen,1970,7042000
sen,1971,14154000
sen,1972,196000
sen,1973,17730000
sen,1974,26656000
sen,1975,15757000
sen,1976,34004000
sen,1977,11601000
sen,1978,56900000
sen,1979,28685000
sen,1980,43430000
sen,1981,-4208000
sen,1982,-816000
sen,1983,33376000
sen,1984,4406000
sen,1985,-3718000
sen,1986,448000
sen,1987,-9759000
sen,1988,-13814000
sen,1989,-16531000
sen,1990,-10676000
sen,1991,-14327000
sen,1992,-9052000
sen,1993,-215000
sen,1994,-251000
sen,1995,-8933000
sen,1996,-986000
sen,1997,-1466000
sen,1998,-721000
sen,1999,-461000
sen,2000,-74000
sen,2018,168094000
sen,2019,89271000
sen,2020,-13723000
slb,1986,3114000
slb,1988,-384000
slb,1989,-358000
slb,1990,-418000
slb,1991,-407000
slb,1992,1333000
slb,1993,2916000
slb,1994,-416000
slb,1995,3767000
slb,1996,-872000
slb,1998,-383000
slb,1999,-424000
slb,2005,-2136000
slb,2006,571000
slb,2007,-426000
slb,2008,-116000
slb,2009,-196000
slb,2010,-189000
slb,2011,-59000
sle,1970,-658000
sle,1971,-2662000
sle,1972,2958000
sle,1973,6027000
sle,1974,11737000
sle,1975,9881000
sle,1976,-3039000
sle,1977,6714000
sle,1978,18144000
sle,1979,14010000
sle,1980,20064000
sle,1981,3173000
sle,1982,12261000
sle,1983,-5290000
sle,1984,-2788000
sle,1985,-2613000
sle,1986,-1180000
sle,1987,-1806000
sle,1988,-1028000
sle,1989,-866000
sle,1990,4000000
sle,1998,0
sle,1999,0
sle,2000,0
sle,2001,0
sle,2003,-454000
sle,2007,0
slv,1975,19217000
slv,1976,10987000
slv,1977,-14112000
slv,1978,-3450000
slv,1979,1788000
slv,1980,18343000
slv,1981,13198000
slv,1982,4824000
slv,1983,2993000
slv,1984,-1911000
slv,1985,2982000
slv,1986,-2708000
slv,1987,-4697000
slv,1988,1375000
slv,1989,13896000
slv,1990,3348000
slv,1991,-2569000
slv,1992,10471000
slv,1993,-10162000
slv,1994,-7472000
slv,1995,-7726000
slv,1996,-6063000
slv,1997,-4061000
slv,1998,-3528000
slv,1999,-2760000
slv,2000,-634000
slv,2001,-634000
slv,2002,-634000
slv,2003,-634000
slv,2004,-632000
slv,2005,1900000
slv,2006,-469000
slv,2007,-169000
slv,2008,-563000
slv,2009,-564000
slv,2010,-563000
slv,2011,-91000
slv,2012,-28000
slv,2013,-87000
som,1972,2757000
som,1973,4046000
som,1974,439000
som,1975,-494000
som,1976,-387000
som,1977,-700000
som,1978,232000
som,1980,26766000
som,1981,116865000
som,1982,3816000
som,1983,2432000
srb,1970,-39621000
srb,1971,-5145000
srb,1972,6509000
srb,1973,-660000
srb,1974,-89896000
srb,1975,-39601000
srb,1976,-24782000
srb,1977,-52008000
srb,1978,-13519000
srb,1979,-14087000
srb,1980,-19259000
srb,1981,-22857000
srb,1982,221802000
srb,1983,17275000
srb,1984,98802000
srb,1985,28252000
srb,1986,-56952000
srb,1987,-144691000
srb,1988,-80977000
srb,1989,-24373000
srb,1990,-17763000
srb,1998,0
srb,1999,0
srb,2000,35000000
srb,2008,-11000
srb,2009,-22000
srb,2010,-71734000
srb,2011,-71739000
srb,2012,-71743000
srb,2013,-454356000
srb,2014,-36967000
srb,2015,-36963000
srb,2016,-136967000
srb,2017,-24473000
srb,2018,-171033000
srb,2019,-60000
srb,2020,-64000
stp,1977,154000
stp,1978,88000
stp,1979,52000
stp,1980,28000
stp,1981,357000
stp,1982,-58000
stp,1983,-180000
stp,1984,402000
stp,1985,-174000
stp,1986,1097000
stp,1987,-70000
stp,1988,-35000
stp,1989,-411000
stp,1990,-114000
swz,1970,-84000
swz,1971,-84000
swz,1972,-75000
swz,1973,-80000
swz,1974,-88000
swz,1975,-96000
swz,1976,-96000
swz,1977,-89000
swz,1978,-66000
swz,1979,-68000
swz,1980,-135000
swz,1981,-121000
swz,1982,796000
swz,1983,728000
swz,1984,-65000
swz,1985,10765000
swz,1986,-97000
swz,1987,-1357000
swz,1988,-1488000
swz,1989,-1378000
swz,1990,-1720000
swz,1991,-1543000
swz,1992,-1555000
swz,1993,-1542000
swz,1994,-1518000
swz,1995,-306000
swz,1996,-259000
syr,2008,0
syr,2009,0
syr,2020,0
tcd,1970,2001000
tcd,1971,9488000
tcd,1972,-1659000
tcd,1973,-212000
tcd,1974,8492000
tcd,1975,-296000
tcd,1976,1585000
tcd,1977,6546000
tcd,1978,14397000
tcd,1979,8333000
tcd,1981,5744000
tcd,1982,2081000
tcd,1983,2137000
tcd,1984,-2740000
tcd,1985,-5790000
tcd,1987,2967000
tcd,1988,766000
tcd,1989,-597000
tcd,1990,-561000
tcd,1991,-448000
tcd,1992,-334000
tcd,1993,-1198000
tcd,1994,-262000
tcd,1995,-32000
tcd,1996,-121000
tcd,1999,-22000
tcd,2000,-67000
tcd,2001,0
tcd,2003,20000000
tcd,2006,-500000
tcd,2009,-1000000
tcd,2010,-2000000
tcd,2011,-5000000
tcd,2012,-1875000
tcd,2013,597500000
tcd,2014,931492000
tcd,2016,-79000000
tcd,2017,-114000000
tcd,2020,-500000
tgo,1970,-493000
tgo,1971,96000
tgo,1972,732000
tgo,1973,2085000
tgo,1974,18846000
tgo,1975,32953000
tgo,1976,43939000
tgo,1977,71350000
tgo,1978,138574000
tgo,1979,92992000
tgo,1980,43084000
tgo,1981,-4326000
tgo,1982,-5297000
tgo,1983,-2111000
tgo,1984,-4570000
tgo,1985,-4379000
tgo,1986,-11150000
tgo,1987,-4441000
tgo,1988,-6000
tgo,1989,-2287000
tgo,2013,48343000
tgo,2014,-11961000
tgo,2015,-9986000
tgo,2016,-9958000
tgo,2017,-10168000
tha,1970,6865000
tha,1971,2553000
tha,1972,-3974000
tha,1973,-3879000
tha,1974,9917000
tha,1975,20340000
tha,1976,-8642000
tha,1977,46790000
tha,1978,95574000
tha,1979,99327000
tha,1980,-3354000
tha,1981,239604000
tha,1982,197297000
tha,1983,-3064000
tha,1984,51986000
tha,1985,100651000
tha,1986,-53776000
tha,1987,-87773000
tha,1988,80419000
tha,1989,35090000
tha,1990,107501000
tha,1991,74476000
tha,1992,23951000
tha,1993,-28810000
tha,1994,-279388000
tha,1995,-322024000
tha,1996,-98079000
tha,1997,-10031000
tha,1998,-68602000
tha,1999,-157559000
tha,2000,311283000
tha,2001,-45747000
tha,2002,-66371000
tha,2003,-60581000
tha,2004,-44080000
tha,2005,-42665000
tha,2006,-55826000
tha,2007,-54817000
tha,2008,-58090000
tha,2009,-47079000
tha,2010,-37711000
tha,2011,-43251000
tha,2012,-20503000
tha,2013,-5976000
tha,2014,-5914000
tha,2015,-4938000
tha,2016,-3566000
tha,2017,-782000
tha,2018,-71000
tjk,2003,-969000
tjk,2004,-760000
tjk,2006,-3487000
tkm,1993,82025000
tkm,1994,14164000
tkm,1995,19998000
tkm,1996,140634000
tkm,1997,658431000
tkm,1998,418321000
tkm,1999,99511000
tkm,2000,-253357000
tkm,2001,-343042000
tkm,2002,-291686000
tkm,2003,-230639000
tkm,2004,-164604000
tkm,2005,-41827000
tkm,2006,-20444000
tkm,2007,-11538000
tkm,2008,-11538000
tkm,2009,-11537000
tkm,2010,-11538000
ton,1996,171000
ton,1997,-1123000
ton,1998,-843000
ton,1999,-1256000
ton,2000,-1257000
ton,2009,778000
ton,2010,-104000
ton,2011,-80000
ton,2012,-199000
ton,2013,-198000
ton,2014,-411000
tun,1970,1351000
tun,1971,-2035000
tun,1972,-24996000
tun,1973,-6789000
tun,1974,9474000
tun,1975,20376000
tun,1976,25349000
tun,1977,131599000
tun,1978,65016000
tun,1979,281927000
tun,1980,70083000
tun,1981,103551000
tun,1982,138167000
tun,1983,133594000
tun,1984,-29347000
tun,1985,-29466000
tun,1986,13013000
tun,1987,-3897000
tun,1988,90250000
tun,1989,-47733000
tun,1990,-104763000
tun,1991,-98988000
tun,1992,-8413000
tun,1993,-49666000
tun,1994,-32179000
tun,1995,-84759000
tun,1996,-112046000
tun,1997,16602000
tun,1998,-2237000
tun,1999,90222000
tun,2000,-51708000
tun,2001,-60635000
tun,2002,-79683000
tun,2003,-83218000
tun,2004,-70181000
tun,2005,-58911000
tun,2006,-58877000
tun,2007,-60425000
tun,2008,-34601000
tun,2009,-20954000
tun,2010,-42665000
tun,2011,-16113000
tun,2012,-15840000
tun,2013,-1809000
tun,2014,-2234000
tun,2015,-1655000
tun,2016,-2392000
tun,2017,-2331000
tun,2018,-2905000
tun,2019,-2650000
tun,2020,-1325000
tur,1970,-11413000
tur,1971,21540000
tur,1972,19844000
tur,1973,19516000
tur,1974,27487000
tur,1975,-23374000
tur,1976,32482000
tur,1977,41617000
tur,1978,80907000
tur,1979,81498000
tur,1980,151096000
tur,1981,1074000
tur,1982,-183046000
tur,1983,76320000
tur,1984,20130000
tur,1985,13095000
tur,1986,388107000
tur,1987,343478000
tur,1988,160777000
tur,1989,86790000
tur,1990,-36276000
tur,1991,806934000
tur,1992,-275564000
tur,1993,412810000
tur,1994,287735000
tur,1995,-248622000
tur,1996,-115638000
tur,1997,177509000
tur,1998,-238120000
tur,1999,-15698000
tur,2000,-269719000
tur,2001,-260346000
tur,2002,-72295000
tur,2003,-324731000
tur,2004,-361222000
tur,2005,-464242000
tur,2006,-254865000
tur,2007,17848000
tur,2008,180205000
tur,2009,48336000
tur,2010,10965000
tur,2011,-89383000
tur,2012,-148689000
tur,2013,-166545000
tur,2014,-355353000
tur,2015,-271745000
tur,2016,-103032000
tur,2017,-158111000
tur,2018,-56905000
tur,2019,-29983000
tur,2020,-4404000
tza,1970,5600000
tza,1971,4441000
tza,1972,267000
tza,1973,422000
tza,1974,1824000
tza,1975,2341000
tza,1976,22000000
tza,1977,29875000
tza,1978,42962000
tza,1979,54056000
tza,1980,75883000
tza,1981,64497000
tza,1982,13413000
tza,1983,20802000
tza,1984,32822000
tza,1985,46621000
tza,1986,68513000
tza,1987,38197000
tza,1988,18791000
tza,1989,19124000
tza,1990,1187000
tza,1991,-5013000
tza,1992,-37547000
tza,1993,15993000
tza,1994,1036000
tza,1995,13464000
tza,1996,-14265000
tza,1997,-16207000
tza,1998,-12276000
tza,1999,-16581000
tza,2000,-16865000
tza,2001,-10578000
tza,2002,-16726000
tza,2003,-438000
tza,2005,0
tza,2006,0
tza,2007,0
tza,2009,16940000
tza,2015,0
tza,2016,0
tza,2017,0
tza,2018,0
tza,2019,0
tza,2020,0
uga,1970,1587000
uga,1971,3970000
uga,1972,2270000
uga,1973,-214000
uga,1974,14787000
uga,1975,-1345000
uga,1976,5361000
uga,1977,34356000
uga,1978,82375000
uga,1979,40002000
uga,1980,27736000
uga,1981,-12181000
uga,1982,11103000
uga,1983,-10760000
uga,1984,-9124000
uga,1985,1048000
uga,1986,32897000
uga,1987,114405000
uga,1988,-18618000
uga,1989,-19667000
uga,1990,25856000
uga,1991,-10796000
uga,1992,-5087000
uga,1993,-780000
uga,1994,-9426000
uga,1995,-2175000
uga,1996,-1078000
uga,1998,-657000
uga,1999,0
uga,2000,0
ukr,1992,364818000
ukr,1993,310536000
ukr,1994,180924000
ukr,1995,-46274000
ukr,1996,57124000
ukr,1997,59947000
ukr,1998,-16861000
ukr,1999,-178605000
ukr,2000,11315000
ukr,2001,2057000
ukr,2002,-36394000
ukr,2003,910437000
ukr,2004,-30154000
ukr,2005,-24553000
ukr,2006,-6228000
ukr,2007,-4112000
ukr,2008,-4496000
ukr,2009,-2616000
ukr,2010,-3508000
ukr,2011,-3648000
ukr,2012,-3369000
ukr,2013,-1003550000
ukr,2014,179331000
ukr,2019,-150744000
uzb,1993,150950000
uzb,1994,50560000
uzb,1995,192455000
uzb,1996,279379000
uzb,1997,-71484000
uzb,1998,221272000
uzb,1999,422713000
uzb,2000,13857000
uzb,2001,74713000
uzb,2002,-93913000
uzb,2003,-12403000
uzb,2004,-120933000
uzb,2005,-256225000
uzb,2006,-272228000
uzb,2007,-224398000
uzb,2008,-171312000
uzb,2009,-113110000
uzb,2010,-87453000
uzb,2011,-48834000
uzb,2012,-52173000
uzb,2013,-25173000
uzb,2014,-21223000
uzb,2015,-11498000
uzb,2016,-6339000
uzb,2017,-734000
uzb,2018,-755000
uzb,2019,-713000
vct,1980,135000
vct,1981,945000
vct,1982,-142000
vct,1983,-121000
vct,1984,-116000
vct,1985,-109000
vct,1986,-119000
vct,1987,-136000
vct,1988,-53000
vct,1999,57882000
vct,2002,6875000
vct,2003,21042000
vct,2004,-5225000
vct,2005,-7483000
vct,2006,-8188000
vct,2007,-4941000
vct,2008,-3012000
vct,2009,-2827000
vct,2010,-3197000
vct,2011,-3012000
vct,2012,-3010000
vct,2013,-2458000
ven,1970,36059000
ven,1971,100403000
ven,1972,122764000
ven,1973,45927000
ven,1974,-24442000
ven,1975,-177902000
ven,1976,-81073000
ven,1977,-440200000
ven,1978,54820000
ven,1979,32799000
ven,1980,-186612000
ven,1981,-7044000
ven,1982,284496000
ven,1983,240725000
ven,1984,46360000
ven,1985,-67630000
ven,1986,141403000
ven,1987,-69705000
ven,1988,748702000
ven,1989,185904000
ven,1990,-69100000
ven,1991,-342800000
ven,1992,-141201000
ven,1993,-125516000
ven,1994,38074000
ven,1995,-363855000
ven,1996,-395296000
ven,1997,236674000
ven,1998,66624000
ven,1999,246731000
ven,2000,265911000
ven,2001,-517802000
ven,2002,-516589000
ven,2003,-189119000
ven,2004,128681000
ven,2005,59452000
ven,2006,31885000
ven,2007,-183877000
ven,2008,-218230000
ven,2009,-149663000
ven,2010,-109704000
ven,2011,-94819000
ven,2012,-71162000
ven,2013,-45712000
ven,2014,-12143000
ven,2015,185620000
ven,2016,-33103000
ven,2017,-15123000
ven,2018,0
ven,2019,0
ven,2020,0
vnm,1989,-41000
vnm,1990,-41000
vnm,1991,49959000
vnm,1992,139647000
vnm,1993,-36708000
vnm,1994,-122876000
vnm,1995,-32503000
vnm,1996,15951000
vnm,1997,445292000
vnm,1998,12661000
vnm,1999,28575000
vnm,2000,-104951000
vnm,2001,-39520000
vnm,2002,-83001000
vnm,2003,-94170000
vnm,2004,-90293000
vnm,2005,-85194000
vnm,2006,-75902000
vnm,2007,-68863000
vnm,2008,-58537000
vnm,2009,-48288000
vnm,2010,-58240000
vnm,2011,-29506000
vnm,2012,-23743000
vnm,2013,-27131000
vnm,2014,-19535000
vnm,2015,-22316000
vnm,2016,-16176000
vnm,2017,-8916000
vnm,2019,0
vnm,2020,0
vut,1981,-25000
vut,1982,-22000
vut,1983,-21000
vut,1984,1410000
vut,1985,-18000
vut,1986,-121000
vut,1987,176000
vut,1988,290000
vut,1989,8000
vut,1990,-210000
vut,1991,-215000
vut,1992,-203000
vut,1993,-198000
vut,1994,-203000
vut,1995,-178000
vut,1996,-149000
vut,1997,-118000
vut,1998,-80000
vut,1999,-79000
wsm,1970,-75000
wsm,1971,-72000
wsm,1972,1889000
wsm,1973,3259000
wsm,1974,140000
wsm,1975,-535000
wsm,1976,-1812000
wsm,1977,2114000
wsm,1978,-861000
wsm,1979,-1296000
wsm,1980,-1223000
wsm,1981,-836000
wsm,1982,-571000
wsm,1983,-259000
wsm,1984,2000000
wsm,1985,-400000
wsm,1986,-400000
wsm,1987,-400000
wsm,1988,-400000
wsm,1989,-400000
yem,1971,-226000
yem,1972,-226000
yem,1973,3690000
yem,1974,-96000
yem,1975,-35000
yem,1976,-813000
yem,1977,12654000
yem,1978,1828000
yem,1979,141682000
yem,1980,63123000
yem,1981,102350000
yem,1982,90278000
yem,1983,13790000
yem,1984,11704000
yem,1985,5805000
yem,1986,58869000
yem,1987,198400000
yem,1988,271486000
yem,1989,250479000
yem,1990,160997000
yem,1991,47162000
yem,1992,6263000
yem,1993,9767000
yem,1994,-5148000
yem,1995,-1829000
yem,1997,1000
yem,1998,0
yem,1999,0
yem,2000,0
yem,2001,-6161000
zaf,1994,265995000
zaf,1995,1538679000
zaf,1996,633561000
zaf,1997,525072000
zaf,1998,-178210000
zaf,1999,100000000
zaf,2000,-72728000
zaf,2001,-230218000
zaf,2002,-550552000
zaf,2003,-347882000
zaf,2004,-145218000
zaf,2005,-145216000
zaf,2006,-145218000
zaf,2007,-145216000
zaf,2008,-145218000
zaf,2009,-145216000
zaf,2010,-145218000
zaf,2011,-72609000
zaf,2012,-249000000
zmb,1970,318819000
zmb,1971,-23806000
zmb,1972,33500000
zmb,1973,-72248000
zmb,1974,-23719000
zmb,1975,228423000
zmb,1976,38449000
zmb,1977,-25837000
zmb,1978,-106694000
zmb,1979,-30693000
zmb,1980,138721000
zmb,1981,22698000
zmb,1982,46015000
zmb,1983,36780000
zmb,1984,42224000
zmb,1985,4108000
zmb,1986,113492000
zmb,1987,-38960000
zmb,1988,-32703000
zmb,1989,10137000
zmb,1990,-11232000
zmb,1991,-12044000
zmb,1992,-23460000
zmb,1993,-38677000
zmb,1994,-27449000
zmb,1995,-42946000
zmb,1996,-29519000
zmb,1997,-8173000
zmb,1998,-47569000
zmb,1999,-388000
zmb,2000,-548000
zmb,2001,-1443000
zmb,2002,-326000
zmb,2003,-117964000
zmb,2004,-2802000
zmb,2005,-11526000
zmb,2008,7009000
zmb,2009,-2336000
zmb,2010,-2336000
zmb,2011,-2336000
zmb,2014,20000
zmb,2015,3000
zmb,2016,5000
zmb,2017,40973000
zmb,2018,-4000
zmb,2019,44779000
zmb,2020,269685000
zwe,1978,10597000
zwe,1979,4992000
zwe,1980,-15570000
zwe,1981,37730000
zwe,1982,142862000
