geo,time,en_atm_meth_ag_kt_ce
arg,2011,76880
arg,2012,79420
arg,2013,80960
arg,2014,81730
arg,2015,81570
arg,2016,82870
arg,2017,84650
arg,2018,84730
arm,1990,810
arm,1991,800
arm,1992,710
arm,1993,630
arm,1994,620
arm,1995,610
arm,1996,610
arm,1997,610
arm,1998,560
arm,1999,560
arm,2000,570
arm,2001,590
arm,2002,610
arm,2003,640
arm,2004,670
arm,2005,670
arm,2006,690
arm,2007,720
arm,2008,730
arm,2009,670
arm,2010,660
arm,2011,650
arm,2012,680
arm,2013,760
arm,2014,780
arm,2015,790
arm,2016,810
arm,2017,760
arm,2018,680
atg,1990,30
atg,1991,30
atg,1992,30
atg,1993,30
atg,1994,30
atg,1995,30
atg,1996,30
atg,1997,30
atg,1998,30
atg,1999,30
atg,2000,30
atg,2001,30
atg,2002,30
atg,2003,30
atg,2004,30
atg,2005,30
atg,2006,30
atg,2007,30
atg,2008,30
atg,2009,30
atg,2010,20
atg,2011,20
atg,2012,20
atg,2013,20
atg,2014,20
atg,2015,20
atg,2016,20
atg,2017,20
atg,2018,10
aus,1990,103350
aus,1991,102440
aus,1992,100150
aus,1993,98310
aus,1994,100000
aus,1995,97510
aus,1996,91390
aus,1997,91070
aus,1998,93830
aus,1999,108450
aus,2000,117540
aus,2001,126110
aus,2002,118970
aus,2003,80490
aus,2004,101080
aus,2005,81010
aus,2006,99170
aus,2007,94300
aus,2008,77470
aus,2009,80690
aus,2010,68250
aus,2011,118990
aus,2012,118460
aus,2013,80150
aus,2014,89670
aus,2015,85130
aus,2016,68000
aus,2017,89150
aus,2018,88050
aut,1990,6570
aut,1991,6560
aut,1992,6430
aut,1993,6190
aut,1994,6090
aut,1995,5750
aut,1996,5740
aut,1997,5650
aut,1998,5510
aut,1999,5490
aut,2000,5390
aut,2001,5350
aut,2002,5280
aut,2003,5130
aut,2004,5040
aut,2005,5020
aut,2006,4950
aut,2007,4920
aut,2008,4960
aut,2009,4910
aut,2010,4980
aut,2011,4960
aut,2012,4870
aut,2013,4830
aut,2014,4830
aut,2015,4840
aut,2016,4830
aut,2017,4830
aut,2018,4820
aze,1990,3180
aze,1991,3120
aze,1992,2650
aze,1993,2530
aze,1994,2380
aze,1995,2400
aze,1996,2470
aze,1997,2610
aze,1998,2720
aze,1999,2830
aze,2000,2920
aze,2001,3080
aze,2002,3170
aze,2003,3310
aze,2004,3410
aze,2005,3500
aze,2006,3650
aze,2007,3720
aze,2008,3810
aze,2009,3880
aze,2010,3960
aze,2011,3950
aze,2012,3980
aze,2013,4020
aze,2014,4040
aze,2015,4060
aze,2016,4020
aze,2017,3990
aze,2018,3930
bdi,1990,600
bdi,1991,610
bdi,1992,610
bdi,1993,590
bdi,1994,540
bdi,1995,550
bdi,1996,540
bdi,1997,560
bdi,1998,500
bdi,1999,500
bdi,2000,510
bdi,2001,530
bdi,2002,510
bdi,2003,530
bdi,2004,560
bdi,2005,590
bdi,2006,640
bdi,2007,680
bdi,2008,740
bdi,2009,810
bdi,2010,910
bdi,2011,990
bdi,2012,990
bdi,2013,1190
bdi,2014,1150
bdi,2015,1140
bdi,2016,1310
bdi,2017,1580
bdi,2018,1580
bel,1990,7780
bel,1991,7840
bel,1992,7710
bel,1993,7660
bel,1994,7630
bel,1995,7750
bel,1996,7710
bel,1997,7550
bel,1998,7460
bel,1999,7800
bel,2000,7500
bel,2001,7410
bel,2002,7120
bel,2003,6810
bel,2004,6690
bel,2005,6590
bel,2006,6510
bel,2007,6440
bel,2008,6410
bel,2009,6420
bel,2010,6380
bel,2011,6330
bel,2012,6230
bel,2013,6130
bel,2014,6220
bel,2015,6290
bel,2016,6250
bel,2017,6030
bel,2018,6090
ben,1990,1750
ben,1991,1830
ben,1992,1860
ben,1993,1860
ben,1994,2010
ben,1995,1830
ben,1996,2190
ben,1997,2290
ben,1998,2440
ben,1999,2330
ben,2000,2630
ben,2001,2200
ben,2002,2440
ben,2003,2350
ben,2004,2300
ben,2005,2650
ben,2006,2500
ben,2007,2570
ben,2008,2460
ben,2009,2530
ben,2010,2560
ben,2011,2660
ben,2012,2710
ben,2013,2870
ben,2014,2800
ben,2015,2850
ben,2016,2970
ben,2017,2980
ben,2018,3060
bfa,1990,6210
bfa,1991,6410
bfa,1992,6570
bfa,1993,6700
bfa,1994,6870
bfa,1995,7090
bfa,1996,7100
bfa,1997,7390
bfa,1998,7440
bfa,1999,7590
bfa,2000,8140
bfa,2001,7800
bfa,2002,8100
bfa,2003,10090
bfa,2004,10380
bfa,2005,10660
bfa,2006,10540
bfa,2007,10770
bfa,2008,11110
bfa,2009,11490
bfa,2010,12030
bfa,2011,12240
bfa,2012,12260
bfa,2013,12600
bfa,2014,12860
bfa,2015,13010
bfa,2016,13670
bfa,2017,13850
bfa,2018,13820
bgd,1990,50340
bgd,1991,50100
bgd,1992,50380
bgd,1993,50140
bgd,1994,50640
bgd,1995,51220
bgd,1996,50720
bgd,1997,51130
bgd,1998,50520
bgd,1999,52240
bgd,2000,52650
bgd,2001,52490
bgd,2002,53240
bgd,2003,53520
bgd,2004,52650
bgd,2005,53740
bgd,2006,54350
bgd,2007,54720
bgd,2008,56890
bgd,2009,57490
bgd,2010,58330
bgd,2011,58730
bgd,2012,58820
bgd,2013,58940
bgd,2014,59210
bgd,2015,59260
bgd,2016,58370
bgd,2017,60510
bgd,2018,61490
bgr,1990,5900
bgr,1991,5600
bgr,1992,4860
bgr,1993,3780
bgr,1994,3040
bgr,1995,2810
bgr,1996,2840
bgr,1997,2600
bgr,1998,2620
bgr,1999,2760
bgr,2000,2730
bgr,2001,2540
bgr,2002,2230
bgr,2003,2360
bgr,2004,2400
bgr,2005,2310
bgr,2006,2180
bgr,2007,2230
bgr,2008,2130
bgr,2009,2010
bgr,2010,1890
bgr,2011,1900
bgr,2012,1900
bgr,2013,1790
bgr,2014,1900
bgr,2015,1860
bgr,2016,1840
bgr,2017,1830
bgr,2018,1780
bhr,1990,20
bhr,1991,20
bhr,1992,20
bhr,1993,20
bhr,1994,20
bhr,1995,20
bhr,1996,20
bhr,1997,20
bhr,1998,20
bhr,1999,20
bhr,2000,20
bhr,2001,20
bhr,2002,20
bhr,2003,20
bhr,2004,20
bhr,2005,20
bhr,2006,20
bhr,2007,20
bhr,2008,20
bhr,2009,20
bhr,2010,20
bhr,2011,20
bhr,2012,20
bhr,2013,20
bhr,2014,20
bhr,2015,20
bhr,2016,20
bhr,2017,20
bhr,2018,20
bhs,1990,10
bhs,1991,10
bhs,1992,10
bhs,1993,10
bhs,1994,10
bhs,1995,10
bhs,1996,10
bhs,1997,10
bhs,1998,10
bhs,1999,10
bhs,2000,10
bhs,2001,10
bhs,2002,10
bhs,2003,10
bhs,2004,20
bhs,2005,10
bhs,2006,10
bhs,2007,10
bhs,2008,20
bhs,2009,10
bhs,2010,10
bhs,2011,20
bhs,2012,10
bhs,2013,20
bhs,2014,10
bhs,2015,10
bhs,2016,10
bhs,2017,10
bhs,2018,10
bih,1990,1930
bih,1991,1860
bih,1992,1840
bih,1993,1760
bih,1994,1650
bih,1995,1360
bih,1996,1140
bih,1997,1390
bih,1998,1450
bih,1999,1510
bih,2000,1570
bih,2001,1520
bih,2002,1440
bih,2003,1550
bih,2004,1620
bih,2005,1650
bih,2006,1800
bih,2007,1700
bih,2008,1650
bih,2009,1650
bih,2010,1640
bih,2011,1590
bih,2012,1550
bih,2013,1550
bih,2014,1530
bih,2015,1560
bih,2016,1540
bih,2017,1520
bih,2018,1480
blr,1990,16130
blr,1991,15820
blr,1992,13970
blr,1993,13360
blr,1994,12660
blr,1995,11880
blr,1996,11190
blr,1997,10820
blr,1998,10670
blr,1999,10420
blr,2000,9750
blr,2001,9510
blr,2002,9220
blr,2003,9020
blr,2004,8800
blr,2005,8820
blr,2006,8830
blr,2007,8780
blr,2008,8750
blr,2009,8950
blr,2010,8990
blr,2011,9060
blr,2012,9260
blr,2013,9390
blr,2014,9380
blr,2015,9380
blr,2016,9250
blr,2017,9340
blr,2018,9270
blz,1990,100
blz,1991,100
blz,1992,120
blz,1993,100
blz,1994,100
blz,1995,80
blz,1996,80
blz,1997,80
blz,1998,90
blz,1999,100
blz,2000,90
blz,2001,100
blz,2002,100
blz,2003,110
blz,2004,100
blz,2005,100
blz,2006,110
blz,2007,130
blz,2008,140
blz,2009,150
blz,2010,150
blz,2011,170
blz,2012,160
blz,2013,190
blz,2014,150
blz,2015,160
blz,2016,180
blz,2017,190
blz,2018,190
bol,1990,11180
bol,1991,11340
bol,1992,11590
bol,1993,11810
bol,1994,12080
bol,1995,12340
bol,1996,12320
bol,1997,12650
bol,1998,13130
bol,1999,13730
bol,2000,13980
bol,2001,13540
bol,2002,14570
bol,2003,14480
bol,2004,15480
bol,2005,16140
bol,2006,15970
bol,2007,16100
bol,2008,16260
bol,2009,16650
bol,2010,18330
bol,2011,17790
bol,2012,18020
bol,2013,18220
bol,2014,17730
bol,2015,18220
bol,2016,18810
bol,2017,18780
bol,2018,18880
bra,1990,242130
bra,1991,250260
bra,1992,254460
bra,1993,254580
bra,1994,259460
bra,1995,264090
bra,1996,251710
bra,1997,256380
bra,1998,262050
bra,1999,263870
bra,2000,268590
bra,2001,280000
bra,2002,295290
bra,2003,307820
bra,2004,323270
bra,2005,328430
bra,2006,322110
bra,2007,321150
bra,2008,318410
bra,2009,321000
bra,2010,335810
bra,2011,333930
bra,2012,334260
bra,2013,330240
bra,2014,333330
bra,2015,337890
bra,2016,339750
bra,2017,335960
bra,2018,329920
brb,1990,60
brb,1991,60
brb,1992,60
brb,1993,50
brb,1994,50
brb,1995,50
brb,1996,50
brb,1997,50
brb,1998,50
brb,1999,40
brb,2000,40
brb,2001,40
brb,2002,30
brb,2003,30
brb,2004,30
brb,2005,30
brb,2006,20
brb,2007,20
brb,2008,20
brb,2009,20
brb,2010,30
brb,2011,20
brb,2012,20
brb,2013,30
brb,2014,30
brb,2015,20
brb,2016,20
brb,2017,20
brb,2018,20
brn,1990,10
brn,1991,10
brn,1992,10
brn,1993,10
brn,1994,10
brn,1995,10
brn,1996,10
brn,1997,20
brn,1998,20
brn,1999,20
brn,2000,20
brn,2001,20
brn,2002,20
brn,2003,20
brn,2004,20
brn,2005,20
brn,2006,20
brn,2007,20
brn,2008,20
brn,2009,20
brn,2010,20
brn,2011,20
brn,2012,20
brn,2013,20
brn,2014,20
brn,2015,20
brn,2016,20
brn,2017,20
brn,2018,20
btn,1990,520
btn,1991,530
btn,1992,500
btn,1993,500
btn,1994,490
btn,1995,540
btn,1996,520
btn,1997,520
btn,1998,510
btn,1999,540
btn,2000,510
btn,2001,460
btn,2002,460
btn,2003,460
btn,2004,460
btn,2005,530
btn,2006,510
btn,2007,520
btn,2008,450
btn,2009,480
btn,2010,480
btn,2011,470
btn,2012,460
btn,2013,470
btn,2014,440
btn,2015,420
btn,2016,420
btn,2017,420
btn,2018,420
bwa,1990,5320
bwa,1991,4970
bwa,1992,4760
bwa,1993,4560
bwa,1994,4800
bwa,1995,5290
bwa,1996,5900
bwa,1997,5640
bwa,1998,5190
bwa,1999,5160
bwa,2000,4990
bwa,2001,5940
bwa,2002,5930
bwa,2003,2560
bwa,2004,2830
bwa,2005,3370
bwa,2006,4330
bwa,2007,3380
bwa,2008,7540
bwa,2009,3290
bwa,2010,8710
bwa,2011,10800
bwa,2012,4840
bwa,2013,4270
bwa,2014,2780
bwa,2015,2530
bwa,2016,2100
bwa,2017,3480
bwa,2018,2720
caf,1990,8360
caf,1991,8550
caf,1992,8560
caf,1993,8570
caf,1994,8640
caf,1995,8710
caf,1996,9680
caf,1997,9780
caf,1998,10730
caf,1999,9620
caf,2000,11050
caf,2001,9220
caf,2002,8160
caf,2003,10630
caf,2004,9390
caf,2005,9910
caf,2006,9990
caf,2007,10220
caf,2008,10760
caf,2009,8600
caf,2010,9630
caf,2011,10330
caf,2012,8940
caf,2013,9560
caf,2014,9340
caf,2015,9490
caf,2016,10400
caf,2017,9690
caf,2018,9890
can,1990,23860
can,1991,23770
can,1992,24490
can,1993,24320
can,1994,24420
can,1995,25680
can,1996,26610
can,1997,26510
can,1998,27450
can,1999,26530
can,2000,26240
can,2001,26920
can,2002,27740
can,2003,27290
can,2004,28820
can,2005,29120
can,2006,28830
can,2007,27650
can,2008,26670
can,2009,25400
can,2010,25290
can,2011,24460
can,2012,24610
can,2013,25190
can,2014,24810
can,2015,24060
can,2016,23780
can,2017,24150
can,2018,24230
che,1990,4870
che,1991,4820
che,1992,4720
che,1993,4630
che,1994,4640
che,1995,4570
che,1996,4540
che,1997,4380
che,1998,4340
che,1999,4240
che,2000,4190
che,2001,4230
che,2002,4190
che,2003,4110
che,2004,4040
che,2005,4080
che,2006,4100
che,2007,4090
che,2008,4160
che,2009,4090
che,2010,4090
che,2011,4060
che,2012,4030
che,2013,4000
che,2014,3990
che,2015,3950
che,2016,3930
che,2017,3900
che,2018,3880
chl,1990,6370
chl,1991,6440
chl,1992,6600
chl,1993,6820
chl,1994,7060
chl,1995,7180
chl,1996,7270
chl,1997,7500
chl,1998,7600
chl,1999,7520
chl,2000,7430
chl,2001,7280
chl,2002,7140
chl,2003,7050
chl,2004,7070
chl,2005,7000
chl,2006,6850
chl,2007,6580
chl,2008,6650
chl,2009,6700
chl,2010,6680
chl,2011,6630
chl,2012,6690
chl,2013,5520
chl,2014,5550
chl,2015,5030
chl,2016,5120
chl,2017,5160
chl,2018,5470
chn,1990,336950
chn,1991,341210
chn,1992,341330
chn,1993,338760
chn,1994,346380
chn,1995,366270
chn,1996,386770
chn,1997,349740
chn,1998,366920
chn,1999,373880
chn,2000,372890
chn,2001,362550
chn,2002,353360
chn,2003,344470
chn,2004,353350
chn,2005,356420
chn,2006,354810
chn,2007,345700
chn,2008,350410
chn,2009,348440
chn,2010,346060
chn,2011,341020
chn,2012,338530
chn,2013,337580
chn,2014,337910
chn,2015,341350
chn,2016,342280
chn,2017,335560
chn,2018,331360
civ,1990,2700
civ,1991,2780
civ,1992,2840
civ,1993,2750
civ,1994,2870
civ,1995,2930
civ,1996,2660
civ,1997,2710
civ,1998,2710
civ,1999,2680
civ,2000,2770
civ,2001,3040
civ,2002,3350
civ,2003,3300
civ,2004,2640
civ,2005,3430
civ,2006,3290
civ,2007,3320
civ,2008,3120
civ,2009,3030
civ,2010,2970
civ,2011,3120
civ,2012,3250
civ,2013,3500
civ,2014,3070
civ,2015,3160
civ,2016,3680
civ,2017,3210
civ,2018,3120
cmr,1990,6050
cmr,1991,6020
cmr,1992,6040
cmr,1993,6040
cmr,1994,6050
cmr,1995,6020
cmr,1996,6110
cmr,1997,6310
cmr,1998,6830
cmr,1999,7070
cmr,2000,7870
cmr,2001,7400
cmr,2002,7300
cmr,2003,7990
cmr,2004,7240
cmr,2005,8010
cmr,2006,7470
cmr,2007,7370
cmr,2008,6790
cmr,2009,6510
cmr,2010,6790
cmr,2011,6670
cmr,2012,6890
cmr,2013,7150
cmr,2014,7080
cmr,2015,7250
cmr,2016,7240
cmr,2017,7130
cmr,2018,7160
cod,1990,12380
cod,1991,12260
cod,1992,12340
cod,1993,12260
cod,1994,12210
cod,1995,12120
cod,1996,9580
cod,1997,9390
cod,1998,9770
cod,1999,8900
cod,2000,8710
cod,2001,9490
cod,2002,11860
cod,2003,12950
cod,2004,13800
cod,2005,13570
cod,2006,13750
cod,2007,12100
cod,2008,12800
cod,2009,12670
cod,2010,13110
cod,2011,12340
cod,2012,12420
cod,2013,13110
cod,2014,12840
cod,2015,13300
cod,2016,13170
cod,2017,13660
cod,2018,12890
cog,1990,980
cog,1991,980
cog,1992,980
cog,1993,990
cog,1994,990
cog,1995,990
cog,1996,410
cog,1997,440
cog,1998,460
cog,1999,470
cog,2000,380
cog,2001,450
cog,2002,690
cog,2003,1100
cog,2004,1180
cog,2005,1400
cog,2006,1450
cog,2007,1330
cog,2008,1340
cog,2009,1260
cog,2010,1470
cog,2011,1500
cog,2012,1420
cog,2013,1490
cog,2014,1280
cog,2015,1460
cog,2016,1480
cog,2017,1460
cog,2018,1510
col,1990,41850
col,1991,41440
col,1992,42030
col,1993,42690
col,1994,43380
col,1995,43390
col,1996,43910
col,1997,43250
col,1998,43550
col,1999,41790
col,2000,42190
col,2001,42960
col,2002,42970
col,2003,43820
col,2004,44350
col,2005,44490
col,2006,44230
col,2007,45380
col,2008,45530
col,2009,45290
col,2010,46280
col,2011,43100
col,2012,40340
col,2013,39700
col,2014,39070
col,2015,38880
col,2016,39460
col,2017,41960
col,2018,43990
com,1990,150
com,1991,150
com,1992,160
com,1993,160
com,1994,160
com,1995,160
com,1996,160
com,1997,170
com,1998,170
com,1999,170
com,2000,150
com,2001,160
com,2002,170
com,2003,160
com,2004,160
com,2005,170
com,2006,180
com,2007,160
com,2008,180
com,2009,190
com,2010,200
com,2011,210
com,2012,220
com,2013,220
com,2014,230
com,2015,240
com,2016,240
com,2017,240
com,2018,240
cpv,1990,40
cpv,1991,40
cpv,1992,50
cpv,1993,50
cpv,1994,50
cpv,1995,50
cpv,1996,50
cpv,1997,50
cpv,1998,50
cpv,1999,50
cpv,2000,50
cpv,2001,50
cpv,2002,50
cpv,2003,50
cpv,2004,60
cpv,2005,60
cpv,2006,60
cpv,2007,60
cpv,2008,60
cpv,2009,60
cpv,2010,60
cpv,2011,60
cpv,2012,60
cpv,2013,60
cpv,2014,60
cpv,2015,60
cpv,2016,60
cpv,2017,50
cpv,2018,50
cri,1990,3390
cri,1991,3360
cri,1992,3310
cri,1993,3300
cri,1994,2980
cri,1995,2630
cri,1996,2550
cri,1997,2490
cri,1998,2500
cri,1999,2370
cri,2000,2280
cri,2001,2190
cri,2002,2090
cri,2003,2000
cri,2004,1910
cri,2005,2000
cri,2006,1940
cri,2007,2110
cri,2008,2240
cri,2009,2270
cri,2010,2280
cri,2011,2370
cri,2012,2280
cri,2013,2330
cri,2014,2320
cri,2015,2330
cri,2016,2480
cri,2017,2510
cri,2018,2420
cub,1990,9100
cub,1991,8980
cub,1992,9100
cub,1993,8390
cub,1994,8950
cub,1995,8580
cub,1996,9060
cub,1997,8920
cub,1998,8830
cub,1999,8410
cub,2000,8280
cub,2001,8060
cub,2002,8110
cub,2003,8230
cub,2004,7790
cub,2005,7170
cub,2006,7400
cub,2007,7410
cub,2008,7620
cub,2009,8180
cub,2010,7990
cub,2011,8280
cub,2012,8240
cub,2013,8250
cub,2014,8160
cub,2015,7650
cub,2016,7820
cub,2017,7410
cub,2018,7490
cyp,1990,150
cyp,1991,150
cyp,1992,150
cyp,1993,160
cyp,1994,160
cyp,1995,170
cyp,1996,170
cyp,1997,170
cyp,1998,170
cyp,1999,170
cyp,2000,180
cyp,2001,190
cyp,2002,210
cyp,2003,200
cyp,2004,190
cyp,2005,180
cyp,2006,180
cyp,2007,180
cyp,2008,180
cyp,2009,180
cyp,2010,180
cyp,2011,180
cyp,2012,180
cyp,2013,170
cyp,2014,170
cyp,2015,160
cyp,2016,170
cyp,2017,180
cyp,2018,190
cze,1990,7740
cze,1991,7400
cze,1992,6600
cze,1993,5760
cze,1994,5000
cze,1995,4720
cze,1996,4600
cze,1997,4340
cze,1998,4030
cze,1999,3930
cze,2000,3720
cze,2001,3690
cze,2002,3510
cze,2003,3400
cze,2004,3280
cze,2005,3200
cze,2006,3140
cze,2007,3160
cze,2008,3130
cze,2009,3010
cze,2010,2950
cze,2011,2920
cze,2012,2910
cze,2013,2920
cze,2014,2950
cze,2015,3000
cze,2016,3020
cze,2017,3010
cze,2018,3010
deu,1990,52060
deu,1991,48570
deu,1992,43370
deu,1993,41880
deu,1994,41310
deu,1995,41150
deu,1996,40770
deu,1997,40600
deu,1998,39390
deu,1999,38850
deu,2000,37960
deu,2001,37670
deu,2002,37050
deu,2003,36020
deu,2004,35030
deu,2005,34830
deu,2006,34060
deu,2007,34070
deu,2008,34700
deu,2009,34620
deu,2010,34200
deu,2011,33950
deu,2012,33980
deu,2013,34270
deu,2014,34570
deu,2015,34260
deu,2016,33840
deu,2017,33560
deu,2018,32610
dji,1990,360
dji,1991,360
dji,1992,360
dji,1993,370
dji,1994,380
dji,1995,410
dji,1996,430
dji,1997,430
dji,1998,440
dji,1999,460
dji,2000,460
dji,2001,460
dji,2002,460
dji,2003,460
dji,2004,470
dji,2005,470
dji,2006,460
dji,2007,460
dji,2008,460
dji,2009,460
dji,2010,460
dji,2011,460
dji,2012,470
dji,2013,470
dji,2014,470
dji,2015,470
dji,2016,470
dji,2017,470
dji,2018,470
dma,1990,20
dma,1991,20
dma,1992,20
dma,1993,20
dma,1994,20
dma,1995,20
dma,1996,20
dma,1997,20
dma,1998,20
dma,1999,20
dma,2000,20
dma,2001,20
dma,2002,20
dma,2003,20
dma,2004,20
dma,2005,20
dma,2006,20
dma,2007,20
dma,2008,20
dma,2009,20
dma,2010,20
dma,2011,30
dma,2012,30
dma,2013,30
dma,2014,30
dma,2015,30
dma,2016,30
dma,2017,30
dma,2018,30
dnk,1990,6850
dnk,1991,6900
dnk,1992,6890
dnk,1993,7000
dnk,1994,6840
dnk,1995,6850
dnk,1996,6820
dnk,1997,6770
dnk,1998,6820
dnk,1999,6530
dnk,2000,6550
dnk,2001,6730
dnk,2002,6580
dnk,2003,6480
dnk,2004,6370
dnk,2005,6270
dnk,2006,6150
dnk,2007,6260
dnk,2008,6090
dnk,2009,5990
dnk,2010,6220
dnk,2011,6160
dnk,2012,6140
dnk,2013,6090
dnk,2014,6020
dnk,2015,6040
dnk,2016,6060
dnk,2017,6010
dnk,2018,6090
dom,1990,4230
dom,1991,4480
dom,1992,4240
dom,1993,4450
dom,1994,4380
dom,1995,4450
dom,1996,4650
dom,1997,4730
dom,1998,4820
dom,1999,4380
dom,2000,4200
dom,2001,4490
dom,2002,4660
dom,2003,4540
dom,2004,5000
dom,2005,4770
dom,2006,4820
dom,2007,5460
dom,2008,5610
dom,2009,5850
dom,2010,5950
dom,2011,5990
dom,2012,5970
dom,2013,6000
dom,2014,6020
dom,2015,6000
dom,2016,6060
dom,2017,6150
dom,2018,6220
dza,1990,4360
dza,1991,4180
dza,1992,4370
dza,1993,4450
dza,1994,4270
dza,1995,4280
dza,1996,4310
dza,1997,4300
dza,1998,4540
dza,1999,4750
dza,2000,4760
dza,2001,4800
dza,2002,4650
dza,2003,4800
dza,2004,5020
dza,2005,5050
dza,2006,5190
dza,2007,5290
dza,2008,5220
dza,2009,5530
dza,2010,5820
dza,2011,6020
dza,2012,6350
dza,2013,6560
dza,2014,6940
dza,2015,7040
dza,2016,6970
dza,2017,6880
dza,2018,6810
ecu,1990,8660
ecu,1991,8590
ecu,1992,9400
ecu,1993,9850
ecu,1994,10220
ecu,1995,10360
ecu,1996,10640
ecu,1997,11130
ecu,1998,10240
ecu,1999,10440
ecu,2000,9120
ecu,2001,9810
ecu,2002,10110
ecu,2003,9980
ecu,2004,10490
ecu,2005,10060
ecu,2006,10070
ecu,2007,9770
ecu,2008,9770
ecu,2009,10460
ecu,2010,10580
ecu,2011,10400
ecu,2012,10360
ecu,2013,10380
ecu,2014,9280
ecu,2015,8610
ecu,2016,8570
ecu,2017,8570
ecu,2018,8050
egy,1990,11270
egy,1991,11980
egy,1992,12490
egy,1993,12760
egy,1994,13000
egy,1995,13140
egy,1996,13400
egy,1997,14100
egy,1998,13210
egy,1999,14640
egy,2000,15100
egy,2001,14760
egy,2002,15940
egy,2003,16040
egy,2004,16360
egy,2005,16350
egy,2006,16940
egy,2007,17630
egy,2008,17820
egy,2009,15810
egy,2010,14880
egy,2011,16110
egy,2012,16730
egy,2013,16090
egy,2014,15990
egy,2015,15380
egy,2016,15570
egy,2017,14770
egy,2018,15050
eri,1990,2180
eri,1991,2190
eri,1992,2250
eri,1993,1850
eri,1994,1880
eri,1995,1910
eri,1996,2170
eri,1997,2490
eri,1998,2620
eri,1999,2690
eri,2000,2790
eri,2001,2590
eri,2002,2560
eri,2003,2650
eri,2004,2690
eri,2005,2730
eri,2006,2620
eri,2007,2820
eri,2008,2830
eri,2009,2830
eri,2010,2740
eri,2011,2870
eri,2012,2890
eri,2013,2920
eri,2014,2930
eri,2015,2940
eri,2016,2980
eri,2017,2980
eri,2018,2990
esp,1990,22250
esp,1991,22190
esp,1992,22030
esp,1993,21480
esp,1994,21570
esp,1995,21820
esp,1996,22320
esp,1997,23590
esp,1998,23930
esp,1999,24270
esp,2000,24740
esp,2001,25160
esp,2002,25400
esp,2003,25580
esp,2004,25730
esp,2005,25280
esp,2006,24750
esp,2007,25280
esp,2008,23700
esp,2009,24090
esp,2010,23610
esp,2011,22950
esp,2012,22490
esp,2013,22330
esp,2014,23020
esp,2015,23890
esp,2016,24050
esp,2017,24360
esp,2018,24660
est,1990,1760
est,1991,1720
est,1992,1800
est,1993,1590
est,1994,1270
est,1995,1170
est,1996,1040
est,1997,940
est,1998,900
est,1999,860
est,2000,750
est,2001,720
est,2002,740
est,2003,700
est,2004,710
est,2005,700
est,2006,690
est,2007,680
est,2008,670
est,2009,650
