geo,time,dc_dac_jpnl_cd
gin,2007,12020000.45776
gin,2008,16860000.61035
gin,2009,18200000.76294
gin,2010,10800000.19073
gin,2011,2190000.05722
gin,2012,22559999.46594
gin,2013,69930000.30518
gin,2014,22989999.77112
gin,2015,26250000
gin,2016,18059999.46594
gin,2017,30079999.92371
gin,2018,17979999.54224
gin,2019,16340000.15259
gmb,1977,370000.00477
gmb,1978,29999.99933
gmb,1980,29999.99933
gmb,1981,579999.98331
gmb,1982,3819999.93324
gmb,1983,70000.0003
gmb,1984,3359999.8951
gmb,1985,1210000.03815
gmb,1986,1590000.03338
gmb,1987,4449999.80927
gmb,1988,3829999.92371
gmb,1989,2039999.96185
gmb,1990,6440000.05722
gmb,1991,4010000.22888
gmb,1992,5079999.92371
gmb,1993,12729999.54224
gmb,1994,11500000
gmb,1995,2289999.96185
gmb,1996,100000.00149
gmb,1997,209999.99344
gmb,1998,579999.98331
gmb,1999,2230000.01907
gmb,2000,3279999.97139
gmb,2001,3099999.90463
gmb,2002,8199999.80927
gmb,2003,8859999.65668
gmb,2004,2660000.08583
gmb,2005,4380000.11444
gmb,2006,10989999.77112
gmb,2007,6389999.86649
gmb,2008,1080000.04292
gmb,2009,11390000.34332
gmb,2010,17219999.31335
gmb,2011,11449999.80927
gmb,2012,7460000.03815
gmb,2013,7039999.96185
gmb,2014,349999.99404
gmb,2015,2640000.1049
gmb,2016,1779999.97139
gmb,2017,409999.99642
gmb,2018,3470000.02861
gmb,2019,4239999.77112
gnb,1969,9999.99978
gnb,1980,39999.99911
gnb,1981,920000.01669
gnb,1982,1100000.02384
gnb,1983,1230000.01907
gnb,1984,1330000.04292
gnb,1985,1330000.04292
gnb,1986,1480000.01907
gnb,1987,1179999.94755
gnb,1988,1990000.00954
gnb,1989,1259999.99046
gnb,1990,3069999.93324
gnb,1991,2849999.90463
gnb,1992,2700000.04768
gnb,1993,6510000.22888
gnb,1994,3660000.08583
gnb,1995,11420000.07629
gnb,1996,10880000.11444
gnb,1997,7460000.03815
gnb,1998,11600000.38147
gnb,1999,1529999.97139
gnb,2001,180000.00715
gnb,2002,119999.99732
gnb,2003,59999.99866
gnb,2004,9999.99978
gnb,2005,29999.99933
gnb,2006,39999.99911
gnb,2007,1080000.04292
gnb,2008,5829999.92371
gnb,2009,9430000.30518
gnb,2010,16110000.61035
gnb,2011,9779999.73297
gnb,2012,6619999.88556
gnb,2013,5650000.09537
gnb,2014,8029999.73297
gnb,2015,3490000.00954
gnb,2016,1279999.97139
gnb,2017,2819999.93324
gnb,2018,409999.99642
gnb,2019,5139999.86649
gnq,1983,629999.99523
gnq,1984,310000.00238
gnq,1985,340000.00358
gnq,1986,589999.97377
gnq,1987,600000.02384
gnq,1988,750000
gnq,1989,29999.99933
gnq,1990,709999.97854
gnq,1991,1000000
gnq,1992,1490000.00954
gnq,1993,1330000.04292
gnq,1994,1320000.05245
gnq,1995,769999.98093
gnq,1996,230000.00417
gnq,1997,19999.99955
gnq,1998,129999.99523
gnq,1999,70000.0003
gnq,2000,59999.99866
gnq,2001,29999.99933
gnq,2002,189999.99762
gnq,2003,29999.99933
gnq,2004,9999.99978
gnq,2005,90000.00358
gnq,2006,9999.99978
gnq,2007,9999.99978
gnq,2008,90000.00358
gnq,2009,100000.00149
gnq,2010,319999.99285
gnq,2011,319999.99285
gnq,2012,70000.0003
gnq,2013,39999.99911
gnq,2015,19999.99955
gnq,2016,59999.99866
gnq,2017,150000.00596
gnq,2018,170000.00179
gnq,2019,109999.9994
grd,1978,9999.99978
grd,1982,9999.99978
grd,1983,19999.99955
grd,1984,29999.99933
grd,1985,29999.99933
grd,1986,109999.9994
grd,1987,50000.00075
grd,1988,180000.00715
grd,1989,250000
grd,1990,1799999.95232
grd,1991,3420000.07629
grd,1992,660000.02623
grd,1993,589999.97377
grd,1994,750000
grd,1995,3380000.11444
grd,1996,3329999.92371
grd,1997,2700000.04768
grd,1998,1019999.98093
grd,1999,1490000.00954
grd,2000,6469999.79019
grd,2001,2420000.07629
grd,2002,1169999.95708
grd,2003,7000000
grd,2004,4920000.07629
grd,2005,1159999.96662
grd,2006,490000.00954
grd,2007,79999.99821
grd,2008,430000.00715
grd,2009,680000.00715
grd,2010,5840000.15259
grd,2011,8489999.77112
grd,2012,39999.99911
grd,2013,150000.00596
grd,2014,2069999.93324
grd,2015,1200000.04768
grd,2016,4340000.15259
grd,2017,209999.99344
grd,2018,129999.99523
grd,2019,119999.99732
gtm,1968,9999.99978
gtm,1969,9999.99978
gtm,1970,9999.99978
gtm,1971,9999.99978
gtm,1972,29999.99933
gtm,1973,200000.00298
gtm,1974,259999.99046
gtm,1975,159999.99642
gtm,1976,1389999.98569
gtm,1977,2190000.05722
gtm,1978,2230000.01907
gtm,1979,1950000.04768
gtm,1980,2670000.07629
gtm,1981,1980000.01907
gtm,1982,1299999.95232
gtm,1983,1480000.01907
gtm,1984,1470000.02861
gtm,1985,1289999.96185
gtm,1986,2569999.93324
gtm,1987,2519999.98093
gtm,1988,4360000.13351
gtm,1989,3940000.05722
gtm,1990,5309999.94278
gtm,1991,14880000.11444
gtm,1992,10489999.77112
gtm,1993,37939998.62671
gtm,1994,42959999.08447
gtm,1995,37090000.15259
gtm,1996,44639999.38965
gtm,1997,49750000
gtm,1998,36509998.32153
gtm,1999,67370002.74658
gtm,2000,67050003.05176
gtm,2001,45700000.76294
gtm,2002,29399999.61853
gtm,2003,37400001.52588
gtm,2004,25370000.83923
gtm,2005,32840000.15259
gtm,2006,38860000.61035
gtm,2007,17649999.61853
gtm,2008,10600000.38147
gtm,2009,25969999.31335
gtm,2010,41240001.67847
gtm,2011,15560000.41962
gtm,2012,18090000.15259
gtm,2013,7820000.17166
gtm,2014,-1960000.03815
gtm,2015,259999.99046
gtm,2016,-4340000.15259
gtm,2017,-2269999.98093
gtm,2018,11029999.73297
gtm,2019,10310000.41962
guy,1974,720000.02861
guy,1975,219999.99881
guy,1976,1110000.01431
guy,1977,119999.99732
guy,1978,-39999.99911
guy,1979,1679999.94755
guy,1980,430000.00715
guy,1981,3190000.05722
guy,1982,280000.00119
guy,1984,2170000.07629
guy,1985,3359999.8951
guy,1986,3119999.88556
guy,1987,779999.97139
guy,1988,2009999.99046
guy,1989,1230000.01907
guy,1990,4610000.13351
guy,1991,6880000.11444
guy,1992,189999.99762
guy,1993,239999.99464
guy,1994,2470000.02861
guy,1995,439999.99762
guy,1996,11069999.69482
guy,1997,9920000.07629
guy,1998,430000.00715
guy,1999,560000.00238
guy,2000,610000.01431
guy,2001,4769999.98093
guy,2002,689999.99762
guy,2003,2849999.90463
guy,2004,10720000.26703
guy,2005,500000
guy,2006,5630000.11444
guy,2007,4230000.01907
guy,2008,7750000
guy,2009,4639999.86649
guy,2010,6539999.96185
guy,2011,879999.99523
guy,2012,8939999.58038
guy,2013,1000000
guy,2014,3549999.95232
guy,2015,1110000.01431
guy,2016,660000.02623
guy,2017,1129999.99523
guy,2018,1659999.96662
guy,2019,2829999.92371
hkg,1963,9999.99978
hkg,1964,19999.99955
hkg,1965,39999.99911
hkg,1966,29999.99933
hkg,1967,39999.99911
hkg,1968,79999.99821
hkg,1969,109999.9994
hkg,1970,109999.9994
hkg,1971,129999.99523
hkg,1972,159999.99642
hkg,1973,209999.99344
hkg,1974,490000.00954
hkg,1975,449999.98808
hkg,1976,540000.02146
hkg,1977,500000
hkg,1978,740000.00954
hkg,1979,1019999.98093
hkg,1980,1090000.03338
hkg,1981,1909999.96662
hkg,1982,1360000.01431
hkg,1983,1370000.00477
hkg,1984,1169999.95708
hkg,1985,1250000
hkg,1986,1559999.94278
hkg,1987,2559999.94278
hkg,1988,2900000.09537
hkg,1989,4010000.22888
hkg,1990,9229999.54224
hkg,1991,6659999.84741
hkg,1992,6420000.07629
hkg,1993,6230000.01907
hkg,1994,4900000.09537
hkg,1995,5820000.17166
hkg,1996,5860000.13351
hkg,1997,1490000.00954
hkg,1998,1950000.04768
hkg,1999,2500000
hkg,2000,2640000.1049
hkg,2001,2539999.96185
hkg,2002,2160000.08583
hkg,2003,1970000.02861
hkg,2004,2200000.04768
hnd,1963,9999.99978
hnd,1968,19999.99955
hnd,1969,9999.99978
hnd,1971,9999.99978
hnd,1972,9999.99978
hnd,1973,19999.99955
hnd,1974,50000.00075
hnd,1975,100000.00149
hnd,1976,1019999.98093
hnd,1977,2279999.97139
hnd,1978,4940000.05722
hnd,1979,4090000.15259
hnd,1980,7170000.07629
hnd,1981,7510000.22888
hnd,1982,6449999.80927
hnd,1983,17090000.15259
hnd,1984,13720000.26703
hnd,1985,18899999.61853
hnd,1986,36189998.62671
hnd,1987,34979999.54224
hnd,1988,48099998.47412
hnd,1989,39990001.67847
hnd,1990,85099998.47412
hnd,1991,28170000.07629
hnd,1992,45709999.08447
hnd,1993,40889999.38965
hnd,1994,45610000.61035
hnd,1995,74790000.91553
hnd,1996,63750000
hnd,1997,42029998.7793
hnd,1998,27010000.22888
hnd,1999,66309997.55859
hnd,2000,50139999.38965
hnd,2001,76309997.55859
hnd,2002,94849998.47412
hnd,2003,31989999.77112
hnd,2004,31340000.15259
hnd,2005,103470001.2207
hnd,2006,138009994.50684
hnd,2007,20760000.22888
hnd,2008,40860000.61035
hnd,2009,41720001.2207
hnd,2010,16040000.91553
hnd,2011,10989999.77112
hnd,2012,22319999.69482
hnd,2013,14020000.45776
hnd,2014,15420000.07629
hnd,2015,14399999.61853
hnd,2016,12750000
hnd,2017,9479999.54224
hnd,2018,16420000.07629
hnd,2019,24239999.77112
hrv,1995,430000.00715
hrv,1996,119999.99732
hrv,1997,-889999.98569
hrv,1998,819999.99285
hrv,1999,490000.00954
hrv,2000,1730000.01907
hrv,2001,3240000.00954
hrv,2002,509999.99046
hrv,2003,1000000
hrv,2004,689999.99762
hrv,2005,479999.98927
hrv,2006,-59999.99866
hrv,2007,189999.99762
hrv,2008,9999.99978
hrv,2009,-660000.02623
hrv,2010,1879999.99523
hti,1976,9999.99978
hti,1979,9999.99978
hti,1980,2240000.00954
hti,1981,1600000.02384
hti,1982,5940000.05722
hti,1983,1629999.99523
hti,1984,1419999.95708
hti,1985,6320000.17166
hti,1986,4320000.17166
hti,1987,10119999.88556
hti,1988,15000000
hti,1989,11159999.84741
hti,1990,2750000
hti,1991,8430000.30518
hti,1992,180000.00715
hti,1993,90000.00358
hti,1994,409999.99642
hti,1995,9779999.73297
hti,1996,7159999.84741
hti,1997,14079999.92371
hti,1998,15310000.41962
hti,1999,6769999.98093
hti,2000,13460000.03815
hti,2001,8550000.19073
hti,2002,9260000.22888
hti,2003,4730000.01907
hti,2004,5909999.84741
hti,2005,939999.99762
hti,2006,5530000.20981
hti,2007,6800000.19073
hti,2008,11720000.26703
hti,2009,24840000.15259
hti,2010,71980003.35693
hti,2011,22340000.15259
hti,2012,16360000.61035
hti,2013,13409999.84741
hti,2014,22979999.54224
hti,2015,23469999.31335
hti,2016,21450000.76294
hti,2017,15380000.11444
hti,2018,43330001.83105
hti,2019,22809999.46594
hun,1990,1970000.02861
hun,1991,2750000
hun,1992,6150000.09537
hun,1993,10720000.26703
hun,1994,7760000.22888
hun,1995,11380000.11444
hun,1996,17479999.54224
hun,1997,24200000.76294
hun,1998,20049999.23706
hun,1999,-33560001.37329
hun,2000,6599999.90463
hun,2001,7420000.07629
hun,2002,6889999.86649
hun,2003,6579999.92371
hun,2004,4719999.79019
idn,1960,14279999.73297
idn,1961,30809999.46594
idn,1962,22040000.91553
idn,1963,17930000.30518
idn,1964,15010000.22888
idn,1965,21520000.45776
idn,1966,50580001.83105
idn,1967,112930000.30518
idn,1968,83730003.35693
idn,1969,65839996.33789
idn,1970,125839996.33789
idn,1971,111889999.38965
idn,1972,103199996.94824
idn,1973,142860000.61035
idn,1974,221089996.33789
idn,1975,197919998.16895
idn,1976,200479995.72754
idn,1977,148350006.10352
idn,1978,227589996.33789
idn,1979,226899993.89648
idn,1980,350029998.7793
idn,1981,299799987.79297
idn,1982,294549987.79297
idn,1983,235460006.71387
idn,1984,167699996.94824
idn,1985,161330001.83105
idn,1986,160830001.83105
idn,1987,707320007.32422
idn,1988,984909973.14453
idn,1989,1145270019.53125
idn,1990,867780029.29688
idn,1991,1065510009.76563
idn,1992,1356709960.9375
idn,1993,1148890014.64844
idn,1994,886169982.91016
idn,1995,892419982.91016
idn,1996,965530029.29688
idn,1997,496859985.35156
idn,1998,828469970.70312
idn,1999,1605839965.82031
idn,2000,970099975.58594
idn,2001,860070007.32422
idn,2002,538299987.79297
idn,2003,1141780029.29688
idn,2004,-318540008.54492
idn,2005,1223130004.88281
idn,2006,-90250000
idn,2007,-222460006.71387
idn,2008,-284920013.42773
idn,2009,-512789978.02734
idn,2010,61139999.38965
idn,2011,-616710021.97266
idn,2012,-879530029.29688
idn,2013,-820929992.67578
idn,2014,-1192209960.9375
idn,2015,-999119995.11719
idn,2016,-1206339965.82031
idn,2017,-1048130004.88281
idn,2018,-947820007.32422
idn,2019,-883020019.53125
ind,1960,16200000.76294
ind,1961,23229999.54224
ind,1962,8659999.84741
ind,1963,32470001.2207
ind,1964,35459999.08447
ind,1965,53229999.54224
ind,1966,49450000.76294
ind,1967,40270000.45776
ind,1968,78269996.64307
ind,1969,33889999.38965
ind,1970,32729999.54224
ind,1971,33540000.91553
ind,1972,26670000.07629
ind,1973,68980003.35693
ind,1974,64750000
ind,1975,46610000.61035
ind,1976,79440002.44141
ind,1977,28790000.91553
ind,1978,44759998.32153
ind,1979,42189998.62671
ind,1980,37409999.84741
ind,1981,4039999.96185
ind,1982,41090000.15259
ind,1983,129529998.7793
ind,1984,21610000.61035
ind,1985,21909999.84741
ind,1986,226699996.94824
ind,1987,303929992.67578
ind,1988,179460006.71387
ind,1989,257239990.23438
ind,1990,87260002.13623
ind,1991,891049987.79297
ind,1992,425200012.20703
ind,1993,295940002.44141
ind,1994,886520019.53125
ind,1995,506420013.42773
ind,1996,579270019.53125
ind,1997,491799987.79297
ind,1998,504950012.20703
ind,1999,634020019.53125
ind,2000,368160003.66211
ind,2001,528869995.11719
ind,2002,493640014.64844
ind,2003,325790008.54492
ind,2004,-82050003.05176
ind,2005,71459999.08447
ind,2006,29530000.68665
ind,2007,99889999.38965
ind,2008,599809997.55859
ind,2009,517010009.76562
ind,2010,981140014.64844
ind,2011,801960021.97266
ind,2012,704650024.41406
ind,2013,662340026.85547
ind,2014,704809997.55859
ind,2015,867650024.41406
ind,2016,1007780029.29688
ind,2017,1554630004.88281
ind,2018,1375400024.41406
ind,2019,1794770019.53125
irn,1960,29999.99933
irn,1961,230000.00417
irn,1962,159999.99642
irn,1963,129999.99523
irn,1964,159999.99642
irn,1965,140000.0006
irn,1966,129999.99523
irn,1967,180000.00715
irn,1968,349999.99404
irn,1969,2539999.96185
irn,1970,11960000.03815
irn,1971,3410000.08583
irn,1972,-620000.00477
irn,1973,-469999.99881
irn,1974,509999.99046
irn,1975,439999.99762
irn,1976,379999.99523
irn,1977,33549999.23706
irn,1978,95269996.64307
irn,1979,-280000.00119
irn,1980,23100000.38147
irn,1981,-1100000.02384
irn,1982,-8720000.26703
irn,1983,-8609999.65668
irn,1984,-7650000.09537
irn,1985,-7969999.79019
irn,1986,1250000
irn,1987,2140000.1049
irn,1988,2200000.04768
irn,1989,3529999.97139
irn,1990,-58860000.61035
irn,1991,-4130000.11444
irn,1992,-48639999.38965
irn,1993,-5929999.82834
irn,1994,-4150000.09537
irn,1995,58139999.38965
irn,1996,58090000.15259
irn,1997,70250000
irn,1998,48130001.06812
irn,1999,47979999.54224
irn,2000,44869998.93188
irn,2001,34389999.38965
irn,2002,17479999.54224
irn,2003,11319999.69482
irn,2004,19829999.92371
irn,2005,-2529999.97139
irn,2006,-7349999.90463
irn,2007,-12090000.15259
irn,2008,-16649999.61853
irn,2009,-17409999.84741
irn,2010,-7130000.11444
irn,2011,-13039999.96185
irn,2012,17540000.91553
irn,2013,3789999.96185
irn,2014,-42090000.15259
irn,2015,2880000.11444
irn,2016,-17989999.77112
irn,2017,6429999.82834
irn,2018,4460000.03815
irn,2019,12699999.80927
irq,1960,9999.99978
irq,1962,9999.99978
irq,1963,19999.99955
irq,1964,39999.99911
irq,1965,29999.99933
irq,1966,29999.99933
irq,1967,59999.99866
irq,1968,59999.99866
irq,1969,39999.99911
irq,1970,70000.0003
irq,1971,79999.99821
irq,1972,90000.00358
irq,1973,280000.00119
irq,1974,239999.99464
irq,1975,29770000.45776
irq,1976,5760000.22888
irq,1977,69489997.86377
irq,1978,39319999.69482
irq,1979,2049999.95232
irq,1980,1580000.04292
irq,1981,779999.97139
irq,1982,889999.98569
irq,1983,2609999.8951
irq,1984,-4639999.86649
irq,1985,14710000.03815
irq,1986,15239999.77112
irq,1987,70160003.66211
irq,1988,-10130000.11444
irq,1989,-13850000.38147
irq,1990,-19760000.22888
irq,1991,140000.0006
irq,1992,150000.00596
irq,1993,180000.00715
irq,1994,79999.99821
irq,1995,50000.00075
irq,1996,19999.99955
irq,1997,800000.01192
irq,1998,19999.99955
irq,1999,1000000
irq,2000,29999.99933
irq,2001,19999.99955
irq,2002,70000.0003
irq,2003,3130000.11444
irq,2004,662070007.32422
irq,2005,3502850097.65625
irq,2006,780809997.55859
irq,2007,858750000
irq,2008,1755229980.46875
irq,2009,28120000.83923
irq,2010,144440002.44141
irq,2011,370459991.45508
irq,2012,360959991.45508
irq,2013,700460021.97266
irq,2014,365450012.20703
irq,2015,325540008.54492
irq,2016,618659973.14453
irq,2017,353130004.88281
irq,2018,474170013.42773
irq,2019,212429992.67578
isr,1965,9999.99978
isr,1970,9999.99978
isr,1971,9999.99978
isr,1972,19999.99955
isr,1973,39999.99911
isr,1974,39999.99911
isr,1975,50000.00075
isr,1976,90000.00358
isr,1977,79999.99821
isr,1978,100000.00149
isr,1979,79999.99821
isr,1980,70000.0003
isr,1981,90000.00358
isr,1982,150000.00596
isr,1983,140000.0006
isr,1984,170000.00179
isr,1985,180000.00715
isr,1986,340000.00358
isr,1987,360000.01431
isr,1988,379999.99523
isr,1989,409999.99642
isr,1990,500000
isr,1991,660000.02623
isr,1992,699999.98808
isr,1993,939999.99762
isr,1994,1159999.96662
isr,1995,2049999.95232
isr,1996,1610000.01431
isr,1997,519999.98093
isr,1999,289999.99166
isr,2000,670000.01669
isr,2001,529999.97139
isr,2002,610000.01431
isr,2003,680000.00715
isr,2004,709999.97854
jam,1974,29999.99933
jam,1975,19999.99955
jam,1976,19999.99955
jam,1977,310000.00238
jam,1978,59999.99866
jam,1979,379999.99523
jam,1980,159999.99642
jam,1981,419999.98689
jam,1982,3440000.05722
jam,1983,6170000.07629
jam,1984,14100000.38147
jam,1985,24690000.53406
jam,1986,10449999.80927
jam,1987,3299999.95232
jam,1988,5619999.88556
jam,1989,22920000.07629
jam,1990,63479999.54224
jam,1991,40330001.83105
jam,1992,400000.00596
jam,1993,-3369999.88556
jam,1994,2150000.09537
jam,1995,8020000.45776
jam,1996,12409999.84741
jam,1997,15449999.80927
jam,1998,11050000.19073
jam,1999,-8180000.30518
jam,2000,-12229999.54224
jam,2001,-4289999.96185
jam,2002,-6559999.94278
jam,2003,-11409999.84741
jam,2004,-15840000.15259
jam,2005,-17940000.53406
jam,2006,-16229999.54224
jam,2007,-8020000.45776
jam,2008,-3740000.00954
jam,2009,-5250000
jam,2010,-2119999.88556
jam,2011,-22450000.76294
jam,2012,-22579999.92371
jam,2013,-18149999.61853
jam,2014,-14789999.96185
jam,2015,-11090000.15259
jam,2016,-11369999.88556
jam,2017,-4159999.84741
jam,2018,-6010000.22888
jam,2019,-1590000.03338
jor,1965,9999.99978
jor,1966,9999.99978
jor,1967,9999.99978
jor,1969,19999.99955
jor,1971,9999.99978
jor,1972,19999.99955
jor,1973,39999.99911
jor,1974,90000.00358
jor,1975,109999.9994
jor,1976,680000.00715
jor,1977,3690000.05722
jor,1978,7190000.05722
jor,1979,5280000.20981
jor,1980,5099999.90463
jor,1981,5099999.90463
jor,1982,11789999.96185
jor,1983,19360000.61035
jor,1984,19809999.46594
jor,1985,13239999.77112
jor,1986,37509998.32153
jor,1987,24430000.30518
jor,1988,14510000.22888
jor,1989,12239999.77112
jor,1990,145039993.28613
jor,1991,430670013.42773
jor,1992,126360000.61035
jor,1993,45500000
jor,1994,106680000.30518
jor,1995,184229995.72754
jor,1996,123730003.35693
jor,1997,139630004.88281
jor,1998,43959999.08447
jor,1999,60819999.69482
jor,2000,104650001.52588
jor,2001,42689998.62671
jor,2002,-200000.00298
jor,2003,48330001.83105
jor,2004,-5309999.94278
jor,2005,23549999.23706
jor,2006,-15579999.92371
jor,2007,-28309999.46594
jor,2008,-50080001.83105
jor,2009,-57369998.93188
jor,2010,-50889999.38965
jor,2011,-103330001.83106
jor,2012,30680000.30518
jor,2013,-57189998.62671
jor,2014,58409999.84741
jor,2015,162110000.61035
jor,2016,64529998.7793
jor,2017,189289993.28613
jor,2018,-52090000.15259
jor,2019,85599998.47412
kaz,1992,1039999.96185
kaz,1993,850000.02384
kaz,1994,1620000.00477
kaz,1995,4400000.09537
kaz,1996,8960000.03815
kaz,1997,43090000.15259
kaz,1998,95209999.08447
kaz,1999,67459999.08447
kaz,2000,83330001.83105
kaz,2001,43930000.30518
kaz,2002,30129999.16077
kaz,2003,136270004.27246
kaz,2004,130759994.50684
kaz,2005,66169998.16895
kaz,2006,24870000.83923
kaz,2007,43310001.37329
kaz,2008,37900001.52588
kaz,2009,37130001.06812
kaz,2010,-1820000.05245
kaz,2011,-20729999.54224
kaz,2012,-15930000.30518
kaz,2013,-6320000.17166
kaz,2014,-36750000
kaz,2015,-33229999.54224
kaz,2016,-35880001.06812
kaz,2017,-38979999.54224
kaz,2018,-40099998.47412
kaz,2019,-40380001.06812
ken,1963,19999.99955
ken,1964,219999.99881
ken,1965,159999.99642
ken,1966,189999.99762
ken,1967,330000.01311
ken,1968,400000.00596
ken,1969,779999.97139
ken,1970,1070000.05245
ken,1971,1710000.03815
ken,1972,870000.00477
ken,1973,2269999.98093
ken,1974,2769999.98093
ken,1975,7150000.09537
ken,1976,12800000.19073
ken,1977,4800000.19073
ken,1978,10319999.69482
ken,1979,34819999.69482
ken,1980,26750000
ken,1981,25219999.31335
ken,1982,19280000.68665
ken,1983,52090000.15259
ken,1984,30020000.45776
ken,1985,29610000.61035
ken,1986,49790000.91553
ken,1987,63740001.67847
ken,1988,144740005.49316
ken,1989,147809997.55859
ken,1990,93199996.94824
ken,1991,197850006.10352
ken,1992,128669998.16894
ken,1993,141660003.66211
ken,1994,128929992.67578
ken,1995,198429992.67578
ken,1996,92819999.69482
ken,1997,68769996.64307
ken,1998,52590000.15259
ken,1999,58590000.15259
ken,2000,66860000.61035
ken,2001,46709999.08447
ken,2002,17360000.61035
ken,2003,-6590000.15259
ken,2004,70889999.38965
ken,2005,60880001.06812
ken,2006,105099998.47412
ken,2007,57110000.61035
ken,2008,8789999.96185
ken,2009,33659999.84741
ken,2010,36720001.2207
ken,2011,81250000
ken,2012,132070007.32422
ken,2013,270339996.33789
ken,2014,45900001.52588
ken,2015,162720001.2207
ken,2016,83099998.47412
ken,2017,80730003.35693
ken,2018,137990005.49316
ken,2019,213899993.89648
kgz,1992,819999.99285
kgz,1993,779999.97139
kgz,1994,44490001.67847
kgz,1995,45799999.23706
kgz,1996,44270000.45776
kgz,1997,18049999.23706
kgz,1998,25170000.07629
kgz,1999,62509998.32153
kgz,2000,47790000.91553
kgz,2001,23149999.61853
kgz,2002,8119999.88556
kgz,2003,31229999.54224
kgz,2004,26690000.53406
kgz,2005,20950000.76294
kgz,2006,17219999.31335
kgz,2007,15680000.30518
kgz,2008,12350000.38147
kgz,2009,17750000
kgz,2010,23159999.84741
kgz,2011,30620000.83923
kgz,2012,19569999.69482
kgz,2013,17479999.54224
kgz,2014,21239999.77112
kgz,2015,42119998.93188
kgz,2016,12340000.15259
kgz,2017,28440000.53406
kgz,2018,21350000.38147
kgz,2019,18329999.92371
khm,1960,479999.98927
khm,1961,460000.00834
khm,1962,1080000.04292
khm,1963,779999.97139
khm,1964,1159999.96662
khm,1965,449999.98808
khm,1966,560000.00238
khm,1967,810000.00238
khm,1968,550000.01192
khm,1969,2970000.02861
khm,1970,5750000
khm,1971,4739999.77112
khm,1972,7780000.20981
khm,1973,10819999.69482
khm,1974,8449999.80927
khm,1975,150000.00596
khm,1976,119999.99732
khm,1977,100000.00149
khm,1978,150000.00596
khm,1979,140000.0006
khm,1980,100000.00149
khm,1981,9999.99978
khm,1982,419999.98689
khm,1983,90000.00358
khm,1988,860000.01431
khm,1989,1970000.02861
khm,1990,150000.00596
khm,1991,479999.98927
khm,1992,4710000.03815
khm,1993,61340000.15259
khm,1994,64519996.64307
khm,1995,152039993.28613
khm,1996,71339996.33789
khm,1997,61630001.06812
khm,1998,81400001.52588
khm,1999,50869998.93188
khm,2000,99209999.08447
khm,2001,120209999.08447
khm,2002,98580001.83105
khm,2003,125879997.25342
khm,2004,86370002.74658
khm,2005,100620002.74658
khm,2006,106250000
khm,2007,113559997.55859
khm,2008,114769996.64307
khm,2009,127489997.86377
khm,2010,147460006.71387
khm,2011,134210006.71387
khm,2012,182440002.44141
khm,2013,141490005.49316
khm,2014,124309997.55859
khm,2015,101750000
khm,2016,136000000
khm,2017,183279998.7793
khm,2018,159360000.61035
khm,2019,154889999.38965
kir,1974,9999.99978
kir,1976,29999.99933
kir,1977,409999.99642
kir,1978,839999.97377
kir,1979,519999.98093
kir,1980,1950000.04768
kir,1981,620000.00477
kir,1982,1919999.95708
kir,1983,2529999.97139
kir,1984,2599999.90463
kir,1985,2799999.95232
kir,1986,4309999.94278
kir,1987,6500000
kir,1988,5250000
kir,1989,5329999.92371
kir,1990,9399999.61853
kir,1991,7289999.96185
kir,1992,13869999.88556
kir,1993,5349999.90463
kir,1994,3509999.99046
kir,1995,4159999.84741
kir,1996,4530000.20981
kir,1997,6699999.80927
kir,1998,8539999.96185
kir,1999,12079999.92371
kir,2000,7699999.80927
kir,2001,2569999.93324
kir,2002,8840000.15259
kir,2003,3700000.04768
kir,2004,1179999.94755
kir,2005,11689999.58038
kir,2006,9880000.11444
kir,2007,13050000.19073
kir,2008,7679999.82834
kir,2009,6789999.96185
kir,2010,3470000.02861
kir,2011,3900000.09537
kir,2012,17379999.16077
kir,2013,12909999.84741
kir,2014,8680000.30518
kir,2015,1850000.02384
kir,2016,2849999.90463
kir,2017,6869999.88556
kir,2018,21659999.84741
kir,2019,11560000.41962
kna,1984,9999.99978
kna,1987,39999.99911
kna,1988,100000.00149
kna,1989,159999.99642
kna,1990,9999.99978
kna,1991,9999.99978
kna,1992,19999.99955
kna,1993,50000.00075
kna,1994,259999.99046
kna,1995,529999.97139
kna,1996,389999.98569
kna,1997,129999.99523
kna,1998,129999.99523
kna,1999,119999.99732
kna,2000,349999.99404
kna,2001,1590000.03338
kna,2002,6329999.92371
kna,2003,9999.99978
kna,2004,409999.99642
kna,2005,709999.97854
kna,2006,4269999.98093
kna,2007,800000.01192
kna,2008,19999.99955
kna,2009,29999.99933
kna,2010,720000.02861
kna,2011,730000.01907
kna,2012,189999.99762
kna,2013,150000.00596
kor,1962,29999.99933
kor,1963,5480000.01907
kor,1964,189999.99762
kor,1965,45880001.06812
kor,1966,31180000.30518
kor,1967,53639999.38965
kor,1968,40330001.83105
kor,1969,103480003.35693
kor,1970,86760002.13623
kor,1971,124239997.86377
kor,1972,112690002.44141
kor,1973,156639999.38965
kor,1974,167839996.33789
kor,1975,87440002.44141
kor,1976,24209999.08447
kor,1977,84330001.83105
kor,1978,66129997.25342
kor,1979,54180000.30518
kor,1980,76300003.05176
kor,1981,295549987.79297
kor,1982,3809999.94278
kor,1983,-6639999.86649
kor,1984,-48080001.83105
kor,1985,-4440000.05722
