geo,time,dc_dac_jpnl_cd
atg,2005,5420000.07629
atg,2006,1990000.00954
atg,2007,209999.99344
atg,2008,629999.99523
atg,2009,970000.02861
atg,2010,6760000.22888
atg,2011,9640000.34332
atg,2012,800000.01192
atg,2013,349999.99404
atg,2014,509999.99046
atg,2015,1529999.97139
atg,2016,5139999.86649
atg,2017,2220000.02861
atg,2018,2170000.07629
atg,2019,1929999.94755
aze,1992,70000.0003
aze,1994,39999.99911
aze,1995,59999.99866
aze,1996,300000.01192
aze,1997,2839999.91417
aze,1998,3470000.02861
aze,1999,10829999.92371
aze,2000,36389999.38965
aze,2001,100970001.2207
aze,2002,141839996.33789
aze,2003,79819999.69482
aze,2004,9640000.34332
aze,2005,8250000
aze,2006,4059999.94278
aze,2007,11359999.65668
aze,2008,-2799999.95232
aze,2009,-2029999.97139
aze,2010,-11010000.22888
aze,2011,105750000
aze,2012,155360000.61035
aze,2013,42849998.47412
aze,2014,68720001.2207
aze,2015,21309999.46594
aze,2016,38180000.30518
aze,2017,30139999.38965
aze,2018,22770000.45776
aze,2019,-1659999.96662
bdi,1972,9999.99978
bdi,1980,2210000.03815
bdi,1981,2740000.00954
bdi,1982,1620000.00477
bdi,1983,1179999.94755
bdi,1984,4079999.92371
bdi,1985,1649999.97616
bdi,1986,6019999.98093
bdi,1987,10949999.80927
bdi,1988,9600000.38147
bdi,1989,10899999.61853
bdi,1990,9979999.54224
bdi,1991,12109999.65668
bdi,1992,12659999.84741
bdi,1993,8210000.03815
bdi,1994,7420000.07629
bdi,1995,4139999.86649
bdi,1996,1009999.99046
bdi,1999,1059999.94278
bdi,2000,239999.99464
bdi,2001,289999.99166
bdi,2002,90000.00358
bdi,2003,90000.00358
bdi,2004,400000.00596
bdi,2005,490000.00954
bdi,2006,15420000.07629
bdi,2007,8520000.45776
bdi,2008,23340000.15259
bdi,2009,20420000.07629
bdi,2010,39060001.37329
bdi,2011,21200000.76294
bdi,2012,26059999.46594
bdi,2013,30700000.76294
bdi,2014,9039999.96185
bdi,2015,2549999.95232
bdi,2016,3640000.1049
bdi,2017,2579999.92371
bdi,2018,9859999.65668
bdi,2019,11600000.38147
ben,1972,9999.99978
ben,1976,109999.9994
ben,1977,140000.0006
ben,1978,170000.00179
ben,1979,9999.99978
ben,1980,19999.99955
ben,1981,1809999.94278
ben,1982,189999.99762
ben,1983,2220000.02861
ben,1984,990000.00954
ben,1985,1460000.03815
ben,1986,2680000.06676
ben,1987,3750000
ben,1988,6539999.96185
ben,1989,11770000.45776
ben,1990,2890000.1049
ben,1991,11600000.38147
ben,1992,5400000.09537
ben,1993,16969999.31335
ben,1994,11369999.88556
ben,1995,12279999.73297
ben,1996,44740001.67847
ben,1997,18809999.46594
ben,1998,32950000.76294
ben,1999,14159999.84741
ben,2000,6159999.84741
ben,2001,8260000.22888
ben,2002,4530000.20981
ben,2003,6269999.98093
ben,2004,11149999.61853
ben,2005,17860000.61035
ben,2006,10060000.41962
ben,2007,6809999.94278
ben,2008,27209999.08447
ben,2009,25840000.15259
ben,2010,29129999.16077
ben,2011,26309999.46594
ben,2012,19889999.38965
ben,2013,33520000.45776
ben,2014,10199999.80927
ben,2015,12899999.61853
ben,2016,10920000.07629
ben,2017,20350000.38147
ben,2018,14260000.22888
ben,2019,10390000.34332
bfa,1964,9999.99978
bfa,1973,9999.99978
bfa,1974,29999.99933
bfa,1975,29999.99933
bfa,1976,159999.99642
bfa,1977,209999.99344
bfa,1978,259999.99046
bfa,1979,119999.99732
bfa,1980,1870000.00477
bfa,1981,189999.99762
bfa,1982,219999.99881
bfa,1983,3170000.07629
bfa,1984,4570000.17166
bfa,1985,5329999.92371
bfa,1986,4280000.20981
bfa,1987,7719999.79019
bfa,1988,7889999.86649
bfa,1989,3160000.08583
bfa,1990,1740000.00954
bfa,1991,4349999.90463
bfa,1992,9300000.19073
bfa,1993,6880000.11444
bfa,1994,11819999.69482
bfa,1995,6659999.84741
bfa,1996,14850000.38147
bfa,1997,8239999.77112
bfa,1998,8850000.38147
bfa,1999,28180000.30518
bfa,2000,21250000
bfa,2001,20440000.53406
bfa,2002,10020000.45776
bfa,2003,10579999.92371
bfa,2004,8489999.77112
bfa,2005,18879999.16077
bfa,2006,18469999.31335
bfa,2007,20430000.30518
bfa,2008,20979999.54224
bfa,2009,49770000.45776
bfa,2010,41590000.15259
bfa,2011,40330001.83105
bfa,2012,56360000.61035
bfa,2013,26059999.46594
bfa,2014,23549999.23706
bfa,2015,23559999.46594
bfa,2016,30250000
bfa,2017,19370000.83923
bfa,2018,15819999.69482
bfa,2019,26780000.68665
bgd,1972,17360000.61035
bgd,1973,28969999.31335
bgd,1974,21290000.91553
bgd,1975,47049999.23706
bgd,1976,31489999.77112
bgd,1977,65879997.25342
bgd,1978,119620002.74658
bgd,1979,206330001.83105
bgd,1980,215139999.38965
bgd,1981,144979995.72754
bgd,1982,215789993.28613
bgd,1983,104199996.94824
bgd,1984,123290000.91553
bgd,1985,121480003.35693
bgd,1986,248479995.72754
bgd,1987,334200012.20703
bgd,1988,341959991.45508
bgd,1989,370600006.10352
bgd,1990,373579986.57227
bgd,1991,114980003.35693
bgd,1992,163440002.44141
bgd,1993,185039993.28613
bgd,1994,227600006.10352
bgd,1995,254889999.38965
bgd,1996,174029998.7793
bgd,1997,129990005.49316
bgd,1998,189050003.05176
bgd,1999,123660003.66211
bgd,2000,201619995.11719
bgd,2001,125639999.38965
bgd,2002,122720001.2207
bgd,2003,115269996.64307
bgd,2004,38229999.54224
bgd,2005,-1009999.99046
bgd,2006,-7449999.80927
bgd,2007,-6590000.15259
bgd,2008,41130001.06812
bgd,2009,14090000.15259
bgd,2010,24190000.53406
bgd,2011,78199996.94824
bgd,2012,305459991.45508
bgd,2013,327269989.01367
bgd,2014,307700012.20703
bgd,2015,375160003.66211
bgd,2016,461269989.01367
bgd,2017,1312660034.17969
bgd,2018,1179280029.29688
bgd,2019,1139180053.71094
bgr,1990,550000.01192
bgr,1991,1250000
bgr,1992,3480000.01907
bgr,1993,6179999.82834
bgr,1994,7719999.79019
bgr,1995,10140000.34332
bgr,1996,12979999.54224
bgr,1997,14289999.96185
bgr,1998,11319999.69482
bgr,1999,30569999.69482
bgr,2000,20729999.54224
bgr,2001,48400001.52588
bgr,2002,36729999.54224
bgr,2003,25180000.30518
bgr,2004,28690000.53406
bhr,1974,9999.99978
bhr,1976,9999.99978
bhr,1977,19999.99955
bhr,1978,39999.99911
bhr,1979,29999.99933
bhr,1980,29999.99933
bhr,1981,159999.99642
bhr,1982,230000.00417
bhr,1983,79999.99821
bhr,1984,219999.99881
bhr,1985,289999.99166
bhr,1986,340000.00358
bhr,1987,519999.98093
bhr,1988,509999.99046
bhr,1989,2670000.07629
bhr,1990,1279999.97139
bhr,1991,479999.98927
bhr,1992,589999.97377
bhr,1993,939999.99762
bhr,1994,1220000.02861
bhr,1995,1330000.04292
bhr,1996,1129999.99523
bhr,1997,1110000.01431
bhr,1998,589999.97377
bhr,1999,1090000.03338
bhr,2000,1120000.00477
bhr,2001,740000.00954
bhr,2002,579999.98331
bhr,2003,289999.99166
bhr,2004,159999.99642
bhs,1976,9999.99978
bhs,1983,9999.99978
bhs,1984,9999.99978
bhs,1985,9999.99978
bhs,1986,50000.00075
bhs,1987,9999.99978
bhs,1988,19999.99955
bhs,1989,29999.99933
bhs,1991,19999.99955
bhs,1992,100000.00149
bhs,1993,19999.99955
bhs,1994,50000.00075
bhs,1995,79999.99821
bhs,1996,29999.99933
bhs,1997,9999.99978
bhs,1998,9999.99978
bhs,1999,50000.00075
bhs,2001,29999.99933
bih,1996,25040000.91553
bih,1997,34169998.16895
bih,1998,57290000.91553
bih,1999,36400001.52588
bih,2000,24360000.61035
bih,2001,9640000.34332
bih,2002,14739999.77112
bih,2003,53970001.2207
bih,2004,22209999.08447
bih,2005,16690000.53406
bih,2006,16129999.16077
bih,2007,5389999.86649
bih,2008,10600000.38147
bih,2009,4949999.80927
bih,2010,2240000.00954
bih,2011,1759999.99046
bih,2012,2640000.1049
bih,2013,6530000.20981
bih,2014,6820000.17166
bih,2015,10979999.54224
bih,2016,10939999.58038
bih,2017,16399999.61853
bih,2018,43200000.76294
bih,2019,19959999.08447
blr,1993,39999.99911
blr,1994,209999.99344
blr,1995,129999.99523
blr,1996,239999.99464
blr,1997,250000
blr,1998,109999.9994
blr,1999,90000.00358
blr,2000,209999.99344
blr,2001,259999.99046
blr,2002,189999.99762
blr,2003,209999.99344
blr,2004,230000.00417
blr,2005,409999.99642
blr,2006,159999.99642
blr,2007,370000.00477
blr,2008,419999.98689
blr,2009,569999.99285
blr,2010,1389999.98569
blr,2011,460000.00834
blr,2012,839999.97377
blr,2013,1000000
blr,2014,750000
blr,2015,159999.99642
blr,2016,219999.99881
blr,2017,230000.00417
blr,2018,670000.01669
blr,2019,389999.98569
blz,1984,39999.99911
blz,1985,9999.99978
blz,1986,289999.99166
blz,1987,19999.99955
blz,1988,50000.00075
blz,1989,140000.0006
blz,1990,19999.99955
blz,1991,50000.00075
blz,1992,19999.99955
blz,1993,59999.99866
blz,1994,50000.00075
blz,1995,209999.99344
blz,1996,239999.99464
blz,1997,340000.00358
blz,1998,629999.99523
blz,1999,340000.00358
blz,2000,670000.01669
blz,2001,629999.99523
blz,2002,759999.99046
blz,2003,730000.01907
blz,2004,1059999.94278
blz,2005,1899999.97616
blz,2006,1610000.01431
blz,2007,1549999.95232
blz,2008,1470000.02861
blz,2009,1700000.04768
blz,2010,7460000.03815
blz,2011,1220000.02861
blz,2012,1440000.05722
blz,2013,1220000.02861
blz,2014,1299999.95232
blz,2015,1879999.99523
blz,2016,1200000.04768
blz,2017,1529999.97139
blz,2018,850000.02384
blz,2019,1179999.94755
bmu,1982,9999.99978
bmu,1985,9999.99978
bol,1961,9999.99978
bol,1962,29999.99933
bol,1963,39999.99911
bol,1964,9999.99978
bol,1965,19999.99955
bol,1966,39999.99911
bol,1967,50000.00075
bol,1968,79999.99821
bol,1969,59999.99866
bol,1970,219999.99881
bol,1971,579999.98331
bol,1972,360000.01431
bol,1973,730000.01907
bol,1974,829999.98331
bol,1975,2269999.98093
bol,1976,2539999.96185
bol,1977,7650000.09537
bol,1978,14470000.26703
bol,1979,21870000.83923
bol,1980,19159999.84741
bol,1981,31200000.76294
bol,1982,29819999.69482
bol,1983,34700000.76294
bol,1984,29629999.16077
bol,1985,22610000.61035
bol,1986,23790000.91553
bol,1987,53810001.37329
bol,1988,35330001.83105
bol,1989,92879997.25342
bol,1990,95209999.08447
bol,1991,55139999.38965
bol,1992,87180000.30518
bol,1993,61110000.61035
bol,1994,80440002.44141
bol,1995,93279998.7793
bol,1996,98029998.7793
bol,1997,65000000
bol,1998,41369998.93188
bol,1999,41490001.67847
bol,2000,43729999.54224
bol,2001,65910003.66211
bol,2002,37500000
bol,2003,32319999.69482
bol,2004,50819999.69482
bol,2005,40580001.83105
bol,2006,100419998.16894
bol,2007,36930000.30518
bol,2008,35479999.54224
bol,2009,31780000.68665
bol,2010,54200000.76294
bol,2011,39220001.2207
bol,2012,20420000.07629
bol,2013,13779999.73297
bol,2014,14930000.30518
bol,2015,10659999.84741
bol,2016,10989999.77112
bol,2017,10750000
bol,2018,9199999.80927
bol,2019,22290000.91553
bra,1960,-2150000.09537
bra,1961,-2359999.8951
bra,1962,-2140000.1049
bra,1963,15199999.80927
bra,1964,-2279999.97139
bra,1965,28360000.61035
bra,1966,13010000.22888
bra,1967,-6099999.90463
bra,1968,-7059999.94278
bra,1969,-9079999.92371
bra,1970,-11859999.65668
bra,1971,-12000000
bra,1972,-10720000.26703
bra,1973,-5659999.84741
bra,1974,1919999.95708
bra,1975,23059999.46594
bra,1976,18549999.23706
bra,1977,28280000.68665
bra,1978,34529998.7793
bra,1979,25469999.31335
bra,1980,20500000
bra,1981,31360000.61035
bra,1982,50470001.2207
bra,1983,27129999.16077
bra,1984,35599998.47412
bra,1985,40610000.61035
bra,1986,32290000.91553
bra,1987,82099998.47412
bra,1988,66360000.61035
bra,1989,124180000.30518
bra,1990,64660003.66211
bra,1991,39360000.61035
bra,1992,63349998.47412
bra,1993,79370002.74658
bra,1994,89370002.74658
bra,1995,100500000
bra,1996,65480003.35693
bra,1997,61840000.15259
bra,1998,104550003.05176
bra,1999,149360000.61035
bra,2000,169610000.61035
bra,2001,106110000.61035
bra,2002,117599998.47412
bra,2003,92209999.08447
bra,2004,41709999.08447
bra,2005,30750000
bra,2006,-13060000.41962
bra,2007,-9909999.84741
bra,2008,93279998.7793
bra,2009,-93209999.08447
bra,2010,-62650001.52588
bra,2011,157199996.94824
bra,2012,-253639999.38965
bra,2013,-14350000.38147
bra,2014,15380000.11444
bra,2015,3670000.07629
bra,2016,-14149999.61853
bra,2017,-38189998.62671
bra,2018,-13060000.41962
bra,2019,-28879999.16077
brb,1977,9999.99978
brb,1978,19999.99955
brb,1979,19999.99955
brb,1980,50000.00075
brb,1981,189999.99762
brb,1982,439999.99762
brb,1983,109999.9994
brb,1984,79999.99821
brb,1985,29999.99933
brb,1986,29999.99933
brb,1987,59999.99866
brb,1988,50000.00075
brb,1989,70000.0003
brb,1990,250000
brb,1991,280000.00119
brb,1992,189999.99762
brb,1993,109999.9994
brb,1994,90000.00358
brb,1995,129999.99523
brb,1996,59999.99866
brb,1997,119999.99732
brb,1998,189999.99762
brb,1999,250000
brb,2000,289999.99166
brb,2001,379999.99523
brb,2002,430000.00715
brb,2003,850000.02384
brb,2004,810000.00238
brb,2005,620000.00477
brb,2006,119999.99732
brb,2007,100000.00149
brb,2008,90000.00358
brb,2009,39999.99911
brb,2010,1200000.04768
brn,1974,19999.99955
brn,1976,19999.99955
brn,1977,29999.99933
brn,1978,39999.99911
brn,1979,19999.99955
brn,1980,-9999.99978
brn,1981,170000.00179
brn,1982,250000
brn,1983,370000.00477
brn,1984,639999.98569
brn,1985,1049999.95232
brn,1986,2180000.06676
brn,1987,2809999.94278
brn,1988,3910000.08583
brn,1989,4030000.20981
brn,1990,3109999.8951
brn,1991,2960000.03815
brn,1992,4409999.84741
brn,1993,4519999.98093
brn,1994,4760000.22888
brn,1995,4050000.19073
brn,1996,2960000.03815
brn,1997,209999.99344
brn,1998,180000.00715
brn,1999,100000.00149
brn,2000,189999.99762
brn,2001,129999.99523
brn,2002,230000.00417
brn,2003,280000.00119
brn,2004,340000.00358
btn,1963,9999.99978
btn,1964,9999.99978
btn,1965,9999.99978
btn,1966,9999.99978
btn,1968,29999.99933
btn,1969,50000.00075
btn,1970,19999.99955
btn,1971,50000.00075
btn,1972,50000.00075
btn,1973,90000.00358
btn,1974,70000.0003
btn,1975,70000.0003
btn,1976,239999.99464
btn,1977,59999.99866
btn,1978,90000.00358
btn,1979,100000.00149
btn,1980,170000.00179
btn,1981,389999.98569
btn,1982,1580000.04292
btn,1983,409999.99642
btn,1984,1899999.97616
btn,1985,1590000.03338
btn,1986,5320000.17166
btn,1987,4230000.01907
btn,1988,6769999.98093
btn,1989,9189999.58038
btn,1990,7019999.98093
btn,1991,16940000.53406
btn,1992,12420000.07629
btn,1993,20559999.46594
btn,1994,27540000.91553
btn,1995,21860000.61035
btn,1996,11640000.34332
btn,1997,16209999.08447
btn,1998,8470000.26703
btn,1999,17809999.46594
btn,2000,7179999.82834
btn,2001,11779999.73297
btn,2002,15329999.92371
btn,2003,16209999.08447
btn,2004,10510000.22888
btn,2005,16799999.23706
btn,2006,20840000.15259
btn,2007,18069999.69482
btn,2008,20340000.15259
btn,2009,23920000.07629
btn,2010,43229999.54224
btn,2011,32060001.37329
btn,2012,41639999.38965
btn,2013,18579999.92371
btn,2014,15850000.38147
btn,2015,16000000
btn,2016,19790000.91553
btn,2017,27540000.91553
btn,2018,17840000.15259
btn,2019,29250000
bwa,1976,9999.99978
bwa,1977,9999.99978
bwa,1978,39999.99911
bwa,1979,209999.99344
bwa,1980,660000.02623
bwa,1981,899999.97616
bwa,1982,790000.02146
bwa,1983,90000.00358
bwa,1984,140000.0006
bwa,1985,19999.99955
bwa,1986,1230000.01907
bwa,1987,100000.00149
bwa,1988,20530000.68665
bwa,1989,11270000.45776
bwa,1990,689999.99762
bwa,1991,1269999.98093
bwa,1992,270000.01073
bwa,1993,1679999.94755
bwa,1994,3039999.96185
bwa,1995,3720000.02861
bwa,1996,18040000.91553
bwa,1997,9750000
bwa,1998,33979999.54224
bwa,1999,13869999.88556
bwa,2000,6059999.94278
bwa,2001,7239999.77112
bwa,2002,-129999.99523
bwa,2003,1269999.98093
bwa,2004,-1379999.99523
bwa,2005,-860000.01431
bwa,2006,250000
bwa,2007,-2220000.02861
bwa,2008,-2140000.1049
bwa,2009,-2609999.8951
bwa,2010,10710000.03815
bwa,2011,90000.00358
bwa,2012,1049999.95232
bwa,2013,2539999.96185
bwa,2014,469999.99881
bwa,2015,699999.98808
bwa,2016,7989999.77112
bwa,2017,7739999.77112
bwa,2018,9579999.92371
bwa,2019,2759999.99046
caf,1971,9999.99978
caf,1972,9999.99978
caf,1974,9999.99978
caf,1975,9999.99978
caf,1976,19999.99955
caf,1977,9999.99978
caf,1978,109999.9994
caf,1979,2049999.95232
caf,1980,310000.00238
caf,1981,899999.97616
caf,1982,4219999.79019
caf,1983,4239999.77112
caf,1984,2349999.90463
caf,1985,2210000.03815
caf,1986,7340000.15259
caf,1987,1440000.05722
caf,1988,13489999.77112
caf,1989,11409999.84741
caf,1990,8729999.54224
caf,1991,8350000.38147
caf,1992,20209999.08447
caf,1993,14270000.45776
caf,1994,10430000.30518
caf,1995,49799999.23706
caf,1996,30610000.61035
caf,1997,19969999.31335
caf,1998,14000000
caf,1999,18139999.38965
caf,2000,22750000
caf,2001,15050000.19073
caf,2002,12859999.65668
caf,2003,1730000.01907
caf,2004,100000.00149
caf,2005,150000.00596
caf,2006,100000.00149
caf,2007,2549999.95232
caf,2008,12180000.30518
caf,2009,6079999.92371
caf,2010,8090000.15259
caf,2011,38270000.45776
caf,2012,13569999.69482
caf,2013,5530000.20981
caf,2014,9289999.96185
caf,2015,18170000.07629
caf,2016,15699999.80927
caf,2017,10899999.61853
caf,2018,6440000.05722
caf,2019,5809999.94278
chl,1960,9999.99978
chl,1961,9999.99978
chl,1962,19999.99955
chl,1963,29999.99933
chl,1964,39999.99911
chl,1965,1090000.03338
chl,1966,4510000.22888
chl,1967,460000.00834
chl,1968,-500000
chl,1969,-2380000.11444
chl,1970,-2880000.11444
chl,1971,90000.00358
chl,1972,100000.00149
chl,1973,1340000.03338
chl,1974,8109999.65668
chl,1975,1240000.00954
chl,1976,1279999.97139
chl,1977,2150000.09537
chl,1978,1059999.94278
chl,1979,7260000.22888
chl,1980,2500000
chl,1981,1860000.01431
chl,1982,4369999.88556
chl,1983,4090000.15259
chl,1984,1669999.95708
chl,1985,6730000.01907
chl,1986,5420000.07629
chl,1987,9680000.30518
chl,1988,14970000.26703
chl,1989,18270000.45776
chl,1990,18709999.08447
chl,1991,17840000.15259
chl,1992,18250000
chl,1993,28870000.83923
chl,1994,31389999.38965
chl,1995,62750000
chl,1996,52869998.93188
chl,1997,43169998.16895
chl,1998,32610000.61035
chl,1999,23739999.77112
chl,2000,21350000.38147
chl,2001,21850000.38147
chl,2002,-39569999.69482
chl,2003,7070000.17166
chl,2004,-34580001.83105
chl,2005,10569999.69482
chl,2006,8079999.92371
chl,2007,8750000
chl,2008,6599999.90463
chl,2009,7900000.09537
chl,2010,15909999.84741
chl,2011,4170000.07629
chl,2012,6250000
chl,2013,3619999.88556
chl,2014,2920000.07629
chl,2015,2720000.02861
chl,2016,2319999.93324
chl,2017,2789999.96185
chn,1979,2589999.91417
chn,1980,4280000.20981
chn,1981,27670000.07629
chn,1982,368790008.54492
chn,1983,350149993.89648
chn,1984,389350006.10352
chn,1985,387890014.64844
chn,1986,496950012.20703
chn,1987,553119995.11719
chn,1988,673700012.20703
chn,1989,832169982.91016
chn,1990,723020019.53125
chn,1991,585299987.79297
chn,1992,1050760009.76563
chn,1993,1350670043.94531
chn,1994,1479420043.94531
chn,1995,1380150024.41406
chn,1996,861719970.70312
chn,1997,576859985.35156
chn,1998,1158150024.41406
chn,1999,1225969970.70313
chn,2000,769190002.44141
chn,2001,686130004.88281
chn,2002,828710021.97266
chn,2003,759719970.70312
chn,2004,964690002.44141
chn,2005,1064270019.53125
chn,2006,561080017.08984
chn,2007,435660003.66211
chn,2008,278250000
chn,2009,141960006.71387
chn,2010,-192660003.66211
chn,2011,-377609985.35156
chn,2012,-838369995.11719
chn,2013,-792640014.64844
chn,2014,-885669982.91016
chn,2015,-742780029.29688
chn,2016,-949150024.41406
chn,2017,-949039978.02734
chn,2018,-931880004.88281
chn,2019,-863380004.88281
civ,1969,9999.99978
civ,1971,39999.99911
civ,1972,39999.99911
civ,1973,59999.99866
civ,1974,360000.01431
civ,1975,170000.00179
civ,1976,150000.00596
civ,1977,230000.00417
civ,1978,330000.01311
civ,1979,100000.00149
civ,1980,200000.00298
civ,1981,2519999.98093
civ,1982,1830000.04292
civ,1983,750000
civ,1984,649999.97616
civ,1985,7940000.05722
civ,1986,16219999.31335
civ,1987,2809999.94278
civ,1988,18409999.84741
civ,1989,25790000.91553
civ,1990,55130001.06812
civ,1991,48029998.7793
civ,1992,12000000
civ,1993,39490001.67847
