geo,time,ne_con_totl_kd_zg
gtm,1982,-2.84985
gtm,1983,-1.27086
gtm,1984,1.26359
gtm,1985,-0.51373
gtm,1986,1.21936
gtm,1987,4.18731
gtm,1988,4.19097
gtm,1989,3.08198
gtm,1990,1.87503
gtm,1991,3.83853
gtm,1992,5.32153
gtm,1993,4.70034
gtm,1994,4.65653
gtm,1995,4.85844
gtm,1996,2.53217
gtm,1997,4.20161
gtm,1998,5.05562
gtm,1999,3.96274
gtm,2000,3.95057
gtm,2001,3.94885
gtm,2002,2.99537
gtm,2003,3.30695
gtm,2004,2.78109
gtm,2005,4.03546
gtm,2006,4.77382
gtm,2007,5.64136
gtm,2008,4.98038
gtm,2009,1.04621
gtm,2010,3.90713
gtm,2011,3.69383
gtm,2012,3.42912
gtm,2013,3.91179
gtm,2014,4.43356
gtm,2015,4.65317
gtm,2016,3.24263
gtm,2017,3.13996
gtm,2018,3.89764
gtm,2019,4.29554
gtm,2020,-0.7262
hkg,2020,-7.47312
hnd,1961,4.34606
hnd,1962,3.42545
hnd,1963,6.21001
hnd,1964,7.81715
hnd,1965,3.22747
hnd,1966,3.70607
hnd,1967,1.87891
hnd,1968,7.2324
hnd,1969,1.79856
hnd,1970,5.39973
hnd,1971,-1.93818
hnd,1972,6.03632
hnd,1973,8.11083
hnd,1974,0.0466
hnd,1975,4.42477
hnd,1976,15.87869
hnd,1977,12.74056
hnd,1978,2.50535
hnd,1979,0.40954
hnd,1980,8.2224
hnd,1981,-6.95379
hnd,1982,-4.54821
hnd,1983,0.84463
hnd,1984,12.48445
hnd,1985,4.14251
hnd,1986,8.5691
hnd,1987,2.74866
hnd,1988,1.9081
hnd,1989,2.51123
hnd,1990,0.08329
hnd,1991,-2.0174
hnd,1992,4.10777
hnd,1993,4.54061
hnd,1994,3.10079
hnd,1995,1.87081
hnd,1996,2.57376
hnd,1997,1.53965
hnd,1998,7.44029
hnd,1999,4.09106
hnd,2000,5.74851
hnd,2001,4.83582
hnd,2002,4.01382
hnd,2003,4.29539
hnd,2004,5.0406
hnd,2005,6.77844
hnd,2006,7.89187
hnd,2007,7.13628
hnd,2008,3.21739
hnd,2009,1.2329
hnd,2010,2.81585
hnd,2011,2.81673
hnd,2012,3.95533
hnd,2013,3.66948
hnd,2014,1.72514
hnd,2015,3.62046
hnd,2016,4.06079
hnd,2017,4.62184
hnd,2018,4.85871
hnd,2019,4.24446
hnd,2020,-4.96473
hrv,1996,0.79902
hrv,1997,9.51667
hrv,1998,-0.03124
hrv,1999,-1.45916
hrv,2000,2.35705
hrv,2001,2.83687
hrv,2002,8.85788
hrv,2003,3.99637
hrv,2004,4.26672
hrv,2005,4.18453
hrv,2006,2.17424
hrv,2007,5.39403
hrv,2008,2.04248
hrv,2009,-6.15861
hrv,2010,-1.17577
hrv,2011,1.11829
hrv,2012,-1.97413
hrv,2013,-0.96557
hrv,2014,-1.48212
hrv,2015,0.03833
hrv,2016,2.56581
hrv,2017,2.87097
hrv,2018,3.1057
hrv,2019,3.85556
hrv,2020,-2.81957
hti,1989,-6.17257
hti,1990,6.3185
hti,1991,-2.42965
hti,1992,-5.3386
hti,1993,9.29852
hti,1994,-8.69468
hti,1995,15.51017
hti,1996,13.39913
hti,1997,2.98059
hti,1998,3.13754
hti,1999,-21.06473
hti,2000,57.64433
hti,2001,0.95438
hti,2002,1.58662
hti,2003,1.84465
hti,2004,-1.54319
hti,2005,1.46357
hti,2006,1.31967
hti,2007,3.28584
hti,2008,1.57027
hti,2009,8.94813
hti,2010,-6.2198
hti,2011,3.72278
hti,2012,1.6633
hti,2013,5.36502
hti,2014,0.48344
hti,2015,5.3093
hti,2016,5.76925
hti,2017,4.74634
hti,2018,4.11046
hti,2019,-1.63268
hti,2020,-2.91185
hun,1992,0.6143
hun,1993,5.44206
hun,1994,-2.28716
hun,1995,-6.5052
hun,1996,-2.54732
hun,1997,1.14646
hun,1998,2.69312
hun,1999,5.21754
hun,2000,3.40983
hun,2001,4.38051
hun,2002,7.21091
hun,2003,7.47541
hun,2004,1.67955
hun,2005,2.61433
hun,2006,1.62318
hun,2007,-0.51166
hun,2008,-0.07509
hun,2009,-4.59361
hun,2010,-0.92476
hun,2011,0.7129
hun,2012,-2.00261
hun,2013,0.7312
hun,2014,3.16231
hun,2015,3.25791
hun,2016,3.56259
hun,2017,4.35968
hun,2018,4.15346
hun,2019,4.78466
hun,2020,-0.87349
idn,1961,5.7167
idn,1962,3.60668
idn,1963,-3.50525
idn,1964,2.51545
idn,1965,-1.13709
idn,1966,2.03511
idn,1967,6.48114
idn,1968,9.56015
idn,1969,5.65731
idn,1970,4.23372
idn,1971,4.83794
idn,1972,5.75779
idn,1973,6.36948
idn,1974,10.50807
idn,1975,7.03901
idn,1976,6.36123
idn,1977,7.99591
idn,1978,8.49225
idn,1979,13.58078
idn,1980,12.43223
idn,1981,15.71938
idn,1982,4.06416
idn,1983,6.2413
idn,1984,3.91198
idn,1985,1.95185
idn,1986,2.27525
idn,1987,2.79331
idn,1988,4.4076
idn,1989,5.08613
idn,1990,8.84162
idn,1991,7.26126
idn,1992,3.29134
idn,1993,4.96438
idn,1994,7.03534
idn,1995,11.04285
idn,1996,8.84161
idn,1997,6.90452
idn,1998,-7.18519
idn,1999,4.23647
idn,2000,2.0607
idn,2001,3.90739
idn,2002,4.79848
idn,2003,4.58889
idn,2004,4.8507
idn,2005,4.27053
idn,2006,3.95183
idn,2007,4.86482
idn,2008,5.97953
idn,2009,6.28289
idn,2010,4.10703
idn,2011,5.12332
idn,2012,5.37898
idn,2013,5.65219
idn,2014,4.71148
idn,2015,4.9047
idn,2016,4.34596
idn,2017,4.61332
idn,2018,5.0971
idn,2019,4.9226
idn,2020,-2.09844
ind,1961,2.06812
ind,1962,2.55535
ind,1963,5.17919
ind,1964,5.84005
ind,1965,0.93195
ind,1966,1.33933
ind,1967,5.37395
ind,1968,2.87139
ind,1969,4.26205
ind,1970,4.0071
ind,1971,2.77498
ind,1972,0.70243
ind,1973,2.1607
ind,1974,-0.47993
ind,1975,6.10433
ind,1976,2.60076
ind,1977,7.60628
ind,1978,6.25496
ind,1979,-1.28728
ind,1980,8.47312
ind,1981,4.33229
ind,1982,2.00528
ind,1983,7.34964
ind,1984,3.4376
ind,1985,4.97995
ind,1986,3.98878
ind,1987,4.09622
ind,1988,6.1308
ind,1989,5.01771
ind,1990,4.31088
ind,1991,1.82219
ind,1992,2.70212
ind,1993,4.57308
ind,1994,4.35882
ind,1995,6.32831
ind,1996,7.32863
ind,1997,4.13383
ind,1998,7.34318
ind,1999,6.96024
ind,2000,3.10612
ind,2001,5.38102
ind,2002,2.39896
ind,2003,5.4516
ind,2004,4.99589
ind,2005,7.65407
ind,2006,4.80629
ind,2007,7.5938
ind,2008,5.47634
ind,2009,6.43844
ind,2010,6.4689
ind,2011,7.27413
ind,2012,4.66985
ind,2013,6.23725
ind,2014,6.57248
ind,2015,7.85745
ind,2016,7.82001
ind,2017,7.08157
ind,2018,7.35291
ind,2019,5.90503
ind,2020,-7.25621
irl,1971,4.48754
irl,1972,5.72314
irl,1973,7.07294
irl,1974,3.08832
irl,1975,2.83031
irl,1976,2.76948
irl,1977,5.50855
irl,1978,8.79955
irl,1979,4.47016
irl,1980,2.14974
irl,1981,1.32868
irl,1982,-4.29591
irl,1983,0.49962
irl,1984,1.23406
irl,1985,3.81186
irl,1986,2.1812
irl,1987,1.06081
irl,1988,2.01647
irl,1989,4.62595
irl,1990,2.33204
irl,1991,2.01197
irl,1992,2.90659
irl,1993,2.23432
irl,1994,4.30694
irl,1995,3.54747
irl,1996,6.04265
irl,1997,6.84225
irl,1998,7.87147
irl,1999,8.58242
irl,2000,9.9187
irl,2001,6.00546
irl,2002,4.41965
irl,2003,2.84586
irl,2004,3.25392
irl,2005,6.31508
irl,2006,5.96888
irl,2007,6.64963
irl,2008,0.3572
irl,2009,-4.63243
irl,2010,-1.15418
irl,2011,0.2628
irl,2012,-1.6992
irl,2013,-0.16381
irl,2014,3.02146
irl,2015,3.01497
irl,2016,4.92683
irl,2017,2.64248
irl,2018,4.15792
irl,2019,4.22476
irl,2020,-5.19572
irn,1961,-0.22837
irn,1962,2.239
irn,1963,2.53074
irn,1964,1.37893
irn,1965,10.80394
irn,1966,10.13749
irn,1967,11.37739
irn,1968,4.17729
irn,1969,11.18172
irn,1970,12.36489
irn,1971,19.93196
irn,1972,13.28944
irn,1973,10.41804
irn,1974,38.51717
irn,1975,26.63321
irn,1976,4.85303
irn,1977,2.34596
irn,1978,1.84865
irn,1979,-1.54719
irn,1980,-6.73935
irn,1981,1.271
irn,1982,3.47381
irn,1983,9.18684
irn,1984,1.15018
irn,1985,2.74548
irn,1986,-13.72022
irn,1987,-6.39831
irn,1988,0.33194
irn,1989,-0.7327
irn,1990,16.39297
irn,1991,8.7234
irn,1992,3.2115
irn,1993,6.37007
irn,1994,-3.03194
irn,1995,-5.33562
irn,1996,2.66376
irn,1997,5.11615
irn,1998,3.27005
irn,1999,-1.51816
irn,2000,10.76945
irn,2001,5.20404
irn,2002,8.97593
irn,2003,2.05616
irn,2004,8.72782
irn,2005,6.29378
irn,2006,6.97364
irn,2007,8.16323
irn,2008,-2.80132
irn,2009,1.41068
irn,2010,2.81257
irn,2011,2.84053
irn,2012,-2.64664
irn,2013,-1.38928
irn,2014,2.44082
irn,2015,-1.96197
irn,2016,3.79089
irn,2017,2.76822
irn,2018,-2.69753
irn,2019,-7.36019
irn,2020,-0.77804
irq,2008,4.66002
irq,2009,17.37968
irq,2010,4.69679
irq,2011,9.75553
irq,2012,13.66707
irq,2013,4.45966
irq,2014,5.07676
irq,2015,-11.61834
irq,2016,2.2473
irq,2017,1.20346
irq,2018,5.97402
irq,2019,7.84959
isl,1971,15.26315
isl,1972,8.60852
isl,1973,5.94858
isl,1974,9.90013
isl,1975,-5.87047
isl,1976,5.33007
isl,1977,10.45507
isl,1978,8.57212
isl,1979,3.37871
isl,1980,3.11133
isl,1981,6.49269
isl,1982,5.19618
isl,1983,-3.05746
isl,1984,2.86358
isl,1985,4.82014
isl,1986,7.00351
isl,1987,13.58612
isl,1988,-1.67367
isl,1989,-2.24527
isl,1990,4.3035
isl,1991,2.72301
isl,1992,-2.90543
isl,1993,-3.15421
isl,1994,2.81938
isl,1995,1.6999
isl,1996,3.92809
isl,1997,5.27573
isl,1998,9.95223
isl,1999,6.67775
isl,2000,4.36493
isl,2001,-0.53183
isl,2002,1.02116
isl,2003,4.69208
isl,2004,5.66973
isl,2005,9.63556
isl,2006,4.22876
isl,2007,5.81442
isl,2008,-3.07349
isl,2009,-9.48094
isl,2010,-1.30685
isl,2011,1.40719
isl,2012,0.70748
isl,2013,1.01207
isl,2014,1.90389
isl,2015,3.04288
isl,2016,4.85485
isl,2017,6.35986
isl,2018,4.78585
isl,2019,2.55541
isl,2020,-0.55368
isr,1971,4.22712
isr,1972,5.66225
isr,1973,20.67258
isr,1974,5.54484
isr,1975,4.38637
isr,1976,-1.03552
isr,1977,-1.9968
isr,1978,8.21394
isr,1979,2.2863
isr,1980,0.33097
isr,1981,10.19236
isr,1982,2.03502
isr,1983,3.60779
isr,1984,-2.36767
isr,1985,2.18886
isr,1986,5.44194
isr,1987,11.9519
isr,1988,2.16992
isr,1989,-2.67167
isr,1990,6.47443
isr,1991,6.37005
isr,1992,5.64839
isr,1993,6.26889
isr,1994,6.54217
isr,1995,5.63546
isr,1996,5.71505
isr,1997,3.57649
isr,1998,4.74713
isr,1999,3.60089
isr,2000,6.31953
isr,2001,3.82946
isr,2002,2.6733
isr,2003,-0.81684
isr,2004,3.06903
isr,2005,2.95741
isr,2006,4.46487
isr,2007,6.28335
isr,2008,2.1841
isr,2009,1.65575
isr,2010,4.28778
isr,2011,3.78755
isr,2012,3.22582
isr,2013,3.52895
isr,2014,4.20237
isr,2015,3.32605
isr,2016,5.60752
isr,2017,3.5035
isr,2018,3.75133
isr,2019,3.55068
isr,2020,-5.75039
ita,1971,3.95285
ita,1972,3.77502
ita,1973,5.20661
ita,1974,3.15541
ita,1975,1.0555
ita,1976,4.45016
ita,1977,3.08582
ita,1978,2.96596
ita,1979,5.78251
ita,1980,5.23639
ita,1981,1.99827
ita,1982,1.44122
ita,1983,0.73078
ita,1984,2.62125
ita,1985,2.86158
ita,1986,3.67612
ita,1987,3.90489
ita,1988,4.05025
ita,1989,3.09817
ita,1990,2.11945
ita,1991,2.47673
ita,1992,1.52524
ita,1993,-2.65946
ita,1994,0.69765
ita,1995,0.36669
ita,1996,0.90126
ita,1997,2.70627
ita,1998,3.00236
ita,1999,2.38471
ita,2000,2.82116
ita,2001,1.74513
ita,2002,0.28488
ita,2003,0.84822
ita,2004,0.89036
ita,2005,1.18509
ita,2006,0.89232
ita,2007,1.01948
ita,2008,-0.53362
ita,2009,-1.15104
ita,2010,0.95762
ita,2011,-0.46654
ita,2012,-3.2555
ita,2013,-2.12673
ita,2014,-0.02221
ita,2015,1.25038
ita,2016,1.10791
ita,2017,1.15623
ita,2018,0.72898
ita,2019,0.04992
ita,2020,-7.75084
jam,2008,2.81585
jam,2009,-10.35966
jam,2010,-1.00671
jam,2011,2.96583
jam,2012,-0.80322
jam,2013,-1.01754
jam,2014,-0.78398
jam,2015,-0.10885
jam,2016,0.07083
jam,2017,1.09977
jam,2018,0.79765
jam,2019,1.13657
jam,2020,-10.2
jor,1977,-23.54425
jor,1978,37.06443
jor,1979,31.70146
jor,1980,-0.24024
jor,1981,10.97033
jor,1982,22.58768
jor,1983,5.48666
jor,1984,-6.85493
jor,1985,1.47864
jor,1986,10.5062
jor,1987,-19.16012
jor,1988,17.76684
jor,1989,-13.18033
jor,1990,3.13275
jor,1991,0.33694
jor,1992,12.97984
jor,1993,1.11709
jor,1994,3.7882
jor,1995,1.59699
jor,1996,8.20447
jor,1997,4.97566
jor,1998,5.07083
jor,1999,2.65344
jor,2000,9.5227
jor,2001,5.51422
jor,2002,1.18555
jor,2003,6.10444
jor,2004,8.76949
jor,2005,9.58088
jor,2006,6.28001
jor,2007,10.71588
jor,2008,-0.92224
jor,2009,3.20953
jor,2010,0.88148
jor,2011,14.1552
jor,2012,4.95348
jor,2013,10.72497
jor,2014,0.9803
jor,2015,1.71204
jor,2016,2.06899
jor,2017,4.49041
jor,2018,1.75023
jor,2019,3.09854
jor,2020,3.17577
jpn,1971,5.98029
jpn,1972,8.16944
jpn,1973,8.13933
jpn,1974,-0.14964
jpn,1975,5.93645
jpn,1976,3.17008
jpn,1977,4.06854
jpn,1978,5.24241
jpn,1979,6.02776
jpn,1980,1.47307
jpn,1981,2.52868
jpn,1982,4.55809
jpn,1983,3.78581
jpn,1984,3.00055
jpn,1985,3.56637
jpn,1986,3.65326
jpn,1987,4.27131
jpn,1988,4.90128
jpn,1989,4.44149
jpn,1990,4.81346
jpn,1991,2.5628
jpn,1992,2.22169
jpn,1993,1.45811
jpn,1994,2.5429
jpn,1995,2.76009
jpn,1996,2.0436
jpn,1997,0.78317
jpn,1998,-0.20767
jpn,1999,1.63017
jpn,2000,2.07868
jpn,2001,2.12906
jpn,2002,1.43738
jpn,2003,0.93483
jpn,2004,1.26455
jpn,2005,1.35034
jpn,2006,0.75611
jpn,2007,0.93271
jpn,2008,-0.87886
jpn,2009,-0.21041
jpn,2010,2.21526
jpn,2011,0.16949
jpn,2012,1.93949
jpn,2013,2.31599
jpn,2014,-0.43088
jpn,2015,0.33369
jpn,2016,0.10438
jpn,2017,0.79685
jpn,2018,0.46681
jpn,2019,0.27197
jpn,2020,-3.53831
kaz,1991,-3.20215
kaz,1992,-0.70067
kaz,1993,-11.6964
kaz,1994,-20.20537
kaz,1995,-18.8
kaz,1996,-6.7
kaz,1997,1
kaz,1998,-2.8
kaz,1999,1.4
kaz,2000,3.1
kaz,2001,9.9
kaz,2002,0.8
kaz,2003,11.3
kaz,2004,13.3
kaz,2005,10.7
kaz,2006,11.6
kaz,2007,11.4
kaz,2008,6.4
kaz,2009,0.5
kaz,2010,9.7
kaz,2011,11.9
kaz,2012,10.8
kaz,2013,8.9
kaz,2014,2.8
kaz,2015,1.9
kaz,2016,1.4
kaz,2017,1.6
kaz,2018,2.7
kaz,2019,7.4
kaz,2020,-1
ken,1961,1.91235
ken,1962,7.32864
ken,1963,0.64314
ken,1964,9.62316
ken,1965,5.57504
ken,1966,7.49286
ken,1967,5.5019
ken,1968,-3.01073
ken,1969,4.89244
ken,1970,-6.93982
ken,1971,38.30553
ken,1972,12.27418
ken,1973,-4.75561
ken,1974,13.71057
ken,1975,0.61359
ken,1976,-2.57284
ken,1977,9.34422
ken,1978,14.50106
ken,1979,4.41041
ken,1980,2.43824
ken,1981,-4.12934
ken,1982,2.07189
ken,1983,-0.60183
ken,1984,5.98698
ken,1985,-5.00532
ken,1986,16.09103
ken,1987,7.43851
ken,1988,7.04091
ken,1989,4.99851
ken,1990,0.69139
ken,1991,3.11487
ken,1992,1.1518
ken,1993,0.54518
ken,1994,8.63182
ken,1995,12.7738
ken,1996,2.63057
ken,1997,3.01384
ken,1998,4.39157
ken,1999,2.92658
ken,2000,-0.7011
ken,2001,3.91458
ken,2002,0.97676
ken,2003,2.84332
ken,2004,2.10114
ken,2005,5.22763
ken,2006,8.00408
ken,2007,5.70924
ken,2008,-0.02495
ken,2009,5.24553
ken,2010,5.05559
ken,2011,4.63259
ken,2012,5.57252
ken,2013,4.97108
ken,2014,4.15016
ken,2015,6.84229
ken,2016,4.61468
ken,2017,5.098
ken,2018,5.05241
ken,2019,5.1766
ken,2020,-1.62514
kgz,1992,-12.83019
kgz,1993,-11.601
kgz,1994,-19.55908
kgz,1995,-16.06564
kgz,1996,6.27444
kgz,1997,-8.10367
kgz,1998,15.09211
kgz,1999,0.94276
kgz,2000,-2.85128
kgz,2001,1.41143
kgz,2002,3.6678
kgz,2003,19.11507
kgz,2004,7.00714
kgz,2005,6.1898
kgz,2006,16.16258
kgz,2007,2.57717
kgz,2008,10.80985
kgz,2009,-11.85061
kgz,2010,2.00276
kgz,2011,8.08847
kgz,2012,9.52656
kgz,2013,6.52438
kgz,2014,2.41612
kgz,2015,-0.66313
kgz,2016,-0.28443
kgz,2017,5.41794
kgz,2018,4.88597
kgz,2019,0.74442
kgz,2020,-9.66343
khm,1994,7.73628
khm,1995,6.04087
khm,1996,10.22113
khm,1997,-1.59921
khm,1998,9.3577
khm,1999,6.62226
khm,2000,5.36488
khm,2001,2.63492
khm,2002,6.13658
khm,2003,7.88902
khm,2004,11.34913
khm,2005,11.85558
khm,2006,6.2189
khm,2007,9.27054
khm,2008,12.21515
khm,2009,1.22468
khm,2010,9.05414
khm,2011,10.20709
khm,2012,4.72452
khm,2013,5.72065
khm,2014,4.32469
khm,2015,5.80775
khm,2016,6.66357
khm,2017,4.71308
khm,2018,6.67798
khm,2019,6.11266
khm,2020,-2.97839
kir,2009,-2.84799
kir,2010,-3.91406
kir,2011,4.94035
kir,2012,3.9296
kir,2013,2.40245
kir,2014,8.65152
kir,2015,6.56213
kir,2016,8.74911
kir,2017,2.80029
kir,2018,0.65557
kor,1961,2.09383
kor,1962,8.96725
kor,1963,4.51636
kor,1964,7.56575
kor,1965,6.84895
kor,1966,7.06359
kor,1967,8.82841
kor,1968,10.56609
kor,1969,10.68363
kor,1970,10.14233
kor,1971,9.47556
kor,1972,5.91969
kor,1973,8.21506
kor,1974,7.46449
kor,1975,5.86324
kor,1976,7.32729
kor,1977,5.75052
kor,1978,8.08888
kor,1979,8.31685
kor,1980,1.68181
kor,1981,5.61907
kor,1982,6.67721
kor,1983,8.35102
kor,1984,7.24519
kor,1985,6.68505
kor,1986,8.68981
kor,1987,8.36664
kor,1988,9.24893
kor,1989,10.9056
kor,1990,10.11992
kor,1991,8.3046
kor,1992,6.84444
kor,1993,6.45874
kor,1994,8.18151
kor,1995,9.58842
kor,1996,7.61159
kor,1997,3.92373
kor,1998,-9.36077
kor,1999,10.73668
kor,2000,7.81793
kor,2001,5.90255
kor,2002,8.55135
kor,2003,0.56361
kor,2004,1.1709
kor,2005,4.78874
kor,2006,5.45721
kor,2007,5.53444
kor,2008,2.27481
kor,2009,1.57527
kor,2010,4.66352
kor,2011,2.863
kor,2012,2.27605
kor,2013,2.41462
kor,2014,2.51469
kor,2015,2.58481
kor,2016,3.02761
kor,2017,3.05383
kor,2018,3.70651
kor,2019,3.18662
kor,2020,-2.43247
kos,2009,5.91075
kos,2010,3.61969
kos,2011,3.25954
kos,2012,3.2106
kos,2013,4.09074
kos,2014,5.43803
kos,2015,1.12735
kos,2016,2.23591
kos,2017,2.83216
kos,2018,4.70331
kos,2019,6.22071
kos,2020,2.43428
kwt,2011,4.56916
kwt,2012,10.35089
kwt,2013,5.59053
kwt,2014,2.63622
kwt,2015,1.5348
kwt,2016,0.95238
kwt,2017,2.97675
kwt,2018,4.85559
kwt,2019,4.29937
lao,2001,19.01393
lao,2002,2.347
lao,2003,12.63254
lao,2004,10.72143
lao,2005,7.71709
lao,2006,5.15106
lao,2007,1.30475
lao,2008,15.89781
lao,2009,11.9469
lao,2010,14.219
lao,2011,4.49634
lao,2012,15.44242
lao,2013,9.66858
lao,2014,3.21983
lao,2015,4.59587
lao,2016,3.67397
lbn,1991,35.09359
lbn,1992,53.30727
lbn,1993,14.62697
lbn,1994,2.80777
lbn,1995,4.77777
lbn,1996,5.49583
lbn,1997,-0.61431
lbn,1998,2.46251
lbn,1999,1.14193
lbn,2000,1.27118
lbn,2001,5.20057
lbn,2002,2.86722
lbn,2003,3.2114
lbn,2004,5.03764
lbn,2005,-2.47416
lbn,2006,3.02003
lbn,2007,7.09402
lbn,2008,8.56538
lbn,2009,13.34686
lbn,2010,7.22902
lbn,2011,-2.70477
lbn,2012,9.03051
lbn,2013,4.07172
lbn,2014,5.52816
lbn,2015,3.55194
lbn,2016,2.25226
lbn,2017,1.28619
lbn,2018,-0.08035
lbn,2019,-4.17298
lbn,2020,-17.96529
lka,1961,-5.19186
lka,1962,8.48489
lka,1963,-4.26033
lka,1964,4.86885
lka,1965,-0.2389
lka,1966,8.64558
lka,1967,0.74921
lka,1968,9.28451
lka,1969,8.31649
lka,1970,-2.43461
lka,1971,-0.49476
lka,1972,-4.05251
lka,1973,9.54103
lka,1974,0.70187
lka,1975,1.82409
lka,1976,2.78809
lka,1977,8.71092
lka,1978,6.49603
lka,1979,2.12896
lka,1980,6.80831
lka,1981,34.69453
lka,1982,3.08868
lka,1983,6.36041
lka,1984,8.69544
lka,1985,6.39214
lka,1986,-1.08832
lka,1987,3.35725
lka,1988,1.24668
lka,1989,6.08771
lka,1990,-5.58698
lka,1991,6.83208
lka,1992,4.99365
lka,1993,7.14861
lka,1994,7.10418
lka,1995,3.02825
lka,1996,2.73086
lka,1997,7.09723
lka,1998,7.10377
lka,1999,5.49039
lka,2000,4.73791
lka,2001,0.32
lka,2002,6.26542
lka,2003,7.99656
lka,2004,3.75744
lka,2005,2.56337
lka,2006,6.84163
lka,2007,4.28046
lka,2008,7.74143
lka,2009,2.49754
lka,2010,8.27004
lka,2011,8.57384
lka,2012,2.62728
lka,2013,7.00564
lka,2014,3.88081
lka,2015,7.77905
lka,2016,6.85516
lka,2017,2.67653
lka,2018,3.16936
lka,2019,3.83758
lka,2020,-2.36615
lso,1961,6.81834
lso,1962,14.89351
lso,1963,13.22746
lso,1964,7.94392
lso,1965,7.14298
lso,1966,10.909
lso,1967,2.6048
lso,1968,1.88175
lso,1969,3.71141
lso,1970,4.33474
lso,1971,17.06918
lso,1972,21.3205
lso,1973,32.76648
lso,1974,31.93846
lso,1975,22.71846
lso,1976,26.26582
lso,1977,24.10191
lso,1978,15.71863
lso,1979,19.92437
lso,1980,23.93871
lso,1981,19.38322
lso,1982,9.84703
lso,1983,18.37168
lso,1984,14.63173
lso,1985,13.4686
lso,1986,14.78025
lso,1987,14.15146
lso,1988,26.44921
lso,1989,15.01828
lso,1990,6.59671
lso,1991,24.90287
lso,1992,12.01731
lso,1993,11.39241
lso,1994,8.63049
lso,1995,11.01327
lso,1996,10.81142
lso,1997,22.8162
lso,1998,38.85793
lso,1999,5.97797
lso,2000,7.47877
lso,2001,3.34945
lso,2002,18.33847
lso,2003,6.62488
lso,2004,5.80628
lso,2005,8.8687
lso,2006,8.90491
lso,2007,16.51546
lso,2008,3.22338
lso,2009,2.15592
lso,2010,4.37669
lso,2011,3.70006
lso,2012,3.14388
lso,2013,-0.70698
lso,2014,0.85364
lso,2015,4.71866
lso,2016,-0.26064
lso,2017,3.27066
lso,2018,-3.44068
lso,2019,-1.59286
ltu,1996,4.61074
ltu,1997,5.32677
ltu,1998,4.86474
ltu,1999,2.18053
ltu,2000,5.07742
ltu,2001,3.46381
ltu,2002,5.0551
ltu,2003,9.42451
ltu,2004,9.30056
ltu,2005,9.73578
ltu,2006,7.55773
ltu,2007,10.03281
ltu,2008,3.0892
ltu,2009,-13.79421
ltu,2010,-3.10036
ltu,2011,3.21129
ltu,2012,2.68169
ltu,2013,3.51741
ltu,2014,2.97521
ltu,2015,3.23096
ltu,2016,3.23476
ltu,2017,2.73452
ltu,2018,2.92006
ltu,2019,2.37754
ltu,2020,-1.73389
lux,1971,4.93448
lux,1972,4.66965
lux,1973,5.17049
lux,1974,4.31377
lux,1975,4.78802
lux,1976,3.05638
lux,1977,2.43954
lux,1978,2.66809
lux,1979,3.21693
lux,1980,2.87756
lux,1981,1.65776
lux,1982,0.65436
lux,1983,0.8314
lux,1984,1.62331
lux,1985,2.72652
lux,1986,4.01048
lux,1987,5.81996
lux,1988,5.54863
lux,1989,5.64796
lux,1990,4.47495
lux,1991,6.24179
lux,1992,-0.93714
lux,1993,2.89813
lux,1994,3.20085
lux,1995,2.63655
lux,1996,2.53166
lux,1997,3.30517
lux,1998,4.66933
lux,1999,5.31583
lux,2000,4.7152
lux,2001,4.24933
lux,2002,4.64943
lux,2003,2.41244
lux,2004,1.75397
lux,2005,0.51524
lux,2006,2.90464
lux,2007,1.79317
lux,2008,2.62476
lux,2009,3.00132
lux,2010,3.46287
lux,2011,2.01471
lux,2012,2.87937
lux,2013,1.82551
lux,2014,2.39608
lux,2015,2.6795
lux,2016,2.61714
lux,2017,3.32211
lux,2018,3.31373
lux,2019,2.96136
lux,2020,-1.97574
lva,1996,2.65646
lva,1997,4.99574
lva,1998,3.59965
lva,1999,2.61837
lva,2000,0.76285
lva,2001,5.00499
lva,2002,5.65119
lva,2003,7.06566
lva,2004,8.25282
lva,2005,8.75389
lva,2006,15.62154
lva,2007,9.55453
lva,2008,-5.91824
lva,2009,-14.2648
lva,2010,-0.33502
lva,2011,0.36133
lva,2012,4.48044
lva,2013,5.38014
lva,2014,1.34145
lva,2015,2.20737
lva,2016,3.10663
lva,2017,3.0286
lva,2018,2.68706
lva,2019,0.92969
lva,2020,-5.02213
mac,2020,-7.23253
mar,1961,2.26837
mar,1962,10.10159
mar,1963,4.17454
mar,1964,-1.91412
mar,1965,0.67453
mar,1966,4.06061
mar,1967,7.53876
mar,1968,12.70553
mar,1969,1.59962
mar,1970,0.86796
mar,1971,4.55305
mar,1972,4.10686
mar,1973,2.98091
mar,1974,6.72511
mar,1975,14.7868
mar,1976,13.83316
mar,1977,5.97131
mar,1978,5.79558
mar,1979,6.45533
mar,1980,-3.37124
mar,1981,1.84399
mar,1982,5.97764
mar,1983,3.99129
mar,1984,2.75346
mar,1985,5.31432
mar,1986,11.10992
mar,1987,1.78735
mar,1988,8.44707
mar,1989,2.21103
mar,1990,2.8772
mar,1991,9.32074
mar,1992,-1.44526
mar,1993,-0.48554
mar,1994,9.79735
mar,1995,-2.67238
mar,1996,8.34942
mar,1997,-3.11122
mar,1998,3.80117
mar,1999,2.88422
mar,2000,1.94395
mar,2001,2.08969
mar,2002,2.88307
mar,2003,4.90832
