geo,time,sh_sta_suic_p5
bel,2013,19.5
bel,2014,19.4
bel,2015,18.6
bel,2016,19.3
bel,2017,18.9
bel,2018,18.7
bel,2019,18.3
ben,2000,8.8
ben,2001,8.8
ben,2002,8.8
ben,2003,8.8
ben,2004,8.8
ben,2005,8.7
ben,2006,8.6
ben,2007,8.5
ben,2008,8.2
ben,2009,8.5
ben,2010,8.4
ben,2011,8.5
ben,2012,8.3
ben,2013,8.3
ben,2014,8.2
ben,2015,8.1
ben,2016,8
ben,2017,8
ben,2018,7.9
ben,2019,7.8
bfa,2000,8.6
bfa,2001,8.2
bfa,2002,8
bfa,2003,7.9
bfa,2004,8
bfa,2005,8
bfa,2006,8.1
bfa,2007,8.1
bfa,2008,8
bfa,2009,8
bfa,2010,8
bfa,2011,7.9
bfa,2012,8.3
bfa,2013,8.3
bfa,2014,8
bfa,2015,8
bfa,2016,7.8
bfa,2017,7.7
bfa,2018,7.6
bfa,2019,7.5
bgd,2000,6
bgd,2001,5.7
bgd,2002,5.3
bgd,2003,5.1
bgd,2004,4.9
bgd,2005,4.9
bgd,2006,5
bgd,2007,4.9
bgd,2008,4.7
bgd,2009,4.6
bgd,2010,4.4
bgd,2011,4
bgd,2012,3.7
bgd,2013,3.5
bgd,2014,3.5
bgd,2015,3.4
bgd,2016,3.4
bgd,2017,3.5
bgd,2018,3.6
bgd,2019,3.7
bgr,2000,18.2
bgr,2001,17.5
bgr,2002,17.5
bgr,2003,15.1
bgr,2004,14.2
bgr,2005,13.3
bgr,2006,13.4
bgr,2007,12.5
bgr,2008,13.2
bgr,2009,12.3
bgr,2010,12.4
bgr,2011,11
bgr,2012,12.5
bgr,2013,10.5
bgr,2014,10.4
bgr,2015,9.8
bgr,2016,9.7
bgr,2017,10.3
bgr,2018,9.7
bgr,2019,9.7
bhr,2000,6.6
bhr,2001,8.8
bhr,2002,9.2
bhr,2003,10.2
bhr,2004,10.2
bhr,2005,10.3
bhr,2006,8.2
bhr,2007,9.6
bhr,2008,9.2
bhr,2009,8.6
bhr,2010,8.2
bhr,2011,7.9
bhr,2012,7.4
bhr,2013,7.1
bhr,2014,7.4
bhr,2015,7.4
bhr,2016,7.7
bhr,2017,8.1
bhr,2018,8.6
bhr,2019,8.9
bhs,2000,2.3
bhs,2001,2.5
bhs,2002,2.3
bhs,2003,2.4
bhs,2004,3.2
bhs,2005,3
bhs,2006,3.5
bhs,2007,3.2
bhs,2008,3.3
bhs,2009,3.3
bhs,2010,3.6
bhs,2011,3.7
bhs,2012,3.5
bhs,2013,3.1
bhs,2014,3.3
bhs,2015,3.5
bhs,2016,3.6
bhs,2017,3.4
bhs,2018,3.5
bhs,2019,3.5
bih,2000,9
bih,2001,9.4
bih,2002,9.8
bih,2003,9.9
bih,2004,10
bih,2005,10.8
bih,2006,10.7
bih,2007,11.5
bih,2008,10.8
bih,2009,10.7
bih,2010,10.5
bih,2011,10.6
bih,2012,10.4
bih,2013,10.6
bih,2014,10.6
bih,2015,10.7
bih,2016,10.5
bih,2017,10.5
bih,2018,10.8
bih,2019,10.9
blr,2000,41.8
blr,2001,43.3
blr,2002,44.3
blr,2003,42.9
blr,2004,42.1
blr,2005,43.5
blr,2006,40.9
blr,2007,36.8
blr,2008,36.7
blr,2009,36.5
blr,2010,35.9
blr,2011,36.2
blr,2012,29.9
blr,2013,27.9
blr,2014,26.3
blr,2015,24.3
blr,2016,24.2
blr,2017,23.3
blr,2018,22.8
blr,2019,21.2
blz,2000,7.4
blz,2001,6
blz,2002,6.1
blz,2003,6.3
blz,2004,6.9
blz,2005,5.4
blz,2006,5.6
blz,2007,5.2
blz,2008,4.4
blz,2009,6.2
blz,2010,6.9
blz,2011,6.8
blz,2012,6.3
blz,2013,5.9
blz,2014,6
blz,2015,6
blz,2016,5.8
blz,2017,7
blz,2018,6.5
blz,2019,7.1
bol,2000,6.9
bol,2001,6.6
bol,2002,6.6
bol,2003,6.4
bol,2004,6.3
bol,2005,6.3
bol,2006,5.9
bol,2007,6.1
bol,2008,6
bol,2009,6
bol,2010,6
bol,2011,6.1
bol,2012,6
bol,2013,6
bol,2014,6.2
bol,2015,6.4
bol,2016,6.6
bol,2017,6.4
bol,2018,6.3
bol,2019,6.2
bra,2000,4
bra,2001,4.4
bra,2002,4.4
bra,2003,4.3
bra,2004,4.4
bra,2005,4.7
bra,2006,4.7
bra,2007,4.9
bra,2008,5.1
bra,2009,5.1
bra,2010,5
bra,2011,5.2
bra,2012,5.4
bra,2013,5.6
bra,2014,5.6
bra,2015,5.9
bra,2016,6
bra,2017,6.6
bra,2018,7
bra,2019,6.9
brb,2000,2.6
brb,2001,1.6
brb,2002,0.3
brb,2003,1.2
brb,2004,1.4
brb,2005,2.9
brb,2006,1.6
brb,2007,1.5
brb,2008,1
brb,2009,1.5
brb,2010,1.6
brb,2011,1
brb,2012,0.5
brb,2013,0.3
brb,2014,0.6
brb,2015,0.6
brb,2016,0.6
brb,2017,0.6
brb,2018,0.6
brb,2019,0.6
brn,2000,1.9
brn,2001,1.3
brn,2002,1.6
brn,2003,1.6
brn,2004,1.9
brn,2005,2.2
brn,2006,2.9
brn,2007,2.6
brn,2008,2.1
brn,2009,1.8
brn,2010,1.3
brn,2011,1.9
brn,2012,2.1
brn,2013,1.8
brn,2014,1.8
brn,2015,1.9
brn,2016,2.6
brn,2017,3.3
brn,2018,3.1
brn,2019,2.7
btn,2000,4.8
btn,2001,4.9
btn,2002,4.7
btn,2003,4.6
btn,2004,4.5
btn,2005,4.5
btn,2006,4.5
btn,2007,4.4
btn,2008,4.3
btn,2009,4.3
btn,2010,4.2
btn,2011,4.3
btn,2012,4.3
btn,2013,4.4
btn,2014,4.4
btn,2015,4.5
btn,2016,4.5
btn,2017,4.6
btn,2018,4.6
btn,2019,4.6
bwa,2000,35.3
bwa,2001,34.5
bwa,2002,32.7
bwa,2003,31.2
bwa,2004,31.8
bwa,2005,34
bwa,2006,32
bwa,2007,29.3
bwa,2008,28.4
bwa,2009,25.1
bwa,2010,24.4
bwa,2011,22.7
bwa,2012,22.6
bwa,2013,21.6
bwa,2014,19.6
bwa,2015,19
bwa,2016,17.8
bwa,2017,17.4
bwa,2018,17.4
bwa,2019,16.1
caf,2000,19
caf,2001,17.7
caf,2002,17.4
caf,2003,16.4
caf,2004,15.7
caf,2005,15.1
caf,2006,15.7
caf,2007,15.4
caf,2008,15.1
caf,2009,16
caf,2010,15.8
caf,2011,15.4
caf,2012,14.7
caf,2013,14.9
caf,2014,15.6
caf,2015,14.4
caf,2016,13.7
caf,2017,14.3
caf,2018,12.8
caf,2019,12.3
can,2000,11.9
can,2001,12.2
can,2002,11.9
can,2003,12.4
can,2004,11.7
can,2005,12.2
can,2006,11.2
can,2007,11.5
can,2008,11.5
can,2009,12
can,2010,12.1
can,2011,11.3
can,2012,11.8
can,2013,12.1
can,2014,12.7
can,2015,13
can,2016,11.9
can,2017,13
can,2018,12
can,2019,11.8
che,2000,20.2
che,2001,19.6
che,2002,20.9
che,2003,18.7
che,2004,18.5
che,2005,19
che,2006,18.8
che,2007,19.5
che,2008,18.8
che,2009,16
che,2010,14.5
che,2011,14.6
che,2012,14.7
che,2013,15.1
che,2014,14.7
che,2015,15
che,2016,14.1
che,2017,14.6
che,2018,14.5
che,2019,14.5
chl,2000,10.3
chl,2001,10.3
chl,2002,9.6
chl,2003,9.7
chl,2004,10.1
chl,2005,9.7
chl,2006,10
chl,2007,11
chl,2008,12.2
chl,2009,12.7
chl,2010,11.6
chl,2011,11.7
chl,2012,10.5
chl,2013,9.8
chl,2014,9.9
chl,2015,10
chl,2016,10
chl,2017,9.3
chl,2018,8.8
chl,2019,9
chn,2000,14.3
chn,2001,12.9
chn,2002,12.2
chn,2003,12.8
chn,2004,13.3
chn,2005,12.9
chn,2006,12.1
chn,2007,11.5
chn,2008,11.1
chn,2009,10.7
chn,2010,10.2
chn,2011,9.6
chn,2012,9
chn,2013,8.6
chn,2014,8.4
chn,2015,8.1
chn,2016,8.2
chn,2017,8.1
chn,2018,8.1
chn,2019,8.1
civ,2000,14.1
civ,2001,13.3
civ,2002,12.7
civ,2003,12.4
civ,2004,12.1
civ,2005,11.5
civ,2006,11.6
civ,2007,11.5
civ,2008,10.6
civ,2009,11
civ,2010,11.4
civ,2011,11.1
civ,2012,11.3
civ,2013,11.1
civ,2014,10.5
civ,2015,10
civ,2016,9.6
civ,2017,9.2
civ,2018,9
civ,2019,8.9
cmr,2000,10.7
cmr,2001,10.8
cmr,2002,10.6
cmr,2003,10.8
cmr,2004,10.7
cmr,2005,11.4
cmr,2006,11.7
cmr,2007,11.4
cmr,2008,11.2
cmr,2009,11.1
cmr,2010,10.8
cmr,2011,10.8
cmr,2012,10.6
cmr,2013,10.4
cmr,2014,10
cmr,2015,9.5
cmr,2016,9.2
cmr,2017,9
cmr,2018,8.9
cmr,2019,9
cod,2000,7.9
cod,2001,7.7
cod,2002,7.7
cod,2003,7.7
cod,2004,7.6
cod,2005,7.5
cod,2006,7.4
cod,2007,7.2
cod,2008,7.1
cod,2009,7.3
cod,2010,7.2
cod,2011,7.1
cod,2012,6.9
cod,2013,6.8
cod,2014,6.7
cod,2015,6.6
cod,2016,6.5
cod,2017,6.5
cod,2018,6.7
cod,2019,6.7
cog,2000,14.5
cog,2001,12.4
cog,2002,11
cog,2003,10.1
cog,2004,10.2
cog,2005,9.7
cog,2006,9.6
cog,2007,9.3
cog,2008,8.9
cog,2009,9.3
cog,2010,9
cog,2011,8.7
cog,2012,8.9
cog,2013,8.2
cog,2014,7.5
cog,2015,6.8
cog,2016,6.7
cog,2017,6.6
cog,2018,6.5
cog,2019,6.5
col,2000,5
col,2001,4.9
col,2002,4.7
col,2003,4.6
col,2004,4.5
col,2005,4.1
col,2006,4.1
col,2007,4.1
col,2008,4.2
col,2009,4.1
col,2010,3.8
col,2011,3.7
col,2012,3.8
col,2013,3.7
col,2014,3.8
col,2015,4.1
col,2016,4.2
col,2017,4.7
col,2018,4
col,2019,3.9
com,2000,6.3
com,2001,6.2
com,2002,5.9
com,2003,5.8
com,2004,5.5
com,2005,5.4
com,2006,5.4
com,2007,5.3
com,2008,5.4
com,2009,5
com,2010,5.6
com,2011,5.1
com,2012,5.2
com,2013,5.2
com,2014,5.5
com,2015,5.5
com,2016,5.5
com,2017,5.4
com,2018,5.4
com,2019,5.4
cpv,2000,12
cpv,2001,12.1
cpv,2002,12.3
cpv,2003,12.4
cpv,2004,12.8
cpv,2005,13.2
cpv,2006,13.1
cpv,2007,13.5
cpv,2008,14
cpv,2009,14.4
cpv,2010,14.8
cpv,2011,14.8
cpv,2012,14.9
cpv,2013,14.6
cpv,2014,14.4
cpv,2015,14.4
cpv,2016,14.4
cpv,2017,14.2
cpv,2018,13.4
cpv,2019,12.9
cri,2000,6.4
cri,2001,5.2
cri,2002,7
cri,2003,7.9
cri,2004,8.1
cri,2005,6.6
cri,2006,8.4
cri,2007,5.7
cri,2008,5.5
cri,2009,5.6
cri,2010,6.9
cri,2011,6.9
cri,2012,6.6
cri,2013,6.7
cri,2014,5.6
cri,2015,6.7
cri,2016,7.7
cri,2017,6.1
cri,2018,7.2
cri,2019,8.1
cub,2000,17.2
cub,2001,15.3
cub,2002,14.7
cub,2003,13.8
cub,2004,13.9
cub,2005,12.9
cub,2006,12.7
cub,2007,12.2
cub,2008,12.9
cub,2009,13.7
cub,2010,14.4
cub,2011,14.1
cub,2012,13.8
cub,2013,13.9
cub,2014,13.4
cub,2015,14
cub,2016,13.4
cub,2017,14.5
cub,2018,14.3
cub,2019,14.5
cyp,2000,2
cyp,2001,2.1
cyp,2002,2.2
cyp,2003,2.2
cyp,2004,0.9
cyp,2005,2.6
cyp,2006,3.5
cyp,2007,3.1
cyp,2008,6.1
cyp,2009,4.5
cyp,2010,5.3
cyp,2011,4.3
cyp,2012,5.4
cyp,2013,5.7
cyp,2014,5.4
cyp,2015,4.7
cyp,2016,4.6
cyp,2017,3.7
cyp,2018,4.2
cyp,2019,3.6
cze,2000,16.3
cze,2001,16.2
cze,2002,15.4
cze,2003,17
cze,2004,16.3
cze,2005,15.8
cze,2006,14.5
cze,2007,14.1
cze,2008,14.2
cze,2009,15
cze,2010,15
cze,2011,16.1
cze,2012,16.7
cze,2013,15.7
cze,2014,14.8
cze,2015,13.6
cze,2016,13
cze,2017,13.9
cze,2018,13.6
cze,2019,12.2
deu,2000,14.5
deu,2001,14.5
deu,2002,14.6
deu,2003,14.4
deu,2004,14
deu,2005,13.3
deu,2006,12.8
deu,2007,12.4
deu,2008,12.5
deu,2009,12.8
deu,2010,13.2
deu,2011,13.2
deu,2012,12.9
deu,2013,13.4
deu,2014,13.4
deu,2015,13.3
deu,2016,13
deu,2017,12.6
deu,2018,12.9
deu,2019,12.3
dji,2000,7.2
dji,2001,7
dji,2002,7.3
dji,2003,7.4
dji,2004,7.5
dji,2005,7.6
dji,2006,7.5
dji,2007,7.5
dji,2008,7.6
dji,2009,7.8
dji,2010,8.2
dji,2011,8.5
dji,2012,8.7
dji,2013,9
dji,2014,9.2
dji,2015,9
dji,2016,9.3
dji,2017,9.7
dji,2018,9.7
dji,2019,9.6
dnk,2000,15.6
dnk,2001,15.8
dnk,2002,14.9
dnk,2003,13.6
dnk,2004,14.2
dnk,2005,14.8
dnk,2006,14.7
dnk,2007,12.6
dnk,2008,13.1
dnk,2009,12.9
dnk,2010,11.8
dnk,2011,12.6
dnk,2012,12.8
dnk,2013,12.1
dnk,2014,12
dnk,2015,10.9
dnk,2016,10.9
dnk,2017,11.3
dnk,2018,11.4
dnk,2019,10.7
dom,2000,3.9
dom,2001,3.9
dom,2002,4.1
dom,2003,4.4
dom,2004,4.5
dom,2005,4.8
dom,2006,4.7
dom,2007,4.8
dom,2008,4.8
dom,2009,4.9
dom,2010,4.7
dom,2011,4.9
dom,2012,5.2
dom,2013,5.5
dom,2014,6.1
dom,2015,6.4
dom,2016,6.4
dom,2017,5.7
dom,2018,5.2
dom,2019,4.9
dza,2000,4.5
dza,2001,4.5
dza,2002,4.4
dza,2003,4.1
dza,2004,4
dza,2005,3.9
dza,2006,3.7
dza,2007,3.5
dza,2008,3.4
dza,2009,3.2
dza,2010,3
dza,2011,3
dza,2012,2.9
dza,2013,2.9
dza,2014,2.8
dza,2015,2.7
dza,2016,2.6
dza,2017,2.5
dza,2018,2.5
dza,2019,2.5
ecu,2000,6.4
ecu,2001,6.9
ecu,2002,7.9
ecu,2003,8.5
ecu,2004,9
ecu,2005,9.9
ecu,2006,10
ecu,2007,10.2
ecu,2008,10.5
ecu,2009,10.5
ecu,2010,9.9
ecu,2011,9.8
ecu,2012,10.1
ecu,2013,9.6
ecu,2014,8.8
ecu,2015,8.8
ecu,2016,9
ecu,2017,9.2
ecu,2018,8.1
ecu,2019,7.6
egy,2000,3.1
egy,2001,3.2
egy,2002,3.2
egy,2003,3.2
egy,2004,3.1
egy,2005,3.1
egy,2006,3.1
egy,2007,3.1
egy,2008,3.1
egy,2009,3.1
egy,2010,3.2
egy,2011,3.3
egy,2012,3.4
egy,2013,3.4
egy,2014,3.3
egy,2015,3.3
egy,2016,3.2
egy,2017,3
egy,2018,3
egy,2019,3
eri,2000,14.5
eri,2001,14
eri,2002,13.7
eri,2003,12.8
eri,2004,13
eri,2005,13.1
eri,2006,13.2
eri,2007,12.9
eri,2008,13.3
eri,2009,13
eri,2010,12.7
eri,2011,12.5
eri,2012,12.3
eri,2013,12
eri,2014,11.7
eri,2015,11.6
eri,2016,11.5
eri,2017,11.3
eri,2018,11.3
eri,2019,10.9
esp,2000,8.6
esp,2001,8
esp,2002,8.3
esp,2003,8.5
esp,2004,8.5
esp,2005,8
esp,2006,7.5
esp,2007,7.4
esp,2008,7.8
esp,2009,7.6
esp,2010,6.9
esp,2011,7.1
esp,2012,7.7
esp,2013,8.5
esp,2014,8.6
esp,2015,7.9
esp,2016,7.8
esp,2017,8.2
esp,2018,7.8
esp,2019,7.7
est,2000,29.1
est,2001,30.3
est,2002,29.3
est,2003,26.3
est,2004,26.5
est,2005,22.6
est,2006,20.9
est,2007,21.4
est,2008,19.4
est,2009,23.3
est,2010,18.8
est,2011,18.2
est,2012,21.1
est,2013,18.9
est,2014,19.5
est,2015,15.9
est,2016,15.7
est,2017,18.7
est,2018,15.3
est,2019,14.9
eth,2000,9.7
eth,2001,9.3
eth,2002,8.9
eth,2003,8.6
eth,2004,8.3
eth,2005,8.1
eth,2006,7.8
eth,2007,7.7
eth,2008,7.6
eth,2009,7.4
eth,2010,7.1
eth,2011,6.7
eth,2012,6.1
eth,2013,5.7
eth,2014,5.5
eth,2015,5.5
eth,2016,5.5
eth,2017,5.4
eth,2018,5.4
eth,2019,5.4
fin,2000,24.3
fin,2001,24.1
fin,2002,22
fin,2003,21.7
fin,2004,21.2
fin,2005,19.9
fin,2006,21
fin,2007,19.7
fin,2008,20.6
fin,2009,20.4
fin,2010,18.6
fin,2011,17.9
fin,2012,17
fin,2013,17.2
fin,2014,15.4
fin,2015,14
fin,2016,15.2
fin,2017,15.9
fin,2018,16.2
fin,2019,15.3
fji,2000,10.6
fji,2001,10.4
fji,2002,10.1
fji,2003,9.7
fji,2004,9.4
fji,2005,9.5
fji,2006,9.2
fji,2007,9.4
fji,2008,9.6
fji,2009,9.7
fji,2010,9.6
fji,2011,9.8
fji,2012,10
fji,2013,10
fji,2014,9.7
fji,2015,9.4
fji,2016,9.4
fji,2017,9.3
fji,2018,9.1
fji,2019,9
fra,2000,20.2
fra,2001,19.5
fra,2002,19.8
fra,2003,20.1
fra,2004,19.5
fra,2005,19.1
fra,2006,18.5
fra,2007,17.9
fra,2008,18.2
fra,2009,18.4
fra,2010,18.2
fra,2011,18
fra,2012,17.8
fra,2013,17
fra,2014,15.6
fra,2015,15.8
fra,2016,14.9
fra,2017,14.6
fra,2018,14.2
fra,2019,13.8
fsm,2000,24
fsm,2001,23.4
fsm,2002,22.5
fsm,2003,22.8
fsm,2004,23.8
fsm,2005,24.6
fsm,2006,24.6
fsm,2007,24.4
fsm,2008,24.5
fsm,2009,24.5
fsm,2010,24.5
fsm,2011,25.2
fsm,2012,25.5
fsm,2013,25.6
fsm,2014,25.8
fsm,2015,27
fsm,2016,27
fsm,2017,27.7
fsm,2018,28.2
fsm,2019,28.2
gab,2000,13
gab,2001,12.2
gab,2002,11.2
gab,2003,11
gab,2004,10.1
gab,2005,10.2
gab,2006,10.6
gab,2007,10.4
gab,2008,11.3
gab,2009,10.2
gab,2010,10.1
gab,2011,10
gab,2012,8.9
gab,2013,8.6
gab,2014,9.8
gab,2015,9.6
gab,2016,9.2
gab,2017,8.8
gab,2018,8.6
gab,2019,8.4
gbr,2000,8.6
gbr,2001,8.3
gbr,2002,8.3
gbr,2003,7.9
gbr,2004,8.2
gbr,2005,7.9
gbr,2006,7.8
gbr,2007,7.6
gbr,2008,8.1
gbr,2009,8
gbr,2010,7.8
gbr,2011,8.3
gbr,2012,8.2
gbr,2013,8.8
gbr,2014,8.6
gbr,2015,8.8
gbr,2016,8.5
gbr,2017,8.2
gbr,2018,8.1
gbr,2019,7.9
geo,2000,7.4
geo,2001,6.9
geo,2002,8.2
geo,2003,6.6
geo,2004,7.4
geo,2005,6.2
geo,2006,6.2
geo,2007,6.1
geo,2008,7.5
geo,2009,8.5
geo,2010,8.3
geo,2011,8.7
geo,2012,9.2
geo,2013,9.8
geo,2014,10.3
geo,2015,10.5
geo,2016,10.7
geo,2017,9.6
geo,2018,9.4
geo,2019,9.2
gha,2000,5.4
gha,2001,5.8
gha,2002,6.1
gha,2003,6.4
gha,2004,6.6
gha,2005,6.9
gha,2006,7
gha,2007,7.2
gha,2008,7.5
gha,2009,7.6
gha,2010,7.8
gha,2011,7.8
gha,2012,7.8
gha,2013,7.7
gha,2014,7.5
gha,2015,7.3
gha,2016,7.2
gha,2017,7
gha,2018,6.6
gha,2019,6.6
gin,2000,5.4
gin,2001,5.4
gin,2002,5.6
gin,2003,5.6
gin,2004,5.7
gin,2005,5.6
gin,2006,6
gin,2007,6.3
gin,2008,6.3
gin,2009,6.4
gin,2010,6.8
gin,2011,7
gin,2012,7.1
gin,2013,7.3
gin,2014,7.1
gin,2015,7.2
gin,2016,7.1
gin,2017,7
gin,2018,6.9
gin,2019,7
gmb,2000,5.6
gmb,2001,5.7
gmb,2002,5.8
gmb,2003,5.8
gmb,2004,5.9
gmb,2005,5.8
gmb,2006,5.7
gmb,2007,5.7
gmb,2008,5.6
gmb,2009,5.5
gmb,2010,5.3
gmb,2011,5.4
gmb,2012,5.3
gmb,2013,5.3
gmb,2014,5.3
gmb,2015,5.1
gmb,2016,4.9
gmb,2017,4.9
gmb,2018,4.8
gmb,2019,4.8
gnb,2000,9.5
gnb,2001,9.3
gnb,2002,9.1
gnb,2003,8.8
gnb,2004,8.8
gnb,2005,8.4
gnb,2006,8.4
gnb,2007,8.4
gnb,2008,8.4
gnb,2009,8.5
gnb,2010,8.4
gnb,2011,8.2
gnb,2012,8
gnb,2013,8.1
gnb,2014,7.8
gnb,2015,7.3
gnb,2016,7.3
gnb,2017,7.3
gnb,2018,7.2
gnb,2019,7
gnq,2000,12.6
gnq,2001,11.4
gnq,2002,10.1
gnq,2003,9.7
gnq,2004,9.3
gnq,2005,8.9
gnq,2006,9.2
gnq,2007,9
gnq,2008,8.8
gnq,2009,8.9
gnq,2010,10
gnq,2011,11.2
gnq,2012,10
gnq,2013,8.4
gnq,2014,8.8
gnq,2015,9.8
gnq,2016,9.3
gnq,2017,7.8
gnq,2018,8.3
gnq,2019,7.9
grc,2000,3.5
grc,2001,3.1
grc,2002,2.9
grc,2003,3.3
grc,2004,3.1
grc,2005,3.7
grc,2006,3.7
grc,2007,3
grc,2008,3.4
grc,2009,3.6
grc,2010,3.5
grc,2011,4.4
grc,2012,4.8
grc,2013,5
grc,2014,5.3
grc,2015,5
grc,2016,4.7
grc,2017,5.1
grc,2018,5.1
grc,2019,5.1
grd,2000,1.9
grd,2001,0.4
grd,2002,3.2
grd,2003,2.4
grd,2004,4.6
grd,2005,3.1
grd,2006,5.1
grd,2007,2
grd,2008,2.4
grd,2009,0.7
grd,2010,0.9
grd,2011,1.7
grd,2012,1.7
grd,2013,1.2
grd,2014,0.6
grd,2015,0.7
grd,2016,1
grd,2017,0.6
grd,2018,0.3
grd,2019,0.7
gtm,2000,10.2
gtm,2001,10.7
gtm,2002,10.5
gtm,2003,10.8
gtm,2004,11
gtm,2005,11.4
gtm,2006,10.7
gtm,2007,8.3
gtm,2008,8
gtm,2009,7.9
gtm,2010,7.3
gtm,2011,6.6
gtm,2012,6.1
gtm,2013,5.9
gtm,2014,5.8
gtm,2015,5.8
gtm,2016,5.7
gtm,2017,5.6
gtm,2018,6
gtm,2019,5.9
guy,2000,31.4
guy,2001,34.7
guy,2002,34.5
guy,2003,33.2
guy,2004,32.5
guy,2005,30.9
guy,2006,30.7
guy,2007,30.9
guy,2008,30
guy,2009,32.9
guy,2010,33.3
guy,2011,32.6
guy,2012,35
guy,2013,38.2
guy,2014,37.2
guy,2015,37.3
guy,2016,37.9
guy,2017,38.5
guy,2018,39.5
guy,2019,40.3
hnd,2000,2.1
hnd,2001,2.1
hnd,2002,2.1
hnd,2003,2.2
