geo,time,sh_sta_suic_p5
rwa,2018,5.6
rwa,2019,5.6
sau,2000,3.2
sau,2001,3.3
sau,2002,3.4
sau,2003,3.5
sau,2004,3.4
sau,2005,3.7
sau,2006,4
sau,2007,4.3
sau,2008,4.6
sau,2009,5
sau,2010,5.5
sau,2011,6.1
sau,2012,6.4
sau,2013,6.5
sau,2014,6.6
sau,2015,6.3
sau,2016,6.3
sau,2017,6.2
sau,2018,6.1
sau,2019,6
sdn,2000,4.3
sdn,2001,4.2
sdn,2002,4.2
sdn,2003,4.1
sdn,2004,4.1
sdn,2005,4.2
sdn,2006,4.1
sdn,2007,4.1
sdn,2008,4.1
sdn,2009,4.1
sdn,2010,4
sdn,2011,4.1
sdn,2012,4
sdn,2013,4
sdn,2014,3.9
sdn,2015,3.9
sdn,2016,3.9
sdn,2017,3.8
sdn,2018,3.9
sdn,2019,3.8
sen,2000,7.8
sen,2001,7.6
sen,2002,7.5
sen,2003,7.4
sen,2004,7.3
sen,2005,7.2
sen,2006,7
sen,2007,6.7
sen,2008,6.8
sen,2009,6.7
sen,2010,6.6
sen,2011,6.5
sen,2012,6.5
sen,2013,6.5
sen,2014,6.5
sen,2015,6.4
sen,2016,6.3
sen,2017,6.2
sen,2018,6.1
sen,2019,6
sgp,2000,12.4
sgp,2001,11.3
sgp,2002,12.4
sgp,2003,12.1
sgp,2004,11.7
sgp,2005,11.2
sgp,2006,11.7
sgp,2007,10.7
sgp,2008,10.4
sgp,2009,10.5
sgp,2010,9.9
sgp,2011,9.6
sgp,2012,11.3
sgp,2013,10.3
sgp,2014,10.2
sgp,2015,9
sgp,2016,9.1
sgp,2017,9
sgp,2018,9.4
sgp,2019,11.2
slb,2000,14.4
slb,2001,14.1
slb,2002,14.3
slb,2003,14.6
slb,2004,13.8
slb,2005,14
slb,2006,14.1
slb,2007,15.2
slb,2008,15.8
slb,2009,15.8
slb,2010,15.7
slb,2011,15.7
slb,2012,15.6
slb,2013,15.4
slb,2014,15.3
slb,2015,15.2
slb,2016,15.1
slb,2017,15.1
slb,2018,15
slb,2019,14.7
sle,2000,5.7
sle,2001,5.9
sle,2002,6
sle,2003,6.1
sle,2004,6.1
sle,2005,6
sle,2006,6.5
sle,2007,6.4
sle,2008,6.5
sle,2009,6.6
sle,2010,6.8
sle,2011,6.5
sle,2012,6.6
sle,2013,6.3
sle,2014,6.2
sle,2015,5.9
sle,2016,6.2
sle,2017,6.3
sle,2018,6.6
sle,2019,6.7
slv,2000,6.2
slv,2001,6.8
slv,2002,5.3
slv,2003,6.5
slv,2004,6.8
slv,2005,7.8
slv,2006,6.6
slv,2007,7.9
slv,2008,6.8
slv,2009,8.6
slv,2010,6.1
slv,2011,8
slv,2012,6.8
slv,2013,6.4
slv,2014,5.8
slv,2015,6.9
slv,2016,5.7
slv,2017,6.1
slv,2018,6
slv,2019,6.1
som,2000,9.1
som,2001,8.9
som,2002,8.9
som,2003,8.9
som,2004,9.1
som,2005,8.9
som,2006,8.7
som,2007,8.4
som,2008,8.5
som,2009,8.5
som,2010,8.2
som,2011,8.1
som,2012,8.1
som,2013,8.1
som,2014,8.1
som,2015,8
som,2016,7.9
som,2017,8
som,2018,8
som,2019,7.9
srb,2000,23.1
srb,2001,21.8
srb,2002,22.4
srb,2003,21.2
srb,2004,21.3
srb,2005,20.1
srb,2006,19.5
srb,2007,18.7
srb,2008,18
srb,2009,19.5
srb,2010,17.2
srb,2011,18
srb,2012,18.2
srb,2013,17.9
srb,2014,17
srb,2015,16.4
srb,2016,15.2
srb,2017,0.6
srb,2018,11.3
srb,2019,11.4
ssd,2000,4.3
ssd,2001,4
ssd,2002,3.9
ssd,2003,3.9
ssd,2004,3.9
ssd,2005,3.9
ssd,2006,3.9
ssd,2007,3.9
ssd,2008,3.8
ssd,2009,3.7
ssd,2010,3.7
ssd,2011,3.6
ssd,2012,3.7
ssd,2013,3.6
ssd,2014,3.5
ssd,2015,3.6
ssd,2016,3.7
ssd,2017,3.7
ssd,2018,3.8
ssd,2019,3.9
stp,2000,1.4
stp,2001,1.5
stp,2002,1.6
stp,2003,1.3
stp,2004,1.5
stp,2005,1.3
stp,2006,1.5
stp,2007,1.6
stp,2008,1.6
stp,2009,1.5
stp,2010,1.5
stp,2011,1.4
stp,2012,1.5
stp,2013,1.5
stp,2014,1.5
stp,2015,1.5
stp,2016,1.5
stp,2017,1.5
stp,2018,1.5
stp,2019,1.5
sur,2000,21.5
sur,2001,24.2
sur,2002,24.4
sur,2003,24.3
sur,2004,23.6
sur,2005,24.2
sur,2006,24.6
sur,2007,24.5
sur,2008,24.5
sur,2009,24.4
sur,2010,25.5
sur,2011,24.3
sur,2012,25.2
sur,2013,25.1
sur,2014,24.7
sur,2015,24.8
sur,2016,24.4
sur,2017,24.5
sur,2018,25.5
sur,2019,25.4
svk,2000,14.2
svk,2001,13.9
svk,2002,14.6
svk,2003,15
svk,2004,13.9
svk,2005,13.7
svk,2006,14.5
svk,2007,14
svk,2008,12.7
svk,2009,13.1
svk,2010,13.6
svk,2011,12.9
svk,2012,12.6
svk,2013,12.3
svk,2014,12.9
svk,2015,12.4
svk,2016,12.3
svk,2017,12.3
svk,2018,12.2
svk,2019,12.1
svn,2000,32
svn,2001,30.9
svn,2002,29.1
svn,2003,29.7
svn,2004,28.7
svn,2005,26.8
svn,2006,27.9
svn,2007,22.9
svn,2008,20.6
svn,2009,22.5
svn,2010,20.7
svn,2011,21.6
svn,2012,22
svn,2013,22.2
svn,2014,19.6
svn,2015,21
svn,2016,19
svn,2017,20.9
svn,2018,17.8
svn,2019,19.8
swe,2000,15.1
swe,2001,16
swe,2002,15.5
swe,2003,14.4
swe,2004,14.8
swe,2005,15.7
swe,2006,15
swe,2007,14.5
swe,2008,15
swe,2009,15.7
swe,2010,14.7
swe,2011,14.2
swe,2012,15
swe,2013,15.9
swe,2014,14.8
swe,2015,15.7
swe,2016,14.6
swe,2017,15
swe,2018,14.9
swe,2019,14.7
swz,2000,28.4
swz,2001,32.2
swz,2002,37.2
swz,2003,40.5
swz,2004,42.4
swz,2005,43.9
swz,2006,47.3
swz,2007,53.9
swz,2008,55
swz,2009,54.2
swz,2010,50.4
swz,2011,47
swz,2012,47.6
swz,2013,44.6
swz,2014,39.2
swz,2015,35.1
swz,2016,32.8
swz,2017,30.4
swz,2018,28.5
swz,2019,29.4
syc,2000,9.2
syc,2001,9.2
syc,2002,8.6
syc,2003,9
syc,2004,9.3
syc,2005,8.4
syc,2006,8.1
syc,2007,7.6
syc,2008,7.8
syc,2009,7.5
syc,2010,7.8
syc,2011,7.9
syc,2012,7.7
syc,2013,7.7
syc,2014,7.9
syc,2015,8
syc,2016,8
syc,2017,8.3
syc,2018,8.2
syc,2019,8.1
syr,2000,1.5
syr,2001,1.4
syr,2002,1.4
syr,2003,1.3
syr,2004,1.4
syr,2005,1.4
syr,2006,1.4
syr,2007,1.4
syr,2008,1.4
syr,2009,1.4
syr,2010,1.5
syr,2011,1.5
syr,2012,1.6
syr,2013,1.8
syr,2014,1.8
syr,2015,1.7
syr,2016,1.6
syr,2017,1.8
syr,2018,1.9
syr,2019,2
tcd,2000,7.8
tcd,2001,7.8
tcd,2002,7.7
tcd,2003,7.8
tcd,2004,7.5
tcd,2005,7.5
tcd,2006,7.5
tcd,2007,7.7
tcd,2008,7.5
tcd,2009,7.6
tcd,2010,7.7
tcd,2011,7.7
tcd,2012,7.6
tcd,2013,7.4
tcd,2014,7.1
tcd,2015,6.8
tcd,2016,6.7
tcd,2017,6.7
tcd,2018,6.6
tcd,2019,6.4
tgo,2000,10
tgo,2001,10.3
tgo,2002,10.4
tgo,2003,10.7
tgo,2004,10.8
tgo,2005,10.7
tgo,2006,11
tgo,2007,10.9
tgo,2008,10.8
tgo,2009,10.5
tgo,2010,10.4
tgo,2011,10.4
tgo,2012,10.4
tgo,2013,10.3
tgo,2014,10.1
tgo,2015,9.7
tgo,2016,9.3
tgo,2017,9
tgo,2018,8.7
tgo,2019,8.8
tha,2000,12
tha,2001,10.9
tha,2002,11
tha,2003,10.7
tha,2004,10.5
tha,2005,9.1
tha,2006,8.9
tha,2007,8.4
tha,2008,8.1
tha,2009,8
tha,2010,8.1
tha,2011,8
tha,2012,7.9
tha,2013,7.5
tha,2014,7.8
tha,2015,8
tha,2016,8.5
tha,2017,8.4
tha,2018,8.8
tha,2019,8.8
tjk,2000,3.8
tjk,2001,3.6
tjk,2002,3.5
tjk,2003,3.4
tjk,2004,3.5
tjk,2005,3.6
tjk,2006,3.6
tjk,2007,3.7
tjk,2008,3.8
tjk,2009,3.9
tjk,2010,4
tjk,2011,4
tjk,2012,4.1
tjk,2013,4
tjk,2014,4.1
tjk,2015,4.1
tjk,2016,4.3
tjk,2017,4.2
tjk,2018,4.2
tjk,2019,4.3
tkm,2000,12.5
tkm,2001,13.5
tkm,2002,14.1
tkm,2003,14.3
tkm,2004,14.3
tkm,2005,15.1
tkm,2006,15.1
tkm,2007,13.2
tkm,2008,11.4
tkm,2009,9.4
tkm,2010,8.5
tkm,2011,7.6
tkm,2012,7.1
tkm,2013,7.1
tkm,2014,6.8
tkm,2015,6.3
tkm,2016,6.2
tkm,2017,5.8
tkm,2018,5.7
tkm,2019,5.7
tls,2000,3.6
tls,2001,3.6
tls,2002,3.4
tls,2003,3.4
tls,2004,3.1
tls,2005,3
tls,2006,2.7
tls,2007,2.6
tls,2008,2.4
tls,2009,3.1
tls,2010,3
tls,2011,3.2
tls,2012,3.3
tls,2013,3.3
tls,2014,3.4
tls,2015,3.5
tls,2016,3.6
tls,2017,3.6
tls,2018,3.6
tls,2019,3.7
ton,2000,4.2
ton,2001,4.2
ton,2002,4.2
ton,2003,4.2
ton,2004,4.2
ton,2005,4
ton,2006,4
ton,2007,4
ton,2008,3.9
ton,2009,4.3
ton,2010,4.6
ton,2011,4.5
ton,2012,4.5
ton,2013,4.6
ton,2014,4.6
ton,2015,4.6
ton,2016,4.1
ton,2017,4.2
ton,2018,4
ton,2019,3.8
tto,2000,16.3
tto,2001,16.3
tto,2002,15.3
tto,2003,13.4
tto,2004,13.1
tto,2005,12.7
tto,2006,11.3
tto,2007,11.2
tto,2008,13.7
tto,2009,11.2
tto,2010,11.3
tto,2011,9.9
tto,2012,9.5
tto,2013,10.9
tto,2014,10.5
tto,2015,10.2
tto,2016,9.8
tto,2017,9.5
tto,2018,9
tto,2019,8.7
tun,2000,3.7
tun,2001,3.7
tun,2002,3.8
tun,2003,3.8
tun,2004,3.7
tun,2005,3.7
tun,2006,3.7
tun,2007,3.6
tun,2008,3.5
tun,2009,3.5
tun,2010,3.5
tun,2011,3.4
tun,2012,3.4
tun,2013,3.3
tun,2014,3.2
tun,2015,3.1
tun,2016,3.1
tun,2017,3.1
tun,2018,3.2
tun,2019,3.3
tur,2000,4
tur,2001,3.6
tur,2002,3.2
tur,2003,3.1
tur,2004,3
tur,2005,2.8
tur,2006,2.7
tur,2007,2.5
tur,2008,2.4
tur,2009,2.4
tur,2010,2.4
tur,2011,2.2
tur,2012,2.2
tur,2013,2.3
tur,2014,2.3
tur,2015,2.3
tur,2016,2.3
tur,2017,2.3
tur,2018,2.3
tur,2019,2.4
tza,2000,8.9
tza,2001,7.9
tza,2002,7
tza,2003,6.4
tza,2004,5.8
tza,2005,5.4
tza,2006,5.3
tza,2007,5.4
tza,2008,5.8
tza,2009,5.5
tza,2010,5
tza,2011,4.8
tza,2012,4.3
tza,2013,4.4
tza,2014,4.2
tza,2015,4.2
tza,2016,4.2
tza,2017,4.2
tza,2018,4.2
tza,2019,4.3
uga,2000,10.2
uga,2001,9.8
uga,2002,9.4
uga,2003,9.4
uga,2004,9.5
uga,2005,9.7
uga,2006,9.4
uga,2007,8
uga,2008,7.1
uga,2009,6.8
uga,2010,6.3
uga,2011,6.3
uga,2012,5.7
uga,2013,5.2
uga,2014,4.8
uga,2015,4.7
uga,2016,4.7
uga,2017,4.4
uga,2018,4.4
uga,2019,4.6
ukr,2000,39.1
ukr,2001,36.7
ukr,2002,36
ukr,2003,34.5
ukr,2004,33.8
ukr,2005,33.8
ukr,2006,30.8
ukr,2007,31.5
ukr,2008,30.9
ukr,2009,26.3
ukr,2010,24.5
ukr,2011,23
ukr,2012,23.1
ukr,2013,22.6
ukr,2014,24.4
ukr,2015,21.6
ukr,2016,21.4
ukr,2017,20.6
ukr,2018,21.9
ukr,2019,21.6
ury,2000,16
ury,2001,14.5
ury,2002,19.8
ury,2003,15.6
ury,2004,15.3
ury,2005,14.8
ury,2006,15.5
ury,2007,17.4
ury,2008,15.1
ury,2009,15
ury,2010,16
ury,2011,16.8
ury,2012,17.8
ury,2013,15.8
ury,2014,17.4
ury,2015,18.6
ury,2016,21.1
ury,2017,20.8
ury,2018,21.2
ury,2019,21.2
usa,2000,11
usa,2001,11.4
usa,2002,11.8
usa,2003,11.7
usa,2004,11.9
usa,2005,11.9
usa,2006,12.1
usa,2007,12.4
usa,2008,12.7
usa,2009,12.8
usa,2010,13.1
usa,2011,13.4
usa,2012,13.5
usa,2013,13.5
usa,2014,14
usa,2015,14.4
usa,2016,15.1
usa,2017,15.9
usa,2018,15.7
usa,2019,16.1
uzb,2000,10.1
uzb,2001,10
uzb,2002,9.7
uzb,2003,9
uzb,2004,8.6
uzb,2005,9.1
uzb,2006,8.8
uzb,2007,8.6
uzb,2008,8.5
uzb,2009,8
uzb,2010,8.1
uzb,2011,8.5
uzb,2012,8.9
uzb,2013,8.9
uzb,2014,9
uzb,2015,9.2
uzb,2016,9.1
uzb,2017,8.8
uzb,2018,8.6
uzb,2019,8
vct,2000,5.7
vct,2001,5.2
vct,2002,6.6
vct,2003,5.8
vct,2004,5.1
vct,2005,9.9
vct,2006,6.2
vct,2007,8.4
vct,2008,4.2
vct,2009,2.6
vct,2010,3
vct,2011,5.6
vct,2012,5.4
vct,2013,3.9
vct,2014,1.4
vct,2015,3.3
vct,2016,0.7
vct,2017,0
vct,2018,1
vct,2019,1
ven,2000,5.4
ven,2001,5.7
ven,2002,5.4
ven,2003,4.9
ven,2004,4.5
ven,2005,4.4
ven,2006,3.9
ven,2007,3.7
ven,2008,3.5
ven,2009,3.2
ven,2010,3.4
ven,2011,3.6
ven,2012,3.2
ven,2013,2.5
ven,2014,2.1
ven,2015,2.3
ven,2016,2.2
ven,2017,2.2
ven,2018,2.2
ven,2019,2.1
vnm,2000,6.1
vnm,2001,6.1
vnm,2002,6.1
vnm,2003,6.1
vnm,2004,6.3
vnm,2005,6.3
vnm,2006,6.4
vnm,2007,6.7
vnm,2008,6.9
vnm,2009,6.9
vnm,2010,7
vnm,2011,7.2
vnm,2012,7.4
vnm,2013,7.5
vnm,2014,7.6
vnm,2015,7.7
vnm,2016,7.7
vnm,2017,7.7
vnm,2018,7.6
vnm,2019,7.5
vut,2000,19.1
vut,2001,18.9
vut,2002,19.1
vut,2003,19
vut,2004,18.6
vut,2005,18.2
vut,2006,19.2
vut,2007,19.1
vut,2008,18.9
vut,2009,19.8
vut,2010,19.5
vut,2011,19
vut,2012,19.1
vut,2013,18.9
vut,2014,18.2
vut,2015,18.2
vut,2016,18
vut,2017,18.1
vut,2018,18.1
vut,2019,18
wsm,2000,13.7
wsm,2001,13.7
wsm,2002,13.4
wsm,2003,13.2
wsm,2004,12.8
wsm,2005,12.9
wsm,2006,13
wsm,2007,12.9
wsm,2008,12.8
wsm,2009,11
wsm,2010,12.8
wsm,2011,12.8
wsm,2012,12.7
wsm,2013,12.1
wsm,2014,12.8
wsm,2015,12.7
wsm,2016,12.8
wsm,2017,12.6
wsm,2018,12.6
wsm,2019,12.6
yem,2000,6.1
yem,2001,6.1
yem,2002,5.9
yem,2003,5.9
yem,2004,6
yem,2005,5.9
yem,2006,5.8
yem,2007,5.8
yem,2008,6
yem,2009,5.9
yem,2010,5.7
yem,2011,5.6
yem,2012,5.7
yem,2013,5.7
yem,2014,5.7
yem,2015,5.5
yem,2016,5.7
yem,2017,5.6
yem,2018,5.9
yem,2019,5.8
zaf,2000,22.4
zaf,2001,23
zaf,2002,24.3
zaf,2003,25.1
zaf,2004,24.6
zaf,2005,24.4
zaf,2006,23.6
zaf,2007,24.6
zaf,2008,26.7
zaf,2009,26.7
zaf,2010,24.6
zaf,2011,22.4
zaf,2012,22.9
zaf,2013,23.7
zaf,2014,24.1
zaf,2015,24.5
zaf,2016,24.4
zaf,2017,25.2
zaf,2018,24.1
zaf,2019,23.5
zmb,2000,13.3
zmb,2001,12.4
zmb,2002,12.1
zmb,2003,11.6
zmb,2004,12.2
zmb,2005,11.9
zmb,2006,11.7
zmb,2007,10.3
zmb,2008,9.7
zmb,2009,9.8
zmb,2010,10.1
zmb,2011,10.3
zmb,2012,9.4
zmb,2013,9.1
zmb,2014,9
zmb,2015,8.7
zmb,2016,8.5
zmb,2017,8.5
zmb,2018,8.1
zmb,2019,7.3
zwe,2000,13.3
zwe,2001,12.8
zwe,2002,13.4
zwe,2003,13.2
zwe,2004,14.2
zwe,2005,14
zwe,2006,14.4
zwe,2007,17.2
zwe,2008,20.1
zwe,2009,22.2
zwe,2010,21.5
zwe,2011,20.7
zwe,2012,19.7
zwe,2013,18.6
zwe,2014,18.2
zwe,2015,18
zwe,2016,16.8
zwe,2017,15
zwe,2018,14
zwe,2019,14.1
