geo,time,dt_nfl_pcbo_cd
pak,1995,360745000
pak,1996,430211000
pak,1997,868630000
pak,1998,395306000
pak,1999,-402522000
pak,2000,-360850000
pak,2001,-530048000
pak,2002,-381896000
pak,2003,-460412000
pak,2004,-133082000
pak,2005,-349730000
pak,2006,-246922000
pak,2007,260793000
pak,2008,579204000
pak,2009,25940000
pak,2010,1734182000
pak,2013,-213520000
pak,2014,386465000
pak,2015,535814000
pak,2016,1928128000
pak,2017,4089175000
pak,2018,2474715000
pak,2019,1243928000
pak,2020,3245660000
pan,1970,33736000
pan,1971,30967000
pan,1972,61329000
pan,1973,78766000
pan,1974,87716000
pan,1975,144245000
pan,1976,240199000
pan,1977,169320000
pan,1978,246294000
pan,1979,55396000
pan,1980,96312000
pan,1981,71238000
pan,1982,384397000
pan,1983,88252000
pan,1984,31540000
pan,1985,25489000
pan,1986,42056000
pan,1987,40990000
pan,1988,31472000
pan,1989,24225000
pan,1990,-3739000
pan,1991,-10511000
pan,1992,-5508000
pan,1993,-11758000
pan,1994,-30057000
pan,1995,-11961000
pan,1996,-17184000
pan,1997,-47900000
pan,1998,34406000
pan,1999,216743000
pan,2000,74567000
pan,2001,273683000
pan,2002,110384000
pan,2003,153046000
pan,2004,10576000
pan,2005,-148222000
pan,2006,-10774000
pan,2007,-16911000
pan,2008,8603277000
pan,2009,2415919000
pan,2010,1538950000
pan,2011,3658309000
pan,2012,1478766000
pan,2013,438745000
pan,2014,2848982000
pan,2015,3289138000
pan,2016,2532830000
pan,2017,5020496000
pan,2018,4625415000
pan,2019,5214441000
pan,2020,-2861312000
per,1970,24224000
per,1971,30455000
per,1972,50024000
per,1973,290060000
per,1974,913892000
per,1975,909870000
per,1976,812874000
per,1977,15707000
per,1978,-145615000
per,1979,248601000
per,1980,-93910000
per,1981,65331000
per,1982,1178614000
per,1983,912926000
per,1984,489533000
per,1985,80463000
per,1986,160558000
per,1987,79349000
per,1988,27334000
per,1989,76241000
per,1990,17812000
per,1991,-64933000
per,1992,-96517000
per,1993,177448000
per,1994,399795000
per,1995,50498000
per,1996,-463267000
per,1997,1531390000
per,1998,943514000
per,1999,291304000
per,2000,446472000
per,2001,288113000
per,2002,27937000
per,2003,-26907000
per,2004,31015000
per,2005,-1175239000
per,2006,-333457000
per,2007,1716408000
per,2008,2960323000
per,2009,313554000
per,2010,985108000
per,2011,158162000
per,2012,1140014000
per,2013,-2089859000
per,2014,1602446000
per,2015,1791537000
per,2016,2813244000
phl,1970,98095000
phl,1971,-55769000
phl,1972,31077000
phl,1973,-85960000
phl,1974,259498000
phl,1975,349397000
phl,1976,517021000
phl,1977,604783000
phl,1978,455894000
phl,1979,665876000
phl,1980,865602000
phl,1981,731767000
phl,1982,1056872000
phl,1983,729194000
phl,1984,263492000
phl,1985,868823000
phl,1986,352944000
phl,1987,-472392000
phl,1988,-515606000
phl,1989,-104060000
phl,1990,-286235000
phl,1991,-212185000
phl,1992,-1290235000
phl,1993,-162180000
phl,1994,-92801000
phl,1995,-215099000
phl,1996,-329596000
phl,1997,523540000
phl,1998,710506000
phl,1999,163113000
phl,2000,-50033000
phl,2001,1021797000
phl,2002,-458889000
phl,2003,-1057846000
phl,2004,-513543000
phl,2005,-652611000
phl,2006,-2673537000
phl,2007,-952141000
phl,2008,-994336000
phl,2009,-1062734000
phl,2010,1334723000
phl,2011,576247000
phl,2012,242554000
phl,2013,-173816000
phl,2014,11585685000
phl,2015,1895173000
phl,2016,-940529000
phl,2017,-989080000
phl,2018,-184367000
phl,2019,-337612000
phl,2020,772972000
png,1970,128144000
png,1971,173767000
png,1972,56265000
png,1973,-42662000
png,1974,-39183000
png,1975,-30439000
png,1976,-7555000
png,1977,22481000
png,1978,-74734000
png,1979,11281000
png,1980,37866000
png,1981,310143000
png,1982,414041000
png,1983,295251000
png,1984,67675000
png,1985,166848000
png,1986,209830000
png,1987,9829000
png,1988,87982000
png,1989,144984000
png,1990,48639000
png,1991,-29286000
png,1992,579712000
png,1993,-441712000
png,1994,-197777000
png,1995,-311329000
png,1996,115816000
png,1997,114329000
png,1998,21377000
png,1999,-30216000
png,2000,26932000
png,2001,-64571000
png,2002,-108533000
png,2003,39057000
png,2004,-13797000
png,2005,183474000
png,2006,60151000
png,2007,-205305000
png,2008,149477000
png,2009,24897000
png,2010,2418291000
png,2011,7058779000
png,2012,2277186000
png,2013,6502062000
png,2014,29529000
png,2015,-132593000
png,2016,-1366258000
png,2017,-972412000
png,2018,65127000
png,2019,-869933000
png,2020,-479137000
pry,1970,3446000
pry,1971,468000
pry,1972,-287000
pry,1973,183000
pry,1974,20990000
pry,1975,29922000
pry,1976,14587000
pry,1977,25610000
pry,1978,63293000
pry,1979,99561000
pry,1980,88467000
pry,1981,49018000
pry,1982,137700000
pry,1983,71691000
pry,1984,26577000
pry,1985,-5227000
pry,1986,28876000
pry,1987,34699000
pry,1988,-33380000
pry,1989,34221000
pry,1990,-9119000
pry,1991,-53917000
pry,1992,-163093000
pry,1993,-49477000
pry,1994,23502000
pry,1995,-15118000
pry,1996,54707000
pry,1997,84893000
pry,1998,71389000
pry,1999,422336000
pry,2000,-99440000
pry,2001,-96045000
pry,2002,466963000
pry,2003,373774000
pry,2004,378504000
pry,2005,1003886000
pry,2006,1088474000
pry,2007,1117166000
pry,2008,1196093000
pry,2009,1235290000
pry,2010,1514856000
pry,2011,-151387000
pry,2012,-593860000
pry,2013,-871210000
pry,2014,-684026000
pry,2015,-374736000
pry,2016,-542921000
pry,2017,-936741000
pry,2018,-965377000
pry,2019,-271420000
rou,1979,1679564000
rou,1980,1360171000
rou,1981,715394000
rou,1982,409905000
rou,1983,-122615000
rou,1984,-1017325000
rou,1985,-645351000
rou,1986,-352037000
rou,1987,-1023042000
rou,1988,-1886163000
rou,1989,-431610000
rou,1993,167359000
rou,1994,338890000
rou,1995,412626000
rou,1996,-222042000
rou,1997,225596000
rou,1998,148136000
rou,1999,755155000
rou,2000,785491000
rou,2001,851679000
rou,2002,2239720000
rou,2003,1318650000
rou,2004,4171883000
rou,2005,7062907000
rou,2006,4796097000
rou,2007,12630624000
rou,2008,17194143000
rou,2009,7038097000
rou,2010,-2206529000
rou,2011,-3167029000
rou,2012,-601127000
rou,2013,-3496822000
rou,2014,-2332830000
rou,2015,-3363507000
rou,2016,-3225640000
rou,2017,5310748000
rou,2018,-1531223000
rou,2019,-67742000
rou,2020,240563000
rus,1992,9334506000
rus,1993,2468313000
rus,1994,-280440000
rus,1995,555448000
rus,1996,224140000
rus,1997,-674451000
rus,1998,1246122000
rus,1999,-153618000
rus,2000,-468790000
rus,2001,-618675000
rus,2002,-386984000
rus,2003,9609870000
rus,2004,20045712000
rus,2005,33436558000
rus,2006,25195034000
rus,2007,52579574000
rus,2008,45733454000
rus,2009,-18508121000
rus,2010,23425587000
rus,2011,46982405000
rus,2012,70765914000
rus,2013,43574589000
rus,2014,-30685869000
rus,2015,-56524689000
rus,2016,11895118000
rus,2017,2225490000
rus,2018,-45893838000
rus,2019,-31614581000
rus,2020,-17575240000
sdn,1970,-2470000
sdn,1971,2572000
sdn,1972,9395000
sdn,1973,35716000
sdn,1974,197492000
sdn,1975,190361000
sdn,1976,90954000
sdn,1977,51924000
sdn,1978,31088000
sdn,1979,46574000
sdn,1980,137636000
sdn,1981,179566000
sdn,1982,115440000
sdn,1984,-547000
sdn,1999,0
sdn,2000,543279000
sdn,2018,0
sdn,2019,0
sdn,2020,0
sen,1973,46230000
sen,1974,32088000
sen,1975,19067000
sen,1976,41622000
sen,1977,41773000
sen,1978,89858000
sen,1979,47941000
sen,1980,3732000
sen,1981,-17774000
sen,1982,-4116000
sen,1983,47636000
sen,1984,-7818000
sen,1985,-8966000
sen,1986,31138000
sen,1987,-24094000
sen,1988,-49522000
sen,1989,-50714000
sen,1990,-14921000
sen,1991,-30288000
sen,1992,-26963000
sen,1993,-5748000
sen,1994,-9334000
sen,1995,-25303000
sen,1996,-11110000
sen,1997,14565000
sen,2000,3269000
sen,2001,45733000
sen,2002,347000
sen,2003,427000
sen,2004,92889000
sen,2005,17722000
sen,2006,21974000
sen,2007,-34059000
sen,2008,-37024000
sen,2009,156547000
sen,2010,-63477000
sen,2012,3464000
sen,2014,34854000
sen,2016,49218000
sen,2017,-10480000
sen,2018,374205000
sen,2019,777402000
sen,2020,92922000
slb,1984,5000000
slb,1985,6000000
slb,1986,7114000
slb,1989,-1722000
slb,1990,-3146000
slb,1991,-3135000
slb,1992,-1393000
slb,1993,190000
slb,1994,-2088000
sle,1970,-1401000
sle,1971,-3296000
sle,1972,1019000
sle,1973,5414000
sle,1974,26654000
sle,1975,8671000
sle,1976,-3115000
sle,1977,7822000
sle,1978,19959000
sle,1979,26262000
sle,1980,16008000
sle,1981,10187000
sle,1982,11043000
sle,1983,-7482000
sle,1984,-3668000
sle,1985,-3961000
sle,1986,-1589000
sle,1989,10728000
sle,1994,-490000
sle,1995,-28798000
sle,1997,-2000
sle,1999,0
sle,2001,0
sle,2006,-43000
slv,1970,5862000
slv,1971,14835000
slv,1972,31458000
slv,1973,-5311000
slv,1974,85450000
slv,1975,11531000
slv,1976,33814000
slv,1977,-7222000
slv,1978,4541000
slv,1979,-49922000
slv,1980,1412000
slv,1981,-1362000
slv,1982,31376000
slv,1983,-31511000
slv,1984,-24032000
slv,1985,-41708000
slv,1986,-53898000
slv,1987,-37457000
slv,1988,-16402000
slv,1989,41279000
slv,1990,5466000
slv,1991,16997000
slv,1992,-14650000
slv,1993,-2735000
slv,1994,-59865000
slv,1995,-31223000
slv,1996,22146000
slv,1997,46812000
slv,1998,-28451000
slv,1999,18865000
slv,2000,102227000
slv,2001,50619000
slv,2002,-38440000
slv,2003,-4116000
slv,2004,164951000
slv,2005,366056000
slv,2006,424448000
slv,2007,-239914000
slv,2008,297873000
slv,2009,174389000
slv,2010,130809000
slv,2011,227414000
slv,2012,59764000
slv,2013,473517000
slv,2014,390685000
slv,2015,631256000
slv,2016,380331000
slv,2017,-44489000
slv,2018,183216000
slv,2019,184803000
slv,2020,128795000
som,1970,-498000
som,1971,-502000
som,1972,2224000
som,1973,3512000
som,1974,132000
som,1975,-801000
som,1976,-417000
srb,1970,220767000
srb,1971,408721000
srb,1972,597138000
srb,1973,588699000
srb,1974,351710000
srb,1975,625079000
srb,1976,897290000
srb,1977,1453074000
srb,1978,1531815000
srb,1979,1406928000
srb,1980,1838130000
srb,1981,808179000
srb,1982,24686000
srb,1983,711233000
srb,1984,-315178000
srb,1985,-76336000
srb,1986,-808680000
srb,1987,-576476000
srb,1988,169752000
srb,1989,-417693000
srb,1990,-904171000
srb,1991,-879802000
srb,1998,0
srb,1999,0
srb,2000,35000000
srb,2001,0
srb,2003,467665000
srb,2004,1190732000
srb,2005,2070754000
srb,2006,3836356000
srb,2007,4064577000
srb,2008,3399557000
srb,2009,242919000
srb,2010,295489000
srb,2011,203494000
srb,2012,-494152000
srb,2013,-988560000
srb,2014,-2790017000
srb,2015,-686275000
srb,2016,-1874493000
srb,2017,2056434000
srb,2018,704729000
srb,2019,1314538000
srb,2020,1848683000
stp,1984,5402000
stp,2015,10000000
swz,1970,-1015000
swz,1971,-1792000
swz,1972,-2473000
swz,1973,-7396000
swz,1974,-2549000
swz,1975,-1187000
swz,1976,-102000
swz,1977,-95000
swz,1978,27445000
swz,1979,-1722000
swz,1980,-2638000
swz,1981,-5022000
swz,1982,-4000000
swz,1983,-3923000
swz,1984,5181000
swz,1985,9237000
swz,1986,-2466000
swz,1987,-12335000
swz,1988,-1701000
swz,1989,-1591000
swz,1990,-1935000
swz,1997,32586000
swz,2001,8590000
swz,2002,7387000
swz,2003,5204000
swz,2004,-435000
swz,2005,-1232000
swz,2006,-1722000
swz,2007,-1645000
swz,2008,-1421000
swz,2009,-1386000
swz,2010,-1584000
swz,2011,-1527000
swz,2012,-1367000
swz,2013,-1149000
swz,2014,-1067000
swz,2015,-912000
swz,2016,-779000
swz,2017,-591000
swz,2018,-1197000
swz,2019,-1941000
swz,2020,0
syr,2008,-2478000
syr,2009,-2437000
syr,2010,-2315000
syr,2011,-2332000
syr,2012,0
syr,2013,0
syr,2014,0
syr,2015,0
syr,2016,-45000
syr,2017,-296000
syr,2018,-1519000
syr,2019,-612000
syr,2020,0
tcd,1970,2026000
tcd,1971,9355000
tcd,1972,-1800000
tcd,1979,8837000
tcd,2013,597499000
tcd,2014,931489000
tgo,1973,3233000
tgo,1974,18611000
tgo,1975,32705000
tgo,1976,55247000
tgo,1977,90286000
tgo,1978,159584000
tgo,1979,124439000
tgo,1980,40928000
tgo,1981,-7054000
tgo,1982,-6097000
tgo,1983,-3876000
tgo,1984,-11829000
tgo,1985,-13519000
tgo,1986,-22532000
tgo,1987,-8000000
tgo,1988,-1850000
tgo,1990,-120000
tgo,1997,-6065000
tgo,2015,1604000
tgo,2016,-10979000
tgo,2017,-10437000
tgo,2018,-7217000
tgo,2019,112469000
tgo,2020,168706000
tha,1970,68402000
tha,1971,26691000
tha,1972,80857000
tha,1973,-48172000
tha,1974,195327000
tha,1975,107149000
tha,1976,138812000
tha,1977,165125000
tha,1978,340471000
tha,1979,876388000
tha,1980,1229514000
tha,1981,905286000
tha,1982,624036000
tha,1983,295504000
tha,1984,730542000
tha,1985,781409000
tha,1986,-383746000
tha,1987,-16302000
tha,1988,415725000
tha,1989,1518057000
tha,1990,1595484000
tha,1991,3012516000
tha,1992,1634316000
tha,1993,784781000
tha,1994,-198371000
tha,1995,3697982000
tha,1996,6041485000
tha,1997,-1557580000
tha,1998,-825057000
tha,1999,-4322706000
tha,2000,-4200993000
tha,2001,-5285374000
tha,2002,-890964000
tha,2003,1340901000
tha,2004,914223000
tha,2005,1050033000
tha,2006,4914572000
tha,2007,-1274623000
tha,2008,-1854431000
tha,2009,1241885000
tha,2010,3356151000
tha,2011,9010450000
tha,2012,14618402000
tha,2013,6987823000
tha,2015,-1465452000
tjk,1993,68000000
tjk,1998,-7053000
tjk,1999,32530000
tjk,2002,-19199000
tjk,2003,-38563000
tjk,2004,-23651000
tjk,2005,-2956000
tjk,2007,2687000
tjk,2008,11150000
tjk,2009,-63315000
tjk,2010,79241000
tjk,2011,44006000
tjk,2012,198811000
tjk,2013,98254000
tjk,2014,283387000
tjk,2015,293582000
tjk,2016,130430000
tjk,2017,-215625000
tjk,2018,81768000
tkm,1996,165958000
tkm,1997,786610000
tkm,1998,387168000
tkm,1999,47993000
tkm,2000,-256553000
tkm,2001,-340017000
tkm,2002,-294006000
tkm,2003,-247831000
tkm,2004,-185549000
tkm,2005,-65681000
tkm,2006,-56363000
tkm,2007,-20763000
tkm,2008,-16563000
tkm,2009,-2577000
tkm,2010,-20912000
tkm,2017,225378000
tkm,2018,142360000
tkm,2019,146685000
tkm,2020,93702000
ton,2010,144000
ton,2013,-270000
ton,2014,-428000
ton,2015,-130000
tun,1977,356099000
tun,1978,340016000
tun,1979,318369000
tun,1980,106693000
tun,1981,83976000
tun,1982,28781000
tun,1983,202690000
tun,1984,-57446000
tun,1985,99640000
tun,1986,112323000
tun,1987,-121476000
tun,1988,37347000
tun,1989,-141125000
tun,1990,-137292000
tun,1991,-167358000
tun,1992,73799000
tun,1993,-97759000
tun,1994,-120346000
tun,1995,-96000000
tun,1996,241865000
tun,1997,-3854000
tun,1998,-19857000
tun,1999,139456000
tun,2000,570074000
tun,2001,188934000
tun,2002,150893000
tun,2003,102214000
tun,2004,113853000
tun,2005,-13328000
tun,2006,43663000
tun,2007,28750000
tun,2008,200308000
tun,2009,38115000
tun,2010,-593764000
tun,2011,-97575000
tun,2012,-273130000
tun,2013,-401447000
tun,2014,68218000
tun,2015,585535000
tun,2016,114896000
tun,2017,261617000
tun,2018,-155519000
tun,2019,347331000
tun,2020,-286629000
tur,1970,-14685000
tur,1971,53944000
tur,1972,37990000
tur,1973,57370000
tur,1974,51242000
tur,1975,-9804000
tur,1976,238877000
tur,1977,637465000
tur,1978,447392000
tur,1979,3068803000
tur,1980,643015000
tur,1981,-4910000
tur,1982,150851000
tur,1983,142733000
tur,1984,282570000
tur,1985,6251000
tur,1986,1203379000
tur,1987,1099866000
tur,1988,1383179000
tur,1989,571599000
tur,1990,445490000
tur,1991,-243798000
tur,1992,883631000
tur,1993,2512006000
tur,1994,-494222000
tur,1995,168803000
tur,1996,1553216000
tur,1997,1771640000
tur,1998,3340924000
tur,1999,4990293000
tur,2000,3332259000
tur,2001,-1859090000
tur,2002,6887351000
tur,2003,15247459000
tur,2004,10263606000
tur,2005,13886145000
tur,2006,28609556000
tur,2007,33929013000
tur,2008,22353360000
tur,2009,-14264034000
tur,2010,-6671779000
tur,2011,8710352000
tur,2012,9818157000
tur,2013,16212298000
tur,2014,18301442000
tur,2015,-8601644000
tur,2016,15084614000
tur,2017,8729550000
tur,2018,-2099805000
tur,2019,-13566715000
tur,2020,-9675713000
tza,1976,22247000
tza,1977,30022000
tza,1978,55320000
tza,1979,65066000
tza,1980,84463000
tza,1981,76058000
tza,1982,27209000
tza,1983,23012000
tza,1984,32775000
tza,1985,46604000
tza,1986,68380000
tza,1987,37943000
tza,1988,27274000
tza,1989,26300000
tza,1990,5532000
tza,1991,-7645000
tza,1992,-44521000
tza,1993,18306000
tza,1994,2262000
tza,1995,18468000
tza,1996,-15819000
tza,1997,-17631000
tza,1998,-13762000
tza,1999,-12331000
tza,2000,-11511000
tza,2001,-16983000
tza,2002,-17726000
tza,2003,19244000
tza,2004,5142000
tza,2005,19084000
tza,2006,10973000
tza,2007,2297000
tza,2009,96382000
tza,2010,144965000
tza,2011,619674000
tza,2012,361962000
tza,2013,928255000
tza,2014,206997000
tza,2015,-17549000
tza,2016,-237536000
tza,2017,241468000
tza,2018,241064000
tza,2019,913120000
tza,2020,-263355000
uga,1970,6169000
uga,1971,5228000
uga,1972,1412000
uga,1973,-4290000
uga,1974,11990000
uga,1975,-2818000
uga,1976,4799000
uga,1978,83743000
uga,1979,41039000
uga,1980,44239000
uga,1981,-12197000
uga,1982,27587000
uga,1983,-8504000
uga,1984,5551000
uga,1985,5815000
uga,1986,30760000
uga,1987,119555000
uga,1988,-718000
uga,1989,5099000
uga,1990,16298000
uga,1991,-24982000
uga,1992,-8363000
uga,1993,898000
uga,1994,-15176000
uga,1995,-8769000
uga,1996,-7106000
uga,1997,-1434000
uga,1998,-1718000
uga,1999,-1360000
uga,2000,-1297000
uga,2001,3294000
uga,2002,-611000
uga,2003,-711000
uga,2004,-716000
uga,2005,-712000
uga,2006,-720000
uga,2007,-786000
uga,2008,-554000
uga,2009,-255000
uga,2010,-199000
uga,2016,-581014000
uga,2017,316424000
uga,2018,-154950000
uga,2019,311361000
uga,2020,173473000
ukr,1993,441401000
ukr,1994,208015000
ukr,1995,-19467000
ukr,1996,125183000
ukr,1997,796337000
ukr,1998,264761000
ukr,1999,-320789000
ukr,2000,387039000
ukr,2001,504317000
ukr,2002,590285000
ukr,2003,2278201000
ukr,2004,4625683000
ukr,2005,3242239000
ukr,2006,9062533000
ukr,2007,13909464000
ukr,2008,16358385000
ukr,2009,175028000
ukr,2010,3395562000
ukr,2011,3164724000
ukr,2012,-6034556000
ukr,2013,1029421000
ukr,2014,-293727000
ukr,2015,-4185331000
ukr,2016,-3699138000
ukr,2017,-2799318000
ukr,2018,1491554000
ukr,2019,2162273000
ukr,2020,2830272000
uzb,1996,428479000
uzb,1997,202266000
uzb,1998,445756000
uzb,1999,717374000
uzb,2000,-76942000
uzb,2001,-17723000
uzb,2002,-76142000
uzb,2003,25627000
uzb,2004,-164531000
uzb,2005,-239546000
uzb,2006,-243512000
uzb,2007,20614000
uzb,2008,262623000
uzb,2009,1658387000
uzb,2010,513969000
uzb,2011,185069000
uzb,2012,151732000
uzb,2013,1310572000
uzb,2014,1413087000
uzb,2015,541461000
uzb,2016,858878000
uzb,2017,-137701000
uzb,2018,-50886000
uzb,2019,1061126000
uzb,2020,3129058000
vct,1994,4749000
vct,1995,51000
vct,1997,-1560000
vct,1998,-400000
vct,1999,57482000
vct,2000,-400000
vct,2001,-400000
vct,2002,7515000
vct,2003,20682000
vct,2004,24470000
vct,2005,22277000
vct,2006,-14621000
vct,2007,-11253000
vct,2008,5875000
vct,2009,-10740000
vct,2010,-11110000
vct,2011,-10925000
vct,2012,-12423000
vct,2013,-7901000
vct,2014,-398000
vct,2015,-6387000
vct,2016,-3387000
vct,2017,-3387000
vct,2018,-2587000
vct,2019,-1340000
ven,1970,211439000
ven,1971,314058000
ven,1972,314451000
ven,1973,8436000
ven,1974,-256363000
ven,1975,-380411000
ven,1976,932918000
ven,1977,1592757000
ven,1978,1701194000
ven,1979,3795859000
ven,1980,1507106000
ven,1981,1299627000
ven,1982,810261000
ven,1983,1404254000
ven,1984,-81012000
ven,1985,-516497000
ven,1986,-1355752000
ven,1987,-1612107000
ven,1988,-898656000
ven,1989,79971000
ven,1990,-921959000
ven,1991,-338177000
ven,1992,-108240000
ven,1993,-595534000
ven,1994,-382357000
ven,1995,-215950000
ven,1996,1261661000
ven,1997,2689932000
ven,1998,411558000
ven,1999,-721342000
ven,2000,1481141000
ven,2001,-958213000
ven,2002,-317621000
ven,2003,743176000
ven,2004,811089000
ven,2005,-2695722000
ven,2006,-1277123000
ven,2007,4218765000
ven,2008,4807679000
ven,2009,6934452000
ven,2010,7368073000
ven,2011,9852011000
ven,2012,1698390000
ven,2013,-53684000
ven,2014,-62860000
ven,2015,5025810000
ven,2016,168810000
ven,2017,-109645000
ven,2018,-161000
ven,2019,0
ven,2020,0
vnm,1989,-3298000
vnm,1994,-29348000
vnm,1995,356013000
vnm,1996,216878000
vnm,1997,318918000
vnm,1998,-365266000
vnm,1999,-783780000
vnm,2000,-712271000
vnm,2001,-599603000
vnm,2002,-650261000
vnm,2003,-264248000
vnm,2004,34299000
vnm,2005,-106205000
vnm,2006,-46533000
vnm,2007,319258000
vnm,2008,491038000
vnm,2009,465516000
vnm,2010,1912225000
vnm,2011,674104000
vnm,2012,1793998000
vnm,2013,1952523000
vnm,2014,5228646000
vnm,2015,5263040000
vnm,2016,4930834000
vnm,2017,4724955000
vnm,2018,4434573000
vnm,2019,4366879000
vnm,2020,4388130000
vut,1983,422000
vut,1984,1325000
vut,1985,-102000
vut,1986,-218000
vut,1987,67000
vut,1988,178000
wsm,1973,3429000
wsm,1974,324000
wsm,1975,-383000
wsm,1976,-469000
wsm,1977,1771000
wsm,1978,653000
wsm,1979,-1781000
wsm,1980,-1823000
wsm,1981,-1110000
wsm,1982,-842000
wsm,1983,-1530000
wsm,1984,1983000
wsm,1985,-407000
yem,1986,128869000
yem,1987,173733000
yem,1988,328645000
yem,1989,227987000
yem,1998,1762000
yem,1999,5052000
yem,2000,-263000
yem,2001,-6702000
yem,2002,0
yem,2003,0
yem,2004,0
yem,2005,-69000
yem,2006,-375000
yem,2007,-1003000
yem,2008,-1077000
yem,2009,-1020000
yem,2010,-971000
yem,2011,-1010000
yem,2012,-933000
yem,2013,-908000
yem,2014,-575000
zaf,1994,20393000
zaf,1995,747519000
zaf,1996,-844727000
zaf,1997,-1120037000
zaf,1998,-698047000
zaf,1999,-1401862000
zaf,2000,-281954000
zaf,2001,-1511250000
zaf,2002,-2102754000
zaf,2003,-2165853000
zaf,2004,-668222000
zaf,2005,902564000
zaf,2006,-416531000
zaf,2007,457450000
zaf,2008,-415249000
zaf,2009,-351202000
zaf,2010,1269902000
zaf,2011,1844664000
zaf,2012,350347000
zaf,2013,79100000
zaf,2014,2692402000
zaf,2015,7754284000
zaf,2016,506689000
zaf,2017,8520510000
zaf,2018,4054834000
zaf,2019,-6625183000
zaf,2020,-4837547000
zmb,1976,34676000
zmb,1977,40751000
zmb,1978,-128954000
zmb,1979,4582000
zmb,1980,119143000
zmb,1981,-18270000
zmb,1982,55283000
zmb,1983,32117000
zmb,1984,37886000
zmb,1987,-38962000
zmb,1988,-32719000
zmb,1989,10121000
zmb,1990,-9302000
zmb,1991,-7094000
zmb,1994,-26981000
zmb,1995,-39286000
zmb,1996,-28628000
zmb,1997,-9560000
zmb,1998,-34295000
zmb,1999,40782000
zmb,2000,-9013000
zmb,2001,87720000
zmb,2002,77693000
zmb,2003,-96408000
zmb,2005,18830000
zmb,2006,218744000
zmb,2013,544762000
zmb,2015,1093982000
zmb,2016,2937509000
zmb,2017,7150108000
zmb,2018,3706682000
zmb,2019,2779980000
zmb,2020,2003359000
zwe,1980,-12995000
zwe,1981,253545000
zwe,1982,361088000
zwe,1983,172420000
zwe,1984,-25771000
zwe,1985,-39807000
zwe,1986,-78912000
zwe,1987,-78966000
zwe,1988,-52761000
zwe,1989,95696000
zwe,1990,127490000
zwe,1991,121872000
zwe,1992,95016000
zwe,1993,-77564000
zwe,1994,-96293000
zwe,1995,144236000
zwe,1996,12477000
zwe,1997,-16594000
zwe,1998,-277177000
zwe,1999,-11998000
zwe,2000,-34667000
zwe,2001,-70845000
zwe,2002,-44376000
zwe,2003,-36540000
zwe,2004,-11642000
zwe,2005,-10883000
zwe,2006,-5282000
zwe,2007,48600000
zwe,2008,14100000
zwe,2009,200000
zwe,2010,507296000
zwe,2011,312289000
zwe,2012,927443000
zwe,2013,1332362000
zwe,2014,1114277000
zwe,2015,634949000
zwe,2016,43303000
zwe,2017,378003000
zwe,2018,495552000
zwe,2019,-287401000
zwe,2020,-67374000
