geo,time,dc_dac_dnkl_cd
bfa,1978,310000.00238
bfa,1979,639999.98569
bfa,1980,3359999.8951
bfa,1981,479999.98927
bfa,1982,3559999.94278
bfa,1983,519999.98093
bfa,1984,1039999.96185
bfa,1985,2779999.97139
bfa,1986,8899999.61853
bfa,1987,1179999.94755
bfa,1988,509999.99046
bfa,1989,7780000.20981
bfa,1990,10250000
bfa,1991,11010000.22888
bfa,1992,7599999.90463
bfa,1993,19670000.07629
bfa,1994,18129999.16077
bfa,1995,16309999.46594
bfa,1996,22799999.23706
bfa,1997,25930000.30518
bfa,1998,30340000.15259
bfa,1999,34639999.38965
bfa,2000,24450000.76294
bfa,2001,28829999.92371
bfa,2002,22969999.31335
bfa,2003,27350000.38147
bfa,2004,32840000.15259
bfa,2005,48790000.91553
bfa,2006,34599998.47412
bfa,2007,42380001.06812
bfa,2008,44409999.84741
bfa,2009,36049999.23706
bfa,2010,33330001.83105
bfa,2011,42569999.69482
bfa,2012,43900001.52588
bfa,2013,46470001.2207
bfa,2014,69639999.38965
bfa,2015,41130001.06812
bfa,2016,46919998.16895
bfa,2017,29420000.07629
bfa,2018,38060001.37329
bfa,2019,29579999.92371
bgd,1972,2130000.11444
bgd,1973,5429999.82834
bgd,1974,9750000
bgd,1975,9380000.11444
bgd,1976,6190000.05722
bgd,1977,9600000.38147
bgd,1978,23579999.92371
bgd,1979,20329999.92371
bgd,1980,28879999.16077
bgd,1981,21030000.68665
bgd,1982,24590000.15259
bgd,1983,20569999.69482
bgd,1984,22280000.68665
bgd,1985,40610000.61035
bgd,1986,30040000.91553
bgd,1987,27489999.77112
bgd,1988,33790000.91553
bgd,1989,38729999.54224
bgd,1990,54099998.47412
bgd,1991,57479999.54224
bgd,1992,37119998.93188
bgd,1993,28850000.38147
bgd,1994,33330001.83105
bgd,1995,32630001.06812
bgd,1996,36900001.52588
bgd,1997,39009998.32153
bgd,1998,46080001.83105
bgd,1999,42000000
bgd,2000,33669998.16895
bgd,2001,41810001.37329
bgd,2002,37330001.83105
bgd,2003,45270000.45776
bgd,2004,45669998.16895
bgd,2005,50360000.61035
bgd,2006,44049999.23706
bgd,2007,41959999.08447
bgd,2008,47200000.76294
bgd,2009,47409999.84741
bgd,2010,84099998.47412
bgd,2011,58360000.61035
bgd,2012,61090000.15259
bgd,2013,32319999.69482
bgd,2014,35130001.06812
bgd,2015,10270000.45776
bgd,2016,24500000
bgd,2017,32880001.06812
bgd,2018,30780000.68665
bgd,2019,27799999.23706
bgr,1990,70000.0003
bgr,1991,349999.99404
bgr,1992,280000.00119
bgr,1995,-29999.99933
bgr,1996,519999.98093
bgr,1997,1460000.03815
bgr,1998,3380000.11444
bgr,1999,2309999.94278
bgr,2000,2119999.88556
bgr,2001,4599999.90463
bgr,2002,3289999.96185
bgr,2003,4429999.82834
bgr,2004,2390000.1049
bhr,1988,19999.99955
bhr,1989,50000.00075
bih,1997,3950000.04768
bih,1998,2490000.00954
bih,1999,2130000.11444
bih,2000,2720000.02861
bih,2001,7880000.11444
bih,2002,430000.00715
bih,2003,1909999.96662
bih,2004,2720000.02861
bih,2005,1139999.98569
bih,2006,720000.02861
bih,2007,759999.99046
bih,2008,550000.01192
bih,2009,4420000.07629
bih,2010,1320000.05245
bih,2011,59999.99866
bih,2012,289999.99166
bih,2013,400000.00596
bih,2014,-980000.01907
bih,2015,1840000.03338
bih,2016,469999.99881
bih,2017,-50000.00075
bih,2018,-59999.99866
bih,2019,29999.99933
blr,1992,29999.99933
blr,1994,29999.99933
blr,1995,219999.99881
blr,1996,1259999.99046
blr,1997,699999.98808
blr,1998,860000.01431
blr,1999,479999.98927
blr,2000,1059999.94278
blr,2001,660000.02623
blr,2002,980000.01907
blr,2003,389999.98569
blr,2004,560000.00238
blr,2005,790000.02146
blr,2006,610000.01431
blr,2007,879999.99523
blr,2008,1190000.05722
blr,2009,1580000.04292
blr,2010,2109999.8951
blr,2011,1710000.03815
blr,2012,2039999.96185
blr,2013,860000.01431
blr,2014,850000.02384
blr,2015,2609999.8951
blr,2016,259999.99046
blr,2017,-9999.99978
blr,2018,-19999.99955
blr,2019,-930000.00715
blz,1992,109999.9994
blz,1993,109999.9994
blz,1994,340000.00358
blz,1995,129999.99523
blz,1996,-9999.99978
blz,2003,-9999.99978
bol,1970,1299999.95232
bol,1972,19999.99955
bol,1973,419999.98689
bol,1974,469999.99881
bol,1975,2269999.98093
bol,1976,1230000.01907
bol,1977,4670000.07629
bol,1978,1809999.94278
bol,1979,200000.00298
bol,1980,3109999.8951
bol,1981,430000.00715
bol,1982,1789999.96185
bol,1983,2500000
bol,1984,1100000.02384
bol,1985,4789999.96185
bol,1986,829999.98331
bol,1987,2339999.91417
bol,1988,2299999.95232
bol,1989,1409999.96662
bol,1990,959999.97854
bol,1991,1970000.02861
bol,1992,4380000.11444
bol,1993,4849999.90463
bol,1994,4500000
bol,1995,6760000.22888
bol,1996,15210000.03815
bol,1997,14670000.07629
bol,1998,18540000.91553
bol,1999,21370000.83923
bol,2000,20879999.16077
bol,2001,26420000.07629
bol,2002,30549999.23706
bol,2003,28680000.30518
bol,2004,28479999.54224
bol,2005,26159999.84741
bol,2006,25870000.83923
bol,2007,34000000
bol,2008,36220001.2207
bol,2009,34319999.69482
bol,2010,40500000
bol,2011,39450000.76294
bol,2012,29200000.76294
bol,2013,19479999.54224
bol,2014,29190000.53406
bol,2015,22969999.31335
bol,2016,23350000.38147
bol,2017,40950000.76294
bol,2018,25129999.16077
bol,2019,0
bra,1966,9999.99978
bra,1967,370000.00477
bra,1969,2299999.95232
bra,1970,-170000.00179
bra,1971,-230000.00417
bra,1972,-230000.00417
bra,1973,-200000.00298
bra,1974,-259999.99046
bra,1975,-259999.99046
bra,1976,-219999.99881
bra,1977,-270000.01073
bra,1978,-280000.00119
bra,1979,-259999.99046
bra,1980,-250000
bra,1981,-100000.00149
bra,1982,19999.99955
bra,1988,389999.98569
bra,1991,829999.98331
bra,1992,-1529999.97139
bra,1995,90000.00358
bra,1996,5590000.15259
bra,1997,-2390000.1049
bra,1998,200000.00298
bra,2000,19999.99955
bra,2001,1549999.95232
bra,2002,419999.98689
bra,2003,-29999.99933
bra,2004,-29999.99933
bra,2005,-29999.99933
bra,2007,300000.01192
bra,2008,-9999.99978
bra,2009,9999.99978
bra,2011,0
bra,2013,-79999.99821
bra,2014,829999.98331
bra,2015,289999.99166
bra,2016,449999.98808
bra,2017,670000.01669
bra,2018,500000
bra,2019,829999.98331
btn,1978,100000.00149
btn,1979,230000.00417
btn,1980,100000.00149
btn,1981,109999.9994
btn,1985,500000
btn,1986,939999.99762
btn,1987,610000.01431
btn,1988,1419999.95708
btn,1989,1629999.99523
btn,1990,2759999.99046
btn,1991,2619999.88556
btn,1992,8159999.84741
btn,1993,9119999.88556
btn,1994,9069999.69482
btn,1995,9649999.61853
btn,1996,10840000.15259
btn,1997,9760000.22888
btn,1998,12470000.26703
btn,1999,13510000.22888
btn,2000,8420000.07629
btn,2001,12239999.77112
btn,2002,10189999.58038
btn,2003,14920000.07629
btn,2004,18399999.61853
btn,2005,17930000.30518
btn,2006,13779999.73297
btn,2007,12550000.19073
btn,2008,13770000.45776
btn,2009,12229999.54224
btn,2010,13079999.92371
btn,2011,12659999.84741
btn,2012,11800000.19073
btn,2013,10140000.34332
btn,2014,4199999.80927
btn,2015,-39999.99911
btn,2016,-29999.99933
btn,2017,-29999.99933
btn,2018,0
btn,2019,-9999.99978
bwa,1967,79999.99821
bwa,1968,219999.99881
bwa,1969,349999.99404
bwa,1970,319999.99285
bwa,1971,230000.00417
bwa,1972,490000.00954
bwa,1973,2430000.06676
bwa,1974,1730000.01907
bwa,1975,2500000
bwa,1976,4380000.11444
bwa,1977,3450000.04768
bwa,1978,1379999.99523
bwa,1979,5610000.13351
bwa,1980,3930000.06676
bwa,1981,1600000.02384
bwa,1982,1129999.99523
bwa,1983,250000
bwa,1984,990000.00954
bwa,1985,2200000.04768
bwa,1986,6699999.80927
bwa,1987,18579999.92371
bwa,1988,7000000
bwa,1989,6699999.80927
bwa,1990,5989999.77112
bwa,1991,3339999.91417
bwa,1992,2089999.91417
bwa,1993,2559999.94278
bwa,1994,1570000.05245
bwa,1995,379999.99523
bwa,1996,899999.97616
bwa,1997,750000
bwa,1998,1610000.01431
bwa,1999,2140000.1049
bwa,2000,1149999.97616
bwa,2001,1019999.98093
bwa,2002,769999.98093
bwa,2003,1399999.97616
bwa,2004,1259999.99046
bwa,2005,1360000.01431
bwa,2006,620000.00477
bwa,2007,129999.99523
bwa,2008,569999.99285
bwa,2009,59999.99866
bwa,2010,540000.02146
bwa,2013,-9999.99978
caf,1982,59999.99866
caf,1983,59999.99866
caf,1985,50000.00075
caf,1986,540000.02146
caf,1987,1169999.95708
caf,1988,6730000.01907
caf,1989,2819999.93324
caf,1990,740000.00954
caf,1991,509999.99046
caf,1992,259999.99046
caf,1994,50000.00075
caf,1995,100000.00149
caf,1996,7289999.96185
caf,1997,70000.0003
caf,1998,29999.99933
caf,2003,9999.99978
caf,2008,389999.98569
caf,2009,39999.99911
caf,2013,4449999.80927
caf,2014,4880000.11444
caf,2015,1490000.00954
caf,2016,2970000.02861
caf,2017,3029999.97139
caf,2019,3000000
chl,1960,9999.99978
chl,1965,759999.99046
chl,1966,790000.02146
chl,1967,610000.01431
chl,1968,129999.99523
chl,1969,129999.99523
chl,1970,699999.98808
chl,1971,239999.99464
chl,1972,250000
chl,1973,330000.01311
chl,1974,349999.99404
chl,1975,209999.99344
chl,1976,200000.00298
chl,1977,109999.9994
chl,1979,59999.99866
chl,1980,109999.9994
chl,1981,159999.99642
chl,1982,280000.00119
chl,1983,159999.99642
chl,1987,70000.0003
chl,1988,39999.99911
chl,1989,159999.99642
chl,1990,4989999.77112
chl,1991,5280000.20981
chl,1992,1350000.02384
chl,1993,2809999.94278
chl,1994,620000.00477
chl,1995,1019999.98093
chl,1996,349999.99404
chl,1997,70000.0003
chl,1999,170000.00179
chl,2000,750000
chl,2001,19999.99955
chl,2002,19999.99955
chl,2003,29999.99933
chl,2005,19999.99955
chl,2012,1039999.96185
chl,2013,360000.01431
chl,2015,2549999.95232
chl,2017,4579999.92371
chn,1980,19999.99955
chn,1981,59999.99866
chn,1982,8489999.77112
chn,1983,5190000.05722
chn,1984,2170000.07629
chn,1985,8319999.69482
chn,1986,19219999.31335
chn,1987,23190000.53406
chn,1988,19479999.54224
chn,1989,10989999.77112
chn,1990,10970000.26703
chn,1991,6780000.20981
chn,1992,14819999.69482
chn,1993,3720000.02861
chn,1994,-310000.00238
chn,1995,10069999.69482
chn,1996,20920000.07629
chn,1997,13720000.26703
chn,1998,-3849999.90463
chn,1999,59999.99866
chn,2000,-1710000.03815
chn,2001,10229999.54224
chn,2002,6309999.94278
chn,2003,-18520000.45776
chn,2004,16159999.84741
chn,2005,4760000.22888
chn,2006,5480000.01907
chn,2007,-2549999.95232
chn,2008,349999.99404
chn,2009,14729999.54224
chn,2010,750000
chn,2011,12079999.92371
chn,2012,5650000.09537
chn,2013,-5719999.79019
chn,2014,-9439999.58038
chn,2015,419999.98689
chn,2016,3279999.97139
chn,2017,-9100000.38147
chn,2018,2859999.8951
chn,2019,689999.99762
civ,1970,529999.97139
civ,1971,1190000.05722
civ,1972,310000.00238
civ,1975,-70000.0003
civ,1976,-140000.0006
civ,1977,-140000.0006
civ,1978,-159999.99642
civ,1979,-140000.0006
civ,1980,-129999.99523
civ,1981,-79999.99821
civ,1982,-29999.99933
civ,1983,19999.99955
civ,1984,170000.00179
civ,1985,19999.99955
civ,1986,129999.99523
civ,1987,90000.00358
civ,1988,140000.0006
civ,1989,150000.00596
civ,1990,730000.01907
civ,1991,3660000.08583
civ,1992,850000.02384
civ,1993,230000.00417
civ,1994,479999.98927
civ,1995,-1350000.02384
civ,1997,980000.01907
civ,1999,990000.00954
civ,2002,689999.99762
civ,2003,-620000.00477
civ,2004,-119999.99732
civ,2005,-109999.9994
civ,2006,-159999.99642
civ,2007,-1610000.01431
civ,2008,1269999.98093
civ,2009,4000000
civ,2010,9999.99978
civ,2011,5920000.07629
civ,2012,90000.00358
civ,2013,-90000.00358
civ,2014,750000
civ,2016,0
cmr,1969,9999.99978
cmr,1978,3619999.88556
cmr,1981,9999.99978
cmr,1982,7199999.80927
cmr,1983,9999.99978
cmr,1984,11960000.03815
cmr,1985,39999.99911
cmr,1986,17889999.38965
cmr,1987,400000.00596
cmr,1988,-79999.99821
cmr,1989,-79999.99821
cmr,1991,1600000.02384
cmr,1992,400000.00596
cmr,1993,219999.99881
cmr,1994,150000.00596
cmr,1995,19999.99955
cmr,1997,800000.01192
cmr,1998,230000.00417
cmr,1999,1629999.99523
cmr,2000,980000.01907
cmr,2001,11970000.26703
cmr,2002,17040000.91553
cmr,2004,17579999.92371
cmr,2005,9810000.41962
cmr,2006,12039999.96185
cmr,2007,17020000.45776
cmr,2008,119999.99732
cmr,2009,239999.99464
cmr,2010,209999.99344
cmr,2011,109999.9994
cmr,2013,589999.97377
cmr,2016,-600000.02384
cod,1960,100000.00149
cod,1965,670000.01669
cod,1966,689999.99762
cod,1968,939999.99762
cod,1969,1889999.98569
cod,1970,1950000.04768
cod,1971,2039999.96185
cod,1972,1750000
cod,1973,1409999.96662
cod,1974,1080000.04292
cod,1975,1090000.03338
cod,1976,1289999.96185
cod,1977,2049999.95232
cod,1978,1289999.96185
cod,1979,1289999.96185
cod,1980,860000.01431
cod,1981,270000.01073
cod,1982,29999.99933
cod,1983,29999.99933
cod,1990,9999.99978
cod,1996,9999.99978
cod,1997,100000.00149
cod,1998,9999.99978
cod,2001,170000.00179
cod,2005,3079999.92371
cod,2006,6179999.82834
cod,2007,4469999.79019
cod,2008,6730000.01907
cod,2009,5420000.07629
cod,2010,6210000.03815
cod,2011,2869999.88556
cod,2012,529999.97139
cod,2013,109999.9994
cod,2014,-19999.99955
cod,2015,0
cod,2019,2250000
cog,1967,790000.02146
cog,1972,19999.99955
cog,1974,1490000.00954
cog,1975,419999.98689
cog,1976,560000.00238
cog,1977,9999.99978
cog,1981,-50000.00075
cog,1982,-50000.00075
cog,1983,-59999.99866
cog,1984,-50000.00075
cog,1985,-50000.00075
cog,1997,-250000
cog,2000,-50000.00075
cog,2009,79999.99821
cog,2010,100000.00149
cog,2011,19999.99955
cog,2012,79999.99821
cog,2013,3559999.94278
cog,2019,2250000
col,1965,39999.99911
col,1966,39999.99911
col,1967,19999.99955
col,1968,39999.99911
col,1969,29999.99933
col,1970,1279999.97139
col,1971,259999.99046
col,1972,100000.00149
col,1973,9999.99978
col,1975,-90000.00358
col,1976,-90000.00358
col,1977,-90000.00358
col,1978,-70000.0003
col,1979,-100000.00149
col,1980,-90000.00358
col,1981,-70000.0003
col,1982,-59999.99866
col,1983,-59999.99866
col,1984,-50000.00075
col,1985,-50000.00075
col,1986,-59999.99866
col,1987,-59999.99866
col,1988,-79999.99821
col,1989,-79999.99821
col,1990,-90000.00358
col,1991,-90000.00358
col,1992,180000.00715
col,1993,180000.00715
col,1994,-9999.99978
col,1995,-3619999.88556
col,1996,2000000
col,1997,129999.99523
col,1998,29999.99933
col,1999,9999.99978
col,2000,109999.9994
col,2001,39999.99911
col,2002,189999.99762
col,2003,119999.99732
col,2004,159999.99642
col,2005,100000.00149
col,2006,289999.99166
col,2007,259999.99046
col,2008,270000.01073
col,2009,270000.01073
col,2010,319999.99285
col,2011,79999.99821
col,2013,800000.01192
col,2014,370000.00477
col,2015,370000.00477
col,2016,300000.01192
col,2017,1830000.04292
col,2018,540000.02146
col,2019,250000
com,1979,59999.99866
com,2000,-19999.99955
cpv,1975,9999.99978
cpv,1977,29999.99933
cpv,1982,560000.00238
cpv,1983,430000.00715
cpv,1984,340000.00358
cpv,1986,9999.99978
cpv,1987,180000.00715
cpv,1988,660000.02623
cpv,1989,140000.0006
cpv,1990,140000.0006
cpv,1991,500000
cpv,1992,620000.00477
cpv,1993,2119999.88556
cpv,1994,4570000.17166
cpv,1995,150000.00596
cpv,1996,500000
cpv,1997,219999.99881
cpv,1998,59999.99866
cpv,1999,70000.0003
cpv,2000,19999.99955
cpv,2001,-289999.99166
cpv,2002,50000.00075
cpv,2004,-9999.99978
cri,1973,9999.99978
cri,1974,9999.99978
cri,1975,29999.99933
cri,1976,9999.99978
cri,1980,9999.99978
cri,1982,159999.99642
cri,1983,50000.00075
cri,1988,100000.00149
cri,1989,90000.00358
cri,1990,419999.98689
cri,1991,1139999.98569
cri,1992,4099999.90463
cri,1993,1399999.97616
cri,1994,1000000
cri,1995,1570000.05245
cri,1996,1029999.97139
cri,1997,3279999.97139
cri,1998,7679999.82834
cri,1999,1190000.05722
cri,2000,720000.02861
cri,2001,150000.00596
cri,2002,29999.99933
cub,1971,9999.99978
cub,1973,79999.99821
cub,1976,750000
cub,1978,50000.00075
cub,1979,250000
cub,1980,70000.0003
cub,1981,170000.00179
cub,1998,159999.99642
cub,1999,39999.99911
cub,2001,109999.9994
cub,2006,9999.99978
cub,2007,19999.99955
cub,2008,50000.00075
cub,2009,9999.99978
cub,2010,19999.99955
cub,2016,1830000.04292
cub,2017,2750000
cub,2018,3069999.93324
cub,2019,3430000.06676
cyp,1974,230000.00417
cyp,1975,90000.00358
cyp,1976,-9999.99978
cyp,1977,-9999.99978
cze,1990,519999.98093
cze,1991,2269999.98093
cze,1992,2599999.90463
cze,1994,5630000.11444
cze,1995,4119999.88556
cze,1996,1950000.04768
cze,1997,2849999.90463
cze,1998,2380000.11444
cze,1999,1029999.97139
cze,2000,1370000.00477
cze,2001,2130000.11444
cze,2002,2440000.05722
cze,2003,1120000.00477
cze,2004,569999.99285
dji,1982,79999.99821
dji,1983,79999.99821
dji,1987,9999.99978
dji,1988,79999.99821
dji,1989,119999.99732
dji,1990,39999.99911
dji,1991,39999.99911
dji,1992,59999.99866
dji,1995,-109999.9994
dji,2007,9999.99978
dji,2008,9999.99978
dji,2010,9999.99978
dma,1980,19999.99955
dma,1995,29999.99933
dma,1996,29999.99933
dom,1977,9999.99978
dom,1978,9999.99978
dom,1992,9999.99978
dom,1993,29999.99933
dom,1994,19999.99955
dom,1995,19999.99955
dom,1996,150000.00596
dom,1997,140000.0006
dom,1998,200000.00298
dom,1999,239999.99464
dom,2000,159999.99642
dom,2001,280000.00119
dom,2002,439999.99762
dom,2003,509999.99046
dom,2004,29999.99933
dom,2005,2250000
dom,2006,3250000
dom,2007,39999.99911
dom,2008,29999.99933
dom,2009,39999.99911
dom,2010,70000.0003
dom,2012,-910000.02623
dom,2015,19999.99955
dza,1969,9999.99978
dza,1971,70000.0003
dza,1972,9999.99978
dza,1973,39999.99911
dza,1974,509999.99046
dza,1975,2569999.93324
dza,1976,300000.01192
dza,1977,79999.99821
dza,1978,29999.99933
dza,1979,50000.00075
dza,1980,-19999.99955
dza,1981,-150000.00596
dza,1982,-129999.99523
dza,1983,-119999.99732
dza,1984,-100000.00149
dza,1985,-109999.9994
dza,1986,189999.99762
dza,1987,-150000.00596
dza,1988,-159999.99642
dza,1989,-79999.99821
dza,1990,-270000.01073
dza,1991,-90000.00358
dza,1992,-270000.01073
dza,1993,-170000.00179
dza,1999,-9999.99978
dza,2000,-9999.99978
dza,2001,-19999.99955
dza,2002,-9999.99978
dza,2003,50000.00075
dza,2004,-50000.00075
dza,2005,-59999.99866
dza,2006,-550000.01192
dza,2010,5309999.94278
dza,2013,109999.9994
dza,2015,29999.99933
ecu,1972,379999.99523
ecu,1973,649999.97616
ecu,1974,419999.98689
ecu,1975,109999.9994
ecu,1978,-90000.00358
ecu,1979,-90000.00358
ecu,1980,9999.99978
ecu,1981,-39999.99911
ecu,1982,-9999.99978
ecu,1983,70000.0003
ecu,1984,119999.99732
ecu,1985,-29999.99933
ecu,1986,-100000.00149
ecu,1988,-50000.00075
ecu,1989,90000.00358
ecu,1990,-39999.99911
ecu,1991,259999.99046
ecu,1992,3619999.88556
ecu,1993,39999.99911
ecu,1994,-100000.00149
ecu,1995,1250000
ecu,1996,579999.98331
ecu,1997,79999.99821
ecu,1998,2819999.93324
ecu,1999,2940000.05722
ecu,2000,6590000.15259
ecu,2001,860000.01431
ecu,2002,4829999.92371
ecu,2003,2500000
ecu,2004,730000.01907
ecu,2005,449999.98808
ecu,2006,759999.99046
ecu,2007,610000.01431
ecu,2008,310000.00238
ecu,2009,939999.99762
ecu,2010,889999.98569
ecu,2011,159999.99642
egy,1965,39999.99911
egy,1966,19999.99955
egy,1967,59999.99866
egy,1969,449999.98808
egy,1970,4280000.20981
egy,1971,1379999.99523
egy,1972,50000.00075
egy,1973,4139999.86649
egy,1974,949999.98808
egy,1975,4800000.19073
egy,1976,5159999.84741
egy,1977,5880000.11444
egy,1978,7150000.09537
egy,1979,10390000.34332
egy,1980,3500000
egy,1981,11260000.22888
egy,1982,5710000.03815
egy,1983,1029999.97139
egy,1984,4590000.15259
egy,1985,1669999.95708
egy,1986,109999.9994
egy,1987,38110000.61035
egy,1988,3660000.08583
egy,1989,2430000.06676
egy,1990,19649999.61853
egy,1991,20729999.54224
egy,1992,22969999.31335
egy,1993,26159999.84741
egy,1994,25129999.16077
egy,1995,27200000.76294
egy,1996,32709999.08447
egy,1997,30680000.30518
egy,1998,32080001.83105
egy,1999,40349998.47412
egy,2000,42430000.30518
