geo,time,se_xpd_totl_gb_zs
prt,2015,10.13583
prt,2017,11.05543
prt,2018,10.81206
pry,1985,8.36333
pry,1990,7.85806
pry,1998,17.08779
pry,1999,21.87684
pry,2000,21.55939
pry,2001,19.87922
pry,2002,18.8154
pry,2003,20.89403
pry,2004,18.21824
pry,2007,19.42472
pry,2010,18.76241
pry,2013,9.59862
pry,2014,10.2756
pry,2015,12.28942
pry,2017,11.50659
pry,2018,11.9658
pry,2019,11.94795
pry,2020,9.84367
pry,2021,9.64235
pse,2010,17.80521
pse,2011,16.00078
pse,2012,15.36782
pse,2013,17.05089
pse,2015,15.49322
pse,2016,16.92126
pse,2017,16.07544
pse,2018,17.78866
pse,2019,17.71245
qat,1998,7.8437
qat,1999,9.52663
qat,2000,9.67605
qat,2001,10.55131
qat,2002,12.00746
qat,2003,10.70006
qat,2004,12.05313
qat,2005,13.74476
qat,2008,15.05552
qat,2009,14.83565
qat,2010,13.81727
qat,2011,13.10685
qat,2012,12.30794
qat,2013,13.14834
qat,2014,12.74284
qat,2017,8.56085
qat,2019,8.63649
qat,2020,9.31916
rou,1996,14.72865
rou,2000,8.18758
rou,2001,9.84882
rou,2002,10.92235
rou,2003,11.13906
rou,2004,9.84331
rou,2005,10.83668
rou,2006,12.71962
rou,2007,12.00496
rou,2008,11.61622
rou,2009,11.02129
rou,2010,9.12913
rou,2011,8.32978
rou,2012,8.43579
rou,2013,8.979
rou,2014,9.25695
rou,2015,9.09451
rou,2016,9.51059
rou,2017,10.05265
rou,2018,10.46096
rus,2000,8.95185
rus,2001,9.21336
rus,2002,10.58384
rus,2003,10.53169
rus,2004,11.17591
rus,2005,11.95057
rus,2006,12.4258
rus,2008,11.95923
rus,2012,11.14676
rus,2013,10.86184
rus,2014,11.48852
rus,2015,10.86947
rus,2016,10.98528
rus,2017,13.46508
rus,2018,14.34108
rwa,1999,17.25067
rwa,2000,18.83533
rwa,2001,25.31314
rwa,2007,17.78655
rwa,2008,15.59151
rwa,2010,17.54806
rwa,2011,15.34338
rwa,2012,15.81547
rwa,2013,16.85963
rwa,2014,13.73432
rwa,2015,12.53905
rwa,2016,12.27839
rwa,2017,11.07961
rwa,2018,10.80461
rwa,2019,10.76183
rwa,2020,10.78319
sau,1991,14.71302
sau,1992,14.72169
sau,1993,14.57367
sau,1994,16.81303
sau,1995,16.84456
sau,1996,15.2523
sau,1997,12.29582
sau,1998,23.98243
sau,1999,23.3294
sau,2000,17.83659
sau,2001,20.89614
sau,2002,21.29412
sau,2003,21.45522
sau,2004,20.18866
sau,2005,19.29229
sau,2006,21.60387
sau,2008,19.25742
sdn,2000,9.11689
sdn,2002,11.04489
sdn,2004,7.94924
sdn,2005,5.9668
sdn,2006,8.25316
sdn,2008,9.39278
sdn,2009,10.78182
sdn,2021,12.47558
sen,1998,18.73254
sen,1999,16.82036
sen,2000,17.61849
sen,2001,15.72974
sen,2002,16.72192
sen,2003,16.11751
sen,2004,16.96225
sen,2005,21.77097
sen,2006,17.95464
sen,2008,19.22614
sen,2009,23.30045
sen,2010,24.04635
sen,2011,21.08697
sen,2012,20.79525
sen,2013,25.74235
sen,2014,24.76296
sen,2015,23.77827
sen,2016,21.33737
sen,2017,20.58926
sen,2018,21.54202
sen,2019,18.31227
sen,2020,22.06278
sen,2021,21.08209
sgp,2000,20.30553
sgp,2001,21.55666
sgp,2002,21.41607
sgp,2003,24.75983
sgp,2004,22.74441
sgp,2005,22.27879
sgp,2006,22.53678
sgp,2007,23.23229
sgp,2008,30.09941
sgp,2009,21.85297
sgp,2010,18.57173
sgp,2011,28.86184
sgp,2012,31.37175
sgp,2013,28.83915
slb,1991,15.86093
slb,1998,13.11648
slb,2007,20.93128
slb,2008,18.12689
slb,2009,16.45326
slb,2010,16.67668
slb,2011,25.2164
slb,2012,22.2023
slb,2013,27.6322
slb,2014,26.737
slb,2015,25.2087
sle,2000,20.7313
sle,2001,17.9708
sle,2002,17.70319
sle,2003,17.31936
sle,2004,17.1488
sle,2005,15.50661
sle,2007,19.75022
sle,2008,14.9309
sle,2009,15.89646
sle,2010,12.80191
sle,2011,12.41146
sle,2012,14.12596
sle,2013,15.20231
sle,2014,15.09174
sle,2016,12.47358
sle,2017,19.8941
sle,2018,32.72783
sle,2019,35.00583
sle,2020,34.32725
slv,1998,13.20933
slv,1999,13.04333
slv,2000,13.54397
slv,2002,14.40475
slv,2003,14.02542
slv,2005,14.16685
slv,2006,14.91919
slv,2007,15.81505
slv,2008,18.16252
slv,2009,17.95026
slv,2010,15.81841
slv,2011,15.42368
slv,2012,13.60199
slv,2013,13.39289
slv,2014,13.89084
slv,2015,14.46576
slv,2016,13.97435
slv,2017,13.46452
slv,2018,13.2915
slv,2019,12.51882
slv,2020,13.09289
slv,2021,18.13002
smr,2010,10.78129
smr,2011,10.64036
smr,2017,13.10361
smr,2018,14.48633
smr,2019,15.05992
som,2015,1.42113
som,2016,1.31484
som,2017,1.70469
som,2018,3.00248
som,2019,4.26245
som,2020,4.41238
srb,2007,9.97664
srb,2008,10.39082
srb,2009,10.48218
srb,2010,10.09823
srb,2011,10.17957
srb,2012,9.22701
srb,2014,8.764
srb,2015,8.87636
srb,2016,8.69299
srb,2017,9.25646
srb,2018,8.80428
srb,2019,8.6046
ssd,2011,3.9507
ssd,2013,3.22802
ssd,2014,4.13136
ssd,2015,3.2846
ssd,2016,0.83336
ssd,2017,1.0737
ssd,2018,0.86703
stp,2002,6.42043
stp,2003,6.69201
stp,2004,5.85359
stp,2005,12.12548
stp,2006,14.08423
stp,2007,16.65735
stp,2008,18.24863
stp,2009,20.56078
stp,2010,19.32741
stp,2011,16.9515
stp,2012,13.72162
stp,2013,18.82967
stp,2014,12.32467
stp,2015,11.29734
stp,2016,15.96668
stp,2017,18.4
stp,2018,20.11654
stp,2019,17.59245
stp,2020,16.12594
stp,2021,16.58419
sur,2015,11.3766
sur,2016,16.07542
sur,2017,17.32358
sur,2018,14.72417
sur,2019,15.27699
sur,2020,13.94235
sur,2021,10.10749
svk,1996,9.50448
svk,1997,8.46268
svk,1999,8.56319
svk,2000,7.32343
svk,2001,8.68672
svk,2002,9.34152
svk,2003,10.42515
svk,2004,10.81554
svk,2005,9.4647
svk,2006,9.55078
svk,2007,9.68439
svk,2008,9.51929
svk,2009,9.02198
svk,2010,9.59832
svk,2011,9.42658
svk,2012,9.38742
svk,2013,9.57987
svk,2014,9.74608
svk,2015,10.04851
svk,2016,9.16842
svk,2017,9.51909
svk,2018,9.51361
svn,2001,11.81864
svn,2002,12.0036
svn,2003,12.09481
svn,2004,12.10532
svn,2005,12.07928
svn,2006,12.27688
svn,2007,11.787
svn,2008,11.34092
svn,2009,11.25362
svn,2010,11.05199
svn,2011,10.8957
svn,2012,11.38722
svn,2013,8.9696
svn,2014,10.40815
svn,2015,10.07917
svn,2016,10.38196
svn,2017,10.84708
svn,2018,11.33997
swe,1980,9.81605
swe,1981,10.15026
swe,1990,8.3034
swe,1991,8.39602
swe,1992,7.9799
swe,1993,8.12091
swe,1995,10.18916
swe,1996,11.3174
swe,1998,12.7054
swe,1999,12.40836
swe,2000,12.91302
swe,2001,12.8097
swe,2002,13.14464
swe,2003,12.85439
swe,2004,12.98014
swe,2005,12.68762
swe,2006,12.73625
swe,2007,12.76957
swe,2008,12.94456
swe,2009,13.18239
swe,2010,13.221
swe,2011,13.09512
swe,2012,15.13629
swe,2013,15.05979
swe,2014,15.24812
swe,2015,15.38288
swe,2016,15.61891
swe,2017,15.6861
swe,2018,15.66702
swz,1981,23.75299
swz,1982,20.37892
swz,1987,20.46323
swz,1988,21.77708
swz,1989,25.08986
swz,1990,23.47705
swz,1994,20.03243
swz,1995,20.65968
swz,1996,21.84551
swz,1999,20.4332
swz,2000,18.74508
swz,2001,19.65618
swz,2002,17.29377
swz,2003,22.06382
swz,2004,21.10407
swz,2005,20.89186
swz,2006,22.70757
swz,2008,21.81324
swz,2009,19.38638
swz,2010,18.28303
swz,2011,22.33393
swz,2014,24.79544
syc,1984,26.99181
syc,1985,22.83296
syc,1986,19.51612
syc,1988,18.25663
syc,1989,19.83613
syc,1994,14.97166
syc,1995,11.91291
syc,1996,15.13588
syc,1998,9.87257
syc,1999,9.37376
syc,2002,9.22016
syc,2003,12.0432
syc,2006,10.95452
syc,2010,10.86438
syc,2011,10.38641
syc,2012,6.7712
syc,2013,9.54766
syc,2014,12.08458
syc,2015,12.58698
syc,2016,11.72343
syc,2017,10.25983
syc,2018,11.82718
syc,2019,11.13056
syc,2020,9.16801
syc,2021,10.48375
syr,1996,15.04076
syr,2001,15.66206
syr,2002,16.82607
syr,2003,19.8554
syr,2004,17.1454
syr,2006,20.04848
syr,2007,18.92593
syr,2008,20.04079
syr,2009,19.18405
tca,2015,14.1917
tca,2016,11.83756
tca,2017,12.04469
tca,2018,11.94102
tca,2019,12.11846
tca,2020,11.62213
tca,2021,13.00747
tcd,1997,12.89866
tcd,1998,11.07153
tcd,1999,17.05998
tcd,2000,12.84449
tcd,2001,13.78685
tcd,2004,11.0319
tcd,2005,14.67282
tcd,2009,9.54159
tcd,2010,8.11928
tcd,2011,10.08326
tcd,2012,9.21241
tcd,2013,12.46146
tcd,2014,9.9
tcd,2015,8.9
tcd,2016,13
tcd,2017,16.36275
tcd,2019,14.21379
tcd,2020,11.67151
tcd,2021,15.12629
tgo,1992,22.54921
tgo,1996,23.29256
tgo,1998,20.98232
tgo,1999,23.41876
tgo,2000,24.42371
tgo,2001,25.73136
tgo,2002,30.70003
tgo,2003,27.75643
tgo,2004,21.83069
tgo,2005,17.67808
tgo,2006,17.28665
tgo,2007,18.15452
tgo,2008,19.24566
tgo,2009,19.37198
tgo,2010,19.61576
tgo,2011,16.90379
tgo,2012,17.68043
tgo,2013,16.59207
tgo,2014,17.39141
tgo,2015,16.66499
tgo,2016,15.99131
tgo,2017,23.14004
tgo,2018,21.76909
tha,1995,18.90245
tha,1996,20.03906
tha,1997,21.20361
tha,1998,19.481
tha,1999,18.97902
tha,2000,28.3886
tha,2001,24.24134
tha,2002,16.22293
tha,2003,20.86635
tha,2004,21.45767
tha,2005,20.54682
tha,2006,22.00279
tha,2007,18.48467
tha,2008,18.16285
tha,2009,18.1783
tha,2010,16.22262
tha,2011,22.63024
tha,2012,21.3968
tha,2013,19.12593
tha,2014,16.90019
tha,2015,17.05779
tha,2016,17.31905
tha,2017,15.83858
tha,2018,14.48729
tha,2020,16.77131
tjk,1998,15.07245
tjk,1999,11.83439
tjk,2000,12.02514
tjk,2001,13.18853
tjk,2002,14.59364
tjk,2003,12.69424
tjk,2004,13.67676
tjk,2005,15.29338
tjk,2006,15.63601
tjk,2007,12.21488
tjk,2008,12.8005
tjk,2009,14.31216
tjk,2010,15.33145
tjk,2011,14.56051
tjk,2012,16.3705
tjk,2015,16.39336
tjk,2016,17.03836
tjk,2017,18.14115
tjk,2018,15.88862
tjk,2019,18.65759
tjk,2020,17.77205
tjk,2021,19.91207
tkm,2012,20.79551
tkm,2019,23.01025
tls,2008,7.09054
tls,2009,10.58612
tls,2010,9.15421
tls,2011,7.6509
tls,2012,5.53769
tls,2013,5.89318
tls,2014,6.77287
tls,2015,8.63697
tls,2016,7.24691
tls,2017,8.20582
tls,2018,7.88129
ton,1999,26.05699
ton,2000,22.95586
ton,2001,22.10918
ton,2002,15.82658
ton,2003,18.61912
ton,2004,19.09717
ton,2018,10.1712
ton,2019,11.9278
ton,2020,15.52814
ton,2021,12.65265
tto,1989,12.90589
tto,1990,13.85188
tto,1994,15.01153
tto,1995,14.8984
tto,1996,13.28493
tto,1997,12.03244
tto,1998,8.92667
tto,1999,11.23004
tto,2000,11.73112
tto,2001,12.16543
tto,2002,14.28521
tto,2003,13.91007
tto,2011,12.8451
tto,2012,13.2379
tto,2013,14.1891
tto,2014,13.3851
tto,2015,8.70097
tto,2016,10.43406
tto,2017,9.88691
tto,2018,9.77174
tto,2019,10.62078
tto,2020,9.37713
tto,2021,8.92939
tun,1992,20.72396
tun,1993,21.6749
tun,1994,21.81671
tun,1995,23.35724
tun,1996,23.13493
tun,1997,25.95522
tun,1999,24.90079
tun,2000,24.59178
tun,2001,24.64776
tun,2002,22.88013
tun,2003,27.68429
tun,2004,27.83381
tun,2005,26.69569
tun,2006,26.86131
tun,2007,26.42863
tun,2008,25.25867
tun,2009,25.26201
tun,2010,24.84683
tun,2012,20.99101
tun,2015,22.66534
tur,2000,6.37583
tur,2001,5.98266
tur,2002,6.65165
tur,2003,7.41988
tur,2004,8.65172
tur,2006,8.01701
tur,2018,12.40667
tza,1996,12.50031
tza,1997,12.62789
tza,1998,11.79397
tza,2004,19.49264
tza,2005,18.14314
tza,2006,15.01412
tza,2007,19.43174
tza,2008,18.77841
tza,2009,17.41092
tza,2010,19.64801
tza,2014,17.2971
tza,2017,24.39654
tza,2018,20.50494
uga,2000,10.35487
uga,2004,20.30834
uga,2010,10.10489
uga,2011,13.61137
uga,2012,11.4519
uga,2013,11.74312
uga,2014,11.70491
uga,2015,13.22008
uga,2016,11.74205
uga,2017,12.84182
uga,2018,11.24718
ukr,1997,12.92467
ukr,1998,11.59928
ukr,1999,13.53417
ukr,2000,11.35897
ukr,2001,12.81095
ukr,2002,14.36096
ukr,2003,14.41952
ukr,2004,12.78175
ukr,2005,13.73865
ukr,2006,13.92323
ukr,2007,14.03619
ukr,2008,13.55783
ukr,2009,15.05482
ukr,2010,15.23396
ukr,2011,13.48432
ukr,2012,13.66552
ukr,2013,13.86764
ukr,2014,13.12135
ukr,2015,13.48009
ukr,2016,12.35312
ukr,2017,13.05142
ukr,2018,12.75083
ukr,2019,13.13616
ukr,2020,15.81425
ury,2000,8.35917
ury,2001,9.22963
ury,2002,7.71266
ury,2003,6.83627
ury,2004,8.60924
ury,2005,9.47097
ury,2006,9.84121
ury,2010,17.4524
ury,2011,15.16255
ury,2012,17.6779
ury,2013,17.5998
ury,2014,17.5573
ury,2015,17.00629
ury,2016,14.71418
ury,2017,14.92742
ury,2018,15.19255
ury,2019,15.0808
ury,2020,16.36348
ury,2021,15.39082
uzb,2013,22.76097
uzb,2014,22.97685
uzb,2015,22.36526
uzb,2016,23.09033
uzb,2017,22.53946
uzb,2020,20.53565
vct,1986,22.89881
vct,1989,18.24648
vct,1991,20.69969
vct,1998,14.84942
vct,1999,21.14544
vct,2000,30.7892
vct,2002,28.70131
vct,2003,31.47551
vct,2005,22.59199
vct,2007,20.03841
vct,2009,17.3385
vct,2010,15.48563
vct,2016,20.14841
vct,2017,18.97828
vct,2018,19.01264
ven,2015,15.67999
ven,2016,16.1862
ven,2017,23.87313
vgb,2015,15.23057
vgb,2016,14.38938
vgb,2017,15.00935
vgb,2018,13.99639
vgb,2019,12.19546
vgb,2020,13.16138
vgb,2021,12.36293
vnm,2008,18.00124
vnm,2009,15.18871
vnm,2010,17.05667
vnm,2011,17.81127
vnm,2012,18.78499
vnm,2013,18.51551
vnm,2015,17.11952
vnm,2016,15.6049
vnm,2017,15.09342
vnm,2018,16.09087
vnm,2019,14.02957
vnm,2020,14.40717
vnm,2021,14.81749
vut,1994,17.53491
vut,1998,27.4011
vut,1999,25.82178
vut,2000,27.52419
vut,2001,40.07755
vut,2002,36.40962
vut,2003,44.8018
vut,2008,21.40563
vut,2009,18.72315
vut,2014,18.20824
vut,2015,12.57355
vut,2017,12.20798
vut,2019,4.67606
vut,2020,4.42809
wsm,1999,13.41717
wsm,2000,10.4613
wsm,2001,12.77033
wsm,2002,12.7938
wsm,2008,16.06423
wsm,2015,14
wsm,2016,13.0389
wsm,2017,13.2124
wsm,2018,14.84703
wsm,2019,15.59647
wsm,2020,16.21499
yem,2000,30.48928
yem,2001,30.32128
yem,2008,12.48924
zaf,2001,20.47205
zaf,2002,20.0957
zaf,2003,19.5923
zaf,2004,19.93463
zaf,2005,19.92499
zaf,2006,18.00499
zaf,2007,18.02707
zaf,2008,17.90631
zaf,2009,18.30626
zaf,2010,18.04437
zaf,2011,18.70156
zaf,2012,19.68271
zaf,2013,18.6966
zaf,2014,18.98916
zaf,2015,18.69935
zaf,2016,18.04874
zaf,2017,18.71929
zaf,2018,18.90159
zaf,2019,19.59623
zaf,2020,19.52728
zaf,2021,18.41724
zmb,2000,8.35262
zmb,2004,10.58499
zmb,2005,7.72973
zmb,2007,6.22791
zmb,2008,5.6518
zmb,2010,16.9
zmb,2011,15.3
zmb,2012,17.2
zmb,2013,15.4
zmb,2014,20.1
zmb,2015,16.3356
zmb,2016,15.40297
zmb,2017,14.88183
zmb,2018,17.01243
zmb,2019,15.29187
zmb,2020,12.37802
zmb,2021,11.51414
zwe,2010,8.53672
zwe,2012,29.75109
zwe,2013,28.66034
zwe,2014,30.01515
zwe,2015,29.47083
zwe,2016,23.52708
zwe,2017,20.8742
zwe,2018,19.03984
