geo,time,vc_ihr_psrc_ma_p5
esp,2007,1.40278
esp,2008,1.22915
esp,2009,1.19697
esp,2010,1.05497
esp,2011,1.10682
esp,2012,1.03129
esp,2013,0.78176
esp,2014,0.84985
esp,2015,0.78983
esp,2016,0.79081
esp,2017,0.84731
esp,2018,0.75454
est,1994,35.56982
est,1995,32.22844
est,1996,25.37081
est,1997,21.25447
est,1998,23.75956
est,1999,17.76865
est,2000,17.99232
est,2001,16.5146
est,2002,17.04204
est,2003,16.78138
est,2004,11.84904
est,2005,13.41622
est,2006,10.55592
est,2007,12.29215
est,2008,10.76669
est,2009,7.78276
est,2010,8.63919
est,2011,8.24384
est,2012,7.45734
est,2013,5.5254
est,2014,5.20598
est,2015,5.57287
est,2016,3.88887
est,2017,3.38616
est,2018,3.68801
fin,1990,4.70173
fin,1991,4.75936
fin,1992,4.11965
fin,1993,3.65156
fin,1994,4.02285
fin,1995,3.90485
fin,1996,4.2792
fin,1997,4.09279
fin,1998,3.23039
fin,1999,4.4127
fin,2000,4.03604
fin,2001,4.26733
fin,2002,3.4672
fin,2003,2.84965
fin,2004,4.48441
fin,2005,3.2634
fin,2006,3.17282
fin,2007,3.12052
fin,2008,3.41293
fin,2009,3.28204
fin,2010,3.4557
fin,2011,2.75808
fin,2012,1.80417
fin,2013,2.43083
fin,2014,2.2706
fin,2015,2.44661
fin,2016,1.92091
fin,2017,1.39968
fin,2018,2.31491
fji,2005,3.34122
fji,2006,2.36712
fji,2007,0.70274
fji,2008,1.62153
fji,2009,4.81743
fji,2010,3.18948
fji,2011,2.49698
fji,2012,2.94813
fji,2013,2.49569
fji,2014,1.81527
fra,2015,2.0176
fra,2016,1.6953
fra,2017,1.64706
fra,2018,1.6526
gbr,2005,1.7678
gbr,2006,1.74946
gbr,2007,1.73864
gbr,2008,1.51395
gbr,2009,1.55834
gbr,2010,1.49011
gbr,2011,1.41933
gbr,2012,1.20649
gbr,2013,1.16663
gbr,2014,1.39949
gbr,2015,1.59582
gbr,2016,1.52787
gbr,2017,1.7395
gbr,2018,1.69654
geo,2004,13.10982
geo,2005,16.49417
geo,2006,13.91941
geo,2007,14.35024
geo,2008,11.14492
geo,2009,9.01324
geo,2010,8.14128
geo,2014,3.86796
geo,2016,0.26077
geo,2018,3.66539
grc,1990,1.39947
grc,1991,1.87734
grc,1992,2.06557
grc,1993,2.11356
grc,1994,1.94474
grc,1995,2.01419
grc,1996,2.13665
grc,1997,3.02645
grc,1998,2.44242
grc,1999,2.08763
grc,2001,1.74293
grc,2002,1.26975
grc,2003,1.59901
grc,2004,1.46053
grc,2005,1.5771
grc,2006,1.59171
grc,2007,1.73128
grc,2008,2.04108
grc,2009,2.35621
grc,2010,2.65492
grc,2011,2.85925
grc,2012,2.40025
grc,2013,1.95395
grc,2014,1.52297
grc,2015,1.20393
grc,2016,1.11304
grc,2017,1.21428
grc,2018,1.35535
grd,2005,15.24013
grd,2006,17.06744
grd,2007,16.99813
grd,2008,26.33113
grd,2009,7.48994
grd,2010,14.90674
grd,2011,5.55916
grd,2012,16.57825
grd,2013,7.32279
grd,2014,9.09736
grd,2015,7.23471
grd,2016,14.38901
grd,2017,17.89197
gtm,2004,63.90604
gtm,2005,75.04846
gtm,2006,80.37559
gtm,2007,77.219
gtm,2008,81.52768
gtm,2009,82.19631
gtm,2010,73.26506
gtm,2011,68.74088
gtm,2012,61.04916
gtm,2013,59.98126
gtm,2014,55.78075
gtm,2015,54.63415
gtm,2016,94.56783
guy,2005,30.49172
guy,2006,34.81083
guy,2007,23.34605
guy,2008,32.27116
guy,2009,23.68731
guy,2010,29.30478
guy,2011,25.71562
guy,2012,29.83023
guy,2013,33.0568
guy,2015,31.53366
guy,2016,34.1737
guy,2017,24.18454
guy,2018,22.50645
hkg,2003,0.9197
hkg,2004,0.76789
hkg,2005,0.64573
hkg,2006,0.52267
hkg,2007,0.21499
hkg,2008,0.33724
hkg,2009,0.67301
hkg,2010,0.48832
hkg,2011,0.24356
hkg,2012,0.4554
hkg,2013,0.75652
hkg,2014,0.42198
hkg,2015,0.39
hkg,2016,0.50716
hkg,2017,0.2668
hkg,2018,0.94229
hnd,2006,76.4619
hnd,2007,83.86299
hnd,2008,104.13751
hnd,2009,120.95001
hnd,2010,141.0385
hnd,2011,156.48803
hnd,2012,152.2836
hnd,2013,135.30334
hnd,2014,120.69191
hnd,2015,102.64036
hnd,2016,101.17385
hnd,2017,73.73371
hnd,2018,70.07681
hrv,1990,4.04539
hrv,1991,13.55565
hrv,1992,12.73927
hrv,1993,7.14281
hrv,1994,4.97714
hrv,1995,5.41031
hrv,1996,3.77569
hrv,1997,3.95802
hrv,1998,3.25403
hrv,1999,3.83755
hrv,2000,3.22863
hrv,2001,2.50169
hrv,2002,1.95723
hrv,2003,2.22288
hrv,2004,2.17944
hrv,2005,1.94468
hrv,2006,1.99511
hrv,2007,1.80832
hrv,2008,2.24151
hrv,2009,1.19546
hrv,2010,1.43912
hrv,2011,1.34828
hrv,2012,1.59613
hrv,2013,1.2152
hrv,2014,0.92843
hrv,2015,1.08087
hrv,2016,1.18569
hrv,2017,1.3912
hrv,2018,0.79952
hti,2013,18.87724
hti,2014,17.16918
hti,2015,18.6
hti,2016,17.73626
hti,2018,12.4794
hun,1990,2.6428
hun,1991,3.84062
hun,1992,3.84344
hun,1993,3.63968
hun,1994,4.32926
hun,1995,4.00799
hun,1996,3.19586
hun,1997,3.60622
hun,1998,3.58382
hun,1999,3.0289
hun,2000,2.41846
hun,2001,3.48698
hun,2002,2.39866
hun,2003,2.84525
hun,2004,2.52018
hun,2005,1.8289
hun,2006,2.08714
hun,2007,1.91365
hun,2008,2.34179
hun,2009,1.60848
hun,2010,1.63466
hun,2011,2.19313
hun,2012,1.40936
hun,2013,1.77727
hun,2014,1.69602
hun,2015,2.56095
hun,2016,2.58823
hun,2017,3.67423
ind,1999,6.13647
ind,2000,6.00146
ind,2001,5.62535
ind,2002,5.48983
ind,2003,5.16417
ind,2004,5.21161
ind,2005,4.99571
ind,2006,4.84659
ind,2007,4.64045
ind,2008,4.64303
ind,2009,4.41457
ind,2010,4.45198
ind,2011,4.44455
ind,2012,4.40858
ind,2013,4.1982
ind,2014,4.31497
ind,2015,4.00515
ind,2016,3.5814
ind,2017,3.43885
ind,2018,3.42315
irl,1990,0.84044
irl,1991,0.87664
irl,1992,1.11976
irl,1993,0.96481
irl,1994,1.1287
irl,1995,2.05355
irl,1996,1.34553
irl,1997,1.46736
irl,1998,1.7208
irl,1999,1.71761
irl,2000,1.55336
irl,2001,2.31207
irl,2002,2.11211
irl,2003,1.44987
irl,2004,1.23435
irl,2005,2.11818
irl,2006,2.16758
irl,2007,3.10049
irl,2008,1.8664
irl,2009,1.93509
irl,2010,2.11067
irl,2011,1.77732
irl,2012,1.72085
irl,2013,1.88757
irl,2015,0.9989
irl,2016,1.41965
irl,2017,1.14677
irl,2018,1.33956
irn,2013,4.51567
irn,2014,4.36852
irq,2008,27.67846
irq,2009,10.94729
irq,2010,14.704
irq,2011,13.81051
irq,2012,13.576
irq,2013,16.70131
isl,1996,0.73844
isl,1999,0.71903
isl,2005,2.02832
isl,2007,1.30389
isl,2009,0.62822
isl,2010,1.2393
isl,2011,1.22772
isl,2012,0
isl,2013,0.6081
isl,2014,0
isl,2015,1.81066
isl,2016,0
isl,2017,0.59609
isl,2018,1.1835
isr,1993,4.35074
isr,1994,4.37839
isr,1999,4.02133
isr,2000,3.92515
isr,2001,5.18995
isr,2002,5.62381
isr,2003,4.36161
isr,2004,4.05798
isr,2005,3.75702
isr,2006,3.5196
isr,2007,3.19669
isr,2008,2.6264
isr,2009,3.29635
isr,2010,3.18849
isr,2011,3.05399
isr,2012,2.76141
isr,2013,2.40283
isr,2014,2.12528
isr,2015,2.17373
isr,2016,2.01278
isr,2017,2.44239
ita,1990,5.72331
ita,1991,6.15206
ita,1992,4.54012
ita,1993,3.15076
ita,1994,2.92751
ita,1995,2.92654
ita,1996,2.66265
ita,1997,2.46643
ita,1998,2.52813
ita,1999,2.3259
ita,2000,2.09757
ita,2001,1.95343
ita,2002,1.66442
ita,2003,1.86788
ita,2005,1.67469
ita,2006,1.5722
ita,2007,1.6893
ita,2008,1.63692
ita,2009,1.45749
ita,2010,1.30481
ita,2011,1.3383
ita,2012,1.26753
ita,2013,1.10815
ita,2014,1.11986
ita,2015,1.13313
ita,2016,0.85211
ita,2017,0.81745
ita,2018,0.71916
jam,2005,109.60987
jam,2006,87.03271
jam,2007,104.37851
jam,2008,105.28
jam,2009,109.90783
jam,2010,93.16557
jam,2011,72.1416
jam,2012,68.76149
jam,2013,75.3438
jam,2014,63.32187
jam,2015,76.00752
jam,2016,84.42314
jam,2017,102.49228
jor,2007,2.58317
jor,2008,2.67906
jor,2009,1.87319
jor,2010,2.10611
jor,2011,2.89699
jor,2012,3.30819
jor,2016,2.01732
jor,2017,2.01907
jpn,1990,0.60629
jpn,1991,0.55402
jpn,1992,0.60098
jpn,1993,0.64133
jpn,1994,0.71548
jpn,1995,0.61747
jpn,1996,0.57782
jpn,1997,0.63783
jpn,1998,0.6706
jpn,1999,0.63623
jpn,2000,0.55569
jpn,2001,0.60935
jpn,2002,0.55298
jpn,2003,0.60344
jpn,2004,0.58232
jpn,2005,0.51522
jpn,2006,0.46894
jpn,2007,0.4641
jpn,2008,0.50068
jpn,2009,0.40222
jpn,2010,0.36263
jpn,2011,0.33102
jpn,2012,0.30103
jpn,2013,0.2854
jpn,2014,0.30174
jpn,2015,0.23186
jpn,2016,0.26434
jpn,2017,0.21354
jpn,2018,0.24949
kaz,2008,18.85776
kaz,2009,17.48416
kaz,2010,13.27729
kaz,2011,13.68135
kaz,2012,12.21741
kaz,2013,10.19634
kaz,2014,8.35876
kaz,2015,7.07579
kaz,2017,7.92044
ken,2014,7.68496
ken,2015,6.93702
ken,2016,7.07602
ken,2017,8.14789
ken,2018,4.43333
kgz,2000,14.55002
kgz,2001,12.95163
kgz,2002,13.4347
kgz,2003,13.12493
kgz,2004,13.21302
kgz,2005,15.3037
kgz,2006,14.0599
kgz,2007,12.38762
kgz,2008,12.69296
kgz,2009,10.91963
kor,2011,0.74537
kor,2012,0.86118
kor,2013,0.6739
kor,2014,0.72559
kor,2015,0.69504
kor,2016,0.64595
kor,2017,0.57622
kor,2018,0.59309
kos,2008,9.92265
kos,2009,6.98918
kos,2010,9.61711
kos,2011,5.87613
kos,2012,8.68986
kos,2013,4.02776
kos,2014,4.68682
kos,2015,3.52658
kos,2016,3.27996
kos,2017,3.83234
kos,2018,3.83807
kwt,2003,1.88142
kwt,2004,2.46023
kwt,2005,1.86501
kwt,2006,2.79324
kwt,2007,3.20862
kwt,2008,1.74768
kwt,2009,2.26431
kwt,2010,2.71696
kwt,2011,2.61973
kwt,2012,2.62837
lca,1990,13.27453
lca,1991,10.17975
lca,1992,15.80324
lca,1993,11.36622
lca,1994,9.83353
lca,1995,18.04303
lca,1996,15.06746
lca,1997,10.80745
lca,1998,15.98721
lca,1999,18.41378
lca,2000,26.71139
lca,2002,45.25304
lca,2003,43.05255
lca,2004,41.72582
lca,2009,38.84623
lca,2010,44.93569
lca,2011,44.76078
lca,2012,37.56472
lca,2013,32.03295
lca,2014,38.72173
lca,2015,26.07385
lca,2016,31.5831
lca,2017,54.9839
lca,2018,39.07122
lie,2009,0
lie,2011,0
lie,2012,0
lie,2013,0
lie,2015,0
lie,2016,0
lie,2017,0
lie,2018,0
lka,2008,16.90267
lka,2009,9.12149
lka,2010,6.03062
lka,2011,5.51991
lka,2012,5.07416
lka,2013,4.73251
lka,2014,4.26444
lka,2015,3.73102
lka,2016,3.95324
lka,2017,3.92786
lka,2018,4.03066
ltu,1993,18.21722
ltu,1994,19.89192
ltu,1995,20.44199
ltu,1996,17.00764
ltu,1997,16.39146
ltu,1998,13.16343
ltu,1999,13.14544
ltu,2000,16.35866
ltu,2001,16.24654
ltu,2002,13.88863
ltu,2003,15.10633
ltu,2004,13.53772
ltu,2005,17.50803
ltu,2006,13.90684
ltu,2007,13.59482
ltu,2008,14.62721
ltu,2009,12.87782
ltu,2010,10.01423
ltu,2011,10.22383
ltu,2012,10.63916
ltu,2013,9.97178
ltu,2014,7.75202
ltu,2015,9.11019
ltu,2016,8.03334
ltu,2017,6.16824
ltu,2018,5.71688
lux,1996,0.98333
lux,2001,2.30544
lux,2004,0.44882
lux,2006,2.17418
lux,2007,1.70336
lux,2009,2.03067
lux,2010,1.98179
lux,2011,1.54759
lux,2012,0
lux,2013,0
lux,2014,0.72011
lva,2012,3.48318
lva,2013,2.77624
lva,2014,2.96213
lva,2015,4.10173
lva,2016,3.86401
lva,2017,4.57638
lva,2018,4.62286
mac,1994,4.89871
mac,2008,0.40599
mac,2009,0.79285
mac,2010,0.77422
mac,2011,0.37799
mac,2012,1.10749
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0.3401
mac,2017,0
mac,2018,0.32968
mar,2009,2.40852
mar,2012,1.99199
mar,2013,2.17771
mar,2014,1.7491
mar,2015,1.94514
mar,2016,2.80865
mar,2017,3.67293
mar,2018,2.46236
mco,2013,0
mco,2015,0
mda,1991,9.25481
mda,1992,17.85368
