geo,time,sp_dyn_to65_fe_zs
alb,1994,85.64993
alb,1995,85.89941
alb,1996,86.14889
alb,1997,86.39836
alb,1998,86.80686
alb,1999,87.21536
alb,2000,87.62386
alb,2001,88.03236
alb,2002,88.44086
alb,2003,88.60552
alb,2004,88.77019
alb,2005,88.93485
alb,2006,89.09951
alb,2007,89.26418
alb,2008,89.60994
alb,2009,89.95569
alb,2010,90.30145
alb,2011,90.64721
alb,2012,90.99297
alb,2013,91.02345
alb,2014,91.05394
alb,2015,91.08442
alb,2016,91.11491
alb,2017,91.14539
alb,2018,91.22257
alb,2019,91.29975
alb,2020,91.37693
are,1960,52.73652
are,1961,53.91367
are,1962,55.09083
are,1963,56.30295
are,1964,57.51508
are,1965,58.7272
are,1966,59.93932
are,1967,61.15144
are,1968,62.28921
are,1969,63.42698
are,1970,64.56475
are,1971,65.70252
are,1972,66.84029
are,1973,67.73302
are,1974,68.62575
are,1975,69.51849
are,1976,70.41122
are,1977,71.30396
are,1978,71.9761
are,1979,72.64824
are,1980,73.32038
are,1981,73.99252
are,1982,74.66466
are,1983,75.16856
are,1984,75.67246
are,1985,76.17637
are,1986,76.68027
are,1987,77.18417
are,1988,77.60247
are,1989,78.02077
are,1990,78.43907
are,1991,78.85737
are,1992,79.27567
are,1993,79.65921
are,1994,80.04275
are,1995,80.4263
are,1996,80.80984
are,1997,81.19338
are,1998,81.73612
are,1999,82.27886
are,2000,82.82161
are,2001,83.36435
are,2002,83.90709
are,2003,84.25956
are,2004,84.61203
are,2005,84.96451
are,2006,85.31698
are,2007,85.66945
are,2008,86.00498
are,2009,86.34052
are,2010,86.67605
are,2011,87.01159
are,2012,87.34712
are,2013,87.63456
are,2014,87.922
are,2015,88.20944
are,2016,88.49688
are,2017,88.78432
are,2018,88.94395
are,2019,89.10357
are,2020,89.2632
arg,1960,71.88532
arg,1961,72.42722
arg,1962,72.96913
arg,1963,73.23425
arg,1964,73.49938
arg,1965,73.7645
arg,1966,74.02963
arg,1967,74.29476
arg,1968,74.69944
arg,1969,75.10413
arg,1970,75.50882
arg,1971,75.9135
arg,1972,76.31819
arg,1973,76.71966
arg,1974,77.12114
arg,1975,77.52261
arg,1976,77.92408
arg,1977,78.32556
arg,1978,78.7423
arg,1979,79.15904
arg,1980,79.57578
arg,1981,79.99252
arg,1982,80.40926
arg,1983,80.62136
arg,1984,80.83346
arg,1985,81.04557
arg,1986,81.25767
arg,1987,81.46977
arg,1988,81.62959
arg,1989,81.7894
arg,1990,81.94921
arg,1991,82.10903
arg,1992,82.26884
arg,1993,82.48373
arg,1994,82.69861
arg,1995,82.9135
arg,1996,83.12838
arg,1997,83.34327
arg,1998,83.54193
arg,1999,83.74059
arg,2000,83.93925
arg,2001,84.1379
arg,2002,84.33656
arg,2003,84.52048
arg,2004,84.70441
arg,2005,84.88833
arg,2006,85.07225
arg,2007,85.25617
arg,2008,85.4267
arg,2009,85.59723
arg,2010,85.76776
arg,2011,85.93829
arg,2012,86.10882
arg,2013,86.26717
arg,2014,86.42552
arg,2015,86.58386
arg,2016,86.74221
arg,2017,86.90056
arg,2018,87.04382
arg,2019,87.18708
arg,2020,87.33033
arm,1960,73.38273
arm,1961,74.08248
arm,1962,74.78224
arm,1963,75.3745
arm,1964,75.96676
arm,1965,76.55903
arm,1966,77.15129
arm,1967,77.74356
arm,1968,78.13486
arm,1969,78.52616
arm,1970,78.91747
arm,1971,79.30877
arm,1972,79.70007
arm,1973,79.66595
arm,1974,79.63183
arm,1975,79.59771
arm,1976,79.56359
arm,1977,79.52947
arm,1978,79.58985
arm,1979,79.65024
arm,1980,79.71062
arm,1981,79.771
arm,1982,79.83138
arm,1983,78.84833
arm,1984,77.86528
arm,1985,76.88223
arm,1986,75.89918
arm,1987,74.91613
arm,1988,75.27981
arm,1989,75.6435
arm,1990,76.00718
arm,1991,76.37086
arm,1992,76.73455
arm,1993,77.28851
arm,1994,77.84248
arm,1995,78.39644
arm,1996,78.95041
arm,1997,79.50438
arm,1998,80.24513
arm,1999,80.98589
arm,2000,81.72665
arm,2001,82.4674
arm,2002,83.20816
arm,2003,83.32464
arm,2004,83.44112
arm,2005,83.55761
arm,2006,83.67409
arm,2007,83.79058
arm,2008,84.18405
arm,2009,84.57752
arm,2010,84.971
arm,2011,85.36447
arm,2012,85.75794
arm,2013,86.23342
arm,2014,86.70889
arm,2015,87.18437
arm,2016,87.65984
arm,2017,88.13532
arm,2018,88.27503
arm,2019,88.41475
arm,2020,88.55446
atg,1960,63.31151
atg,1961,64.24291
atg,1962,65.17431
atg,1963,65.90711
atg,1964,66.63991
atg,1965,67.3727
atg,1966,68.1055
atg,1967,68.8383
atg,1968,69.27507
atg,1969,69.71184
atg,1970,70.14861
atg,1971,70.58538
atg,1972,71.02214
atg,1973,71.55236
atg,1974,72.08258
atg,1975,72.61279
atg,1976,73.14301
atg,1977,73.67323
atg,1978,74.34992
atg,1979,75.02661
atg,1980,75.7033
atg,1981,76.38
atg,1982,77.05669
atg,1983,77.65389
atg,1984,78.25108
atg,1985,78.84828
atg,1986,79.44548
atg,1987,80.04267
atg,1988,80.34045
atg,1989,80.63822
atg,1990,80.93599
atg,1991,81.23377
atg,1992,81.53154
atg,1993,81.82578
atg,1994,82.12002
atg,1995,82.41427
atg,1996,82.70851
atg,1997,83.00275
atg,1998,83.34563
atg,1999,83.68852
atg,2000,84.0314
atg,2001,84.37428
atg,2002,84.71716
atg,2003,84.9797
atg,2004,85.24224
atg,2005,85.50478
atg,2006,85.76732
atg,2007,86.02986
atg,2008,86.09014
atg,2009,86.15041
atg,2010,86.21069
atg,2011,86.27096
atg,2012,86.33124
atg,2013,86.34642
atg,2014,86.36159
atg,2015,86.37677
atg,2016,86.39195
atg,2017,86.40713
atg,2018,86.58287
atg,2019,86.75861
atg,2020,86.93436
aus,1960,80.40144
aus,1961,80.54434
aus,1962,80.68724
aus,1963,80.67864
aus,1964,80.67004
aus,1965,80.66144
aus,1966,80.65285
aus,1967,80.64425
aus,1968,80.92603
aus,1969,81.20782
aus,1970,81.4896
aus,1971,81.77139
aus,1972,82.05317
aus,1973,82.54511
aus,1974,83.03705
aus,1975,83.52899
aus,1976,84.02094
aus,1977,84.51288
aus,1978,84.90876
aus,1979,85.30464
aus,1980,85.70052
aus,1981,86.0964
aus,1982,86.49228
aus,1983,86.76579
aus,1984,87.0393
aus,1985,87.31281
aus,1986,87.58633
aus,1987,87.85984
aus,1988,88.16715
aus,1989,88.47446
aus,1990,88.78176
aus,1991,89.08907
aus,1992,89.39638
aus,1993,89.59879
aus,1994,89.8012
aus,1995,90.00361
aus,1996,90.20602
aus,1997,90.40843
aus,1998,90.63366
aus,1999,90.85888
aus,2000,91.08411
aus,2001,91.30933
aus,2002,91.53456
aus,2003,91.68901
aus,2004,91.84345
aus,2005,91.9979
aus,2006,92.15235
aus,2007,92.3068
aus,2008,92.40456
aus,2009,92.50232
aus,2010,92.60008
aus,2011,92.69784
aus,2012,92.79559
aus,2013,92.9283
aus,2014,93.06101
aus,2015,93.19371
aus,2016,93.32642
aus,2017,93.45913
aus,2018,93.56131
aus,2019,93.6635
aus,2020,93.76568
aut,1960,79.02172
aut,1961,79.51741
aut,1962,80.01311
aut,1963,80.20693
aut,1964,80.40074
aut,1965,80.59455
aut,1966,80.78836
aut,1967,80.98218
aut,1968,81.24033
aut,1969,81.49848
aut,1970,81.75663
aut,1971,82.01479
aut,1972,82.27294
aut,1973,82.62289
aut,1974,82.97284
aut,1975,83.3228
aut,1976,83.67275
aut,1977,84.0227
aut,1978,84.28502
aut,1979,84.54733
aut,1980,84.80964
aut,1981,85.07195
aut,1982,85.33427
aut,1983,85.74591
aut,1984,86.15755
aut,1985,86.56919
aut,1986,86.98083
aut,1987,87.39247
aut,1988,87.60618
aut,1989,87.8199
aut,1990,88.03361
aut,1991,88.24732
aut,1992,88.46103
aut,1993,88.72193
aut,1994,88.98282
aut,1995,89.24371
aut,1996,89.5046
aut,1997,89.7655
aut,1998,89.9609
aut,1999,90.1563
aut,2000,90.3517
aut,2001,90.5471
aut,2002,90.7425
aut,2003,90.92222
aut,2004,91.10195
aut,2005,91.28167
aut,2006,91.46139
aut,2007,91.64111
aut,2008,91.72747
aut,2009,91.81384
aut,2010,91.9002
aut,2011,91.98657
aut,2012,92.07293
aut,2013,92.16279
aut,2014,92.25265
aut,2015,92.3425
aut,2016,92.43236
aut,2017,92.52222
aut,2018,92.66503
aut,2019,92.80784
aut,2020,92.95065
aze,1960,71.41086
aze,1961,71.6065
aze,1962,71.80214
aze,1963,71.98054
aze,1964,72.15893
aze,1965,72.33732
aze,1966,72.51572
aze,1967,72.69411
aze,1968,72.82037
aze,1969,72.94663
aze,1970,73.07289
aze,1971,73.19915
aze,1972,73.32541
aze,1973,73.32996
aze,1974,73.33451
aze,1975,73.33906
aze,1976,73.34361
aze,1977,73.34816
aze,1978,73.3643
aze,1979,73.38044
aze,1980,73.39658
aze,1981,73.41272
aze,1982,73.42886
aze,1983,73.53071
aze,1984,73.63256
aze,1985,73.73441
aze,1986,73.83626
aze,1987,73.9381
aze,1988,74.03164
aze,1989,74.12518
aze,1990,74.21872
aze,1991,74.31225
aze,1992,74.40579
aze,1993,74.70636
aze,1994,75.00692
aze,1995,75.30749
aze,1996,75.60806
aze,1997,75.90862
aze,1998,76.04422
aze,1999,76.17981
aze,2000,76.3154
aze,2001,76.45099
aze,2002,76.58659
aze,2003,77.51533
aze,2004,78.44408
aze,2005,79.37283
aze,2006,80.30157
aze,2007,81.23032
aze,2008,81.53942
aze,2009,81.84853
aze,2010,82.15763
aze,2011,82.46673
aze,2012,82.77584
aze,2013,82.98285
aze,2014,83.18987
aze,2015,83.39689
aze,2016,83.6039
aze,2017,83.81092
aze,2018,83.97832
aze,2019,84.14572
aze,2020,84.31312
bdi,1960,35.08697
bdi,1961,35.50017
bdi,1962,35.91338
bdi,1963,36.32971
bdi,1964,36.74604
bdi,1965,37.16237
bdi,1966,37.5787
bdi,1967,37.99503
bdi,1968,38.19214
bdi,1969,38.38925
bdi,1970,38.58636
bdi,1971,38.78347
bdi,1972,38.98058
bdi,1973,39.25306
bdi,1974,39.52553
bdi,1975,39.79801
bdi,1976,40.07048
bdi,1977,40.34296
bdi,1978,40.44807
bdi,1979,40.55318
bdi,1980,40.65829
bdi,1981,40.7634
bdi,1982,40.86852
bdi,1983,40.98775
bdi,1984,41.10699
bdi,1985,41.22623
bdi,1986,41.34546
bdi,1987,41.4647
bdi,1988,41.05448
bdi,1989,40.64426
bdi,1990,40.23405
bdi,1991,39.82383
bdi,1992,39.41361
bdi,1993,39.45421
bdi,1994,39.49481
bdi,1995,39.5354
bdi,1996,39.576
bdi,1997,39.6166
bdi,1998,40.8591
bdi,1999,42.1016
bdi,2000,43.3441
bdi,2001,44.58659
bdi,2002,45.82909
bdi,2003,47.26629
bdi,2004,48.70348
bdi,2005,50.14067
bdi,2006,51.57787
bdi,2007,53.01506
bdi,2008,54.09381
bdi,2009,55.17256
bdi,2010,56.25131
bdi,2011,57.33006
bdi,2012,58.40881
bdi,2013,59.04225
bdi,2014,59.6757
bdi,2015,60.30914
bdi,2016,60.94258
bdi,2017,61.57602
bdi,2018,62.15531
bdi,2019,62.7346
bdi,2020,63.31388
bel,1960,80.20921
bel,1961,80.55715
bel,1962,80.9051
bel,1963,81.03591
bel,1964,81.16672
bel,1965,81.29753
bel,1966,81.42835
bel,1967,81.55916
bel,1968,81.7886
bel,1969,82.01803
bel,1970,82.24747
bel,1971,82.47691
bel,1972,82.70634
bel,1973,83.00725
bel,1974,83.30816
bel,1975,83.60907
bel,1976,83.90997
bel,1977,84.21088
bel,1978,84.50675
bel,1979,84.80261
bel,1980,85.09848
bel,1981,85.39435
bel,1982,85.69022
bel,1983,86.01171
bel,1984,86.33321
bel,1985,86.65471
bel,1986,86.97621
bel,1987,87.29771
bel,1988,87.52141
bel,1989,87.7451
bel,1990,87.9688
bel,1991,88.1925
bel,1992,88.4162
bel,1993,88.5715
bel,1994,88.72679
bel,1995,88.88208
bel,1996,89.03737
bel,1997,89.19267
bel,1998,89.31803
bel,1999,89.44339
bel,2000,89.56875
bel,2001,89.69412
bel,2002,89.81948
bel,2003,89.92942
bel,2004,90.03936
bel,2005,90.1493
bel,2006,90.25924
bel,2007,90.36919
bel,2008,90.48243
bel,2009,90.59567
bel,2010,90.70892
bel,2011,90.82216
bel,2012,90.93541
bel,2013,91.06246
bel,2014,91.18951
bel,2015,91.31656
bel,2016,91.44361
bel,2017,91.57066
bel,2018,91.68108
bel,2019,91.79151
bel,2020,91.90194
ben,1960,28.43876
ben,1961,29.09505
ben,1962,29.75134
ben,1963,30.61656
ben,1964,31.48178
ben,1965,32.347
ben,1966,33.21223
ben,1967,34.07745
ben,1968,35.15946
ben,1969,36.24147
ben,1970,37.32349
ben,1971,38.4055
ben,1972,39.48751
ben,1973,40.48197
ben,1974,41.47644
ben,1975,42.4709
ben,1976,43.46536
ben,1977,44.45982
ben,1978,45.10894
ben,1979,45.75805
ben,1980,46.40717
ben,1981,47.05628
ben,1982,47.7054
ben,1983,48.71885
ben,1984,49.7323
ben,1985,50.74575
ben,1986,51.75921
ben,1987,52.77266
ben,1988,53.50838
ben,1989,54.2441
ben,1990,54.97982
ben,1991,55.71553
ben,1992,56.45125
ben,1993,56.21028
ben,1994,55.96931
ben,1995,55.72834
ben,1996,55.48737
ben,1997,55.24639
ben,1998,55.43994
ben,1999,55.63349
ben,2000,55.82703
ben,2001,56.02058
ben,2002,56.21412
ben,2003,56.88102
ben,2004,57.54793
ben,2005,58.21483
ben,2006,58.88173
ben,2007,59.54863
ben,2008,59.94026
ben,2009,60.33189
ben,2010,60.72352
ben,2011,61.11515
ben,2012,61.50678
ben,2013,61.95089
ben,2014,62.395
ben,2015,62.83911
ben,2016,63.28322
ben,2017,63.72733
ben,2018,64.21699
ben,2019,64.70664
ben,2020,65.1963
bfa,1960,26.68411
bfa,1961,27.29999
bfa,1962,27.91586
bfa,1963,28.55505
bfa,1964,29.19423
bfa,1965,29.83341
bfa,1966,30.47259
bfa,1967,31.11178
bfa,1968,31.77303
bfa,1969,32.43428
bfa,1970,33.09553
bfa,1971,33.75677
bfa,1972,34.41802
bfa,1973,35.34854
bfa,1974,36.27906
bfa,1975,37.20958
bfa,1976,38.1401
bfa,1977,39.07062
bfa,1978,40.65471
bfa,1979,42.2388
bfa,1980,43.82289
bfa,1981,45.40698
bfa,1982,46.99108
bfa,1983,47.17993
bfa,1984,47.36879
bfa,1985,47.55764
bfa,1986,47.7465
bfa,1987,47.93535
bfa,1988,47.78803
bfa,1989,47.64071
bfa,1990,47.49339
bfa,1991,47.34607
bfa,1992,47.19876
bfa,1993,47.35183
bfa,1994,47.50491
bfa,1995,47.65799
bfa,1996,47.81106
bfa,1997,47.96414
bfa,1998,48.26888
bfa,1999,48.57361
bfa,2000,48.87835
bfa,2001,49.18309
bfa,2002,49.48783
bfa,2003,50.31902
bfa,2004,51.15021
bfa,2005,51.98141
bfa,2006,52.8126
bfa,2007,53.64379
bfa,2008,54.56903
bfa,2009,55.49426
bfa,2010,56.4195
bfa,2011,57.34474
bfa,2012,58.26997
bfa,2013,59.01358
bfa,2014,59.7572
bfa,2015,60.50081
bfa,2016,61.24442
bfa,2017,61.98803
bfa,2018,62.68702
bfa,2019,63.38601
bfa,2020,64.08499
bgd,1960,38.29415
bgd,1961,39.03585
bgd,1962,39.77755
bgd,1963,40.40499
bgd,1964,41.03243
bgd,1965,41.65988
bgd,1966,42.28732
bgd,1967,42.91476
bgd,1968,42.48298
bgd,1969,42.0512
bgd,1970,41.61942
bgd,1971,41.18763
bgd,1972,40.75585
bgd,1973,42.27288
bgd,1974,43.78991
bgd,1975,45.30694
bgd,1976,46.82397
bgd,1977,48.34101
bgd,1978,49.04141
bgd,1979,49.74181
bgd,1980,50.44221
bgd,1981,51.14261
bgd,1982,51.84301
bgd,1983,52.72171
bgd,1984,53.60041
bgd,1985,54.47911
bgd,1986,55.35781
bgd,1987,56.23651
bgd,1988,57.23145
bgd,1989,58.22639
bgd,1990,59.22133
bgd,1991,60.21628
bgd,1992,61.21122
bgd,1993,62.25588
bgd,1994,63.30055
bgd,1995,64.34522
bgd,1996,65.38988
bgd,1997,66.43455
bgd,1998,67.2323
bgd,1999,68.03004
bgd,2000,68.82779
bgd,2001,69.62554
bgd,2002,70.42328
bgd,2003,71.13209
bgd,2004,71.8409
bgd,2005,72.54971
bgd,2006,73.25852
bgd,2007,73.96732
bgd,2008,74.58676
bgd,2009,75.20619
bgd,2010,75.82563
bgd,2011,76.44506
bgd,2012,77.0645
bgd,2013,77.49115
bgd,2014,77.9178
bgd,2015,78.34445
bgd,2016,78.7711
bgd,2017,79.19775
bgd,2018,79.59952
bgd,2019,80.00128
bgd,2020,80.40305
bgr,1960,77.39563
bgr,1961,78.40148
bgr,1962,79.40734
bgr,1963,79.75005
bgr,1964,80.09277
bgr,1965,80.43549
bgr,1966,80.7782
bgr,1967,81.12092
bgr,1968,81.28388
bgr,1969,81.44684
bgr,1970,81.6098
bgr,1971,81.77276
bgr,1972,81.93572
bgr,1973,82.01336
bgr,1974,82.09101
bgr,1975,82.16865
bgr,1976,82.2463
bgr,1977,82.32394
bgr,1978,82.41329
bgr,1979,82.50263
bgr,1980,82.59198
bgr,1981,82.68132
bgr,1982,82.77067
bgr,1983,82.88222
bgr,1984,82.99377
bgr,1985,83.10532
bgr,1986,83.21686
bgr,1987,83.32841
bgr,1988,83.29356
bgr,1989,83.25871
bgr,1990,83.22386
bgr,1991,83.18901
bgr,1992,83.15416
bgr,1993,83.10272
bgr,1994,83.05128
bgr,1995,82.99985
bgr,1996,82.94841
bgr,1997,82.89697
bgr,1998,83.19014
bgr,1999,83.48332
bgr,2000,83.77649
bgr,2001,84.06967
bgr,2002,84.36284
bgr,2003,84.56557
bgr,2004,84.76829
bgr,2005,84.97101
bgr,2006,85.17373
bgr,2007,85.37645
bgr,2008,85.54174
bgr,2009,85.70702
bgr,2010,85.87231
bgr,2011,86.03759
bgr,2012,86.20288
bgr,2013,86.26867
bgr,2014,86.33446
bgr,2015,86.40026
bgr,2016,86.46605
bgr,2017,86.53184
bgr,2018,86.68716
bgr,2019,86.84248
bgr,2020,86.99781
bhr,1960,54.91121
bhr,1961,56.60332
bhr,1962,58.29543
bhr,1963,59.74983
bhr,1964,61.20424
bhr,1965,62.65864
bhr,1966,64.11305
bhr,1967,65.56745
bhr,1968,66.68494
bhr,1969,67.80243
bhr,1970,68.91991
bhr,1971,70.0374
bhr,1972,71.15489
bhr,1973,71.9719
bhr,1974,72.78892
bhr,1975,73.60594
bhr,1976,74.42296
bhr,1977,75.23997
bhr,1978,75.83774
bhr,1979,76.43551
bhr,1980,77.03328
bhr,1981,77.63105
bhr,1982,78.22882
bhr,1983,78.64392
bhr,1984,79.05903
bhr,1985,79.47413
bhr,1986,79.88924
bhr,1987,80.30434
bhr,1988,80.66446
bhr,1989,81.02457
bhr,1990,81.38468
bhr,1991,81.7448
bhr,1992,82.10491
bhr,1993,82.46125
bhr,1994,82.81758
bhr,1995,83.17392
bhr,1996,83.53026
bhr,1997,83.88659
bhr,1998,84.22047
bhr,1999,84.55435
bhr,2000,84.88823
bhr,2001,85.2221
bhr,2002,85.55598
bhr,2003,85.87339
bhr,2004,86.1908
bhr,2005,86.50822
bhr,2006,86.82563
bhr,2007,87.14304
bhr,2008,87.33124
bhr,2009,87.51945
bhr,2010,87.70765
bhr,2011,87.89586
bhr,2012,88.08406
bhr,2013,88.26572
bhr,2014,88.44737
bhr,2015,88.62902
bhr,2016,88.81067
bhr,2017,88.99232
bhr,2018,89.14506
bhr,2019,89.2978
bhr,2020,89.45054
bhs,1960,65.68004
bhs,1961,65.97324
bhs,1962,66.26644
bhs,1963,66.62433
bhs,1964,66.98222
bhs,1965,67.3401
bhs,1966,67.69799
bhs,1967,68.05588
bhs,1968,68.65404
bhs,1969,69.2522
bhs,1970,69.85037
bhs,1971,70.44853
bhs,1972,71.04669
bhs,1973,71.54165
bhs,1974,72.0366
bhs,1975,72.53155
bhs,1976,73.02651
bhs,1977,73.52146
bhs,1978,73.77969
bhs,1979,74.03792
bhs,1980,74.29615
bhs,1981,74.55438
bhs,1982,74.81261
bhs,1983,75.25452
bhs,1984,75.69642
bhs,1985,76.13833
bhs,1986,76.58023
bhs,1987,77.02213
bhs,1988,77.11631
bhs,1989,77.21049
bhs,1990,77.30468
bhs,1991,77.39886
bhs,1992,77.49304
bhs,1993,77.43324
bhs,1994,77.37344
bhs,1995,77.31364
bhs,1996,77.25384
bhs,1997,77.19403
bhs,1998,77.50029
bhs,1999,77.80653
bhs,2000,78.11279
bhs,2001,78.41903
bhs,2002,78.72528
bhs,2003,78.9295
bhs,2004,79.13371
bhs,2005,79.33792
bhs,2006,79.54213
bhs,2007,79.74634
bhs,2008,79.92602
bhs,2009,80.1057
bhs,2010,80.28538
bhs,2011,80.46506
bhs,2012,80.64474
bhs,2013,80.97258
bhs,2014,81.30042
bhs,2015,81.62825
bhs,2016,81.95609
bhs,2017,82.28393
bhs,2018,82.46836
bhs,2019,82.6528
bhs,2020,82.83724
bih,1960,64.46708
bih,1961,65.45422
bih,1962,66.44137
bih,1963,67.28874
bih,1964,68.13611
bih,1965,68.98348
bih,1966,69.83085
bih,1967,70.67822
bih,1968,71.52314
bih,1969,72.36806
bih,1970,73.21297
bih,1971,74.05789
bih,1972,74.90281
bih,1973,75.66021
bih,1974,76.41761
bih,1975,77.175
bih,1976,77.9324
bih,1977,78.6898
bih,1978,79.00635
bih,1979,79.32291
bih,1980,79.63946
bih,1981,79.95602
bih,1982,80.27257
bih,1983,80.55052
bih,1984,80.82848
bih,1985,81.10643
bih,1986,81.38438
bih,1987,81.66234
bih,1988,81.6141
bih,1989,81.56587
bih,1990,81.51763
bih,1991,81.4694
bih,1992,81.42116
bih,1993,82.01658
bih,1994,82.61201
bih,1995,83.20743
bih,1996,83.80285
bih,1997,84.39827
bih,1998,84.78691
bih,1999,85.17554
bih,2000,85.56417
bih,2001,85.9528
bih,2002,86.34143
bih,2003,86.51188
bih,2004,86.68232
bih,2005,86.85277
bih,2006,87.02321
bih,2007,87.19366
bih,2008,87.50453
bih,2009,87.81541
bih,2010,88.12629
bih,2011,88.43717
bih,2012,88.74805
bih,2013,88.91757
bih,2014,89.0871
bih,2015,89.25663
bih,2016,89.42615
bih,2017,89.59568
bih,2018,89.74253
bih,2019,89.88938
bih,2020,90.03623
blr,1960,76.17501
blr,1961,76.97408
blr,1962,77.77315
blr,1963,78.24076
blr,1964,78.70836
blr,1965,79.17597
blr,1966,79.64357
blr,1967,80.11117
blr,1968,80.30422
blr,1969,80.49727
blr,1970,80.69032
blr,1971,80.88336
blr,1972,81.07641
blr,1973,81.13496
blr,1974,81.19352
blr,1975,81.25207
blr,1976,81.31063
blr,1977,81.36918
blr,1978,81.39325
blr,1979,81.41731
blr,1980,81.44138
blr,1981,81.46544
