geo,time,sh_sta_pois_p5_fe
bgr,2011,0.6
bgr,2012,0.4
bgr,2013,0.4
bgr,2014,0.3
bgr,2015,0.6
bgr,2016,0.3
bgr,2017,0.5
bgr,2018,0.4
bgr,2019,0.4
bhr,2000,0.1
bhr,2001,0.1
bhr,2002,0.1
bhr,2003,0.1
bhr,2004,0.1
bhr,2005,0.1
bhr,2006,0.1
bhr,2007,0.1
bhr,2008,0.1
bhr,2009,0.1
bhr,2010,0.1
bhr,2011,0.1
bhr,2012,0.1
bhr,2013,0.1
bhr,2014,0.1
bhr,2015,0.1
bhr,2016,0.1
bhr,2017,0.1
bhr,2018,0.1
bhr,2019,0.1
bhs,2000,0.2
bhs,2001,0.2
bhs,2002,0.1
bhs,2003,0.1
bhs,2004,0.1
bhs,2005,0.1
bhs,2006,0.1
bhs,2007,0.1
bhs,2008,0.1
bhs,2009,0.1
bhs,2010,0.1
bhs,2011,0.1
bhs,2012,0.1
bhs,2013,0.1
bhs,2014,0.1
bhs,2015,0.1
bhs,2016,0.1
bhs,2017,0.1
bhs,2018,0.1
bhs,2019,0.1
bih,2000,0.4
bih,2001,0.4
bih,2002,0.3
bih,2003,0.3
bih,2004,0.3
bih,2005,0.3
bih,2006,0.3
bih,2007,0.3
bih,2008,0.3
bih,2009,0.3
bih,2010,0.3
bih,2011,0.3
bih,2012,0.3
bih,2013,0.3
bih,2014,0.3
bih,2015,0.3
bih,2016,0.3
bih,2017,0.3
bih,2018,0.3
bih,2019,0.3
blr,2000,3.2
blr,2001,3.2
blr,2002,3.4
blr,2003,3.2
blr,2004,3
blr,2005,2.9
blr,2006,2.6
blr,2007,2.4
blr,2008,2
blr,2009,2
blr,2010,2.1
blr,2011,2
blr,2012,1.8
blr,2013,1.7
blr,2014,1.6
blr,2015,1.5
blr,2016,1.4
blr,2017,1.4
blr,2018,1.4
blr,2019,1.3
blz,2000,0.5
blz,2001,0.5
blz,2002,0.5
blz,2003,0.4
blz,2004,0.4
blz,2005,0.3
blz,2006,0.3
blz,2007,0.3
blz,2008,0.2
blz,2009,0.3
blz,2010,0.2
blz,2011,0.2
blz,2012,0.2
blz,2013,0.2
blz,2014,0.2
blz,2015,0.2
blz,2016,0.2
blz,2017,0.2
blz,2018,0.2
blz,2019,0.2
bol,2000,1
bol,2001,0.9
bol,2002,0.9
bol,2003,0.8
bol,2004,0.8
bol,2005,0.8
bol,2006,0.7
bol,2007,0.7
bol,2008,0.7
bol,2009,0.7
bol,2010,0.6
bol,2011,0.6
bol,2012,0.6
bol,2013,0.6
bol,2014,0.6
bol,2015,0.6
bol,2016,0.6
bol,2017,0.5
bol,2018,0.5
bol,2019,0.5
bra,2000,0.1
bra,2001,0.1
bra,2002,0.1
bra,2003,0.1
bra,2004,0.1
bra,2005,0.1
bra,2006,0.1
bra,2007,0.1
bra,2008,0.1
bra,2009,0.1
bra,2010,0.1
bra,2011,0.1
bra,2012,0.1
bra,2013,0.1
bra,2014,0.1
bra,2015,0.1
bra,2016,0.1
bra,2017,0.1
bra,2018,0.1
bra,2019,0.1
brb,2000,0
brb,2001,0
brb,2002,0
brb,2003,0.2
brb,2004,0.2
brb,2005,0.2
brb,2006,0
brb,2007,0
brb,2008,0
brb,2009,0.5
brb,2010,0.9
brb,2011,1
brb,2012,0.4
brb,2013,0
brb,2014,0.5
brb,2015,0.5
brb,2016,0.5
brb,2017,0.6
brb,2018,0.6
brb,2019,0.6
brn,2000,0.2
brn,2001,0.3
brn,2002,0
brn,2003,0.3
brn,2004,0.1
brn,2005,0.4
brn,2006,0.2
brn,2007,0.2
brn,2008,0.1
brn,2009,0.1
brn,2010,0.2
brn,2011,0
brn,2012,1
brn,2013,0
brn,2014,0.7
brn,2015,0.6
brn,2016,0.6
brn,2017,0
brn,2018,0
brn,2019,0
btn,2000,0.4
btn,2001,0.5
btn,2002,0.4
btn,2003,0.4
btn,2004,0.4
btn,2005,0.4
btn,2006,0.3
btn,2007,0.3
btn,2008,0.3
btn,2009,0.2
btn,2010,0.2
btn,2011,0.2
btn,2012,0.2
btn,2013,0.2
btn,2014,0.2
btn,2015,0.2
btn,2016,0.2
btn,2017,0.2
btn,2018,0.2
btn,2019,0.2
bwa,2000,3.1
bwa,2001,3
bwa,2002,2.7
bwa,2003,2.6
bwa,2004,2.6
bwa,2005,2.7
bwa,2006,2.4
bwa,2007,2.4
bwa,2008,2.2
bwa,2009,1.6
bwa,2010,1.4
bwa,2011,1.5
bwa,2012,1.5
bwa,2013,1.4
bwa,2014,1.6
bwa,2015,1.7
bwa,2016,1.7
bwa,2017,1.8
bwa,2018,1.7
bwa,2019,1.6
caf,2000,2.4
caf,2001,2.2
caf,2002,2.1
caf,2003,2.1
caf,2004,2
caf,2005,1.9
caf,2006,2
caf,2007,1.9
caf,2008,1.9
caf,2009,2
caf,2010,2
caf,2011,1.9
caf,2012,1.9
caf,2013,1.5
caf,2014,1.4
caf,2015,1.7
caf,2016,1.6
caf,2017,1.6
caf,2018,1.6
caf,2019,1.5
can,2000,0.2
can,2001,0.2
can,2002,0.3
can,2003,0.2
can,2004,0.2
can,2005,0.1
can,2006,0.2
can,2007,0.2
can,2008,0.2
can,2009,0.2
can,2010,0.3
can,2011,0.2
can,2012,0.2
can,2013,0.2
can,2014,0.2
can,2015,0.3
can,2016,0.2
can,2017,0.3
can,2018,0.3
can,2019,0.3
che,2000,0.1
che,2001,0.2
che,2002,0.1
che,2003,0.1
che,2004,0
che,2005,0.1
che,2006,0.1
che,2007,0.1
che,2008,0.2
che,2009,0.1
che,2010,0.2
che,2011,0.1
che,2012,0
che,2013,0.1
che,2014,0.1
che,2015,0.1
che,2016,0.1
che,2017,0.1
che,2018,0.1
che,2019,0.1
chl,2000,0.2
chl,2001,0.1
chl,2002,0.4
chl,2003,0.2
chl,2004,0.4
chl,2005,0.2
chl,2006,0.2
chl,2007,0.4
chl,2008,0.3
chl,2009,0.3
chl,2010,0.2
chl,2011,0.3
chl,2012,0.1
chl,2013,0.2
chl,2014,0.2
chl,2015,0.2
chl,2016,0.2
chl,2017,0.2
chl,2018,0.3
chl,2019,0.2
chn,2000,1.5
chn,2001,1.5
chn,2002,1.5
chn,2003,1.6
chn,2004,1.7
chn,2005,1.7
chn,2006,1.7
chn,2007,1.7
chn,2008,1.8
chn,2009,1.8
chn,2010,1.8
chn,2011,1.8
chn,2012,1.8
chn,2013,1.7
chn,2014,1.7
chn,2015,1.6
chn,2016,1.6
chn,2017,1.6
chn,2018,1.5
chn,2019,1.5
civ,2000,1.7
civ,2001,1.6
civ,2002,1.5
civ,2003,1.5
civ,2004,1.5
civ,2005,1.6
civ,2006,1.8
civ,2007,1.8
civ,2008,1.7
civ,2009,1.8
civ,2010,1.9
civ,2011,1.7
civ,2012,1.9
civ,2013,1.9
civ,2014,1.9
civ,2015,1.9
civ,2016,1.9
civ,2017,1.8
civ,2018,1.7
civ,2019,1.7
cmr,2000,2.5
cmr,2001,2.3
cmr,2002,2.4
cmr,2003,2.2
cmr,2004,2.1
cmr,2005,2.2
cmr,2006,2.3
cmr,2007,2.4
cmr,2008,2.5
cmr,2009,2.7
cmr,2010,2.7
cmr,2011,2.7
cmr,2012,2.7
cmr,2013,2.7
cmr,2014,2.6
cmr,2015,2.4
cmr,2016,2.3
cmr,2017,2.3
cmr,2018,2.1
cmr,2019,2.1
cod,2000,1.2
cod,2001,1.2
cod,2002,1.1
cod,2003,1.1
cod,2004,1.2
cod,2005,1.2
cod,2006,1.2
cod,2007,1.2
cod,2008,1.2
cod,2009,1.2
cod,2010,1.3
cod,2011,1.3
cod,2012,1.4
cod,2013,1.3
cod,2014,1.4
cod,2015,1.3
cod,2016,1.1
cod,2017,1.2
cod,2018,1.2
cod,2019,1.1
cog,2000,2.1
cog,2001,1.9
cog,2002,1.6
cog,2003,1.7
cog,2004,1.7
cog,2005,1.8
cog,2006,1.7
cog,2007,1.7
cog,2008,1.6
cog,2009,1.6
cog,2010,1.6
cog,2011,1.5
cog,2012,1.5
cog,2013,1.4
cog,2014,1.4
cog,2015,1.1
cog,2016,1.1
cog,2017,1
cog,2018,1
cog,2019,1
col,2000,0.1
col,2001,0.1
col,2002,0.1
col,2003,0.1
col,2004,0.1
col,2005,0.1
col,2006,0.1
col,2007,0.1
col,2008,0.1
col,2009,0.1
col,2010,0.1
col,2011,0.1
col,2012,0.1
col,2013,0.1
col,2014,0
col,2015,0.1
col,2016,0.1
col,2017,0
col,2018,0.1
col,2019,0.1
com,2000,2.5
com,2001,2.5
com,2002,2.4
com,2003,2.4
com,2004,2.4
com,2005,2.3
com,2006,2.3
com,2007,2.1
com,2008,2.2
com,2009,2
com,2010,2.3
com,2011,2.1
com,2012,2.1
com,2013,2.1
com,2014,2.2
com,2015,2.1
com,2016,2.1
com,2017,2
com,2018,2
com,2019,1.9
cpv,2000,0.3
cpv,2001,0.3
cpv,2002,0.3
cpv,2003,0.3
cpv,2004,0.3
cpv,2005,0.3
cpv,2006,0.3
cpv,2007,0.3
cpv,2008,0.3
cpv,2009,0.3
cpv,2010,0.3
cpv,2011,0.3
cpv,2012,0.3
cpv,2013,0.3
cpv,2014,0.3
cpv,2015,0.2
cpv,2016,0.2
cpv,2017,0.2
cpv,2018,0.2
cpv,2019,0.2
cri,2000,0.2
cri,2001,0.1
cri,2002,0.1
cri,2003,0.1
cri,2004,0.1
cri,2005,0
cri,2006,0
cri,2007,0
cri,2008,0
cri,2009,0
cri,2010,0
cri,2011,0
cri,2012,0.1
cri,2013,0
cri,2014,0
cri,2015,0
cri,2016,0.2
cri,2017,0
cri,2018,0.1
cri,2019,0.1
cub,2000,0.2
cub,2001,0.2
cub,2002,0.2
cub,2003,0.1
cub,2004,0.2
cub,2005,0.1
cub,2006,0.1
cub,2007,0
cub,2008,0
cub,2009,0
cub,2010,0.1
cub,2011,0.1
cub,2012,0.1
cub,2013,0.1
cub,2014,0.2
cub,2015,0.1
cub,2016,0.1
cub,2017,0.1
cub,2018,0.1
cub,2019,0.1
cyp,2000,0.1
cyp,2001,0.1
cyp,2002,0.1
cyp,2003,0.1
cyp,2004,0
cyp,2005,0.2
cyp,2006,0
cyp,2007,0.4
cyp,2008,0
cyp,2009,0.5
cyp,2010,0
cyp,2011,0.2
cyp,2012,0
cyp,2013,0
cyp,2014,0.4
cyp,2015,0
cyp,2016,0.5
cyp,2017,0.4
cyp,2018,0.6
cyp,2019,0.4
cze,2000,0.7
cze,2001,0.8
cze,2002,0.5
cze,2003,0.4
cze,2004,0.3
cze,2005,0.6
cze,2006,0.5
cze,2007,0.5
cze,2008,0.5
cze,2009,0.5
cze,2010,0.3
cze,2011,0.5
cze,2012,0.7
cze,2013,0.4
cze,2014,0.4
cze,2015,0.5
cze,2016,0.6
cze,2017,0.3
cze,2018,0.3
cze,2019,0.2
deu,2000,0.1
deu,2001,0.1
deu,2002,0.1
deu,2003,0.1
deu,2004,0.1
deu,2005,0.1
deu,2006,0.1
deu,2007,0.1
deu,2008,0.1
deu,2009,0.1
deu,2010,0.1
deu,2011,0.1
deu,2012,0.1
deu,2013,0.1
deu,2014,0.1
deu,2015,0.1
deu,2016,0.1
deu,2017,0.2
deu,2018,0.2
deu,2019,0.1
dji,2000,2.1
dji,2001,2.1
dji,2002,2.1
dji,2003,2.1
dji,2004,2
dji,2005,1.8
dji,2006,1.9
dji,2007,2
dji,2008,1.9
dji,2009,2
dji,2010,2.1
dji,2011,2
dji,2012,2
dji,2013,2.2
dji,2014,2.2
dji,2015,2.1
dji,2016,2.1
dji,2017,2.1
dji,2018,2
dji,2019,2
dnk,2000,0.3
dnk,2001,0.2
dnk,2002,0.2
dnk,2003,0.1
dnk,2004,0.2
dnk,2005,0.2
dnk,2006,0.3
dnk,2007,0.2
dnk,2008,0
dnk,2009,0.3
dnk,2010,0.2
dnk,2011,0.1
dnk,2012,0
dnk,2013,0.2
dnk,2014,0.2
dnk,2015,0.1
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2000,0.3
dom,2001,0.3
dom,2002,0.3
dom,2003,0.3
dom,2004,0.2
dom,2005,0.3
dom,2006,0.3
dom,2007,0.3
dom,2008,0.3
dom,2009,0.3
dom,2010,0.3
dom,2011,0.3
dom,2012,0.3
dom,2013,0.3
dom,2014,0.3
dom,2015,0.4
dom,2016,0.4
dom,2017,0.4
dom,2018,0.3
dom,2019,0.3
dza,2000,0.8
dza,2001,0.8
dza,2002,0.8
dza,2003,0.7
dza,2004,0.8
dza,2005,0.8
dza,2006,0.7
dza,2007,0.7
dza,2008,0.7
dza,2009,0.6
dza,2010,0.6
dza,2011,0.6
dza,2012,0.6
dza,2013,0.6
dza,2014,0.6
dza,2015,0.6
dza,2016,0.6
dza,2017,0.6
dza,2018,0.6
dza,2019,0.5
ecu,2000,0.5
ecu,2001,0.5
ecu,2002,0.5
ecu,2003,0.4
ecu,2004,0.4
ecu,2005,0.4
ecu,2006,0.4
ecu,2007,0.4
ecu,2008,0.4
ecu,2009,0.4
ecu,2010,0.4
ecu,2011,0.3
ecu,2012,0.3
ecu,2013,0.3
ecu,2014,0.3
ecu,2015,0.3
ecu,2016,0.3
ecu,2017,0.3
ecu,2018,0.2
ecu,2019,0.2
egy,2000,0.2
egy,2001,0.2
egy,2002,0.2
egy,2003,0.2
egy,2004,0.2
egy,2005,0.2
egy,2006,0.2
egy,2007,0.2
egy,2008,0.2
egy,2009,0.2
egy,2010,0.2
egy,2011,0.2
egy,2012,0.2
egy,2013,0.2
egy,2014,0.2
egy,2015,0.2
egy,2016,0.2
egy,2017,0.2
egy,2018,0.2
egy,2019,0.2
eri,2000,2.4
eri,2001,2.5
eri,2002,2.6
eri,2003,2.4
eri,2004,2.6
eri,2005,2.5
eri,2006,2.5
eri,2007,2.5
eri,2008,2.6
eri,2009,2.6
eri,2010,2.6
eri,2011,2.5
eri,2012,2.3
eri,2013,2.3
eri,2014,2.2
eri,2015,2.1
eri,2016,2.1
eri,2017,2
eri,2018,2.1
eri,2019,2.2
esp,2000,0.3
esp,2001,0.3
esp,2002,0.2
esp,2003,0.2
esp,2004,0.3
esp,2005,0.4
esp,2006,0.3
esp,2007,0.2
esp,2008,0.3
esp,2009,0.3
esp,2010,0.2
esp,2011,0.2
esp,2012,0.2
esp,2013,0.3
esp,2014,0.3
esp,2015,0.2
esp,2016,0.2
esp,2017,0.2
esp,2018,0.2
esp,2019,0.2
est,2000,0.6
est,2001,1.5
est,2002,0.3
est,2003,0.6
est,2004,0.4
est,2005,0.5
est,2006,0.7
est,2007,0.6
est,2008,0.2
est,2009,0.5
est,2010,0.5
est,2011,0.6
est,2012,0.4
est,2013,0.5
est,2014,0.3
est,2015,0.3
est,2016,0.3
est,2017,0.3
est,2018,1
est,2019,0.1
eth,2000,3.3
eth,2001,4.6
eth,2002,4.2
eth,2003,4
eth,2004,3.8
eth,2005,3.7
eth,2006,3.5
eth,2007,3.6
eth,2008,3.2
eth,2009,2.8
eth,2010,2.8
eth,2011,2.7
eth,2012,2.7
eth,2013,2.4
eth,2014,2.1
eth,2015,2
eth,2016,2.1
eth,2017,2.1
eth,2018,2
eth,2019,1.9
fin,2000,0.2
fin,2001,0.2
fin,2002,0.3
fin,2003,0.2
fin,2004,0.5
fin,2005,0.6
fin,2006,0.2
fin,2007,0.3
fin,2008,0.4
fin,2009,0.6
fin,2010,0.6
fin,2011,0.4
fin,2012,0.2
fin,2013,0.3
fin,2014,0.3
fin,2015,0.5
fin,2016,0.2
fin,2017,0.2
fin,2018,0.3
fin,2019,0.2
fji,2000,0.4
fji,2001,0.4
fji,2002,0.3
fji,2003,0.3
fji,2004,0.3
fji,2005,0.2
fji,2006,0.2
fji,2007,0.2
fji,2008,0.2
fji,2009,0.2
fji,2010,0.2
fji,2011,0.2
fji,2012,0.2
fji,2013,0.2
fji,2014,0.2
fji,2015,0.2
fji,2016,0.2
fji,2017,0.2
fji,2018,0.2
fji,2019,0.2
fra,2000,0.3
fra,2001,0.3
fra,2002,0.3
fra,2003,0.3
fra,2004,0.3
fra,2005,0.3
fra,2006,0.3
fra,2007,0.3
fra,2008,0.3
fra,2009,0.3
fra,2010,0.3
fra,2011,0.3
fra,2012,0.3
fra,2013,0.3
fra,2014,0.3
fra,2015,0.3
fra,2016,0.3
fra,2017,0.3
fra,2018,0.3
fra,2019,0.3
fsm,2000,0.6
fsm,2001,0.6
fsm,2002,0.4
fsm,2003,0.5
fsm,2004,0.5
fsm,2005,0.5
fsm,2006,0.5
fsm,2007,0.5
fsm,2008,0.5
fsm,2009,0.4
fsm,2010,0.4
fsm,2011,0.4
fsm,2012,0.4
fsm,2013,0.4
fsm,2014,0.4
fsm,2015,0.4
fsm,2016,0.4
fsm,2017,0.4
fsm,2018,0.4
fsm,2019,0.4
gab,2000,1.6
gab,2001,1.5
gab,2002,1.4
gab,2003,1.4
gab,2004,1.2
gab,2005,1.4
gab,2006,1.5
gab,2007,1.4
gab,2008,1.5
gab,2009,1.3
gab,2010,1.2
gab,2011,1.2
gab,2012,0.9
gab,2013,0.9
gab,2014,1.1
gab,2015,1
gab,2016,0.8
gab,2017,0.8
gab,2018,0.9
gab,2019,0.8
gbr,2000,0.1
gbr,2001,0.2
gbr,2002,0.2
gbr,2003,0.2
gbr,2004,0.2
gbr,2005,0.2
gbr,2006,0.2
gbr,2007,0.2
gbr,2008,0.2
gbr,2009,0.2
gbr,2010,0.3
gbr,2011,0.2
gbr,2012,0.2
gbr,2013,0.2
gbr,2014,0.2
gbr,2015,0.3
gbr,2016,0.2
gbr,2017,0.2
gbr,2018,0.2
gbr,2019,0.2
geo,2000,0.5
geo,2001,0.5
geo,2002,0.6
geo,2003,0.5
geo,2004,0.5
geo,2005,0.6
geo,2006,0.5
geo,2007,0.6
geo,2008,0.6
geo,2009,0.8
geo,2010,0.6
geo,2011,0.7
geo,2012,0.7
geo,2013,0.7
geo,2014,0.7
geo,2015,0.7
geo,2016,0.7
geo,2017,0.6
geo,2018,0.6
geo,2019,0.6
gha,2000,1.4
gha,2001,1.4
gha,2002,1.5
gha,2003,1.6
gha,2004,1.6
gha,2005,1.5
gha,2006,1.5
gha,2007,1.5
gha,2008,1.5
gha,2009,1.5
gha,2010,1.4
gha,2011,1.4
gha,2012,1.4
gha,2013,1.4
gha,2014,1.4
gha,2015,1.3
gha,2016,1.3
gha,2017,1.2
gha,2018,1.2
gha,2019,1.1
gin,2000,1.8
gin,2001,1.7
gin,2002,2
gin,2003,2
gin,2004,2.1
gin,2005,2
gin,2006,2
gin,2007,2
gin,2008,1.9
gin,2009,1.9
gin,2010,1.9
gin,2011,1.9
gin,2012,2
gin,2013,2
gin,2014,2
gin,2015,2.1
gin,2016,2.1
gin,2017,2.1
gin,2018,2
gin,2019,1.7
gmb,2000,2.3
gmb,2001,2.3
gmb,2002,2.3
gmb,2003,2.2
gmb,2004,2.2
gmb,2005,2.1
gmb,2006,2.1
gmb,2007,2
gmb,2008,1.9
gmb,2009,1.9
gmb,2010,1.9
gmb,2011,1.9
gmb,2012,1.8
gmb,2013,1.7
gmb,2014,1.7
gmb,2015,1.6
gmb,2016,1.5
gmb,2017,1.4
gmb,2018,1.3
gmb,2019,1.3
gnb,2000,2.1
gnb,2001,2.2
gnb,2002,2.1
gnb,2003,1.5
gnb,2004,1.7
gnb,2005,2.1
gnb,2006,2.1
gnb,2007,2.1
gnb,2008,2
gnb,2009,2
gnb,2010,2
gnb,2011,1.9
gnb,2012,1.8
gnb,2013,1.8
gnb,2014,1.8
gnb,2015,1.5
gnb,2016,1.7
gnb,2017,1.7
gnb,2018,1.7
gnb,2019,1.7
gnq,2000,2
gnq,2001,1.9
gnq,2002,1.8
gnq,2003,1.8
gnq,2004,1.7
gnq,2005,1.6
gnq,2006,1.9
gnq,2007,1.9
gnq,2008,1.9
gnq,2009,2
gnq,2010,2
gnq,2011,1.9
gnq,2012,1.8
gnq,2013,1.8
gnq,2014,1.9
gnq,2015,2
gnq,2016,1.8
gnq,2017,1.8
gnq,2018,1.7
gnq,2019,1.7
grc,2000,0.1
grc,2001,0.1
grc,2002,0.1
grc,2003,0.1
grc,2004,0.1
grc,2005,0.1
grc,2006,0.1
grc,2007,0.1
grc,2008,0
grc,2009,0.1
grc,2010,0
grc,2011,0.1
grc,2012,0
grc,2013,0.1
grc,2014,0.1
grc,2015,0.1
grc,2016,0.1
grc,2017,0.2
grc,2018,0.1
grc,2019,0.1
grd,2000,1
grd,2001,1.6
grd,2002,0.8
grd,2003,0.7
grd,2004,0.1
grd,2005,0.1
grd,2006,0.1
grd,2007,0.1
grd,2008,0
grd,2009,0.8
grd,2010,0.9
grd,2011,1
grd,2012,0.1
grd,2013,0.1
grd,2014,0.9
grd,2015,0.6
grd,2016,0.5
grd,2017,0
grd,2018,0
grd,2019,0.1
gtm,2000,0.8
gtm,2001,0.8
gtm,2002,0.8
gtm,2003,0.8
gtm,2004,0.9
gtm,2005,1
gtm,2006,1
gtm,2007,0.9
gtm,2008,0.9
gtm,2009,1.1
gtm,2010,1
gtm,2011,1.1
gtm,2012,1.2
gtm,2013,1.2
gtm,2014,1.1
gtm,2015,1.1
gtm,2016,1
gtm,2017,1
gtm,2018,0.9
gtm,2019,0.9
guy,2000,0.2
guy,2001,0.3
guy,2002,0.2
guy,2003,0.1
guy,2004,0.2
guy,2005,0.1
guy,2006,0.2
guy,2007,0.1
guy,2008,0.1
guy,2009,0.1
guy,2010,0.1
guy,2011,0.1
guy,2012,0.1
guy,2013,0.1
guy,2014,0.1
guy,2015,0.1
