geo,time,nv_srv_totl_cd
aut,1984,36862567911.4229
aut,1985,37877023809.5238
aut,1986,54505611536.7283
aut,1987,69022578363.08231
aut,1988,74313843753.48268
aut,1989,74628498179.9272
aut,1990,93400381217.47549
aut,1991,98105599292.8698
aut,1992,111874892311.545
aut,1993,111172913758.429
aut,1994,118406211299.843
aut,1995,142014507984.168
aut,1996,139220977384.97501
aut,1997,124464471755.55299
aut,1998,128473877278.791
aut,1999,127598944841.209
aut,2000,117010534248.94099
aut,2001,117493087922.47301
aut,2002,129270878018.25101
aut,2003,158396412336.93301
aut,2004,181833976494.55301
aut,2005,191464758905.02701
aut,2006,204133360775.18799
aut,2007,234738493608.54999
aut,2008,263666745149.21896
aut,2009,249767705258.53101
aut,2010,244364474529.33401
aut,2011,268837337866.14801
aut,2012,253832627257.418
aut,2013,268123338491.828
aut,2014,277296175233.74402
aut,2015,240185886005.48401
aut,2016,247808000801.34695
aut,2017,261051019047.29501
aut,2018,286137943997.98401
aut,2019,281285031379.76398
aut,2020,273583940476.09399
aze,1992,128638888.88889
aze,1993,563645000
aze,1994,453969108.28026
aze,1995,917185906.87663
aze,1996,979890735.78984
aze,1997,1419144398.44436
aze,1998,1927112949.08245
aze,1999,1788834951.45631
aze,2000,1886902101.02816
aze,2001,1968001718.02856
aze,2002,2023863402.59206
aze,2003,2323083189.08461
aze,2004,2760252365.9306
aze,2005,3365665326.84578
aze,2006,4891985672.71099
aze,2007,7149516373.38306
aze,2008,11452044790.6524
aze,2009,13829808410.0523
aze,2010,14779466733.1174
aze,2011,18020514119.2858
aze,2012,20353487780.0407
aze,2013,22927214786.4882
aze,2014,25294020145.3525
aze,2015,21227601015.0303
aze,2016,14651876919.2204
aze,2017,15355682082.2682
aze,2018,16394352941.1765
aze,2019,17579294117.6471
aze,2020,17908941176.4706
bdi,1970,43109714.28571
bdi,1971,48002285.71429
bdi,1972,52977142.85714
bdi,1973,55473221.20311
bdi,1974,67353650.79365
bdi,1975,81940317.46032
bdi,1976,92277101.44928
bdi,1977,105641222.22222
bdi,1978,125773333.33333
bdi,1979,158472222.22222
bdi,1980,213767777.77778
bdi,1981,232192222.22222
bdi,1982,259678888.88889
bdi,1983,275729962.34535
bdi,1984,233563612.06248
bdi,1985,266219239.3736
bdi,1986,301521415.43313
bdi,1987,288152314.66494
bdi,1988,279850422.02358
bdi,1989,260665418.77013
bdi,1990,260237657.29468
bdi,1991,272570008.7597
bdi,1992,245648751.57823
bdi,1993,209797128.50082
bdi,1994,247634200.8921
bdi,1995,284731625.01301
bdi,1996,244411876.13543
bdi,1997,316892578.40216
bdi,1998,299397363.53245
bdi,1999,288591809.21286
bdi,2000,279678448.11079
bdi,2001,306865989.88378
bdi,2002,293064135.85958
bdi,2003,265421611.92293
bdi,2004,311003862.16857
bdi,2005,379982122.40421
bdi,2006,454623754.08726
bdi,2007,541379428.59477
bdi,2008,617678740.52831
bdi,2009,674092847.61115
bdi,2010,750896832.43926
bdi,2011,849481152.28512
bdi,2012,906493534.58316
bdi,2013,883161291.93228
bdi,2014,1058714088.63864
bdi,2015,1532497363.22
bdi,2016,1302813966.3512
bdi,2017,1355779149.83342
bdi,2018,1310631236.73867
bdi,2019,1261630540.0661
bdi,2020,1284741728.37455
bel,1995,180855090311.98697
bel,1996,174687557003.25699
bel,1997,156854420387.91199
bel,1998,161935985774.617
bel,1999,163764011651.35199
bel,2000,149311481758.27499
bel,2001,151904410340.04001
bel,2002,167118147194.07901
bel,2003,207746202838.58801
bel,2004,240893376291.815
bel,2005,254087025596.26401
bel,2006,270059594039.647
bel,2007,311063156568.54999
bel,2008,346389239413.51599
bel,2009,329032660276.367
bel,2010,325717979266.66693
bel,2011,355721959832.68597
bel,2012,339860265174.14093
bel,2013,358845541133.72699
bel,2014,370281997055.25403
bel,2015,320068506343.672
bel,2016,330271220080.974
bel,2017,348469702366.70599
bel,2018,378263390449.17603
bel,2019,371659939882.35199
bel,2020,363118420486.38202
ben,1960,98655885.45611
ben,1961,103677314.81802
ben,1962,107576506.88389
ben,1963,113790591.9767
ben,1964,117852644.93085
ben,1965,137413038.96297
ben,1966,131910531.8172
ben,1967,142411371.66571
ben,1968,164020160.38636
ben,1969,166830296.5911
ben,1970,173381001.87733
ben,1971,174778954.91844
ben,1972,212883688.13574
ben,1973,262678806.77933
ben,1974,284993162.16094
ben,1975,360751508.19199
ben,1976,376396363.26352
ben,1977,416937105.5077
ben,1978,477913022.43815
ben,1979,612851774.80801
ben,1980,734744790.78908
ben,1981,702691307.77992
ben,1982,664016492.07578
ben,1983,563944246.66593
ben,1984,521562009.69112
ben,1985,541177509.61018
ben,1986,724449176.29183
ben,1987,849240984.95824
ben,1988,846177380.28969
ben,1989,741759353.91023
ben,1990,1036658340.70361
ben,1991,1052287568.29415
ben,1992,904118694.18683
ben,1993,1220605962.43995
ben,1994,868840980.27268
ben,1995,1161130893.13719
ben,1996,1204824873.07263
ben,1997,1149969043.60585
ben,1998,1248583461.90316
ben,1999,1231561993.02228
ben,2000,1243213879.59584
ben,2001,1378324435.61742
ben,2002,1501138977.0297
ben,2003,1990220028.23258
ben,2004,2284043238.4922
ben,2005,2496942873.36152
ben,2006,2760035888.74665
ben,2007,3350116213.71416
ben,2008,4287303260.08969
ben,2009,4293787763.97883
ben,2010,4247751747.94859
ben,2011,5023641122.54127
ben,2012,5445018446.54546
ben,2013,6186414609.16348
ben,2014,6579634636.08538
ben,2015,5607632595.90431
ben,2016,5698132113.50011
ben,2017,6147725273.34563
ben,2018,6960065866.08561
ben,2019,6911869626.61565
ben,2020,7496672645.44308
bfa,1960,126447271.58088
bfa,1961,134767629.5492
bfa,1962,146707639.03599
bfa,1963,145325450.05151
bfa,1964,150379300.74702
bfa,1965,174043216.60453
bfa,1966,176656655.61156
bfa,1967,190114661.77563
bfa,1968,199523794.78981
bfa,1969,206418756.14997
bfa,1970,204203382.30649
bfa,1971,196761773.19221
bfa,1972,236734217.20478
bfa,1973,268523984.56273
bfa,1974,313270852.62564
bfa,1975,379738230.40983
bfa,1976,378403750.14909
bfa,1977,496677285.09926
bfa,1978,631188840.61972
bfa,1979,822170963.83254
bfa,1980,934775931.51445
bfa,1981,860365469.59039
bfa,1982,885743392.32084
bfa,1983,797946258.91578
bfa,1984,721603851.36559
bfa,1985,670927029.8244
bfa,1986,916975070.30634
bfa,1987,1088869188.64458
bfa,1988,1185436045.60981
bfa,1989,1199276607.53654
bfa,1990,1475989527.84201
bfa,1991,1453364001.37678
bfa,1992,1557724838.85032
bfa,1993,1480668713.66487
bfa,1994,746624289.74395
bfa,1995,940690695.39239
bfa,1996,969306585.99197
bfa,1997,938272899.35021
bfa,1998,1065512783.07821
bfa,1999,1489758209.49503
bfa,2000,1417192813.7954
bfa,2001,1480115751.59234
bfa,2002,1688001947.779
bfa,2003,2129291278.07781
bfa,2004,2533816129.88254
bfa,2005,2738168746.86112
bfa,2006,3086357487.84133
bfa,2007,3673992120.69689
bfa,2008,4259512102.24215
bfa,2009,4336899574.60598
bfa,2010,4258244787.58143
bfa,2011,4900083237.59476
bfa,2012,5064453600.12206
bfa,2013,5587307301.1195
bfa,2014,5925214590.24505
bfa,2015,5215830471.55528
bfa,2016,5621760914.84792
bfa,2017,6202544463.88029
bfa,2018,6920252445.55506
bfa,2019,7259263185.70568
bfa,2020,7321590459.63592
bgd,1960,1519804814.61942
bgd,1961,1696638349.26064
bgd,1962,1779387179.30643
bgd,1963,1864403071.76215
bgd,1964,1950836464.16156
bgd,1965,2153458122.77824
bgd,1966,2301386179.40118
bgd,1967,2614529000.29361
bgd,1968,2782577535.28385
bgd,1969,2998801985.02676
bgd,1970,3301175764.68037
bgd,1971,3613185189.7845
bgd,1972,2158502766.66667
bgd,1973,2527167253.56638
bgd,1974,3752576839.06603
bgd,1975,5141134553.85309
bgd,1976,3403026666.66667
bgd,1977,3317376923.07692
bgd,1978,4175784801.5873
bgd,1979,4959400670.17083
bgd,1980,8081528499.71906
bgd,1981,9252375815.09486
bgd,1982,8548503831.84765
bgd,1983,8061877217.67492
bgd,1984,7880047341.97
bgd,1985,9895505313.09785
bgd,1986,9816696527.07943
bgd,1987,11053605137.9933
bgd,1988,12329647782.5062
bgd,1989,13579599435.2627
bgd,1990,14756643651.2053
bgd,1991,13731914901.9608
bgd,1992,14073602480.1061
bgd,1993,15271412447.0899
bgd,1994,15629412122.1945
bgd,1995,17121639793.5323
bgd,1996,23276919315.4034
bgd,1997,24090398126.4637
bgd,1998,24909118942.7313
bgd,1999,25738207154.7421
bgd,2000,26987139733.6514
bgd,2001,27308858413.6397
bgd,2002,28222531777.8165
bgd,2003,31523575129.5337
bgd,2004,34381127908.9519
bgd,2005,36721398373.9837
bgd,2006,37880686393.6867
bgd,2007,42101968315.95709
bgd,2008,48502379698.2947
bgd,2009,54644564291.3619
bgd,2010,61672342413.5593
bgd,2011,68237013548.8375
bgd,2012,70880684186.1817
bgd,2013,80080173913.7506
bgd,2014,92728417856.29268
bgd,2015,104784233630.75101
bgd,2016,118836412051.145
bgd,2017,133535939113.367
bgd,2018,145133020630.13101
bgd,2019,159906901410.46201
bgd,2020,172520623486.776
bgr,1980,6049461538.46154
bgr,1981,5763000000
bgr,1982,4832800000
bgr,1983,4156777777.77778
bgr,1984,4235833333.33333
bgr,1985,4312421052.63158
bgr,1986,4327294117.64706
bgr,1987,8446384615.38462
bgr,1988,7325529411.76471
bgr,1989,7199388888.88889
bgr,1990,7263181818.18182
bgr,1991,3906693548.3871
bgr,1992,4049072164.94845
bgr,1993,4904492753.62319
bgr,1994,4333265682.65683
bgr,1995,12391994047.619
bgr,1996,8105778527.26251
bgr,1997,5555112670.19442
bgr,1998,8182019995.45558
bgr,1999,7277462589.10595
bgr,2000,7154903687.65601
bgr,2001,7586907126.83664
bgr,2002,9064317284.54502
bgr,2003,11387129335.7188
bgr,2004,14139527649.0382
bgr,2005,15988749761.7686
bgr,2006,18200709933.94469
bgr,2007,23959583624.91249
bgr,2008,28992946675.6413
bgr,2009,29181777919.95449
bgr,2010,30153395153.6483
bgr,2011,33216627088.5176
bgr,2012,31051112352.1682
bgr,2013,32472756514.658
bgr,2014,33523896350.563
bgr,2015,29600004534.1192
bgr,2016,31083549773.7557
bgr,2017,34325181215.788
bgr,2018,40385620398.3102
bgr,2019,42324749284.48769
bgr,2020,42809466293.7715
bhr,1980,1119925709.73733
bhr,1981,1294681382.97872
bhr,1982,1518617553.19149
bhr,1983,1725265957.44681
bhr,1984,1792287234.04255
bhr,2006,9893297872.34043
bhr,2007,11475611702.1277
bhr,2008,12420186170.2128
bhr,2009,12752845744.6809
bhr,2010,13803324468.0851
bhr,2011,14198643617.0213
bhr,2012,15739920212.766
bhr,2013,16542898936.1702
bhr,2014,17520000000
bhr,2015,18268617021.2766
bhr,2016,19212765957.4468
bhr,2017,20377659574.4681
bhr,2018,21078297872.3404
bhr,2019,21181436170.2128
bhr,2020,19674627659.5745
bhs,1984,1498800000
bhs,1985,1693799900
bhs,1986,1803900000
bhs,1987,1984400000
bhs,1989,2096935000
bhs,1990,2221108000
bhs,1991,2079766000
bhs,1992,2070852000
bhs,1993,2200726000
bhs,1994,2198642000
bhs,1995,2336362000
bhs,1996,2451733000
bhs,1997,4866100000
bhs,1998,5255600000
bhs,1999,6155800000
bhs,2000,6273100000
bhs,2001,6850000000
bhs,2002,7188800000
bhs,2003,7226300000
bhs,2004,7451700000
bhs,2005,8082300000
bhs,2006,8024900000
bhs,2007,8732100000
bhs,2008,8543800000
bhs,2009,8214100000
bhs,2010,8185100000
bhs,2011,8036600000
bhs,2012,8248400000
bhs,2013,8274900000
bhs,2014,8722100000
bhs,2015,9155700000
bhs,2016,9276200000
bhs,2017,9346300000
bhs,2018,9624500000
bhs,2019,9761500000
bhs,2020,7501300000
bih,1994,480864197.53086
bih,1995,1000483148.41951
bih,1996,994618221.69059
bih,1997,1445385963.90058
bih,1998,1593550093.76598
bih,1999,2084536928.10458
bih,2000,3026061180.3545
bih,2001,3164939698.6641
bih,2002,3694002983.53719
bih,2003,4741403275.51601
bih,2004,5648338648.257
bih,2005,6131988277.17825
bih,2006,6766082094.15015
bih,2007,8290169593.26508
bih,2008,10254237795.5789
bih,2009,9800362573.88984
bih,2010,9534600283.8907
bih,2011,10406501806.5629
bih,2012,9779253894.1498
bih,2013,10205060711.2243
bih,2014,10539499815.7825
bih,2015,9111563395.72546
bih,2016,9372849549.61505
bih,2017,10067595966.8946
bih,2018,11084234543.8583
bih,2019,11258315049.6869
bih,2020,11127737970.4066
blr,1990,6194500000
blr,1991,4000000000
blr,1992,4629629629.62963
blr,1993,6611570247.93388
blr,1994,6631419939.57704
blr,1995,5749833114.65599
blr,1996,5808923076.92308
blr,1997,5356146972.73147
blr,1998,6025255809.92022
blr,1999,4859732445.4963
blr,2000,5081327880.56376
blr,2001,5479064748.20144
blr,2002,6431769960.91569
blr,2003,7711019015.11458
blr,2004,9678148148.14815
blr,2005,11970752089.1365
blr,2006,15089510489.5105
blr,2007,18324464119.29169
blr,2008,23084925093.633
blr,2009,21455066237.0211
blr,2010,24877475662.9742
blr,2011,27254472361.809
blr,2012,28437447523.0898
blr,2013,34306418918.9189
blr,2014,35980340375.5869
blr,2015,26952718824.5636
blr,2016,23156463610.776
blr,2017,26068312373.855
blr,2018,28701217118.1782
blr,2019,31191461898.8431
blr,2020,29571651090.3427
blz,1978,55400000
blz,1979,65500000
blz,1980,86820641.98402
blz,1981,96587543.44269
blz,1982,101468188.47688
blz,1983,108905197.56187
blz,1984,116541491.702
blz,1985,118458243.36968
blz,1986,127957179.54511
blz,1987,142682131.43377
blz,1988,159209633.29493
blz,1989,190645361.7654
blz,1990,213568760.92671
blz,1991,236779350
blz,1992,282269800
blz,1993,307241100
blz,1994,322069700
blz,1995,342173500
blz,1996,350080550
blz,1997,363920150
blz,1998,386915350
blz,1999,424715750
blz,2000,469261400
blz,2001,508640000
blz,2002,553960100
blz,2003,600299050
blz,2004,641535600
blz,2005,682846150
blz,2006,725302800
blz,2007,768465400
blz,2008,811960700
blz,2009,810759450
blz,2010,830030750
blz,2011,865998100
blz,2012,903508050
blz,2013,934589800
blz,2014,991938800
blz,2015,1034275100
blz,2016,1102903350
blz,2017,1160840500
blz,2018,1260395200
blz,2019,1276741800
blz,2020,1084568539.03306
bmu,2010,5899476000
bmu,2011,5665332000
bmu,2012,5784193000
bmu,2013,5823723000
bmu,2014,5824886000
bmu,2015,6016445000
bmu,2016,6219047000
bmu,2017,6407248000
bmu,2018,6474046000
bmu,2019,6673363000
bol,1970,450673400.6734
bol,1971,506565656.56566
bol,1972,551184655.88567
bol,1973,524637681.15942
bol,1974,840579710.14493
bol,1975,1076511744.12794
bol,1976,1249525237.38131
bol,1977,1460569715.14243
bol,1978,1755722138.93053
bol,1979,2123676072.00796
bol,1980,2039151712.88744
bol,1981,2610114192.49592
bol,1982,2528417382.40128
bol,1983,2301083624.74636
bol,1984,2665573948.23193
bol,1985,2335018828.3045
bol,1986,1752905887.7396
bol,1987,2007404433.41363
bol,1988,2120467696.91606
bol,1989,2189366120.78702
bol,1990,2244626731.59661
bol,1991,2490457465.22929
bol,1992,2681949750.03205
bol,1993,2806312864.88007
bol,1994,2890233524.51033
bol,1995,3138077828.46905
bol,1996,3514327828.79439
bol,1997,3901043906.89531
bol,1998,4394689933.03207
bol,1999,4492177585.85094
bol,2000,4380503921.72718
bol,2001,4286826953.63938
bol,2002,4134533193.86332
bol,2003,4145287627.9507
bol,2004,4323992943.54839
bol,2005,4470896839.86065
bol,2006,4939395626.3418
bol,2007,5577333528.63257
bol,2008,6752438279.70656
bol,2009,7544375213.67521
bol,2010,8557892024.93608
bol,2011,9828004842.24202
bol,2012,10953916553.9881
bol,2013,12328666434.3915
bol,2014,13681985058.6617
bol,2015,15172303235.0533
bol,2016,16903472496.9418
bol,2017,18280907035.7431
bol,2018,19778856421.6609
bol,2019,20742073037.8952
bol,2020,19334583078.2838
bra,1960,5508861249.27002
bra,1961,5178179205.8387
bra,1962,8799174099.86423
bra,1963,9248559434.5238
bra,1964,9282458414.84907
bra,1965,9265145790.64362
bra,1966,11293577017.9357
bra,1967,13448468704.4011
bra,1968,14111642550.4334
bra,1969,15515599592.1922
bra,1970,17554032743.0872
bra,1971,20624258985.6188
bra,1972,24217920064.91249
bra,1973,32362317991.1432
bra,1974,42961340103.0038
bra,1975,52131985943.578
bra,1976,63588345006.7927
bra,1977,72463445444.51859
bra,1978,85758087842.5497
bra,1979,97744976684.01448
bra,1980,95888361359.7574
bra,1981,107747055502.867
bra,1982,115088803320.37199
bra,1983,82389726722.3253
bra,1984,81604897449.0791
bra,1985,87547589828.6031
bra,1986,104245877582.80299
bra,1987,116750789499.26401
bra,1988,138072753452.72198
bra,1989,167848173515.98199
bra,1990,236375742279.32599
bra,1991,207449177128.41296
bra,1992,224340932638.314
bra,1993,270100316725.604
bra,1994,298905722476.08002
bra,1995,447147428244.22601
bra,1996,512967697855.42999
bra,1997,535273566368.32397
bra,1998,527888015679.21893
bra,1999,361006455873.04095
bra,2000,381810769173.862
bra,2001,323187271616.46503
bra,2002,292358133448.46698
bra,2003,314608402860.96399
bra,2004,367576848686.83899
bra,2005,499991618240.35297
bra,2006,632877159398.05701
bra,2007,806501470597.26501
bra,2008,963328311219.09473
bra,2009,985945945391.72485
bra,2010,1272576175947.46997
bra,2011,1506073465091.87988
bra,2012,1447917386992
bra,2013,1475747882726.23999
bra,2014,1504350728770.42993
bra,2015,1122919858867.66992
bra,2016,1134944509846.97998
bra,2017,1307002818109.81006
bra,2018,1201023192361.45996
bra,2019,1186513888440.86011
bra,2020,909060603720.48193
brb,1975,236153160.73462
brb,1976,278167980.83641
brb,1977,307538867.84931
brb,1978,339382488.9375
brb,1979,414806344.15552
brb,1980,515736091.08537
brb,1981,595425843.9815
brb,1982,633272013.12584
brb,1983,657882961.26883
brb,1984,717048674.98633
brb,1985,791776462.98414
brb,1986,845821110.72441
brb,1987,924973897.47924
brb,1988,985581464.72431
brb,1989,1103962611.24646
brb,1990,1428578531.29817
brb,1991,1424750161.58703
brb,1992,1399650000
brb,1993,1456868691.89082
brb,1994,1547606025.95336
brb,1995,1599612191.12017
brb,1996,1721374235.56904
brb,1997,1797593596.18157
brb,1998,1984338487.54537
brb,1999,2083726942.77333
brb,2000,2180300000
brb,2001,2184000000
brb,2002,2289250000
brb,2003,2302550000
brb,2004,2509450000
brb,2005,2747550000
brn,1974,87488202.22414
brn,1975,106861215.3671
brn,1976,119839728.02331
brn,1977,246290071.32901
brn,1978,355408970.97625
brn,1979,417594040.28327
brn,1980,716700915.37456
brn,1981,762294693.99347
brn,1982,830140186.91589
brn,1983,834311405.58448
brn,1984,963152219.77404
brn,1985,950547702.37716
brn,1986,926150454.67071
brn,1987,1062155745.48908
brn,1988,1224806201.55039
brn,1989,1171371019.8431
brn,1990,1319345213.7931
brn,1991,1458650092.61403
brn,1992,1616343707.79619
brn,1993,1711567582.62161
brn,1994,1838195168.25979
brn,1995,2109832580.78171
brn,1996,2177904680.85106
brn,1997,2220680563.03879
brn,1998,1906302402.00765
brn,1999,2004699705.01475
brn,2000,2118756032.4826
brn,2001,2174510632.36033
brn,2002,2234746844.63308
brn,2003,2270821317.87395
brn,2004,2441948763.45995
brn,2005,2620475006.00817
brn,2006,2995846182.89383
brn,2007,3430031185.72092
brn,2008,3634419983.0652
brn,2009,3615289426.6465
brn,2010,4455260726.07261
brn,2011,5067938627.87185
brn,2012,5386826984.63508
brn,2013,5653522218.67008
brn,2014,5614415943.17285
brn,2015,5098512910.02982
brn,2016,4899549844.34953
brn,2017,4954454848.28735
brn,2018,5065625250.20387
brn,2019,5142302228.41226
brn,2020,4976457364.13233
btn,1980,59505760.70953
btn,1981,59266251.20162
btn,1982,56331256.12467
btn,1983,58825318.73752
btn,1984,58727755.82588
btn,1985,62055812.8267
btn,1986,74786644.41153
btn,1987,91984642.93596
btn,1988,107309248.19229
btn,1989,109756710.16781
btn,1990,116470918.25841
btn,1991,98184173.26297
btn,1992,92648680.55556
btn,1993,87646651.3611
btn,1994,91318983.10488
btn,1995,99670222.01665
btn,1996,107424992.94383
btn,1997,123241696.50234
btn,1998,136636136.69414
