geo,time,nv_srv_totl_cd
kir,1982,19453291.40887
kir,1983,18587387.38739
kir,1984,12842474.76964
kir,1985,10709546.75606
kir,1986,11419117.64706
kir,1987,12830836.01736
kir,1988,16191889.99141
kir,1989,16474774.63229
kir,1990,17585668.56608
kir,1991,26924988.31594
kir,1992,28445505.2879
kir,1993,27193662.4507
kir,1994,32364380.75742
kir,1995,33415048.18384
kir,1996,40557946.63119
kir,1997,41836871.01084
kir,1998,39764983.03807
kir,1999,42391612.90323
kir,2000,39200660.9462
kir,2001,37527102.51371
kir,2002,41720091.27458
kir,2003,51990855.4381
kir,2004,58262759.2293
kir,2005,66323100.42001
kir,2006,71823117.46988
kir,2007,82825872.31194
kir,2008,88886763.96578
kir,2009,81732715.41123
kir,2010,99203308.0487
kir,2011,111975060.62657
kir,2012,116161469.56657
kir,2013,112528457.16537
kir,2014,110807308.7029
kir,2015,103881274.46848
kir,2016,110158423.94169
kir,2017,118557985.68236
kir,2018,125155102.85871
kir,2019,119133947.13808
kna,1977,26914814.81481
kna,1978,31085185.18519
kna,1979,37129629.62963
kna,1980,40837037.03704
kna,1981,52240740.74074
kna,1982,56425925.92593
kna,1983,57966666.66667
kna,1984,66588888.88889
kna,1985,77577777.77778
kna,1986,86333333.33333
kna,1987,95592592.59259
kna,1988,107000000
kna,1989,121085185.18519
kna,1990,135466666.66667
kna,1991,148811111.11111
kna,1992,162881481.48148
kna,1993,178625925.92593
kna,1994,207974074.07407
kna,1995,211177777.77778
kna,1996,225574074.07407
kna,1997,254380306.23216
kna,1998,257835613.39117
kna,1999,268542616.69077
kna,2000,282263745.22671
kna,2001,290998405.81322
kna,2002,307103399.69599
kna,2003,309676343.00968
kna,2004,344422222.22222
kna,2005,376600000
kna,2006,430807407.40741
kna,2007,470029629.62963
kna,2008,506259259.25926
kna,2009,508911111.11111
kna,2010,512414814.81481
kna,2011,542566666.66667
kna,2012,557044444.44444
kna,2013,585562962.96296
kna,2014,615892592.59259
kna,2015,608155555.55555
kna,2016,633274851.85185
kna,2017,655976111.11111
kna,2018,681682074.07407
kna,2019,730677925.92593
kna,2020,629088962.96296
kor,1960,1546460345.2209
kor,1961,906233772.89424
kor,1962,1079157996.76153
kor,1963,1326312793.51074
kor,1964,1032472448.61837
kor,1965,1054654654.65465
kor,1966,1418294390.80121
kor,1967,1902668933.90507
kor,1968,2401445870.23315
kor,1969,3017802609.6613
kor,1970,3595762493.56002
kor,1971,4071150799.36627
kor,1972,4489042734.60765
kor,1973,5606547499.49789
kor,1974,7985264667.34245
kor,1975,8622727272.72727
kor,1976,11717561983.4711
kor,1977,15122933884.2975
kor,1978,20293801652.8926
kor,1979,26243181818.1818
kor,1980,28017713975.2729
kor,1981,31387897743.1244
kor,1982,34187366635.6623
kor,1983,37768095391.5566
kor,1984,41983423906.3004
kor,1985,44784832532.5855
kor,1986,52350104940.7227
kor,1987,66610501233.93751
kor,1988,89354997470.84641
kor,1989,114345754028.535
kor,1990,131727704306.545
kor,1991,155896229631.14499
kor,1992,172459745084.22501
kor,1993,192886491335.16901
kor,1994,227891965897.069
kor,1995,279102130252.70001
kor,1996,306784013922.55603
kor,1997,289199087554.79401
kor,1998,200087624158.009
kor,1999,256967076596.96201
kor,2000,297414143736.29498
kor,2001,290718595806.31897
kor,2002,336249270636.005
kor,2003,378562784803.75293
kor,2004,421151992456.25696
kor,2005,503714566904.33801
kor,2006,576101039966.35901
kor,2007,645860516780.44397
kor,2008,588470887848.94495
kor,2009,528593971478.46802
kor,2010,625785836560.52795
kor,2011,684884517357.83398
kor,2012,704071068686.37903
kor,2013,756865420002.99805
kor,2014,825948791256.047
kor,2015,814625549492.44495
kor,2016,830441367854.45886
kor,2017,890674088302.7489
kor,2018,960595729213.9939
kor,2019,945310001437.32703
kor,2020,935586458575.68701
kos,2008,2329775889.84913
kos,2009,2348178660.73909
kos,2010,2450662866.23359
kos,2011,2876266703.78619
kos,2012,2870476679.94347
kos,2013,3152159649.35582
kos,2014,3328190514.14906
kos,2015,2936328636.41407
kos,2016,3024510737.21497
kos,2017,3259448712.15545
kos,2018,3639763816.72178
kos,2019,3668225481.41514
kos,2020,3676180056.98006
kwt,2010,54294487090.0209
kwt,2011,59806884057.971
kwt,2012,64023579849.9464
kwt,2013,66424541607.8984
kwt,2014,68582572030.9206
kwt,2015,66950149551.346
kwt,2016,66428666004.6342
kwt,2017,68548722387.0755
kwt,2018,71740785761.5894
kwt,2019,74530765810.2767
kwt,2020,73174078055.0898
lao,1989,316971052.27653
lao,1990,348387060.30943
lao,1991,437206765.18345
lao,1992,484095750.05586
lao,1993,545752821.08202
lao,1994,602996316.41284
lao,1995,720593173.14742
lao,1996,763162443.81229
lao,1997,973118668.86776
lao,1998,557814505.55843
lao,1999,589427391.19374
lao,2000,731114373.99086
lao,2001,739927003.77337
lao,2002,739364968.11176
lao,2003,848456367.80145
lao,2004,1042637711.88618
lao,2005,1186970242.59602
lao,2006,1317882763.51685
lao,2007,1759783571.83842
lao,2008,2402317886.17626
lao,2009,2667049769.44903
lao,2010,3107419080.74232
lao,2011,3655286734.75513
lao,2012,4092665546.06336
lao,2013,5091941508.39437
lao,2014,5863807864.47363
lao,2015,6371983891.94363
lao,2016,6759170249.50858
lao,2017,7089282508.81764
lao,2018,7548447686.2592
lao,2019,8001119891.78988
lao,2020,7792010082.19293
lbn,1994,5940769801.08327
lbn,1995,7078857919.69903
lbn,1996,8383331324.67863
lbn,1997,9547255602.46833
lbn,1998,10059810095.6909
lbn,1999,10270956411.9365
lbn,2000,10618905472.6368
lbn,2001,10844444444.4444
lbn,2002,11522388059.7015
lbn,2003,11965505804.3118
lbn,2004,14615938477.7348
lbn,2005,15293665713.4191
lbn,2006,16031278754.1988
lbn,2007,17565626569.5355
lbn,2008,21093180178.2968
lbn,2009,24492167440.62
lbn,2010,27626474646.9612
lbn,2011,29362408145.2435
lbn,2012,32134229768.1176
lbn,2013,33817920639.3156
lbn,2014,35500755099.1026
lbn,2015,36936149073.0266
lbn,2016,38097396615.3193
lbn,2017,40106633963.6496
lbn,2018,42385554964.4114
lbn,2019,40991233796.4228
lbn,2020,27660552133.7039
lbr,2000,172004900
lbr,2001,175635300
lbr,2002,165596600
lbr,2003,178009600
lbr,2004,243760200
lbr,2005,253641700
lbr,2006,339054800
lbr,2007,390982900
lbr,2008,478547000
lbr,2009,653355800
lbr,2010,1002988000
lbr,2011,1136653000
lbr,2012,964700900
lbr,2013,1168466000
lbr,2014,1313722900
lbr,2015,1436445300
lbr,2016,1564615800
lbr,2017,1501695900
lbr,2018,1469640300
lbr,2019,1372694800
lbr,2020,1254895800
lca,2006,884191333.33333
lca,2007,958898370.37037
lca,2008,1003033925.92593
lca,2009,993337037.03704
lca,2010,1098251555.55556
lca,2011,1185933444.44444
lca,2012,1214426185.18519
lca,2013,1247576962.96296
lca,2014,1314662925.92593
lca,2015,1336279259.25926
lca,2016,1378627305.14034
lca,2017,1494890707.7794
lca,2018,1553390568.83548
lca,2019,1593196630.03486
lca,2020,1181972723.55668
lie,2016,3409275421.14877
lie,2017,3339088047.12095
lie,2018,3761836588.60824
lka,1960,665582373.50196
lka,1961,672125149.69523
lka,1962,685831656.95733
lka,1963,582588578.4706
lka,1964,637143378.14494
lka,1965,847165609.10709
lka,1966,893232843.18803
lka,1967,928413201.69854
lka,1968,845099495.18934
lka,1969,931692925.10329
lka,1970,1080510960.41634
lka,1971,1123138049.9689
lka,1972,1243803220.60976
lka,1973,1340089783.4085
lka,1974,1470209685.2207
lka,1975,1617481699.61748
lka,1976,1555111207.13471
lka,1977,1645033444.03321
lka,1978,1139188766.45632
lka,1979,1488433324.9294
lka,1980,1700688571.33277
lka,1981,1933497183.47028
lka,1982,2235747072.53778
lka,1983,2324740002.86986
lka,1984,2698205294.72105
lka,1985,2713915966.2012
lka,1986,2920105436.82637
lka,1987,3001418995.62477
lka,1988,3229888719.05071
lka,1989,3280033846.96164
lka,1990,3774287264.56203
lka,1991,4231648721.29563
lka,1992,4656290661.64727
lka,1993,5093841651.49007
lka,1994,5814508298.25981
lka,1995,6537767761.95122
lka,1996,7072101707.97901
lka,1997,7705589664.34989
lka,1998,8089994688.90613
lka,1999,8127228802.37826
lka,2000,8615255579.79483
lka,2001,8365134035.36258
lka,2002,9543245307.33849
lka,2003,11016545793.6179
lka,2004,12157436505.5836
lka,2005,14153512437.8109
lka,2006,16408351489.3027
lka,2007,18891579704.7997
lka,2008,23308496517.2458
lka,2009,24245533508.2579
lka,2010,30994015381.4858
lka,2011,36001380572.7299
lka,2012,38073376802.65569
lka,2013,41888790240.8789
lka,2014,45154765598.2053
lka,2015,46249979083.1382
lka,2016,46511587986.6769
lka,2017,49047719128.1657
lka,2018,50417600253.347
lka,2019,48802713265.1057
lka,2020,48136278955.0876
lso,1960,2265714.68571
lso,1961,1958980.82038
lso,1962,2005739.8852
lso,1963,3436651.26697
lso,1964,3670306.59387
lso,1965,5986700.26599
lso,1966,18979140.41719
lso,1967,21903821.92356
lso,1968,23475290.49419
lso,1969,25497830.0434
lso,1970,25385132.29735
lso,1971,41179670.02237
lso,1972,30491609.21036
lso,1973,31879682.99712
lso,1974,51938925.68065
lso,1975,57303583.50237
lso,1976,57471366.14535
lso,1977,64271044.15823
lso,1978,75669618.21527
lso,1979,83737648.45606
lso,1980,192225988.70057
lso,1981,191455840.45584
lso,1982,224475778.22804
lso,1983,250478592.58594
lso,1984,215467294.7875
lso,1985,173755687.17189
lso,1986,194530196.93654
lso,1987,244621218.07466
lso,1988,275821464.702
lso,1989,288145842.07115
lso,1990,333532331.00143
lso,1991,393391953.06558
lso,1992,441668793.82889
lso,1993,446719833.52205
lso,1994,473860791.93421
lso,1995,533027156.68165
lso,1996,516842346.42849
lso,1997,563118250.86806
lso,1998,511216739.32312
lso,1999,486581782.46992
lso,2000,455349376.06271
lso,2001,398577249.65443
lso,2002,380955761.95129
lso,2003,570072745.77974
lso,2004,735988853.799
lso,2005,822295944.5222
lso,2006,854209185.55711
lso,2007,820441295.02938
lso,2008,851554410.98145
lso,2009,938109715.94463
lso,2010,1203266209.45927
lso,2011,1338516632.4605
lso,2012,1309517644.90989
lso,2013,1299180253.28525
lso,2014,1295424944.94458
lso,2015,1216035496.79048
lso,2016,1127697229.30478
lso,2017,1257296111.11111
lso,2018,1298583856.61067
lso,2019,1230149476.75867
lso,2020,982444212.41774
ltu,1995,4033907754.68829
ltu,1996,4346879585.67113
ltu,1997,5186668968.49374
ltu,1998,5925702201.12214
ltu,1999,6060243418.21321
ltu,2000,6562075097.10833
ltu,2001,6980971083.29737
ltu,2002,8254748755.51799
ltu,2003,10765780033.8409
ltu,2004,12830247143.5668
ltu,2005,14753971887.0506
ltu,2006,17009818044.9241
ltu,2007,22504726327.3125
ltu,2008,27362378164.7885
ltu,2009,23396384487.0726
ltu,2010,22546882745.3722
ltu,2011,25460870561.67
ltu,2012,25102502403.3782
ltu,2013,27788020785.5503
ltu,2014,28877385437.1295
ltu,2015,24821963584.8793
ltu,2016,26231569286.3977
ltu,2017,28864485999.3624
ltu,2018,33015318143.7435
ltu,2019,33636053530.2274
ltu,2020,34836125818.0717
lux,1995,14483853311.4395
lux,1996,14798171986.9707
lux,1997,13833005187.1899
lux,1998,14088436319.182
lux,1999,15647891805.7421
lux,2000,15273469465.7083
lux,2001,15579195299.8477
lux,2002,17230600907.1769
lux,2003,21600447682.5211
lux,2004,25562331923.23709
lux,2005,27874581542.151
lux,2006,32591164314.7411
lux,2007,38472936622.808
lux,2008,45228510391.8984
lux,2009,42858288450.7578
lux,2010,44356731046.3834
lux,2011,48639679807.8406
lux,2012,47148595240.77769
lux,2013,51483070719.54009
lux,2014,53812157117.3551
lux,2015,47895839682.4988
lux,2016,49220610908.0371
lux,2017,52622974625.486
lux,2018,56775394232.0658
lux,2019,55347900057.6078
lux,2020,58477985056.576
lva,1995,3139475185.39646
lva,1996,3323781265.95202
lva,1997,3650522622.79216
lva,1998,4203616108.66198
lva,1999,4582010569.30098
lva,2000,4888040556.1993
lva,2001,5248945601.07455
lva,2002,6026348340.15462
lva,2003,7584710367.72845
lva,2004,9263724469.88422
lva,2005,11051588052.2713
lva,2006,13919776774.5172
lva,2007,19882726029.271
lva,2008,23423014179.2136
lva,2009,17394559355.0181
lva,2010,15448918596.5143
lva,2011,17618956609.2838
lva,2012,18147539661.5881
lva,2013,19571302262.8849
lva,2014,20581077025.0544
lva,2015,17819375050.8855
lva,2016,18420246998.944
lva,2017,19742518360.69889
lva,2018,22225229664.3835
lva,2019,22034612298.57249
lva,2020,21417342082.8327
mac,1991,3067851030.07134
mac,1992,4035849127.60433
mac,1993,4721873588.03153
mac,1994,5248797155.88608
mac,1995,5896985366.09855
mac,1996,5790319341.23318
mac,1997,5941720060.68737
mac,1998,5322730235.12308
mac,1999,5017955680.12613
mac,2000,5466178247.92235
mac,2001,5619592954.50302
mac,2002,6262354669.25586
mac,2003,7014037799.83045
mac,2004,8792475879.43457
mac,2005,10024590880.1538
mac,2006,11594720923.8383
mac,2007,15209124055.7996
mac,2008,17863991720.8015
mac,2009,19268439312.1501
mac,2010,26541326135.3128
mac,2011,35414182734.2795
mac,2012,41279615514.5872
mac,2013,49580438836.9444
mac,2014,51768101062.964
mac,2015,41318847839.6994
mac,2016,41835624319.8959
mac,2017,47178046349.3646
mac,2018,52128336946.423
mac,2019,51714639737.3149
mac,2020,22684031993.5913
mar,1980,10153000567.7952
mar,1981,8669714055.9716
mar,1982,8389228486.47196
mar,1983,7620827565.99031
mar,1984,7045826915.11206
mar,1985,7005497959.94402
mar,1986,8908369157.1628
mar,1987,10426846334.9262
mar,1988,11571897779.7356
mar,1989,11948477746.3004
mar,1990,13569257836.7883
mar,1991,14276799255.737
mar,1992,15622874326.5402
mar,1993,14911502043.2305
mar,1994,16197646126.2632
mar,1995,18736346206.089
mar,1996,19441253215.388
mar,1997,18249358276.4774
mar,1998,19770053350.5477
mar,1999,20474503671.8208
mar,2000,19643655458.3098
mar,2001,20009513058.48
mar,2002,21503043045.0957
mar,2003,26114056139.2881
mar,2004,30187938306.2697
mar,2005,32611273231.8105
mar,2006,35285168959.4797
mar,2007,42302772115.279
mar,2008,47389004296.6079
mar,2009,47847985007.0125
mar,2010,47574015111.9137
mar,2011,53087800838.08209
mar,2012,52543924713.736
mar,2013,55108202962.34609
mar,2014,56822264254.19029
mar,2015,50328646190.7152
mar,2016,52072291613.5611
mar,2017,54826867519.6038
mar,2018,59214902888.3136
mar,2019,61110001975.6475
mar,2020,58305323898.5764
mco,2010,4673869813.07172
mco,2011,4822243875.2784
mco,2012,4551329821.40563
mco,2013,5118076769.82335
mco,2014,5632655772.55215
mco,2015,4710862088.09497
mco,2016,4842151870.71065
mco,2017,5143244464.52779
mco,2018,5750472366.55645
mco,2019,5791895219.97089
mco,2020,5229468874.92861
mda,1995,581025863.00184
mda,1996,635753478.26087
mda,1997,739706493.50649
mda,1998,735548789.57169
mda,1999,579533551.2438
mda,2000,584214374.18566
mda,2001,679979637.51671
mda,2002,796608782.14102
mda,2003,960966032.16043
mda,2004,1296024918.27746
mda,2005,1506472983.26931
mda,2006,1794407780.0032
mda,2007,2463504147.48062
mda,2008,3416750866.05081
mda,2009,3266360535.03276
mda,2010,3803914449.4838
mda,2011,4507779121.87143
mda,2012,4742241937.34828
mda,2013,5014173817.01465
mda,2014,4972210308.07376
mda,2015,4103570422.72232
mda,2016,4356049147.25103
mda,2017,5144244067.24688
mda,2018,6135381328.44535
mda,2019,6501826150.94139
mda,2020,6492760551.29451
mdg,1966,496431333.12997
mdg,1967,525393760.13241
mdg,1968,566697815.541
mdg,1969,575004582.90428
mdg,1970,589592699.69658
mdg,1971,628696670.19241
mdg,1972,694148951.85299
mdg,1973,814843443.27816
mdg,1974,853311315.25786
mdg,1975,1020137215.86163
mdg,1976,983850652.66513
mdg,1977,1058189058.02672
mdg,1978,1192606727.26043
mdg,1979,1628471500.03848
mdg,1995,1672779370.18235
mdg,1996,2346471024.1412
mdg,1997,2030089523.80784
mdg,1998,2096915970.40724
mdg,1999,1980828228.73193
mdg,2000,2239148241.64264
mdg,2001,2769547686.39085
mdg,2002,2686708271.9795
mdg,2003,3179879911.10915
mdg,2004,2544753628.76726
mdg,2005,3012394271.10724
mdg,2006,3356304753.01401
mdg,2007,4095272579.97227
mdg,2008,5120988513.61059
mdg,2009,4521447634.98314
mdg,2010,4866982896.16943
mdg,2011,5675962083.25438
mdg,2012,5900050727.71815
mdg,2013,6398236948.54535
mdg,2014,6363220251.58529
mdg,2015,5748477448.71109
mdg,2016,6044064703.79859
mdg,2017,6726417863.30422
mdg,2018,6706557238.51472
mdg,2019,7024602335.24668
mdg,2020,6479817115.16001
mdv,2003,768946625
mdv,2004,896025359.375
mdv,2005,809409390.625
mdv,2006,1148419031.25
mdv,2007,1384835039.0625
mdv,2008,1640013546.875
mdv,2009,1827605039.0625
mdv,2010,2010857664.0625
mdv,2011,2082520209.56033
mdv,2012,2178395787.77465
mdv,2013,2490245173.00396
mdv,2014,2787991404.64487
mdv,2015,2972458867.78209
mdv,2016,3062464732.8284
mdv,2017,3299811126.27543
mdv,2018,3620546742.20963
mdv,2019,3960837374.85373
mdv,2020,2648352837.53649
mex,1965,12424352000
mex,1966,14025488000
mex,1967,15104800000
mex,1968,16749432000
mex,1969,18535288000
mex,1970,18634376000
mex,1971,20982960000
mex,1972,24536072000
mex,1973,29713592000
mex,1974,38176800000
mex,1975,46299520000
mex,1976,47830266233.7662
mex,1977,43149035398.23009
mex,1978,54348214912.2807
mex,1979,71157105263.1579
mex,1980,122839195652.174
mex,1981,160314020408.16299
mex,1982,113082925531.91499
mex,1983,92329889675.27061
mex,1984,108378481823.60001
mex,1985,113140524523.161
mex,1986,78669592186.98918
mex,1987,82463189304.89038
mex,1988,103523150323.347
mex,1989,129891880154.377
mex,1990,155952614218.16101
mex,1991,189071488967.66501
mex,1992,224458964263.789
mex,1993,290536949223.26398
mex,1994,308570683535.30298
mex,1995,211482648222.57501
mex,1996,234996084822.48599
mex,1997,284534970133.23199
mex,1998,299817002736.427
mex,1999,342192521651.81403
mex,2000,409186659545.66602
mex,2001,441810961112.35999
mex,2002,454347604805.302
mex,2003,440697031977.01398
mex,2004,464558779638.48999
mex,2005,526535512713.45898
mex,2006,575149272148.41504
mex,2007,623041881554.14404
mex,2008,660691200391.745
mex,2009,546524022570.02301
mex,2010,638518665242.16492
mex,2011,707260456480.96704
mex,2012,720620938911.88
mex,2013,778766187362.98206
mex,2014,791912421666.35291
mex,2015,715364005918.61597
mex,2016,655313411254.76196
mex,2017,697046693683.45996
mex,2018,732559527808.23389
mex,2019,760690452926.76294
mex,2020,646040860622.92896
mhl,1997,76179200
mhl,1998,76614300
mhl,1999,75962300
mhl,2000,83738500
mhl,2001,87976000
mhl,2002,94022400
mhl,2003,97073400
mhl,2004,102730900
mhl,2005,106777700
mhl,2006,108388400
mhl,2007,112605200
mhl,2008,116902400
mhl,2009,113904900
mhl,2010,114615000
mhl,2011,118773000
mhl,2012,120880100
mhl,2013,125976800
mhl,2014,131002900
mhl,2015,138430900
mhl,2016,143781400
mhl,2017,153713100
mhl,2018,159710000
mhl,2019,162931100
mhl,2020,164200000
mkd,1990,1858339222.61484
mkd,1991,1993484693.87755
mkd,1992,907250245.53133
mkd,1993,1208725258.62069
mkd,1994,1598021050.22282
mkd,1995,2147404901.56223
mkd,1996,2137907886.47636
mkd,1997,1683432933.69464
mkd,1998,1634866902.79591
mkd,1999,1717453342.42502
mkd,2000,1991885153.98937
mkd,2001,2016973092.62153
mkd,2002,2125787492.73502
mkd,2003,2590943314.25584
mkd,2004,3079726937.31418
mkd,2005,3490220904.68045
mkd,2006,3861906732.94837
mkd,2007,4724501339.15197
mkd,2008,5460820632.61177
mkd,2009,5367387291.78288
mkd,2010,5182831598.73853
mkd,2011,5782011629.90495
mkd,2012,5487708366.83003
mkd,2013,5932950104.85976
mkd,2014,6115928858.60659
mkd,2015,5407682432.10394
mkd,2016,5715059831.29888
mkd,2017,6166777949.52941
mkd,2018,6889656112.12292
mkd,2019,6932855541.31967
mkd,2020,6989027469.18882
mli,1967,51884354.08163
mli,1968,71805879.83666
mli,1969,72251722.76106
mli,1970,70270911.93984
mli,1971,76349757.13303
mli,1972,112840019.5058
mli,1973,149453178.08131
mli,1974,169467823.02132
mli,1975,193094268.2405
mli,1976,235565540.98024
mli,1977,262812555.12767
mli,1978,338122321.64105
mli,1979,410276088.55894
mli,1980,770763940.74214
mli,1981,662312771.50112
mli,1982,605037693.61857
mli,1983,606784408.11399
mli,1984,558503633.05566
mli,1985,602346157.68152
mli,1986,801825407.00528
mli,1987,867011053.10441
mli,1988,885994074.8699
mli,1989,886514225.88634
mli,1990,1101496466.98009
mli,1991,1065677381.87232
mli,1992,1180238476.3308
mli,1993,1110416831.82653
mli,1994,847706443.4438
mli,1995,1041664413.50296
mli,1996,1051953084.93793
mli,1997,988215397.57054
mli,1998,1096223350.96195
mli,1999,1284583183.74576
mli,2000,1103524420.52351
mli,2001,1244167017.8864
mli,2002,1379076843.34953
mli,2003,1756646429.21193
mli,2004,1993362915.76592
mli,2005,2173567120.58567
mli,2006,2388829125.43307
mli,2007,2932281720.74463
mli,2008,3614239910.3139
mli,2009,3500474175.50873
mli,2010,3789653599.48568
mli,2011,4772839643.44934
mli,2012,4257504999.9383
mli,2013,5068349923.74969
mli,2014,5359722276.51115
mli,2015,4883629671.06368
mli,2016,4999267641.07528
mli,2017,5360630472.36
mli,2018,5795282162.90858
mli,2019,5788366433.29789
mli,2020,6012717298.71818
mlt,1970,89165052.54482
mlt,1971,105009174.31193
mlt,1972,99861048.60486
mlt,1973,109864392.96939
mlt,1974,110580911.01459
mlt,1975,130133325.89535
mlt,1976,135677875.3913
mlt,1977,167278845.17638
mlt,1978,222097916.89874
mlt,1979,294951137.72455
mlt,1980,381222595.0783
mlt,1981,401592362.34458
mlt,1982,415614583.33333
mlt,1983,420385088.85138
mlt,1984,383177297.69997
mlt,1985,391271138.36018
mlt,1986,479652064.67118
mlt,1987,617479498.01193
mlt,1988,721211625.79473
mlt,1989,750949494.94949
mlt,1990,942019181.41294
mlt,1991,1031831474.10359
mlt,1992,1242438820.83726
mlt,1993,1163587759.68557
mlt,1994,1258370669.09008
mlt,1995,2249449416.34241
mlt,1996,2379227251.07194
mlt,1997,2349172060.94984
mlt,1998,2491969941.42999
mlt,1999,2571691562.63452
mlt,2000,2455521947.8738
mlt,2001,2560403701.23056
mlt,2002,2753706959.70696
mlt,2003,3382450096.73381
mlt,2004,3866654085.70005
mlt,2005,4110192513.36898
mlt,2006,4415789361.4352
mlt,2007,5322558445.11361
mlt,2008,6151786143.25472
mlt,2009,5959763406.50181
mlt,2010,6262088956.64855
mlt,2011,6741219515.5902
mlt,2012,6810588590.5178
mlt,2013,7670856953.11462
mlt,2014,8624485983.79168
mlt,2015,8396324531.23266
mlt,2016,8853853953.10846
mlt,2017,10059755261.1233
mlt,2018,11177315004.822
mlt,2019,11520269256.6904
mlt,2020,11153069733.9743
mmr,2009,10963384834.3848
mmr,2010,13981582641.5248
mmr,2011,19714221886.59769
mmr,2012,21371111476.3897
mmr,2013,22777223028.13729
mmr,2014,23964622572.1884
mmr,2015,24114248293.6024
mmr,2016,23726674090.1939
mmr,2017,24342080067.9299
mmr,2018,27028736650.8942
mmr,2019,27949806793.1442
mmr,2020,33352271959.5457
mne,2000,572634155.35236
mne,2001,665256134.69461
mne,2002,733311927.47191
mne,2003,959526178.89856
mne,2004,1179572883.03948
mne,2005,1301237408.28255
mne,2006,1520066491.02998
mne,2007,2037081850.53381
mne,2008,2511016551.92618
mne,2009,2387497916.0878
mne,2010,2429561182.55336
mne,2011,2754778674.83296
mne,2012,2514965951.43261
mne,2013,2614564524.69464
mne,2014,2686426960.32904
mne,2015,2443005434.17988
mne,2016,2606912610.61947
mne,2017,2913006535.94771
mne,2018,3256816572.23796
mne,2019,3254905956.11285
mne,2020,2766330484.33048
mng,1990,1109649595.3412
mng,1991,1046479547.36842
mng,1992,444534671.3615
mng,1993,280898901.45123
mng,1994,323469371.24443
mng,1995,425678312.34257
mng,1996,427321193.17363
mng,1997,378709022.2661
mng,1998,420297010.8166
mng,1999,393095927.0669
mng,2000,445639675.14283
mng,2001,535805849.97233
mng,2002,650715622.41936
mng,2003,720345768.39883
mng,2004,801504822.82667
mng,2005,945184985.53035
mng,2006,1147180695.72311
mng,2007,1436253487.86501
mng,2008,2230760975.47084
mng,2009,1975643491.3183
mng,2010,3223799109.87262
mng,2011,4766230069.98411
mng,2012,5760192916.80785
mng,2013,5626356043.84067
mng,2014,5602704425.62227
mng,2015,5364743454.42837
mng,2016,5129507590.67377
mng,2017,4865157811.91004
mng,2018,5244579740.18923
mng,2019,5645695039.20607
mng,2020,5390486927.90199
moz,1991,1722652073.89334
moz,1992,1317637804.97497
moz,1993,1387953409.7362
moz,1994,1464278193.62104
moz,1995,1524572509.77915
moz,1996,1751895038.82696
moz,1997,2127881458.12398
moz,1998,2431090243.03977
moz,1999,2588560668.80103
moz,2000,2598367119.36535
moz,2001,2592609101.79872
moz,2002,2835441122.56103
moz,2003,2977532206.72517
moz,2004,3561240765.58923
moz,2005,4083154559.64616
moz,2006,4235999488.2051
moz,2007,4962647976.22319
moz,2008,5891974593.21992
moz,2009,5533961327.55294
moz,2010,5214611620.69605
moz,2011,6818306230.99258
moz,2012,7855570785.60603
moz,2013,8259109207.71589
moz,2014,8495896761.68241
moz,2015,7566787119.36472
moz,2016,5411139591.34867
moz,2017,5412861937.61668
moz,2018,5938513852.62655
moz,2019,6305576906.81553
moz,2020,5815435126.23804
mrt,1961,51145321.87762
mrt,1962,59862915.13281
mrt,1963,66344695.7503
mrt,1964,85421721.91677
mrt,1965,85384850.04641
mrt,1966,84002399.63151
mrt,1967,90777725.22392
mrt,1968,93995652.73273
mrt,1969,89952922.76362
mrt,1970,101096642.33832
mrt,1971,109266423.30036
mrt,1972,143828258.00433
mrt,1973,167394953.51551
mrt,1974,201497736.69631
mrt,1975,257908591.8095
mrt,1976,291879318.28579
mrt,1977,330492847.65658
mrt,1978,354586001.46316
mrt,1979,411721058.52951
mrt,1980,470395477.25051
mrt,1981,477653760.46147
mrt,1982,498031212.00233
mrt,1983,539461844.32907
mrt,1984,494062926.47062
mrt,1985,433879789.92469
mrt,1986,495298521.50406
mrt,1987,564226413.66383
mrt,1988,582613262.58218
mrt,1989,571486794.80878
mrt,1990,631209751.56233
mrt,1991,876977802.45528
mrt,1992,906994921.11644
mrt,1993,741227927.42082
mrt,1994,794414234.27069
mrt,1995,835531787.49769
mrt,1996,865502667.2108
mrt,1997,863600725.70183
mrt,1998,731291485.38806
mrt,1999,727781317.71624
mrt,2000,718351816.27554
mrt,2001,720657339.34726
mrt,2002,747394926.74957
mrt,2003,889366581.75873
mrt,2004,1012247326.94388
mrt,2005,1194482774.8494
mrt,2006,1335808648.54803
mrt,2007,1664808424.24407
mrt,2008,2042919501.43365
mrt,2009,2015262065.20662
mrt,2010,2248697532.38563
mrt,2011,2448519678.56914
mrt,2012,2615157679.85975
mrt,2013,2737665819.70321
mrt,2014,2924654389.29722
mrt,2015,2867127439.38498
mrt,2016,2808040389.24883
mrt,2017,2986058659.21788
mrt,2018,3190788935.83378
mrt,2019,3370028102.41259
mrt,2020,3360185607.52688
mus,1976,327172042.20609
mus,1977,397136500.53728
mus,1978,499894537.01751
mus,1979,573706821.38837
mus,1980,593808154.28861
mus,1981,597437475.52174
mus,1982,554426304.89768
mus,1983,559703405.03323
mus,1984,516365586.25537
mus,1985,498688683.8271
mus,1986,649468306.30309
mus,1987,867512540.57244
mus,1988,1011631454.78765
mus,1989,1061653267.58384
