geo,time,gc_tax_intt_rv_zs
vut,2010,15.8294
vut,2011,15.09363
vut,2012,16.38897
vut,2013,16.28389
vut,2014,14.69346
vut,2015,10.97667
vut,2016,10.71194
vut,2017,10.8909
vut,2018,9.51762
vut,2019,8.09016
wsm,2012,6.62498
wsm,2013,8.02327
wsm,2014,8.33475
wsm,2015,8.17735
wsm,2016,7.98851
wsm,2017,7.64729
wsm,2018,7.74861
wsm,2019,7.54436
zaf,1972,4.6434
zaf,1973,4.73118
zaf,1974,4.96676
zaf,1975,5.24382
zaf,1976,4.73834
zaf,1977,8.02737
zaf,1978,6.25279
zaf,1979,4.93311
zaf,1980,3.29212
zaf,1981,4.47798
zaf,1982,4.88046
zaf,1983,3.26377
zaf,1984,2.49679
zaf,1985,2.89457
zaf,1986,3.7545
zaf,1987,3.79491
zaf,1988,5.89588
zaf,1989,8.80543
zaf,1990,3.61239
zaf,1991,3.71667
zaf,1992,2.32828
zaf,1993,3.50905
zaf,1994,1.69782
zaf,1995,4.11141
zaf,1996,3.83612
zaf,1997,2.52736
zaf,1998,2.64407
zaf,1999,2.61564
zaf,2000,2.95883
zaf,2001,2.7372
zaf,2002,2.73369
zaf,2003,2.35617
zaf,2004,3.25625
zaf,2005,3.82982
zaf,2006,4.22811
zaf,2007,4.12097
zaf,2008,3.15526
zaf,2009,2.70209
zaf,2010,3.43482
zaf,2011,3.93382
zaf,2012,4.15902
zaf,2013,4.17706
zaf,2014,3.40306
zaf,2015,3.56014
zaf,2016,3.31457
zaf,2017,3.44295
zaf,2018,3.65063
zaf,2019,3.35242
zmb,1990,17.158
zmb,1991,27.5856
zmb,1992,12.88145
zmb,1993,30.41374
zmb,1994,34.84439
zmb,1995,35.77567
zmb,1996,11.68073
zmb,1997,13.02105
zmb,1998,12.01882
zmb,1999,12.79549
zmb,2001,13.05151
zmb,2002,12.372
zmb,2003,8.8388
zmb,2004,8.51376
zmb,2005,9.35551
zmb,2006,9.12131
zmb,2007,7.47691
zmb,2008,9.9118
zmb,2009,8.03813
zmb,2010,7.74718
zmb,2011,7.08121
zmb,2012,8.3975
zmb,2013,6.69366
zmb,2014,5.94897
zmb,2015,5.27022
zmb,2016,4.38824
zmb,2017,5.44257
zmb,2018,5.62993
zmb,2019,5.87026
zwe,2009,41.73247
zwe,2010,30.89512
zwe,2011,22.28232
zwe,2012,19.4925
zwe,2015,9.09138
zwe,2016,7.72241
zwe,2017,7.73682
zwe,2018,7.65896
