geo,time,gc_tax_intt_rv_zs
bhr,1985,7.72072
bhr,1986,8.09047
bhr,1987,7.41546
bhr,1988,8.54831
bhr,1989,8.32577
bhr,1990,7.35502
bhr,1991,7.98187
bhr,1992,9.69926
bhr,1993,8.87626
bhr,1994,9.91044
bhr,1995,8.45771
bhr,1996,7.49211
bhr,1997,8.16176
bhr,1998,11.44198
bhr,1999,8.52388
bhr,2000,5.13648
bhr,2001,5.69356
bhr,2002,4.58224
bhr,2003,4.3501
bhr,2004,4.27139
bhs,1990,64.65984
bhs,1991,62.21724
bhs,1992,58.05426
bhs,1993,59.73659
bhs,1994,59.8884
bhs,1995,56.91352
bhs,1996,57.4012
bhs,1997,58.58081
bhs,1998,57.26851
bhs,1999,56.69795
bhs,2000,56.10562
bhs,2001,57.45514
bhs,2002,57.08498
bhs,2003,58.70603
bhs,2004,51.20751
bhs,2005,54.95756
bhs,2006,58.57706
bhs,2007,44.77149
bhs,2008,43.31186
bhs,2009,50.50058
bhs,2010,36.87655
bhs,2011,36.54499
bhs,2012,34.78359
bhs,2013,39.95272
bhs,2014,35.23336
bhs,2015,28.26048
bhs,2016,20.68951
bhs,2017,20.82914
bhs,2018,21.15341
bhs,2019,18.33743
bih,2005,26.35205
bih,2006,0.02614
bih,2007,0.05891
bih,2008,0.03335
bih,2009,0.00776
bih,2010,0.00068
bih,2011,0
bih,2012,0
bih,2013,0
bih,2014,0
bih,2015,0.00011
bih,2016,0.03453
bih,2017,0.00008
bih,2018,0.0405
bih,2019,0.04527
blr,1992,4.40678
blr,1993,17.30307
blr,1994,9.83156
blr,1995,5.87822
blr,1996,5.41126
blr,1997,7.67465
blr,1998,7.4391
blr,1999,6.67686
blr,2000,5.41267
blr,2001,6.13463
blr,2002,7.52239
blr,2003,8.90413
blr,2004,6.95616
blr,2005,7.65407
blr,2006,7.02473
blr,2007,16.90029
blr,2008,21.02413
blr,2009,16.44811
blr,2010,11.17446
blr,2011,17.56704
blr,2012,16.01939
blr,2013,12.10963
blr,2014,8.34062
blr,2015,14.11433
blr,2016,11.30258
blr,2017,10.17662
blr,2018,13.26269
blr,2019,10.88158
blz,1990,48.82086
blz,1991,49.79336
blz,1992,46.61728
blz,1993,48.80492
blz,1994,48.80779
blz,1995,52.60232
blz,1996,29.17146
blz,1997,32.01698
blz,1998,30.80762
blz,1999,30.29619
blz,2000,32.08239
blz,2001,36.37087
blz,2002,39.63836
blz,2003,36.71925
blz,2004,36.29099
blz,2005,28.62998
blz,2006,27.53371
blz,2007,23.12068
blz,2008,20.50122
blz,2009,23.39125
blz,2010,20.86008
blz,2011,23.69384
blz,2012,23.41874
blz,2013,20.60796
blz,2014,22.55961
blz,2015,25.03918
blz,2016,15.90701
blz,2017,14.23218
bol,1985,20.55914
bol,1986,12.39637
bol,1987,15.27152
bol,1988,9.78797
bol,1989,8.64509
bol,1990,6.38822
bol,1991,5.38758
bol,1992,6.09541
bol,1993,4.70219
bol,1994,5.65836
bol,1995,6.03083
bol,1996,5.0138
bol,1997,5.98468
bol,1998,6.1985
bol,1999,5.00635
bol,2000,5.09305
bol,2001,4.44605
bol,2002,3.90069
bol,2003,3.22304
bol,2004,3.10622
bol,2005,3.22883
bol,2006,2.09976
bol,2007,3.34222
bra,2010,1.87041
bra,2011,2.09201
bra,2012,2.17838
bra,2013,2.42004
bra,2014,2.32401
bra,2015,2.2212
bra,2016,1.69003
bra,2017,1.76425
bra,2018,2.03218
bra,2019,1.98995
brb,2003,9.11769
brb,2004,9.91014
brb,2005,9.46695
brb,2006,8.13006
brb,2007,8.56963
brb,2008,8.38877
brb,2009,7.32778
brb,2010,8.3928
brb,2011,7.73744
brb,2012,8.36324
brb,2013,8.42935
brb,2014,9.4009
brb,2015,9.15022
brb,2016,8.57394
btn,1982,0.12058
btn,1984,0.48315
btn,1985,0.41395
btn,1986,0.36742
btn,1988,0.25546
btn,1989,0.36664
btn,1990,0.21896
btn,1991,0.37592
btn,1992,0.55415
btn,1993,0.48871
btn,1994,1.01699
btn,1995,1.15868
btn,1996,0.69156
btn,1997,1.05015
btn,1998,1.06522
btn,1999,0.98636
btn,2000,0.90522
btn,2001,1.09864
btn,2002,1.21489
btn,2003,1.65241
btn,2004,1.48302
btn,2005,2.31101
btn,2006,1.28859
btn,2007,1.01928
btn,2008,0.83237
btn,2009,0.98847
btn,2010,0.67345
btn,2011,1.01647
btn,2012,1.16597
btn,2013,0.93663
btn,2014,3.62439
btn,2015,5.00974
btn,2016,4.15559
btn,2017,4.52332
btn,2018,4.17932
bwa,1990,12.93705
bwa,1991,18.92489
bwa,1992,21.87548
bwa,1993,15.61925
bwa,1994,16.16175
bwa,1995,15.36226
bwa,1996,12.26218
bwa,2006,24.15821
bwa,2007,27.45877
bwa,2008,25.54283
bwa,2009,26.51024
bwa,2010,19.49927
bwa,2011,21.95328
bwa,2012,34.18595
bwa,2013,26.94604
bwa,2014,28.10108
bwa,2015,32.58138
bwa,2016,20.54157
bwa,2017,31.71603
bwa,2018,27.68385
bwa,2019,25.76652
caf,2004,19.4428
caf,2008,13.31137
caf,2009,13.49584
caf,2010,13.3511
caf,2011,16.80701
caf,2012,25.13384
caf,2014,8.47533
caf,2015,19.09011
caf,2016,19.52287
caf,2017,21.77957
caf,2018,21.79556
can,1990,3.08752
can,1991,2.60215
can,1992,2.77511
can,1993,2.27672
can,1994,2.47799
can,1995,1.87476
can,1996,1.55623
can,1997,1.44796
can,1998,1.37427
can,1999,1.09871
can,2000,1.05451
can,2001,1.28317
can,2002,1.3736
can,2003,1.24205
can,2004,1.16578
can,2005,1.25311
can,2006,1.26429
can,2007,1.28173
can,2008,1.35383
can,2009,1.32307
can,2010,1.21744
can,2011,1.27495
can,2012,1.28396
can,2013,1.29258
can,2014,1.32851
can,2015,1.45112
can,2016,1.50181
can,2017,1.44452
can,2018,1.59677
can,2019,1.25953
che,1972,16.29295
che,1973,13.76751
che,1974,11.2911
che,1975,11.27739
che,1976,9.74955
che,1977,9.85388
che,1978,9.48634
che,1979,9.34882
che,1980,9.16951
che,1981,8.77041
che,1982,8.14139
che,1983,8.03765
che,1984,7.43069
che,1990,2.19715
che,1991,2.13794
che,1992,2.05654
che,1993,1.88664
che,1994,1.86412
che,1995,1.73489
che,1996,1.91011
che,1997,1.5178
che,1998,1.33922
che,1999,1.41501
che,2000,1.25739
che,2001,1.25305
che,2002,1.27829
che,2003,1.27561
che,2004,1.21741
che,2005,1.07847
che,2006,1.07859
che,2007,1.04477
che,2008,0.95774
che,2009,0.99154
che,2010,1.0097
che,2011,0.9492
che,2012,0.94211
che,2013,0.92917
che,2014,0.9341
che,2015,0.88803
che,2016,0.95222
che,2017,0.88126
che,2018,0.87397
che,2019,0.88418
chl,1972,14.28571
chl,1973,12.5
chl,1974,7.00389
chl,1975,8.42788
chl,1976,7.36444
chl,1977,7.61809
chl,1978,6.25122
chl,1979,4.45668
chl,1980,4.15912
chl,1981,5.25901
chl,1982,3.56231
chl,1983,6.91078
chl,1984,9.7517
chl,1985,10.8969
chl,1986,8.84801
chl,1987,10.39995
chl,1988,8.6636
chl,1989,10.30936
chl,1990,11.69111
chl,1991,10.32119
chl,1992,9.64258
chl,1993,9.93882
chl,1994,8.93562
chl,1995,9.34303
chl,1996,9.31927
chl,1997,8.39498
chl,1998,7.95078
chl,1999,6.92688
chl,2000,6.2491
chl,2001,5.3902
chl,2002,4.46691
chl,2003,2.99813
chl,2004,2.02575
chl,2005,1.81622
chl,2006,1.56523
chl,2007,1.27655
chl,2008,1.35449
chl,2009,0.8868
chl,2010,1.12684
chl,2011,1.06365
chl,2012,1.08934
chl,2013,1.05004
chl,2014,1.10279
chl,2015,0.96423
chl,2016,0.87493
chl,2017,0.81067
chl,2018,0.82346
chl,2019,0.75607
chn,2005,-15.84169
chn,2006,5.03134
chn,2007,3.14964
chn,2008,4.83561
chn,2009,3.70844
chn,2010,4.43867
chn,2011,4.72094
chn,2012,4.7088
chn,2013,4.11621
chn,2014,2.83756
chn,2015,2.35972
chn,2016,2.27306
chn,2017,2.10943
chn,2018,1.90615
civ,1995,58.3326
civ,2001,43.72498
civ,2002,47.05573
civ,2003,49.84525
civ,2004,49.56807
civ,2005,43.96219
civ,2006,47.16312
civ,2007,42.82971
civ,2008,37.97682
civ,2009,34.62293
civ,2010,42.37482
civ,2011,40.95608
civ,2012,39.18466
civ,2013,39.83463
civ,2014,41.16053
civ,2015,25.85288
civ,2016,26.86203
civ,2017,27.80278
civ,2018,24.60156
civ,2019,24.89653
cmr,1990,15.54226
cmr,1991,13.37614
cmr,1992,18.51142
cmr,1993,19.55639
cmr,1994,21.52868
cmr,1995,27.5767
cmr,1998,30.15389
cmr,1999,28.25721
cmr,2012,11.76793
cmr,2013,10.8042
cmr,2014,11.96765
cmr,2015,11.42268
cmr,2016,11.75716
cmr,2017,12.68645
cmr,2018,11.7646
cog,2001,6.86974
cog,2002,5.61868
cog,2003,7.05786
cog,2004,4.49837
cog,2005,2.6738
cog,2006,2.44062
cog,2007,2.73821
cog,2008,1.97539
cog,2009,4.45703
cog,2010,1.99739
cog,2011,3.18447
cog,2012,3.64276
cog,2013,4.50743
cog,2014,5.30645
cog,2015,9.5413
cog,2016,9.43143
cog,2017,9.13821
cog,2018,4.78794
col,1998,6.4453
col,1999,5.03025
col,2000,5.39792
col,2003,3.12103
col,2008,5.2106
col,2009,4.26926
col,2010,4.63036
col,2011,3.55024
col,2012,2.61246
col,2013,2.06797
col,2014,1.89144
col,2015,2.21766
col,2016,1.79954
col,2017,1.7337
col,2018,1.46166
col,2019,1.42059
cpv,2005,0.09465
cpv,2006,13.7845
cpv,2007,13.80259
cpv,2008,12.99626
cpv,2009,11.98638
cpv,2010,11.74456
cpv,2011,14.24135
cpv,2012,12.65332
cpv,2013,12.70763
cpv,2014,14.11401
cpv,2015,12.12054
cpv,2016,12.15211
cpv,2017,12.84637
cri,1972,18.25397
cri,1973,17.90123
cri,1974,24.4898
cri,1975,22.11221
cri,1976,20.27397
cri,1977,22.55125
cri,1978,19.47826
cri,1979,20.09494
cri,1980,18.83469
cri,1981,27.37978
cri,1982,29.35995
cri,1983,22.37638
cri,1984,21.02804
cri,1985,21.1168
cri,1986,21.05938
cri,1987,23.01655
cri,1988,34.21113
cri,1989,32.4236
cri,1990,22.95775
cri,1991,19.65297
cri,1992,16.5527
cri,1993,14.95916
cri,1994,14.43331
cri,1995,14.89237
cri,1996,8.38283
cri,1997,9.11269
cri,1998,8.49703
cri,1999,5.7203
cri,2000,4.84461
cri,2001,4.58712
cri,2002,4.39269
cri,2003,4.5397
cri,2004,5.07413
cri,2005,5.07622
cri,2006,4.9528
cri,2007,5.07998
cri,2008,5.08175
cri,2009,4.01518
cri,2010,4.12335
cri,2011,4.95646
cri,2012,4.87052
cri,2013,5.06986
cri,2014,5.21498
cri,2015,5.15945
cri,2016,5.55767
cri,2017,5.74454
cri,2018,5.12591
cri,2019,4.95201
cyp,1972,27.23973
cyp,1973,27.39181
cyp,1974,18.63547
cyp,1975,11.88267
cyp,1976,14.12961
cyp,1977,20.41792
cyp,1978,20.18357
cyp,1979,18.85342
cyp,1980,18.97138
cyp,1981,18.58577
cyp,1982,18.7557
cyp,1983,19.08127
cyp,1984,19.01067
cyp,1985,18.07828
cyp,1986,16.55253
cyp,1987,17.01948
cyp,1988,17.2204
cyp,1989,16.68723
cyp,1990,15.60722
cyp,1991,15.53212
cyp,1992,14.08818
cyp,1993,10.26921
cyp,1994,8.51616
cyp,1995,7.61997
cyp,1996,7.00317
cyp,1997,5.58617
cyp,1998,3.7358
cyp,1999,3.61862
cyp,2000,3.59465
cyp,2001,3.53942
cyp,2002,3.39562
cyp,2003,2.61633
cyp,2004,0.91877
cyp,2005,0.02789
cyp,2006,0.02549
cyp,2007,0.0043
cyp,2008,0.01508
cyp,2009,0.01047
cyp,2010,0.01706
cyp,2011,0.02689
cyp,2012,0.0202
cyp,2013,0.03671
cyp,2014,0.00145
cyp,2015,0.05695
cyp,2016,-0.01874
cyp,2017,0.06363
cyp,2018,0.05489
cyp,2019,0.16612
cze,1993,3.94158
cze,1994,4.07936
cze,1995,3.27164
cze,1996,3.38343
cze,1997,2.41962
cze,1998,2.03749
cze,1999,1.71927
cze,2000,1.84886
cze,2001,1.23171
cze,2002,1.13161
cze,2003,1.04525
cze,2004,0.38477
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,1972,0.81164
deu,1973,0.41691
deu,1974,0.21893
deu,1975,0.02931
deu,1976,0.03309
deu,1977,0.03037
deu,1978,0.02554
deu,1979,0.02383
deu,1980,0.01879
deu,1981,0.01772
deu,1982,0.02081
deu,1983,0.01823
deu,1984,0.01518
deu,1985,0.01083
deu,1986,0.01043
deu,1987,0.00846
deu,1988,0
deu,1989,0
deu,1990,0
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0
deu,1995,0
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
dnk,1972,3.05966
dnk,1973,1.11359
dnk,1974,0.68533
dnk,1975,0.65411
dnk,1976,0.46291
dnk,1977,0.26499
dnk,1978,0.1058
dnk,1979,0.09911
dnk,1980,0.09096
dnk,1981,0.07697
dnk,1982,0.07701
dnk,1983,0.0744
dnk,1984,0.07612
dnk,1985,0.06927
dnk,1986,0.06636
dnk,1987,0.0581
dnk,1988,0.06007
dnk,1989,0.05857
dnk,1990,0.05813
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1994,0
dnk,1995,0
dnk,1996,0
dnk,1997,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,0.02494
dnk,2013,0.02503
dnk,2014,0.03206
dnk,2015,0.03892
dnk,2016,0.04403
dnk,2017,0.04035
dnk,2018,0.04837
dnk,2019,0.05779
dom,1972,40.32165
dom,1973,43.21244
dom,1974,46.62392
dom,1975,48.94052
dom,1976,41.75041
dom,1977,44.67451
dom,1978,37.63251
dom,1979,38.46154
dom,1980,31.16609
dom,1981,28.48288
dom,1982,23.87002
dom,1983,26.31045
dom,1984,28.15842
dom,1985,33.69812
dom,1986,29.58863
dom,1987,39.07941
dom,1988,40.31199
dom,1989,40.60209
dom,1990,40.05115
dom,1991,42.99891
dom,1992,44.16927
dom,1993,43.29005
dom,1994,38.10509
dom,1995,36.38201
dom,1996,36.55172
dom,1997,35.93011
dom,1998,36.80515
dom,1999,39.1739
dom,2000,42.42554
dom,2001,30.78601
dom,2002,31.63431
dom,2003,20.86543
dom,2004,28.00207
dom,2005,22.955
dom,2006,13.65936
dom,2007,9.45466
dom,2008,9.52285
dom,2009,8.83307
dom,2010,8.17578
dom,2011,7.22901
dom,2012,6.62784
dom,2013,5.97011
dom,2014,5.99431
dom,2015,5.50677
dom,2016,6.28658
dom,2017,6.12291
dom,2018,6.09459
dom,2019,5.66218
egy,1975,23.9821
egy,1976,20.0495
egy,1977,36.89791
egy,1978,25.83377
egy,1979,22.11781
egy,1981,20.05575
egy,1982,20.44756
egy,1983,16.1751
egy,1984,17.0195
egy,1985,15.67384
egy,1986,13.54016
egy,1987,11.63954
egy,1988,13.03767
egy,1989,13.34795
egy,1990,12.92806
egy,1991,9.53549
egy,1992,10.13435
egy,1993,9.46849
egy,1994,9.76988
egy,1995,10.07372
egy,1996,12.19242
egy,1997,11.99286
egy,2002,7.59296
egy,2003,7.55001
egy,2004,7.449
egy,2005,5.82661
egy,2006,5.48717
egy,2007,5.04219
egy,2008,5.63464
egy,2009,4.88347
egy,2010,4.84635
egy,2011,4.58858
egy,2012,4.23889
egy,2013,4.15497
egy,2014,3.40363
egy,2015,4.06164
esp,1972,9.93271
esp,1973,10.29271
esp,1974,9.66374
esp,1975,9.03605
esp,1976,10.86695
esp,1977,11.03153
esp,1978,8.53016
esp,1979,8.67831
esp,1980,3.78052
esp,1981,3.79964
esp,1982,4.17275
esp,1983,4.20296
esp,1984,4.0173
esp,1985,4.70742
esp,1986,2.72324
esp,1987,2.56492
esp,1988,2.4625
esp,1989,2.05562
esp,1990,1.61649
esp,1991,1.06975
esp,1992,0.54181
esp,1993,0.0519
esp,1994,0.00981
esp,2017,0
esp,2018,0
esp,2019,0
est,1991,0.79983
est,1992,2.31126
est,1993,1.81599
est,1994,1.82451
est,1995,0.04462
est,1996,0.00222
est,1997,0.00296
est,1998,0.00053
est,1999,0
est,2000,0.10513
est,2001,0.10928
est,2002,0.09114
est,2003,0.1118
est,2004,0.02301
est,2005,0
est,2006,0
est,2007,0
est,2008,0
est,2009,0
est,2010,0
est,2011,0
est,2012,0
est,2013,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,1990,14.32824
eth,1991,16.78443
eth,1992,18.47114
eth,1993,21.30145
eth,1994,27.34822
eth,1995,27.23133
eth,1996,24.94704
eth,1997,26.15271
eth,1998,25.0513
eth,1999,24.87303
eth,2001,25.85535
eth,2002,33.47038
eth,2003,31.26549
eth,2004,32.68808
eth,2005,33.85795
eth,2006,48.13249
eth,2007,48.85801
eth,2008,30.22868
eth,2009,24.81476
eth,2010,29.08892
eth,2011,29.65932
eth,2012,38.3118
eth,2013,33.19355
eth,2014,19.22314
eth,2015,18.80101
eth,2016,19.30874
eth,2017,18.74062
eth,2018,21.88626
eth,2019,15.18509
fin,1972,3.06905
fin,1973,2.87545
fin,1974,2.837
fin,1975,3.09158
fin,1976,1.83685
fin,1977,1.86368
fin,1978,1.55807
fin,1979,1.50039
fin,1980,1.9662
fin,1981,1.5105
fin,1982,1.46702
fin,1983,1.2701
fin,1984,1.18582
fin,1985,0.79879
fin,1986,0.7725
fin,1987,0.86844
fin,1988,1.07314
fin,1989,0.96094
fin,1990,0.88322
fin,1991,0.81516
fin,1992,0.87801
fin,1993,0.80274
fin,1994,0.88811
fin,1995,0.10908
fin,1996,0.02613
fin,1997,0.00224
fin,1998,-0.00208
fin,1999,-0.01218
fin,2000,-0.01439
fin,2001,-0.00358
fin,2002,0
fin,2003,0.00172
fin,2004,0.00166
fin,2005,0.00159
fin,2006,0
fin,2007,0
fin,2008,0
fin,2009,0
fin,2010,0
fin,2011,0
fin,2012,0
fin,2013,0.00128
fin,2014,0
fin,2015,0
fin,2016,0
fin,2017,0
fin,2018,0
fin,2019,0
fji,1990,31.6347
fji,1991,29.12633
fji,1992,25.98992
fji,1993,21.44309
fji,1994,21.03099
fji,1995,22.73656
fji,1996,21.33527
fji,2004,18.33148
fji,2005,17.96704
fji,2006,15.92793
fji,2010,19.48486
fji,2011,17.55138
fji,2012,19.25491
fji,2013,20.49757
fji,2014,20.56636
fji,2015,19.77615
fji,2016,20.25273
fji,2017,18.70368
fji,2018,19.09029
fji,2019,19.36535
fra,1972,0.32954
fra,1973,0.26817
fra,1974,0.08743
fra,1975,0.03873
fra,1976,0.03186
fra,1977,0.04292
fra,1978,0.03782
fra,1979,0.03184
fra,1980,0.05337
fra,1981,0.03883
fra,1982,0.03342
fra,1983,0.02989
fra,1984,0.03269
fra,1985,0.03031
fra,1986,0.03332
fra,1987,0.02635
fra,1988,0.01881
fra,1989,0.00812
fra,1990,0.01118
fra,1991,0.01008
fra,1992,0
fra,1993,0
fra,1994,0.0066
fra,1995,0.00405
fra,1996,0.00183
fra,1997,0.00692
fra,1998,0.00651
fra,1999,0.00392
fra,2000,0.003
fra,2001,0.00106
fra,2002,0.00074
fra,2003,-0.00073
fra,2004,-0.00154
fra,2005,0.00981
fra,2006,-0.03231
fra,2007,-0.01202
fra,2008,-0.01304
fra,2009,-0.01209
fra,2010,-0.01262
fra,2011,-0.00194
fra,2012,-0.01388
fra,2013,-0.00404
fra,2014,-0.01211
fra,2015,-0.01233
fra,2016,-0.01147
fra,2017,-0.0124
fra,2018,-0.01214
fra,2019,-0.01119
fsm,2008,6.62399
fsm,2009,5.15756
fsm,2010,4.75
fsm,2011,4.55628
