geo,time,ny_gdp_fcst_kd
esp,2003,966197110542.96802
esp,2004,993275882151.56189
esp,2005,1027655248580.46997
esp,2006,1071208067589.06006
esp,2007,1114662139950.38989
esp,2008,1128909394978.90991
esp,2009,1092281045920.69995
esp,2010,1091126043001.56006
esp,2011,1086379546855.46997
esp,2012,1055005850847.27002
esp,2013,1041395456217.96997
esp,2014,1051219083351.56006
esp,2015,1085623968576.94995
esp,2016,1116192158226.56006
esp,2017,1150641423967.58008
esp,2018,1179310127548.43994
esp,2019,1204538231655.46997
est,1995,8855988765.80585
est,1996,9290407443.00117
est,1997,10403829147.5398
est,1998,11074663940.9824
est,1999,11084811545.8801
est,2000,12112619907.2394
est,2001,12793310503.6894
est,2002,13619767794.1969
est,2003,14661212068.982
est,2004,15573009762.4976
est,2005,17052510807.2465
est,2006,18628563882.7633
est,2007,19948022131.091
est,2008,19367051224.7117
est,2009,16470295027.4039
est,2010,17143255647.5449
est,2011,18449910117.1148
est,2012,18941837066.457
est,2013,19156521153.7156
est,2014,19687298806.4359
est,2015,20017322306.2394
est,2016,20606141906.807
est,2017,21924330872.3879
est,2018,22947494812.7871
est,2019,24019865649.8855
eth,1981,10169963335.2007
eth,1982,10237771644.2584
eth,1983,11302043756.1742
eth,1984,10647712574.6465
eth,1985,9621797173.57208
eth,1986,10534880238.6265
eth,1987,11988771725.7523
eth,1988,12002243369.0936
eth,1989,12023049239.3852
eth,1990,12433519323.4798
eth,1991,11600865891.0097
eth,1992,10742740952.1445
eth,1993,12028105238.109
eth,1994,12218874132.0114
eth,1995,12971943102.5162
eth,1996,14624007537.9905
eth,1997,15039369702.3266
eth,1998,14497322963.9334
eth,1999,15240370144.5303
eth,2000,16136908711.9512
eth,2001,17333921479.7136
eth,2002,17617145784.1995
eth,2003,17247394124.3934
eth,2004,19270444837.4151
eth,2005,21707024840.1114
eth,2006,24211903344.1833
eth,2007,27067712122.4664
eth,2008,30095811028.8475
eth,2009,33117847987.0287
eth,2010,36617446378.6469
eth,2011,40786701986.3362
eth,2012,44334944140.38609
eth,2013,48742983336.438
eth,2014,53759903783.3582
eth,2015,59357907701.1883
eth,2016,65288682891.1815
eth,2017,71954458144.92889
eth,2018,77496893912.9657
eth,2019,84500328332.87041
eth,2020,89618672458.5484
fin,1970,68688892349.8863
fin,1971,70456673690.9547
fin,1972,75538588898.03909
fin,1973,80210545749.11491
fin,1974,83207158106.5789
fin,1975,84032297295.77229
fin,1976,84931442104.2832
fin,1977,85170050618.0023
fin,1978,88024619806.66991
fin,1979,94324459518.4352
fin,1980,99632038552.34381
fin,1981,101049996026.563
fin,1982,103767193095.703
fin,1983,107496265921.09399
fin,1984,111055583274.21899
fin,1985,114966616213.672
fin,1986,117786997981.64101
fin,1987,121499428113.672
fin,1988,127297742480.078
fin,1989,133635280111.328
fin,1990,135619089159.76601
fin,1991,127449745746.09399
fin,1992,123607502605.85899
fin,1993,123524289139.062
fin,1994,129206104651.953
fin,1995,134670455638.28101
fin,1996,139726505880.85901
fin,1997,148377377889.06201
fin,1998,156249371848.047
fin,1999,163512243230.078
fin,2000,174071477410.15601
fin,2001,178850149430.078
fin,2002,181241149709.375
fin,2003,183363647869.14096
fin,2004,190446778162.89096
fin,2005,195365248807.03101
fin,2006,202786780532.422
fin,2007,214960355968.35901
fin,2008,216928631836.328
fin,2009,198224463526.172
fin,2010,204636338521.09399
fin,2011,208541823896.09399
fin,2012,204573096286.328
fin,2013,202417312739.84399
fin,2014,201794876008.203
fin,2015,202595944315.23401
fin,2016,207880554213.28101
fin,2017,215707058143.75
fin,2018,218595120198.04697
fin,2019,221537548383.98401
fji,1960,654756034.14434
fji,1961,680466109.0522
fji,1962,702749127.79725
fji,1963,738743067.58318
fji,1964,759312173.0483
fji,1965,736539677.04695
fji,1966,746334064.66871
fji,1967,839625843.38794
fji,1968,897167953.20832
fji,1969,910390442.53173
fji,1970,1024495377.48974
fji,1971,1091096861.13622
fji,1972,1176798688.30874
fji,1973,1326408085.79637
fji,1974,1360933098.55815
fji,1975,1362401750.44051
fji,1976,1399131529.44751
fji,1977,1483117902.54604
fji,1978,1509808417.73222
fji,1979,1691738887.16181
fji,1980,1663335724.34797
fji,1981,1762504641.90115
fji,1982,1743649944.97119
fji,1983,1674599314.13568
fji,1984,1815148842.54199
fji,1985,1731407400.67087
fji,1986,1865589817.73167
fji,1987,1742180742.80524
fji,1988,1758831719.02881
fji,1989,1871343748.06908
fji,1990,1938988789.52203
fji,1991,1884928099.20681
fji,1992,2002399741.71389
fji,1993,2054619529.6266
fji,1994,2159299723.14881
fji,1995,2212482030.97442
fji,1996,2319063045.3505
fji,1997,2268529153.3379
fji,1998,2297805272.58728
fji,1999,2499475079.84074
fji,2000,2458917291.85878
fji,2001,2507027223.39864
fji,2002,2587117054.66898
fji,2003,2610612552.36214
fji,2004,2753543590.81983
fji,2005,2770605881.10862
fji,2006,2821694009.31054
fji,2007,2797686425.28184
fji,2008,3028542549.99828
fji,2009,2986565766.0645
fji,2010,3074808990.38051
fji,2011,3202556010.70527
fji,2012,3354172080.57424
fji,2013,3542123633.31653
fji,2014,3542123633.31653
fji,2015,3674868850.11442
fji,2016,3688281984.87981
fji,2017,3850494960.29727
fji,2018,3954691953.39774
fji,2019,3972641699.52416
fji,2020,3558983935.36155
fra,1960,464611567674.49298
fra,1961,487026452141.16803
fra,1962,518332978238.97198
fra,1963,548080295885.966
fra,1964,582623105657.35095
fra,1965,611189510929.23096
fra,1966,642295102245.42004
fra,1967,675161959399.17896
fra,1968,714135435704.31299
fra,1969,762313742279.39014
fra,1970,813903448389.94214
fra,1971,857516384135.48804
fra,1972,891898670802.323
fra,1973,948329893296.24011
fra,1974,1001932315038.37
fra,1975,988258651546.00195
fra,1976,1024699677104.82996
fra,1977,1067934316663.72998
fra,1978,1104144098655.3999
fra,1979,1136392435879.92993
fra,1980,1159516765966.73999
fra,1981,1172504556327.94995
fra,1982,1200404173310.8501
fra,1983,1215465295987.1001
fra,1984,1234440716899.23999
fra,1985,1253956080040.58008
fra,1986,1279715011728.40991
fra,1987,1307474310835.06006
fra,1988,1365864366132.73999
fra,1989,1428547015852.94995
fra,1990,1472086986702.27002
fra,1991,1488357085661.73999
fra,1992,1516576625139.09009
fra,1993,1507387510675.43994
fra,1994,1538478509456.18994
fra,1995,1573353590711.43994
fra,1996,1596631709270.51001
fra,1997,1633087327142.87012
fra,1998,1693471014006.6001
fra,1999,1751916074515.34009
fra,2000,1819912830533.80005
fra,2001,1856032808552.11011
fra,2002,1876718981842.73999
fra,2003,1890095171614.97998
fra,2004,1947380646916.34009
fra,2005,1976251260762.55005
fra,2006,2025209733087.51001
fra,2007,2076909448954.47998
fra,2008,2087589297171.38965
fra,2009,2032793615396.12964
fra,2010,2068195168284.58008
fra,2011,2114494342361.08008
fra,2012,2126438170962.75
fra,2013,2139610059469.37012
fra,2014,2163393320385.81006
fra,2015,2182928888866.40967
fra,2016,2204064077585.81982
fra,2017,2252015631458.12012
fra,2018,2293450838601.72021
fra,2019,2327998137573.22021
fro,2015,2237429212.68152
fsm,1995,293596171.98898
fsm,1996,283629904.55834
fsm,1997,266632637.57685
fsm,1998,273079514.53987
fsm,1999,273993178.75641
fsm,2000,285606635.57162
fsm,2001,293323693.84576
fsm,2002,295145834.68926
fsm,2003,297266391.62393
fsm,2004,287820958.18813
fsm,2005,290951149.74676
fsm,2006,291680265.46364
fsm,2007,287528118.75577
fsm,2008,281638259.22499
fsm,2009,283981104.37359
fsm,2010,289567749.29284
fsm,2011,300893554.26528
fsm,2012,296454922.92231
fsm,2013,285545032.94524
fsm,2014,281148810.14717
fsm,2015,293137200
fsm,2016,294624352.24572
fsm,2017,300220983.27493
fsm,2018,300271821.65292
fsm,2019,307249259.34126
fsm,2020,300717305.90896
gab,2001,9287772198.91082
gab,2002,9277313389.30471
gab,2003,9492966177.96179
gab,2004,9588115769.00888
gab,2005,9795993016.85508
gab,2006,9513248243.94328
gab,2007,9942840289.27368
gab,2008,9602161381.30444
gab,2009,9367271881.79836
gab,2010,10158185654.1068
gab,2011,10889626390.4179
gab,2012,11464178910.5874
gab,2013,12120998638.6979
gab,2014,12624151396.372
gab,2015,13164060130.5759
gab,2016,13473922299.3234
gab,2017,13672062674.5663
gab,2018,15210082333.2108
gab,2019,15806440578.9864
gab,2020,15515955989.6752
gbm,2012,6493297173.41482
gbm,2013,6761283422.45989
gbm,2014,7104268907.56303
gbm,2015,7072386554.62185
gbm,2016,7557446906.03514
gbm,2017,7911537051.18411
gbm,2018,8087011459.12911
gbm,2019,8100310160.42781
gbr,1960,697193864886.21594
gbr,1961,716999428314.99902
gbr,1962,726183532236.72192
gbr,1963,764207579000.64111
gbr,1964,806974899532.28699
gbr,1965,827090392838.41296
gbr,1966,838665597837.71814
gbr,1967,857990545464.96387
gbr,1968,906213828515.56287
gbr,1969,924273603856.60986
gbr,1970,944699026887.30005
gbr,1971,980602973605.20605
gbr,1972,1023656267695.64001
gbr,1973,1093400958430.54004
gbr,1974,1068429897555.31995
gbr,1975,1053166977985.06995
gbr,1976,1081562237899.39001
gbr,1977,1106627625298.87988
gbr,1978,1147974060147.3501
gbr,1979,1186339478301.33008
gbr,1980,1162735402652.94995
gbr,1981,1156551778855.55005
gbr,1982,1182996129259.21997
gbr,1983,1232587894911.61011
gbr,1984,1256662104431.36011
gbr,1985,1311420864752.36011
gbr,1986,1349108030570.5
gbr,1987,1420827587898.48999
gbr,1988,1500819426029.3999
gbr,1989,1540679096349.92993
gbr,1990,1555662032319.5
gbr,1991,1544651287868.6001
gbr,1992,1553232002548.91992
gbr,1993,1592657470802.29004
gbr,1994,1650006465193.45996
gbr,1995,1686506315500.27002
gbr,1996,1726032100694.3501
gbr,1997,1790028863865.62012
gbr,1998,1850092364822.32007
gbr,1999,1913985819664.1001
gbr,2000,1987524529424.32007
gbr,2001,2045110087973.34009
gbr,2002,2092921628969.83008
gbr,2003,2162121321669.47998
gbr,2004,2215221133857.83984
gbr,2005,2295359701288.83984
gbr,2006,2356336521517.06982
gbr,2007,2413230354258.52002
gbr,2008,2410463444917.16016
gbr,2009,2309844054638.1001
gbr,2010,2361031883564.35986
gbr,2011,2403857596829.93994
gbr,2012,2439161148292.43994
gbr,2013,2492546934497.91992
gbr,2014,2556497283782.02979
gbr,2015,2611468652706.22021
gbr,2016,2662303132617.87012
gbr,2017,2715148412454.6001
gbr,2018,2750592704328.52002
gbr,2019,2791206986843.16016
geo,2003,6481007142.59767
geo,2004,6841713889.7777
geo,2005,7549189425.52244
geo,2006,8276568587.56117
geo,2007,9251306590.55142
geo,2008,9505173428.60089
geo,2009,9116319533.3805
geo,2010,10459682372.3922
geo,2011,11189427654.187
geo,2012,11881892470.4988
geo,2013,12359399709.2385
geo,2014,12881810960.1852
geo,2015,13306834706.7378
geo,2016,13722119702.8509
geo,2017,14372152739.4315
geo,2018,15070262946.3261
geo,2019,15840902739.4853
geo,2020,14797061251.4483
gha,2006,24699649416.5295
gha,2007,25773669861.905
gha,2008,28131390776.4908
gha,2009,29494715140.6344
gha,2010,31823873905.1932
gha,2011,36294580082.103
gha,2012,39667599730.21529
gha,2013,43119191440.042
gha,2014,44336003174.0323
gha,2015,45264961637.8614
gha,2016,46758592688.8698
gha,2017,50648921888.576
gha,2018,53754560218.8102
gha,2019,57263921374.4462
gha,2020,57651054529.3164
gin,1986,2932083074.63062
gin,1987,3022510390.63628
gin,1988,3216420031.85721
gin,1989,3297116563.91633
gin,1990,3454567704.88898
gin,1991,3455861725.4405
gin,1992,3565242891.56682
gin,1993,3740922442.04717
gin,1994,3886701264.26974
gin,1995,4060306995.10821
gin,1996,4224408147.53289
gin,1997,4398616935.21334
gin,1998,4569425295.2806
gin,1999,4752482394.61598
gin,2000,4888654216.04559
gin,2001,5069844171.71637
gin,2002,5268857172.62874
gin,2003,5339211032.74615
gin,2004,5459069009.27042
gin,2005,5583754837.7721
gin,2006,5551532835.37452
gin,2007,5783705073.83283
gin,2008,6009356368.38773
gin,2009,5961951356.53944
gin,2010,6297780299.60307
gin,2011,6659784781.38895
gin,2012,7025785994.02324
gin,2013,7321363875.71975
gin,2014,7585978080.9562
gin,2015,7941965883.97164
gin,2016,8678109570.7413
gin,2017,9760662660.96558
gin,2018,10475082445.2811
gin,2019,11175510902.5957
gin,2020,12053491281.1039
gmb,2004,1033747100.79833
gmb,2005,1008487410.89629
gmb,2006,1001764917.26221
gmb,2007,1031854956.94651
gmb,2008,1096770919.0431
gmb,2009,1170038188.88645
gmb,2010,1238683462.98282
gmb,2011,1134789144.48283
gmb,2012,1193772623.43617
gmb,2013,1226446917.41894
gmb,2014,1208563898.5215
gmb,2015,1257477880.87385
gmb,2016,1281890529.0419
gmb,2017,1343507252.20337
gmb,2018,1440630584.4246
gmb,2019,1531007695.22779
gmb,2020,1528143605.71499
gnb,2000,655046121.82468
gnb,2001,669502491.20936
gnb,2002,655532486.69374
gnb,2003,668326715.94339
gnb,2004,679709070.47606
gnb,2005,712184549.961
gnb,2006,698421917.49567
gnb,2007,719920188.63366
gnb,2008,741156273.6923
gnb,2009,768742951.86774
gnb,2010,802205261.42221
gnb,2011,908628240.41711
gnb,2012,896279194.62588
gnb,2013,926415919.22471
gnb,2014,930529020.74604
gnb,2015,984218045.58333
gnb,2016,1042713178.84181
gnb,2017,1099284715.66931
gnb,2018,1137189161.7869
gnb,2019,1188362673.9953
gnb,2020,1159841962.07346
gnq,2006,10314307996.0964
gnq,2007,11875597906.7413
gnq,2008,14065150640.5135
gnq,2009,14194269291.4668
gnq,2010,12937690003.0383
gnq,2011,13835397471.9352
gnq,2012,14997967737.7171
gnq,2013,14340653272.2912
gnq,2014,14357400744.5648
gnq,2015,13020204846.3638
gnq,2016,11868002965.6482
gnq,2017,11204615290.6872
gnq,2018,10497391422.9704
gnq,2019,9903163419.19842
grc,1970,74010730843.46518
grc,1971,79906058798.00191
grc,1972,87198697301.37579
grc,1973,94455191203.31169
grc,1974,92744912586.82579
grc,1975,97485614856.60471
grc,1976,103385245502.131
grc,1977,106432594774.571
grc,1978,113254490258.22301
grc,1979,117348603919.758
grc,1980,119768296202.407
grc,1981,119986598411.201
grc,1982,120666464639.57401
grc,1983,121157001369.26401
grc,1984,124698327970.868
grc,1985,128921816383.01401
grc,1986,131157916458.138
grc,1987,130522226595.019
grc,1988,136882560278.119
grc,1989,141982989926.81
grc,1990,140074200592.47198
grc,1991,144792528425.298
grc,1992,145921909363.25601
grc,1993,145227700461.746
grc,1994,147296558111.302
grc,1995,150242921739.46201
grc,1996,153951164569.84399
grc,1997,160574467231.69101
grc,1998,168190620832.25201
grc,1999,171445883944.29099
grc,2000,177834782036.76099
grc,2001,183898425315.832
grc,2002,191030141179.06201
grc,2003,202787898921.41501
grc,2004,214613080652.61896
grc,2005,215453690889.56
grc,2006,224878731064.76096
grc,2007,230947033188.45901
grc,2008,230518140994.97198
grc,2009,222721810267.564
grc,2010,210056038270.651
grc,2011,191147023924.03799
grc,2012,178832775567.724
grc,2013,174084446506.33499
grc,2014,174887581835.88101
grc,2015,173764622758.535
grc,2016,171989855924.30701
grc,2017,175498556189.849
grc,2018,178595691524.716
grc,2019,180237152604.16101
grd,1977,259489006.12845
grd,1978,270171277.6145
grd,1979,284596010.38166
grd,1980,288848791.54439
grd,1981,293252521.83491
grd,1982,301411739.38779
grd,1983,308917426.93682
grd,1984,321770929.60561
grd,1985,336119343.11446
grd,1986,363869503.35512
grd,1987,391278547.44979
grd,1988,399628042.33715
grd,1989,412243585.97024
grd,1990,429147759.45167
grd,1991,438535214.66861
grd,1992,438940057.15142
grd,1993,435368636.2351
grd,1994,443947823.27557
grd,1995,454904143.62882
grd,1996,467230847.35311
grd,1997,486579819.96025
grd,1998,546094901.4844
grd,1999,585731811.3942
grd,2000,618954468.30174
grd,2001,612109389.23204
grd,2002,632442091.23666
grd,2003,686528199.05404
grd,2004,687326305.36966
grd,2005,773149036.97929
grd,2006,739265986.75473
grd,2007,785722767.09861
grd,2008,798970611.69104
grd,2009,753957151.09613
grd,2010,738978754.18135
grd,2011,740043169.44692
grd,2012,735778898.5254
grd,2013,759206792.48363
grd,2014,808449970.39101
grd,2015,853760555.55555
grd,2016,872168648.88727
grd,2017,907142371.47346
grd,2018,940316206.59302
grd,2019,952147945.8225
grd,2020,821877648.7403
grl,2003,1824848644.78286
grl,2004,1930135034.61281
grl,2005,2024581082.33197
grl,2006,2132153295.09902
grl,2007,2168328174.76263
grl,2008,2307520938.15952
grl,2009,2317685923.49343
grl,2010,2367281354.49228
grl,2011,2358536350.07383
grl,2012,2388892771.35211
grl,2013,2357809042.77567
grl,2014,2470489723.47032
grl,2015,2424634730.0049
grl,2016,2546787722.41616
grl,2017,2556017598.36672
grl,2018,2602201611.80034
grl,2019,2652628251.13995
gtm,1960,5933733638.11802
gtm,1961,6239936016.84247
gtm,1962,6395462040.27773
gtm,1963,7026924088.97984
gtm,1964,7465793719.20435
gtm,1965,7831361617.89607
gtm,1966,8344210683.65673
gtm,1967,8782793869.6986
gtm,1968,9558259479.29019
gtm,1969,10024940930.9551
gtm,1970,10590343057.8923
gtm,1971,11183754439.7142
gtm,1972,11984625823.5944
gtm,1973,12917451880.8182
gtm,1974,13669365301.5546
gtm,1975,13867577371.1582
gtm,1976,15623026544.5383
gtm,1977,17004689575.2621
gtm,1978,17858978563.4815
gtm,1979,18726763891.5942
gtm,1980,19491953893.034
gtm,1981,19689975784.756
gtm,1982,18693715267.5588
gtm,1983,17697095626.9539
gtm,1984,17387014883.8049
gtm,1985,17053773256.9145
gtm,1986,17044270383.3223
gtm,1987,17669561155.1896
gtm,1988,18404228663.1326
gtm,1989,19091905858.225
gtm,1990,19423707919.47449
gtm,1991,20077083883.5868
gtm,1992,21271173097.2828
gtm,1993,21965462537.6557
gtm,1994,22820744549.108
gtm,1995,24003531105.5775
gtm,1996,24727630664.9704
gtm,1997,25884467738.9866
gtm,1998,27272469056.0932
gtm,1999,28264754671.3444
gtm,2000,28756834972.897
gtm,2001,35775784808.0439
gtm,2002,37289490605.694
gtm,2003,38183920890.4705
gtm,2004,39322498210.6928
gtm,2005,40632432799.2812
gtm,2006,42819419087.73849
gtm,2007,45450532370.9783
gtm,2008,46992688135.0413
gtm,2009,47220271392.8134
gtm,2010,48359173604.6147
gtm,2011,50338324493.457
gtm,2012,51951251370.7891
gtm,2013,53905870669.648
gtm,2014,56328006626.8206
gtm,2015,58550474865.4439
gtm,2016,60059909425.8354
gtm,2017,61731668630.65649
gtm,2018,63586999896.8941
gtm,2019,65897339021.2484
gtm,2020,65087582203.385
guy,1960,1468009577.75232
guy,1961,1546381128.11535
guy,1962,1581392880.30524
guy,1963,1377801767.24127
guy,1964,1519490885.22147
guy,1965,1674261651.60561
guy,1966,1730118160.16927
guy,1967,1811269011.38215
guy,1968,1825847379.78956
guy,1969,1947611412.72341
guy,1970,2028434292.91143
guy,1971,2106155536.46573
guy,1972,2044353848.67135
guy,1973,2085075227.01909
guy,1974,2290882116.8352
guy,1975,2521362345.74485
guy,1976,2530999734.86365
guy,1977,2442763131.64634
guy,1978,2372481533.22985
guy,1979,2311352693.20813
guy,1980,2342977665.57085
guy,1981,2269029779.37473
guy,1982,2014296600.34843
guy,1983,1775368018.1661
guy,1984,1741403293.74974
guy,1985,1772035336.65233
guy,1986,1771918123.64001
guy,1987,1824474635.08757
guy,1988,1769497104.63366
guy,1989,1682496830.3225
guy,1990,1630886498.10402
guy,1991,1729683419.40125
guy,1992,1863870283.08061
guy,1993,2016243645.44561
guy,1994,2188278086.6716
guy,1995,2298380128.1024
guy,1996,2481228162.36809
guy,1997,2634584578.3423
guy,1998,2590347150.18968
guy,1999,2667025358.41524
guy,2000,2630652362.47471
guy,2001,2690618653.62074
guy,2002,2721093325.99835
guy,2003,2703889880.92192
guy,2004,2746161201.3792
guy,2005,2692584761.31607
guy,2006,2830703839.90917
guy,2007,3034273931.64664
guy,2008,3082671532.27653
guy,2009,3202759390.36291
guy,2010,3322933093.62186
guy,2011,3500689830.97672
guy,2012,3689453827.12679
guy,2013,3824874586.87114
guy,2014,3887183874.63518
guy,2015,3945825665.85956
guy,2016,4085128535.07501
guy,2017,4235543584.96326
guy,2018,4407858692.21183
guy,2019,4598029595.35695
guy,2020,6838617214.74249
hkg,2015,299987486777.26501
hnd,1960,2196495227.54691
hnd,1961,2249153718.85335
hnd,1962,2390380044.30409
hnd,1963,2481363153.42977
hnd,1964,2603587967.92452
hnd,1965,2836766364.66421
hnd,1966,3000698416.80001
hnd,1967,3186370107.48403
hnd,1968,3385246386.90012
hnd,1969,3406663850.36464
hnd,1970,3479934148.86918
hnd,1971,3631305547.18175
hnd,1972,3856752452.22313
hnd,1973,4146613086.54062
hnd,1974,4098302931.64568
hnd,1975,4177209348.95656
hnd,1976,4574962017.06732
hnd,1977,4959832096.68401
hnd,1978,5178216811.8633
hnd,1979,5503617643.96354
hnd,1980,5609056339.99039
hnd,1981,5533008392.00681
hnd,1982,5466765817.70919
hnd,1983,5581387463.85744
hnd,1984,5858112002.96234
hnd,1985,6136783342.1096
hnd,1986,6450826038.41435
hnd,1987,6867895864.56095
hnd,1988,7002054291.79731
hnd,1989,7270132604.07593
hnd,1990,7324564960.19679
hnd,1991,7190703139.02295
hnd,1992,7721208366.19105
hnd,1993,8301476585.00291
hnd,1994,8206158493.30713
hnd,1995,8716170251.04191
hnd,1996,8913073942.96868
hnd,1997,9318033314.29511
hnd,1998,9776836783.85872
hnd,1999,9751260276.3238
hnd,2000,10549294296.8279
hnd,2001,10845198812.0125
hnd,2002,11250283547.7158
hnd,2003,11749872391.8214
hnd,2004,12483459440.5081
hnd,2005,13245294999.8584
hnd,2006,14157017047.5119
hnd,2007,15048850395.201
hnd,2008,15862800905.1723
hnd,2009,15501755433.6759
hnd,2010,16072102152.6548
hnd,2011,16673604192.2922
hnd,2012,17377194273.1754
hnd,2013,17905337607.9442
hnd,2014,18341599520.0203
hnd,2015,18972453783.8909
hnd,2016,19704314231.152
hnd,2017,20686225905.1084
hnd,2018,21456836533.7288
hnd,2019,21995536178.4786
hnd,2020,20109377111.1411
hrv,1995,27779989345.32809
hrv,1996,29430326606.7972
hrv,1997,31471575941.2785
hrv,1998,32165471381.2886
hrv,1999,32059371850.958
hrv,2000,32762920851.3655
hrv,2001,33903075752.5429
hrv,2002,35668781164.5866
hrv,2003,37760522564.0502
hrv,2004,39349856775.5594
hrv,2005,41006237134.9318
hrv,2006,42940766213.68471
hrv,2007,45047478568.8065
hrv,2008,45915080775.15289
hrv,2009,43048702131.2971
hrv,2010,42299365111.9181
hrv,2011,42424900181.1379
hrv,2012,41015593950.0733
hrv,2013,40738388600.1643
hrv,2014,40613405649.3914
hrv,2015,41655405258.1064
hrv,2016,43177170751.8446
hrv,2017,44434351047.5282
hrv,2018,45623157038.9034
hrv,2019,47275830117.9488
hrv,2020,44300329160.361
hti,1988,11295351008.6936
hti,1989,11063753533.1989
hti,1990,11178645319.015
hti,1991,11463462727.4351
hti,1992,10926809119.902
hti,1993,10282096338.5154
hti,1994,9042055053.87154
hti,1995,9537502938.26938
hti,1996,10047413446.9572
hti,1997,10290320878.1085
hti,1998,10524535644.4918
hti,1999,10646589046.5053
hti,2000,10723357254.957
hti,2001,10721852429.4627
hti,2002,10808183974.2392
hti,2003,11279677270.8321
hti,2004,11050221077.2103
hti,2005,11457206161.555
hti,2006,11597055052.8061
hti,2007,12012896723.4008
hti,2008,12332763908.261
hti,2009,13047384803.9202
hti,2010,12343203855.5868
hti,2011,13037509233.6882
hti,2012,13119169163.5856
hti,2013,13676421420.6084
hti,2014,13917867101.9309
hti,2015,14197042218.3368
hti,2016,14452815582.7787
hti,2017,14808315626.6169
hti,2018,14916898520.0795
hti,2019,14750575566.9342
hti,2020,14317329175.3553
hun,1991,65376182549.4706
hun,1992,62061008479.1422
hun,1993,62402564109.0814
hun,1994,65068040281.7431
hun,1995,65425634324.68471
hun,1996,66322092846.339
hun,1997,68342401976.1395
hun,1998,70977104346.97
hun,1999,73034985187.90329
hun,2000,76248689286.0659
hun,2001,79492912568.35489
hun,2002,83344311886.3719
hun,2003,86898488360.6454
hun,2004,91051886192.97791
hun,2005,94841563369.81911
hun,2006,98633617642.0574
hun,2007,98801818621.1772
hun,2008,99689470433.98099
hun,2009,92942278467.41779
hun,2010,94196020871.18401
hun,2011,96113781962.3567
hun,2012,94779114496.1649
hun,2013,97148466433.37241
hun,2014,101487234747.12
hun,2015,105364986172.39301
hun,2016,107709618465.44901
hun,2017,112347299365.452
hun,2018,118648825324.658
hun,2019,124242979245.16499
idn,2010,640541059649.59802
idn,2011,684525682866.71301
idn,2012,724549782462.86304
idn,2013,762218305007.0979
idn,2014,800366671758.04602
idn,2015,833733770358.22095
idn,2016,871892314954.69312
idn,2017,913443340554.53601
idn,2018,958643104607.33472
idn,2019,1006164931657.63
idn,2020,990240647716.88196
ind,1960,128719922616.327
ind,1961,132714283689.504
ind,1962,135521795673.314
ind,1963,142383011184.76801
ind,1964,153181291606.46399
ind,1965,147582637971.11099
ind,1966,149084615956.61899
ind,1967,161217078458.08499
ind,1968,165424253850.733
ind,1969,176204117648.629
ind,1970,185037958198.272
ind,1971,186906222368.25601
ind,1972,186310751532.039
ind,1973,194790583646.40497
ind,1974,197051735790.79999
ind,1975,214795129676.819
ind,1976,217479864168.62601
ind,1977,233725372652.20496
ind,1978,246586314939.55701
ind,1979,233760159608.27301
ind,1980,250521095217.302
ind,1981,264614218896.65201
ind,1982,272352622651.612
ind,1983,293742583479.46802
ind,1984,305378385840.328
ind,1985,318087427311.30103
ind,1986,331812259172.48297
ind,1987,343539938326.89203
ind,1988,378443388581.30896
ind,1989,401655105857.15503
ind,1990,422883003242.84399
ind,1991,428932354268.37799
ind,1992,451939606490.76801
ind,1993,477615767564.50702
ind,1994,508158340219.04797
ind,1995,545193900327.34003
ind,1996,588671075390.17004
ind,1997,613993640132.74597
ind,1998,655029255196.271
ind,1999,707459148737.11206
ind,2000,736805668369.90784
ind,2001,776487640386.58704
ind,2002,806597904368.66284
ind,2003,870855641522.40405
ind,2004,932259112169.43298
ind,2005,1009462323256.5
ind,2006,1090768520219.90002
ind,2007,1171304057166.54004
ind,2008,1221815350396.97998
ind,2009,1305589807149.69995
ind,2010,1410427065092.77002
ind,2011,1484098248687.46997
ind,2012,1564524106542.69995
ind,2013,1659237035185.22998
ind,2014,1777951805326.59009
ind,2015,1920694478443.83008
ind,2016,2073812676817.91992
ind,2017,2203035692859.77002
ind,2018,2333017717367.93018
ind,2019,2429542100492.3999
ind,2020,2279787403002.89014
irl,1995,102702455707.29201
irl,1996,108855669962.02299
irl,1997,120222083646.134
irl,1998,130919377843.731
irl,1999,141866393436.16
irl,2000,153441535342.332
irl,2001,159253151658.784
irl,2002,168957151112.51099
irl,2003,171115609694.57501
irl,2004,179933731894.936
irl,2005,190692571882.08896
irl,2006,199451721253.289
irl,2007,215117293238.19901
irl,2008,209961169370.93896
irl,2009,196260218518.535
irl,2010,199917561335.54599
irl,2011,201387457327.20096
irl,2012,197714411574.24799
irl,2013,200782637441.23801
irl,2014,215528698399.01697
irl,2015,271264685692.00101
irl,2016,283934052510.67902
irl,2017,303674558007.78497
irl,2018,327776556458.91199
irl,2019,347192542749.664
irn,1960,51199504395.5446
irn,1961,57173185725.9898
irn,1962,62129613905.3783
irn,1963,66557764579.6674
irn,1964,72809934929.34828
irn,1965,85262873105.3159
irn,1966,94505256414.59729
irn,1967,105581993425.157
irn,1968,121129048475.231
irn,1969,140845923435.20401
irn,1970,156584743086.75
irn,1971,179548221690.138
irn,1972,205719259268.05496
irn,1973,224753523459.50696
irn,1974,241897803857.74799
irn,1975,235523480984.55301
irn,1976,276062045672.30103
