geo,time,ny_gdp_fcst_kd
arg,2005,373669853728.73102
arg,2006,402037811015.52197
arg,2007,434255395520.44202
arg,2008,450441261941.49103
arg,2009,424604485017.25098
arg,2010,467185543828.41907
arg,2011,492513860585.09198
arg,2012,485515190199.97198
arg,2013,496227528165.90002
arg,2014,487200591911.46198
arg,2015,500330715016.28094
arg,2016,489279881137.96198
arg,2017,501863317176.92401
arg,2018,488375075036.29297
arg,2019,480278326778.56403
arg,2020,432676814715.76703
arm,1990,5598180368.68845
arm,1991,4974855560.65999
arm,1992,2894116143.20208
arm,1993,2624395370.33278
arm,1994,2783642531.46578
arm,1995,2954937232.20545
arm,1996,3082815970.73654
arm,1997,3098588305.97759
arm,1998,3284503604.58872
arm,1999,3415883748.66596
arm,2000,3593509703.61963
arm,2001,3909738557.56119
arm,2002,4421914308.52131
arm,2003,5071935711.92089
arm,2004,5645064447.39409
arm,2005,6435373469.91852
arm,2006,7271972021.18289
arm,2007,8122792747.54746
arm,2008,8593914726.96368
arm,2009,7468111897.79832
arm,2010,7535324904.75581
arm,2011,7897020500.19295
arm,2012,8434017894.23884
arm,2013,8703906466.85449
arm,2014,9043358819.06713
arm,2015,9432223248.19954
arm,2016,9488816587.70247
arm,2017,10181500198.6546
arm,2018,10680393708.3585
arm,2019,11502784023.9021
arm,2020,10686086358.2051
atg,1977,313371295.99074
atg,1978,323442273.73232
atg,1979,348738763.57978
atg,1980,374861110.84129
atg,1981,387369930.50179
atg,1982,383644569.27274
atg,1983,407597546.35997
atg,1984,449935593.03892
atg,1985,483712085.54929
atg,1986,523514093.21877
atg,1987,560915346.73433
atg,1988,591309327.84643
atg,1989,627341355.51965
atg,1990,644683817.51131
atg,1991,661803366.01295
atg,1992,668413093.09402
atg,1993,705010903.18873
atg,1994,749768705.65435
atg,1995,711900477.58573
atg,1996,755321231.76412
atg,1997,801078488.92951
atg,1998,842438145.41596
atg,1999,879484599.62034
atg,2000,960613669.1154
atg,2001,903937924.60776
atg,2002,907527077.48512
atg,2003,961435442.97964
atg,2004,998170955.72188
atg,2005,1074107302.79908
atg,2006,1202690481.43867
atg,2007,1285853996.50035
atg,2008,1303884159.28399
atg,2009,1165652911.27607
atg,2010,1057436398.40711
atg,2011,1035155221.63383
atg,2012,1063908422.84066
atg,2013,1075613147.88005
atg,2014,1116608558.6537
atg,2015,1156733333.33333
atg,2016,1221364737.25105
atg,2017,1264074768.08739
atg,2018,1357059591.33203
atg,2019,1438539580.47723
atg,2020,1133617056.63314
aus,1975,354115257214.63202
aus,1976,360556738391.47998
aus,1977,373651032468.54797
aus,1978,378183759503.32397
aus,1979,397180300431.052
aus,1980,407232470589.80798
aus,1981,420983321942.69507
aus,1982,437361154469.04694
aus,1983,422340808635.53906
aus,1984,443046053034.81403
aus,1985,468715712757.89093
aus,1986,487503178172.81506
aus,1987,497491422365.42603
aus,1988,530449394299.22498
aus,1989,557735252860.48596
aus,1990,580480111614.88098
aus,1991,581897763922.92004
aus,1992,580732055128.51099
aus,1993,601007115379.14001
aus,1994,626105953828.05103
aus,1995,650325622224.922
aus,1996,676327696971.953
aus,1997,703651159042.71106
aus,1998,734201754298.50806
aus,1999,770884729883.08606
aus,2000,801729384583.14893
aus,2001,821050067762.74194
aus,2002,853869658781.59082
aus,2003,878852678421.25183
aus,2004,916238087563.23486
aus,2005,946161456280.62012
aus,2006,972329738539.62891
aus,2007,1009526378063.93994
aus,2008,1047487120901.22998
aus,2009,1069615282099.87
aus,2010,1094625376266.37
aus,2011,1122191757008.47998
aus,2012,1167983806733.62012
aus,2013,1199189455124.86011
aus,2014,1231723259471.53003
aus,2015,1260074049421.75
aus,2016,1292134801618.94995
aus,2017,1322280031042.37012
aus,2018,1361747170470.11011
aus,2019,1393232588972
aus,2020,1396625929669.02002
aut,1970,117253325609.789
aut,1971,123052186966.05
aut,1972,130333317601.722
aut,1973,137008952658.08099
aut,1974,142916325484.55801
aut,1975,142386789376.76199
aut,1976,149277277166.33899
aut,1977,156111129870.414
aut,1978,156153957067.992
aut,1979,164841516229.436
aut,1980,167792975850.30301
aut,1981,167514567999.685
aut,1982,171147718997.629
aut,1983,175894028745.55701
aut,1984,176551336357.83701
aut,1985,181456114503.39496
aut,1986,186006394404.29401
aut,1987,188192477638.30896
aut,1988,193985439714.53101
aut,1989,201556915450.01199
aut,1990,211144775532.39896
aut,1991,218213644147.453
aut,1992,223114592254.51199
aut,1993,224335369316.83496
aut,1994,229784072842.867
aut,1995,237267966959.30096
aut,1996,241786347255.082
aut,1997,246862157922.242
aut,1998,256515386066.09399
aut,1999,264826747129.76501
aut,2000,275047413451.26898
aut,2001,278885629059.71094
aut,2002,283333244623.328
aut,2003,286488366430.39801
aut,2004,294858487296.758
aut,2005,301750548375.61298
aut,2006,313116609234.625
aut,2007,325216635061.04303
aut,2008,330526797040.96094
aut,2009,316674406555.09003
aut,2010,322741333992.31598
aut,2011,333277823158.13599
aut,2012,335040406431.31201
aut,2013,335519183433.875
aut,2014,337807021204.60101
aut,2015,340662263867.59399
aut,2016,347313804742.01898
aut,2017,355954657848.82001
aut,2018,365877741717.92896
aut,2019,370896490137.12494
aze,1992,14419963122.1741
aze,1993,11560201709.2959
aze,1994,9560596882.62937
aze,1995,8432636570.55485
aze,1996,8546458698.93041
aze,1997,9228901584.74065
aze,1998,10214814236.7463
aze,1999,10952621146.874
aze,2000,10750215266.7831
aze,2001,11725788351.4019
aze,2002,12802981365.1514
aze,2003,14097824025.6816
aze,2004,15389384667.7285
aze,2005,19996474929.0679
aze,2006,27275191803.2487
aze,2007,34327359802.9908
aze,2008,37903247934.7353
aze,2009,41630860497.5238
aze,2010,43621407626.3243
aze,2011,43391667588.4324
aze,2012,44201864881.9185
aze,2013,46692495105.1795
aze,2014,47906410555.0449
aze,2015,48332032012.4927
aze,2016,46882071052.118
aze,2017,46882071052.118
aze,2018,47585302117.8997
aze,2019,48727349368.72929
aze,2020,46583345996.50529
bdi,1960,775742225.50321
bdi,1961,670395175.67412
bdi,1962,732661538.04339
bdi,1963,764816207.79598
bdi,1964,796485634.37162
bdi,1965,815913685.9477
bdi,1966,852501471.61195
bdi,1967,972178138.17836
bdi,1968,959317748.86653
bdi,1969,948144755.08494
bdi,1970,1121803565.21266
bdi,1971,1184929770.14244
bdi,1972,1104091494.39584
bdi,1973,1181474201.27603
bdi,1974,1167250271.0545
bdi,1975,1183006183.6376
bdi,1976,1257882737.4872
bdi,1977,1336700456.60963
bdi,1978,1348332430.78112
bdi,1979,1374214764.83104
bdi,1980,1424870323.03772
bdi,1981,1609333602.44205
bdi,1982,1576488388.20402
bdi,1983,1639163615.81359
bdi,1984,1633933545.55061
bdi,1985,1833545416.55033
bdi,1986,1895548738.42207
bdi,1987,1983983458.82738
bdi,1988,2019439985.64465
bdi,1989,2017392627.20119
bdi,1990,2169939448.64161
bdi,1991,2238321222.77161
bdi,1992,2296862718.48733
bdi,1993,2173423678.01275
bdi,1994,2008197144.68036
bdi,1995,1869162772.65367
bdi,1996,1786062738.03617
bdi,1997,1981594534.85898
bdi,1998,2036575602.79231
bdi,1999,2047855872.79673
bdi,2000,1985855948.65059
bdi,2001,1998341230.80549
bdi,2002,2068831506.79546
bdi,2003,2018156901.76107
bdi,2004,2075538585.17966
bdi,2005,2059051211.1645
bdi,2006,2165711436.58259
bdi,2007,2248337698.96545
bdi,2008,2349415495.3053
bdi,2009,2434991701.08868
bdi,2010,2517835171.38713
bdi,2011,2594635806.08542
bdi,2012,2724845453.80397
bdi,2013,2849205339.6251
bdi,2014,2966651701.70583
bdi,2015,2850181847.00626
bdi,2016,2834669117.58232
bdi,2017,2848841469.95455
bdi,2018,2897952736.61095
bdi,2019,2951346114.55989
bdi,2020,2959952662.61357
bel,1970,162323643151.09601
bel,1971,168543169662.76099
bel,1972,177061937518.642
bel,1973,187044728714.44696
bel,1974,195270217918.436
bel,1975,187509650120.03201
bel,1976,198248220416.186
bel,1977,199295723740.867
bel,1978,205039409021.07697
bel,1979,209967367109.94601
bel,1980,219400356945.008
bel,1981,218800523209.97501
bel,1982,220499321696.582
bel,1983,221458179379.35297
bel,1984,227698781088.375
bel,1985,231437888348.34897
bel,1986,235087969403.49097
bel,1987,238120703062.62296
bel,1988,249050513438.65601
bel,1989,256750563965.95496
bel,1990,265079636183.89999
bel,1991,270030085208.57401
bel,1992,272989847314.40201
bel,1993,268761825432.58401
bel,1994,276555280302.58002
bel,1995,284340970801.367
bel,1996,286945996117.26501
bel,1997,297410588847.77301
bel,1998,302965032280.82001
bel,1999,313043514525.39001
bel,2000,324269676904.02301
bel,2001,329199686482.22601
bel,2002,334575276437.30493
bel,2003,338302795944.64801
bel,2004,349033560817.617
bel,2005,357570596803.242
bel,2006,366332087246.64001
bel,2007,379993963274.06201
bel,2008,382988427614.57001
bel,2009,375246690468.94495
bel,2010,386069766814.414
bel,2011,393731397129.336
bel,2012,396836036099.88293
bel,2013,398473677126.44495
bel,2014,405176022596.13293
bel,2015,414182937290.93695
bel,2016,418083984614.37506
bel,2017,424568532703.63293
bel,2018,432298841866.48401
bel,2019,440095499900.19507
ben,1999,4899801845.09204
ben,2000,5355779912.67764
ben,2001,5844818725.84727
ben,2002,5992662450.52322
ben,2003,6202773753.97003
ben,2004,6442787727.13734
ben,2005,6712818148.72744
ben,2006,7076263534.02681
ben,2007,7461544327.8609
ben,2008,7854478849.45443
ben,2009,8039982632.78619
ben,2010,8167420883.41621
ben,2011,8566059069.87294
ben,2012,9014583996.39249
ben,2013,9696660337.23622
ben,2014,10253788212.0736
ben,2015,10479166768.8579
ben,2016,10869125221.9806
ben,2017,11437652385.7698
ben,2018,12130758163.7846
ben,2019,12926859500.5816
ben,2020,13438451662.577
bfa,1970,1513284454.31006
bfa,1971,1536305837.21187
bfa,1972,1584564471.35567
bfa,1973,1574900188.39903
bfa,1974,1708077916.69064
bfa,1975,1752465023.46139
bfa,1976,1875995234.3761
bfa,1977,1866347538.19899
bfa,1978,1972483252.63945
bfa,1979,2088071365.54869
bfa,1980,2072510703.45196
bfa,1981,2170148034.11448
bfa,1982,2382328145.62751
bfa,1983,2426856151.84884
bfa,1984,2399967521.89277
bfa,1985,2586955683.92774
bfa,1986,2804206752.87981
bfa,1987,2795802539.92489
bfa,1988,2961780258.97267
bfa,1989,3024452204.71748
bfa,1990,3011643542.93085
bfa,1991,3262953423.95964
bfa,1992,3276407726.70771
bfa,1993,3408514440.25888
bfa,1994,3304601550.1723
bfa,1995,3490484810.09425
bfa,1996,3855339760.35995
bfa,1997,4084084309.39374
bfa,1998,4392834838.85721
bfa,1999,4657919118.81987
bfa,2000,4754230935.55151
bfa,2001,5084880169.65835
bfa,2002,5313059432.68714
bfa,2003,5727601350.24392
bfa,2004,5938569548.94499
bfa,2005,6467560210.32737
bfa,2006,6895818320.57789
bfa,2007,7167616278.56824
bfa,2008,7523266474.09042
bfa,2009,7701312657.20892
bfa,2010,8317200399.95826
bfa,2011,8810925783.2685
bfa,2012,9285960324.70264
bfa,2013,9787517715.39704
bfa,2014,10406665236.4965
bfa,2015,10775038788.982
bfa,2016,11381802829.6801
bfa,2017,11901936167.8735
bfa,2018,12750320056.758
bfa,2019,13348471696.6867
bfa,2020,13611037915.5216
bgd,1960,22100928649.9992
bgd,1961,23439838451.5409
bgd,1962,24718020101.5914
bgd,1963,24605332059.3623
bgd,1964,27300302050.8757
bgd,1965,27738815399.0867
bgd,1966,28450818641.7635
bgd,1967,27917120000.0183
bgd,1968,30566302264.8662
bgd,1969,30939473383.5853
bgd,1970,32678226087.9133
bgd,1971,30887628235.8297
bgd,1972,26571474863.6589
bgd,1973,27455157141.72449
bgd,1974,30088643816.96989
bgd,1975,28858555640.408
bgd,1976,30492342712.6599
bgd,1977,31307420124.3334
bgd,1978,33522056222.1943
bgd,1979,35131662872.5772
bgd,1980,33985517604.241
bgd,1981,36218737490.9054
bgd,1982,37190063338.659
bgd,1983,38652159247.8521
bgd,1984,40656660450.8864
bgd,1985,41893947468.5617
bgd,1986,43697810052.4828
bgd,1987,45277518281.95409
bgd,1988,46275973055.5108
bgd,1989,47448849956.8613
bgd,1990,49978226122.9333
bgd,1991,51635326587.326
bgd,1992,53831012098.9754
bgd,1993,56152006650.2246
bgd,1994,58433986672.7661
bgd,1995,61111226753.1897
bgd,1996,63707364603.0117
bgd,1997,66527834925.6818
bgd,1998,70073451574.9592
bgd,1999,73232589783.52089
bgd,2000,77589529228.7397
bgd,2001,81695809799.55148
bgd,2002,84988747079.2303
bgd,2003,89374819245.81619
bgd,2004,94386892509.84099
bgd,2005,100298579510.853
bgd,2006,107511971906.40199
bgd,2007,115220916029.72
bgd,2008,121962221911.058
bgd,2009,128374293344.81799
bgd,2010,136130930582.85201
bgd,2011,145175059271.38901
bgd,2012,154927537465.96701
bgd,2013,164443948184.51599
bgd,2014,174556678317.64099
bgd,2015,185965038267.94901
bgd,2016,199294409505.73801
bgd,2017,213713203557.87201
bgd,2018,230601677075.63599
bgd,2019,249874687331.42001
bgd,2020,259622026018.22296
bgr,1980,25859224402.71709
bgr,1981,27112994155.97589
bgr,1982,28431769507.1643
bgr,1983,28740441194.0167
bgr,1984,30863422576.4921
bgr,1985,30568607654.817
bgr,1986,33127449482.48109
bgr,1987,33500017500.3727
bgr,1988,36685060130.6467
bgr,1989,36655147122.0428
bgr,1990,32601315216.6711
bgr,1991,28095398945.824
bgr,1992,26057871344.7047
bgr,1993,25672126285.8731
bgr,1994,26138879162.6813
bgr,1995,30390436975.7425
bgr,1996,32197728973.022
bgr,1997,27327710269.7801
bgr,1998,27837732940.3763
bgr,1999,25353669236.0009
bgr,2000,26354867943.7769
bgr,2001,27428145545.2278
bgr,2002,29512453525.27769
bgr,2003,30738789390.161
bgr,2004,32237969281.34209
bgr,2005,34319046134.6633
bgr,2006,36770914758.5582
bgr,2007,39178826796.6448
bgr,2008,41588901609.6123
bgr,2009,41231815914.7586
bgr,2010,41979863976.4226
bgr,2011,42783045227.8395
bgr,2012,42894251303.5593
bgr,2013,42178662434.822
bgr,2014,42592719338.0186
bgr,2015,43861224778.96169
bgr,2016,44998267966.4475
bgr,2017,46483055429.6078
bgr,2018,48100056109.72569
bgr,2019,49891380639.3108
bgr,2020,47651533665.8354
bhr,2006,20935719509.5338
bhr,2007,22667640458.3932
bhr,2008,24089664278.2187
bhr,2009,24728214828.6038
bhr,2010,25819426229.4014
bhr,2011,26341390905.2391
bhr,2012,27292726244.0509
bhr,2013,28792204105.5316
bhr,2014,30132266976.05149
bhr,2015,30835425531.9149
bhr,2016,31990759163.7134
bhr,2017,33307936658.8592
bhr,2018,33939497454.2657
bhr,2019,33970263171.1601
bhr,2020,32329586861.6165
bhs,1997,7907503773.56658
bhs,1998,8005770586.57835
bhs,1999,8638965823.23974
bhs,2000,8800008512.62227
bhs,2001,8949973106.17467
bhs,2002,9243645220.63466
bhs,2003,9294317251.5614
bhs,2004,9398533412.33379
bhs,2005,9859813013.70529
bhs,2006,9631788874.53499
bhs,2007,9697847149.67024
bhs,2008,9724208914.74751
bhs,2009,9294727551.40696
bhs,2010,9704001647.35365
bhs,2011,9778983944.12985
bhs,2012,10012034256.4083
bhs,2013,9824014352.18012
bhs,2014,10229800899.4396
bhs,2015,10560400000
bhs,2016,10838480720.3287
bhs,2017,10763088123.7069
bhs,2018,10897563898.0894
bhs,2019,10954595576.6223
bhs,2020,8699997925.26687
bih,2000,8908119022.56734
bih,2001,9099455466.20021
bih,2002,9537863634.15329
bih,2003,9891982453.43367
bih,2004,10506179312.324
bih,2005,10902080929.3932
bih,2006,11494463821.2224
bih,2007,12155632005.818
bih,2008,12819700592.3293
bih,2009,12442459735.3612
bih,2010,12532102493.9491
bih,2011,12644980365.5654
bih,2012,12533737714.939
bih,2013,12836106221.1185
bih,2014,12981212336.4647
bih,2015,13379259942.6363
bih,2016,13792266223.1075
bih,2017,14237362408.2209
bih,2018,14760532889.6057
bih,2019,15171143308.3813
bih,2020,14724842278.4523
blr,1990,24844723452.145
blr,1991,24472640978.7322
blr,1992,21996332947.5787
blr,1993,20271975428.3773
blr,1994,17938582776.8686
blr,1995,15966133568.5709
blr,1996,16351885107.0826
blr,1997,18059865653.156
blr,1998,19465557659.84949
blr,1999,20320743968.9746
blr,2000,21765454716.0822
blr,2001,22959854481.3739
blr,2002,23994220316.4466
blr,2003,25739259622.548
blr,2004,28849327211.3902
blr,2005,31648532992.8628
blr,2006,34973121379.7553
blr,2007,37345376668.9458
blr,2008,41192305840.98209
blr,2009,41399449442.9182
blr,2010,45469798914.94849
blr,2011,48817818028.51209
blr,2012,49467759448.8068
blr,2013,49829475174.678
blr,2014,50945962570.36369
blr,2015,48955921135.2505
blr,2016,47573900200.4713
blr,2017,48753223777.1639
blr,2018,50308382038.6421
blr,2019,51053919956.2791
blr,2020,50631836920.4002
blz,1970,65724863.50965
blz,1971,69842881.74379
blz,1972,75347111.28341
blz,1973,80555895.52715
blz,1974,88572568.69078
blz,1975,92834061.33986
blz,1976,87925099.35935
blz,1977,109147083.00712
blz,1978,116194322.27069
blz,1979,118342705.19895
blz,1980,355820780.33068
blz,1981,363220775.51979
blz,1982,359814208.84601
blz,1983,356160572.25333
blz,1984,363600846.1581
blz,1985,366167038.21554
blz,1986,376980649.54472
blz,1987,414190237.63013
blz,1988,441657212.8887
blz,1989,495302551.61408
blz,1990,542493206.03616
blz,1991,577888424.0609
blz,1992,647667131.73934
blz,1993,689848802.82994
blz,1994,694417648.70076
blz,1995,697407889.80437
blz,1996,708622066.34889
blz,1997,733337449.24361
blz,1998,757057007.69985
blz,1999,822821135.18129
blz,2000,936908848.81501
blz,2001,966819498.84843
blz,2002,1005502170.74857
blz,2003,1100568163.59927
blz,2004,1159480084.33272
blz,2005,1193698313.90668
blz,2006,1246638570.73477
blz,2007,1235714561.37845
blz,2008,1286103368.07942
blz,2009,1325893541.45253
blz,2010,1351358222.53666
blz,2011,1356711768.53866
blz,2012,1378969484.26837
blz,2013,1380510369.87581
blz,2014,1420756713.36046
blz,2015,1444075200
blz,2016,1472040352.4151
blz,2017,1530069799.29091
blz,2018,1576866982.44831
blz,2019,1592865441.77114
blz,2020,1374502016.68535
bmu,2010,7289655600.61274
bmu,2011,6990958770.65855
bmu,2012,6623894419.82103
bmu,2013,6595909947.09586
bmu,2014,6361982908.50162
bmu,2015,6372613000
bmu,2016,6332203301.99353
bmu,2017,6558844272.05673
bmu,2018,6542871418.96691
bmu,2019,6586695495.5403
bol,1960,3829976007.37175
bol,1961,3909995540.43934
bol,1962,4128130979.89754
bol,1963,4408745875.50675
bol,1964,4583182161.96652
bol,1965,4808374157.19552
bol,1966,5153162937.45548
bol,1967,5478699552.32021
bol,1968,5946002112.36796
bol,1969,6212032034.19291
bol,1970,6536985250.10626
bol,1971,6909473761.53741
bol,1972,7482545873.17588
bol,1973,8027106518.50721
bol,1974,8369411336.86845
bol,1975,8928520355.03685
bol,1976,9433616448.7643
bol,1977,9915217756.47332
bol,1978,10108694392.9383
bol,1979,10151921454.7587
bol,1980,10004765499.6254
bol,1981,9985213176.10189
bol,1982,9526153274.27208
bol,1983,9102417976.52035
bol,1984,9065873231.99025
bol,1985,8925619283.24691
bol,1986,8445438989.43589
bol,1987,8638594400.28711
bol,1988,8903017633.92143
bol,1989,9253327818.54464
bol,1990,9681434431.80934
bol,1991,10175823722.5818
bol,1992,10338733321.2644
bol,1993,10792205184.8896
bol,1994,11300912840.9552
bol,1995,11792904914.6043
bol,1996,12317495586.6605
bol,1997,12918043248.7271
bol,1998,13498004372.9823
bol,1999,13701986565.133
bol,2000,14034751335.1218
bol,2001,14258616006.4477
bol,2002,14536278276.6505
bol,2003,14928073920.1944
bol,2004,15468133375.6843
bol,2005,16086776028.2528
bol,2006,16838712018.7955
bol,2007,17576782839.07
bol,2008,18643011288.3548
bol,2009,19377845489.5591
bol,2010,20086462315.0316
bol,2011,20972365861.7077
bol,2012,21893107381.165
bol,2013,23274973044.87
bol,2014,24437325168.8555
bol,2015,25526882188.2928
bol,2016,26618338670.8004
bol,2017,27729430720.125
bol,2018,28927894007.8752
bol,2019,29631775501.7207
bol,2020,27104534216.8827
bra,1995,932302795087.53406
bra,1996,950753619584.80884
bra,1997,978427409566.81812
bra,1998,984539326462.63806
bra,1999,994001915338.75012
bra,2000,1033050202729.40002
bra,2001,1048681239346.63
bra,2002,1086218896600.48999
bra,2003,1099543582806.58008
bra,2004,1161741402927.13989
bra,2005,1196756293238.78003
bra,2006,1240871308059.25
bra,2007,1312832009871.15991
bra,2008,1374228003780.68994
bra,2009,1372897002752.65991
bra,2010,1468672860257.61011
bra,2011,1523647374831.02002
bra,2012,1548207410997.51001
bra,2013,1592730116761.41992
bra,2014,1600072660800.01001
bra,2015,1549669123842.06006
bra,2016,1504726443561.56006
bra,2017,1523598887108.1499
bra,2018,1550355158390.46997
bra,2019,1570837839746.66992
bra,2020,1509187842331.71997
brb,1975,2415333983.96154
brb,1976,2520647642.12953
brb,1977,2612454815.94586
brb,1978,2739862651.96133
brb,1979,2956120233.98378
brb,1980,3085393287.79838
brb,1981,3025883225.48127
brb,1982,2876665801.55058
brb,1983,2891279879.15204
brb,1984,2993963003.35177
brb,1985,3026267806.47079
brb,1986,3180484783.26514
brb,1987,3262015953.04171
brb,1988,3374698182.96876
brb,1989,3496225775.65458
brb,1990,3380851478.80095
brb,1991,3248555619.56904
brb,1992,3021652858.35172
brb,1993,3058572616.37103
brb,1994,3174331468.95215
brb,1995,3238556514.13756
brb,1996,3367006552.89343
brb,1997,3526607656.8337
brb,1998,3658518942.25948
brb,1999,3670440962.50757
brb,2000,3833887896.08107
brb,2001,3743126781.27116
brb,2002,3772739514.60226
brb,2003,3854655272.87067
brb,2004,3908881161.00966
brb,2005,4063867321.00498
brb,2006,4294231328.89221
brb,2007,4414411620.98538
brb,2008,4463011428.38551
brb,2009,4143790277.81977
brb,2010,4047811046.80489
brb,2011,4020929002.19674
brb,2012,4011004686.82215
brb,2013,3952691411.10222
brb,2014,3953290196.09182
brb,2015,4049888600
brb,2016,4156076957.66199
brb,2017,4182564302.77739
brb,2018,4165651685.00671
brb,2019,4161414510.85221
brn,2010,13241090575.4634
brn,2011,13736890844.6021
brn,2012,13862327260.0387
brn,2013,13567782824.3287
brn,2014,13227518142.1538
brn,2015,13175615535.6753
brn,2016,12849134596.6532
brn,2017,13019864466.9071
brn,2018,13026683120.5616
brn,2019,13530665162.1978
brn,2020,13684045217.4773
btn,1980,152939209.3487
btn,1981,174499115.39945
btn,1982,180592477.02174
btn,1983,200114223.53952
btn,1984,208329168.35523
btn,1985,218539770.23022
btn,1986,245220672.40307
btn,1987,313981138.55077
btn,1988,330275365.69633
btn,1989,356976837.85976
btn,1990,392472353.94374
btn,1991,390178933.98585
btn,1992,408812373.81859
btn,1993,417557466.1083
btn,1994,430961163.77539
btn,1995,463960879.95209
btn,1996,491810716.45608
btn,1997,514504288.95605
btn,1998,546487012.04487
btn,1999,590391138.66227
btn,2000,640203267.13482
btn,2001,693759833.38797
btn,2002,762204670.58436
btn,2003,821979431.38408
btn,2004,865351296.98554
btn,2005,929938065.60108
btn,2006,998376981.84503
btn,2007,1186531865.38441
btn,2008,1242851875.7211
btn,2009,1329585937.75126
btn,2010,1471084395.71003
btn,2011,1581232968.84131
btn,2012,1638750539.00437
btn,2013,1684116461.25132
btn,2014,1774019629.83675
btn,2015,1914289244.74567
btn,2016,2063806148.2516
btn,2017,2153766202.60211
btn,2018,2198169896.28068
btn,2019,2354257529.55749
btn,2020,2162495900.41548
bwa,1960,179796501.87148
bwa,1961,190699860.66427
bwa,1962,203347771.75143
bwa,1963,214905331.0084
bwa,1964,230279077.36295
bwa,1965,243762923.08095
bwa,1966,259518109.14047
bwa,1967,274270159.4644
bwa,1968,304600393.78794
bwa,1969,349800679.80869
bwa,1970,406448570.0669
bwa,1971,504815262.75299
bwa,1972,637878754.54807
bwa,1973,780442615.24256
bwa,1974,847888978.12249
bwa,1975,927889301.16141
bwa,1976,1025135423.8825
bwa,1977,1141683136.50688
bwa,1978,1284972959.08945
bwa,1979,1397582194.21737
bwa,1980,1548751630.27978
bwa,1981,1723894929.30482
bwa,1982,1978586094.61625
bwa,1983,2251275092.39309
bwa,1984,2462873868.24872
bwa,1985,2681137435.39585
bwa,1986,2900371881.97045
bwa,1987,3244696610.39706
bwa,1988,3901305539.66729
bwa,1989,4406681743.16287
bwa,1990,4649008179.4151
