geo,time,en_atm_co2e_eg_zs
arm,2004,1.79496
arm,2005,1.77526
arm,2006,1.75487
arm,2007,1.82274
arm,2008,1.8941
arm,2009,1.72799
arm,2010,1.74774
arm,2011,1.81914
arm,2012,1.92554
arm,2013,1.89632
arm,2014,1.85214
atg,1990,2.12491
atg,2004,2.96296
atg,2005,2.9927
atg,2006,3.07692
atg,2007,3.15068
aus,1960,2.80163
aus,1961,2.77348
aus,1962,2.78467
aus,1963,2.80947
aus,1964,2.91367
aus,1965,3.06718
aus,1966,2.91216
aus,1967,2.96675
aus,1968,2.97861
aus,1969,3.05846
aus,1970,2.90468
aus,1971,2.95995
aus,1972,2.96184
aus,1973,2.99692
aus,1974,2.92482
aus,1975,2.91309
aus,1976,2.81835
aus,1977,2.83266
aus,1978,3.0391
aus,1979,3.01655
aus,1980,3.1715
aus,1981,3.28723
aus,1982,3.20186
aus,1983,3.21397
aus,1984,3.27212
aus,1985,3.32578
aus,1986,3.23993
aus,1987,3.29961
aus,1988,3.35886
aus,1989,3.30324
aus,1990,3.0518
aus,1991,3.10795
aus,1992,3.09308
aus,1993,2.99489
aus,1994,3.06641
aus,1995,3.11785
aus,1996,3.03346
aus,1997,3.02891
aus,1998,3.15317
aus,1999,3.13652
aus,2000,3.13421
aus,2001,3.26228
aus,2002,3.22418
aus,2003,3.17701
aus,2004,3.2418
aus,2005,3.25621
aus,2006,3.17386
aus,2007,3.15299
aus,2008,3.06522
aus,2009,3.10572
aus,2010,3.03489
aus,2011,3.00564
aus,2012,3.04366
aus,2013,2.99881
aus,2014,2.95348
aus,2015,2.87873
aut,1960,2.82832
aut,1961,2.89335
aut,1962,2.83754
aut,1963,2.82632
aut,1964,2.90607
aut,1965,2.8362
aut,1966,2.81787
aut,1967,2.82143
aut,1968,2.79159
aut,1969,2.75313
aut,1970,2.80737
aut,1971,2.77201
aut,1972,2.83502
aut,1973,2.80149
aut,1974,2.76978
aut,1975,2.7033
aut,1976,2.69317
aut,1977,2.65532
aut,1978,2.62748
aut,1979,2.59926
aut,1980,2.25903
aut,1981,2.55994
aut,1982,2.51292
aut,1983,2.41765
aut,1984,2.44246
aut,1985,2.3695
aut,1986,2.33353
aut,1987,2.40127
aut,1988,2.19438
aut,1989,2.26266
aut,1990,2.34232
aut,1991,2.35687
aut,1992,2.26621
aut,1993,2.24562
aut,1994,2.2708
aut,1995,2.28162
aut,1996,2.27746
aut,1997,2.27008
aut,1998,2.24789
aut,1999,2.19634
aut,2000,2.22092
aut,2001,2.2467
aut,2002,2.27454
aut,2003,2.3073
aut,2004,2.31452
aut,2005,2.26801
aut,2006,2.1971
aut,2007,2.13649
aut,2008,2.10798
aut,2009,2.03287
aut,2010,2.06483
aut,2011,2.07437
aut,2012,1.98716
aut,2013,1.97847
aut,2014,1.92739
aut,2015,1.92268
aze,1990,2.53819
aze,1991,2.98549
aze,1992,2.4525
aze,1993,3.28268
aze,1994,3.2156
aze,1995,3.29201
aze,1996,3.43641
aze,1997,3.48646
aze,1998,3.35176
aze,1999,3.54827
aze,2000,3.54206
aze,2001,3.38325
aze,2002,3.2986
aze,2003,2.82439
aze,2004,2.66628
aze,2005,2.72965
aze,2006,2.58233
aze,2007,2.27111
aze,2008,2.2202
aze,2009,2.10604
aze,2010,2.0845
aze,2011,2.27367
aze,2012,2.24661
aze,2013,2.26146
aze,2014,2.27824
bel,1960,3.94586
bel,1961,3.93022
bel,1962,3.78682
bel,1963,3.74163
bel,1964,3.65816
bel,1965,3.57559
bel,1966,3.61879
bel,1967,3.5242
bel,1968,3.43333
bel,1969,3.30547
bel,1970,3.1462
bel,1971,3.06428
bel,1972,3.01138
bel,1973,3.01973
bel,1974,2.99664
bel,1975,2.88525
bel,1976,2.86478
bel,1977,2.8054
bel,1978,2.86064
bel,1979,2.86114
bel,1980,2.89312
bel,1981,2.84904
bel,1982,2.83411
bel,1983,2.4811
bel,1984,2.46764
bel,1985,2.36864
bel,1986,2.25113
bel,1987,2.20979
bel,1988,2.12435
bel,1989,2.25332
bel,1990,2.28006
bel,1991,2.27545
bel,1992,2.21846
bel,1993,2.22729
bel,1994,2.19018
bel,1995,2.14561
bel,1996,2.12424
bel,1997,2.07413
bel,1998,2.08872
bel,1999,2.01244
bel,2000,2.01796
bel,2001,2.04187
bel,2002,1.99008
bel,2003,1.99128
bel,2004,1.95624
bel,2005,1.90002
bel,2006,1.88293
bel,2007,1.84433
bel,2008,1.83039
bel,2009,1.77649
bel,2010,1.76404
bel,2011,1.70022
bel,2012,1.76445
bel,2013,1.73233
bel,2014,1.70839
bel,2015,1.80129
ben,1971,0.26549
ben,1972,0.33584
ben,1973,0.32256
ben,1974,0.33691
ben,1975,0.3568
ben,1976,0.21593
ben,1977,0.23791
ben,1978,0.2798
ben,1979,0.2779
ben,1980,0.38228
ben,1981,0.31774
ben,1982,0.35175
ben,1983,0.31664
ben,1984,0.34146
ben,1985,0.48254
ben,1986,0.44033
ben,1987,0.34141
ben,1988,0.34186
ben,1989,0.38715
ben,1990,0.22873
ben,1991,0.19565
ben,1992,0.2083
ben,1993,0.23743
ben,1994,0.22132
ben,1995,0.24905
ben,1996,0.48819
ben,1997,0.55569
ben,1998,0.59059
ben,1999,0.61841
ben,2000,0.77169
ben,2001,0.87264
ben,2002,0.93728
ben,2003,0.99769
ben,2004,1.01586
ben,2005,1.11232
ben,2006,1.29873
ben,2007,1.36918
ben,2008,1.32722
ben,2009,1.36677
ben,2010,1.3905
ben,2011,1.32666
ben,2012,1.21896
ben,2013,1.23513
ben,2014,1.28514
bgd,1971,4.05856
bgd,1972,0.59755
bgd,1973,0.7169
bgd,1974,0.71029
bgd,1975,0.72391
bgd,1976,0.77848
bgd,1977,0.7935
bgd,1978,0.79427
bgd,1979,0.84413
bgd,1980,0.90907
bgd,1981,0.92506
bgd,1982,0.94938
bgd,1983,0.88797
bgd,1984,0.96954
bgd,1985,1.02851
bgd,1986,1.07587
bgd,1987,1.13098
bgd,1988,1.17515
bgd,1989,1.11189
bgd,1990,0.90439
bgd,1991,0.86257
bgd,1992,0.89191
bgd,1993,0.89835
bgd,1994,0.92649
bgd,1995,1.04087
bgd,1996,1.05162
bgd,1997,1.13535
bgd,1998,1.10517
bgd,1999,1.13943
bgd,2000,1.18553
bgd,2001,1.29052
bgd,2002,1.34108
bgd,2003,1.32838
bgd,2004,1.3908
bgd,2005,1.43504
bgd,2006,1.46998
bgd,2007,1.48893
bgd,2008,1.55264
bgd,2009,1.58834
bgd,2010,1.65766
bgd,2011,1.71918
bgd,2012,1.74579
bgd,2013,1.78584
bgd,2014,1.80108
bgr,1971,3.37982
bgr,1972,3.4098
bgr,1973,3.3569
bgr,1974,3.33339
bgr,1975,3.14313
bgr,1976,3.0025
bgr,1977,2.92078
bgr,1978,2.99454
bgr,1979,2.8021
bgr,1980,2.7295
bgr,1981,2.83673
bgr,1982,3.05429
bgr,1983,2.99939
bgr,1984,2.87841
bgr,1985,2.92207
bgr,1986,2.96073
bgr,1987,2.9944
bgr,1988,2.78613
bgr,1989,2.85131
bgr,1990,2.60628
bgr,1991,2.67659
bgr,1992,2.69422
bgr,1993,2.53698
bgr,1994,2.51543
bgr,1995,2.36869
bgr,1996,2.39789
bgr,1997,2.56409
bgr,1998,2.52565
bgr,1999,2.41877
bgr,2000,2.32876
bgr,2001,2.38148
bgr,2002,2.30906
bgr,2003,2.47317
bgr,2004,2.50497
bgr,2005,2.40637
bgr,2006,2.3937
bgr,2007,2.61574
bgr,2008,2.52081
bgr,2009,2.45448
bgr,2010,2.50938
bgr,2011,2.58274
bgr,2012,2.45721
bgr,2013,2.35324
bgr,2014,2.35942
bhr,1971,2.15777
bhr,1972,2.6905
bhr,1973,2.71394
bhr,1974,2.38167
bhr,1975,2.698
bhr,1976,2.41764
bhr,1977,3.00878
bhr,1978,3.06086
bhr,1979,2.69188
bhr,1980,2.81177
bhr,1981,2.74728
bhr,1982,2.81025
bhr,1983,2.44104
bhr,1984,2.5598
bhr,1985,2.4497
bhr,1986,2.47564
bhr,1987,2.67308
bhr,1988,2.49169
bhr,1989,2.38076
bhr,1990,2.0517
bhr,1991,2.00858
bhr,1992,2.16437
bhr,1993,2.18757
bhr,1994,2.10525
bhr,1995,2.10544
bhr,1996,2.20414
bhr,1997,1.9898
bhr,1998,2.03703
bhr,1999,2.04798
bhr,2000,1.993
bhr,2001,2.00173
bhr,2002,2.02829
bhr,2003,1.99401
bhr,2004,1.98315
bhr,2005,1.99395
bhr,2006,2.02308
bhr,2007,1.97724
bhr,2008,1.96341
bhr,2009,2.01833
bhr,2010,2.05107
bhr,2011,2.05447
bhr,2012,2.11596
bhr,2013,2.09891
bhr,2014,2.13451
bhs,1990,2.75833
bhs,2004,3.25301
bhs,2005,2.9023
bhs,2006,2.86119
bhs,2007,2.91961
bih,1990,3.4157
bih,1991,3.39422
bih,1992,3.58966
bih,1993,3.61531
bih,1994,2.202
bih,1995,2.25541
bih,1996,2.40083
bih,1997,3.15098
bih,1998,3.2131
bih,1999,3.17455
bih,2000,3.20968
bih,2001,3.27609
bih,2002,3.3044
bih,2003,3.37803
bih,2004,3.23757
bih,2005,3.22025
bih,2006,3.37922
bih,2007,3.56141
bih,2008,3.48232
bih,2009,3.31164
bih,2010,3.21539
bih,2011,3.32235
bih,2012,3.28544
bih,2013,3.3855
bih,2014,2.49105
blr,1990,2.19462
blr,1991,2.17107
blr,1992,2.37311
blr,1993,2.42014
blr,1994,2.41746
blr,1995,2.32466
blr,1996,2.30112
blr,1997,2.32946
blr,1998,2.3047
blr,1999,2.27376
blr,2000,2.15635
blr,2001,2.0966
blr,2002,2.05778
blr,2003,2.02899
blr,2004,2.08216
blr,2005,2.1108
blr,2006,2.0648
blr,2007,2.0557
blr,2008,2.15735
blr,2009,2.15644
blr,2010,2.2334
blr,2011,1.98844
blr,2012,1.9604
blr,2013,2.19714
blr,2014,2.14335
blz,1990,3.10682
blz,2004,2.83871
blz,2005,2.91925
blz,2006,2.96512
blz,2007,2.97753
bol,1971,3.00004
bol,1972,3.16583
bol,1973,2.89795
bol,1974,2.75183
bol,1975,2.74156
bol,1976,2.82397
bol,1977,2.58364
bol,1978,2.67396
bol,1979,2.28854
bol,1980,1.90963
bol,1981,1.86778
bol,1982,1.61192
bol,1983,1.6763
bol,1984,1.58324
bol,1985,1.63703
bol,1986,1.58552
bol,1987,1.82597
bol,1988,1.86828
bol,1989,2.03295
bol,1990,2.17575
bol,1991,2.14404
bol,1992,2.3926
bol,1993,2.56608
bol,1994,2.6949
bol,1995,2.21014
bol,1996,2.00628
bol,1997,1.87581
bol,1998,1.92971
bol,1999,1.81541
bol,2000,1.63095
bol,2001,2.06733
bol,2002,1.79878
bol,2003,1.91517
bol,2004,1.97792
bol,2005,1.93864
bol,2006,1.7166
bol,2007,2.27307
bol,2008,2.31122
bol,2009,2.36366
bol,2010,2.35283
bol,2011,2.43679
bol,2012,2.22261
bol,2013,2.37853
bol,2014,2.42094
bra,1971,1.4708
bra,1972,1.52901
bra,1973,1.61582
bra,1974,1.64437
bra,1975,1.65954
bra,1976,1.62273
bra,1977,1.64921
bra,1978,1.68271
bra,1979,1.68453
bra,1980,1.64329
bra,1981,1.57301
bra,1982,1.55047
bra,1983,1.46402
bra,1984,1.39346
bra,1985,1.40119
bra,1986,1.46881
bra,1987,1.47534
bra,1988,1.46856
bra,1989,1.4716
bra,1990,1.41405
bra,1991,1.43625
bra,1992,1.44554
bra,1993,1.45431
bra,1994,1.42987
bra,1995,1.49912
bra,1996,1.54954
bra,1997,1.57907
bra,1998,1.59274
bra,1999,1.61026
bra,2000,1.66809
bra,2001,1.67562
bra,2002,1.62077
bra,2003,1.55471
bra,2004,1.55569
bra,2005,1.53489
bra,2006,1.4989
bra,2007,1.49291
bra,2008,1.49715
bra,2009,1.45903
bra,2010,1.49591
bra,2011,1.54466
bra,2012,1.60347
bra,2013,1.6439
bra,2014,1.67121
brb,1990,3.04359
brb,2004,3.62667
brb,2005,3.64103
brb,2006,3.69347
brb,2007,3.69077
brn,1971,42.40885
brn,1972,53.92309
brn,1973,28.97838
brn,1974,13.78284
brn,1975,9.56422
brn,1976,6.17184
brn,1977,6.05965
brn,1978,9.67324
brn,1979,7.25074
brn,1980,5.09967
brn,1981,1.13154
brn,1982,1.49869
brn,1983,1.83391
brn,1984,1.1279
brn,1985,1.45673
brn,1986,1.46891
brn,1987,2.06661
brn,1988,4.28258
brn,1989,4.0951
brn,1990,2.26998
brn,1991,1.73092
brn,1992,1.70979
brn,1993,1.91467
brn,1994,2.20753
brn,1995,2.00267
brn,1996,2.08228
brn,1997,2.17884
brn,1998,1.85277
brn,1999,1.76653
brn,2000,1.85783
brn,2001,1.95222
brn,2002,2.02096
brn,2003,2.09586
brn,2004,2.14219
brn,2005,2.17322
brn,2006,2.29096
brn,2007,2.11946
brn,2008,2.03801
brn,2009,2.44183
brn,2010,2.11707
brn,2011,1.81002
brn,2012,1.8616
brn,2013,2.30757
brn,2014,1.96119
btn,1990,2.32247
btn,2004,1.72222
btn,2005,2.0098
btn,2006,1.89573
btn,2007,1.59836
bwa,1981,1.33611
bwa,1982,1.39073
bwa,1983,1.29041
bwa,1984,1.28249
bwa,1985,1.3462
bwa,1986,1.13183
bwa,1987,1.32196
bwa,1988,1.17983
bwa,1989,1.2129
bwa,1990,2.30651
bwa,1991,2.20822
bwa,1992,2.30784
bwa,1993,2.26607
bwa,1994,2.17942
bwa,1995,2.20406
bwa,1996,2.06792
bwa,1997,2.07216
bwa,1998,2.20041
bwa,1999,2.23501
bwa,2000,2.24473
bwa,2001,2.13063
bwa,2002,2.18421
bwa,2003,2.13147
bwa,2004,2.1951
bwa,2005,2.29318
bwa,2006,2.12039
bwa,2007,2.16708
bwa,2008,2.08097
bwa,2009,2.07852
bwa,2010,1.56464
bwa,2011,1.93305
bwa,2012,2.18597
bwa,2013,2.24022
bwa,2014,2.62467
can,1960,2.53346
can,1961,2.46712
can,1962,2.50039
can,1963,2.3715
can,1964,2.50945
can,1965,2.48626
can,1966,2.4532
can,1967,2.48509
can,1968,2.49214
can,1969,2.4
can,1970,2.4727
can,1971,2.49453
can,1972,2.49934
can,1973,2.39492
can,1974,2.41157
can,1975,2.3932
can,1976,2.3347
can,1977,2.31487
can,1978,2.29519
can,1979,2.32328
can,1980,2.30936
can,1981,2.2931
can,1982,2.30223
can,1983,2.27673
can,1984,2.25551
can,1985,2.18704
can,1986,2.06319
can,1987,2.12616
can,1988,2.15874
can,1989,2.13281
can,1990,1.98366
can,1991,1.95918
can,1992,1.97525
can,1993,1.89631
can,1994,1.90158
can,1995,1.92234
can,1996,1.94226
can,1997,1.98618
can,1998,2.03083
can,1999,2.00885
can,2000,2.0306
can,2001,2.02845
can,2002,2.09611
can,2003,2.06612
can,2004,1.98926
can,2005,2.02524
can,2006,2.01602
can,2007,2.11494
can,2008,2.01941
can,2009,1.98621
can,2010,2.02013
can,2011,2.01607
can,2012,2.03807
can,2013,2.04787
can,2014,2.0074
can,2015,2.05094
che,1960,2.61992
che,1961,2.57901
che,1962,2.76215
che,1963,2.73392
che,1964,2.67406
che,1965,2.66811
che,1966,2.70892
che,1967,2.66294
che,1968,2.73299
che,1969,2.65943
che,1970,2.55004
che,1971,2.55924
che,1972,2.51629
che,1973,2.44655
che,1974,2.35002
che,1975,2.27542
che,1976,2.27699
che,1977,2.27292
che,1978,2.24399
che,1979,2.08431
che,1980,2.02328
che,1981,1.97704
che,1982,1.92049
che,1983,1.9672
che,1984,1.87729
che,1985,1.80382
che,1986,1.83461
che,1987,1.79257
che,1988,1.79655
che,1989,1.77827
che,1990,1.7786
che,1991,1.84653
che,1992,1.83958
che,1993,1.79392
che,1994,1.74267
che,1995,1.80318
che,1996,1.79179
che,1997,1.71036
che,1998,1.7492
che,1999,1.75713
che,2000,1.74802
che,2001,1.70047
che,2002,1.68301
che,2003,1.72493
che,2004,1.73555
che,2005,1.76739
che,2006,1.67913
che,2007,1.69051
che,2008,1.67979
che,2009,1.61963
che,2010,1.72591
che,2011,1.62409
che,2012,1.65817
che,2013,1.62675
che,2014,1.5856
che,2015,1.59199
chl,1971,3.11301
chl,1972,3.18972
chl,1973,3.25309
chl,1974,3.07551
chl,1975,3.01537
chl,1976,2.98245
chl,1977,2.75914
chl,1978,2.64553
chl,1979,2.71024
chl,1980,2.66561
chl,1981,2.55002
chl,1982,2.33487
chl,1983,2.28269
chl,1984,2.31132
chl,1985,2.24398
chl,1986,2.22198
chl,1987,2.19393
chl,1988,2.30187
chl,1989,2.46994
chl,1990,2.17069
chl,1991,2.06352
chl,1992,2.03281
chl,1993,2.03451
chl,1994,2.07272
chl,1995,2.0854
chl,1996,2.16873
chl,1997,2.22251
chl,1998,2.18248
chl,1999,2.1484
chl,2000,1.97952
chl,2001,1.93826
chl,2002,1.90437
chl,2003,1.932
chl,2004,1.98935
chl,2005,1.96447
chl,2006,1.93236
chl,2007,2.11415
chl,2008,2.25032
chl,2009,2.21424
chl,2010,2.26014
chl,2011,2.27524
chl,2012,2.10954
chl,2013,2.14346
chl,2014,2.1159
chl,2015,2.27451
chn,1971,2.2417
chn,1972,2.26477
chn,1973,2.27033
chn,1974,2.25718
chn,1975,2.36996
chn,1976,2.39267
chn,1977,2.40613
chn,1978,2.47782
chn,1979,2.49203
chn,1980,2.45342
chn,1981,2.44568
chn,1982,2.58184
chn,1983,2.61944
chn,1984,2.68855
chn,1985,2.84459
chn,1986,2.88946
chn,1987,2.9354
chn,1988,2.98595
chn,1989,2.97339
chn,1990,2.49616
chn,1991,2.71499
chn,1992,2.75799
chn,1993,2.84629
chn,1994,2.84138
chn,1995,2.9537
chn,1996,2.85515
chn,1997,2.91763
chn,1998,2.99357
chn,1999,2.86146
chn,2000,2.94607
chn,2001,2.98546
chn,2002,3.0202
chn,2003,3.06269
chn,2004,3.11624
chn,2005,3.20263
chn,2006,3.23794
chn,2007,3.25278
chn,2008,3.24682
chn,2009,3.25868
chn,2010,3.23942
chn,2011,3.30833
chn,2012,3.27493
chn,2013,3.30681
chn,2014,3.24264
civ,1971,1.10238
civ,1972,1.15708
civ,1973,1.19232
civ,1974,1.26751
civ,1975,1.34785
civ,1976,1.24229
civ,1977,1.24661
civ,1978,1.38502
civ,1979,1.54113
civ,1980,1.7412
civ,1981,1.2549
civ,1982,1.72487
civ,1983,1.4008
civ,1984,1.53545
civ,1985,1.98168
civ,1986,1.45418
civ,1987,1.83171
civ,1988,2.14585
civ,1989,1.9289
civ,1990,0.62369
civ,1991,0.62416
civ,1992,0.56819
civ,1993,0.58629
civ,1994,0.59729
civ,1995,0.63252
civ,1996,0.67021
civ,1997,0.81089
civ,1998,0.81974
civ,1999,0.95231
civ,2000,0.93226
civ,2001,0.95864
civ,2002,0.91407
civ,2003,0.7805
civ,2004,0.58286
civ,2005,0.60405
civ,2006,0.59523
civ,2007,0.54516
civ,2008,0.62156
civ,2009,0.6324
civ,2010,0.61203
civ,2011,0.51411
civ,2012,0.62458
civ,2013,0.62529
civ,2014,0.64577
cmr,1971,0.30069
cmr,1972,0.3128
cmr,1973,0.31907
cmr,1974,0.33717
cmr,1975,0.38293
cmr,1976,0.35473
cmr,1977,0.47497
cmr,1978,0.58795
cmr,1979,0.51784
cmr,1980,1.06836
cmr,1981,1.39232
cmr,1982,1.58055
cmr,1983,1.58552
cmr,1984,1.41167
cmr,1985,1.45274
cmr,1986,0.44097
cmr,1987,0.40026
cmr,1988,0.46275
cmr,1989,1.54861
cmr,1990,0.58223
cmr,1991,0.52693
cmr,1992,0.49765
cmr,1993,1.26618
cmr,1994,1.33948
cmr,1995,1.28397
cmr,1996,1.11732
cmr,1997,1.12923
cmr,1998,1.1259
cmr,1999,1.07757
cmr,2000,1.06186
cmr,2001,0.99152
cmr,2002,0.95174
cmr,2003,0.89693
cmr,2004,0.93257
cmr,2005,0.93698
cmr,2006,1.03376
cmr,2007,1.28081
cmr,2008,1.28378
cmr,2009,1.27133
cmr,2010,1.29041
cmr,2011,1.18702
cmr,2012,1.01961
cmr,2013,1.01286
cmr,2014,1.01934
cod,1971,0.44362
cod,1972,0.44101
cod,1973,0.45044
cod,1974,0.46265
cod,1975,0.43341
cod,1976,0.45
cod,1977,0.44569
cod,1978,0.43998
cod,1979,0.44733
cod,1980,0.41365
cod,1981,0.4253
cod,1982,0.34552
cod,1983,0.42505
cod,1984,0.39822
cod,1985,0.36585
cod,1986,0.33268
cod,1987,0.36482
cod,1988,0.36688
cod,1989,0.39105
cod,1990,0.26953
cod,1991,0.1473
cod,1992,0.12304
cod,1993,0.11655
cod,1994,0.10395
cod,1995,0.09661
cod,1996,0.09418
cod,1997,0.08885
cod,1998,0.09613
cod,1999,0.09501
cod,2000,0.06615
cod,2001,0.05496
cod,2002,0.05917
cod,2003,0.06936
cod,2004,0.07293
cod,2005,0.08942
cod,2006,0.09251
cod,2007,0.09763
cod,2008,0.10061
cod,2009,0.10029
cod,2010,0.10379
cod,2011,0.11955
cod,2012,0.09291
cod,2013,0.1328
cod,2014,0.16678
cog,1971,1.34848
cog,1972,1.26009
cog,1973,2.2929
cog,1974,2.99141
cog,1975,1.98917
cog,1976,2.03982
cog,1977,0.83342
cog,1978,0.53897
cog,1979,0.58233
cog,1980,0.65675
cog,1981,0.74041
cog,1982,1.98655
cog,1983,1.50768
cog,1984,1.55299
cog,1985,1.67397
cog,1986,1.41854
cog,1987,1.7315
cog,1988,2.01563
cog,1989,1.95099
cog,1990,1.06695
cog,1991,3.74679
cog,1992,3.70661
cog,1993,3.65918
cog,1994,3.94481
cog,1995,3.64151
cog,1996,3.6929
cog,1997,4.6034
cog,1998,4.44791
cog,1999,4.12654
cog,2000,4.0289
cog,2001,3.75748
cog,2002,3.49319
cog,2003,3.10801
cog,2004,2.84725
cog,2005,4.43511
cog,2006,3.48945
cog,2007,4.0716
cog,2008,4.01269
cog,2009,3.53367
cog,2010,2.96981
cog,2011,2.17669
cog,2012,1.85626
cog,2013,1.52376
cog,2014,1.55244
col,1971,2.18934
col,1972,2.27066
col,1973,2.41645
col,1974,2.46989
col,1975,2.32556
col,1976,2.37312
col,1977,2.38105
col,1978,2.53235
col,1979,2.76447
col,1980,2.50514
col,1981,2.47891
col,1982,2.48929
col,1983,2.59607
col,1984,2.48786
col,1985,2.42019
col,1986,2.25616
col,1987,2.24389
col,1988,2.26257
col,1989,2.2781
col,1990,2.01712
col,1991,2.06561
col,1992,2.1245
col,1993,2.12905
col,1994,2.08041
col,1995,2.13996
col,1996,2.08159
col,1997,2.31815
col,1998,2.231
col,1999,2.17474
col,2000,2.25541
col,2001,2.27794
col,2002,2.23893
col,2003,2.17692
col,2004,2.16241
col,2005,2.13819
col,2006,2.02769
col,2007,2.09231
col,2008,2.02582
col,2009,2.05059
col,2010,2.07289
col,2011,2.237
col,2012,2.22824
col,2013,2.31146
col,2014,2.3471
com,1990,3.92228
com,2004,4.41176
com,2005,3.78378
com,2006,3.57143
com,2007,2.92683
cpv,1990,3.4428
cpv,2004,3.82022
cpv,2005,4.44444
cpv,2006,4.90196
cpv,2007,4.46602
cri,1971,1.89247
cri,1972,2.04403
cri,1973,2.17911
cri,1974,2.07604
cri,1975,2.04893
cri,1976,2.07913
cri,1977,2.23799
cri,1978,2.31188
cri,1979,2.13964
cri,1980,1.96083
cri,1981,1.90801
cri,1982,1.8134
cri,1983,1.85957
cri,1984,1.63057
cri,1985,1.79302
cri,1986,1.96776
cri,1987,1.95311
cri,1988,2.03329
cri,1989,1.84693
cri,1990,1.71095
cri,1991,1.71921
cri,1992,1.80584
cri,1993,1.78256
cri,1994,2.09927
cri,1995,2.04026
cri,1996,1.91335
