geo,time,sp_pop_80up_fe_5y
afg,2006,0.27792
afg,2007,0.28534
afg,2008,0.28763
afg,2009,0.28504
afg,2010,0.27804
afg,2011,0.28864
afg,2012,0.29508
afg,2013,0.29714
afg,2014,0.29497
afg,2015,0.28886
afg,2016,0.3038
afg,2017,0.31476
afg,2018,0.32098
afg,2019,0.32209
afg,2020,0.31841
ago,1960,0.34664
ago,1961,0.36365
ago,1962,0.37187
ago,1963,0.37042
ago,1964,0.35809
ago,1965,0.33404
ago,1966,0.34468
ago,1967,0.33447
ago,1968,0.2978
ago,1969,0.22708
ago,1970,0.13067
ago,1971,0.14137
ago,1972,0.15752
ago,1973,0.174
ago,1974,0.18769
ago,1975,0.19686
ago,1976,0.21998
ago,1977,0.24008
ago,1978,0.25326
ago,1979,0.25538
ago,1980,0.24577
ago,1981,0.25238
ago,1982,0.25102
ago,1983,0.24588
ago,1984,0.24031
ago,1985,0.23436
ago,1986,0.25017
ago,1987,0.26323
ago,1988,0.27012
ago,1989,0.26776
ago,1990,0.25595
ago,1991,0.26362
ago,1992,0.26457
ago,1993,0.26092
ago,1994,0.25504
ago,1995,0.24684
ago,1996,0.26245
ago,1997,0.27487
ago,1998,0.28072
ago,1999,0.27716
ago,2000,0.26371
ago,2001,0.27067
ago,2002,0.27114
ago,2003,0.26729
ago,2004,0.2614
ago,2005,0.25342
ago,2006,0.2691
ago,2007,0.28094
ago,2008,0.28736
ago,2009,0.28739
ago,2010,0.28093
ago,2011,0.29551
ago,2012,0.30395
ago,2013,0.3069
ago,2014,0.30563
ago,2015,0.30057
ago,2016,0.31821
ago,2017,0.33121
ago,2018,0.33725
ago,2019,0.3346
ago,2020,0.32336
alb,1960,1.07342
alb,1961,1.09445
alb,1962,1.10908
alb,1963,1.11843
alb,1964,1.12502
alb,1965,1.12913
alb,1966,1.15775
alb,1967,1.17809
alb,1968,1.18362
alb,1969,1.1658
alb,1970,1.1244
alb,1971,1.11668
alb,1972,1.08563
alb,1973,1.04288
alb,1974,1.00132
alb,1975,0.9664
alb,1976,0.99678
alb,1977,1.02503
alb,1978,1.04148
alb,1979,1.03632
alb,1980,1.00827
alb,1981,1.02172
alb,1982,1.01665
alb,1983,1.00126
alb,1984,0.986
alb,1985,0.97522
alb,1986,1.01582
alb,1987,1.05171
alb,1988,1.07911
alb,1989,1.09571
alb,1990,1.10309
alb,1991,1.15584
alb,1992,1.19573
alb,1993,1.22276
alb,1994,1.23686
alb,1995,1.23913
alb,1996,1.30507
alb,1997,1.35792
alb,1998,1.39639
alb,1999,1.41771
alb,2000,1.41964
alb,2001,1.47844
alb,2002,1.52425
alb,2003,1.56074
alb,2004,1.59339
alb,2005,1.62584
alb,2006,1.72702
alb,2007,1.82518
alb,2008,1.91918
alb,2009,2.00618
alb,2010,2.087
alb,2011,2.20745
alb,2012,2.31811
alb,2013,2.42789
alb,2014,2.54414
alb,2015,2.66908
alb,2016,2.80215
alb,2017,2.92383
alb,2018,3.03395
alb,2019,3.13451
alb,2020,3.23031
are,1960,0.3467
are,1961,0.36183
are,1962,0.36532
are,1963,0.3623
are,1964,0.35455
are,1965,0.33104
are,1966,0.33886
are,1967,0.33679
are,1968,0.3325
are,1969,0.31848
are,1970,0.29958
are,1971,0.28004
are,1972,0.26169
are,1973,0.2389
are,1974,0.21586
are,1975,0.19206
are,1976,0.18435
are,1977,0.17634
are,1978,0.16499
are,1979,0.14574
are,1980,0.11853
are,1981,0.10159
are,1982,0.08262
are,1983,0.06747
are,1984,0.06258
are,1985,0.0671
are,1986,0.08303
are,1987,0.09977
are,1988,0.11715
are,1989,0.1345
are,1990,0.15315
are,1991,0.17547
are,1992,0.19678
are,1993,0.21319
are,1994,0.22186
are,1995,0.22206
are,1996,0.22344
are,1997,0.21973
are,1998,0.21324
are,1999,0.20839
are,2000,0.2065
are,2001,0.21203
are,2002,0.21835
are,2003,0.22126
are,2004,0.21822
are,2005,0.20814
are,2006,0.19232
are,2007,0.17478
are,2008,0.15844
are,2009,0.14664
are,2010,0.13965
are,2011,0.14364
are,2012,0.14879
are,2013,0.15314
are,2014,0.15501
are,2015,0.1539
are,2016,0.15865
are,2017,0.16205
are,2018,0.16386
are,2019,0.1639
are,2020,0.1626
arg,1960,0.74489
arg,1961,0.7789
arg,1962,0.80568
arg,1963,0.82619
arg,1964,0.84218
arg,1965,0.85529
arg,1966,0.90804
arg,1967,0.95306
arg,1968,0.98851
arg,1969,1.01341
arg,1970,1.02872
arg,1971,1.08397
arg,1972,1.12679
arg,1973,1.15839
arg,1974,1.18114
arg,1975,1.19736
arg,1976,1.26287
arg,1977,1.31611
arg,1978,1.35766
arg,1979,1.38959
arg,1980,1.41458
arg,1981,1.48739
arg,1982,1.54977
arg,1983,1.60078
arg,1984,1.63947
arg,1985,1.66712
arg,1986,1.74895
arg,1987,1.8116
arg,1988,1.85843
arg,1989,1.89472
arg,1990,1.92444
arg,1991,2.01533
arg,1992,2.09518
arg,1993,2.16216
arg,1994,2.21376
arg,1995,2.25101
arg,1996,2.33561
arg,1997,2.40238
arg,1998,2.45466
arg,1999,2.4967
arg,2000,2.53219
arg,2001,2.62535
arg,2002,2.70141
arg,2003,2.76339
arg,2004,2.81541
arg,2005,2.86118
arg,2006,2.9592
arg,2007,3.04277
arg,2008,3.11018
arg,2009,3.15836
arg,2010,3.18826
arg,2011,3.25853
arg,2012,3.30547
arg,2013,3.33367
arg,2014,3.34723
arg,2015,3.3502
arg,2016,3.39815
arg,2017,3.42875
arg,2018,3.44753
arg,2019,3.46012
arg,2020,3.47193
arm,1960,1.3571
arm,1961,1.39091
arm,1962,1.40015
arm,1963,1.38517
arm,1964,1.35839
arm,1965,1.33145
arm,1966,1.40339
arm,1967,1.46474
arm,1968,1.49273
arm,1969,1.46934
arm,1970,1.39994
arm,1971,1.40326
arm,1972,1.38236
arm,1973,1.34481
arm,1974,1.2996
arm,1975,1.2536
arm,1976,1.24572
arm,1977,1.22986
arm,1978,1.20999
arm,1979,1.19581
arm,1980,1.19424
arm,1981,1.25977
arm,1982,1.32293
arm,1983,1.37361
arm,1984,1.40723
arm,1985,1.42706
arm,1986,1.46639
arm,1987,1.48366
arm,1988,1.48013
arm,1989,1.46164
arm,1990,1.43467
arm,1991,1.52286
arm,1992,1.61654
arm,1993,1.69682
arm,1994,1.7405
arm,1995,1.73775
arm,1996,1.75704
arm,1997,1.74546
arm,1998,1.71742
arm,1999,1.69074
arm,2000,1.67633
arm,2001,1.74622
arm,2002,1.78899
arm,2003,1.81406
arm,2004,1.84783
arm,2005,1.9077
arm,2006,2.14051
arm,2007,2.39937
arm,2008,2.63339
arm,2009,2.78837
arm,2010,2.84893
arm,2011,2.95331
arm,2012,2.98607
arm,2013,2.99473
arm,2014,3.04085
arm,2015,3.14864
arm,2016,3.34704
arm,2017,3.58459
arm,2018,3.78827
arm,2019,3.8679
arm,2020,3.79079
atg,1960,1.02993
atg,1961,1.04245
atg,1962,1.00121
atg,1963,0.90803
atg,1964,0.74424
atg,1965,0.53888
atg,1966,0.5228
atg,1967,0.48784
atg,1968,0.4301
atg,1969,0.34283
atg,1970,0.21766
atg,1971,0.20838
atg,1972,0.20325
atg,1973,0.20486
atg,1974,0.20367
atg,1975,0.20513
atg,1976,0.23401
atg,1977,0.25963
atg,1978,0.3037
atg,1979,0.33228
atg,1980,0.35478
atg,1981,0.40848
atg,1982,0.47438
atg,1983,0.54338
atg,1984,0.61568
atg,1985,0.69764
atg,1986,0.78671
atg,1987,0.90152
atg,1988,1.0307
atg,1989,1.17139
atg,1990,1.34703
atg,1991,1.43748
atg,1992,1.50865
atg,1993,1.55298
atg,1994,1.56884
atg,1995,1.54661
atg,1996,1.58109
atg,1997,1.59453
atg,1998,1.60544
atg,1999,1.59818
atg,2000,1.56835
atg,2001,1.58587
atg,2002,1.6094
atg,2003,1.633
atg,2004,1.66517
atg,2005,1.69266
atg,2006,1.71194
atg,2007,1.73135
atg,2008,1.76208
atg,2009,1.78591
atg,2010,1.82523
atg,2011,1.85428
atg,2012,1.86461
atg,2013,1.87136
atg,2014,1.8685
atg,2015,1.86021
atg,2016,1.87543
atg,2017,1.87706
atg,2018,1.85909
atg,2019,1.83431
atg,2020,1.80619
aus,1960,1.61915
aus,1961,1.67587
aus,1962,1.72055
aus,1963,1.75877
aus,1964,1.79276
aus,1965,1.82081
aus,1966,1.87489
aus,1967,1.90397
aus,1968,1.90905
aus,1969,1.89311
aus,1970,1.86002
aus,1971,1.92772
aus,1972,1.98873
aus,1973,2.04611
aus,1974,2.09707
aus,1975,2.13633
aus,1976,2.209
aus,1977,2.26379
aus,1978,2.30343
aus,1979,2.32928
aus,1980,2.34255
aus,1981,2.41055
aus,1982,2.46012
aus,1983,2.49773
aus,1984,2.5305
aus,1985,2.56258
aus,1986,2.62894
aus,1987,2.68639
aus,1988,2.73937
aus,1989,2.79177
aus,1990,2.84643
aus,1991,2.96829
aus,1992,3.08576
aus,1993,3.19663
aus,1994,3.29477
aus,1995,3.37714
aus,1996,3.46863
aus,1997,3.53389
aus,1998,3.58635
aus,1999,3.64372
aus,2000,3.71803
aus,2001,3.84338
aus,2002,3.97154
aus,2003,4.0973
aus,2004,4.21169
aus,2005,4.31073
aus,2006,4.3942
aus,2007,4.45575
aus,2008,4.4998
aus,2009,4.52936
aus,2010,4.54956
aus,2011,4.568
aus,2012,4.57503
aus,2013,4.58344
aus,2014,4.59812
aus,2015,4.61898
aus,2016,4.64852
aus,2017,4.66546
aus,2018,4.67925
aus,2019,4.7027
aus,2020,4.74762
aut,1960,2.05954
aut,1961,2.18771
aut,1962,2.28609
aut,1963,2.35227
aut,1964,2.38679
aut,1965,2.39315
aut,1966,2.52239
aut,1967,2.61889
aut,1968,2.6789
aut,1969,2.70168
aut,1970,2.6907
aut,1971,2.82361
aut,1972,2.92107
aut,1973,2.98445
aut,1974,3.01858
aut,1975,3.02826
aut,1976,3.20429
aut,1977,3.34683
aut,1978,3.45344
aut,1979,3.52522
aut,1980,3.56622
aut,1981,3.7695
aut,1982,3.934
aut,1983,4.05924
aut,1984,4.14858
aut,1985,4.20783
aut,1986,4.4201
aut,1987,4.59425
aut,1988,4.729
aut,1989,4.82431
aut,1990,4.88305
aut,1991,5.09733
aut,1992,5.28157
aut,1993,5.40698
aut,1994,5.43316
aut,1995,5.34704
aut,1996,5.30595
aut,1997,5.16425
aut,1998,4.99369
aut,1999,4.88269
aut,2000,4.87465
aut,2001,5.08947
aut,2002,5.35888
aut,2003,5.63826
aut,2004,5.87197
aut,2005,6.03721
aut,2006,6.23884
aut,2007,6.38007
aut,2008,6.47217
aut,2009,6.52153
aut,2010,6.53496
aut,2011,6.55054
aut,2012,6.52107
aut,2013,6.47799
aut,2014,6.44769
aut,2015,6.44217
aut,2016,6.48527
aut,2017,6.52027
aut,2018,6.55387
aut,2019,6.60266
aut,2020,6.68451
aze,1960,1.10925
aze,1961,1.1281
aze,1962,1.12376
aze,1963,1.10397
aze,1964,1.07936
aze,1965,1.05505
aze,1966,1.09435
aze,1967,1.13373
aze,1968,1.15761
aze,1969,1.14763
aze,1970,1.1001
aze,1971,1.09134
aze,1972,1.05843
aze,1973,1.01795
aze,1974,0.9869
aze,1975,0.9691
aze,1976,1.00889
aze,1977,1.04474
aze,1978,1.07404
aze,1979,1.09496
aze,1980,1.10594
aze,1981,1.17864
aze,1982,1.24806
aze,1983,1.30601
aze,1984,1.34375
aze,1985,1.35769
aze,1986,1.39206
aze,1987,1.4036
aze,1988,1.40178
aze,1989,1.3963
aze,1990,1.39062
aze,1991,1.40899
aze,1992,1.42175
aze,1993,1.41731
aze,1994,1.38293
aze,1995,1.31508
aze,1996,1.2901
aze,1997,1.23737
aze,1998,1.16366
aze,1999,1.0782
aze,2000,0.98709
aze,2001,0.98613
aze,2002,0.98025
aze,2003,0.97214
aze,2004,0.96414
aze,2005,0.95482
aze,2006,1.02344
aze,2007,1.08527
aze,2008,1.13432
aze,2009,1.16754
aze,2010,1.18612
aze,2011,1.26034
aze,2012,1.31981
aze,2013,1.37167
aze,2014,1.42689
aze,2015,1.4889
aze,2016,1.58255
aze,2017,1.67323
aze,2018,1.73714
aze,2019,1.74716
aze,2020,1.69638
bdi,1960,0.32457
bdi,1961,0.34559
bdi,1962,0.35849
bdi,1963,0.36098
bdi,1964,0.35257
bdi,1965,0.33258
bdi,1966,0.34865
bdi,1967,0.3573
bdi,1968,0.35701
bdi,1969,0.34614
bdi,1970,0.32455
bdi,1971,0.33977
bdi,1972,0.34856
bdi,1973,0.35158
bdi,1974,0.35052
bdi,1975,0.34582
bdi,1976,0.37179
bdi,1977,0.39099
bdi,1978,0.39975
bdi,1979,0.39564
bdi,1980,0.37801
bdi,1981,0.39395
bdi,1982,0.40072
bdi,1983,0.39798
bdi,1984,0.38621
bdi,1985,0.3655
bdi,1986,0.38052
bdi,1987,0.38745
bdi,1988,0.38551
bdi,1989,0.3738
bdi,1990,0.35259
bdi,1991,0.36725
bdi,1992,0.37334
bdi,1993,0.3695
bdi,1994,0.35525
bdi,1995,0.33032
bdi,1996,0.34683
bdi,1997,0.35477
bdi,1998,0.35297
bdi,1999,0.34119
bdi,2000,0.32009
bdi,2001,0.33734
bdi,2002,0.34797
bdi,2003,0.34992
bdi,2004,0.34206
bdi,2005,0.32461
bdi,2006,0.33882
bdi,2007,0.34697
bdi,2008,0.34912
bdi,2009,0.34607
bdi,2010,0.33842
bdi,2011,0.35154
bdi,2012,0.35932
bdi,2013,0.36082
bdi,2014,0.35591
bdi,2015,0.345
bdi,2016,0.35426
bdi,2017,0.35805
bdi,2018,0.3563
bdi,2019,0.34879
bdi,2020,0.33619
bel,1960,2.19338
bel,1961,2.30499
bel,1962,2.38808
bel,1963,2.43807
bel,1964,2.4515
bel,1965,2.43049
bel,1966,2.532
bel,1967,2.60007
bel,1968,2.63481
bel,1969,2.63852
bel,1970,2.61517
bel,1971,2.73817
bel,1972,2.82881
bel,1973,2.88844
bel,1974,2.92238
bel,1975,2.93591
bel,1976,3.1018
bel,1977,3.24149
bel,1978,3.3525
bel,1979,3.43518
bel,1980,3.49287
bel,1981,3.69192
bel,1982,3.85975
bel,1983,3.99346
bel,1984,4.09203
bel,1985,4.15878
bel,1986,4.34772
bel,1987,4.49744
bel,1988,4.61213
bel,1989,4.69801
bel,1990,4.76035
bel,1991,4.9409
bel,1992,5.10012
bel,1993,5.21433
bel,1994,5.24843
bel,1995,5.19192
bel,1996,5.1731
bel,1997,5.06889
bel,1998,4.93701
bel,1999,4.84884
bel,2000,4.84145
bel,2001,4.99963
bel,2002,5.19821
bel,2003,5.40979
bel,2004,5.59806
bel,2005,5.74806
bel,2006,5.95116
bel,2007,6.11217
bel,2008,6.24581
bel,2009,6.36836
bel,2010,6.49182
bel,2011,6.63272
bel,2012,6.74864
bel,2013,6.84583
bel,2014,6.91995
bel,2015,6.96706
bel,2016,7.05085
bel,2017,7.10257
bel,2018,7.1212
bel,2019,7.10662
bel,2020,7.06881
ben,1960,0.44833
ben,1961,0.46617
ben,1962,0.467
ben,1963,0.44746
ben,1964,0.40515
ben,1965,0.33831
ben,1966,0.37302
ben,1967,0.40055
ben,1968,0.41825
ben,1969,0.42558
ben,1970,0.42068
ben,1971,0.45922
ben,1972,0.48866
ben,1973,0.50832
ben,1974,0.51799
ben,1975,0.51759
ben,1976,0.55816
ben,1977,0.58911
ben,1978,0.6076
ben,1979,0.61188
ben,1980,0.60219
ben,1981,0.63131
ben,1982,0.64868
ben,1983,0.65307
ben,1984,0.64537
ben,1985,0.62604
ben,1986,0.65015
ben,1987,0.664
ben,1988,0.66641
ben,1989,0.65714
ben,1990,0.63716
ben,1991,0.65358
ben,1992,0.65948
ben,1993,0.65554
ben,1994,0.6427
ben,1995,0.6221
ben,1996,0.63553
ben,1997,0.63941
ben,1998,0.63268
ben,1999,0.61552
ben,2000,0.58879
ben,2001,0.59867
ben,2002,0.59933
ben,2003,0.59018
ben,2004,0.57158
ben,2005,0.54447
ben,2006,0.55438
ben,2007,0.5561
ben,2008,0.55
ben,2009,0.53667
ben,2010,0.5171
ben,2011,0.52992
ben,2012,0.53606
ben,2013,0.53521
ben,2014,0.5276
ben,2015,0.51402
ben,2016,0.52973
ben,2017,0.53807
ben,2018,0.54004
ben,2019,0.53729
ben,2020,0.5307
bfa,1960,0.06659
bfa,1961,0.08058
bfa,1962,0.09208
bfa,1963,0.09896
bfa,1964,0.10002
bfa,1965,0.09342
bfa,1966,0.10734
bfa,1967,0.11771
bfa,1968,0.1235
bfa,1969,0.12382
bfa,1970,0.1171
bfa,1971,0.13433
bfa,1972,0.14765
bfa,1973,0.15576
bfa,1974,0.15706
bfa,1975,0.15027
bfa,1976,0.16992
bfa,1977,0.18466
bfa,1978,0.19348
bfa,1979,0.1958
bfa,1980,0.19084
bfa,1981,0.21479
bfa,1982,0.23388
bfa,1983,0.2466
bfa,1984,0.25237
bfa,1985,0.25064
bfa,1986,0.2759
bfa,1987,0.294
bfa,1988,0.30358
bfa,1989,0.30458
bfa,1990,0.297
bfa,1991,0.32227
bfa,1992,0.33859
bfa,1993,0.34422
bfa,1994,0.33848
bfa,1995,0.32167
bfa,1996,0.34363
bfa,1997,0.35582
bfa,1998,0.35668
bfa,1999,0.34579
bfa,2000,0.3235
bfa,2001,0.3421
bfa,2002,0.35123
bfa,2003,0.34934
bfa,2004,0.33605
bfa,2005,0.31169
bfa,2006,0.3275
bfa,2007,0.33466
bfa,2008,0.33199
bfa,2009,0.31919
bfa,2010,0.29674
bfa,2011,0.31088
bfa,2012,0.31748
bfa,2013,0.31571
bfa,2014,0.30577
bfa,2015,0.28813
bfa,2016,0.30372
bfa,2017,0.31202
bfa,2018,0.31258
bfa,2019,0.3059
bfa,2020,0.2924
bgd,1960,0.22794
bgd,1961,0.23409
bgd,1962,0.23278
bgd,1963,0.22275
bgd,1964,0.2028
bgd,1965,0.17236
bgd,1966,0.1789
bgd,1967,0.18019
bgd,1968,0.17618
bgd,1969,0.16689
bgd,1970,0.15151
bgd,1971,0.16552
bgd,1972,0.17583
bgd,1973,0.18154
bgd,1974,0.18174
bgd,1975,0.17508
bgd,1976,0.19249
bgd,1977,0.20501
bgd,1978,0.21153
bgd,1979,0.21131
bgd,1980,0.20331
bgd,1981,0.22083
bgd,1982,0.23317
bgd,1983,0.23865
bgd,1984,0.23589
bgd,1985,0.22391
bgd,1986,0.23938
bgd,1987,0.24905
bgd,1988,0.25258
bgd,1989,0.25001
bgd,1990,0.24098
bgd,1991,0.2613
bgd,1992,0.27712
bgd,1993,0.28736
bgd,1994,0.29148
bgd,1995,0.2892
bgd,1996,0.31741
bgd,1997,0.34292
bgd,1998,0.3658
bgd,1999,0.38667
bgd,2000,0.4058
bgd,2001,0.44386
bgd,2002,0.47873
bgd,2003,0.50977
bgd,2004,0.53679
bgd,2005,0.56009
bgd,2006,0.60607
bgd,2007,0.64803
bgd,2008,0.68482
bgd,2009,0.71561
bgd,2010,0.74063
bgd,2011,0.79021
bgd,2012,0.83402
bgd,2013,0.87191
bgd,2014,0.90407
bgd,2015,0.9312
bgd,2016,0.98264
bgd,2017,1.02752
bgd,2018,1.06714
bgd,2019,1.10355
bgd,2020,1.13808
bgr,1960,1.24694
bgr,1961,1.33008
bgr,1962,1.40033
bgr,1963,1.45728
bgr,1964,1.50071
bgr,1965,1.52966
bgr,1966,1.61588
bgr,1967,1.68368
bgr,1968,1.72451
bgr,1969,1.73122
bgr,1970,1.70391
bgr,1971,1.74481
bgr,1972,1.7569
bgr,1973,1.747
bgr,1974,1.72246
bgr,1975,1.68619
bgr,1976,1.75628
bgr,1977,1.80745
bgr,1978,1.83942
bgr,1979,1.8557
bgr,1980,1.86081
bgr,1981,1.97823
bgr,1982,2.07315
bgr,1983,2.13937
bgr,1984,2.17563
bgr,1985,2.18582
bgr,1986,2.33122
bgr,1987,2.44445
bgr,1988,2.52617
bgr,1989,2.58335
bgr,1990,2.62031
bgr,1991,2.8068
bgr,1992,2.98501
bgr,1993,3.12035
bgr,1994,3.16643
bgr,1995,3.10672
bgr,1996,3.11253
bgr,1997,3.0287
bgr,1998,2.91141
bgr,1999,2.82957
bgr,2000,2.81153
bgr,2001,3.07233
bgr,2002,3.35865
bgr,2003,3.63242
bgr,2004,3.85337
bgr,2005,4.00729
bgr,2006,4.28613
bgr,2007,4.50125
bgr,2008,4.66198
bgr,2009,4.78398
bgr,2010,4.87935
bgr,2011,5.11781
bgr,2012,5.32787
bgr,2013,5.49462
bgr,2014,5.59383
bgr,2015,5.61712
bgr,2016,5.7991
bgr,2017,5.91016
bgr,2018,5.96623
bgr,2019,5.9814
bgr,2020,5.96496
bhr,1960,0.26634
bhr,1961,0.281
bhr,1962,0.29702
bhr,1963,0.30173
bhr,1964,0.30131
bhr,1965,0.28741
bhr,1966,0.30101
bhr,1967,0.3021
bhr,1968,0.29155
bhr,1969,0.2767
bhr,1970,0.26002
bhr,1971,0.2706
bhr,1972,0.27984
bhr,1973,0.28103
bhr,1974,0.27635
bhr,1975,0.2646
bhr,1976,0.27753
bhr,1977,0.28025
bhr,1978,0.27897
bhr,1979,0.27069
bhr,1980,0.25947
bhr,1981,0.27015
bhr,1982,0.28162
bhr,1983,0.29789
bhr,1984,0.32517
bhr,1985,0.37281
bhr,1986,0.41448
bhr,1987,0.44394
bhr,1988,0.44488
bhr,1989,0.41128
bhr,1990,0.3504
bhr,1991,0.36923
bhr,1992,0.38186
bhr,1993,0.39279
bhr,1994,0.40211
bhr,1995,0.40829
bhr,1996,0.42024
bhr,1997,0.43492
bhr,1998,0.45146
bhr,1999,0.46099
bhr,2000,0.46015
bhr,2001,0.43512
bhr,2002,0.40209
bhr,2003,0.37122
bhr,2004,0.35051
bhr,2005,0.34167
bhr,2006,0.3595
bhr,2007,0.37988
bhr,2008,0.39519
bhr,2009,0.39855
bhr,2010,0.39181
bhr,2011,0.40426
bhr,2012,0.40918
bhr,2013,0.41119
bhr,2014,0.41497
bhr,2015,0.42545
bhr,2016,0.45374
bhr,2017,0.48229
bhr,2018,0.50678
bhr,2019,0.52544
bhr,2020,0.53667
bhs,1960,0.65096
bhs,1961,0.65733
bhs,1962,0.65308
bhs,1963,0.64791
bhs,1964,0.63838
bhs,1965,0.62426
bhs,1966,0.62642
bhs,1967,0.62757
bhs,1968,0.62436
bhs,1969,0.61502
bhs,1970,0.6002
bhs,1971,0.60094
bhs,1972,0.60044
bhs,1973,0.59852
bhs,1974,0.59841
bhs,1975,0.60372
bhs,1976,0.62247
bhs,1977,0.63477
bhs,1978,0.64549
bhs,1979,0.65149
bhs,1980,0.64701
bhs,1981,0.67302
bhs,1982,0.68437
bhs,1983,0.69032
bhs,1984,0.69016
bhs,1985,0.69057
bhs,1986,0.72668
bhs,1987,0.75892
bhs,1988,0.783
bhs,1989,0.7996
bhs,1990,0.80794
bhs,1991,0.87278
bhs,1992,0.9246
bhs,1993,0.95584
bhs,1994,0.97336
bhs,1995,0.97216
bhs,1996,1.02482
bhs,1997,1.07745
bhs,1998,1.13622
bhs,1999,1.19073
bhs,2000,1.24027
bhs,2001,1.27131
bhs,2002,1.28633
bhs,2003,1.29771
bhs,2004,1.30268
bhs,2005,1.30001
bhs,2006,1.30568
bhs,2007,1.29938
bhs,2008,1.29075
bhs,2009,1.2756
bhs,2010,1.25732
bhs,2011,1.27083
bhs,2012,1.27478
bhs,2013,1.27389
bhs,2014,1.26877
bhs,2015,1.26225
bhs,2016,1.31605
bhs,2017,1.36124
bhs,2018,1.39981
bhs,2019,1.43566
bhs,2020,1.46868
bih,1960,0.56966
bih,1961,0.56331
bih,1962,0.54034
bih,1963,0.5085
bih,1964,0.47655
bih,1965,0.44716
bih,1966,0.47818
bih,1967,0.50975
bih,1968,0.53181
bih,1969,0.53509
bih,1970,0.51731
bih,1971,0.54042
bih,1972,0.55174
bih,1973,0.55858
bih,1974,0.57
bih,1975,0.58831
bih,1976,0.65229
bih,1977,0.72012
bih,1978,0.7859
bih,1979,0.84171
bih,1980,0.8849
bih,1981,0.94981
bih,1982,0.99949
bih,1983,1.03878
bih,1984,1.07475
bih,1985,1.11114
bih,1986,1.20292
bih,1987,1.28965
bih,1988,1.3681
bih,1989,1.43623
bih,1990,1.49454
bih,1991,1.6269
bih,1992,1.75222
bih,1993,1.85562
bih,1994,1.91673
bih,1995,1.92542
bih,1996,1.94262
bih,1997,1.91255
bih,1998,1.85792
bih,1999,1.80784
bih,2000,1.77658
bih,2001,1.89457
bih,2002,2.0309
bih,2003,2.17393
bih,2004,2.31252
bih,2005,2.44376
bih,2006,2.65891
bih,2007,2.85942
bih,2008,3.04523
bih,2009,3.22127
bih,2010,3.39189
bih,2011,3.55277
bih,2012,3.59122
bih,2013,3.49765
bih,2014,3.30506
bih,2015,3.06198
bih,2016,3.38017
bih,2017,3.76192
bih,2018,4.14307
bih,2019,4.44823
bih,2020,4.64793
blr,1960,1.80891
blr,1961,1.86737
blr,1962,1.90749
blr,1963,1.93157
blr,1964,1.94165
blr,1965,1.938
blr,1966,2.02659
blr,1967,2.09825
blr,1968,2.14567
blr,1969,2.1594
blr,1970,2.13708
blr,1971,2.19407
blr,1972,2.23898
blr,1973,2.2833
blr,1974,2.3248
blr,1975,2.35399
blr,1976,2.39428
blr,1977,2.41369
blr,1978,2.43404
blr,1979,2.47174
blr,1980,2.52858
blr,1981,2.64768
blr,1982,2.75078
