geo,time,sh_dyn_mort_fe
ecu,1991,46.1
ecu,1992,43.7
ecu,1993,41.2
ecu,1994,38.7
ecu,1995,36.2
ecu,1996,33.7
ecu,1997,31.5
ecu,1998,29.4
ecu,1999,27.5
ecu,2000,25.9
ecu,2001,24.6
ecu,2002,23.3
ecu,2003,22.3
ecu,2004,21.4
ecu,2005,20.5
ecu,2006,19.7
ecu,2007,19
ecu,2008,18.2
ecu,2009,17.4
ecu,2010,16.7
ecu,2011,15.9
ecu,2012,15.2
ecu,2013,14.6
ecu,2014,14
ecu,2015,13.5
ecu,2016,13.1
ecu,2017,12.7
ecu,2018,12.3
ecu,2019,11.9
ecu,2020,11.4
egy,1960,322.6
egy,1961,312.8
egy,1962,302.5
egy,1963,292.8
egy,1964,283.9
egy,1965,275.9
egy,1966,269
egy,1967,263.5
egy,1968,259
egy,1969,255.3
egy,1970,252.1
egy,1971,248.6
egy,1972,244.1
egy,1973,238.4
egy,1974,230.8
egy,1975,221.7
egy,1976,211.7
egy,1977,201.3
egy,1978,190.9
egy,1979,180.8
egy,1980,170.8
egy,1981,160.9
egy,1982,150.8
egy,1983,140.4
egy,1984,129.8
egy,1985,119.6
egy,1986,110.5
egy,1987,102.7
egy,1988,95.9
egy,1989,90.4
egy,1990,85.8
egy,1991,81.6
egy,1992,77.4
egy,1993,72.9
egy,1994,68.4
egy,1995,63.7
egy,1996,59.2
egy,1997,55.1
egy,1998,51.3
egy,1999,47.9
egy,2000,44.8
egy,2001,42.1
egy,2002,39.7
egy,2003,37.6
egy,2004,35.7
egy,2005,34
egy,2006,32.5
egy,2007,31
egy,2008,29.6
egy,2009,28.3
egy,2010,27
egy,2011,25.8
egy,2012,24.7
egy,2013,23.7
egy,2014,22.8
egy,2015,21.9
egy,2016,21
egy,2017,20.3
egy,2018,19.5
egy,2019,18.8
egy,2020,18.2
eri,1974,200.2
eri,1975,195.4
eri,1976,190.8
eri,1977,186.7
eri,1978,182.9
eri,1979,179.7
eri,1980,176.8
eri,1981,174.1
eri,1982,171.5
eri,1983,168.7
eri,1984,165.7
eri,1985,162.4
eri,1986,158.7
eri,1987,154.5
eri,1988,149.9
eri,1989,144.7
eri,1990,138.8
eri,1991,132.2
eri,1992,125.1
eri,1993,117.7
eri,1994,110.3
eri,1995,103.1
eri,1996,96.4
eri,1997,90.4
eri,1998,85.1
eri,1999,80.4
eri,2000,76.2
eri,2001,72.4
eri,2002,68.9
eri,2003,65.6
eri,2004,62.7
eri,2005,59.9
eri,2006,57.3
eri,2007,54.9
eri,2008,52.6
eri,2009,50.5
eri,2010,48.6
eri,2011,46.8
eri,2012,45
eri,2013,43.4
eri,2014,41.9
eri,2015,40.6
eri,2016,39.2
eri,2017,37.8
eri,2018,36.6
eri,2019,35.3
eri,2020,34.2
esp,1974,20.8
esp,1975,19.2
esp,1976,17.8
esp,1977,16.5
esp,1978,15.3
esp,1979,14.1
esp,1980,13
esp,1981,12.1
esp,1982,11.4
esp,1983,10.9
esp,1984,10.3
esp,1985,9.8
esp,1986,9.5
esp,1987,9.1
esp,1988,8.8
esp,1989,8.5
esp,1990,8.2
esp,1991,7.8
esp,1992,7.4
esp,1993,7.1
esp,1994,6.6
esp,1995,6.2
esp,1996,5.9
esp,1997,5.5
esp,1998,5.3
esp,1999,5.1
esp,2000,4.9
esp,2001,4.8
esp,2002,4.7
esp,2003,4.5
esp,2004,4.4
esp,2005,4.3
esp,2006,4.1
esp,2007,4
esp,2008,3.8
esp,2009,3.7
esp,2010,3.5
esp,2011,3.4
esp,2012,3.3
esp,2013,3.2
esp,2014,3.1
esp,2015,3
esp,2016,3
esp,2017,3
esp,2018,3
esp,2019,3
esp,2020,2.9
est,1980,19.5
est,1981,18.7
est,1982,18
est,1983,17.4
est,1984,16.9
est,1985,16.5
est,1986,16.1
est,1987,15.9
est,1988,15.7
est,1989,15.5
est,1990,15.3
est,1991,15.2
est,1992,15
est,1993,14.7
est,1994,14.3
est,1995,13.6
est,1996,12.9
est,1997,12.1
est,1998,11.2
est,1999,10.4
est,2000,9.6
est,2001,8.9
est,2002,8.2
est,2003,7.5
est,2004,6.9
est,2005,6.4
est,2006,5.9
est,2007,5.4
est,2008,4.9
est,2009,4.5
est,2010,4.1
est,2011,3.8
est,2012,3.5
est,2013,3.2
est,2014,2.9
est,2015,2.7
est,2016,2.5
est,2017,2.4
est,2018,2.2
est,2019,2
est,2020,1.9
eth,1966,234.4
eth,1967,233.8
eth,1968,233.5
eth,1969,232.9
eth,1970,232.4
eth,1971,231.9
eth,1972,231.7
eth,1973,231.2
eth,1974,231
eth,1975,230.7
eth,1976,230.1
eth,1977,229.5
eth,1978,228.6
eth,1979,227.1
eth,1980,225.1
eth,1981,222.4
eth,1982,219.1
eth,1983,215.5
eth,1984,211.6
eth,1985,207.7
eth,1986,204.1
eth,1987,200.4
eth,1988,196.5
eth,1989,192.5
eth,1990,188.2
eth,1991,183.5
eth,1992,178.2
eth,1993,172.2
eth,1994,166
eth,1995,159.5
eth,1996,153.1
eth,1997,146.9
eth,1998,141.1
eth,1999,135.4
eth,2000,129.6
eth,2001,123.8
eth,2002,117.7
eth,2003,111.6
eth,2004,105.4
eth,2005,99.2
eth,2006,93.4
eth,2007,88
eth,2008,82.9
eth,2009,78.3
eth,2010,73.9
eth,2011,69.8
eth,2012,65.9
eth,2013,62.2
eth,2014,58.8
eth,2015,55.5
eth,2016,52.4
eth,2017,49.6
eth,2018,47
eth,2019,44.8
eth,2020,42.9
fin,1960,23.4
fin,1961,22
fin,1962,20.7
fin,1963,19.6
fin,1964,18.5
fin,1965,17.6
fin,1966,16.7
fin,1967,16
fin,1968,15.3
fin,1969,14.6
fin,1970,14
fin,1971,13.3
fin,1972,12.7
fin,1973,12
fin,1974,11.4
fin,1975,10.7
fin,1976,10
fin,1977,9.3
fin,1978,8.7
fin,1979,8.1
fin,1980,7.7
fin,1981,7.3
fin,1982,7
fin,1983,6.8
fin,1984,6.6
fin,1985,6.5
fin,1986,6.5
fin,1987,6.4
fin,1988,6.3
fin,1989,6.2
fin,1990,6
fin,1991,5.8
fin,1992,5.5
fin,1993,5.2
fin,1994,4.9
fin,1995,4.6
fin,1996,4.4
fin,1997,4.2
fin,1998,4.1
fin,1999,4
fin,2000,3.8
fin,2001,3.7
fin,2002,3.6
fin,2003,3.6
fin,2004,3.5
fin,2005,3.4
fin,2006,3.2
fin,2007,3.1
fin,2008,3
fin,2009,2.8
fin,2010,2.7
fin,2011,2.6
fin,2012,2.5
fin,2013,2.4
fin,2014,2.3
fin,2015,2.2
fin,2016,2.2
fin,2017,2.2
fin,2018,2.1
fin,2019,2.1
fin,2020,2.1
fji,1960,74.2
fji,1961,70.6
fji,1962,67.4
fji,1963,64.2
fji,1964,61.4
fji,1965,58.9
fji,1966,56.9
fji,1967,55.3
fji,1968,54.1
fji,1969,53.3
fji,1970,52.8
fji,1971,52.5
fji,1972,52.2
fji,1973,51.9
fji,1974,51.3
fji,1975,50.4
fji,1976,49.1
fji,1977,47.5
fji,1978,45.7
fji,1979,43.6
fji,1980,41.6
fji,1981,39.5
fji,1982,37.5
fji,1983,35.7
fji,1984,34.1
fji,1985,32.7
fji,1986,31.4
fji,1987,30.2
fji,1988,29
fji,1989,27.9
fji,1990,26.8
fji,1991,25.8
fji,1992,24.9
fji,1993,24.1
fji,1994,23.3
fji,1995,22.7
fji,1996,22.1
fji,1997,21.7
fji,1998,21.3
fji,1999,21
fji,2000,20.9
fji,2001,20.8
fji,2002,20.9
fji,2003,21
fji,2004,21.2
fji,2005,21.5
fji,2006,21.8
fji,2007,22
fji,2008,22
fji,2009,22
fji,2010,21.8
fji,2011,21.7
fji,2012,21.7
fji,2013,21.8
fji,2014,22
fji,2015,22.4
fji,2016,22.9
fji,2017,23.4
fji,2018,24
fji,2019,24.7
fji,2020,25.1
fra,1960,24.8
fra,1961,23.6
fra,1962,22.3
fra,1963,21.4
fra,1964,20.4
fra,1965,19.5
fra,1966,18.6
fra,1967,18
fra,1968,17.4
fra,1969,16.7
fra,1970,15.9
fra,1971,15.2
fra,1972,14.5
fra,1973,13.9
fra,1974,13.4
fra,1975,13
fra,1976,12.5
fra,1977,12
fra,1978,11.5
fra,1979,11.1
fra,1980,10.6
fra,1981,10.2
fra,1982,9.9
fra,1983,9.6
fra,1984,9.2
fra,1985,8.9
fra,1986,8.7
fra,1987,8.4
fra,1988,8.2
fra,1989,8
fra,1990,7.7
fra,1991,7.3
fra,1992,6.9
fra,1993,6.5
fra,1994,6
fra,1995,5.7
fra,1996,5.3
fra,1997,5.1
fra,1998,5
fra,1999,4.8
fra,2000,4.7
fra,2001,4.6
fra,2002,4.5
fra,2003,4.3
fra,2004,4.2
fra,2005,4.1
fra,2006,4
fra,2007,3.9
fra,2008,3.9
fra,2009,3.8
fra,2010,3.8
fra,2011,3.7
fra,2012,3.7
fra,2013,3.7
fra,2014,3.7
fra,2015,3.7
fra,2016,3.8
fra,2017,3.8
fra,2018,3.9
fra,2019,3.9
fra,2020,3.9
fsm,1960,116
fsm,1961,111
fsm,1962,106.2
fsm,1963,101.7
fsm,1964,97.3
fsm,1965,93.2
fsm,1966,89.3
fsm,1967,85.4
fsm,1968,81.7
fsm,1969,78.2
fsm,1970,75
fsm,1971,72
fsm,1972,69.3
fsm,1973,66.7
fsm,1974,64.4
fsm,1975,62.2
fsm,1976,60.2
fsm,1977,58.5
fsm,1978,56.9
fsm,1979,55.6
fsm,1980,54.6
fsm,1981,53.7
fsm,1982,52.9
fsm,1983,52.2
fsm,1984,51.3
fsm,1985,50.2
fsm,1986,49
fsm,1987,47.6
fsm,1988,46.1
fsm,1989,44.5
fsm,1990,43.2
fsm,1991,42
fsm,1992,41
fsm,1993,40.1
fsm,1994,39.2
fsm,1995,38.3
fsm,1996,37.3
fsm,1997,36.1
fsm,1998,34.9
fsm,1999,33.7
fsm,2000,32.6
fsm,2001,31.7
fsm,2002,30.9
fsm,2003,30.3
fsm,2004,30
fsm,2005,29.8
fsm,2006,29.7
fsm,2007,29.7
fsm,2008,29.5
fsm,2009,29
fsm,2010,28.5
fsm,2011,27.9
fsm,2012,27.2
fsm,2013,26.4
fsm,2014,25.7
fsm,2015,24.9
fsm,2016,24.1
fsm,2017,23.3
fsm,2018,22.6
fsm,2019,21.9
fsm,2020,21.2
gab,1967,169.4
gab,1968,164
gab,1969,158.9
gab,1970,154
gab,1971,149.2
gab,1972,144.3
gab,1973,139.8
gab,1974,135.2
gab,1975,130.9
gab,1976,126.6
gab,1977,122.6
gab,1978,118.6
gab,1979,114.7
gab,1980,111.1
gab,1981,107.5
gab,1982,104
gab,1983,100.9
gab,1984,98
gab,1985,95.3
gab,1986,92.8
gab,1987,90.6
gab,1988,88.7
gab,1989,86.9
gab,1990,85.4
gab,1991,84.1
gab,1992,83
gab,1993,82
gab,1994,81.3
gab,1995,80.7
gab,1996,80
gab,1997,79.4
gab,1998,78.6
gab,1999,77.6
gab,2000,76.4
gab,2001,74.9
gab,2002,73.3
gab,2003,71.6
gab,2004,69.7
gab,2005,67.7
gab,2006,65.7
gab,2007,63.4
gab,2008,61.1
gab,2009,58.6
gab,2010,56.2
gab,2011,54
gab,2012,51.9
gab,2013,49.8
gab,2014,47.6
gab,2015,45.4
gab,2016,42.6
gab,2017,40.8
gab,2018,39.5
gab,2019,38.6
gab,2020,37.4
gbr,1960,23.3
gbr,1961,22.9
gbr,1962,22.4
gbr,1963,21.9
gbr,1964,21.2
gbr,1965,20.6
gbr,1966,20
gbr,1967,19.6
gbr,1968,19.1
gbr,1969,18.7
gbr,1970,18.3
gbr,1971,18
gbr,1972,17.5
gbr,1973,17
gbr,1974,16.4
gbr,1975,15.8
gbr,1976,15
gbr,1977,14.4
gbr,1978,13.8
gbr,1979,13.1
gbr,1980,12.4
gbr,1981,11.7
gbr,1982,11.1
gbr,1983,10.7
gbr,1984,10.3
gbr,1985,10
gbr,1986,9.7
gbr,1987,9.4
gbr,1988,9
gbr,1989,8.6
gbr,1990,8.1
gbr,1991,7.6
gbr,1992,7.2
gbr,1993,6.8
gbr,1994,6.6
gbr,1995,6.4
gbr,1996,6.2
gbr,1997,6.1
gbr,1998,6
gbr,1999,5.9
gbr,2000,5.8
gbr,2001,5.8
gbr,2002,5.7
gbr,2003,5.6
gbr,2004,5.5
gbr,2005,5.4
gbr,2006,5.3
gbr,2007,5.2
gbr,2008,5
gbr,2009,4.8
gbr,2010,4.7
gbr,2011,4.4
gbr,2012,4.3
gbr,2013,4.2
gbr,2014,4.1
gbr,2015,4
gbr,2016,4
gbr,2017,4
gbr,2018,3.9
gbr,2019,3.9
gbr,2020,3.8
geo,1975,64.7
geo,1976,62.3
geo,1977,59.9
geo,1978,57.5
geo,1979,55.3
geo,1980,53.3
geo,1981,51.2
geo,1982,49.4
geo,1983,47.6
geo,1984,46.2
geo,1985,45.1
geo,1986,44.2
geo,1987,43.5
geo,1988,43.1
geo,1989,42.8
geo,1990,42.5
geo,1991,42.2
geo,1992,41.8
geo,1993,41.4
geo,1994,40.8
geo,1995,40
geo,1996,38.9
geo,1997,37.6
geo,1998,36
geo,1999,34.1
geo,2000,32.1
geo,2001,29.9
geo,2002,27.6
geo,2003,25.3
geo,2004,22.9
geo,2005,20.7
geo,2006,18.6
geo,2007,16.7
geo,2008,15.1
geo,2009,13.6
geo,2010,12.4
geo,2011,11.4
geo,2012,10.7
geo,2013,10.1
geo,2014,9.6
geo,2015,9.3
geo,2016,9
geo,2017,8.8
geo,2018,8.6
geo,2019,8.4
geo,2020,8.2
gha,1960,197.5
gha,1961,195.4
gha,1962,193.8
gha,1963,192.8
gha,1964,192
gha,1965,191.6
gha,1966,191.8
gha,1967,192.2
gha,1968,192.5
gha,1969,192.7
gha,1970,192.3
gha,1971,191.3
gha,1972,189.3
gha,1973,186.2
gha,1974,182.2
gha,1975,177.4
gha,1976,172.4
gha,1977,167.6
gha,1978,163.6
gha,1979,160.6
gha,1980,158.5
gha,1981,156.9
gha,1982,155.3
gha,1983,153.1
gha,1984,150.1
gha,1985,146
gha,1986,141.1
gha,1987,135.5
gha,1988,129.8
gha,1989,124.1
gha,1990,119.1
gha,1991,114.9
gha,1992,111.7
gha,1993,109.3
gha,1994,107.5
gha,1995,106
gha,1996,104.2
gha,1997,102
gha,1998,99.2
gha,1999,95.7
gha,2000,92
gha,2001,88.1
gha,2002,84.4
gha,2003,81.1
gha,2004,78.2
gha,2005,75.7
gha,2006,73.3
gha,2007,71
gha,2008,68.4
gha,2009,65.6
gha,2010,62.6
gha,2011,59.7
gha,2012,56.7
gha,2013,54
gha,2014,51.5
gha,2015,49.2
gha,2016,47
gha,2017,45
gha,2018,43.2
gha,2019,41.5
gha,2020,40
gin,1960,336.9
gin,1961,335
gin,1962,332.6
gin,1963,330.3
gin,1964,327.7
gin,1965,325.1
gin,1966,322.6
gin,1967,319.9
gin,1968,317.1
gin,1969,314.2
gin,1970,311.5
gin,1971,308.5
gin,1972,305.5
gin,1973,302
gin,1974,298.6
gin,1975,294.9
gin,1976,290.8
gin,1977,286
gin,1978,281.2
gin,1979,276.3
gin,1980,271.3
gin,1981,266.5
gin,1982,261.8
gin,1983,257.4
gin,1984,253
gin,1985,248.5
gin,1986,244
gin,1987,239.4
gin,1988,234.6
gin,1989,229.4
gin,1990,223.9
gin,1991,217.8
gin,1992,211.6
gin,1993,204.8
gin,1994,197.8
gin,1995,190.7
gin,1996,183.7
gin,1997,176.8
gin,1998,169.9
gin,1999,163
gin,2000,156.2
gin,2001,149.5
gin,2002,143.1
gin,2003,137.2
gin,2004,131.9
gin,2005,127.1
gin,2006,122.9
gin,2007,119.3
gin,2008,116
gin,2009,113.2
gin,2010,110.5
gin,2011,108.1
gin,2012,106
gin,2013,103.9
gin,2014,102.6
gin,2015,100.7
gin,2016,98.1
gin,2017,96.2
gin,2018,94.1
gin,2019,91.8
gin,2020,89.4
gmb,1960,347
gmb,1961,340.3
gmb,1962,333.6
gmb,1963,327.3
gmb,1964,320.9
gmb,1965,314.5
gmb,1966,308.3
gmb,1967,301.9
gmb,1968,295.6
gmb,1969,289.3
gmb,1970,283.2
gmb,1971,276.7
gmb,1972,270.2
gmb,1973,263.7
gmb,1974,257.2
gmb,1975,250.4
gmb,1976,243.8
gmb,1977,237.5
gmb,1978,231.3
gmb,1979,225.2
gmb,1980,219
gmb,1981,212.7
gmb,1982,206.3
gmb,1983,199.9
gmb,1984,193.4
gmb,1985,186.8
gmb,1986,180.4
gmb,1987,174.1
gmb,1988,168
gmb,1989,162.3
gmb,1990,156.7
gmb,1991,151.2
gmb,1992,146
gmb,1993,140.7
gmb,1994,135.6
gmb,1995,130.4
gmb,1996,125.3
gmb,1997,120.3
gmb,1998,115.4
gmb,1999,110.6
gmb,2000,106.1
gmb,2001,101.6
gmb,2002,97.2
gmb,2003,93
gmb,2004,88.9
gmb,2005,85
gmb,2006,81.2
gmb,2007,77.5
gmb,2008,74.1
gmb,2009,70.8
gmb,2010,67.7
gmb,2011,64.8
gmb,2012,62
gmb,2013,59.4
gmb,2014,56.8
gmb,2015,54.4
gmb,2016,52.1
gmb,2017,50
gmb,2018,48
gmb,2019,46.2
gmb,2020,44.5
gnb,1985,232.6
gnb,1986,228.1
gnb,1987,223.7
gnb,1988,219.5
gnb,1989,215.2
gnb,1990,210.8
gnb,1991,206.4
gnb,1992,202
gnb,1993,197.6
gnb,1994,192.8
gnb,1995,188.1
gnb,1996,183
gnb,1997,178.2
gnb,1998,173.1
gnb,1999,168.1
gnb,2000,163.1
gnb,2001,157.7
gnb,2002,152.1
gnb,2003,146.3
gnb,2004,140.5
gnb,2005,134.5
gnb,2006,128.5
gnb,2007,122.7
gnb,2008,117
gnb,2009,111.4
gnb,2010,106.1
gnb,2011,101
gnb,2012,96.3
gnb,2013,91.9
gnb,2014,88.2
gnb,2015,84.8
gnb,2016,81.7
gnb,2017,78.6
gnb,2018,75.9
gnb,2019,73.2
gnb,2020,70.5
gnq,1982,190.3
gnq,1983,186.5
gnq,1984,182.6
gnq,1985,179.1
gnq,1986,176
gnq,1987,173.8
gnq,1988,171.9
gnq,1989,170.4
gnq,1990,169
gnq,1991,167.5
gnq,1992,166.1
gnq,1993,164.6
gnq,1994,163.4
gnq,1995,161.8
gnq,1996,160
gnq,1997,157.4
gnq,1998,154.3
gnq,1999,150.8
gnq,2000,146.8
gnq,2001,142.7
gnq,2002,138.5
gnq,2003,134.1
gnq,2004,129.7
gnq,2005,125.3
gnq,2006,120.8
gnq,2007,116.5
gnq,2008,112
gnq,2009,107.9
gnq,2010,103.9
gnq,2011,100.3
gnq,2012,96.6
gnq,2013,93.3
gnq,2014,89.9
gnq,2015,86.7
gnq,2016,83.5
gnq,2017,80.6
gnq,2018,77.7
gnq,2019,75
gnq,2020,72.4
grc,1960,44.3
grc,1961,43.2
grc,1962,42
grc,1963,40.5
grc,1964,38.6
grc,1965,37.1
grc,1966,36
grc,1967,35.2
grc,1968,33.6
grc,1969,30.9
grc,1970,28.3
grc,1971,26.7
grc,1972,25.8
grc,1973,25.2
grc,1974,24.6
grc,1975,23.8
grc,1976,22.7
grc,1977,21.4
grc,1978,20.1
grc,1979,18.8
grc,1980,17.5
grc,1981,16.4
grc,1982,15.3
grc,1983,14.5
grc,1984,13.9
grc,1985,13.2
grc,1986,12.4
grc,1987,11.6
grc,1988,10.8
grc,1989,10.1
grc,1990,9.5
grc,1991,9.1
grc,1992,8.7
grc,1993,8.4
grc,1994,8.1
grc,1995,7.8
grc,1996,7.5
grc,1997,7.1
grc,1998,6.7
grc,1999,6.3
grc,2000,5.9
grc,2001,5.5
grc,2002,5.1
grc,2003,4.8
grc,2004,4.5
grc,2005,4.2
grc,2006,4
grc,2007,3.8
grc,2008,3.7
grc,2009,3.6
grc,2010,3.6
grc,2011,3.7
grc,2012,3.7
grc,2013,3.8
grc,2014,3.9
grc,2015,4
grc,2016,4
grc,2017,4
grc,2018,3.9
grc,2019,3.8
grc,2020,3.8
grd,1960,99.1
grd,1961,91
grd,1962,83.1
grd,1963,76
grd,1964,70
grd,1965,65.2
grd,1966,61.6
grd,1967,58.8
grd,1968,56.6
grd,1969,54.8
grd,1970,53.2
grd,1971,51.6
grd,1972,50
grd,1973,48.4
grd,1974,46.6
grd,1975,44.9
grd,1976,43.1
grd,1977,41.2
grd,1978,39.3
grd,1979,37.4
grd,1980,35.5
grd,1981,33.6
grd,1982,31.7
grd,1983,30
grd,1984,28.4
grd,1985,26.9
grd,1986,25.4
grd,1987,24.1
grd,1988,22.9
grd,1989,21.8
grd,1990,20.7
grd,1991,19.6
grd,1992,18.6
grd,1993,17.8
grd,1994,17
grd,1995,16.3
grd,1996,15.7
grd,1997,15.3
grd,1998,14.9
grd,1999,14.6
grd,2000,14.3
grd,2001,14.1
grd,2002,13.9
grd,2003,13.7
grd,2004,13.6
grd,2005,13.5
grd,2006,13.5
grd,2007,13.5
grd,2008,13.6
grd,2009,13.7
grd,2010,13.9
grd,2011,14.1
grd,2012,14.3
grd,2013,14.5
grd,2014,14.7
grd,2015,14.9
grd,2016,15.1
grd,2017,15.2
grd,2018,15.2
grd,2019,15.2
grd,2020,15
gtm,1960,214
gtm,1961,208.9
gtm,1962,204
gtm,1963,199
gtm,1964,194.2
gtm,1965,189.2
gtm,1966,184.4
gtm,1967,179.4
gtm,1968,174.5
gtm,1969,169.5
gtm,1970,164.4
gtm,1971,159.3
gtm,1972,154.2
gtm,1973,149
gtm,1974,143.9
gtm,1975,138.9
gtm,1976,154.9
gtm,1977,129.2
gtm,1978,124.5
gtm,1979,119.8
gtm,1980,115.5
gtm,1981,111.1
gtm,1982,128.4
gtm,1983,102.5
gtm,1984,98.2
gtm,1985,94.1
gtm,1986,89.9
gtm,1987,86
gtm,1988,82
gtm,1989,78.2
gtm,1990,74.6
gtm,1991,71.1
gtm,1992,67.8
gtm,1993,64.8
gtm,1994,61.9
gtm,1995,59.1
gtm,1996,56.5
gtm,1997,54.1
gtm,1998,51.8
gtm,1999,49.7
gtm,2000,47.7
gtm,2001,45.7
gtm,2002,43.8
gtm,2003,42
gtm,2004,40.3
gtm,2005,38.7
gtm,2006,37.1
gtm,2007,35.6
gtm,2008,34.1
gtm,2009,32.7
gtm,2010,31.3
gtm,2011,29.9
gtm,2012,28.7
gtm,2013,27.5
gtm,2014,26.3
gtm,2015,25.3
gtm,2016,24.4
gtm,2017,23.5
gtm,2018,22.6
gtm,2019,21.8
gtm,2020,21.1
guy,1960,82.6
guy,1961,79.1
guy,1962,76.1
guy,1963,73.5
guy,1964,71.5
guy,1965,69.8
guy,1966,68.4
guy,1967,67.3
guy,1968,66.6
guy,1969,66.1
guy,1970,65.7
guy,1971,65.5
guy,1972,65.3
guy,1973,65.1
guy,1974,64.9
guy,1975,64.6
guy,1976,64.3
guy,1977,63.9
guy,1978,63.5
guy,1979,62.9
guy,1980,62.3
guy,1981,61.7
guy,1982,61.1
guy,1983,60.5
guy,1984,59.8
guy,1985,59.1
guy,1986,58.2
guy,1987,57.2
guy,1988,56
guy,1989,54.8
guy,1990,53.4
guy,1991,52
guy,1992,50.4
guy,1993,49
guy,1994,47.5
guy,1995,46.3
guy,1996,45
guy,1997,43.8
guy,1998,42.7
guy,1999,41.6
guy,2000,40.6
guy,2001,39.6
guy,2002,38.7
guy,2003,37.8
guy,2004,36.9
guy,2005,36.2
guy,2006,35.5
guy,2007,34.7
guy,2008,34
guy,2009,33.3
guy,2010,32.6
guy,2011,32
guy,2012,31.3
guy,2013,30.5
guy,2014,29.7
guy,2015,28.8
guy,2016,28
guy,2017,27.1
guy,2018,26.3
guy,2019,25.4
guy,2020,24.7
hnd,1960,196.9
hnd,1961,190.2
hnd,1962,183.8
hnd,1963,177.5
hnd,1964,171.4
hnd,1965,165.2
hnd,1966,159.1
hnd,1967,153.2
hnd,1968,147.5
hnd,1969,141.7
hnd,1970,136.1
hnd,1971,130.6
hnd,1972,125.2
hnd,1973,120.1
hnd,1974,139.6
hnd,1975,110
hnd,1976,105.2
hnd,1977,100.5
hnd,1978,95.9
hnd,1979,91.5
hnd,1980,87.3
hnd,1981,83.1
hnd,1982,79.1
hnd,1983,75.2
hnd,1984,71.5
hnd,1985,68
hnd,1986,64.6
hnd,1987,61.4
hnd,1988,58.4
hnd,1989,55.6
hnd,1990,52.9
hnd,1991,50.3
hnd,1992,48
hnd,1993,45.8
hnd,1994,43.7
hnd,1995,41.9
hnd,1996,40
hnd,1997,38.2
hnd,1998,59.7
hnd,1999,34.9
hnd,2000,33.2
hnd,2001,31.6
hnd,2002,30.2
hnd,2003,28.8
hnd,2004,27.4
hnd,2005,26.1
hnd,2006,24.9
hnd,2007,23.8
hnd,2008,22.7
hnd,2009,21.7
hnd,2010,20.7
hnd,2011,19.9
hnd,2012,19.1
hnd,2013,18.4
hnd,2014,17.7
hnd,2015,17.1
hnd,2016,16.5
hnd,2017,15.9
hnd,2018,15.4
hnd,2019,14.9
hnd,2020,14.4
hrv,1981,20.3
hrv,1982,19
hrv,1983,17.8
hrv,1984,16.7
hrv,1985,15.6
hrv,1986,14.6
hrv,1987,13.6
hrv,1988,12.7
hrv,1989,11.9
hrv,1990,11.1
hrv,1991,12.4
hrv,1992,10
hrv,1993,9.5
hrv,1994,9.1
hrv,1995,8.7
hrv,1996,8.5
hrv,1997,8.2
hrv,1998,7.9
hrv,1999,7.7
hrv,2000,7.4
hrv,2001,7.2
hrv,2002,6.9
hrv,2003,6.6
hrv,2004,6.4
hrv,2005,6.1
hrv,2006,5.8
hrv,2007,5.6
hrv,2008,5.4
hrv,2009,5.2
hrv,2010,5
hrv,2011,4.8
hrv,2012,4.7
hrv,2013,4.6
hrv,2014,4.5
hrv,2015,4.4
hrv,2016,4.4
hrv,2017,4.3
hrv,2018,4.2
hrv,2019,4.2
hrv,2020,4.1
hti,1960,275.5
hti,1961,270.9
hti,1962,266.5
hti,1963,262.4
hti,1964,258.1
hti,1965,253.8
hti,1966,249.4
hti,1967,244.8
hti,1968,240.2
hti,1969,235.3
hti,1970,230.5
hti,1971,225.5
hti,1972,220.5
hti,1973,215.4
hti,1974,210.1
hti,1975,205
hti,1976,199.8
hti,1977,194.5
hti,1978,189.5
hti,1979,184.7
hti,1980,180
hti,1981,175.2
hti,1982,170.5
hti,1983,165.7
hti,1984,161.2
hti,1985,156.7
hti,1986,152.3
hti,1987,148.2
hti,1988,144.1
hti,1989,140.1
hti,1990,136.1
hti,1991,132.2
hti,1992,128.1
hti,1993,124
hti,1994,120
hti,1995,115.9
hti,1996,111.8
hti,1997,107.8
hti,1998,103.8
hti,1999,100
hti,2000,96.4
hti,2001,93
hti,2002,89.9
hti,2003,87.2
hti,2004,84.7
hti,2005,82.4
hti,2006,80.3
hti,2007,78.3
hti,2008,76.4
hti,2009,74.6
hti,2010,197.1
hti,2011,71
hti,2012,69.3
hti,2013,67.5
hti,2014,65.8
hti,2015,63.9
hti,2016,62
hti,2017,60.2
hti,2018,58.3
hti,2019,56.6
hti,2020,54.9
hun,1960,48.3
hun,1961,45.7
hun,1962,43.9
hun,1963,42.6
hun,1964,41.3
hun,1965,39.9
hun,1966,38.7
hun,1967,37.5
hun,1968,36.6
hun,1969,35.6
hun,1970,34.4
hun,1971,33.8
hun,1972,34
hun,1973,34.3
hun,1974,33.7
hun,1975,31.4
hun,1976,28.5
hun,1977,25.9
hun,1978,23.7
hun,1979,22
hun,1980,20.7
hun,1981,19.8
hun,1982,19.4
hun,1983,19.3
hun,1984,19.3
hun,1985,19
hun,1986,18.4
hun,1987,17.4
hun,1988,16.4
hun,1989,15.6
hun,1990,15.3
hun,1991,14.9
hun,1992,14
hun,1993,12.9
hun,1994,11.9
hun,1995,11.2
hun,1996,10.7
hun,1997,10.3
hun,1998,10
