geo,time,sh_dyn_mort_fe
are,1985,19.9
are,1986,18.5
are,1987,17.3
are,1988,16.3
are,1989,15.3
are,1990,14.5
are,1991,13.7
are,1992,13.1
are,1993,12.5
are,1994,12
are,1995,11.5
are,1996,11.1
are,1997,10.7
are,1998,10.4
are,1999,10.1
are,2000,9.8
are,2001,9.6
are,2002,9.3
are,2003,9.1
are,2004,8.9
are,2005,8.7
are,2006,8.5
are,2007,8.3
are,2008,8.1
are,2009,7.9
are,2010,7.7
are,2011,7.5
are,2012,7.3
are,2013,7.1
are,2014,6.9
are,2015,6.8
are,2016,6.6
are,2017,6.4
are,2018,6.3
are,2019,6.1
are,2020,5.9
arg,1969,68.6
arg,1970,67.9
arg,1971,66.8
arg,1972,65.7
arg,1973,64.1
arg,1974,61.9
arg,1975,59
arg,1976,55.5
arg,1977,51.4
arg,1978,47.1
arg,1979,42.5
arg,1980,38.5
arg,1981,35.4
arg,1982,32.7
arg,1983,30.4
arg,1984,28.7
arg,1985,27.3
arg,1986,26.4
arg,1987,25.9
arg,1988,25.7
arg,1989,25.7
arg,1990,25.6
arg,1991,25.2
arg,1992,24.5
arg,1993,23.5
arg,1994,22.5
arg,1995,21.5
arg,1996,20.5
arg,1997,19.6
arg,1998,18.8
arg,1999,18.1
arg,2000,17.5
arg,2001,16.9
arg,2002,16.4
arg,2003,15.9
arg,2004,15.3
arg,2005,14.8
arg,2006,14.4
arg,2007,14
arg,2008,13.7
arg,2009,13.4
arg,2010,13
arg,2011,12.5
arg,2012,12
arg,2013,11.4
arg,2014,10.9
arg,2015,10.3
arg,2016,9.7
arg,2017,9.1
arg,2018,8.5
arg,2019,7.9
arg,2020,7.4
arm,1976,80
arm,1977,76.6
arm,1978,73.4
arm,1979,70.3
arm,1980,67.3
arm,1981,64.4
arm,1982,61.7
arm,1983,59.2
arm,1984,56.8
arm,1985,54.5
arm,1986,52.3
arm,1987,50.2
arm,1988,87.4
arm,1989,46.1
arm,1990,44.1
arm,1991,42.1
arm,1992,40.3
arm,1993,38.4
arm,1994,36.7
arm,1995,34.9
arm,1996,33.3
arm,1997,31.7
arm,1998,30.2
arm,1999,28.7
arm,2000,27.3
arm,2001,26
arm,2002,24.6
arm,2003,23.4
arm,2004,22.2
arm,2005,21.1
arm,2006,20
arm,2007,19
arm,2008,18
arm,2009,17.1
arm,2010,16.2
arm,2011,15.4
arm,2012,14.6
arm,2013,13.9
arm,2014,13.2
arm,2015,12.5
arm,2016,11.9
arm,2017,11.3
arm,2018,10.8
arm,2019,10.3
arm,2020,9.8
atg,1960,82.2
atg,1961,76.5
atg,1962,70.1
atg,1963,63.6
atg,1964,57.2
atg,1965,51.1
atg,1966,45.4
atg,1967,40.4
atg,1968,36
atg,1969,32.3
atg,1970,29.3
atg,1971,26.7
atg,1972,24.7
atg,1973,23
atg,1974,21.5
atg,1975,20.2
atg,1976,19
atg,1977,17.8
atg,1978,16.7
atg,1979,15.7
atg,1980,14.9
atg,1981,14.1
atg,1982,13.5
atg,1983,13
atg,1984,12.7
atg,1985,12.4
atg,1986,12.3
atg,1987,12.3
atg,1988,12.3
atg,1989,12.5
atg,1990,12.7
atg,1991,12.9
atg,1992,13.2
atg,1993,13.6
atg,1994,13.9
atg,1995,14.2
atg,1996,14.3
atg,1997,14.4
atg,1998,14.4
atg,1999,14.2
atg,2000,14
atg,2001,13.6
atg,2002,13.2
atg,2003,12.7
atg,2004,12.2
atg,2005,11.7
atg,2006,11.1
atg,2007,10.6
atg,2008,10.1
atg,2009,9.6
atg,2010,9.1
atg,2011,8.6
atg,2012,8.2
atg,2013,7.8
atg,2014,7.4
atg,2015,7.1
atg,2016,6.8
atg,2017,6.5
atg,2018,6.3
atg,2019,6.1
atg,2020,5.9
aus,1960,22
aus,1961,21.4
aus,1962,20.9
aus,1963,20.4
aus,1964,20
aus,1965,19.7
aus,1966,19.4
aus,1967,19.3
aus,1968,19.2
aus,1969,19
aus,1970,18.7
aus,1971,18.3
aus,1972,17.7
aus,1973,16.9
aus,1974,16
aus,1975,15.1
aus,1976,14.2
aus,1977,13.3
aus,1978,12.6
aus,1979,11.9
aus,1980,11.4
aus,1981,11
aus,1982,10.7
aus,1983,10.4
aus,1984,10.1
aus,1985,9.9
aus,1986,9.6
aus,1987,9.3
aus,1988,8.9
aus,1989,8.5
aus,1990,8.1
aus,1991,7.6
aus,1992,7.2
aus,1993,6.8
aus,1994,6.5
aus,1995,6.2
aus,1996,6
aus,1997,5.9
aus,1998,5.7
aus,1999,5.6
aus,2000,5.5
aus,2001,5.4
aus,2002,5.3
aus,2003,5.3
aus,2004,5.2
aus,2005,5.1
aus,2006,5
aus,2007,4.9
aus,2008,4.7
aus,2009,4.5
aus,2010,4.3
aus,2011,4.1
aus,2012,3.9
aus,2013,3.8
aus,2014,3.6
aus,2015,3.5
aus,2016,3.5
aus,2017,3.4
aus,2018,3.4
aus,2019,3.4
aus,2020,3.4
aut,1960,37.8
aut,1961,35.3
aut,1962,33.3
aut,1963,31.5
aut,1964,29.9
aut,1965,28.6
aut,1966,27.4
aut,1967,26.4
aut,1968,25.7
aut,1969,25.3
aut,1970,25.1
aut,1971,24.8
aut,1972,24.2
aut,1973,23.2
aut,1974,21.7
aut,1975,19.9
aut,1976,18.1
aut,1977,16.7
aut,1978,15.6
aut,1979,14.8
aut,1980,14
aut,1981,13.4
aut,1982,12.7
aut,1983,12.1
aut,1984,11.6
aut,1985,10.9
aut,1986,10.3
aut,1987,9.8
aut,1988,9.2
aut,1989,8.8
aut,1990,8.4
aut,1991,8
aut,1992,7.6
aut,1993,7.1
aut,1994,6.6
aut,1995,6.1
aut,1996,5.7
aut,1997,5.4
aut,1998,5.2
aut,1999,5
aut,2000,4.9
aut,2001,4.9
aut,2002,4.8
aut,2003,4.7
aut,2004,4.5
aut,2005,4.4
aut,2006,4.3
aut,2007,4.2
aut,2008,4.1
aut,2009,4
aut,2010,3.9
aut,2011,3.8
aut,2012,3.6
aut,2013,3.5
aut,2014,3.4
aut,2015,3.3
aut,2016,3.3
aut,2017,3.2
aut,2018,3.2
aut,2019,3.2
aut,2020,3.3
aze,1982,103.7
aze,1983,101.1
aze,1984,98.6
aze,1985,96
aze,1986,93.9
aze,1987,92
aze,1988,90.4
aze,1989,89.4
aze,1990,89
aze,1991,89.3
aze,1992,89.6
aze,1993,89.8
aze,1994,89.3
aze,1995,88.1
aze,1996,86
aze,1997,82.8
aze,1998,78.7
aze,1999,74.1
aze,2000,69.2
aze,2001,64.2
aze,2002,59.5
aze,2003,55.1
aze,2004,51.2
aze,2005,47.6
aze,2006,44.5
aze,2007,41.6
aze,2008,38.9
aze,2009,36.3
aze,2010,33.8
aze,2011,31.5
aze,2012,29.3
aze,2013,27.3
aze,2014,25.4
aze,2015,23.6
aze,2016,22
aze,2017,20.5
aze,2018,19.3
aze,2019,18.3
aze,2020,17.4
bdi,1964,232.5
bdi,1965,234.6
bdi,1966,236.9
bdi,1967,238.7
bdi,1968,240.3
bdi,1969,241.7
bdi,1970,242.7
bdi,1971,243.2
bdi,1972,308.8
bdi,1973,243.6
bdi,1974,243.6
bdi,1975,243.1
bdi,1976,241.7
bdi,1977,238.4
bdi,1978,232.9
bdi,1979,225.3
bdi,1980,216.3
bdi,1981,206.1
bdi,1982,195.2
bdi,1983,184.7
bdi,1984,175.4
bdi,1985,168.1
bdi,1986,163.3
bdi,1987,160.8
bdi,1988,160.2
bdi,1989,160.8
bdi,1990,161.9
bdi,1991,163.1
bdi,1992,163.9
bdi,1993,185.3
bdi,1994,164.4
bdi,1995,163.6
bdi,1996,161.8
bdi,1997,159.2
bdi,1998,155.5
bdi,1999,151.1
bdi,2000,146.2
bdi,2001,141.1
bdi,2002,135.7
bdi,2003,130
bdi,2004,123.8
bdi,2005,117.1
bdi,2006,110.1
bdi,2007,103.3
bdi,2008,96.6
bdi,2009,90.4
bdi,2010,84.6
bdi,2011,79.3
bdi,2012,74.3
bdi,2013,69.8
bdi,2014,65.7
bdi,2015,62.1
bdi,2016,59.1
bdi,2017,56.5
bdi,2018,53.9
bdi,2019,51.6
bdi,2020,49.6
bel,1960,29.4
bel,1961,28.2
bel,1962,27.3
bel,1963,26.3
bel,1964,25.3
bel,1965,24.4
bel,1966,23.5
bel,1967,22.7
bel,1968,22.1
bel,1969,21.4
bel,1970,20.7
bel,1971,20
bel,1972,19.1
bel,1973,18.1
bel,1974,17
bel,1975,16.1
bel,1976,15.2
bel,1977,14.5
bel,1978,13.8
bel,1979,13.2
bel,1980,12.6
bel,1981,12
bel,1982,11.5
bel,1983,10.9
bel,1984,10.5
bel,1985,10.1
bel,1986,9.8
bel,1987,9.5
bel,1988,9.2
bel,1989,8.9
bel,1990,8.6
bel,1991,8.3
bel,1992,8
bel,1993,7.6
bel,1994,7.1
bel,1995,6.6
bel,1996,6.2
bel,1997,5.8
bel,1998,5.5
bel,1999,5.3
bel,2000,5.1
bel,2001,4.9
bel,2002,4.8
bel,2003,4.6
bel,2004,4.5
bel,2005,4.4
bel,2006,4.3
bel,2007,4.2
bel,2008,4.1
bel,2009,4
bel,2010,3.9
bel,2011,3.8
bel,2012,3.7
bel,2013,3.7
bel,2014,3.6
bel,2015,3.6
bel,2016,3.6
bel,2017,3.6
bel,2018,3.7
bel,2019,3.7
bel,2020,3.7
ben,1960,297.1
ben,1961,292.2
ben,1962,287.3
ben,1963,282.1
ben,1964,276.8
ben,1965,271.7
ben,1966,266.7
ben,1967,262
ben,1968,257.4
ben,1969,252.8
ben,1970,248.4
ben,1971,244.1
ben,1972,239.7
ben,1973,235
ben,1974,230.1
ben,1975,225.2
ben,1976,220.3
ben,1977,215.4
ben,1978,210.6
ben,1979,206.1
ben,1980,201.9
ben,1981,197.9
ben,1982,194.2
ben,1983,190.5
ben,1984,187
ben,1985,183.4
ben,1986,179.9
ben,1987,176.2
ben,1988,172.7
ben,1989,169.1
ben,1990,165.3
ben,1991,161.5
ben,1992,157.8
ben,1993,154.2
ben,1994,150.6
ben,1995,147.1
ben,1996,143.7
ben,1997,140.5
ben,1998,137.3
ben,1999,133.8
ben,2000,130.4
ben,2001,127
ben,2002,123.9
ben,2003,120.8
ben,2004,117.9
ben,2005,115
ben,2006,112.2
ben,2007,109.6
ben,2008,107.1
ben,2009,104.5
ben,2010,102.2
ben,2011,99.8
ben,2012,97.6
ben,2013,95.4
ben,2014,93.2
ben,2015,91
ben,2016,88.9
ben,2017,86.9
ben,2018,84.6
ben,2019,82.3
ben,2020,79.9
bfa,1960,333.3
bfa,1961,329.6
bfa,1962,326.2
bfa,1963,323.1
bfa,1964,319.9
bfa,1965,316.9
bfa,1966,314.1
bfa,1967,311.8
bfa,1968,309.2
bfa,1969,306.8
bfa,1970,304.3
bfa,1971,301.2
bfa,1972,297
bfa,1973,291
bfa,1974,283.2
bfa,1975,273.8
bfa,1976,263.6
bfa,1977,253.6
bfa,1978,244.5
bfa,1979,236.7
bfa,1980,230.2
bfa,1981,224.8
bfa,1982,220.2
bfa,1983,216
bfa,1984,211.8
bfa,1985,207.2
bfa,1986,202.6
bfa,1987,198.4
bfa,1988,194.9
bfa,1989,192.6
bfa,1990,191.4
bfa,1991,191
bfa,1992,191
bfa,1993,190.9
bfa,1994,190.3
bfa,1995,188.9
bfa,1996,186.3
bfa,1997,183.1
bfa,1998,179.7
bfa,1999,176.1
bfa,2000,172.4
bfa,2001,168.3
bfa,2002,163.8
bfa,2003,158.8
bfa,2004,153.2
bfa,2005,146.9
bfa,2006,140.3
bfa,2007,133.7
bfa,2008,127.4
bfa,2009,121.5
bfa,2010,116.3
bfa,2011,111.5
bfa,2012,107.2
bfa,2013,103.3
bfa,2014,99.5
bfa,2015,95.8
bfa,2016,92.4
bfa,2017,89
bfa,2018,85.9
bfa,2019,82.9
bfa,2020,80.1
bgd,1960,256.4
bgd,1961,250.4
bgd,1962,244.8
bgd,1963,239.8
bgd,1964,235.2
bgd,1965,231.4
bgd,1966,228.5
bgd,1967,226.5
bgd,1968,225
bgd,1969,224.1
bgd,1970,269.4
bgd,1971,367.2
bgd,1972,223.8
bgd,1973,223.4
bgd,1974,222.5
bgd,1975,221
bgd,1976,218.9
bgd,1977,216.2
bgd,1978,212.7
bgd,1979,208.6
bgd,1980,203.8
bgd,1981,198.9
bgd,1982,193.5
bgd,1983,187.7
bgd,1984,181.6
bgd,1985,175.1
bgd,1986,168.4
bgd,1987,161.8
bgd,1988,155.3
bgd,1989,148.8
bgd,1990,142.5
bgd,1991,136
bgd,1992,129.8
bgd,1993,123.5
bgd,1994,117.2
bgd,1995,110.8
bgd,1996,104.6
bgd,1997,98.7
bgd,1998,93
bgd,1999,87.5
bgd,2000,82.3
bgd,2001,77.5
bgd,2002,72.9
bgd,2003,68.7
bgd,2004,64.8
bgd,2005,61.1
bgd,2006,57.7
bgd,2007,54.5
bgd,2008,51.5
bgd,2009,48.8
bgd,2010,46.4
bgd,2011,44.1
bgd,2012,42
bgd,2013,39.8
bgd,2014,37.8
bgd,2015,35.8
bgd,2016,34
bgd,2017,32.1
bgd,2018,30.3
bgd,2019,28.6
bgd,2020,27.1
bgr,1960,50.8
bgr,1961,44.6
bgr,1962,40.1
bgr,1963,37
bgr,1964,35.2
bgr,1965,34
bgr,1966,33.4
bgr,1967,32.7
bgr,1968,31.7
bgr,1969,30.3
bgr,1970,28.7
bgr,1971,27.4
bgr,1972,26.5
bgr,1973,26
bgr,1974,25.7
bgr,1975,25.2
bgr,1976,24.5
bgr,1977,23.7
bgr,1978,22.8
bgr,1979,21.8
bgr,1980,20.9
bgr,1981,20.2
bgr,1982,19.6
bgr,1983,19
bgr,1984,18.3
bgr,1985,17.4
bgr,1986,16.5
bgr,1987,15.9
bgr,1988,15.6
bgr,1989,15.7
bgr,1990,16.2
bgr,1991,16.7
bgr,1992,16.9
bgr,1993,16.9
bgr,1994,16.9
bgr,1995,17
bgr,1996,17.1
bgr,1997,17
bgr,1998,16.7
bgr,1999,16.2
bgr,2000,15.6
bgr,2001,14.9
bgr,2002,14.2
bgr,2003,13.5
bgr,2004,12.7
bgr,2005,11.9
bgr,2006,11.1
bgr,2007,10.6
bgr,2008,10.2
bgr,2009,9.9
bgr,2010,9.6
bgr,2011,9.2
bgr,2012,8.8
bgr,2013,8.3
bgr,2014,7.8
bgr,2015,7.3
bgr,2016,7
bgr,2017,6.6
bgr,2018,6.3
bgr,2019,5.9
bgr,2020,5.6
bhr,1960,197.1
bhr,1961,180.3
bhr,1962,164.6
bhr,1963,149.9
bhr,1964,136.5
bhr,1965,124
bhr,1966,112.4
bhr,1967,101.8
bhr,1968,91.9
bhr,1969,82.8
bhr,1970,74.6
bhr,1971,67.1
bhr,1972,60.6
bhr,1973,54.7
bhr,1974,49.6
bhr,1975,45.3
bhr,1976,41.6
bhr,1977,38.3
bhr,1978,35.4
bhr,1979,32.9
bhr,1980,30.8
bhr,1981,29
bhr,1982,27.5
bhr,1983,26.1
bhr,1984,24.9
bhr,1985,24
bhr,1986,23.3
bhr,1987,22.8
bhr,1988,22.5
bhr,1989,22.4
bhr,1990,22.3
bhr,1991,21.9
bhr,1992,21.4
bhr,1993,20.4
bhr,1994,19
bhr,1995,17.5
bhr,1996,16
bhr,1997,14.7
bhr,1998,13.6
bhr,1999,12.7
bhr,2000,12
bhr,2001,11.6
bhr,2002,11.2
bhr,2003,10.9
bhr,2004,10.6
bhr,2005,10.2
bhr,2006,9.8
bhr,2007,9.4
bhr,2008,9
bhr,2009,8.6
bhr,2010,8.2
bhr,2011,7.9
bhr,2012,7.7
bhr,2013,7.5
bhr,2014,7.4
bhr,2015,7.3
bhr,2016,7.2
bhr,2017,7
bhr,2018,6.8
bhr,2019,6.6
bhr,2020,6.5
bhs,1968,27.4
bhs,1969,27.9
bhs,1970,28.4
bhs,1971,28.8
bhs,1972,29.2
bhs,1973,29.5
bhs,1974,29.5
bhs,1975,29.4
bhs,1976,29.1
bhs,1977,28.8
bhs,1978,28.3
bhs,1979,27.9
bhs,1980,27.4
bhs,1981,27
bhs,1982,26.7
bhs,1983,26.4
bhs,1984,26.2
bhs,1985,25.9
bhs,1986,25.4
bhs,1987,24.6
bhs,1988,23.7
bhs,1989,22.7
bhs,1990,21.7
bhs,1991,20.6
bhs,1992,19.7
bhs,1993,18.7
bhs,1994,17.9
bhs,1995,17
bhs,1996,16.3
bhs,1997,15.7
bhs,1998,15.3
bhs,1999,15.1
bhs,2000,15.1
bhs,2001,15.2
bhs,2002,15.3
bhs,2003,15.5
bhs,2004,15.6
bhs,2005,15.6
bhs,2006,15.5
bhs,2007,15.3
bhs,2008,15
bhs,2009,14.7
bhs,2010,14.4
bhs,2011,14.1
bhs,2012,13.8
bhs,2013,13.5
bhs,2014,13.2
bhs,2015,13
bhs,2016,12.7
bhs,2017,12.3
bhs,2018,12
bhs,2019,21.5
bhs,2020,11.4
bih,1984,26.1
bih,1985,24
bih,1986,22.1
bih,1987,20.4
bih,1988,18.9
bih,1989,17.4
bih,1990,16.1
bih,1991,14.9
bih,1992,33.7
bih,1993,33.3
bih,1994,24.5
bih,1995,12.4
bih,1996,10.8
bih,1997,10.2
bih,1998,9.6
bih,1999,9.1
bih,2000,8.7
bih,2001,8.5
bih,2002,8.3
bih,2003,8.1
bih,2004,8
bih,2005,7.8
bih,2006,7.6
bih,2007,7.4
bih,2008,7
bih,2009,6.7
bih,2010,6.4
bih,2011,6.2
bih,2012,6
bih,2013,5.8
bih,2014,5.7
bih,2015,5.6
bih,2016,5.5
bih,2017,5.5
bih,2018,5.4
bih,2019,5.3
bih,2020,5.1
blr,1980,17.9
blr,1981,17.1
blr,1982,16.5
blr,1983,15.9
blr,1984,15.4
blr,1985,14.9
blr,1986,14.4
blr,1987,13.9
blr,1988,13.5
blr,1989,13.1
blr,1990,12.9
blr,1991,12.9
blr,1992,13
blr,1993,13.2
blr,1994,13.3
blr,1995,13.3
blr,1996,13.1
blr,1997,12.8
blr,1998,12.2
blr,1999,11.6
blr,2000,10.8
blr,2001,10.1
blr,2002,9.3
blr,2003,8.7
blr,2004,8.1
blr,2005,7.5
blr,2006,6.9
blr,2007,6.3
blr,2008,5.7
blr,2009,5.3
blr,2010,4.9
blr,2011,4.5
blr,2012,4.2
blr,2013,4
blr,2014,3.8
blr,2015,3.6
blr,2016,3.4
blr,2017,3.2
blr,2018,2.9
blr,2019,2.7
blr,2020,2.5
blz,1967,105
blz,1968,100.3
blz,1969,95.9
blz,1970,91.7
blz,1971,87.6
blz,1972,83.8
blz,1973,80.2
blz,1974,76.9
blz,1975,73.6
blz,1976,70.5
blz,1977,67.7
blz,1978,65
blz,1979,62.3
blz,1980,59.8
blz,1981,57.3
blz,1982,54.7
blz,1983,52.2
blz,1984,49.7
blz,1985,47.2
blz,1986,44.7
blz,1987,42.1
blz,1988,39.5
blz,1989,37
blz,1990,34.6
blz,1991,32.5
blz,1992,30.5
blz,1993,28.8
blz,1994,27.2
blz,1995,25.9
blz,1996,24.7
blz,1997,23.7
blz,1998,22.7
blz,1999,21.9
blz,2000,21.1
blz,2001,20.5
blz,2002,19.9
blz,2003,19.5
blz,2004,19.2
blz,2005,18.9
blz,2006,18.6
blz,2007,18.3
blz,2008,17.9
blz,2009,17.6
blz,2010,17.1
blz,2011,16.6
blz,2012,15.9
blz,2013,15.3
blz,2014,14.5
blz,2015,13.8
blz,2016,13.1
blz,2017,12.4
blz,2018,11.7
blz,2019,11.1
blz,2020,10.5
bol,1960,278.3
bol,1961,272.2
bol,1962,266
bol,1963,259.9
bol,1964,253.8
bol,1965,247.7
bol,1966,241.7
bol,1967,235.6
bol,1968,229.6
bol,1969,223.4
bol,1970,217.4
bol,1971,211.3
bol,1972,205.4
bol,1973,199.2
bol,1974,193.1
bol,1975,187.1
bol,1976,181.2
bol,1977,175.5
bol,1978,170
bol,1979,165
bol,1980,160.3
bol,1981,155.9
bol,1982,151.9
bol,1983,147.8
bol,1984,143.7
bol,1985,139.4
bol,1986,134.6
bol,1987,129.8
bol,1988,124.9
bol,1989,120.2
bol,1990,115.4
bol,1991,110.8
bol,1992,106.4
bol,1993,102
bol,1994,97.6
bol,1995,93.2
bol,1996,88.7
bol,1997,84.3
bol,1998,79.8
bol,1999,75.4
bol,2000,71.1
bol,2001,66.8
bol,2002,62.8
bol,2003,58.9
bol,2004,55.3
bol,2005,52
bol,2006,48.8
bol,2007,45.8
bol,2008,43
bol,2009,40.5
bol,2010,38
bol,2011,35.8
bol,2012,33.7
bol,2013,31.7
bol,2014,29.9
bol,2015,28.3
bol,2016,27
bol,2017,25.8
bol,2018,24.6
bol,2019,23.6
bol,2020,22.7
bra,1960,156.9
bra,1961,152.4
bra,1962,148.1
bra,1963,144.1
bra,1964,140.4
bra,1965,137
bra,1966,133.8
bra,1967,130.7
bra,1968,127.7
bra,1969,124.7
bra,1970,121.5
bra,1971,118.3
bra,1972,115.1
bra,1973,111.9
bra,1974,108.9
bra,1975,105.8
bra,1976,102.6
bra,1977,99.2
bra,1978,95.5
bra,1979,91.6
bra,1980,87.6
bra,1981,83.7
bra,1982,79.7
bra,1983,76.2
bra,1984,72.8
bra,1985,69.9
bra,1986,67.1
bra,1987,64.5
bra,1988,62.1
bra,1989,59.6
bra,1990,57
bra,1991,54.3
bra,1992,51.5
bra,1993,48.7
bra,1994,45.8
bra,1995,42.8
bra,1996,40.1
bra,1997,37.5
bra,1998,35.1
bra,1999,32.8
bra,2000,30.7
bra,2001,28.7
bra,2002,26.8
bra,2003,25
bra,2004,23.3
bra,2005,21.8
bra,2006,20.4
bra,2007,19.2
bra,2008,18.1
bra,2009,17.2
bra,2010,16.4
bra,2011,15.7
bra,2012,15.2
bra,2013,14.7
bra,2014,14.3
bra,2015,14
bra,2016,14.9
bra,2017,13.5
bra,2018,13.4
bra,2019,13.2
bra,2020,13
brb,1960,78
brb,1961,72.3
brb,1962,67.3
brb,1963,63
brb,1964,59.2
brb,1965,55.9
brb,1966,52.9
brb,1967,50.3
brb,1968,47.9
brb,1969,45.6
brb,1970,43.2
brb,1971,41
brb,1972,38.8
brb,1973,36.7
brb,1974,34.6
brb,1975,32.6
brb,1976,30.8
brb,1977,28.9
brb,1978,27.2
brb,1979,25.6
brb,1980,24.1
brb,1981,22.9
brb,1982,21.8
brb,1983,21
brb,1984,20.2
brb,1985,19.6
brb,1986,19
brb,1987,18.3
brb,1988,17.7
brb,1989,17
brb,1990,16.3
brb,1991,15.7
brb,1992,15
brb,1993,14.5
brb,1994,14.1
brb,1995,13.8
brb,1996,13.6
brb,1997,13.5
brb,1998,13.5
brb,1999,13.7
brb,2000,13.8
brb,2001,14.1
brb,2002,14.3
brb,2003,14.4
brb,2004,14.4
brb,2005,14.4
brb,2006,14.3
brb,2007,14.1
brb,2008,13.9
brb,2009,13.8
brb,2010,13.6
brb,2011,13.5
brb,2012,13.4
brb,2013,13.2
brb,2014,13
brb,2015,12.7
brb,2016,12.4
brb,2017,12.1
brb,2018,11.8
brb,2019,11.5
brb,2020,11.1
brn,1960,112.4
brn,1961,101
brn,1962,90.3
brn,1963,80.8
brn,1964,72.9
brn,1965,66.8
brn,1966,62.2
brn,1967,58.6
brn,1968,55.5
brn,1969,52.6
brn,1970,49.3
brn,1971,45.7
brn,1972,41.7
brn,1973,37.8
brn,1974,33.9
brn,1975,30.5
brn,1976,27.4
brn,1977,24.7
brn,1978,22.3
brn,1979,20.3
brn,1980,18.5
brn,1981,17.1
brn,1982,15.8
brn,1983,14.8
brn,1984,14
brn,1985,13.3
brn,1986,12.8
brn,1987,12.4
brn,1988,12.2
brn,1989,12.1
brn,1990,12
brn,1991,12
brn,1992,12
brn,1993,11.8
brn,1994,11.6
brn,1995,11.3
brn,1996,10.9
brn,1997,10.5
brn,1998,10.1
brn,1999,9.7
brn,2000,9.4
brn,2001,9.2
brn,2002,9
brn,2003,8.8
brn,2004,8.7
brn,2005,8.7
