geo,time,st_int_tvlr_cd
swe,1997,3600000000
swe,1998,4188000000
swe,1999,4132000000
swe,2000,4064000000
swe,2001,4253000000
swe,2002,4710000000
swe,2003,5304000000
swe,2004,6198000000
swe,2005,6554000000
swe,2006,8375000000
swe,2007,10216000000
swe,2008,9996000000
swe,2009,7807000000
swe,2010,8336000000
swe,2011,10209000000
swe,2012,10104000000
swe,2013,9166000000
swe,2014,9231000000
swe,2015,8374000000
swe,2016,9129000000
swe,2017,10019000000
swe,2018,9973000000
swe,2019,9173000000
swe,2020,4370000000
swz,1995,48000000
swz,1996,38000000
swz,1997,40000000
swz,1998,47000000
swz,1999,12000000
swz,2000,21000000
swz,2001,21000000
swz,2002,43000000
swz,2003,70000000
swz,2004,75000000
swz,2005,77000000
swz,2006,75000000
swz,2007,32000000
swz,2008,26000000
swz,2009,40000000
swz,2010,51000000
swz,2011,10000000
swz,2012,29000000
swz,2013,4000000
swz,2014,15000000
swz,2015,14000000
swz,2016,13000000
swz,2017,13000000
swz,2018,16000000
swz,2019,14000000
swz,2020,7000000
sxm,1995,349000000
sxm,1996,322000000
sxm,1997,379000000
sxm,1998,430000000
sxm,1999,443000000
sxm,2000,511000000
sxm,2001,484000000
sxm,2002,489000000
sxm,2003,538000000
sxm,2004,626000000
sxm,2005,659000000
sxm,2006,651000000
sxm,2007,662000000
sxm,2008,663000000
sxm,2009,616000000
sxm,2010,674000000
sxm,2011,719000000
sxm,2012,842000000
sxm,2013,857000000
sxm,2014,906000000
sxm,2015,898000000
sxm,2016,857000000
sxm,2017,630000000
sxm,2018,453000000
sxm,2019,682000000
sxm,2020,234000000
syc,1995,129000000
syc,1996,141000000
syc,1997,157000000
syc,1998,135000000
syc,1999,136000000
syc,2000,139000000
syc,2001,146000000
syc,2002,164000000
syc,2003,171000000
syc,2004,172000000
syc,2005,192000000
syc,2006,228000000
syc,2007,326000000
syc,2008,309000000
syc,2009,257000000
syc,2010,274000000
syc,2011,291000000
syc,2012,388000000
syc,2013,430000000
syc,2014,398000000
syc,2015,392000000
syc,2016,414000000
syc,2017,483000000
syc,2018,559000000
syc,2019,590000000
syc,2020,221000000
syr,1995,1258000000
syr,1996,1165000000
syr,1997,1013000000
syr,1998,1017000000
syr,1999,1031000000
syr,2000,1082000000
syr,2001,1150000000
syr,2002,970000000
syr,2003,773000000
syr,2004,1800000000
syr,2005,1944000000
syr,2006,2025000000
syr,2007,2884000000
syr,2008,3150000000
syr,2009,3757000000
syr,2010,6190000000
syr,2011,1753000000
tca,2014,584000000
tca,2015,619000000
tca,2016,706000000
tca,2017,571000000
tca,2018,787000000
tgo,1995,13000000
tgo,1996,10000000
tgo,1997,12000000
tgo,1998,11000000
tgo,1999,7000000
tgo,2000,8000000
tgo,2001,11000000
tgo,2002,13000000
tgo,2003,15000000
tgo,2004,19000000
tgo,2005,20000000
tgo,2006,21000000
tgo,2007,34000000
tgo,2008,40000000
tgo,2009,68000000
tgo,2010,66000000
tgo,2011,98000000
tgo,2012,111000000
tgo,2013,125000000
tgo,2014,125000000
tgo,2015,114000000
tgo,2016,119000000
tgo,2017,138000000
tgo,2018,153000000
tgo,2019,149000000
tha,1995,8035000000
tha,1996,9089000000
tha,1997,7660000000
tha,1998,6174000000
tha,1999,7028000000
tha,2000,7483000000
tha,2001,7075000000
tha,2002,7901000000
tha,2003,7856000000
tha,2004,10043000000
tha,2005,9576000000
tha,2006,13401000000
tha,2007,16669000000
tha,2008,18173000000
tha,2009,16056000000
tha,2010,20104000000
tha,2011,27184000000
tha,2012,30654000000
tha,2013,37807000000
tha,2014,34822000000
tha,2015,41246000000
tha,2016,44786000000
tha,2017,52376000000
tha,2018,56366000000
tha,2019,59810000000
tha,2020,14198000000
tjk,2002,1600000.02384
tjk,2003,1500000
tjk,2004,1200000.04768
tjk,2005,1600000.02384
tjk,2006,2099999.90463
tjk,2007,3299999.95232
tjk,2008,4199999.80927
tjk,2009,2400000.09537
tjk,2010,2500000
tjk,2011,1100000.02384
tjk,2012,1600000.02384
tjk,2013,1299999.95232
tjk,2014,1200000.04768
tjk,2015,1000000
tjk,2016,3599999.90463
tjk,2017,7599999.90463
tjk,2018,8899999.61853
tjk,2019,13699999.80927
tjk,2020,6400000.09537
tkm,1996,7000000
tkm,1997,33000000
tls,2006,20299999.23706
tls,2007,26000000
tls,2008,14000000
tls,2009,16000000
tls,2010,24000000
tls,2011,18000000
tls,2012,21000000
tls,2013,29000000
tls,2014,35000000
tls,2015,51000000
tls,2016,58000000
tls,2017,73000000
tls,2018,78000000
tls,2019,70000000
tls,2020,26000000
ton,1995,10000000
ton,1996,13000000
ton,1997,16000000
ton,1998,8000000
ton,1999,9000000
ton,2000,7000000
ton,2001,6800000.19073
ton,2002,5900000.09537
ton,2003,10300000.19073
ton,2004,12800000.19073
ton,2005,14899999.61853
ton,2006,15699999.80927
ton,2007,14399999.61853
ton,2008,17500000
ton,2009,17899999.61853
ton,2010,16200000.76294
ton,2011,31399999.61853
ton,2012,38200000.76294
ton,2013,44400001.52588
ton,2014,36000000
ton,2015,43299999.23706
ton,2016,51299999.23706
ton,2017,48200000.76294
ton,2018,48000000
ton,2019,56900001.52588
ton,2020,47000000
tto,1995,77000000
tto,1996,108000000
tto,1997,193000000
tto,1998,201000000
tto,1999,210000000
tto,2000,213000000
tto,2001,201000000
tto,2002,242000000
tto,2003,249000000
tto,2004,341000000
tto,2005,453000000
tto,2006,382000000
tto,2007,463000000
tto,2008,397000000
tto,2009,367000000
tto,2010,450000000
tto,2011,472000000
tto,2012,413000000
tto,2013,430000000
tto,2014,447000000
tto,2015,531000000
tto,2016,464000000
tto,2017,453000000
tto,2018,429000000
tto,2019,436000000
tto,2020,143000000
tun,1995,1530000000
tun,1996,1588000000
tun,1997,1543000000
tun,1998,1657000000
tun,1999,1827000000
tun,2000,1682000000
tun,2001,1751000000
tun,2002,1523000000
tun,2003,1583000000
tun,2004,1970000000
tun,2005,2143000000
tun,2006,2275000000
tun,2007,2575000000
tun,2008,2953000000
tun,2009,2773000000
tun,2010,2645000000
tun,2011,1914000000
tun,2012,2227000000
tun,2013,2191000000
tun,2014,2359000000
tun,2015,1381000000
tun,2016,1236000000
tun,2017,1305000000
tun,2018,1741000000
tun,2019,2116000000
tun,2020,852000000
tur,1995,4957000000
tur,1996,5650000000
tur,1997,7002000000
tur,1998,7177000000
tur,1999,5203000000
tur,2000,7636000000
tur,2001,10067000000
tur,2002,11901000000
tur,2003,13203000000
tur,2004,15888000000
tur,2005,19191000000
tur,2006,17457000000
tur,2007,19430000000
tur,2008,23365000000
tur,2009,22980000000
tur,2010,22585000000
tur,2011,25054000000
tur,2012,25345000000
tur,2013,27997000000
tur,2014,29552000000
tur,2015,26616000000
tur,2016,18743000000
tur,2017,22478000000
tur,2018,25220000000
tur,2019,29829000000
tur,2020,10220000000
tuv,2001,600000.02384
tuv,2002,800000.01192
tuv,2003,899999.97616
tuv,2004,1299999.95232
tuv,2005,1200000.04768
tuv,2006,1200000.04768
tuv,2007,1500000
tuv,2008,1899999.97616
tuv,2009,1500000
tuv,2010,2400000.09537
tuv,2011,2400000.09537
tuv,2012,2700000.04768
tuv,2013,3599999.90463
tuv,2014,3500000
tuv,2015,5000000
tuv,2016,4500000
tuv,2017,5599999.90463
tuv,2018,5800000.19073
tuv,2019,7599999.90463
tza,1995,502000000
tza,1996,473000000
tza,1997,339000000
tza,1998,399000000
tza,1999,464000000
tza,2000,377000000
tza,2001,615000000
tza,2002,635000000
tza,2003,647000000
tza,2004,746000000
tza,2005,824000000
tza,2006,950000000
tza,2007,1199000000
tza,2008,1289000000
tza,2009,1160000000
tza,2010,1255000000
tza,2011,1353000000
tza,2012,1713000000
tza,2013,1880000000
tza,2014,2010000000
tza,2015,1902000000
tza,2016,2132000000
tza,2017,2250000000
tza,2018,2449000000
tza,2019,2604399902.34375
uga,1995,78000000
uga,1996,117000000
uga,1997,135000000
uga,1998,144000000
uga,1999,151000000
uga,2000,165000000
uga,2001,165000000
uga,2002,171000000
uga,2003,184000000
uga,2004,267000000
uga,2005,380000000
uga,2006,346000000
uga,2007,398000000
uga,2008,498000000
uga,2009,667000000
uga,2010,784000000
uga,2011,960000000
uga,2012,1135000000
uga,2013,939000000
uga,2014,965000000
uga,2015,1037000000
uga,2016,1102000000
uga,2017,941000000
uga,2018,1506000000
uga,2019,1385000000
uga,2020,504000000
ukr,1995,191000000
ukr,1996,230000000
ukr,1997,270000000
ukr,1998,315000000
ukr,1999,327000000
ukr,2000,394000000
ukr,2001,573000000
ukr,2002,788000000
ukr,2003,935000000
ukr,2004,2560000000
ukr,2005,3125000000
ukr,2006,3485000000
ukr,2007,4597000000
ukr,2008,5768000000
ukr,2009,3576000000
ukr,2010,3788000000
ukr,2011,4294000000
ukr,2012,4842000000
ukr,2013,5083000000
ukr,2014,1612000000
ukr,2015,1082000000
ukr,2016,1078000000
ukr,2017,1261000000
ukr,2018,1445000000
ukr,2019,1620000000
ukr,2020,374000000
ury,1995,611000000
ury,1996,717000000
ury,1997,759000000
ury,1998,695000000
ury,1999,653000000
ury,2000,713000000
ury,2001,611000000
ury,2002,351000000
ury,2003,345000000
ury,2004,494000000
ury,2005,594000000
ury,2006,598000000
ury,2007,809000000
ury,2008,1051000000
ury,2009,1321000000
ury,2010,1509000000
ury,2011,2203000000
ury,2012,2523000000
ury,2013,2388000000
ury,2014,2229000000
ury,2015,2249000000
ury,2016,2285000000
ury,2017,2823000000
ury,2018,2620000000
ury,2019,2249000000
ury,2020,1055000000
usa,1995,74834000000
usa,1996,81772000000
usa,1997,86175000000
usa,1998,85001000000
usa,1999,89145000000
usa,2000,96871000000
usa,2001,86408000000
usa,2002,79625000000
usa,2003,76981000000
usa,2004,85648000000
usa,2005,93423000000
usa,2006,96149000000
usa,2007,106919000000
usa,2008,117029000000
usa,2009,110754000000
usa,2010,130315000000
usa,2011,142197000000
usa,2012,153921000000
usa,2013,170981000000
usa,2014,180264000000
usa,2015,192602000000
usa,2016,192866000000
usa,2017,196468000000
usa,2018,200722000000
usa,2019,199365000000
usa,2020,72812000000
uzb,2000,27000000
uzb,2001,22000000
uzb,2002,22000000
uzb,2003,24000000
uzb,2004,28000000
uzb,2005,28000000
uzb,2006,43000000
uzb,2007,51000000
uzb,2008,64000000
uzb,2009,99000000
uzb,2010,121000000
uzb,2014,501000000
uzb,2015,521000000
uzb,2016,458000000
uzb,2017,689000000
uzb,2018,1144000000
uzb,2019,1481000000
uzb,2020,345000000
vct,1995,53000000
vct,1996,64000000
vct,1997,71000000
vct,1998,73000000
vct,1999,85000000
vct,2000,82000000
vct,2001,89000000
vct,2002,91000000
vct,2003,91000000
vct,2004,96000000
vct,2005,104000000
vct,2006,113000000
vct,2007,110000000
vct,2008,96000000
vct,2009,88000000
vct,2010,86000000
vct,2011,92000000
vct,2012,94000000
vct,2013,92000000
vct,2014,175000000
vct,2015,207000000
vct,2016,216000000
vct,2017,210000000
vct,2018,226000000
vct,2019,249000000
vct,2020,83000000
ven,1995,849000000
ven,1996,884000000
ven,1997,558000000
ven,1998,703000000
ven,1999,581000000
ven,2000,423000000
ven,2001,615000000
ven,2002,434000000
ven,2003,331000000
ven,2004,502000000
ven,2005,650000000
ven,2006,768000000
ven,2007,895000000
ven,2008,1030000000
ven,2009,988000000
ven,2010,831000000
ven,2011,740000000
ven,2012,844000000
ven,2013,858000000
ven,2014,836000000
ven,2015,575000000
ven,2016,473000000
vut,1995,45000000
vut,1996,56000000
vut,1997,53000000
vut,1998,60000000
vut,1999,50000000
vut,2000,56000000
vut,2001,46000000
vut,2002,54000000
vut,2003,64000000
vut,2004,75000000
vut,2005,85000000
vut,2006,92000000
vut,2007,119000000
vut,2008,169000000
vut,2009,190000000
vut,2010,217000000
vut,2011,223000000
vut,2012,241000000
vut,2013,287000000
vut,2014,257000000
vut,2015,228000000
vut,2016,243000000
vut,2017,265000000
vut,2018,295000000
vut,2019,278000000
vut,2020,62000000
wsm,1995,35000000
wsm,1996,40000000
wsm,1997,38000000
wsm,1998,39000000
wsm,1999,42000000
wsm,2000,41000000
wsm,2001,39000000
wsm,2002,45000000
wsm,2003,54000000
wsm,2004,69000000
wsm,2005,73000000
wsm,2006,87000000
wsm,2007,102000000
wsm,2008,111000000
wsm,2009,115000000
wsm,2010,123000000
wsm,2011,134000000
wsm,2012,148000000
wsm,2013,136000000
wsm,2014,147000000
wsm,2015,142000000
wsm,2016,148000000
wsm,2017,166000000
wsm,2018,192000000
wsm,2019,206000000
wsm,2020,23000000
yem,1995,50000000
yem,1996,55000000
yem,1997,70000000
yem,1998,84000000
yem,1999,61000000
yem,2000,73000000
yem,2001,38000000
yem,2002,38000000
yem,2003,139000000
yem,2004,139000000
yem,2005,181000000
yem,2006,181000000
yem,2007,425000000
yem,2008,886000000
yem,2009,899000000
yem,2010,1161000000
yem,2011,780000000
yem,2012,848000000
yem,2013,940000000
yem,2014,1026000000
yem,2015,100000000
yem,2016,100000000
zaf,1995,2126000000
zaf,1996,2615000000
zaf,1997,2851000000
zaf,1998,2854000000
zaf,1999,2800000000
zaf,2000,2677000000
zaf,2001,2569000000
zaf,2002,2923000000
zaf,2003,5712000000
zaf,2004,6513000000
zaf,2005,7516000000
zaf,2006,8120000000
zaf,2007,8779000000
zaf,2008,7956000000
zaf,2009,7624000000
zaf,2010,9085000000
zaf,2011,9515000000
zaf,2012,9996000000
zaf,2013,9245000000
zaf,2014,9338000000
zaf,2015,8259000000
zaf,2016,7919000000
zaf,2017,8817000000
zaf,2018,8989000000
zaf,2019,8390000000
zaf,2020,2607000000
zmb,1997,29000000
zmb,1998,40000000
zmb,1999,53000000
zmb,2000,67000000
zmb,2001,80000000
zmb,2002,64000000
zmb,2003,88000000
zmb,2004,92000000
zmb,2005,447000000
zmb,2006,506000000
zmb,2007,599000000
zmb,2008,542000000
zmb,2009,474000000
zmb,2010,492000000
zmb,2011,555000000
zmb,2012,518000000
zmb,2013,552000000
zmb,2014,642000000
zmb,2015,660000000
zmb,2016,683000000
zmb,2017,653000000
zmb,2018,742000000
zmb,2019,819000000
zmb,2020,412000000
zwe,2009,118000000
zwe,2010,124000000
zwe,2011,152000000
zwe,2012,161000000
zwe,2013,170000000
zwe,2014,172000000
zwe,2015,175000000
zwe,2016,177000000
zwe,2017,149000000
zwe,2018,182000000
zwe,2019,279000000
zwe,2020,63000000
