geo,time,tm_tax_mrch_bc_zs
uga,2004,17.46
uga,2005,17.46
uga,2006,17.46
uga,2007,17.46
uga,2008,16.1
uga,2009,16.1
uga,2010,16.1
uga,2011,16.1
uga,2012,16.97
uga,2013,16.97
uga,2014,16.97
uga,2015,16.97
uga,2016,16.97
uga,2018,17.07
uga,2019,17.07
uga,2020,17.07
ukr,2007,99.96
ukr,2008,99.96
ukr,2009,99.96
ukr,2010,99.96
ukr,2011,99.98
ukr,2012,99.98
ukr,2013,99.98
ukr,2014,100
ukr,2015,100
ukr,2016,100
ukr,2017,100
ukr,2018,100
ukr,2019,100
ukr,2020,100
ury,1995,99.98
ury,1996,100
ury,1997,100
ury,1998,100
ury,1999,100
ury,2000,100
ury,2001,100
ury,2002,99.96
ury,2004,99.96
ury,2005,99.96
ury,2006,99.96
ury,2007,99.96
ury,2008,99.98
ury,2009,99.98
ury,2010,99.98
ury,2011,99.98
ury,2012,100
ury,2013,100
ury,2014,100
ury,2015,100
ury,2016,100
ury,2017,100
ury,2018,100
ury,2019,99.98
ury,2020,99.98
usa,1995,99.98
usa,1996,99.98
usa,1997,99.98
usa,1998,99.98
usa,1999,99.98
usa,2000,99.98
usa,2001,99.98
usa,2002,99.98
usa,2003,99.98
usa,2004,99.98
usa,2005,99.98
usa,2006,99.98
usa,2007,99.98
usa,2008,99.98
usa,2009,99.98
usa,2010,99.98
usa,2011,99.98
usa,2012,99.98
usa,2013,99.98
usa,2014,99.98
usa,2015,99.98
usa,2016,99.98
usa,2017,99.98
usa,2018,99.98
usa,2019,99.96
usa,2020,99.96
vct,1996,99.7
vct,1999,99.73
vct,2000,99.73
vct,2001,99.73
vct,2002,99.73
vct,2003,99.73
vct,2006,99.73
vct,2007,99.73
vct,2010,99.69
vct,2011,99.69
vct,2012,99.7
vct,2013,99.7
vct,2015,99.7
vct,2016,99.7
vct,2017,99.7
vct,2018,99.7
vct,2019,99.7
vct,2020,99.7
ven,1995,99.98
ven,1997,99.98
ven,1998,99.98
ven,1999,99.98
ven,2000,99.98
ven,2001,99.98
ven,2002,99.98
ven,2003,99.98
ven,2004,99.98
ven,2005,99.98
ven,2006,99.98
ven,2007,99.98
ven,2008,99.98
ven,2009,99.98
ven,2010,99.98
ven,2011,99.98
ven,2012,99.98
ven,2013,99.98
ven,2014,99.98
ven,2015,99.98
ven,2016,99.98
ven,2017,99.98
ven,2018,99.98
ven,2019,99.96
ven,2020,99.96
vnm,2007,97.11
vnm,2008,96.91
vnm,2009,96.91
vnm,2010,96.91
vnm,2012,93.75
vnm,2013,93.75
vnm,2014,93.75
vnm,2015,93.75
vnm,2016,93.75
vnm,2017,93.75
vnm,2018,93.83
vnm,2019,93.82
vnm,2020,93.82
vut,2012,99.98
vut,2015,100
vut,2016,100
vut,2017,100
vut,2020,99.98
wsm,2011,99.96
wsm,2012,99.98
wsm,2013,99.98
wsm,2014,99.98
wsm,2015,99.98
wsm,2016,99.98
wsm,2017,99.98
wsm,2018,99.98
wsm,2020,99.96
yem,2015,100
yem,2016,100
yem,2017,100
zaf,1996,96.49
zaf,1997,96.6
zaf,1999,96.6
zaf,2000,96.6
zaf,2001,96.6
zaf,2002,96.3
zaf,2003,96.3
zaf,2004,96.3
zaf,2005,96.3
zaf,2006,96.3
zaf,2007,96.02
zaf,2008,96.02
zaf,2009,96.02
zaf,2010,96.02
zaf,2011,96.02
zaf,2012,94.29
zaf,2013,94.29
zaf,2014,94.29
zaf,2015,94.29
zaf,2016,94.29
zaf,2017,94.42
zaf,2018,94.42
zaf,2019,94.4
zaf,2020,94.4
zmb,1997,18.33
zmb,2001,18.33
zmb,2002,18.33
zmb,2003,18.33
zmb,2004,17.77
zmb,2005,17.77
zmb,2006,17.77
zmb,2007,16.99
zmb,2008,16.99
zmb,2009,16.99
zmb,2010,16.99
zmb,2011,16.99
zmb,2012,17.82
zmb,2013,17.82
zmb,2015,17.82
zmb,2016,17.82
zmb,2018,17.97
zmb,2020,17.97
zwe,1996,24.45
zwe,1997,24.32
zwe,1998,24.32
zwe,1999,24.32
zwe,2000,24.32
zwe,2001,24.32
zwe,2002,23.5
zwe,2003,23.5
zwe,2007,22.16
zwe,2010,22.16
zwe,2011,22.5
zwe,2012,22.5
zwe,2015,24.43
zwe,2016,24.43
