geo,time,ny_gdp_pcap_kn
are,1984,325322.7091
are,1985,297055.33058
are,1986,238610.23219
are,1987,232662.817
are,1988,213543.84758
are,1989,226182.90386
are,1990,252596.0207
are,1991,240469.80635
are,1992,234503.29959
are,1993,224321.7501
are,1994,227119.99427
are,1995,230197.35145
are,1996,231649.2934
are,1997,238215.77454
are,1998,226864.52787
are,1999,221420.94002
are,2000,232290.84758
are,2001,223512.79635
are,2002,217365.51731
are,2003,221639.62153
are,2004,221555.37595
are,2005,206001.3842
are,2006,195872.97737
are,2007,173649.90959
are,2008,155922.60488
are,2009,132298.42069
are,2010,124473.06068
are,2011,127194.47001
are,2012,130065.37509
are,2013,135801.17784
are,2014,141539.6972
are,2015,147920.04871
are,2016,150738.22996
are,2017,152262.84281
are,2018,151774.70288
are,2019,154710.68052
are,2020,143459.85222
arg,1960,8931.45032
arg,1961,9264.48432
arg,1962,9039.74246
arg,1963,8426.10308
arg,1964,9137.03396
arg,1965,9949.93844
arg,1966,9737.36022
arg,1967,9900.79545
arg,1968,10226.22843
arg,1969,11049.46838
arg,1970,11212.94464
arg,1971,11662.29951
arg,1972,11662.98012
arg,1973,11797.91156
arg,1974,12252.33853
arg,1975,12057.7923
arg,1976,11634.99896
arg,1977,12256.6558
arg,1978,11531.50284
arg,1979,12520.63942
arg,1980,12516.93206
arg,1981,11682.24072
arg,1982,11412.64193
arg,1983,11718.72691
arg,1984,11712.65115
arg,1985,10928.77135
arg,1986,11418.85318
arg,1987,11545.15306
arg,1988,11244.60546
arg,1989,10284.21922
arg,1990,9885.79979
arg,1991,10638.53685
arg,1992,11328.72596
arg,1993,12099.4109
arg,1994,12644.54463
arg,1995,12134.69651
arg,1996,12653.40461
arg,1997,13522.0271
arg,1998,13884.55302
arg,1999,13265.97141
arg,2000,13017.24289
arg,2001,12308.18739
arg,2002,10849.07865
arg,2003,11681.91186
arg,2004,12603.02331
arg,2005,13577.17261
arg,2006,14521.53741
arg,2007,15672.25466
arg,2008,16147.04572
arg,2009,15040.29086
arg,2010,16439.0564
arg,2011,17226.27072
arg,2012,16856.71822
arg,2013,17070.0712
arg,2014,16459.20496
arg,2015,16727.43474
arg,2016,16207.20083
arg,2017,16492.0664
arg,2018,15898.08653
arg,2019,15422.03615
arg,2020,13761.83735
arm,1990,736946.54364
arm,1991,656834.23794
arm,1992,389209.38481
arm,1993,363371.83614
arm,1994,392260.31756
arm,1995,427969.2964
arm,1996,460098.12162
arm,1997,480708.88008
arm,1998,519847.46898
arm,1999,540422.08794
arm,2000,575928.28694
arm,2001,635130.27726
arm,2002,722927.27658
arm,2003,828516.74484
arm,2004,920765.69934
arm,2005,1055595.33258
arm,2006,1204208.45536
arm,2007,1381177.34357
arm,2008,1489173.50877
arm,2009,1287846.32218
arm,2010,1321110.07113
arm,2011,1383576.35114
arm,2012,1479232.65028
arm,2013,1521005.08819
arm,2014,1567748.29225
arm,2015,1610640.60034
arm,2016,1608042.15603
arm,2017,1723572.30477
arm,2018,1808927.58392
arm,2019,1942466.18682
arm,2020,1795381.47146
asm,2002,12272.11944
asm,2003,12303.55492
asm,2004,12314.85825
asm,2005,12290.74668
asm,2006,11876.36401
asm,2007,12250.07282
asm,2008,12106.4533
asm,2009,11768.85752
asm,2010,11928.53577
asm,2011,11998.92386
asm,2012,11496.5241
asm,2013,11199.45439
asm,2014,11381.76408
asm,2015,11737.0892
asm,2016,11553.84919
asm,2017,10770.08828
asm,2018,11088.87326
asm,2019,11064.5068
asm,2020,11522.36535
atg,1977,12540.35513
atg,1978,13116.24176
atg,1979,14196.59603
atg,1980,15376.83668
atg,1981,15982.05161
atg,1982,15970.95101
atg,1983,16827.90781
atg,1984,18536.96363
atg,1985,19953.56791
atg,1986,22258.16461
atg,1987,23748.84014
atg,1988,24968.72524
atg,1989,26174.61871
atg,1990,26736.12333
atg,1991,26960.21337
atg,1992,26808.82421
atg,1993,27658.7561
atg,1994,28880.225
atg,1995,27029.50256
atg,1996,28197.10442
atg,1997,29104.96883
atg,1998,29852.4973
atg,1999,30356.0811
atg,2000,31673.7932
atg,2001,29761.43605
atg,2002,29650.18264
atg,2003,31050.16959
atg,2004,32417.38957
atg,2005,34043.60315
atg,2006,37788.67195
atg,2007,40662.86639
atg,2008,40007.14336
atg,2009,34673.46068
atg,2010,31487.67466
atg,2011,30448.96359
atg,2012,31073.14699
atg,2013,30514.15146
atg,2014,31312.41762
atg,2015,32159.64348
atg,2016,33586.64833
atg,2017,34314.17343
atg,2018,36349.78501
atg,2019,37790.24867
atg,2020,29909.1169
aus,1960,26509.37671
aus,1961,26632.45254
aus,1962,26326.75479
aus,1963,27431.78082
aus,1964,28775.85744
aus,1965,29905.07552
aus,1966,29926.27242
aus,1967,31413.67913
aus,1968,32436.92231
aus,1969,34002.44638
aus,1970,35731.4304
aus,1971,35925.40775
aus,1972,36649.84443
aus,1973,37039.16293
aus,1974,37596.0067
aus,1975,37631.97294
aus,1976,38221.97677
aus,1977,39151.63472
aus,1978,39044.99234
aus,1979,40189.95453
aus,1980,40908.18132
aus,1981,41608.49467
aus,1982,42280.14231
aus,1983,40826.92433
aus,1984,42222.52959
aus,1985,43836.59094
aus,1986,44862.28337
aus,1987,45310.90329
aus,1988,47135.83189
aus,1989,48135.70511
aus,1990,49123.41563
aus,1991,48309.65054
aus,1992,47924.49271
aus,1993,49372.16279
aus,1994,50796.86362
aus,1995,52111.00044
aus,1996,53413.19425
aus,1997,54883.29643
aus,1998,56820.3196
aus,1999,58948.00803
aus,2000,60528.32454
aus,2001,60934.88899
aus,2002,62612.23119
aus,2003,63767.90615
aus,2004,65683.69486
aus,2005,66871.11421
aus,2006,67688.6544
aus,2007,69802.08954
aus,2008,70864.45607
aus,2009,70714.78953
aus,2010,71135.79266
aus,2011,71886.80728
aus,2012,73410.01471
aus,2013,74033.57185
aus,2014,74806.84484
aus,2015,75339.66143
aus,2016,76205.57592
aus,2017,76653.02542
aus,2018,77651.69224
aus,2019,78095.16338
aus,2020,77096.69619
aut,1960,10861.65945
aut,1961,11400.47565
aut,1962,11630.93281
aut,1963,12034.69671
aut,1964,12686.89736
aut,1965,13043.4008
aut,1966,13683.11165
aut,1967,13989.75152
aut,1968,14539.72248
aut,1969,15398.94679
aut,1970,16315.2606
aut,1971,17073.42141
aut,1972,18028.23228
aut,1973,18805.41239
aut,1974,19513.50631
aut,1975,19494.18207
aut,1976,20422.76207
aut,1977,21451.99731
aut,1978,21424.14608
aut,1979,22610.28277
aut,1980,23001.75218
aut,1981,22910.06248
aut,1982,23354.08733
aut,1983,24087.31881
aut,1984,24101.18663
aut,1985,24691.80203
aut,1986,25244.01007
aut,1987,25570.42656
aut,1988,26375.83017
aut,1989,27277.91041
aut,1990,28247.24396
aut,1991,28929.1286
aut,1992,29211.50358
aut,1993,29124.23294
aut,1994,29709.26944
aut,1995,30455.24326
aut,1996,31128.74115
aut,1997,31744.46015
aut,1998,32845.30404
aut,1999,33947.27866
aut,2000,35008.9583
aut,2001,35317.12784
aut,2002,35724.22001
aut,2003,35885.31714
aut,2004,36638.80515
aut,2005,37206.66168
aut,2006,38301.80921
aut,2007,39600.90348
aut,2008,40053.66343
aut,2009,38444.97211
aut,2010,39057.23794
aut,2011,40063.52749
aut,2012,40152.64904
aut,2013,39926.87112
aut,2014,39878.01234
aut,2015,39833.53233
aut,2016,40189.03431
aut,2017,40812.25534
aut,2018,41629.95032
aut,2019,42063.27985
aut,2020,39067.98399
aze,1990,1599.37544
aze,1991,1567.18988
aze,1992,1194.80673
aze,1993,904.98408
aze,1994,716.96859
aze,1995,625.10032
aze,1996,626.85194
aze,1997,656.8423
aze,1998,715.70121
aze,1999,761.94683
aze,2000,839.59706
aze,2001,915.59589
aze,2002,994.56925
aze,2003,1087.82465
aze,2004,1178.13083
aze,2005,1492.22162
aze,2006,1985.1097
aze,2007,2453.41069
aze,2008,2660.90667
aze,2009,2848.51662
aze,2010,2956.94515
aze,2011,2921.58473
aze,2012,2945.44484
aze,2013,3076.51773
aze,2014,3121.9252
aze,2015,3118.70583
aze,2016,2988.43213
aze,2017,2965.16969
aze,2018,2983.68677
aze,2019,3032.49542
aze,2020,2882.30497
bdi,1960,158342.52484
bdi,1961,133966.43038
bdi,1962,143349.91231
bdi,1963,146402.85277
bdi,1964,152405.61004
bdi,1965,154965.44709
bdi,1966,158221.922
bdi,1967,175511.45839
bdi,1968,170598.62308
bdi,1969,164318.04444
bdi,1970,195626.07085
bdi,1971,198099.60976
bdi,1972,183353.63845
bdi,1973,194056.98152
bdi,1974,190464.13231
bdi,1975,188971.56514
bdi,1976,200194.85213
bdi,1977,218317.41009
bdi,1978,211071.68072
bdi,1979,209184.51979
bdi,1980,205868.24964
bdi,1981,224997.25383
bdi,1982,216872.23799
bdi,1983,219037.52417
bdi,1984,213512.81485
bdi,1985,232153.7615
bdi,1986,233032.52446
bdi,1987,238990.24958
bdi,1988,244139.15964
bdi,1989,240982.72388
bdi,1990,243368.55395
bdi,1991,249745.28688
bdi,1992,246914.66812
bdi,1993,227015.84338
bdi,1994,214586.4493
bdi,1995,194684.28665
bdi,1996,176950.04201
bdi,1997,172372.45294
bdi,1998,178708.46977
bdi,1999,174601.07895
bdi,2000,170072.69644
bdi,2001,169667.74314
bdi,2002,172491.80264
bdi,2003,165324.58032
bdi,2004,167907.90607
bdi,2005,164055.32382
bdi,2006,167413.39537
bdi,2007,167588.92456
bdi,2008,170029.94301
bdi,2009,170804.82291
bdi,2010,173804.57342
bdi,2011,175105.48194
bdi,2012,177203.26818
bdi,2013,180193.35237
bdi,2014,182034.25515
bdi,2015,169498.63994
bdi,2016,163213.06275
bdi,2017,158893.17498
bdi,2018,156418.34473
bdi,2019,154393.08969
bdi,2020,150161.62521
bel,1960,10576.08818
bel,1961,11065.78826
bel,1962,11596.28597
bel,1963,12010.77823
bel,1964,12725.31616
bel,1965,13059.28504
bel,1966,13380.73444
bel,1967,13821.17145
bel,1968,14344.30892
bel,1969,15252.05748
bel,1970,16087.68574
bel,1971,16698.45289
bel,1972,17514.02007
bel,1973,18573.17845
bel,1974,19360.0827
bel,1975,18924.70742
bel,1976,19958.77993
bel,1977,20058.96876
bel,1978,20609.78599
bel,1979,21073.32636
bel,1980,21985.5924
bel,1981,21924.7685
bel,1982,22061.21271
bel,1983,22131.76717
bel,1984,22677.96183
bel,1985,23045.68928
bel,1986,23457.39353
bel,1987,23978.02524
bel,1988,25030.85118
bel,1989,25805.30549
bel,1990,26535.66479
bel,1991,26921.85735
bel,1992,27223.26528
bel,1993,26856.29574
bel,1994,27637.63099
bel,1995,28237.51967
bel,1996,28554.81593
bel,1997,29566.45283
bel,1998,30082.18753
bel,1999,31076.61636
bel,2000,32153.56176
bel,2001,32395.51182
bel,2002,32801.09864
bel,2003,33003.11397
bel,2004,34034.10779
bel,2005,34633.26315
bel,2006,35283.73928
bel,2007,36313.43817
bel,2008,36188.71868
bel,2009,35173.29192
bel,2010,35851.70178
bel,2011,35987.95064
bel,2012,36029.84154
bel,2013,36025.1042
bel,2014,36431.68199
bel,2015,36960.63116
bel,2016,37239.78332
bel,2017,37697.41044
bel,2018,38208.88568
bel,2019,38819.83431
bel,2020,36447.45462
ben,1960,401445.55329
ben,1961,408305.32605
ben,1962,388480.96197
ben,1963,400461.5319
ben,1964,419977.39748
ben,1965,434415.68706
ben,1966,441595.85402
ben,1967,437684.96078
ben,1968,445339.26171
ben,1969,448660.39701
ben,1970,448370.59991
ben,1971,432127.82301
ben,1972,449775.71556
ben,1973,455941.11644
ben,1974,460267.2794
ben,1975,427311.73059
ben,1976,420529.43594
ben,1977,430393.46763
ben,1978,424604.83583
ben,1979,440531.61209
ben,1980,457924.26209
ben,1981,489935.92403
ben,1982,487165.65947
ben,1983,453040.26266
ben,1984,475217.17972
ben,1985,496469.37673
ben,1986,492737.30295
ben,1987,471353.01256
ben,1988,473053.1675
ben,1989,445519.38235
ben,1990,470055.6634
ben,1991,473649.79233
ben,1992,470984.58871
ben,1993,481323.95096
ben,1994,474510.17004
ben,1995,486891.97206
ben,1996,492217.09272
ben,1997,504920.14052
ben,1998,509616.84394
ben,1999,521223.71476
ben,2000,535535.08868
ben,2001,547294.17324
ben,2002,555538.96976
ben,2003,557464.50129
ben,2004,564923.00713
ben,2005,557884.68952
ben,2006,563324.96967
ben,2007,580248.1197
ben,2008,591715.10817
ben,2009,588666.06452
ben,2010,584478.26313
ben,2011,585162.04024
ben,2012,596394.44093
ben,2013,621689.79571
ben,2014,643072.76511
ben,2015,636614.80629
ben,2016,639957.86636
ben,2017,657910.48601
ben,2018,683034.66206
ben,2019,710377.14841
ben,2020,718120.95924
bfa,1960,142839.99821
bfa,1961,146633.88471
bfa,1962,153558.06301
bfa,1963,149576.00826
bfa,1964,150857.82596
bfa,1965,154238.4956
bfa,1966,152663.78615
bfa,1967,163439.06745
bfa,1968,165636.21911
bfa,1969,166114.7807
bfa,1970,163458.1999
bfa,1971,162907.24255
bfa,1972,163760.20248
bfa,1973,161574.75443
bfa,1974,171790.10688
bfa,1975,173648.94287
bfa,1976,184880.62099
bfa,1977,181943.27663
bfa,1978,186483.3374
bfa,1979,189236.39586
bfa,1980,186517.85058
bfa,1981,189935.7968
bfa,1982,203065.84251
bfa,1983,198698.40683
bfa,1984,190231.98831
bfa,1985,201181.14411
bfa,1986,211632.57606
bfa,1987,205701.35488
bfa,1988,211991.62483
bfa,1989,210908.86487
bfa,1990,204136.03314
bfa,1991,216769.93331
bfa,1992,211501.40496
bfa,1993,212972.58135
bfa,1994,209967.90086
bfa,1995,215958.1262
bfa,1996,233207.74636
bfa,1997,241132.03641
bfa,1998,251601.47784
bfa,1999,262688.67776
bfa,2000,260149.94137
bfa,2001,269537.93997
bfa,2002,273296.83074
bfa,2003,286203.8464
bfa,2004,290394.12651
bfa,2005,306346.90567
bfa,2006,315917.9436
bfa,2007,319147.91022
bfa,2008,327597.56917
bfa,2009,327245.53412
bfa,2010,344330.99629
bfa,2011,356251.84184
bfa,2012,368040.93673
bfa,2013,377921.98208
bfa,2014,382767.42363
bfa,2015,386254.72485
bfa,2016,397508.89584
bfa,2017,410139.18749
bfa,2018,424869.88931
bfa,2019,436443.65153
bfa,2020,432484.40702
bgd,1960,19592.40465
bgd,1961,20211.34237
bgd,1962,20730.02693
bgd,1963,20062.38921
bgd,1964,21622.03232
bgd,1965,21317.46146
bgd,1966,21186.58818
bgd,1967,20128.30447
bgd,1968,21356.72594
bgd,1969,21010.00655
bgd,1970,21654.31112
bgd,1971,20061.99823
bgd,1972,16975.18307
bgd,1973,17277.33498
bgd,1974,18630.29266
bgd,1975,17530.97114
bgd,1976,18113.43285
bgd,1977,18139.10046
bgd,1978,18910.88467
bgd,1979,19287.45519
bgd,1980,18930.13972
bgd,1981,19771.23539
bgd,1982,19672.43375
bgd,1983,19911.55789
bgd,1984,20331.25557
bgd,1985,20467.27839
bgd,1986,20766.97581
bgd,1987,20990.95438
bgd,1988,20947.44232
bgd,1989,21004.85596
bgd,1990,21653.27208
bgd,1991,21892.8974
bgd,1992,22574.6894
bgd,1993,23131.28698
bgd,1994,23522.30208
bgd,1995,24204.74153
bgd,1996,24766.20321
bgd,1997,25337.47946
bgd,1998,26101.32415
bgd,1999,26773.22659
bgd,2000,27645.36351
bgd,2001,28506.1865
bgd,2002,29065.02032
bgd,2003,29920.06965
bgd,2004,30983.23703
bgd,2005,32521.8152
bgd,2006,34227.43515
bgd,2007,36196.67888
bgd,2008,37936.35505
bgd,2009,39407.71683
bgd,2010,41138.09505
bgd,2011,43299.30427
bgd,2012,45593.84713
bgd,2013,47780.1615
bgd,2014,50100.24979
bgd,2015,52789.06314
bgd,2016,55928.25889
bgd,2017,59360.28437
bgd,2018,63357.18958
bgd,2019,67820.88654
bgd,2020,69500.37575
bgr,1980,6049.08574
bgr,1981,6324.38836
bgr,1982,6452.91853
bgr,1983,6657.63872
bgr,1984,6867.6744
bgr,1985,7052.06826
bgr,1986,7350.74036
bgr,1987,7784.33205
bgr,1988,8626.60385
bgr,1989,8440.98602
bgr,1990,7811.0177
bgr,1991,7222.53025
bgr,1992,6769.58632
bgr,1993,6722.79403
bgr,1994,6868.29941
bgr,1995,7095.92774
bgr,1996,7503.8988
bgr,1997,6484.0497
bgr,1998,6774.79615
bgr,1999,6240.86951
bgr,2000,6559.46937
bgr,2001,6947.21008
bgr,2002,7516.54891
bgr,2003,7973.10878
bgr,2004,8556.53349
bgr,2005,9229.54765
bgr,2006,9932.54841
bgr,2007,10665.37351
bgr,2008,11397.39042
bgr,2009,11095.74242
bgr,2010,11341.22807
bgr,2011,11654.02048
bgr,2012,11810.20966
bgr,2013,11809.92345
bgr,2014,11992.07828
bgr,2015,12482.5672
bgr,2016,12952.54441
bgr,2017,13407.89607
bgr,2018,13867.61593
bgr,2019,14529.44818
bgr,2020,13975.65595
bhr,1980,7965.36259
bhr,1981,7255.14755
bhr,1982,6501.30379
bhr,1983,6732.72006
bhr,1984,6882.42505
bhr,1985,6364.35383
bhr,1986,6230.92037
bhr,1987,6641.35164
bhr,1988,6858.51895
bhr,1989,6656.22463
bhr,1990,6743.52475
bhr,1991,7297.2493
bhr,1992,7587.18327
bhr,1993,8353.95963
bhr,1994,8130.23272
bhr,1995,8238.27333
bhr,1996,8355.08648
bhr,1997,8378.00587
bhr,1998,8510.79621
bhr,1999,8558.20718
bhr,2000,8631.1822
bhr,2001,8428.44241
bhr,2002,8265.2692
bhr,2003,8294.13593
bhr,2004,8326.35212
bhr,2005,8296.95993
bhr,2006,8195.11844
bhr,2007,8210.86296
bhr,2008,8107.53199
bhr,2009,7819.37852
bhr,2010,7791.4985
bhr,2011,7714.22514
bhr,2012,7867.69717
bhr,2013,8198.72413
bhr,2014,8420.64767
bhr,2015,8404.85096
bhr,2016,8374.62381
bhr,2017,8334.8047
bhr,2018,8104.11357
bhr,2019,7915.89384
bhr,2020,7246.57569
bhs,1960,18157.1764
bhs,1961,19118.80931
bhs,1962,20075.47692
bhs,1963,21099.55467
bhs,1964,22205.41652
bhs,1965,23407.88656
bhs,1966,24428.93923
bhs,1967,25678.99982
bhs,1968,26783.92775
bhs,1969,28191.43983
bhs,1970,25796.0934
bhs,1971,25534.55077
bhs,1972,24091.64798
bhs,1973,25392.84634
bhs,1974,20728.95958
bhs,1975,17306.08573
bhs,1976,17825.22032
bhs,1977,19042.79167
bhs,1978,21270.08379
bhs,1979,26242.64528
bhs,1980,27336.98039
bhs,1981,24269.4185
bhs,1982,25323.50872
bhs,1983,25661.80734
bhs,1984,28684.41059
bhs,1985,29471.51878
bhs,1986,29443.70013
bhs,1987,29793.32305
bhs,1988,29965.82266
bhs,1989,31437.08611
bhs,1990,30393.29767
bhs,1991,28588.97846
bhs,1992,26976.33896
bhs,1993,26556.54954
bhs,1994,26917.72455
bhs,1995,27662.17204
bhs,1996,28444.60349
bhs,1997,30042.48981
bhs,1998,28369.92429
bhs,1999,31455.50443
bhs,2000,32322.97136
bhs,2001,32670.23112
bhs,2002,33004.28724
bhs,2003,32018.08874
bhs,2004,31716.28101
bhs,2005,32191.97902
bhs,2006,32385.69081
bhs,2007,32235.38548
bhs,2008,30909.85801
bhs,2009,29117.56293
bhs,2010,29121.02464
bhs,2011,28921.00016
bhs,2012,29485.91923
bhs,2013,28151.9057
bhs,2014,28527.00169
bhs,2015,28703.63442
bhs,2016,28446.77355
bhs,2017,28619.30221
bhs,2018,29114.83657
bhs,2019,29029.46447
bhs,2020,24578.58654
bih,1994,1091.30033
bih,1995,1355.29402
bih,1996,2604.89969
bih,1997,3527.27674
bih,1998,4079.42297
bih,1999,4460.28008
bih,2000,5019.16652
bih,2001,5134.8585
bih,2002,5387.45179
bih,2003,5591.64224
bih,2004,5942.14591
bih,2005,6171.85603
bih,2006,6505.84503
bih,2007,6891.71602
bih,2008,7283.40038
bih,2009,7099.2089
bih,2010,7219.54064
bih,2011,7377.01715
bih,2012,7430.45161
bih,2013,7738.95768
bih,2014,7964.24807
bih,2015,8336.55181
bih,2016,8708.58347
bih,2017,9077.8718
bih,2018,9495.60144
bih,2019,9832.25255
bih,2020,9576.47292
blr,1990,3967.72095
blr,1991,3918.30032
blr,1992,3534.37022
blr,1993,3258.5561
blr,1994,2880.70778
blr,1995,2589.50127
blr,1996,2670.98474
blr,1997,2987.8691
blr,1998,3253.47167
blr,1999,3379.26321
blr,2000,3592.1445
blr,2001,3781.23111
blr,2002,3997.3694
blr,2003,4308.96106
blr,2004,4835.19803
blr,2005,5325.95938
blr,2006,5894.53679
blr,2007,6430.90781
blr,2008,7111.38178
blr,2009,7143.14873
blr,2010,7717.0356
blr,2011,8151.18685
blr,2012,8301.70017
blr,2013,8388.22409
blr,2014,8528.24703
blr,2015,8190.76287
blr,2016,7976.8272
blr,2017,8187.79893
blr,2018,8463.72706
blr,2019,8599.55449
blr,2020,8558.32425
blz,1960,1879.74758
blz,1961,1916.91024
blz,1962,1955.12054
blz,1963,1995.21589
blz,1964,2035.94776
blz,1965,2074.91048
blz,1966,2109.72674
blz,1967,2147.41498
blz,1968,2238.91354
blz,1969,2290.02423
blz,1970,2342.86077
blz,1971,2384.66605
blz,1972,2579.61731
blz,1973,2672.65225
blz,1974,2988.58002
blz,1975,3050.44348
blz,1976,3007.00739
blz,1977,3159.18388
blz,1978,3360.71955
blz,1979,3553.84
blz,1980,3951.92916
blz,1981,3903.8393
blz,1982,3798.87815
blz,1983,3614.06335
blz,1984,3581.42275
blz,1985,3517.28286
blz,1986,3576.09573
blz,1987,3851.7855
blz,1988,4118.00244
blz,1989,4540.89943
blz,1990,4950.36578
blz,1991,5414.46928
blz,1992,5967.82487
blz,1993,6236.41392
blz,1994,6120.73543
blz,1995,6002.93532
blz,1996,5897.84939
blz,1997,5888.75956
blz,1998,5878.91404
blz,1999,6161.3761
blz,2000,6728.98346
blz,2001,6829.76344
blz,2002,6953.4512
blz,2003,7403.7832
blz,2004,7559.54664
blz,2005,7508.53424
blz,2006,7667.15465
blz,2007,7508.07843
blz,2008,7572.79302
blz,2009,7400.33433
blz,2010,7437.98831
blz,2011,7402.282
blz,2012,7407.37453
blz,2013,7335.98105
blz,2014,7466.76251
blz,2015,7503.2001
blz,2016,7348.55415
blz,2017,7334.97439
blz,2018,7404.37151
blz,2019,7394.37071
blz,2020,6242.12504
bmu,1960,35770.74696
bmu,1961,36539.55858
bmu,1962,37271.80036
bmu,1963,36801.89438
bmu,1964,39887.13491
bmu,1965,40784.90594
bmu,1966,45819.98796
bmu,1967,50904.48247
bmu,1968,50995.4736
bmu,1969,51771.0825
bmu,1970,54038.31504
bmu,1971,56305.37577
bmu,1972,57749.08725
bmu,1973,59041.63023
bmu,1974,60005.67813
bmu,1975,62736.69948
bmu,1976,68087.51514
bmu,1977,71832.88426
bmu,1978,72604.53418
bmu,1979,73888.35596
bmu,1980,78488.74984
bmu,1981,79802.83639
bmu,1982,75041.03335
bmu,1983,75890.23381
bmu,1984,75589.28123
bmu,1985,73456.46471
bmu,1986,77692.67351
bmu,1987,79955.43619
bmu,1988,82488.49647
bmu,1989,82159.01029
bmu,1990,81503.0022
bmu,1991,79028.66776
bmu,1992,79555.67199
bmu,1993,81510.96418
bmu,1994,81432.96022
bmu,1995,84409.14203
