geo,time,gc_tax_othr_cn
aze,2019,262600000
bdi,1973,294000000
bdi,1974,306000000
bdi,1975,306000000
bdi,1976,321000000
bdi,1977,84000000
bdi,1978,135000000
bdi,1979,207000000
bdi,1980,255000000
bdi,1981,292000000
bdi,1982,263000000
bdi,1983,274000000
bdi,1984,376000000
bdi,1985,324000000
bdi,1986,319000000
bdi,1991,503000000
bdi,1992,641000000
bdi,1993,560000000
bdi,1994,603000000
bdi,1995,475000000
bdi,1996,1342000000
bdi,1997,854000000
bdi,1998,146120000
bdi,1999,653000000
bel,1995,458000000
bel,1996,443500000
bel,1997,536300000
bel,1998,561800000
bel,1999,582700000
bel,2000,544300000
bel,2001,544100000
bel,2002,513100000
bel,2003,520100000
bel,2004,1045200000
bel,2005,532300000
bel,2006,629600000
bel,2007,439800000
bel,2008,491100000
bel,2009,487300000
bel,2010,629000000
bel,2011,630200000
bel,2012,932400000
bel,2013,984600000
bel,2014,1152400000
bel,2015,921900000
bel,2016,900600000
bel,2017,823200000
bel,2018,1091900000
bel,2019,1004100000
ben,1972,534000000
ben,1973,578000000
ben,1974,701000000
ben,1975,686000000
ben,1976,950000000
ben,1977,1017000000
ben,1978,806000000
ben,1979,939000000
ben,1980,8000000
bfa,2002,6628231968
bfa,2003,11817798049
bfa,2004,11100932954
bfa,2005,10503377837
bfa,2006,10954878649
bfa,2007,11645601442
bfa,2008,15565034584
bfa,2009,15220592547
bfa,2010,16972457642
bfa,2011,15870053206
bfa,2012,18674678539
bfa,2013,23343703991
bfa,2014,24715838230
bfa,2015,22862237669.0476
bfa,2016,28800000000
bfa,2017,65616136064
bfa,2018,26127620459.9508
bfa,2019,28277946979.8469
bgd,2001,12010510000
bgd,2002,10521930000
bgd,2003,10989090000
bgd,2004,13661050000
bgd,2005,15837143000
bgd,2006,14549107000
bgd,2007,17604030000
bgd,2008,27477764000
bgd,2009,23993758000
bgd,2010,25142058000
bgd,2011,30332100000
bgd,2012,34216000000
bgd,2013,38888400000
bgd,2014,42859100000
bgd,2015,46781700000
bgd,2016,50840000000
bgr,1990,201000
bgr,1991,1479000
bgr,1992,4222000
bgr,1993,5515000
bgr,1994,8163000
bgr,1995,543000
bgr,1996,469000
bgr,1997,871000
bgr,1998,407000
bgr,1999,73298000
bgr,2000,69452000
bgr,2001,72810000
bgr,2002,79572000
bgr,2003,86980000
bgr,2004,97739000
bgr,2005,101865000
bgr,2006,88080000
bgr,2007,34791000
bgr,2008,19043000
bgr,2009,21070000
bgr,2010,19752000
bgr,2011,23509000
bgr,2012,20154000
bgr,2013,10528000
bgr,2014,20649000
bgr,2015,19142000
bgr,2016,25947000
bgr,2017,36320000
bgr,2018,34285000
bgr,2019,33983000
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,800000
bhr,1979,500000
bhr,1980,600000
bhr,1981,700000
bhr,1982,1000000
bhr,1983,1000000
bhr,1984,1300000
bhr,1985,1300000
bhr,1986,0
bhr,1987,1700000
bhr,1988,2300000
bhr,1989,2800000
bhr,1990,2600000
bhr,1991,2900000
bhr,1992,3200000
bhr,1993,3200000
bhr,1994,4100000
bhr,1995,4400000
bhr,1996,8600000
bhr,1997,10500000
bhr,1998,11600000
bhr,1999,10800000
bhr,2000,12100000
bhr,2001,12500000
bhr,2002,15100000
bhr,2003,16300000
bhr,2004,63900000
bhs,1990,40900000
bhs,1991,51900000
bhs,1992,149000000
bhs,1993,147300000
bhs,1994,157900000
bhs,1995,164700000
bhs,1996,191500000
bhs,1997,194142000
bhs,1998,206174000
bhs,1999,256843000
bhs,2000,223100000
bhs,2001,198900000
bhs,2002,190424000
bhs,2003,208600000
bhs,2004,252997000
bhs,2005,196350000
bhs,2006,59054000
bhs,2007,219224000
bhs,2008,498700000
bhs,2009,84577000
bhs,2010,93870795.87
bhs,2011,96187063.22
bhs,2012,96879700.94
bhs,2013,116136968.32
bhs,2014,110414304.24
bhs,2015,112422088.49
bhs,2016,113083751.69
bhs,2017,127782200.79
bhs,2018,127911000
bhs,2019,119419000
bih,2005,278961133.56
bih,2006,304456187.74
bih,2007,208916591.88
bih,2008,425093411.09
bih,2009,151427660.5
bih,2010,13164380.57
bih,2011,48216339.05
bih,2012,36339015.41
bih,2013,34798688.09
bih,2014,42021609.31
bih,2015,34292167.95
bih,2016,49332980.37
bih,2017,50228260.4
bih,2018,43578952.38
bih,2019,50501097.84
blr,1992,270
blr,1993,3090
blr,1994,48360
blr,1995,397200
blr,1996,643800
blr,1997,783340
blr,1998,623780
blr,1999,2393110
blr,2000,7310000
blr,2001,15454000
blr,2002,22036000
blr,2003,112072840
blr,2004,149616600
blr,2005,229153700
blr,2006,239319800
blr,2007,178022400
blr,2008,352369320
blr,2009,164818300
blr,2010,180911475.25
blr,2011,166200000
blr,2012,322754000
blr,2013,104899000
blr,2014,103104260
blr,2015,100192781.37
blr,2016,137429951.4
blr,2017,130288071
blr,2018,135661361.7
blr,2019,132968558.3
blz,1990,6355000
blz,1991,5149000
blz,1992,8520000
blz,1993,6377000
blz,1994,8315000
blz,1995,8197000
blz,1996,9898000
blz,1997,8461000
blz,1998,10598000
blz,1999,2139000
blz,2000,2167000
blz,2001,2764000
blz,2002,2531000
blz,2003,6142000
blz,2004,4535000
blz,2005,5519000
blz,2006,4297000
blz,2007,6521000
blz,2008,6323000
blz,2009,5262000
blz,2010,6570000
blz,2011,6673000
blz,2012,4896600.23
blz,2013,5993250.96
blz,2014,5532252.96
blz,2015,5457365.19
blz,2016,6799210.53
blz,2017,6383938.93
bol,1985,1600000
bol,1986,108500000
bol,1987,51500000
bol,1988,87600000
bol,1989,43400000
bol,1990,107400000
bol,1991,42700000
bol,1992,46500000
bol,1993,57600000
bol,1994,27400000
bol,1995,41000000
bol,1996,36100000
bol,1997,21800000
bol,1998,416200000
bol,1999,405400000
bol,2000,15000000
bol,2001,149060000
bol,2002,163010830.68
bol,2003,247671161.31
bol,2004,1028500000
bol,2005,408920390.74
bol,2006,494613362.56
bol,2007,782923996.69939
bra,2010,13243242000.58
bra,2011,15771722127.22
bra,2012,16894841839.62
bra,2013,20086800097.78
bra,2014,21607141498.66
bra,2015,22227344870.34
bra,2016,23350808751.55
bra,2017,24045453295.03
bra,2018,25850323241.05
bra,2019,25894715843.59
brb,2003,104448000
brb,2004,104200000
brb,2005,137357000
brb,2006,145730442.79
brb,2007,183142820
brb,2008,215898889
brb,2009,202156686
brb,2010,196836583
brb,2011,159959912
brb,2012,162334669
brb,2013,172218595
brb,2014,227009964
brb,2015,182775279
brb,2016,231071099
btn,1982,3200000
btn,1983,5900000
btn,1984,4100000
btn,1985,3700000
btn,1986,3800000
btn,1988,4400000
btn,1989,4600000
btn,1990,5300000
btn,1991,8700000
btn,1992,11900000
btn,1993,10200000
btn,1994,6700000
btn,1995,6400000
btn,1996,6000000
btn,1997,9000000
btn,1998,7592000
btn,1999,7100000
btn,2000,7400000
btn,2001,84426000
btn,2002,87727000
btn,2003,105458000
btn,2004,118182000
btn,2005,12775000
btn,2006,13457000
btn,2007,22050000
btn,2008,38653000
btn,2009,26488000
btn,2010,0
btn,2011,0
btn,2012,0
btn,2013,0
btn,2014,0
btn,2015,20182476.5
btn,2016,20468811.75
btn,2017,20107000
btn,2018,29349315.12
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,2006,17100000
bwa,2007,32600000
bwa,2008,25720000
bwa,2009,27290000
bwa,2010,34830000
bwa,2011,64770000
bwa,2012,50540000
bwa,2013,54510000
bwa,2014,53550000
bwa,2015,53100000
bwa,2016,54520000
bwa,2017,56760000
bwa,2018,67810000
bwa,2019,68090000
caf,2004,1491000000
caf,2008,3267356396
caf,2009,4844876163.37
caf,2010,3956217092
caf,2011,3009544242
caf,2012,10742388303
caf,2014,8981180418.03963
caf,2015,10689590873
caf,2016,14020462372.7325
caf,2017,20770156377
caf,2018,26451263642.98
can,1990,0
can,1991,0
can,1992,0
can,1993,0
can,1994,0
can,1995,0
can,1996,0
can,1997,0
can,1998,0
can,1999,0
can,2000,0
can,2001,0
can,2002,0
can,2003,0
can,2004,0
can,2005,0
can,2006,0
can,2007,0
can,2008,0
can,2009,0
can,2010,0
can,2011,0
can,2012,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
can,2018,0
can,2019,0
che,1972,77000000
che,1973,78000000
che,1974,118000000
che,1975,89000000
che,1976,128000000
che,1977,116000000
che,1978,106000000
che,1979,93000000
che,1980,92000000
che,1981,90000000
che,1982,163000000
che,1983,181000000
che,1984,178000000
che,1985,175000000
che,1986,208000000
che,1987,196000000
che,1988,256000000
che,1989,233000000
che,1990,0
che,1991,0
che,1992,0
che,1993,0
che,1994,0
che,1995,0
che,1996,0
che,1997,0
che,1998,0
che,1999,0
che,2000,0
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,0
che,2007,0
che,2008,0
che,2009,0
che,2010,0
che,2011,0
che,2012,0
che,2013,0
che,2014,0
che,2015,0
che,2016,74289978
che,2017,74592288
che,2018,75306249
che,2019,70521066
chl,1972,0
chl,1973,19000000
chl,1974,105000000
chl,1975,705000000
chl,1976,2509000000
chl,1977,6159000000
chl,1978,11341000000
chl,1979,16730000000
chl,1980,18820000000
chl,1981,25700000000
chl,1982,28140000000
chl,1983,52790000000
chl,1984,43780000000
chl,1985,54250000000
chl,1986,69410000000
chl,1987,85540000000
chl,1988,81350000000
chl,1989,102450000000
chl,1990,55710000000
chl,1991,68380000000
chl,1992,96160000000
chl,1993,177220000000
chl,1994,207790000000
chl,1995,262050000000
chl,1996,292040000000
chl,1997,358970000000
chl,1998,322640000000
chl,1999,328750000000
chl,2000,191350000000
chl,2001,312110000000
chl,2002,331770000000
chl,2003,347410000000
chl,2004,418490000000
chl,2005,451000000000
chl,2006,594000000000
chl,2007,579160000000
chl,2008,1565116000000
chl,2009,292292000000
chl,2010,1824247734000
chl,2011,3122971309000
chl,2012,3209089000000
chl,2013,1310420000000
chl,2014,1000206215000
chl,2015,1219969128000
chl,2016,-244488578000
chl,2017,-1852009000000
chl,2018,-616774939669.53699
chl,2019,-1573787158790.01001
chn,2005,0
chn,2006,0
chn,2007,5800000
chn,2008,10000000
chn,2009,3653300
chn,2010,2210000
chn,2011,299000000
chn,2012,4861000000
chn,2013,4534470000
chn,2014,4444040000
chn,2015,15233450000
chn,2016,13597810000
chn,2017,21167886900
chn,2018,14143643900
civ,1990,61792000000
civ,1995,32400000000
civ,2001,186000000000
civ,2002,194425700000
civ,2003,44700000000
civ,2004,42200000000
civ,2005,6100000000
civ,2006,4400000000
civ,2007,32700000000
civ,2008,30250000000
civ,2009,7600000000
civ,2010,7700000000
civ,2011,5900000000
civ,2012,9400000000
civ,2013,12263795311
civ,2014,12900000000
civ,2015,144687637432.97
civ,2016,159776960250
civ,2017,165521210677.48499
civ,2018,189381380869.96896
civ,2019,744777885022.62195
cmr,1990,22220000000
cmr,1991,20240000000
cmr,1992,19450000000
cmr,1993,15900000000
cmr,1994,10760000000
cmr,1995,10620000000
cmr,1998,29830000000
cmr,1999,30900000000
cmr,2012,102290600000
cmr,2013,96580000000
cmr,2014,109000000000
cmr,2015,128200000000
cmr,2016,129300000000
cmr,2017,157300000000
cmr,2018,133120095684
cog,2001,0
cog,2002,0
cog,2003,4700000000
cog,2004,7476784457
cog,2005,8155402928
cog,2006,10500000000
cog,2007,11625000000
cog,2008,14065000000
cog,2009,4040563590
cog,2010,4259113637
cog,2011,7359737954
cog,2012,6055900580
cog,2013,17819250952
cog,2014,10704611280
cog,2015,24621400000
cog,2016,16201000000
cog,2017,11795781650
cog,2018,9623115293
col,1998,4503613497356.78027
col,1999,4387629871044.56982
col,2000,3832182173764.47021
col,2003,510819181390.94
col,2008,5920950000000
col,2009,6392492000000
col,2010,6910321000000
col,2011,22775221000000
col,2012,8862205000000
col,2013,15739358000000
col,2014,12809059072297.59961
col,2015,13607642859372.30078
col,2016,8502397933812.50879
col,2017,8789406000304.15039
col,2018,4608767311541.12988
col,2019,6312784377794.16992
cpv,2005,0
cpv,2006,0
cpv,2007,60405454
cpv,2008,0
cpv,2009,950593248
cpv,2010,700715109
cpv,2011,835088191
cpv,2012,667631219
cpv,2013,667985807
cpv,2014,688352233
cpv,2015,658999427
cpv,2016,409023801
cpv,2017,0
cri,1972,20000000
cri,1973,30000000
cri,1974,20000000
cri,1975,40000000
cri,1976,60000000
cri,1977,60000000
cri,1978,70000000
cri,1979,100000000
cri,1980,120000000
cri,1981,120000000
cri,1982,140000000
cri,1983,220000000
cri,1984,570000000
cri,1985,680000000
cri,1986,800000000
cri,1987,2120000000
cri,1988,1280000000
cri,1989,1280000000
cri,1990,1410000000
cri,1991,1510000000
cri,1992,2370000000
cri,1993,2880000000
cri,1994,3590000000
cri,1995,5170000000
cri,1996,10230000000
cri,1997,6190000000
cri,1998,3310000000
cri,1999,2460000000
cri,2000,3000000000
cri,2001,4000000000
cri,2002,7320000000
cri,2003,0
cri,2004,36047000000
cri,2005,43302000000
cri,2006,55300000000
cri,2007,73840786031.74001
cri,2008,92831593104.92
cri,2009,108184506980.97
cri,2010,131463733358.53999
cri,2011,126492622353.67
cri,2012,174879728241.45999
cri,2013,209473402654
cri,2014,225675654785.20496
cri,2015,238881367289.56
cri,2016,245391378131.59
cri,2017,258932700109.87
cri,2018,275572259350.26001
cri,2019,290669267707.71997
cyp,1972,2272439.91703
cyp,1973,2853364.4071
cyp,1974,2067407.74407
cyp,1975,1537741.29724
cyp,1976,2289525.93144
cyp,1977,3776009.18544
cyp,1978,3793095.19986
cyp,1979,4579051.86289
cyp,1980,5894674.97275
cyp,1981,7808308.58709
cyp,1982,8474663.14923
cyp,1983,9482737.99964
cyp,1984,20742421.49831
cyp,1985,24381742.56844
cyp,1986,57152718.21403
cyp,1987,53086246.78356
cyp,1988,82234987.37344
cyp,1989,99970270.33492
cyp,1990,191799250.77556
cyp,1991,211154334.98624
cyp,1992,248667582.66457
cyp,1993,291727536.22529
cyp,1994,318672849.53821
cyp,1995,71419540.24952
cyp,1996,62193092.46609
cyp,1997,61338791.7454
cyp,1998,106445869.79774
cyp,1999,98415443.02327
cyp,2000,139934458.04871
cyp,2001,140276178.33698
cyp,2002,157874773.18316
cyp,2003,330272658.61801
cyp,2004,535646551.87143
cyp,2005,623126945.66989
cyp,2006,562471594.50104
cyp,2007,876170819.1377
cyp,2008,736748941.52141
cyp,2009,304200000
cyp,2010,341400000
cyp,2011,311200000
cyp,2012,295900000
cyp,2013,319000000
cyp,2014,320400000
cyp,2015,355000000
cyp,2016,323200000
cyp,2017,346700000
cyp,2018,335300000
cyp,2019,350800000
cze,1993,13746000000
cze,1994,6187000000
cze,1995,1368000000
cze,1996,2485000000
cze,1997,1949000000
cze,1998,2685000000
cze,1999,2057000000
cze,2000,3764000000
cze,2001,2633000000
cze,2002,1935000000
cze,2003,2138000000
cze,2004,1570000000
cze,2005,1760000000
cze,2006,1868000000
cze,2007,1551000000
cze,2008,1316000000
cze,2009,1409000000
cze,2010,1340000000
cze,2011,1258000000
cze,2012,1423000000
cze,2013,972000000
cze,2014,839000000
cze,2015,1080000000
cze,2016,1278000000
cze,2017,1656000000
cze,2018,1036000000
cze,2019,1023000000
deu,1972,705582796.05078
deu,1973,664679445.55508
deu,1974,664679445.55508
deu,1975,634001932.68331
deu,1976,674905283.17901
deu,1977,685131120.80293
deu,1978,455049774.26463
deu,1979,132935889.11102
deu,1980,40903350.4957
deu,1981,0
deu,1982,0
deu,1983,0
deu,1984,0
deu,1985,0
deu,1986,0
deu,1987,0
deu,1988,0
deu,1989,0
deu,1990,0
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0
deu,1995,0
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
dnk,1972,611000000
dnk,1973,642000000
dnk,1974,678000000
dnk,1975,777000000
dnk,1976,870000000
dnk,1977,1240000000
dnk,1978,1450000000
dnk,1979,1546000000
dnk,1980,2107000000
dnk,1981,1795000000
dnk,1982,1723000000
dnk,1983,4735000000
dnk,1984,3618000000
dnk,1985,5403000000
dnk,1986,5393000000
dnk,1987,6624000000
dnk,1988,5242000000
dnk,1989,6238000000
dnk,1990,5844000000
dnk,1991,6974000000
dnk,1992,7260000000
dnk,1993,10665000000
dnk,1994,8626000000
dnk,1995,11058000000
dnk,1996,11098000000
dnk,1997,12164000000
dnk,1998,15372000000
dnk,1999,14752000000
dnk,2000,20781000000
dnk,2001,23720000000
dnk,2002,24629000000
dnk,2003,25091000000
dnk,2004,26341000000
dnk,2005,28508000000
dnk,2006,30592000000
dnk,2007,31958000000
dnk,2008,33153000000
dnk,2009,29332000000
dnk,2010,30585000000
dnk,2011,32613000000
dnk,2012,32840000000
dnk,2013,33959000000
dnk,2014,35042000000
dnk,2015,36905000000
dnk,2016,37293000000
dnk,2017,38116000000
dnk,2018,39713000000
dnk,2019,43434000000
dom,1972,4900000
dom,1973,5200000
dom,1974,6100000
dom,1975,6200000
dom,1976,7300000
dom,1977,8000000
dom,1978,7700000
dom,1979,9200000
dom,1980,11300000
dom,1981,11200000
dom,1982,13300000
dom,1983,14400000
dom,1984,20100000
dom,1985,24700000
dom,1986,24100000
dom,1987,34300000
dom,1988,67300000
dom,1989,252400000
dom,1990,47700000
dom,1991,59000000
dom,1992,64400000
dom,1993,82400000
dom,1994,88000000
dom,1995,96800000
dom,1996,105200000
dom,1997,123800000
dom,1998,171100000
dom,1999,379900000
dom,2000,790700000
dom,2001,871061476.5
dom,2002,1016712942.45
dom,2003,580590196.32
dom,2004,817716118.91
dom,2005,2198393673.994
dom,2006,4799765437.94
dom,2007,1125161548.88
dom,2008,1192060530.24
dom,2009,1349403132.68
dom,2010,1571450302.44
dom,2011,1749992875.21
dom,2012,1755239045.11
dom,2013,2546287585.48
dom,2014,6467296198.67
dom,2015,19087874265.74
dom,2016,20501793908.45
dom,2017,22708685458.5
dom,2018,8012620721
dom,2019,8857514963.15
egy,1975,161000000
egy,1976,192000000
egy,1977,243000000
egy,1978,303000000
egy,1979,398000000
egy,1981,519000000
egy,1982,536000000
egy,1983,567000000
egy,1984,669000000
egy,1985,783000000
egy,1986,1003000000
egy,1987,1275000000
egy,1988,1339000000
egy,1989,1649000000
egy,1990,2283000000
egy,1991,3123000000
egy,1992,4198000000
egy,1993,5048000000
egy,1994,6296000000
egy,1995,6727000000
egy,1996,7197000000
egy,1997,7539000000
egy,2002,2610000000
egy,2003,3219000000
egy,2004,3798000000
egy,2005,4700200000
egy,2006,4830200000
egy,2007,5524600000
egy,2008,5835000000
egy,2009,5681000000
egy,2010,5663900000
egy,2011,5231200000
egy,2012,6208000000
egy,2013,9756000000
egy,2014,14971000000
egy,2015,13713000000
esp,1972,50485016.76824
esp,1973,61303234.64715
esp,1974,74525500.94359
esp,1975,82338658.30058
esp,1976,96161936.7014
esp,1977,110586227.20662
esp,1978,177298570.79322
esp,1979,231990672.29214
esp,1980,265647350.13763
esp,1981,250021035.42365
esp,1982,249420023.31927
esp,1983,314329330.59272
esp,1984,263844313.82448
esp,1985,120803432.98114
esp,1986,93757888.28387
esp,1987,125010517.71183
esp,1988,222374478.622
esp,1989,197732982.34226
esp,1990,114793311.9373
esp,1991,123808493.50306
esp,1992,162874280.288
esp,1993,191722861.29843
esp,1994,221773466.51762
esp,2017,433000000
esp,2018,438000000
esp,2019,278000000
est,1991,23691.25315
est,1992,27775.95197
est,1993,139696.6996
est,1994,134795.06102
est,1995,2840000
est,1996,0
est,1997,0
est,1998,0
est,1999,0
est,2000,0
est,2001,0
est,2002,0
est,2003,0
est,2004,0
est,2005,0
est,2006,0
est,2007,0
est,2008,0
est,2009,0
est,2010,0
est,2011,0
est,2012,0
est,2013,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,1990,67000000
eth,1991,77500000
eth,1992,41000000
eth,1993,99700000
eth,1994,137000000
eth,1995,169100000
eth,1996,209700000
eth,1997,231100000
eth,1998,234700000
eth,1999,238700000
eth,2001,57900000
eth,2002,45100000
eth,2003,52000000
eth,2004,57100000
eth,2005,77100000
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
eth,2010,0
eth,2011,0
eth,2012,0
eth,2013,470073882.2
eth,2014,0
eth,2015,0
eth,2016,0
eth,2017,0
eth,2018,0
eth,2019,0
fin,1972,106631145.3766
fin,1973,131354770.56644
fin,1974,170037993.65259
fin,1975,210066720.15043
fin,1976,364463236.64209
fin,1977,312493167.36549
fin,1978,298533569.46918
fin,1979,175588195.22582
fin,1980,91998795.77445
fin,1981,97548997.34768
fin,1982,100744567.95045
fin,1983,119413427.78767
fin,1984,152210073.44767
fin,1985,263045916.9858
fin,1986,136400408.36029
fin,1987,154396516.49167
fin,1988,191397860.3132
fin,1989,188706853.48982
fin,1990,223521754.26735
fin,1991,242358802.03104
fin,1992,268596118.55903
fin,1993,264391420.3975
fin,1994,304588334.8218
fin,1995,534000000
fin,1996,618000000
fin,1997,424000000
fin,1998,368000000
fin,1999,405000000
fin,2000,528000000
fin,2001,515000000
fin,2002,568000000
fin,2003,511000000
fin,2004,590000000
fin,2005,616000000
fin,2006,506000000
fin,2007,460000000
fin,2008,652000000
fin,2009,441000000
fin,2010,388000000
fin,2011,396000000
fin,2012,510000000
fin,2013,647000000
fin,2014,500000000
fin,2015,631000000
fin,2016,522000000
fin,2017,909000000
fin,2018,692000000
fin,2019,749000000
fji,1990,5350000
fji,1991,7340000
fji,1992,7330000
fji,1993,6440000
fji,1994,20470000
fji,1995,5840000
fji,1996,1690000
fji,2004,510000
fji,2005,2090000
fji,2006,918828
fji,2010,0
fji,2011,0
fji,2012,0
fji,2013,0
fji,2014,0
fji,2015,0
fji,2016,0
fji,2017,0
fji,2018,0
fji,2019,0
fra,1972,838469594.80576
fra,1973,1051898218.93814
fra,1974,1189102334.4518
fra,1975,1570224877.54533
fra,1976,1600714680.9928
fra,1977,2119041339.60002
fra,1978,2866041524.06332
fra,1979,3109959951.64317
fra,1980,3064225246.47195
fra,1981,3933184644.72519
fra,1982,4771654239.53094
fra,1983,5274735996.4144
fra,1984,6951675186.02592
fra,1985,8034063208.41152
fra,1986,9085961427.34966
fra,1987,8878630763.90679
fra,1988,9236123709.32851
fra,1989,10654966712.7571
fra,1990,11484289366.5286
fra,1991,14297278632.5933
fra,1992,16357779549.5741
fra,1993,14848534278.9238
fra,1994,16312044844.4029
fra,1995,16726000000
fra,1996,17799000000
fra,1997,20159000000
fra,1998,20170000000
fra,1999,21378000000
fra,2000,22256000000
