geo,time,gc_tax_othr_cn
mli,2009,91395300000
mli,2010,101120000000
mli,2011,120257000000
mli,2012,150000000000
mli,2013,129336000000
mli,2014,78100000000
mli,2015,82400000000
mli,2016,44600000000
mli,2017,40400000000
mli,2018,32134000000
mli,2019,36633941897
mlt,1972,3004891.68414
mlt,1973,3051479.15211
mlt,1974,2958304.21617
mlt,1975,3307710.22595
mlt,1976,3680409.96972
mlt,1977,4588865.59515
mlt,1978,6405776.84603
mlt,1980,5637083.62451
mlt,1981,6056370.83625
mlt,1982,5264383.88074
mlt,1983,5427440.01863
mlt,1984,6079664.57023
mlt,1985,5078034.00885
mlt,1986,5054740.27487
mlt,1987,5846727.23038
mlt,1988,6242720.70813
mlt,1989,7104588.8656
mlt,1990,17797215.81007
mlt,1991,15681083.44241
mlt,1992,15789603.05101
mlt,1993,13510691.27045
mlt,1994,14053289.31344
mlt,1995,12476123.92266
mlt,1996,10873515.02446
mlt,1997,12436524.57489
mlt,1998,10549732.12206
mlt,1999,10533426.50827
mlt,2000,11076170.51013
mlt,2001,13174935.94223
mlt,2002,15939902.16632
mlt,2003,18173771.25553
mlt,2004,25285348.24132
mlt,2005,44500349.40601
mlt,2006,38381085.488
mlt,2007,40854880.03727
mlt,2008,17152000
mlt,2009,16233000
mlt,2010,14961000
mlt,2011,14826000
mlt,2012,16134000
mlt,2013,12805000
mlt,2014,11873000
mlt,2015,15039000
mlt,2016,16015000
mlt,2017,19420000
mlt,2018,20773000
mlt,2019,26272000
mmr,1973,0
mmr,1974,0
mmr,1975,0
mmr,1976,0
mmr,1977,0
mmr,1978,0
mmr,1979,0
mmr,1980,0
mmr,1981,0
mmr,1982,0
mmr,1983,0
mmr,1984,0
mmr,1985,0
mmr,1986,0
mmr,1987,0
mmr,1988,0
mmr,1989,0
mmr,1990,0
mmr,1991,0
mmr,1992,0
mmr,1993,0
mmr,1994,0
mmr,1995,0
mmr,1996,0
mmr,1997,0
mmr,1998,0
mmr,1999,0
mmr,2000,0
mmr,2001,0
mmr,2002,0
mmr,2003,0
mmr,2004,0
mmr,2005,0
mmr,2012,51324634999.9999
mmr,2013,42457317000
mmr,2014,76827788000
mmr,2015,139422973000
mmr,2016,56638761000
mmr,2017,75570047000
mmr,2018,29622227000
mmr,2019,60301031000
mng,1992,0
mng,1993,0
mng,1994,319000000
mng,1995,328000000
mng,1996,797000000
mng,1997,1658000000
mng,1998,1464000000
mng,1999,2432000000
mng,2000,2908000000
mng,2001,3850000000
mng,2002,151573000
mng,2003,205200
mng,2006,35516400000
mng,2007,386676492454.38
mng,2008,10330238300
mng,2009,8779938980
mng,2010,48211897530
mng,2011,53846030100
mng,2012,57190130085.41
mng,2013,15956494145
mng,2014,9903695002.91
mng,2015,5996449130.1606
mng,2016,17836935002.4
mng,2017,26262500200
mng,2018,102782041700.50999
moz,2010,1255005943.72
moz,2011,1867566191.023
moz,2012,1952823215.64
moz,2013,2747287730
moz,2014,4205100000
moz,2015,4811400000
moz,2016,10842982000
moz,2017,12438384611.96
moz,2018,11395160000
moz,2019,14104795000
mus,1973,5600000
mus,1974,11700000
mus,1975,6400000
mus,1976,8900000
mus,1977,13400000
mus,1978,10600000
mus,1979,14100000
mus,1980,15800000
mus,1981,23600000
mus,1982,18400000
mus,1983,22900000
mus,1984,17900000
mus,1985,23400000
mus,1986,24400000
mus,1987,34200000
mus,1988,45600000
mus,1989,51200000
mus,1990,83800000
mus,1991,94100000
mus,1992,85400000
mus,1993,94900000
mus,1994,100900000
mus,1995,113000000
mus,1996,122300000
mus,1997,124800000
mus,1998,139000000
mus,1999,149000000
mus,2000,165000000
mus,2001,175900000
mus,2002,175900000
mus,2003,183200000
mus,2004,196200000
mus,2005,218300000
mus,2006,234700000
mus,2007,330200000
mus,2008,418600000
mus,2009,962300000
mus,2010,1390420000
mus,2011,1620900000
mus,2012,1469300000
mus,2013,1572600000
mus,2014,2609300000
mus,2015,1056900000
mus,2016,2471060000
mus,2017,2301709655
mus,2018,2099486994
mus,2019,2612743000
mwi,2009,127608697
mwi,2010,303301495
mwi,2011,326139020.9
mwi,2012,388391799.9
mwi,2013,539686160.75
mwi,2014,455376656.72
mwi,2015,554077467.31
mwi,2016,570305587.45
mwi,2017,1656198550.15
mwi,2018,412577017.3
mwi,2019,713538928.476
mwi,2020,892671192.1624
mys,1996,3368000000
mys,1997,3359000000
mys,1998,1811000000
mys,1999,-2685700000
mys,2000,1613100000
mys,2001,628500000
mys,2002,2183000000
mys,2003,2576000000
mys,2004,3860000000
mys,2005,3947000000
mys,2006,4225227000.00001
mys,2007,5133365926.36
mys,2008,5239473565.37
mys,2009,5354505961.49999
mys,2010,2032879000.00001
mys,2011,2473756000
mys,2012,3143466000
mys,2013,3176258000
mys,2014,3666501816.65
mys,2015,4238252157.96
mys,2016,4307200000
mys,2017,5188163928.42
mys,2018,4948000000
mys,2019,5296000000
nam,1990,18800000
nam,1991,20400000
nam,1992,21300000
nam,1993,15200000
nam,1994,29600000
nam,1995,36100000
nam,1996,36400000
nam,1997,39800000
nam,1998,42800000
nam,1999,51300000
nam,2000,0
nam,2001,0
nam,2002,0
nam,2003,0
nam,2004,0
nam,2005,0
nam,2006,0
nam,2007,0
nam,2008,0
nam,2009,0
nam,2010,0
nam,2011,0
nam,2012,0
nam,2013,0
nam,2014,0
nam,2015,0
nam,2016,0
nam,2017,0
nam,2018,0
nam,2019,0
ner,1976,219000000
ner,1977,306000000
ner,1978,371000000
ner,1979,364000000
ner,1980,408000000
nic,1990,4000000
nic,1991,116590000
nic,1992,94540000
nic,1993,143800000
nic,1994,173090000
nic,1995,540000
nic,1996,2400000
nic,1997,4160000
nic,1998,3780000
nic,1999,-10150000
nic,2000,-10740000
nic,2001,-14000000
nic,2002,14239000
nic,2003,13202000
nic,2004,15312000
nic,2005,19000000
nic,2006,19000000
nic,2007,20705000
nic,2008,21564000
nic,2009,71506000
nic,2010,150370000
nic,2011,213191000
nic,2012,262602567.68
nic,2013,388702000
nic,2014,461190000
nic,2015,603040000
nic,2016,693450000
nic,2017,778216787.04
nic,2018,460461926.44
nic,2019,506000000
nld,1973,839493399.76676
nld,1974,676132521.97431
nld,1975,648905709.0089
nld,1976,748737356.54873
nld,1977,780501971.67503
nld,1978,875795817.05396
nld,1979,1034618892.68552
nld,1980,1197979770.47797
nld,1981,1143526144.54715
nld,1982,1093610320.77724
nld,1983,1061845705.65092
nld,1984,1134450540.22534
nld,1985,1143526144.54715
nld,1986,1256971198.56968
nld,1987,1361340648.27042
nld,1988,1388567461.23582
nld,1989,1515625921.74106
nld,1990,1710751414.65982
nld,1991,2060162181.04923
nld,1992,2314279102.0597
nld,1993,2609236242.51829
nld,1994,2781672724.63255
nld,1995,3060000000
nld,1996,3318000000
nld,1997,3153000000
nld,1998,3404000000
nld,1999,4025000000
nld,2000,4391000000
nld,2001,3592000000
nld,2002,3959000000
nld,2003,3634000000
nld,2004,3757000000
nld,2005,4332000000
nld,2006,4437000000
nld,2007,4825000000
nld,2008,5042000000
nld,2009,5215000000
nld,2010,5334000000
nld,2011,5384000000
nld,2012,4906000000
nld,2013,6388000000
nld,2014,7741000000
nld,2015,7031000000
nld,2016,7308000000
nld,2017,7601000000
nld,2018,7793000000
nld,2019,7524000000
nor,1972,279000000
nor,1973,482000000
nor,1974,880000000
nor,1975,761000000
nor,1976,769000000
nor,1977,822000000
nor,1978,823000000
nor,1979,890000000
nor,1980,866000000
nor,1981,1067000000
nor,1982,1087000000
nor,1983,1040000000
nor,1984,1067000000
nor,1985,1190000000
nor,1986,1286000000
nor,1987,1547000000
nor,1988,1836000000
nor,1989,2060000000
nor,1990,2321000000
nor,1991,2426000000
nor,1992,2203000000
nor,1993,1340000000
nor,1994,1652000000
nor,1995,2884000000
nor,1996,3069000000
nor,1997,3240000000
nor,1998,3670000000
nor,1999,3833000000
nor,2000,4534000000
nor,2001,4567000000
nor,2002,4758000000
nor,2003,5286000000
nor,2004,4974000000
nor,2005,5154000000
nor,2006,5236000000
nor,2007,6204000000
nor,2008,6044000000
nor,2009,7553000000
nor,2010,7633000000
nor,2011,7170000000
nor,2012,7526000000
nor,2013,8195000000
nor,2014,7025000000
nor,2015,3403000000
nor,2016,3562000000
nor,2017,5617000000
nor,2018,5753000000
nor,2019,5838000000
npl,1990,98500000
npl,1991,106000000
npl,1992,87000000
npl,1993,86000000
npl,1994,69000000
npl,1995,69000000
npl,1996,105000000
npl,1997,269000000
npl,1998,436000000
npl,1999,522000000
npl,2000,575000000
npl,2001,605000000
npl,2002,839000000
npl,2003,1252600000
npl,2004,1391200000
npl,2005,1675900000
npl,2006,1771133000
npl,2007,2007900000
npl,2008,2451000000
npl,2009,3195600000
npl,2010,1063759000
npl,2011,1324195000
npl,2012,2908351000
npl,2013,3489525000
npl,2014,4485704000
npl,2015,5508835141.98
npl,2016,5990203529.45
npl,2017,9234575000
npl,2018,10465303529.78
npl,2019,8442841000
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1972,80000000
nzl,1973,74000000
nzl,1974,48000000
nzl,1975,60000000
nzl,1976,65000000
nzl,1977,60000000
nzl,1978,66000000
nzl,1979,65000000
nzl,1980,59000000
nzl,1981,79000000
nzl,1982,80000000
nzl,1983,84000000
nzl,1984,163000000
nzl,1985,298000000
nzl,1986,447000000
nzl,1987,559000000
nzl,1988,833000000
nzl,2001,1800000
nzl,2002,1313000
nzl,2003,1356000
nzl,2004,2349000
nzl,2005,2325000
nzl,2006,3000000
nzl,2007,2000000
nzl,2008,375000000
nzl,2009,1490000
nzl,2010,1620000
nzl,2011,1710000
nzl,2012,150000
nzl,2013,40000
nzl,2014,290000
nzl,2015,220000
nzl,2016,50000
nzl,2017,939999.99999
nzl,2018,2990000.00001
nzl,2019,4630000
pan,2014,219163344.04
pan,2015,188414092.58
pan,2016,203508590.99
pan,2017,241998242.91
pan,2018,242781933.86
per,1972,13
per,1973,7
per,1974,7
per,1975,7
per,1976,11
per,1977,17
per,1978,31
per,1979,47
per,1980,103
per,1981,176
per,1982,288
per,1983,464
per,1984,1304
per,1985,2618
per,1986,3369
per,1987,4684
per,1988,50000
per,1989,1032000
per,1990,127420000
per,1991,447730000
per,1992,601820000
per,1993,743400000
per,1994,857670000
per,1995,1667100000
per,1996,1745100000
per,1997,2185600000
per,1998,1773800000
per,1999,758500000
per,2000,944400000
per,2001,1686000000
per,2002,1245400000
per,2003,891600000
per,2004,1647000000
per,2005,2758800000
per,2006,3359684466.1
per,2007,3839448358.01
per,2008,4364756342.37
per,2009,3480422774.95
per,2010,3655504656.77
per,2011,4702081965.19
per,2012,6775749898.33
per,2013,8934853023.76
per,2014,8432555095.21
per,2015,8009970619.96558
per,2016,8071865981.56873
per,2017,8510498200.71724
per,2018,10322318702.5051
per,2019,11347435048.9085
phl,1990,4338000000
phl,1991,5320000000
phl,1992,7443000000
phl,1993,7091000000
phl,1994,19448000000
phl,1995,14451000000
phl,1996,16737000000
phl,1997,19420000000
phl,1998,28568000000
phl,1999,22102000000
phl,2000,19249000000
phl,2001,20770000000
phl,2002,33617000000
phl,2003,36670000000
phl,2004,30970000000
phl,2005,50050000000
phl,2006,40112000000
phl,2007,46758000000
phl,2008,55600000000
phl,2009,45200000000
phl,2010,50900000000
phl,2011,56800000000
phl,2012,63700000000
phl,2013,71600000000
phl,2014,82500000000
phl,2015,82559000000
phl,2016,91148000000
phl,2017,100810000000
phl,2018,164159000000
phl,2019,172417280000
plw,2008,1517731.34361
plw,2009,1253312.94882
plw,2010,1510487.95351
plw,2011,1265451.48268
plw,2012,1585150
plw,2013,1259974
plw,2014,1547859
plw,2015,2027067
plw,2016,2485392
plw,2017,2294708
plw,2018,2487685
plw,2019,2171000
png,1990,23510000
png,1991,19450000
png,1992,18810000
png,1993,21710000
png,1994,27299000
png,1995,29577000
png,1996,30605000
png,1997,36358000
png,1998,56320000
png,1999,76280000
png,2000,59643000
png,2001,65099000
png,2002,79750000
png,2014,14600000
png,2015,18019520
png,2016,14424000
png,2017,11227053.75
png,2018,8640960.71
png,2019,1883000
pol,1984,47940000
pol,1985,56090000
pol,1986,32310000
pol,1987,26830000
pol,1988,71410000
pol,1994,1250000000
pol,1995,976000000
pol,1996,1076000000
pol,1997,1392000000
pol,1998,1372000000
pol,1999,1201000000
pol,2000,1647000000
pol,2001,1510000000
pol,2002,1600000000
pol,2003,1802000000
pol,2004,2252000000
pol,2005,2573000000
pol,2006,2684000000
pol,2007,3085000000
pol,2008,3631000000
pol,2009,3788000000
pol,2010,3720000000
pol,2011,4184000000
pol,2012,4290000000
pol,2013,3998000000
pol,2014,4042000000
pol,2015,4028000000
pol,2016,4173000000
pol,2017,4485000000
pol,2018,4720000000
pol,2019,5928000000
prt,1973,29429075.92702
prt,1974,34417054.8977
prt,1975,41899023.35372
prt,1976,59356949.7511
prt,1977,69332907.69246
prt,1978,82301653.01623
prt,1979,105246356.28136
prt,1980,141658602.76733
prt,1981,177073253.45916
prt,1982,215979489.43047
prt,1983,327710218.37372
prt,1984,444927724.18472
prt,1985,548677686.77487
prt,1986,324717430.99131
prt,1987,322572600.03392
prt,1988,411119202.72144
prt,1989,407517881.90461
prt,1990,591075508.02566
prt,1991,614020211.29079
prt,1992,621502179.74681
prt,1993,694825470.61582
prt,1994,786604283.67634
prt,1995,959917000
prt,1996,945099000
prt,1997,988817000
prt,1998,1016112000
prt,1999,1181971000
prt,2000,1202713000
prt,2001,1305900000
prt,2002,1494550000
prt,2003,1516404000
prt,2004,1477406000
prt,2005,1617576000
prt,2006,1796274000
prt,2007,1873757000
prt,2008,1903182000
prt,2009,1787436000
prt,2010,1762671000
prt,2011,1654808000
prt,2012,1778454000
prt,2013,1547195000
prt,2014,1510625000
prt,2015,1531207000
prt,2016,1600886000
prt,2017,1812117000
prt,2018,1917152000
prt,2019,2056334000
pry,2005,273800000000
pry,2006,488000000000
pry,2007,117114166267
pry,2008,110547807196
pry,2009,87775283040
pry,2010,88975209572
pry,2011,84472316000
pry,2012,95989583823
pry,2013,110735000000
pry,2014,171413796015
pry,2015,258620461842
pry,2016,347764635697
pry,2017,350520199429
pry,2018,334757355900
pry,2019,411744155569
rou,1972,0
rou,1973,0
rou,1974,0
rou,1975,0
rou,1976,0
rou,1977,1773000
rou,1978,2219000
rou,1979,2353000
rou,1980,2566000
rou,1981,2737000
rou,1982,2964000
rou,1983,3094000
rou,1984,3307000
rou,1985,3435000
rou,1986,3743997.34933
rou,1987,3772000
rou,1988,3879000
rou,1989,4093997.34933
rou,1990,4395000
rou,1991,1221000
rou,1992,8055000
rou,1993,16987000
rou,1994,32350000
rou,1995,0
rou,1996,0
rou,1997,0
rou,1998,65700000
rou,1999,116500000
rou,2000,134300000
rou,2001,150800000
rou,2002,192300000
rou,2003,5600000
rou,2004,5500000
rou,2005,5300000
rou,2006,31500000
rou,2007,1400000
rou,2008,92500000
rou,2009,55800000
rou,2010,6100000
rou,2011,1100000
rou,2012,1300000
rou,2013,50900000
rou,2014,1686800000
rou,2015,1172400000
rou,2016,1052100000
rou,2017,90100000
rou,2018,4300000
rou,2019,-12500000
rus,1994,0
rus,1995,0
rus,1998,1442000000
rus,1999,4391000000
rus,2000,5787000000
rus,2001,8337000000
rus,2002,3817000000
rus,2003,502895100
rus,2004,279456200
rus,2005,97700000
rus,2006,300000000
rus,2007,32600000000
rus,2008,300000000
rus,2009,-100000000
rus,2010,-200000000
rus,2011,-265063351
rus,2012,-900000000
rus,2013,0
rus,2014,219488180.83
rus,2015,85563497.85
rus,2016,1410000000
rus,2017,235000000
rus,2018,102000000
rus,2019,-1000000
rwa,1990,898000000
rwa,1991,960000000
rwa,1992,1210000000
rwa,2014,1046050290
rwa,2015,737278309
rwa,2016,799057929.88832
rwa,2017,20621167267.5632
rwa,2018,0
rwa,2019,0
sau,2010,8941000000
sau,2011,10691000000
sau,2012,12163000000
sau,2013,13033000000
sau,2014,14299000000
sau,2015,14132000000
sau,2016,16541000322.4
sau,2017,15453183810.67
sau,2018,20536000000
sau,2019,32058310358.06
sdn,1998,17880000
sdn,1999,21900000
sdn,2009,240200000
sdn,2010,827600000
sdn,2011,515600000
sdn,2012,55500000
sdn,2013,77100000
sdn,2014,89600000
sdn,2015,188900000
sdn,2016,214600000
sen,2015,73872950785
sen,2016,87952788113
sen,2017,87679651272.5
sen,2018,94119716643.6293
sgp,1972,273000000
sgp,1973,339000000
sgp,1974,398000000
sgp,1975,419000000
sgp,1976,493000000
sgp,1977,504000000
sgp,1978,617000000
sgp,1979,759000000
sgp,1980,886000000
sgp,1981,1188000000
sgp,1982,1326000000
sgp,1983,1597000000
sgp,1984,1798000000
sgp,1985,1622000000
sgp,1986,1268000000
sgp,1987,1257000000
sgp,1988,1542000000
sgp,1989,2335000000
sgp,1990,2461000000
sgp,1991,2896000000
sgp,1992,3237000000
sgp,1993,3932000000
sgp,1994,4656000000
sgp,1995,4642000000
sgp,1996,5612000000
sgp,1997,6126000000
sgp,1998,4404000000
sgp,1999,4075000000
sgp,2000,3977000000
sgp,2001,3275000000
sgp,2002,2951000000
sgp,2003,3194000000
sgp,2004,3846000000
sgp,2005,3890000000
sgp,2006,5347000000
sgp,2007,7790000000
sgp,2008,6264000000
sgp,2009,6783000000
sgp,2010,8785300000
sgp,2011,10384300000
sgp,2012,12419600000
sgp,2013,13360200000
sgp,2014,13221200000
sgp,2015,13100100000
sgp,2016,13682521682.94
sgp,2017,15364136600
sgp,2018,15885025833.38
sgp,2019,15643907772.12
slb,2011,17076765.38
slb,2012,21364443.6
slb,2013,23647313.14
slb,2014,24122310.8
slb,2015,29321874.31
slb,2016,31292546.22
slb,2017,35556044.43
slb,2018,41885031.31
slb,2019,41377066.52
slb,2020,42053508.14
slv,1998,18170000
slv,1999,55360000
slv,2000,14220000
slv,2001,259000000
slv,2002,1800000
slv,2003,400000
slv,2004,0
slv,2005,67300000
slv,2006,800000
slv,2007,900000
slv,2008,37700000
slv,2009,14200000
slv,2010,17000000
slv,2011,16300000
slv,2012,20900000
slv,2013,21700000
slv,2014,24395498.94
slv,2015,21480072.71
slv,2016,24080772.88
slv,2017,24432543.54
slv,2018,26000000
slv,2019,29500000
smr,1995,3700000000
smr,2002,3054387
smr,2003,2710912.8
smr,2004,2311562.49
smr,2005,2812715.92
smr,2006,18523582.55
smr,2007,21152322.58
smr,2008,3336070.2
smr,2009,3523940.13
smr,2010,3312702.5
smr,2011,3511052.37
smr,2012,15781873
smr,2013,5970578.63
smr,2014,14036547.29
smr,2015,13475341.76
smr,2016,12848311.71
smr,2017,13792676
smr,2018,32252550
smr,2019,16674962
som,2017,0
som,2018,0
som,2019,11090000
srb,2007,191400000
srb,2008,222539466
srb,2009,117200000
srb,2010,99132000
srb,2011,464949000
srb,2012,179837400
srb,2013,127816888.54
srb,2014,400565203.71
srb,2015,150121559.91
srb,2016,116356024.27
srb,2017,316533007.44
srb,2018,714941101.83
srb,2019,481151848.96
svk,1995,10092000
svk,1996,13244000
svk,1997,13278000
svk,1998,17461000
svk,1999,21477000
svk,2000,23403000
svk,2001,23634000
svk,2002,30440000
svk,2003,34091000
svk,2004,32398000
svk,2005,9527000
svk,2006,2891000
svk,2007,732000
svk,2008,531000
svk,2009,269000
svk,2010,133000
svk,2011,59000
svk,2012,70000
svk,2013,45000
svk,2014,32000
svk,2015,-7000
svk,2016,11000
svk,2017,6000
svk,2018,4000
svk,2019,4000
svn,1992,1251877.81673
svn,1993,417292.60558
svn,1994,24620263.72893
svn,1995,10504000
svn,1996,68899000
svn,1997,148895000
svn,1998,201853000
svn,1999,239768000
svn,2000,286046000
svn,2001,357513000
svn,2002,391109000
svn,2003,440014000
svn,2004,491675000
svn,2005,509364000
svn,2006,450570000
svn,2007,424209000
svn,2008,264629000
svn,2009,34317000
svn,2010,35080000
svn,2011,38741000
svn,2012,34124000
svn,2013,44749000
svn,2014,32470000
svn,2015,29349000
svn,2016,31988000
svn,2017,31557000
svn,2018,31679000
svn,2019,34750000
swe,1972,2760000000
swe,1973,3950000000
swe,1974,5510000000
swe,1975,6340000000
swe,1976,8310000000
swe,1977,10080000000
swe,1978,10690000000
swe,1979,6380000000
swe,1980,6730000000
swe,1981,8810000000
swe,1982,9830000000
swe,1983,13820000000
swe,1984,21310000000
swe,1985,23300000000
swe,1986,26990000000
swe,1987,41870000000
swe,1988,45680000000
swe,1989,37060000000
swe,1990,40740000000
swe,1991,45670000000
swe,1992,41930000000
swe,1993,32710000000
swe,1994,22320000000
swe,1995,169405000000
swe,1996,197082000000
swe,1997,200553000000
swe,1998,260037000000
swe,1999,274783000000
swe,2000,265689000000
swe,2001,276244000000
swe,2002,285234000000
swe,2003,292810000000
swe,2004,298874000000
swe,2005,307356000000
swe,2006,316881000000
swe,2007,329519000000
swe,2008,343879000000
swe,2009,326898000000
swe,2010,335831000000
swe,2011,350227000000
swe,2012,363908000000
swe,2013,373567000000
swe,2014,385061000000
swe,2015,407781000000
swe,2016,442310000000
swe,2017,464588000000
swe,2018,485408000000
swe,2019,499129000000
syc,1985,1500000
syc,1986,500000
syc,1987,3100000
syc,1988,3000000
syc,1989,3100000
syc,1993,5700000
syc,1994,10600000
syc,1995,6900000
syc,1996,10000000
syc,1997,12400000
syc,1998,12600000
syc,1999,15100000
syc,2000,21200000
syc,2005,0
syc,2006,0
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,0
syc,2015,0
syc,2016,0
syc,2017,90504224.93
syc,2018,119703000
tgo,2004,6626133737
tgo,2005,9566407795
tgo,2006,5946595952
tgo,2007,7255921038
tgo,2008,7851642457
tgo,2009,8804795481
tgo,2010,18589417408
tgo,2011,20850000000
tgo,2012,24726756500.8571
tgo,2013,28231580664
tgo,2014,35557041491
tgo,2015,7843314437
tgo,2016,10571987995
tgo,2017,9098549606
tgo,2018,6859098437.66667
tgo,2019,12757221706
tha,1972,196000000
tha,1973,244000000
tha,1974,220000000
tha,1975,232000000
tha,1976,261000000
tha,1977,326000000
tha,1978,445000000
tha,1979,518000000
tha,1980,574000000
tha,1981,637000000
tha,1982,724000000
tha,1983,930000000
tha,1984,1084000000
tha,1985,1121000000
tha,1986,1087000000
tha,1987,1589000000
tha,1988,1975000000
tha,1989,2486000000
tha,1990,3861000000
tha,1991,3810000000
tha,1992,4926000000
tha,1993,3986000000
tha,1994,4866000000
tha,1995,5522000000
tha,1996,5425000000
tha,1997,4883000000
tha,1998,3189000000
tha,1999,2964000000
tha,2000,3544000000
tha,2001,3425000000
tha,2002,4009175587.91
tha,2003,5295274174.03
tha,2004,6733781282.18
tha,2005,18379030000
tha,2006,9550630000
tha,2007,8243280000
tha,2008,10000000000
tha,2009,10300020000
tha,2010,11484020000
tha,2011,13062290000
tha,2012,13497512441.5663
tha,2013,15996343268.5952
tha,2014,15405450841.6341
tha,2015,17676966987.8792
tha,2016,18394099253.253
tha,2017,18807245881.61729
tha,2018,21180158013.5656
tha,2019,19459064937.2648
tjk,1998,411000
tjk,1999,2087000
tjk,2000,1829000
tjk,2001,3171000
tjk,2003,7626000
tjk,2004,11355000
tls,2010,84622.12
tls,2011,7809.25
tls,2012,62027.42
tls,2013,3600000
tls,2014,115743
tls,2015,233428
tls,2016,0
tls,2017,1261667.98
tls,2018,481847.52
tls,2019,479255.73
tto,2001,2561900000
tto,2002,2908300000
tto,2003,3059100000
tto,2004,3430100000
tto,2005,4557700000
tto,2006,3613500000
tto,2007,3624400000
tto,2008,4725300000
tto,2009,4528500000
tto,2010,4661200000
tto,2011,2654200000
tto,2012,5653600000
tto,2013,6457500000
tto,2014,6908600000
tto,2015,7851300000
tto,2016,7518300000
tto,2017,7518300000
tto,2018,6961200000
tun,1972,13600000
tun,1973,14700000
tun,1974,20500000
tun,1975,21700000
tun,1976,24900000
tun,1977,28800000
tun,1978,32000000
tun,1979,34800000
tun,1980,42200000
tun,1981,23900000
tun,1982,24800000
tun,1983,43700000
tun,1984,56200000
tun,1985,53400000
tun,1986,65000000
tun,1987,95700000
tun,1988,92000000
tun,1989,99600000
tun,1990,101100000
tun,1991,104400000
tun,1992,144500000
tun,1993,145500000
tun,1994,153600000
tun,1995,165100000
tun,1996,265900000
tun,1997,173700000
tun,1998,191100000
tun,1999,204400000
tun,2000,230000000
tun,2001,234300000
tun,2002,242100000
tun,2003,239000000
tun,2004,279300000
tun,2005,283500000
tun,2006,354200000
tun,2007,403300000
tun,2008,517500000
tun,2009,497700000
tun,2010,504300000
tun,2011,532400000
tun,2012,541000000
tur,1972,2000
tur,1973,2500
tur,1974,3100
tur,1975,4200
tur,1976,5900
tur,1977,7900
tur,1978,10600
tur,1979,16100
tur,1980,32100
tur,1981,82100
tur,1983,125600
tur,1984,152000
tur,1985,471000
tur,1986,298680
tur,1987,430600
tur,1988,585800
tur,1989,959300
tur,1990,1597200
tur,1991,2600900
tur,1992,4412000
tur,1993,8714000
tur,1994,46320000
tur,1995,45971000
tur,1996,60682000
tur,1997,226119000
tur,1998,459398000
tur,2008,8515449962.65
tur,2009,10060959936.48
tur,2010,10442449599.62
tur,2011,11433139496.77
tur,2012,12400850286.91
tur,2013,5440851442.61
tur,2014,11547868047.54
tur,2015,13416217939.12
tur,2016,14913922402.4
tur,2017,17292767619.95
tur,2018,19196068560
tur,2019,21578491321.69
tur,2020,23737770158
tza,2009,515594000000
tza,2010,515594000000
tza,2011,637510000000
tza,2012,229229400000
tza,2013,275067000000
tza,2014,338243700000
tza,2015,323001000000
tza,2016,442767400000
tza,2017,469533900000
tza,2018,457243600000
uga,2015,48557047349
uga,2016,61535014131
uga,2017,92479898416
uga,2018,73945084526
uga,2019,100336611787
ukr,1999,924800000
ukr,2000,869100000
ukr,2001,20700000
ukr,2002,167447550
ukr,2003,78473635.31
ukr,2004,43500000
ukr,2005,14400000
ukr,2006,8400000
ukr,2007,6500000
ukr,2008,3441000
ukr,2009,1800000
ukr,2010,1079999.99999
ukr,2011,0
ukr,2012,0
ukr,2013,0
ukr,2014,0
ukr,2015,-546400000
ukr,2016,-2256500000
ukr,2017,331100000
ukr,2018,-3208100000
ukr,2019,1000000
ury,1972,39000
ury,1973,52000
ury,1974,80000
ury,1975,76000
ury,1976,312000
ury,1977,512000
ury,1978,964000
ury,1979,795000
ury,1980,1556000
ury,1981,1963000
ury,1982,2152000
ury,1983,3614000
ury,1984,3834000
ury,1985,10045000
ury,1986,21424000
ury,1987,41275000
ury,1988,67060000
ury,1989,134000000
ury,1990,297000000
ury,1991,588000000
ury,1992,1048000000
ury,1993,2860000000
ury,1994,3940000000
ury,1995,3235000000
ury,1996,4444000000
ury,1997,6621000000
ury,1998,7674000000
ury,1999,3655000000
ury,2000,4719000000
ury,2001,3167297901.7
ury,2002,4659068367
ury,2003,7428332685.3
ury,2004,3931533810
ury,2005,1712012246.00001
ury,2006,3191918561.22
ury,2007,507052213.39499
ury,2008,-5289928350.594
ury,2009,4718359441.48437
ury,2010,4099386446.03187
ury,2011,16489100000
ury,2012,16787400000
ury,2013,19156300000
ury,2014,22280100000
ury,2015,24276700000
ury,2016,27142300000
ury,2017,27391900000
ury,2018,31011600000
ury,2019,33179614882.5858
usa,1972,5450000000
usa,1973,4930000000
usa,1974,5060000000
usa,1975,4620000000
usa,1976,5230000000
usa,1977,7340000000
usa,1978,5300000000
usa,1979,5420000000
usa,1980,6410000000
usa,1981,6800000000
usa,1982,8000000000
usa,1983,6060000000
usa,1984,6030000000
usa,1985,6440000000
usa,1986,6980000000
usa,1987,7510000000
usa,1988,7610000000
usa,1989,8770000000
usa,1990,11520000000
usa,1991,11200000000
usa,1992,11210000000
usa,1993,12580000000
usa,1994,15230000000
usa,1995,14760000000
usa,1996,17190000000
usa,1997,19850000000
