geo,time,ne_con_prvt_cd
alb,1995,2191517724.85774
alb,1996,3012059935.55913
alb,1997,2211624062.71302
alb,1998,2408897459.64541
alb,1999,2779678711.07893
alb,2000,2879464404.75529
alb,2001,3067457190.58889
alb,2002,3479962651.11555
alb,2003,4507739241.09534
alb,2004,5547252085.79671
alb,2005,6195704128.25435
alb,2006,6905405419.18017
alb,2007,8730518457.24605
alb,2008,10703597609.3813
alb,2009,9734057430.08125
alb,2010,9316040339.93767
alb,2011,10093395760.775
alb,2012,9605387478.02359
alb,2013,10224729249.3934
alb,2014,10686670458.8548
alb,2015,9188591294.02033
alb,2016,9602953219.08291
alb,2017,10364721578.5055
alb,2018,11989896767.4545
alb,2019,12304239113.4156
alb,2020,12337925816.8431
are,2001,61087656609.9387
are,2002,67397163131.3819
are,2003,72834474935.33022
are,2004,89820739523.4854
are,2005,101764918093.94099
are,2006,124444700830.49699
are,2007,155001863144.99701
are,2008,184183067283.867
are,2009,132573846752.89301
are,2010,122407762722.94099
are,2011,134648842777.39999
are,2012,120397631640.57201
are,2013,132394564084.411
are,2014,146219333369.63901
are,2015,126824783989.108
are,2016,129233917685.5
are,2017,143857529503.06299
are,2018,161715988645.33701
are,2019,163818997113.01599
arg,1962,16395100920.6536
arg,1963,13112305455.0693
arg,1964,17583550655.2055
arg,1965,19106470077.1627
arg,1966,19179524090.076
arg,1967,16142121567.5792
arg,1968,17818286029.1255
arg,1969,20788000652.075
arg,1970,20514474652.8526
arg,1971,22087199393.1043
arg,1972,23061625752.1497
arg,1973,34502333869.7978
arg,1974,46339887781.9045
arg,1975,30479729906.697
arg,1976,28960251673.5518
arg,1977,32792999466.8785
arg,1978,33769836090.145
arg,1979,43597131259.9852
arg,1987,83810953046.27838
arg,1988,93037499273.339
arg,1989,56337114317.025
arg,1990,109038330772.07899
arg,1991,152618772836.91699
arg,1992,187278415202.90701
arg,1993,163839382682.68301
arg,1994,180006952200
arg,1995,176908603000
arg,1996,186487153500
arg,1997,203028516700
arg,1998,206433800000
arg,1999,198869454200
arg,2000,197044177500
arg,2001,185164262200
arg,2002,60489618364.2844
arg,2003,80632168516.44438
arg,2004,105926917928.179
arg,2005,125262782955.786
arg,2006,147139416222.71301
arg,2007,179796371906.655
arg,2008,228051225933.26401
arg,2009,209702422221.03601
arg,2010,272113324478.66199
arg,2011,340472562735.70001
arg,2012,354361120355.99701
arg,2013,364267951166.43298
arg,2014,344124011884.784
arg,2015,391974496653.948
arg,2016,366420165961.974
arg,2017,429555024995.92499
arg,2018,364593232087.56
arg,2019,301559939895.07098
arg,2020,247274509430.67496
arm,1990,1097242664.62214
arm,1991,1185714285.71429
arm,1992,1198276569.55273
arm,1993,1121936494.37562
arm,1994,1240030765.42349
arm,1995,1558290760.34776
arm,1996,1601937010.91682
arm,1997,1692914798.20628
arm,1998,1891036669.97027
arm,1999,1772487197.69745
arm,2000,1952969829.07219
arm,2001,2084836594.24206
arm,2002,2226637132.64149
arm,2003,2459315444.82264
arm,2004,3103200112.4754
arm,2005,3892154877.05678
arm,2006,4852783287.39228
arm,2007,6937584318.94845
arm,2008,8780604857.87141
arm,2009,7311605295.37141
arm,2010,7987633426.59981
arm,2011,8925575750.28678
arm,2012,9119853944.10649
arm,2013,9652153905.3824
arm,2014,9931611575.11616
arm,2015,8222722419.29217
arm,2016,8047086900.36509
arm,2017,9225424286.39259
arm,2018,9941548432.16569
arm,2019,11363863425.8108
arm,2020,9530926533.23897
asm,2002,312000000
asm,2003,332000000
asm,2004,357000000
asm,2005,367000000
asm,2006,375000000
asm,2007,384000000
asm,2008,407000000
asm,2009,398000000
asm,2010,401000000
asm,2011,411000000
asm,2012,420000000
asm,2013,446000000
asm,2014,463000000
asm,2015,460000000
asm,2016,463000000
asm,2017,471000000
asm,2018,487000000
asm,2019,509000000
asm,2020,513000000
atg,1993,289333333.33333
atg,1994,350814814.81481
atg,1995,368888888.88889
atg,1996,424407407.40741
atg,1997,421296296.2963
atg,1998,415555555.55556
atg,1999,454222222.22222
atg,2000,479296296.2963
atg,2001,522037037.03704
atg,2002,501777777.77778
atg,2003,570481481.48148
atg,2004,593185185.18518
atg,2005,715962962.96296
atg,2006,834518518.51852
atg,2007,971259259.25926
atg,2008,939148148.14815
atg,2009,666259259.25926
atg,2010,779407407.40741
atg,2011,810111111.11111
atg,2012,893740740.74074
atg,2013,884962962.96296
atg,2014,906239518.51852
atg,2015,890207000
atg,2016,915629370.37037
atg,2017,870182296.2963
atg,2018,854446629.62963
atg,2019,827715370.37037
atg,2020,823486814.81482
aus,1960,10723485272.7069
aus,1961,11405532534.4383
aus,1962,11756075708.366
aus,1963,12559077164.2961
aus,1964,13639825288.3862
aus,1965,14787770187.031
aus,1966,15753163848.1353
aus,1967,17035502295.8898
aus,1968,18556389293.3139
aus,1969,20193750699.9664
aus,1970,22348527270.691
aus,1971,24609698734.4607
aus,1972,28401869158.8785
aus,1973,34734144778.9878
aus,1974,47594694178.3346
aus,1975,54360234876.4168
aus,1976,58599520988.2768
aus,1977,62554484973.6178
aus,1978,68516805774.8703
aus,1979,76403498807.22478
aus,1980,83842896935.93318
aus,1981,99052594914.66388
aus,1982,108773033211.961
aus,1983,104679457182.967
aus,1984,109934794421.3
aus,1985,99696249137.0714
aus,1986,102678371572.468
aus,1987,107493382742.192
aus,1988,130561699650.757
aus,1989,163059197133.784
aus,1990,171449018853.405
aus,1991,186078015854.32901
aus,1992,191481196646.92801
aus,1993,181460792580.10101
aus,1994,185879626426.84201
aus,1995,212644045144.04501
aus,1996,230833839150.228
aus,1997,248477852559.086
aus,1998,229541477311.26599
aus,1999,226146133600.702
aus,2000,240837153802.67496
aus,2001,222105291402.81201
aus,2002,228786626203.43201
aus,2003,272953989516.59897
aus,2004,356165172855.31403
aus,2005,400053375432.26599
aus,2006,424045372866.12799
aus,2007,483700243385.41296
aus,2008,596594449418.08398
aus,2009,506837726402.59198
aus,2010,642690918699.90295
aus,2011,762825594005.71814
aus,2012,839586512683.02686
aus,2013,872426387606.44299
aus,2014,815470485632.97485
aus,2015,767848406689.40784
aus,2016,697169893725.43298
aus,2017,747681574779.39502
aus,2018,799702348655.14282
aus,2019,762030467744.24304
aus,2020,702969566966.08105
aut,1970,8482339772.42657
aut,1971,9889050556.22866
aut,1972,12074446097.982
aut,1973,16009432145.6181
aut,1974,19001290488.8104
aut,1975,22715303784.46709
aut,1976,24563575976.0681
aut,1977,29926573141.2872
aut,1978,34856337534.3504
aut,1979,41267965002.5733
aut,1980,46366405020.2085
aut,1981,40849464316.5716
aut,1982,41120159716.0603
aut,1983,42493480159.3381
aut,1984,39307519427.8248
aut,1985,40055490156.9566
aut,1986,56376190175.7548
aut,1987,70543779930.3439
aut,1988,75073413574.05548
aut,1989,74514275611.02438
aut,1990,93081889144.37859
aut,1991,96315013553.32941
aut,1992,109465926621.588
aut,1993,106682437004.614
aut,1994,113375429466.32899
aut,1995,132422792411.62801
aut,1996,131693332466.85699
aut,1997,116528943511.106
aut,1998,118524021787.461
aut,1999,116520134718.946
aut,2000,106273427533.08299
aut,2001,106874280336.351
aut,2002,114786816084.62399
aut,2003,141846438574.09799
aut,2004,162370935483.23199
aut,2005,170088389295.315
aut,2006,178952276145.353
aut,2007,202437751521.397
aut,2008,223912107168.46896
aut,2009,214866859741.93301
aut,2010,209874682758
aut,2011,230432443345.42801
aut,2012,218865446174.953
aut,2013,230852786955.091
aut,2014,236324599935.14801
aut,2015,201233218392.71097
aut,2016,206871945361.69296
aut,2017,219100218184.565
aut,2018,236291802714.10199
aut,2019,229427736804.31296
aut,2020,217170063695.845
aze,1992,284916666.66667
aze,1993,1031360000
aze,1994,925703184.71338
aze,1995,2038971337.94041
aze,1996,2785074973.84633
aze,1997,2950570819.21967
aze,1998,3557249935.38382
aze,1999,3471601941.74757
aze,2000,3396289673.67009
aze,2001,3510039729.4105
aze,2002,3922443941.57581
aze,2003,4363303125.95459
aze,2004,4844713544.31668
aze,2005,5579225724.56103
aze,2006,7785314528.76651
aze,2007,11039272812.0266
aze,2008,16334104186.9523
aze,2009,18937546653.3964
aze,2010,20826439073.0127
aze,2011,24572622514.8791
aze,2012,27504964358.4521
aze,2013,31077119184.1938
aze,2014,34189213311.23289
aze,2015,30087936755.80709
aze,2016,22231434480.1654
aze,2017,23533000232.396
aze,2018,25507235294.1176
aze,2019,27703411764.70589
aze,2020,25802000000
bdi,1960,180250010
bdi,1961,187249992
bdi,1962,197750006
bdi,1963,224000000
bdi,1964,227499992
bdi,1965,142260148.14815
bdi,1966,146169142.85714
bdi,1967,155061714.28571
bdi,1968,159533714.28571
bdi,1969,163313142.85714
bdi,1970,210278857.14286
bdi,1971,221347428.57143
bdi,1972,215300571.42857
bdi,1973,259973008.77215
bdi,1974,307786666.66667
bdi,1975,385624126.98413
bdi,1976,381737971.01449
bdi,1977,423510000
bdi,1978,492374444.44444
bdi,1979,632213333.33333
bdi,1980,840438888.88889
bdi,1981,841312222.22222
bdi,1982,927898877.77778
bdi,1983,915723507.26197
bdi,1984,847544891.8219
bdi,1985,1012753291.07631
bdi,1986,1070843316.98345
bdi,1987,946915446.74652
bdi,1988,948411678.47858
bdi,1989,964107378.97609
bdi,1990,1070392105.33999
bdi,1991,1090462265.51266
bdi,1992,983960120.59356
bdi,1993,804853828.66557
bdi,1994,867881658.96867
bdi,1995,889763173.552
bdi,1996,710268981.33774
bdi,1997,795186604.22875
bdi,1998,782295119.45754
bdi,1999,681560082.33374
bdi,2000,803266672.81835
bdi,2001,794413799.36171
bdi,2002,772739059.45877
bdi,2003,700565823.7424
bdi,2004,806307454.65115
bdi,2005,1009870193.26961
bdi,2006,1198080731.52911
bdi,2007,1234325168.73335
bdi,2008,1492415223.26057
bdi,2009,1495088683.01464
bdi,2010,1646834693.98251
bdi,2011,1926254405.67174
bdi,2012,1975745536.10052
bdi,2013,2183909132.50853
bdi,2014,2313445250.4182
bdi,2015,2341162911.112
bdi,2016,2119676902.5236
bdi,2017,2096719968.63584
bdi,2018,2079150197.58622
bdi,2019,2040212669.67951
bdi,2020,2115386112.71383
bel,1970,13656453408.6325
bel,1971,15378808486.1442
bel,1972,19174373567.9589
bel,1973,24789169944.111
bel,1974,28750937241.0936
bel,1975,34535416255.3472
bel,1976,37271044932.0794
bel,1977,44148557118.7394
bel,1978,53701416677.3409
bel,1979,63014397358.2829
bel,1980,69389292316.1815
bel,1981,58943367014.3416
bel,1982,52571790570.3691
bel,1983,50221719132.1499
bel,1984,47097520245.7414
bel,1985,49406353013.1123
bel,1986,67707792125.6998
bel,1987,83790191247.97409
bel,1988,88925590784.4213
bel,1989,89000890663.3907
bel,1990,111243394495.41299
bel,1991,115308238629.65199
bel,1992,127096166875.784
bel,1993,120581092583.955
bel,1994,130551917048.46899
bel,1995,152826628352.48999
bel,1996,149313745928.33899
bel,1997,133086265223.27499
bel,1998,136805067792.843
bel,1999,134475835397.838
bel,2000,123871312985.569
bel,2001,124067975934.646
bel,2002,133161270908.50999
bel,2003,162837438529.37201
bel,2004,185499296377.72296
bel,2005,193583805425.05801
bel,2006,204326609990.117
bel,2007,233792452618.07901
bel,2008,262411014130
bel,2009,248261368138.55496
bel,2010,247633665315
bel,2011,269738239144.94199
bel,2012,257720513409.492
bel,2013,273737745003.72601
bel,2014,277391628015.09698
bel,2015,237358203642.69501
bel,2016,244179948744.51401
bel,2017,258783748926.11801
bel,2018,281314465207.68597
bel,2019,275165043350.58801
bel,2020,259233971083.26901
ben,1960,190937435.53603
ben,1961,198226228.39997
ben,1962,201768680.47078
ben,1963,219789186.35651
ben,1964,239474892.58335
ben,1965,260953653.96928
ben,1966,279732846.68086
ben,1967,278874506.96319
ben,1968,288382045.17849
ben,1969,291279003.04892
ben,1970,293438624.24119
ben,1971,300607261.85872
ben,1972,364819987.96957
ben,1973,440065976.72745
ben,1974,489943538.70116
ben,1975,611426460.09643
ben,1976,648069323.98133
ben,1977,694115329.838
ben,1978,869772488.11132
ben,1979,1096768612.59035
ben,1980,1373020882.75442
ben,1981,1332352452.32886
ben,1982,1067737872.34146
ben,1983,942758592.99964
ben,1984,892862526.88195
ben,1985,927419160.26915
ben,1986,1165306174.39668
ben,1987,1362575341.57237
ben,1988,1449406983.82599
ben,1989,1328149040.94972
ben,1990,1484237511.05541
ben,1991,1562930999.20633
ben,1992,1371316733.16261
ben,1993,1800090683.23288
ben,1994,1187550237.59705
ben,1995,1588055214.84192
ben,1996,1710791998.63005
ben,1997,1646821637.89981
ben,1998,1820133842.62918
ben,1999,3015452542.2955
ben,2000,2888101125.02253
ben,2001,3031375591.02111
ben,2002,3426575163.48255
ben,2003,4297328093.03853
ben,2004,4880892955.75134
ben,2005,5323184580.08445
ben,2006,5705976028.9312
ben,2007,6460306768.82969
ben,2008,7783198187.44395
ben,2009,7663555393.50542
ben,2010,7482079467.36654
ben,2011,8344172034.25114
ben,2012,8527446450.66568
ben,2013,9282603144.64721
ben,2014,9693562045.36115
ben,2015,8560727062.7425
ben,2016,8655443013.02586
ben,2017,9224703885.49656
ben,2018,10047825067.9318
ben,2019,9850881263.70729
ben,2020,10651672771.4017
bfa,1960,291246354.02583
bfa,1961,305060656.82922
bfa,1962,330069922.15544
bfa,1963,342601982.9693
bfa,1964,350033018.3751
bfa,1965,364714416.29407
bfa,1966,379028615.86529
bfa,1967,405694228.35445
bfa,1968,404637805.7938
bfa,1969,422157371.54015
bfa,1970,396303235.0216
bfa,1971,410328620.17058
bfa,1972,478866891.16589
bfa,1973,540062028.57743
bfa,1974,556054410.65339
bfa,1975,736701854.62471
bfa,1976,757284997.10191
bfa,1977,959758726.50447
bfa,1978,1239351811.3198
bfa,1979,1502627324.63464
bfa,1980,1739936790.86859
bfa,1981,1616918405.11682
bfa,1982,1465127514.29294
bfa,1983,1312443418.72537
bfa,1984,1204433321.65407
bfa,1985,1255173483.46069
bfa,1986,1646385396.26382
bfa,1987,1838045665.31996
bfa,1988,2022812273.83614
bfa,1989,1944657886.64433
bfa,1990,2280041394.99487
bfa,1991,2193416755.84681
bfa,1992,2337771746.23468
bfa,1993,2269187465.78821
bfa,1994,1091590694.74736
bfa,1995,1507242237.77939
bfa,1996,1751580672.674
bfa,1997,1582817348.48529
bfa,1998,1931221775.06705
bfa,1999,3023220521.99502
bfa,2000,2634535805.56682
bfa,2001,2724529220.94103
bfa,2002,3098567605.46001
bfa,2003,3929207166.99195
bfa,2004,4577435242.29242
bfa,2005,5109589265.71867
bfa,2006,5366638070.18645
bfa,2007,5958849726.41918
bfa,2008,7531339973.5426
bfa,2009,7325082882.7281
bfa,2010,7237838020.97154
bfa,2011,8298694460.41856
bfa,2012,8684041201.13688
bfa,2013,9614877370.42103
bfa,2014,9791138737.59436
bfa,2015,8462728325.57272
bfa,2016,8824040812.30417
bfa,2017,9389992399.98436
bfa,2018,10214022412.5996
bfa,2019,9865463236.39597
bgd,1960,3686015436.89101
bgd,1961,4183359833.7986
bgd,1962,4154454022.447
bgd,1963,4514922487.29256
bgd,1964,4511238654.10558
bgd,1981,16355630354.9572
bgd,1982,14966067864.2715
bgd,1983,14728577441.0774
bgd,1984,16816520000
bgd,1985,18146884615.3846
bgd,1986,17547166666.6667
bgd,1987,19865677419.3548
bgd,1988,21809646902.6096
bgd,1989,23187353127.1521
bgd,1990,25291457793.5491
bgd,1991,25165490196.0784
bgd,1992,25901193633.9523
bgd,1993,27444259259.2593
bgd,1994,27694688279.3017
bgd,1995,31202910447.7612
bgd,1996,36617726161.3692
bgd,1997,37609812646.37
bgd,1998,38107533039.6476
bgd,1999,39084920965.0582
bgd,2000,40031663685.1521
bgd,2001,40235841363.9733
bgd,2002,40571565383.94569
bgd,2003,44930345423.1433
bgd,2004,47944436894.8531
bgd,2005,51223934959.3496
bgd,2006,52516489913.6391
bgd,2007,58827739926.1512
bgd,2008,69302853400.379
bgd,2009,76421625534.86508
bgd,2010,85438685148.0054
bgd,2011,95552865018.68829
bgd,2012,98332388771.21587
bgd,2013,109264704757.592
bgd,2014,125467360606.27499
bgd,2015,141309707202.25101
bgd,2016,153063793792.98801
bgd,2017,171488749951.026
bgd,2018,194042906581.13599
bgd,2019,207883069218.79501
bgd,2020,225990581891.89999
bgr,1980,10978000000
bgr,1981,9669000000
bgr,1982,9631066666.66667
bgr,1983,8434500000
bgr,1984,8759000000
bgr,1985,8858052631.57895
bgr,1986,10248588235.2941
bgr,1987,14629461538.4615
bgr,1988,11185294117.6471
bgr,1989,11454666666.6667
bgr,1990,12345000000
bgr,1991,5921451612.90323
bgr,1992,6791494845.36082
bgr,1993,7958768115.94203
bgr,1994,7179520295.20295
bgr,1995,10916666666.6667
bgr,1996,9075626756.60483
bgr,1997,7405273202.92526
bgr,1998,8433520790.72938
bgr,1999,8874820699.78778
bgr,2000,8805398200.91367
bgr,2001,9729767016.06628
bgr,2002,11197867116.0327
bgr,2003,14377579500.202
bgr,2004,17880320614.5642
bgr,2005,20538669716.0282
bgr,2006,22996114282.0496
bgr,2007,30421174247.7257
bgr,2008,35729557250.7666
bgr,2009,32763034051.3258
bgr,2010,32523131176.391
bgr,2011,36130451475.2933
bgr,2012,35626406701.7083
bgr,2013,34867620792.6167
bgr,2014,35816505223.1719
bgr,2015,31496683291.7706
bgr,2016,32672225678.733
bgr,2017,35700298473.0625
bgr,2018,39706085697.0428
bgr,2019,40708721236.4053
bgr,2020,41026578686.7098
bhr,1980,982489254.44415
bhr,1981,1137500000
bhr,1982,1257712234.04255
bhr,1983,1280851063.82979
bhr,1984,1335638563.82979
bhr,1985,1082446808.51064
bhr,1986,984574734.04255
bhr,1987,1193882978.7234
bhr,1988,1391755319.14894
bhr,1989,1537500265.95745
bhr,1990,1624468085.10638
bhr,1991,2707180851.06383
bhr,1992,2807180851.06383
bhr,1993,2926595744.68085
bhr,1994,2902925531.91489
bhr,1995,3101861702.12766
bhr,1996,3273404255.31915
bhr,1997,3396808510.6383
bhr,1998,3530585106.38298
bhr,1999,3665957446.80851
bhr,2000,4047845744.68085
bhr,2001,4203989361.70213
bhr,2002,4326648936.17021
bhr,2003,4752606382.97872
bhr,2004,6255345744.68085
bhr,2005,6344920212.76596
bhr,2006,6426170212.76596
bhr,2007,6869521276.59575
bhr,2008,8866808510.6383
bhr,2009,9383936170.21277
bhr,2010,10589680851.0638
bhr,2011,11245611702.1277
bhr,2012,11686276595.7447
bhr,2013,13266489361.7021
bhr,2014,13520851063.8298
bhr,2015,14128324468.0851
bhr,2016,14490851063.8298
bhr,2017,14883909574.4681
bhr,2018,15404468085.1064
bhr,2019,15326143617.0213
bhs,1977,396800000
bhs,1978,483500000
bhs,1979,751000000
bhs,1980,823900000
bhs,1981,888900000
bhs,1982,932200000
bhs,1983,994300000
bhs,1984,1335600000
bhs,1985,1458599900
bhs,1986,1570700000
bhs,1987,1727700000
bhs,1989,1914520000
bhs,1990,1989060000
bhs,1991,2051090000
bhs,1992,2008330000
bhs,1993,2061840000
bhs,1994,2131060000
bhs,1995,2333910000
bhs,1996,2513240000
bhs,1997,3758600000
bhs,1998,4136400000
bhs,1999,4457700000
bhs,2000,4627100000
bhs,2001,5035700000
bhs,2002,5040100000
bhs,2003,5136400000
bhs,2004,5295900000
bhs,2005,5845600000
bhs,2006,6256100000
bhs,2007,6415100000
bhs,2008,6447700000
bhs,2009,6048200000
bhs,2010,6227300000
bhs,2011,6341300000
bhs,2012,6814600000
bhs,2013,6720800000
bhs,2014,7136600000
bhs,2015,7487500000
bhs,2016,7652100000
bhs,2017,8267000000
bhs,2018,8435300000
bhs,2019,8043600000
bhs,2020,6421800000
bih,2000,5615743214.77404
bih,2001,5863425838.86988
bih,2002,6567347527.0257
bih,2003,8310461948.03728
bih,2004,9559829508.61422
bih,2005,10411849248.7818
bih,2006,11397412369.9732
bih,2007,13569095062.8957
bih,2008,16286244302.5191
bih,2009,14869384636.7721
bih,2010,14387847115.0016
bih,2011,15517938141.922
bih,2012,14601599729.6692
bih,2013,15201435164.207
bih,2014,15385890613.1843
bih,2015,13002951068.0735
bih,2016,13212630091.6846
bih,2017,13820879594.7224
bih,2018,15042274655.6983
bih,2019,14850537241.5309
bih,2020,14698551788.419
blr,1990,10250000000
blr,1991,8000000000
blr,1992,8703703703.7037
blr,1993,9157024793.38843
blr,1994,8867908694.19268
blr,1995,8256105701.7241
blr,1996,8854769230.76923
blr,1997,8061662301.64844
blr,1998,8805432708.9837
blr,1999,7118405904.65112
blr,2000,7248621108.14196
blr,2001,7119388489.20863
blr,2002,8682300390.8431
blr,2003,10185080448.5617
blr,2004,12434629629.6296
blr,2005,15704271123.4912
blr,2006,19022424242.4242
blr,2007,23458713886.30009
blr,2008,31571020599.2509
blr,2009,28596025778.73249
blr,2010,31841490433.0312
blr,2011,30079457286.4322
blr,2012,31562756387.1896
blr,2013,38712894144.1441
blr,2014,41635133020.3443
blr,2015,29851764410.3981
blr,2016,26013520305.5891
blr,2017,29801894115.8205
blr,2018,32148704358.06829
blr,2019,34757816234.8217
blr,2020,31009878668.6342
blz,1980,96477473.28772
blz,1981,103104265.95434
blz,1982,100010628.37141
blz,1983,97387898.6341
blz,1984,93474635.13839
blz,1985,100973889.85672
blz,1986,96919896.6569
blz,1987,118738517.36604
blz,1988,139090163.42233
blz,1989,163778994.47184
blz,1990,168639881.7495
blz,1991,193550000
blz,1992,369819850
blz,1993,382225200
blz,1994,412107650
blz,1995,445689650
blz,1996,478491350
blz,1997,497221450
blz,1998,533573200
blz,1999,581065950
blz,2000,616476100
blz,2001,679611150
blz,2002,728602200
blz,2003,765214550
blz,2004,792795000
blz,2005,796541500
blz,2006,804500350
blz,2007,847760550
blz,2008,884902950
blz,2009,932121350
blz,2010,969030750
blz,2011,1031566300
blz,2012,1061314300
blz,2013,1119782550
blz,2014,1159478500
blz,2015,1197603450
blz,2016,1297539450
blz,2017,1271566500
blz,2018,1278991350
blz,2019,1235335350
blz,2020,1076261009.325
bmu,2010,3172347000
bmu,2011,3124118000
bmu,2012,3110046000
bmu,2013,3135554000
bmu,2014,3142675000
bmu,2015,3237728000
bmu,2016,3368443000
bmu,2017,3512954000
bmu,2018,3523674000
bmu,2019,3574216000
bmu,2020,3201000000
bol,1960,314112088.68262
bol,1961,351758793.96985
bol,1962,376967895.9582
bol,1963,401592681.01304
bol,1964,421125561.36162
bol,1965,463804713.80471
bol,1966,517676767.67677
bol,1967,592087542.08754
bol,1968,649158249.15825
bol,1969,698653198.6532
bol,1970,749410774.41077
bol,1971,830808080.80808
bol,1972,913125235.05077
bol,1973,888355822.08896
bol,1974,1418290854.57271
bol,1975,1750024987.50625
bol,1976,1972013993.0035
bol,1977,2323288355.82209
bol,1978,2635682158.92054
bol,1979,2976577318.37497
bol,1980,3058727569.33116
bol,1981,4159869494.29038
bol,1982,4073561338.31317
bol,1983,3984803350.17053
bol,1984,4268298516.22017
bol,1985,3966672651.12072
bol,1986,3222021790.25578
bol,1987,3466536730.17495
bol,1988,3632303083.94036
bol,1989,3637436099.38774
bol,1990,3741315934.62878
bol,1991,4158872256.04647
bol,1992,4483762594.53916
bol,1993,4551692105.69506
bol,1994,4641154420.51726
bol,1995,5091380747.03664
bol,1996,5557197611.63441
bol,1997,5921505243.32452
bol,1998,6378122538.61091
bol,1999,6365979973.84901
bol,2000,6413108433.73494
bol,2001,6129841983.38101
bol,2002,5835733193.86332
bol,2003,5739542119.28139
bol,2004,5957809475.80645
bol,2005,6332707504.24617
bol,2006,7188894478.00689
bol,2007,8295273970.85796
bol,2008,10375397399.942
bol,2009,11358006695.1567
bol,2010,12241421180.897
bol,2011,14546600836.0963
bol,2012,16116291316.932
bol,2013,18452846599.13169
bol,2014,20766959334.2981
bol,2015,22578642547.03329
bol,2016,23388629667.1491
bol,2017,25376260926.1939
bol,2018,26996904920.4052
bol,2019,27990672648.3357
bol,2020,25353928654.1245
bra,1960,10051138972.4315
bra,1961,9760602842.81603
bra,1962,13956529618.205
bra,1963,15638607058.8764
bra,1964,14631217231.9027
bra,1965,14582684401.451
bra,1966,18436142915.71749
bra,1967,21886420484.8801
bra,1968,23902617597.0186
bra,1969,25009958476.5274
bra,1970,29017107274.6442
bra,1971,34238487325.4386
bra,1972,40778949205.9812
bra,1973,53545412119.2523
bra,1974,74371827324.778
bra,1975,82255120099.12621
bra,1976,104981221085.95399
bra,1977,121841260949.32001
bra,1978,137669580413.724
bra,1979,156458585051.017
bra,1980,163832188816.91901
bra,1981,179159690538.86801
bra,1982,195953143014.789
bra,1983,144841725771.58401
bra,1984,147051346356.66699
bra,1985,146645678332.01801
bra,1986,181718682647.46301
bra,1987,183109918561.60501
bra,1988,196566284389.508
bra,1989,187845408818.49301
bra,1990,231710055937.57297
bra,1991,210938587047.552
bra,1992,201898571764.61401
bra,1993,221280938005.83496
bra,1994,313316538746.99298
bra,1995,490114866569.28894
bra,1996,554115746008.146
bra,1997,576818863740.50696
bra,1998,554004111994.74304
bra,1999,387849210342.94293
bra,2000,423371682280.14093
bra,2001,358992721217.18799
bra,2002,315555294710.29999
bra,2003,345237695407.26501
bra,2004,402956193796.07501
bra,2005,539476375554.71997
bra,2006,669423849734.45801
bra,2007,836521423999.05884
bra,2008,1012947867423.06995
bra,2009,1032811892516.09998
bra,2010,1330224800419.18994
bra,2011,1576858355430.96997
bra,2012,1513942717217.02002
bra,2013,1526106653806.98999
bra,2014,1546314611400.02002
bra,2015,1152781252093.63989
bra,2016,1153759492080.77002
bra,2017,1330849484673.25
bra,2018,1238647322252.42993
bra,2019,1216162507384.98999
bra,2020,906061618231.92603
brb,1975,298469382.70383
brb,1976,322436869.9471
brb,1977,347468606.73709
brb,1978,388898225.02859
brb,1979,479938348.33192
brb,1980,537562770.34754
brb,1981,614179883.65734
brb,1982,627952070.79998
