geo,time,per_sa_allsa_cov_q2_tot
ury,2009,71.82139
ury,2010,76.3203
ury,2011,73.78246
ury,2012,76.24669
ury,2015,71.49019
ury,2016,72.19796
ury,2017,71.86016
ury,2018,71.43236
ury,2019,72.08027
uzb,2018,8.01544
ven,2006,6.08141
vnm,2006,23.98154
vnm,2010,40.82963
vnm,2012,26.00308
vnm,2014,19.73743
yem,2005,14.74248
zaf,2005,79.20965
zaf,2010,79.75927
zaf,2014,92.98608
zmb,2010,0.53759
zmb,2015,1.01665
zwe,2007,19.68618
zwe,2011,34.42668
zwe,2017,14.76274
zwe,2019,37.76473
