geo,time,se_sec_prog_fe_zs
bwa,2002,95.60749
bwa,2003,97.78857
bwa,2004,98.09743
bwa,2005,98.57696
bwa,2006,97.05441
bwa,2007,99.02142
bwa,2012,97.55986
caf,1971,33.72809
caf,1972,31.28882
caf,1973,38.88043
caf,1977,33.04442
caf,1980,55.58471
caf,1981,60.02575
caf,1982,66.61882
caf,1985,63.9662
caf,1986,41.03591
caf,1987,45.14491
caf,1988,48.73081
caf,1989,50.31295
caf,1990,59.65613
caf,2004,81.23484
caf,2008,62.0557
caf,2011,67.58232
che,1999,99.98132
che,2000,100
che,2001,100
che,2002,99.63651
che,2003,99.70178
che,2004,100
che,2005,100
che,2006,100
che,2007,100
che,2008,100
che,2009,100
che,2010,100
che,2011,100
che,2012,100
che,2013,99.78603
che,2014,100
che,2015,99.68553
che,2016,99.82865
chl,1970,91.67054
chl,1971,90.65974
chl,1972,90.72993
chl,1973,88.73865
chl,1974,88.8015
chl,1975,87.17127
chl,1976,91.2165
chl,1982,95.55964
chl,1996,99.19605
chl,2010,97.3883
chl,2011,98.13074
chl,2012,98.2866
chl,2013,97.95218
chl,2014,98.06903
chl,2015,98.20181
chl,2016,98.43546
chn,1995,86.67769
chn,1996,86.78627
chn,2008,100
civ,1972,45.21813
civ,1973,42.02048
civ,1975,39.72803
civ,1976,39.73296
civ,1977,45.29779
civ,1978,44.95398
civ,1979,52.93695
civ,1980,50.52067
civ,1982,41.83371
civ,1983,40.16159
civ,1984,42.54663
civ,1985,42.90726
civ,1986,42.59271
civ,1987,42.54918
civ,1993,62.87894
civ,1995,59.82874
civ,1996,61.08926
civ,1997,57.29041
civ,1999,49.43688
civ,2000,62.56459
civ,2006,69.01947
civ,2008,66.89039
civ,2011,68.4251
civ,2013,84.84545
civ,2014,90.45018
civ,2015,89.33549
civ,2016,92.50092
cmr,1972,22.28285
cmr,1973,24.88372
cmr,1974,26.31161
cmr,1975,27.26931
cmr,1976,29.61034
cmr,1977,26.4758
cmr,1978,31.78827
cmr,1979,30.25339
cmr,1980,30.93853
cmr,1981,31.2213
cmr,1982,35.24038
cmr,1983,35.34513
cmr,1984,37.81411
cmr,1985,37.74156
cmr,1986,41.15076
cmr,1987,42.02732
cmr,1990,42.04013
cmr,1999,30.3323
cmr,2006,45.20219
cmr,2007,60.21903
cmr,2008,53.02537
cmr,2010,64.37891
cmr,2011,69.19838
cmr,2014,71.14645
cmr,2015,69.35837
cod,1971,46.91992
cod,1991,33.49536
cod,1992,40.94143
cod,1993,34.66839
cod,2007,85.13085
cod,2011,74.01088
cod,2012,71.08148
cog,1972,64.44444
cog,1973,81.03396
cog,1974,81.04681
cog,1975,82.61367
cog,1976,93.56993
cog,1977,97.90447
cog,1978,94.91908
cog,1980,100
cog,1982,94.35087
cog,1983,96.928
cog,1986,78.83994
cog,1988,79.5492
cog,1992,69.45474
cog,1993,56.81042
cog,1995,72.62517
cog,2001,57.97182
cog,2002,52.14839
cog,2003,87.74073
cog,2004,67.84209
cog,2007,69.11998
cog,2008,68.7563
cog,2009,74.43224
cog,2011,74.79442
col,1983,54.1276
col,1984,56.72696
col,1985,64.62048
col,1986,65.05574
col,1987,62.68193
col,1988,63.31141
col,1998,95.86569
col,2000,92.15308
col,2004,99.23733
col,2005,100
col,2006,100
col,2007,99.16939
col,2008,99.30585
col,2009,97.30352
col,2010,97.17553
col,2011,98.78909
col,2012,94.7738
com,2002,79.93446
com,2003,82.47765
com,2013,85.22936
cpv,1979,51.62788
cpv,1980,49.18033
cpv,1981,47.86667
cpv,1982,45.79977
cpv,1983,48.40764
cpv,1984,43.42857
cpv,1985,62.56158
cpv,1987,58.38084
cpv,2001,89.98196
cpv,2002,90.01254
cpv,2003,90.5925
cpv,2004,96.75762
cpv,2005,100
cpv,2006,94.45872
cpv,2007,95.03225
cpv,2008,95.07266
cpv,2009,98.69423
cpv,2010,100
cpv,2011,100
cpv,2012,98.09767
cpv,2013,97.43485
cpv,2014,99.39809
cpv,2015,98.88257
cpv,2016,100
cpv,2017,94.63132
cri,1970,50.42527
cri,1971,55.59863
cri,1980,57.22565
cri,1981,53.94394
cri,1984,54.48492
cri,1985,58.12183
cri,1986,59.86998
cri,1987,62.82408
cri,1988,63.19253
cri,1990,64.97832
cri,1991,67.17017
cri,1992,67.8138
cri,1993,69.21361
cri,1994,69.25162
cri,1995,69.81065
cri,1999,83.93957
cri,2000,81.8918
cri,2001,86.60504
cri,2005,96.23936
cri,2007,93.79592
cri,2008,91.14907
cri,2009,89.69516
cri,2010,90.60821
cri,2011,90.26088
cri,2012,83.06517
cri,2013,83.31634
cri,2014,82.40032
cri,2015,83.16504
cri,2016,84.17938
cri,2017,90.31448
cub,1971,63.4553
cub,1999,98.01144
cub,2000,98.21321
cub,2001,98.34016
cub,2002,98.5079
cub,2003,99.11776
cub,2004,98.86839
cub,2005,99.01726
cub,2006,98.46354
cub,2007,98.86903
cub,2008,98.51525
cub,2009,99.3647
cub,2010,98.7953
cub,2011,99.35887
cub,2012,98.94146
cub,2013,99.23799
cub,2014,98.61963
cub,2015,99.22121
cub,2016,99.17383
cub,2017,98.92097
cym,1999,97.37401
cym,2000,90.90909
cym,2001,92.85714
cym,2004,100
cym,2005,99.57754
cym,2006,100
cym,2007,95.29337
cym,2011,93.37349
cym,2012,100
cyp,1971,77.22165
cyp,1972,84.00144
cyp,1973,85.03877
cyp,1974,78.91657
cyp,1975,91.43879
cyp,1976,91.78796
cyp,1977,91.23563
cyp,1978,93.62325
cyp,1979,93.28437
cyp,1980,92.5366
cyp,1981,91.32174
cyp,1982,91.44999
cyp,1983,98.03875
cyp,1984,97.12813
cyp,1985,98.07428
cyp,1986,97.02218
cyp,1987,99.59016
cyp,1989,99.22122
cyp,1992,99.79202
cyp,1993,98.37999
cyp,1994,99.30118
cyp,1995,100
cyp,1996,98.42863
cyp,1999,100
cyp,2000,99.02477
cyp,2001,98.48972
cyp,2002,98.97465
cyp,2003,100
cyp,2004,99.35192
cyp,2005,99.56006
cyp,2006,100
cyp,2007,100
cyp,2008,100
cyp,2009,100
cyp,2010,100
cyp,2011,100
cyp,2012,100
cyp,2013,99.86462
cyp,2014,100
cyp,2015,96.75261
cyp,2016,100
cze,1995,100
cze,1999,99.8909
cze,2000,99.9426
cze,2001,99.56788
cze,2002,99.67719
cze,2003,100
cze,2004,100
cze,2005,99.81965
cze,2006,99.31826
cze,2007,99.3661
cze,2008,99.85362
cze,2009,100
cze,2010,100
cze,2011,100
cze,2012,100
cze,2013,100
cze,2014,100
cze,2015,100
cze,2016,99.89171
deu,1993,99.94261
deu,1994,100
deu,1995,100
deu,1996,99.98633
deu,1999,99.73917
deu,2000,99.80124
deu,2001,99.62512
deu,2002,99.51008
deu,2003,99.45931
deu,2004,99.63642
deu,2005,99.34
deu,2006,99.09832
deu,2007,99.23146
deu,2013,99.36093
deu,2014,99.24637
deu,2015,99.80508
deu,2016,98.97983
dji,1972,52.53165
dji,1973,53.125
dji,1974,28.09917
dji,1975,26.49573
dji,1999,60.54554
dji,2000,79.41822
dji,2004,87.21695
dji,2005,83.18792
dji,2011,80.59006
dji,2013,100
dji,2014,78.66924
dji,2015,74.93578
dji,2016,81.12698
dji,2017,84.38428
dma,1999,96.24758
dma,2000,95.71078
dma,2002,95.55025
dma,2004,98.00758
dma,2007,97.5976
dma,2009,95.97436
dma,2010,100
dma,2011,99.88662
dma,2012,94.82471
dma,2014,92.52285
dnk,1998,100
dnk,1999,100
dnk,2001,99.90701
dnk,2004,99.36559
dnk,2005,99.96186
dnk,2006,96.45118
dnk,2007,97.90762
dnk,2008,100
dnk,2009,99.84512
dnk,2010,99.73628
dnk,2011,97.68099
dnk,2012,99.82754
dnk,2013,100
dnk,2014,99.99625
dnk,2015,99.89736
dnk,2016,99.88326
dom,1998,90.96276
dom,1999,92.6301
dom,2003,90.58478
dom,2006,100
dom,2008,94.63389
dom,2009,93.37584
dom,2010,97.47864
dom,2011,95.25456
dom,2012,97.22726
dom,2013,99.20858
dom,2014,97.68721
dom,2015,95.07859
dom,2016,94.31237
dom,2017,94.8466
dza,1972,39.17169
dza,1973,34.18135
dza,1974,46.88227
dza,1975,52.87986
dza,1976,56.3841
dza,1977,61.04403
dza,1978,63.72437
dza,1979,64.68405
dza,1981,73.93453
dza,1983,86.25104
dza,1984,84.97673
dza,1988,88.82153
dza,1989,88.8169
dza,1990,88.11189
dza,1991,89.81241
dza,1992,89.88089
dza,1993,89.7464
dza,1994,89.09444
dza,1995,88.851
dza,1996,91.64545
dza,1998,91.6497
dza,1999,96.78057
dza,2000,94.1204
dza,2001,94.82403
dza,2002,94.73648
dza,2003,94.28978
dza,2004,94.2989
dza,2005,93.12243
dza,2006,93.97279
dza,2007,95.98997
dza,2009,97.79176
dza,2010,97.06229
dza,2011,95.32419
dza,2012,96.95983
dza,2013,98.7568
dza,2014,97.96364
dza,2015,97.81033
dza,2017,98.3805
ecu,1971,72.10667
ecu,1974,81.44108
ecu,1975,88.43635
ecu,1976,86.66032
ecu,1977,88.17251
ecu,1978,93.38583
ecu,1993,58.73281
ecu,1998,65.83837
ecu,1999,66.67118
ecu,2000,68.25152
ecu,2001,70.70526
ecu,2002,71.1615
ecu,2003,71.48929
ecu,2004,76.16042
ecu,2005,75.59367
ecu,2006,77.08833
ecu,2008,94.29466
ecu,2009,93.91816
ecu,2010,93.06836
ecu,2011,96.01322
ecu,2012,98.25261
ecu,2013,99.90298
ecu,2014,95.87593
ecu,2015,98.86893
ecu,2016,99.20505
ecu,2017,100
egy,1976,73.1354
egy,1977,81.51195
egy,1999,95.19906
egy,2000,95.61341
egy,2002,92.95296
egy,2003,94.97875
egy,2016,95.99046
egy,2017,98.1171
eri,1993,92.38538
eri,1994,89.01155
eri,1995,93.60907
eri,1996,88.56843
eri,1999,95.91415
eri,2000,84.77524
eri,2001,86.2874
eri,2002,91.90522
eri,2003,89.84721
eri,2004,89.58674
eri,2005,86.24286
eri,2006,83.6114
eri,2007,89.82206
eri,2008,88.7737
eri,2009,89.85519
eri,2010,93.59818
eri,2011,94.49386
eri,2012,95.72232
eri,2014,91.28169
eri,2017,92.98367
esp,1980,98.40156
esp,1981,98.47977
esp,1982,98.70546
esp,1983,99.34169
esp,1984,98.89938
esp,1985,99.60102
esp,1986,99.72062
esp,1987,97.81463
esp,1988,98.67435
esp,1989,99.49485
esp,1992,99.54158
esp,1993,98.89136
esp,2008,100
esp,2009,99.00575
esp,2013,99.97917
esp,2014,100
esp,2015,99.31164
esp,2016,100
est,1995,99.3736
est,1998,99.55471
est,1999,100
est,2000,99.75328
est,2001,99.82145
est,2003,99.85708
est,2004,99.96631
est,2007,99.59264
est,2008,98.82057
est,2009,99.67569
est,2010,99.44637
est,2011,99.64196
est,2012,99.37888
est,2013,99.40232
est,2014,99.3088
est,2015,99.98306
est,2016,99.96716
eth,1986,86.68294
eth,1987,85.46922
eth,1993,89.53567
eth,1994,87.77529
eth,1995,93.12426
eth,1998,98.73869
eth,2004,97.87009
eth,2005,96.00668
eth,2006,92.79219
eth,2007,92.70872
eth,2008,92.25971
eth,2009,91.14529
eth,2010,89.35196
eth,2011,96.61785
eth,2014,90.91628
fin,1986,100
fin,1987,100
fin,1988,100
fin,1989,100
fin,1990,100
fin,1991,100
fin,1992,100
fin,1993,100
fin,1997,99.94607
fin,1998,100
fin,1999,100
fin,2000,99.67103
fin,2001,99.97372
fin,2002,99.67994
fin,2003,100
fin,2004,99.94577
fin,2005,100
fin,2006,100
fin,2007,99.96187
fin,2008,100
fin,2009,100
fin,2010,99.93703
fin,2011,99.73408
fin,2012,100
fin,2013,99.84194
fin,2014,100
fin,2015,100
fin,2016,99.79078
fji,1979,92.37299
fji,1980,92.64706
fji,1983,93.66064
fji,1984,94.79267
fji,1985,94.61164
fji,1999,100
fji,2000,96.57214
fji,2001,100
fji,2003,98.62891
fji,2007,100
fji,2008,97.11196
fji,2011,97.28866
fji,2015,98.21088
gab,1971,32.34323
gab,1972,40.97355
gbr,2016,99.9613
geo,1999,99.25235
geo,2000,98.48861
geo,2001,95.73649
geo,2002,97.36478
geo,2004,96.111
geo,2007,99.68352
geo,2008,99.14789
geo,2009,99.85221
geo,2011,97.98875
geo,2012,100
geo,2013,99.71336
geo,2014,100
geo,2015,99.73753
geo,2016,99.56347
geo,2017,99.74239
gha,1971,88.56252
gha,1973,93.03022
gha,1999,97.3004
gha,2000,85.88517
gha,2001,97.70344
gha,2002,90.21124
gha,2003,88.63548
gha,2004,100
gha,2005,97.87292
gha,2007,100
gha,2008,97.4298
gha,2011,93.75235
gha,2012,78.55738
gha,2013,89.01129
gha,2014,98.55972
gha,2016,93.44148
gha,2017,94.80775
gin,1984,55.41499
gin,1985,50.17661
gin,1986,38.73506
gin,1987,48.90388
gin,1988,76.428
gin,1989,58.94233
gin,1990,74.05417
gin,1991,72.88395
gin,1992,78.60726
gin,1993,76.39923
gin,1999,77.8113
gin,2000,78.27981
gin,2002,69.00886
gin,2003,75.27956
gin,2004,77.62088
gin,2005,82.79815
gin,2006,75.48155
gin,2008,52.71885
gin,2009,70.01601
gin,2011,46.59465
gin,2012,47.42421
gin,2013,62.43597
gmb,1973,54.78502
gmb,1975,56.89046
gmb,1976,81.39842
gmb,1977,74.5828
gmb,1978,72.22222
gmb,1979,70.85202
gmb,1980,76.69405
gmb,1981,69.62843
gmb,1982,63.59048
gmb,1983,69.37738
gmb,1984,73.76523
gmb,1985,57.67884
gmb,1986,52.05745
gmb,1998,85.26066
gmb,1999,65.90038
gmb,2000,69.24688
gmb,2001,67.56331
gmb,2002,92.20906
gmb,2003,91.8007
gmb,2004,88.04652
gmb,2005,92.65385
gmb,2006,96.13315
gmb,2007,85.32285
gmb,2010,86.99358
gmb,2011,91.86454
gmb,2012,93.96523
gmb,2013,94.92243
gnb,1978,75.1462
gnb,1980,64.43418
gnb,1981,61.03448
gnb,1982,81.21302
gnb,1983,74.65438
gnq,2010,95.81372
gnq,2011,92.34312
grc,1971,64.44444
grc,1972,68.34549
grc,1973,70.54816
grc,1974,72.54687
grc,1975,78.5528
grc,1976,81.41133
grc,1977,90.00865
grc,1978,89.39225
grc,1979,93.54526
grc,1981,96.9965
grc,1982,97.36622
grc,1983,96.79113
grc,1984,98.03784
grc,1985,97.47993
grc,1986,98.00221
grc,1988,98.13134
grc,1991,97.16853
grc,2004,100
grc,2005,98.51919
grc,2006,94.10827
grc,2010,96.94628
grc,2011,96.7397
grc,2012,98.02278
grc,2013,97.70018
grc,2014,99.11048
grc,2015,97.24594
grc,2016,98.83023
grd,2008,91.81074
grd,2017,100
gtm,1975,68.09433
gtm,1999,95.18643
gtm,2000,93.9762
gtm,2001,94.95854
gtm,2004,91.37366
gtm,2005,91.29663
gtm,2006,91.1825
gtm,2007,90.87587
gtm,2008,97.36841
gtm,2009,93.1992
gtm,2010,86.23007
gtm,2011,81.63389
gtm,2012,86.99301
gtm,2013,80.70884
gtm,2014,79.89039
gtm,2015,83.16396
gtm,2016,84.89556
gtm,2017,85.65281
guy,1971,95.77696
guy,1972,90.968
guy,1973,94.195
guy,1991,95.30098
guy,1992,92.50213
guy,1995,96.40259
guy,1996,95.20809
guy,1999,72.24686
guy,2007,91.71704
guy,2008,93.37634
guy,2009,96.87711
hkg,1979,92.36679
hkg,1980,92.62141
hkg,1981,93.47987
hkg,1982,94.66492
hkg,1983,94.78293
hkg,1984,94.41633
hkg,2002,100
hkg,2003,99.76569
hkg,2004,100
hkg,2005,100
hkg,2006,99.66786
hkg,2007,99.94425
hkg,2008,99.70184
hkg,2010,99.56538
hkg,2011,99.90408
hkg,2012,99.91875
hkg,2013,99.47115
hkg,2014,99.58346
hkg,2015,99.23659
hkg,2016,99.09205
hkg,2017,99.8591
hnd,2005,74.30909
hnd,2011,70.50575
hnd,2012,59.8276
hnd,2013,72.82392
hnd,2015,72.71519
hrv,1994,99.14788
hrv,1995,99.82048
hrv,1996,100
hrv,1998,99.46327
hrv,1999,99.71461
hrv,2000,100
hrv,2001,99.8406
hrv,2002,100
hrv,2005,100
hrv,2006,100
hrv,2007,99.22951
hrv,2008,98.76504
hrv,2009,99.38038
hrv,2010,99.75328
hrv,2011,99.58105
hrv,2015,99.07162
hrv,2016,98.39753
hti,1978,67.26846
hti,1979,65.72922
hti,1981,56.76468
hti,1982,79.87871
hti,1984,85.81851
hti,1985,69.97292
hti,1986,76.98496
hun,1975,99.1611
hun,1976,99.97539
hun,1977,99.61541
hun,1978,99.63427
hun,1979,100
hun,1980,99.93276
hun,1981,99.70953
hun,1982,99.82449
hun,1983,99.8458
hun,1984,100
hun,1985,99.70823
hun,1986,99.78579
hun,1987,99.06641
hun,1988,99.88721
hun,1989,100
hun,1996,98.8251
hun,1997,98.78476
hun,1998,98.45619
hun,1999,98.69107
hun,2000,99.98433
hun,2001,100
hun,2002,99.72574
hun,2003,99.67678
hun,2004,99.30143
hun,2005,99.20615
hun,2006,99.2233
hun,2007,99.67891
hun,2008,99.63892
hun,2009,100
hun,2010,99.81112
hun,2012,99.46663
hun,2013,99.64102
hun,2014,99.61397
hun,2015,99.75976
hun,2016,98.97728
idn,1994,67.66937
idn,2001,79.19007
idn,2002,83.0655
idn,2003,83.72159
idn,2004,78.38926
idn,2005,88.95904
idn,2006,98.2755
idn,2007,94.95003
idn,2008,92.84102
idn,2011,96.22965
idn,2012,91.77538
idn,2016,87.35649
ind,1986,81.45206
ind,1987,84.76582
ind,1999,89.73511
ind,2000,88.40635
ind,2001,90.96868
ind,2002,93.20717
ind,2010,92.39498
ind,2013,91.19938
ind,2014,90.64594
ind,2015,91.14747
ind,2016,90.36919
ind,2017,91.5643
irn,1986,78.15947
irn,1987,80.50668
irn,1988,82.59486
irn,1989,82.40235
irn,1990,84.22456
irn,1992,88.04616
irn,1993,88.87538
irn,2000,91.86817
irn,2001,92.22898
irn,2002,95.67547
irn,2003,100
irn,2004,85.93791
irn,2005,83.9894
irn,2006,96.16436
irn,2007,98.82815
irn,2008,98.70234
irn,2009,96.16295
irn,2010,96.87028
irn,2011,96.78847
irn,2016,94.4878
irq,1971,85.75766
irq,1972,76.43676
irq,1973,82.58536
irq,1974,93.43187
irq,1975,98.7474
irq,1976,91.64358
irq,1977,95.32957
irq,1979,82.87002
irq,1982,65.52519
irq,1984,70.56039
irq,1985,65.44159
irq,1986,64.3893
irq,1987,64.10999
irq,1988,62.98938
irq,1999,66.79382
isl,1997,98.03708
isl,1998,100
isl,1999,99.49111
isl,2000,100
isl,2001,99.54809
isl,2002,100
isl,2003,99.29419
isl,2004,98.85834
isl,2005,100
isl,2006,99.53537
isl,2007,100
isl,2008,99.53915
isl,2009,100
isl,2010,99.48526
isl,2011,99.33097
isr,2001,99.78862
isr,2002,99.78048
isr,2003,99.94744
isr,2004,99.18305
isr,2005,100
isr,2006,99.65053
isr,2007,100
isr,2008,100
isr,2009,99.97128
isr,2010,100
isr,2011,100
isr,2012,99.54677
isr,2013,99.9814
isr,2014,99.66919
isr,2015,99.99024
isr,2016,99.60899
ita,1971,92.00256
ita,1972,94.03185
ita,1973,94.95018
ita,1974,95.64346
ita,1975,96.41611
ita,1976,96.57841
ita,1977,97.70778
ita,1978,98.08962
ita,1979,98.68589
ita,1980,98.53027
ita,1981,98.51411
ita,1982,98.33893
ita,1983,98.66052
ita,1984,98.54253
ita,1985,98.94061
ita,1986,98.87999
ita,1987,100
ita,1988,100
ita,1989,100
ita,1990,97.57061
ita,1991,99.36784
ita,1994,95.18953
ita,1995,100
ita,1996,99.24024
ita,1999,100
ita,2000,99.5393
