geo,time,tm_tax_tcom_sm_fn_zs
bdi,2013,16.4
bdi,2014,16.63
bdi,2015,16.59
bdi,2016,16.37
bdi,2018,16.71
bdi,2019,16.71
bdi,2020,16.74
bel,1988,6.9
bel,1989,7
bel,1990,7.36
bel,1991,7.27
bel,1992,7.33
bel,1993,7.13
bel,1994,7.27
bel,1995,17.54
bel,1996,16.3
bel,1997,15.76
bel,1998,14.19
bel,1999,14.06
bel,2000,12
bel,2001,13.08
bel,2002,10.97
bel,2003,11.18
bel,2004,11.34
bel,2005,11.98
bel,2006,11.87
bel,2007,10.85
bel,2008,10.4
bel,2009,10.3
bel,2010,10.37
bel,2011,10.39
bel,2012,10.42
bel,2013,10.24
bel,2014,10.26
bel,2015,10.28
bel,2016,10.31
bel,2017,10.03
bel,2018,9.99
bel,2019,12.26
bel,2020,5.58
ben,2001,11.78
ben,2002,11.78
ben,2003,11.79
ben,2004,11.83
ben,2005,11.82
ben,2006,11.82
ben,2007,11.98
ben,2008,11.97
ben,2009,11.98
ben,2010,11.98
ben,2011,11.97
ben,2012,11.97
ben,2013,11.98
ben,2014,11.98
ben,2015,13.28
ben,2016,13.28
ben,2017,13.26
ben,2018,13.26
ben,2019,13.26
ben,2020,13.26
bfa,1993,5
bfa,2001,11.78
bfa,2002,11.78
bfa,2003,11.79
bfa,2004,11.83
bfa,2005,11.82
bfa,2006,11.82
bfa,2007,11.98
bfa,2008,11.97
bfa,2009,11.98
bfa,2010,11.98
bfa,2011,11.97
bfa,2012,11.97
bfa,2013,11.98
bfa,2014,11.98
bfa,2015,13.28
bfa,2016,13.28
bfa,2017,13.26
bfa,2018,13.26
bfa,2019,13.26
bfa,2020,13.26
bgd,1989,84.97
bgd,1994,78.42
bgd,1998,23.26
bgd,1999,20.15
bgd,2000,20.15
bgd,2001,19.86
bgd,2002,19.94
bgd,2003,19.29
bgd,2004,18.3
bgd,2005,15.27
bgd,2006,15.27
bgd,2007,14.76
bgd,2008,15.6
bgd,2009,15.19
bgd,2010,15.16
bgd,2011,15.09
bgd,2012,15.87
bgd,2013,15.51
bgd,2015,15.56
bgd,2016,15.57
bgd,2019,15.81
bgd,2020,15.82
bgr,1988,6.9
bgr,1989,7
bgr,1990,7.36
bgr,1991,7.27
bgr,1992,7.33
bgr,1993,7.13
bgr,1994,7.27
bgr,1995,17.54
bgr,1996,16.3
bgr,1997,15.76
bgr,1998,14.19
bgr,1999,14.06
bgr,2000,12
bgr,2001,13.08
bgr,2002,10.97
bgr,2003,11.18
bgr,2004,11.34
bgr,2005,11.98
bgr,2006,11.87
bgr,2007,10.85
bgr,2008,10.4
bgr,2009,10.3
bgr,2010,10.37
bgr,2011,10.39
bgr,2012,10.42
bgr,2013,10.24
bgr,2014,10.26
bgr,2015,10.28
bgr,2016,10.31
bgr,2017,10.03
bgr,2018,9.99
bgr,2019,12.26
bgr,2020,5.58
bhr,1999,7.36
bhr,2000,7.61
bhr,2001,7.43
bhr,2002,5.83
bhr,2003,5.91
bhr,2004,5.91
bhr,2005,7.15
bhr,2006,6.81
bhr,2007,7.08
bhr,2008,7.02
bhr,2009,6.94
bhr,2010,5.96
bhr,2011,6.59
bhr,2012,6.59
bhr,2013,7.76
bhr,2014,4.82
bhr,2015,5.07
bhr,2016,5.09
bhr,2017,6.63
bhr,2018,6.28
bhr,2019,6.24
bhr,2020,5.97
bhs,1999,27.97
bhs,2002,27.42
bhs,2006,26.86
bhs,2010,28.31
bhs,2011,28.31
bhs,2013,27.48
bhs,2014,27.45
bhs,2015,26.58
bhs,2016,25.66
bhs,2018,24.42
bih,2001,3.64
bih,2006,8.54
bih,2007,8.01
bih,2008,8.03
bih,2009,7.79
bih,2010,7.95
bih,2011,7.8
bih,2012,7.11
bih,2013,6.82
bih,2014,6.78
bih,2015,6.82
bih,2016,6.53
bih,2017,6.51
bih,2018,6.79
bih,2019,18.92
bih,2020,6.6
blr,1996,9.56
blr,1997,10.1
blr,2000,8.86
blr,2001,8.86
blr,2002,9.86
blr,2008,9.87
blr,2009,9.82
blr,2010,10.16
blr,2011,10.14
blr,2012,10.31
blr,2013,9.89
blr,2014,8.89
blr,2015,8.36
blr,2016,8.25
blr,2017,7.6
blr,2018,8.35
blr,2019,15.09
blr,2020,7.76
blz,1996,24.16
blz,1999,23.91
blz,2001,14.75
blz,2002,14.76
blz,2003,14.76
blz,2006,14.75
blz,2007,14.74
blz,2008,14.74
blz,2009,15.67
blz,2010,15.67
blz,2011,14.94
blz,2012,14.94
blz,2013,17.65
blz,2014,17.65
blz,2015,17.65
blz,2016,17.65
blz,2017,17.65
blz,2018,17.72
blz,2019,17.72
blz,2020,19.88
bmu,2001,15.4
bmu,2005,13.06
bmu,2007,12.74
bmu,2008,12.5
bmu,2009,12.53
bmu,2010,12.68
bmu,2011,12.66
bmu,2012,11.61
bmu,2013,11.41
bmu,2014,11.54
bmu,2015,11.67
bmu,2016,11.92
bmu,2017,12.95
bmu,2018,27.48
bmu,2019,43.97
bmu,2020,28.47
bol,1993,9.99
bol,1994,10
bol,1995,10
bol,1996,9.99
bol,1997,9.99
bol,1998,9.99
bol,1999,9.99
bol,2000,9.91
bol,2001,9.91
bol,2002,10.28
bol,2003,9.99
bol,2004,9.99
bol,2005,9.35
bol,2006,9.33
bol,2007,9.33
bol,2008,9.37
bol,2009,11.13
bol,2010,11.13
bol,2011,11.13
bol,2012,11.13
bol,2013,11.47
bol,2014,11.47
bol,2015,11.47
bol,2016,11.47
bol,2017,11.91
bol,2018,11.93
bol,2019,11.93
bol,2020,11.93
bra,1989,29.68
bra,1990,20.73
bra,1991,15.24
bra,1992,20.66
bra,1993,7.87
bra,1994,7.39
bra,1995,8.63
bra,1996,8.73
bra,1997,8.68
bra,1998,11.46
bra,1999,11.44
bra,2000,11.35
bra,2001,10.93
bra,2002,10.02
bra,2003,9.98
bra,2004,9.98
bra,2005,8.6
bra,2006,8.57
bra,2007,8.65
bra,2008,8.69
bra,2009,8.72
bra,2010,8.72
bra,2011,8.74
bra,2012,8.73
bra,2013,8.85
bra,2014,8.87
bra,2015,8.9
bra,2016,8.9
bra,2017,8.87
bra,2018,8.87
bra,2019,8.86
bra,2020,8.86
brb,1996,26.35
brb,1999,26.06
brb,2000,26.02
brb,2001,26.94
brb,2002,26.61
brb,2003,26.47
brb,2004,23.63
brb,2006,21.23
brb,2007,22.6
brb,2010,15.42
brb,2011,15.39
brb,2012,15.97
brb,2013,22.83
brb,2020,21.71
brn,1992,1.64
brn,1996,5.87
brn,1997,5.84
brn,1998,5.86
brn,1999,5.81
brn,2000,5.67
brn,2001,5.53
brn,2002,5.43
brn,2003,5.33
brn,2004,5.18
brn,2005,5.15
brn,2006,5.21
brn,2007,5.28
brn,2008,0.43
brn,2009,0.56
brn,2010,0.56
brn,2011,0.56
brn,2014,0.15
brn,2016,0.16
brn,2017,0.12
brn,2018,0.12
brn,2019,0.12
brn,2020,0.12
btn,1996,14.53
btn,2002,17.03
btn,2004,33.78
btn,2005,33.83
btn,2007,33.62
btn,2015,33.94
btn,2019,34.17
btn,2020,34.17
bwa,2001,7.82
bwa,2002,7.45
bwa,2004,6.25
bwa,2005,6.82
bwa,2006,6.71
bwa,2007,6.67
bwa,2008,6.47
bwa,2009,6.38
bwa,2010,6.35
bwa,2011,6.27
bwa,2012,6.25
bwa,2013,6.2
bwa,2014,6.07
bwa,2015,6.27
bwa,2016,6.39
bwa,2017,6.36
bwa,2018,6.37
bwa,2019,10.97
bwa,2020,6.29
caf,1995,19.29
caf,1997,19.3
caf,2001,19.17
caf,2002,19.17
caf,2003,19.36
caf,2004,19.36
caf,2005,19.08
caf,2006,19.2
caf,2007,19.18
caf,2008,19.15
caf,2009,19.15
caf,2010,19.15
caf,2011,19.15
caf,2012,19.24
caf,2013,19.73
caf,2015,19.76
caf,2016,19.76
caf,2017,19.76
can,1989,4.47
can,1993,4.24
can,1995,9.74
can,1996,8.23
can,1997,7.87
can,1998,7.77
can,1999,8.74
can,2000,6.68
can,2001,6.76
can,2002,6.61
can,2003,16.9
can,2004,6.54
can,2005,6.53
can,2006,6.51
can,2007,6.57
can,2008,6.45
can,2009,6.23
can,2010,6.02
can,2011,6.04
can,2012,5.86
can,2013,5.86
can,2014,5.48
can,2015,5.5
can,2016,5.47
can,2017,5.33
can,2018,5.29
can,2019,7.73
can,2020,5.56
che,1990,33.89
che,1993,36.02
che,1995,40.03
che,1996,34.28
che,1997,29.63
che,1998,27.75
che,1999,28.71
che,2000,28.37
che,2001,28.92
che,2002,25.19
che,2003,28.55
che,2004,23.86
che,2005,27.49
che,2006,26.76
che,2007,23.3
che,2008,21.04
che,2009,20.21
che,2010,16.19
che,2011,22.3
che,2012,22.19
che,2013,21.58
che,2014,21.85
che,2015,21.93
che,2016,23.03
che,2017,26.3
che,2018,26.18
che,2019,28.84
che,2020,25.27
chl,1992,11
chl,1993,11
chl,1994,11
chl,1995,11
chl,1996,11
chl,1997,11
chl,1998,11
chl,1999,10
chl,2000,9
chl,2001,8
chl,2002,7
chl,2003,6
chl,2004,6.06
chl,2005,6.06
chl,2006,5.98
chl,2007,5.98
chl,2008,6.04
chl,2009,6.02
chl,2010,6.03
chl,2011,6
chl,2012,6
chl,2013,6
chl,2015,6
chl,2016,6
chl,2017,6
chl,2018,6
chl,2019,6
chl,2020,6
chn,1992,36.02
chn,1993,33.32
chn,1994,31.8
chn,1996,26.14
chn,1997,18.43
chn,1998,18.36
chn,1999,18.16
chn,2000,18.87
chn,2001,17.81
chn,2002,13.66
chn,2003,12.53
chn,2004,11.69
chn,2005,10.72
chn,2006,11.1
chn,2007,11.2
chn,2008,10.96
chn,2009,10.96
chn,2010,11
chn,2011,10.95
chn,2014,10.41
chn,2015,10.44
chn,2016,10.76
chn,2017,10.82
chn,2018,10.82
chn,2019,9.24
chn,2020,9.25
civ,1993,4.78
civ,1996,4.75
civ,2001,11.78
civ,2002,11.78
civ,2003,11.79
civ,2004,11.83
civ,2005,11.82
civ,2006,11.82
civ,2007,11.98
civ,2008,11.97
civ,2009,11.98
civ,2010,11.98
civ,2011,11.97
civ,2012,11.97
civ,2013,11.98
civ,2014,11.98
civ,2015,13.28
civ,2016,13.28
civ,2017,13.26
civ,2018,13.26
civ,2019,13.26
civ,2020,13.25
cmr,1994,19.82
cmr,1995,19.3
cmr,2001,19.17
cmr,2002,19.17
cmr,2003,19.36
cmr,2004,19.36
cmr,2005,19.08
cmr,2006,19.36
cmr,2007,19.18
cmr,2008,19.15
cmr,2009,18.42
cmr,2010,19.15
cmr,2011,18.15
cmr,2012,18.15
cmr,2013,19.73
cmr,2014,20.21
cmr,2019,20.08
cod,2003,12.09
cod,2006,12.03
cod,2007,12.02
cod,2008,12.02
cod,2009,12.02
cod,2010,10.18
cod,2014,10.24
cod,2019,10.27
cod,2020,10.27
cog,1994,19.87
cog,1997,14.62
cog,2001,19.17
cog,2002,19.17
cog,2003,19.36
cog,2004,19.36
cog,2005,19.08
cog,2006,19.36
cog,2007,19.18
cog,2008,19.15
cog,2009,19.15
cog,2010,19.15
cog,2011,19.15
cog,2013,20.03
cog,2014,20.02
cog,2015,12.54
col,1991,8.97
col,1992,12.13
col,1994,12.37
col,1995,12.71
col,1996,12.52
col,1997,12.52
col,1998,12.64
col,1999,12.64
col,2000,12.64
col,2001,12.64
col,2002,12.69
col,2003,12.68
col,2004,13.47
col,2005,13.54
col,2006,13.67
col,2007,13.66
col,2008,13.85
col,2009,13.77
col,2010,13.96
col,2011,11.69
col,2012,10.36
col,2013,10.7
col,2014,10.56
col,2015,10.53
col,2016,9.88
col,2017,11.98
col,2018,10.25
col,2019,10.17
col,2020,10.17
com,2008,7.73
com,2010,7.73
com,2011,7.73
com,2012,9.45
com,2013,12.78
com,2014,11.7
com,2015,12.78
com,2017,11.7
com,2018,11.7
com,2019,12.14
com,2020,11.8
cpv,2005,9.48
cpv,2006,9.45
cpv,2007,9.91
cpv,2008,9.91
cpv,2009,9.84
cpv,2010,9.91
cpv,2011,9.94
cpv,2012,9.92
cpv,2013,10.84
cpv,2015,10.84
cpv,2019,10.86
cpv,2020,10.85
cri,1995,11.06
cri,1996,12.71
cri,1997,11.87
cri,1998,10.52
cri,1999,10.01
cri,2000,8.67
cri,2001,8.43
cri,2002,8.38
cri,2003,8.85
cri,2004,8.4
cri,2005,8.4
cri,2006,8.75
cri,2007,8.57
cri,2008,8.89
cri,2009,7.98
cri,2010,7.97
cri,2011,7.79
cri,2012,8.39
cri,2013,8.38
cri,2014,8.54
cri,2016,8.55
cri,2018,8.42
cri,2019,8.42
cri,2020,8.4
cub,1993,8.12
cub,1996,7.64
cub,1997,7.67
cub,1998,7.64
cub,1999,7.62
cub,2000,7.62
cub,2001,8.22
cub,2002,7.61
cub,2003,8.26
cub,2004,8.25
cub,2005,8.25
cub,2006,8.24
cub,2007,8.1
cub,2008,8.1
cub,2009,8.19
cub,2010,8.19
cub,2011,8.19
cub,2012,8.19
cub,2013,8
cub,2015,7.96
cub,2016,7.95
cub,2017,7.95
cub,2019,7.99
cub,2020,7.99
cym,2016,19.33
cym,2017,19.48
cym,2018,27.2
cym,2019,36.92
cym,2020,20.29
cyp,1988,6.9
cyp,1989,7
cyp,1990,7.36
cyp,1991,7.27
cyp,1992,7.33
cyp,1993,7.13
cyp,1994,7.27
cyp,1995,17.54
cyp,1996,16.3
cyp,1997,15.76
cyp,1998,14.19
cyp,1999,14.06
cyp,2000,12
cyp,2001,13.08
cyp,2002,10.97
cyp,2003,11.18
cyp,2004,11.34
cyp,2005,11.98
cyp,2006,11.87
cyp,2007,10.85
cyp,2008,10.4
cyp,2009,10.3
cyp,2010,10.37
cyp,2011,10.39
cyp,2012,10.42
cyp,2013,10.24
cyp,2014,10.26
cyp,2015,10.28
cyp,2016,10.31
cyp,2017,10.03
cyp,2018,9.99
cyp,2019,12.26
cyp,2020,5.58
cze,1988,6.9
cze,1989,7
cze,1990,7.36
cze,1991,7.27
cze,1992,7.33
cze,1993,7.13
cze,1994,7.27
cze,1995,17.54
cze,1996,16.3
cze,1997,15.76
cze,1998,14.19
cze,1999,14.06
cze,2000,12
cze,2001,13.08
cze,2002,10.97
cze,2003,11.18
cze,2004,11.34
cze,2005,11.98
cze,2006,11.87
cze,2007,10.85
cze,2008,10.4
cze,2009,10.3
cze,2010,10.37
cze,2011,10.39
cze,2012,10.42
cze,2013,10.24
cze,2014,10.26
cze,2015,10.28
cze,2016,10.31
cze,2017,10.03
cze,2018,9.99
cze,2019,12.26
cze,2020,5.58
deu,1988,6.9
deu,1989,7
deu,1990,7.36
deu,1991,7.27
deu,1992,7.33
deu,1993,7.13
deu,1994,7.27
deu,1995,17.54
deu,1996,16.3
deu,1997,15.76
deu,1998,14.19
deu,1999,14.06
deu,2000,12
deu,2001,13.08
deu,2002,10.97
deu,2003,11.18
deu,2004,11.34
deu,2005,11.98
deu,2006,11.87
deu,2007,10.85
deu,2008,10.4
deu,2009,10.3
deu,2010,10.37
deu,2011,10.39
deu,2012,10.42
deu,2013,10.24
deu,2014,10.26
deu,2015,10.28
deu,2016,10.31
deu,2017,10.03
deu,2018,9.99
deu,2019,12.26
deu,2020,5.58
dji,1998,26.8
dji,1999,28.99
dji,2002,24.36
dji,2005,24.61
dji,2006,24
dji,2009,17.59
dji,2011,17.37
dji,2012,17.37
dji,2014,17.4
dma,1996,22.55
dma,1997,16.52
dma,1998,16.56
dma,1999,21.85
dma,2000,21.9
dma,2001,15.48
dma,2002,15.24
dma,2003,15.24
dma,2006,15.53
dma,2007,15.53
dma,2010,14.01
dma,2011,16.21
dma,2012,14.64
dma,2013,16.21
dma,2015,16.34
dma,2016,16.34
dma,2017,16.2
dma,2020,18.07
dnk,1988,6.9
dnk,1989,7
dnk,1990,7.36
dnk,1991,7.27
dnk,1992,7.33
dnk,1993,7.13
dnk,1994,7.27
dnk,1995,17.54
dnk,1996,16.3
dnk,1997,15.76
dnk,1998,14.19
dnk,1999,14.06
dnk,2000,12
dnk,2001,13.08
dnk,2002,10.97
dnk,2003,11.18
dnk,2004,11.34
dnk,2005,11.98
dnk,2006,11.87
dnk,2007,10.85
dnk,2008,10.4
dnk,2009,10.3
dnk,2010,10.37
dnk,2011,10.39
dnk,2012,10.42
dnk,2013,10.24
dnk,2014,10.26
dnk,2015,10.28
dnk,2016,10.31
dnk,2017,10.03
dnk,2018,9.99
dnk,2019,12.26
dnk,2020,5.58
dom,1996,10.09
dom,1997,15.42
dom,1998,10.09
dom,1999,10.09
dom,2000,17.94
dom,2001,10.24
dom,2002,10.41
dom,2003,10.41
dom,2004,10.28
dom,2005,10.54
dom,2006,10.45
dom,2007,9.68
dom,2008,10.87
dom,2010,9.65
dom,2011,9.66
dom,2012,10.54
dom,2013,10.58
dom,2015,10.58
dom,2016,10.58
dom,2017,10.58
dom,2018,10.58
dom,2020,10.58
dza,1993,21.89
dza,1997,23.54
dza,1998,23.72
dza,2001,21.63
dza,2002,19.79
dza,2003,19.37
dza,2005,19.36
dza,2006,19.35
dza,2007,19.6
dza,2008,19.6
dza,2009,19.6
dza,2014,20.52
dza,2015,20.54
dza,2016,20.54
dza,2017,20.62
dza,2018,20.72
dza,2019,20.74
dza,2020,20.74
ecu,1993,9.33
ecu,1994,12.39
ecu,1995,12.21
ecu,1996,12.02
ecu,1997,12.02
ecu,1998,12.11
ecu,1999,14.03
ecu,2000,12.13
ecu,2001,12.13
ecu,2002,12.2
ecu,2003,12.18
ecu,2004,12.19
ecu,2005,12.17
ecu,2006,12.17
ecu,2007,12.17
ecu,2008,11.95
ecu,2009,13.63
ecu,2010,13.59
ecu,2011,13.53
ecu,2012,13.54
ecu,2014,14.68
ecu,2015,16.88
ecu,2016,16.93
ecu,2017,16.96
ecu,2018,16.9
ecu,2019,28.15
ecu,2020,16.93
egy,1995,53.1
egy,1998,35.05
egy,1999,50.7
egy,2000,50.72
egy,2001,50.68
egy,2002,18.55
egy,2003,49.75
egy,2004,41.61
egy,2005,41.08
egy,2006,41.15
egy,2007,39.76
egy,2008,39.67
egy,2009,39.64
egy,2010,39.75
egy,2011,39.73
egy,2012,39.71
egy,2013,39.69
egy,2014,36.4
egy,2015,36.37
egy,2016,36.62
egy,2017,40
egy,2018,39.95
egy,2019,40.34
eri,2002,8.76
eri,2006,8.76
esp,1988,6.9
esp,1989,7
esp,1990,7.36
esp,1991,7.27
esp,1992,7.33
esp,1993,7.13
esp,1994,7.27
esp,1995,17.54
esp,1996,16.3
esp,1997,15.76
esp,1998,14.19
esp,1999,14.06
esp,2000,12
esp,2001,13.08
esp,2002,10.97
esp,2003,11.18
esp,2004,11.34
esp,2005,11.98
esp,2006,11.87
esp,2007,10.85
esp,2008,10.4
esp,2009,10.3
esp,2010,10.37
esp,2011,10.39
esp,2012,10.42
esp,2013,10.24
esp,2014,10.26
esp,2015,10.28
esp,2016,10.31
esp,2017,10.03
esp,2018,9.99
esp,2019,12.26
esp,2020,5.58
est,1988,6.9
est,1989,7
est,1990,7.36
est,1991,7.27
est,1992,7.33
est,1993,7.13
est,1994,7.27
est,1995,17.54
est,1996,16.3
est,1997,15.76
est,1998,14.19
est,1999,14.06
est,2000,12
est,2001,13.08
est,2002,10.97
est,2003,11.18
est,2004,11.34
est,2005,11.98
est,2006,11.87
est,2007,10.85
est,2008,10.4
est,2009,10.3
est,2010,10.37
est,2011,10.39
est,2012,10.42
est,2013,10.24
est,2014,10.26
est,2015,10.28
est,2016,10.31
est,2017,10.03
est,2018,9.99
est,2019,12.26
est,2020,5.58
eth,1995,30.39
eth,2001,17.68
eth,2002,17.68
eth,2006,13.25
eth,2008,17
eth,2009,16.99
eth,2010,16.99
eth,2011,16.99
eth,2012,17
eth,2015,17.54
eth,2018,17.54
fin,1988,6.9
fin,1989,7
fin,1990,7.36
fin,1991,7.27
fin,1992,7.33
fin,1993,7.13
fin,1994,7.27
fin,1995,17.54
fin,1996,16.3
fin,1997,15.76
fin,1998,14.19
fin,1999,14.06
fin,2000,12
fin,2001,13.08
fin,2002,10.97
fin,2003,11.18
fin,2004,11.34
fin,2005,11.98
fin,2006,11.87
fin,2007,10.85
fin,2008,10.4
fin,2009,10.3
fin,2010,10.37
fin,2011,10.39
fin,2012,10.42
fin,2013,10.24
fin,2014,10.26
fin,2015,10.28
fin,2016,10.31
fin,2017,10.03
fin,2018,9.99
fin,2019,12.26
fin,2020,5.58
fji,2003,13.76
fji,2004,14.96
fji,2006,17.13
fji,2007,17.89
fji,2008,19.12
fji,2009,18.5
fji,2010,18.26
fji,2011,23.04
fji,2012,17.96
fji,2013,18.94
fji,2015,10.87
fji,2017,21
fji,2018,23.01
fji,2019,32.41
fji,2020,22.39
fra,1988,6.9
fra,1989,7
fra,1990,7.36
fra,1991,7.27
fra,1992,7.33
fra,1993,7.13
fra,1994,7.27
fra,1995,17.54
fra,1996,16.3
fra,1997,15.76
fra,1998,14.19
fra,1999,14.06
fra,2000,12
fra,2001,13.08
fra,2002,10.97
fra,2003,11.18
fra,2004,11.34
fra,2005,11.98
fra,2006,11.87
fra,2007,10.85
fra,2008,10.4
fra,2009,10.3
fra,2010,10.37
fra,2011,10.39
fra,2012,10.42
fra,2013,10.24
fra,2014,10.26
fra,2015,10.28
fra,2016,10.31
fra,2017,10.03
fra,2018,9.99
fra,2019,12.26
fra,2020,5.58
gab,1995,19.3
gab,1998,19.29
gab,2000,19.04
gab,2001,19.17
gab,2002,19.17
gab,2003,19.36
gab,2004,19.36
gab,2005,19.08
gab,2007,19.18
gab,2008,19.13
gab,2009,19.13
gab,2010,19.15
gab,2011,19.15
gab,2012,18.78
gab,2013,18.78
gab,2015,18.78
gab,2016,18.78
gab,2019,18.8
gbr,2000,12
gbr,2001,13.08
gbr,2002,10.97
gbr,2003,11.18
gbr,2004,11.34
gbr,2005,11.98
gbr,2006,11.87
gbr,2007,10.85
gbr,2008,10.4
gbr,2009,10.3
gbr,2010,10.37
gbr,2011,10.39
gbr,2012,10.42
gbr,2013,10.24
gbr,2014,10.26
gbr,2015,10.28
gbr,2016,10.31
gbr,2017,10.03
gbr,2018,9.99
gbr,2019,12.26
gbr,2020,5.58
geo,1999,11.87
geo,2001,11.79
geo,2002,12.46
geo,2003,10.22
geo,2004,9.66
geo,2005,9.05
geo,2006,9.12
geo,2007,4.05
geo,2008,4.03
geo,2009,4.03
geo,2010,4.03
geo,2011,4.03
geo,2012,4.05
geo,2013,3.84
geo,2015,3.84
geo,2016,3.84
geo,2020,3.63
gha,1993,17.15
gha,2000,16.97
gha,2001,14.93
gha,2002,14.93
gha,2003,14.93
gha,2004,14.94
gha,2007,14.68
gha,2008,14.68
gha,2009,14.68
gha,2010,15
gha,2013,14.44
gha,2016,13.33
gha,2017,13.33
gha,2018,13.31
gha,2019,13.31
gha,2020,13.26
gin,1998,6.77
gin,2004,6.76
gin,2005,12.09
gin,2008,11.84
gin,2009,11.83
gin,2010,11.83
gin,2012,11.93
gin,2017,13.26
gin,2018,13.26
gin,2019,13.26
gin,2020,13.26
gmb,2003,13.61
gmb,2007,19.07
gmb,2008,19.07
gmb,2009,19.03
gmb,2010,14.85
gmb,2011,15.02
gmb,2012,15.02
gmb,2013,14.97
gmb,2018,13.26
gmb,2020,13.26
gnb,2001,11.78
gnb,2002,11.78
gnb,2003,11.79
gnb,2004,11.83
gnb,2005,11.82
gnb,2006,11.82
gnb,2007,11.98
