geo,time,dt_nfl_prvt_cd
tha,1970,6502000
tha,1971,2491000
tha,1972,757000
tha,1973,-3971000
tha,1974,8527000
tha,1975,18849000
tha,1976,89912000
tha,1977,70326000
tha,1978,329036000
tha,1979,609598000
tha,1980,595397000
tha,1981,554541000
tha,1982,446016000
tha,1983,55754000
tha,1984,119463000
tha,1985,918003000
tha,1986,-240982000
tha,1987,97468000
tha,1988,279089000
tha,1989,-14483000
tha,1990,-1192908000
tha,1991,210467000
tha,1992,508072000
tha,1993,81323000
tha,1994,-99230000
tha,1995,374701000
tha,1996,855840000
tha,1997,994790000
tha,1998,2824996000
tha,1999,-646267000
tha,2000,-484446000
tha,2001,-1247028000
tha,2002,-688337000
tha,2003,-922215000
tha,2004,-45952000
tha,2005,849222000
tha,2006,-954284000
tha,2007,-581539000
tha,2008,198908000
tha,2009,1278822000
tha,2010,4811714000
tha,2011,4472531000
tha,2012,6663423000
tha,2013,-362813000
tha,2014,-105914000
tha,2015,-811102000
tha,2016,681355000
tha,2017,6243027000
tha,2018,6854639000
tha,2019,3979000000
tha,2020,350000000
tjk,1993,68000000
tjk,1998,-8050000
tjk,1999,-4470000
tjk,2002,1181000
tjk,2003,-14997000
tjk,2004,-330000
tjk,2005,184000
tjk,2006,-3487000
tjk,2007,-329000
tjk,2008,-353000
tjk,2009,4011000
tjk,2010,-318000
tjk,2011,-331000
tjk,2012,8546000
tjk,2013,36000
tjk,2014,9388000
tjk,2015,2356000
tjk,2016,-263000
tjk,2017,499842000
tjk,2018,-83000
tkm,1993,82025000
tkm,1994,14164000
tkm,1995,19998000
tkm,1996,165958000
tkm,1997,786610000
tkm,1998,390528000
tkm,1999,47993000
tkm,2000,-260249000
tkm,2001,-348973000
tkm,2002,-313447000
tkm,2003,-246481000
tkm,2004,-182057000
tkm,2005,-57537000
tkm,2006,-28356000
tkm,2007,-18777000
tkm,2008,-15392000
tkm,2009,-15391000
tkm,2010,-15392000
tkm,2017,211008000
tkm,2018,158300000
tkm,2019,138116000
tkm,2020,86278000
ton,1996,171000
ton,1997,-1123000
ton,1998,-843000
ton,1999,-1256000
ton,2000,-1257000
ton,2009,778000
ton,2010,144000
ton,2011,-80000
ton,2012,-199000
ton,2013,-270000
ton,2014,-428000
ton,2015,-130000
tun,1970,1132000
tun,1971,-2260000
tun,1972,-25252000
tun,1973,-7099000
tun,1974,9234000
tun,1975,20091000
tun,1976,55004000
tun,1977,329543000
tun,1978,267809000
tun,1979,331943000
tun,1980,89302000
tun,1981,95732000
tun,1982,54770000
tun,1983,288307000
tun,1984,-140364000
tun,1985,74487000
tun,1986,107707000
tun,1987,-97618000
tun,1988,27757000
tun,1989,-131219000
tun,1990,-190292000
tun,1991,-162358000
tun,1992,78799000
tun,1993,-92759000
tun,1994,-115346000
tun,1995,497296000
tun,1996,384851000
tun,1997,587383000
tun,1998,-17856000
tun,1999,211490000
tun,2000,-69193000
tun,2001,323905000
tun,2002,532894000
tun,2003,564612000
tun,2004,282890000
tun,2005,27461000
tun,2006,-104235000
tun,2007,-60248000
tun,2008,2708000
tun,2009,-335265000
tun,2010,-470763000
tun,2011,-852746000
tun,2012,609086000
tun,2013,-214001000
tun,2014,1164972000
tun,2015,1224799000
tun,2016,416220000
tun,2017,1275401000
tun,2018,512430000
tun,2019,-25699000
tun,2020,-777397000
tur,1970,-12815000
tur,1971,46984000
tur,1972,16087000
tur,1973,11757000
tur,1974,23383000
tur,1975,-26380000
tur,1976,157167000
tur,1977,418259000
tur,1978,324259000
tur,1979,2994533000
tur,1980,595792000
tur,1981,-24178000
tur,1982,132617000
tur,1983,133730000
tur,1984,250721000
tur,1985,92599000
tur,1986,1096258000
tur,1987,1128951000
tur,1988,2970279000
tur,1989,1468205000
tur,1990,803608000
tur,1991,576756000
tur,1992,2100896000
tur,1993,3527218000
tur,1994,106513000
tur,1995,56986000
tur,1996,2115040000
tur,1997,2628392000
tur,1998,-121702000
tur,1999,4420488000
tur,2000,7503628000
tur,2001,-1165893000
tur,2002,613434000
tur,2003,726640000
tur,2004,1303339000
tur,2005,394155000
tur,2006,2777603000
tur,2007,5345599000
tur,2008,676799000
tur,2009,342110000
tur,2010,4734960000
tur,2011,2153847000
tur,2012,5556984000
tur,2013,5512560000
tur,2014,4909064000
tur,2015,1631090000
tur,2016,5121467000
tur,2017,5314907000
tur,2018,4080345000
tur,2019,4179652000
tur,2020,5537661000
tza,1970,5600000
tza,1971,4441000
tza,1972,267000
tza,1973,422000
tza,1974,1824000
tza,1975,2341000
tza,1976,22248000
tza,1977,30022000
tza,1978,55320000
tza,1979,65066000
tza,1980,84464000
tza,1981,76058000
tza,1982,27209000
tza,1983,23012000
tza,1984,32775000
tza,1985,46604000
tza,1986,68379000
tza,1987,37943000
tza,1988,27274000
tza,1989,26300000
tza,1990,5532000
tza,1991,-7645000
tza,1992,-44522000
tza,1993,18306000
tza,1994,2262000
tza,1995,18469000
tza,1996,-15819000
tza,1997,-17631000
tza,1998,-13762000
tza,1999,-12331000
tza,2000,-11511000
tza,2001,-16982000
tza,2002,-17726000
tza,2003,19244000
tza,2004,5142000
tza,2005,19084000
tza,2006,10973000
tza,2007,2297000
tza,2009,29216000
tza,2010,8170000
tza,2011,355832000
tza,2012,221710000
tza,2013,794182000
tza,2014,-12701000
tza,2015,-27665000
tza,2016,-250629000
tza,2017,175404000
tza,2018,178180000
tza,2019,905872000
tza,2020,-269442000
uga,1970,6169000
uga,1971,5228000
uga,1972,1412000
uga,1973,-13926000
uga,1974,11990000
uga,1975,-2818000
uga,1976,4799000
uga,1977,34356000
uga,1978,83743000
uga,1979,41039000
uga,1980,44239000
uga,1981,-12196000
uga,1982,27588000
uga,1983,-8504000
uga,1984,5552000
uga,1985,5815000
uga,1986,34602000
uga,1987,119555000
uga,1988,-718000
uga,1989,5100000
uga,1990,16298000
uga,1991,-24982000
uga,1992,-8363000
uga,1993,898000
uga,1994,-15176000
uga,1995,-8769000
uga,1996,-7105000
uga,1997,-1434000
uga,1998,-1718000
uga,1999,-1360000
uga,2000,-1297000
uga,2001,3294000
uga,2002,-611000
uga,2003,-711000
uga,2004,-716000
uga,2005,-712000
uga,2006,-720000
uga,2007,-786000
uga,2008,-554000
uga,2009,-255000
uga,2010,-199000
uga,2016,558000
uga,2017,7373000
uga,2018,43580000
uga,2019,34023000
uga,2020,404417000
ukr,1992,364818000
ukr,1993,433628000
ukr,1994,174769000
ukr,1995,-248565000
ukr,1996,-6338000
ukr,1997,579904000
ukr,1998,1451152000
ukr,1999,-510941000
ukr,2000,-9917000
ukr,2001,-145044000
ukr,2002,63575000
ukr,2003,354804000
ukr,2004,1906321000
ukr,2005,185885000
ukr,2006,1683297000
ukr,2007,3198943000
ukr,2008,-744308000
ukr,2009,-1589340000
ukr,2010,2756033000
ukr,2011,2499210000
ukr,2012,2398893000
ukr,2013,5356040000
ukr,2014,47000
ukr,2015,1065453000
ukr,2016,1283627000
ukr,2017,1423685000
ukr,2018,1023414000
ukr,2019,2825351000
ukr,2020,-293917000
uzb,1993,150950000
uzb,1994,50560000
uzb,1995,192455000
uzb,1996,375559000
uzb,1997,102746000
uzb,1998,270332000
uzb,1999,503401000
uzb,2000,7197000
uzb,2001,51643000
uzb,2002,-85747000
uzb,2003,-81152000
uzb,2004,-178046000
uzb,2005,-271724000
uzb,2006,-324348000
uzb,2007,-255558000
uzb,2008,-181218000
uzb,2009,-152560000
uzb,2010,-99082000
uzb,2011,6376000
uzb,2012,-66111000
uzb,2013,-42231000
uzb,2014,79587000
uzb,2015,89062000
uzb,2016,23477000
uzb,2017,-23501000
uzb,2018,-72001000
uzb,2019,1036132000
uzb,2020,1265783000
vct,1970,360000
vct,1979,223000
vct,1980,135000
vct,1981,945000
vct,1982,-547000
vct,1983,-236000
vct,1984,-116000
vct,1985,-109000
vct,1986,-119000
vct,1987,-136000
vct,1988,-277000
vct,1993,-19000
vct,1994,4749000
vct,1995,51000
vct,1997,-1560000
vct,1998,-400000
vct,1999,57482000
vct,2000,-400000
vct,2001,-400000
vct,2002,7515000
vct,2003,20682000
vct,2004,24470000
vct,2005,22277000
vct,2006,-14621000
vct,2007,-11253000
vct,2008,5875000
vct,2009,-10739000
vct,2010,-11110000
vct,2011,-10925000
vct,2012,-12423000
vct,2013,-7901000
vct,2014,-398000
vct,2015,-6387000
vct,2016,-3387000
vct,2017,6964000
vct,2018,-3812000
vct,2019,-2564000
vct,2020,-3928000
ven,1970,169339000
ven,1971,267567000
ven,1972,341851000
ven,1973,65686000
ven,1974,-200730000
ven,1975,-352645000
ven,1976,806943000
ven,1977,1487278000
ven,1978,2177667000
ven,1979,3127495000
ven,1980,1113679000
ven,1981,1050319000
ven,1982,740116000
ven,1983,1534465000
ven,1984,-370805000
ven,1985,-531166000
ven,1986,-871216000
ven,1987,-835994000
ven,1988,399048000
ven,1989,337303000
ven,1990,-403536000
ven,1991,152239000
ven,1992,622187000
ven,1993,1005283000
ven,1994,207962000
ven,1995,-260755000
ven,1996,1410149000
ven,1997,7725110000
ven,1998,159457000
ven,1999,-187582000
ven,2000,1098689000
ven,2001,-215332000
ven,2002,-1481020000
ven,2003,1944261000
ven,2004,1746756000
ven,2005,3907873000
ven,2006,-1245234000
ven,2007,2844847000
ven,2008,2013296000
ven,2009,8221627000
ven,2010,8045872000
ven,2011,8149967000
ven,2012,3589045000
ven,2013,-749058000
ven,2014,2132928000
ven,2015,-2293572000
ven,2016,3668753000
ven,2017,-109644000
ven,2018,-161000
ven,2019,0
ven,2020,0
vnm,1989,-3298000
vnm,1990,-41000
vnm,1991,49959000
vnm,1992,139647000
vnm,1993,-36708000
vnm,1994,-29348000
vnm,1995,356013000
vnm,1996,216879000
vnm,1997,318918000
vnm,1998,-365266000
vnm,1999,-783780000
vnm,2000,-712271000
vnm,2001,-599603000
vnm,2002,-667257000
vnm,2003,-304882000
vnm,2004,-6335000
vnm,2005,603161000
vnm,2006,-87166000
vnm,2007,278624000
vnm,2008,460404000
vnm,2009,426576000
vnm,2010,1608868000
vnm,2011,409396000
vnm,2012,809290000
vnm,2013,1701170000
vnm,2014,844730000
vnm,2015,-240332000
vnm,2016,-924419000
vnm,2017,-750059000
vnm,2018,-768790000
vnm,2019,-665334000
vnm,2020,-1367453000
vut,1981,-25000
vut,1982,-22000
vut,1983,422000
vut,1984,1325000
vut,1985,-103000
vut,1986,-218000
vut,1987,67000
vut,1988,179000
vut,1989,8000
vut,1990,-210000
vut,1991,-215000
vut,1992,-203000
vut,1993,-198000
vut,1994,-203000
vut,1995,-178000
vut,1996,-149000
vut,1997,-118000
vut,1998,-80000
vut,1999,-79000
wsm,1970,-75000
wsm,1971,-72000
wsm,1972,1889000
wsm,1973,4793000
wsm,1974,2426000
wsm,1975,-383000
wsm,1976,527000
wsm,1977,1771000
wsm,1978,653000
wsm,1979,-1781000
wsm,1980,-1823000
wsm,1981,-1110000
wsm,1982,-993000
wsm,1983,-1530000
wsm,1984,1983000
wsm,1985,-998000
wsm,1986,-924000
wsm,1987,-400000
wsm,1988,-400000
wsm,1989,-400000
wsm,1992,-431000
wsm,1993,-270000
wsm,1994,-594000
yem,1971,-226000
yem,1972,-226000
yem,1973,3690000
yem,1974,-96000
yem,1975,-35000
yem,1976,-813000
yem,1977,12654000
yem,1978,1828000
yem,1979,141682000
yem,1980,63123000
yem,1981,102350000
yem,1982,90278000
yem,1983,13790000
yem,1984,11704000
yem,1985,5805000
yem,1986,128869000
yem,1987,173733000
yem,1988,328645000
yem,1989,227987000
yem,1990,160997000
yem,1991,47162000
yem,1992,6263000
yem,1993,9767000
yem,1994,-5148000
yem,1995,-1829000
yem,1997,1000
yem,1998,1762000
yem,1999,5052000
yem,2000,-263000
yem,2001,-6702000
yem,2002,0
yem,2003,0
yem,2004,0
yem,2005,-69000
yem,2006,-375000
yem,2007,-1003000
yem,2008,-1077000
yem,2009,-1020000
yem,2010,-971000
yem,2011,-1010000
yem,2012,-933000
yem,2013,-908000
yem,2014,-575000
zaf,1994,1923609000
zaf,1995,2030408000
zaf,1996,584753000
zaf,1997,7192883000
zaf,1998,216367000
zaf,1999,1604112000
zaf,2000,135528000
zaf,2001,-154175000
zaf,2002,1406246000
zaf,2003,-38437000
zaf,2004,807492000
zaf,2005,-188111000
zaf,2006,-630766000
zaf,2007,789982000
zaf,2008,4092833000
zaf,2009,-4075000
zaf,2010,6334145000
zaf,2011,13429508000
zaf,2012,15289498000
zaf,2013,4695714000
zaf,2014,5194464000
zaf,2015,-7960199000
zaf,2016,9408072000
zaf,2017,12804993000
zaf,2018,997485000
zaf,2019,9415769000
zaf,2020,-4811528000
zmb,1970,311767000
zmb,1971,-24011000
zmb,1972,13239000
zmb,1973,-75681000
zmb,1974,-35755000
zmb,1975,227281000
zmb,1976,39676000
zmb,1977,-17523000
zmb,1978,-104380000
zmb,1979,26252000
zmb,1980,140942000
zmb,1981,16175000
zmb,1982,61784000
zmb,1983,35117000
zmb,1984,37886000
zmb,1985,4108000
zmb,1986,113492000
zmb,1987,-38962000
zmb,1988,-32719000
zmb,1989,10121000
zmb,1990,-11250000
zmb,1991,-9044000
zmb,1992,-23460000
zmb,1993,-38677000
zmb,1994,-27381000
zmb,1995,-39286000
zmb,1996,-31127000
zmb,1997,-6060000
zmb,1998,-50295000
zmb,1999,-3527000
zmb,2000,-822000
zmb,2001,-1775000
zmb,2002,16084000
zmb,2003,-124178000
zmb,2004,-2802000
zmb,2005,-19898000
zmb,2006,-1824000
zmb,2008,7009000
zmb,2009,-2336000
zmb,2010,-2336000
zmb,2011,-2336000
zmb,2012,750000000
zmb,2013,250000000
zmb,2014,1000020000
zmb,2015,1265250000
zmb,2016,31263000
zmb,2017,1261942000
zmb,2018,663525000
zmb,2019,186280000
zmb,2020,293959000
zwe,1970,-252000
zwe,1971,-516000
zwe,1972,-470000
zwe,1973,-1378000
zwe,1974,-218000
zwe,1975,-173000
zwe,1976,-157000
zwe,1977,-135000
zwe,1978,274436000
zwe,1979,97011000
zwe,1980,20586000
zwe,1981,223175000
zwe,1982,328453000
zwe,1983,189132000
zwe,1984,-39519000
zwe,1985,-68332000
zwe,1986,-103096000
zwe,1987,-111275000
zwe,1988,-128187000
zwe,1989,36007000
zwe,1990,-11456000
zwe,1991,15260000
zwe,1992,3018000
zwe,1993,-122819000
zwe,1994,-65797000
zwe,1995,-25455000
zwe,1996,-63936000
zwe,1997,-70170000
zwe,1998,-32364000
zwe,1999,-35798000
zwe,2000,-13642000
zwe,2001,5726000
zwe,2002,612000
zwe,2003,-13378000
zwe,2004,2576000
zwe,2005,3303000
zwe,2006,118000
zwe,2007,0
zwe,2008,0
zwe,2009,0
zwe,2010,523000
zwe,2011,4589000
zwe,2012,17000
zwe,2013,-4777000
zwe,2014,1277000
zwe,2015,3949000
zwe,2016,36000000
zwe,2017,-10898000
zwe,2018,0
zwe,2019,-5810000
zwe,2020,-3034000
