geo,time,sl_emp_1524_sp_fe_zs
aze,1997,47.748
aze,1998,45.89
aze,1999,44.2
aze,2000,42.367
aze,2001,38.87
aze,2002,38.915
aze,2003,38.54
aze,2004,34.474
aze,2005,38.342
aze,2006,37.197
aze,2007,34.809
aze,2008,31.396
aze,2009,32.3
aze,2010,36.17
aze,2011,27.53
aze,2012,26.974
aze,2013,28.298
aze,2014,29.061
aze,2015,30.6
aze,2016,33.125
aze,2017,35.153
aze,2018,37.245
aze,2019,36.957
aze,2020,31.544
bdi,1991,81.28
bdi,1992,80.012
bdi,1993,78.702
bdi,1994,77.392
bdi,1995,76.049
bdi,1996,74.649
bdi,1997,73.238
bdi,1998,71.803
bdi,1999,71.222
bdi,2000,70.66
bdi,2001,70.035
bdi,2002,69.383
bdi,2003,68.682
bdi,2004,67.956
bdi,2005,67.162
bdi,2006,66.319
bdi,2007,65.416
bdi,2008,64.465
bdi,2009,63.442
bdi,2010,62.367
bdi,2011,61.238
bdi,2012,60.068
bdi,2013,58.871
bdi,2014,57.665
bdi,2015,57.479
bdi,2016,57.305
bdi,2017,57.121
bdi,2018,56.937
bdi,2019,56.758
bdi,2020,55.666
bel,1991,29.238
bel,1992,30.228
bel,1993,26.198
bel,1994,25.222
bel,1995,24.123
bel,1996,22.536
bel,1997,21.706
bel,1998,22.57
bel,1999,23.298
bel,2000,26.64
bel,2001,24.909
bel,2002,25.602
bel,2003,23.743
bel,2004,25.868
bel,2005,25.176
bel,2006,24.723
bel,2007,24.974
bel,2008,25.011
bel,2009,23.192
bel,2010,23.113
bel,2011,24.203
bel,2012,22.648
bel,2013,21.901
bel,2014,21.819
bel,2015,21.679
bel,2016,21.404
bel,2017,20.812
bel,2018,23.472
bel,2019,25.779
bel,2020,22.447
ben,1991,54.169
ben,1992,54.133
ben,1993,54.356
ben,1994,54.611
ben,1995,54.91
ben,1996,55.252
ben,1997,55.64
ben,1998,56.071
ben,1999,56.551
ben,2000,57.079
ben,2001,57.656
ben,2002,58.282
ben,2003,56.968
ben,2004,55.678
ben,2005,54.397
ben,2006,53.137
ben,2007,51.89
ben,2008,50.648
ben,2009,49.41
ben,2010,48.188
ben,2011,45.63
ben,2012,45.62
ben,2013,45.605
ben,2014,45.543
ben,2015,45.399
ben,2016,45.329
ben,2017,45.255
ben,2018,45.156
ben,2019,44.918
ben,2020,44.028
bfa,1991,71.154
bfa,1992,70.183
bfa,1993,69.252
bfa,1994,68.267
bfa,1995,67.311
bfa,1996,66.334
bfa,1997,65.282
bfa,1998,64.229
bfa,1999,62.986
bfa,2000,61.694
bfa,2001,60.432
bfa,2002,59.119
bfa,2003,57.817
bfa,2004,55.851
bfa,2005,53.929
bfa,2006,53.055
bfa,2007,51.992
bfa,2008,50.512
bfa,2009,49.005
bfa,2010,47.542
bfa,2011,46.042
bfa,2012,44.555
bfa,2013,43.073
bfa,2014,41.595
bfa,2015,41.402
bfa,2016,41.241
bfa,2017,41.058
bfa,2018,40.861
bfa,2019,40.647
bfa,2020,39.854
bgd,1991,21.564
bgd,1992,21.545
bgd,1993,21.622
bgd,1994,21.746
bgd,1995,21.881
bgd,1996,21.881
bgd,1997,21.67
bgd,1998,21.454
bgd,1999,21.241
bgd,2000,20.957
bgd,2001,21.201
bgd,2002,21.484
bgd,2003,21.734
bgd,2004,20.84
bgd,2005,19.93
bgd,2006,19.89
bgd,2007,19.83
bgd,2008,19.809
bgd,2009,19.8
bgd,2010,21.102
bgd,2011,20.938
bgd,2012,20.78
bgd,2013,20.623
bgd,2014,20.387
bgd,2015,20.162
bgd,2016,19.972
bgd,2017,21.845
bgd,2018,21.865
bgd,2019,21.783
bgd,2020,19.32
bgr,1991,39.295
bgr,1992,36.256
bgr,1993,32.972
bgr,1994,33.541
bgr,1995,32.279
bgr,1996,28.77
bgr,1997,25.41
bgr,1998,24.258
bgr,1999,20.605
bgr,2000,17.854
bgr,2001,20.984
bgr,2002,19.503
bgr,2003,19.437
bgr,2004,19.441
bgr,2005,19.278
bgr,2006,20.91
bgr,2007,21.718
bgr,2008,23.039
bgr,2009,21.318
bgr,2010,21.221
bgr,2011,18.925
bgr,2012,18.718
bgr,2013,18.346
bgr,2014,17.256
bgr,2015,16.441
bgr,2016,16.236
bgr,2017,19.096
bgr,2018,16.982
bgr,2019,18.357
bgr,2020,15.722
bhr,1991,21.282
bhr,1992,21.272
bhr,1993,21.565
bhr,1994,21.772
bhr,1995,22.045
bhr,1996,22.226
bhr,1997,22.395
bhr,1998,22.589
bhr,1999,22.844
bhr,2000,23.124
bhr,2001,22.91
bhr,2002,22.761
bhr,2003,22.669
bhr,2004,22.591
bhr,2005,22.517
bhr,2006,22.47
bhr,2007,22.479
bhr,2008,22.504
bhr,2009,22.577
bhr,2010,22.741
bhr,2011,20.294
bhr,2012,21.129
bhr,2013,22.128
bhr,2014,23.168
bhr,2015,24.221
bhr,2016,24.101
bhr,2017,23.766
bhr,2018,23.331
bhr,2019,22.867
bhr,2020,20.243
bhs,1991,38.895
bhs,1992,35.134
bhs,1993,37.206
bhs,1994,35.528
bhs,1995,39.155
bhs,1996,34.616
bhs,1997,36.035
bhs,1998,39.492
bhs,1999,39.641
bhs,2000,40.938
bhs,2001,42.475
bhs,2002,39.106
bhs,2003,35.541
bhs,2004,36.789
bhs,2005,37.255
bhs,2006,39.83
bhs,2007,37.716
bhs,2008,37.826
bhs,2009,32.357
bhs,2010,32.57
bhs,2011,32.83
bhs,2012,31.674
bhs,2013,29.098
bhs,2014,30.824
bhs,2015,32.435
bhs,2016,30.685
bhs,2017,32.466
bhs,2018,32.48
bhs,2019,32.018
bhs,2020,25.277
bih,1991,19.738
bih,1992,19.404
bih,1993,18.794
bih,1994,17.767
bih,1995,16.868
bih,1996,16.06
bih,1997,15.393
bih,1998,14.661
bih,1999,13.852
bih,2000,13.199
bih,2001,12.532
bih,2002,11.795
bih,2003,11.174
bih,2004,10.394
bih,2005,9.511
bih,2006,8.902
bih,2007,9.375
bih,2008,12.402
bih,2009,11.58
bih,2010,10.091
bih,2011,9.393
bih,2012,7.446
bih,2013,7.91
bih,2014,8.152
bih,2015,8.164
bih,2016,8.926
bih,2017,11.735
bih,2018,12.76
bih,2019,18.944
bih,2020,15.59
blr,1991,39.236
blr,1992,38.26
blr,1993,34.918
blr,1994,32.572
blr,1995,29.629
blr,1996,24.846
blr,1997,29.86
blr,1998,31.55
blr,1999,32.151
blr,2000,32.901
blr,2001,33.731
blr,2002,34.534
blr,2003,35.304
blr,2004,36.026
blr,2005,36.837
blr,2006,37.605
blr,2007,38.388
blr,2008,39.124
blr,2009,39.97
blr,2010,40.199
blr,2011,40.516
blr,2012,40.835
blr,2013,41.122
blr,2014,41.403
blr,2015,41.753
blr,2016,42.054
blr,2017,43.929
blr,2018,41.272
blr,2019,41.618
blr,2020,40.679
blz,1991,23.812
blz,1992,24.137
blz,1993,24.052
blz,1994,22.866
blz,1995,21.801
blz,1996,21.889
blz,1997,20.991
blz,1998,20.374
blz,1999,20.613
blz,2000,22.18
blz,2001,23.589
blz,2002,23.603
blz,2003,23.006
blz,2004,22.299
blz,2005,21.612
blz,2006,22.94
blz,2007,24.166
blz,2008,24.397
blz,2009,24.224
blz,2010,24.106
blz,2011,23.953
blz,2012,23.813
blz,2013,23.656
blz,2014,24.172
blz,2015,24.659
blz,2016,23.837
blz,2017,25.611
blz,2018,25.273
blz,2019,24.697
blz,2020,20.723
bol,1991,42.721
bol,1992,42.547
bol,1993,42.761
bol,1994,42.949
bol,1995,43.369
bol,1996,43.714
bol,1997,44.136
bol,1998,43.13
bol,1999,42.016
bol,2000,41.069
bol,2001,41.58
bol,2002,42.133
bol,2003,42.667
bol,2004,43.244
bol,2005,43.781
bol,2006,44.326
bol,2007,40.672
bol,2008,41.235
bol,2009,42.224
bol,2010,42.051
bol,2011,41.897
bol,2012,34.391
bol,2013,37.419
bol,2014,39.954
bol,2015,31.671
bol,2016,33.954
bol,2017,35.184
bol,2018,41.215
bol,2019,38.069
bol,2020,30.296
bra,1991,38.096
bra,1992,38.539
bra,1993,39.473
bra,1994,39.879
bra,1995,40.206
bra,1996,38.362
bra,1997,37.373
bra,1998,36.066
bra,1999,36.331
bra,2000,37.198
bra,2001,37.511
bra,2002,38.731
bra,2003,37.871
bra,2004,39.623
bra,2005,40.012
bra,2006,40.014
bra,2007,40.812
bra,2008,41.208
bra,2009,39.523
bra,2010,39.553
bra,2011,38.699
bra,2012,38.672
bra,2013,37.984
bra,2014,37.647
bra,2015,35.603
bra,2016,32.861
bra,2017,32.754
bra,2018,33.381
bra,2019,34.227
bra,2020,28.27
brb,1991,33.222
brb,1992,31.292
brb,1993,30.592
brb,1994,28.65
brb,1995,35.28
brb,1996,41.359
brb,1997,37.871
brb,1998,40.189
brb,1999,40.411
brb,2000,42.383
brb,2001,41.498
brb,2002,40.219
brb,2003,39.015
brb,2004,39.715
brb,2005,39.051
brb,2006,38.885
brb,2007,39.711
brb,2008,38.633
brb,2009,37.602
brb,2010,36.651
brb,2011,33.943
brb,2012,28.71
brb,2013,28.485
brb,2014,28.928
brb,2015,27.179
brb,2016,31.199
brb,2017,29.71
brb,2018,30.888
brb,2019,33.287
brb,2020,28.772
brn,1991,31.862
brn,1992,32.376
brn,1993,33
brn,1994,33.346
brn,1995,33.707
brn,1996,34.311
brn,1997,35.014
brn,1998,35.477
brn,1999,35.74
brn,2000,36.049
brn,2001,36.375
brn,2002,35.659
brn,2003,35.057
brn,2004,34.528
brn,2005,33.885
brn,2006,33.016
brn,2007,32.531
brn,2008,31.973
brn,2009,31.333
brn,2010,30.504
brn,2011,29.612
brn,2012,28.87
brn,2013,28.151
brn,2014,27.334
brn,2015,26.35
brn,2016,25.644
brn,2017,24.725
brn,2018,23.646
brn,2019,24.325
brn,2020,23.291
btn,1991,45.447
btn,1992,44.845
btn,1993,44.288
btn,1994,43.661
btn,1995,43.069
btn,1996,43.51
btn,1997,44.126
btn,1998,44.865
btn,1999,45.396
btn,2000,45.564
btn,2001,45.765
btn,2002,47.097
btn,2003,48.532
btn,2004,48.499
btn,2005,49.352
btn,2006,48.725
btn,2007,47.576
btn,2008,47.032
btn,2009,46.041
btn,2010,36.857
btn,2011,36.826
btn,2012,34.423
btn,2013,29.836
btn,2014,26.598
btn,2015,28.29
btn,2016,27.481
btn,2017,26.668
btn,2018,25.766
btn,2019,24.778
btn,2020,21.894
bwa,1991,28.715
bwa,1992,27.149
bwa,1993,25.634
bwa,1994,24.136
bwa,1995,23.599
bwa,1996,23.101
bwa,1997,22.308
bwa,1998,21.324
bwa,1999,22.601
bwa,2000,23.829
bwa,2001,19.829
bwa,2002,18.647
bwa,2003,17.454
bwa,2004,19.47
bwa,2005,21.485
bwa,2006,23.479
bwa,2007,22.934
bwa,2008,22.37
bwa,2009,21.733
bwa,2010,20.217
bwa,2011,20.12
bwa,2012,20.06
bwa,2013,20.064
bwa,2014,20
bwa,2015,19.957
bwa,2016,20.018
bwa,2017,20.052
bwa,2018,20.113
bwa,2019,20.169
bwa,2020,17.112
caf,1991,46.296
caf,1992,46.124
caf,1993,46.026
caf,1994,45.948
caf,1995,45.872
caf,1996,45.793
caf,1997,45.791
caf,1998,45.843
caf,1999,45.836
caf,2000,45.776
caf,2001,45.723
caf,2002,45.708
caf,2003,45.626
caf,2004,45.793
caf,2005,45.806
caf,2006,46.07
caf,2007,46.299
caf,2008,46.623
caf,2009,46.676
caf,2010,46.409
caf,2011,46.859
caf,2012,47.257
caf,2013,47.072
caf,2014,47.38
caf,2015,47.457
caf,2016,47.267
caf,2017,47.161
caf,2018,47.083
caf,2019,46.847
caf,2020,45.476
can,1991,57.574
can,1992,55.124
can,1993,53.267
can,1994,53.391
can,1995,53.252
can,1996,52.033
can,1997,50.142
can,1998,51.932
can,1999,53.747
can,2000,55.703
can,2001,56.21
can,2002,57.617
can,2003,58.634
can,2004,58.241
can,2005,58.729
can,2006,59.34
can,2007,59.793
can,2008,60.04
can,2009,57.277
can,2010,56.7
can,2011,56.474
can,2012,55.569
can,2013,56.017
can,2014,56.933
can,2015,57.168
can,2016,56.785
can,2017,57.648
can,2018,57.243
can,2019,58.803
can,2020,49.585
chanisl,1991,43.651
chanisl,1992,42.647
chanisl,1993,41.679
chanisl,1994,41.916
chanisl,1995,41.787
chanisl,1996,41.225
chanisl,1997,41.207
chanisl,1998,42.262
chanisl,1999,42.357
chanisl,2000,43.156
chanisl,2001,44.008
chanisl,2002,41.673
chanisl,2003,40.706
chanisl,2004,39.72
chanisl,2005,40.536
chanisl,2006,41.115
chanisl,2007,42.497
chanisl,2008,42.846
chanisl,2009,40.007
chanisl,2010,38.296
chanisl,2011,39.348
chanisl,2012,38.105
chanisl,2013,37.671
chanisl,2014,38.083
chanisl,2015,38.717
chanisl,2016,39.06
chanisl,2017,39.677
chanisl,2018,40.59
chanisl,2019,40.476
chanisl,2020,38.843
che,1991,67.832
che,1992,66.649
che,1993,67.952
che,1994,63.346
che,1995,60.801
che,1996,62.924
che,1997,62.32
che,1998,59.091
che,1999,65.398
che,2000,63.401
che,2001,63.231
che,2002,65.408
che,2003,62.293
che,2004,61.083
che,2005,58.828
che,2006,62.017
che,2007,59.713
che,2008,61.242
che,2009,62.352
che,2010,61.529
che,2011,62.526
che,2012,60.931
che,2013,61.168
che,2014,61.669
che,2015,62.575
che,2016,63.164
che,2017,62.345
che,2018,62.583
che,2019,61.555
che,2020,59.417
chl,1991,26.638
chl,1992,27.393
chl,1993,27.675
chl,1994,26.663
chl,1995,27.747
chl,1996,24.228
chl,1997,24.989
chl,1998,23.984
chl,1999,20.582
chl,2000,20.208
chl,2001,19.403
chl,2002,18.499
chl,2003,19.029
chl,2004,19.813
chl,2005,20.556
chl,2006,21.07
chl,2007,21.879
chl,2008,22.565
chl,2009,22.039
chl,2010,24.117
chl,2011,25.535
chl,2012,25.878
chl,2013,25.337
chl,2014,24.89
chl,2015,24.86
chl,2016,24.527
chl,2017,24.751
chl,2018,24.622
chl,2019,23.545
chl,2020,16.205
chn,1991,75.329
chn,1992,74.362
chn,1993,72.941
chn,1994,71.598
chn,1995,70.339
chn,1996,69.002
chn,1997,67.631
chn,1998,66.35
chn,1999,65.044
chn,2000,63.729
chn,2001,61.948
chn,2002,60.322
chn,2003,58.834
chn,2004,57.842
chn,2005,56.67
chn,2006,55.599
chn,2007,54.479
chn,2008,52.972
chn,2009,51.553
chn,2010,50.437
chn,2011,49.298
chn,2012,48.054
chn,2013,46.802
chn,2014,45.672
chn,2015,44.601
chn,2016,43.633
chn,2017,42.611
chn,2018,41.686
chn,2019,40.51
chn,2020,38.008
civ,1991,37.193
civ,1992,36.976
civ,1993,37.296
civ,1994,37.584
civ,1995,37.93
civ,1996,38.021
civ,1997,38.021
civ,1998,38.012
civ,1999,37.231
civ,2000,36.454
civ,2001,35.692
civ,2002,34.931
civ,2003,34.187
civ,2004,33.462
civ,2005,32.749
civ,2006,32.038
civ,2007,31.341
civ,2008,30.659
civ,2009,29.991
civ,2010,29.331
civ,2011,28.661
civ,2012,28.051
civ,2013,28.07
civ,2014,27.741
civ,2015,27.403
civ,2016,27.049
civ,2017,26.086
civ,2018,25.882
civ,2019,25.679
civ,2020,25.062
cmr,1991,61.782
cmr,1992,61.77
cmr,1993,61.624
cmr,1994,61.595
cmr,1995,61.456
cmr,1996,61.376
cmr,1997,61.267
cmr,1998,61.092
cmr,1999,60.89
cmr,2000,60.668
cmr,2001,60.57
cmr,2002,61.007
cmr,2003,61.436
cmr,2004,61.867
cmr,2005,62.217
cmr,2006,62.706
cmr,2007,63.159
cmr,2008,58.595
cmr,2009,53.86
cmr,2010,49.023
cmr,2011,49.067
cmr,2012,49.097
cmr,2013,49.118
cmr,2014,49.121
cmr,2015,48.934
cmr,2016,48.746
cmr,2017,48.528
cmr,2018,48.296
cmr,2019,48.043
cmr,2020,47.076
cod,1991,47.967
cod,1992,48.041
cod,1993,48.063
cod,1994,48.106
cod,1995,48.086
cod,1996,48.237
cod,1997,48.287
cod,1998,48.308
cod,1999,48.276
cod,2000,48.229
cod,2001,48.341
cod,2002,48.455
cod,2003,48.563
cod,2004,48.658
cod,2005,48.732
cod,2006,47.057
cod,2007,45.402
cod,2008,43.768
cod,2009,42.152
cod,2010,40.571
cod,2011,39.011
cod,2012,37.483
cod,2013,37.524
cod,2014,37.535
cod,2015,37.497
cod,2016,37.475
cod,2017,37.418
cod,2018,37.33
cod,2019,37.196
cod,2020,34.606
cog,1991,29.728
cog,1992,29.497
cog,1993,29.21
cog,1994,28.894
cog,1995,28.691
cog,1996,28.472
cog,1997,28.204
cog,1998,27.996
cog,1999,27.699
cog,2000,27.515
cog,2001,27.327
cog,2002,27.143
cog,2003,26.912
cog,2004,26.734
cog,2005,26.597
cog,2006,26.516
cog,2007,26.343
cog,2008,26.352
cog,2009,26.314
cog,2010,26.222
cog,2011,26.291
cog,2012,26.432
cog,2013,26.453
cog,2014,26.574
cog,2015,26.573
cog,2016,26.514
cog,2017,26.509
cog,2018,26.448
cog,2019,26.387
cog,2020,23.052
col,1991,35.037
col,1992,35.617
col,1993,37.389
col,1994,36.415
col,1995,37.66
col,1996,34.739
col,1997,34.564
col,1998,31.995
col,1999,27.36
col,2000,25.879
col,2001,30.689
col,2002,30.901
col,2003,32.246
col,2004,30.122
col,2005,29.818
col,2006,29.924
col,2007,27.971
col,2008,27.459
col,2009,29.826
col,2010,31.059
col,2011,32.375
col,2012,34.105
col,2013,34.316
col,2014,34.917
col,2015,35.144
col,2016,34.945
col,2017,34.8
col,2018,33.796
col,2019,32.114
col,2020,25.262
com,1991,15.896
com,1992,15.941
com,1993,15.891
com,1994,15.749
com,1995,15.655
com,1996,15.508
com,1997,15.387
com,1998,15.217
com,1999,15.032
com,2000,14.885
com,2001,14.707
com,2002,14.52
com,2003,14.32
com,2004,14.117
com,2005,13.712
com,2006,13.301
com,2007,12.885
com,2008,12.475
com,2009,12.061
com,2010,11.653
com,2011,11.248
com,2012,10.845
com,2013,10.453
com,2014,10.063
com,2015,9.944
com,2016,9.857
com,2017,9.755
com,2018,9.641
com,2019,9.519
com,2020,8.67
cpv,1991,37.378
cpv,1992,36.752
cpv,1993,36.105
cpv,1994,35.525
cpv,1995,34.915
cpv,1996,34.328
cpv,1997,33.778
cpv,1998,33.257
cpv,1999,32.74
cpv,2000,32.247
cpv,2001,31.685
cpv,2002,31.181
cpv,2003,30.665
cpv,2004,30.168
cpv,2005,29.632
cpv,2006,29.058
cpv,2007,28.5
cpv,2008,27.89
cpv,2009,27.283
cpv,2010,26.71
cpv,2011,25.863
cpv,2012,24.972
cpv,2013,24.068
cpv,2014,23.153
cpv,2015,22.239
cpv,2016,21.364
cpv,2017,20.464
cpv,2018,19.419
cpv,2019,17.063
cpv,2020,13.761
cri,1991,31.048
cri,1992,30.549
cri,1993,31.467
cri,1994,31.173
cri,1995,30.68
cri,1996,26.319
cri,1997,28.438
cri,1998,31.821
cri,1999,30.822
cri,2000,30.164
cri,2001,31.639
cri,2002,29.75
cri,2003,29.991
cri,2004,27.299
cri,2005,29.116
cri,2006,30.012
cri,2007,33.347
cri,2008,34.152
cri,2009,29.316
cri,2010,26.849
cri,2011,23.911
cri,2012,28.125
cri,2013,29.456
cri,2014,26.646
cri,2015,27.287
cri,2016,23.276
cri,2017,24.122
cri,2018,23.942
cri,2019,24.169
cri,2020,18.566
cub,1991,27.39
cub,1992,25.87
cub,1993,23.975
cub,1994,23.427
cub,1995,22.879
cub,1996,23.227
cub,1997,23.602
cub,1998,24.202
cub,1999,24.004
cub,2000,24.926
cub,2001,26.427
cub,2002,27.013
cub,2003,27.88
cub,2004,28.888
cub,2005,29.578
cub,2006,30.276
cub,2007,30.766
cub,2008,30.7
cub,2009,31.239
cub,2010,29.829
cub,2011,28.748
cub,2012,28.4
cub,2013,28.111
cub,2014,27.903
cub,2015,28.059
cub,2016,27.822
cub,2017,27.778
cub,2018,27.291
cub,2019,26.783
cub,2020,23.841
cyp,1991,42.531
cyp,1992,42.434
cyp,1993,40.161
cyp,1994,39.966
cyp,1995,39.578
cyp,1996,38.597
cyp,1997,37.934
cyp,1998,37.64
cyp,1999,34.346
cyp,2000,34.099
cyp,2001,37.871
cyp,2002,36.071
cyp,2003,36.867
cyp,2004,34.844
cyp,2005,33.381
cyp,2006,34.265
cyp,2007,36.296
cyp,2008,37.131
cyp,2009,33.845
cyp,2010,33.957
cyp,2011,29.396
cyp,2012,26.537
cyp,2013,23.613
cyp,2014,26.52
cyp,2015,27.626
cyp,2016,26.947
cyp,2017,31.502
cyp,2018,35.693
cyp,2019,34.678
cyp,2020,32.431
cze,1991,40.51
cze,1992,39.885
cze,1993,37.974
cze,1994,39.465
cze,1995,38.376
cze,1996,37.359
cze,1997,35.743
cze,1998,34.976
cze,1999,33.807
cze,2000,33.474
cze,2001,31.394
cze,2002,29.079
cze,2003,27.032
cze,2004,25.607
cze,2005,23.359
cze,2006,23.668
cze,2007,23.881
cze,2008,23.506
cze,2009,21.733
cze,2010,20.589
cze,2011,19.801
cze,2012,21
cze,2013,20.986
cze,2014,21.593
cze,2015,23.391
cze,2016,23.218
cze,2017,24.252
cze,2018,24.345
cze,2019,24.305
cze,2020,19.458
deu,1991,55.014
deu,1992,52.63
deu,1993,49.78
deu,1994,48.363
deu,1995,46.139
deu,1996,42.986
deu,1997,41.851
deu,1998,42.41
deu,1999,43.836
deu,2000,43.552
deu,2001,44.243
deu,2002,43.789
deu,2003,42.942
deu,2004,39.829
deu,2005,40.152
deu,2006,41.657
deu,2007,43.547
deu,2008,44.544
deu,2009,44.343
deu,2010,44.474
deu,2011,46.059
deu,2012,44.525
deu,2013,45.233
deu,2014,44.333
deu,2015,44.041
deu,2016,44.509
deu,2017,45.539
deu,2018,45.41
deu,2019,46.126
deu,2020,46.921
dji,1991,9.923
dji,1992,9.785
dji,1993,9.449
dji,1994,9.198
dji,1995,8.976
dji,1996,8.684
dji,1997,8.488
dji,1998,8.324
dji,1999,8.132
dji,2000,7.826
dji,2001,7.624
dji,2002,7.361
dji,2003,7.046
dji,2004,6.717
dji,2005,6.394
dji,2006,5.92
dji,2007,5.43
dji,2008,4.933
dji,2009,4.413
dji,2010,3.951
dji,2011,3.699
dji,2012,3.455
dji,2013,3.241
dji,2014,3.043
dji,2015,2.836
dji,2016,2.668
dji,2017,2.475
dji,2018,2.427
dji,2019,2.376
dji,2020,1.77
dnk,1991,62.115
dnk,1992,62.058
dnk,1993,59.672
dnk,1994,59.159
dnk,1995,60.831
dnk,1996,62.004
dnk,1997,63.574
dnk,1998,66.151
dnk,1999,62.641
dnk,2000,63.891
dnk,2001,58.981
dnk,2002,63.512
dnk,2003,57.875
dnk,2004,59.339
dnk,2005,60.527
dnk,2006,64.13
dnk,2007,63.999
dnk,2008,61.156
dnk,2009,59.416
dnk,2010,55.521
dnk,2011,54.207
dnk,2012,51.927
