geo,time,fd_res_liqu_as_zs
tha,2010,22.99219
tha,2011,21.08885
tha,2012,20.50048
tha,2013,19.05035
tha,2014,19.1887
tha,2015,17.25046
tha,2016,18.9408
tha,2017,19.5655
tha,2018,17.98983
tha,2019,20.19235
tha,2020,21.69203
tha,2021,19.6325
tjk,2001,10.71561
tjk,2002,10.98912
tjk,2003,14.0488
tjk,2004,31.8869
tjk,2005,26.07023
tjk,2006,15.04138
tjk,2007,12.12527
tjk,2008,14.74578
tjk,2009,26.8872
tjk,2010,33.35429
tjk,2011,25.94153
tjk,2012,28.20911
tjk,2013,19.68498
tjk,2014,19.77408
tjk,2015,22.83092
tjk,2016,37.89057
tjk,2017,37.47634
tjk,2018,45.07683
tjk,2019,37.56322
tjk,2020,39.24749
tjk,2021,32.48915
tls,2002,11.98833
tls,2003,7.11526
tls,2004,4.55397
tls,2005,2.79309
tls,2006,3.71827
tls,2007,7.32442
tls,2008,7.14291
tls,2009,16.58603
tls,2010,13.5521
tls,2011,9.68187
tls,2012,17.86243
tls,2013,12.00065
tls,2014,19.26249
tls,2015,12.5992
tls,2016,8.12207
tls,2017,15.31854
tls,2018,14.65611
tls,2019,8.71313
tls,2020,9.57789
tls,2021,19.59655
ton,2001,16.54085
ton,2002,19.68176
ton,2003,13.60925
ton,2004,26.22074
ton,2005,14.56917
ton,2006,16.19981
ton,2007,17.36979
ton,2008,15.43435
ton,2009,23.67294
ton,2010,28.45289
ton,2011,46.12291
ton,2012,57.67758
ton,2013,56.40456
ton,2014,60.71244
ton,2015,57.69817
ton,2016,52.51213
ton,2017,47.02272
ton,2018,47.09494
ton,2019,43.59826
ton,2020,59.26458
ton,2021,89.44236
tto,2001,13.22988
tto,2002,11.18133
tto,2003,10.59087
tto,2004,9.06887
tto,2005,9.64096
tto,2006,10.07583
tto,2007,9.89938
tto,2008,16.2376
tto,2009,20.01362
tto,2010,22.8918
tto,2011,28.98475
tto,2012,28.07352
tto,2013,32.68767
tto,2014,31.81048
tto,2015,25.36341
tto,2016,22.16344
tto,2017,19.42311
tto,2018,17.54687
tto,2019,21.27783
tto,2020,22.10432
tun,2001,4.05172
tun,2002,3.38669
tun,2003,3.36865
tun,2004,3.98271
tun,2005,4.83567
tun,2006,6.31845
tun,2007,7.25555
tun,2008,10.23072
tun,2009,10.79217
tun,2010,6.3066
tun,2011,5.01599
tun,2012,7.94434
tun,2013,6.34203
tun,2014,4.06194
tun,2015,3.7037
tun,2016,3.63688
tun,2017,4.49611
tun,2018,8.03359
tun,2019,8.59321
tun,2020,7.32906
tun,2021,6.84421
tur,2001,20.44157
tur,2002,27.11788
tur,2003,23.51847
tur,2004,17.55875
tur,2005,19.05552
tur,2006,14.84026
tur,2007,13.90495
tur,2008,15.86255
tur,2009,14.52009
tur,2010,10.90847
tur,2011,12.85255
tur,2012,16.05782
tur,2013,17.08226
tur,2014,16.23631
tur,2015,15.76467
tur,2016,14.99447
tur,2017,14.91082
tur,2018,12.97687
tur,2019,12.1998
tur,2020,15.01273
tur,2021,21.85813
tza,2001,20.66057
tza,2002,17.58443
tza,2003,16.17313
tza,2004,18.919
tza,2005,17.96745
tza,2006,15.54085
tza,2007,21.9066
tza,2008,18.12693
tza,2009,23.55208
tza,2010,22.88686
tza,2011,23.53608
tza,2012,22.04264
tza,2013,21.48841
tza,2014,22.21949
tza,2015,22.85744
tza,2016,20.03915
tza,2017,22.50598
tza,2018,19.15124
tza,2019,16.79333
tza,2020,13.75637
uga,2001,22.46951
uga,2002,18.66311
uga,2003,14.05202
uga,2004,20.5469
uga,2005,22.52525
uga,2006,17.61757
uga,2007,15.16431
uga,2008,15.67955
uga,2009,17.51202
uga,2010,16.61498
uga,2011,14.12869
uga,2012,18.18874
uga,2013,20.5965
uga,2014,23.6391
uga,2015,18.17093
uga,2016,23.42668
uga,2017,33.63763
uga,2018,23.25285
uga,2019,28.05894
uga,2020,22.42063
uga,2021,22.11742
ukr,2001,16.31164
ukr,2002,9.31045
ukr,2003,8.95693
ukr,2004,11.06865
ukr,2005,15.0036
ukr,2006,8.20525
ukr,2007,7.08629
ukr,2008,4.22918
ukr,2009,4.94823
ukr,2010,6.29806
ukr,2011,5.80809
ukr,2012,5.48874
ukr,2013,7.00684
ukr,2014,5.76857
ukr,2015,11.66002
ukr,2016,11.35988
ukr,2017,11.15789
ukr,2018,10.73955
ukr,2019,22.38327
ukr,2020,20.78119
ukr,2021,24.3577
ury,2001,13.25746
ury,2002,13.07018
ury,2003,23.16929
ury,2004,23.26461
ury,2005,29.536
ury,2006,30.07689
ury,2007,30.91646
ury,2008,40.29925
ury,2009,36.93259
ury,2010,26.67378
ury,2011,28.88667
ury,2012,37.22723
ury,2013,39.07341
ury,2014,39.83329
ury,2015,32.51128
ury,2016,32.00747
ury,2017,37.82196
ury,2018,36.31747
ury,2019,34.13236
ury,2020,35.49291
ury,2021,35.29842
usa,2001,0.79062
usa,2002,0.82358
usa,2003,0.78041
usa,2004,0.69549
usa,2005,0.67189
usa,2006,0.6257
usa,2007,0.61794
usa,2008,5.97462
usa,2009,7.00117
usa,2010,7.1457
usa,2011,11.23227
usa,2012,10.6053
usa,2013,15.72798
usa,2014,16.57761
usa,2015,14.01417
usa,2016,12.27693
usa,2017,12.60369
usa,2018,9.68153
usa,2019,9.1397
usa,2020,15.43272
uzb,2013,17.92909
uzb,2014,15.63125
uzb,2015,20.88413
uzb,2016,19.19698
uzb,2017,11.5878
uzb,2018,6.58907
uzb,2019,7.36471
uzb,2020,8.00781
uzb,2021,13.15527
vct,2001,15.05286
vct,2002,10.96174
vct,2003,9.5855
vct,2004,8.9786
vct,2005,7.95581
vct,2006,7.88567
vct,2007,9.66714
vct,2008,9.44136
vct,2009,8.00725
vct,2010,15.2807
vct,2011,11.78878
vct,2012,15.70466
vct,2013,19.7555
vct,2014,25.87795
vct,2015,27.3253
vct,2016,26.62232
vct,2017,24.54801
vct,2018,23.93599
vct,2019,22.06859
vct,2020,23.16442
vct,2021,27.8214
ven,2001,34.9495
ven,2002,34.1737
ven,2003,96.80161
ven,2004,59.06004
ven,2005,53.92317
ven,2006,83.62527
ven,2007,46.25329
ven,2008,52.9162
ven,2009,42.43429
ven,2010,44.85659
ven,2011,43.26413
ven,2012,44.19798
ven,2013,47.29162
ven,2014,48.69784
ven,2015,45.98883
vut,2001,7.90991
vut,2002,6.92487
vut,2003,6.78074
vut,2004,8.83184
vut,2005,8.06019
vut,2006,12.83977
vut,2007,12.05325
vut,2008,9.83409
vut,2009,9.34006
vut,2010,11.95978
vut,2011,13.50527
vut,2012,13.91521
vut,2013,17.65634
vut,2014,17.08468
vut,2015,20.34413
vut,2016,24.23142
vut,2017,36.85043
vut,2018,41.5384
vut,2019,48.78211
vut,2020,49.19257
wsm,2001,12.0575
wsm,2002,17.09116
wsm,2003,21.54559
wsm,2004,23.89767
wsm,2005,14.3828
wsm,2006,7.32201
wsm,2007,11.59792
wsm,2008,13.24921
wsm,2009,23.06118
wsm,2010,25.59273
wsm,2011,12.49266
wsm,2012,13.4331
wsm,2013,17.48774
wsm,2014,17.94078
wsm,2015,20.7621
wsm,2016,13.20171
wsm,2017,17.73454
wsm,2018,23.45713
wsm,2019,25.63049
wsm,2020,28.60927
wsm,2021,25.62833
zaf,2001,3.77958
zaf,2002,9.65345
zaf,2003,3.74017
zaf,2004,3.66835
zaf,2005,3.27815
zaf,2006,3.01715
zaf,2007,3.37988
zaf,2008,3.3462
zaf,2009,3.5023
zaf,2010,3.93474
zaf,2011,3.9811
zaf,2012,3.52683
zaf,2013,3.54019
zaf,2014,3.45306
zaf,2015,3.13847
zaf,2016,3.4989
zaf,2017,3.46425
zaf,2018,3.33066
zaf,2019,3.38605
zaf,2020,3.19703
zaf,2021,3.31369
zmb,2001,23.14563
zmb,2002,31.56845
zmb,2003,30.45147
zmb,2004,29.48796
zmb,2005,39.32708
zmb,2006,38.62331
zmb,2007,28.01709
zmb,2008,27.83308
zmb,2009,29.21258
zmb,2010,38.85372
zmb,2011,17.15187
zmb,2012,25.93392
zmb,2013,28.43769
zmb,2014,31.93541
zmb,2015,29.45336
zmb,2016,35.35843
zmb,2017,20.75506
zmb,2018,14.44158
zmb,2019,18.87946
zmb,2020,23.00301
zwe,2009,15.87323
zwe,2010,11.74498
zwe,2011,10.66137
zwe,2012,9.58979
zwe,2013,9.27268
zwe,2014,10.97161
zwe,2015,18.19102
zwe,2016,41.26796
zwe,2017,61.74825
zwe,2018,86.8129
zwe,2019,58.08393
zwe,2020,46.78786
zwe,2021,29.77951
