geo,time,fd_res_liqu_as_zs
aus,2015,1.00291
aus,2016,0.95229
aus,2017,1.0155
aus,2018,1.02149
aus,2019,1.49022
aus,2020,4.25364
aus,2021,16.47285
aze,2001,11.42561
aze,2002,11.33142
aze,2003,12.00062
aze,2004,31.81623
aze,2005,21.0003
aze,2006,31.12566
aze,2007,17.36975
aze,2008,11.83394
aze,2009,7.77567
aze,2010,10.25097
aze,2011,12.05799
aze,2012,10.05832
aze,2013,7.22302
aze,2014,7.50968
aze,2015,12.82225
aze,2016,37.93716
aze,2017,30.5296
aze,2018,26.57783
aze,2019,23.40823
aze,2020,26.19861
aze,2021,28.15265
bdi,2001,4.55515
bdi,2002,3.71677
bdi,2003,4.23611
bdi,2004,7.42971
bdi,2005,18.03835
bdi,2006,16.27128
bdi,2007,12.26426
bdi,2008,13.88231
bdi,2009,17.57995
bdi,2010,12.76067
bdi,2011,6.36979
bdi,2012,11.2828
bdi,2013,11.78622
bdi,2014,14.5669
bdi,2015,11.33562
bdi,2016,18.42028
bdi,2017,26.90997
bdi,2018,19.17343
bdi,2019,21.8314
bdi,2020,18.66499
ben,2001,19.22938
ben,2002,22.68397
ben,2003,17.33761
ben,2004,17.37912
ben,2005,14.30135
ben,2006,11.23813
ben,2007,14.34589
ben,2008,17.19278
ben,2009,13.69129
ben,2010,11.9312
ben,2011,7.58723
ben,2012,5.84851
ben,2013,5.03818
ben,2014,5.34485
ben,2015,6.00756
ben,2016,5.33195
ben,2017,6.99523
ben,2018,4.49028
ben,2019,4.60684
ben,2020,9.00321
ben,2021,9.5266
bfa,2001,8.47443
bfa,2002,7.73121
bfa,2003,12.02804
bfa,2004,11.89381
bfa,2005,7.09482
bfa,2006,8.30249
bfa,2007,11.97873
bfa,2008,11.90973
bfa,2009,7.92219
bfa,2010,9.57115
bfa,2011,9.6502
bfa,2012,7.54179
bfa,2013,6.75957
bfa,2014,5.76175
bfa,2015,5.78429
bfa,2016,4.91788
bfa,2017,4.96878
bfa,2018,5.75131
bfa,2019,5.40678
bfa,2020,8.57292
bgd,2001,11.7126
bgd,2002,10.02654
bgd,2003,9.88483
bgd,2004,9.39332
bgd,2005,10.15258
bgd,2006,10.3005
bgd,2007,10.2773
bgd,2008,9.9069
bgd,2009,11.13147
bgd,2010,9.71767
bgd,2011,10.92968
bgd,2012,11.2689
bgd,2013,12.06441
bgd,2014,10.63218
bgd,2015,13.74929
bgd,2016,14.72817
bgd,2017,11.47019
bgd,2018,9.00775
bgd,2019,8.8725
bgd,2020,10.11381
bgd,2021,8.48964
bgr,2001,9.45216
bgr,2002,10.56398
bgr,2003,11.15692
bgr,2004,13.04721
bgr,2005,12.26018
bgr,2006,13.43007
bgr,2007,14.6961
bgr,2008,10.65027
bgr,2009,9.73902
bgr,2010,11.25706
bgr,2011,11.165
bgr,2012,13.38234
bgr,2013,11.80002
bgr,2014,13.48604
bgr,2015,26.06946
bgr,2016,24.58376
bgr,2017,22.42473
bgr,2018,22.38654
bgr,2019,18.11089
bgr,2020,29.22625
bgr,2021,27.87053
bhs,2010,0.74836
bhs,2011,0.73838
bhs,2012,0.77086
bhs,2013,0.95438
bhs,2014,2.1147
bhs,2015,3.22983
bhs,2016,6.72346
bhs,2017,7.57487
bhs,2018,6.76344
bhs,2019,9.79407
bhs,2020,11.6938
bih,2001,18.64698
bih,2002,10.54136
bih,2003,15.12391
bih,2004,20.08498
bih,2005,23.23579
bih,2006,27.13317
bih,2007,26.47848
bih,2008,19.68922
bih,2009,21.55617
bih,2010,21.76736
bih,2011,19.89796
bih,2012,19.03621
bih,2013,21.0416
bih,2014,22.1307
bih,2015,23.98167
bih,2016,25.31634
bih,2017,27.4
bih,2018,27.52755
bih,2019,26.82073
bih,2020,29.29603
bih,2021,34.08751
blr,2001,10.87439
blr,2002,9.83795
blr,2003,10.68713
blr,2004,10.29442
blr,2005,13.99762
blr,2006,10.5368
blr,2007,8.41111
blr,2008,6.90998
blr,2009,4.84795
blr,2010,18.86834
blr,2011,31.81449
blr,2012,23.64487
blr,2013,17.99529
blr,2014,16.97511
blr,2015,18.3214
blr,2016,19.22498
blr,2017,17.14627
blr,2018,12.41932
blr,2019,14.7109
blr,2020,11.00892
blr,2021,12.60962
blz,2001,11.19814
blz,2002,8.34679
blz,2003,8.77691
blz,2004,9.01753
blz,2005,10.10331
blz,2006,12.29657
blz,2007,10.44452
blz,2008,11.73477
blz,2009,13.78727
blz,2010,13.11936
blz,2011,15.22557
blz,2012,17.7547
blz,2013,21.06492
blz,2014,26.38152
blz,2015,32.09349
blz,2016,31.15516
blz,2017,24.57813
blz,2018,19.46463
blz,2019,19.69986
blz,2020,24.10669
blz,2021,23.40799
bol,2001,5.73551
bol,2002,6.27014
bol,2003,5.56015
bol,2004,6.14549
bol,2005,6.92271
bol,2006,11.91946
bol,2007,23.13293
bol,2008,35.18293
bol,2009,33.26952
bol,2010,23.93283
bol,2011,30.16046
bol,2012,30.88884
bol,2013,27.90888
bol,2014,27.64048
bol,2015,27.09737
bol,2016,17.22318
bol,2017,17.7958
bol,2018,16.13811
bol,2019,16.67019
bol,2020,21.65119
bol,2021,23.2615
bra,2001,35.32011
bra,2002,38.88784
bra,2003,29.77579
bra,2004,24.91579
bra,2005,20.6944
bra,2006,18.46563
bra,2007,24.22873
bra,2008,23.51354
bra,2009,28.66655
bra,2010,26.78336
bra,2011,25.25416
bra,2012,25.06734
bra,2013,21.67787
bra,2014,24.27328
bra,2015,25.09145
bra,2016,29.552
bra,2017,32.41677
bra,2018,30.79616
bra,2019,26.09136
bra,2020,27.30857
bra,2021,20.7806
brb,2001,7.31237
brb,2002,10.3482
brb,2003,13.35784
brb,2004,5.76222
brb,2005,3.89445
brb,2006,5.24541
brb,2007,7.34538
brb,2008,6.48288
brb,2009,7.07052
brb,2012,9.26263
brb,2013,9.51259
brb,2014,10.80094
brb,2015,14.16354
brb,2016,18.21007
brb,2017,16.7567
brb,2018,21.81264
brb,2019,25.95845
brn,2001,4.91352
brn,2002,5.09829
brn,2003,5.14171
brn,2004,5.07083
brn,2005,5.24676
brn,2006,5.74566
brn,2007,5.18046
brn,2008,5.59204
brn,2009,5.79409
brn,2010,5.5078
brn,2011,9.25578
brn,2012,10.71947
brn,2013,11.152
brn,2014,10.82426
brn,2015,13.08441
brn,2016,12.88961
brn,2017,10.73963
brn,2018,9.87598
brn,2019,14.27989
brn,2020,10.6286
btn,2001,61.98651
btn,2002,60.04722
btn,2003,61.57685
btn,2004,58.25374
btn,2005,76.75129
btn,2006,58.89995
btn,2007,68.08613
btn,2008,70.35018
btn,2009,81.87551
btn,2010,68.68226
btn,2011,33.08684
btn,2012,24.22924
btn,2013,29.14869
btn,2014,46.5008
btn,2015,26.18425
btn,2016,32.07429
btn,2017,26.23857
btn,2018,18.81913
btn,2019,19.87789
btn,2020,38.03615
bwa,2001,30.41061
bwa,2002,28.39483
bwa,2003,32.47558
bwa,2004,34.76697
bwa,2005,42.92369
bwa,2006,102.27827
bwa,2007,96.71749
bwa,2008,70.28597
bwa,2009,73.92775
bwa,2010,68.01416
bwa,2011,40.17309
bwa,2012,30.26852
bwa,2013,21.82264
bwa,2014,17.06637
bwa,2015,21.97363
bwa,2016,20.98257
bwa,2017,14.88624
bwa,2018,17.79224
bwa,2019,18.82349
bwa,2020,16.55037
caf,2001,1.63838
caf,2002,3.05584
caf,2003,3.56587
caf,2004,3.3931
caf,2005,12.50866
caf,2006,4.29285
caf,2007,11.7178
caf,2008,12.40364
caf,2009,31.26547
caf,2010,20.4508
caf,2011,8.39101
caf,2012,7.93055
caf,2013,11.93607
caf,2014,16.29931
caf,2015,18.23891
caf,2016,13.76509
caf,2017,21.88941
caf,2018,24.45469
caf,2019,19.78057
can,2001,0.39356
can,2002,0.37091
can,2003,0.31328
can,2004,0.30926
can,2005,0.28265
can,2006,0.2814
can,2007,0.30631
can,2008,0.22961
chl,2001,16.49713
chl,2002,19.34312
chl,2003,17.31916
chl,2004,16.61944
chl,2005,13.89721
chl,2006,12.35016
chl,2007,9.28743
chl,2008,11.14012
chl,2009,15.0216
chl,2010,13.05787
chl,2011,15.0375
chl,2012,12.98414
chl,2013,10.61158
chl,2014,10.15298
chl,2015,10.42495
chl,2016,10.77099
chl,2017,10.46575
chl,2018,9.78847
chl,2019,10.97632
chl,2020,18.12564
chl,2021,17.7509
civ,2001,6.08101
civ,2002,6.55553
civ,2003,10.0412
civ,2004,13.94309
civ,2005,8.46689
civ,2006,2.29486
civ,2007,8.6803
civ,2008,9.77483
civ,2009,11.13065
civ,2010,10.13642
civ,2011,22.89309
civ,2012,13.03167
civ,2013,12.96578
civ,2014,14.45512
civ,2015,14.40533
civ,2016,9.99565
civ,2017,8.49254
civ,2018,10.32429
civ,2019,14.06077
civ,2020,16.28215
civ,2021,19.97915
cmr,2001,20.32642
cmr,2002,30.08761
cmr,2003,22.78491
cmr,2004,28.37427
cmr,2005,28.72714
cmr,2006,39.24364
cmr,2007,45.45429
cmr,2008,36.0298
cmr,2009,38.40389
cmr,2010,40.3777
cmr,2011,31.92813
cmr,2012,36.51483
cmr,2013,27.9039
cmr,2014,27.91847
cmr,2015,23.0633
cmr,2016,17.72384
cmr,2017,18.83113
cmr,2018,20.61826
cmr,2019,22.78963
cod,2001,12.05484
cod,2002,6.01506
cod,2003,5.64433
cod,2004,7.03763
cod,2005,9.29865
cod,2006,12.60993
cod,2007,19.50322
cod,2008,13.52268
cod,2009,8.68773
cod,2010,11.00649
cod,2011,14.28091
cod,2012,14.92183
cod,2013,14.9701
cod,2014,13.77877
cod,2015,14.15031
cod,2016,10.8332
cod,2017,8.48491
cod,2018,11.7497
cod,2019,16.26097
cod,2020,8.09372
cod,2021,11.57126
cog,2001,23.54022
cog,2002,22.00396
cog,2003,37.73083
cog,2004,42.76007
cog,2005,64.96793
cog,2006,53.45226
cog,2007,69.00667
cog,2008,109.49933
cog,2009,63.29595
cog,2010,51.68674
cog,2011,64.83348
cog,2012,59.66326
cog,2013,30.84309
cog,2014,72.09891
cog,2015,31.01747
cog,2016,16.98628
cog,2017,13.56645
cog,2018,17.14213
cog,2019,18.60683
col,2001,5.34931
col,2002,5.92736
col,2003,6.76416
col,2004,6.68633
col,2005,7.12584
col,2006,5.7713
col,2007,6.92624
col,2008,7.95629
col,2009,8.62342
col,2010,7.79106
col,2011,7.62143
col,2012,7.89537
col,2013,8.06087
col,2014,6.67006
col,2015,6.58522
col,2016,6.20397
col,2017,5.6974
col,2018,6.08743
col,2019,6.34795
col,2020,6.64572
com,2001,69.68091
com,2002,105.68307
com,2003,102.66349
com,2004,125.71581
com,2005,80.00938
com,2006,57.22529
com,2007,63.42032
com,2008,55.23598
com,2009,60.89393
com,2010,48.3166
com,2011,51.8588
com,2012,59.81813
com,2013,36.27715
com,2014,45.76014
com,2015,41.19146
com,2016,34.91138
com,2017,34.86155
com,2018,42.24992
com,2019,40.40563
com,2020,62.22994
cpv,2001,29.70377
cpv,2002,33.62339
cpv,2003,32.94405
cpv,2004,32.29812
cpv,2005,30.22198
cpv,2006,33.78639
cpv,2007,33.1701
cpv,2008,30.08271
cpv,2009,23.66914
cpv,2010,21.77365
cpv,2011,14.92531
cpv,2012,21.60817
cpv,2013,24.98385
cpv,2014,31.7478
cpv,2015,30.44174
cpv,2016,37.11397
cpv,2017,34.60297
cpv,2018,35.90431
cpv,2019,43.77668
cpv,2020,41.08582
cri,2001,24.44831
cri,2002,26.5981
cri,2003,24.77036
cri,2004,28.28412
cri,2005,25.67762
cri,2006,28.24798
cri,2007,23.68837
cri,2008,18.18897
cri,2009,20.81962
cri,2010,19.33782
cri,2011,20.22103
cri,2012,21.49385
cri,2013,22.7437
cri,2014,20.21252
cri,2015,20.35889
cri,2016,19.57168
cri,2017,19.30747
cri,2018,20.17807
cri,2019,21.2198
cri,2020,20.60155
cze,2001,22.48606
cze,2002,40.86877
cze,2003,39.92884
cze,2004,31.49093
cze,2005,24.03129
cze,2006,17.96505
cze,2007,12.25853
cze,2008,11.83435
cze,2009,15.22474
cze,2010,15.40755
cze,2011,14.40952
cze,2012,13.8015
cze,2013,22.28237
cze,2014,22.14581
cze,2015,27.05827
cze,2016,37.26551
cze,2017,63.76571
cze,2018,60.76619
cze,2019,61.21457
cze,2020,55.74651
cze,2021,52.66475
dji,2002,1.72553
dji,2003,4.92935
dji,2004,2.0626
dji,2005,1.13702
dji,2006,1.86779
dji,2007,2.32276
dji,2008,2.24339
dji,2009,2.24452
dji,2010,4.72311
dji,2011,6.09287
dji,2012,6.77012
dji,2013,8.23939
dji,2014,8.78396
dji,2015,7.11459
dji,2016,8.31643
dji,2017,13.75115
dji,2018,8.88546
dji,2019,10.94709
dji,2020,13.49059
dji,2021,9.91393
dma,2001,9.66416
dma,2002,14.7224
dma,2003,11.88021
dma,2004,8.33004
dma,2005,8.67845
dma,2006,9.64815
dma,2007,12.89054
dma,2008,7.22775
dma,2009,7.49896
dma,2010,8.43426
dma,2011,10.29515
dma,2012,11.76657
dma,2013,12.76634
dma,2014,13.37074
dma,2015,16.19148
dma,2016,29.82641
dma,2017,20.74375
dma,2018,16.96175
dma,2019,19.16512
dma,2020,19.00208
dma,2021,20.22021
dnk,2001,5.30654
dnk,2002,7.51476
dnk,2003,5.9821
dnk,2004,5.69795
dnk,2005,6.18547
dnk,2006,4.29893
dnk,2007,4.302
dnk,2008,2.7894
dnk,2009,3.86251
dnk,2010,2.76145
dnk,2011,3.28063
dnk,2012,5.41207
dnk,2013,4.34061
dnk,2014,2.8697
dnk,2015,2.68053
dnk,2016,3.67533
dnk,2017,3.52588
dnk,2018,3.97288
dnk,2019,3.82428
dnk,2020,2.52658
dnk,2021,2.62097
dom,2001,17.37126
dom,2002,16.66601
dom,2003,37.66118
dom,2004,51.56378
dom,2005,53.52904
dom,2006,45.67098
dom,2007,39.42254
dom,2008,37.87128
dom,2009,41.60121
dom,2010,44.0221
dom,2011,45.94162
dom,2012,43.31233
dom,2013,40.97123
dom,2014,36.09712
dom,2015,33.6156
dom,2016,34.81491
dom,2017,33.78086
dom,2018,31.42947
dom,2019,34.99627
dom,2020,42.74809
dom,2021,52.4573
dza,2001,34.48543
dza,2002,43.38841
dza,2003,60.00097
dza,2004,60.21335
dza,2005,52.68995
dza,2006,73.17686
dza,2007,99.92188
dza,2008,115.71864
dza,2009,84.96937
dza,2010,86.03917
dza,2011,83.35075
dza,2012,73.99407
dza,2013,59.29101
dza,2014,49.29129
dza,2015,33.08984
dza,2016,17.4649
dza,2017,23.1559
dza,2018,22.9951
dza,2019,17.45855
dza,2020,14.61262
dza,2021,25.03722
ecu,2001,3.7739
ecu,2002,4.97149
ecu,2003,3.48876
ecu,2004,3.69802
ecu,2005,3.94516
ecu,2006,3.96405
ecu,2007,4.26911
ecu,2008,6.3175
ecu,2009,6.69595
ecu,2010,5.10371
ecu,2011,4.92953
ecu,2012,6.54037
ecu,2013,9.8006
ecu,2014,6.99335
ecu,2015,5.53287
ecu,2016,12.59638
ecu,2017,8.95049
ecu,2018,6.66697
ecu,2019,6.58337
ecu,2020,12.10619
ecu,2021,9.60961
egy,2001,22.60761
egy,2002,21.8685
egy,2003,32.13743
egy,2004,32.44639
egy,2005,33.37854
egy,2006,34.04603
egy,2007,44.85216
egy,2008,36.51032
egy,2009,34.16051
egy,2010,33.30831
egy,2011,16.76182
egy,2012,13.45001
egy,2013,26.79247
egy,2014,29.28807
egy,2015,37.93852
egy,2016,40.46344
egy,2017,50.11469
egy,2018,52.01763
egy,2019,49.44078
egy,2020,31.24033
egy,2021,46.92691
eri,2001,44.9738
eri,2002,44.25073
eri,2003,42.89225
eri,2004,37.21886
eri,2005,39.3998
eri,2006,45.67987
eri,2007,58.85066
eri,2008,74.42969
eri,2009,76.64514
eri,2010,72.25871
eri,2011,55.48963
eri,2012,51.52198
eri,2013,79.45233
eri,2014,84.87585
fji,2001,16.67631
fji,2002,13.63051
fji,2003,18.68016
fji,2004,14.39643
fji,2005,9.30994
fji,2006,10.33518
fji,2007,17.3977
fji,2008,7.99177
fji,2009,14.6809
fji,2010,18.96686
fji,2011,23.43761
fji,2012,24.80378
fji,2013,23.24001
fji,2014,20.78734
fji,2015,18.42821
fji,2016,16.57779
fji,2017,18.62363
fji,2018,15.53036
fji,2019,18.04245
fji,2020,21.56339
gab,2001,6.05617
gab,2002,7.87759
gab,2003,13.83149
gab,2004,16.91147
gab,2005,23.93616
gab,2006,25.54258
gab,2007,18.74942
gab,2008,50.94933
gab,2009,40.25034
gab,2010,51.99901
gab,2011,52.59011
gab,2012,44.73352
gab,2013,26.10908
gab,2014,29.05267
gab,2015,34.80845
gab,2016,21.33705
gab,2017,15.60443
gab,2018,23.82763
gab,2019,26.10968
geo,2001,11.75061
geo,2002,14.8917
geo,2003,14.38578
geo,2004,19.11948
geo,2005,13.11782
geo,2006,22.96318
geo,2007,18.28546
geo,2008,8.39679
geo,2009,13.08547
geo,2010,12.94471
geo,2011,21.26196
geo,2012,21.87229
geo,2013,22.33624
geo,2014,20.61353
geo,2015,17.47584
geo,2016,18.25526
geo,2017,15.85459
geo,2018,16.60555
geo,2019,15.53766
geo,2020,15.90116
gha,2001,12.17579
gha,2002,8.99503
gha,2003,29.86163
gha,2004,25.41256
gha,2005,18.45668
gha,2006,19.76136
gha,2007,18.45204
gha,2008,16.8356
gha,2009,19.14108
gha,2010,23.51671
gha,2011,26.97006
gha,2012,28.61411
gha,2013,28.30321
gha,2014,24.49004
gha,2015,25.87719
gha,2016,33.90866
gha,2017,35.60617
gha,2018,34.69343
gha,2019,38.68835
gha,2020,36.58147
gin,2012,43.27526
gin,2013,43.82617
gin,2014,47.47319
gin,2015,35.43407
gin,2016,40.59264
gin,2017,36.79746
gin,2018,33.26572
gin,2019,31.71193
gin,2020,28.52217
gin,2021,24.27784
gmb,2001,25.88361
gmb,2002,18.62117
gmb,2003,23.4495
gmb,2004,24.68053
gmb,2005,30.25669
gmb,2006,25.83282
gmb,2007,26.9564
gmb,2008,23.21683
gmb,2009,20.66583
gmb,2010,21.24291
gmb,2011,22.16826
gmb,2012,17.35562
gmb,2013,24.74663
gmb,2014,27.12975
gmb,2017,44.3199
gmb,2018,40.56609
gmb,2019,35.15277
gmb,2020,40.79566
gmb,2021,40.54761
gnb,2001,44.64603
gnb,2003,24.88032
gnb,2004,48.52797
gnb,2005,74.04641
gnb,2006,27.52927
gnb,2007,44.487
gnb,2008,18.62305
gnb,2009,11.19372
gnb,2010,15.31946
gnb,2011,28.7285
gnb,2012,16.55587
gnb,2013,10.82422
gnb,2014,16.97198
gnb,2015,24.59123
gnb,2016,8.32345
gnb,2017,7.06757
gnb,2018,8.80271
gnb,2019,10.85035
gnb,2020,9.47373
gnb,2021,16.46446
gnq,2001,42.04958
gnq,2002,18.91571
gnq,2003,92.80347
gnq,2004,88.57356
gnq,2005,116.10152
gnq,2006,112.31895
gnq,2007,85.34513
gnq,2008,39.90702
gnq,2009,60.63409
gnq,2010,76.87645
gnq,2011,45.65913
gnq,2012,125.08109
gnq,2013,65.96105
gnq,2014,54.03947
gnq,2015,36.23513
gnq,2016,16.55046
gnq,2017,12.8685
gnq,2018,18.25527
gnq,2019,8.98634
grd,2001,8.27371
grd,2002,9.86704
grd,2003,10.26816
grd,2004,12.6591
grd,2005,7.87876
grd,2006,7.74167
grd,2007,8.35402
grd,2008,7.96053
grd,2009,7.39642
grd,2010,7.39805
grd,2011,8.43917
grd,2012,8.37607
grd,2013,11.42745
grd,2014,11.6788
grd,2015,12.08006
grd,2016,12.91475
grd,2017,11.36326
grd,2018,11.84465
grd,2019,11.76724
grd,2020,18.4966
grd,2021,14.63575
gtm,2001,37.4484
gtm,2002,43.7995
gtm,2003,31.9756
gtm,2004,32.37496
gtm,2005,29.4836
gtm,2006,23.12808
gtm,2007,17.80675
gtm,2008,21.71003
gtm,2009,24.59781
gtm,2010,26.21049
gtm,2011,25.45919
gtm,2012,23.70132
gtm,2013,24.80324
gtm,2014,23.63393
gtm,2015,22.85801
gtm,2016,23.36299
gtm,2017,26.83144
gtm,2018,25.17844
gtm,2019,26.32377
gtm,2020,31.22579
gtm,2021,29.15125
guy,2001,22.44074
guy,2002,24.18573
guy,2003,26.09307
guy,2004,26.7708
guy,2005,26.70421
guy,2006,25.27251
guy,2007,16.74968
guy,2008,15.46444
guy,2009,21.44956
guy,2010,24.04204
guy,2011,18.68391
guy,2012,18.67136
guy,2013,18.64233
guy,2014,16.66065
guy,2015,18.42939
guy,2016,22.28568
guy,2017,20.26766
guy,2018,22.99317
guy,2019,22.84447
guy,2020,33.29258
guy,2021,27.06881
hkg,2008,3.47867
hkg,2009,9.29778
hkg,2010,7.27886
hkg,2011,6.52437
hkg,2012,7.22589
hkg,2013,6.28194
hkg,2014,6.31484
hkg,2015,7.84755
hkg,2016,7.34048
hkg,2017,6.35905
hkg,2018,5.86615
hkg,2019,6.10666
hkg,2020,7.62012
hkg,2021,7.01797
hnd,2001,17.18186
hnd,2002,20.99672
hnd,2003,17.38671
hnd,2004,21.90743
hnd,2005,26.39245
hnd,2006,24.01034
hnd,2007,19.40435
hnd,2008,18.50207
hnd,2009,20.66964
hnd,2010,29.17969
hnd,2011,28.7202
hnd,2012,24.72857
hnd,2013,25.04359
hnd,2014,26.22105
hnd,2015,26.70942
hnd,2016,27.40246
hnd,2017,29.40353
hnd,2018,24.58228
hnd,2019,24.78002
hnd,2020,34.39755
hnd,2021,31.24922
hrv,2001,19.99195
hrv,2002,21.47547
hrv,2003,21.82837
hrv,2004,19.8078
hrv,2005,22.66753
hrv,2006,21.71247
hrv,2007,19.51706
hrv,2008,14.36249
hrv,2009,16.29859
hrv,2010,15.03992
hrv,2011,16.63843
hrv,2012,25.4161
hrv,2013,17.76453
hrv,2014,17.15433
hrv,2015,16.85656
hrv,2016,20.16312
hrv,2017,26.43536
hrv,2018,28.44717
hrv,2019,30.63803
hrv,2020,34.7302
hrv,2021,43.38418
hti,2001,63.17909
hti,2002,57.2716
hti,2003,69.78419
hti,2004,82.40974
hti,2005,71.43937
hti,2006,82.16321
hti,2007,73.73358
hti,2008,71.72326
hti,2009,63.45489
hti,2010,93.78366
hti,2011,80.75722
hti,2012,67.66747
hti,2013,62.95813
hti,2014,60.51354
hti,2015,65.61814
hti,2016,73.78658
hti,2017,80.42118
hti,2018,73.50593
hti,2019,78.63204
hti,2020,81.22275
hti,2021,88.30787
hun,2001,16.71324
hun,2002,15.95731
hun,2003,8.84352
hun,2004,11.52587
hun,2005,1.12339
hun,2006,11.31107
hun,2007,9.00183
hun,2008,10.77964
hun,2009,17.81361
hun,2010,17.30438
hun,2011,20.72996
hun,2012,23.81988
hun,2013,33.79736
hun,2014,34.18269
hun,2015,28.20079
hun,2016,13.46769
hun,2017,10.78004
hun,2018,8.29274
hun,2019,10.47439
hun,2020,19.10646
hun,2021,29.26525
idn,2001,35.17338
idn,2002,36.92888
idn,2003,39.59696
idn,2004,36.06258
idn,2005,29.37503
idn,2006,39.39829
idn,2007,40.0675
idn,2008,24.23805
idn,2009,30.86417
idn,2010,30.97169
idn,2011,32.91488
idn,2012,27.77136
idn,2013,21.60601
idn,2014,23.06378
idn,2015,19.59032
idn,2016,20.14193
idn,2017,20.63474
idn,2018,17.70796
idn,2019,18.12614
idn,2020,23.63461
idn,2021,27.52819
irq,2004,117.62572
irq,2005,135.09336
irq,2006,94.79932
irq,2007,152.41248
irq,2008,188.9467
irq,2009,141.22343
irq,2010,162.23012
irq,2011,158.37819
irq,2012,115.57788
irq,2013,99.67928
irq,2014,79.76028
irq,2015,81.79301
irq,2016,83.08448
irq,2017,80.8554
irq,2018,81.35219
isl,2001,2.57273
isl,2002,2.79612
isl,2003,1.09842
isl,2004,1.7244
isl,2005,1.19781
isl,2006,0.93503
isl,2007,1.82469
isl,2008,3.83356
isl,2009,2.97925
isl,2010,2.86626
isl,2011,3.57963
isl,2012,5.27109
isl,2013,6.17586
isl,2014,5.0641
isl,2015,10.71898
isl,2016,14.28705
isl,2017,12.89439
isl,2018,8.90003
isl,2019,9.83249
isl,2020,5.74282
isl,2021,6.93434
isr,2001,12.94234
isr,2002,9.58589
isr,2003,8.64742
isr,2004,5.35429
isr,2005,3.40083
isr,2006,2.70436
isr,2007,3.86671
isr,2008,10.07691
isr,2009,17.96204
isr,2010,17.68817
isr,2011,20.67939
isr,2012,21.40299
isr,2013,21.88327
isr,2014,20.39238
isr,2015,23.26211
isr,2016,26.46747
isr,2017,26.90652
isr,2018,24.13261
isr,2019,23.77198
isr,2020,34.71492
isr,2021,39.6239
jam,2001,41.85847
jam,2002,39.90906
jam,2003,36.08922
jam,2004,39.9746
jam,2005,32.42911
jam,2006,32.72668
jam,2007,25.96789
jam,2008,25.02207
jam,2009,24.6809
jam,2010,27.20321
jam,2011,21.93071
jam,2012,19.00508
jam,2013,18.79895
