geo,time,ic_tax_prft_cp_zs
bel,2009,5.4
bel,2010,7.4
bel,2011,7.8
bel,2012,7.8
bel,2013,8.3
bel,2014,8.3
bel,2015,8.4
bel,2016,9.1
bel,2017,10.3
bel,2018,10.9
bel,2019,10.3
ben,2005,21.4
ben,2006,21.4
ben,2007,21.4
ben,2008,21.4
ben,2009,16.9
ben,2010,15.2
ben,2011,15.2
ben,2012,15.2
ben,2013,11.9
ben,2014,11.9
ben,2015,11.9
ben,2016,11.9
ben,2017,11.9
ben,2018,11.9
ben,2019,11.9
bfa,2005,19.3
bfa,2006,19.3
bfa,2007,19.3
bfa,2008,15.2
bfa,2009,16.3
bfa,2010,16.1
bfa,2011,15.2
bfa,2012,15.2
bfa,2013,16.2
bfa,2014,16.2
bfa,2015,16.2
bfa,2016,16.2
bfa,2017,16.2
bfa,2018,16.2
bfa,2019,16.2
bgd,2013,31.6
bgd,2014,31.6
bgd,2015,30.5
bgd,2016,30.5
bgd,2017,31.1
bgd,2018,31.1
bgd,2019,31.1
bgr,2005,7
bgr,2006,5.8
bgr,2007,6.8
bgr,2008,4.3
bgr,2009,4.6
bgr,2010,4.7
bgr,2011,5
bgr,2012,4.9
bgr,2013,5
bgr,2014,5
bgr,2015,5
bgr,2016,5
bgr,2017,5
bgr,2018,4.9
bgr,2019,4.9
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bhr,2016,0
bhr,2017,0
bhr,2018,0
bhr,2019,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bih,2005,22.1
bih,2006,22
bih,2007,22.1
bih,2008,22.1
bih,2009,5.3
bih,2010,5.6
bih,2011,7.1
bih,2012,7.1
bih,2013,7.3
bih,2014,7.2
bih,2015,7.2
bih,2016,7.2
bih,2017,8.4
bih,2018,8.4
bih,2019,8.4
blr,2005,21.4
blr,2006,21.4
blr,2007,20.8
blr,2008,22
blr,2009,22
blr,2010,21.9
blr,2011,21.7
blr,2012,12.9
blr,2013,9.7
blr,2014,9.5
blr,2015,11
blr,2016,10.9
blr,2017,10.8
blr,2018,11.1
blr,2019,11.1
blz,2005,24.7
blz,2006,24.7
blz,2007,24.7
blz,2008,24.7
blz,2009,24.7
blz,2010,24.7
blz,2011,24.7
blz,2012,24.7
blz,2013,24.7
blz,2014,24.7
blz,2015,24.7
blz,2016,24.7
blz,2017,24.7
blz,2018,24.7
blz,2019,24.7
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,0
bol,2010,0
bol,2011,0
bol,2012,0
bol,2013,0
bol,2014,0
bol,2015,0
bol,2016,0
bol,2017,0
bol,2018,0
bol,2019,0
bra,2013,22.2
bra,2014,22.2
bra,2015,22.5
bra,2016,22.3
bra,2017,22.4
bra,2018,22.4
bra,2019,22.4
brb,2011,19.4
brb,2012,19.5
brb,2013,19.5
brb,2014,19.5
brb,2015,19.5
brb,2016,19.5
brb,2017,20
brb,2018,19.9
brb,2019,19.8
brn,2006,31.7
brn,2007,31.7
brn,2008,31.8
brn,2009,24.5
brn,2010,10.1
brn,2011,8.1
brn,2012,6.9
brn,2013,7.9
brn,2014,7.9
brn,2015,0.1
brn,2016,0.1
brn,2017,0.1
brn,2018,0.1
brn,2019,0.1
btn,2005,33
btn,2006,33
btn,2007,33
btn,2008,33
btn,2009,33
btn,2010,33
btn,2011,33
btn,2012,33
btn,2013,33.9
btn,2014,33.9
btn,2015,33.9
btn,2016,33.9
btn,2017,33.9
btn,2018,33.9
btn,2019,33.9
bwa,2005,17
bwa,2006,17
bwa,2007,17
bwa,2008,17
bwa,2009,16
bwa,2010,15.9
bwa,2011,15.9
bwa,2012,21.7
bwa,2013,21.7
bwa,2014,21.5
bwa,2015,21.5
bwa,2016,21.5
bwa,2017,21.5
bwa,2018,21.5
bwa,2019,21.5
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,0
caf,2009,0
caf,2010,0
caf,2011,0
caf,2012,0
caf,2013,0
caf,2014,0
caf,2015,0
caf,2016,0
caf,2017,0
caf,2018,0
caf,2019,0
can,2005,27.3
can,2006,25.1
can,2007,25.4
can,2008,24.8
can,2009,23.2
can,2010,3.2
can,2011,1.9
can,2012,2.3
can,2013,3
can,2014,3.9
can,2015,3.9
can,2016,3.9
can,2017,3.8
can,2018,3.9
can,2019,8
che,2005,9.3
che,2006,8.8
che,2007,8.7
che,2008,9.2
che,2009,10
che,2010,9.3
che,2011,9.3
che,2012,9.6
che,2013,9.2
che,2014,9.3
che,2015,9.3
che,2016,9.3
che,2017,9.3
che,2018,9.3
che,2019,9.3
chl,2005,18.4
chl,2006,18.3
chl,2007,18.3
chl,2008,18.3
chl,2009,18
chl,2010,18
chl,2011,18
chl,2012,21.2
chl,2013,21.2
chl,2014,21
chl,2015,22
chl,2016,23.6
chl,2017,25.2
chl,2018,26.2
chl,2019,26.2
chn,2013,10.6
chn,2014,10.6
chn,2015,10.9
chn,2016,10.8
chn,2017,11.3
chn,2018,11.8
chn,2019,6.3
civ,2005,11.7
civ,2006,11.7
civ,2007,9.1
civ,2008,9.1
civ,2009,8.8
civ,2010,8.8
civ,2011,8.8
civ,2012,8.8
civ,2013,8.8
civ,2014,8.8
civ,2015,8.8
civ,2016,8.8
civ,2017,8.8
civ,2018,8.8
civ,2019,8.8
cmr,2005,27.9
cmr,2006,27.8
cmr,2007,27.8
cmr,2008,27.4
cmr,2009,30
cmr,2010,30
cmr,2011,30
cmr,2012,30
cmr,2013,30
cmr,2014,30
cmr,2015,30
cmr,2016,38.9
cmr,2017,38.9
cmr,2018,38.9
cmr,2019,38.9
cod,2005,58.9
cod,2006,58.9
cod,2007,58.9
cod,2008,58.9
cod,2009,58.9
cod,2010,58.9
cod,2011,58.9
cod,2012,58.9
cod,2013,33.4
cod,2014,27.5
cod,2015,27.5
cod,2016,27.5
cod,2017,27.5
cod,2018,27.5
cod,2019,23.6
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,18.5
cog,2014,0
cog,2015,0
cog,2016,0
cog,2017,0
cog,2018,0
cog,2019,0
col,2005,21.8
col,2006,21.6
col,2007,21.4
col,2008,18.7
col,2009,17
col,2010,17
col,2011,18.3
col,2012,18.5
col,2013,18.5
col,2014,18.2
col,2015,22.1
col,2016,21.7
col,2017,21.8
col,2018,21.7
col,2019,21.1
com,2005,31.4
com,2006,31.4
com,2007,31.4
com,2008,31.4
com,2009,31.4
com,2010,31.4
com,2011,31.4
com,2012,31.4
com,2013,32.1
com,2014,32.1
com,2015,32.1
com,2016,32.1
com,2017,32.1
com,2018,30.4
com,2019,30.4
cpv,2005,22
cpv,2006,22
cpv,2007,22
cpv,2008,22
cpv,2009,18.2
cpv,2010,18.9
cpv,2011,18.6
cpv,2012,18
cpv,2013,18.2
cpv,2014,18.2
cpv,2015,18.5
cpv,2016,18.6
cpv,2017,18.6
cpv,2018,18.5
cpv,2019,18.3
cri,2005,19.2
cri,2006,19.2
cri,2007,19.2
cri,2008,19.2
cri,2009,19.2
cri,2010,19.2
cri,2011,19.2
cri,2012,19.5
cri,2013,19.2
cri,2014,19.2
cri,2015,19.2
cri,2016,19.2
cri,2017,19.2
cri,2018,19.2
cri,2019,19.2
cyp,2008,7.8
cyp,2009,7.8
cyp,2010,9.4
cyp,2011,9.2
cyp,2012,9.1
cyp,2013,9.2
cyp,2014,9.5
cyp,2015,9.3
cyp,2016,9.6
cyp,2017,8.1
cyp,2018,8.1
cyp,2019,8.3
cze,2005,7.2
cze,2006,6.7
cze,2007,6.2
cze,2008,6.2
cze,2009,4.9
cze,2010,5.1
cze,2011,5.3
cze,2012,5.3
cze,2013,5.3
cze,2014,5.6
cze,2015,5.6
cze,2016,5.1
cze,2017,5.1
cze,2018,5.2
cze,2019,5.2
deu,2005,21.4
deu,2006,21.6
deu,2007,23.2
deu,2008,22.9
deu,2009,17.6
deu,2010,23.2
deu,2011,19.2
deu,2012,19.3
deu,2013,23.2
deu,2014,23.3
deu,2015,23.2
deu,2016,23.2
deu,2017,23.2
deu,2018,23.2
deu,2019,23.2
dji,2005,17.7
dji,2006,17.7
dji,2007,17.7
dji,2008,17.7
dji,2009,17.7
dji,2010,17.7
dji,2011,17.7
dji,2012,17.7
dji,2013,17.7
dji,2014,17.7
dji,2015,17.7
dji,2016,17.7
dji,2017,17.7
dji,2018,17.7
dji,2019,17.7
dma,2005,25.9
dma,2006,25.9
dma,2007,25.9
dma,2008,25.9
dma,2009,25.9
dma,2010,25.9
dma,2011,26
dma,2012,26
dma,2013,26.1
dma,2014,26.1
dma,2015,26.1
dma,2016,24.4
dma,2017,21.8
dma,2018,21.8
dma,2019,21.8
dnk,2005,27.9
dnk,2006,26
dnk,2007,25.8
dnk,2008,23.1
dnk,2009,21.7
dnk,2010,21.6
dnk,2011,19.8
dnk,2012,19.7
dnk,2013,19.6
dnk,2014,19.6
dnk,2015,18.1
dnk,2016,18.4
dnk,2017,17.1
dnk,2018,17.1
dnk,2019,17.1
dom,2005,25.4
dom,2006,25.3
dom,2007,28.9
dom,2008,20.6
dom,2009,19.5
dom,2010,20.7
dom,2011,21.5
dom,2012,23.7
dom,2013,23.7
dom,2014,23.7
dom,2015,23.7
dom,2016,22.6
dom,2017,29.1
dom,2018,29.1
dom,2019,29.1
dza,2005,9.9
dza,2006,9.9
dza,2007,8.3
dza,2008,8.3
dza,2009,6.5
dza,2010,6.5
dza,2011,6.5
dza,2012,6.5
dza,2013,6.5
dza,2014,6.5
dza,2015,6.5
dza,2016,8.2
dza,2017,8.1
dza,2018,8.1
dza,2019,8.1
ecu,2005,18.8
ecu,2006,18.8
ecu,2007,18.8
ecu,2008,18.5
ecu,2009,18.5
ecu,2010,18.4
ecu,2011,17.6
ecu,2012,17.6
ecu,2013,16.9
ecu,2014,16.2
ecu,2015,16.2
ecu,2016,16.3
ecu,2017,16.3
ecu,2018,16.1
ecu,2019,18.2
egy,2005,21.6
egy,2006,13.6
egy,2007,13.9
egy,2008,14.8
egy,2009,13.8
egy,2010,13.2
egy,2011,13
egy,2012,13.2
egy,2013,13.2
egy,2014,16.4
egy,2015,16.4
egy,2016,14.7
egy,2017,14
egy,2018,13.7
egy,2019,14.4
eri,2005,8.8
eri,2006,8.8
eri,2007,8.8
eri,2008,8.8
eri,2009,7.7
eri,2010,8.8
eri,2011,8.8
eri,2012,8.8
eri,2013,9.2
eri,2014,9.2
eri,2015,9.2
eri,2016,9.2
eri,2017,9.2
eri,2018,9.2
eri,2019,9.2
esp,2005,23.4
esp,2006,23.4
esp,2007,23.4
esp,2008,21.9
esp,2009,20.9
esp,2010,20.7
esp,2011,1.2
esp,2012,1.2
esp,2013,20.8
esp,2014,21.7
esp,2015,13.4
esp,2016,12.5
esp,2017,10.6
esp,2018,10.6
esp,2019,10.6
est,2005,11.2
est,2006,10
est,2007,9.5
est,2008,9
est,2009,8.4
est,2010,8.3
est,2011,8.3
est,2012,8.3
est,2013,8.2
est,2014,8.2
est,2015,8.2
est,2016,7.8
est,2017,7.8
est,2018,7.8
est,2019,7.7
eth,2005,26.4
eth,2006,26.4
eth,2007,26.4
eth,2008,26.4
eth,2009,26.4
eth,2010,26.4
eth,2011,26.4
eth,2012,26.6
eth,2013,25.8
eth,2014,25.4
eth,2015,24.9
eth,2016,24.6
eth,2017,24.6
eth,2018,24.6
eth,2019,24.6
fin,2005,19.1
fin,2006,17.1
fin,2007,17
fin,2008,17
fin,2009,17.1
fin,2010,15.9
fin,2011,13.7
fin,2012,15
fin,2013,14.1
fin,2014,14.6
fin,2015,11.8
fin,2016,11.7
fin,2017,11.7
fin,2018,11.9
fin,2019,12.1
fji,2005,31.2
fji,2006,31.2
fji,2007,31.2
fji,2008,31.2
fji,2009,30.8
fji,2010,28.9
fji,2011,28
fji,2012,27.3
fji,2013,20.6
fji,2014,20.6
fji,2015,20.6
fji,2016,20.3
fji,2017,19.2
fji,2018,19.6
fji,2019,19.6
fra,2005,6.8
fra,2006,6.7
fra,2007,6.5
fra,2008,6.8
fra,2009,6.6
fra,2010,6.6
fra,2011,6.7
fra,2012,5.8
fra,2013,6.2
fra,2014,5.4
fra,2015,-0.2
fra,2016,0.2
fra,2017,1
fra,2018,0.3
fra,2019,0.2
fsm,2005,0
fsm,2006,0
fsm,2007,0
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,0
fsm,2016,0
fsm,2017,0
fsm,2018,0
fsm,2019,0
gab,2005,19.5
gab,2006,19.1
gab,2007,19.1
gab,2008,19.1
gab,2009,19.1
gab,2010,17.9
gab,2011,17.9
gab,2012,17.9
gab,2013,17.9
gab,2014,15.4
gab,2015,20.5
gab,2016,20.5
gab,2017,20.5
gab,2018,20.3
gab,2019,20.3
gbr,2005,21.8
gbr,2006,21.8
gbr,2007,21.8
gbr,2008,21.5
gbr,2009,22.3
gbr,2010,23.6
gbr,2011,23.6
gbr,2012,22.4
gbr,2013,21.7
gbr,2014,20.6
gbr,2015,19.2
gbr,2016,18.3
gbr,2017,18.1
gbr,2018,17.3
gbr,2019,16.6
geo,2005,9.8
geo,2006,14.1
geo,2007,14.1
geo,2008,14.1
geo,2009,13.3
geo,2010,13.3
geo,2011,14.3
geo,2012,14.3
geo,2013,14.3
geo,2014,14.3
geo,2015,14.3
geo,2016,14.3
geo,2017,14.3
geo,2018,7.8
geo,2019,7.8
gha,2005,24.8
gha,2006,21
gha,2007,17.9
gha,2008,17.6
gha,2009,17.6
gha,2010,17.6
gha,2011,18
gha,2012,18
gha,2013,18
gha,2014,18
gha,2015,18
gha,2016,18
gha,2017,18.5
gha,2018,17.7
gha,2019,10
gin,2005,0
gin,2006,0
gin,2007,0
gin,2008,0
gin,2009,0
gin,2010,0
gin,2011,0
gin,2012,0
gin,2013,0
gin,2014,0
gin,2015,0
gin,2016,0
gin,2017,0
gin,2018,0
gin,2019,0
gmb,2005,6.1
gmb,2006,6.1
gmb,2007,6.1
gmb,2008,6.1
gmb,2009,6.1
gmb,2010,6.1
gmb,2011,6.1
gmb,2012,6.1
gmb,2013,6.1
gmb,2014,6.1
gmb,2015,6.1
gmb,2016,6.1
gmb,2017,6.1
gmb,2018,6.1
gmb,2019,24.4
gnb,2005,23.3
gnb,2006,14.9
gnb,2007,14.9
gnb,2008,14.9
gnb,2009,14.9
gnb,2010,14.9
gnb,2011,14.9
gnb,2012,14.9
gnb,2013,15.1
gnb,2014,15.1
gnb,2015,15.1
gnb,2016,15.1
gnb,2017,15.1
gnb,2018,15.1
gnb,2019,15.1
gnq,2005,20.7
gnq,2006,20.7
gnq,2007,20.7
gnq,2008,20.7
gnq,2009,20.7
gnq,2010,20.7
gnq,2011,20.7
gnq,2012,20.7
gnq,2013,20.7
gnq,2014,20.7
gnq,2015,20.7
gnq,2016,53
gnq,2017,53
gnq,2018,53
gnq,2019,53
grc,2005,21.5
grc,2006,16.9
grc,2007,16.4
grc,2008,14.1
grc,2009,14.1
grc,2010,14.1
grc,2011,13.5
grc,2012,11.2
grc,2013,11.2
grc,2014,19
grc,2015,19.7
grc,2016,22.4
grc,2017,23
grc,2018,23
grc,2019,23
grd,2005,27.6
grd,2006,27.6
grd,2007,27.6
grd,2008,27.6
grd,2009,27.6
grd,2010,27.6
grd,2011,27.6
grd,2012,27.6
grd,2013,27.6
grd,2014,27.6
grd,2015,27.6
grd,2016,27.6
grd,2017,26.3
grd,2018,26.5
grd,2019,26.5
gtm,2005,26.1
gtm,2006,26.1
gtm,2007,26.1
gtm,2008,25.9
gtm,2009,25.9
gtm,2010,25.9
gtm,2011,25.9
gtm,2012,25.9
gtm,2013,25.9
gtm,2014,24.9
gtm,2015,22.5
gtm,2016,20.2
gtm,2017,20.2
gtm,2018,20.2
gtm,2019,20.2
guy,2005,27.6
guy,2006,27.6
guy,2007,27.6
guy,2008,27.6
guy,2009,27.5
guy,2010,27.5
guy,2011,24.5
guy,2012,24.5
guy,2013,21.4
guy,2014,21.3
guy,2015,21.3
guy,2016,21.3
guy,2017,21.3
guy,2018,19.6
guy,2019,19.6
hkg,2005,18.7
hkg,2006,18.7
hkg,2007,18.7
hkg,2008,18.7
hkg,2009,17.6
hkg,2010,17.6
hkg,2011,17.6
hkg,2012,17.6
hkg,2013,17.6
hkg,2014,17.6
hkg,2015,17.5
hkg,2016,17.5
hkg,2017,17.5
hkg,2018,17.5
hkg,2019,16.5
hnd,2005,25.2
hnd,2006,25.2
hnd,2007,25.2
hnd,2008,25.2
hnd,2009,25.2
hnd,2010,25.2
hnd,2011,26.7
hnd,2012,28.7
hnd,2013,30.7
hnd,2014,29.9
hnd,2015,31.3
hnd,2016,31.3
hnd,2017,31.3
hnd,2018,31.2
hnd,2019,29.2
hrv,2005,0
hrv,2006,0
hrv,2007,0
hrv,2008,0
hrv,2009,0
hrv,2010,0
hrv,2011,0
hrv,2012,0
hrv,2013,0
hrv,2014,0
hrv,2015,0
hrv,2016,0
hrv,2017,0
hrv,2018,0
hrv,2019,0
hti,2005,23.8
hti,2006,23.8
hti,2007,23.8
hti,2008,23.8
hti,2009,23.8
hti,2010,23.8
hti,2011,23.8
hti,2012,23.8
hti,2013,23.8
hti,2014,23.8
hti,2015,23.8
hti,2016,23.8
hti,2017,22.7
hti,2018,22.8
hti,2019,22.8
hun,2005,5.9
hun,2006,5.2
hun,2007,8.1
hun,2008,9.3
hun,2009,9.3
hun,2010,15.6
hun,2011,14
hun,2012,11.5
hun,2013,11.7
hun,2014,11.8
hun,2015,11.8
hun,2016,9.9
hun,2017,9.9
hun,2018,9.1
hun,2019,9.4
idn,2013,21.2
idn,2014,19.7
idn,2015,20.2
idn,2016,20
idn,2017,18.2
idn,2018,18.1
idn,2019,18.1
ind,2013,23.7
ind,2014,23.4
ind,2015,23.4
ind,2016,23.5
ind,2017,23.5
ind,2018,21.7
ind,2019,21.6
irl,2005,11.9
irl,2006,11.9
irl,2007,11.9
irl,2008,12
irl,2009,12.1
irl,2010,11.8
irl,2011,12
irl,2012,12
irl,2013,12.2
irl,2014,12.4
irl,2015,12.4
irl,2016,12.4
irl,2017,12.4
irl,2018,12.4
irl,2019,12.4
irn,2005,17.9
irn,2006,17.9
irn,2007,17.9
irn,2008,17.9
irn,2009,17.9
irn,2010,17.8
irn,2011,17.8
irn,2012,17.8
irn,2013,17.8
irn,2014,17.8
irn,2015,17.8
irn,2016,18.4
irn,2017,18.4
irn,2018,18.4
irn,2019,18.4
irq,2005,11.2
irq,2006,15
irq,2007,15
irq,2008,15
irq,2009,15
irq,2010,15
irq,2011,15
irq,2012,15
irq,2013,15
irq,2014,15
irq,2015,15
irq,2016,15
irq,2017,15
irq,2018,15
irq,2019,15
isl,2005,8.4
isl,2006,8.5
isl,2007,8.7
isl,2008,8.7
isl,2009,7.3
isl,2010,6.9
isl,2011,7.8
isl,2012,8.5
isl,2013,8.9
isl,2014,8.9
isl,2015,8.9
isl,2016,8.9
isl,2017,9
isl,2018,8.8
isl,2019,8.5
isr,2005,27.3
isr,2006,26.6
isr,2007,24.6
isr,2008,23.2
isr,2009,21.3
isr,2010,20.5
isr,2011,19.7
isr,2012,19
isr,2013,19.8
isr,2014,19.7
isr,2015,20.9
isr,2016,20.8
isr,2017,19.6
isr,2018,18.8
isr,2019,18
ita,2005,30.6
ita,2006,31.3
ita,2007,31.3
ita,2008,28.4
ita,2009,23.2
ita,2010,23.2
ita,2011,23.2
ita,2012,23.2
ita,2013,20.4
ita,2014,19.9
ita,2015,19.5
ita,2016,17
ita,2017,23.3
ita,2018,16.8
ita,2019,14.6
jam,2005,27.3
jam,2006,27.3
jam,2007,27.3
jam,2008,27.3
jam,2009,27.3
jam,2010,27.3
jam,2011,28.6
jam,2012,28.7
jam,2013,28.7
jam,2014,21.4
jam,2015,15
jam,2016,14
jam,2017,14
jam,2018,13.6
jam,2019,13.6
jor,2005,15.1
jor,2006,15.1
jor,2007,15.1
jor,2008,15.1
jor,2009,15.1
jor,2010,15.2
jor,2011,13.5
jor,2012,13.4
jor,2013,13.3
jor,2014,13.2
jor,2015,13.1
jor,2016,10.6
jor,2017,10.6
jor,2018,10.5
jor,2019,10.5
jpn,2013,26.6
jpn,2014,28
jpn,2015,28
jpn,2016,26.3
jpn,2017,24.7
jpn,2018,24
jpn,2019,23.9
kaz,2005,24.7
kaz,2006,24.7
kaz,2007,21.6
kaz,2008,21.5
kaz,2009,24.1
kaz,2010,16.7
kaz,2011,16.3
kaz,2012,16.3
kaz,2013,16.3
kaz,2014,16.3
kaz,2015,16.2
kaz,2016,16.2
kaz,2017,16.2
kaz,2018,16.2
kaz,2019,16.4
ken,2005,33
ken,2006,33
ken,2007,33.2
ken,2008,33.2
ken,2009,33.2
ken,2010,33.2
ken,2011,32.4
ken,2012,27.4
ken,2013,30.1
ken,2014,29.8
ken,2015,29.8
ken,2016,30.1
ken,2017,30.1
ken,2018,30.1
ken,2019,30.1
kgz,2005,5.1
kgz,2006,5.4
kgz,2007,3
kgz,2008,3
kgz,2009,3
kgz,2010,8.6
kgz,2011,5.9
kgz,2012,5.9
kgz,2013,6.4
kgz,2014,6.4
kgz,2015,6.4
kgz,2016,6.4
kgz,2017,6.4
kgz,2018,6.4
kgz,2019,6.7
khm,2005,19.4
khm,2006,19.4
khm,2007,19.4
khm,2008,19.4
khm,2009,19.1
khm,2010,19.1
khm,2011,19.1
khm,2012,19.1
khm,2013,19.5
khm,2014,19.5
khm,2015,19.5
khm,2016,19.5
khm,2017,19.4
khm,2018,19.4
khm,2019,19
kir,2005,23.4
kir,2006,23.4
kir,2007,23.4
kir,2008,23.4
kir,2009,23.4
kir,2010,23.4
kir,2011,23.4
kir,2012,23.4
kir,2013,24.3
kir,2014,24.3
kir,2015,24.3
kir,2016,24.3
kir,2017,24.3
kir,2018,24.3
kir,2019,24.3
kna,2005,32.8
kna,2006,32.8
kna,2007,32.8
kna,2008,32.8
kna,2009,32.8
kna,2010,32.8
kna,2011,32.8
kna,2012,32.2
kna,2013,32.3
kna,2014,30.5
kna,2015,30.5
kna,2016,30.5
kna,2017,30.5
kna,2018,30.5
kna,2019,30.5
kor,2005,22.8
kor,2006,18.5
kor,2007,18.6
kor,2008,18.8
kor,2009,17.4
kor,2010,15.6
kor,2011,19.2
kor,2012,19.2
kor,2013,18.4
kor,2014,18.2
kor,2015,18.2
kor,2016,18.2
kor,2017,18.2
kor,2018,18.2
kor,2019,18.2
kos,2009,21.2
kos,2010,10.2
kos,2011,9.3
kos,2012,9.3
kos,2013,9.3
kos,2014,9.3
kos,2015,9.3
kos,2016,9.3
kos,2017,9.3
kos,2018,9.3
kos,2019,9.3
kwt,2005,0
kwt,2006,0
kwt,2007,0
kwt,2008,0
kwt,2009,0
kwt,2010,0
kwt,2011,0
kwt,2012,0
kwt,2013,0
kwt,2014,0
kwt,2015,0
kwt,2016,0
kwt,2017,0
kwt,2018,0
kwt,2019,0
lao,2005,27.1
lao,2006,27.1
lao,2007,27.1
lao,2008,25.4
lao,2009,25.1
lao,2010,25.1
lao,2011,25.1
lao,2012,25.1
lao,2013,20.1
lao,2014,16.5
lao,2015,16
lao,2016,15.8
lao,2017,15.8
lao,2018,16.4
lao,2019,16.4
lbn,2005,11.4
lbn,2006,11.4
lbn,2007,11.4
lbn,2008,6.1
lbn,2009,6.1
lbn,2010,6.1
lbn,2011,6.1
lbn,2012,6.1
lbn,2013,6.2
lbn,2014,6.1
lbn,2015,6.1
lbn,2016,6.1
lbn,2017,6.1
lbn,2018,6.2
lbn,2019,6.9
lbr,2006,0
lbr,2007,0
lbr,2008,0
lbr,2009,0
lbr,2010,0
lbr,2011,0
lbr,2012,17.6
lbr,2013,17
lbr,2014,21.6
lbr,2015,35.4
lbr,2016,35.4
lbr,2017,35.4
lbr,2018,35.4
lbr,2019,35.4
lby,2012,22.1
lby,2013,22.1
lby,2014,22.1
lby,2015,22.1
lby,2016,22.1
lby,2017,22.1
lby,2018,22.1
lby,2019,22.1
lca,2005,27.2
lca,2006,25.5
lca,2007,25.5
lca,2008,25.5
lca,2009,25.9
lca,2010,25.4
lca,2011,25.9
lca,2012,25.8
lca,2013,25.8
lca,2014,25.8
lca,2015,25.8
lca,2016,25.8
lca,2017,25.8
lca,2018,25.8
lca,2019,25.8
