geo,time,tm_tax_tcom_wm_fn_zs
omn,2017,5.2
omn,2018,5.2
omn,2019,4.84
omn,2020,4.84
pak,1995,39.4
pak,1998,36.78
pak,1999,19.26
pak,2000,19.69
pak,2001,18.97
pak,2002,15.87
pak,2003,14.89
pak,2004,9.35
pak,2005,10.99
pak,2006,10.71
pak,2007,10.8
pak,2008,7.51
pak,2009,7.44
pak,2010,7.6
pak,2011,6.93
pak,2012,6.87
pak,2013,6.65
pak,2014,7.09
pak,2015,7.48
pak,2016,8.28
pak,2018,6.38
pak,2019,5.85
pak,2020,6.11
pan,1997,9.58
pan,1998,9.65
pan,1999,7.47
pan,2000,6.14
pan,2001,5.8
pan,2002,6.96
pan,2003,9.68
pan,2004,8.5
pan,2005,8.18
pan,2006,9.18
pan,2007,9.39
pan,2008,11.78
pan,2009,11.94
pan,2010,12.36
pan,2011,11.25
pan,2012,7.27
pan,2013,7.57
pan,2015,13.52
pan,2020,14.16
per,1993,15.78
per,1995,15.24
per,1997,13.78
per,1998,13.76
per,1999,13.53
per,2000,13.93
per,2001,11.97
per,2002,11.77
per,2003,11.26
per,2004,11.62
per,2005,11.05
per,2006,4.58
per,2007,4.62
per,2008,2.12
per,2009,1.78
per,2010,1.76
per,2011,1.05
per,2013,0.75
per,2014,0.75
per,2015,0.62
per,2017,0.69
per,2018,0.67
per,2019,0.71
per,2020,0.71
phl,1988,18.56
phl,1989,18.63
phl,1990,14.04
phl,1992,13.85
phl,1993,16.46
phl,1994,15.94
phl,1995,15.94
phl,1996,14.44
phl,1997,9.81
phl,1998,8.23
phl,1999,7.72
phl,2000,6.03
phl,2001,5.89
phl,2002,6.03
phl,2003,4.97
phl,2004,5.73
phl,2005,6.8
phl,2006,6.8
phl,2007,5.65
phl,2008,6.27
phl,2009,6.38
phl,2010,6.33
phl,2011,5.32
phl,2012,5.32
phl,2013,5.4
phl,2015,5.36
phl,2016,5.3
phl,2017,5.41
phl,2018,10.13
phl,2019,8.67
phl,2020,8.73
plw,2005,0.72
plw,2006,0.72
plw,2010,8.53
plw,2011,8.22
plw,2012,7.98
plw,2015,12.19
plw,2016,12.73
plw,2017,61.64
plw,2018,72.21
plw,2019,350.15
plw,2020,20.62
png,1997,19.42
png,1999,19.54
png,2000,4.72
png,2001,4.59
png,2002,3.99
png,2003,3.52
png,2004,3.19
png,2005,4.29
png,2006,3.86
png,2007,2.58
png,2008,5.02
png,2009,4.72
png,2010,4.76
png,2012,4.07
png,2013,4.16
png,2018,11.92
png,2019,24.73
png,2020,7.89
pol,1988,3.47
pol,1989,3.32
pol,1990,3.55
pol,1991,3.89
pol,1992,4.19
pol,1993,4.15
pol,1994,4.12
pol,1995,9.96
pol,1996,8.74
pol,1997,7.35
pol,1998,7.42
pol,1999,7.39
pol,2000,4.74
pol,2001,5.34
pol,2002,4.18
pol,2003,4.66
pol,2004,3.91
pol,2005,3.58
pol,2006,3.06
pol,2007,3.02
pol,2008,2.49
pol,2009,3
pol,2010,2.6
pol,2011,2.44
pol,2012,2.15
pol,2013,2.4
pol,2014,2.58
pol,2015,2.61
pol,2016,3.21
pol,2017,3.05
pol,2018,2.62
pol,2019,2.72
pol,2020,2.18
prt,1988,3.47
prt,1989,3.32
prt,1990,3.55
prt,1991,3.89
prt,1992,4.19
prt,1993,4.15
prt,1994,4.12
prt,1995,9.96
prt,1996,8.74
prt,1997,7.35
prt,1998,7.42
prt,1999,7.39
prt,2000,4.74
prt,2001,5.34
prt,2002,4.18
prt,2003,4.66
prt,2004,3.91
prt,2005,3.58
prt,2006,3.06
prt,2007,3.02
prt,2008,2.49
prt,2009,3
prt,2010,2.6
prt,2011,2.44
prt,2012,2.15
prt,2013,2.4
prt,2014,2.58
prt,2015,2.61
prt,2016,3.21
prt,2017,3.05
prt,2018,2.62
prt,2019,2.72
prt,2020,2.18
pry,1991,3.57
pry,1994,7.58
pry,1995,11.51
pry,1996,12.86
pry,1997,14.68
pry,1998,14.35
pry,1999,12.57
pry,2000,9.35
pry,2001,8.22
pry,2002,6.98
pry,2003,6.19
pry,2004,6.94
pry,2005,5.34
pry,2006,4.37
pry,2007,5.25
pry,2008,4.25
pry,2009,5.22
pry,2010,5.68
pry,2011,5.27
pry,2012,4.96
pry,2013,5.08
pry,2014,5.22
pry,2015,5.71
pry,2016,6.26
pry,2017,11.67
pry,2018,11.91
pry,2019,11.91
pry,2020,11.32
pse,2013,8.52
pse,2014,7.94
pse,2015,4.61
pse,2016,8.44
pse,2017,7.98
pyf,2008,3.92
pyf,2009,4.54
pyf,2011,4.17
pyf,2012,3.85
pyf,2013,4.12
pyf,2014,4.12
pyf,2015,4.14
pyf,2016,4.16
pyf,2017,4.16
pyf,2018,4.16
pyf,2019,4.67
pyf,2020,4.59
qat,2002,5.74
qat,2003,5.53
qat,2004,6.95
qat,2005,5.9
qat,2006,6.12
qat,2007,5.12
qat,2008,5.49
qat,2009,5.38
qat,2010,5.31
qat,2011,5.31
qat,2012,3.86
qat,2013,3.8
qat,2014,4
qat,2015,3.93
qat,2016,3.93
qat,2017,8.79
qat,2018,6.99
qat,2019,5.78
qat,2020,3.37
rou,1988,3.47
rou,1989,3.32
rou,1990,3.55
rou,1991,3.89
rou,1992,4.19
rou,1993,4.15
rou,1994,4.12
rou,1995,9.96
rou,1996,8.74
rou,1997,7.35
rou,1998,7.42
rou,1999,7.39
rou,2000,4.74
rou,2001,5.34
rou,2002,4.18
rou,2003,4.66
rou,2004,3.91
rou,2005,3.58
rou,2006,3.06
rou,2007,3.02
rou,2008,2.49
rou,2009,3
rou,2010,2.6
rou,2011,2.44
rou,2012,2.15
rou,2013,2.4
rou,2014,2.58
rou,2015,2.61
rou,2016,3.21
rou,2017,3.05
rou,2018,2.62
rou,2019,2.72
rou,2020,2.18
rus,1993,4.01
rus,1994,8.29
rus,1996,8.96
rus,1997,10.29
rus,2001,12.31
rus,2002,12.24
rus,2005,11.2
rus,2007,10.44
rus,2008,10.17
rus,2009,11.55
rus,2010,12.01
rus,2011,11.01
rus,2012,11.56
rus,2013,10.64
rus,2014,9.89
rus,2015,7.94
rus,2016,7.56
rus,2017,7.2
rus,2018,6.79
rus,2019,21.56
rus,2020,6.56
rwa,1993,24.87
rwa,2000,11.54
rwa,2001,11.87
rwa,2002,21.8
rwa,2003,12.9
rwa,2005,22.55
rwa,2006,22.86
rwa,2008,21.44
rwa,2009,23.22
rwa,2010,25.15
rwa,2011,21
rwa,2012,28.25
rwa,2013,24.88
rwa,2014,26.02
rwa,2015,30.42
rwa,2016,20.29
rwa,2018,25.18
rwa,2019,20.27
rwa,2020,24.71
sau,1994,9.14
sau,1999,13.24
sau,2000,17.07
sau,2001,10.71
sau,2002,7.22
sau,2003,10.67
sau,2004,10.46
sau,2005,3.29
sau,2006,3.39
sau,2007,3.4
sau,2008,2.65
sau,2009,2.56
sau,2011,3.79
sau,2012,3.49
sau,2013,3.49
sau,2014,3.32
sau,2015,3.99
sau,2017,9.77
sau,2020,5.77
sdn,1996,4.34
sdn,2002,25.45
sdn,2006,17.36
sdn,2008,14.92
sdn,2009,15.97
sdn,2010,15.35
sdn,2011,12.97
sdn,2020,25
sen,2001,8.26
sen,2002,6.79
sen,2003,7.92
sen,2004,8.02
sen,2005,8.19
sen,2006,8.91
sen,2007,7.47
sen,2008,7.47
sen,2009,8.21
sen,2010,7.89
sen,2011,7.94
sen,2012,7.51
sen,2013,7.5
sen,2014,7.85
sen,2015,8.64
sen,2016,9.18
sen,2017,13.03
sen,2018,12.53
sen,2019,9.63
sen,2020,10.04
sgp,1989,10.9
sgp,1995,2.12
sgp,1996,0.29
sgp,1997,0.29
sgp,1998,0.31
sgp,1999,0.31
sgp,2000,0.22
sgp,2001,0.21
sgp,2002,0.21
sgp,2003,0.21
sgp,2004,0
sgp,2005,0.12
sgp,2006,0.12
sgp,2007,0.12
sgp,2008,0.46
sgp,2009,0.58
sgp,2010,0.45
sgp,2011,0.42
sgp,2012,0.46
sgp,2013,0.67
sgp,2014,0.65
sgp,2015,0.97
sgp,2016,0.96
sgp,2017,0.76
sgp,2018,2.43
sgp,2019,9.33
sgp,2020,1.33
slb,2008,17.12
slb,2015,60.68
slb,2016,22.4
slb,2017,34.02
slb,2018,64.09
slb,2019,34.97
slb,2020,17.21
sle,2004,18.88
sle,2006,18.05
sle,2010,12.86
sle,2011,12.2
sle,2012,12.65
sle,2020,17.86
slv,1995,10.18
slv,1996,8.53
slv,1997,8.46
slv,1998,7.88
slv,1999,7.61
slv,2000,8.23
slv,2001,7.95
slv,2002,8.31
slv,2003,8.46
slv,2004,8.55
slv,2005,7.73
slv,2006,8.01
slv,2007,7.25
slv,2008,6.98
slv,2009,8.94
slv,2010,8.22
slv,2011,8.04
slv,2012,7.89
slv,2013,8.23
slv,2014,8.12
slv,2015,9.43
slv,2017,12.22
slv,2018,11.93
slv,2019,13.22
slv,2020,14.64
srb,2001,9.02
srb,2002,7.62
srb,2005,4.5
srb,2007,4.46
srb,2008,4.21
srb,2009,4.92
srb,2010,4.32
srb,2011,4.59
srb,2013,5.84
srb,2015,6.62
srb,2016,6.96
srb,2017,6.92
srb,2018,7.03
stp,2013,6.68
stp,2014,6.97
stp,2015,8.08
stp,2016,8.22
stp,2018,8.82
stp,2019,9.2
sur,1996,14.04
sur,1999,14.03
sur,2000,12.97
sur,2007,22.48
sur,2009,12.94
sur,2010,12.95
sur,2011,10.23
sur,2012,12.82
sur,2013,12.82
sur,2018,19.45
sur,2019,13.61
sur,2020,13.61
svk,1988,3.47
svk,1989,3.32
svk,1990,3.55
svk,1991,3.89
svk,1992,4.19
svk,1993,4.15
svk,1994,4.12
svk,1995,9.96
svk,1996,8.74
svk,1997,7.35
svk,1998,7.42
svk,1999,7.39
svk,2000,4.74
svk,2001,5.34
svk,2002,4.18
svk,2003,4.66
svk,2004,3.91
svk,2005,3.58
svk,2006,3.06
svk,2007,3.02
svk,2008,2.49
svk,2009,3
svk,2010,2.6
svk,2011,2.44
svk,2012,2.15
svk,2013,2.4
svk,2014,2.58
svk,2015,2.61
svk,2016,3.21
svk,2017,3.05
svk,2018,2.62
svk,2019,2.72
svk,2020,2.18
svn,1988,3.47
svn,1989,3.32
svn,1990,3.55
svn,1991,3.89
svn,1992,4.19
svn,1993,4.15
svn,1994,4.12
svn,1995,9.96
svn,1996,8.74
svn,1997,7.35
svn,1998,7.42
svn,1999,7.39
svn,2000,4.74
svn,2001,5.34
svn,2002,4.18
svn,2003,4.66
svn,2004,3.91
svn,2005,3.58
svn,2006,3.06
svn,2007,3.02
svn,2008,2.49
svn,2009,3
svn,2010,2.6
svn,2011,2.44
svn,2012,2.15
svn,2013,2.4
svn,2014,2.58
svn,2015,2.61
svn,2016,3.21
svn,2017,3.05
svn,2018,2.62
svn,2019,2.72
svn,2020,2.18
swe,1988,3.47
swe,1989,3.32
swe,1990,3.55
swe,1991,3.89
swe,1992,4.19
swe,1993,4.15
swe,1994,4.12
swe,1995,9.96
swe,1996,8.74
swe,1997,7.35
swe,1998,7.42
swe,1999,7.39
swe,2000,4.74
swe,2001,5.34
swe,2002,4.18
swe,2003,4.66
swe,2004,3.91
swe,2005,3.58
swe,2006,3.06
swe,2007,3.02
swe,2008,2.49
swe,2009,3
swe,2010,2.6
swe,2011,2.44
swe,2012,2.15
swe,2013,2.4
swe,2014,2.58
swe,2015,2.61
swe,2016,3.21
swe,2017,3.05
swe,2018,2.62
swe,2019,2.72
swe,2020,2.18
swz,2001,8.95
swz,2002,7.82
swz,2004,5.54
swz,2005,7.65
swz,2006,7.57
swz,2007,6.22
swz,2008,9.27
swz,2009,11.65
swz,2010,15.66
swz,2011,14.21
swz,2012,6.37
swz,2013,6.81
swz,2014,5.96
swz,2015,6.98
swz,2016,6.88
swz,2017,7.82
swz,2018,8.42
swz,2019,129.3
swz,2020,7.68
syc,2000,33.76
syc,2001,68.67
syc,2005,54.83
syc,2006,52.61
syc,2007,53.45
syc,2015,9.91
syc,2016,16.35
syc,2017,16.36
syc,2018,17.16
syc,2019,93.17
syc,2020,15.17
syr,2002,11.65
syr,2009,7.94
syr,2010,8.28
syr,2013,13.46
syr,2020,10.82
tcd,1995,19.99
tcd,1997,19.99
tcd,2001,20.49
tcd,2002,20.85
tcd,2003,23.45
tcd,2004,24.84
tcd,2005,21.84
tcd,2006,22.11
tcd,2007,18.23
tcd,2008,17.14
tcd,2009,18.16
tcd,2010,17.71
tcd,2011,18.46
tcd,2013,19.11
tcd,2015,20.98
tcd,2016,17.53
tgo,1996,15.36
tgo,1997,16.12
tgo,1999,16.92
tgo,2000,10.64
tgo,2001,10.46
tgo,2002,10.12
tgo,2003,10.07
tgo,2004,10.07
tgo,2005,9.74
tgo,2006,9.93
tgo,2007,10.05
tgo,2008,10.05
tgo,2009,11.05
tgo,2010,11.27
tgo,2011,10.91
tgo,2012,9.7
tgo,2013,9.67
tgo,2014,9.67
tgo,2015,12.56
tgo,2016,11.88
tgo,2017,14.4
tgo,2018,14.54
tgo,2019,15.81
tgo,2020,15.81
tha,1989,27.87
tha,1991,28.92
tha,1993,43.12
tha,1995,12.06
tha,1999,27.87
tha,2000,7.96
tha,2001,5.1
tha,2003,5.77
tha,2004,2.61
tha,2005,3.09
tha,2006,2.89
tha,2007,2.59
tha,2008,2.29
tha,2009,2.77
tha,2010,2.66
tha,2011,2.68
tha,2013,5.25
tha,2014,7.12
tha,2015,8.79
tjk,2006,6.4
tjk,2010,6.16
tjk,2012,5.43
tjk,2013,5.73
tjk,2014,5.67
tjk,2015,10.68
tjk,2016,5.6
tjk,2017,5.67
tjk,2020,6.37
tkm,1998,0
tkm,2002,12.6
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.55
ton,2009,3.61
ton,2010,3.39
ton,2011,3.95
ton,2012,3.4
ton,2013,2.81
ton,2015,2.9
ton,2016,2.94
ton,2017,2.62
ton,2020,3.79
tto,1991,11.27
tto,1992,16.7
tto,1996,7.08
tto,1999,20.03
tto,2001,5.92
tto,2002,4.02
tto,2003,4.81
tto,2004,6.99
tto,2005,4.83
tto,2006,3.59
tto,2007,3.66
tto,2008,3.6
tto,2010,8.24
tto,2011,8.24
tto,2012,8.66
tto,2013,8.62
tun,1990,17.43
tun,1992,17.27
tun,1995,18.72
tun,1998,18.54
tun,2000,22.55
tun,2002,28.54
tun,2003,19.87
tun,2004,18.47
tun,2005,16.89
tun,2006,16.07
tun,2008,11.97
tun,2009,16.23
tun,2010,8.9
tun,2011,14.43
tun,2012,11.6
tun,2013,8.04
tun,2015,8.03
tun,2016,9.07
tur,1993,8.17
tur,1995,5.52
tur,1996,5.59
tur,1997,5.23
tur,1998,5.77
tur,1999,5.45
tur,2000,4.47
tur,2001,3.66
tur,2002,3.26
tur,2003,3.93
tur,2004,4.15
tur,2005,3.48
tur,2006,3.26
tur,2007,4.69
tur,2008,3.73
tur,2009,5.24
tur,2010,5.97
tur,2011,7.95
tur,2013,9.07
tur,2015,10.95
tur,2016,10.69
tur,2017,13.23
tur,2018,7.38
tur,2019,10.1
tur,2020,10.23
tuv,2010,8.25
tuv,2017,7.24
tza,1993,19.9
tza,1997,18.61
tza,1998,19.31
tza,2000,13.14
tza,2003,7.73
tza,2005,10.16
tza,2006,9.94
tza,2007,8.3
tza,2008,8.97
tza,2009,11.31
tza,2010,10.99
tza,2011,8.81
tza,2012,9.62
tza,2013,8.35
tza,2014,8.36
tza,2015,7.87
tza,2016,13.16
tza,2018,22.94
tza,2019,23.18
tza,2020,28.63
uga,1994,22.7
uga,2000,7.81
uga,2001,8.1
uga,2002,7.7
uga,2003,7.53
uga,2004,7.86
uga,2005,14.47
uga,2006,11.2
uga,2007,12.55
uga,2008,13.98
uga,2009,15.57
uga,2010,14.41
uga,2011,12.61
uga,2012,15.09
uga,2013,14.52
uga,2014,14.57
uga,2015,15.1
uga,2016,13.31
uga,2018,20.54
uga,2019,20.88
uga,2020,23.47
ukr,1995,2.71
ukr,1997,2.67
ukr,2002,1.73
ukr,2006,1.42
ukr,2007,1.57
ukr,2008,1.55
ukr,2009,1.75
ukr,2010,2.46
ukr,2011,1.42
ukr,2012,1.49
ukr,2013,1.68
ukr,2014,1.73
ukr,2015,1.39
ukr,2016,1.38
ukr,2017,1.53
ukr,2018,1.66
ukr,2019,23.7
ukr,2020,2.55
ury,1992,5.77
ury,1995,6.86
ury,1996,7.14
ury,1997,7.11
ury,1998,9.97
ury,1999,8.2
ury,2000,7.03
ury,2001,7.69
ury,2002,6.71
ury,2004,4.12
ury,2005,3.6
ury,2006,3.39
ury,2007,3.91
ury,2008,2.63
ury,2009,3.72
ury,2010,4.14
ury,2011,4.39
ury,2012,3.47
ury,2013,4.73
ury,2014,4.73
ury,2015,5.05
ury,2016,6.89
ury,2017,8.94
ury,2018,6.15
ury,2019,6.15
ury,2020,7.24
usa,1989,3.44
usa,1990,3.63
usa,1991,3.67
usa,1992,3.63
usa,1993,3.56
usa,1995,3.95
usa,1996,4
usa,1997,2.34
usa,1998,4.07
usa,1999,8.32
usa,2000,5.13
usa,2001,4.58
usa,2002,3.9
usa,2003,3.71
usa,2004,3.63
usa,2005,3.74
usa,2006,3.7
usa,2007,3.71
usa,2008,3.64
usa,2009,3.96
usa,2010,3.95
usa,2011,4.07
usa,2012,4.14
usa,2013,3.98
usa,2014,3.76
usa,2015,3.86
usa,2016,3.88
usa,2017,8.59
usa,2018,8.24
usa,2019,134.84
usa,2020,3.31
uzb,2001,4.23
uzb,2006,12.57
uzb,2007,13.78
uzb,2008,10.04
uzb,2009,13.74
uzb,2012,13.74
uzb,2014,13.37
uzb,2015,13.71
uzb,2020,5.04
vct,1996,13.83
vct,1999,14.8
vct,2000,13.29
vct,2001,12.89
vct,2002,12.28
vct,2003,13.09
vct,2006,12.06
vct,2007,13.71
vct,2010,9.72
vct,2011,9.05
vct,2012,11.65
vct,2013,11.65
vct,2015,10.53
vct,2016,14.34
vct,2017,15.35
vct,2018,14.52
vct,2019,14.52
vct,2020,15.01
ven,1992,14.53
ven,1995,12.07
ven,1997,12.65
ven,1998,15.19
ven,1999,14
ven,2000,13.5
ven,2001,13.63
ven,2002,14.08
ven,2003,14.44
ven,2004,14.22
ven,2005,14.02
ven,2006,14.26
ven,2007,18.74
ven,2008,20.16
ven,2009,18.33
ven,2010,14.18
ven,2011,20.99
ven,2012,20.99
ven,2013,20.99
ven,2014,17.21
ven,2015,17.21
ven,2016,16.19
ven,2017,19.63
ven,2018,22.79
ven,2019,20.25
ven,2020,22.59
vnm,1994,26.27
vnm,1999,28.01
vnm,2001,11.23
vnm,2002,13.43
vnm,2003,11.73
vnm,2004,11.57
vnm,2005,11.76
vnm,2006,11.61
vnm,2007,11.4
vnm,2008,4.97
vnm,2009,11.08
vnm,2010,6.39
vnm,2012,4.09
vnm,2013,5.79
vnm,2014,6.36
vnm,2015,7.4
vnm,2016,7.08
vnm,2017,7.07
vnm,2018,13.03
vnm,2019,5.98
vnm,2020,6.78
vut,2002,32.34
vut,2003,24.55
vut,2004,24.66
vut,2005,24.77
vut,2006,23.81
vut,2007,29.84
vut,2008,31.29
vut,2009,31.17
vut,2012,14.02
vut,2015,11.7
vut,2016,13.71
vut,2017,20.27
vut,2020,20.22
wsm,2011,11.01
wsm,2012,10.58
wsm,2013,10.51
wsm,2014,11
wsm,2015,11.81
wsm,2016,12.79
wsm,2017,11.8
wsm,2018,12.96
wsm,2020,12.95
yem,2000,10.71
yem,2006,7.66
yem,2009,6.34
yem,2011,6.47
yem,2012,6.45
yem,2013,5.18
yem,2015,5.33
yem,2016,5.37
yem,2017,4.63
zaf,1988,4.28
zaf,1990,4.8
zaf,1991,5.12
zaf,1993,7.31
zaf,1996,5.67
zaf,1997,2.95
zaf,1999,3
zaf,2000,2.78
zaf,2001,2.56
zaf,2002,2.69
zaf,2003,2.68
zaf,2004,2.13
zaf,2005,2.46
zaf,2006,2.39
zaf,2007,2.43
zaf,2008,2
zaf,2009,2.32
zaf,2010,2.65
zaf,2011,2.54
zaf,2012,2.52
zaf,2013,2.74
zaf,2014,2.21
zaf,2015,3.19
zaf,2016,4.39
zaf,2017,4.29
zaf,2018,3.35
zaf,2019,14.41
zaf,2020,5.02
zmb,1993,12.44
zmb,1997,9.93
zmb,2001,22.83
zmb,2002,16.86
zmb,2003,11.82
zmb,2004,19.38
zmb,2005,12.24
zmb,2006,14.95
zmb,2007,9.1
zmb,2008,9.46
zmb,2009,7.86
zmb,2010,6.13
zmb,2011,6.81
zmb,2012,7.01
zmb,2013,8.4
zmb,2015,10.39
zmb,2016,11.24
zmb,2018,4.43
zmb,2020,9.44
zwe,1996,41.69
zwe,1997,15.28
zwe,1998,28.61
zwe,1999,16.27
zwe,2000,7.32
zwe,2001,7.01
zwe,2002,20.03
zwe,2003,20.36
zwe,2007,11.88
zwe,2010,17.53
zwe,2011,15.58
zwe,2012,13.71
zwe,2015,13.19
zwe,2016,10.23
