geo,time,er_lnd_ptld_zs
bhs,2016,31.2
bhs,2017,36.63365
bhs,2018,36.63365
bhs,2019,36.63365
bhs,2020,36.63365
bhs,2021,36.63365
bih,2016,1.45
bih,2017,1.3955
bih,2018,1.3955
bih,2019,1.3955
bih,2020,3.62676
bih,2021,3.97164
blr,2016,9.51
blr,2017,9.35349
blr,2018,9.35349
blr,2019,9.35349
blr,2020,9.35349
blr,2021,13.84299
blz,2016,37.68
blz,2017,37.67937
blz,2018,37.67937
blz,2019,37.67917
blz,2020,37.54658
blz,2021,37.54658
bmu,2016,5.52
bmu,2017,2.07992
bmu,2018,2.07992
bmu,2019,2.07992
bmu,2020,2.07992
bmu,2021,2.07992
bol,2016,30.87
bol,2017,30.86549
bol,2018,30.86549
bol,2019,30.86557
bol,2020,30.86557
bol,2021,30.86557
bra,2016,28.94
bra,2017,29.41967
bra,2018,29.41967
bra,2019,29.41967
bra,2020,30.27737
bra,2021,30.30469
brb,2016,1.35
brb,2017,1.27011
brb,2018,1.27011
brb,2019,1.27011
brb,2020,1.27011
brb,2021,1.27011
brn,2016,46.87
brn,2017,46.87212
brn,2018,46.87212
brn,2019,46.87212
brn,2020,46.87212
brn,2021,46.87212
btn,2016,48.01
btn,2017,48.00785
btn,2018,48.00785
btn,2019,48.00785
btn,2020,49.66933
btn,2021,49.66933
bwa,2016,29.14
bwa,2017,29.14324
bwa,2018,29.14324
bwa,2019,29.14326
bwa,2020,29.14326
bwa,2021,29.14326
caf,2016,18.06
caf,2017,18.06482
caf,2018,18.06482
caf,2019,18.06483
caf,2020,18.06482
caf,2021,18.06482
can,2016,9.69
can,2017,9.68557
can,2018,9.68557
can,2019,10.65714
can,2020,9.90398
can,2021,11.91144
che,2016,9.65
che,2017,9.66518
che,2018,9.66518
che,2019,9.99342
che,2020,11.95877
che,2021,12.13258
chl,2016,18.4
chl,2017,18.49445
chl,2018,18.49445
chl,2019,20.41992
chl,2020,20.89808
chl,2021,20.89808
chn,2016,17.08
chn,2017,15.44904
chn,2018,15.44904
chn,2019,15.61175
chn,2020,15.61605
chn,2021,15.61605
civ,2016,22.88
civ,2017,22.88466
civ,2018,22.88466
civ,2019,22.88466
civ,2020,22.96113
civ,2021,22.96141
cmr,2016,10.6
cmr,2017,10.60055
cmr,2018,10.60055
cmr,2019,10.91132
cmr,2020,10.94886
cmr,2021,10.97888
cod,2016,12.7
cod,2017,13.83326
cod,2018,13.83326
cod,2019,13.83326
cod,2020,13.83326
cod,2021,13.83326
cog,2016,40.59
cog,2017,40.73804
cog,2018,40.73804
cog,2019,40.73804
cog,2020,36.79332
cog,2021,36.79332
col,2016,14.16
col,2017,14.80696
col,2018,14.80696
col,2019,14.80696
col,2020,16.90938
col,2021,16.90939
com,2016,10.17
com,2017,10.15143
com,2018,10.15143
com,2019,10.15143
com,2020,33.75271
com,2021,33.75271
cpv,2016,2.6
cpv,2017,2.89524
cpv,2018,2.89524
cpv,2019,2.89524
cpv,2020,2.89524
cpv,2021,2.89524
cri,2016,27.6
cri,2017,27.6027
cri,2018,27.6027
cri,2019,28.29196
cri,2020,28.41677
cri,2021,28.41677
cub,2016,16.55
cub,2017,16.55323
cub,2018,16.55323
cub,2019,16.22878
cub,2020,16.22914
cub,2021,16.22914
cym,2016,10.72
cym,2017,10.76277
cym,2018,10.76277
cym,2019,10.76277
cym,2020,10.76277
cym,2021,10.76277
cyp,2016,18.65
cyp,2017,18.65044
cyp,2018,18.65044
cyp,2019,38.53421
cyp,2020,38.59827
cyp,2021,38.59827
cze,2016,21.69
cze,2017,22.15568
cze,2018,22.15568
cze,2019,22.15984
cze,2020,22.16226
cze,2021,22.16437
deu,2016,37.68
deu,2017,37.75192
deu,2018,37.75192
deu,2019,37.37983
deu,2020,37.79964
deu,2021,37.45127
dji,2016,1.57
dji,2017,1.57465
dji,2018,1.57465
dji,2019,1.57465
dji,2020,1.57465
dji,2021,1.57465
dma,2016,22.06
dma,2017,21.98682
dma,2018,21.98682
dma,2019,21.98682
dma,2020,21.96185
dma,2021,21.96185
dnk,2016,17.56
dnk,2017,18.10202
dnk,2018,18.10202
dnk,2019,17.23342
dnk,2020,16.97145
dnk,2021,16.97146
dom,2016,23.02
dom,2017,26.23675
dom,2018,26.23675
dom,2019,26.23675
dom,2020,26.23675
dom,2021,26.23675
dza,2016,7.5
dza,2017,7.49506
dza,2018,7.49506
dza,2019,7.49502
dza,2020,4.64044
dza,2021,4.64044
ecu,2016,20.03
ecu,2017,21.68612
ecu,2018,21.68612
ecu,2019,21.68607
ecu,2020,22.35469
ecu,2021,23.21682
egy,2016,13.14
egy,2017,13.13606
egy,2018,13.13606
egy,2019,13.13605
egy,2020,13.13605
egy,2021,13.13605
eri,2016,4.87
eri,2017,4.87239
eri,2018,4.87239
eri,2019,4.87239
eri,2020,4.87239
esp,2016,28.02
esp,2017,28.06563
esp,2018,28.06563
esp,2019,28.10086
esp,2020,28.12026
esp,2021,28.12473
est,2016,20.18
est,2017,20.21847
est,2018,20.21847
est,2019,20.57705
est,2020,21.21033
est,2021,21.32926
eth,2016,18.47
eth,2017,18.47496
eth,2018,18.47496
eth,2019,17.621
eth,2020,16.06408
eth,2021,17.00964
fin,2016,14.94
fin,2017,15.02329
fin,2018,15.02329
fin,2019,13.27785
fin,2020,13.29881
fin,2021,13.33107
fji,2016,5.4
fji,2017,5.4112
fji,2018,5.4112
fji,2019,5.4112
fji,2020,5.4112
fji,2021,5.4112
fra,2016,26.03
fra,2017,25.79197
fra,2018,25.79197
fra,2019,26.33798
fra,2020,27.28074
fra,2021,27.97853
fro,2016,2.34
fro,2017,2.32909
fro,2018,2.32909
fro,2019,2.32909
fro,2020,2.32909
fro,2021,2.32909
fsm,2016,4.28
fsm,2017,0.04916
fsm,2018,0.04916
fsm,2019,0.04916
fsm,2020,0.04916
fsm,2021,0.04916
gab,2016,20.14
gab,2017,22.44276
gab,2018,22.44276
gab,2019,22.44276
gab,2020,22.44276
gab,2021,22.44276
gbm,2016,3.78
gbm,2017,3.72177
gbm,2018,3.72177
gbm,2019,5.45344
gbm,2020,5.45344
gbm,2021,5.45344
gbr,2016,28.24
gbr,2017,28.68344
gbr,2018,28.68344
gbr,2019,28.70783
gbr,2020,28.73743
gbr,2021,28.73743
geo,2016,8.33
geo,2017,8.3336
geo,2018,8.3336
geo,2019,9.29061
geo,2020,9.29061
geo,2021,9.29061
gha,2016,15.06
gha,2017,15.05738
gha,2018,15.05738
gha,2019,15.04325
gha,2020,14.84406
gha,2021,14.84406
gib,2016,26.67
gib,2017,32.42342
gib,2018,32.42342
gib,2019,32.42342
gib,2020,4.68487
gib,2021,4.68487
gin,2016,30.68
gin,2017,35.64619
gin,2018,35.64619
gin,2019,35.64619
gin,2020,35.82653
gin,2021,37.56547
gmb,2016,4.11
gmb,2017,4.10736
gmb,2018,4.10736
gmb,2019,4.10736
gmb,2020,7.71858
gmb,2021,7.71858
gnb,2016,16.66
gnb,2017,16.66265
gnb,2018,16.66265
gnb,2019,16.66265
gnb,2020,26.32349
gnb,2021,26.32349
gnq,2016,19.27
gnq,2017,19.26676
gnq,2018,19.26676
gnq,2019,19.26676
gnq,2020,19.26676
gnq,2021,19.26676
grc,2016,34.96
grc,2017,35.21634
grc,2018,35.21634
grc,2019,35.21634
grc,2020,35.21633
grc,2021,35.21633
grd,2016,9.37
grd,2017,9.77751
grd,2018,9.77751
grd,2019,9.77751
grd,2020,9.53796
grd,2021,9.53796
grl,2016,41.12
grl,2017,41.1536
grl,2018,41.1536
grl,2019,41.1161
grl,2020,41.11041
grl,2021,41.58869
gtm,2016,31.75
gtm,2017,20.04788
gtm,2018,20.04788
gtm,2019,20.0493
gtm,2020,20.11928
gtm,2021,20.11928
gum,2016,21.92
gum,2017,22.46914
gum,2018,22.46914
gum,2019,22.46914
gum,2020,2.66359
gum,2021,4.46741
guy,2016,8.74
guy,2017,8.73749
guy,2018,8.73749
guy,2019,8.50024
guy,2020,8.50024
guy,2021,8.50024
hkg,2016,41.9
hkg,2017,41.88368
hkg,2018,41.88368
hkg,2019,41.88368
hkg,2020,41.88368
hkg,2021,41.88368
hnd,2016,28.44
hnd,2017,23.88555
hnd,2018,23.88555
hnd,2019,23.88555
hnd,2020,23.45059
hnd,2021,23.45059
hrv,2016,38.11
hrv,2017,38.25363
hrv,2018,38.25363
hrv,2019,38.25858
hrv,2020,38.36187
hrv,2021,38.36118
hti,2016,0.27
hti,2017,1.94988
hti,2018,1.94988
hti,2019,7.1352
hti,2020,7.1352
hti,2021,8.60705
hun,2016,22.6
hun,2017,22.59756
hun,2018,22.59756
hun,2019,22.59878
hun,2020,22.59737
hun,2021,22.60096
idn,2016,11.87
idn,2017,12.1657
idn,2018,12.1657
idn,2019,12.1657
idn,2020,12.1657
idn,2021,12.1657
ind,2016,5.97
ind,2017,5.96652
ind,2018,5.96652
ind,2019,5.96652
ind,2020,5.96652
ind,2021,7.51889
irl,2016,14.44
irl,2017,14.44126
irl,2018,14.44126
irl,2019,14.43854
irl,2020,14.43525
irl,2021,14.43525
irn,2016,8.61
irn,2017,8.61413
irn,2018,8.61413
irn,2019,8.61413
irn,2020,8.61413
irn,2021,8.61413
irq,2016,1.54
irq,2017,1.53341
irq,2018,1.53341
irq,2019,1.53341
irq,2020,1.53341
irq,2021,1.53341
isl,2016,17.44
isl,2017,18.15153
isl,2018,18.15153
isl,2019,19.50351
isl,2020,19.89557
isl,2021,20.30139
isr,2016,19.94
isr,2017,19.9466
isr,2018,19.9466
isr,2019,19.9466
isr,2020,24.48995
isr,2021,24.48995
ita,2016,21.51
ita,2017,21.53906
ita,2018,21.53906
ita,2019,21.4841
ita,2020,21.49333
ita,2021,21.49239
jam,2016,15.91
jam,2017,15.91651
jam,2018,15.91651
jam,2019,15.91651
jam,2020,15.91651
jam,2021,16.17562
jor,2016,1.73
jor,2017,1.77058
jor,2018,1.77058
jor,2019,3.09241
jor,2020,4.47436
jor,2021,4.47436
jpn,2016,19.36
jpn,2017,29.38754
jpn,2018,29.38754
jpn,2019,29.38754
jpn,2020,29.38754
jpn,2021,29.74922
kaz,2016,3.28
kaz,2017,3.31209
kaz,2018,3.31209
kaz,2019,3.31209
kaz,2020,10.02986
kaz,2021,10.02986
ken,2016,12.36
ken,2017,12.36336
ken,2018,12.36336
ken,2019,12.36338
ken,2020,12.42223
ken,2021,12.42223
kgz,2016,6.51
kgz,2017,6.70269
kgz,2018,6.70269
kgz,2019,6.70269
kgz,2020,6.70567
kgz,2021,6.70567
khm,2016,26.03
khm,2017,26.02772
khm,2018,26.02772
khm,2019,26.02772
khm,2020,39.73864
khm,2021,39.73864
kir,2016,22.37
kir,2017,22.36041
kir,2018,22.36041
kir,2019,22.36041
kir,2020,22.36041
kir,2021,22.36041
kna,2016,3.32
kna,2017,3.31663
kna,2018,3.31663
kna,2019,22.89831
kna,2020,22.89831
kna,2021,22.89831
kor,2016,11.23
kor,2017,11.67112
kor,2018,11.67112
kor,2019,15.70074
kor,2020,16.7402
kor,2021,16.96535
kwt,2016,17.5
kwt,2017,17.50068
kwt,2018,17.50068
kwt,2019,17.10378
kwt,2020,17.10378
kwt,2021,17.10378
lao,2016,16.68
lao,2017,16.68221
lao,2018,16.68221
lao,2019,16.68221
lao,2020,18.68756
lao,2021,18.68756
lbn,2016,2.59
lbn,2017,2.59731
lbn,2018,2.59731
lbn,2019,2.59731
lbn,2020,2.59731
lbn,2021,1.89019
lbr,2016,2.49
lbr,2017,4.05131
lbr,2018,4.05131
lbr,2019,4.05131
lbr,2020,4.05277
lbr,2021,4.053
lby,2016,0.21
lby,2017,0.21185
lby,2018,0.21185
lby,2019,0.21185
lby,2020,0.12845
lby,2021,0.12844
lca,2016,18.8
lca,2017,18.74521
lca,2018,18.74521
lca,2019,18.74521
lca,2020,18.74521
lca,2021,18.74521
lie,2016,42.49
lie,2017,11.9351
lie,2018,11.9351
lie,2019,42.18697
lie,2020,42.63227
lie,2021,42.63227
lka,2016,29.86
lka,2017,29.862
lka,2018,29.862
lka,2019,29.862
lka,2020,29.862
lka,2021,29.862
lso,2016,0.26
lso,2017,0.26139
lso,2018,0.26139
lso,2019,0.26139
lso,2020,0.50316
lso,2021,0.50316
ltu,2016,16.94
ltu,2017,17.0231
ltu,2018,17.0231
ltu,2019,17.03355
ltu,2020,17.04521
ltu,2021,17.04551
lux,2016,32.27
lux,2017,40.87274
lux,2018,40.87274
lux,2019,51.18272
lux,2020,51.21042
lux,2021,51.34111
lva,2016,18.17
lva,2017,18.17132
lva,2018,18.17132
lva,2019,18.17865
lva,2020,18.19271
lva,2021,18.19397
maf,2016,16.78
maf,2017,12.77155
maf,2018,12.77155
maf,2019,12.77155
maf,2020,12.77169
maf,2021,12.77154
mar,2016,30.81
mar,2017,30.7776
mar,2018,30.7776
mar,2019,30.7776
mar,2020,4.26791
mar,2021,2.20072
mco,2016,62.5
mco,2017,33.1551
mco,2018,33.1551
mco,2019,33.15511
mco,2020,33.15511
mco,2021,10.18004
mda,2016,4.15
mda,2017,4.15053
mda,2018,4.15053
mda,2019,4.15053
mda,2020,4.15053
mda,2021,11.43058
mdg,2016,5.25
mdg,2017,5.58956
mdg,2018,5.58956
mdg,2019,5.58956
mdg,2020,7.48608
mdg,2021,7.48608
mdv,2016,0.98
mdv,2017,1.2091
mdv,2018,1.2091
mdv,2019,1.2091
mdv,2020,2.29736
mdv,2021,2.29736
mex,2016,14.27
mex,2017,14.50053
mex,2018,14.50053
mex,2019,14.49159
mex,2020,14.49159
mex,2021,14.49159
mhl,2016,12.06
mhl,2017,11.91571
mhl,2018,11.91571
mhl,2019,11.91571
mhl,2020,11.91571
mhl,2021,11.91571
mkd,2016,9.65
mkd,2017,9.65407
mkd,2018,9.65407
mkd,2019,10.56065
mkd,2020,8.95736
mkd,2021,12.48365
mli,2016,8.23
mli,2017,8.23161
mli,2018,8.23161
mli,2019,8.23161
mli,2020,7.52705
mli,2021,7.52705
mlt,2016,23.69
mlt,2017,30.28638
mlt,2018,30.28638
mlt,2019,30.17002
mlt,2020,30.63528
mlt,2021,30.63583
mmr,2016,7.17
mmr,2017,6.3705
mmr,2018,6.3705
mmr,2019,6.35093
mmr,2020,6.58006
mmr,2021,6.58006
mne,2016,4.06
mne,2017,6.40071
mne,2018,6.40071
mne,2019,10.54801
mne,2020,13.78214
mne,2021,13.78214
mng,2016,17.4
mng,2017,17.71388
mng,2018,17.71388
mng,2019,17.71388
mng,2020,19.79836
mng,2021,19.79837
mnp,2016,7.58
mnp,2017,7.66945
mnp,2018,7.66945
mnp,2019,7.66945
mnp,2020,7.6591
mnp,2021,7.6591
moz,2016,21.59
moz,2017,21.59323
moz,2018,21.59323
moz,2019,21.57328
moz,2020,29.4848
moz,2021,29.4848
mrt,2016,0.62
mrt,2017,0.62199
mrt,2018,0.62199
mrt,2019,0.62199
mrt,2020,0.62199
mrt,2021,0.62199
mus,2016,4.75
mus,2017,4.72539
mus,2018,4.72539
mus,2019,4.72539
mus,2020,4.72539
mus,2021,4.72539
mwi,2016,16.89
mwi,2017,22.87605
mwi,2018,22.87605
mwi,2019,22.87605
mwi,2020,22.87605
mwi,2021,22.87605
mys,2016,19.14
mys,2017,19.11932
mys,2018,19.11932
mys,2019,19.11932
mys,2020,13.32667
mys,2021,13.32667
nam,2016,37.89
nam,2017,37.89093
nam,2018,37.89093
nam,2019,37.89093
nam,2020,37.89093
nam,2021,37.89093
ncl,2016,54.41
ncl,2017,54.40416
ncl,2018,54.40416
ncl,2019,59.65821
ncl,2020,59.65821
ncl,2021,59.65821
ner,2016,17.32
ner,2017,17.31709
ner,2018,17.31709
ner,2019,17.31709
ner,2020,18.19902
ner,2021,18.19902
nga,2016,13.93
nga,2017,13.92958
nga,2018,13.92958
nga,2019,13.92958
nga,2020,13.92958
nga,2021,13.92665
nic,2016,37.23
nic,2017,37.22587
nic,2018,37.22587
nic,2019,37.22587
nic,2020,21.34728
nic,2021,21.34728
nld,2016,11.33
nld,2017,11.24373
nld,2018,11.24373
nld,2019,22.47624
nld,2020,22.48051
nld,2021,22.47976
nld_curacao,2016,15.52
nld_curacao,2017,15.46238
nld_curacao,2018,15.46238
nld_curacao,2019,15.74578
nld_curacao,2020,15.74578
nld_curacao,2021,15.74578
nor,2016,16.97
nor,2017,17.10649
nor,2018,17.10649
nor,2019,16.83086
nor,2020,17.60164
nor,2021,29.91704
npl,2016,23.63
npl,2017,23.62604
npl,2018,23.62604
npl,2019,23.62604
npl,2020,23.62604
npl,2021,23.62604
nzl,2016,32.55
nzl,2017,32.54526
nzl,2018,32.54526
nzl,2019,32.80693
nzl,2020,33.39541
nzl,2021,33.39541
omn,2016,2.57
omn,2017,2.57273
omn,2018,2.57273
omn,2019,2.57273
omn,2020,2.57273
omn,2021,3.58024
pak,2016,12.31
pak,2017,12.31459
pak,2018,12.31459
pak,2019,12.31459
pak,2020,12.31459
pak,2021,12.31459
pan,2016,20.89
pan,2017,20.89194
pan,2018,20.89194
pan,2019,20.89204
pan,2020,31.93587
pan,2021,31.36708
per,2016,21.27
per,2017,21.31417
per,2018,21.31417
per,2019,21.53343
per,2020,21.63516
per,2021,22.26778
phl,2016,15.32
phl,2017,15.31666
phl,2018,15.31666
phl,2019,15.37247
phl,2020,15.37247
phl,2021,15.86869
plw,2016,27.94
plw,2017,28.00019
plw,2018,28.00019
plw,2019,44.1768
plw,2020,44.1768
plw,2021,44.1768
png,2016,3.07
png,2017,3.06593
png,2018,3.06593
png,2019,3.69006
png,2020,3.69006
png,2021,3.69006
pol,2016,39.62
pol,2017,39.65014
pol,2018,39.65014
pol,2019,39.73741
pol,2020,39.54286
pol,2021,39.53779
pri,2016,7.44
pri,2017,7.26916
pri,2018,7.26916
pri,2019,7.26917
pri,2020,7.18138
pri,2021,7.37549
prk,2016,2.44
prk,2017,2.43534
prk,2018,2.43534
prk,2019,2.43534
prk,2020,2.43534
prk,2021,2.43534
prt,2016,22.96
prt,2017,22.90118
prt,2018,22.90118
prt,2019,22.91624
prt,2020,22.9124
prt,2021,22.9124
pry,2016,6.51
pry,2017,14.31474
pry,2018,14.31474
pry,2019,14.31472
pry,2020,14.31472
pry,2021,14.31472
pse,2017,8.35925
pse,2018,8.35925
pse,2019,8.35925
pse,2020,8.35925
pse,2021,8.35925
pyf,2016,1.96
pyf,2017,1.95319
pyf,2018,1.95319
pyf,2019,1.9532
pyf,2020,1.9532
pyf,2021,2.02632
qat,2016,2.45
qat,2017,13.22924
qat,2018,13.22924
qat,2019,13.22924
qat,2020,15.78167
qat,2021,15.78167
rou,2016,24.35
rou,2017,24.46187
rou,2018,24.46187
rou,2019,24.52046
rou,2020,24.52046
rou,2021,24.52049
rus,2016,9.72
rus,2017,9.72691
rus,2018,9.72691
rus,2019,9.72691
rus,2020,9.72691
rus,2021,11.45319
rwa,2016,9.12
rwa,2017,9.11409
rwa,2018,9.11409
rwa,2019,9.11409
rwa,2020,9.10525
rwa,2021,9.10525
sau,2016,4.33
sau,2017,4.76013
sau,2018,4.76013
sau,2019,4.76013
sau,2020,4.76013
sau,2021,4.76013
sdn,2016,2.28
sdn,2017,2.28176
sdn,2018,2.28176
sdn,2019,2.28176
sdn,2020,2.28176
sdn,2021,2.28176
sen,2016,25.21
sen,2017,25.35277
sen,2018,25.35277
sen,2019,25.35277
sen,2020,25.35277
sen,2021,26.39417
sgp,2016,5.62
sgp,2017,5.55456
sgp,2018,5.55456
sgp,2019,5.55456
sgp,2020,5.55456
sgp,2021,5.55456
slb,2016,2.21
slb,2017,2.21027
slb,2018,2.21027
slb,2019,1.76413
slb,2020,1.81704
slb,2021,1.81704
sle,2016,9.39
sle,2017,9.38632
sle,2018,9.38632
sle,2019,9.38632
sle,2020,9.38632
sle,2021,12.74968
slv,2016,8.78
slv,2017,8.77629
slv,2018,8.77629
slv,2019,8.77629
slv,2020,8.6442
slv,2021,8.6442
som,2016,0.83
srb,2016,6.15
srb,2017,6.61311
srb,2018,6.61311
srb,2019,7.55541
srb,2020,7.6445
srb,2021,7.64729
ssd,2016,15.5
ssd,2017,15.5015
ssd,2018,15.5015
ssd,2019,15.5015
ssd,2020,15.5015
ssd,2021,15.5015
stp,2016,29.21
stp,2017,29.25591
stp,2018,29.25591
stp,2019,29.25591
stp,2020,29.25591
stp,2021,29.25591
sur,2016,14.52
sur,2017,14.52014
sur,2018,14.52014
sur,2019,14.52014
sur,2020,14.52014
sur,2021,14.52014
svk,2016,37.28
svk,2017,37.63041
svk,2018,37.63041
svk,2019,37.58672
svk,2020,37.5878
svk,2021,37.58747
svn,2016,53.64
svn,2017,53.62296
svn,2018,53.62296
svn,2019,53.56117
svn,2020,40.36329
svn,2021,40.3631
swe,2016,14.47
swe,2017,14.88203
swe,2018,14.88203
swe,2019,14.37436
swe,2020,14.46126
swe,2021,14.51886
swz,2016,4.1
swz,2017,4.23301
swz,2018,4.23301
swz,2019,4.25826
swz,2020,4.25826
swz,2021,4.25826
sxm,2017,0.00037
sxm,2018,0.00037
sxm,2019,0.00037
sxm,2020,0.00037
sxm,2021,0.72697
syc,2016,42.1
syc,2017,42.09405
syc,2018,42.09405
syc,2019,49.63874
syc,2020,61.52088
syc,2021,61.52088
syr,2016,0.69
syr,2017,0.6853
syr,2018,0.6853
syr,2019,0.6853
syr,2020,0.6853
syr,2021,0.6853
tca,2016,44.39
tca,2017,44.36743
tca,2018,44.36743
tca,2019,44.36742
tca,2020,44.36742
tca,2021,44.36742
tcd,2016,20.35
tcd,2017,20.35444
tcd,2018,20.35444
tcd,2019,20.35443
tcd,2020,20.97125
tcd,2021,20.97125
tgo,2016,27.62
tgo,2017,27.62124
tgo,2018,27.62124
tgo,2019,27.62124
tgo,2020,27.97591
tgo,2021,27.97591
tha,2016,18.81
tha,2017,18.80917
tha,2018,18.80917
tha,2019,18.80917
tha,2020,18.54725
tha,2021,18.5478
tjk,2016,22.28
tjk,2017,22.27866
tjk,2018,22.27866
tjk,2019,22.27866
tjk,2020,22.27866
tjk,2021,22.27866
tkm,2016,3.25
tkm,2017,3.24826
tkm,2018,3.24826
tkm,2019,3.24826
tkm,2020,3.24826
tkm,2021,3.24826
tls,2016,13.05
tls,2017,13.05747
tls,2018,13.05747
tls,2019,15.99753
tls,2020,15.99753
tls,2021,15.99753
ton,2016,15.92
ton,2017,15.91279
ton,2018,15.91279
ton,2019,12.58862
ton,2020,12.58862
ton,2021,12.58862
tto,2016,30.6
tto,2017,30.59281
tto,2018,30.59281
tto,2019,30.59282
tto,2020,30.59282
tto,2021,30.59282
tun,2016,7.91
tun,2017,7.91468
tun,2018,7.91468
tun,2019,7.91468
tun,2020,7.91468
tun,2021,7.91468
tur,2016,0.22
tur,2017,0.21849
tur,2018,0.21849
tur,2019,0.21849
tur,2020,0.21849
tur,2021,6.95182
tuv,2016,2.39
tuv,2017,1.95194
tuv,2018,1.95194
tuv,2019,13.24064
tuv,2020,13.24064
tuv,2021,13.24064
tza,2016,38.12
tza,2017,38.14558
tza,2018,38.14558
tza,2019,38.17291
tza,2020,38.2436
tza,2021,38.2436
uga,2016,16.06
uga,2017,16.06395
uga,2018,16.06395
uga,2019,16.06395
uga,2020,16.06185
uga,2021,16.06185
ukr,2016,3.96
ukr,2017,3.98675
ukr,2018,3.98675
ukr,2019,3.9836
ukr,2020,4.34457
ukr,2021,12.96219
ury,2016,3.5
ury,2017,3.4462
ury,2018,3.4462
ury,2019,3.4462
ury,2020,3.67408
ury,2021,3.67507
usa,2016,12.97
usa,2017,12.99387
usa,2018,12.99387
usa,2019,12.99393
usa,2020,11.79026
usa,2021,13.01814
uzb,2016,3.38
uzb,2017,3.37521
uzb,2018,3.37521
uzb,2019,3.37521
uzb,2020,5.76785
uzb,2021,5.76785
vct,2016,22.44
vct,2017,22.41962
vct,2018,22.41962
vct,2019,22.41962
vct,2020,22.41962
vct,2021,22.41962
ven,2016,54.14
ven,2017,54.14417
ven,2018,54.14417
ven,2019,54.14416
ven,2020,56.879
ven,2021,56.879
vgb,2016,8.54
vgb,2017,9.10881
vgb,2018,9.10881
vgb,2019,9.10881
vgb,2020,9.10881
vgb,2021,9.10881
vir,2016,14.64
vir,2017,13.79457
vir,2018,13.79457
vir,2019,13.79457
vir,2020,13.31499
vir,2021,14.36755
vnm,2016,7.58
vnm,2017,7.57678
vnm,2018,7.57678
vnm,2019,7.57678
vnm,2020,7.57678
vnm,2021,7.57678
vut,2016,4.2
vut,2017,4.20053
vut,2018,4.20053
vut,2019,4.20053
vut,2020,4.20053
vut,2021,4.20053
wsm,2016,6.77
wsm,2017,7.34959
wsm,2018,7.34959
wsm,2019,7.34959
wsm,2020,8.22487
wsm,2021,8.22487
yem,2016,0.77
yem,2017,0.77194
yem,2018,0.77194
yem,2019,0.77194
yem,2020,0.77194
yem,2021,0.77194
zaf,2016,14.13
zaf,2017,7.99816
zaf,2018,7.99816
zaf,2019,8.33565
zaf,2020,8.63465
zaf,2021,8.69337
zmb,2016,38.05
zmb,2017,37.87001
zmb,2018,37.87001
zmb,2019,41.2594
zmb,2020,41.2594
zmb,2021,41.2594
zwe,2016,27.21
