geo,time,sl_emp_self_ma_zs
arg,1998,30.22
arg,1999,29.99
arg,2000,30.44
arg,2001,31.29
arg,2002,32.96
arg,2003,29.8
arg,2004,28.81
arg,2005,28.49
arg,2006,27.51
arg,2007,26.78
arg,2008,26.74
arg,2009,26.97
arg,2010,26.43
arg,2011,26.13
arg,2012,25.94
arg,2013,26.59
arg,2014,26.52
arg,2015,26.83
arg,2016,27.65
arg,2017,28.13
arg,2018,27.71
arg,2019,28.81
arm,1991,33.39
arm,1992,35.93
arm,1993,38.63
arm,1994,40.29
arm,1995,41.9
arm,1996,43
arm,1997,43.96
arm,1998,44.43
arm,1999,45.05
arm,2000,45.27
arm,2001,45.5
arm,2002,44.88
arm,2003,43.92
arm,2004,43.16
arm,2005,41.94
arm,2006,40.59
arm,2007,38.86
arm,2008,37.86
arm,2009,39.57
arm,2010,37.77
arm,2011,40.84
arm,2012,39.4
arm,2013,38.19
arm,2014,42.94
arm,2015,42.72
arm,2016,42.8
arm,2017,41.4
arm,2018,38.69
arm,2019,37.66
aus,1991,23.32
aus,1992,23.66
aus,1993,23.98
aus,1994,23.75
aus,1995,23.6
aus,1996,23.6
aus,1997,23.59
aus,1998,23.72
aus,1999,23.61
aus,2000,24.19
aus,2001,24.56
aus,2002,24.75
aus,2003,24.28
aus,2004,24.1
aus,2005,23.96
aus,2006,23.31
aus,2007,22.41
aus,2008,22.11
aus,2009,22.51
aus,2010,22.53
aus,2011,21.78
aus,2012,20.92
aus,2013,20.7
aus,2014,20.99
aus,2015,20.87
aus,2016,20.87
aus,2017,20.74
aus,2018,20.35
aus,2019,20.28
aut,1991,14.56
aut,1992,14.51
aut,1993,14.52
aut,1994,14.46
aut,1995,14.38
aut,1996,14.56
aut,1997,14.28
aut,1998,14.33
aut,1999,14.12
aut,2000,14.29
aut,2001,14.32
aut,2002,14.61
aut,2003,14.26
aut,2004,14.76
aut,2005,15.06
aut,2006,15.13
aut,2007,15.53
aut,2008,15.6
aut,2009,15.78
aut,2010,16.06
aut,2011,15.53
aut,2012,15.34
aut,2013,15.52
aut,2014,15.73
aut,2015,15.31
aut,2016,15.09
aut,2017,14.61
aut,2018,14.26
aut,2019,14.5
aze,1991,49.18
aze,1992,51.42
aze,1993,53.74
aze,1994,56.37
aze,1995,59.25
aze,1996,61.7
aze,1997,63.7
aze,1998,65.21
aze,1999,66.56
aze,2000,67.23
aze,2001,67.89
aze,2002,68.18
aze,2003,68.12
aze,2004,67.93
aze,2005,67.6
aze,2006,66.87
aze,2007,65.96
aze,2008,65.2
aze,2009,64.27
aze,2010,64.73
aze,2011,65.33
aze,2012,62.58
aze,2013,62.45
aze,2014,62.53
aze,2015,63.17
aze,2016,63.95
aze,2017,64.11
aze,2018,63.64
aze,2019,63.24
bdi,1991,84.81
bdi,1992,84.53
bdi,1993,84.5
bdi,1994,84.52
bdi,1995,84.8
bdi,1996,85.16
bdi,1997,85.13
bdi,1998,84.95
bdi,1999,84.66
bdi,2000,84.64
bdi,2001,84.36
bdi,2002,84.25
bdi,2003,83.59
bdi,2004,83.95
bdi,2005,83.81
bdi,2006,83.69
bdi,2007,82.91
bdi,2008,82.82
bdi,2009,82.36
bdi,2010,82.2
bdi,2011,81.96
bdi,2012,81.55
bdi,2013,81.24
bdi,2014,80.98
bdi,2015,81.33
bdi,2016,80.96
bdi,2017,80.95
bdi,2018,80.88
bdi,2019,80.77
bel,1991,18.45
bel,1992,18.8
bel,1993,19.21
bel,1994,19.31
bel,1995,18.99
bel,1996,19.43
bel,1997,18.82
bel,1998,18.77
bel,1999,18.19
bel,2000,17.71
bel,2001,16.81
bel,2002,16.88
bel,2003,16.97
bel,2004,17.02
bel,2005,17.52
bel,2006,17.62
bel,2007,17.41
bel,2008,17
bel,2009,17.67
bel,2010,17.29
bel,2011,17.47
bel,2012,17.55
bel,2013,18.78
bel,2014,17.85
bel,2015,18.74
bel,2016,18.43
bel,2017,17.38
bel,2018,16.9
bel,2019,17.3
ben,1991,88.34
ben,1992,88.27
ben,1993,88.18
ben,1994,86.37
ben,1995,86.43
ben,1996,86.29
ben,1997,86.07
ben,1998,86.11
ben,1999,85.92
ben,2000,85.74
ben,2001,85.3
ben,2002,85.12
ben,2003,84.9
ben,2004,85
ben,2005,84.84
ben,2006,84.84
ben,2007,84.86
ben,2008,85.01
ben,2009,84.83
ben,2010,84.68
ben,2011,84.85
ben,2012,84.87
ben,2013,84.56
ben,2014,84.24
ben,2015,83.8
ben,2016,84.06
ben,2017,83.51
ben,2018,83.22
ben,2019,82.53
bfa,1991,93.84
bfa,1992,93.82
bfa,1993,93.84
bfa,1994,93.78
bfa,1995,93.76
bfa,1996,93.69
bfa,1997,93.5
bfa,1998,93.48
bfa,1999,93.3
bfa,2000,93.2
bfa,2001,93.04
bfa,2002,92.83
bfa,2003,92.38
bfa,2004,92.07
bfa,2005,91.88
bfa,2006,91.42
bfa,2007,90.62
bfa,2008,90.3
bfa,2009,89.47
bfa,2010,88.4
bfa,2011,87.36
bfa,2012,86.75
bfa,2013,86.3
bfa,2014,85.42
bfa,2015,84.98
bfa,2016,84.31
bfa,2017,83.79
bfa,2018,83.66
bfa,2019,83.27
bgd,1991,65.62
bgd,1992,65.53
bgd,1993,65.43
bgd,1994,65.35
bgd,1995,65.19
bgd,1996,65.01
bgd,1997,64.82
bgd,1998,64.53
bgd,1999,64.22
bgd,2000,63.81
bgd,2001,63.32
bgd,2002,62.93
bgd,2003,62.43
bgd,2004,61.86
bgd,2005,61.13
bgd,2006,60.28
bgd,2007,58.97
bgd,2008,57.67
bgd,2009,56.43
bgd,2010,55.05
bgd,2011,54.97
bgd,2012,54.95
bgd,2013,55.08
bgd,2014,55.29
bgd,2015,55.63
bgd,2016,56.19
bgd,2017,57
bgd,2018,56.73
bgd,2019,56.42
bgr,1991,16.61
bgr,1992,16.98
bgr,1993,17.37
bgr,1994,17.67
bgr,1995,17.95
bgr,1996,18.06
bgr,1997,18.5
bgr,1998,18.68
bgr,1999,19.18
bgr,2000,19.33
bgr,2001,18.3
bgr,2002,17.8
bgr,2003,18.93
bgr,2004,18.7
bgr,2005,16.58
bgr,2006,15.8
bgr,2007,15.01
bgr,2008,14.61
bgr,2009,14.76
bgr,2010,14.73
bgr,2011,14.52
bgr,2012,14.09
bgr,2013,14.89
bgr,2014,15.29
bgr,2015,14.87
bgr,2016,14.18
bgr,2017,14.39
bgr,2018,14.29
bgr,2019,13.2
bhr,1991,6.44
bhr,1992,6.16
bhr,1993,5.79
bhr,1994,5.58
bhr,1995,5.35
bhr,1996,5.15
bhr,1997,4.96
bhr,1998,4.81
bhr,1999,4.63
bhr,2000,4.38
bhr,2001,4.21
bhr,2002,4.86
bhr,2003,4.74
bhr,2004,5.14
bhr,2005,4.65
bhr,2006,4.69
bhr,2007,4.46
bhr,2008,4.35
bhr,2009,4.23
bhr,2010,2.51
bhr,2011,2.56
bhr,2012,2.59
bhr,2013,2.59
bhr,2014,2.6
bhr,2015,2.59
bhr,2016,2.58
bhr,2017,2.58
bhr,2018,2.59
bhr,2019,2.59
bhs,1991,14.81
bhs,1992,17.39
bhs,1993,16.1
bhs,1994,17.29
bhs,1995,16.37
bhs,1996,19.86
bhs,1997,18.85
bhs,1998,18.42
bhs,1999,20.23
bhs,2000,19.27
bhs,2001,18.46
bhs,2002,20.05
bhs,2003,17.91
bhs,2004,17.89
bhs,2005,17.6
bhs,2006,17.35
bhs,2007,17.2
bhs,2008,17.02
bhs,2009,18.91
bhs,2010,19.71
bhs,2011,20.45
bhs,2012,21
bhs,2013,21.49
bhs,2014,21.73
bhs,2015,22.04
bhs,2016,22.14
bhs,2017,22.36
bhs,2018,22.66
bhs,2019,22.76
bih,1991,38.71
bih,1992,38.52
bih,1993,38.43
bih,1994,38.41
bih,1995,38.37
bih,1996,37.72
bih,1997,36.44
bih,1998,34.81
bih,1999,33.28
bih,2000,31.82
bih,2001,30.63
bih,2002,30
bih,2003,29.48
bih,2004,28.89
bih,2005,28.39
bih,2006,27.91
bih,2007,27.28
bih,2008,27.51
bih,2009,25.77
bih,2010,25.76
bih,2011,25.08
bih,2012,27.28
bih,2013,25.38
bih,2014,23.53
bih,2015,23.88
bih,2016,24.11
bih,2017,24.45
bih,2018,21.52
bih,2019,24.24
blr,1991,4.37
blr,1992,4.52
blr,1993,4.87
blr,1994,5.24
blr,1995,5.62
blr,1996,5.96
blr,1997,6.23
blr,1998,6.46
blr,1999,6.65
blr,2000,6.77
blr,2001,6.97
blr,2002,6.97
blr,2003,6.95
blr,2004,6.81
blr,2005,6.7
blr,2006,6.48
blr,2007,6.32
blr,2008,6.09
blr,2009,6.01
blr,2010,5.94
blr,2011,5.76
blr,2012,5.73
blr,2013,5.72
blr,2014,5.74
blr,2015,5.84
blr,2016,5.93
blr,2017,5.93
blr,2018,5.57
blr,2019,5.76
blz,1991,33.79
blz,1992,33.51
blz,1993,33.52
blz,1994,33.92
blz,1995,34.22
blz,1996,37.87
blz,1997,37.52
blz,1998,37.35
blz,1999,36.75
blz,2000,35.65
blz,2001,35.27
blz,2002,34.86
blz,2003,34
blz,2004,33.49
blz,2005,32.95
blz,2006,32.6
blz,2007,32.78
blz,2008,32.73
blz,2009,33.11
blz,2010,33.26
blz,2011,33.56
blz,2012,33.96
blz,2013,34.35
blz,2014,31.84
blz,2015,32.21
blz,2016,32.64
blz,2017,33.72
blz,2018,33.97
blz,2019,34.47
bol,1991,63.49
bol,1992,63.6
bol,1993,63.61
bol,1994,63.57
bol,1995,63.49
bol,1996,63.43
bol,1997,63.24
bol,1998,62.99
bol,1999,62.74
bol,2000,63.38
bol,2001,61.62
bol,2002,63.27
bol,2003,59.89
bol,2004,56.33
bol,2005,58.74
bol,2006,60.77
bol,2007,56.38
bol,2008,55.36
bol,2009,52.08
bol,2010,53.51
bol,2011,54.9
bol,2012,55.33
bol,2013,56.39
bol,2014,58.71
bol,2015,57.36
bol,2016,68.94
bol,2017,66.67
bol,2018,65.6
bol,2019,65.77
bra,1991,39.24
bra,1992,39.75
bra,1993,39.69
bra,1994,39.48
bra,1995,39.28
bra,1996,38.49
bra,1997,39.34
bra,1998,39.62
bra,1999,40.45
bra,2000,39.44
bra,2001,38.58
bra,2002,38.44
bra,2003,38.78
bra,2004,38.15
bra,2005,37.81
bra,2006,37.32
bra,2007,36.2
bra,2008,35.06
bra,2009,35
bra,2010,34.53
bra,2011,34.32
bra,2012,33.68
bra,2013,34.04
bra,2014,34.17
bra,2015,35.81
bra,2016,36.35
bra,2017,36.65
bra,2018,37
bra,2019,37.24
brb,1991,16.07
brb,1992,16.17
brb,1993,17.53
brb,1994,15.59
brb,1995,15.7
brb,1996,15.57
brb,1997,15.55
brb,1998,15.67
brb,1999,18.08
brb,2000,16.91
brb,2001,18.39
brb,2002,18.36
brb,2003,19.47
brb,2004,19.85
brb,2005,19.65
brb,2006,19.27
brb,2007,19.21
brb,2008,19.27
brb,2009,20.08
brb,2010,20.61
brb,2011,20.81
brb,2012,21.17
brb,2013,21.53
brb,2014,21.85
brb,2015,21.92
brb,2016,21.81
brb,2017,21.9
brb,2018,22.1
brb,2019,22.24
brn,1991,5.63
brn,1992,5.7
brn,1993,5.85
brn,1994,5.98
brn,1995,6.06
brn,1996,6.13
brn,1997,6.27
brn,1998,6.53
brn,1999,6.68
brn,2000,6.78
brn,2001,7
brn,2002,7.11
brn,2003,7.17
brn,2004,7.27
brn,2005,7.37
brn,2006,7.5
brn,2007,7.73
brn,2008,7.8
brn,2009,8.19
brn,2010,8.4
brn,2011,8.47
brn,2012,8.61
brn,2013,8.82
brn,2014,9.07
brn,2015,9.08
brn,2016,9.1
brn,2017,9.19
brn,2018,6.88
brn,2019,7.76
btn,1991,75.98
btn,1992,75.8
btn,1993,75.76
btn,1994,75.59
btn,1995,75.35
btn,1996,74.83
btn,1997,74.5
btn,1998,74.24
btn,1999,73.84
btn,2000,73.18
btn,2001,72.54
btn,2002,71.59
btn,2003,70.74
btn,2004,69.93
btn,2005,68.98
btn,2006,68.23
btn,2007,66.7
btn,2008,65.3
btn,2009,63.9
btn,2010,62.65
btn,2011,61.72
btn,2012,58.72
btn,2013,60.81
btn,2014,61.75
btn,2015,64.07
btn,2016,64.25
btn,2017,64.45
btn,2018,64.75
btn,2019,64.56
bwa,1991,37.86
bwa,1992,36.13
bwa,1993,34.32
bwa,1994,32.8
bwa,1995,24.18
bwa,1996,17.97
bwa,1997,18.26
bwa,1998,18.88
bwa,1999,19.5
bwa,2000,20.69
bwa,2001,21.75
bwa,2002,22.51
bwa,2003,23.21
bwa,2004,24.58
bwa,2005,26.07
bwa,2006,26.99
bwa,2007,26.95
bwa,2008,26.78
bwa,2009,28.08
bwa,2010,27.13
bwa,2011,26.4
bwa,2012,25.47
bwa,2013,24.17
bwa,2014,23.51
bwa,2015,23.45
bwa,2016,23.38
bwa,2017,23.04
bwa,2018,22.72
bwa,2019,22.53
caf,1991,91.14
caf,1992,91.24
caf,1993,91.22
caf,1994,91.24
caf,1995,91.22
caf,1996,91.62
caf,1997,91.79
caf,1998,91.76
caf,1999,91.64
caf,2000,91.66
caf,2001,91.68
caf,2002,91.65
caf,2003,91.9
caf,2004,91.74
caf,2005,91.74
caf,2006,91.53
caf,2007,91.3
caf,2008,90.99
caf,2009,90.74
caf,2010,90.59
caf,2011,90.48
caf,2012,90.25
caf,2013,90.19
caf,2014,90.52
caf,2015,90.67
caf,2016,90.65
caf,2017,90.48
caf,2018,90.34
caf,2019,90.1
can,1991,18.55
can,1992,18.89
can,1993,19.44
can,1994,18.9
can,1995,19
can,1996,19.49
can,1997,20.31
can,1998,20.42
can,1999,20.36
can,2000,19.34
can,2001,18.73
can,2002,18.4
can,2003,18.89
can,2004,19.06
can,2005,19.21
can,2006,18.69
can,2007,19.11
can,2008,19.29
can,2009,19.96
can,2010,19.68
can,2011,19.04
can,2012,18.87
can,2013,18.75
can,2014,18.58
can,2015,18.48
can,2016,18.57
can,2017,18.3
can,2018,18.25
can,2019,18.22
chanisl,1991,17.05
chanisl,1992,17.03
chanisl,1993,16.97
chanisl,1994,16.87
chanisl,1995,16.8
chanisl,1996,16.71
chanisl,1997,16.6
chanisl,1998,16.48
chanisl,1999,16.32
chanisl,2000,16.04
chanisl,2001,16.09
chanisl,2002,16.13
chanisl,2003,16.23
chanisl,2004,16.18
chanisl,2005,16.07
chanisl,2006,15.81
chanisl,2007,15.51
chanisl,2008,15.5
chanisl,2009,15.73
chanisl,2010,15.63
chanisl,2011,15.54
chanisl,2012,15.46
chanisl,2013,15.34
chanisl,2014,15.19
chanisl,2015,15.06
chanisl,2016,14.95
chanisl,2017,14.83
chanisl,2018,14.74
chanisl,2019,14.66
che,1991,19.29
che,1992,19.33
che,1993,19.36
che,1994,19.35
che,1995,19.4
che,1996,19.52
che,1997,20.11
che,1998,19.59
che,1999,19.79
che,2000,19.59
che,2001,19.39
che,2002,19.18
che,2003,19.82
che,2004,18.78
che,2005,18.18
che,2006,17.93
che,2007,17.98
che,2008,18.14
che,2009,17.22
che,2010,17.91
che,2011,17.47
che,2012,17.33
che,2013,17.34
che,2014,17.2
che,2015,16.42
che,2016,16.85
che,2017,16.63
che,2018,16.59
che,2019,16.03
chl,1991,34.06
chl,1992,33.63
chl,1993,33.37
chl,1994,33.12
chl,1995,32.61
chl,1996,32.42
chl,1997,31.57
chl,1998,32.62
chl,1999,33.36
chl,2000,33.37
chl,2001,33.81
chl,2002,33.96
chl,2003,34.37
chl,2004,33.88
chl,2005,32.29
chl,2006,30.43
chl,2007,29.19
chl,2008,28.21
chl,2009,27.92
chl,2010,27.5
chl,2011,26.65
chl,2012,25.26
chl,2013,25.67
chl,2014,26.04
chl,2015,25.93
chl,2016,26.82
chl,2017,28.13
chl,2018,28.22
chl,2019,28.25
chn,1991,72.71
chn,1992,71.51
chn,1993,70.24
chn,1994,68.94
chn,1995,67.84
chn,1996,66.87
chn,1997,66.01
chn,1998,65.36
chn,1999,64.74
chn,2000,63.97
chn,2001,63.14
chn,2002,62.13
chn,2003,60.96
chn,2004,59.73
chn,2005,58.26
chn,2006,56.64
chn,2007,54.82
chn,2008,53.5
chn,2009,52.24
chn,2010,50.87
chn,2011,49.68
chn,2012,48.81
chn,2013,48.02
chn,2014,47.36
chn,2015,46.76
chn,2016,46.27
chn,2017,45.83
chn,2018,44.86
chn,2019,43.72
civ,1991,75.23
civ,1992,75.29
civ,1993,75.43
civ,1994,75.75
civ,1995,75.41
civ,1996,74.86
civ,1997,73.87
civ,1998,73.8
civ,1999,73.2
civ,2000,73.42
civ,2001,74.49
civ,2002,74.57
civ,2003,74.69
civ,2004,74.21
civ,2005,74.07
civ,2006,73.6
civ,2007,73.28
civ,2008,72.55
civ,2009,71.78
civ,2010,71.91
civ,2011,71.93
civ,2012,70.4
civ,2013,69.65
civ,2014,68.52
civ,2015,67.99
civ,2016,67.21
civ,2017,66.46
civ,2018,65.19
civ,2019,63.72
cmr,1991,75.83
cmr,1992,76.33
cmr,1993,77.12
cmr,1994,77.3
cmr,1995,77.04
cmr,1996,76.53
cmr,1997,75.27
cmr,1998,74.33
cmr,1999,72.53
cmr,2000,70.27
cmr,2001,68.79
cmr,2002,69.82
cmr,2003,71
cmr,2004,71.48
cmr,2005,72.24
cmr,2006,72.75
cmr,2007,73.54
cmr,2008,72.89
cmr,2009,73.18
cmr,2010,72.69
cmr,2011,72.05
cmr,2012,71.11
cmr,2013,70.41
cmr,2014,69.73
cmr,2015,69.29
cmr,2016,68.73
cmr,2017,67.91
cmr,2018,67.16
cmr,2019,66.66
cod,1991,83.25
cod,1992,83.7
cod,1993,84.24
cod,1994,84.82
cod,1995,84.94
cod,1996,83.56
cod,1997,85.14
cod,1998,85.43
cod,1999,86.03
cod,2000,85.99
cod,2001,84.88
cod,2002,84.35
cod,2003,84.75
cod,2004,83.77
cod,2005,83.31
cod,2006,82.76
cod,2007,81.66
cod,2008,79.94
cod,2009,79.16
cod,2010,76.89
cod,2011,75.15
cod,2012,73.7
cod,2013,72.56
cod,2014,71.38
cod,2015,70.9
cod,2016,70.88
cod,2017,70.66
cod,2018,69.77
cod,2019,69.98
cog,1991,72.73
cog,1992,72.81
cog,1993,72.94
cog,1994,72.37
cog,1995,72.46
cog,1996,71.47
cog,1997,71.16
cog,1998,72.51
cog,1999,70.27
cog,2000,67.18
cog,2001,68.43
cog,2002,68.54
cog,2003,68.87
cog,2004,67.48
cog,2005,65.2
cog,2006,63.77
cog,2007,65.51
cog,2008,63.63
cog,2009,65.49
cog,2010,61.55
cog,2011,60.97
cog,2012,60.98
cog,2013,61.85
cog,2014,61.88
cog,2015,64.08
cog,2016,65.7
cog,2017,66.2
cog,2018,66.49
cog,2019,66.22
col,1991,53.35
col,1992,53.33
col,1993,53.23
col,1994,53.06
col,1995,52.94
col,1996,52.95
col,1997,52.86
col,1998,52.97
col,1999,53.54
col,2000,53.36
col,2001,53.45
col,2002,51.5
col,2003,51.23
col,2004,52.24
col,2005,52.35
col,2006,52.2
col,2007,52.01
col,2008,52.35
col,2009,54.1
col,2010,54.33
col,2011,53.94
col,2012,53.31
col,2013,52.85
col,2014,52.42
col,2015,52.11
col,2016,52.43
col,2017,52.63
col,2018,53.08
col,2019,50.34
com,1991,60.13
com,1992,59.99
com,1993,60.09
com,1994,60.59
com,1995,60.81
com,1996,61.18
com,1997,61.31
com,1998,61.55
com,1999,61.76
com,2000,61.35
com,2001,61.43
com,2002,61.41
com,2003,61.32
com,2004,61.21
com,2005,59.95
com,2006,58.77
com,2007,57.48
com,2008,56.39
com,2009,55.28
com,2010,54.32
com,2011,53.39
com,2012,52.61
com,2013,51.71
com,2014,50.95
com,2015,51.03
com,2016,51.01
com,2017,50.91
com,2018,51.06
com,2019,51.12
cpv,1991,54.39
cpv,1992,53.83
cpv,1993,53.48
cpv,1994,52.36
cpv,1995,51.16
cpv,1996,49.76
cpv,1997,48.39
cpv,1998,46.7
cpv,1999,45.09
cpv,2000,42.85
cpv,2001,42.1
cpv,2002,41.18
cpv,2003,40.17
cpv,2004,38.84
cpv,2005,37.97
cpv,2006,37.13
cpv,2007,35.61
cpv,2008,34.28
cpv,2009,33.95
cpv,2010,33.71
cpv,2011,33.38
cpv,2012,33.41
cpv,2013,33.35
cpv,2014,33.3
cpv,2015,32.72
cpv,2016,33.14
cpv,2017,33.46
cpv,2018,30.89
cpv,2019,29.67
cri,1991,32.45
cri,1992,30.76
cri,1993,29.86
cri,1994,29.98
cri,1995,30.47
cri,1996,31.48
cri,1997,32.06
cri,1998,31.34
cri,1999,30.82
cri,2000,31.99
cri,2001,32.46
cri,2002,32.66
cri,2003,31.37
cri,2004,32.17
cri,2005,29.52
cri,2006,30.96
cri,2007,28.68
cri,2008,28.6
cri,2009,28.55
cri,2010,27.06
cri,2011,24.54
cri,2012,24.8
cri,2013,28.12
cri,2014,26.58
cri,2015,26.37
cri,2016,25.93
cri,2017,26.35
cri,2018,26.44
cri,2019,28.45
cub,1991,6.75
cub,1992,7.59
cub,1993,8.75
cub,1994,9.18
cub,1995,9.63
cub,1996,9.43
cub,1997,10.8
cub,1998,12.4
cub,1999,14.27
cub,2000,15.21
cub,2001,17.01
cub,2002,17.32
cub,2003,18.56
cub,2004,19.12
cub,2005,18.8
cub,2006,17.35
cub,2007,16.65
cub,2008,16.78
cub,2009,16.37
cub,2010,16.65
cub,2011,24.17
cub,2012,28.32
cub,2013,29.07
cub,2014,29.49
cub,2015,31.42
cub,2016,33.67
cub,2017,35.74
cub,2018,36.42
cub,2019,37.2
cyp,1991,30.28
cyp,1992,30.3
cyp,1993,30.2
cyp,1994,30.34
cyp,1995,29.95
cyp,1996,30
cyp,1997,30.23
cyp,1998,29.99
cyp,1999,29.61
cyp,2000,29.33
cyp,2001,29.03
cyp,2002,28.17
cyp,2003,29.51
cyp,2004,29.4
cyp,2005,28.31
cyp,2006,26.39
cyp,2007,25.83
cyp,2008,25.46
cyp,2009,24.48
cyp,2010,23.24
cyp,2011,22.96
cyp,2012,21.38
cyp,2013,22.76
cyp,2014,22.77
cyp,2015,17.88
cyp,2016,17.64
cyp,2017,15.87
cyp,2018,15.94
cyp,2019,16.3
cze,1991,15.11
cze,1992,15.15
cze,1993,15.15
cze,1994,15.19
cze,1995,15.19
cze,1996,15.27
cze,1997,15.45
cze,1998,16.85
cze,1999,18.22
cze,2000,18.93
cze,2001,19.14
cze,2002,20.06
cze,2003,21.81
cze,2004,21.5
cze,2005,20.3
cze,2006,20.17
cze,2007,20.42
cze,2008,20.25
cze,2009,20.8
cze,2010,21.87
cze,2011,21.94
cze,2012,22.19
cze,2013,21.19
cze,2014,21.93
cze,2015,20.88
cze,2016,20.25
cze,2017,20.47
cze,2018,20.57
cze,2019,20.4
deu,1991,10.89
deu,1992,11.41
deu,1993,11.75
deu,1994,12.26
deu,1995,12.34
deu,1996,12.6
deu,1997,13
deu,1998,13.11
deu,1999,13.11
deu,2000,13.23
deu,2001,13.19
deu,2002,13.33
deu,2003,13.9
deu,2004,14.73
deu,2005,14.76
deu,2006,14.52
deu,2007,14.26
deu,2008,13.97
deu,2009,14.24
deu,2010,14.24
deu,2011,14.37
deu,2012,14.32
deu,2013,13.86
deu,2014,13.53
deu,2015,13.36
deu,2016,12.84
deu,2017,12.51
deu,2018,12.17
deu,2019,11.89
dji,1991,31.38
dji,1992,31.85
dji,1993,32.53
dji,1994,33.03
dji,1995,33.65
dji,1996,34.42
dji,1997,35.22
dji,1998,35.97
dji,1999,36.51
dji,2000,37.13
dji,2001,37.54
dji,2002,37.74
dji,2003,37.81
dji,2004,37.83
dji,2005,37.73
dji,2006,37.44
dji,2007,37.06
dji,2008,36.59
dji,2009,36.46
dji,2010,36.02
dji,2011,35.28
dji,2012,34.79
dji,2013,34.09
dji,2014,33.38
dji,2015,32.6
dji,2016,31.91
dji,2017,31.32
dji,2018,30.4
dji,2019,29.56
dnk,1991,14.03
dnk,1992,13.82
dnk,1993,14.13
dnk,1994,12.17
dnk,1995,12.18
dnk,1996,11.96
dnk,1997,12.31
dnk,1998,12.52
dnk,1999,12.09
dnk,2000,12.04
dnk,2001,12.48
dnk,2002,12.09
dnk,2003,12.04
dnk,2004,11.91
dnk,2005,11.92
dnk,2006,11.91
dnk,2007,12.26
dnk,2008,12.6
dnk,2009,13.25
dnk,2010,12.55
dnk,2011,12.48
dnk,2012,12.61
dnk,2013,12.31
dnk,2014,12.02
dnk,2015,11.89
dnk,2016,11.58
dnk,2017,11.1
dnk,2018,10.85
dnk,2019,10.99
dom,1991,47.21
dom,1992,47.38
dom,1993,46.08
dom,1994,43.83
dom,1995,46.6
dom,1996,47.03
dom,1997,47.36
dom,1998,47.89
dom,1999,48.57
dom,2000,49.25
dom,2001,50.61
dom,2002,51.88
dom,2003,52.56
dom,2004,51.29
dom,2005,53.15
dom,2006,53.03
dom,2007,51.84
dom,2008,54.03
dom,2009,55.35
dom,2010,55.28
dom,2011,55.29
dom,2012,54.25
dom,2013,52.65
dom,2014,53.68
dom,2015,51.97
dom,2016,50.39
dom,2017,52.5
dom,2018,51.51
dom,2019,49.64
dza,1991,38.05
dza,1992,38.15
dza,1993,38.4
dza,1994,38.65
dza,1995,38.7
dza,1996,38.69
dza,1997,38.78
dza,1998,38.61
dza,1999,38.45
dza,2000,38.18
dza,2001,37.88
dza,2002,36.58
dza,2003,35.22
