geo,time,nv_mnf_txtl_zs_un
aus,1990,6.06551
aus,1991,5.74262
aus,1992,6.30597
aus,1993,6.35611
aus,1994,6.33074
aus,1995,5.48717
aus,1996,5.48717
aus,1997,4.91161
aus,1998,5.04798
aus,1999,4.71287
aus,2000,4.68562
aus,2001,4.2024
aus,2002,3.64663
aus,2003,3.41127
aus,2004,3.42086
aus,2005,2.89287
aus,2006,2.54593
aus,2007,2.76355
aus,2008,2.78179
aus,2009,2.74044
aus,2010,2.95894
aus,2011,2.85368
aus,2012,2.73514
aus,2013,2.69512
aus,2014,2.60091
aus,2015,2.66702
aus,2016,2.40718
aus,2017,2.44692
aus,2018,2.33678
aus,2019,2.20805
aut,1963,15.69698
aut,1964,15.13963
aut,1965,14.93032
aut,1966,14.29332
aut,1967,13.66357
aut,1968,13.77221
aut,1969,13.10979
aut,1970,12.65527
aut,1971,12.98689
aut,1972,12.54251
aut,1973,11.83099
aut,1974,10.35811
aut,1975,10.04652
aut,1976,10.39404
aut,1977,10.23735
aut,1978,9.40441
aut,1979,9.36458
aut,1980,9.76981
aut,1981,9.7257
aut,1982,9.53067
aut,1983,8.9958
aut,1984,8.72707
aut,1985,8.28493
aut,1986,8.16682
aut,1987,7.75572
aut,1988,7.33107
aut,1989,6.90651
aut,1990,6.81231
aut,1991,6.5284
aut,1992,6.55224
aut,1993,6.3172
aut,1994,5.57569
aut,1995,5.91854
aut,1996,5.6604
aut,1997,4.93626
aut,1998,4.63007
aut,1999,4.29834
aut,2000,4.07281
aut,2001,3.93452
aut,2002,3.17594
aut,2003,2.79385
aut,2004,2.59069
aut,2005,2.81217
aut,2006,2.19326
aut,2007,2.05532
aut,2008,2.28658
aut,2009,2.22643
aut,2010,2.18988
aut,2011,2.17928
aut,2012,1.98446
aut,2013,2.08556
aut,2014,2.05086
aut,2015,1.93486
aut,2016,1.80823
aut,2017,1.68646
aut,2018,1.54519
aut,2019,1.54519
aze,2001,3.27815
aze,2002,2.27576
aze,2003,1.68364
aze,2004,1.38669
aze,2005,1.0832
aze,2006,1.33986
aze,2007,1.16066
aze,2008,0.76776
aze,2009,1.09628
aze,2010,1.21332
aze,2011,1.81168
aze,2012,1.87474
aze,2013,1.4881
aze,2014,1.35292
aze,2015,0.98443
aze,2016,2.10544
aze,2017,3.23247
aze,2018,3.79212
aze,2019,3.79204
bdi,1971,25.44119
bdi,1972,20.50222
bdi,1973,19.50483
bdi,1974,16.88453
bdi,1975,12.38636
bdi,1976,12.37634
bdi,1977,9.32992
bdi,1978,8.11582
bdi,1979,7.2023
bdi,1980,10.76643
bdi,1983,10.56843
bdi,1986,9.56468
bdi,1987,8.54476
bdi,1988,8.49546
bdi,1989,6.72972
bdi,1990,8.75868
bdi,1991,8.61458
bdi,2007,2.05547
bdi,2008,0.85772
bdi,2009,0.5604
bdi,2010,0.79149
bdi,2011,0.16599
bdi,2012,0.35429
bdi,2013,0.60855
bdi,2014,0.60855
bdi,2015,0.60855
bel,1963,15.49941
bel,1964,15.24782
bel,1965,14.58374
bel,1966,15.30858
bel,1967,14.16385
bel,1968,13.97419
bel,1969,13.2572
bel,1970,12.59298
bel,1971,12.9938
bel,1972,13.04191
bel,1973,11.73304
bel,1974,10.83601
bel,1975,9.8882
bel,1976,10.21558
bel,1977,9.18007
bel,1978,8.51469
bel,1979,8.35375
bel,1980,8.23964
bel,1981,8.49681
bel,1982,8.36964
bel,1983,8.3394
bel,1984,8.16925
bel,1985,7.483
bel,1986,7.95036
bel,1987,8.06689
bel,1988,6.73275
bel,1989,7.04029
bel,1990,7.31072
bel,1991,7.25792
bel,1992,7.36847
bel,1993,7.38096
bel,1994,7.30484
bel,1995,6.09522
bel,1996,6.19879
bel,1997,6.44395
bel,1998,6.46679
bel,1999,6.054
bel,2000,5.27691
bel,2001,5.6768
bel,2002,5.6768
bel,2003,4.84782
bel,2004,4.33867
bel,2005,3.90055
bel,2006,3.75972
bel,2007,3.83212
bel,2008,3.15897
bel,2009,3.05499
bel,2010,2.83409
bel,2011,2.30515
bel,2012,2.72128
bel,2013,2.58888
bel,2014,2.72922
bel,2015,2.56284
bel,2016,2.25704
bel,2017,2.20565
bel,2018,1.82803
bel,2019,1.82804
ben,1974,17.18627
ben,1975,15.0567
ben,1976,16.48761
ben,1977,15.79046
ben,1978,15.71561
ben,1979,17.96869
ben,1980,14.28362
ben,1981,14.37887
bfa,1974,13.47392
bfa,1975,13.47877
bfa,1976,13.9579
bfa,1977,13.98171
bfa,1978,14.09772
bfa,1979,15.09841
bfa,1980,19.00104
bfa,1981,19.01458
bfa,1982,14.92195
bfa,1983,18.59275
bgd,1967,36.20726
bgd,1968,38.14154
bgd,1969,46.56914
bgd,1970,46.61622
bgd,1971,49.50546
bgd,1972,50.86662
bgd,1973,37.69834
bgd,1974,41.94239
bgd,1975,36.81866
bgd,1976,33.00312
bgd,1977,33.0318
bgd,1978,37.96376
bgd,1979,36.95632
bgd,1980,42.88109
bgd,1981,37.41123
bgd,1982,32.63051
bgd,1983,35.10528
bgd,1984,30.96077
bgd,1985,30.28377
bgd,1986,37.72379
bgd,1987,37.17611
bgd,1988,38.71798
bgd,1989,37.68543
bgd,1990,37.52841
bgd,1991,37.97579
bgd,1992,37.56536
bgd,1995,44.45576
bgd,1998,40.32494
bgd,2006,19.79833
bgd,2012,51.04312
bgd,2018,56.80586
bgr,1996,11.77309
bgr,1997,10.87895
bgr,1998,12.66344
bgr,1999,13.6119
bgr,2000,13.66906
bgr,2001,17.65597
bgr,2002,19.50791
bgr,2003,19.02785
bgr,2004,17.0019
bgr,2005,14.60312
bgr,2006,13.60162
bgr,2007,12.00828
bgr,2008,13.64579
bgr,2009,13.05951
bgr,2010,12.46125
bgr,2011,12.75611
bgr,2012,12.77735
bgr,2013,13.39754
bgr,2014,12.92929
bgr,2015,11.43022
bgr,2016,10.51236
bgr,2017,9.82819
bgr,2018,10.05055
bgr,2019,10.05055
bhr,2001,2.6458
bhr,2002,2.6458
bhr,2003,2.6458
bhr,2004,2.6458
bhr,2005,2.6458
bhr,2006,2.6458
bhr,2007,2.69123
bhr,2008,2.25196
bhr,2009,3.42198
bhr,2010,4.68341
bhr,2011,4.18229
bhr,2012,4.26305
bhr,2013,4.76964
bhr,2014,4.96154
bhr,2015,4.97811
bhr,2016,5.29886
bhr,2017,5.29886
bhr,2018,5.29886
bhs,1983,1.08902
bhs,1986,2.27266
bhs,1987,1.82116
bhs,1989,3.34973
bhs,1990,3.88503
bhs,1991,3.16819
bhs,1992,3.95633
bhs,1995,4.8471
bhs,1996,1.74456
bhs,1997,3.91987
bhs,1998,1.66552
bih,1990,14.67899
bih,1991,13.66825
bih,2010,12.53757
bih,2011,12.40047
bih,2012,11.38455
bih,2013,13.17952
bih,2014,13.31458
bih,2015,12.19221
bih,2016,12.37214
bih,2017,12.58616
bih,2018,12.94038
bih,2019,12.89821
blr,2005,5.53332
blr,2006,5.53332
blr,2007,5.53332
blr,2008,5.53332
blr,2009,6.50294
blr,2010,6.46919
blr,2011,7.12431
blr,2012,6.53687
blr,2013,6.91996
blr,2014,6.25684
blr,2015,5.7214
blr,2016,7.02125
blr,2017,6.68997
blr,2018,6.11733
blr,2019,6.11733
blz,1989,4.83391
blz,1990,7.44363
blz,1991,4.38509
blz,1992,3.81469
bmu,1996,2.0074
bmu,1997,2.00741
bmu,1998,2.0074
bmu,1999,2.00523
bmu,2000,2.00523
bmu,2001,2.00523
bmu,2002,2.00523
bmu,2003,2.00523
bmu,2004,2.00523
bmu,2005,1.67311
bmu,2006,2.00523
bmu,2007,2.00523
bmu,2008,2.00523
bmu,2009,2.00523
bmu,2010,2.00523
bmu,2011,2.00523
bmu,2012,2.00523
bmu,2013,1.99624
bmu,2014,1.69869
bmu,2015,2.22635
bmu,2016,1.65389
bmu,2017,2.66333
bmu,2018,2.75509
bol,1970,28.09187
bol,1971,27.04791
bol,1972,23.70173
bol,1973,24.44444
bol,1974,24.92599
bol,1975,16.31117
bol,1976,21.11033
bol,1977,18.38981
bol,1978,20.51022
bol,1979,18.5529
bol,1980,11.02165
bol,1981,5.61824
bol,1982,6.43705
bol,1983,10.49644
bol,1984,9.58069
bol,1985,11.39317
bol,1986,6.27035
bol,1987,5.40953
bol,1988,3.69052
bol,1989,5.10216
bol,1990,5.30156
bol,1991,4.04183
bol,1992,4.99606
bol,1993,5.40884
bol,1994,4.90731
bol,1995,4.84298
bol,1996,4.43637
bol,1997,4.31177
bol,1998,4.66574
bol,1999,5.97945
bol,2000,5.17168
bol,2001,4.0951
bol,2002,4.0951
bol,2003,4.0951
bol,2004,4.0951
bol,2005,4.0951
bol,2006,5.20603
bol,2007,5.20603
bol,2008,5.20603
bol,2009,5.20603
bol,2010,5.21097
bol,2011,5.21097
bol,2012,3.55015
bol,2013,3.55015
bol,2014,3.55015
bra,1990,12.24253
bra,1992,9.81638
bra,1993,10.55975
bra,1994,9.38069
bra,1995,7.20441
bra,1996,8.12491
bra,1997,7.14482
bra,1998,7.25762
bra,1999,7.40563
bra,2000,6.90538
bra,2001,6.73773
bra,2002,6.51853
bra,2003,6.11339
bra,2004,5.93141
bra,2005,5.51652
bra,2006,5.58318
bra,2007,5.6889
bra,2008,5.64007
bra,2009,6.60098
bra,2010,6.55276
bra,2011,6.86184
bra,2012,7.08859
bra,2013,6.83219
bra,2014,6.61954
bra,2015,6.37765
bra,2016,6.39429
bra,2017,6.82718
bra,2018,6.19686
bra,2019,6.19686
brb,1970,14.77318
brb,1971,15.94022
brb,1972,13.60817
brb,1973,13.11132
brb,1974,15.9064
brb,1975,17.23836
brb,1976,20.86524
brb,1977,23.37705
brb,1978,15.63492
brb,1979,18.242
brb,1980,12.47167
brb,1981,17.5216
brb,1982,14.22453
brb,1983,12.2849
brb,1984,11.3798
brb,1985,8.77077
brb,1986,9.11288
brb,1987,9.49019
brb,1988,9.27985
brb,1989,7.8504
brb,1990,6.283
brb,1991,4.33139
brb,1992,3.98906
brb,1993,3.53572
brb,1994,3.20419
brb,1995,3.18724
brb,1996,3.30905
brb,1997,3.30905
bwa,1981,15.70796
bwa,1982,10.98637
bwa,1983,12.20657
bwa,1984,7.43902
bwa,1985,7.93103
bwa,1986,9.77564
bwa,1987,8.97815
bwa,1988,7.81169
bwa,1992,12.34508
bwa,1993,15.64868
bwa,1994,9.01381
bwa,1995,8.95813
bwa,1996,8.38035
bwa,1997,9.57788
bwa,1998,7.67329
bwa,1999,5.3117
bwa,2000,5.08598
bwa,2001,4.65203
bwa,2002,4.22043
bwa,2003,4.53112
bwa,2004,3.84825
bwa,2005,4.34452
bwa,2006,4.91726
bwa,2007,7.1269
bwa,2008,6.59048
bwa,2009,6.43459
bwa,2010,4.41937
bwa,2011,6.13414
bwa,2012,2.95867
bwa,2013,2.47903
bwa,2014,2.45856
bwa,2015,2.32043
bwa,2016,2.23032
bwa,2017,2.10087
bwa,2018,2.04145
bwa,2019,2.04145
caf,1973,52.80456
caf,1974,53.54279
caf,1975,40.08114
caf,1976,36.23618
caf,1977,44.92274
caf,1978,42.95197
caf,1980,22.31421
caf,1981,22.49164
caf,1982,-4.00741
caf,1983,15.17601
caf,1985,1.32047
caf,1986,-53.57186
caf,1987,-14.83755
caf,1988,4.29653
caf,1989,2.74948
caf,1990,6.42642
caf,1991,10.16431
caf,1992,-2.34705
caf,1993,-0.38667
can,1963,9.31677
can,1964,9.19298
can,1965,8.75079
can,1966,8.52174
can,1967,8.37766
can,1968,8.45866
can,1969,8.39431
can,1970,8.41422
can,1971,8.40916
can,1972,8.4087
can,1973,8.02782
can,1974,7.59036
can,1975,7.58155
can,1976,7.68743
can,1977,7.25762
can,1978,7.27674
can,1979,7.32276
can,1980,7.15205
can,1981,7.01822
can,1982,6.65394
can,1983,6.91808
can,1984,6.38886
can,1985,6.1754
can,1986,6.33829
can,1987,6.02633
can,1988,5.55262
can,1989,5.65176
can,1990,5.073
can,1991,5.00282
can,1992,4.73865
can,1993,4.55851
can,1994,4.21314
can,1995,3.87378
can,1996,3.939
can,1997,3.97683
can,1998,3.9969
can,1999,3.43272
can,2000,3.66084
can,2001,3.76775
can,2002,3.53978
can,2003,3.50309
can,2004,2.95055
can,2005,2.51045
can,2006,2.30459
can,2007,2.03601
can,2008,1.71466
can,2009,1.7029
can,2010,1.51151
can,2011,1.43865
can,2012,1.3505
can,2013,1.23399
can,2014,1.27086
can,2015,1.25988
can,2016,1.27398
can,2017,1.25921
can,2018,1.2839
can,2019,1.2839
che,1986,4.93399
che,1987,4.67137
che,1988,4.27203
che,1989,3.98818
che,1990,3.79928
che,1991,3.66235
che,1992,3.76696
che,1993,3.53035
che,1994,3.26675
che,1995,3.40046
che,1996,3.38487
che,1997,2.93996
che,1998,2.86494
che,1999,2.37673
che,2000,2.30726
che,2001,2.23946
che,2002,1.39846
che,2003,1.86248
che,2004,1.93561
che,2005,1.57507
che,2006,1.44689
che,2007,1.30438
che,2008,1.43355
che,2009,1.24726
che,2010,1.33112
che,2011,1.24746
che,2012,1.11529
che,2013,1.06347
che,2014,1.06582
che,2015,0.98813
che,2016,0.95354
che,2017,0.78657
che,2018,0.89035
che,2019,0.91336
chl,1963,18.56287
chl,1964,18.25397
chl,1965,18.5567
chl,1966,18.0531
chl,1967,19.06667
chl,1968,13.48222
chl,1969,12.02731
chl,1970,11.84258
chl,1971,12.55184
chl,1972,15.15045
chl,1973,16.32908
chl,1974,9.10682
chl,1975,8.361
chl,1976,9.19692
chl,1977,9.96333
chl,1978,9.89669
chl,1979,9.75614
chl,1980,8.90774
chl,1981,8.40448
chl,1982,6.98024
chl,1983,6.16675
chl,1984,6.84659
chl,1985,6.65441
chl,1986,7.61725
chl,1987,7.55437
chl,1988,7.48519
chl,1989,7.41039
chl,1990,7.46345
chl,1991,7.68305
chl,1992,7.49436
chl,1993,7.41078
chl,1994,7.02554
chl,2013,1.94416
chl,2014,2.20068
chl,2015,2.15553
chl,2016,1.71112
chl,2017,2.10756
chl,2018,1.95831
chl,2019,1.95831
chn,1980,18.27356
chn,1981,19.47411
chn,1982,17.0109
chn,1983,14.85546
chn,1984,13.74819
chn,1985,14.09936
chn,1986,14.49156
chn,1987,14.12119
chn,1988,13.9577
chn,1989,14.38954
chn,1990,14.79296
chn,1991,13.55556
chn,1992,12.91287
chn,1993,13.19192
chn,1994,13.70413
chn,1995,11.70408
chn,1996,12.03779
chn,1997,11.91312
chn,1998,11.75111
chn,1999,11.4431
chn,2000,11.22311
chn,2001,11.17048
chn,2002,10.64426
chn,2003,10.60485
chn,2004,10.43222
chn,2005,10.61467
chn,2006,10.38546
chn,2007,9.97548
chn,2008,9.97548
chn,2009,9.97548
chn,2010,9.97548
chn,2011,9.99192
chn,2012,9.99192
chn,2013,9.99192
chn,2014,9.99192
chn,2015,9.99192
chn,2016,9.99192
chn,2017,9.99192
chn,2018,9.99192
civ,1965,17.95565
civ,1966,13.36171
civ,1967,13.18168
civ,1968,16.50028
civ,1969,16.14089
civ,1970,15.68491
civ,1971,14.46031
civ,1972,14.85545
civ,1973,13.37295
civ,1974,13.36953
civ,1975,16.85438
civ,1976,16.51766
civ,1977,17.24525
civ,1978,17.05447
civ,1979,17.16384
civ,1980,14.76303
civ,1981,16.61326
civ,1982,17.26335
civ,1986,13.23829
civ,1987,10.27668
civ,1988,10.0189
civ,1989,6.66667
civ,1994,8.89448
civ,1995,10.95499
civ,1996,13.23413
civ,1997,10.07802
cmr,1970,15.02895
cmr,1971,17.35777
cmr,1972,15.39364
cmr,1974,14.92361
cmr,1975,16.21306
cmr,1976,15.46392
cmr,1977,11.45812
cmr,1978,9.17838
cmr,1979,8.09724
cmr,1980,8.87279
cmr,1981,9.46817
cmr,1982,9.41624
cmr,1983,8.76294
cmr,1984,9.73894
cmr,1989,4.90268
cmr,1990,-12.78501
cmr,1991,8.00993
cmr,1992,6.06678
cmr,1993,10.99874
cmr,1994,8.23251
cmr,1995,15.20666
cmr,1996,10.67014
cmr,1997,13.31403
cmr,1998,9.17037
cmr,1999,15.29179
cmr,2000,18.96566
cmr,2001,13.78762
cmr,2002,5.56024
cod,1968,3.19048
cod,1969,3.55894
cod,1970,4.35805
cod,1971,5.25795
cod,1972,5.35862
cod,1973,4.40643
cod,1974,3.78586
cod,1975,9.12222
cod,1976,14.3019
cod,1977,12.52887
cod,1981,16.0679
cod,1982,15.10609
cod,1983,10.0665
cod,1984,8.66418
cod,1985,8.68073
cod,1986,6.52974
cod,1987,4.94005
cod,1988,4.2845
cod,2000,2.69449
cod,2001,2.45822
cod,2002,2.31656
cod,2003,2.21732
cod,2004,2.3933
cod,2005,2.42445
cod,2006,2.24844
cod,2007,2.81073
cod,2008,1.96693
cod,2009,1.79694
cog,1968,3.19048
cog,1969,3.55894
cog,1970,4.35805
cog,1971,5.25795
cog,1972,5.35862
cog,1973,4.40643
cog,1974,3.78586
cog,1975,9.12222
cog,1976,14.3019
cog,1977,12.52887
cog,1981,16.0679
cog,1982,15.10609
cog,1983,10.0665
cog,1984,8.66418
cog,1985,8.68073
cog,1986,6.52974
cog,1987,4.94005
cog,1988,4.2845
cog,2000,2.69449
cog,2001,2.45822
cog,2002,2.31656
cog,2003,2.21732
cog,2004,2.3933
cog,2005,2.42445
cog,2006,2.24844
cog,2007,2.81073
cog,2008,1.96693
cog,2009,1.79694
col,1963,20.91697
col,1964,19.01792
col,1965,19.53688
col,1966,18.60398
col,1967,18.59045
col,1968,19.04242
col,1969,19.6514
col,1970,20.13348
col,1971,22.57246
col,1972,21.55861
col,1973,21.87787
col,1974,18.26142
col,1975,16.75159
col,1976,19.07644
col,1977,19.19759
col,1978,19.39917
col,1979,18.24867
col,1980,16.15669
col,1981,14.4995
col,1982,14.28327
col,1983,13.36442
col,1984,14.04946
col,1985,13.80861
col,1986,12.51725
col,1987,13.76002
col,1988,14.84714
col,1989,14.98787
col,1990,15.25775
col,1991,13.64474
col,1992,13.49622
col,1993,13.52668
col,1994,11.88863
col,1995,11.11126
col,1996,11.47427
col,1997,10.59057
col,1998,10.41542
col,1999,9.43809
col,2000,10.74706
col,2001,10.42075
col,2002,9.78362
col,2003,9.55172
col,2004,9.27912
col,2005,8.92755
col,2006,8.53574
col,2007,7.77129
col,2008,7.46821
col,2009,6.36727
col,2010,7.06893
col,2011,6.1124
col,2012,5.83544
col,2013,6.48294
col,2014,6.87736
col,2015,7.22661
col,2016,8.09406
col,2017,7.54461
col,2018,7.04416
col,2019,7.04416
cpv,2016,4.16512
cpv,2017,4.24064
cri,1963,13.08472
cri,1964,12.63432
cri,1965,13.47206
cri,1966,13.17379
cri,1967,13.37675
cri,1968,13.83129
cri,1969,12.85157
cri,1970,12.30495
cri,1971,12.51295
cri,1972,12.00661
cri,1973,11.48902
cri,1974,11.6369
cri,1975,11.80641
cri,1976,11.76535
cri,1977,11.2879
cri,1978,10.90222
cri,1979,10.05608
cri,1980,10.19429
cri,1981,10.52031
cri,1982,10.10766
cri,1983,11.02866
cri,1984,9.31091
cri,1985,9.32516
cri,1986,7.73045
cri,1987,7.14755
cri,1988,7.61622
cri,1989,8.0563
cri,1990,8.0386
cri,1991,11.85686
cri,1992,11.86312
cri,1993,11.48962
cri,1994,10.57391
cri,1995,9.18581
cri,1996,8.50084
cri,1997,7.92377
cri,1998,8.14402
cri,1999,7.28354
cri,2000,6.35006
cri,2001,5.67743
cri,2002,5.53267
cri,2003,4.93427
cri,2004,9.33744
cri,2005,9.63406
cri,2006,7.35324
cri,2007,6.40619
cri,2008,4.93276
cri,2009,4.34022
cri,2010,3.61608
cri,2011,3.84731
cri,2012,3.6286
cri,2013,3.65366
cri,2014,3.51856
cri,2015,3.09993
cri,2016,3.06554
cri,2017,2.58472
cri,2018,2.54789
cri,2019,2.54789
cub,1976,8.87887
cub,1977,9.22253
cub,1978,9.54476
cub,1979,7.93982
cub,1980,6.71379
cub,1981,5.1774
cub,1982,4.41536
cub,1983,5.23527
cub,1984,4.17826
cub,1985,4.27327
cub,1986,4.62706
cub,1987,5.34103
cub,1988,5.90328
cub,1989,4.60898
cyp,1963,21.52344
cyp,1964,21.03041
cyp,1965,20.53171
cyp,1966,19.77562
cyp,1967,19.08928
cyp,1968,19.11926
cyp,1969,19.26456
cyp,1970,20.3643
cyp,1971,20.82813
cyp,1972,18.6268
cyp,1973,18.41435
cyp,1974,18.49839
cyp,1975,22.2008
cyp,1976,23.80442
cyp,1977,24.98789
cyp,1978,25.91189
cyp,1979,26.12945
cyp,1980,23.72185
cyp,1981,24.35807
cyp,1982,24.45734
cyp,1983,25.21065
cyp,1984,26.96498
cyp,1985,24.61083
cyp,1986,22.59636
cyp,1987,24.73377
cyp,1988,25.15433
cyp,1989,23.90289
cyp,1990,24.07839
cyp,1991,23.3842
cyp,1992,22.1651
cyp,1993,19.04592
cyp,1994,17.09779
cyp,1995,15.43039
cyp,1996,13.97072
cyp,1997,13.1469
cyp,1998,11.65354
cyp,1999,8.67812
cyp,2000,7.12821
cyp,2001,6.4041
cyp,2002,5.70352
cyp,2003,4.70221
cyp,2004,3.62433
cyp,2005,3.33099
cyp,2006,3.29477
cyp,2007,3.12819
cyp,2008,2.73529
cyp,2009,2.50698
cyp,2010,2.03143
cyp,2011,2.04176
cyp,2012,1.65155
cyp,2013,1.27209
cyp,2014,1.35666
cyp,2015,1.43186
cyp,2016,1.41931
cyp,2017,1.41946
cyp,2018,1.44934
cyp,2019,1.44934
cze,1996,7.24286
cze,1997,6.52937
cze,1998,6.16204
cze,1999,6.47686
cze,2000,6.19376
cze,2001,5.52008
cze,2002,5.10959
cze,2003,4.65902
cze,2004,4.27791
cze,2005,3.49219
cze,2006,3.35451
cze,2007,2.71302
cze,2008,2.6869
cze,2009,2.73495
cze,2010,2.61405
cze,2011,2.58704
cze,2012,2.50352
cze,2013,2.54061
cze,2014,2.45963
cze,2015,2.3543
cze,2016,2.35606
cze,2017,2.33881
cze,2018,2.25207
cze,2019,2.26025
deu,1998,2.50982
deu,1999,2.35645
deu,2000,2.27504
deu,2001,2.17371
deu,2002,2.10853
deu,2003,1.95413
deu,2004,1.85708
deu,2005,1.778
deu,2006,1.69922
deu,2007,1.6186
deu,2008,1.52077
deu,2009,1.52851
deu,2010,1.42621
deu,2011,1.448
deu,2012,1.38681
deu,2013,1.36114
deu,2014,1.38474
deu,2015,1.26207
deu,2016,1.23593
deu,2017,1.23883
deu,2018,1.14394
deu,2019,1.14394
dnk,1963,11.24673
dnk,1964,10.65134
dnk,1965,10.42167
dnk,1966,9.65347
dnk,1967,9.25926
dnk,1968,8.84676
dnk,1969,8.60897
dnk,1970,8.40816
dnk,1971,8.10707
dnk,1972,8.227
dnk,1973,7.43853
dnk,1974,6.38413
dnk,1975,6.18961
dnk,1976,6.68455
dnk,1977,6.02241
dnk,1978,5.73968
dnk,1979,5.70863
dnk,1980,5.45157
dnk,1981,5.51094
dnk,1982,5.60138
dnk,1983,5.45736
dnk,1984,5.30851
dnk,1985,5.30973
dnk,1986,5.24028
dnk,1987,5.05236
dnk,1988,4.76783
dnk,1989,4.37728
dnk,1990,4.17144
dnk,1991,4.09213
dnk,1992,3.90769
dnk,1993,3.78733
dnk,1994,3.70021
dnk,1995,3.76671
dnk,1996,3.39955
dnk,1997,3.05463
dnk,1998,3.06662
dnk,1999,2.92213
dnk,2000,2.42778
dnk,2001,2.28217
dnk,2002,2.18158
dnk,2003,2.00384
dnk,2004,1.93705
dnk,2005,1.75681
dnk,2006,1.6399
dnk,2007,1.5513
dnk,2008,1.48509
dnk,2009,1.47503
dnk,2010,1.27457
dnk,2011,1.24444
dnk,2012,0.82289
dnk,2013,0.84455
dnk,2014,0.86721
dnk,2015,0.83399
dnk,2016,1.1479
dnk,2017,1.15682
dnk,2018,1.18246
dnk,2019,1.1889
dom,1963,6.19381
dom,1964,4.43915
dom,1965,4.5824
dom,1966,4.6703
dom,1967,4.88169
dom,1968,5.51896
dom,1969,4.77051
dom,1970,5.44838
dom,1971,4.99542
dom,1972,4.49685
dom,1973,4.97005
dom,1974,4.80498
dom,1975,3.67159
dom,1976,4.73047
dom,1977,5.37445
dom,1978,5.79407
dom,1979,5.05143
dom,1980,6.48674
dom,1981,5.91418
dom,1982,6.90159
dom,1983,6.89641
dom,1984,7.51127
dza,1967,20.44791
dza,1968,21.28463
dza,1969,20.66235
dza,1970,20.32086
dza,1971,21.57485
dza,1972,19.79758
dza,1973,21.75005
dza,1974,20.9073
dza,1975,19.48617
dza,1976,17.16372
dza,1977,18.18303
dza,1978,18.34579
dza,1979,17.60448
dza,1980,18.29626
dza,1981,19.46763
dza,1982,18.90962
dza,1983,16.28531
dza,1984,17.76482
dza,1985,17.62264
dza,1986,14.74887
dza,1987,14.45228
dza,1988,13.47417
dza,1989,19.61162
dza,1990,16.95899
dza,1991,14.73921
dza,1992,9.53725
dza,1993,8.85356
dza,1994,8.02787
dza,1995,7.16147
dza,1996,7.88179
dza,2007,3.75703
dza,2008,3.55068
dza,2009,4.11258
dza,2010,3.28324
dza,2011,0.49193
dza,2012,0.51193
dza,2013,0.5425
dza,2014,0.59396
dza,2015,0.88273
dza,2016,0.88273
dza,2017,0.88273
ecu,1963,16.51113
ecu,1964,16.61109
ecu,1965,15.77646
ecu,1966,15.09401
ecu,1967,15.68895
ecu,1968,15.22977
ecu,1969,13.86549
