geo,time,er_fsh_prod_mt
alb,1991,3871
alb,1992,3093.19995
alb,1993,2889
alb,1994,2495
alb,1995,1720.30005
alb,1996,2449.19995
alb,1997,1110.80005
alb,1998,2807.5
alb,1999,3057.8999
alb,2000,3635
alb,2001,3597.19995
alb,2002,4516.7998
alb,2003,4274.6001
alb,2004,6118.5
alb,2005,6473
alb,2006,7709.2998
alb,2007,7505.3999
alb,2008,7365
alb,2009,8128
alb,2010,7652.2002
alb,2011,7150.2002
alb,2012,12055.2002
alb,2013,12673.5
alb,2014,12705.5
alb,2015,11350.5
alb,2016,12611.7002
alb,2017,12994.2002
alb,2018,14906.2998
and,1970,0
and,1971,0
and,1972,0
and,1973,0
and,1974,0
and,1975,0
and,1976,0
and,1977,0
and,1978,0
and,1979,0
and,1980,0
and,1981,0
and,1982,0
and,1983,0
and,1984,0
and,1985,0
and,1986,0
and,1987,0
and,1988,0
and,1989,0
and,1990,0
and,1991,0
and,1992,0
and,1993,0
and,1994,0
and,1995,0
and,1996,0
and,1997,0
and,1998,0
and,1999,0
and,2000,0
and,2001,0
and,2002,0
and,2003,0
and,2004,0
and,2005,0
and,2006,0
and,2007,0
and,2008,0
and,2009,0
and,2010,0
and,2011,0
and,2012,0
and,2013,0
and,2014,0
and,2015,0
and,2016,0
and,2017,0
and,2018,0
are,1960,30000
are,1961,30000
are,1962,35000
are,1963,35000
are,1964,35000
are,1965,38000
are,1966,38000
are,1967,40000
are,1968,40000
are,1969,40000
are,1970,40000
are,1971,43000
are,1972,43000
are,1973,43000
are,1974,67800
are,1975,67800
are,1976,64600
are,1977,64600
are,1978,64600
are,1979,64600
are,1980,64600
are,1981,67760
are,1982,69755
are,1983,72716
are,1984,72723
are,1985,72267
are,1986,79328
are,1987,85252
are,1988,89506
are,1989,91162
are,1990,95129
are,1991,92336
are,1992,95046
are,1993,99600
are,1994,108600
are,1995,105884
are,1996,107000
are,1997,114358
are,1998,114739
are,1999,117607
are,2000,105456
are,2001,112561
are,2002,97574
are,2003,97450
are,2004,90570
are,2005,87325
are,2006,101013
are,2007,97097
are,2008,75418
are,2009,77835
are,2010,79808
are,2011,75562
are,2012,73148
are,2013,73780
are,2014,73991
are,2015,73790
are,2016,75684.89844
are,2017,76255
are,2018,76350
arg,1960,104732
arg,1961,101900
arg,1962,101307
arg,1963,130573
arg,1964,168608
arg,1965,205005
arg,1966,250805
arg,1967,240868
arg,1968,223132
arg,1969,202815
arg,1970,214519
arg,1971,228631
arg,1972,237975
arg,1973,302020
arg,1974,296001
arg,1975,232251
arg,1976,281776
arg,1977,402780
arg,1978,541959
arg,1979,580735
arg,1980,400101
arg,1981,374882
arg,1982,488235
arg,1983,428207
arg,1984,322713
arg,1985,419740
arg,1986,422694
arg,1987,461921
arg,1988,496394
arg,1989,494983
arg,1990,561157
arg,1991,642712
arg,1992,746080
arg,1993,985615
arg,1994,1000577
arg,1995,1177109
arg,1996,1291387
arg,1997,1390864
arg,1998,1166444
arg,1999,1088156
arg,2000,924073
arg,2001,932622
arg,2002,947992
arg,2003,912930
arg,2004,947826
arg,2005,936066
arg,2006,1179144
arg,2007,995575
arg,2008,1002649
arg,2009,875214.9375
arg,2010,820816.375
arg,2011,819181.25
arg,2012,765518.4375
arg,2013,894130.125
arg,2014,857438.6875
arg,2015,839512.625
arg,2016,774825.5
arg,2017,852835.75
arg,2018,841414.3125
arm,1988,7017
arm,1989,7342
arm,1990,7755
arm,1991,4570
arm,1992,4450
arm,1993,4100
arm,1994,2603
arm,1995,1941
arm,1996,1230
arm,1997,1250
arm,1998,1135
arm,1999,2033
arm,2000,2026
arm,2001,2197
arm,2002,1485
arm,2003,1633
arm,2004,1031
arm,2005,989
arm,2006,1406
arm,2007,4715
arm,2008,5701
arm,2009,5859
arm,2010,5617
arm,2011,7095
arm,2012,9711
arm,2013,15799
arm,2014,18720
arm,2015,23270
arm,2016,20139
arm,2017,17054
arm,2018,17369
asm,1960,0
asm,1961,0
asm,1962,0
asm,1963,0
asm,1964,0
asm,1965,0
asm,1966,0
asm,1967,0
asm,1968,0
asm,1969,0
asm,1970,0
asm,1971,0
asm,1972,0
asm,1973,100
asm,1974,82
asm,1975,136
asm,1976,113
asm,1977,202
asm,1978,193
asm,1979,183
asm,1980,148
asm,1981,153
asm,1982,112
asm,1983,112
asm,1984,152
asm,1985,118
asm,1986,181
asm,1987,78
asm,1988,123
asm,1989,102
asm,1990,42
asm,1991,50
asm,1992,60
asm,1993,40
asm,1994,132
asm,1995,176
asm,1996,225
asm,1997,448
asm,1998,610
asm,1999,554
asm,2000,851
asm,2001,3677
asm,2002,6949
asm,2003,5099
asm,2004,4051
asm,2005,4029
asm,2006,5367
asm,2007,6537
asm,2008,4442
asm,2009,4962
asm,2010,5328
asm,2011,4921
asm,2012,6129
asm,2013,3293
asm,2014,2599
asm,2015,3158
asm,2016,3201
asm,2017,4062
asm,2018,3039
atg,1960,600
atg,1961,800
atg,1962,800
atg,1963,800
atg,1964,700
atg,1965,800
atg,1966,800
atg,1967,800
atg,1968,800
atg,1969,800
atg,1970,900
atg,1971,900
atg,1972,1200
atg,1973,1500
atg,1974,1590
atg,1975,1601
atg,1976,1613
atg,1977,1821
atg,1978,1620
atg,1979,1219
atg,1980,1171
atg,1981,1157
atg,1982,950
atg,1983,1063
atg,1984,1465
atg,1985,2407
atg,1986,2400
atg,1987,1985
atg,1988,1488
atg,1989,990
atg,1990,875
atg,1991,1481
atg,1992,1692
atg,1993,1046
atg,1994,1095
atg,1995,1576
atg,1996,1434
atg,1997,1639
atg,1998,1675
atg,1999,1626
atg,2000,1723
atg,2001,1797
atg,2002,2343
atg,2003,2541
atg,2004,2473
atg,2005,2948
atg,2006,3044
atg,2007,3042
atg,2008,3389
atg,2009,2416
atg,2010,2219
atg,2011,3059
atg,2012,5961
atg,2013,4616
atg,2014,3127
atg,2015,3175
atg,2016,3175
atg,2017,3175
atg,2018,3175
aus,1960,63154
aus,1961,63715
aus,1962,68456
aus,1963,73719
aus,1964,74042
aus,1965,84544
aus,1966,96314
aus,1967,100344
aus,1968,110995
aus,1969,99258
aus,1970,105017
aus,1971,116829
aus,1972,127650
aus,1973,129661
aus,1974,144566
aus,1975,114576
aus,1976,116011
aus,1977,148321
aus,1978,141518
aus,1979,146614
aus,1980,145867
aus,1981,162333
aus,1982,180767
aus,1983,178168
aus,1984,185799
aus,1985,172379
aus,1986,192817
aus,1987,222489
aus,1988,235050
aus,1989,213893
aus,1990,249906
aus,1991,261985
aus,1992,272849
aus,1993,278189
aus,1994,247293
aus,1995,260533
aus,1996,256040
aus,1997,256006
aus,1998,262843.4375
aus,1999,273656
aus,2000,251459
aus,2001,252511
aus,2002,256539
aus,2003,278882.21875
aus,2004,299975.0625
aus,2005,316620.28125
aus,2006,278507
aus,2007,267679.3125
aus,2008,271227.40625
aus,2009,270186.34375
aus,2010,292486.78125
aus,2011,290846.625
aus,2012,295670.15625
aus,2013,278254.375
aus,2014,272000.8125
aus,2015,286995.9375
aus,2016,313409.28125
aus,2017,319470.375
aus,2018,322235.21875
aut,1960,4200
aut,1961,4200
aut,1962,4500
aut,1963,4600
aut,1964,4900
aut,1965,5100
aut,1966,4900
aut,1967,4200
aut,1968,4000
aut,1969,3500
aut,1970,3200
aut,1971,2900
aut,1972,2600
aut,1973,2200
aut,1974,2070
aut,1975,2040
aut,1976,2360
aut,1977,2470
aut,1978,3700
aut,1979,4100
aut,1980,4300
aut,1981,4400
aut,1982,4500
aut,1983,4700
aut,1984,4700
aut,1985,4800
aut,1986,4700
aut,1987,4600
aut,1988,5100
aut,1989,5000
aut,1990,3659
aut,1991,3635
aut,1992,3619
aut,1993,3560
aut,1994,3491
aut,1995,3322
aut,1996,3399
aut,1997,3483
aut,1998,3360
aut,1999,3499
aut,2000,3286
aut,2001,2755
aut,2002,2683
aut,2003,2605
aut,2004,2667
aut,2005,2790
aut,2006,2863
aut,2007,2889
aut,2008,2437
aut,2009,2491
aut,2010,2517
aut,2011,3254.30005
aut,2012,3425.5
aut,2013,3587
aut,2014,3740.30005
aut,2015,3853.3999
aut,2016,3833.3999
aut,2017,4211.6001
aut,2018,4340.6001
aze,1988,56996
aze,1989,54406
aze,1990,41665
aze,1991,39663
aze,1992,32029
aze,1993,22934
aze,1994,19939
aze,1995,11061
aze,1996,7121
aze,1997,5525
aze,1998,4971
aze,1999,21082
aze,2000,18937
aze,2001,10988
aze,2002,11268
aze,2003,6565
aze,2004,9608
aze,2005,9501
aze,2006,4661
aze,2007,3849
aze,2008,2524
aze,2009,2206
aze,2010,2131
aze,2011,1578
aze,2012,1277.09998
aze,2013,1121
aze,2014,1211
aze,2015,1155
aze,2016,1362
aze,2017,1645
aze,2018,2079
bdi,1960,9200
bdi,1961,5300
bdi,1962,7200
bdi,1963,10600
bdi,1964,9700
bdi,1965,20200
bdi,1966,16600
bdi,1967,12300
bdi,1968,15000
bdi,1969,15600
bdi,1970,13300
bdi,1971,16900
bdi,1972,7500
bdi,1973,8500
bdi,1974,10982
bdi,1975,14547
bdi,1976,20333
bdi,1977,18900
bdi,1978,15682
bdi,1979,11250
bdi,1980,14767
bdi,1981,11880
bdi,1982,12131
bdi,1983,11366
bdi,1984,11363
bdi,1985,11371
bdi,1986,11861
bdi,1987,12034
bdi,1988,11701
bdi,1989,10787
bdi,1990,17425
bdi,1991,21044
bdi,1992,24123
bdi,1993,17050
bdi,1994,22050
bdi,1995,21151
bdi,1996,3091
bdi,1997,20346
bdi,1998,13476
bdi,1999,9249
bdi,2000,17365
bdi,2001,9014
bdi,2002,11050
bdi,2003,14747
bdi,2004,13905
bdi,2005,13450
bdi,2006,13028
bdi,2007,11359
bdi,2008,18315
bdi,2009,12665
bdi,2010,17322.30078
bdi,2011,10715.7002
bdi,2012,12469.40039
bdi,2013,13617
bdi,2014,16859
bdi,2015,21446
bdi,2016,23205
bdi,2017,20469
bdi,2018,21860
bel,1960,63700
bel,1961,61600
bel,1962,59900
bel,1963,62000
bel,1964,59500
bel,1965,59700
bel,1966,62800
bel,1967,63800
bel,1968,68200
bel,1969,58700
bel,1970,53000
bel,1971,60200
bel,1972,59000
bel,1973,53300
bel,1974,46820
bel,1975,49031
bel,1976,44503
bel,1977,45372
bel,1978,50597
bel,1979,47157
bel,1980,45705
bel,1981,49426
bel,1982,48044
bel,1983,48835
bel,1984,48181
bel,1985,45555
bel,1986,39996
bel,1987,40831
bel,1988,42241
bel,1989,40368
bel,1990,42135
bel,1991,40737
bel,1992,37966
bel,1993,36935
bel,1994,35100
bel,1995,36445
bel,1996,31769
bel,1997,31346
bel,1998,31681
bel,1999,31473
bel,2000,31671
bel,2001,32039
bel,2002,30862
bel,2003,28092
bel,2004,27493
bel,2005,25000
bel,2006,23176
bel,2007,24669
bel,2008,22735
bel,2009,22313
bel,2010,22957
bel,2011,22578
bel,2012,24951
bel,2013,25891
bel,2014,27007
bel,2015,24803
bel,2016,27014
bel,2017,24724
bel,2018,23116
ben,1960,26000
ben,1961,28000
ben,1962,30000
ben,1963,25000
ben,1964,26000
ben,1965,20000
ben,1966,18800
ben,1967,35600
ben,1968,35900
ben,1969,36600
ben,1970,43110
ben,1971,43404
ben,1972,43202
ben,1973,40673
ben,1974,39402
ben,1975,37533
ben,1976,37104
ben,1977,36528
ben,1978,35879
ben,1979,35700
ben,1980,37832
ben,1981,37768
ben,1982,37521
ben,1983,34628
ben,1984,35290
ben,1985,36371
ben,1986,38753
ben,1987,41903
ben,1988,37346
ben,1989,41860
ben,1990,38234
ben,1991,35083
ben,1992,32488
ben,1993,39221
ben,1994,39923
ben,1995,44379
ben,1996,42175
ben,1997,43785
ben,1998,42139
ben,1999,40437
ben,2000,32324
ben,2001,38415
ben,2002,40670
ben,2003,41655
ben,2004,39995
ben,2005,31847
ben,2006,41922
ben,2007,36564
ben,2008,37708
ben,2009,39236
ben,2010,40155
ben,2011,39248
ben,2012,40864
ben,2013,43083
ben,2014,49008
ben,2015,40936.66016
ben,2016,54013
ben,2017,52732.66016
ben,2018,60073.13672
bfa,1960,2000
bfa,1961,2500
bfa,1962,2500
bfa,1963,3000
bfa,1964,3500
bfa,1965,3500
bfa,1966,4000
bfa,1967,4500
bfa,1968,4500
bfa,1969,4500
bfa,1970,5000
bfa,1971,5000
bfa,1972,4000
bfa,1973,5000
bfa,1974,5000
bfa,1975,5000
bfa,1976,6000
bfa,1977,6000
bfa,1978,7000
bfa,1979,7000
bfa,1980,6500
bfa,1981,7500
bfa,1982,7000
bfa,1983,7214
bfa,1984,7374
bfa,1985,7433
bfa,1986,7630
bfa,1987,7826
bfa,1988,7907
bfa,1989,8006
bfa,1990,7006
bfa,1991,7005
bfa,1992,7505
bfa,1993,7000
bfa,1994,8000
bfa,1995,8000
bfa,1996,8030
bfa,1997,8045
bfa,1998,8375
bfa,1999,7625
bfa,2000,8505
bfa,2001,8505
bfa,2002,8505
bfa,2003,9005
bfa,2004,9005
bfa,2005,9065
bfa,2006,9750
bfa,2007,10548
bfa,2008,11568
bfa,2009,12075
bfa,2010,14800
bfa,2011,16360
bfa,2012,20602
bfa,2013,20820
bfa,2014,21001
bfa,2015,21030
bfa,2016,22210
bfa,2017,25720
bfa,2018,27847
bgd,1960,400570
bgd,1961,450640
bgd,1962,500720
bgd,1963,500810
bgd,1964,550910
bgd,1965,601030
bgd,1966,601150
bgd,1967,601300
bgd,1968,651460
bgd,1969,651650
bgd,1970,690100
bgd,1971,740100
bgd,1972,818100
bgd,1973,820200
bgd,1974,822082
bgd,1975,640070
bgd,1976,641605
bgd,1977,643769
bgd,1978,646895
bgd,1979,647128
bgd,1980,646970
bgd,1981,651256
bgd,1982,689498
bgd,1983,726587
bgd,1984,750196
bgd,1985,766081
bgd,1986,793191
bgd,1987,805285
bgd,1988,830593
bgd,1989,839944
bgd,1990,846144
bgd,1991,900720
bgd,1992,936195
bgd,1993,1002567
bgd,1994,1034980
bgd,1995,1109462
bgd,1996,1193874
bgd,1997,1315290
bgd,1998,1413953
bgd,1999,1552417
bgd,2000,1661384
bgd,2001,1781057
bgd,2002,1890459
bgd,2003,1998197
bgd,2004,2102026
bgd,2005,2215957
bgd,2006,2328545
bgd,2007,2440011
bgd,2008,2563296
bgd,2009,2885864
bgd,2010,3035101
bgd,2011,3124677
bgd,2012,3261781
bgd,2013,3410254
bgd,2014,3548545
bgd,2015,3684645
bgd,2016,3878924
bgd,2017,4134436
bgd,2018,4276641
bgr,1960,8700
bgr,1961,8100
bgr,1962,9600
bgr,1963,7500
bgr,1964,13700
bgr,1965,21183
bgr,1966,27375
bgr,1967,44881
bgr,1968,61484
bgr,1969,84473
bgr,1970,94201
bgr,1971,100704
bgr,1972,111017
bgr,1973,102010
bgr,1974,118559
bgr,1975,158121
bgr,1976,167144
bgr,1977,137997
bgr,1978,99028
bgr,1979,86107
bgr,1980,125187
bgr,1981,106673
bgr,1982,115618
bgr,1983,121126
bgr,1984,115567
bgr,1985,100223
bgr,1986,109452
bgr,1987,111652
bgr,1988,118018
bgr,1989,102966
bgr,1990,57103
bgr,1991,57854
bgr,1992,32148
bgr,1993,21555
bgr,1994,12685
bgr,1995,12627
bgr,1996,13581
bgr,1997,16674
bgr,1998,23198
bgr,1999,18336
bgr,2000,12317
bgr,2001,11612
bgr,2002,17316
bgr,2003,16500
bgr,2004,10741
bgr,2005,8579
bgr,2006,10801
bgr,2007,12935
bgr,2008,14021
bgr,2009,15700.53809
bgr,2010,18689.61719
bgr,2011,15150.1748
bgr,2012,15556.05957
bgr,2013,21821.65039
bgr,2014,19859.79492
bgr,2015,22365.54883
bgr,2016,24376.1582
bgr,2017,24311.1543
bgr,2018,24940.82422
bhr,1960,1500
bhr,1961,1500
bhr,1962,1500
bhr,1963,1800
bhr,1964,1800
bhr,1965,2000
bhr,1966,2500
bhr,1967,2800
bhr,1968,3000
bhr,1969,3300
bhr,1970,3500
bhr,1971,3600
bhr,1972,3700
bhr,1973,3800
bhr,1974,3900
bhr,1975,4000
bhr,1976,4084
bhr,1977,4837
bhr,1978,4000
bhr,1979,3801
bhr,1980,5115
bhr,1981,5747
bhr,1982,5594
bhr,1983,4812
bhr,1984,5599
bhr,1985,7763
bhr,1986,8057
bhr,1987,7842
bhr,1988,6736
bhr,1989,9207
bhr,1990,8105
bhr,1991,7553
bhr,1992,7983
bhr,1993,8958
bhr,1994,7628
bhr,1995,9393
bhr,1996,12943
bhr,1997,10050
bhr,1998,9850
bhr,1999,10623
bhr,2000,11730
bhr,2001,11230
bhr,2002,11207
bhr,2003,13642
bhr,2004,14497
bhr,2005,11858
bhr,2006,15595
bhr,2007,15014
bhr,2008,14178
bhr,2009,16358
bhr,2010,13493.18652
bhr,2011,9918.42383
bhr,2012,27092.72461
bhr,2013,14976
bhr,2014,15859.70996
bhr,2015,15000
bhr,2016,15014.21191
bhr,2017,15000
bhr,2018,15000
bhs,1960,1600
bhs,1961,1500
bhs,1962,1600
bhs,1963,1700
bhs,1964,1900
bhs,1965,2950
bhs,1966,3800
bhs,1967,2950
bhs,1968,2750
bhs,1969,2350
bhs,1970,3379
bhs,1971,3552
bhs,1972,3372
bhs,1973,4400
bhs,1974,4663
bhs,1975,4693
bhs,1976,4750
bhs,1977,5327
bhs,1978,5114
bhs,1979,5765
bhs,1980,7119
bhs,1981,7631.78906
bhs,1982,7737.03906
bhs,1983,8548.1543
bhs,1984,8440.06641
bhs,1985,11206.81836
bhs,1986,8695.89941
bhs,1987,10557.03027
bhs,1988,10515.66895
bhs,1989,9857.61133
bhs,1990,9758.18066
bhs,1991,11895.54395
bhs,1992,12215.53223
bhs,1993,13703.94434
bhs,1994,14931.01562
bhs,1995,13269.4834
bhs,1996,14100.14355
bhs,1997,14720.5918
bhs,1998,14578.68457
bhs,1999,13668
bhs,2000,15529
bhs,2001,13684
bhs,2002,15700
bhs,2003,16776
bhs,2004,15194
bhs,2005,15640
bhs,2006,16294
bhs,2007,10942
bhs,2008,14833
bhs,2009,13826.83008
bhs,2010,16343.44043
bhs,2011,15314
bhs,2012,16757.82812
bhs,2013,12766
bhs,2014,11887.57031
bhs,2015,11316.62012
bhs,2016,11634
bhs,2017,11485.94043
bhs,2018,11005.53418
bih,1992,201
bih,1993,201
bih,1994,201
bih,1995,201
bih,1996,252
bih,1997,253
bih,1998,254
bih,1999,255
bih,2000,255
bih,2001,255
bih,2002,4940
bih,2003,6890
bih,2004,6699
bih,2005,7375
bih,2006,7926
bih,2007,7747
bih,2008,7894
bih,2009,7925
bih,2010,7925
bih,2011,5275.2002
bih,2012,3943.30005
bih,2013,3228.5
bih,2014,3702
bih,2015,4755.6001
bih,2016,4868.6001
bih,2017,4065.3999
bih,2018,3943.80005
blr,1988,19000
blr,1989,21457
blr,1990,19626
blr,1991,15543
blr,1992,9922
blr,1993,10011
blr,1994,7721
blr,1995,6178
blr,1996,6859
blr,1997,4821
blr,1998,5184
blr,1999,5804
blr,2000,7269
blr,2001,5610
blr,2002,7543
blr,2003,6196
blr,2004,4733
blr,2005,6242
blr,2006,9051
blr,2007,14780
blr,2008,15445
blr,2009,16485
blr,2010,17162
blr,2011,17415
blr,2012,16464
blr,2013,14245
blr,2014,11424
blr,2015,9999.90039
blr,2016,11885
blr,2017,11129.5
blr,2018,12382.90039
blz,1960,900
blz,1961,600
blz,1962,800
blz,1963,900
blz,1964,900
blz,1965,800
blz,1966,900
blz,1967,1300
blz,1968,1300
blz,1969,1600
blz,1970,1500
blz,1971,1800
blz,1972,1900
blz,1973,1600
blz,1974,1618
blz,1975,1603
blz,1976,1613
blz,1977,3082
blz,1978,2808
blz,1979,2554
blz,1980,2066
blz,1981,2252
blz,1982,2288
blz,1983,2641
blz,1984,2672
blz,1985,2427
blz,1986,1861
blz,1987,2059
blz,1988,2151
blz,1989,2312
blz,1990,2132
blz,1991,2679
blz,1992,2715
blz,1993,4573
blz,1994,8326
blz,1995,10669
blz,1996,13172
blz,1997,26185
blz,1998,28242
blz,1999,54990
blz,2000,33952
blz,2001,35206
blz,2002,88760
blz,2003,53518
blz,2004,81472
blz,2005,111585
blz,2006,193397
blz,2007,308817
blz,2008,368802
blz,2009,309942
blz,2010,407338.6875
blz,2011,282517
blz,2012,177825.59375
blz,2013,41823
blz,2014,83402.75781
blz,2015,101727
blz,2016,92579
blz,2017,121862
blz,2018,216670
bmu,1960,500
bmu,1961,500
bmu,1962,400
bmu,1963,400
bmu,1964,450
bmu,1965,450
bmu,1966,500
bmu,1967,500
bmu,1968,550
bmu,1969,550
bmu,1970,900
bmu,1971,2380
bmu,1972,2820
bmu,1973,3220
bmu,1974,3599
bmu,1975,4572
bmu,1976,7208
bmu,1977,7635
bmu,1978,8723
bmu,1979,6347
bmu,1980,4105
bmu,1981,2024
bmu,1982,2348
bmu,1983,927
bmu,1984,538
bmu,1985,670
bmu,1986,820
bmu,1987,821
bmu,1988,773
bmu,1989,774
bmu,1990,463
bmu,1991,428
bmu,1992,432
bmu,1993,404
bmu,1994,394
bmu,1995,449
bmu,1996,465
bmu,1997,461
bmu,1998,466
bmu,1999,453
bmu,2000,290
bmu,2001,309
bmu,2002,397
bmu,2003,363
bmu,2004,386
bmu,2005,401
bmu,2006,381
bmu,2007,425
bmu,2008,401
bmu,2009,416
bmu,2010,375
bmu,2011,478
bmu,2012,516
bmu,2013,461
bmu,2014,417
bmu,2015,407
bmu,2016,410
bmu,2017,384
bmu,2018,354
bol,1960,700
bol,1961,500
bol,1962,1300
bol,1963,1400
bol,1964,1900
bol,1965,1800
bol,1966,1700
bol,1967,1500
bol,1968,1300
bol,1969,1200
bol,1970,1100
bol,1971,1300
bol,1972,1500
bol,1973,1500
bol,1974,1050
bol,1975,1050
bol,1976,1250
bol,1977,1550
bol,1978,1550
bol,1979,3650
bol,1980,4379
bol,1981,5617
bol,1982,4105
bol,1983,4105
bol,1984,4105
bol,1985,4170
bol,1986,3871
bol,1987,54271
bol,1988,34427
bol,1989,6024
bol,1990,7724
bol,1991,5367
bol,1992,7895
bol,1993,6167
bol,1994,5970
bol,1995,6308
bol,1996,6368
bol,1997,22386
bol,1998,8197
bol,1999,23950
bol,2000,6511
bol,2001,34430
bol,2002,37736
bol,2003,50502
bol,2004,43185
bol,2005,58120
bol,2006,50978
bol,2007,55470
bol,2008,61969
bol,2009,36228
bol,2010,31994
bol,2011,56255
bol,2012,66967
bol,2013,69747
bol,2014,93360
bol,2015,77593.5
bol,2016,53742
bol,2017,64440
bol,2018,40234
bra,1960,251813
bra,1961,276183
bra,1962,380156
bra,1963,335994
bra,1964,369280
bra,1965,389141
bra,1966,393610
bra,1967,420359
bra,1968,495735
bra,1969,492920
bra,1970,573843
bra,1971,614444
bra,1972,620941
bra,1973,760744
bra,1974,715985
bra,1975,753886
bra,1976,661029
bra,1977,732746
bra,1978,755369
bra,1979,784339
bra,1980,809538
bra,1981,812314
bra,1982,832738
bra,1983,882168
bra,1984,961169
bra,1985,968155
bra,1986,957550
bra,1987,947992
bra,1988,830102
bra,1989,798638
bra,1990,640295
bra,1991,671565
bra,1992,670761
bra,1993,683737
bra,1994,745220
bra,1995,653503
bra,1996,694326
bra,1997,739732
bra,1998,712936
bra,1999,751180
bra,2000,850647
bra,2001,937272
bra,2002,1009441
bra,2003,998622
bra,2004,1023273
bra,2005,1008683
bra,2006,1051789
bra,2007,1084278
bra,2008,1130496
bra,2009,1199680
bra,2010,1198322
bra,2011,1205862
bra,2012,1306117
bra,2013,1270112
bra,2014,1342780
bra,2015,1298323
bra,2016,1309696
bra,2017,1325600
bra,2018,1320022
brb,1960,5213
brb,1961,4613
brb,1962,4713
brb,1963,2813
brb,1964,2113
brb,1965,2613
brb,1966,4813
brb,1967,4613
brb,1968,3213
brb,1969,3013
brb,1970,2313
brb,1971,2313
brb,1972,2313
brb,1973,2613
brb,1974,2668
brb,1975,4223
brb,1976,4952
brb,1977,3188
brb,1978,3597
brb,1979,4267
brb,1980,3747
brb,1981,3423
brb,1982,3492
brb,1983,6534
brb,1984,5784
brb,1985,3832
brb,1986,4112
brb,1987,3610
brb,1988,8939
brb,1989,2585
brb,1990,3029
brb,1991,2292
brb,1992,3585
brb,1993,3225
brb,1994,2829
