geo,time,en_atm_noxe_ag_zs
bgd,1997,92.90744
bgd,1998,92.62418
bgd,1999,92.77961
bgd,2000,92.603
bgd,2001,92.48396
bgd,2002,92.45536
bgd,2003,92.06566
bgd,2004,91.88577
bgd,2005,91.98423
bgd,2006,92.16262
bgd,2007,92.06681
bgd,2008,92.54706
bgr,1970,46.1338
bgr,1971,44.20712
bgr,1972,45.98857
bgr,1973,46.05097
bgr,1974,45.28769
bgr,1975,44.27317
bgr,1976,46.59238
bgr,1977,44.30016
bgr,1978,45.91542
bgr,1979,48.82448
bgr,1980,48.76985
bgr,1981,50.98787
bgr,1982,51.47755
bgr,1983,50.56817
bgr,1984,51.28002
bgr,1985,49.75674
bgr,1986,50.437
bgr,1987,50.83168
bgr,1988,41.70048
bgr,1989,60.0115
bgr,1990,71.39452
bgr,1991,76.05042
bgr,1992,71.50943
bgr,1993,69.58425
bgr,1994,69.04762
bgr,1995,57.30594
bgr,1996,57.36607
bgr,1997,63.24582
bgr,1998,68.05556
bgr,1999,69.64286
bgr,2000,65.95745
bgr,2001,67.67677
bgr,2002,73.9726
bgr,2003,73.88393
bgr,2004,70.02288
bgr,2005,65.66416
bgr,2006,69.93865
bgr,2007,70.16575
bgr,2008,72.63158
bhr,1970,30.81454
bhr,1971,31.32143
bhr,1972,29.80393
bhr,1973,26.65448
bhr,1974,21.06486
bhr,1975,18.93092
bhr,1976,16.90959
bhr,1977,15.55247
bhr,1978,14.29114
bhr,1979,15.08548
bhr,1980,14.68015
bhr,1981,16.93714
bhr,1982,13.60324
bhr,1983,14.10029
bhr,1984,15.50753
bhr,1985,12.81257
bhr,1986,21.00275
bhr,1987,14.10639
bhr,1988,16.40387
bhr,1989,17.64359
bhr,1990,50
bhr,1991,50
bhr,1992,50
bhr,1993,50
bhr,1994,66.66667
bhr,1995,33.33333
bhr,1996,50
bhr,1997,50
bhr,1998,50
bhr,1999,50
bhr,2000,25
bhr,2001,25
bhr,2002,40
bhr,2003,50
bhr,2004,42.85714
bhr,2005,42.85714
bhr,2006,42.85714
bhr,2007,33.33333
bhr,2008,42.85714
bhs,1970,25.10213
bhs,1971,24.63945
bhs,1972,24.60458
bhs,1973,25.28252
bhs,1974,22.6902
bhs,1975,17.34972
bhs,1976,20.038
bhs,1977,20.37768
bhs,1978,15.14862
bhs,1979,15.22191
bhs,1980,14.61732
bhs,1981,14.29814
bhs,1982,13.29766
bhs,1983,14.06502
bhs,1984,13.88977
bhs,1985,12.43447
bhs,1986,12.85685
bhs,1987,13.17585
bhs,1988,12.05678
bhs,1989,12.2994
bhs,1990,40
bhs,1991,40
bhs,1992,40
bhs,1993,50
bhs,1994,50
bhs,1995,40
bhs,1996,40
bhs,1997,40
bhs,1998,50
bhs,1999,40
bhs,2000,40
bhs,2001,40
bhs,2002,40
bhs,2003,20
bhs,2004,42.85714
bhs,2005,33.33333
bhs,2006,33.33333
bhs,2007,33.33333
bhs,2008,42.85714
bih,1970,78.01781
bih,1971,78.15266
bih,1972,78.9953
bih,1973,78.24949
bih,1974,77.84958
bih,1975,79.67387
bih,1976,80.30329
bih,1977,79.08599
bih,1978,78.56979
bih,1979,78.7053
bih,1980,77.25101
bih,1981,80.48183
bih,1982,79.37505
bih,1983,78.02532
bih,1984,78.94292
bih,1985,77.16868
bih,1986,76.13786
bih,1987,75.94809
bih,1988,74.2552
bih,1989,74.40656
bih,1990,69.64286
bih,1991,59.16667
bih,1992,80.95238
bih,1993,86.48649
bih,1994,92.30769
bih,1995,98.18182
bih,1996,92
bih,1997,93.44262
bih,1998,92.30769
bih,1999,91.66667
bih,2000,91.76471
bih,2001,84.52381
bih,2002,85.36585
bih,2003,87.01299
bih,2004,89.58333
bih,2005,90
bih,2006,91.01124
bih,2007,93.18182
bih,2008,93.82716
blr,1970,60.4512
blr,1971,60.7415
blr,1972,60.45406
blr,1973,59.47892
blr,1974,58.81345
blr,1975,58.87604
blr,1976,58.22344
blr,1977,58.62643
blr,1978,59.22452
blr,1979,59.19719
blr,1980,61.00163
blr,1981,62.5953
blr,1982,65.01279
blr,1983,65.523
blr,1984,66.36757
blr,1985,67.58946
blr,1986,68.94546
blr,1987,69.73398
blr,1988,69.65069
blr,1989,69.56376
blr,1990,93.09361
blr,1991,92.72727
blr,1992,91.50727
blr,1993,91.79811
blr,1994,92.35245
blr,1995,92.6706
blr,1996,92.43697
blr,1997,92.37217
blr,1998,92.1519
blr,1999,92.19678
blr,2000,92.01031
blr,2001,87.27569
blr,2002,92.67203
blr,2003,93.00087
blr,2004,93.04721
blr,2005,93.16667
blr,2006,93.41894
blr,2007,93.26299
blr,2008,93.60374
blz,1970,89.89604
blz,1971,89.20029
blz,1972,89.22697
blz,1973,88.84424
blz,1974,88.38495
blz,1975,88.47068
blz,1976,88.09387
blz,1977,87.13099
blz,1978,86.70708
blz,1979,87.38492
blz,1980,86.30956
blz,1981,85.92602
blz,1982,86.4903
blz,1983,85.31203
blz,1984,85.01124
blz,1985,85.50065
blz,1986,85.0976
blz,1987,86.10674
blz,1988,87.60081
blz,1989,86.39682
blz,1990,90.90909
blz,1991,90.90909
blz,1992,83.33333
blz,1993,90.90909
blz,1994,90.90909
blz,1995,90
blz,1996,80
blz,1997,80
blz,1998,81.81818
blz,1999,90.90909
blz,2000,81.81818
blz,2001,81.81818
blz,2002,88.88889
blz,2003,91.66667
blz,2004,83.33333
blz,2005,78.57143
blz,2006,76.92308
blz,2007,78.57143
blz,2008,84.61538
bmu,1970,26.62756
bmu,1971,27.79281
bmu,1972,25.44866
bmu,1973,24.31644
bmu,1974,19.25382
bmu,1975,17.39324
bmu,1976,17.04012
bmu,1977,16.54709
bmu,1978,16.88048
bmu,1979,17.602
bmu,1980,15.08869
bmu,1981,15.27075
bmu,1982,12.56649
bmu,1983,11.17973
bmu,1984,10.85931
bmu,1985,7.09677
bmu,1986,7.38784
bmu,1987,7.6723
bmu,1988,4.93209
bmu,1989,5.06213
bol,1970,48.06674
bol,1971,47.24657
bol,1972,48.37424
bol,1973,48.20348
bol,1974,49.47563
bol,1975,49.96727
bol,1976,50.32005
bol,1977,50.6561
bol,1978,51.43069
bol,1979,51.80116
bol,1980,51.3688
bol,1981,50.9109
bol,1982,50.66972
bol,1983,51.63938
bol,1984,50.86988
bol,1985,51.84996
bol,1986,51.07503
bol,1987,51.25597
bol,1988,51.76753
bol,1989,51.91597
bol,1990,96.40719
bol,1991,96.3035
bol,1992,96.19048
bol,1993,96.09665
bol,1994,96.02888
bol,1995,96.11993
bol,1996,95.97806
bol,1997,96.11993
bol,1998,96.1794
bol,1999,96.37795
bol,2000,96.03306
bol,2001,95.85406
bol,2002,96.37681
bol,2003,96.06061
bol,2004,96.51007
bol,2005,96.75
bol,2006,96.34941
bol,2007,96.20915
bol,2008,95.95828
bra,1970,56.11662
bra,1971,60.67945
bra,1972,59.40402
bra,1973,62.09871
bra,1974,61.21403
bra,1975,60.313
bra,1976,59.75609
bra,1977,64.1438
bra,1978,61.16914
bra,1979,61.05062
bra,1980,61.74878
bra,1981,62.97943
bra,1982,62.61665
bra,1983,61.88517
bra,1984,66.00667
bra,1985,65.94669
bra,1986,65.09778
bra,1987,63.54345
bra,1988,66.02603
bra,1989,66.64556
bra,1990,91.85665
bra,1991,90.44757
bra,1992,90.88496
bra,1993,90.15557
bra,1994,90.29412
bra,1995,90.72345
bra,1996,90.44053
bra,1997,90.90753
bra,1998,89.68523
bra,1999,89.6635
bra,2000,89.31758
bra,2001,90.60748
bra,2002,90.14936
bra,2003,90.5752
bra,2004,89.54519
bra,2005,89.6256
bra,2006,88.83853
bra,2007,93.01294
bra,2008,92.55548
brb,1970,64.49751
brb,1971,60.80787
brb,1972,63.1544
brb,1973,65.15235
brb,1974,64.44131
brb,1975,57.92637
brb,1976,65.41472
brb,1977,63.75322
brb,1978,64.11361
brb,1979,65.66998
brb,1980,64.63449
brb,1981,64.57208
brb,1982,62.38831
brb,1983,58.51076
brb,1984,56.60072
brb,1985,52.22985
brb,1986,53.02191
brb,1987,56.90729
brb,1988,60.12598
brb,1989,63.10322
brb,1990,66.66667
brb,1991,66.66667
brb,1992,66.66667
brb,1993,66.66667
brb,1994,66.66667
brb,1995,83.33333
brb,1996,83.33333
brb,1997,83.33333
brb,1998,66.66667
brb,1999,66.66667
brb,2000,66.66667
brb,2001,66.66667
brb,2002,60
brb,2003,60
brb,2004,66.66667
brb,2005,60
brb,2006,60
brb,2007,60
brb,2008,80
brn,1970,16.24018
brn,1971,24.43451
brn,1972,19.40921
brn,1973,13.65888
brn,1974,24.26989
brn,1975,24.5543
brn,1976,25.03307
brn,1977,16.57004
brn,1978,13.75213
brn,1979,16.07824
brn,1980,13.56796
brn,1981,15.76537
brn,1982,15.88997
brn,1983,8.51124
brn,1984,14.66967
brn,1985,17.53175
brn,1986,14.26149
brn,1987,10.87252
brn,1988,13.72728
brn,1989,19.72427
brn,1990,87.5
brn,1991,77.77778
brn,1992,77.77778
brn,1993,75
brn,1994,75
brn,1995,66.66667
brn,1996,66.66667
brn,1997,77.77778
brn,1998,70
brn,1999,72.72727
brn,2000,81.81818
brn,2001,75
brn,2002,81.81818
brn,2003,75
brn,2004,83.33333
brn,2005,75
brn,2006,69.23077
brn,2007,76.92308
brn,2008,76.92308
btn,1970,51.19141
btn,1971,51.19799
btn,1972,51.56223
btn,1973,51.45208
btn,1974,51.50058
btn,1975,52.37175
btn,1976,52.97221
btn,1977,52.98755
btn,1978,52.46188
btn,1979,52.21877
btn,1980,52.26332
btn,1981,52.921
btn,1982,53.48473
btn,1983,54.20463
btn,1984,54.96378
btn,1985,55.20713
btn,1986,55.3173
btn,1987,56.4948
btn,1988,55.20163
btn,1989,55.37506
btn,1990,68.75
btn,1991,68.75
btn,1992,62.5
btn,1993,62.5
btn,1994,68.75
btn,1995,70.58824
btn,1996,64.70588
btn,1997,64.70588
btn,1998,64.70588
btn,1999,66.66667
btn,2000,64.70588
btn,2001,62.5
btn,2002,58.82353
btn,2003,58.82353
btn,2004,58.82353
btn,2005,66.66667
btn,2006,61.11111
btn,2007,61.11111
btn,2008,58.82353
bwa,1970,88.83488
bwa,1971,90.82702
bwa,1972,90.91963
bwa,1973,90.69965
bwa,1974,91.67783
bwa,1975,91.07466
bwa,1976,91.86007
bwa,1977,91.40533
bwa,1978,90.96912
bwa,1979,89.90668
bwa,1980,90.69396
bwa,1981,91.34717
bwa,1982,90.83727
bwa,1983,90.70012
bwa,1984,91.7362
bwa,1985,91.20838
bwa,1986,91.22852
bwa,1987,89.85058
bwa,1988,91.47851
bwa,1989,91.04847
bwa,1990,94.57203
bwa,1991,93.93939
bwa,1992,93.55556
bwa,1993,93.16629
bwa,1994,92.98246
bwa,1995,93.03279
bwa,1996,93.53147
bwa,1997,92.66055
bwa,1998,91.33065
bwa,1999,90.55441
bwa,2000,89.5966
bwa,2001,91.70984
bwa,2002,91.97324
bwa,2003,78.96996
bwa,2004,81.53846
bwa,2005,84.44444
bwa,2006,87.88599
bwa,2007,83.125
bwa,2008,92.73671
caf,1970,76.10914
caf,1971,75.81612
caf,1972,75.66233
caf,1973,76.28487
caf,1974,73.64624
caf,1975,74.66994
caf,1976,75.19125
caf,1977,76.54559
caf,1978,74.98188
caf,1979,75.87059
caf,1980,77.34352
caf,1981,75.89171
caf,1982,76.92272
caf,1983,76.33223
caf,1984,76.11999
caf,1985,75.1003
caf,1986,75.3447
caf,1987,75.80671
caf,1988,75.0756
caf,1989,76.07204
caf,1990,42.43386
caf,1991,42.04545
caf,1992,41.30765
caf,1993,40.64677
caf,1994,35.89856
caf,1995,35.45337
caf,1996,37.67763
caf,1997,37.34026
caf,1998,39.25729
caf,1999,35.79278
caf,2000,38.91734
caf,2001,34.27435
caf,2002,31.23161
caf,2003,38.35616
caf,2004,35.17994
caf,2005,36.72249
caf,2006,36.59019
caf,2007,36.65884
caf,2008,38.02123
can,1970,32.58465
can,1971,32.74795
can,1972,37.15608
can,1973,36.99529
can,1974,34.73654
can,1975,36.38571
can,1976,32.37741
can,1977,33.68598
can,1978,35.18808
can,1979,27.15627
can,1980,25.92927
can,1981,26.83559
can,1982,37.08113
can,1983,35.90025
can,1984,36.75572
can,1985,36.32336
can,1986,38.84248
can,1987,39.66367
can,1988,36.67841
can,1989,27.02494
can,1990,56.60109
can,1991,58.26357
can,1992,58.58323
can,1993,60.37512
can,1994,57.4679
can,1995,58.62894
can,1996,58.52203
can,1997,59.35622
can,1998,65.76535
can,1999,69.61529
can,2000,69.57962
can,2001,68.77409
can,2002,68.4512
can,2003,68.93847
can,2004,66.51754
can,2005,68.69364
can,2006,69.93786
can,2007,72.47231
can,2008,71.01347
che,1970,55.37606
che,1971,55.09059
che,1972,54.69631
che,1973,53.91978
che,1974,54.34619
che,1975,55.54159
che,1976,56.96459
che,1977,56.11018
che,1978,56.81998
che,1979,57.56587
che,1980,57.48178
che,1981,55.98617
che,1982,57.95319
che,1983,57.50644
che,1984,58.55086
che,1985,57.86677
che,1986,57.09226
che,1987,57.3974
che,1988,58.03768
che,1989,57.51556
che,1990,77.69517
che,1991,76.86567
che,1992,76.60377
che,1993,77.01149
che,1994,77.01149
che,1995,76.53846
che,1996,76.06178
che,1997,76.09562
che,1998,75.6
che,1999,75.10373
che,2000,74.78992
che,2001,75.93361
che,2002,75.10917
che,2003,75.22124
che,2004,77.13004
che,2005,77.97357
che,2006,78.07018
che,2007,78.125
che,2008,77.48918
chl,1970,78.29264
chl,1971,79.13933
chl,1972,79.51651
chl,1973,80.60875
chl,1974,80.51477
chl,1975,81.47759
chl,1976,79.62885
chl,1977,81.64475
chl,1978,80.49293
chl,1979,80.20671
chl,1980,79.5948
chl,1981,80.52135
chl,1982,80.87097
chl,1983,80.54036
chl,1984,81.35449
chl,1985,80.60408
chl,1986,80.7388
chl,1987,80.05742
chl,1988,80.37843
chl,1989,79.28109
chl,1990,81.93277
chl,1991,81.34172
chl,1992,81.28773
chl,1993,81.53846
chl,1994,82.80961
chl,1995,81.78634
chl,1996,80.73702
chl,1997,79.61165
chl,1998,78.11502
