geo,time,sp_pop_totl_fe_in
are,1999,971239
are,2000,1016932
are,2001,1063983
are,2002,1113817
are,2003,1173726
are,2004,1253344
are,2005,1358723
are,2006,1492804
are,2007,1651188
are,2008,1823380
are,2009,1994691
are,2010,2154032
are,2011,2298030
are,2012,2428283
are,2013,2544751
are,2014,2648905
are,2015,2742042
are,2016,2823141
are,2017,2891724
are,2018,2950609
are,2019,3003720
are,2020,3054051
arg,1960,10150763
arg,1961,10327991
arg,1962,10506338
arg,1963,10685346
arg,1964,10864242
arg,1965,11042732
arg,1966,11220248
arg,1967,11397726
arg,1968,11578202
arg,1969,11765723
arg,1970,11963004
arg,1971,12171705
arg,1972,12390591
arg,1973,12615982
arg,1974,12842564
arg,1975,13066623
arg,1976,13286643
arg,1977,13504149
arg,1978,13722164
arg,1979,13945156
arg,1980,14176264
arg,1981,14415896
arg,1982,14662612
arg,1983,14915338
arg,1984,15172424
arg,1985,15432267
arg,1986,15694882
arg,1987,15959635
arg,1988,16223439
arg,1989,16482397
arg,1990,16733715
arg,1991,16975913
arg,1992,17209618
arg,1993,17436832
arg,1994,17660730
arg,1995,17883600
arg,1996,18106091
arg,1997,18327460
arg,1998,18546976
arg,1999,18763440
arg,2000,18976071
arg,2001,19185008
arg,2002,19390957
arg,2003,19594321
arg,2004,19795649
arg,2005,19995559
arg,2006,20193900
arg,2007,20391134
arg,2008,20589210
arg,2009,20790604
arg,2010,20941910
arg,2011,21178884
arg,2012,21415097
arg,2013,21650186
arg,2014,21883730
arg,2015,22115261
arg,2016,22344847
arg,2017,22572521
arg,2018,22797803
arg,2019,23020216
arg,2020,23239321
arm,1960,971118
arm,1961,1004450
arm,1962,1038031
arm,1963,1071568
arm,1964,1104760
arm,1965,1137405
arm,1966,1169239
arm,1967,1200284
arm,1968,1230900
arm,1969,1261657
arm,1970,1292909
arm,1971,1324777
arm,1972,1357023
arm,1973,1389271
arm,1974,1420980
arm,1975,1451734
arm,1976,1481473
arm,1977,1510251
arm,1978,1538035
arm,1979,1564794
arm,1980,1590551
arm,1981,1614582
arm,1982,1636823
arm,1983,1658628
arm,1984,1681883
arm,1985,1707572
arm,1986,1737055
arm,1987,1768937
arm,1988,1798156
arm,1989,1817822
arm,1990,1823352
arm,1991,1812579
arm,1992,1787888
arm,1993,1754812
arm,1994,1721342
arm,1995,1693335
arm,1996,1672643
arm,1997,1657791
arm,1998,1647242
arm,1999,1638218
arm,2000,1628677
arm,2001,1618693
arm,2002,1609123
arm,2003,1599617
arm,2004,1589758
arm,2005,1579392
arm,2006,1568085
arm,2007,1556118
arm,2008,1544816
arm,2009,1536021
arm,2010,1530963
arm,2011,1530148
arm,2012,1532984
arm,2013,1538334
arm,2014,1544503
arm,2015,1550226
arm,2016,1555133
arm,2017,1559427
arm,2018,1563141
arm,2019,1566459
arm,2020,1569487
atg,1960,28837
atg,1961,29258
atg,1962,29664
atg,1963,30065
atg,1964,30501
atg,1965,30990
atg,1966,31561
atg,1967,32183
atg,1968,32783
atg,1969,33253
atg,1970,33539
atg,1971,33593
atg,1972,33457
atg,1973,33193
atg,1974,32896
atg,1975,32662
atg,1976,32477
atg,1977,32354
atg,1978,32269
atg,1979,32202
atg,1980,32133
atg,1981,32070
atg,1982,32042
atg,1983,32022
atg,1984,31997
atg,1985,31965
atg,1986,31905
atg,1987,31835
atg,1988,31823
atg,1989,31928
atg,1990,32219
atg,1991,32696
atg,1992,33341
atg,1993,34128
atg,1994,34994
atg,1995,35885
atg,1996,36810
atg,1997,37754
atg,1998,38681
atg,1999,39545
atg,2000,40297
atg,2001,40924
atg,2002,41444
atg,2003,41886
atg,2004,42338
atg,2005,42832
atg,2006,43401
atg,2007,44012
atg,2008,44663
atg,2009,45299
atg,2010,45912
atg,2011,46487
atg,2012,47034
atg,2013,47559
atg,2014,48060
atg,2015,48543
atg,2016,49002
atg,2017,49439
atg,2018,49863
atg,2019,50264
atg,2020,50659
aus,1960,5088220
aus,1961,5193702
aus,1962,5325562
aus,1963,5432295
aus,1964,5543347
aus,1965,5656031
aus,1966,5789114
aus,1967,5864628
aus,1968,5970763
aus,1969,6098921
aus,1970,6222526
aus,1971,6439091
aus,1972,6561476
aus,1973,6666006
aus,1974,6841178
aus,1975,6931120
aus,1976,7007282
aus,1977,7093888
aus,1978,7184083
aus,1979,7268174
aus,1980,7361338
aus,1981,7480761
aus,1982,7606253
aus,1983,7700516
aus,1984,7786760
aus,1985,7893404
aus,1986,8024250
aus,1987,8148361
aus,1988,8284695
aus,1989,8428823
aus,1990,8557922
aus,1991,8672105
aus,1992,8783194
aus,1993,8874467
aus,1994,8972117
aus,1995,9081705
aus,1996,9199166
aus,1997,9297311
aus,1998,9387978
aus,1999,9489571
aus,2000,9598862
aus,2001,9727041
aus,2002,9846313
aus,2003,9969174
aus,2004,10085124
aus,2005,10216808
aus,2006,10363782
aus,2007,10422152
aus,2008,10626574
aus,2009,10843809
aus,2010,11013858
aus,2011,11172755
aus,2012,11378171
aus,2013,11586371
aus,2014,11770519
aus,2015,11948693
aus,2016,12141288
aus,2017,12349632
aus,2018,12541215
aus,2019,12733486
aus,2020,12898338
aut,1960,3764742
aut,1961,3783271
aut,1962,3804090
aut,1963,3825938
aut,1964,3848701
aut,1965,3870859
aut,1966,3895084
aut,1967,3921206
aut,1968,3938481
aut,1969,3948984
aut,1970,3959731
aut,1971,3974418
aut,1972,3994602
aut,1973,4013905
aut,1974,4017988
aut,1975,4004755
aut,1976,3995265
aut,1977,3994504
aut,1978,3988996
aut,1979,3979807
aut,1980,3977201
aut,1981,3984469
aut,1982,3984156
aut,1983,3974323
aut,1984,3970488
aut,1985,3968621
aut,1986,3967331
aut,1987,3965915
aut,1988,3967288
aut,1989,3980371
aut,1990,4005232
aut,1991,4039020
aut,1992,4076674
aut,1993,4103160
aut,1994,4112000
aut,1995,4111974
aut,1996,4111896
aut,1997,4111546
aut,1998,4111725
aut,1999,4116125
aut,2000,4123171
aut,2001,4136937
aut,2002,4156033
aut,2003,4175478
aut,2004,4200660
aut,2005,4228324
aut,2006,4247864
aut,2007,4259861
aut,2008,4271066
aut,2009,4279831
aut,2010,4287444
aut,2011,4299034
aut,2012,4315556
aut,2013,4337527
aut,2014,4367372
aut,2015,4411651
aut,2016,4453787
aut,2017,4478340
aut,2018,4493586
aut,2019,4507562
aut,2020,4521310
aze,1960,2032180
aze,1961,2098315
aze,1962,2167452
aze,1963,2237824
aze,1964,2307100
aze,1965,2373546
aze,1966,2436507
aze,1967,2496190
aze,1968,2552922
aze,1969,2607374
aze,1970,2660117
aze,1971,2711174
aze,1972,2760492
aze,1973,2808390
aze,1974,2855315
aze,1975,2901647
aze,1976,2947600
aze,1977,2993375
aze,1978,3039452
aze,1979,3086332
aze,1980,3134436
aze,1981,3183846
aze,1982,3234618
aze,1983,3287043
aze,1984,3341471
aze,1985,3398043
aze,1986,3456738
aze,1987,3517171
aze,1988,3578676
aze,1989,3640326
aze,1990,3666786
aze,1991,3717336
aze,1992,3775042
aze,1993,3833496
aze,1994,3886135
aze,1995,3931750
aze,1996,3972111
aze,1997,4010797
aze,1998,4048629
aze,1999,4082757
aze,2000,4113396
aze,2001,4140710
aze,2002,4165648
aze,2003,4190435
aze,2004,4220362
aze,2005,4257347
aze,2006,4298722
aze,2007,4342687
aze,2008,4430218
aze,2009,4518717
aze,2010,4568408
aze,2011,4624010
aze,2012,4681717
aze,2013,4738628
aze,2014,4794145
aze,2015,4847591
aze,2016,4898038
aze,2017,4942298
aze,2018,4981391
aze,2019,5020148
aze,2020,5051462
bdi,1960,1447143
bdi,1961,1474273
bdi,1962,1501588
bdi,1963,1530009
bdi,1964,1560845
bdi,1965,1594823
bdi,1966,1632850
bdi,1967,1674218
bdi,1968,1716214
bdi,1969,1755072
bdi,1970,1788310
bdi,1971,1814755
bdi,1972,1835856
bdi,1973,1855046
bdi,1974,1877209
bdi,1975,1905892
bdi,1976,1942211
bdi,1977,1985199
bdi,1978,2033756
bdi,1979,2085983
bdi,1980,2140407
bdi,1981,2196699
bdi,1982,2255181
bdi,1983,2315718
bdi,1984,2378270
bdi,1985,2442685
bdi,1986,2508646
bdi,1987,2575569
bdi,1988,2642735
bdi,1989,2709238
bdi,1990,2774306
bdi,1991,2838645
bdi,1992,2902148
bdi,1993,2962379
bdi,1994,3016182
bdi,1995,3061896
bdi,1996,3098079
bdi,1997,3127093
bdi,1998,3155804
bdi,1999,3193517
bdi,2000,3246943
bdi,2001,3318648
bdi,2002,3406889
bdi,2003,3508789
bdi,2004,3619552
bdi,2005,3735550
bdi,2006,3856333
bdi,2007,3982782
bdi,2008,4114011
bdi,2009,4249199
bdi,2010,4387755
bdi,2011,4528952
bdi,2012,4672691
bdi,2013,4819833
bdi,2014,4971727
bdi,2015,5129299
bdi,2016,5292745
bdi,2017,5461514
bdi,2018,5634849
bdi,2019,5811589
bdi,2020,5990917
bel,1960,4649965
bel,1961,4666854
bel,1962,4687136
bel,1963,4724146
bel,1964,4770961
bel,1965,4816344
bel,1966,4850759
bel,1967,4879547
bel,1968,4900485
bel,1969,4916162
bel,1970,4922923
bel,1971,4933960
bel,1972,4955462
bel,1973,4973208
bel,1974,4990837
bel,1975,5006958
bel,1976,5017268
bel,1977,5024527
bel,1978,5029994
bel,1979,5035067
bel,1980,5040981
bel,1981,5041036
bel,1982,5039669
bel,1983,5039089
bel,1984,5038622
bel,1985,5039540
bel,1986,5040539
bel,1987,5043872
bel,1988,5058896
bel,1989,5076328
bel,1990,5090672
bel,1991,5108986
bel,1992,5129278
bel,1993,5149004
bel,1994,5164627
bel,1995,5175217
bel,1996,5185158
bel,1997,5197588
bel,1998,5208451
bel,1999,5219839
bel,2000,5231510
bel,2001,5248012
bel,2002,5269639
bel,2003,5289562
bel,2004,5310399
bel,2005,5337874
bel,2006,5371633
bel,2007,5409818
bel,2008,5451570
bel,2009,5494816
bel,2010,5544815
bel,2011,5617613
bel,2012,5653189
bel,2013,5679989
bel,2014,5703536
bel,2015,5732314
bel,2016,5753945
bel,2017,5766141
bel,2018,5781326
bel,2019,5802420
bel,2020,5822396
ben,1960,1274966
ben,1961,1291361
ben,1962,1309215
ben,1963,1328602
ben,1964,1349636
ben,1965,1372419
ben,1966,1396974
ben,1967,1423292
ben,1968,1451275
ben,1969,1480814
ben,1970,1511842
ben,1971,1544342
ben,1972,1578385
ben,1973,1614136
ben,1974,1651785
ben,1975,1691502
ben,1976,1733374
ben,1977,1777415
ben,1978,1823572
ben,1979,1871767
ben,1980,1921977
ben,1981,1974303
ben,1982,2028878
ben,1983,2085674
ben,1984,2144677
ben,1985,2205925
ben,1986,2269184
ben,1987,2334649
ben,1988,2403309
ben,1989,2476474
ben,1990,2554949
ben,1991,2639316
ben,1992,2728985
ben,1993,2822260
ben,1994,2916760
ben,1995,3010794
ben,1996,3103701
ben,1997,3196075
ben,1998,3289037
ben,1999,3384292
ben,2000,3483088
ben,2001,3585778
ben,2002,3691953
ben,2003,3801242
ben,2004,3913010
ben,2005,4026821
ben,2006,4142660
ben,2007,4260764
ben,2008,4381293
ben,2009,4504448
ben,2010,4630420
ben,2011,4759222
ben,2012,4890899
ben,2013,5025698
ben,2014,5163932
ben,2015,5305830
ben,2016,5451503
ben,2017,5600895
ben,2018,5753796
ben,2019,5909895
ben,2020,6068950
bfa,1960,2371306
bfa,1961,2409904
bfa,1962,2448950
bfa,1963,2488940
bfa,1964,2530584
bfa,1965,2574392
bfa,1966,2620625
bfa,1967,2669181
bfa,1968,2719734
bfa,1969,2771768
bfa,1970,2824972
bfa,1971,2879394
bfa,1972,2935316
bfa,1973,2993068
bfa,1974,3053069
bfa,1975,3115703
bfa,1976,3180993
bfa,1977,3249130
bfa,1978,3320783
bfa,1979,3396788
bfa,1980,3477732
bfa,1981,3563972
bfa,1982,3655302
bfa,1983,3751074
bfa,1984,3850301
bfa,1985,3952260
bfa,1986,4056832
bfa,1987,4164257
bfa,1988,4274661
bfa,1989,4388274
bfa,1990,4505343
bfa,1991,4625886
bfa,1992,4750007
bfa,1993,4878020
bfa,1994,5010312
bfa,1995,5147239
bfa,1996,5289053
bfa,1997,5435867
bfa,1998,5587701
bfa,1999,5744496
bfa,2000,5906289
bfa,2001,6073090
bfa,2002,6245192
bfa,2003,6423210
bfa,2004,6607939
bfa,2005,6799932
bfa,2006,6999445
bfa,2007,7206343
bfa,2008,7420314
bfa,2009,7640862
bfa,2010,7867592
bfa,2011,8100461
bfa,2012,8339523
bfa,2013,8584578
bfa,2014,8835398
bfa,2015,9091844
bfa,2016,9353835
bfa,2017,9621388
bfa,2018,9894592
bfa,2019,10173609
bfa,2020,10458565
bgd,1960,23053900
bgd,1961,23716059
bgd,1962,24400376
bgd,1963,25115529
bgd,1964,25873846
bgd,1965,26680745
bgd,1966,27547815
bgd,1967,28463532
bgd,1968,29382857
bgd,1969,30245045
bgd,1970,31010162
bgd,1971,31656790
bgd,1972,32207354
bgd,1973,32719750
bgd,1974,33276521
bgd,1975,33937114
bgd,1976,34722447
bgd,1977,35614670
bgd,1978,36587258
bgd,1979,37597226
bgd,1980,38613307
bgd,1981,39627335
bgd,1982,40650275
bgd,1983,41692021
bgd,1984,42768792
bgd,1985,43890815
bgd,1986,45061186
bgd,1987,46270880
bgd,1988,47503649
bgd,1989,48737258
bgd,1990,49955818
bgd,1991,51151005
bgd,1992,52327001
bgd,1993,53495491
bgd,1994,54674512
bgd,1995,55876132
bgd,1996,57101958
bgd,1997,58344078
bgd,1998,59593268
bgd,1999,60836454
bgd,2000,62062864
bgd,2001,63271242
bgd,2002,64460652
bgd,2003,65621300
bgd,2004,66741555
bgd,2005,67813911
bgd,2006,68833643
bgd,2007,69804543
bgd,2008,70738452
bgd,2009,71652503
bgd,2010,72559741
bgd,2011,73463440
bgd,2012,74361840
bgd,2013,75256812
bgd,2014,76149165
bgd,2015,77039130
bgd,2016,77928241
bgd,2017,78816353
bgd,2018,79699596
bgd,2019,80572382
bgd,2020,81430275
bgr,1960,3939336
bgr,1961,3976377
bgr,1962,4010359
bgr,1963,4042018
bgr,1964,4074265
bgr,1965,4103477
bgr,1966,4129923
bgr,1967,4155722
bgr,1968,4185352
bgr,1969,4217793
bgr,1970,4245873
bgr,1971,4269897
bgr,1972,4290674
bgr,1973,4314163
bgr,1974,4344348
bgr,1975,4366781
bgr,1976,4387293
bgr,1977,4411837
bgr,1978,4418734
bgr,1979,4427017
bgr,1980,4447617
bgr,1981,4465661
bgr,1982,4482492
bgr,1983,4497677
bgr,1984,4512564
bgr,1985,4517163
bgr,1986,4520934
bgr,1987,4532855
bgr,1988,4543458
bgr,1989,4496242
bgr,1990,4421544
bgr,1991,4383745
bgr,1992,4342747
bgr,1993,4314026
bgr,1994,4304962
bgr,1995,4290995
bgr,1996,4273604
bgr,1997,4251833
bgr,1998,4227182
bgr,1999,4206651
bgr,2000,4188546
bgr,2001,4108086
bgr,2002,4021456
bgr,2003,3990835
bgr,2004,3961457
bgr,2005,3931942
bgr,2006,3901938
bgr,2007,3872722
bgr,2008,3844865
bgr,2009,3819570
bgr,2010,3794289
bgr,2011,3770298
bgr,2012,3749213
bgr,2013,3729310
bgr,2014,3709343
bgr,2015,3686934
bgr,2016,3662344
bgr,2017,3636886
bgr,2018,3611859
bgr,2019,3587537
bgr,2020,3566901
bhr,1960,75467
bhr,1961,77580
bhr,1962,79457
bhr,1963,81199
bhr,1964,82970
bhr,1965,84896
bhr,1966,87041
bhr,1967,89373
bhr,1968,91921
bhr,1969,94686
bhr,1970,97684
bhr,1971,100888
bhr,1972,104344
bhr,1973,108173
bhr,1974,112538
bhr,1975,117537
bhr,1976,123230
bhr,1977,129528
bhr,1978,136216
bhr,1979,142966
bhr,1980,149537
bhr,1981,155841
bhr,1982,161922
bhr,1983,167850
bhr,1984,173754
bhr,1985,179714
bhr,1986,185774
bhr,1987,191917
bhr,1988,198031
bhr,1989,203996
bhr,1990,209759
bhr,1991,215313
bhr,1992,220762
bhr,1993,226331
bhr,1994,232272
bhr,1995,238801
bhr,1996,246051
bhr,1997,254071
bhr,1998,262923
bhr,1999,272674
bhr,2000,283385
bhr,2001,294861
bhr,2002,307145
bhr,2003,320830
bhr,2004,336655
bhr,2005,355017
bhr,2006,376356
bhr,2007,400131
bhr,2008,424602
bhr,2009,447377
bhr,2010,466813
bhr,2011,482116
bhr,2012,493912
bhr,2013,503660
bhr,2014,513533
bhr,2015,525097
bhr,2016,538855
bhr,2017,554227
bhr,2018,570464
bhr,2019,586367
bhr,2020,601109
bhs,1960,57146
bhs,1961,59787
bhs,1962,62626
bhs,1963,65596
bhs,1964,68611
bhs,1965,71605
bhs,1966,74551
bhs,1967,77441
bhs,1968,80242
bhs,1969,82924
bhs,1970,85472
bhs,1971,87862
bhs,1972,90100
bhs,1973,92227
bhs,1974,94249
bhs,1975,96237
bhs,1976,98157
bhs,1977,100037
bhs,1978,101938
bhs,1979,103915
bhs,1980,106026
bhs,1981,108318
bhs,1982,110759
bhs,1983,113281
bhs,1984,115770
bhs,1985,118163
bhs,1986,120411
bhs,1987,122543
bhs,1988,124649
bhs,1989,126814
bhs,1990,129093
bhs,1991,131534
bhs,1992,134112
bhs,1993,136739
bhs,1994,139311
bhs,1995,141746
bhs,1996,144025
bhs,1997,146178
bhs,1998,148299
bhs,1999,150496
bhs,2000,152870
bhs,2001,155430
bhs,2002,158124
bhs,2003,160976
bhs,2004,163970
bhs,2005,167075
bhs,2006,170333
bhs,2007,173698
bhs,2008,177029
bhs,2009,180150
bhs,2010,182929
bhs,2011,185312
bhs,2012,187327
bhs,2013,189106
bhs,2014,190815
bhs,2015,192592
bhs,2016,194446
bhs,2017,196365
bhs,2018,198313
bhs,2019,200256
bhs,2020,202155
bih,1960,1643267
bih,1961,1673316
bih,1962,1704117
bih,1963,1734923
bih,1964,1764752
bih,1965,1792883
bih,1966,1818984
bih,1967,1843265
bih,1968,1866266
bih,1969,1888855
bih,1970,1911612
bih,1971,1934797
bih,1972,1958177
bih,1973,1981266
bih,1974,2003340
bih,1975,2023936
bih,1976,2042655
bih,1977,2059796
bih,1978,2076357
bih,1979,2093722
bih,1980,2112779
bih,1981,2133166
bih,1982,2154089
bih,1983,2175336
bih,1984,2196599
bih,1985,2217188
bih,1986,2238628
bih,1987,2259833
bih,1988,2274402
bih,1989,2273870
bih,1990,2252932
bih,1991,2208310
bih,1992,2143847
bih,1993,2070192
bih,1994,2002216
bih,1995,1950642
bih,1996,1919213
bih,1997,1904836
bih,1998,1903044
bih,1999,1906472
bih,2000,1909565
bih,2001,1911254
bih,2002,1912945
bih,2003,1914271
bih,2004,1915273
bih,2005,1915817
bih,2006,1915826
bih,2007,1914514
bih,2008,1910269
bih,2009,1901145
bih,2010,1885941
bih,2011,1863814
bih,2012,1835725
bih,2013,1804557
bih,2014,1774341
bih,2015,1748019
bih,2016,1726540
bih,2017,1709262
bih,2018,1695554
bih,2019,1684199
bih,2020,1674206
blr,1960,4493923
blr,1961,4525747
blr,1962,4561951
blr,1963,4600978
blr,1964,4641262
blr,1965,4681259
blr,1966,4722065
blr,1967,4764719
blr,1968,4807502
blr,1969,4848641
blr,1970,4886426
blr,1971,4921849
blr,1972,4956000
blr,1973,4987348
blr,1974,5014389
blr,1975,5035636
blr,1976,5054016
blr,1977,5076730
blr,1978,5104947
blr,1979,5131832
blr,1980,5159086
blr,1981,5191117
blr,1982,5223055
blr,1983,5255668
blr,1984,5287988
blr,1985,5318687
blr,1986,5350233
blr,1987,5381213
blr,1988,5391487
blr,1989,5403171
blr,1990,5410615
blr,1991,5412017
blr,1992,5424311
blr,1993,5437484
blr,1994,5432026
blr,1995,5414486
blr,1996,5395085
blr,1997,5370591
blr,1998,5344243
blr,1999,5319112
blr,2000,5294875
blr,2001,5270698
blr,2002,5241939
blr,2003,5211247
blr,2004,5181953
blr,2005,5152390
blr,2006,5126055
blr,2007,5107216
blr,2008,5093492
blr,2009,5083923
blr,2010,5074695
blr,2011,5063427
blr,2012,5054917
blr,2013,5051647
blr,2014,5053021
blr,2015,5058590
blr,2016,5062381
blr,2017,5056547
blr,2018,5045602
blr,2019,5035043
blr,2020,5012881
blz,1960,46605
blz,1961,47904
blz,1962,49230
blz,1963,50597
blz,1964,52041
blz,1965,53550
blz,1966,55149
blz,1967,56816
blz,1968,58482
blz,1969,60065
blz,1970,61500
blz,1971,62790
blz,1972,63941
blz,1973,64977
blz,1974,65921
blz,1975,66799
blz,1976,67587
blz,1977,68326
blz,1978,69117
blz,1979,70118
blz,1980,71419
blz,1981,73083
blz,1982,75039
blz,1983,77242
blz,1984,79541
blz,1985,81844
blz,1986,84151
blz,1987,86494
blz,1988,88789
blz,1989,90965
blz,1990,92982
blz,1991,94769
blz,1992,96371
blz,1993,98042
blz,1994,100077
blz,1995,102721
blz,1996,106058
blz,1997,109999
blz,1998,114306
blz,1999,118646
blz,2000,122794
blz,2001,126663
blz,2002,130322
blz,2003,133849
blz,2004,137430
blz,2005,141136
blz,2006,145011
blz,2007,148995
blz,2008,153039
blz,2009,157107
blz,2010,161137
blz,2011,165121
blz,2012,169084
blz,2013,173008
blz,2014,176919
blz,2015,180791
blz,2016,184647
blz,2017,188479
blz,2018,192273
blz,2019,196070
blz,2020,199860
bol,1960,1844839
bol,1961,1880077
bol,1962,1916307
bol,1963,1953574
bol,1964,1991982
bol,1965,2031619
bol,1966,2072478
bol,1967,2114555
bol,1968,2157923
bol,1969,2202689
bol,1970,2248926
bol,1971,2296610
bol,1972,2345691
bol,1973,2396188
bol,1974,2448108
bol,1975,2501412
bol,1976,2556210
bol,1977,2612398
bol,1978,2669528
bol,1979,2727031
bol,1980,2784522
bol,1981,2841795
bol,1982,2899072
bol,1983,2956938
bol,1984,3016202
bol,1985,3077455
bol,1986,3140869
bol,1987,3206296
bol,1988,3273635
bol,1989,3342637
bol,1990,3413135
bol,1991,3485093
bol,1992,3558489
bol,1993,3633240
bol,1994,3709214
bol,1995,3786286
bol,1996,3864421
bol,1997,3943485
bol,1998,4023223
bol,1999,4103291
bol,2000,4183450
bol,2001,4263569
bol,2002,4343643
bol,2003,4423766
bol,2004,4504108
bol,2005,4584778
bol,2006,4665756
bol,2007,4746982
bol,2008,4828485
bol,2009,4910315
bol,2010,4992487
bol,2011,5075025
bol,2012,5157863
bol,2013,5240835
bol,2014,5323698
bol,2015,5406288
bol,2016,5488505
bol,2017,5570366
bol,2018,5651979
