geo,time,sp_pop_totl_fe_in
lbn,1998,1858612
lbn,1999,1884655
lbn,2000,1928063
lbn,2001,1994505
lbn,2002,2079580
lbn,2003,2170966
lbn,2004,2251005
lbn,2005,2308205
lbn,2006,2334707
lbn,2007,2337468
lbn,2008,2337491
lbn,2009,2364264
lbn,2010,2437390
lbn,2011,2565380
lbn,2012,2737182
lbn,2013,2928916
lbn,2014,3106446
lbn,2015,3244861
lbn,2016,3337135
lbn,2017,3390062
lbn,2018,3409524
lbn,2019,3406463
lbn,2020,3389696
lbr,1960,552718
lbr,1961,565613
lbr,1962,578833
lbr,1963,592415
lbr,1964,606412
lbr,1965,620902
lbr,1966,635889
lbr,1967,651416
lbr,1968,667573
lbr,1969,684474
lbr,1970,702185
lbr,1971,720753
lbr,1972,740201
lbr,1973,760590
lbr,1974,782008
lbr,1975,804508
lbr,1976,827576
lbr,1977,851072
lbr,1978,875753
lbr,1979,902695
lbr,1980,932302
lbr,1981,965450
lbr,1982,1000973
lbr,1983,1035013
lbr,1984,1062338
lbr,1985,1079439
lbr,1986,1085759
lbr,1987,1083120
lbr,1988,1073405
lbr,1989,1059440
lbr,1990,1044075
lbr,1991,1026097
lbr,1992,1006738
lbr,1993,994194
lbr,1994,998980
lbr,1995,1027928
lbr,1996,1085688
lbr,1997,1168369
lbr,1998,1263755
lbr,1999,1354517
lbr,2000,1428378
lbr,2001,1480428
lbr,2002,1514992
lbr,2003,1540238
lbr,2004,1568658
lbr,2005,1609120
lbr,2006,1664043
lbr,2007,1729872
lbr,2008,1802372
lbr,2009,1874988
lbr,2010,1942962
lbr,2011,2005232
lbr,2012,2063459
lbr,2013,2118813
lbr,2014,2173342
lbr,2015,2228589
lbr,2016,2284705
lbr,2017,2341202
lbr,2018,2398322
lbr,2019,2456258
lbr,2020,2515138
lby,1960,705220
lby,1961,729098
lby,1962,754528
lby,1963,781734
lby,1964,810993
lby,1965,842489
lby,1966,876277
lby,1967,912296
lby,1968,950497
lby,1969,990793
lby,1970,1033076
lby,1971,1077305
lby,1972,1123415
lby,1973,1171153
lby,1974,1220215
lby,1975,1270345
lby,1976,1321402
lby,1977,1373326
lby,1978,1426073
lby,1979,1479626
lby,1980,1533961
lby,1981,1588947
lby,1982,1644436
lby,1983,1700415
lby,1984,1756874
lby,1985,1813755
lby,1986,1870983
lby,1987,1928353
lby,1988,1985536
lby,1989,2042112
lby,1990,2097728
lby,1991,2152373
lby,1992,2205987
lby,1993,2258207
lby,1994,2308622
lby,1995,2356980
lby,1996,2403046
lby,1997,2447080
lby,1998,2489972
lby,1999,2532949
lby,2000,2576914
lby,2001,2621982
lby,2002,2667872
lby,2003,2714484
lby,2004,2761608
lby,2005,2808935
lby,2006,2857017
lby,2007,2905616
lby,2008,2952780
lby,2009,2995928
lby,2010,3033419
lby,2011,3064110
lby,2012,3089182
lby,2013,3112114
lby,2014,3137853
lby,2015,3169825
lby,2016,3209343
lby,2017,3255123
lby,2018,3304807
lby,2019,3354834
lby,2020,3402550
lca,1960,46533
lca,1961,47207
lca,1962,47855
lca,1963,48490
lca,1964,49166
lca,1965,49901
lca,1966,50709
lca,1967,51568
lca,1968,52435
lca,1969,53248
lca,1970,53955
lca,1971,54552
lca,1972,55036
lca,1973,55484
lca,1974,55955
lca,1975,56500
lca,1976,57128
lca,1977,57838
lca,1978,58602
lca,1979,59389
lca,1980,60165
lca,1981,60925
lca,1982,61677
lca,1983,62466
lca,1984,63325
lca,1985,64299
lca,1986,65401
lca,1987,66611
lca,1988,67858
lca,1989,69078
lca,1990,70220
lca,1991,71237
lca,1992,72152
lca,1993,73018
lca,1994,73895
lca,1995,74821
lca,1996,75832
lca,1997,76897
lca,1998,77963
lca,1999,78958
lca,2000,79857
lca,2001,80606
lca,2002,81235
lca,2003,81830
lca,2004,82481
lca,2005,83271
lca,2006,84229
lca,2007,85322
lca,2008,86462
lca,2009,87514
lca,2010,88414
lca,2011,89119
lca,2012,89669
lca,2013,90095
lca,2014,90501
lca,2015,90920
lca,2016,91373
lca,2017,91838
lca,2018,92310
lca,2019,92774
lca,2020,93207
lka,1960,4691266
lka,1961,4818074
lka,1962,4946317
lka,1963,5076550
lka,1964,5209706
lka,1965,5346283
lka,1966,5486499
lka,1967,5629547
lka,1968,5773648
lka,1969,5916454
lka,1970,6056300
lka,1971,6192281
lka,1972,6324798
lka,1973,6455049
lka,1974,6584920
lka,1975,6715695
lka,1976,6847905
lka,1977,6980909
lka,1978,7113339
lka,1979,7243288
lka,1980,7369473
lka,1981,7491036
lka,1982,7608684
lka,1983,7724452
lka,1984,7841281
lka,1985,7961072
lka,1986,8084436
lka,1987,8210161
lka,1988,8336155
lka,1989,8459455
lka,1990,8577728
lka,1991,8691163
lka,1992,8800041
lka,1993,8902475
lka,1994,8996162
lka,1995,9079982
lka,1996,9152487
lka,1997,9215400
lka,1998,9274599
lka,1999,9338128
lka,2000,9411667
lka,2001,9497429
lka,2002,9593655
lka,2003,9697099
lka,2004,9802666
lka,2005,9906511
lka,2006,10007678
lka,2007,10106989
lka,2008,10204466
lka,2009,10300547
lka,2010,10395425
lka,2011,10488913
lka,2012,10524777
lka,2013,10628054
lka,2014,10746588
lka,2015,10862466
lka,2016,10997188
lka,2017,11133868
lka,2018,11261209
lka,2019,11339582
lka,2020,11409149
lso,1960,465980
lso,1961,474888
lso,1962,484082
lso,1963,493601
lso,1964,503446
lso,1965,513668
lso,1966,524266
lso,1967,535286
lso,1968,546783
lso,1969,558854
lso,1970,571556
lso,1971,584906
lso,1972,598907
lso,1973,613588
lso,1974,628978
lso,1975,645093
lso,1976,661895
lso,1977,679361
lso,1978,697442
lso,1979,716091
lso,1980,735254
lso,1981,754809
lso,1982,774659
lso,1983,794691
lso,1984,814798
lso,1985,834838
lso,1986,854935
lso,1987,874943
lso,1988,894088
lso,1989,911385
lso,1990,926210
lso,1991,937853
lso,1992,946708
lso,1993,954525
lso,1994,963732
lso,1995,975953
lso,1996,992135
lso,1997,1011326
lso,1998,1030754
lso,1999,1046577
lso,2000,1056121
lso,2001,1058415
lso,2002,1054653
lso,2003,1046986
lso,2004,1038607
lso,2005,1031911
lso,2006,1027539
lso,2007,1024996
lso,2008,1024133
lso,2009,1024479
lso,2010,1025674
lso,2011,1027842
lso,2012,1031206
lso,2013,1035656
lso,2014,1041000
lso,2015,1047082
lso,2016,1053896
lso,2017,1061370
lso,2018,1069278
lso,2019,1077323
lso,2020,1085302
ltu,1960,1497646
ltu,1961,1519093
ltu,1962,1537567
ltu,1963,1553728
ltu,1964,1570324
ltu,1965,1587102
ltu,1966,1604278
ltu,1967,1621507
ltu,1968,1637911
ltu,1969,1651311
ltu,1970,1666954
ltu,1971,1686477
ltu,1972,1703644
ltu,1973,1718966
ltu,1974,1733718
ltu,1975,1747692
ltu,1976,1761384
ltu,1977,1774833
ltu,1978,1787345
ltu,1979,1796618
ltu,1980,1804307
ltu,1981,1814297
ltu,1982,1826663
ltu,1983,1840969
ltu,1984,1855673
ltu,1985,1870927
ltu,1986,1888098
ltu,1987,1906769
ltu,1988,1926163
ltu,1989,1940926
ltu,1990,1948033
ltu,1991,1951948
ltu,1992,1951013
ltu,1993,1943429
ltu,1994,1931893
ltu,1995,1919101
ltu,1996,1906650
ltu,1997,1894830
ltu,1998,1883419
ltu,1999,1872416
ltu,2000,1861630
ltu,2001,1848655
ltu,2002,1836116
ltu,2003,1823529
ltu,2004,1805582
ltu,2005,1779050
ltu,2006,1753785
ltu,2007,1736179
ltu,2008,1721452
ltu,2009,1705049
ltu,2010,1671546
ltu,2011,1635290
ltu,2012,1613861
ltu,2013,1597355
ltu,2014,1582988
ltu,2015,1567189
ltu,2016,1546111
ltu,2017,1523077
ltu,2018,1507005
ltu,2019,1501699
ltu,2020,1501299
lux,1960,158903
lux,1961,160628
lux,1962,162743
lux,1963,164495
lux,1964,166389
lux,1965,168374
lux,1966,169738
lux,1967,170473
lux,1968,171093
lux,1969,172069
lux,1970,172979
lux,1971,174604
lux,1972,176629
lux,1973,178460
lux,1974,180715
lux,1975,182700
lux,1976,183709
lux,1977,184211
lux,1978,184787
lux,1979,185482
lux,1980,186393
lux,1981,187197
lux,1982,187593
lux,1983,187846
lux,1984,188156
lux,1985,188526
lux,1986,189240
lux,1987,190226
lux,1988,191294
lux,1989,192852
lux,1990,195016
lux,1991,197450
lux,1992,199943
lux,1993,202537
lux,1994,205217
lux,1995,208002
lux,1996,210723
lux,1997,213238
lux,1998,215754
lux,1999,218564
lux,2000,221417
lux,2001,223993
lux,2002,226302
lux,2003,229009
lux,2004,232195
lux,2005,235616
lux,2006,239195
lux,2007,242653
lux,2008,246711
lux,2009,250941
lux,2010,255121
lux,2011,260360
lux,2012,266145
lux,2013,271788
lux,2014,277680
lux,2015,283726
lux,2016,289340
lux,2017,295911
lux,2018,301174
lux,2019,306733
lux,2020,311585
lva,1960,1184927
lva,1961,1199230
lva,1962,1211238
lva,1963,1222998
lva,1964,1234869
lva,1965,1244503
lva,1966,1250032
lva,1967,1256204
lva,1968,1265096
lva,1969,1272796
lva,1970,1278972
lva,1971,1286254
lva,1972,1295099
lva,1973,1304799
lva,1974,1315470
lva,1975,1325073
lva,1976,1332690
lva,1977,1340081
lva,1978,1346920
lva,1979,1351209
lva,1980,1354229
lva,1981,1358337
lva,1982,1364558
lva,1983,1372328
lva,1984,1380189
lva,1985,1387812
lva,1986,1396843
lva,1987,1408248
lva,1988,1419719
lva,1989,1424922
lva,1990,1422323
lva,1991,1416777
lva,1992,1400037
lva,1993,1376162
lva,1994,1356700
lva,1995,1340110
lva,1996,1326720
lva,1997,1314371
lva,1998,1302265
lva,1999,1291778
lva,2000,1279608
lva,2001,1263600
lva,2002,1249488
lva,2003,1238005
lva,2004,1225082
lva,2005,1212351
lva,2006,1201645
lva,2007,1192192
lva,2008,1179981
lva,2009,1160844
lva,2010,1137044
lva,2011,1116580
lva,2012,1102797
lva,2013,1090922
lva,2014,1080377
lva,2015,1071036
lva,2016,1060500
lva,2017,1050132
lva,2018,1040870
lva,2019,1032613
lva,2020,1024547
mac,1960,85336
mac,1961,86413
mac,1962,88984
mac,1963,92668
mac,1964,96897
mac,1965,101202
mac,1966,105541
mac,1967,109924
mac,1968,113997
mac,1969,117301
mac,1970,119568
mac,1971,120657
mac,1972,120693
mac,1973,119937
mac,1974,118789
mac,1975,117599
mac,1976,116374
mac,1977,115188
mac,1978,114450
mac,1979,114630
mac,1980,116084
mac,1981,118944
mac,1982,123130
mac,1983,128374
mac,1984,134304
mac,1985,140583
mac,1986,147188
mac,1987,154083
mac,1988,161031
mac,1989,167734
mac,1990,173983
mac,1991,179646
mac,1992,184777
mac,1993,189508
mac,1994,194083
mac,1995,198669
mac,1996,203264
mac,1997,207849
mac,1998,212558
mac,1999,217534
mac,2000,222872
mac,2001,228669
mac,2002,234883
mac,2003,241281
mac,2004,247552
mac,2005,253461
mac,2006,258906
mac,2007,263974
mac,2008,268923
mac,2009,274146
mac,2010,279892
mac,2011,286278
mac,2012,293154
mac,2013,300214
mac,2014,307020
mac,2015,313252
mac,2016,318789
mac,2017,323748
mac,2018,328312
mac,2019,332740
mac,2020,337242
mar,1960,6185595
mar,1961,6387292
mar,1962,6594583
mar,1963,6803371
mar,1964,7008237
mar,1965,7205343
mar,1966,7393480
mar,1967,7573841
mar,1968,7748197
mar,1969,7919430
mar,1970,8089992
mar,1971,8260168
mar,1972,8430321
mar,1973,8603266
mar,1974,8782439
mar,1975,8970370
mar,1976,9167750
mar,1977,9374265
mar,1978,9589991
mar,1979,9814635
mar,1980,10047541
mar,1981,10289292
mar,1982,10538893
mar,1983,10792101
mar,1984,11043344
mar,1985,11288577
mar,1986,11525537
mar,1987,11755027
mar,1988,11979828
mar,1989,12204364
mar,1990,12431573
mar,1991,12662429
mar,1992,12895067
mar,1993,13126245
mar,1994,13351349
mar,1995,13567176
mar,1996,13772990
mar,1997,13970076
mar,1998,14159744
mar,1999,14344077
mar,2000,14524941
mar,2001,14702639
mar,2002,14877638
mar,2003,15052206
mar,2004,15229100
mar,2005,15410459
mar,2006,15597111
mar,2007,15789074
mar,2008,15986463
mar,2009,16189074
mar,2010,16396565
mar,2011,16609017
mar,2012,16826156
mar,2013,17046813
mar,2014,17269399
mar,2015,17492569
mar,2016,17715791
mar,2017,17938664
mar,2018,18160047
mar,2019,18378703
mar,2020,18593671
mda,1960,1087567
mda,1961,1113402
mda,1962,1138424
mda,1963,1162230
mda,1964,1185297
mda,1965,1207213
mda,1966,1228015
mda,1967,1247653
mda,1968,1265983
mda,1969,1284092
mda,1970,1301841
mda,1971,1319609
mda,1972,1337435
mda,1973,1354542
mda,1974,1370616
mda,1975,1384469
mda,1976,1396963
mda,1977,1407246
mda,1978,1417076
mda,1979,1426952
mda,1980,1438192
mda,1981,1450843
mda,1982,1464472
mda,1983,1478613
mda,1984,1492773
mda,1985,1506059
mda,1986,1518453
mda,1987,1530402
mda,1988,1540693
mda,1989,1548532
mda,1990,1553965
mda,1991,1556594
mda,1992,1556813
mda,1993,1554167
mda,1994,1549016
mda,1995,1542200
mda,1996,1538493
mda,1997,1532142
mda,1998,1530864
mda,1999,1527898
mda,2000,1524389
mda,2001,1520794
mda,2002,1517256
mda,2003,1512991
mda,2004,1509076
mda,2005,1504922
mda,2006,1499884
mda,2007,1495247
mda,2008,1491117
mda,2009,1488079
mda,2010,1485760
mda,2011,1484449
mda,2012,1484136
mda,2013,1483913
mda,2014,1483413
mda,2015,1472334
mda,2016,1456244
mda,2017,1432683
mda,2018,1409234
mda,2019,1387708
mda,2020,1365483
mdg,1960,2506564
mdg,1961,2570102
mdg,1962,2636012
mdg,1963,2704357
mdg,1964,2775195
mdg,1965,2848615
mdg,1966,2924678
mdg,1967,3003502
mdg,1968,3085330
mdg,1969,3170448
mdg,1970,3259080
mdg,1971,3351348
mdg,1972,3447282
mdg,1973,3546889
mdg,1974,3650088
mdg,1975,3756871
mdg,1976,3867262
mdg,1977,3981319
mdg,1978,4099080
mdg,1979,4220575
mdg,1980,4345799
mdg,1981,4475007
mdg,1982,4608249
mdg,1983,4745205
mdg,1984,4885439
mdg,1985,5028748
mdg,1986,5175123
mdg,1987,5325046
mdg,1988,5479568
mdg,1989,5640027
mdg,1990,5807517
mdg,1991,5982243
mdg,1992,6164280
mdg,1993,6354178
mdg,1994,6552515
mdg,1995,6759635
mdg,1996,6975846
mdg,1997,7200858
mdg,1998,7433563
mdg,1999,7672441
mdg,2000,7916321
mdg,2001,8164825
mdg,2002,8418066
mdg,2003,8675989
mdg,2004,8938678
mdg,2005,9206229
mdg,2006,9478638
mdg,2007,9755836
mdg,2008,10037735
mdg,2009,10324223
mdg,2010,10615345
mdg,2011,10911027
mdg,2012,11211590
mdg,2013,11517928
mdg,2014,11831212
mdg,2015,12152289
mdg,2016,12481481
mdg,2017,12818661
mdg,2018,13163713
mdg,2019,13516377
mdg,2020,13876400
mdv,1960,40933
mdv,1961,42217
mdv,1962,43544
mdv,1963,44929
mdv,1964,46374
mdv,1965,47850
mdv,1966,49385
mdv,1967,50973
mdv,1968,52594
mdv,1969,54241
mdv,1970,55902
mdv,1971,57588
mdv,1972,59293
mdv,1973,61051
mdv,1974,62856
mdv,1975,64715
mdv,1976,66639
mdv,1977,68631
mdv,1978,70745
mdv,1979,73029
mdv,1980,75524
mdv,1981,78246
mdv,1982,81176
mdv,1983,84288
mdv,1984,87542
mdv,1985,90914
mdv,1986,94386
mdv,1987,97940
mdv,1988,101546
mdv,1989,105159
mdv,1990,108761
mdv,1991,112327
mdv,1992,115857
mdv,1993,119273
mdv,1994,122512
mdv,1995,125515
mdv,1996,128241
mdv,1997,130739
mdv,1998,133103
mdv,1999,135507
mdv,2000,138056
mdv,2001,140796
mdv,2002,143696
mdv,2003,146701
mdv,2004,149712
mdv,2005,152656
mdv,2006,155510
mdv,2007,158300
mdv,2008,161102
mdv,2009,163989
mdv,2010,167029
mdv,2011,170246
mdv,2012,173599
mdv,2013,177005
mdv,2014,180346
mdv,2015,183547
mdv,2016,186567
mdv,2017,189425
mdv,2018,192177
mdv,2019,194887
mdv,2020,197614
mex,1960,18925203
mex,1961,19522303
mex,1962,20137047
mex,1963,20770681
mex,1964,21424998
mex,1965,22101145
mex,1966,22798542
mex,1967,23516028
mex,1968,24253328
mex,1969,25010055
mex,1970,25785248
mex,1971,26579579
mex,1972,27391194
mex,1973,28213570
mex,1974,29038208
mex,1975,29859247
mex,1976,30672000
mex,1977,31478186
mex,1978,32286123
mex,1979,33107972
mex,1980,33951550
mex,1981,34820944
mex,1982,35710733
mex,1983,36607892
mex,1984,37494158
mex,1985,38356839
mex,1986,39189491
mex,1987,39996796
mex,1988,40790635
mex,1989,41588613
mex,1990,42402745
mex,1991,43238119
mex,1992,44088752
mex,1993,44942302
mex,1994,45780964
mex,1995,46592412
mex,1996,47372973
mex,1997,48128321
mex,1998,48866939
mex,1999,49601521
mex,2000,50341811
mex,2001,51089400
mex,2002,51842881
mex,2003,52605394
mex,2004,53379978
mex,2005,54168352
mex,2006,54971858
mex,2007,55789026
mex,2008,56615017
mex,2009,57442951
mex,2010,58267177
mex,2011,59086044
mex,2012,59898832
mex,2013,60701892
mex,2014,61491303
mex,2015,62264080
mex,2016,63018020
mex,2017,63752823
mex,2018,64469963
mex,2019,65172136
mex,2020,65861267
mkd,1960,735285
mkd,1961,744556
mkd,1962,754101
mkd,1963,764079
mkd,1964,774684
mkd,1965,786009
mkd,1966,798264
mkd,1967,811327
mkd,1968,824502
mkd,1969,836864
mkd,1970,847762
mkd,1971,856800
mkd,1972,864283
mkd,1973,871164
mkd,1974,878759
mkd,1975,888000
mkd,1976,899234
mkd,1977,911984
mkd,1978,925363
mkd,1979,938052
mkd,1980,949108
mkd,1981,958233
mkd,1982,965681
mkd,1983,971689
mkd,1984,976696
mkd,1985,981024
mkd,1986,984808
mkd,1987,987972
mkd,1988,990367
mkd,1989,991787
mkd,1990,992126
mkd,1991,991257
mkd,1992,989438
mkd,1993,987567
mkd,1994,986814
mkd,1995,987966
mkd,1996,991409
mkd,1997,995443
mkd,1998,1001091
mkd,1999,1006249
mkd,2000,1011253
mkd,2001,1015982
mkd,2002,1009145
mkd,2003,1012972
mkd,2004,1016305
mkd,2005,1018796
mkd,2006,1020690
mkd,2007,1022455
mkd,2008,1024121
mkd,2009,1025922
mkd,2010,1027942
mkd,2011,1029501
mkd,2012,1030484
mkd,2013,1031694
mkd,2014,1033175
mkd,2015,1034384
mkd,2016,1035443
mkd,2017,1036467
mkd,2018,1037412
mkd,2019,1037773
mkd,2020,1035827
mli,1960,2602868
mli,1961,2634840
mli,1962,2667240
mli,1963,2700299
mli,1964,2734262
mli,1965,2769424
mli,1966,2805779
mli,1967,2843500
mli,1968,2883222
mli,1969,2925673
mli,1970,2971368
mli,1971,3020676
mli,1972,3073442
mli,1973,3128968
mli,1974,3186295
mli,1975,3244738
mli,1976,3303785
mli,1977,3363697
mli,1978,3425380
mli,1979,3490182
mli,1980,3558893
mli,1981,3632559
mli,1982,3710539
mli,1983,3790008
mli,1984,3867066
mli,1985,3939266
mli,1986,4005206
mli,1987,4066744
mli,1988,4128686
mli,1989,4197769
mli,1990,4278783
mli,1991,4373877
mli,1992,4481638
mli,1993,4599024
mli,1994,4721311
mli,1995,4845190
mli,1996,4969856
mli,1997,5096977
mli,1998,5228723
mli,1999,5368284
mli,2000,5518018
mli,2001,5678221
mli,2002,5848244
mli,2003,6028197
mli,2004,6218014
mli,2005,6417394
mli,2006,6626930
mli,2007,6846126
mli,2008,7072303
mli,2009,7301855
mli,2010,7532329
mli,2011,7762521
mli,2012,7993442
mli,2013,8227526
mli,2014,8468385
mli,2015,8718647
mli,2016,8979115
mli,2017,9249030
mli,2018,9527621
mli,2019,9813486
mli,2020,10105660
mlt,1960,168316
mlt,1961,167654
mlt,1962,167027
mlt,1963,166432
mlt,1964,165846
mlt,1965,164623
mlt,1966,162756
mlt,1967,160819
mlt,1968,158872
mlt,1969,156938
mlt,1970,156021
mlt,1971,155993
mlt,1972,155808
mlt,1973,155626
mlt,1974,155487
mlt,1975,156613
mlt,1976,157407
mlt,1977,158036
mlt,1978,159684
mlt,1979,161249
mlt,1980,162792
mlt,1981,163728
mlt,1982,166921
mlt,1983,168894
mlt,1984,168560
mlt,1985,171258
mlt,1986,173944
mlt,1987,175031
mlt,1988,176404
mlt,1989,178082
mlt,1990,179773
mlt,1991,184609
mlt,1992,186441
mlt,1993,188220
mlt,1994,189871
mlt,1995,191059
mlt,1996,192145
mlt,1997,193401
mlt,1998,194456
mlt,1999,195439
mlt,2000,196590
mlt,2001,198014
mlt,2002,199487
mlt,2003,200830
mlt,2004,202225
mlt,2005,203553
mlt,2006,204331
mlt,2007,205083
mlt,2008,206427
mlt,2009,207914
mlt,2010,208775
mlt,2011,209383
mlt,2012,210896
mlt,2013,213461
mlt,2014,217382
mlt,2015,222330
mlt,2016,227271
mlt,2017,233468
mlt,2018,241701
mlt,2019,251351
mlt,2020,256907
mmr,1960,11031869
mmr,1961,11283540
mmr,1962,11540701
mmr,1963,11804822
mmr,1964,12077978
mmr,1965,12361603
mmr,1966,12656155
mmr,1967,12960979
mmr,1968,13275021
mmr,1969,13596693
mmr,1970,13924764
mmr,1971,14258759
mmr,1972,14598754
mmr,1973,14944728
mmr,1974,15296811
mmr,1975,15655001
mmr,1976,16018374
mmr,1977,16386274
mmr,1978,16759170
mmr,1979,17137846
mmr,1980,17522339
mmr,1981,17912225
mmr,1982,18305575
mmr,1983,18699085
mmr,1984,19088502
mmr,1985,19470289
mmr,1986,19844545
mmr,1987,20210718
mmr,1988,20564035
mmr,1989,20898719
mmr,1990,21211417
mmr,1991,21498310
mmr,1992,21762377
mmr,1993,22015559
mmr,1994,22274421
mmr,1995,22550331
mmr,1996,22848081
mmr,1997,23162767
mmr,1998,23484088
mmr,1999,23796858
mmr,2000,24089960
mmr,2001,24361274
mmr,2002,24614137
mmr,2003,24849529
mmr,2004,25069955
mmr,2005,25277966
mmr,2006,25472149
mmr,2007,25653374
mmr,2008,25829264
mmr,2009,26009931
mmr,2010,26202319
mmr,2011,26410740
mmr,2012,26632792
mmr,2013,26860456
mmr,2014,27081937
mmr,2015,27289147
mmr,2016,27478828
mmr,2017,27654918
mmr,2018,27825150
mmr,2019,28000756
mmr,2020,28189604
mne,1960,246603
mne,1961,251482
mne,1962,256757
mne,1963,261776
mne,1964,265665
mne,1965,267848
mne,1966,268000
mne,1967,266474
mne,1968,264191
mne,1969,262459
mne,1970,262208
mne,1971,263785
mne,1972,266883
mne,1973,270946
mne,1974,275125
mne,1975,278802
mne,1976,281766
mne,1977,284232
mne,1978,286449
mne,1979,288825
mne,1980,291623
mne,1981,294957
mne,1982,298643
mne,1983,302242
mne,1984,305167
mne,1985,307022
mne,1986,307604
mne,1987,307114
mne,1988,306009
mne,1989,304958
mne,1990,304443
mne,1991,304644
mne,1992,305400
mne,1993,306437
mne,1994,307328
mne,1995,307776
mne,1996,307685
mne,1997,307208
mne,1998,306543
mne,1999,306000
mne,2000,305790
mne,2001,307372
mne,2002,308975
mne,2003,310540
mne,2004,311330
mne,2005,311898
mne,2006,312227
mne,2007,312480
mne,2008,312769
mne,2009,313181
mne,2010,313545
mne,2011,313736
mne,2012,313920
mne,2013,314182
mne,2014,314468
mne,2015,314622
mne,2016,314666
mne,2017,314683
mne,2018,314592
mne,2019,314469
mne,2020,314084
mng,1960,485667
mng,1961,499189
mng,1962,513906
mng,1963,529557
mng,1964,545751
mng,1965,562192
mng,1966,578780
mng,1967,595568
mng,1968,612715
mng,1969,630468
mng,1970,648966
mng,1971,668269
mng,1972,688277
mng,1973,708792
mng,1974,729546
mng,1975,750360
mng,1976,771177
mng,1977,792056
mng,1978,813117
mng,1979,834529
mng,1980,856418
mng,1981,878570
mng,1982,900906
mng,1983,923871
mng,1984,948059
mng,1985,973735
mng,1986,1001260
mng,1987,1030110
mng,1988,1058561
mng,1989,1084361
mng,1990,1105887
mng,1991,1122551
mng,1992,1134952
mng,1993,1144201
mng,1994,1151964
mng,1995,1159562
mng,1996,1167315
mng,1997,1175108
mng,1998,1183269
mng,1999,1192089
mng,2000,1201814
mng,2001,1212723
mng,2002,1224994
mng,2003,1238626
mng,2004,1253482
mng,2005,1269509
mng,2006,1286645
mng,2007,1305021
mng,2008,1324955
mng,2009,1346849
mng,2010,1370942
mng,2011,1397297
mng,2012,1425659
mng,2013,1455446
mng,2014,1485885
mng,2015,1516358
mng,2016,1546658
mng,2017,1576728
mng,2018,1606333
mng,2019,1635234
mng,2020,1663253
moz,1960,3670212
moz,1961,3750130
moz,1962,3834045
moz,1963,3921468
moz,1964,4011674
moz,1965,4104143
moz,1966,4198972
moz,1967,4296393
moz,1968,4396281
moz,1969,4498491
moz,1970,4603068
moz,1971,4709088
moz,1972,4816849
moz,1973,4929045
moz,1974,5049342
moz,1975,5179888
moz,1976,5321245
moz,1977,5471195
moz,1978,5625629
moz,1979,5778909
moz,1980,5926452
moz,1981,6070465
moz,1982,6211288
moz,1983,6340667
moz,1984,6447989
moz,1985,6527783
moz,1986,6572971
moz,1987,6591163
moz,1988,6609431
moz,1989,6664701
moz,1990,6782356
moz,1991,6974363
moz,1992,7230350
moz,1993,7525939
moz,1994,7825134
moz,1995,8102009
moz,1996,8348528
moz,1997,8573181
moz,1998,8786523
moz,1999,9005611
moz,2000,9242786
moz,2001,9500555
moz,2002,9774105
moz,2003,10059816
moz,2004,10351803
moz,2005,10645921
moz,2006,10941733
moz,2007,11241381
moz,2008,11546279
moz,2009,11858644
moz,2010,12180274
moz,2011,12511359
moz,2012,12852030
moz,2013,13204033
moz,2014,13569528
moz,2015,13949963
moz,2016,14346169
moz,2017,14757711
moz,2018,15183127
moz,2019,15620192
moz,2020,16067200
mrt,1960,429513
mrt,1961,442040
mrt,1962,455041
mrt,1963,468534
mrt,1964,482539
mrt,1965,497080
mrt,1966,512176
mrt,1967,527819
mrt,1968,543966
mrt,1969,560604
mrt,1970,577697
mrt,1971,595247
mrt,1972,613273
mrt,1973,631779
mrt,1974,650779
mrt,1975,670289
mrt,1976,690302
mrt,1977,710814
mrt,1978,731878
mrt,1979,753558
mrt,1980,775902
mrt,1981,798939
mrt,1982,822640
mrt,1983,846854
mrt,1984,871418
mrt,1985,896188
mrt,1986,921114
mrt,1987,946239
mrt,1988,971712
mrt,1989,997715
mrt,1990,1024376
mrt,1991,1051813
mrt,1992,1080000
mrt,1993,1108776
mrt,1994,1137885
mrt,1995,1167193
mrt,1996,1196660
mrt,1997,1226455
mrt,1998,1256997
mrt,1999,1288820
mrt,2000,1322342
mrt,2001,1357736
mrt,2002,1394948
mrt,2003,1433873
mrt,2004,1474310
mrt,2005,1516122
mrt,2006,1559259
mrt,2007,1603818
mrt,2008,1649899
mrt,2009,1697684
mrt,2010,1747258
mrt,2011,1798640
mrt,2012,1851740
mrt,2013,1906310
mrt,2014,1962065
mrt,2015,2018756
mrt,2016,2076282
mrt,2017,2134662
mrt,2018,2193847
mrt,2019,2253855
mrt,2020,2314679
mus,1960,330583
mus,1961,341141
mus,1962,350776
mus,1963,359841
mus,1964,368386
mus,1965,376464
mus,1966,384092
mus,1967,391337
mus,1968,398393
mus,1969,405468
mus,1970,412740
mus,1971,420283
mus,1972,427991
mus,1973,435849
mus,1974,443833
mus,1975,451882
mus,1976,459830
mus,1977,467641
mus,1978,473774
mus,1979,481868
mus,1980,489702
mus,1981,496523
mus,1982,502004
mus,1983,505927
mus,1984,510515
mus,1985,514000
mus,1986,517306
mus,1987,520609
mus,1988,523707
mus,1989,527323
mus,1990,530783
mus,1991,536329
mus,1992,543325
mus,1993,549824
mus,1994,557752
mus,1995,562908
mus,1996,569207
mus,1997,577044
mus,1998,583866
