geo,time,sp_dyn_le00_fe_in
pyf,2002,75.94
pyf,2003,76.238
pyf,2004,76.524
pyf,2005,76.802
pyf,2006,77.07
pyf,2007,77.326
pyf,2008,77.569
pyf,2009,77.801
pyf,2010,78.025
pyf,2011,78.246
pyf,2012,78.467
pyf,2013,78.688
pyf,2014,78.909
pyf,2015,79.127
pyf,2016,79.339
pyf,2017,79.539
pyf,2018,79.725
pyf,2019,79.898
pyf,2020,80.058
qat,1960,63.344
qat,1961,64.024
qat,1962,64.705
qat,1963,65.386
qat,1964,66.066
qat,1965,66.742
qat,1966,67.409
qat,1967,68.061
qat,1968,68.691
qat,1969,69.297
qat,1970,69.875
qat,1971,70.424
qat,1972,70.945
qat,1973,71.441
qat,1974,71.912
qat,1975,72.356
qat,1976,72.773
qat,1977,73.164
qat,1978,73.531
qat,1979,73.876
qat,1980,74.202
qat,1981,74.51
qat,1982,74.804
qat,1983,75.085
qat,1984,75.357
qat,1985,75.623
qat,1986,75.883
qat,1987,76.139
qat,1988,76.39
qat,1989,76.636
qat,1990,76.877
qat,1991,77.111
qat,1992,77.337
qat,1993,77.553
qat,1994,77.761
qat,1995,77.961
qat,1996,78.155
qat,1997,78.343
qat,1998,78.53
qat,1999,78.715
qat,2000,78.9
qat,2001,79.086
qat,2002,79.273
qat,2003,79.459
qat,2004,79.646
qat,2005,79.833
qat,2006,80.018
qat,2007,80.202
qat,2008,80.383
qat,2009,80.559
qat,2010,80.73
qat,2011,80.893
qat,2012,81.049
qat,2013,81.198
qat,2014,81.34
qat,2015,81.477
qat,2016,81.61
qat,2017,81.743
qat,2018,81.876
qat,2019,82.01
qat,2020,82.146
rou,1960,67.514
rou,1961,68.332
rou,1962,69
rou,1963,69.475
rou,1964,69.753
rou,1965,69.867
rou,1966,69.887
rou,1967,69.899
rou,1968,69.971
rou,1969,70.128
rou,1970,70.37
rou,1971,70.85
rou,1972,70.77
rou,1973,71.29
rou,1974,71.82
rou,1975,71.97
rou,1976,72.06
rou,1977,72.18
rou,1978,71.98
rou,1979,71.75
rou,1980,71.78
rou,1981,72.17
rou,1982,72.4
rou,1983,72.61
rou,1984,72.65
rou,1985,72.78
rou,1986,72.59
rou,1987,72.3
rou,1988,72.41
rou,1989,72.65
rou,1990,73.05
rou,1991,73.17
rou,1992,73.17
rou,1993,73.2
rou,1994,73.3
rou,1995,73.4
rou,1996,73.1
rou,1997,73
rou,1998,73.7
rou,1999,74.2
rou,2000,74.8
rou,2001,74.9
rou,2002,74.8
rou,2003,75.1
rou,2004,75.3
rou,2005,75.6
rou,2006,75.8
rou,2007,76.1
rou,2008,76.1
rou,2009,77.1
rou,2010,77.3
rou,2011,78.2
rou,2012,78.1
rou,2013,78.7
rou,2014,78.7
rou,2015,78.6
rou,2016,79
rou,2017,79.1
rou,2018,79.2
rou,2019,79.5
rou,2020,78.4
rus,1960,70.243
rus,1961,70.817
rus,1962,71.288
rus,1963,71.67
rus,1964,71.976
rus,1965,72.219
rus,1966,72.411
rus,1967,72.558
rus,1968,72.669
rus,1969,72.755
rus,1970,73.44
rus,1971,73.77
rus,1972,73.62
rus,1973,73.56
rus,1974,73.77
rus,1975,73.23
rus,1976,73.05
rus,1977,73.2
rus,1978,73.23
rus,1979,73.02
rus,1980,72.96
rus,1981,73.19
rus,1982,73.64
rus,1983,73.42
rus,1984,72.97
rus,1985,73.24
rus,1986,74.23
rus,1987,74.27
rus,1988,74.53
rus,1989,74.35
rus,1990,74.3
rus,1991,73.75
rus,1992,71.99
rus,1993,71.2
rus,1994,71.73
rus,1995,71.59
rus,1996,72.4
rus,1997,72.84
rus,1998,73.13
rus,1999,72.4
rus,2000,72.26
rus,2001,72.17
rus,2002,71.9
rus,2003,71.85
rus,2004,72.36
rus,2005,72.47
rus,2006,73.34
rus,2007,74.02
rus,2008,74.28
rus,2009,74.79
rus,2010,74.88
rus,2011,75.61
rus,2012,75.86
rus,2013,76.3
rus,2014,76.47
rus,2015,76.71
rus,2016,77.06
rus,2017,77.64
rus,2018,77.82
rus,2019,78.17
rus,2020,76.43
rwa,1960,44.063
rwa,1961,44.378
rwa,1962,44.683
rwa,1963,44.973
rwa,1964,45.244
rwa,1965,45.488
rwa,1966,45.697
rwa,1967,45.871
rwa,1968,46.012
rwa,1969,46.129
rwa,1970,46.224
rwa,1971,46.299
rwa,1972,46.369
rwa,1973,46.453
rwa,1974,46.575
rwa,1975,46.786
rwa,1976,47.141
rwa,1977,47.655
rwa,1978,48.309
rwa,1979,49.064
rwa,1980,49.924
rwa,1981,50.895
rwa,1982,51.889
rwa,1983,52.752
rwa,1984,53.308
rwa,1985,53.118
rwa,1986,51.685
rwa,1987,48.883
rwa,1988,44.86
rwa,1989,39.959
rwa,1990,34.941
rwa,1991,30.761
rwa,1992,28.161
rwa,1993,27.571
rwa,1994,29.042
rwa,1995,32.232
rwa,1996,36.463
rwa,1997,40.821
rwa,1998,44.593
rwa,1999,47.499
rwa,2000,49.497
rwa,2001,50.808
rwa,2002,51.912
rwa,2003,53.175
rwa,2004,54.681
rwa,2005,56.438
rwa,2006,58.371
rwa,2007,60.308
rwa,2008,62.107
rwa,2009,63.719
rwa,2010,65.11
rwa,2011,66.275
rwa,2012,67.258
rwa,2013,68.101
rwa,2014,68.821
rwa,2015,69.434
rwa,2016,69.954
rwa,2017,70.398
rwa,2018,70.784
rwa,2019,71.132
rwa,2020,71.456
sau,1960,47.755
sau,1961,48.258
sau,1962,48.773
sau,1963,49.309
sau,1964,49.879
sau,1965,50.502
sau,1966,51.2
sau,1967,51.981
sau,1968,52.844
sau,1969,53.784
sau,1970,54.789
sau,1971,55.839
sau,1972,56.91
sau,1973,57.976
sau,1974,59.021
sau,1975,60.032
sau,1976,61.006
sau,1977,61.947
sau,1978,62.858
sau,1979,63.735
sau,1980,64.572
sau,1981,65.364
sau,1982,66.111
sau,1983,66.816
sau,1984,67.481
sau,1985,68.112
sau,1986,68.719
sau,1987,69.307
sau,1988,69.881
sau,1989,70.441
sau,1990,70.984
sau,1991,71.505
sau,1992,71.997
sau,1993,72.451
sau,1994,72.866
sau,1995,73.236
sau,1996,73.558
sau,1997,73.836
sau,1998,74.073
sau,1999,74.272
sau,2000,74.436
sau,2001,74.565
sau,2002,74.665
sau,2003,74.744
sau,2004,74.811
sau,2005,74.881
sau,2006,74.966
sau,2007,75.073
sau,2008,75.204
sau,2009,75.358
sau,2010,75.529
sau,2011,75.705
sau,2012,75.871
sau,2013,76.02
sau,2014,76.15
sau,2015,76.264
sau,2016,76.373
sau,2017,76.487
sau,2018,76.615
sau,2019,76.759
sau,2020,76.919
sdn,1960,49.652
sdn,1961,50.08
sdn,1962,50.499
sdn,1963,50.911
sdn,1964,51.319
sdn,1965,51.724
sdn,1966,52.129
sdn,1967,52.534
sdn,1968,52.935
sdn,1969,53.327
sdn,1970,53.703
sdn,1971,54.055
sdn,1972,54.377
sdn,1973,54.664
sdn,1974,54.915
sdn,1975,55.126
sdn,1976,55.3
sdn,1977,55.441
sdn,1978,55.558
sdn,1979,55.658
sdn,1980,55.748
sdn,1981,55.836
sdn,1982,55.925
sdn,1983,56.021
sdn,1984,56.129
sdn,1985,56.25
sdn,1986,56.382
sdn,1987,56.524
sdn,1988,56.675
sdn,1989,56.838
sdn,1990,57.022
sdn,1991,57.232
sdn,1992,57.475
sdn,1993,57.753
sdn,1994,58.065
sdn,1995,58.409
sdn,1996,58.782
sdn,1997,59.176
sdn,1998,59.583
sdn,1999,59.998
sdn,2000,60.416
sdn,2001,60.833
sdn,2002,61.25
sdn,2003,61.667
sdn,2004,62.081
sdn,2005,62.493
sdn,2006,62.906
sdn,2007,63.32
sdn,2008,63.734
sdn,2009,64.145
sdn,2010,64.545
sdn,2011,64.926
sdn,2012,65.284
sdn,2013,65.615
sdn,2014,65.919
sdn,2015,66.198
sdn,2016,66.457
sdn,2017,66.705
sdn,2018,66.947
sdn,2019,67.187
sdn,2020,67.429
sen,1960,38.983
sen,1961,39.151
sen,1962,39.244
sen,1963,39.272
sen,1964,39.256
sen,1965,39.228
sen,1966,39.222
sen,1967,39.278
sen,1968,39.43
sen,1969,39.708
sen,1970,40.143
sen,1971,40.757
sen,1972,41.534
sen,1973,42.45
sen,1974,43.483
sen,1975,44.6
sen,1976,45.761
sen,1977,46.929
sen,1978,48.074
sen,1979,49.174
sen,1980,50.234
sen,1981,51.272
sen,1982,52.313
sen,1983,53.362
sen,1984,54.404
sen,1985,55.41
sen,1986,56.343
sen,1987,57.171
sen,1988,57.868
sen,1989,58.422
sen,1990,58.817
sen,1991,59.048
sen,1992,59.14
sen,1993,59.134
sen,1994,59.063
sen,1995,58.97
sen,1996,58.896
sen,1997,58.874
sen,1998,58.931
sen,1999,59.091
sen,2000,59.368
sen,2001,59.764
sen,2002,60.253
sen,2003,60.812
sen,2004,61.428
sen,2005,62.094
sen,2006,62.806
sen,2007,63.554
sen,2008,64.322
sen,2009,65.088
sen,2010,65.829
sen,2011,66.521
sen,2012,67.152
sen,2013,67.717
sen,2014,68.21
sen,2015,68.634
sen,2016,68.999
sen,2017,69.324
sen,2018,69.627
sen,2019,69.918
sen,2020,70.203
sgp,1960,69.195
sgp,1961,69.586
sgp,1962,69.887
sgp,1963,70.111
sgp,1964,70.282
sgp,1965,70.433
sgp,1966,70.597
sgp,1967,70.796
sgp,1968,71.045
sgp,1969,71.35
sgp,1970,71.706
sgp,1971,72.096
sgp,1972,72.491
sgp,1973,72.871
sgp,1974,73.225
sgp,1975,73.55
sgp,1976,73.85
sgp,1977,74.136
sgp,1978,74.417
sgp,1979,74.697
sgp,1980,74.7
sgp,1981,75.2
sgp,1982,75.3
sgp,1983,75.7
sgp,1984,75.8
sgp,1985,76.4
sgp,1986,76.5
sgp,1987,76.7
sgp,1988,76.9
sgp,1989,77.2
sgp,1990,77.6
sgp,1991,77.9
sgp,1992,78.2
sgp,1993,78.3
sgp,1994,78.4
sgp,1995,78.6
sgp,1996,78.9
sgp,1997,79.1
sgp,1998,79.4
sgp,1999,79.6
sgp,2000,80
sgp,2001,80.3
sgp,2002,80.6
sgp,2003,81.6
sgp,2004,82
sgp,2005,82.5
sgp,2006,82.6
sgp,2007,82.9
sgp,2008,83.3
sgp,2009,83.7
sgp,2010,84
sgp,2011,84.1
sgp,2012,84.3
sgp,2013,84.5
sgp,2014,84.8
sgp,2015,85.1
sgp,2016,85.1
sgp,2017,85.4
sgp,2018,85.5
sgp,2019,85.9
sgp,2020,86.1
slb,1960,49.723
slb,1961,50.523
slb,1962,51.318
slb,1963,52.108
slb,1964,52.891
slb,1965,53.667
slb,1966,54.44
slb,1967,55.21
slb,1968,55.977
slb,1969,56.738
slb,1970,57.494
slb,1971,58.242
slb,1972,58.98
slb,1973,59.7
slb,1974,60.396
slb,1975,61.058
slb,1976,61.679
slb,1977,62.255
slb,1978,62.781
slb,1979,63.253
slb,1980,63.669
slb,1981,64.025
slb,1982,64.327
slb,1983,64.582
slb,1984,64.797
slb,1985,64.975
slb,1986,65.118
slb,1987,65.234
slb,1988,65.334
slb,1989,65.431
slb,1990,65.544
slb,1991,65.689
slb,1992,65.874
slb,1993,66.104
slb,1994,66.384
slb,1995,66.714
slb,1996,67.091
slb,1997,67.501
slb,1998,67.93
slb,1999,68.368
slb,2000,68.807
slb,2001,69.238
slb,2002,69.658
slb,2003,70.066
slb,2004,70.457
slb,2005,70.831
slb,2006,71.19
slb,2007,71.539
slb,2008,71.881
slb,2009,72.217
slb,2010,72.547
slb,2011,72.87
slb,2012,73.184
slb,2013,73.486
slb,2014,73.774
slb,2015,74.043
slb,2016,74.287
slb,2017,74.505
slb,2018,74.697
slb,2019,74.866
slb,2020,75.014
sle,1960,32.654
sle,1961,32.994
sle,1962,33.35
sle,1963,33.731
sle,1964,34.139
sle,1965,34.579
sle,1966,35.052
sle,1967,35.554
sle,1968,36.073
sle,1969,36.602
sle,1970,37.13
sle,1971,37.65
sle,1972,38.151
sle,1973,38.626
sle,1974,39.069
sle,1975,39.477
sle,1976,39.858
sle,1977,40.214
sle,1978,40.543
sle,1979,40.837
sle,1980,41.081
sle,1981,41.26
sle,1982,41.363
sle,1983,41.382
sle,1984,41.313
sle,1985,41.145
sle,1986,40.87
sle,1987,40.502
sle,1988,40.065
sle,1989,39.588
sle,1990,39.098
sle,1991,38.62
sle,1992,38.185
sle,1993,37.829
sle,1994,37.59
sle,1995,37.511
sle,1996,37.632
sle,1997,37.954
sle,1998,38.467
sle,1999,39.158
sle,2000,40.005
sle,2001,40.976
sle,2002,42.023
sle,2003,43.103
sle,2004,44.184
sle,2005,45.246
sle,2006,46.285
sle,2007,47.309
sle,2008,48.318
sle,2009,49.298
sle,2010,50.228
sle,2011,51.091
sle,2012,51.878
sle,2013,52.587
sle,2014,53.216
sle,2015,53.77
sle,2016,54.258
sle,2017,54.697
sle,2018,55.106
sle,2019,55.495
sle,2020,55.875
slv,1960,52.251
slv,1961,52.907
slv,1962,53.552
slv,1963,54.177
slv,1964,54.777
slv,1965,55.351
slv,1966,55.904
slv,1967,56.443
slv,1968,56.973
slv,1969,57.494
slv,1970,57.999
slv,1971,58.483
slv,1972,58.94
slv,1973,59.369
slv,1974,59.773
slv,1975,60.153
slv,1976,60.51
slv,1977,60.855
slv,1978,61.201
slv,1979,61.562
slv,1980,61.961
slv,1981,62.417
slv,1982,62.939
slv,1983,63.532
slv,1984,64.192
slv,1985,64.918
slv,1986,65.702
slv,1987,66.522
slv,1988,67.352
slv,1989,68.17
slv,1990,68.948
slv,1991,69.663
slv,1992,70.306
slv,1993,70.874
slv,1994,71.363
slv,1995,71.781
slv,1996,72.143
slv,1997,72.469
slv,1998,72.779
slv,1999,73.081
slv,2000,73.378
slv,2001,73.665
slv,2002,73.936
slv,2003,74.185
slv,2004,74.416
slv,2005,74.633
slv,2006,74.842
slv,2007,75.051
slv,2008,75.264
slv,2009,75.484
slv,2010,75.714
slv,2011,75.955
slv,2012,76.203
slv,2013,76.453
slv,2014,76.703
slv,2015,76.949
slv,2016,77.188
slv,2017,77.417
slv,2018,77.635
slv,2019,77.842
slv,2020,78.037
som,1960,38.525
som,1961,38.925
som,1962,39.327
som,1963,39.73
som,1964,40.135
som,1965,40.54
som,1966,40.944
som,1967,41.346
som,1968,41.743
som,1969,42.137
som,1970,42.526
som,1971,42.913
som,1972,43.298
som,1973,43.681
som,1974,44.063
som,1975,44.444
som,1976,44.827
som,1977,45.209
som,1978,45.588
som,1979,45.957
som,1980,46.316
som,1981,46.664
som,1982,46.996
som,1983,47.301
som,1984,47.565
som,1985,47.747
som,1986,47.796
som,1987,47.704
som,1988,47.493
som,1989,47.21
som,1990,46.95
som,1991,46.83
som,1992,46.934
som,1993,47.299
som,1994,47.921
som,1995,48.744
som,1996,49.669
som,1997,50.575
som,1998,51.367
som,1999,52.007
som,2000,52.484
som,2001,52.827
som,2002,53.104
som,2003,53.372
som,2004,53.653
som,2005,53.957
som,2006,54.282
som,2007,54.615
som,2008,54.947
som,2009,55.28
som,2010,55.623
som,2011,55.982
som,2012,56.363
som,2013,56.765
som,2014,57.182
som,2015,57.605
som,2016,58.022
som,2017,58.42
som,2018,58.791
som,2019,59.132
som,2020,59.443
srb,1991,74.1
srb,1997,74.6
srb,2000,74.4
srb,2001,75
srb,2002,75
srb,2003,75.1
srb,2004,75.5
srb,2005,75.6
srb,2006,76.1
srb,2007,76.5
srb,2008,76.6
srb,2009,76.7
srb,2010,77
srb,2011,77.2
srb,2012,77.5
srb,2013,77.9
srb,2014,78
srb,2015,77.9
srb,2016,78.3
srb,2017,78.1
srb,2018,78.4
srb,2019,78.6
srb,2020,77.2
ssd,1960,33.142
ssd,1961,33.57
ssd,1962,33.995
ssd,1963,34.421
ssd,1964,34.849
ssd,1965,35.276
ssd,1966,35.696
ssd,1967,36.105
ssd,1968,36.499
ssd,1969,36.88
ssd,1970,37.256
ssd,1971,37.636
ssd,1972,38.028
ssd,1973,38.431
ssd,1974,38.84
ssd,1975,39.234
ssd,1976,39.589
ssd,1977,39.89
ssd,1978,40.133
ssd,1979,40.327
ssd,1980,40.494
ssd,1981,40.66
ssd,1982,40.859
ssd,1983,41.116
ssd,1984,41.447
ssd,1985,41.865
ssd,1986,42.374
ssd,1987,42.956
ssd,1988,43.591
ssd,1989,44.263
ssd,1990,44.957
ssd,1991,45.657
ssd,1992,46.347
ssd,1993,47.015
ssd,1994,47.647
ssd,1995,48.228
ssd,1996,48.747
ssd,1997,49.21
ssd,1998,49.631
ssd,1999,50.02
ssd,2000,50.398
ssd,2001,50.786
ssd,2002,51.205
ssd,2003,51.668
ssd,2004,52.183
ssd,2005,52.753
ssd,2006,53.379
ssd,2007,54.043
ssd,2008,54.722
ssd,2009,55.399
ssd,2010,56.048
ssd,2011,56.645
ssd,2012,57.178
ssd,2013,57.642
ssd,2014,58.034
ssd,2015,58.362
ssd,2016,58.64
ssd,2017,58.891
ssd,2018,59.135
ssd,2019,59.383
ssd,2020,59.64
stp,1960,52.046
stp,1961,52.596
stp,1962,53.133
stp,1963,53.651
stp,1964,54.149
stp,1965,54.625
stp,1966,55.084
stp,1967,55.534
stp,1968,55.984
stp,1969,56.438
stp,1970,56.907
stp,1971,57.402
stp,1972,57.922
stp,1973,58.461
stp,1974,59.008
stp,1975,59.554
stp,1976,60.086
stp,1977,60.586
stp,1978,61.033
stp,1979,61.41
stp,1980,61.691
stp,1981,61.852
stp,1982,61.892
stp,1983,61.823
stp,1984,61.658
stp,1985,61.419
stp,1986,61.13
stp,1987,60.826
stp,1988,60.544
stp,1989,60.312
stp,1990,60.156
stp,1991,60.09
stp,1992,60.11
stp,1993,60.214
stp,1994,60.407
stp,1995,60.694
stp,1996,61.079
stp,1997,61.551
stp,1998,62.095
stp,1999,62.697
stp,2000,63.344
stp,2001,64.021
stp,2002,64.716
stp,2003,65.414
stp,2004,66.1
stp,2005,66.763
stp,2006,67.399
stp,2007,68.01
stp,2008,68.595
stp,2009,69.15
stp,2010,69.67
stp,2011,70.154
stp,2012,70.601
stp,2013,71.015
stp,2014,71.394
stp,2015,71.739
stp,2016,72.05
stp,2017,72.329
stp,2018,72.583
stp,2019,72.814
stp,2020,73.029
sur,1960,61.566
sur,1961,61.951
sur,1962,62.315
sur,1963,62.665
sur,1964,63.006
sur,1965,63.345
sur,1966,63.692
sur,1967,64.047
sur,1968,64.41
sur,1969,64.779
sur,1970,65.144
sur,1971,65.492
sur,1972,65.813
sur,1973,66.107
sur,1974,66.376
sur,1975,66.638
sur,1976,66.913
sur,1977,67.218
sur,1978,67.561
sur,1979,67.939
sur,1980,68.343
sur,1981,68.753
sur,1982,69.146
sur,1983,69.503
sur,1984,69.814
sur,1985,70.074
sur,1986,70.284
sur,1987,70.454
sur,1988,70.595
sur,1989,70.713
sur,1990,70.812
sur,1991,70.895
sur,1992,70.965
sur,1993,71.026
sur,1994,71.081
sur,1995,71.132
sur,1996,71.175
sur,1997,71.211
sur,1998,71.245
sur,1999,71.285
sur,2000,71.348
sur,2001,71.452
sur,2002,71.606
sur,2003,71.813
sur,2004,72.069
sur,2005,72.363
sur,2006,72.679
sur,2007,72.996
sur,2008,73.297
sur,2009,73.57
sur,2010,73.807
sur,2011,74.007
sur,2012,74.178
sur,2013,74.328
sur,2014,74.461
sur,2015,74.584
sur,2016,74.701
sur,2017,74.817
sur,2018,74.937
sur,2019,75.063
sur,2020,75.195
svk,1960,72.206
svk,1961,72.588
svk,1962,72.875
svk,1963,73.076
svk,1964,73.204
svk,1965,73.276
svk,1966,73.308
svk,1967,73.315
svk,1968,73.317
svk,1969,73.326
svk,1970,73.358
svk,1971,73.418
svk,1972,73.504
svk,1973,73.608
svk,1974,73.729
svk,1975,73.862
svk,1976,73.999
svk,1977,74.132
svk,1978,74.256
svk,1979,74.367
svk,1980,74.25
svk,1981,74.65
svk,1982,74.72
svk,1983,74.51
svk,1984,74.91
svk,1985,74.74
svk,1986,74.75
svk,1987,75.13
svk,1988,75.5
svk,1989,75.38
svk,1990,75.44
svk,1991,75.17
svk,1992,76.2
svk,1993,76.7
svk,1994,76.5
svk,1995,76.3
svk,1996,76.7
svk,1997,76.7
svk,1998,76.7
svk,1999,77
svk,2000,77.2
svk,2001,77.5
svk,2002,77.6
svk,2003,77.6
svk,2004,77.8
svk,2005,77.9
svk,2006,78.2
svk,2007,78.1
svk,2008,78.7
svk,2009,78.7
svk,2010,78.8
svk,2011,79.8
svk,2012,79.9
svk,2013,80.1
svk,2014,80.5
svk,2015,80.2
svk,2016,80.7
svk,2017,80.7
svk,2018,80.8
svk,2019,81.2
svk,2020,80.4
svn,1960,72
svn,1961,72
svn,1962,72
svn,1963,71.9
svn,1964,72.3
svn,1965,71.9
svn,1966,72.7
svn,1967,72.9
svn,1968,72.4
svn,1969,72.1
svn,1970,72.4
svn,1971,72.65
svn,1972,72.9
svn,1973,73.4
svn,1974,73.9
svn,1975,74.2
svn,1976,74.2
svn,1977,74.5
svn,1978,74.8
svn,1979,74.9
svn,1980,75.1
svn,1981,75.2
svn,1982,75.1
svn,1983,75.1
svn,1984,75
svn,1985,75.5
svn,1986,75.9
svn,1987,76.1
svn,1988,76.8
svn,1989,76.7
svn,1990,77.2
svn,1991,77.4
svn,1992,77.3
svn,1993,77.3
svn,1994,77.4
svn,1995,77.8
svn,1996,78.3
svn,1997,78.6
svn,1998,78.7
svn,1999,78.8
svn,2000,79.1
svn,2001,79.6
svn,2002,79.9
svn,2003,80.7
svn,2004,81.1
svn,2005,81.3
svn,2006,81.8
svn,2007,82.3
svn,2008,82.3
svn,2009,82.3
svn,2010,82.7
svn,2011,83.3
svn,2012,83.3
svn,2013,83.6
svn,2014,84.1
svn,2015,83.9
svn,2016,84.3
svn,2017,84
svn,2018,84.4
svn,2019,84.5
svn,2020,83.4
swe,1960,74.87
swe,1961,75.39
swe,1962,75.43
swe,1963,75.64
swe,1964,75.91
swe,1965,76.1
swe,1966,76.45
swe,1967,76.54
swe,1968,76.37
swe,1969,76.61
swe,1970,77.2
swe,1971,77.4
swe,1972,77.53
swe,1973,77.71
swe,1974,77.9
swe,1975,77.94
swe,1976,77.94
swe,1977,78.54
swe,1978,78.66
swe,1979,78.71
swe,1980,78.85
swe,1981,79.13
swe,1982,79.38
swe,1983,79.63
swe,1984,79.93
swe,1985,79.7
swe,1986,80.03
swe,1987,80.15
swe,1988,79.95
swe,1989,80.8
swe,1990,80.4
swe,1991,80.53
swe,1992,80.78
swe,1993,80.77
swe,1994,81.37
swe,1995,81.45
swe,1996,81.52
swe,1997,81.82
swe,1998,81.9
swe,1999,81.9
swe,2000,82
swe,2001,82.1
swe,2002,82.1
swe,2003,82.4
swe,2004,82.7
swe,2005,82.8
swe,2006,82.9
swe,2007,83
swe,2008,83.2
swe,2009,83.4
swe,2010,83.5
swe,2011,83.8
swe,2012,83.6
swe,2013,83.8
swe,2014,84.2
swe,2015,84.1
swe,2016,84.1
swe,2017,84.1
swe,2018,84.3
swe,2019,84.8
swe,2020,84.2
swz,1960,45.69
swz,1961,46.05
swz,1962,46.404
swz,1963,46.759
swz,1964,47.125
swz,1965,47.513
swz,1966,47.937
swz,1967,48.403
swz,1968,48.916
swz,1969,49.477
swz,1970,50.085
swz,1971,50.732
swz,1972,51.41
swz,1973,52.107
swz,1974,52.819
swz,1975,53.545
swz,1976,54.288
swz,1977,55.051
swz,1978,55.832
swz,1979,56.625
swz,1980,57.435
swz,1981,58.266
swz,1982,59.112
swz,1983,59.953
swz,1984,60.765
swz,1985,61.529
swz,1986,62.229
swz,1987,62.839
swz,1988,63.326
swz,1989,63.65
swz,1990,63.765
swz,1991,63.631
swz,1992,63.234
swz,1993,62.571
swz,1994,61.641
swz,1995,60.412
swz,1996,58.85
swz,1997,57
swz,1998,54.947
swz,1999,52.795
swz,2000,50.678
swz,2001,48.73
swz,2002,47.061
swz,2003,45.77
swz,2004,44.929
swz,2005,44.595
swz,2006,44.777
swz,2007,45.398
swz,2008,46.371
swz,2009,47.645
swz,2010,49.191
swz,2011,50.997
swz,2012,53.012
swz,2013,55.154
swz,2014,57.322
swz,2015,59.383
swz,2016,61.214
swz,2017,62.753
swz,2018,63.968
swz,2019,64.845
swz,2020,65.411
sxm,2007,76.9
sxm,2008,77.2
sxm,2009,78.2
sxm,2012,77.1
sxm,2014,80.5
sxm,2015,80.6
sxm,2016,82.8
syc,1980,73.9
syc,1981,72.8
syc,1982,74.6
syc,1983,75.3
syc,1984,73.6
syc,1985,76.1
syc,1986,72.6
syc,1987,73
syc,1988,72.8
syc,1989,73.4
syc,1990,74.1
syc,1991,76.5
syc,1992,76.9
syc,1993,75
syc,1994,75.8
syc,1995,79.5
syc,1996,77.4
syc,1997,77
syc,1998,76.1
syc,1999,78.2
syc,2000,77.9
syc,2001,79.4
syc,2002,75.8
syc,2003,76.1
syc,2004,76.4
syc,2005,77.1
syc,2006,75.7
syc,2007,77.6
syc,2008,78.9
syc,2009,78
syc,2010,77.5
syc,2011,78
syc,2012,79.5
syc,2013,76.5
syc,2014,78.3
syc,2015,78.7
syc,2016,80.2
syc,2017,78.5
syc,2018,77.4
syc,2019,78.4
syc,2020,82
syr,1960,53.389
syr,1961,54
syr,1962,54.619
syr,1963,55.247
syr,1964,55.887
syr,1965,56.546
syr,1966,57.231
syr,1967,57.944
syr,1968,58.683
syr,1969,59.443
syr,1970,60.217
syr,1971,60.993
syr,1972,61.76
syr,1973,62.509
syr,1974,63.232
syr,1975,63.928
syr,1976,64.595
syr,1977,65.239
syr,1978,65.866
syr,1979,66.476
syr,1980,67.072
syr,1981,67.657
syr,1982,68.232
syr,1983,68.795
syr,1984,69.345
syr,1985,69.876
syr,1986,70.382
syr,1987,70.859
syr,1988,71.304
syr,1989,71.718
syr,1990,72.104
syr,1991,72.467
syr,1992,72.813
syr,1993,73.147
syr,1994,73.474
syr,1995,73.794
syr,1996,74.108
syr,1997,74.411
syr,1998,74.705
syr,1999,74.989
syr,2000,75.274
syr,2001,75.57
syr,2002,75.88
syr,2003,76.196
syr,2004,76.505
syr,2005,76.774
syr,2006,76.962
syr,2007,77.05
syr,2008,77.034
syr,2009,76.931
syr,2010,76.778
syr,2011,76.624
syr,2012,76.522
syr,2013,76.51
syr,2014,76.601
syr,2015,76.798
syr,2016,77.084
syr,2017,77.418
syr,2018,77.763
syr,2019,78.103
syr,2020,78.419
tcd,1960,40.163
tcd,1961,40.322
tcd,1962,40.475
tcd,1963,40.626
tcd,1964,40.782
tcd,1965,40.965
tcd,1966,41.195
tcd,1967,41.485
tcd,1968,41.837
tcd,1969,42.244
tcd,1970,42.686
tcd,1971,43.137
tcd,1972,43.568
tcd,1973,43.961
tcd,1974,44.306
tcd,1975,44.605
tcd,1976,44.871
tcd,1977,45.123
tcd,1978,45.38
tcd,1979,45.646
tcd,1980,45.924
tcd,1981,46.214
tcd,1982,46.507
tcd,1983,46.795
tcd,1984,47.072
tcd,1985,47.332
tcd,1986,47.568
tcd,1987,47.778
tcd,1988,47.961
tcd,1989,48.117
tcd,1990,48.248
tcd,1991,48.356
tcd,1992,48.449
tcd,1993,48.533
tcd,1994,48.61
tcd,1995,48.68
tcd,1996,48.737
tcd,1997,48.782
tcd,1998,48.819
tcd,1999,48.856
tcd,2000,48.906
tcd,2001,48.978
tcd,2002,49.086
tcd,2003,49.241
tcd,2004,49.45
tcd,2005,49.731
tcd,2006,50.096
tcd,2007,50.54
tcd,2008,51.049
tcd,2009,51.608
tcd,2010,52.188
tcd,2011,52.759
tcd,2012,53.294
tcd,2013,53.777
tcd,2014,54.196
tcd,2015,54.552
tcd,2016,54.856
tcd,2017,55.132
tcd,2018,55.4
tcd,2019,55.669
tcd,2020,55.945
tgo,1960,41.225
tgo,1961,41.904
tgo,1962,42.58
tgo,1963,43.253
