geo,time,gc_tax_gsrv_cn
tha,2011,884855460000
tha,2012,915675096763.31006
tha,2013,1127910153218.3501
tha,2014,1088958107220.45996
tha,2015,1205012277740.03003
tha,2016,1231524698476.55005
tha,2017,1286046666212.32007
tha,2018,1352993046182.54004
tha,2019,1325739314840.43994
tjk,1998,61043000
tjk,1999,80880000
tjk,2000,103994000
tjk,2001,153256000
tjk,2003,367686000
tjk,2004,470671000
tls,2010,38887797.76798
tls,2011,54387462.77222
tls,2012,68195343.68
tls,2013,66900000
tls,2014,90209041
tls,2015,94748807
tls,2016,72709790.04
tls,2017,68800760.4
tls,2018,70222450.14271
tls,2019,69055808.35
tto,2001,3471200000
tto,2002,3840100000
tto,2003,3588800000
tto,2004,4584400000
tto,2005,4588900000
tto,2006,5324600000
tto,2007,6080300000
tto,2008,7716800000
tto,2009,6429000000
tto,2010,7436700000
tto,2011,6753400000
tto,2012,7925500000
tto,2013,8295000000
tto,2014,7384100000
tto,2015,8903700000
tto,2016,8716100000
tto,2017,8716100000
tto,2018,8824500000
tun,1972,83500000
tun,1973,93500000
tun,1974,109200000
tun,1975,131600000
tun,1976,151800000
tun,1977,191900000
tun,1978,219500000
tun,1979,243000000
tun,1980,265500000
tun,1981,335500000
tun,1982,377200000
tun,1983,432800000
tun,1984,492100000
tun,1985,502200000
tun,1986,566300000
tun,1987,601300000
tun,1988,627000000
tun,1989,638300000
tun,1990,709000000
tun,1991,855100000
tun,1992,923000000
tun,1993,997700000
tun,1994,1057900000
tun,1995,1093400000
tun,1996,1178300000
tun,1997,2074700000
tun,1998,2384200000
tun,1999,2750900000
tun,2000,3018000000
tun,2001,3284000000
tun,2002,3371900000
tun,2003,3489000000
tun,2004,3835200000
tun,2005,3999400000
tun,2006,4250900000
tun,2007,4581400000
tun,2008,5287500000
tun,2009,5632900000
tun,2010,6018900000
tun,2011,6122900000
tun,2012,6928100000
tur,1972,15600
tur,1973,19400
tur,1974,22600
tur,1975,32800
tur,1976,44400
tur,1977,50700
tur,1978,63800
tur,1979,102200
tur,1980,197900
tur,1981,301300
tur,1983,537100
tur,1984,636100
tur,1985,1317100
tur,1986,2173900
tur,1987,3444000
tur,1988,5590400
tur,1989,9183000
tur,1990,17252200
tur,1991,31141200
tur,1992,59438000
tur,1993,114701000
tur,1994,271333000
tur,1995,551188000
tur,1996,1255413000
tur,1997,2855262000
tur,1998,4905317000
tur,2008,109419064362.87
tur,2009,112866501763.28999
tur,2010,142765381897.43301
tur,2011,168916348283.16
tur,2012,182581496620.81
tur,2013,230299261686.32999
tur,2014,240167519327.64001
tur,2015,283747382592.65002
tur,2016,312580894972.39001
tur,2017,356771475434.17999
tur,2018,391579988888.59998
tur,2019,426274303148.75
tur,2020,560500327189.68994
tza,2009,2241586000000
tza,2010,2241586000000
tza,2011,2572909000000
tza,2012,3523150300000
tza,2013,3985112600000
tza,2014,4600548205000
tza,2015,5082605898000
tza,2016,6132957800000
tza,2017,7349181320000
tza,2018,8274387830000
uga,2015,5427541712868.46973
uga,2016,5989137027057.40039
uga,2017,6775669690467.99023
uga,2018,7647380696595.1709
uga,2019,8690303865222.23047
ukr,1999,11395200000
ukr,2000,15362100000
ukr,2001,15871600000
ukr,2002,18368258590
ukr,2003,18876354928.78
ukr,2004,23220400000
ukr,2005,43793700000
ukr,2006,62242700000
ukr,2007,73629000000
ukr,2008,108889334000
ukr,2009,109821100000
ukr,2010,118800480000
ukr,2011,167786500000
ukr,2012,181509000000
ukr,2013,181864000000
ukr,2014,209003600000
ukr,2015,286484200000
ukr,2016,335254300000
ukr,2017,430554400000
ukr,2018,503723600000
ukr,2019,515611500000
ury,1972,70000
ury,1973,187000
ury,1974,352000
ury,1975,729000
ury,1976,1219000
ury,1977,1925000
ury,1978,2916000
ury,1979,5029000
ury,1980,8894000
ury,1981,12764000
ury,1982,11825000
ury,1983,15718000
ury,1984,24037000
ury,1985,48750000
ury,1986,95781000
ury,1987,163145000
ury,1988,288370000
ury,1989,502790000
ury,1990,943000000
ury,1991,2069000000
ury,1992,3803000000
ury,1993,5373000000
ury,1994,7875000000
ury,1995,11156000000
ury,1996,15234000000
ury,1997,24539000000
ury,1998,28293000000
ury,1999,28322000000
ury,2000,23948000000
ury,2001,31446317735.3
ury,2002,32781424829
ury,2003,41480963494.7
ury,2004,51104258358
ury,2005,56699586945
ury,2006,65275319921
ury,2007,74372594744
ury,2008,80550503937
ury,2009,84675026648.15558
ury,2010,96434968047.57289
ury,2011,101647200000
ury,2012,112498600000
ury,2013,123797000000
ury,2014,137346500000
ury,2015,146756800000
ury,2016,156344900000
ury,2017,168754000000
ury,2018,177713700000
ury,2019,189169005339.19199
usa,1972,15280000000
usa,1973,16050000000
usa,1974,16630000000
usa,1975,16410000000
usa,1976,16830000000
usa,1977,17370000000
usa,1978,18150000000
usa,1979,18540000000
usa,1980,24080000000
usa,1981,40680000000
usa,1982,36140000000
usa,1983,35180000000
usa,1984,37050000000
usa,1985,35670000000
usa,1986,32490000000
usa,1987,32010000000
usa,1988,35020000000
usa,1989,33580000000
usa,1990,34880000000
usa,1991,41860000000
usa,1992,45050000000
usa,1993,47530000000
usa,1994,54630000000
usa,1995,56920000000
usa,1996,53450000000
usa,1997,56060000000
usa,1998,56430000000
usa,1999,68920000000
usa,2000,67130000000
usa,2001,64647200000
usa,2002,66886000000
usa,2003,68749300000
usa,2004,71980500000
usa,2005,74076400000
usa,2006,72560600000
usa,2007,65832100000
usa,2008,64744500000
usa,2009,68302900000
usa,2010,68176900000
usa,2011,76732000000
usa,2012,81661400000
usa,2013,90009400000
usa,2014,98929400000
usa,2015,102196400000
usa,2016,98905400000
usa,2017,92416400000
usa,2018,109466400000
usa,2019,95927400000
usa,2020,84092400000
uzb,2011,6359691500000
uzb,2012,8439411500000
uzb,2013,10907940000000
uzb,2014,13408324330870
uzb,2015,15275568395570
uzb,2016,16610888801140
uzb,2017,21376491988630
uzb,2018,40844813235780
uzb,2019,48014757786200
vct,1990,19900000
vct,1991,17500000
vct,1992,18300000
vct,1993,17300000
vct,1994,18000000
vct,1995,20200000
vct,1996,22500000
vct,1997,24600000
vct,1998,24400000
vct,1999,27300000
vct,2000,51460000
vct,2001,55410000
vct,2002,55770000
vct,2003,59870000
vct,2004,69960000
vct,2005,73260000
vct,2006,98170000
vct,2007,185310000
vct,2008,245820000
vct,2009,236783708
vct,2010,227964597
vct,2011,213730145
vct,2012,224352198
vct,2013,223298835
vct,2014,204810000
vct,2015,221160000
vct,2016,264270000
vct,2017,265650000
vut,1990,1252900000
vut,1995,2112000000
vut,1996,2125000000
vut,1997,2362000000
vut,1998,2782000000
vut,1999,3369000000
vut,2009,6512500000
vut,2010,7867600000
vut,2011,8696200000
vut,2012,8913350000
vut,2013,10071253000
vut,2014,10654561300
vut,2015,10116227000
vut,2016,10674777000
vut,2017,12231600000
vut,2018,13720782224
vut,2019,14664547013
wsm,2012,237238975.63
wsm,2013,265191600.54
wsm,2014,279168545.87
wsm,2015,290422089.22
wsm,2016,335079733.48
wsm,2017,351563986.69
wsm,2018,359177622.64
wsm,2019,388015921.47
zaf,1972,780000000
zaf,1973,893000000
zaf,1974,912000000
zaf,1975,1184000000
zaf,1976,1476000000
zaf,1977,1688000000
zaf,1978,2301000000
zaf,1979,2856000000
zaf,1980,3609000000
zaf,1981,4379000000
zaf,1982,5575000000
zaf,1983,6582000000
zaf,1984,8924000000
zaf,1985,10872000000
zaf,1986,12020000000
zaf,1987,14618000000
zaf,1988,18715000000
zaf,1989,24575000000
zaf,1990,26796000000
zaf,1991,29293000000
zaf,1992,29579000000
zaf,1993,39530000000
zaf,1994,45017000000
zaf,1995,50576000000
zaf,1996,56721000000
zaf,1997,64087300000
zaf,1998,70319200000
zaf,1999,77485300000
zaf,2000,84249400000
zaf,2001,93027000000
zaf,2002,104511000000
zaf,2003,119780200000
zaf,2004,144337000000
zaf,2005,166582000000
zaf,2006,190829000000
zaf,2007,215851000000
zaf,2008,220765000000
zaf,2009,218183000000
zaf,2010,272096531402.07999
zaf,2011,283126000000
zaf,2012,316613218305.21002
zaf,2013,347429899449.10797
zaf,2014,392191320937.71698
zaf,2015,437366296825.06799
zaf,2016,454725827241.51202
zaf,2017,439925524203.92706
zaf,2018,477634931479.44495
zaf,2019,508441447492.14001
zmb,1990,8780100
zmb,1991,12397900
zmb,1992,43729600
zmb,1993,55350200
zmb,1994,125912200
zmb,1995,136100000
zmb,1996,365702100
zmb,1997,478500000
zmb,1998,484600000
zmb,1999,662300000
zmb,2003,1423624290.977
zmb,2004,1996618066.904
zmb,2005,2352942905.945
zmb,2006,2674700000
zmb,2007,3496647071.688
zmb,2008,3802787707.821
zmb,2009,3599399466.251
zmb,2010,4803647539.707
zmb,2011,5742085000
zmb,2012,7163539000
zmb,2013,10215124000
zmb,2014,13339680000
zmb,2015,11813253000
zmb,2016,11932770000
zmb,2017,17971080879.54
zmb,2018,21354903166
zmb,2019,22023471936
zwe,2009,288277182.67
zwe,2010,676763896.98
zwe,2011,977896012.1
zwe,2012,1250119582
zwe,2015,1778422533.87
zwe,2016,1652936750
zwe,2017,1795066163
zwe,2018,2329980427
