geo,time,se_prm_enrr_ma
arg,1977,107.27451
arg,1978,106.15659
arg,1979,107.31684
arg,1980,107.39764
arg,1981,108.33099
arg,1982,108.82513
arg,1984,106.6979
arg,1985,106.48924
arg,1986,107.96715
arg,1987,107.82204
arg,1988,105.63256
arg,1990,107.7932
arg,1991,109.81437
arg,1996,111.07569
arg,1997,107.38012
arg,1998,112.34847
arg,1999,114.70055
arg,2000,116.20768
arg,2001,116.68892
arg,2002,117.19586
arg,2003,114.89827
arg,2004,116.31495
arg,2005,115.83309
arg,2006,117.54472
arg,2007,118.22478
arg,2008,118.83083
arg,2009,118.17002
arg,2010,117.70344
arg,2011,116.28639
arg,2012,114.89138
arg,2013,112.47753
arg,2014,111.57263
arg,2015,111.3687
arg,2016,110.86754
arg,2017,109.85108
arg,2018,109.60441
arg,2019,109.41289
arm,1991,102.36979
arm,1992,100.13567
arm,1993,103.58512
arm,1994,95.14137
arm,1995,91.36811
arm,1996,91.73385
arm,1997,122.51556
arm,1999,126.46702
arm,2000,98.02924
arm,2001,101.0499
arm,2002,95.23297
arm,2003,94.24474
arm,2004,94.66378
arm,2005,94.61534
arm,2006,98.99294
arm,2007,112.13191
arm,2008,113.41875
arm,2009,109.19344
arm,2010,97.65404
arm,2011,97.64802
arm,2012,98.31203
arm,2013,97.87988
arm,2014,96.28312
arm,2015,94.33617
arm,2016,94.12774
arm,2017,93.94301
arm,2018,92.73222
arm,2019,91.61639
arm,2020,90.76177
asm,1982,99.54687
asm,1983,99.80287
asm,1984,105.05944
asm,1985,108.24604
asm,1986,105.63017
asm,1987,101.29142
asm,1988,98.47399
asm,1989,97.91528
asm,1990,97.8425
asm,1991,91.39214
asm,1992,86.5769
atg,1971,73.70125
atg,1974,78.60853
atg,1975,89.34636
atg,1976,95.13946
atg,1977,90.68512
atg,1978,91.70841
atg,1979,85.16503
atg,1984,118.65787
atg,1992,104.92458
atg,2007,116.63378
atg,2008,117.3043
atg,2009,114.30253
atg,2010,117.20388
atg,2011,114.65482
atg,2012,110.65004
atg,2014,108.73686
atg,2015,106.77373
atg,2017,104.49207
atg,2018,105.43367
aus,1971,111.38791
aus,1972,110.75154
aus,1973,110.02066
aus,1974,105.20544
aus,1975,108.47527
aus,1976,109.60893
aus,1977,111.6785
aus,1978,112.83344
aus,1979,112.43756
aus,1980,111.6685
aus,1981,110.40754
aus,1982,109.23575
aus,1983,107.95166
aus,1984,107.23197
aus,1985,105.27329
aus,1986,105.71012
aus,1987,106.03417
aus,1988,106.53425
aus,1989,106.73885
aus,1990,106.51845
aus,1991,106.30298
aus,1992,106.17143
aus,1993,106.10698
aus,1994,106.03477
aus,1995,101.50596
aus,1996,101.63714
aus,1997,101.03267
aus,1998,100.45527
aus,1999,99.82916
aus,2000,99.65351
aus,2001,99.47181
aus,2002,100.42207
aus,2003,100.57962
aus,2004,101.28787
aus,2005,101.96088
aus,2006,102.67289
aus,2007,104.72852
aus,2008,104.81534
aus,2009,105.18319
aus,2010,105.71003
aus,2011,105.83077
aus,2012,106.18947
aus,2013,106.14446
aus,2014,105.5852
aus,2015,101.5856
aus,2016,100.7552
aus,2017,100.34376
aus,2018,100.21372
aus,2019,99.76533
aut,1971,103.87286
aut,1972,103.17966
aut,1973,101.42575
aut,1974,100.13345
aut,1975,99.97985
aut,1976,99.5964
aut,1977,99.79929
aut,1978,97.65746
aut,1979,97.06422
aut,1980,96.50847
aut,1981,96.68265
aut,1982,97.64517
aut,1983,97.36231
aut,1984,97.36241
aut,1985,96.87061
aut,1986,99.99775
aut,1987,101.63716
aut,1988,104.52657
aut,1989,106.08744
aut,1990,105.49576
aut,1991,104.23488
aut,1992,104.19611
aut,1993,103.56439
aut,1994,102.71066
aut,1995,102.81195
aut,1996,102.74916
aut,1997,103.25048
aut,1998,104.0625
aut,1999,104.24583
aut,2000,104.19459
aut,2001,103.46453
aut,2002,101.73079
aut,2003,100.74944
aut,2004,100.64542
aut,2005,100.90761
aut,2006,101.97006
aut,2007,102.28672
aut,2008,101.5459
aut,2009,100.74835
aut,2010,100.42201
aut,2011,100.20151
aut,2012,101.00969
aut,2013,101.75374
aut,2014,101.94677
aut,2015,102.44831
aut,2016,102.51779
aut,2017,103.2499
aut,2018,103.57422
aut,2019,103.43976
aze,1991,114.63143
aze,1992,112.77078
aze,1993,112.36528
aze,1994,115.51006
aze,1995,106.69442
aze,1996,89.79708
aze,1997,95.53689
aze,1998,93.72389
aze,1999,95.45075
aze,2000,98.09772
aze,2001,99.63964
aze,2002,99.53118
aze,2003,98.96466
aze,2004,99.02207
aze,2005,98.17213
aze,2006,97.23973
aze,2007,94.91137
aze,2008,94.30764
aze,2009,95.54982
aze,2010,94.22297
aze,2011,96.44974
aze,2012,98.88866
aze,2013,101.97485
aze,2014,106.55592
aze,2015,107.44336
aze,2016,106.9224
aze,2017,102.52004
aze,2018,99.47112
aze,2019,96.5602
aze,2020,93.88292
bdi,1971,37.86521
bdi,1972,36.29524
bdi,1973,30.12473
bdi,1974,27.01517
bdi,1975,27.15299
bdi,1976,26.61109
bdi,1977,26.55069
bdi,1978,28.48382
bdi,1979,28.55412
bdi,1980,30.92291
bdi,1981,33.7197
bdi,1982,39.72799
bdi,1983,48.27105
bdi,1984,53.87245
bdi,1985,58.35033
bdi,1986,62.16107
bdi,1987,68.47683
bdi,1988,75.14115
bdi,1989,75.93677
bdi,1990,76.20868
bdi,1991,76.63238
bdi,1992,73.69568
bdi,1993,72.49683
bdi,1995,54.74242
bdi,1996,41.52357
bdi,1997,43.15857
bdi,1998,52.32816
bdi,1999,62.85525
bdi,2000,64.56958
bdi,2001,67.87605
bdi,2002,73.7667
bdi,2003,79.02696
bdi,2004,83.38858
bdi,2005,87.27498
bdi,2006,107.83909
bdi,2007,119.57986
bdi,2008,126.08802
bdi,2009,133.67375
bdi,2010,137.9514
bdi,2011,140.36417
bdi,2012,138.08012
bdi,2013,135.31915
bdi,2014,132.13835
bdi,2015,129.00256
bdi,2016,126.59571
bdi,2017,122.94123
bdi,2018,120.67049
bdi,2019,118.08846
bdi,2021,114.37378
bel,1971,109.01056
bel,1972,107.83959
bel,1973,100.74033
bel,1974,103.64514
bel,1975,104.04535
bel,1976,104.85562
bel,1977,105.29582
bel,1978,105.13108
bel,1979,104.10623
bel,1980,104.26874
bel,1981,103.66424
bel,1982,102.95121
bel,1983,99.42584
bel,1984,98.43192
bel,1985,97.76149
bel,1986,98.31717
bel,1987,99.20808
bel,1988,100.34394
bel,1989,100.68074
bel,1990,100.17272
bel,1991,99.14735
bel,1992,97.96965
bel,1993,102.60664
bel,1994,102.08865
bel,1995,102.10333
bel,1996,102.29454
bel,1999,104.22233
bel,2000,105.11682
bel,2001,104.39378
bel,2002,103.51315
bel,2003,102.79345
bel,2004,100.97505
bel,2005,100.68205
bel,2006,101.01987
bel,2007,101.68722
bel,2008,102.27424
bel,2009,102.29118
bel,2010,102.04114
bel,2011,102.04789
bel,2012,102.46356
bel,2013,103.75601
bel,2014,103.66256
bel,2015,103.24168
bel,2016,103.37549
bel,2017,103.85522
bel,2018,103.11048
bel,2019,102.07733
ben,1971,48.13589
ben,1972,51.88576
ben,1973,56.98052
ben,1974,54.7918
ben,1975,64.0632
ben,1976,65.67595
ben,1977,68.71605
ben,1978,69.08384
ben,1979,77.19339
ben,1980,77.1293
ben,1981,81.82636
ben,1982,87.4718
ben,1983,89.25797
ben,1984,85.68705
ben,1985,85.69174
ben,1986,82.75975
ben,1987,83.03107
ben,1988,81.45415
ben,1989,80.59883
ben,1990,67.47252
ben,1991,77.32357
ben,1992,81.1197
ben,1993,87.15547
ben,1994,86.10059
ben,1995,89.52344
ben,1996,91.54774
ben,1997,95.01197
ben,1998,96.96621
ben,1999,95.69741
ben,2000,97.73055
ben,2001,106.70974
ben,2002,111.71208
ben,2003,114.71011
ben,2004,117.2493
ben,2005,112.42881
ben,2006,111.19016
ben,2008,121.68925
ben,2009,126.14902
ben,2010,126.93673
ben,2011,129.43555
ben,2012,133.31485
ben,2013,134.35422
ben,2014,134.62283
ben,2015,137.18523
ben,2016,135.14809
ben,2017,130.83594
ben,2018,125.84506
ben,2019,120.89842
ben,2020,118.50209
bfa,1971,15.30143
bfa,1972,15.83076
bfa,1973,16.19186
bfa,1974,16.7326
bfa,1975,17.41807
bfa,1976,18.14293
bfa,1977,18.77759
bfa,1978,19.6105
bfa,1979,20.37078
bfa,1980,21.46671
bfa,1981,23.003
bfa,1982,24.99752
bfa,1983,27.20313
bfa,1984,29.1147
bfa,1985,31.87409
bfa,1986,34.54781
bfa,1987,37.02273
bfa,1988,37.53249
bfa,1989,38.73137
bfa,1990,39.74691
bfa,1991,40.92312
bfa,1992,41.53454
bfa,1993,42.75571
bfa,1994,44.20702
bfa,1995,46.56571
bfa,1996,49.04333
bfa,1998,51.26457
bfa,1999,51.97105
bfa,2000,52.48898
bfa,2001,53.72149
bfa,2002,53.97011
bfa,2003,56.20673
bfa,2004,60.25692
bfa,2005,64.6491
bfa,2006,68.16108
bfa,2007,73.49044
bfa,2008,78.37595
bfa,2009,82.20076
bfa,2010,81.61769
bfa,2011,84.6018
bfa,2012,86.32463
bfa,2013,87.11853
bfa,2014,88.45426
bfa,2015,89.48917
bfa,2016,92.09327
bfa,2017,94.35291
bfa,2018,96.87565
bfa,2019,94.77987
bfa,2020,92.21097
bgd,1970,75.01241
bgd,1971,69.5763
bgd,1972,82.69713
bgd,1973,98.29336
bgd,1974,98.41187
bgd,1975,103.40944
bgd,1976,104.79487
bgd,1977,93.54437
bgd,1978,91.76194
bgd,1979,90.37881
bgd,1980,88.9099
bgd,1981,82.78151
bgd,1982,83.63597
bgd,1983,90.61421
bgd,1984,84.36321
bgd,1985,82.32944
bgd,1986,81.90802
bgd,1987,80.58701
bgd,1988,88.91376
bgd,1989,88.5853
bgd,1990,90.71054
bgd,2005,99.43055
bgd,2006,99.68595
bgd,2007,98.14192
bgd,2008,96.61229
bgd,2009,100.56885
bgd,2010,102.82547
bgd,2017,111.08681
bgd,2018,112.35745
bgd,2020,114.35002
bgr,1971,106.55324
bgr,1972,104.49794
bgr,1973,102.20379
bgr,1974,99.94275
bgr,1975,96.67103
bgr,1976,98.41338
bgr,1977,100.36198
bgr,1978,103.07831
bgr,1979,103.58558
bgr,1980,101.57021
bgr,1981,100.79379
bgr,1982,103.34071
bgr,1983,104.5098
bgr,1984,106.39868
bgr,1985,107.22052
bgr,1986,104.9141
bgr,1987,106.04815
bgr,1988,103.8813
bgr,1989,102.02392
bgr,1990,95.54075
bgr,1991,94.52653
bgr,1992,94.60813
bgr,1993,95.36948
bgr,1994,95.63388
bgr,1995,98.19673
bgr,1996,102.13744
bgr,1997,103.5485
bgr,1998,104.59412
bgr,1999,104.81377
bgr,2000,104.86004
bgr,2001,105.79116
bgr,2002,104.31185
bgr,2003,105.42651
bgr,2004,105.78976
bgr,2005,103.88529
bgr,2006,104.11686
bgr,2007,107.47545
bgr,2008,109.13821
bgr,2009,109.75999
bgr,2010,108.49517
bgr,2011,103.83016
bgr,2012,100.73733
bgr,2013,98.46784
bgr,2014,97.01369
bgr,2015,94.66184
bgr,2016,91.55336
bgr,2017,89.60018
bgr,2018,87.68048
bgr,2019,86.24083
bhr,1971,123.75953
bhr,1972,127.03607
bhr,1973,129.02147
bhr,1974,130.06924
bhr,1975,131.92484
bhr,1976,127.23522
bhr,1977,123.22764
bhr,1978,119.65463
bhr,1979,118.56347
bhr,1980,117.15443
bhr,1981,113.20886
bhr,1982,112.92864
bhr,1983,108.20425
bhr,1984,111.94251
bhr,1985,111.21997
bhr,1986,111.74193
bhr,1987,110.64929
bhr,1988,111.13763
bhr,1989,112.02085
bhr,1990,108.60031
bhr,1991,110.76459
bhr,1992,107.26628
bhr,1993,106.6606
bhr,1994,105.8683
bhr,1995,107.15884
bhr,1996,107.93748
bhr,1997,108.6613
bhr,1998,108.41268
bhr,1999,108.30404
bhr,2000,104.17858
bhr,2001,98.85362
bhr,2002,99.58336
bhr,2003,98.32428
bhr,2004,96.69842
bhr,2005,94.12983
bhr,2006,96.072
bhr,2011,94.0568
bhr,2012,94.93145
bhr,2013,96.88575
bhr,2014,99.13274
bhr,2015,100.71172
bhr,2016,100.07568
bhr,2017,101.42408
bhr,2018,99.96532
bhr,2019,98.31112
bhs,1976,102.25992
bhs,1977,103.18733
bhs,1978,103.39862
bhs,1979,101.14093
bhs,1980,98.12247
bhs,1982,98.17231
bhs,1983,99.92749
bhs,1985,104.98556
bhs,1986,105.9022
bhs,1992,94.13797
bhs,1993,94.47028
bhs,1995,95.78756
bhs,1996,99.32154
bhs,1997,98.6429
bhs,1998,99.41632
bhs,1999,98.24133
bhs,2002,93.48298
bhs,2004,99.40877
bhs,2005,101.9396
bhs,2006,97.57126
blr,1993,97.95948
blr,1994,98.09276
blr,1995,100.0988
blr,1996,100.89518
blr,1997,102.14259
blr,1998,104.2694
blr,1999,112.15236
blr,2000,114.36231
blr,2001,115.65683
blr,2002,113.24624
blr,2003,102.99501
blr,2004,101.55409
blr,2005,100.03077
blr,2006,100.38585
blr,2007,102.5435
blr,2008,105.10129
blr,2009,106.28754
blr,2010,104.47384
blr,2011,102.18451
blr,2012,99.78444
blr,2013,98.1159
blr,2014,98.15404
blr,2015,99.07442
blr,2016,100.93801
blr,2017,102.24021
blr,2018,100.61128
blz,1971,115.31088
blz,1974,112.5678
blz,1976,106.1263
blz,1977,108.49164
blz,1986,115.84727
blz,1987,116.8373
blz,1991,117.33374
blz,1992,116.46071
blz,1993,117.91642
blz,1994,120.73738
blz,1995,122.26156
blz,1996,125.97668
blz,1997,124.9859
blz,1999,121.42743
blz,2000,118.7721
blz,2001,114.72021
blz,2002,109.2613
blz,2003,112.66207
blz,2004,114.61402
blz,2005,115.72863
blz,2006,115.63853
blz,2007,114.29497
blz,2008,114.53252
blz,2009,115.16379
blz,2010,114.79184
blz,2011,113.82457
blz,2012,115.70749
blz,2013,114.44889
blz,2014,114.1804
blz,2015,115.50414
blz,2016,117.24553
blz,2017,115.98516
blz,2018,114.55032
blz,2019,112.32227
blz,2020,110.13206
bmu,1971,96.15849
bmu,1972,91.10624
bmu,1973,94.75385
bmu,1974,94.90479
bmu,1975,96.74644
bmu,1976,99.3228
bmu,1977,100.67767
bmu,1978,100.66808
bmu,1979,94.62631
bmu,1980,95.7764
bmu,1981,94.89574
bmu,1982,94.26692
bmu,1983,92.97297
bmu,1984,89.8763
bmu,1985,90.80537
bmu,1995,101.07059
bmu,1997,113.38912
bmu,2001,96.48377
bmu,2002,95.09346
bmu,2003,95.6761
bmu,2004,94.15971
bmu,2005,95.12293
bmu,2006,93.77814
bmu,2011,99.15593
bmu,2012,98.77662
bmu,2013,98.15328
bmu,2014,99.53008
bmu,2015,102.06037
bol,1970,103.9264
bol,1971,99.4352
bol,1973,101.83837
bol,1974,103.34
bol,1975,107.76793
bol,1976,109.43229
bol,1977,105.21031
bol,1978,105.26135
bol,1979,106.79364
bol,1980,104.22809
bol,1981,107.45113
bol,1983,108.37809
bol,1984,112.87334
bol,1986,111.15253
bol,1987,118.2346
bol,1989,106.51043
bol,1990,108.79159
bol,1991,110.35152
bol,1992,110.27417
bol,1993,110.36615
bol,1994,112.1914
bol,1995,114.61884
bol,1996,115.68168
bol,1997,116.80653
bol,1998,117.46653
bol,1999,119.15212
bol,2000,119.04975
bol,2001,117.92384
bol,2002,118.38586
bol,2003,116.20999
bol,2004,115.41124
bol,2005,114.74427
bol,2006,113.21954
bol,2007,112.40294
bol,2008,111.26639
bol,2009,107.71178
bol,2010,104.81144
bol,2011,101.07133
bol,2012,98.93805
bol,2013,98.03699
bol,2014,96.99894
bol,2015,96.87174
bol,2016,97.32766
bol,2017,98.15357
bol,2018,98.63172
bol,2019,98.80463
bra,1999,168.11697
bra,2001,155.56178
bra,2002,152.00935
bra,2003,144.47923
bra,2004,136.88785
bra,2005,137.21523
bra,2007,131.2836
bra,2008,136.59953
bra,2009,133.94614
bra,2011,110.97316
bra,2012,111.30445
bra,2013,116.85064
bra,2014,117.30619
bra,2015,115.66826
bra,2016,115.9731
bra,2017,117.91992
bra,2018,115.96051
bra,2019,114.48923
brb,1971,103.77919
brb,1972,100.43638
brb,1973,100.78037
brb,1974,106.76383
brb,1975,108.82158
brb,1976,107.63194
brb,1977,115.89129
brb,1978,117.99548
brb,1979,116.67673
brb,1980,102.05959
brb,1981,98.24848
brb,1982,99.80241
brb,1983,102.76359
brb,1984,106.06576
brb,1985,110.90041
brb,1989,118.9788
brb,1990,114.88655
brb,1992,106.2082
brb,1999,103.06039
brb,2000,101.60032
brb,2001,99.85417
brb,2002,97.20949
brb,2003,97.6301
brb,2004,95.89007
brb,2005,96.30955
brb,2006,99.20792
brb,2007,99.32391
brb,2008,101.10233
brb,2009,100.1297
brb,2010,98.83342
brb,2011,98.24904
brb,2014,94.98859
brb,2015,96.24573
brb,2016,97.39243
brb,2017,99.48089
brb,2018,101.18148
brb,2019,102.45527
brb,2020,101.15271
brn,1970,131.45561
brn,1971,136.59537
brn,1972,137.25574
brn,1973,135.29166
brn,1974,133.10175
brn,1975,128.34377
brn,1976,127.95742
brn,1977,128.3869
brn,1978,126.7927
brn,1979,109.84244
brn,1980,108.07718
brn,1981,106.83959
brn,1982,102.70573
brn,1983,103.69339
brn,1984,106.74978
brn,1986,112.39229
brn,1987,113.20677
brn,1988,115.65816
brn,1989,120.48485
brn,1991,114.16121
brn,1992,113.9363
brn,1993,115.22702
brn,1994,116.87651
brn,1995,116.70021
brn,1996,115.13533
brn,1997,113.4842
brn,1998,116.0418
brn,1999,115.80528
brn,2000,113.04204
brn,2001,109.75552
brn,2002,109.60052
brn,2003,111.99627
brn,2004,112.89389
brn,2005,112.74975
brn,2006,112.88752
brn,2007,112.04006
brn,2008,109.09302
brn,2009,107.63518
brn,2010,106.76755
brn,2011,107.12626
brn,2012,106.39344
brn,2013,106.28406
brn,2014,105.45445
brn,2015,105.69948
brn,2016,107.17514
brn,2017,104.85327
brn,2018,102.73785
brn,2019,99.69372
brn,2020,98.13178
btn,1970,37.25099
btn,1971,31.5165
btn,1972,34.37374
btn,1974,36.51209
btn,1976,42.15951
btn,1977,45.23762
btn,1978,45.34973
btn,1979,49.75353
btn,1982,72.189
btn,1983,76.52176
btn,1984,78.70373
btn,1985,77.08775
btn,1986,70.14105
btn,1988,71.06507
btn,1991,64.13913
btn,1992,57.87647
btn,1993,63.27673
btn,1994,65.93778
btn,1995,70.04082
btn,1996,73.67076
btn,1997,76.36401
btn,1998,77.66322
btn,1999,78.86125
btn,2000,81.10614
btn,2001,82.81955
btn,2002,84.62189
btn,2003,86.50622
btn,2004,89.15175
btn,2005,92.20575
btn,2006,95.09481
btn,2007,98.24393
btn,2008,100.38602
btn,2009,104.22184
btn,2010,107.01364
btn,2011,110.11238
btn,2012,111.08581
btn,2013,106.42963
btn,2014,104.75128
btn,2015,103.67956
btn,2016,102.42248
btn,2017,101.40155
btn,2018,100.05804
btn,2020,105.01516
bwa,1970,63.16122
bwa,1971,57.35815
bwa,1972,57.07311
bwa,1973,61.04345
bwa,1974,63.47354
bwa,1975,68.15359
bwa,1976,70.90328
bwa,1977,74.61955
bwa,1978,75.83909
bwa,1979,78.60322
bwa,1980,83.55187
bwa,1981,88.00473
bwa,1982,90.47392
bwa,1983,92.68661
bwa,1984,95.56375
bwa,1985,98.90981
bwa,1986,102.13353
bwa,1987,104.10366
bwa,1988,105.47466
bwa,1989,107.79533
bwa,1990,107.42066
bwa,1991,110.05417
bwa,1992,108.7862
bwa,1993,109.0944
bwa,1994,109.71684
bwa,1995,109.38614
bwa,1996,110.68611
bwa,1997,111.26368
bwa,1998,110.6416
bwa,1999,110.10418
bwa,2000,110.33345
bwa,2001,111.37796
bwa,2002,111.90317
bwa,2003,111.72723
bwa,2004,111.70064
bwa,2005,111.85629
bwa,2006,112.5184
bwa,2007,111.11643
bwa,2008,109.65049
bwa,2009,109.77328
bwa,2012,106.03574
bwa,2013,106.32519
bwa,2014,105.26205
bwa,2015,104.38555
caf,1971,88.59804
caf,1972,86.45939
caf,1973,91.04235
caf,1974,90.36078
caf,1975,95.8133
caf,1976,93.32851
caf,1977,97.17623
caf,1978,96.67347
caf,1979,94.29244
caf,1980,90.92259
caf,1981,90.36178
caf,1982,92.9461
caf,1983,96.5399
caf,1984,98.97526
caf,1985,102.11864
caf,1986,96.10415
caf,1987,83.63189
caf,1988,84.96598
caf,1989,85.30826
caf,1990,88.97448
caf,1991,81.01585
caf,1992,69.96603
caf,2001,91.75262
caf,2002,81.16201
caf,2003,79.29469
caf,2004,68.78788
caf,2005,75.11382
caf,2006,74.59471
caf,2007,85.24608
caf,2008,97.38782
caf,2009,98.67186
caf,2010,101.15592
caf,2011,100.70915
caf,2012,99.82217
caf,2016,114.56074
can,1971,103.26241
can,1972,101.08307
can,1973,99.0127
can,1974,97.53757
can,1975,98.68471
can,1976,98.42965
can,1977,99.12782
can,1978,99.62166
can,1979,99.66676
can,1980,99.71417
can,1981,99.39117
can,1982,106.02032
can,1983,105.89746
can,1984,105.41045
can,1985,105.02227
can,1986,105.1545
can,1987,104.9514
can,1988,104.97087
can,1989,105.84783
can,1990,104.68204
can,1991,105.24665
can,1992,104.42575
can,1993,103.38736
can,1994,102.63533
can,1995,102.49223
can,1996,103.52408
can,1998,99.86588
can,1999,100.18872
can,2000,100.71221
can,2004,98.91313
can,2005,97.77119
can,2006,99.23444
can,2007,99.20019
can,2008,98.10118
can,2009,98.93639
can,2010,98.39224
can,2011,97.84993
can,2012,99.00091
can,2013,99.80015
can,2014,100.94869
can,2015,102.08415
can,2016,100.98145
can,2017,101.06244
can,2018,101.71662
can,2019,101.27232
che,1973,93.29024
che,1974,92.74716
che,1975,91.90988
che,1976,91.125
che,1977,82.70722
che,1978,83.73495
che,1979,82.81324
che,1980,82.24638
che,1981,82.11441
che,1982,82.13249
che,1983,81.39488
che,1984,80.82891
che,1985,80.73834
che,1986,81.16528
che,1987,82.19493
che,1988,84.13127
che,1989,86.73904
che,1990,89.21047
che,1991,90.53945
che,1992,90.62135
che,1993,95.8723
che,1994,94.65992
che,1995,96.18731
che,1996,98.17644
che,1998,105.62186
che,1999,106.14734
che,2000,106.77788
che,2001,105.55587
che,2002,104.54028
che,2003,103.92003
che,2004,103.47863
che,2005,102.45818
che,2006,102.19448
che,2007,102.32881
che,2008,102.7937
che,2009,103.06809
che,2010,103.07835
che,2011,103.36028
che,2012,103.274
che,2013,103.69662
che,2014,103.44964
che,2015,104.32746
che,2016,104.98087
che,2017,105.53818
che,2018,105.78877
che,2019,106.03955
chl,1970,117.81116
chl,1971,125.24788
chl,1972,126.45022
chl,1973,127.25947
chl,1974,127.73892
chl,1975,125.50785
chl,1976,121.91187
chl,1977,120.9414
chl,1978,120.30788
chl,1979,120.42742
chl,1980,117.46763
chl,1981,115.04697
chl,1982,113.24676
chl,1983,110.79076
chl,1984,106.99831
chl,1985,106.70352
chl,1986,104.85925
chl,1989,102.3139
chl,1990,103.70451
chl,1991,104.13543
chl,1992,101.68155
chl,1993,101.7156
chl,1996,101.76522
chl,1997,79.41668
chl,1998,104.45512
chl,1999,105.1997
chl,2000,104.238
chl,2002,102.03412
chl,2003,100.95737
chl,2004,106.5458
chl,2005,106.89012
chl,2006,107.77521
chl,2007,109.41898
chl,2008,110.33434
chl,2009,109.08792
chl,2010,105.2214
chl,2011,105.04172
chl,2012,104.87864
chl,2013,103.04037
chl,2014,102.47919
chl,2015,102.18261
chl,2016,102.44628
chl,2017,102.86622
chl,2018,103.64203
chl,2019,103.80335
chn,1974,137.51295
chn,1975,133.41679
chn,1976,130.15871
chn,1977,124.35269
chn,1978,118.35415
chn,1979,117.78225
chn,1980,118.28391
chn,1981,120.24503
chn,1982,120.81153
chn,1983,121.29536
chn,1984,121.90348
chn,1985,127.27997
chn,1986,130.24448
chn,1987,134.38029
chn,1988,135.92007
chn,1989,135.73279
chn,1990,134.05745
chn,1991,129.96523
chn,1992,126.49148
chn,1993,122.71495
chn,1994,118.60001
chn,1995,114.7107
chn,1996,110.34993
chn,1997,107.21956
chn,1998,107.07442
chn,2001,112.80651
chn,2006,101.37534
