geo,time,se_prm_tchr_fe_zs
nic,1995,83.5007
nic,1997,82.98253
nic,1998,83.12996
nic,1999,83.24221
nic,2000,82.38622
nic,2001,82.39225
nic,2002,81.61367
nic,2003,78.52708
nic,2004,78.52708
nic,2005,78.47175
nic,2006,73.54592
nic,2007,75.67975
nic,2008,76.25893
nic,2010,77.02071
nld,1971,49.45474
nld,1972,48.37159
nld,1973,46.38317
nld,1974,46.17557
nld,1975,46.27926
nld,1976,45.95066
nld,1977,45.38867
nld,1978,44.90506
nld,1979,45.32531
nld,1980,45.67425
nld,1981,45.92081
nld,1982,45.30014
nld,1983,48.85826
nld,1984,47.77372
nld,1985,47.5475
nld,1986,52.55317
nld,1987,51.80431
nld,1988,51.97567
nld,1989,53.23809
nld,1990,52.13338
nld,1991,52.98309
nld,1992,53.40729
nld,1993,54.71406
nld,1994,64.54158
nld,2011,84.82622
nld,2012,85.23312
nld,2014,85.93245
nld,2015,86.24794
nld,2016,86.69038
nld,2017,86.99667
nld,2018,87.35376
nld,2019,87.39023
nor,1971,60.57424
nor,1973,62.97359
nor,2013,74.8356
nor,2014,74.7944
nor,2015,74.9797
nor,2016,74.68268
nor,2017,74.60701
nor,2018,74.46408
nor,2019,74.77413
npl,1976,8.21179
npl,1977,7.95042
npl,1979,9.78623
npl,1980,9.64215
npl,1983,9.18675
npl,1988,10.78421
npl,1991,13.70025
npl,1992,14.99076
npl,1993,16.04599
npl,1999,22.51029
npl,2000,23.7548
npl,2001,25.30676
npl,2002,25.27131
npl,2003,28.63587
npl,2004,29.13759
npl,2005,30.09568
npl,2007,32.03754
npl,2008,35.49544
npl,2009,38.61075
npl,2010,39.62523
npl,2011,42.24775
npl,2012,42.24357
npl,2013,41.54335
npl,2014,41.63993
npl,2015,41.89489
npl,2016,42.25551
npl,2017,43.95517
npl,2019,44.59629
npl,2020,47.41773
nru,1971,61.53846
nru,1985,60.56338
nru,1998,81.69014
nru,2000,91.89189
nru,2001,87.5
nru,2002,88.52459
nru,2003,95.2381
nru,2004,94.82759
nru,2005,93.84615
nru,2006,92.30769
nru,2007,90.32258
nru,2008,92.85714
nru,2014,92.5
nru,2016,77.77778
nru,2019,75.36232
nru,2020,79.36508
nzl,1971,64.11835
nzl,1972,64.35715
nzl,1973,64.38405
nzl,1974,62.74022
nzl,1976,63.56437
nzl,1977,63.68972
nzl,1981,66.01876
nzl,1982,69.41523
nzl,1984,69.75729
nzl,1987,73.04719
nzl,1988,74.07361
nzl,1989,75.13928
nzl,1990,78.64516
nzl,1991,79.86814
nzl,1992,80.10519
nzl,1994,80.96487
nzl,1996,81.7756
nzl,1997,81.84193
nzl,1998,88.41535
nzl,1999,81.90891
nzl,2000,83.78143
nzl,2001,83.85703
nzl,2003,83.93258
nzl,2004,83.0025
nzl,2005,82.9851
nzl,2006,83.43522
nzl,2007,83.28166
nzl,2008,83.51958
nzl,2009,83.84874
nzl,2010,83.56546
nzl,2011,83.40315
nzl,2012,83.39418
nzl,2014,83.84059
nzl,2015,83.82356
nzl,2016,84.00599
nzl,2017,84.01513
nzl,2018,84.22974
nzl,2019,84.66524
omn,1971,15.30612
omn,1972,13.48315
omn,1973,18.83657
omn,1974,19.75945
omn,1975,21.76295
omn,1976,26.76399
omn,1978,28.47885
omn,1979,29.4746
omn,1980,31.43813
omn,1981,34.40263
omn,1982,33.72881
omn,1983,34.71714
omn,1984,37.36522
omn,1985,40.83272
omn,1986,43.75094
omn,1987,44.27164
omn,1988,45.8223
omn,1989,45.69117
omn,1990,45.97637
omn,1991,46.9689
omn,1992,47.65318
omn,1993,48.12252
omn,1994,49.35472
omn,1995,49.70654
omn,1996,49.68553
omn,1998,50.26964
omn,1999,52.25022
omn,2000,54.09589
omn,2001,57.97372
omn,2002,60.58528
omn,2003,61.72425
omn,2017,69.9731
omn,2018,70.93427
omn,2019,70.51776
omn,2020,69.10422
pak,1971,28.23093
pak,1972,28.14372
pak,1973,30.44476
pak,1974,30.25895
pak,1975,30.09622
pak,1976,33.88388
pak,1977,33.5729
pak,1978,33.68907
pak,1979,31.10333
pak,1980,33.8775
pak,1981,32.4338
pak,1982,31.15578
pak,1983,31.91851
pak,1984,32.20849
pak,1985,31.95531
pak,1986,31.68883
pak,1987,32.73495
pak,1988,32.77268
pak,1989,32.63619
pak,1990,33.01534
pak,2000,44.89743
pak,2001,44.89753
pak,2002,44.3233
pak,2003,44.21597
pak,2004,45.19182
pak,2005,45.87747
pak,2006,45.43557
pak,2007,45.9048
pak,2008,47.20367
pak,2009,46.46856
pak,2010,47.72362
pak,2011,48.44869
pak,2012,47.23834
pak,2013,48.55653
pak,2014,49.61465
pak,2015,50.3737
pak,2016,50.98936
pak,2017,54.71837
pak,2018,54.21911
pak,2019,55.71818
pan,1970,79.9385
pan,1971,79.53668
pan,1972,79.44811
pan,1973,79.1278
pan,1974,80.0544
pan,1975,80.68866
pan,1976,78.42251
pan,1977,77.39228
pan,1978,77.25599
pan,1979,77.36344
pan,1980,80.16342
pan,1981,80.26671
pan,1982,79.62343
pan,1983,79.49195
pan,1984,79.08714
pan,1985,78.4939
pan,1986,77.28214
pan,1987,76.63545
pan,1988,75.8478
pan,1989,74.14686
pan,1999,74.84239
pan,2000,74.97992
pan,2001,75.41716
pan,2002,75.60708
pan,2004,75.58998
pan,2005,76.40133
pan,2006,76.10342
pan,2007,75.97206
pan,2008,75.55543
pan,2009,75.85652
pan,2010,75.7655
pan,2011,75.88445
pan,2012,76.54085
pan,2013,76.69042
pan,2014,76.87075
pan,2015,76.70407
pan,2016,76.70407
pan,2017,76.70407
per,1979,55.57257
per,1980,60.07112
per,1981,60.45826
per,1985,60.07129
per,1993,59.16463
per,1995,57.69341
per,1998,59.64434
per,1999,62.02656
per,2000,62.11553
per,2001,63.68156
per,2002,66.96557
per,2003,63.72603
per,2004,64.03554
per,2005,64.22625
per,2006,64.49607
per,2007,64.65084
per,2008,65.25203
per,2009,65.25914
per,2010,66.23443
per,2011,65.9048
per,2012,67.18333
per,2013,66.75407
per,2014,67.00821
per,2015,67.84245
per,2016,69.92313
per,2017,69.27628
per,2018,67.47936
per,2019,67.16894
per,2020,67.22132
phl,1971,80.66176
phl,1980,83.46266
phl,1981,79.95391
phl,1983,85.41895
phl,1984,84.73012
phl,1985,95.06823
phl,1998,87.3948
phl,1999,87.42442
phl,2001,87.25233
phl,2002,87.25219
phl,2003,89.02107
phl,2004,89.35881
phl,2005,87.25187
phl,2006,87.25191
phl,2007,87.27
phl,2009,89.6533
phl,2014,86.98498
phl,2015,87.62737
phl,2016,87.54431
phl,2017,87.5354
phl,2018,87.35302
phl,2019,87.08946
plw,1999,81.88976
plw,2000,79.03226
png,1971,26.75868
png,1972,27.50305
png,1974,24.05567
png,1975,22.81283
png,1976,23.06929
png,1977,23.5761
png,1978,23.76019
png,1979,27.51289
png,1981,29.36085
png,1982,29.61724
png,1984,30.19492
png,1986,31.38497
png,1987,32.70701
png,1988,25.24148
png,1989,32.69304
png,1990,32.25486
png,1991,33.77059
png,1992,33.78905
png,1993,35.39435
png,1994,36.22696
png,2000,38.65679
png,2001,38.97151
png,2016,49.42055
pol,2001,83.4684
pol,2003,84.74739
pol,2005,84.53274
pol,2006,84.28602
pol,2007,84.30218
pol,2008,83.78768
pol,2009,83.72839
pol,2010,83.66488
pol,2011,85.09728
pol,2012,85.28291
pol,2013,85.33597
pol,2014,85.34287
pol,2015,85.39936
pol,2016,85.61506
pol,2017,85.29309
pol,2018,83.01225
pol,2019,82.8973
pri,2010,81.33266
pri,2011,81.24135
pri,2012,81.12258
pri,2013,87.1291
pri,2014,85.62234
pri,2015,87.10339
pri,2016,87.05532
pri,2018,87.10302
prk,2009,86.76918
prk,2018,82.23066
prt,1973,82.40374
prt,1974,82.07313
prt,1975,81.94056
prt,1976,80.81701
prt,1977,80.06928
prt,1978,81.42082
prt,1985,82.87519
prt,1987,77.95934
prt,1991,81.48184
prt,2000,82.06438
prt,2001,82.06532
prt,2004,81.78892
prt,2005,81.5168
prt,2006,80.61163
prt,2007,81.77646
prt,2008,79.75686
prt,2009,79.60397
prt,2010,79.68967
prt,2011,79.54073
prt,2012,79.74648
prt,2013,79.21508
prt,2014,79.84327
prt,2015,80.07497
prt,2016,80.55039
prt,2017,80.93641
prt,2018,80.84154
prt,2019,80.91773
pry,1992,55.09593
pry,1997,72.08299
pry,2002,71.93145
pry,2003,72.44622
pry,2004,72.44721
pry,2012,71.17945
pse,1999,53.79883
pse,2000,58.7219
pse,2001,56.7565
pse,2002,63.38716
pse,2003,62.20263
pse,2004,60.9296
pse,2005,49.82583
pse,2006,67.4657
pse,2007,66.63269
pse,2008,66.84265
pse,2009,66.53226
pse,2010,68.90484
pse,2011,70.44633
pse,2012,69.68058
pse,2013,70.67756
pse,2014,70.66595
pse,2015,71.64028
pse,2016,70.914
pse,2017,71.07472
pse,2018,74.74454
pse,2019,74.73752
pse,2020,76.56237
pyf,1971,68.74189
pyf,1972,71.526
pyf,1973,73.59023
pyf,1974,72.21764
pyf,1975,75.36989
pyf,1976,78.31822
pyf,1980,68.8157
pyf,1981,69.21594
pyf,1982,69.23575
pyf,1988,65.07372
pyf,1989,72.35815
pyf,1990,72.31405
pyf,1991,71.15385
pyf,1993,67.20276
pyf,1995,67.42655
pyf,1996,67.30019
qat,1971,45.98446
qat,1972,54.21412
qat,1973,51.94942
qat,1974,50
qat,1975,53.90909
qat,1976,54.15335
qat,1977,55.84604
qat,1978,57.32403
qat,1979,59.7904
qat,1980,59.59745
qat,1981,57.12173
qat,1982,59.61789
qat,1983,63.23764
qat,1984,61.401
qat,1985,63.98467
qat,1986,65.63094
qat,1987,66.28462
qat,1988,66.4791
qat,1989,68.24121
qat,1990,68.29329
qat,1991,72.39851
qat,1992,72.94476
qat,1993,72.54423
qat,1994,76.50283
qat,1995,78.50675
qat,1996,79.45089
qat,1998,55.02729
qat,1999,75.25818
qat,2001,82.1407
qat,2002,81.96501
qat,2003,83.05771
qat,2006,85.4948
qat,2007,85.03902
qat,2008,85.29129
qat,2009,82.67497
qat,2010,88.59506
qat,2011,91.91307
qat,2012,90.34639
qat,2013,87.10312
qat,2014,85.79882
qat,2015,84.84984
qat,2016,82.65809
qat,2017,81.11781
qat,2018,79.82449
qat,2019,79.55396
qat,2020,76.75729
rou,1989,80.78059
rou,1991,83.98495
rou,1992,82.94636
rou,1993,83.06381
rou,1994,83.5845
rou,1995,83.93157
rou,1996,84.41239
rou,1997,85.02972
rou,1998,85.41461
rou,1999,85.70305
rou,2000,86.31219
rou,2001,86.68922
rou,2002,86.78321
rou,2003,87.15282
rou,2004,86.90211
rou,2005,86.47262
rou,2006,86.74155
rou,2007,86.69779
rou,2008,85.94317
rou,2009,85.85326
rou,2010,86.1532
rou,2011,86.76198
rou,2012,86.91225
rou,2013,88.14246
rou,2014,88.60531
rou,2015,89.04946
rou,2016,89.54539
rou,2017,89.83941
rou,2018,90.24011
rou,2019,90.57231
rus,1981,97.67442
rus,1986,98.3871
rus,1989,98.35526
rus,1990,98.75
rus,1991,98.82353
rus,1992,98.62259
rus,1993,97.92208
rus,1994,97.97468
rus,1999,98.09212
rus,2000,98.30447
rus,2001,98.40271
rus,2002,98.39887
rus,2003,98.41006
rus,2005,98.52534
rus,2006,98.46782
rus,2007,98.66696
rus,2008,98.46483
rus,2009,98.44845
rus,2012,98.96449
rus,2013,98.88257
rus,2014,98.80748
rus,2015,98.84341
rus,2016,98.87905
rus,2017,95.63998
rus,2018,99.23473
rwa,1971,23.16014
rwa,1972,24.26954
rwa,1973,25.25705
rwa,1974,25.07394
rwa,1975,27.25999
rwa,1976,29.35677
rwa,1977,30.98885
rwa,1980,35.44291
rwa,1981,38.42344
rwa,1982,39.70712
rwa,1983,41.94996
rwa,1984,42.48848
rwa,1985,43.54592
rwa,1986,44.49517
rwa,1987,46.46004
rwa,1988,46.97496
rwa,1989,47.03421
rwa,1990,46.26431
rwa,1991,46.31184
rwa,1992,47.45208
rwa,1998,55.41787
rwa,1999,54.73241
rwa,2000,52.99068
rwa,2001,51.09764
rwa,2002,50.14218
rwa,2003,50.15923
rwa,2004,51.19629
rwa,2005,54.23842
rwa,2006,52.99148
rwa,2007,53.44589
rwa,2008,54.41586
rwa,2009,54.03523
rwa,2010,53.39066
rwa,2011,51.57944
rwa,2012,52.80343
rwa,2013,53.11138
rwa,2014,53.25662
rwa,2015,53.50792
rwa,2016,53.68933
rwa,2017,53.59632
rwa,2018,54.86416
rwa,2019,55.48111
sau,1979,34.71426
sau,2005,52.20866
sau,2007,52.48057
sau,2008,50.90576
sau,2009,49.70325
sau,2010,50.23729
sau,2011,49.97023
sau,2012,50.61338
sau,2013,52.11115
sau,2014,51.61408
sau,2015,52.54434
sau,2016,52.98425
sau,2017,52.95429
sau,2018,52.47337
sau,2019,52.28088
sau,2020,52.80245
sen,1978,20.58392
sen,1979,21.28621
sen,1980,22.07453
sen,1981,24
sen,1982,26.32722
sen,1983,25.73387
sen,1984,27.67899
sen,1985,26.96373
sen,1986,26.65021
sen,1987,27.36947
sen,1988,27.24239
sen,1990,26.44405
sen,1992,26.95214
sen,1993,26.18766
sen,1994,25.81006
sen,1995,25.75836
sen,1996,26.10169
sen,1998,24.73194
sen,1999,21.65719
sen,2000,22.96024
sen,2001,22.14527
sen,2002,22.82307
sen,2003,23.19416
sen,2004,23.56819
sen,2005,25.14716
sen,2007,27.9718
sen,2008,28.80268
sen,2009,29.62147
sen,2010,30.60414
sen,2011,31.13311
sen,2012,31.82254
sen,2013,32.02404
sen,2014,32.43225
sen,2015,32.36449
sen,2019,31.89835
sen,2020,32.2317
sgp,1970,66.02496
sgp,1971,66.09277
sgp,1972,65.39878
sgp,1973,66.90615
sgp,1974,67.06418
sgp,1975,67.02236
sgp,1976,67.00009
sgp,1977,66.95988
sgp,1978,66.57002
sgp,1979,67.25124
sgp,1980,66.45884
sgp,1981,66.1757
sgp,1982,68.66615
sgp,1983,68.31973
sgp,1984,69.29718
sgp,1985,69.40075
sgp,1986,69.82658
sgp,1987,70.50691
sgp,1988,70.60831
sgp,1989,71.47429
sgp,1994,76.17739
sgp,1995,77.08575
sgp,2007,80.92262
sgp,2008,81.27273
sgp,2009,81.44209
sgp,2016,80.48811
sgp,2017,80.55608
sgp,2018,80.49589
sgp,2019,80.73134
slb,1970,21.9209
slb,1971,20.66038
slb,1972,27.75735
slb,1973,27.75735
slb,1974,28.33676
slb,1975,29.13165
slb,1980,26.39373
slb,1981,26.72929
slb,1982,27.93995
slb,1983,28.1295
slb,1986,33.80206
slb,1999,40.57731
slb,2010,45.33305
slb,2011,45.8184
slb,2012,46.6549
slb,2013,46.33197
slb,2014,47.26041
slb,2015,41.5453
slb,2016,42.39794
slb,2017,43.044
slb,2018,44.34804
slb,2019,47.4931
sle,1975,24.34507
sle,1976,24.00753
sle,1977,25.33137
sle,1978,25.29628
sle,1983,21.91178
sle,1984,21.99629
sle,1985,21.99754
sle,1988,28.19648
sle,1989,29.42073
sle,2001,38.37311
sle,2011,25.07541
sle,2012,25.60529
sle,2013,27.10561
sle,2015,27.79446
sle,2016,28.99014
sle,2017,26.94215
sle,2018,29.64355
sle,2019,29.92166
sle,2020,30.83317
slv,2003,74.31821
slv,2004,74.08716
slv,2005,71.86401
slv,2006,69.70906
slv,2007,68.21906
slv,2008,72.83914
slv,2011,72.78166
slv,2015,74.95219
slv,2016,74.53003
slv,2017,74.21103
slv,2018,73.65879
smr,1971,80.89888
smr,1972,79.38144
smr,1973,81.81818
smr,1974,85.85859
smr,1975,85.04673
smr,1976,86.2069
smr,1977,84.61538
smr,1978,85.60606
smr,1979,86.36364
smr,1980,86.36364
smr,1981,88.27586
smr,1982,88.125
smr,1983,89.63415
smr,1984,87.27273
smr,1985,88.30409
smr,1986,87.34177
smr,1987,88.88889
smr,1988,83.15217
smr,1989,84.65608
smr,1990,84.92462
smr,1991,89.42308
smr,1992,85.77982
smr,1993,88.23529
smr,1994,87.67123
smr,1996,88.47926
smr,1997,89.14027
smr,2000,90.98712
smr,2008,91.12903
smr,2009,90.87302
smr,2010,93.44262
smr,2011,92.21311
smr,2012,91.23506
smr,2018,91.83673
smr,2019,91.35802
smr,2020,92.46032
som,1971,14.16922
som,1972,17.65225
som,1973,13.12541
som,1974,13.13583
som,1976,16.23097
som,1977,19.31193
som,1978,24.43994
som,1979,25.42685
som,1980,28.8623
som,2007,16.62005
srb,2007,83.85306
srb,2008,83.50793
srb,2009,83.79277
srb,2010,90.34885
srb,2011,83.50493
srb,2012,83.37745
srb,2013,83.61208
srb,2014,85.3084
srb,2015,86.38498
srb,2016,85.94108
srb,2017,86.33491
srb,2018,86.28911
srb,2019,86.29626
srb,2020,86.23415
ssd,2011,12.36199
ssd,2015,14.83412
stp,1978,53.13093
stp,1984,60.40892
stp,1987,59.05923
stp,1988,58.6039
stp,1990,51.69946
stp,2004,55.86652
stp,2005,55.35354
stp,2009,48.64446
stp,2010,60.77844
stp,2011,55.95943
stp,2012,55.95943
stp,2013,55.10388
stp,2014,56.54649
stp,2015,55.50709
stp,2016,55.30035
stp,2017,54.9036
sur,1971,62.00241
sur,1972,61.01136
sur,1973,62.99652
sur,1974,68.46876
sur,1975,63.99334
sur,1976,65.00784
sur,1977,66.67772
sur,1978,74.87813
sur,1979,76.33638
sur,1982,78.80415
sur,1986,82.99003
sur,1987,85.43438
sur,1988,85.63433
sur,1989,82.91681
sur,1990,83.02232
sur,1991,84.06552
sur,1992,86.51911
sur,1993,87.22598
sur,2001,82.29327
sur,2002,85.08052
sur,2005,92.01705
sur,2006,90.93327
sur,2007,91.9194
sur,2008,93.06385
sur,2009,93.16017
sur,2010,93.24068
sur,2011,93.52459
sur,2012,93.94302
sur,2013,94.30974
sur,2014,94.47083
sur,2017,95.25334
sur,2018,95.13257
sur,2019,95.14932
svk,1993,91.78385
svk,1994,91.34323
svk,1995,91.48369
svk,1998,91.54661
svk,1999,92.59589
svk,2000,90.32496
svk,2001,93.33115
svk,2002,92.85474
svk,2003,92.12534
svk,2004,91.68516
svk,2005,89.55159
svk,2006,89.39638
svk,2007,84.59593
svk,2008,89.34141
svk,2009,89.2321
svk,2010,89.34567
svk,2011,89.28288
svk,2012,89.32268
svk,2013,89.51601
svk,2014,90
svk,2015,89.6559
svk,2016,89.79719
svk,2017,90.17026
svk,2018,90.3378
svk,2019,90.21339
svn,1993,92.45156
svn,1994,92.79902
svn,1995,92.31563
svn,1996,92.015
svn,1998,91.73601
svn,1999,96.48202
svn,2001,96.20882
svn,2002,96.32428
svn,2003,96.49913
svn,2004,97.28375
svn,2005,97.36842
svn,2006,97.42713
svn,2007,97.57814
svn,2008,97.513
svn,2009,97.51722
svn,2010,97.54816
svn,2011,97.12545
svn,2012,97.29562
svn,2013,97.09338
svn,2014,96.93969
svn,2015,97.17671
svn,2016,97.3104
swe,1971,83.11688
swe,1973,84.73684
swe,1974,81.35717
swe,1975,80.1853
swe,1976,80.66403
swe,1993,78.27945
swe,1994,78.86104
swe,1995,78.96681
swe,1996,72.31238
swe,1997,73.0729
swe,1998,79.9129
swe,1999,79.93702
swe,2000,80.39006
swe,2001,79.87208
swe,2003,80.43346
swe,2004,80.78449
swe,2005,81.25954
swe,2006,81.03407
swe,2007,81.19719
swe,2008,81.01437
swe,2009,81.58911
swe,2010,81.45241
swe,2011,82.03719
swe,2012,82.48775
swe,2013,76.97609
swe,2014,77.16609
swe,2015,77.10475
swe,2016,76.87468
swe,2017,76.43524
swe,2018,81.87411
swe,2019,81.69614
swz,1970,61.01993
swz,1971,72.34828
swz,1972,72.8536
swz,1973,73.67424
swz,1974,73.96396
swz,1975,76.38595
swz,1977,78.33084
swz,1978,78.96951
swz,1980,79.01159
swz,1981,79.00167
swz,1982,79.62324
swz,1983,77.97042
swz,1984,80.21788
swz,1985,79.81495
swz,1986,79.83683
swz,1987,79.98655
swz,1988,80.25723
swz,1989,78.48671
swz,1990,79.18552
swz,1991,77.74453
swz,1992,77.59811
swz,1993,77.01896
swz,1994,77.23798
swz,1995,76.22106
swz,1996,77.94142
swz,1997,75.45126
swz,1998,75.22195
swz,1999,75.40856
swz,2000,74.715
swz,2001,76.45326
swz,2002,74.52059
swz,2003,74.79042
swz,2004,72.8174
swz,2005,72.82302
swz,2006,72.22705
swz,2007,70.45613
swz,2009,72.14774
swz,2010,71.90138
swz,2011,70.92343
swz,2012,70.37262
swz,2013,69.80134
swz,2014,69.86126
swz,2015,69.64122
swz,2016,69.04382
swz,2017,68.33557
swz,2018,69.68688
swz,2019,69.73411
sxm,2012,90.25157
syc,1970,90.02625
syc,1971,91.09415
syc,1972,94.86553
syc,1973,93.11164
syc,1974,96.875
syc,1975,94.85981
syc,1979,98.02469
syc,1993,88.13869
syc,1994,86.56463
syc,1995,88.0137
syc,1996,88.2149
syc,1997,87.36177
syc,1998,88.41463
syc,1999,84.60411
syc,2000,86.11111
syc,2001,86.23596
syc,2002,85.85859
syc,2003,85.18519
syc,2004,85.58422
syc,2005,84.94784
syc,2006,84.9711
syc,2007,85.37271
syc,2008,84.32836
syc,2009,84.9359
syc,2010,83.35745
syc,2011,87.80488
syc,2012,88.02309
syc,2013,87.59455
syc,2014,87.46224
syc,2015,88.3792
syc,2016,88.50932
syc,2017,88.81988
syc,2018,88.88889
syc,2019,85.06289
syc,2020,84.7512
syr,1971,39.58383
syr,1972,36.31187
syr,1973,40.52247
syr,1974,42.57247
syr,1975,42.45749
syr,1976,45.28056
syr,1977,49.56736
syr,1978,49.32173
syr,1979,50.83023
syr,1980,52.77684
syr,1981,53.51064
syr,1982,54.88073
syr,1983,57.56127
syr,1984,59.3167
syr,1985,60.47777
syr,1986,60.91494
syr,1987,60.36362
syr,1988,63.22591
syr,1989,62.79703
syr,1990,63.58782
syr,1991,64.13389
syr,1992,63.77208
syr,1993,64.12061
syr,1994,63.78821
syr,1995,64.01609
syr,1996,64.59086
syr,1997,65.18585
syr,1998,65.22242
syr,1999,65.40542
syr,2000,67.771
syr,2001,67.62464
syr,2002,69.02316
tca,1971,83.01887
tca,1972,86.66667
tca,1976,90.36145
tca,1977,90.36145
tca,1978,88.75
tca,1997,92.22222
tca,1999,95.9596
tca,2001,87.80488
tca,2002,87.39496
tca,2003,87.39496
tca,2014,91.92982
tca,2018,89.90385
tcd,1971,5.02833
tcd,1972,5.34433
tcd,1986,3.51538
tcd,1989,5.27755
tcd,1990,5.99154
tcd,1991,5.88972
tcd,1992,6.20206
tcd,1994,7.09714
tcd,1995,7.81781
tcd,1996,8.46195
tcd,1997,8.24549
tcd,1998,9.29473
tcd,1999,9.34292
tcd,2000,9.60715
tcd,2001,10.11651
tcd,2002,10.58794
tcd,2003,9.42882
tcd,2004,9.53539
tcd,2005,11.50133
tcd,2006,11.99806
tcd,2007,13.37254
tcd,2008,13.84923
tcd,2011,15.29874
tcd,2012,15.36996
tcd,2015,18.05882
tcd,2016,17.9617
tcd,2017,17.76527
tcd,2018,18.62573
tcd,2019,18.77783
tgo,1971,19.39115
tgo,1972,19.94849
tgo,1973,19.93444
tgo,1974,20.14128
tgo,1975,20.02843
tgo,1976,20.13158
tgo,1977,19.62316
tgo,1978,20.8523
tgo,1979,21.87803
tgo,1980,22.11883
tgo,1981,21.43245
tgo,1982,21.24961
tgo,1983,20.87331
tgo,1984,21.12371
tgo,1985,20.28362
tgo,1986,19.98209
tgo,1987,20.23013
tgo,1988,20.81824
tgo,1989,20.16114
tgo,1990,19.4804
tgo,1991,18.77533
tgo,1992,14.57478
tgo,1994,16.07272
tgo,1995,16.01641
tgo,1996,14.4848
tgo,1997,14.14621
tgo,1998,12.12075
tgo,1999,13.45912
tgo,2000,13.21241
tgo,2001,12.47684
tgo,2002,12.27224
tgo,2003,12.09642
tgo,2004,11.85808
tgo,2005,11.56802
tgo,2006,12.17012
tgo,2007,12.08673
tgo,2008,12.20926
tgo,2009,12.82989
tgo,2010,13.78973
tgo,2011,13.5778
tgo,2012,13.87966
tgo,2013,14.66473
tgo,2014,16.03016
tgo,2015,15.83311
tgo,2016,16.17395
tgo,2017,16.39595
tgo,2018,16.55954
tgo,2019,17.03589
tgo,2020,17.44992
tha,1974,34.61158
tha,1977,44.80028
tha,1978,45.92184
tha,1999,63.39301
tha,2000,63.64749
tha,2002,57.90996
tha,2006,59.74475
tha,2007,59.68068
tha,2008,59.98178
tha,2010,59.15079
tha,2011,59.18834
tha,2012,59.68072
tha,2015,73.42342
tha,2016,71.33293
tha,2017,71.58372
tha,2019,71.56144
tha,2020,68.80098
tjk,1991,48.64536
tjk,1992,49.86432
tjk,1993,48.11226
tjk,1994,50.4442
tjk,1995,51.42868
tjk,1996,54.01484
tjk,1997,52.52186
tjk,1998,58.98755
tjk,1999,56.14611
tjk,2000,59.09952
tjk,2001,60.06535
tjk,2002,60.41435
tjk,2003,62.15251
tjk,2004,63.64798
tjk,2005,62.86541
tjk,2006,65.12235
tjk,2007,64.15412
tjk,2008,68.32296
tjk,2009,71.14792
tjk,2010,63.71322
tjk,2011,74.84163
tjk,2012,75.44359
tjk,2013,75.75085
tjk,2014,76.13663
tjk,2015,76.15583
tjk,2016,76.07561
tjk,2017,76.00289
tkm,2019,82.58906
tkm,2020,82.33972
tls,2001,29.98997
tls,2002,29.99231
tls,2004,29.21504
tls,2009,39.02605
tls,2010,39.79271
tls,2011,39.71999
tls,2017,41.38637
tls,2018,41.30803
tls,2019,41.27212
ton,1970,43.769
ton,1971,43.51852
ton,1972,46.10592
ton,1973,47.26989
ton,1974,45.50898
ton,1975,53.48837
ton,1978,54.13929
ton,1979,57.09046
ton,1981,59.28058
ton,1982,61.16015
ton,1983,60.21635
ton,1984,60.98765
ton,1985,61.82796
ton,1986,64.90765
ton,1990,68.94049
ton,1991,67.36695
ton,1992,64.15816
ton,1993,65.64987
ton,1994,66.90442
ton,1995,69.0051
ton,1996,68.1592
ton,1997,70.07576
ton,1998,69.94681
ton,1999,67.24782
ton,2000,68.83289
ton,2001,68.04374
ton,2002,69.8577
ton,2003,62.01456
ton,2004,62.98932
ton,2007,70.82707
ton,2008,69.77444
ton,2009,69.55882
ton,2010,71.49188
ton,2011,73.22946
ton,2013,70.44776
ton,2014,72.25064
ton,2015,72.35669
ton,2018,75.67222
ton,2019,74.13793
ton,2020,78.30552
tto,1971,59.14783
tto,1972,60.09494
tto,1973,60.93377
tto,1974,62.11013
tto,1975,62.65611
tto,1976,62.15423
tto,1977,63.36114
tto,1978,63.75923
tto,1979,62.78956
tto,1980,60.99643
tto,1981,66.02399
tto,1982,67.8268
tto,1983,72.58708
tto,1984,72.02559
tto,1985,70.14355
tto,1986,70.23731
tto,1987,70.17567
tto,1988,70.37471
tto,1991,70.34658
tto,1992,71.53887
tto,1993,71.70132
tto,1994,73.6061
tto,1996,73.83498
tto,1997,73.83395
tto,1999,75.91033
tto,2000,75.78183
tto,2001,74.4597
tto,2002,76.40777
tto,2003,75.1279
tto,2004,73.05779
tto,2005,72.41995
tto,2007,76.68584
tto,2008,78.60514
tto,2009,78.75655
tun,1976,24.00086
tun,1977,25.0344
tun,1978,26.17201
tun,1979,26.85109
tun,1981,29.2347
tun,1982,30.52774
tun,1983,31.98185
tun,1984,34.21597
tun,1985,36.46545
tun,1986,38.25421
tun,1987,39.47311
tun,1988,41.80271
tun,1989,41.60559
tun,1990,42.88703
tun,1991,44.77267
tun,1992,45.67234
tun,1993,47.27065
tun,1994,47.84521
tun,1995,48.18005
tun,1996,48.55979
tun,1997,49.01083
tun,1998,49.183
tun,1999,49.52042
tun,2000,49.65196
tun,2001,49.80261
tun,2002,50.00991
tun,2003,50.41402
tun,2004,51.21792
tun,2005,51.69783
tun,2006,52.41205
tun,2007,53.14119
tun,2008,54.07239
tun,2009,54.89283
tun,2010,55.67574
