geo,time,se_xpd_seco_zs
swz,2002,31.09167
swz,2003,41.10222
swz,2004,28.01562
swz,2005,34.91949
swz,2006,31.5193
swz,2008,33.52014
swz,2009,34.64214
swz,2010,35.5
swz,2011,36.70649
swz,2014,34.05395
syc,1970,52.06342
syc,1971,34.46939
syc,1972,52.1445
syc,1974,39.93547
syc,1975,46.44512
syc,1976,40.26281
syc,1984,61.83794
syc,1985,55.45021
syc,1986,54.97402
syc,1988,47.95463
syc,1989,48.11692
syc,1994,24.25545
syc,1995,25.24821
syc,1996,41.15509
syc,1998,40.82127
syc,2002,26.112
syc,2003,28.90592
syc,2011,16.16604
syc,2012,31.64114
syc,2013,28.32022
syc,2014,32.32123
syc,2016,27.14956
syr,1972,31.81006
syr,1973,34.75576
syr,1975,36.38795
syr,1976,26.16033
syr,1977,28.8782
syr,1978,29.49915
syr,1979,30.40076
syr,1980,35.01039
syr,1981,33.00283
syr,1982,33.81902
syr,1984,25.27619
syr,1985,26.6251
syr,1986,27.07731
syr,1987,29.91331
syr,1988,27.30503
syr,1989,28.62229
syr,1996,31.29448
syr,2002,33.41477
syr,2007,35.85406
syr,2009,36.90446
tca,1975,21.30919
tca,1976,34.61047
tca,1981,45.48134
tca,1998,35.92932
tca,1999,28.78013
tca,2000,31.53898
tca,2001,27.24358
tca,2002,31.74951
tca,2003,27.96775
tca,2005,47.65114
tca,2015,41.47326
tca,2018,39.44894
tcd,1997,15.64735
tcd,1998,25.91816
tcd,2004,36.8557
tcd,2005,35.48479
tcd,2009,28.33404
tcd,2010,27.4058
tcd,2011,34.94893
tcd,2012,20.72761
tcd,2013,24.71241
tgo,1970,24.64275
tgo,1979,33.86135
tgo,1981,25.94933
tgo,1984,26.51963
tgo,1987,36.3354
tgo,1992,30.04601
tgo,1996,25.58196
tgo,1998,28.6962
tgo,1999,33.01886
tgo,2000,29.3135
tgo,2007,33.25883
tgo,2008,35.89322
tgo,2009,35.35058
tgo,2010,25.57905
tgo,2011,29.31078
tgo,2012,14.34092
tgo,2013,15.84563
tgo,2014,17.49651
tgo,2015,16.26494
tgo,2016,16.01789
tha,1971,23.1662
tha,1972,23.15321
tha,1973,20.70643
tha,1974,21.70012
tha,1975,21.22158
tha,1976,21.64583
tha,1977,20.94077
tha,1979,26.62861
tha,1980,25.05182
tha,1981,19.35702
tha,1982,29.88317
tha,1983,24.0132
tha,1984,23.89136
tha,1986,24.10652
tha,1987,23.59825
tha,1988,24.11754
tha,1989,24.63525
tha,1991,22.48902
tha,1992,24.01842
tha,1994,24.64298
tha,1995,24.81096
tha,1996,26.4401
tha,1997,22.06466
tha,1998,27.07097
tha,2000,21.88651
tha,2001,20.5315
tha,2004,23.98801
tha,2008,14.26054
tha,2009,15.5976
tha,2010,28.61176
tha,2011,21.45284
tha,2012,28.62811
tha,2013,29.81499
tls,2011,7.45076
tls,2012,20.02046
tls,2013,30.17516
tls,2014,29.81894
ton,1972,37.20191
ton,1984,54.76395
ton,1998,23.08848
ton,2002,28.86769
ton,2003,31.08277
ton,2004,30.13839
tto,1980,31.79254
tto,1982,38.50397
tto,1983,32.54006
tto,1984,31.53493
tto,1985,33.35997
tto,1989,38.09106
tto,1990,37.58297
tto,2000,34.46296
tto,2001,34.37366
tto,2002,42.05462
tto,2003,36.8308
tun,1980,35.89352
tun,1981,36.77633
tun,1982,38.35086
tun,1983,39.25921
tun,1984,38.68728
tun,1985,37.90028
tun,1986,38.39618
tun,1993,31.08844
tun,1994,32.22361
tun,1996,37.54166
tun,1997,43.26382
tun,1999,43.91516
tun,2000,45.03064
tun,2001,44.80251
tun,2002,44.35696
tun,2003,40.60611
tun,2004,38.12103
tun,2005,41.58348
tun,2008,47.34098
tun,2015,71.58674
tur,1978,35.06844
tur,1979,38.99598
tur,1981,22.99681
tur,1982,27.60069
tur,1983,28.0589
tur,1984,22.0935
tur,1985,22.42525
tur,1986,23.78086
tur,1993,23.65931
tur,1994,21.42325
tur,1995,22.02658
tuv,1990,59.01639
tza,1971,26.58607
tza,1972,28.15126
tza,1973,29.60258
tza,1974,23.43329
tza,1980,16.35437
tza,1989,24.60715
tza,1990,32.81181
tza,2004,8.92966
tza,2005,12.85144
tza,2006,14.45393
tza,2007,17.25688
tza,2008,17.02626
tza,2009,16.66065
tza,2010,11.32435
tza,2014,18.26841
uga,1971,34.81013
uga,1973,31.83857
uga,1974,32.94517
uga,1975,41.01645
uga,1976,35.23927
uga,1982,56.73306
uga,1983,55.36977
uga,1984,36.60928
uga,1985,33.73615
uga,1988,60.43599
uga,2004,17.31284
uga,2010,39.43079
uga,2011,32.57941
uga,2012,28.31904
uga,2013,26.61101
uga,2014,24.54995
ukr,1997,11.68826
ukr,2011,28.5721
ukr,2012,28.77495
ukr,2013,28.12585
ukr,2014,27.8352
ukr,2016,27.88959
ukr,2017,30.73296
ury,1979,33.66416
ury,1980,33.59318
ury,1984,29.86353
ury,1985,29.53866
ury,1986,28.09221
ury,1991,28.31045
ury,1992,28.19679
ury,1994,31.92304
ury,1995,24.05355
ury,1996,27.19975
ury,2000,37.78661
ury,2001,32.49809
ury,2002,34.4289
ury,2003,32.46827
ury,2004,34.50801
ury,2005,35.49689
ury,2006,35.98496
ury,2011,33.17493
ury,2016,34.00628
ury,2017,34.67528
usa,2013,35.16779
usa,2014,34.55486
vct,1986,25.65116
vct,1989,25.53454
vct,1991,43.6443
vct,1998,26.11741
vct,2000,25.47522
vct,2005,31.72667
vct,2007,31.78252
vct,2009,41.08444
vct,2010,36.26821
vct,2016,32.68362
vct,2017,31.79348
vct,2018,31.54717
ven,1970,22.07208
ven,1971,24.87037
ven,1972,25.68135
ven,1974,23.29068
ven,1975,18.55287
ven,1977,17.29184
ven,1983,9.80441
ven,1984,6.62191
ven,1987,4.59564
ven,1988,4.94084
ven,1990,4.6246
ven,1992,2.72439
ven,1993,2.44068
ven,1994,1.92502
ven,2006,17.62346
ven,2007,17.51542
ven,2009,19.03526
vgb,1970,43.64821
vgb,1971,33.03571
vgb,2001,28.62879
vgb,2005,31.2194
vgb,2006,36.80849
vgb,2007,37.7467
vgb,2009,37.12895
vgb,2010,33.98731
vgb,2015,19.03976
vgb,2017,35.07155
vir,1975,0
vir,1976,0
vir,1977,0
vir,1978,0
vnm,2008,35.77344
vnm,2009,43.16033
vnm,2010,42.20706
vnm,2011,41.18023
vnm,2012,40.05234
vnm,2013,39.56981
vut,1994,32.98945
vut,1998,49.39059
vut,1999,57.67274
vut,2000,49.44588
vut,2001,57.39532
vut,2008,32.91404
vut,2009,29.69251
vut,2014,32.54411
vut,2015,28.73318
vut,2017,32.89745
wsm,1999,27.61153
wsm,2000,29.53337
wsm,2001,29.82455
wsm,2016,42.81374
zaf,1999,33.68504
zaf,2000,31.32702
zaf,2001,31.11752
zaf,2002,31.26304
zaf,2003,35.27866
zaf,2004,35.63045
zaf,2005,32.57677
zaf,2006,31.09478
zaf,2007,33.68401
zaf,2008,31.1158
zaf,2009,30.87872
zaf,2010,31.44942
zaf,2011,32.91663
zaf,2012,30.25606
zaf,2014,30.72001
zaf,2015,30.66833
zaf,2017,29.41027
zaf,2018,30.76076
zmb,1970,37.1029
zmb,1971,33.4065
zmb,1972,35.96479
zmb,1973,39.0564
zmb,1974,38.2051
zmb,1975,33.46256
zmb,1976,31.43769
zmb,1977,29.69773
zmb,1978,26.7104
zmb,1979,28.67521
zmb,1980,25.57702
zmb,1981,42.65317
zmb,1982,33.80402
zmb,1983,38.45457
zmb,1984,38.51073
zmb,1985,28.98803
zmb,1986,30.88208
zmb,1987,28.74985
zmb,1991,18.47208
zmb,1992,19.19752
zmb,1993,15.09519
zmb,1994,17.65791
zmb,1995,18.40878
zmb,2000,25.78828
zmb,2004,13.30184
zmb,2005,14.48865
zmb,2015,24.90163
zmb,2016,19.72515
zmb,2017,23.32998
zwe,1979,32.67006
zwe,1980,28.55212
zwe,1981,21.46619
zwe,1983,23.69976
zwe,1984,25.44434
zwe,1985,27.31852
zwe,1987,28.93072
zwe,1988,29.21402
zwe,1989,29.60533
zwe,1990,33.13953
zwe,1992,28.37628
zwe,1994,27.66323
zwe,2010,25.6049
zwe,2012,26.07969
zwe,2013,26.60641
zwe,2014,26.86638
