geo,time,se_xpd_seco_zs
aut,2007,46.28443
aut,2008,46.27748
aut,2009,46.7337
aut,2010,44.35989
aut,2011,45.36195
aut,2012,41.21692
aut,2013,41.20598
aut,2014,40.36378
aut,2015,39.87736
aut,2016,39.62838
bdi,1979,32.37047
bdi,1981,37.20843
bdi,1990,29.81729
bdi,1991,28.70458
bdi,1992,28.54647
bdi,1994,35.53889
bdi,1995,39.74942
bdi,1996,36.4051
bdi,1999,37.99769
bdi,2000,35.03723
bdi,2001,31.90806
bdi,2002,31.97977
bdi,2004,29.45294
bdi,2005,33.10972
bdi,2008,24.36195
bdi,2009,24.89275
bdi,2010,27.91719
bdi,2011,27.35601
bdi,2012,24.21594
bdi,2013,26.81717
bel,1975,46.05089
bel,1976,46.35818
bel,1977,44.06215
bel,1978,47.95441
bel,1979,48.52502
bel,1980,50.3638
bel,1981,50.17531
bel,1982,51.62221
bel,1986,49.96591
bel,1987,49.57968
bel,1988,49.80667
bel,1993,45.45689
bel,1994,46.5633
bel,1995,45.61383
bel,1996,44.67646
bel,2013,42.13146
ben,2000,25.69266
ben,2001,25.10314
ben,2002,24.33237
ben,2003,26.81012
ben,2004,28.69094
ben,2005,32.82716
ben,2006,24.67609
ben,2007,19.39643
ben,2008,24.14933
ben,2009,22.23424
ben,2010,27.98253
ben,2012,21.971
ben,2013,26.36371
ben,2014,26.25183
ben,2015,23.73528
bfa,1978,18.78621
bfa,1980,19.634
bfa,1983,20.6292
bfa,1985,20.52986
bfa,1988,38.74259
bfa,1994,30.03993
bfa,1996,0
bfa,2005,10.32474
bfa,2006,11.50702
bfa,2007,15.71942
bfa,2010,18.00193
bfa,2011,19.06348
bfa,2012,18.30538
bfa,2013,15.16182
bfa,2014,16.8993
bfa,2015,22.0908
bgd,1979,23.10876
bgd,1980,24.14859
bgd,1981,33.83711
bgd,1982,35.81573
bgd,1983,36.10829
bgd,1984,40.86521
bgd,1985,36.64092
bgd,1986,34.43845
bgd,1987,46.03807
bgd,1990,38.74599
bgd,1991,39.01896
bgd,1992,32.0783
bgd,1993,37.27884
bgd,1997,43.95966
bgd,1999,37.85218
bgd,2000,36.10576
bgd,2002,43.75585
bgd,2003,45.46181
bgd,2004,48.47068
bgd,2006,43.42247
bgd,2007,40.78195
bgd,2008,39.59189
bgd,2009,40.2057
bgd,2011,41.14495
bgd,2012,39.09913
bgd,2016,64.32827
bgr,1998,43.89643
bgr,2001,46.74247
bgr,2002,46.84036
bgr,2003,44.61046
bgr,2004,39.88061
bgr,2005,45.93552
bgr,2006,44.68915
bgr,2007,44.52821
bgr,2008,42.5014
bgr,2009,40.61605
bgr,2010,42.97612
bgr,2011,41.40841
bgr,2012,39.15796
bgr,2013,38.91185
bhr,1970,41.28465
bhr,1971,41.0722
bhr,1972,22.33706
bhr,2013,43.40306
bhr,2014,43.06671
bhr,2015,44.22464
blr,2017,50.45858
blz,1999,31.06729
blz,2000,31.62375
blz,2004,39.15797
blz,2008,40.34306
blz,2009,39.90655
blz,2010,41.12907
blz,2013,38.13867
blz,2014,39.32241
blz,2015,41.17408
blz,2016,41.67663
blz,2017,39.95346
bmu,1973,35.42916
bmu,1975,45.40797
bmu,1985,36.88275
bmu,1990,30.75175
bmu,1991,33.20245
bmu,1992,29.84691
bmu,1998,59.62328
bmu,2004,52.36858
bmu,2005,52.28503
bmu,2010,45.41727
bmu,2014,44.33285
bmu,2015,44.3101
bmu,2017,44.39473
bra,1995,20.13847
bra,1998,37.59655
bra,1999,35.6574
bra,2000,38.44232
bra,2001,40.08059
bra,2002,40.36336
bra,2004,39.36346
bra,2005,38.78848
bra,2006,43.78798
bra,2007,43.65552
bra,2008,44.56404
bra,2009,44.60847
bra,2010,44.66491
bra,2011,45.11796
bra,2012,44.11814
bra,2013,44.99812
bra,2014,43.09467
bra,2015,41.3708
brb,1971,34.15827
brb,1972,33.31471
brb,1973,35.36806
brb,1974,35.00611
brb,1976,29.06124
brb,1977,29.41011
brb,1991,39.30911
brb,1999,33.21971
brb,2000,35.54464
brb,2001,32.81314
brb,2002,33.86607
brb,2003,35.00732
brb,2004,32.47932
brb,2005,31.69585
brb,2007,32.48282
brb,2008,29.36943
brb,2009,28.94022
brb,2010,29.63741
brb,2012,29.93281
brb,2013,24.86012
brb,2014,22.47617
brb,2016,39.30671
brn,1970,51.01892
brn,1971,59.1134
brn,1972,49.71145
brn,1973,63.30275
brn,1974,60.53515
brn,1975,49.71198
brn,1976,54.68168
brn,1978,54.4468
brn,1979,51.6141
brn,1980,47.94832
brn,1981,46.70444
brn,1982,49.44632
brn,1987,31.32252
brn,1988,31.45059
brn,1989,35.6801
brn,1990,27.44128
brn,1991,31.11764
brn,1992,34.89164
brn,1993,27.09168
brn,2010,46.78163
brn,2014,38.68534
brn,2016,60.84435
btn,1971,76.87443
btn,1972,79.39564
btn,1975,41.44791
btn,1978,64.20121
btn,1979,58.98642
btn,2005,50.94363
btn,2008,55.73444
btn,2009,56.01992
btn,2010,53.8765
btn,2011,56.73914
btn,2013,54.5583
btn,2014,55.67762
btn,2015,41.49114
bwa,1971,36.06612
bwa,1972,35.35382
bwa,1973,37.25585
bwa,1974,42.38677
bwa,1975,31.87777
bwa,1976,35.44924
bwa,1977,32.16371
bwa,1978,36.85769
bwa,1979,41.34199
bwa,1980,42.83095
bwa,1983,35.8369
bwa,1984,36.7425
bwa,1985,37.36434
bwa,1986,40.6015
bwa,1987,48.59677
bwa,1988,53.16325
bwa,1990,52.82824
bwa,1992,51.65282
bwa,2005,39.61589
bwa,2007,44.22748
bwa,2009,32.69546
caf,1978,14.86201
caf,1986,17.55019
caf,1987,16.58149
caf,1990,14.43826
caf,1991,16.65348
caf,2006,23.71611
caf,2007,29.05007
caf,2008,25.91333
caf,2009,26.45229
caf,2010,23.99504
can,2011,26.40425
che,1970,40.096
che,1971,47.1672
che,1972,46.2891
che,1973,46.70218
che,1974,48.18625
che,1990,24.32932
che,1991,25.38514
che,1993,45.80191
che,1994,46.02155
che,1995,46.44843
che,1996,47.02689
che,1998,40.3781
che,1999,39.41656
che,2000,39.44057
che,2001,39.04682
che,2002,38.21976
che,2003,36.45894
che,2004,35.66956
che,2005,37.66496
che,2006,37.50446
che,2007,38.17514
che,2008,45.37242
che,2009,41.45361
che,2010,41.26948
che,2011,39.83454
che,2012,39.12184
che,2013,38.8077
che,2014,37.61926
che,2015,35.57103
chl,1974,9.69668
chl,1975,13.23993
chl,1978,16.24728
chl,1979,16.92419
chl,1980,17.13588
chl,1981,14.81841
chl,1987,18.21446
chl,1990,17.79819
chl,1993,13.68655
chl,1994,18.0941
chl,1995,16.80571
chl,1996,19.64315
chl,1997,19.57906
chl,1998,33.2911
chl,2000,34.26986
chl,2002,35.30187
chl,2003,38.38326
chl,2004,38.00873
chl,2005,38.99647
chl,2006,38.60399
chl,2007,38.36206
chl,2008,37.86879
chl,2009,35.23236
chl,2010,32.53252
chl,2011,32.46946
chl,2013,29.65169
chl,2014,27.97542
chl,2015,29.36544
chl,2016,29.06897
chl,2017,28.47031
chn,1980,38.80972
chn,1981,37.06206
chn,1982,36.90084
chn,1983,35.28189
chn,1984,34.80442
chn,1985,34.82925
chn,1986,35.01005
chn,1987,35.56861
chn,1988,36.5595
chn,1992,38.10646
chn,1993,40.20054
chn,1994,36.08304
chn,1995,28.34763
chn,1996,38.49465
chn,1998,32.23013
chn,1999,37.41242
civ,1970,43.0621
civ,1972,45.7728
civ,1973,39.17039
civ,1974,36.36688
civ,1975,40.08159
civ,1976,41.77224
civ,1978,43.20149
civ,1979,44.10206
civ,1980,39.50555
civ,1992,35.71129
civ,1993,34.85022
civ,1994,34.02659
civ,1995,34.03633
civ,1996,37.07074
civ,1997,36.38229
civ,1998,33.25254
civ,1999,37.2643
civ,2000,32.66512
civ,2006,30.52987
civ,2007,30.35379
civ,2008,31.28736
civ,2009,34.34535
civ,2010,33.09796
civ,2011,32.71681
civ,2012,33.68582
civ,2013,33.88244
civ,2014,37.18136
civ,2015,34.19866
civ,2016,30.67585
civ,2017,31.42684
civ,2018,35.11957
cmr,1971,30.78631
cmr,1972,33.68827
cmr,2005,51.9921
cmr,2006,50.85584
cmr,2007,52.3957
cmr,2008,54.08651
cmr,2009,53.89216
cmr,2010,52.73901
cmr,2011,48.86979
cmr,2012,52.55314
cod,2010,33.73443
cod,2013,14.36003
cog,1970,37.82857
cog,1971,37.49825
cog,1973,35.1785
cog,1975,39.74194
cog,1978,27.91244
cog,1979,33.71763
cog,1980,30.16676
cog,1994,13.60551
cog,1995,12.11075
cog,2002,30.16886
cog,2005,41.19034
cog,2010,53.33168
col,1979,28.10676
col,1980,28.01318
col,1981,26.84999
col,1984,30.01476
col,1985,31.22956
col,1989,28.59866
col,1998,32.98939
col,1999,33.26021
col,2000,33.0706
col,2001,33.02764
col,2004,35.69687
col,2005,36.12769
col,2007,25.95244
col,2008,40.22582
col,2009,35.01429
col,2010,34.82016
col,2011,36.25839
col,2012,35.70239
col,2013,35.11481
col,2014,37.49596
col,2015,35.40608
col,2016,34.68962
col,2017,37.24471
col,2018,38.05749
com,1971,37.51905
com,1998,41.21316
com,2002,40.1204
com,2008,23.66377
com,2011,27.5983
com,2012,27.83102
com,2013,27.95683
com,2014,28.58003
com,2015,27.69313
cpv,2002,29.84491
cpv,2006,38.62659
cpv,2007,38.9938
cpv,2008,36.5733
cpv,2009,32.9578
cpv,2011,37.1747
cpv,2013,40.28066
cpv,2014,38.0054
cpv,2015,39.59043
cpv,2016,40.84653
cpv,2017,39.92847
cri,1980,20.72798
cri,1982,15.55416
cri,1983,17.26379
cri,1988,20.51867
cri,1989,20.98687
cri,1995,23.6233
cri,1996,24.51136
cri,1999,29.17743
cri,2000,28.00545
cri,2001,30.68942
cri,2002,31.88769
cri,2004,27.82713
cri,2006,30.08791
cri,2007,31.38094
cri,2008,30.99024
cri,2009,31.28655
cri,2010,31.51123
cri,2011,32.56519
cri,2012,33.12304
cri,2013,33.7004
cri,2014,33.44405
cri,2015,33.68089
cri,2016,31.99655
cri,2017,31.69431
cri,2018,28.6795
cub,1991,44.14768
cub,1993,41.67378
cub,1994,42.26543
cub,1998,36.53172
cub,1999,36.69577
cub,2000,37.96225
cub,2001,36.39067
cub,2002,36.82229
cub,2004,35.70101
cub,2005,37.66851
cub,2006,38.86855
cub,2007,36.01888
cub,2008,29.38358
cub,2009,28.44434
cub,2010,29.10781
cym,2005,49.52965
cym,2006,54.02635
cyp,1970,41.01107
cyp,1971,39.74517
cyp,1972,44.20502
cyp,1973,47.17611
cyp,1974,49.49604
cyp,1975,51.16237
cyp,1976,52.03858
cyp,1977,51.85004
cyp,1978,50.50963
cyp,1979,52.13562
cyp,1980,52.2305
cyp,1981,54.31772
cyp,1982,54.15065
cyp,1984,53.20518
cyp,1985,52.61633
cyp,1986,52.15827
cyp,1987,51.35844
cyp,1988,51.7181
cyp,1989,52.81697
cyp,1990,51.97033
cyp,1991,50.93118
cyp,1992,50.89813
cyp,1993,52.67267
cyp,1994,53.02631
cyp,1995,52.21082
cyp,1999,50.55188
cyp,2000,50.29089
cyp,2001,50.25452
cyp,2002,50
cyp,2003,45.86545
cyp,2004,45.49982
cyp,2005,44.88518
cyp,2006,43.84017
cyp,2007,43.78996
cyp,2008,42.47892
cyp,2009,41.38947
cyp,2010,43.01157
cyp,2011,42.60223
cyp,2013,41.53489
cyp,2014,42.10469
cyp,2015,41.3118
cyp,2016,40.94874
cze,1993,27.87107
cze,1994,54.43502
cze,1995,53.35441
cze,1996,49.62853
cze,1998,48.73539
cze,1999,49.24796
cze,2000,49.74882
cze,2001,50.4644
cze,2002,50.77631
cze,2003,50.5437
cze,2004,50.69981
cze,2005,51.31213
cze,2006,47.20899
cze,2007,47.52436
cze,2008,48.32721
cze,2009,46.38527
cze,2010,45.7332
cze,2011,42.81354
cze,2012,43.97237
cze,2013,43.86873
cze,2014,43.5409
cze,2015,29.80452
cze,2016,29.00771
deu,1993,70.27338
deu,1996,71.51826
deu,1998,44.4591
deu,2006,47.11501
deu,2007,47.1186
deu,2008,46.03146
deu,2009,46.2026
deu,2010,45.54756
deu,2011,44.55401
deu,2012,43.15876
deu,2013,42.52851
deu,2014,41.96527
deu,2015,41.85471
deu,2016,41.25655
dji,1970,58.41012
dji,1971,63.04714
dji,1974,44.98957
dji,1979,25.36861
dji,2010,37.2825
dji,2015,1.26592
dji,2016,0.82897
dma,1989,26.72542
dma,1998,44.90639
dma,2015,43.3707
dnk,1977,17.2546
dnk,1978,17.97201
dnk,1979,18.31633
dnk,1980,20.95379
dnk,1986,21.76369
dnk,1987,22.83139
dnk,1988,23.86615
dnk,1991,49.92376
dnk,1993,41.61678
dnk,1994,39.254
dnk,1995,39.16783
dnk,1996,38.62455
dnk,1998,36.64673
dnk,1999,37.2927
dnk,2000,36.74025
dnk,2001,33.98209
dnk,2002,34.29368
dnk,2003,34.6082
dnk,2004,34.92197
dnk,2005,36.3479
dnk,2006,36.98592
dnk,2007,35.8084
dnk,2008,35.89463
dnk,2009,33.69007
dnk,2010,34.51898
dnk,2011,32.10228
dnk,2012,37.97045
dnk,2013,32.41739
dnk,2014,40.0023
dom,1970,19.54421
dom,1982,22.29934
dom,1983,21.62416
dom,1984,21.98374
dom,1985,21.36869
dom,1993,16.27149
dom,1995,13.88512
dom,1996,12.75269
dom,2007,17.95368
dza,1979,25.3856
dza,1980,23.8471
ecu,1970,40.13379
ecu,1971,43.46831
ecu,1977,28.40637
ecu,1984,30.67343
ecu,1985,35.25264
ecu,1986,34.6522
ecu,1995,40.13078
ecu,1999,39.64045
ecu,2000,34.556
ecu,2009,10.7351
ecu,2010,10.43589
ecu,2011,11.13749
ecu,2012,11.31255
ecu,2013,12.17537
ecu,2014,11.44026
ecu,2015,12.11141
eri,1996,17.00929
eri,2001,31.47219
eri,2002,35.4122
eri,2004,21.09421
esp,1970,24.20377
esp,1971,24.23189
esp,1972,21.51672
esp,1976,18.34484
esp,1977,16.30375
esp,1978,25.28504
esp,1979,21.20684
esp,1987,44.91703
esp,1988,46.23362
esp,1989,46.89687
esp,1990,49.70036
esp,1991,49.3176
esp,1992,49.98433
esp,1993,52.01247
esp,1994,51.79799
esp,1995,49.30591
esp,1996,46.58299
esp,1998,46.75604
esp,1999,46.02285
esp,2000,43.74455
esp,2001,41.81559
esp,2002,41.39121
esp,2003,40.25495
esp,2004,39.73975
esp,2005,39.45084
esp,2006,39.2039
esp,2007,38.12844
esp,2008,37.65901
esp,2009,37.50079
esp,2010,36.97093
esp,2011,36.97093
esp,2012,37.3306
esp,2013,36.90563
esp,2014,36.73987
esp,2015,36.80384
esp,2016,37.31704
est,1997,30.03946
est,1998,29.49568
est,1999,34.09131
est,2001,41.17544
est,2002,40.94394
est,2003,44.37361
est,2004,46.26106
est,2005,43.71706
est,2007,41.86203
est,2008,41.36166
est,2009,40.25491
est,2010,40.12884
est,2011,36.43034
est,2012,36.40213
est,2013,29.41524
est,2014,26.09069
est,2015,25.89992
est,2016,25.20099
eth,1971,28.51847
eth,1972,30.07655
eth,1977,36.54432
eth,1978,37.58807
eth,1979,35.00757
eth,1980,31.80106
eth,1981,29.78359
eth,1982,32.31705
eth,1983,38.50125
eth,1984,35.8978
eth,1985,34.44549
eth,1986,33.51931
eth,1993,30.44192
eth,1996,26.27922
eth,1997,23.79693
eth,2009,24.32833
eth,2010,25.01587
eth,2011,25.59501
eth,2012,25.30281
eth,2013,29.30751
eth,2014,16.56876
eth,2015,18.13888
fin,1970,50.30458
fin,1971,48.6946
fin,1972,38.55089
fin,1973,37.62204
fin,1974,35.41412
fin,1975,34.21088
fin,1976,31.70916
fin,1979,42.54506
fin,1980,44.08492
fin,1981,44.03719
fin,1982,46.12438
fin,1983,46.62174
fin,1984,46.34571
fin,1985,45.61006
fin,1986,45.47657
fin,1987,44.12536
fin,1988,43.60847
fin,1989,43.6724
fin,1990,43.12599
fin,1991,40.84988
fin,1992,39.54294
fin,1993,35.70176
fin,1994,37.95356
fin,1995,36.41074
fin,1996,36.69684
fin,1999,39.46767
fin,2000,38.78229
fin,2001,40.05171
fin,2002,40.55495
fin,2003,41.03578
fin,2004,41.03367
fin,2005,41.93437
fin,2006,42.19388
fin,2007,42.56925
fin,2008,42.79625
fin,2009,42.51843
fin,2010,42.44763
fin,2011,42.01525
fin,2012,37.95146
fin,2013,37.77987
fin,2014,37.45866
fin,2015,37.46822
fin,2016,36.94765
fji,1979,31.85985
fji,1981,44.66749
fji,1983,33.08364
fji,1989,37.88864
fji,2004,32.59857
fji,2011,15.94479
fra,1970,46.50425
fra,1971,51.01525
fra,1972,49.06254
fra,1973,49.17001
fra,1974,42.96921
fra,1975,43.97402
fra,1976,44.43462
fra,1977,44.6039
fra,1978,44.45261
fra,1979,44.42577
fra,1980,44.76632
fra,1981,45.43996
fra,1982,46.06521
fra,1983,45.72281
fra,1984,45.41077
fra,1985,45.67013
fra,1986,45.92687
fra,1987,46.11458
fra,1988,46.179
fra,1989,46.36352
fra,1990,46.49525
fra,1991,46.72834
fra,1992,46.11662
fra,1993,51.0571
fra,1994,50.73809
fra,1995,50.30167
fra,1996,50.01956
fra,1999,50.01697
fsm,1972,30.19968
gab,1992,49.53647
gab,1998,30.12714
gab,2010,28.25615
gab,2011,31.42326
gab,2012,34.59761
gab,2013,26.11279
gab,2014,28.93875
gbr,1971,36.67883
gbr,1972,34.64968
gbr,1973,35.19417
gbr,1974,35.68563
gbr,1975,37.21056
gbr,1976,39.82906
gbr,1977,39.26615
gbr,1980,39.84776
gbr,1981,39.90355
gbr,1982,40.56725
gbr,1983,40.89934
gbr,1984,41.70248
gbr,1985,42.69402
gbr,1986,48.0661
gbr,1987,48.13803
gbr,1988,48.32494
gbr,1989,47.80404
gbr,1990,46.96409
gbr,1991,46.33387
gbr,1992,44.84085
gbr,1994,44.36224
gbr,1995,43.63596
gbr,1996,43.98863
gbr,1998,46.07624
gbr,1999,46.70776
gbr,2000,48.7333
gbr,2001,48.3563
gbr,2002,47.14807
gbr,2003,48.27423
gbr,2004,47.88209
gbr,2005,45.38878
gbr,2006,43.31438
gbr,2007,45.10862
gbr,2008,47.03944
gbr,2009,48.91957
gbr,2010,48.31804
gbr,2011,41.5706
gbr,2013,40.13864
gbr,2014,41.13215
gbr,2015,41.03583
gbr,2016,37.83738
geo,2008,36.96946
geo,2011,29.04419
geo,2012,32.12883
gha,1971,30.82259
gha,1972,29.47245
gha,1974,26.2249
gha,1975,29.33592
gha,1976,45.47878
gha,1977,48.04565
gha,1979,43.93869
gha,1980,45.37836
gha,1981,41.13271
gha,1982,44.45841
gha,1986,41.10245
gha,1987,33.41981
gha,1988,38.24091
gha,2001,39.57534
gha,2004,34.13232
gha,2005,32.51611
gha,2006,37.25413
gha,2007,34.82364
gha,2008,33.96207
gha,2009,38.01716
gha,2010,37.11727
gha,2011,27.35526
gha,2012,40.78263
gha,2013,37.1652
gha,2014,36.98188
gin,1984,37.16995
gin,1991,28.32144
gin,1992,30.50032
gin,1993,29.13929
gin,2008,13.99005
gin,2009,24.09425
gin,2010,24.85822
gin,2011,21.52368
gin,2012,22.97748
gin,2013,25.15072
gin,2014,21.85208
gin,2015,21.85254
gin,2016,22.6965
gin,2017,22.6965
gin,2018,20.92364
gmb,1985,19.19414
gmb,1986,24.47354
gmb,1989,19.84024
gmb,1990,24.14801
gmb,1991,20.30577
gmb,1992,23.78164
gmb,1995,21.77291
gmb,1996,16.86864
gmb,2001,14.81077
gmb,2002,15.29197
gmb,2003,19.03727
gmb,2004,22.2919
gmb,2005,23.09543
gmb,2006,21.87362
gmb,2007,21.30589
gmb,2008,29.03064
gmb,2009,30.05591
gmb,2010,23.40106
gmb,2011,27.15645
gmb,2012,31.35873
gmb,2013,35.49641
gmb,2014,30.2313
gmb,2015,32.83468
gnb,2010,46.66631
gnb,2011,41.43568
gnb,2012,36.40839
gnb,2013,30.44408
gnq,1998,30.72538
grc,1970,30.51425
grc,1971,28.55335
grc,1973,29.32611
grc,1974,28.04179
grc,1975,27.22126
grc,1976,28.18948
grc,1977,29.52189
grc,1978,30.5505
grc,1981,38.64491
grc,1982,37.08525
grc,1983,40.72493
grc,1984,40.01559
grc,1986,40.84933
grc,1987,41.57062
grc,1988,43.38053
grc,1989,42.7076
grc,1990,43.1839
grc,1991,43.6155
grc,1998,33.36246
grc,1999,34.16226
grc,2000,40.67016
grc,2001,35.37471
grc,2002,34.13826
grc,2003,36.45316
grc,2004,33.64334
grc,2005,33.94361
grd,2003,35.77571
grd,2017,27.37425
gtm,1970,19.42074
gtm,1971,19.22493
gtm,1976,15.69767
gtm,1993,11.66821
gtm,1994,13.86718
gtm,1995,12.02261
gtm,1996,12.64218
gtm,2006,10.10508
gtm,2007,12.60466
gtm,2008,12.81905
gtm,2010,14.81553
gtm,2011,12.54178
gtm,2012,13.06595
gtm,2013,14.30738
gtm,2014,13.83104
gtm,2015,12.88531
gtm,2016,13.31038
gtm,2017,13.14359
gtm,2018,13.17728
gum,1971,0
gum,1972,0
gum,1973,0
guy,1970,41.77521
guy,1977,33.90821
guy,1979,51.2496
guy,1983,32.81006
guy,1984,28.56489
guy,2002,23.51449
guy,2004,26.48021
guy,2006,32.3522
guy,2007,26.83019
guy,2009,30.43072
guy,2010,33.43877
guy,2011,33.37715
guy,2012,33.25069
hkg,1971,23.06025
hkg,1972,22.87732
hkg,1973,25.36238
hkg,1974,27.3896
hkg,1975,29.21649
hkg,1976,29.7052
hkg,1977,29.49046
hkg,1978,29.61881
hkg,1980,32.51751
hkg,1981,35.95637
hkg,1982,50.37701
hkg,1983,37.59399
hkg,1984,38.875
hkg,1985,40.34155
hkg,1990,40.00907
hkg,1992,37.35679
hkg,1996,34.99181
hkg,2002,31.8486
hkg,2003,32.14857
hkg,2004,32.49201
hkg,2005,33.81572
hkg,2006,33.14844
hkg,2007,34.0201
hkg,2008,34.05481
hkg,2009,26.87913
hkg,2010,35.53743
hkg,2011,35.14551
hkg,2012,33.57882
hkg,2013,30.48825
hkg,2014,31.31349
hkg,2015,33.91297
hkg,2016,33.04545
hkg,2017,32.65564
hkg,2018,31.31521
hnd,1978,20.68282
hnd,1979,18.5974
hnd,1980,19.64913
hnd,1994,17.38398
hnd,1995,21.99076
hnd,2013,25.29041
hti,1981,23.30181
hti,1982,17.2747
hti,1983,16.39613
hti,1984,16.57957
hti,1985,16.87221
hti,1991,21.07755
hun,1970,25.7572
hun,1971,27.46595
hun,1972,25.5963
hun,1973,25.70519
hun,1974,25.91023
hun,1975,25.93412
hun,1976,23.26564
hun,1977,23.03962
hun,1978,22.08844
hun,1979,20.60595
hun,1980,19.62404
hun,1981,20.10542
hun,1982,19.12428
hun,1983,23.46335
hun,1984,19.0846
hun,1985,23.08574
hun,1986,24.76989
hun,1987,25.4229
hun,1988,26.18012
hun,1989,25.57917
hun,1990,25.83527
hun,1992,26.738
hun,1993,25.9602
hun,1994,24.74724
hun,1995,45.52581
hun,1996,46.72922
hun,1998,40.44554
hun,1999,40.16027
hun,2000,40.47556
hun,2001,39.09789
hun,2002,39.46014
hun,2003,45.80851
hun,2004,41.22265
hun,2005,40.38563
hun,2006,40.37265
hun,2007,41.41519
hun,2008,41.45747
hun,2009,40.63982
hun,2010,40.30032
hun,2011,39.34758
hun,2012,40.85032
hun,2013,34.5054
hun,2014,42.76765
hun,2015,38.09751
hun,2016,40.20358
idn,1972,38.52397
idn,1989,51.97918
idn,2007,25.10708
idn,2008,25.25953
idn,2009,25.49625
idn,2010,24.32053
idn,2012,26.03779
idn,2013,26.03539
idn,2014,26.79933
idn,2015,26.99605
ind,1999,37.80222
ind,2000,40.09062
ind,2003,41.66589
ind,2004,41.61946
ind,2005,42.88835
ind,2006,42.50008
ind,2009,34.91827
ind,2010,36.9852
ind,2011,36.96254
ind,2012,38.7325
ind,2013,41.35294
irl,1971,43.90461
irl,1972,41.98567
irl,1973,41.94257
irl,1974,41.50659
irl,1976,36.67798
irl,1977,38.13745
irl,1978,40.88639
irl,1979,41.12496
irl,1980,41.30507
irl,1981,41.38483
irl,1982,42.1358
irl,1983,41.44467
irl,1984,41.12681
irl,1985,40.32357
irl,1986,40.16636
irl,1987,40.21183
irl,1988,40.61424
irl,1989,40.92366
irl,1990,39.55758
irl,1991,39.78289
irl,1992,38.78775
irl,1993,40.08811
irl,1994,41.03988
irl,1995,41.59924
irl,1996,40.89698
irl,1998,37.55523
irl,1999,36.54419
irl,2000,34.12631
irl,2001,34.41245
irl,2002,34.39712
irl,2003,35.31279
