geo,time,tx_uvi_mrch_xd_wd
ita,2011,207.27084
ita,2012,198.83199
ita,2013,206.84926
ita,2014,208.97709
ita,2015,177.74944
ita,2016,176.79337
ita,2017,186.11706
ita,2018,202.0558
ita,2019,197.53774
ita,2020,202.93458
jam,1980,117.846
jam,1981,118.292
jam,1982,109.291
jam,1983,99.9822
jam,1984,103.139
jam,1985,78.355
jam,1986,79.1038
jam,1987,80.9769
jam,1988,121.629
jam,1989,115.88
jam,1990,114.885
jam,1991,92.9404
jam,1992,90.1339
jam,1993,86.2477
jam,1994,88.6198
jam,1995,110.697
jam,1996,101.162
jam,1997,102.656
jam,1998,93.8782
jam,1999,93.4087
jam,2000,100
jam,2001,95.68965
jam,2002,90.75189
jam,2003,95.35406
jam,2004,111.21417
jam,2005,126.18427
jam,2006,160.71411
jam,2007,165.82917
jam,2008,177.70634
jam,2009,140.44201
jam,2010,167.41184
jam,2011,196.77073
jam,2012,185.81971
jam,2013,175.0261
jam,2014,175.22002
jam,2015,149.79254
jam,2016,142.87343
jam,2017,163.63225
jam,2018,177.0949
jam,2019,160.51266
jam,2020,149.81492
jor,1980,95
jor,1981,98
jor,1982,100
jor,1983,89
jor,1984,91
jor,1985,86
jor,1986,84
jor,1987,81
jor,1988,85
jor,1989,86
jor,1990,89
jor,1991,96
jor,1992,93
jor,1993,92
jor,1994,96
jor,1995,111
jor,1996,117
jor,1997,114
jor,1998,107
jor,1999,105
jor,2000,100
jor,2001,101.30131
jor,2002,101.65318
jor,2003,101.83422
jor,2004,114.1935
jor,2005,130.88247
jor,2006,145.1232
jor,2007,169.3695
jor,2008,261.46403
jor,2009,242.19167
jor,2010,207.15489
jor,2011,233.43444
jor,2012,251.41271
jor,2013,231.9094
jor,2014,235.13243
jor,2015,224.7794
jor,2016,213.10571
jor,2017,210.02418
jor,2018,225.4476
jor,2019,201.03111
jor,2020,198.67269
jpn,2000,100
jpn,2001,91.45374
jpn,2002,87.65963
jpn,2003,90.92426
jpn,2004,96.10537
jpn,2005,96.10331
jpn,2006,93.98217
jpn,2007,94.82049
jpn,2008,101.49038
jpn,2009,100.29601
jpn,2010,104.34688
jpn,2011,112.20658
jpn,2012,109.92115
jpn,2013,100.35357
jpn,2014,95.43963
jpn,2015,84.54891
jpn,2016,85.32143
jpn,2017,87.13507
jpn,2018,89.71529
jpn,2019,87.37162
jpn,2020,86.49629
kaz,2000,100
kaz,2001,90.36412
kaz,2002,90.34635
kaz,2003,103.99099
kaz,2004,133.96389
kaz,2005,180.52998
kaz,2006,227.4708
kaz,2007,254.47773
kaz,2008,338.33749
kaz,2009,242.38187
kaz,2010,303.84876
kaz,2011,395.42693
kaz,2012,390.52935
kaz,2013,379.55105
kaz,2014,353.36098
kaz,2015,227.74352
kaz,2016,196.51174
kaz,2017,241.55735
kaz,2018,297.05982
kaz,2019,271.21633
kaz,2020,219.41196
ken,1980,139
ken,1981,126
ken,1982,111
ken,1983,106
ken,1984,114
ken,1985,102
ken,1986,112
ken,1987,102
ken,1988,107
ken,1989,100
ken,1990,94
ken,1991,96
ken,1992,94
ken,1993,74
ken,1994,89
ken,1995,107
ken,1996,105
ken,1997,122
ken,1998,122
ken,1999,102
ken,2000,100
ken,2001,91.73319
ken,2002,89.25154
ken,2003,96.43446
ken,2004,106.8931
ken,2005,120.8162
ken,2006,129.7077
ken,2007,136.10377
ken,2008,157.07841
ken,2009,156.44122
ken,2010,166.99029
ken,2011,191.44967
ken,2012,188.34424
ken,2013,176.80857
ken,2014,175.33573
ken,2015,173.81652
ken,2016,165.78833
ken,2017,181.07221
ken,2018,180.93094
ken,2019,174.22303
ken,2020,172.01497
kgz,2000,100
kgz,2001,99.83767
kgz,2002,100.56861
kgz,2003,114.45167
kgz,2004,124.43374
kgz,2005,136.50072
kgz,2006,151.26138
kgz,2007,164.97599
kgz,2008,191.65078
kgz,2009,187.65381
kgz,2010,215.3756
kgz,2011,256.18814
kgz,2012,253.12345
kgz,2013,236.41755
kgz,2014,225.72793
kgz,2015,203.84584
kgz,2016,211.2944
kgz,2017,223.90561
kgz,2018,231.94995
kgz,2019,238.4638
kgz,2020,272.01403
khm,2000,100
khm,2001,98.25923
khm,2002,98.96678
khm,2003,99.84646
khm,2004,101.59297
khm,2005,102.03446
khm,2006,103.2929
khm,2007,104.60782
khm,2008,109.65258
khm,2009,110.37694
khm,2010,116.42397
khm,2011,127.19871
khm,2012,127.98617
khm,2013,123.3934
khm,2014,120.2246
khm,2015,117.46815
khm,2016,117.95679
khm,2017,117.92951
khm,2018,118.36018
khm,2019,119.54316
khm,2020,124.13258
kir,2000,100
kir,2001,87.18404
kir,2002,86.16028
kir,2003,88.52054
kir,2004,94.94812
kir,2005,95.84515
kir,2006,107.79538
kir,2007,140.80455
kir,2008,182.01736
kir,2009,163.22806
kir,2010,191.1263
kir,2011,239.7145
kir,2012,222.25757
kir,2013,213.12607
kir,2014,224.15187
kir,2015,213.80882
kir,2016,228.01799
kir,2017,240.54647
kir,2018,228.88861
kir,2019,215.72933
kir,2020,231.31531
kna,2000,100
kna,2001,100.93157
kna,2002,97.06821
kna,2003,96.78968
kna,2004,96.78078
kna,2005,99.25219
kna,2006,100.56074
kna,2007,103.44675
kna,2008,105.06081
kna,2009,101.95388
kna,2010,101.01767
kna,2011,103.63488
kna,2012,104.57921
kna,2013,99.83616
kna,2014,98.47218
kna,2015,93.90337
kna,2016,93.23987
kna,2017,92.67859
kna,2018,94.11481
kna,2019,93.07012
kna,2020,95.15126
kor,1980,128
kor,1981,132
kor,1982,128
kor,1983,123
kor,1984,127
kor,1985,122
kor,1986,125
kor,1987,137
kor,1988,156
kor,1989,159
kor,1990,156
kor,1991,157
kor,1992,153
kor,1993,147
kor,1994,151
kor,1995,162
kor,1996,141
kor,1997,128
kor,1998,102
kor,1999,100
kor,2000,100
kor,2001,84.2292
kor,2002,80.81283
kor,2003,83.00301
kor,2004,91.66345
kor,2005,95.73533
kor,2006,94.20066
kor,2007,94.77134
kor,2008,98.48076
kor,2009,84.05182
kor,2010,90.25218
kor,2011,94.43973
kor,2012,90.63777
kor,2013,89.30362
kor,2014,87.36793
kor,2015,77.11884
kor,2016,72.62281
kor,2017,79.10851
kor,2018,81.93106
kor,2019,74.82841
kor,2020,70.07018
kwt,1980,109.196
kwt,1981,128.412
kwt,1982,118.225
kwt,1983,101.754
kwt,1984,99.9237
kwt,1985,100
kwt,1986,73.5367
kwt,1987,60.7839
kwt,1988,46.7195
kwt,2000,100
kwt,2001,89.66202
kwt,2002,87.33751
kwt,2003,103.66079
kwt,2004,131.94778
kwt,2005,159.92624
kwt,2006,187.56033
kwt,2007,205.01756
kwt,2008,272.71256
kwt,2009,181.40533
kwt,2010,223.9196
kwt,2011,296.29511
kwt,2012,299.09412
kwt,2013,294.98051
kwt,2014,279.21877
kwt,2015,168.01307
kwt,2016,141.62384
kwt,2017,173.00998
kwt,2018,216.00513
kwt,2019,199.92869
kwt,2020,153.03494
lao,2000,100
lao,2001,97.49382
lao,2002,97.34645
lao,2003,102.58018
lao,2004,107.08861
lao,2005,114.67481
lao,2006,138.32607
lao,2007,145.06168
lao,2008,159.45003
lao,2009,143.55743
lao,2010,179.98459
lao,2011,209.01245
lao,2012,191.41207
lao,2013,182.1885
lao,2014,179.69652
lao,2015,155.1064
lao,2016,149.90554
lao,2017,167.4019
lao,2018,191.77949
lao,2019,183.8845
lao,2020,179.28093
lbn,2000,100
lbn,2001,100.0999
lbn,2002,100.56372
lbn,2003,106.09673
lbn,2004,115.71853
lbn,2005,121.69969
lbn,2006,134.88152
lbn,2007,149.53185
lbn,2008,173.40839
lbn,2009,167.36319
lbn,2010,177.89008
lbn,2011,201.99333
lbn,2012,199.67764
lbn,2013,193.55434
lbn,2014,192.53669
lbn,2015,176.89638
lbn,2016,179.22505
lbn,2017,185.32206
lbn,2018,193.76993
lbn,2019,192.98307
lbn,2020,207.36159
lbr,1980,121.052
lbr,1981,100.604
lbr,1982,109.054
lbr,1983,101.911
lbr,1984,100.503
lbr,1985,100
lbr,1986,98.1891
lbr,1987,93.5614
lbr,2000,100
lbr,2001,88.75161
lbr,2002,92.31478
lbr,2003,95.85795
lbr,2004,100.27398
lbr,2005,97.17078
lbr,2006,111.91345
lbr,2007,125.84566
lbr,2008,159.3622
lbr,2009,162.28886
lbr,2010,217.31731
lbr,2011,262.63047
lbr,2012,239.72215
lbr,2013,215.39656
lbr,2014,190.95793
lbr,2015,174.26768
lbr,2016,169.79765
lbr,2017,177.33729
lbr,2018,183.4646
lbr,2019,194.55976
lbr,2020,219.71329
lby,1980,119.495
lby,1981,132.782
lby,1982,117.812
lby,1983,102.499
lby,1984,100
lby,1985,100
lby,2000,100
lby,2001,86.6
lby,2002,86.6866
lby,2003,101.68338
lby,2004,134.83216
lby,2005,196.85496
lby,2006,235.43853
lby,2007,265.8101
lby,2008,365.48889
lby,2009,228.43056
lby,2010,296.95972
lby,2011,381.59325
lby,2012,412.5023
lby,2013,407.96477
lby,2014,361.85752
lby,2015,216.42698
lby,2016,172.31989
lby,2017,208.7525
lby,2018,265.30906
lby,2019,241.46867
lby,2020,150.63083
lca,1980,100
lca,1981,107.384
lca,1982,116.631
lca,1983,123.297
lca,2000,100
lca,2001,111.31638
lca,2002,106.04803
lca,2003,100.22793
lca,2004,121.26345
lca,2005,151.79333
lca,2006,171.86517
lca,2007,181.13184
lca,2008,208.19243
lca,2009,179.53725
lca,2010,191.43907
lca,2011,239.37946
lca,2012,239.58754
lca,2013,232.4437
lca,2014,226.57466
lca,2015,176.96477
lca,2016,165.25742
lca,2017,170.93387
lca,2018,182.03263
lca,2019,176.7843
lca,2020,164.76558
lka,1980,68
lka,1981,63
lka,1982,57
lka,1983,65
lka,1984,77
lka,1985,64
lka,1986,55
lka,1987,61
lka,1988,66
lka,1989,68
lka,1990,75
lka,1991,74
lka,1992,87
lka,1993,87
lka,1994,89
lka,1995,99
lka,1996,102
lka,1997,105
lka,1998,110
lka,1999,101
lka,2000,100
lka,2001,96.06068
lka,2002,90.78413
lka,2003,95.90248
lka,2004,99.98303
lka,2005,103.1847
lka,2006,107.96076
lka,2007,111.4767
lka,2008,117.80629
lka,2009,117.29125
lka,2010,129.96029
lka,2011,144.45976
lka,2012,133.80744
lka,2013,133.7676
lka,2014,137.18668
lka,2015,124.05561
lka,2016,122.32915
lka,2017,125.30292
lka,2018,130.60379
lka,2019,122.32191
lka,2020,113.82241
lso,1980,131
lso,1981,116
lso,1982,98
lso,1983,101
lso,1984,84
lso,1985,63
lso,1986,68
lso,1987,58
lso,1988,95
lso,1989,91
lso,1990,102
lso,1991,110
lso,1992,123
lso,1993,118
lso,1994,117
lso,1995,124
lso,1996,115
lso,1997,115
lso,1998,105
lso,1999,105
lso,2000,100
lso,2001,98.68921
lso,2002,98.64014
lso,2003,98.10653
lso,2004,98.16982
lso,2005,97.83451
lso,2006,97.98041
lso,2007,99.64779
lso,2008,102.83919
lso,2009,102.98288
lso,2010,105.32766
lso,2011,117.76941
lso,2012,120.57449
lso,2013,117.88274
lso,2014,119.09009
lso,2015,114.68598
lso,2016,114.61688
lso,2017,113.93866
lso,2018,118.23374
lso,2019,116.47004
lso,2020,115.77357
ltu,2000,100
ltu,2001,95.57777
ltu,2002,100.32281
ltu,2003,120.959
ltu,2004,135.94913
ltu,2005,143.08537
ltu,2006,155.93962
ltu,2007,181.75345
ltu,2008,212.95706
ltu,2009,173.94492
ltu,2010,185.72322
ltu,2011,221.38957
ltu,2012,215.37933
ltu,2013,220.16275
ltu,2014,215.17109
ltu,2015,171.69703
ltu,2016,163.6571
ltu,2017,177.06884
ltu,2018,195.19695
ltu,2019,185.47395
ltu,2020,180.69814
lux,2000,100
lux,2001,95.73291
lux,2002,102.23486
lux,2003,116.19494
lux,2004,124.27911
lux,2005,125.37105
lux,2006,127.81008
lux,2007,139.19646
lux,2008,145.47261
lux,2009,126.47532
lux,2010,126.45894
lux,2011,140.45563
lux,2012,131.8147
lux,2013,134.92746
lux,2014,132.71085
lux,2015,113.87612
lux,2016,109.05038
lux,2017,115.27606
lux,2018,123.21254
lux,2019,118.46143
lux,2020,119.37004
lva,2000,100
lva,2001,98.59497
lva,2002,106.66694
lva,2003,122.4306
lva,2004,143.14399
lva,2005,148.11711
lva,2006,157.63812
lva,2007,189.9958
lva,2008,212.62378
lva,2009,180.9514
lva,2010,187.60736
lva,2011,212.34018
lva,2012,202.49186
lva,2013,210.00635
lva,2014,207.75892
lva,2015,169.78211
lva,2016,165.32905
lva,2017,175.46842
lva,2018,194.2407
lva,2019,184.40525
lva,2020,185.28705
mac,2000,100
mac,2001,98.58554
mac,2002,98.3615
mac,2003,98.95851
mac,2004,100.52765
mac,2005,101.23714
mac,2006,103.52013
mac,2007,105.36345
mac,2008,109.15746
mac,2009,106.36201
mac,2010,111.70532
mac,2011,120.29169
mac,2012,116.74296
mac,2013,114.54229
mac,2014,113.33199
mac,2015,108.25543
mac,2016,106.83153
mac,2017,108.59188
mac,2018,112.21868
mac,2019,110.14337
mac,2020,109.33916
mar,1980,110
mar,1981,99
mar,1982,90
mar,1983,81
mar,1984,79
mar,1985,78
mar,1986,87
mar,1987,93
mar,1988,100
mar,1989,99
mar,1990,107
mar,1991,103
mar,1992,104
mar,1993,97
mar,1994,98
mar,1995,114
mar,1996,119
mar,1997,109
mar,1998,108
mar,1999,107
mar,2000,100
mar,2001,94.39676
mar,2002,99.11659
mar,2003,115.66907
mar,2004,127.23944
mar,2005,128.13012
mar,2006,134.66475
mar,2007,149.47788
mar,2008,206.19277
mar,2009,168.66569
mar,2010,180.80962
mar,2011,210.82402
mar,2012,202.8127
mar,2013,200.29989
mar,2014,197.39154
mar,2015,172.14121
mar,2016,167.05093
mar,2017,171.32508
mar,2018,180.80466
mar,2019,173.74255
mar,2020,176.3542
mda,2000,100
mda,2001,96.5
mda,2002,94.81125
mda,2003,97.89262
mda,2004,104.50037
mda,2005,105.80662
mda,2006,110.3034
mda,2007,120.78223
mda,2008,133.1624
mda,2009,116.85001
mda,2010,120.35551
mda,2011,130.28484
mda,2012,125.72487
mda,2013,122.58175
mda,2014,114.30748
mda,2015,94.87521
mda,2016,91.22251
mda,2017,95.41875
mda,2018,100.97689
mda,2019,97.13977
mda,2020,104.59525
mdg,1980,55
mdg,1981,57
mdg,1982,59
mdg,1983,63
mdg,1984,63
mdg,1985,56
mdg,1986,65
mdg,1987,67
mdg,1988,67
mdg,1989,55
mdg,1990,68
mdg,1991,62
mdg,1992,64
mdg,1993,63
mdg,1994,73
mdg,1995,82
mdg,1996,84
mdg,1997,83
mdg,1998,90
mdg,1999,88
mdg,2000,100
mdg,2001,86.68092
mdg,2002,82.72956
mdg,2003,88.34998
mdg,2004,90.72114
mdg,2005,92.6204
mdg,2006,97.22415
mdg,2007,104.48347
mdg,2008,113.05972
mdg,2009,109.1143
mdg,2010,121.0599
mdg,2011,146.65462
mdg,2012,144.91384
mdg,2013,140.04576
mdg,2014,148.90274
mdg,2015,135.91151
mdg,2016,126.90499
mdg,2017,118.18595
mdg,2018,108.71583
mdg,2019,104.54316
mdg,2020,103.15021
mdv,2000,100
mdv,2001,98.45811
mdv,2002,98.86765
mdv,2003,98.7276
mdv,2004,104.42735
mdv,2005,118.93241
mdv,2006,129.62409
mdv,2007,134.48074
mdv,2008,142.31045
mdv,2009,138.53483
mdv,2010,153.87974
mdv,2011,164.87633
mdv,2012,162.77374
mdv,2013,164.91881
mdv,2014,170.38515
mdv,2015,164.13881
mdv,2016,162.26559
mdv,2017,177.2801
mdv,2018,194.98069
mdv,2019,193.47364
mdv,2020,184.03936
mex,1980,171
mex,1981,187
mex,1982,157
mex,1983,141
mex,1984,138
mex,1985,120
mex,1986,82
mex,1987,94
mex,1988,84
mex,1989,84
mex,1990,95
mex,1991,91
mex,1992,94
mex,1993,94
mex,1994,94
mex,1995,98
mex,1996,99
mex,1997,99
mex,1998,94
mex,1999,95
mex,2000,100
mex,2001,97.80419
mex,2002,100.1451
mex,2003,105.10975
mex,2004,117.43171
mex,2005,127.10864
mex,2006,136.69853
mex,2007,143.6455
mex,2008,157.76979
mex,2009,134.83444
mex,2010,151.31798
mex,2011,173.35891
mex,2012,168.80512
mex,2013,168.33367
mex,2014,160.85729
mex,2015,134.28333
mex,2016,125.0437
mex,2017,134.00313
mex,2018,142.06002
mex,2019,143.27721
mex,2020,135.8354
mhl,2000,100
mhl,2001,89.84471
mhl,2002,89.51381
mhl,2003,91.08327
mhl,2004,93.53109
mhl,2005,88.19579
mhl,2006,97.28071
mhl,2007,109.50265
mhl,2008,136.30532
mhl,2009,145.46604
mhl,2010,163.08819
mhl,2011,171.58824
mhl,2012,177.69769
mhl,2013,143.76492
mhl,2014,144.08701
mhl,2015,141.9279
mhl,2016,133.31482
mhl,2017,134.19932
mhl,2018,132.54679
mhl,2019,123.8723
mhl,2020,123.69583
mkd,2000,100
mkd,2001,96.33069
mkd,2002,94.97731
mkd,2003,100.99599
mkd,2004,113.43222
mkd,2005,124.64211
mkd,2006,133.80037
mkd,2007,146.05709
mkd,2008,168.50632
mkd,2009,164.01323
mkd,2010,173.97523
mkd,2011,193.18129
mkd,2012,187.31998
mkd,2013,184.55721
mkd,2014,184.27793
mkd,2015,171.86821
mkd,2016,166.86135
mkd,2017,171.32789
mkd,2018,178.4951
mkd,2019,176.22597
mkd,2020,178.58574
mli,1980,149
mli,1981,120
mli,1982,112
mli,1983,111
mli,1984,106
mli,1985,103
mli,1986,112
mli,1987,137
mli,1988,140
mli,1989,132
mli,1990,155
mli,1991,146
mli,1992,136
mli,1993,127
mli,1994,114
mli,1995,137
mli,1996,134
mli,1997,114
mli,1998,114
mli,1999,102
mli,2000,100
mli,2001,92.55373
mli,2002,98.29634
mli,2003,124.51695
mli,2004,128.02692
mli,2005,126.47078
mli,2006,151.38249
mli,2007,170.32814
mli,2008,207.19617
mli,2009,214.47109
mli,2010,275.82902
mli,2011,354.44608
mli,2012,341.7034
mli,2013,304.33933
mli,2014,278.54342
mli,2015,250.61112
mli,2016,266.44173
mli,2017,275.4082
mli,2018,281.16584
mli,2019,298.09556
mli,2020,363.50211
mlt,2000,100
mlt,2001,93.51857
mlt,2002,102.11343
mlt,2003,116.74078
mlt,2004,121.34283
mlt,2005,117.42375
mlt,2006,128.66627
mlt,2007,146.38093
mlt,2008,167.41624
mlt,2009,169.38696
mlt,2010,177.32626
mlt,2011,210.44466
mlt,2012,179.94549
mlt,2013,187.58664
mlt,2014,183.41111
mlt,2015,158.07786
mlt,2016,156.17819
mlt,2017,162.66089
mlt,2018,182.84681
mlt,2019,173.75721
mlt,2020,182.34836
mmr,1981,137
mmr,1982,105
mmr,1983,102
mmr,1984,102
mmr,1985,139
mmr,1986,115
mmr,1987,95
mmr,1988,116
mmr,1989,134
mmr,1990,136
mmr,1991,127
mmr,1992,103
mmr,1993,96
mmr,1994,127
mmr,1995,150
mmr,1996,142
mmr,1997,128
mmr,1998,118
mmr,1999,109
mmr,2000,100
mmr,2001,100.72352
mmr,2002,93.16222
mmr,2003,104.43261
mmr,2004,112.76145
mmr,2005,136.4571
mmr,2006,161.19902
mmr,2007,169.27073
mmr,2008,214.95039
mmr,2009,183.27281
mmr,2010,185.59095
mmr,2011,217.81167
mmr,2012,222.00208
mmr,2013,215.45412
mmr,2014,207.15428
mmr,2015,170.90078
mmr,2016,157.45293
mmr,2017,172.29369
mmr,2018,185.35734
mmr,2019,167.70238
mmr,2020,159.65161
mng,2000,100
mng,2001,96.09223
mng,2002,100.07922
mng,2003,109.285
mng,2004,138.62766
mng,2005,161.40828
mng,2006,241.1959
mng,2007,270.41402
mng,2008,334.85056
mng,2009,275.39577
mng,2010,370.50803
mng,2011,443.69202
mng,2012,409.43701
mng,2013,373.51492
mng,2014,337.18187
mng,2015,267.14837
mng,2016,256.50666
mng,2017,333.07082
mng,2018,366.37796
mng,2019,351.2925
mng,2020,318.12221
mnp,2000,100
mnp,2001,98.46529
mnp,2002,98.61753
mnp,2003,99.77822
mnp,2004,101.86441
mnp,2005,103.37006
mnp,2006,106.51654
mnp,2007,112.42029
mnp,2008,125.02269
mnp,2009,122.85334
mnp,2010,141.88072
mnp,2011,158.46936
mnp,2012,154.27607
mnp,2013,149.32471
mnp,2014,150.06923
mnp,2015,137.68526
mnp,2016,133.83082
mnp,2017,148.26116
mnp,2018,159.48292
mnp,2019,144.90174
mnp,2020,143.08146
moz,1980,173
moz,1981,191
moz,1982,163
moz,1983,158
moz,1984,139
moz,1985,140
moz,1986,159
moz,1987,175
moz,1988,172
moz,1989,167
moz,1990,168
moz,1991,178
moz,1992,140
moz,1993,131
moz,1994,133
moz,1995,142
moz,1996,114
moz,1997,117
moz,1998,112
moz,1999,113
moz,2000,100
moz,2001,93.88156
moz,2002,88.81927
moz,2003,96.47541
moz,2004,113.32562
moz,2005,128.55834
moz,2006,161.87508
moz,2007,168.21564
moz,2008,191.46201
moz,2009,148.14188
moz,2010,179.04109
moz,2011,205.10629
moz,2012,189.89523
moz,2013,179.67746
moz,2014,177.01841
moz,2015,148.7404
moz,2016,142.38385
moz,2017,175.11976
moz,2018,194.75126
moz,2019,175.56546
moz,2020,158.05695
mrt,1980,99
mrt,1981,104
mrt,1982,101
mrt,1983,94
mrt,1984,92
mrt,1985,103
mrt,1986,111
mrt,1987,120
mrt,1988,122
mrt,1989,136
mrt,1990,145
mrt,1991,153
mrt,1992,168
mrt,1993,178
mrt,1994,131
mrt,1995,139
mrt,1996,135
mrt,1997,140
mrt,1998,124
mrt,1999,110
mrt,2000,100
mrt,2001,97.38827
mrt,2002,94.12414
mrt,2003,97.03737
mrt,2004,106.13162
mrt,2005,145.61714
mrt,2006,168.78383
mrt,2007,183.50692
mrt,2008,253.84807
mrt,2009,209.65054
mrt,2010,289.42367
mrt,2011,335.34759
mrt,2012,298.81359
mrt,2013,302.58782
mrt,2014,266.01787
mrt,2015,213.45653
mrt,2016,216.61264
mrt,2017,239.87945
mrt,2018,244.13194
mrt,2019,274.21391
mrt,2020,295.09963
mus,1980,74
mus,1981,75
mus,1982,64
mus,1983,63
mus,1984,61
mus,1985,57
mus,1986,67
mus,1987,80
mus,1988,86
mus,1989,84
mus,1990,88
mus,1991,97
mus,1992,95
mus,1993,96
mus,1994,91
mus,1995,100
mus,1996,107
mus,1997,106
mus,1998,97
mus,1999,95
mus,2000,100
mus,2001,95.58729
mus,2002,103.04409
mus,2003,115.99392
mus,2004,126.2559
mus,2005,124.40796
mus,2006,123.18388
mus,2007,131.32222
mus,2008,140.42189
mus,2009,124.44425
mus,2010,125.10105
mus,2011,139.2939
mus,2012,142.22599
mus,2013,145.37602
mus,2014,139.61699
mus,2015,123.3513
mus,2016,123.12764
mus,2017,127.78836
mus,2018,128.7956
mus,2019,127.48654
mus,2020,133.51814
mwi,1980,98
mwi,1981,123
mwi,1982,114
mwi,1983,106
mwi,1984,107
mwi,1985,82
mwi,1986,84
mwi,1987,92
mwi,1988,97
mwi,1989,105
mwi,1990,126
mwi,1991,137
mwi,1992,115
mwi,1993,97
mwi,1994,92
mwi,1995,112
mwi,1996,118
mwi,1997,123
mwi,1998,100
mwi,1999,104
mwi,2000,100
mwi,2001,98.57724
mwi,2002,90.83549
mwi,2003,91.36272
mwi,2004,94.86534
mwi,2005,100.10014
mwi,2006,109.58141
mwi,2007,121.34861
mwi,2008,135.15869
mwi,2009,152.27615
mwi,2010,159.26175
mwi,2011,182.55846
mwi,2012,171.19834
mwi,2013,165.91432
mwi,2014,170.6642
mwi,2015,165.9687
mwi,2016,167.68192
mwi,2017,167.87638
mwi,2018,168.94455
mwi,2019,160.43549
mwi,2020,157.64627
mys,1980,75
mys,1981,71
mys,1982,69
mys,1983,72
mys,1984,82
mys,1985,73
mys,1986,61
mys,1987,77
mys,1988,88
mys,1989,98
mys,1990,113
mys,1991,119
mys,1992,120
mys,1993,114
mys,1994,119
mys,1995,127
mys,1996,130
mys,1997,119
mys,1998,107
mys,1999,103
mys,2000,100
mys,2001,96.10505
mys,2002,93.29106
mys,2003,96.07826
mys,2004,101.07648
mys,2005,106.91598
mys,2006,112.36871
mys,2007,126.62083
mys,2008,151.23851
mys,2009,137.05383
mys,2010,157.50577
mys,2011,184.57601
mys,2012,184.60148
mys,2013,177.8649
mys,2014,173.20948
mys,2015,139.07137
mys,2016,128.33481
mys,2017,132.76269
mys,2018,143.7817
mys,2019,141.19061
mys,2020,135.71105
nam,1980,156
nam,1981,129
nam,1982,116
nam,1983,122
nam,1984,103
nam,1985,76
nam,1986,84
nam,1987,97
nam,1988,109
nam,1989,118
nam,1990,128
nam,1991,108
nam,1992,113
nam,1993,103
nam,1994,114
nam,1995,114
nam,1996,113
nam,1997,114
nam,1998,104
nam,1999,99
nam,2000,100
nam,2001,98.53238
nam,2002,97.72689
nam,2003,101.33795
nam,2004,110.19371
nam,2005,118.45453
nam,2006,152.76658
nam,2007,172.71244
nam,2008,171.17437
nam,2009,157.33057
nam,2010,172.13955
nam,2011,190.64606
nam,2012,187.42158
nam,2013,177.98457
nam,2014,179.14607
nam,2015,164.61255
nam,2016,159.49746
nam,2017,169.5579
nam,2018,177.84467
nam,2019,174.92811
nam,2020,178.49895
ncl,2000,100
ncl,2001,89.96756
ncl,2002,92.29574
ncl,2003,112.3736
ncl,2004,155.09045
ncl,2005,159.62716
ncl,2006,206.86423
ncl,2007,262.99326
ncl,2008,278.05155
ncl,2009,272.48886
ncl,2010,347.94245
ncl,2011,387.47424
ncl,2012,321.75317
ncl,2013,287.66337
ncl,2014,298.35295
ncl,2015,232.35361
ncl,2016,209.1584
ncl,2017,245.85252
ncl,2018,281.79016
ncl,2019,278.35149
ncl,2020,268.37294
ner,1980,189
ner,1981,133
ner,1982,126
ner,1983,124
ner,1984,116
ner,1985,105
ner,1986,138
ner,1987,160
ner,1988,153
ner,1989,135
ner,1990,137
ner,1991,125
ner,1992,132
ner,1993,92
ner,1994,106
ner,1995,119
ner,1996,105
ner,1997,96
ner,1998,100
ner,1999,97
ner,2000,100
ner,2001,100.11412
ner,2002,100.77332
ner,2003,111.10044
ner,2004,136.56902
ner,2005,169.36103
ner,2006,207.5207
ner,2007,314.23107
ner,2008,296.42119
ner,2009,264.15912
ner,2010,281.94076
ner,2011,342.18011
ner,2012,354.13665
ner,2013,341.01239
ner,2014,318.97564
ner,2015,284.87465
ner,2016,260.75318
ner,2017,268.90017
ner,2018,276.94502
ner,2019,270.52802
ner,2020,300.30383
nga,1980,87
nga,1981,96
nga,1982,72
nga,1983,45
nga,1984,34
nga,1985,33
nga,1986,26
nga,1987,53
nga,1988,39
nga,1989,53
nga,1990,77
nga,1991,61
nga,1992,80
nga,1993,60
nga,1994,55
nga,1995,60
nga,1996,73
nga,1997,69
nga,1998,43
nga,1999,59
nga,2000,100
nga,2001,88.27456
nga,2002,89.23036
nga,2003,103.81171
nga,2004,133.7109
nga,2005,188.59783
nga,2006,227.73902
nga,2007,250.30033
nga,2008,344.41841
nga,2009,227.02726
nga,2010,282.54816
nga,2011,380.19045
nga,2012,385.64764
nga,2013,373.93875
nga,2014,347.48144
nga,2015,204.03924
nga,2016,166.11487
nga,2017,206.83649
nga,2018,265.69115
nga,2019,235.28456
nga,2020,167.63752
nic,1980,120
nic,1981,116
nic,1982,111
nic,1983,101
nic,1984,118
nic,1985,95
nic,1986,106
nic,1987,93
nic,1988,104
nic,1989,95
nic,1990,124
nic,1991,105
nic,1992,80
nic,1993,90
nic,1994,102
nic,1995,116
nic,1996,106
nic,1997,109
nic,1998,108
nic,1999,98
nic,2000,100
nic,2001,86.59249
nic,2002,85.20756
nic,2003,85.20738
nic,2004,90.31994
nic,2005,97.99728
nic,2006,102.30899
nic,2007,109.97742
nic,2008,122.6913
nic,2009,117.86514
