geo,time,tx_uvi_mrch_xd_wd
bfa,2017,212.82551
bfa,2018,217.71146
bfa,2019,227.13906
bfa,2020,269.46566
bgd,1980,82
bgd,1981,77
bgd,1982,73
bgd,1983,70
bgd,1984,72
bgd,1985,86
bgd,1986,73
bgd,1987,76
bgd,1988,81
bgd,1989,81
bgd,1990,81
bgd,1991,85
bgd,1992,84
bgd,1993,82
bgd,1994,80
bgd,1995,85
bgd,1996,91
bgd,1997,96
bgd,1998,99
bgd,1999,100
bgd,2000,100
bgd,2001,98.64899
bgd,2002,97.88093
bgd,2003,98.10269
bgd,2004,99.41334
bgd,2005,100.42357
bgd,2006,100.29066
bgd,2007,101.85137
bgd,2008,105.61035
bgd,2009,107.65685
bgd,2010,110.69286
bgd,2011,120.9993
bgd,2012,123.49678
bgd,2013,119.82201
bgd,2014,118.66272
bgd,2015,116.49862
bgd,2016,116.44975
bgd,2017,115.68715
bgd,2018,116.21672
bgd,2019,116.71704
bgd,2020,123.04344
bgr,2000,100
bgr,2001,95.3195
bgr,2002,99.47708
bgr,2003,117.28598
bgr,2004,139.17286
bgr,2005,148.7487
bgr,2006,168.97499
bgr,2007,198.05312
bgr,2008,224.79105
bgr,2009,192.8371
bgr,2010,203.15315
bgr,2011,234.57409
bgr,2012,224.06865
bgr,2013,222.98231
bgr,2014,218.28592
bgr,2015,179.76027
bgr,2016,175.01209
bgr,2017,188.95553
bgr,2018,204.39163
bgr,2019,196.01042
bgr,2020,198.15881
bhr,2000,100
bhr,2001,94.68762
bhr,2002,91.02652
bhr,2003,99.86416
bhr,2004,117.78764
bhr,2005,147.85149
bhr,2006,181.73554
bhr,2007,194.55003
bhr,2008,237.87004
bhr,2009,182.06095
bhr,2010,221.2086
bhr,2011,262.63827
bhr,2012,250.91416
bhr,2013,243.42829
bhr,2014,235.55548
bhr,2015,187.0419
bhr,2016,175.29619
bhr,2017,201.87484
bhr,2018,225.46258
bhr,2019,218.13279
bhr,2020,198.7129
bhs,2000,100
bhs,2001,91.25502
bhs,2002,87.47471
bhs,2003,97.0652
bhs,2004,109.77289
bhs,2005,121.98117
bhs,2006,131.65657
bhs,2007,140.41719
bhs,2008,166.43992
bhs,2009,126.18491
bhs,2010,148.3
bhs,2011,184.49033
bhs,2012,187.82353
bhs,2013,184.02595
bhs,2014,179.15623
bhs,2015,140.47247
bhs,2016,131.49099
bhs,2017,140.63748
bhs,2018,151.08381
bhs,2019,144.19932
bhs,2020,135.21597
bih,2000,100
bih,2001,98.17486
bih,2002,97.81895
bih,2003,106.00963
bih,2004,116.39313
bih,2005,125.38015
bih,2006,138.14963
bih,2007,148.49022
bih,2008,164.75803
bih,2009,150.95937
bih,2010,164.07826
bih,2011,189.11485
bih,2012,181.79548
bih,2013,177.66314
bih,2014,176.12944
bih,2015,161.62704
bih,2016,156.22652
bih,2017,163.48438
bih,2018,176.95632
bih,2019,173.6375
bih,2020,173.40787
blr,2000,100
blr,2001,96.61131
blr,2002,94.76932
blr,2003,103.53458
blr,2004,118.80686
blr,2005,142.20037
blr,2006,162.25062
blr,2007,189.50873
blr,2008,252.61513
blr,2009,186.42997
blr,2010,215.14018
blr,2011,265.05271
blr,2012,266.11292
blr,2013,260.52455
blr,2014,243.0694
blr,2015,175.49611
blr,2016,154.43658
blr,2017,177.44762
blr,2018,195.36984
blr,2019,190.29022
blr,2020,168.40684
blz,2000,100
blz,2001,103.0072
blz,2002,93.52606
blz,2003,90.52417
blz,2004,100.59937
blz,2005,111.85122
blz,2006,131.73056
blz,2007,131.89796
blz,2008,165.00098
blz,2009,159.7399
blz,2010,183.0425
blz,2011,225.05674
blz,2012,222.12852
blz,2013,215.0955
blz,2014,216.00809
blz,2015,192.31204
blz,2016,208.40404
blz,2017,209.40106
blz,2018,210.33487
blz,2019,210.33687
blz,2020,209.18069
bmu,2000,100
bmu,2001,93.9931
bmu,2002,93.67611
bmu,2003,94.56021
bmu,2004,102.77354
bmu,2005,98.86656
bmu,2006,110.14682
bmu,2007,121.43704
bmu,2008,152.15286
bmu,2009,140.25711
bmu,2010,157.38121
bmu,2011,164.3087
bmu,2012,166.12646
bmu,2013,155.40242
bmu,2014,154.2571
bmu,2015,149.42793
bmu,2016,140.0069
bmu,2017,139.90319
bmu,2018,138.4514
bmu,2019,134.02722
bmu,2020,137.55265
bol,1980,150
bol,1981,147
bol,1982,148
bol,1983,140
bol,1984,150
bol,1985,142
bol,1986,104
bol,1987,103
bol,1988,101
bol,1989,103
bol,1990,101
bol,1991,93
bol,1992,79
bol,1993,79
bol,1994,94
bol,1995,101
bol,1996,111
bol,1997,110
bol,1998,100
bol,1999,96
bol,2000,100
bol,2001,94.48962
bol,2002,95.26236
bol,2003,102.3182
bol,2004,129.16146
bol,2005,145.8107
bol,2006,174.04979
bol,2007,196.32382
bol,2008,243.05184
bol,2009,205.62243
bol,2010,237.20376
bol,2011,297.26399
bol,2012,332.38176
bol,2013,326.08123
bol,2014,321.49072
bol,2015,246.9616
bol,2016,214.36613
bol,2017,251.76902
bol,2018,283.14473
bol,2019,287.20418
bol,2020,283.33206
bra,1980,116
bra,1981,109
bra,1982,102
bra,1983,94
bra,1984,97
bra,1985,90
bra,1986,91
bra,1987,92
bra,1988,102
bra,1989,101
bra,1990,99
bra,1991,101
bra,1992,100
bra,1993,96
bra,1994,106
bra,1995,117
bra,1996,117
bra,1997,119
bra,1998,112
bra,1999,98
bra,2000,100
bra,2001,96.47569
bra,2002,92.04771
bra,2003,96.3311
bra,2004,108.38605
bra,2005,121.54347
bra,2006,136.7251
bra,2007,151.11151
bra,2008,190.74643
bra,2009,164.95572
bra,2010,199.13248
bra,2011,245.52684
bra,2012,233.36346
bra,2013,225.97144
bra,2014,214.07916
bra,2015,166.85342
bra,2016,155.62986
bra,2017,171.69709
bra,2018,180.73378
bra,2019,173.95626
bra,2020,162.22664
brb,2000,100
brb,2001,96.14659
brb,2002,93.30117
brb,2003,103.93189
brb,2004,120.34412
brb,2005,143.09115
brb,2006,158.26112
brb,2007,168.69387
brb,2008,194.77235
brb,2009,184.54262
brb,2010,195.11974
brb,2011,226.97251
brb,2012,223.14449
brb,2013,214.06158
brb,2014,209.90768
brb,2015,191.93382
brb,2016,185.10325
brb,2017,188.29219
brb,2018,200.21739
brb,2019,196.14805
brb,2020,195.01621
brn,2000,100
brn,2001,98.70111
brn,2002,87.43895
brn,2003,104.62446
brn,2004,126.05992
brn,2005,181.04266
brn,2006,226.53457
brn,2007,242.21725
brn,2008,355.75557
brn,2009,238.18245
brn,2010,263.92431
brn,2011,348.14897
brn,2012,373.4247
brn,2013,355.21693
brn,2014,330.56176
brn,2015,215.72131
brn,2016,157.23417
brn,2017,198.77179
brn,2018,257.85974
brn,2019,205.83576
brn,2020,152.34784
btn,2000,100
btn,2001,105.92068
btn,2002,105.23218
btn,2003,112.45166
btn,2004,140.23022
btn,2005,165.05354
btn,2006,186.32204
btn,2007,188.08484
btn,2008,251.40119
btn,2009,205.90193
btn,2010,234.35016
btn,2011,273.75922
btn,2012,241.66122
btn,2013,226.71818
btn,2014,222.34614
btn,2015,191.62415
btn,2016,181.50904
btn,2017,208.00877
btn,2018,240.24722
btn,2019,227.69374
btn,2020,214.25353
bwa,1980,81
bwa,1981,75
bwa,1982,63
bwa,1983,61
bwa,1984,59
bwa,1985,53
bwa,1986,62
bwa,1987,82
bwa,1988,90
bwa,1989,91
bwa,1990,105
bwa,1991,101
bwa,1992,101
bwa,1993,100
bwa,1994,103
bwa,1995,109
bwa,1996,105
bwa,1997,108
bwa,1998,101
bwa,1999,102
bwa,2000,100
bwa,2001,98.33328
bwa,2002,95.53479
bwa,2003,97.84597
bwa,2004,105.93284
bwa,2005,110.29106
bwa,2006,123.84989
bwa,2007,138.7414
bwa,2008,130.09169
bwa,2009,121.60879
bwa,2010,133.41464
bwa,2011,146.65517
bwa,2012,146.5413
bwa,2013,142.88191
bwa,2014,146.97827
bwa,2015,139.38222
bwa,2016,136.49803
bwa,2017,132.96984
bwa,2018,134.51784
bwa,2019,134.73889
bwa,2020,129.28952
caf,1980,344
caf,1981,280
caf,1982,343
caf,1983,320
caf,1984,299
caf,1985,343
caf,1986,366
caf,1987,385
caf,1988,392
caf,1989,420
caf,1990,437
caf,1991,355
caf,1992,379
caf,1993,356
caf,1994,212
caf,1995,247
caf,1996,217
caf,1997,165
caf,1998,141
caf,1999,120
caf,2000,100
caf,2001,97.01133
caf,2002,94.42065
caf,2003,102.36284
caf,2004,109.61851
caf,2005,112.93186
caf,2006,116.80723
caf,2007,126.82151
caf,2008,130.47093
caf,2009,122.23385
caf,2010,133.60053
caf,2011,150.30299
caf,2012,141.67046
caf,2013,143.34277
caf,2014,158.13542
caf,2015,138.63417
caf,2016,133.14068
caf,2017,139.63786
caf,2018,141.51282
caf,2019,135.13059
caf,2020,140.15048
can,2000,100
can,2001,96.74537
can,2002,91.01555
can,2003,100.73395
can,2004,112.13465
can,2005,124.68194
can,2006,132.16697
can,2007,140.25592
can,2008,158.58625
can,2009,129.37665
can,2010,148.3297
can,2011,164.0837
can,2012,159.73544
can,2013,156.48758
can,2014,151.97598
can,2015,122.68946
can,2016,116.9303
can,2017,123.38012
can,2018,129.00221
can,2019,124.90767
can,2020,116.21046
che,2000,100
che,2001,102.1
che,2002,107.5113
che,2003,123.96053
che,2004,137.59619
che,2005,139.93532
che,2006,143.71358
che,2007,156.36037
che,2008,179.03262
che,2009,181.924
che,2010,189.20096
che,2011,210.58067
che,2012,202.02478
che,2013,204.37433
che,2014,210.70175
che,2015,196.77015
che,2016,201.2388
chl,1980,146
chl,1981,126
chl,1982,106
chl,1983,104
chl,1984,99
chl,1985,91
chl,1986,98
chl,1987,104
chl,1988,111
chl,1989,124
chl,1990,116
chl,1991,113
chl,1992,108
chl,1993,97
chl,1994,110
chl,1995,141
chl,1996,115
chl,1997,113
chl,1998,94
chl,1999,91
chl,2000,100
chl,2001,87.92951
chl,2002,87.14434
chl,2003,98.13543
chl,2004,128.26327
chl,2005,159.25464
chl,2006,217.16542
chl,2007,235.26265
chl,2008,226.21389
chl,2009,200.79393
chl,2010,256.57872
chl,2011,281.70266
chl,2012,264.49744
chl,2013,250.55962
chl,2014,241.07656
chl,2015,201.82176
chl,2016,196.85656
chl,2017,227.41383
chl,2018,232.72326
chl,2019,219.58938
chl,2020,227.86485
chn,1980,101
chn,1981,101
chn,1982,95
chn,1983,87
chn,1984,85
chn,1985,87
chn,1986,80
chn,1987,86
chn,1988,88
chn,1989,94
chn,1990,97
chn,1991,98
chn,1992,100
chn,1993,97
chn,1994,100
chn,1995,105
chn,1996,107
chn,1997,108
chn,1998,104
chn,1999,101
chn,2000,100
chn,2001,97.343
chn,2002,94.22802
chn,2003,96.20681
chn,2004,104.96163
chn,2005,107.7956
chn,2006,112.32301
chn,2007,118.05149
chn,2008,127.4956
chn,2009,119.59088
chn,2010,122.58065
chn,2011,135.5742
chn,2012,137.74338
chn,2013,136.91692
chn,2014,137.3198
chn,2015,134.04472
chn,2016,121.9471
chn,2017,122.91244
chn,2018,129.68629
chn,2019,127.85083
chn,2020,129.43825
civ,1980,144
civ,1981,116
civ,1982,104
civ,1983,101
civ,1984,112
civ,1985,121
civ,1986,135
civ,1987,128
civ,1988,121
civ,1989,104
civ,1990,103
civ,1991,103
civ,1992,117
civ,1993,96
civ,1994,102
civ,1995,122
civ,1996,128
civ,1997,115
civ,1998,119
civ,1999,117
civ,2000,100
civ,2001,105.25942
civ,2002,134.35667
civ,2003,138.06684
civ,2004,147.99056
civ,2005,169.68139
civ,2006,188.64929
civ,2007,213.72084
civ,2008,273.27801
civ,2009,253.86979
civ,2010,302.77541
civ,2011,346.61229
civ,2012,310.10488
civ,2013,290.02902
civ,2014,312.20026
civ,2015,287.13524
civ,2016,274.33386
civ,2017,255.57484
civ,2018,279.90321
civ,2019,278.28422
civ,2020,278.78845
cmr,1980,154
cmr,1981,124
cmr,1982,205
cmr,1983,154
cmr,1984,123
cmr,1985,105
cmr,1986,104
cmr,1987,104
cmr,1988,105
cmr,1989,97
cmr,1990,104
cmr,1991,119
cmr,1992,107
cmr,1993,111
cmr,1994,100
cmr,1995,113
cmr,1996,102
cmr,1997,101
cmr,1998,91
cmr,1999,78
cmr,2000,100
cmr,2001,95.0641
cmr,2002,101.2653
cmr,2003,111.14566
cmr,2004,133.3628
cmr,2005,165.67315
cmr,2006,192.60099
cmr,2007,210.80108
cmr,2008,266.25703
cmr,2009,226.21947
cmr,2010,276.26065
cmr,2011,338.3726
cmr,2012,324.4175
cmr,2013,312.13887
cmr,2014,307.61974
cmr,2015,234.27527
cmr,2016,217.70311
cmr,2017,235.78982
cmr,2018,271.23558
cmr,2019,252.98968
cmr,2020,226.88768
cod,1980,355
cod,1981,307
cod,1982,320
cod,1983,253
cod,1984,172
cod,1985,156
cod,1986,167
cod,1987,154
cod,1988,172
cod,1989,186
cod,1990,225
cod,1991,182
cod,1992,232
cod,1993,225
cod,1994,264
cod,1995,268
cod,1996,250
cod,1997,212
cod,1998,276
cod,1999,111
cod,2000,100
cod,2001,97.72981
cod,2002,94.76404
cod,2003,99.44258
cod,2004,111.57168
cod,2005,130.66597
cod,2006,155.2081
cod,2007,172.13878
cod,2008,221.64274
cod,2009,166.40298
cod,2010,208.137
cod,2011,234.4107
cod,2012,221.3653
cod,2013,217.2259
cod,2014,210.12155
cod,2015,169.11905
cod,2016,159.78454
cod,2017,194.27564
cod,2018,210.60399
cod,2019,192.9094
cod,2020,188.71213
cog,1980,92
cog,1981,95
cog,1982,90
cog,1983,78
cog,1984,79
cog,1985,76
cog,1986,48
cog,1987,62
cog,1988,51
cog,1989,61
cog,1990,74
cog,1991,73
cog,1992,72
cog,1993,48
cog,1994,60
cog,1995,64
cog,1996,77
cog,1997,70
cog,1998,49
cog,1999,67
cog,2000,100
cog,2001,89.45874
cog,2002,89.27728
cog,2003,103.49823
cog,2004,131.95764
cog,2005,181.65962
cog,2006,219.88443
cog,2007,243.65765
cog,2008,326.51147
cog,2009,244.85386
cog,2010,305.05936
cog,2011,396.21575
cog,2012,400.58066
cog,2013,375.04358
cog,2014,354.80768
cog,2015,272.06805
cog,2016,243.1716
cog,2017,283.41332
cog,2018,349.95196
cog,2019,320.00214
cog,2020,261.01247
col,1980,84
col,1981,77
col,1982,82
col,1983,78
col,1984,81
col,1985,79
col,1986,94
col,1987,76
col,1988,79
col,1989,82
col,1990,78
col,1991,78
col,1992,72
col,1993,73
col,1994,89
col,1995,92
col,1996,97
col,1997,98
col,1998,85
col,1999,88
col,2000,100
col,2001,89.67778
col,2002,86.40383
col,2003,88.79112
col,2004,102.3429
col,2005,120.25753
col,2006,132.98163
col,2007,149.33056
col,2008,181.82403
col,2009,158.60524
col,2010,186.97686
col,2011,236.16767
col,2012,227.3185
col,2013,210.71698
col,2014,187.14539
col,2015,121.91841
col,2016,106.45402
col,2017,126.26762
col,2018,145.52687
col,2019,135.83357
col,2020,109.10897
com,1980,139
com,1981,96
com,1982,95
com,1983,116
com,1984,73
com,1985,90
com,1986,111
com,1987,126
com,1988,137
com,1989,129
com,1990,153
com,1991,137
com,1992,143
com,1993,120
com,1994,90
com,1995,137
com,1996,133
com,1997,117
com,1998,111
com,1999,115
com,2000,100
com,2001,61.06731
com,2002,58.20424
com,2003,69.51396
com,2004,65.80235
com,2005,63.28156
com,2006,77.43839
com,2007,102.12188
com,2008,116.76619
com,2009,109.95378
com,2010,130.01713
com,2011,183.45262
com,2012,186.59986
com,2013,182.50522
com,2014,215.47711
com,2015,226.78186
com,2016,201.94639
com,2017,157.01487
com,2018,121.92105
com,2019,112.10513
com,2020,110.33998
cpv,1980,78
cpv,1981,157
cpv,1982,95
cpv,1983,62
cpv,1984,58
cpv,1985,56
cpv,1986,74
cpv,1987,88
cpv,1988,93
cpv,1989,89
cpv,1990,102
cpv,1991,104
cpv,1992,113
cpv,1993,107
cpv,1994,113
cpv,1995,126
cpv,1996,124
cpv,1997,119
cpv,1998,118
cpv,1999,117
cpv,2000,100
cpv,2001,98.68117
cpv,2002,97.85677
cpv,2003,99.43264
cpv,2004,101.04985
cpv,2005,123.66571
cpv,2006,136.64696
cpv,2007,144.58931
cpv,2008,157.32257
cpv,2009,150.54321
cpv,2010,162.40727
cpv,2011,183.82304
cpv,2012,185.98579
cpv,2013,179.9086
cpv,2014,181.33265
cpv,2015,172.46867
cpv,2016,175.4926
cpv,2017,181.76621
cpv,2018,189.50216
cpv,2019,186.55005
cpv,2020,183.51877
cri,1980,83
cri,1981,83
cri,1982,80
cri,1983,78
cri,1984,82
cri,1985,84
cri,1986,99
cri,1987,87
cri,1988,90
cri,1989,88
cri,1990,81
cri,1991,86
cri,1992,90
cri,1993,94
cri,1994,99
cri,1995,114
cri,1996,108
cri,1997,112
cri,1998,110
cri,1999,105
cri,2000,100
cri,2001,101.05227
cri,2002,102.12806
cri,2003,103.27426
cri,2004,104.42116
cri,2005,105.59786
cri,2006,106.76104
cri,2007,107.86267
cri,2008,109.03989
cri,2009,110.20668
cri,2010,111.2329
cri,2011,112.35283
cri,2012,113.46987
cri,2013,114.58669
cri,2014,115.82623
cri,2015,116.9772
cri,2016,118.15558
cri,2017,119.39089
cri,2018,120.61801
cri,2019,119.44137
cri,2020,122.94892
cub,2000,100
cub,2001,109.40886
cub,2002,95.89851
cub,2003,119.66217
cub,2004,142.46057
cub,2005,152.1109
cub,2006,195.53669
cub,2007,232.93121
cub,2008,248.15274
cub,2009,255.48134
cub,2010,302.20301
cub,2011,326.99208
cub,2012,302.69665
cub,2013,284.10184
cub,2014,285.48115
cub,2015,254.20074
cub,2016,266.28402
cub,2017,271.53291
cub,2018,285.00941
cub,2019,286.52122
cub,2020,278.84127
cym,2000,100
cym,2001,93.26137
cym,2002,93.03169
cym,2003,92.06558
cym,2004,94.67551
cym,2005,88.98404
cym,2006,98.18135
cym,2007,108.06091
cym,2008,122.75106
cym,2009,133.81661
cym,2010,150.01788
cym,2011,155.69544
cym,2012,162.49628
cym,2013,121.00174
cym,2014,118.57414
cym,2015,114.22759
cym,2016,108.1984
cym,2017,106.63153
cym,2018,103.45339
cym,2019,95.90138
cym,2020,97.52245
cyp,2000,100
cyp,2001,99.18312
cyp,2002,104.85418
cyp,2003,123.95205
cyp,2004,140.93162
cyp,2005,145.44598
cyp,2006,155.61318
cyp,2007,173.9827
cyp,2008,205.8552
