geo,time,ny_gdp_totl_rt_zs
alb,1990,11.04201
alb,1991,10.48947
alb,1992,11.46894
alb,1993,3.01473
alb,1994,1.62518
alb,1995,1.29654
alb,1996,1.25276
alb,1997,1.35697
alb,1998,0.32154
alb,1999,0.53158
alb,2000,1.09796
alb,2001,0.75595
alb,2002,0.7608
alb,2003,0.73319
alb,2004,0.77085
alb,2005,1.01838
alb,2006,1.32183
alb,2007,1.76109
alb,2008,1.11
alb,2009,0.60598
alb,2010,1.57451
alb,2011,3.1789
alb,2012,3.37728
alb,2013,2.94741
alb,2014,3.07578
alb,2015,1.62162
alb,2016,1.33339
alb,2017,1.35756
alb,2018,1.81806
alb,2019,1.59173
and,1970,0
and,1971,0
and,1972,0
and,1973,0
and,1974,0
and,1975,0
and,1976,0
and,1977,0
and,1978,0
and,1979,0
and,1980,0
and,1981,0
and,1982,0
and,1983,0
and,1984,0
and,1985,0
and,1986,0
and,1987,0
and,1988,0
and,1989,0
and,1990,0
and,1991,0
and,1992,0
and,1993,0
and,1994,0
and,1995,0
and,1996,0
and,1997,0
and,1998,0
and,1999,0
and,2000,0
and,2001,0
and,2002,0
and,2003,0
and,2004,0
and,2005,0
and,2006,0
and,2007,0
and,2008,0
and,2009,0
and,2010,0
and,2011,0
and,2012,0
and,2013,0
and,2014,0
and,2015,0
and,2016,0
and,2017,0
and,2018,0
and,2019,0
are,1975,41.70236
are,1976,40.79115
are,1977,35.13919
are,1978,34.36861
are,1979,60.45422
are,1980,46.91134
are,1981,31.55097
are,1982,22.44655
are,1983,23.25319
are,1984,23.37862
are,1985,24.30587
are,1986,16.52576
are,1987,24.20087
are,1988,20.46541
are,1989,29.65264
are,1990,36.7187
are,1991,24.91476
are,1992,23.47756
are,1993,20.75296
are,1994,17.99089
are,1995,18.00196
are,1996,20.55364
are,1997,17.80084
are,1998,11.84787
are,1999,14.68479
are,2000,21.90076
are,2001,17.20269
are,2002,15.49326
are,2003,17.87454
are,2004,20.87073
are,2005,25.88246
are,2006,26.16594
are,2007,23.98586
are,2008,28.4134
are,2009,19.23568
are,2010,22.65124
are,2011,30.09769
are,2012,29.88363
are,2013,27.13
are,2014,24.24405
are,2015,14.05058
are,2016,11.34571
are,2017,13.60599
are,2018,17.32477
are,2019,16.75662
arg,1970,0.39713
arg,1971,0.52918
arg,1972,0.59301
arg,1973,0.63787
arg,1974,1.90118
arg,1975,2.44123
arg,1976,2.71178
arg,1977,2.3025
arg,1978,2.53469
arg,1979,5.49565
arg,1980,6.39015
arg,1981,5.29607
arg,1982,3.16753
arg,1983,3.38778
arg,1984,4.14942
arg,1985,3.44972
arg,1986,1.30761
arg,1987,1.88155
arg,1988,1.54427
arg,1989,3.64236
arg,1990,2.58727
arg,1991,1.18656
arg,1992,1.16531
arg,1993,1.16692
arg,1994,1.04834
arg,1995,1.26936
arg,1996,1.63053
arg,1997,1.44497
arg,1998,0.82483
arg,1999,1.3651
arg,2000,2.28997
arg,2001,1.93476
arg,2002,5.82983
arg,2003,5.13347
arg,2004,4.95878
arg,2005,5.76067
arg,2006,6.13596
arg,2007,4.99581
arg,2008,5.03883
arg,2009,3.06936
arg,2010,3.32939
arg,2011,3.70819
arg,2012,3.40459
arg,2013,3.00005
arg,2014,2.73356
arg,2015,1.08123
arg,2016,0.93601
arg,2017,1.12636
arg,2018,2.12952
arg,2019,2.07118
arm,1990,0
arm,1991,0
arm,1992,0.26507
arm,1993,0.26948
arm,1994,0.4643
arm,1995,0.587
arm,1996,0.31545
arm,1997,0.32582
arm,1998,0.11467
arm,1999,0.17749
arm,2000,0.29345
arm,2001,0.29994
arm,2002,0.59115
arm,2003,0.03323
arm,2004,0.02172
arm,2005,0.01023
arm,2006,0.0158
arm,2007,0.0093
arm,2008,0.21348
arm,2009,0.37426
arm,2010,2.65466
arm,2011,2.92346
arm,2012,1.49013
arm,2013,1.09715
arm,2014,0.30695
arm,2015,0.76003
arm,2016,0.22182
arm,2017,0.24592
arm,2018,1.09018
arm,2019,2.11067
asm,2002,0
asm,2003,0
asm,2004,0
asm,2005,0
asm,2006,0
asm,2007,0
asm,2008,0
asm,2009,0
asm,2010,0
asm,2011,0
asm,2012,0
asm,2013,0
asm,2014,0
asm,2015,0
asm,2016,0
asm,2017,0
asm,2018,0
atg,1977,0
atg,1978,0
atg,1979,0
atg,1980,0
atg,1981,0
atg,1982,0
atg,1983,0
atg,1984,0
atg,1985,0
atg,1986,0
atg,1987,0
atg,1988,0
atg,1989,0
atg,1990,0
atg,1991,0
atg,1992,0
atg,1993,0
atg,1994,0
atg,1995,0
atg,1996,0
atg,1997,0
atg,1998,0
atg,1999,0
atg,2000,0
atg,2001,0
atg,2002,0
atg,2003,0
atg,2004,0
atg,2005,0
atg,2006,0
atg,2007,0
atg,2008,0
atg,2009,0
atg,2010,0
atg,2011,0
atg,2012,0
atg,2013,0
atg,2014,0
atg,2015,0
atg,2016,0
atg,2017,0
atg,2018,0
atg,2019,0
aus,1970,1.82519
aus,1971,1.83245
aus,1972,1.83831
aus,1973,2.62018
aus,1974,3.87654
aus,1975,4.43463
aus,1976,4.8664
aus,1977,5.1945
aus,1978,4.26498
aus,1979,6.06865
aus,1980,6.26636
aus,1981,5.06759
aus,1982,4.21427
aus,1983,4.39393
aus,1984,4.22864
aus,1985,4.9835
aus,1986,3.23949
aus,1987,3.35923
aus,1988,4.14878
aus,1989,2.93105
aus,1990,3.48455
aus,1991,2.55584
aus,1992,2.42248
aus,1993,2.08835
aus,1994,2.00021
aus,1995,2.04947
aus,1996,2.06235
aus,1997,1.81409
aus,1998,1.81392
aus,1999,1.84229
aus,2000,2.85648
aus,2001,3.16156
aus,2002,2.717
aus,2003,2.15393
aus,2004,2.87956
aus,2005,4.24114
aus,2006,5.31598
aus,2007,6.50826
aus,2008,8.6344
aus,2009,5.0563
aus,2010,8.09865
aus,2011,8.6806
aus,2012,5.3912
aus,2013,5.30582
aus,2014,4.75733
aus,2015,3.27866
aus,2016,4.07367
aus,2017,5.05616
aus,2018,5.48042
aus,2019,5.35586
aut,1970,0.37686
aut,1971,0.34023
aut,1972,0.32994
aut,1973,0.40888
aut,1974,0.63142
aut,1975,0.58783
aut,1976,0.61218
aut,1977,0.48765
aut,1978,0.45366
aut,1979,0.61795
aut,1980,0.64007
aut,1981,0.56125
aut,1982,0.43099
aut,1983,0.43608
aut,1984,0.42114
aut,1985,0.42534
aut,1986,0.24273
aut,1987,0.20477
aut,1988,0.21064
aut,1989,0.27075
aut,1990,0.25541
aut,1991,0.16628
aut,1992,0.1296
aut,1993,0.12391
aut,1994,0.12113
aut,1995,0.11475
aut,1996,0.13761
aut,1997,0.1235
aut,1998,0.09307
aut,1999,0.09583
aut,2000,0.15543
aut,2001,0.1604
aut,2002,0.16148
aut,2003,0.15656
aut,2004,0.13178
aut,2005,0.15068
aut,2006,0.19524
aut,2007,0.22231
aut,2008,0.25136
aut,2009,0.16913
aut,2010,0.22582
aut,2011,0.27148
aut,2012,0.25397
aut,2013,0.22409
aut,2014,0.18855
aut,2015,0.1348
aut,2016,0.11695
aut,2017,0.12727
aut,2018,0.15509
aut,2019,0.13272
aze,1990,17.87661
aze,1991,8.73267
aze,1992,13.06968
aze,1993,15.0155
aze,1994,14.90483
aze,1995,17.10312
aze,1996,22.87763
aze,1997,14.87967
aze,1998,4.4762
aze,1999,15.97416
aze,2000,33.92588
aze,2001,27.42669
aze,2002,25.7634
aze,2003,26.09272
aze,2004,28.85805
aze,2005,37.68617
aze,2006,42.03791
aze,2007,39.21776
aze,2008,41.21748
aze,2009,28.44835
aze,2010,32.18881
aze,2011,35.22316
aze,2012,31.41709
aze,2013,26.98555
aze,2014,23.03323
aze,2015,14.5686
aze,2016,15.36543
aze,2017,21.0801
aze,2018,29.25237
aze,2019,25.46084
bdi,1970,6.75179
bdi,1971,5.38352
bdi,1972,6.3083
bdi,1973,8.73544
bdi,1974,8.53403
bdi,1975,9.72862
bdi,1976,8.01547
bdi,1977,12.50794
bdi,1978,11.65363
bdi,1979,8.38373
bdi,1980,8.97893
bdi,1981,7.57807
bdi,1982,10.81466
bdi,1983,6.54288
bdi,1984,6.77837
bdi,1985,5.93608
bdi,1986,8.57543
bdi,1987,9.3263
bdi,1988,10.38886
bdi,1989,10.65469
bdi,1990,13.37103
bdi,1991,12.69455
bdi,1992,14.02067
bdi,1993,14.23865
bdi,1994,17.06172
bdi,1995,24.02891
bdi,1996,28.92466
bdi,1997,23.62156
bdi,1998,27.01924
bdi,1999,15.41724
bdi,2000,15.06094
bdi,2001,18.81208
bdi,2002,24.30143
bdi,2003,40.4922
bdi,2004,30.45452
bdi,2005,26.46329
bdi,2006,23.94918
bdi,2007,32.35636
bdi,2008,33.04824
bdi,2009,30.33666
bdi,2010,23.85337
bdi,2011,24.98767
bdi,2012,17.52805
bdi,2013,17.49531
bdi,2014,17.44628
bdi,2015,15.5325
bdi,2016,17.04366
bdi,2017,15.98238
bdi,2018,11.32127
bdi,2019,9.21271
bel,1970,0.1664
bel,1971,0.15486
bel,1972,0.1249
bel,1973,0.11186
bel,1974,0.14393
bel,1975,0.24501
bel,1976,0.26419
bel,1977,0.21705
bel,1978,0.16275
bel,1979,0.13648
bel,1980,0.13773
bel,1981,0.20222
bel,1982,0.25743
bel,1983,0.19877
bel,1984,0.16755
bel,1985,0.15957
bel,1986,0.09182
bel,1987,0.05386
bel,1988,0.03801
bel,1989,0.04501
bel,1990,0.0456
bel,1991,0.02944
bel,1992,0.0235
bel,1993,0.02537
bel,1994,0.02331
bel,1995,0.02114
bel,1996,0.02261
bel,1997,0.02038
bel,1998,0.02341
bel,1999,0.02283
bel,2000,0.02468
bel,2001,0.02102
bel,2002,0.02375
bel,2003,0.02174
bel,2004,0.01589
bel,2005,0.01567
bel,2006,0.01776
bel,2007,0.0191
bel,2008,0.01844
bel,2009,0.01739
bel,2010,0.0193
bel,2011,0.0193
bel,2012,0.01864
bel,2013,0.01935
bel,2014,0.02001
bel,2015,0.01953
bel,2016,0.02003
bel,2017,0.01659
bel,2018,0.01893
bel,2019,0.01635
ben,1970,6.70734
ben,1971,5.79302
ben,1972,5.34084
ben,1973,7.26544
ben,1974,7.30053
ben,1975,8.24812
ben,1976,7.17067
ben,1977,11.97545
ben,1978,9.87506
ben,1979,7.16735
ben,1980,7.31176
ben,1981,8.15376
ben,1982,10.43745
ben,1983,8.84595
ben,1984,10.4347
ben,1985,8.94936
ben,1986,7.69589
ben,1987,7.33288
ben,1988,6.88897
ben,1989,8.02274
ben,1990,7.73596
ben,1991,7.04317
ben,1992,8.90087
ben,1993,5.67411
ben,1994,9.06978
ben,1995,9.1364
ben,1996,8.29687
ben,1997,7.92916
ben,1998,7.48556
ben,1999,3.23408
ben,2000,3.39862
ben,2001,3.17232
ben,2002,3.40441
ben,2003,4.18451
ben,2004,3.13104
ben,2005,3.04731
ben,2006,3.05147
ben,2007,3.63171
ben,2008,3.66352
ben,2009,3.71782
ben,2010,3.42233
ben,2011,3.47877
ben,2012,3.91643
ben,2013,3.51562
ben,2014,3.70462
ben,2015,4.3043
ben,2016,4.45624
ben,2017,4.13668
ben,2018,2.45567
ben,2019,2.03343
bfa,1970,6.82212
bfa,1971,5.71705
bfa,1972,5.48005
bfa,1973,7.99992
bfa,1974,7.99075
bfa,1975,8.75282
bfa,1976,7.5339
bfa,1977,11.86027
bfa,1978,9.35616
bfa,1979,7.40151
bfa,1980,8.32728
bfa,1981,8.02475
bfa,1982,11.28259
bfa,1983,8.21124
bfa,1984,8.60982
bfa,1985,6.14302
bfa,1986,7.66469
bfa,1987,6.54826
bfa,1988,6.51432
bfa,1989,6.70021
bfa,1990,6.81625
bfa,1991,7.26046
bfa,1992,9.56835
bfa,1993,7.68743
bfa,1994,11.6033
bfa,1995,13.84373
bfa,1996,12.82651
bfa,1997,12.75842
bfa,1998,11.68355
bfa,1999,4.66629
bfa,2000,5.35558
bfa,2001,4.76783
bfa,2002,5.72816
bfa,2003,6.32363
bfa,2004,5.43726
bfa,2005,6.32478
bfa,2006,6.43345
bfa,2007,7.81292
bfa,2008,8.59697
bfa,2009,9.57845
bfa,2010,11.08609
bfa,2011,13.63583
bfa,2012,12.39208
bfa,2013,10.64953
bfa,2014,10.31091
bfa,2015,11.63285
bfa,2016,12.61655
bfa,2017,12.38952
bfa,2018,8.4588
bfa,2019,4.18671
bgd,1970,0.2937
bgd,1971,0.26089
bgd,1972,0.33173
bgd,1973,0.49563
bgd,1974,0.38198
bgd,1975,0.56779
bgd,1976,0.71381
bgd,1977,2.48702
bgd,1978,1.7769
bgd,1979,0.68012
bgd,1980,0.74966
bgd,1981,0.54822
bgd,1982,0.86839
bgd,1983,0.65053
bgd,1984,0.5334
bgd,1985,0.31938
bgd,1986,0.57914
bgd,1987,0.48116
bgd,1988,0.48426
bgd,1989,0.44518
bgd,1990,0.53722
bgd,1991,0.52743
bgd,1992,0.51654
bgd,1993,0.42553
bgd,1994,0.40168
bgd,1995,0.45545
bgd,1996,0.44203
bgd,1997,0.38514
bgd,1998,0.36578
bgd,1999,0.44594
bgd,2000,0.59408
bgd,2001,0.64061
bgd,2002,0.7563
bgd,2003,0.74434
bgd,2004,0.76078
bgd,2005,0.97204
bgd,2006,1.33076
bgd,2007,1.19567
bgd,2008,1.12174
bgd,2009,1.16984
bgd,2010,1.13126
bgd,2011,1.62703
bgd,2012,1.59789
bgd,2013,1.1684
bgd,2014,1.11841
bgd,2015,0.93431
bgd,2016,0.60173
bgd,2017,0.57668
bgd,2018,0.60163
bgd,2019,0.45384
bgr,1980,1.83858
bgr,1981,1.95907
bgr,1982,2.04434
bgr,1983,1.49947
bgr,1984,1.29755
bgr,1985,1.6726
bgr,1986,0.82958
bgr,1987,0.56533
bgr,1988,2.96648
bgr,1989,2.72952
bgr,1990,1.10979
bgr,1991,1.39237
bgr,1992,1.37758
bgr,1993,0.98414
bgr,1994,1.09176
bgr,1995,0.84659
bgr,1996,0.99464
bgr,1997,0.96582
bgr,1998,0.53581
bgr,1999,0.61569
bgr,2000,0.65479
bgr,2001,0.69352
bgr,2002,0.45096
bgr,2003,0.42791
bgr,2004,1.13305
bgr,2005,1.00479
bgr,2006,1.85739
bgr,2007,1.70731
bgr,2008,1.96167
bgr,2009,0.70792
bgr,2010,1.70442
bgr,2011,2.18848
bgr,2012,1.64603
bgr,2013,1.12356
bgr,2014,0.79028
bgr,2015,0.65941
bgr,2016,0.53502
bgr,2017,0.76025
bgr,2018,0.70637
bgr,2019,0.39692
bhr,1980,20.62529
bhr,1981,14.75019
bhr,1982,10.27938
bhr,1983,11.33011
bhr,1984,10.37508
bhr,1985,11.57455
bhr,1986,8.47867
bhr,1987,8.64494
bhr,1988,6.91822
bhr,1989,8.6132
bhr,1990,10.38858
bhr,1991,5.73963
bhr,1992,5.60859
bhr,1993,5.78903
bhr,1994,4.7374
bhr,1995,5.01006
bhr,1996,5.50004
bhr,1997,5.84662
bhr,1998,4.06742
bhr,1999,4.66819
bhr,2000,6.1113
bhr,2001,5.92966
bhr,2002,5.16803
bhr,2003,5.07861
bhr,2004,5.13037
bhr,2005,6.3953
bhr,2006,6.99358
bhr,2007,6.66928
bhr,2008,7.37306
bhr,2009,6.15899
bhr,2010,5.94085
bhr,2011,8.16385
bhr,2012,8.84122
bhr,2013,9.31195
bhr,2014,8.59192
bhr,2015,5.1297
bhr,2016,3.19438
bhr,2017,3.38493
bhr,2018,4.39789
bhr,2019,3.79882
bhs,1970,0.90699
bhs,1971,0.84734
bhs,1972,0.89355
bhs,1973,0.84781
bhs,1974,0.74745
bhs,1975,0.44461
bhs,1976,0.27089
bhs,1977,0.29356
bhs,1978,0.29696
bhs,1979,0.20021
bhs,1980,0.22622
bhs,1981,0.18723
bhs,1982,0.18535
bhs,1983,0.14089
bhs,1984,0.1149
bhs,1985,0.04084
bhs,1986,0.04042
bhs,1987,0.04303
bhs,1988,0.06614
bhs,1989,0.05837
bhs,1990,0.11752
bhs,1991,0.09854
bhs,1992,0.08474
bhs,1993,0.10673
bhs,1994,0.08239
bhs,1995,0.09398
bhs,1996,0.0801
bhs,1997,0.04069
bhs,1998,0.00982
bhs,1999,0.00895
bhs,2000,0.00655
bhs,2001,0.00673
bhs,2002,0.00803
bhs,2003,0.00712
bhs,2004,0.00632
bhs,2005,0.00619
bhs,2006,0.0074
bhs,2007,0.00786
bhs,2008,0.00882
bhs,2009,0.00863
bhs,2010,0.01529
bhs,2011,0.01328
bhs,2012,0.01233
bhs,2013,0.01453
bhs,2014,0.01773
bhs,2015,0.01445
bhs,2016,0.01728
bhs,2017,0.01747
bhs,2018,0.01303
bhs,2019,0.01127
bih,1994,0.24799
bih,1995,0.84701
bih,1996,0.09084
bih,1997,1.90857
bih,1998,1.54575
bih,1999,1.35902
bih,2000,1.26655
bih,2001,1.31576
bih,2002,0.88043
bih,2003,0.8329
bih,2004,1.63373
bih,2005,1.83137
bih,2006,1.64318
bih,2007,2.12205
bih,2008,3.64931
bih,2009,1.47218
bih,2010,2.74569
bih,2011,3.58135
bih,2012,2.26074
bih,2013,1.78265
bih,2014,1.23995
bih,2015,1.01349
bih,2016,1.06119
bih,2017,1.27352
bih,2018,1.16875
bih,2019,0.98904
blr,1990,1.21609
blr,1991,0.58662
blr,1992,2.1947
blr,1993,2.13834
blr,1994,1.86517
blr,1995,2.20851
blr,1996,3.27412
blr,1997,3.1131
blr,1998,0.7469
blr,1999,1.64116
blr,2000,2.46039
blr,2001,2.09369
blr,2002,1.78047
blr,2003,1.74252
blr,2004,1.77391
blr,2005,1.73067
blr,2006,1.69016
blr,2007,1.54935
blr,2008,1.53474
blr,2009,1.09486
blr,2010,1.34017
blr,2011,1.74129
blr,2012,1.81588
blr,2013,1.4832
blr,2014,1.33666
blr,2015,1.15306
blr,2016,1.27332
blr,2017,1.57291
blr,2018,1.72989
blr,2019,1.77303
blz,1970,0.99331
blz,1971,0.89016
blz,1972,0.81744
blz,1973,1.32185
blz,1974,0.99284
blz,1975,1.21772
blz,1976,1.13198
blz,1977,1.06116
blz,1978,1.12097
blz,1979,1.55745
blz,1980,1.319
blz,1981,1.09805
blz,1982,1.72492
blz,1983,0.9831
blz,1984,0.66056
blz,1985,0.56308
blz,1986,0.45882
blz,1987,0.76803
blz,1988,0.66614
blz,1989,0.65022
blz,1990,0.76375
blz,1991,0.72187
blz,1992,0.63901
blz,1993,0.58519
blz,1994,0.52783
blz,1995,0.6432
blz,1996,0.54417
blz,1997,0.52625
blz,1998,0.4396
blz,1999,0.37629
blz,2000,0.27583
blz,2001,0.27437
blz,2002,0.28594
blz,2003,0.27657
blz,2004,0.24495
blz,2005,0.28727
blz,2006,3.24675
blz,2007,4.2118
blz,2008,6.19688
blz,2009,3.72351
blz,2010,5.35392
blz,2011,6.94196
blz,2012,4.83641
blz,2013,3.55603
blz,2014,2.64798
blz,2015,1.20805
blz,2016,1.04813
blz,2017,1.34504
blz,2018,1.71921
blz,2019,1.5224
bmu,1970,0
bmu,1971,0
bmu,1972,0
bmu,1973,0
bmu,1974,0
bmu,1975,0
bmu,1976,0
bmu,1977,0
bmu,1978,0
bmu,1979,0
bmu,1980,0
bmu,1981,0
bmu,1982,0
bmu,1983,0
bmu,1984,0
bmu,1985,0
bmu,1986,0
bmu,1987,0
bmu,1988,0
bmu,1989,0
bmu,1990,0
bmu,1991,0
bmu,1992,0
bmu,1993,0
bmu,1994,0
bmu,1995,0
bmu,1996,0
bmu,1997,0
bmu,1998,0
bmu,1999,0
bmu,2000,0
bmu,2001,0
bmu,2002,0
bmu,2003,0
bmu,2004,0
bmu,2005,0
bmu,2006,0
bmu,2007,0
bmu,2008,0
bmu,2009,0
bmu,2010,0
bmu,2011,0
bmu,2012,0
bmu,2013,0
bmu,2014,0
bmu,2015,0
bmu,2016,0
bmu,2017,0
bmu,2018,0
bmu,2019,0
bol,1970,2.20617
bol,1971,1.78048
bol,1972,1.76791
bol,1973,4.81982
bol,1974,8.54705
bol,1975,4.61791
bol,1976,4.19391
bol,1977,5.19681
bol,1978,5.43088
bol,1979,8.87338
bol,1980,11.62533
bol,1981,5.30138
bol,1982,4.19052
bol,1983,4.81662
bol,1984,3.53313
bol,1985,3.41642
bol,1986,2.41657
bol,1987,3.41387
bol,1988,5.18545
bol,1989,7.24036
bol,1990,7.26662
bol,1991,4.01388
bol,1992,3.8618
bol,1993,3.59051
bol,1994,4.41212
bol,1995,5.05215
bol,1996,4.82028
bol,1997,3.99749
bol,1998,2.00385
bol,1999,2.49929
bol,2000,3.98488
bol,2001,3.89108
bol,2002,4.36762
bol,2003,4.71938
bol,2004,8.07295
bol,2005,11.72051
bol,2006,14.49403
bol,2007,14.77217
bol,2008,12.4774
bol,2009,7.20399
bol,2010,9.33298
bol,2011,12.76699
bol,2012,11.38811
bol,2013,10.74532
bol,2014,8.82919
bol,2015,3.76726
bol,2016,3.32466
bol,2017,5.7171
bol,2018,5.72501
bol,2019,3.88791
bra,1970,1.64045
bra,1971,1.40706
bra,1972,1.39644
bra,1973,1.49764
bra,1974,1.92325
bra,1975,2.11827
bra,1976,1.95144
bra,1977,1.78593
bra,1978,1.70413
bra,1979,2.33528
bra,1980,2.81169
bra,1981,2.39836
bra,1982,2.61735
bra,1983,3.33999
bra,1984,3.24844
bra,1985,3.10524
bra,1986,1.93853
bra,1987,2.18291
bra,1988,1.86496
bra,1989,1.89538
bra,1990,2.28415
bra,1991,1.34395
bra,1992,2.06428
bra,1993,1.76559
bra,1994,1.2962
bra,1995,1.13513
bra,1996,1.15677
bra,1997,1.03391
bra,1998,0.94913
bra,1999,1.71671
bra,2000,2.18524
bra,2001,2.21951
bra,2002,2.79783
bra,2003,2.79978
bra,2004,2.67431
bra,2005,3.78359
bra,2006,3.89148
bra,2007,4.11254
bra,2008,4.75533
bra,2009,2.37316
bra,2010,3.65833
bra,2011,4.25906
bra,2012,3.81258
bra,2013,3.78755
bra,2014,3.26586
bra,2015,2.38685
bra,2016,2.42193
bra,2017,2.85833
bra,2018,3.80859
bra,2019,3.46523
brb,1974,1.47022
brb,1975,1.18846
brb,1976,1.29166
brb,1977,0.85345
brb,1978,0.81818
brb,1979,1.64367
brb,1980,1.24515
brb,1981,0.81439
brb,1982,0.43382
brb,1983,0.52494
brb,1984,0.92754
brb,1985,0.85321
brb,1986,0.34446
brb,1987,0.34925
brb,1988,0.22736
brb,1989,0.26542
brb,1990,0.40683
brb,1991,0.23502
brb,1992,0.30125
brb,1993,0.2697
brb,1994,0.21542
brb,1995,0.24957
brb,1996,0.2408
brb,1997,0.18087
brb,1998,0.14553
brb,1999,0.27447
brb,2000,0.39288
brb,2001,0.24719
brb,2002,0.20663
brb,2003,0.23027
brb,2004,0.27976
brb,2005,0.37237
brb,2006,0.43674
brb,2007,0.37057
brb,2008,0.48957
brb,2009,0.2687
brb,2010,0.37483
brb,2011,0.54982
brb,2012,0.54025
brb,2013,0.50417
brb,2014,0.45074
brb,2015,0.18493
brb,2016,0.13714
brb,2017,0.21111
brb,2018,0.31039
brb,2019,0.27021
brn,1970,2.83446
brn,1971,7.33575
brn,1972,16.50626
brn,1973,27.8653
brn,1974,56.67012
brn,1975,58.38354
brn,1976,61.29502
brn,1977,58.33121
brn,1978,54.34584
brn,1980,57.44255
brn,1981,35.67585
brn,1982,21.59069
brn,1983,30.88828
brn,1984,31.21516
brn,1985,32.22001
brn,1986,29.89795
brn,1987,28.10238
brn,1988,21.90131
brn,1989,26.48274
brn,1990,34.70268
brn,1991,20.56265
brn,1992,19.38693
brn,1993,20.088
brn,1994,19.47662
brn,1995,18.51966
brn,1996,20.81941
brn,1997,18.91458
brn,1998,12.75872
brn,1999,19.44888
brn,2000,30.23446
brn,2001,24.8143
brn,2002,20.92517
brn,2003,23.43077
brn,2004,28.07132
brn,2005,34.04056
brn,2006,35.27314
brn,2007,27.48602
brn,2008,28.92094
brn,2009,23.11557
brn,2010,23.45036
brn,2011,29.66207
brn,2012,26.64197
brn,2013,22.46211
brn,2014,22.0238
brn,2015,19.41883
brn,2016,15.11847
brn,2017,17.52816
brn,2018,25.37994
brn,2019,22.21259
btn,1980,13.66951
btn,1981,11.12632
btn,1982,16.40952
btn,1983,10.09349
btn,1984,8.17237
btn,1985,5.60545
btn,1986,8.04573
btn,1987,5.89915
btn,1988,5.51718
btn,1989,5.53041
btn,1990,6.00875
btn,1991,7.27898
btn,1992,7.60542
btn,1993,6.26056
btn,1994,5.12533
btn,1995,5.86939
btn,1996,5.59386
btn,1997,4.11862
btn,1998,4.03856
btn,1999,4.08132
btn,2000,3.9915
btn,2001,3.85749
btn,2002,3.5717
btn,2003,3.33705
btn,2004,2.96462
btn,2005,2.64179
btn,2006,3.39336
btn,2007,4.30211
btn,2008,4.20237
btn,2009,3.53587
btn,2010,5.30508
btn,2011,4.92255
btn,2012,4.22205
btn,2013,3.4264
btn,2014,3.41884
btn,2015,4.0283
btn,2016,4.44862
btn,2017,3.35967
btn,2018,1.99854
btn,2019,2.19549
bwa,1970,3.15399
bwa,1971,2.11491
bwa,1972,1.86119
bwa,1973,2.41936
bwa,1974,4.62672
bwa,1975,4.18506
bwa,1976,7.45355
bwa,1977,6.10889
bwa,1978,2.73303
bwa,1979,4.05382
bwa,1980,4.16097
bwa,1981,3.14247
bwa,1982,3.49474
bwa,1983,2.30324
bwa,1984,1.64485
bwa,1985,1.88554
