geo,time,tm_tax_mrch_wm_ar_zs
atg,2014,9.95
atg,2015,12.03
atg,2016,11.88
atg,2017,12.72
atg,2018,14.89
atg,2019,13.07
atg,2020,13.07
aus,1991,18.56
aus,1993,9.75
aus,1996,6.81
aus,1997,6.82
aus,1998,6.49
aus,1999,6.1
aus,2000,5.83
aus,2001,4.8
aus,2002,3.69
aus,2003,3.74
aus,2004,3.69
aus,2005,3.07
aus,2006,3.38
aus,2007,3.45
aus,2008,3.15
aus,2009,3.67
aus,2010,2.8
aus,2011,1.77
aus,2012,1.81
aus,2013,1.84
aus,2014,1.91
aus,2015,1.9
aus,2016,1.18
aus,2017,0.89
aus,2018,0.86
aus,2019,0.77
aus,2020,0.71
aut,1988,3.59
aut,1989,3.77
aut,1990,4.8
aut,1991,4.5
aut,1992,4.18
aut,1993,3.79
aut,1994,4.16
aut,1995,6.28
aut,1996,4.4
aut,1997,3.66
aut,1998,3.47
aut,1999,3.48
aut,2000,2.41
aut,2001,3.37
aut,2002,2.45
aut,2003,2.52
aut,2004,2.24
aut,2005,2.46
aut,2006,2.3
aut,2007,2.24
aut,2008,1.72
aut,2009,1.85
aut,2010,2.13
aut,2011,1.59
aut,2012,1.46
aut,2013,1.49
aut,2014,2.03
aut,2015,2.02
aut,2016,2.09
aut,2017,1.96
aut,2018,1.83
aut,2019,1.84
aut,2020,1.48
aze,2002,6.75
aze,2005,6.09
aze,2007,4.04
aze,2008,3.86
aze,2009,4.4
aze,2011,4.06
aze,2012,4.76
aze,2013,4.74
aze,2014,5.23
aze,2015,5.19
aze,2019,11.98
aze,2020,5.93
bdi,2002,13.34
bdi,2003,13.8
bdi,2005,21.1
bdi,2006,17.49
bdi,2007,12.28
bdi,2008,10.72
bdi,2009,13.84
bdi,2010,8
bdi,2011,6.83
bdi,2012,6.99
bdi,2013,5.39
bdi,2014,5.99
bdi,2015,6.13
bdi,2016,5.91
bdi,2018,7.89
bdi,2019,8.52
bdi,2020,11.31
bel,1988,3.59
bel,1989,3.77
bel,1990,4.8
bel,1991,4.5
bel,1992,4.18
bel,1993,3.79
bel,1994,4.16
bel,1995,6.28
bel,1996,4.4
bel,1997,3.66
bel,1998,3.47
bel,1999,3.48
bel,2000,2.41
bel,2001,3.37
bel,2002,2.45
bel,2003,2.52
bel,2004,2.24
bel,2005,2.46
bel,2006,2.3
bel,2007,2.24
bel,2008,1.72
bel,2009,1.85
bel,2010,2.13
bel,2011,1.59
bel,2012,1.46
bel,2013,1.49
bel,2014,2.03
bel,2015,2.02
bel,2016,2.09
bel,2017,1.96
bel,2018,1.83
bel,2019,1.84
bel,2020,1.48
ben,2001,12.62
ben,2002,12.7
ben,2003,12.69
ben,2004,12.7
ben,2005,12.68
ben,2006,11.57
ben,2007,11.03
ben,2008,11.03
ben,2009,11.03
ben,2010,11.03
ben,2011,11.15
ben,2012,11.15
ben,2013,11.15
ben,2014,10.64
ben,2015,11.81
ben,2016,11.2
ben,2017,17.84
ben,2018,15.25
ben,2019,9.86
ben,2020,9.86
bfa,1993,5
bfa,2001,11.16
bfa,2002,11.45
bfa,2003,11.3
bfa,2004,11.38
bfa,2005,11.03
bfa,2006,8.73
bfa,2007,8.77
bfa,2008,8.77
bfa,2009,8.77
bfa,2010,8.7
bfa,2011,8.48
bfa,2012,8.42
bfa,2013,8.42
bfa,2014,7.92
bfa,2015,6.86
bfa,2016,6.93
bfa,2017,9.08
bfa,2018,7.79
bfa,2019,5.84
bfa,2020,7.15
bgd,1989,88.43
bgd,1994,77.19
bgd,1998,22.14
bgd,1999,18.51
bgd,2000,18.1
bgd,2001,17.88
bgd,2002,18.31
bgd,2003,19.06
bgd,2004,15.8
bgd,2005,22.7
bgd,2006,21.62
bgd,2007,9.23
bgd,2008,7.71
bgd,2009,10.71
bgd,2010,9.94
bgd,2011,9.63
bgd,2012,12.84
bgd,2013,12.09
bgd,2015,11.82
bgd,2016,10.72
bgd,2019,8.64
bgd,2020,10.99
bgr,1988,3.59
bgr,1989,3.77
bgr,1990,4.8
bgr,1991,4.5
bgr,1992,4.18
bgr,1993,3.79
bgr,1994,4.16
bgr,1995,6.28
bgr,1996,4.4
bgr,1997,3.66
bgr,1998,3.47
bgr,1999,3.48
bgr,2000,2.41
bgr,2001,3.37
bgr,2002,2.45
bgr,2003,2.52
bgr,2004,2.24
bgr,2005,2.46
bgr,2006,2.3
bgr,2007,2.24
bgr,2008,1.72
bgr,2009,1.85
bgr,2010,2.13
bgr,2011,1.59
bgr,2012,1.46
bgr,2013,1.49
bgr,2014,2.03
bgr,2015,2.02
bgr,2016,2.09
bgr,2017,1.96
bgr,2018,1.83
bgr,2019,1.84
bgr,2020,1.48
bhr,1999,10.72
bhr,2000,10.36
bhr,2001,8.51
bhr,2002,5.79
bhr,2003,5.76
bhr,2004,5.77
bhr,2005,5.14
bhr,2006,4.96
bhr,2007,4.48
bhr,2008,4.23
bhr,2009,4.61
bhr,2010,5.15
bhr,2011,3.15
bhr,2012,3.15
bhr,2013,3.76
bhr,2014,2.93
bhr,2015,3.3
bhr,2016,3.13
bhr,2017,7.83
bhr,2018,4.28
bhr,2019,3.5
bhr,2020,2.02
bhs,1999,28.58
bhs,2002,25.02
bhs,2006,23.88
bhs,2010,20.22
bhs,2011,19.46
bhs,2013,19.78
bhs,2014,19.71
bhs,2015,18.66
bhs,2016,18.56
bhs,2018,17.05
bih,2001,5.07
bih,2006,8.88
bih,2007,6.36
bih,2008,5.96
bih,2009,3.65
bih,2010,3.04
bih,2011,2.56
bih,2012,2.42
bih,2013,2.39
bih,2014,2.58
bih,2015,1.22
bih,2016,1.23
bih,2017,2.53
bih,2018,2.76
bih,2019,17.89
bih,2020,2.86
blr,1996,8.85
blr,1997,9.5
blr,2000,7.63
blr,2001,7.91
blr,2002,8.8
blr,2008,2.75
blr,2009,2.79
blr,2010,2.63
blr,2011,2.34
blr,2012,2.47
blr,2013,2.96
blr,2014,2.39
blr,2015,1.97
blr,2016,1.82
blr,2017,1.51
blr,2018,1.65
blr,2019,2.82
blr,2020,1.76
blz,1996,15.63
blz,1999,11.19
blz,2001,10.72
blz,2002,11.65
blz,2003,11.35
blz,2006,9.57
blz,2007,9.27
blz,2008,8.96
blz,2009,11.68
blz,2010,11.73
blz,2011,8.47
blz,2012,8.16
blz,2013,10.05
blz,2014,10.05
blz,2015,10.04
blz,2016,10.52
blz,2017,10.39
blz,2018,11.08
blz,2019,11.17
blz,2020,18.69
bmu,2007,18.75
bmu,2008,18.98
bmu,2009,18.68
bmu,2010,18.61
bmu,2011,17.06
bmu,2012,17.44
bmu,2013,17.23
bmu,2014,15.27
bmu,2015,18.67
bmu,2016,18.73
bmu,2017,20.85
bmu,2018,27.59
bmu,2019,103.17
bmu,2020,24.07
bol,1993,9.44
bol,1994,9.95
bol,1995,9.49
bol,1996,9.31
bol,1997,9.31
bol,1998,9.04
bol,1999,9.06
bol,2000,8.46
bol,2001,8.71
bol,2002,9.25
bol,2003,8.56
bol,2004,5.48
bol,2005,5.57
bol,2006,4.17
bol,2007,4.33
bol,2008,4.04
bol,2009,3.79
bol,2010,5.57
bol,2011,4.05
bol,2012,3.86
bol,2013,4.23
bol,2014,4.49
bol,2015,4.75
bol,2016,4.75
bol,2017,6.1
bol,2018,4.73
bol,2019,4.73
bol,2020,5.18
bra,1989,31.92
bra,1990,18.95
bra,1991,16.54
bra,1992,15.71
bra,1993,13.02
bra,1994,13.26
bra,1995,10.97
bra,1996,14.83
bra,1997,14
bra,1998,15.94
bra,1999,12.31
bra,2000,12.69
bra,2001,10.47
bra,2002,10.01
bra,2003,9.53
bra,2004,7.67
bra,2005,7.17
bra,2006,6.7
bra,2007,6.77
bra,2008,6.74
bra,2009,7.59
bra,2010,7.76
bra,2011,7.84
bra,2012,7.76
bra,2013,10.08
bra,2014,7.79
bra,2015,8.27
bra,2016,8.01
bra,2017,8.59
bra,2018,7.95
bra,2019,7.97
bra,2020,8.41
brb,1996,22.93
brb,1999,22.77
brb,2000,21.01
brb,2001,20.34
brb,2002,20.78
brb,2003,21.45
brb,2004,15.48
brb,2006,12.66
brb,2007,14.79
brb,2010,15.77
brb,2011,13.15
brb,2012,8.42
brb,2013,14.21
brb,2020,11.82
brn,1992,4.43
brn,1996,11.41
brn,1997,11.25
brn,1998,11.26
brn,1999,6.35
brn,2000,7.85
brn,2001,10.88
brn,2002,10.74
brn,2003,11.9
brn,2004,6.12
brn,2005,5.85
brn,2006,5.46
brn,2007,5.24
brn,2008,1.52
brn,2009,1.42
brn,2010,2.51
brn,2011,0.95
brn,2014,0.46
brn,2016,0.5
brn,2017,0.03
brn,2018,0.03
brn,2019,0.02
brn,2020,0.02
btn,1996,14.55
btn,2002,15.54
btn,2004,21.49
btn,2005,21.51
btn,2007,9.97
btn,2015,2.82
btn,2019,4.13
btn,2020,6.6
bwa,2001,1.63
bwa,2002,0.99
bwa,2004,0.92
bwa,2005,0.85
bwa,2006,0.88
bwa,2007,0.83
bwa,2008,0.84
bwa,2009,0.82
bwa,2010,0.83
bwa,2011,1.1
bwa,2012,3.91
bwa,2013,0.5
bwa,2014,0.61
bwa,2015,0.56
bwa,2016,0.59
bwa,2017,1.12
bwa,2018,0.33
bwa,2019,0.96
bwa,2020,0.8
caf,1995,13.36
caf,1997,13.44
caf,2001,18.3
caf,2002,16.86
caf,2003,29.86
caf,2004,29.86
caf,2005,29.49
caf,2006,29.87
caf,2007,15.23
caf,2008,15.23
caf,2009,15.23
caf,2010,15.23
caf,2011,15.51
caf,2012,17.44
caf,2013,16.61
caf,2015,16.44
caf,2016,16.44
caf,2017,16.44
can,1989,7.02
can,1993,3.59
can,1995,6.69
can,1996,5.43
can,1997,1.99
can,1998,1.44
can,1999,1.01
can,2000,1.31
can,2001,1.6
can,2002,1.49
can,2003,2.46
can,2004,1.51
can,2005,1.46
can,2006,1.45
can,2007,1.54
can,2008,1.54
can,2009,1.7
can,2010,1.46
can,2011,1.38
can,2012,1.4
can,2013,1.45
can,2014,1.43
can,2015,1.65
can,2016,1.56
can,2017,1.52
can,2018,1.47
can,2019,1.51
can,2020,1.49
che,1990,7.35
che,1993,8.84
che,1995,16.77
che,1996,7.91
che,1997,3.04
che,1998,2.7
che,1999,2.6
che,2000,2.34
che,2001,2.35
che,2002,2.19
che,2003,2.65
che,2004,2.11
che,2005,2.32
che,2006,2.71
che,2007,1.89
che,2008,1.79
che,2009,1.77
che,2010,1.49
che,2011,1.91
che,2012,1.36
che,2013,1.97
che,2014,1.87
che,2015,1.3
che,2016,1.31
che,2017,1.68
che,2018,1.7
che,2019,6.12
che,2020,1.36
chl,1992,10.95
chl,1993,10.94
chl,1994,10.93
chl,1995,10.63
chl,1996,10.97
chl,1997,10.97
chl,1998,10.94
chl,1999,9.96
chl,2000,9
chl,2001,8
chl,2002,6.96
chl,2003,5.77
chl,2004,3.95
chl,2005,3.99
chl,2006,2.36
chl,2007,2.95
chl,2008,2.27
chl,2009,1.92
chl,2010,2.08
chl,2011,1.98
chl,2012,1.78
chl,2013,5.89
chl,2015,0.64
chl,2016,5.89
chl,2017,0.49
chl,2018,0.49
chl,2019,0.43
chl,2020,0.43
chn,1992,32.17
chn,1993,30.29
chn,1994,27.93
chn,1996,19.76
chn,1997,15.82
chn,1998,15.5
chn,1999,14.46
chn,2000,14.67
chn,2001,14.11
chn,2002,7.72
chn,2003,6.48
chn,2004,5.96
chn,2005,4.87
chn,2006,4.25
chn,2007,5.07
chn,2008,4.47
chn,2009,3.94
chn,2010,4.65
chn,2011,5.99
chn,2014,4.74
chn,2015,4.52
chn,2016,3.54
chn,2017,3.83
chn,2018,3.39
chn,2019,2.53
chn,2020,2.47
civ,1993,4.89
civ,1996,4.1
civ,2001,7.22
civ,2002,9.69
civ,2003,9.61
civ,2004,8.54
civ,2005,7.61
civ,2006,7.29
civ,2007,6.56
civ,2008,6.56
civ,2009,7.48
civ,2010,7.14
civ,2011,6.95
civ,2012,6.59
civ,2013,6.59
civ,2014,6.33
civ,2015,8
civ,2016,8.16
civ,2017,10.28
civ,2018,10.17
civ,2019,7.69
civ,2020,7.63
cmr,1994,13.7
cmr,1995,14.49
cmr,2001,13.49
cmr,2002,13.9
cmr,2003,14.27
cmr,2004,14.27
cmr,2005,14.45
cmr,2006,13.81
cmr,2007,13.01
cmr,2008,13
cmr,2009,11.58
cmr,2010,13
cmr,2011,12.65
cmr,2012,11.7
cmr,2013,12.99
cmr,2014,12.7
cmr,2019,15.46
cod,2003,12.65
cod,2006,11.26
cod,2007,11.57
cod,2008,11.07
cod,2009,12.04
cod,2010,11.03
cod,2014,10.19
cod,2019,10.83
cod,2020,8.4
cog,1994,16.35
cog,1997,15.19
cog,2001,11.89
cog,2002,11.89
cog,2003,11.79
cog,2004,11.79
cog,2005,11.93
cog,2006,11.79
cog,2007,15.43
cog,2008,15.4
cog,2009,15.4
cog,2010,15.4
cog,2011,15.4
cog,2013,15.85
cog,2014,15.78
cog,2015,11.55
col,1991,6.45
col,1992,10.55
col,1994,11.64
col,1995,11.91
col,1996,11.19
col,1997,11.31
col,1998,11.18
col,1999,10.68
col,2000,10.96
col,2001,10.83
col,2002,11.28
col,2003,11.06
col,2004,9.77
col,2005,9.62
col,2006,8.75
col,2007,8.82
col,2008,8.72
col,2009,8.23
col,2010,9.02
col,2011,5.51
col,2012,4.43
col,2013,4.51
col,2014,4.21
col,2015,6.54
col,2016,6.98
col,2017,4.4
col,2018,3.28
col,2019,2.92
col,2020,2.4
com,2008,4.58
com,2010,6.06
com,2011,6.06
com,2012,6.19
com,2013,6.48
com,2014,7.41
com,2015,5.04
com,2017,10.43
com,2018,7.04
com,2019,4.24
com,2020,4.58
cpv,2005,13.75
cpv,2006,13.19
cpv,2007,12.23
cpv,2008,12.23
cpv,2009,11.93
cpv,2010,11.05
cpv,2011,10.3
cpv,2012,10.6
cpv,2013,10.89
cpv,2015,10.89
cpv,2019,11.55
cpv,2020,12.18
cri,1995,8.56
cri,1996,9.04
cri,1997,7.53
cri,1998,6.32
cri,1999,4.07
cri,2000,3.7
cri,2001,4.44
cri,2002,4.23
cri,2003,3.44
cri,2004,4.04
cri,2005,4.14
cri,2006,3.32
cri,2007,3.76
cri,2008,3.31
cri,2009,2.18
cri,2010,2.07
cri,2011,2.13
cri,2012,1.76
cri,2013,1.8
cri,2014,1.73
cri,2016,1.78
cri,2018,1.8
cri,2019,1.62
cri,2020,1.51
cub,1993,10.75
cub,1996,8.88
cub,1997,8.82
cub,1998,8.88
cub,1999,8.78
cub,2000,8.45
cub,2001,9.15
cub,2002,8.79
cub,2003,9.01
cub,2004,7.78
cub,2005,7.26
cub,2006,9.25
cub,2007,9.23
cub,2008,9.13
cub,2009,9.15
cub,2010,8.88
cub,2011,8.07
cub,2012,8.18
cub,2013,7.74
cub,2015,7.66
cub,2016,8.02
cub,2017,7.15
cub,2019,8.54
cub,2020,8.83
cym,2016,16.72
cyp,1988,3.59
cyp,1989,3.77
cyp,1990,4.8
cyp,1991,4.5
cyp,1992,4.18
cyp,1993,3.79
cyp,1994,4.16
cyp,1995,6.28
cyp,1996,4.4
cyp,1997,3.66
cyp,1998,3.47
cyp,1999,3.48
cyp,2000,2.41
cyp,2001,3.37
cyp,2002,2.45
cyp,2003,2.52
cyp,2004,2.24
cyp,2005,2.46
cyp,2006,2.3
cyp,2007,2.24
cyp,2008,1.72
cyp,2009,1.85
cyp,2010,2.13
cyp,2011,1.59
cyp,2012,1.46
cyp,2013,1.49
cyp,2014,2.03
cyp,2015,2.02
cyp,2016,2.09
cyp,2017,1.96
cyp,2018,1.83
cyp,2019,1.84
cyp,2020,1.48
cze,1988,3.59
cze,1989,3.77
cze,1990,4.8
cze,1991,4.5
cze,1992,4.18
cze,1993,3.79
cze,1994,4.16
cze,1995,6.28
cze,1996,4.4
cze,1997,3.66
cze,1998,3.47
cze,1999,3.48
cze,2000,2.41
cze,2001,3.37
cze,2002,2.45
cze,2003,2.52
cze,2004,2.24
cze,2005,2.46
cze,2006,2.3
cze,2007,2.24
cze,2008,1.72
cze,2009,1.85
cze,2010,2.13
cze,2011,1.59
cze,2012,1.46
cze,2013,1.49
cze,2014,2.03
cze,2015,2.02
cze,2016,2.09
cze,2017,1.96
cze,2018,1.83
cze,2019,1.84
cze,2020,1.48
deu,1988,3.59
deu,1989,3.77
deu,1990,4.8
deu,1991,4.5
deu,1992,4.18
deu,1993,3.79
deu,1994,4.16
deu,1995,6.28
deu,1996,4.4
deu,1997,3.66
deu,1998,3.47
deu,1999,3.48
deu,2000,2.41
deu,2001,3.37
deu,2002,2.45
deu,2003,2.52
deu,2004,2.24
deu,2005,2.46
deu,2006,2.3
deu,2007,2.24
deu,2008,1.72
deu,2009,1.85
deu,2010,2.13
deu,2011,1.59
deu,2012,1.46
deu,2013,1.49
deu,2014,2.03
deu,2015,2.02
deu,2016,2.09
deu,2017,1.96
deu,2018,1.83
deu,2019,1.84
deu,2020,1.48
dji,1998,56.72
dji,1999,217.78
dji,2002,28.49
dji,2005,26.31
dji,2006,27.16
dji,2009,17.27
dji,2011,17.7
dji,2012,17.7
dji,2014,17.56
dma,1996,18.61
dma,1997,15.98
dma,1998,16
dma,1999,15.96
dma,2000,13.82
dma,2001,13.51
dma,2002,14.82
dma,2003,14.2
dma,2006,7.78
dma,2007,7.85
dma,2010,11.11
dma,2011,8.18
dma,2012,8.15
dma,2013,8.7
dma,2015,13.72
dma,2016,8.41
dma,2017,8.3
dma,2020,7.84
dnk,1988,3.59
dnk,1989,3.77
dnk,1990,4.8
dnk,1991,4.5
dnk,1992,4.18
dnk,1993,3.79
dnk,1994,4.16
dnk,1995,6.28
dnk,1996,4.4
dnk,1997,3.66
dnk,1998,3.47
dnk,1999,3.48
dnk,2000,2.41
dnk,2001,3.37
dnk,2002,2.45
dnk,2003,2.52
dnk,2004,2.24
dnk,2005,2.46
dnk,2006,2.3
dnk,2007,2.24
dnk,2008,1.72
dnk,2009,1.85
dnk,2010,2.13
dnk,2011,1.59
dnk,2012,1.46
dnk,2013,1.49
dnk,2014,2.03
dnk,2015,2.02
dnk,2016,2.09
dnk,2017,1.96
dnk,2018,1.83
dnk,2019,1.84
dnk,2020,1.48
dom,1996,7.87
dom,1997,12.29
dom,1998,7.87
dom,1999,7.87
dom,2000,15.86
dom,2001,8.11
dom,2002,9.2
dom,2003,8.91
dom,2004,8.92
dom,2005,9.18
dom,2006,8.33
dom,2007,4.46
dom,2008,5.71
dom,2010,4.33
dom,2011,6.29
dom,2012,6.2
dom,2013,6.37
dom,2015,6.04
dom,2016,4.6
dom,2017,4.2
dom,2018,4.2
dom,2020,3.9
dza,1993,15.44
dza,1997,16.93
dza,1998,17.26
dza,2001,15.16
dza,2002,12.99
dza,2003,11.97
dza,2005,10.23
dza,2006,9.93
dza,2007,9.63
dza,2008,9.2
dza,2009,9.36
dza,2014,8.35
dza,2015,8.27
dza,2016,8.85
dza,2017,9.38
dza,2018,9.98
dza,2019,9.99
dza,2020,10.16
ecu,1993,8.15
ecu,1994,11.47
ecu,1995,11.05
ecu,1996,10.95
ecu,1997,10.39
ecu,1998,10.7
ecu,1999,11.11
ecu,2000,9.58
ecu,2001,11.16
ecu,2002,10.67
ecu,2003,9.9
ecu,2004,8.95
ecu,2005,8.69
ecu,2006,6.16
ecu,2007,5.9
ecu,2008,5.14
ecu,2009,4.5
ecu,2010,6.11
ecu,2011,4.2
ecu,2012,4.34
ecu,2014,5.09
ecu,2015,6.38
ecu,2016,6.81
ecu,2017,7.03
ecu,2018,7.35
ecu,2019,8.11
ecu,2020,6.21
egy,1995,17.05
egy,1998,14.17
egy,1999,16.68
egy,2000,16.82
egy,2001,16.72
egy,2002,19.89
egy,2003,15.04
egy,2004,10.63
egy,2005,8.76
egy,2006,10.05
egy,2007,8.92
egy,2008,8.02
egy,2009,8.26
egy,2010,9.71
egy,2011,7.71
egy,2012,7.47
egy,2013,8.55
egy,2014,7.43
egy,2015,7.08
egy,2016,6.63
egy,2017,7.41
egy,2018,8.19
egy,2019,10.43
eri,2002,5.8
eri,2006,5.43
esp,1988,3.59
esp,1989,3.77
esp,1990,4.8
esp,1991,4.5
esp,1992,4.18
esp,1993,3.79
esp,1994,4.16
esp,1995,6.28
esp,1996,4.4
esp,1997,3.66
esp,1998,3.47
esp,1999,3.48
esp,2000,2.41
esp,2001,3.37
esp,2002,2.45
esp,2003,2.52
esp,2004,2.24
esp,2005,2.46
esp,2006,2.3
esp,2007,2.24
esp,2008,1.72
esp,2009,1.85
esp,2010,2.13
esp,2011,1.59
esp,2012,1.46
esp,2013,1.49
esp,2014,2.03
esp,2015,2.02
esp,2016,2.09
esp,2017,1.96
esp,2018,1.83
esp,2019,1.84
esp,2020,1.48
est,1988,3.59
est,1989,3.77
est,1990,4.8
est,1991,4.5
est,1992,4.18
est,1993,3.79
est,1994,4.16
est,1995,6.28
est,1996,4.4
est,1997,3.66
est,1998,3.47
est,1999,3.48
est,2000,2.41
est,2001,3.37
est,2002,2.45
est,2003,2.52
est,2004,2.24
est,2005,2.46
est,2006,2.3
est,2007,2.24
est,2008,1.72
est,2009,1.85
est,2010,2.13
est,2011,1.59
est,2012,1.46
est,2013,1.49
est,2014,2.03
est,2015,2.02
est,2016,2.09
est,2017,1.96
est,2018,1.83
est,2019,1.84
est,2020,1.48
eth,1995,18.15
eth,2001,12.11
eth,2002,13.48
eth,2006,12.03
eth,2008,10.05
eth,2009,10.36
eth,2010,10.24
eth,2011,10.48
eth,2012,9.96
eth,2015,12.14
eth,2018,12.13
fin,1988,3.59
fin,1989,3.77
fin,1990,4.8
fin,1991,4.5
fin,1992,4.18
fin,1993,3.79
fin,1994,4.16
fin,1995,6.28
fin,1996,4.4
fin,1997,3.66
fin,1998,3.47
fin,1999,3.48
fin,2000,2.41
fin,2001,3.37
fin,2002,2.45
fin,2003,2.52
fin,2004,2.24
fin,2005,2.46
fin,2006,2.3
fin,2007,2.24
fin,2008,1.72
fin,2009,1.85
fin,2010,2.13
fin,2011,1.59
fin,2012,1.46
fin,2013,1.49
fin,2014,2.03
fin,2015,2.02
fin,2016,2.09
fin,2017,1.96
fin,2018,1.83
fin,2019,1.84
fin,2020,1.48
fji,2003,9.51
fji,2004,10.44
fji,2006,8.92
fji,2007,9.07
fji,2008,9.97
fji,2009,12.15
fji,2010,11.28
fji,2011,19.88
fji,2012,11.75
fji,2013,12.02
fji,2015,11.12
fji,2017,16.05
fji,2018,16.34
fji,2019,23.97
fji,2020,16.62
fra,1988,3.59
fra,1989,3.77
fra,1990,4.8
fra,1991,4.5
fra,1992,4.18
fra,1993,3.79
fra,1994,4.16
fra,1995,6.28
fra,1996,4.4
fra,1997,3.66
fra,1998,3.47
fra,1999,3.48
fra,2000,2.41
fra,2001,3.37
fra,2002,2.45
fra,2003,2.52
fra,2004,2.24
fra,2005,2.46
fra,2006,2.3
fra,2007,2.24
fra,2008,1.72
fra,2009,1.85
fra,2010,2.13
fra,2011,1.59
fra,2012,1.46
fra,2013,1.49
fra,2014,2.03
fra,2015,2.02
fra,2016,2.09
fra,2017,1.96
fra,2018,1.83
fra,2019,1.84
fra,2020,1.48
gab,1995,16.38
gab,1998,15.43
gab,2000,14.59
gab,2001,16.15
gab,2002,14.72
gab,2003,16.78
gab,2004,16.78
gab,2005,16.29
gab,2007,14.25
gab,2008,14.45
gab,2009,14.75
gab,2010,14.99
gab,2011,15.11
gab,2012,15.17
gab,2013,14.36
gab,2015,14.54
gab,2016,16.93
gab,2019,14.5
gbr,2000,2.72
gbr,2001,4.18
gbr,2002,2.98
gbr,2003,3.43
gbr,2004,3.26
gbr,2005,3.5
gbr,2006,3.18
gbr,2007,2.97
gbr,2008,2.41
gbr,2009,2.83
gbr,2010,2.88
gbr,2011,2.08
gbr,2012,1.73
gbr,2013,1.83
gbr,2014,2.39
gbr,2015,2.38
gbr,2016,2.45
gbr,2017,1.99
gbr,2018,1.92
gbr,2019,1.72
gbr,2020,1.28
geo,1999,10.12
geo,2001,9.67
geo,2002,10.7
geo,2003,9.44
geo,2004,9.43
geo,2005,8.21
geo,2006,4.32
geo,2007,0.55
geo,2008,0.57
geo,2009,0.5
geo,2010,0.48
geo,2011,0.81
geo,2012,0.7
geo,2013,0.66
geo,2015,0.3
geo,2016,0.67
geo,2020,0.21
gha,1993,10
gha,2000,16.2
gha,2001,9.05
gha,2002,9.05
gha,2003,9.05
gha,2007,8.96
gha,2008,8.58
gha,2009,9.92
gha,2010,10.06
gha,2013,9.96
gha,2016,10.79
gha,2017,10.61
gha,2018,10.34
gha,2019,10.02
gha,2020,10.51
gin,1998,5.97
gin,2004,6.11
gin,2005,12.53
gin,2008,11.91
gin,2009,11.75
gin,2010,11.91
gin,2012,11.91
gin,2017,12.25
gin,2018,11.29
gin,2019,10.9
gin,2020,12.23
gmb,2003,11.09
gmb,2007,14.72
gmb,2008,14.77
gmb,2009,13.46
gmb,2010,12.02
gmb,2011,12.5
gmb,2012,12.5
gmb,2013,12.66
gmb,2018,18.08
gmb,2020,17.82
gnb,2001,12.8
gnb,2002,12.8
gnb,2003,13.28
gnb,2004,13.94
gnb,2005,11.62
gnb,2006,11.54
gnb,2007,13.36
gnb,2008,12.42
