geo,time,tm_tax_mrch_wm_ar_zs
omn,2007,3.29
omn,2008,2.75
omn,2009,2.91
omn,2012,2.34
omn,2013,2.45
omn,2014,2.41
omn,2015,1.9
omn,2016,1.46
omn,2017,1.73
omn,2018,1.73
omn,2019,1.71
omn,2020,1.71
pak,1995,44.94
pak,1998,40.69
pak,1999,23.13
pak,2000,23.12
pak,2001,20.62
pak,2002,17.39
pak,2003,16.71
pak,2004,13.02
pak,2005,13
pak,2006,12.71
pak,2007,12.11
pak,2008,9.5
pak,2009,9.88
pak,2010,10.2
pak,2011,9.02
pak,2012,9.02
pak,2013,9.41
pak,2014,8.92
pak,2015,9.58
pak,2016,10.09
pak,2018,9.45
pak,2019,8.69
pak,2020,8.67
pan,1997,10.62
pan,1998,8.69
pan,1999,7.83
pan,2000,7.19
pan,2001,6.86
pan,2002,7.46
pan,2003,7.89
pan,2004,7.63
pan,2005,6.91
pan,2006,7.6
pan,2007,7.54
pan,2008,7.24
pan,2009,7.04
pan,2010,6.93
pan,2011,5.76
pan,2012,6.13
pan,2013,6.08
pan,2015,5.41
pan,2020,5.77
per,1993,16.39
per,1995,15.34
per,1997,12.7
per,1998,12.71
per,1999,12.65
per,2000,12.82
per,2001,11.32
per,2002,9.92
per,2003,9.5
per,2004,8.7
per,2005,8.33
per,2006,5.25
per,2007,5.18
per,2008,2.09
per,2009,2.24
per,2010,2.52
per,2011,1.51
per,2013,1.52
per,2014,1.43
per,2015,1.8
per,2017,0.8
per,2018,0.71
per,2019,0.73
per,2020,0.66
phl,1988,22.5
phl,1989,22.51
phl,1990,14.79
phl,1992,14.72
phl,1993,15.56
phl,1994,15.22
phl,1995,14.65
phl,1996,8.53
phl,1997,7.56
phl,1998,6.37
phl,1999,6.09
phl,2000,3.77
phl,2001,3.47
phl,2002,2.62
phl,2003,2.44
phl,2004,2.86
phl,2005,3.14
phl,2006,3.1
phl,2007,2.78
phl,2008,4.1
phl,2009,3.98
phl,2010,3.96
phl,2011,1.98
phl,2012,1.85
phl,2013,1.86
phl,2015,1.75
phl,2016,4.17
phl,2017,1.66
phl,2018,2.11
phl,2019,1.68
phl,2020,1.67
plw,2005,1.76
plw,2006,1.76
plw,2010,6.76
plw,2011,6.54
plw,2012,6.4
plw,2015,7.69
plw,2016,7.8
plw,2017,29.88
plw,2018,34.63
plw,2019,118.21
plw,2020,9.6
png,1997,15.6
png,1999,15.66
png,2000,3.13
png,2001,3.09
png,2002,2.95
png,2003,2.3
png,2004,2.1
png,2005,2.13
png,2006,1.89
png,2007,1.59
png,2008,2.77
png,2009,2.72
png,2010,2.67
png,2012,2.57
png,2013,2.59
png,2018,4.58
png,2019,7.75
png,2020,3.63
pol,1988,3.59
pol,1989,3.77
pol,1990,4.8
pol,1991,4.5
pol,1992,4.18
pol,1993,3.79
pol,1994,4.16
pol,1995,6.28
pol,1996,4.4
pol,1997,3.66
pol,1998,3.47
pol,1999,3.48
pol,2000,2.41
pol,2001,3.37
pol,2002,2.45
pol,2003,2.52
pol,2004,2.24
pol,2005,2.46
pol,2006,2.3
pol,2007,2.24
pol,2008,1.72
pol,2009,1.85
pol,2010,2.13
pol,2011,1.59
pol,2012,1.46
pol,2013,1.49
pol,2014,2.03
pol,2015,2.02
pol,2016,2.09
pol,2017,1.96
pol,2018,1.83
pol,2019,1.84
pol,2020,1.48
prt,1988,3.59
prt,1989,3.77
prt,1990,4.8
prt,1991,4.5
prt,1992,4.18
prt,1993,3.79
prt,1994,4.16
prt,1995,6.28
prt,1996,4.4
prt,1997,3.66
prt,1998,3.47
prt,1999,3.48
prt,2000,2.41
prt,2001,3.37
prt,2002,2.45
prt,2003,2.52
prt,2004,2.24
prt,2005,2.46
prt,2006,2.3
prt,2007,2.24
prt,2008,1.72
prt,2009,1.85
prt,2010,2.13
prt,2011,1.59
prt,2012,1.46
prt,2013,1.49
prt,2014,2.03
prt,2015,2.02
prt,2016,2.09
prt,2017,1.96
prt,2018,1.83
prt,2019,1.84
prt,2020,1.48
pry,1991,11.85
pry,1994,8.02
pry,1995,6.35
pry,1996,10.45
pry,1997,9.46
pry,1998,11.46
pry,1999,6.2
pry,2000,10.25
pry,2001,10.74
pry,2002,9.94
pry,2003,9.85
pry,2004,5.12
pry,2005,4.61
pry,2006,2.4
pry,2007,3.34
pry,2008,3.59
pry,2009,3.45
pry,2010,3.95
pry,2011,4.27
pry,2012,4.18
pry,2013,4.42
pry,2014,4.2
pry,2015,4.43
pry,2016,4.21
pry,2017,4.8
pry,2018,4.98
pry,2019,4.98
pry,2020,4.05
pse,2013,3.34
pse,2014,3.33
pse,2015,2.15
pse,2016,1.12
pse,2017,2.18
pyf,2008,3.93
pyf,2009,4.36
pyf,2011,4.21
pyf,2012,3.89
pyf,2013,3.99
pyf,2014,3.99
pyf,2015,5.08
pyf,2016,5.36
pyf,2017,5.05
pyf,2018,5.05
pyf,2019,4.62
pyf,2020,4.83
qat,2002,4.28
qat,2003,4.98
qat,2004,5.12
qat,2005,4.3
qat,2006,4.28
qat,2007,3.68
qat,2008,3.7
qat,2009,4.28
qat,2010,4.42
qat,2011,4.42
qat,2012,4
qat,2013,4.1
qat,2014,3.42
qat,2015,3.37
qat,2016,3.37
qat,2017,4.22
qat,2018,3.68
qat,2019,3.47
qat,2020,3.55
rou,1988,3.59
rou,1989,3.77
rou,1990,4.8
rou,1991,4.5
rou,1992,4.18
rou,1993,3.79
rou,1994,4.16
rou,1995,6.28
rou,1996,4.4
rou,1997,3.66
rou,1998,3.47
rou,1999,3.48
rou,2000,2.41
rou,2001,3.37
rou,2002,2.45
rou,2003,2.52
rou,2004,2.24
rou,2005,2.46
rou,2006,2.3
rou,2007,2.24
rou,2008,1.72
rou,2009,1.85
rou,2010,2.13
rou,2011,1.59
rou,2012,1.46
rou,2013,1.49
rou,2014,2.03
rou,2015,2.02
rou,2016,2.09
rou,2017,1.96
rou,2018,1.83
rou,2019,1.84
rou,2020,1.48
rus,1993,6.25
rus,1994,9.21
rus,1996,9.64
rus,1997,11.28
rus,2001,10.78
rus,2002,10.8
rus,2005,10.48
rus,2007,7.26
rus,2008,8.59
rus,2009,8.12
rus,2010,5.2
rus,2011,7.24
rus,2012,6.84
rus,2013,6.21
rus,2014,5.37
rus,2015,3.08
rus,2016,3.62
rus,2017,3.61
rus,2018,3.51
rus,2019,5.34
rus,2020,4.07
rwa,1993,25.33
rwa,2000,9.03
rwa,2001,7.64
rwa,2002,20.12
rwa,2003,8.33
rwa,2005,14.18
rwa,2006,12.45
rwa,2008,12.91
rwa,2009,7.45
rwa,2010,8.03
rwa,2011,6.82
rwa,2012,9.41
rwa,2013,8.7
rwa,2014,8.9
rwa,2015,9.75
rwa,2016,7.33
rwa,2018,4.08
rwa,2019,9.55
rwa,2020,10.19
sau,1994,10.72
sau,1999,11.5
sau,2000,12.48
sau,2001,11.12
sau,2002,6.53
sau,2003,7.28
sau,2004,7.01
sau,2005,4.05
sau,2006,4.12
sau,2007,3.77
sau,2008,3.25
sau,2009,3.13
sau,2011,4.16
sau,2012,3.57
sau,2013,3.57
sau,2014,3.39
sau,2015,4.45
sau,2017,4.85
sau,2020,4.23
sdn,1996,3.66
sdn,2002,17.02
sdn,2006,10.19
sdn,2008,8.22
sdn,2009,15.02
sdn,2010,12.9
sdn,2011,11.95
sdn,2020,0
sen,2001,9.4
sen,2002,8.26
sen,2003,9.12
sen,2004,9.25
sen,2005,9.2
sen,2006,9.35
sen,2007,8.49
sen,2008,8.49
sen,2009,9
sen,2010,8.85
sen,2011,8.51
sen,2012,8.08
sen,2013,8.08
sen,2014,8.46
sen,2015,8.62
sen,2016,8.75
sen,2017,12.3
sen,2018,11.52
sen,2019,9.12
sen,2020,9.07
sgp,1989,3.26
sgp,1995,0.33
sgp,1996,0.05
sgp,1997,0.05
sgp,1998,0.05
sgp,1999,0.05
sgp,2000,0.04
sgp,2001,0.04
sgp,2002,0.04
sgp,2003,0.02
sgp,2004,0
sgp,2005,0.03
sgp,2006,0.01
sgp,2007,0.01
sgp,2008,0.05
sgp,2009,0.06
sgp,2010,0.05
sgp,2011,0.16
sgp,2012,0.06
sgp,2013,0.07
sgp,2014,0.07
sgp,2015,0.07
sgp,2016,0.07
sgp,2017,0.07
sgp,2018,0.24
sgp,2019,0.39
sgp,2020,0.05
slb,2008,14.6
slb,2015,35.65
slb,2016,14.08
slb,2017,18.49
slb,2018,30.28
slb,2019,17.52
slb,2020,13.62
sle,2004,15.32
sle,2006,14.33
sle,2010,10.26
sle,2011,9.81
sle,2012,10.31
sle,2020,14.05
slv,1995,9.15
slv,1996,7.72
slv,1997,7.37
slv,1998,6.34
slv,1999,6.38
slv,2000,6.84
slv,2001,6.89
slv,2002,4.35
slv,2003,6.99
slv,2004,4.2
slv,2005,7.48
slv,2006,3.93
slv,2007,4.82
slv,2008,3.02
slv,2009,2.43
slv,2010,4.79
slv,2011,4.8
slv,2012,2.28
slv,2013,2.12
slv,2014,1.75
slv,2015,1.79
slv,2017,2.07
slv,2018,1.94
slv,2019,2.04
slv,2020,1.91
srb,2001,5.8
srb,2002,7.88
srb,2005,6.03
srb,2007,5.63
srb,2008,5.51
srb,2009,3.56
srb,2010,2.79
srb,2011,2.36
srb,2013,4.82
srb,2015,1.29
srb,2016,1.37
srb,2017,1.41
srb,2018,1.44
stp,2013,8.02
stp,2014,8.24
stp,2015,9.07
stp,2016,10.44
stp,2018,9.46
stp,2019,9.97
sur,1996,16.7
sur,1999,14
sur,2000,12.17
sur,2007,10.12
sur,2009,10.78
sur,2010,10.79
sur,2011,9.8
sur,2012,7.61
sur,2013,7.61
sur,2018,10.54
sur,2019,8.72
sur,2020,8.72
svk,1988,3.59
svk,1989,3.77
svk,1990,4.8
svk,1991,4.5
svk,1992,4.18
svk,1993,3.79
svk,1994,4.16
svk,1995,6.28
svk,1996,4.4
svk,1997,3.66
svk,1998,3.47
svk,1999,3.48
svk,2000,2.41
svk,2001,3.37
svk,2002,2.45
svk,2003,2.52
svk,2004,2.24
svk,2005,2.46
svk,2006,2.3
svk,2007,2.24
svk,2008,1.72
svk,2009,1.85
svk,2010,2.13
svk,2011,1.59
svk,2012,1.46
svk,2013,1.49
svk,2014,2.03
svk,2015,2.02
svk,2016,2.09
svk,2017,1.96
svk,2018,1.83
svk,2019,1.84
svk,2020,1.48
svn,1988,3.59
svn,1989,3.77
svn,1990,4.8
svn,1991,4.5
svn,1992,4.18
svn,1993,3.79
svn,1994,4.16
svn,1995,6.28
svn,1996,4.4
svn,1997,3.66
svn,1998,3.47
svn,1999,3.48
svn,2000,2.41
svn,2001,3.37
svn,2002,2.45
svn,2003,2.52
svn,2004,2.24
svn,2005,2.46
svn,2006,2.3
svn,2007,2.24
svn,2008,1.72
svn,2009,1.85
svn,2010,2.13
svn,2011,1.59
svn,2012,1.46
svn,2013,1.49
svn,2014,2.03
svn,2015,2.02
svn,2016,2.09
svn,2017,1.96
svn,2018,1.83
svn,2019,1.84
svn,2020,1.48
swe,1988,3.59
swe,1989,3.77
swe,1990,4.8
swe,1991,4.5
swe,1992,4.18
swe,1993,3.79
swe,1994,4.16
swe,1995,6.28
swe,1996,4.4
swe,1997,3.66
swe,1998,3.47
swe,1999,3.48
swe,2000,2.41
swe,2001,3.37
swe,2002,2.45
swe,2003,2.52
swe,2004,2.24
swe,2005,2.46
swe,2006,2.3
swe,2007,2.24
swe,2008,1.72
swe,2009,1.85
swe,2010,2.13
swe,2011,1.59
swe,2012,1.46
swe,2013,1.49
swe,2014,2.03
swe,2015,2.02
swe,2016,2.09
swe,2017,1.96
swe,2018,1.83
swe,2019,1.84
swe,2020,1.48
swz,2001,2.6
swz,2002,8.78
swz,2004,10.45
swz,2005,9.44
swz,2006,8.67
swz,2007,8.32
swz,2008,5.95
swz,2009,9.53
swz,2010,5.05
swz,2011,9.03
swz,2012,5.47
swz,2013,0.52
swz,2014,0.58
swz,2015,0.99
swz,2016,1.18
swz,2017,0.66
swz,2018,1.48
swz,2019,2.38
swz,2020,2.27
syc,2000,26.92
syc,2001,32.53
syc,2005,32.6
syc,2006,32.58
syc,2007,30.07
syc,2015,2.82
syc,2016,4.32
syc,2017,3.7
syc,2018,2.09
syc,2019,20.28
syc,2020,1.47
syr,2002,15.5
syr,2009,6.3
syr,2010,7.23
syr,2013,14.18
syr,2020,9.21
tcd,1995,14.58
tcd,1997,14.58
tcd,2001,13.07
tcd,2002,14.38
tcd,2003,14.05
tcd,2004,12.69
tcd,2005,13.63
tcd,2006,14.52
tcd,2007,13.27
tcd,2008,14.51
tcd,2009,14.27
tcd,2010,14.69
tcd,2011,15.13
tcd,2013,14.16
tcd,2015,13.92
tcd,2016,16.36
tgo,1996,13.79
tgo,1997,14.58
tgo,1999,14.99
tgo,2000,11.36
tgo,2001,10.91
tgo,2002,10.2
tgo,2003,10.78
tgo,2004,10.79
tgo,2005,10.4
tgo,2006,10.82
tgo,2007,10.59
tgo,2008,10.59
tgo,2009,10.51
tgo,2010,10.44
tgo,2011,11.06
tgo,2012,9.37
tgo,2013,9.36
tgo,2014,9.35
tgo,2015,9.73
tgo,2016,9.48
tgo,2017,13.43
tgo,2018,12.85
tgo,2019,10.98
tgo,2020,10.98
tha,1989,33.65
tha,1991,33.63
tha,1993,36.64
tha,1995,14.86
tha,1999,33.51
tha,2000,9.54
tha,2001,8.33
tha,2003,8.27
tha,2004,6.03
tha,2005,4.81
tha,2006,4.62
tha,2007,4.32
tha,2008,4.27
tha,2009,4.76
tha,2010,5
tha,2011,4.85
tha,2013,6.06
tha,2014,3.53
tha,2015,3.52
tjk,2006,3.97
tjk,2010,5.94
tjk,2012,5.22
tjk,2013,5.69
tjk,2014,5.56
tjk,2015,7.18
tjk,2016,5.7
tjk,2017,4.98
tjk,2020,3.93
tkm,1998,0
tkm,2002,2.88
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.53
ton,2009,4.71
ton,2010,5.12
ton,2011,5.58
ton,2012,5.5
ton,2013,5.17
ton,2015,5.72
ton,2016,5.74
ton,2017,5.53
ton,2020,6.56
tto,1991,13.15
tto,1992,15.09
tto,1996,7.18
tto,1999,17.85
tto,2001,6.56
tto,2002,4.92
tto,2003,5.46
tto,2004,6.23
tto,2005,8.3
tto,2006,12.26
tto,2007,10.34
tto,2008,13.99
tto,2010,8.61
tto,2011,8.62
tto,2012,8.66
tto,2013,8.63
tun,1990,25.87
tun,1992,26.02
tun,1995,27.36
tun,1998,25.67
tun,2000,23.38
tun,2002,26.38
tun,2003,22.15
tun,2004,22.4
tun,2005,8.77
tun,2006,18.26
tun,2008,15.93
tun,2009,18.61
tun,2010,13.77
tun,2011,14.46
tun,2012,12.58
tun,2013,4.12
tun,2015,3.94
tun,2016,9.35
tur,1993,6.1
tur,1995,6.74
tur,1996,3.19
tur,1997,5.65
tur,1998,3.2
tur,1999,5.34
tur,2000,2.38
tur,2001,1.95
tur,2002,1.84
tur,2003,1.92
tur,2004,2.18
tur,2005,1.5
tur,2006,1.47
tur,2007,2.06
tur,2008,1.97
tur,2009,2.21
tur,2010,2.35
tur,2011,2.65
tur,2013,2.78
tur,2015,3.19
tur,2016,2.74
tur,2017,3.45
tur,2018,2.5
tur,2019,3.13
tur,2020,2.85
tuv,2010,1.59
tuv,2017,2.43
tza,1993,15.62
tza,1997,18.29
tza,1998,18.31
tza,2000,13.07
tza,2003,8.38
tza,2005,7.85
tza,2006,7.4
tza,2007,7.21
tza,2008,7.89
tza,2009,8.8
tza,2010,8.97
tza,2011,7.6
tza,2012,9.03
tza,2013,8.37
tza,2014,8.33
tza,2015,7.28
tza,2016,8.62
tza,2018,8.55
tza,2019,8.37
tza,2020,8.94
uga,1994,13.53
uga,2000,6.01
uga,2001,6.09
uga,2002,5.98
uga,2003,5.53
uga,2004,5.32
uga,2005,8.98
uga,2006,7.71
uga,2007,8.44
uga,2008,8.75
uga,2009,9.22
uga,2010,9.18
uga,2011,8.44
uga,2012,8.9
uga,2013,8.5
uga,2014,8.64
uga,2015,7.88
uga,2016,7.33
uga,2018,8.01
uga,2019,8.05
uga,2020,8.09
ukr,1995,3.36
ukr,1997,3.93
ukr,2002,3.99
ukr,2006,3.05
ukr,2007,4.69
ukr,2008,3.85
ukr,2009,1.93
ukr,2010,2.9
ukr,2011,1.9
ukr,2012,2.05
ukr,2013,2.78
ukr,2014,2.06
ukr,2015,1.93
ukr,2016,2.46
ukr,2017,1.9
ukr,2018,1.56
ukr,2019,5.33
ukr,2020,1.67
ury,1992,5.81
ury,1995,10.62
ury,1996,10.32
ury,1997,10.55
ury,1998,12.88
ury,1999,12.31
ury,2000,6.16
ury,2001,6.61
ury,2002,10.67
ury,2004,4.18
ury,2005,3.46
ury,2006,3.26
ury,2007,3.6
ury,2008,3.08
ury,2009,3.63
ury,2010,4.21
ury,2011,4.47
ury,2012,4.2
ury,2013,4.69
ury,2014,4.68
ury,2015,4.79
ury,2016,5.7
ury,2017,6.3
ury,2018,5.35
ury,2019,5.33
ury,2020,5.29
usa,1989,3.91
usa,1990,3.92
usa,1991,3.95
usa,1992,3.95
usa,1993,3.75
usa,1995,2.94
usa,1996,2.86
usa,1997,2.6
usa,1998,3.09
usa,1999,2.31
usa,2000,2.1
usa,2001,2.11
usa,2002,2.16
usa,2003,1.96
usa,2004,1.79
usa,2005,1.75
usa,2006,1.7
usa,2007,1.55
usa,2008,1.58
usa,2009,1.71
usa,2010,1.66
usa,2011,1.67
usa,2012,1.67
usa,2013,1.67
usa,2014,1.69
usa,2015,1.69
usa,2016,1.65
usa,2017,1.66
usa,2018,1.59
usa,2019,13.78
usa,2020,1.52
uzb,2001,5.83
uzb,2006,7.54
uzb,2007,6.91
uzb,2008,8.58
uzb,2009,7.04
uzb,2012,7.21
uzb,2014,6.83
uzb,2015,8.73
uzb,2020,2.63
vct,1996,17.45
vct,1999,15.83
vct,2000,15.04
vct,2001,12.5
vct,2002,11.68
vct,2003,11.76
vct,2006,3.75
vct,2007,9.03
vct,2010,10.8
vct,2011,10.25
vct,2012,7.55
vct,2013,7.55
vct,2015,7.15
vct,2016,9.19
vct,2017,8.93
vct,2018,8.92
vct,2019,8.84
vct,2020,8.97
ven,1992,16.36
ven,1995,11.49
ven,1997,13.4
ven,1998,13.69
ven,1999,13.02
ven,2000,13.37
ven,2001,14.46
ven,2002,13.7
ven,2003,12.75
ven,2004,11.87
ven,2005,12.77
ven,2006,10.61
ven,2007,11.1
ven,2008,9.62
ven,2009,9.09
ven,2010,9.96
ven,2011,8.59
ven,2012,8.59
ven,2013,8.42
ven,2014,9.67
ven,2015,10.67
ven,2016,10.04
ven,2017,10.99
ven,2018,8.87
ven,2019,10.19
ven,2020,14.06
vnm,1994,15.19
vnm,1999,19.2
vnm,2001,15.29
vnm,2002,14.73
vnm,2003,11.79
vnm,2004,11.69
vnm,2005,11.35
vnm,2006,10.21
vnm,2007,9.13
vnm,2008,5.03
vnm,2009,6.76
vnm,2010,5.02
vnm,2012,3.65
vnm,2013,3.54
vnm,2014,3.43
vnm,2015,3.14
vnm,2016,2.86
vnm,2017,2.69
vnm,2018,4.39
vnm,2019,1.66
vnm,2020,1.34
vut,2002,20.27
vut,2003,17.09
vut,2004,17.14
vut,2005,17.16
vut,2006,15.81
vut,2007,18.93
vut,2008,18.8
vut,2009,18.76
vut,2012,5.53
vut,2015,4.84
vut,2016,7.85
vut,2017,8.34
vut,2020,12.66
wsm,2011,9.85
wsm,2012,9.86
wsm,2013,9.71
wsm,2014,9.98
wsm,2015,10.28
wsm,2016,10.58
wsm,2017,10.19
wsm,2018,10.85
wsm,2020,10.38
yem,2000,11.73
yem,2006,6.46
yem,2009,4.25
yem,2011,3.84
yem,2012,4.3
yem,2013,4.09
yem,2015,5.14
yem,2016,4.35
yem,2017,5.03
zaf,1988,13.39
zaf,1990,10.5
zaf,1991,11.32
zaf,1993,13.45
zaf,1996,8.27
zaf,1997,5.99
zaf,1999,5.47
zaf,2000,5.27
zaf,2001,5.1
zaf,2002,4.95
zaf,2003,5.15
zaf,2004,5.29
zaf,2005,5.64
zaf,2006,5.29
zaf,2007,4.81
zaf,2008,3.9
zaf,2009,4.32
zaf,2010,4.59
zaf,2011,4.39
zaf,2012,4.22
zaf,2013,4.15
zaf,2014,3.87
zaf,2015,4.38
zaf,2016,4.51
zaf,2017,4.61
zaf,2018,4.32
zaf,2019,5.37
zaf,2020,4.4
zmb,1993,17.89
zmb,1997,11.33
zmb,2001,14.28
zmb,2002,10.68
zmb,2003,8.7
zmb,2004,12.58
zmb,2005,9.32
zmb,2006,11.56
zmb,2007,9.63
zmb,2008,5.25
zmb,2009,4.1
zmb,2010,3.29
zmb,2011,3.45
zmb,2012,3.55
zmb,2013,3.35
zmb,2015,3.95
zmb,2016,6.22
zmb,2018,3.39
zmb,2020,4.82
zwe,1996,39.06
zwe,1997,17.11
zwe,1998,17.76
zwe,1999,17.59
zwe,2000,11.57
zwe,2001,10.55
zwe,2002,17.48
zwe,2003,17.33
zwe,2007,12.48
zwe,2010,16.6
zwe,2011,5.82
zwe,2012,14.76
zwe,2015,5.72
zwe,2016,4.99
