geo,time,se_enr_tert_fm_zs
kwt,1971,1.16991
kwt,1972,1.14424
kwt,1973,1.21602
kwt,1974,1.37326
kwt,1975,1.41151
kwt,1976,1.32475
kwt,1977,1.3235
kwt,1978,1.32118
kwt,1979,1.43231
kwt,1980,1.42944
kwt,1981,1.41726
kwt,1982,1.31529
kwt,1983,1.31667
kwt,1984,1.2064
kwt,1985,1.14024
kwt,1986,1.15475
kwt,1987,1.2313
kwt,1988,1.2549
kwt,1989,1.30546
kwt,1990,1.47437
kwt,1992,1.48919
kwt,1993,1.48189
kwt,1994,1.33737
kwt,1995,1.36498
kwt,1996,1.33001
kwt,1997,1.39511
kwt,1999,1.50725
kwt,2001,1.55022
kwt,2002,1.56013
kwt,2003,1.57817
kwt,2004,1.56445
kwt,2014,1.4866
kwt,2015,1.51761
kwt,2016,1.5495
kwt,2017,1.52684
kwt,2018,1.52946
kwt,2019,1.51342
kwt,2020,1.46869
lao,1971,0.22701
lao,1972,0.23991
lao,1973,0.24579
lao,1974,0.24882
lao,1975,0.38211
lao,1980,0.35216
lao,1981,0.46383
lao,1982,0.47756
lao,1983,0.46366
lao,1985,0.5359
lao,1986,0.56647
lao,1988,0.59476
lao,1990,0.49204
lao,1993,0.42744
lao,1994,0.37744
lao,1995,0.40516
lao,1996,0.43693
lao,1997,0.44097
lao,1998,0.43191
lao,1999,0.4828
lao,2000,0.52333
lao,2001,0.58688
lao,2002,0.5615
lao,2003,0.56223
lao,2004,0.61643
lao,2005,0.70441
lao,2006,0.67238
lao,2007,0.71711
lao,2008,0.76945
lao,2009,0.78942
lao,2010,0.76126
lao,2011,0.72859
lao,2012,0.81711
lao,2013,0.87204
lao,2014,0.92505
lao,2015,0.94682
lao,2016,0.98966
lao,2017,1.03816
lao,2018,1.07038
lao,2019,1.10413
lao,2020,1.124
lbn,1971,0.32089
lbn,1972,0.34461
lbn,1980,0.5605
lbn,1981,0.55502
lbn,1982,0.59053
lbn,1983,0.59252
lbn,1985,0.64734
lbr,1970,0.26057
lbr,1971,0.23787
lbr,1972,0.29983
lbr,1973,0.30448
lbr,1975,0.27246
lbr,1979,0.36911
lbr,1987,0.2959
lbr,1999,0.24129
lbr,2000,0.5561
lbr,2010,0.52892
lbr,2012,0.6246
lby,1971,0.12954
lby,1972,0.14063
lby,1973,0.16113
lby,1974,0.17546
lby,1975,0.1956
lby,1976,0.22242
lby,1977,0.25428
lby,1978,0.24692
lby,1979,0.27568
lby,1980,0.3477
lby,1981,0.36193
lby,1982,0.37619
lby,1983,0.37964
lby,1992,0.87188
lby,1999,0.99115
lby,2000,0.99207
lby,2001,1.05164
lby,2002,1.09745
lby,2003,1.0965
lca,1977,1.06955
lca,1978,1.03095
lca,1979,1.40892
lca,1980,1.51919
lca,1981,1.06107
lca,1982,1.32537
lca,1983,0.87115
lca,1984,0.96151
lca,1985,0.82968
lca,1987,1.17276
lca,1988,1.15334
lca,1993,1.32809
lca,1996,1.60102
lca,2004,1.70425
lca,2005,1.63214
lca,2006,1.81163
lca,2007,1.57099
lca,2008,1.55357
lca,2009,1.61055
lca,2010,1.61249
lca,2011,1.42554
lca,2012,1.54097
lca,2013,1.49939
lca,2014,1.52065
lca,2015,1.47337
lca,2016,1.4876
lca,2017,1.50018
lca,2018,1.4948
lca,2019,1.52795
lca,2020,1.51396
lie,2003,0.38097
lie,2004,0.3709
lie,2005,0.39636
lie,2006,0.43444
lie,2007,0.46799
lie,2008,0.51663
lie,2009,0.49338
lie,2010,0.61693
lie,2011,0.53168
lie,2012,0.55308
lie,2014,0.4751
lie,2015,0.4881
lie,2016,0.54602
lie,2017,0.62691
lie,2018,0.56496
lie,2019,0.56655
lka,1970,0.78825
lka,1971,0.66155
lka,1973,0.63353
lka,1974,0.61041
lka,1975,0.56713
lka,1977,0.56596
lka,1978,0.55036
lka,1979,0.61068
lka,1981,0.76031
lka,1983,0.67645
lka,1984,0.66649
lka,1985,0.69625
lka,1986,0.70656
lka,1994,0.49786
lka,2010,1.44081
lka,2011,1.41276
lka,2012,1.37605
lka,2013,1.35526
lka,2014,1.22642
lka,2015,1.35175
lka,2016,1.35705
lka,2017,1.33966
lka,2018,1.32603
lka,2019,1.37653
lka,2020,1.38041
lso,1970,0.42217
lso,1971,0.48158
lso,1973,0.69561
lso,1974,0.67272
lso,1975,0.63192
lso,1977,0.82053
lso,1978,0.91213
lso,1979,0.82517
lso,1981,0.91984
lso,1982,0.95706
lso,1983,0.9226
lso,1984,0.91281
lso,1985,1.00112
lso,1986,1.0598
lso,1987,1.22732
lso,1988,1.29309
lso,1989,1.27023
lso,1990,1.17228
lso,1991,1.21234
lso,1992,1.07126
lso,1993,1.13342
lso,1994,1.12575
lso,1995,1.14392
lso,1996,1.11545
lso,1999,1.3858
lso,2000,1.32724
lso,2001,1.37131
lso,2002,1.22087
lso,2003,1.32847
lso,2005,1.21139
lso,2006,1.16386
lso,2012,1.31943
lso,2013,1.298
lso,2014,1.29604
lso,2015,1.33382
lso,2017,1.38303
lso,2018,1.35326
ltu,1981,1.21991
ltu,1986,1.46972
ltu,1989,0.80806
ltu,1990,0.71056
ltu,1992,1.26408
ltu,1993,1.28878
ltu,1994,1.31018
ltu,1995,1.30482
ltu,1996,1.33724
ltu,1997,1.32651
ltu,1998,1.35248
ltu,1999,1.34556
ltu,2000,1.3506
ltu,2001,1.35123
ltu,2002,1.36336
ltu,2003,1.35544
ltu,2004,1.35665
ltu,2005,1.35906
ltu,2006,1.35258
ltu,2007,1.35135
ltu,2008,1.34723
ltu,2009,1.33041
ltu,2010,1.33852
ltu,2011,1.33509
ltu,2012,1.32247
ltu,2013,1.32524
ltu,2014,1.31831
ltu,2015,1.30421
ltu,2016,1.2715
ltu,2017,1.26904
ltu,2018,1.27149
ltu,2019,1.28631
lux,1971,0.74432
lux,1972,0.89134
lux,1973,0.87933
lux,1974,0.8574
lux,1975,0.87354
lux,1976,0.75126
lux,1977,0.73666
lux,1978,0.74496
lux,1979,0.76796
lux,1980,0.88868
lux,1981,0.54197
lux,1982,0.53391
lux,1983,0.46877
lux,1984,0.5541
lux,1985,0.51942
lux,1986,0.5227
lux,1987,0.44274
lux,2001,1.14247
lux,2003,1.16147
lux,2006,1.11855
lux,2008,0.96374
lux,2010,1.09846
lux,2012,1.11878
lux,2015,1.09799
lux,2016,1.10031
lux,2017,1.09584
lux,2018,1.13324
lux,2019,1.13915
lva,1981,1.269
lva,1982,1.26767
lva,1983,1.27603
lva,1984,1.30916
lva,1985,1.31675
lva,1986,1.38293
lva,1987,1.45619
lva,1988,1.41011
lva,1989,1.4204
lva,1990,1.30257
lva,1991,1.22781
lva,1992,1.1613
lva,1997,1.33896
lva,1998,1.31995
lva,1999,1.39597
lva,2000,1.44356
lva,2001,1.40235
lva,2002,1.39627
lva,2003,1.40116
lva,2004,1.41508
lva,2005,1.44059
lva,2006,1.44511
lva,2007,1.46051
lva,2008,1.47449
lva,2009,1.45617
lva,2010,1.42969
lva,2011,1.38943
lva,2012,1.35784
lva,2013,1.34128
lva,2014,1.29968
lva,2015,1.35911
lva,2016,1.34677
lva,2017,1.31445
lva,2018,1.32556
lva,2019,1.28016
mac,1989,0.46966
mac,1990,0.44042
mac,1991,0.54337
mac,1992,0.59711
mac,1993,0.61001
mac,1994,0.67467
mac,1997,0.7637
mac,1999,0.63943
mac,2000,0.80366
mac,2001,0.6209
mac,2002,0.50151
mac,2003,0.51751
mac,2004,0.61888
mac,2005,0.67212
mac,2006,0.74781
mac,2007,0.84816
mac,2008,0.89255
mac,2009,0.91518
mac,2010,0.96445
mac,2011,0.99039
mac,2012,1.18103
mac,2013,1.20072
mac,2014,1.21852
mac,2015,1.23218
mac,2016,1.2472
mac,2017,1.23404
mac,2018,1.25878
mac,2019,1.26516
mac,2020,1.25971
mar,1971,0.19628
mar,1972,0.19703
mar,1973,0.18667
mar,1974,0.21535
mar,1975,0.23074
mar,1976,0.23403
mar,1977,0.25545
mar,1978,0.26467
mar,1979,0.33536
mar,1986,0.49716
mar,1987,0.52149
mar,1988,0.52501
mar,1989,0.55811
mar,1990,0.61022
mar,1991,0.58492
mar,1992,0.62403
mar,1993,0.6536
mar,1994,0.67987
mar,1995,0.70721
mar,1997,0.70385
mar,1998,0.72871
mar,1999,0.72343
mar,2000,0.73261
mar,2001,0.75888
mar,2002,0.77666
mar,2003,0.77558
mar,2004,0.83164
mar,2005,0.80376
mar,2006,0.87608
mar,2007,0.89935
mar,2008,0.94647
mar,2009,0.88276
mar,2010,0.90242
mar,2011,0.92216
mar,2012,0.92471
mar,2013,0.95541
mar,2014,0.96656
mar,2015,0.95797
mar,2016,0.92572
mar,2017,0.97178
mar,2018,0.98711
mar,2019,1.02536
mar,2020,1.0511
mda,2014,1.21088
mda,2015,1.23205
mda,2016,1.24249
mda,2017,1.22753
mda,2018,1.23962
mda,2019,1.25085
mda,2020,1.27484
mdg,1971,0.4507
mdg,1973,0.37238
mdg,1976,1.06162
mdg,1977,0.55352
mdg,1978,0.51828
mdg,1979,0.48739
mdg,1986,0.61867
mdg,1987,0.68561
mdg,1989,0.75019
mdg,1990,0.76797
mdg,1991,0.81011
mdg,1994,0.77332
mdg,1995,0.83091
mdg,1996,0.8131
mdg,1997,0.81727
mdg,1998,0.83564
mdg,1999,0.84462
mdg,2000,0.86727
mdg,2001,0.83976
mdg,2002,0.83474
mdg,2003,0.83462
mdg,2004,0.90217
mdg,2005,0.89126
mdg,2006,0.87235
mdg,2007,0.88667
mdg,2008,0.89371
mdg,2009,0.90335
mdg,2010,0.91164
mdg,2011,0.92722
mdg,2012,0.91709
mdg,2013,0.9373
mdg,2014,0.91787
mdg,2015,0.90415
mdg,2016,0.92001
mdg,2017,0.93112
mdg,2018,0.95021
mdg,2020,0.96634
mdv,2003,1.59546
mdv,2007,1.45526
mdv,2008,1.25377
mdv,2014,1.5765
mdv,2017,1.72201
mdv,2019,1.73407
mex,1971,0.25355
mex,1972,0.27978
mex,1977,0.37107
mex,1978,0.40224
mex,1980,0.46729
mex,1981,0.48549
mex,1982,0.50999
mex,1983,0.53864
mex,1984,0.5455
mex,1993,0.7896
mex,1994,0.8152
mex,1995,0.83265
mex,1996,0.8509
mex,1997,0.8618
mex,1998,0.87477
mex,1999,0.88638
mex,2000,0.90622
mex,2001,0.92504
mex,2002,0.94248
mex,2003,0.95738
mex,2004,0.96827
mex,2005,0.97554
mex,2006,0.96939
mex,2007,0.9705
mex,2008,0.97265
mex,2009,0.9775
mex,2010,0.97776
mex,2011,0.97866
mex,2012,0.97928
mex,2013,0.97768
mex,2014,0.98348
mex,2015,0.98417
mex,2016,1.00693
mex,2017,1.01928
mex,2018,1.03692
mex,2019,1.05262
mhl,2002,1.23987
mhl,2012,1.01211
mhl,2019,1.11151
mkd,1989,0.99416
mkd,1990,1.00594
mkd,1991,1.10574
mkd,1992,1.06925
mkd,1993,1.10824
mkd,1994,1.14671
mkd,1995,1.18786
mkd,1996,1.20056
mkd,1997,1.20356
mkd,1998,1.20852
mkd,1999,1.22617
mkd,2000,1.22552
mkd,2001,1.24963
mkd,2002,1.23213
mkd,2003,1.26091
mkd,2004,1.28658
mkd,2005,1.27669
mkd,2006,1.2755
mkd,2007,1.20783
mkd,2008,1.16395
mkd,2009,1.15399
mkd,2010,1.14102
mkd,2012,1.16369
mkd,2013,1.20671
mkd,2014,1.20545
mkd,2015,1.20051
mkd,2017,1.24426
mkd,2018,1.24208
mli,1971,0.11869
mli,1975,0.10414
mli,1976,0.11745
mli,1977,0.12162
mli,1978,0.13798
mli,1979,0.13467
mli,1980,0.1305
mli,1982,0.12575
mli,1983,0.14152
mli,1985,0.15295
mli,1986,0.15061
mli,1987,0.15305
mli,1989,0.15858
mli,1990,0.15149
mli,1991,0.15791
mli,1992,0.15982
mli,1993,0.17752
mli,1995,0.17588
mli,1996,0.20347
mli,1997,0.24282
mli,1998,0.25361
mli,1999,0.46923
mli,2000,0.47983
mli,2001,0.50277
mli,2002,0.5029
mli,2008,0.46255
mli,2009,0.41708
mli,2010,0.41292
mli,2011,0.42434
mli,2012,0.39261
mli,2013,0.41575
mli,2014,0.41689
mli,2015,0.41799
mlt,1972,0.38836
mlt,1973,0.45994
mlt,1974,0.47267
mlt,1975,0.45571
mlt,1976,0.5424
mlt,1977,0.36203
mlt,1978,0.32379
mlt,1979,0.25081
mlt,1980,0.33381
mlt,1981,0.31582
mlt,1982,0.27205
mlt,1983,0.28519
mlt,1984,0.35462
mlt,1985,0.45689
mlt,1986,0.51494
mlt,1987,0.55563
mlt,1988,0.60053
mlt,1989,0.64355
mlt,1990,0.76674
mlt,1991,0.81938
mlt,1992,0.9234
mlt,1993,0.97699
mlt,1994,1.00607
mlt,1995,0.98347
mlt,1996,1.04789
mlt,1997,1.11504
mlt,1998,1.08634
mlt,1999,1.11247
mlt,2000,1.18117
mlt,2001,1.22486
mlt,2002,1.28379
mlt,2003,1.28091
mlt,2004,1.2443
mlt,2005,1.25606
mlt,2006,1.27791
mlt,2007,1.29396
mlt,2008,1.30644
mlt,2009,1.26301
mlt,2010,1.2542
mlt,2011,1.26041
mlt,2012,1.26217
mlt,2013,1.25447
mlt,2014,1.24095
mlt,2015,1.27558
mlt,2016,1.26933
mlt,2017,1.27134
mlt,2018,1.26714
mlt,2019,1.2877
mmr,1972,0.55739
mmr,1973,0.60362
mmr,1977,0.89856
mmr,1979,0.9665
mmr,1992,1.17667
mmr,1993,1.24694
mmr,1995,1.36118
mmr,1998,1.35256
mmr,2007,1.26494
mmr,2011,1.25056
mmr,2012,1.17943
mmr,2018,1.28891
mne,2001,1.24712
mne,2002,1.27118
mne,2003,1.32015
mne,2004,1.3878
mne,2005,1.36797
mne,2006,1.3591
mne,2007,1.28735
mne,2008,1.20508
mne,2009,1.23155
mne,2010,1.20372
mne,2016,1.2114
mne,2017,1.23003
mne,2018,1.26133
mne,2019,1.25356
mne,2020,1.26403
mng,1996,1.56021
mng,1997,1.55146
mng,1998,1.53323
mng,1999,1.46169
mng,2000,1.44018
mng,2001,1.43105
mng,2002,1.43847
mng,2003,1.42244
mng,2004,1.40657
mng,2005,1.39502
mng,2006,1.37168
mng,2007,1.3608
mng,2008,1.36605
mng,2009,1.35589
mng,2010,1.34789
mng,2011,1.32742
mng,2012,1.30475
mng,2013,1.29447
mng,2014,1.2994
mng,2015,1.27182
mng,2016,1.27633
mng,2017,1.29397
mng,2018,1.28666
mng,2019,1.32115
moz,1973,0.82102
moz,1977,0.501
moz,1982,0.24919
moz,1985,0.29519
moz,1987,0.27468
moz,1992,0.32893
moz,1993,0.31538
moz,1994,0.31487
moz,1995,0.29789
moz,1996,0.2811
moz,2000,0.3341
moz,2001,0.35507
moz,2002,0.39601
moz,2003,0.441
moz,2004,0.4429
moz,2005,0.47922
moz,2006,0.86841
moz,2007,0.60177
moz,2008,0.61435
moz,2009,0.61173
moz,2010,0.64532
moz,2011,0.6156
moz,2012,0.638
moz,2013,0.65701
moz,2014,0.7021
moz,2015,0.71949
moz,2016,0.77666
moz,2017,0.8006
moz,2018,0.8058
mrt,1978,0.10891
mrt,1988,0.15005
mrt,1989,0.15128
mrt,1990,0.13187
mrt,1991,0.16844
mrt,1992,0.17635
mrt,1993,0.17595
mrt,1994,0.2096
mrt,1995,0.20775
mrt,1996,0.21401
mrt,1997,0.18442
mrt,1998,0.19792
mrt,1999,0.21414
mrt,2001,0.20658
mrt,2002,0.27673
mrt,2003,0.28005
mrt,2004,0.31884
mrt,2005,0.33468
mrt,2006,0.35506
mrt,2008,0.40457
mrt,2009,0.4033
mrt,2010,0.40463
mrt,2011,0.41473
mrt,2012,0.42733
mrt,2013,0.44202
mrt,2015,0.50076
mrt,2016,0.50534
mrt,2017,0.50318
mrt,2018,0.54169
mrt,2019,0.61171
mrt,2020,0.62057
mus,1970,0.04933
mus,1971,0.22947
mus,1972,0.1635
mus,1973,0.19028
mus,1974,0.18413
mus,1975,0.15712
mus,1976,0.2054
mus,1977,0.33261
mus,1978,0.35825
mus,1979,0.37338
mus,1980,0.44071
mus,1981,0.41261
mus,1982,0.34562
mus,1983,0.4379
mus,1984,0.39276
mus,1985,0.60042
mus,1986,0.52281
mus,1987,0.64596
mus,1988,0.52237
mus,1989,0.5418
mus,1990,0.59574
mus,1991,0.73006
mus,1994,0.84608
mus,1995,0.99866
mus,1997,0.84273
mus,1999,0.79987
mus,2000,0.85421
mus,2001,1.19504
mus,2002,0.97893
mus,2003,0.92205
mus,2004,0.96722
mus,2005,1.03046
mus,2006,1.00674
mus,2007,1.14623
mus,2008,1.19125
mus,2009,1.16121
mus,2010,1.17272
mus,2011,1.23291
mus,2012,1.24677
mus,2013,1.18347
mus,2014,1.18713
mus,2015,1.23808
mus,2016,1.22414
mus,2017,1.28652
mus,2020,1.31366
mwi,1980,0.35818
mwi,1981,0.38282
mwi,1982,0.32248
mwi,1983,0.3201
mwi,1984,0.29153
mwi,1985,0.29545
mwi,1986,0.30544
mwi,1987,0.34097
mwi,1988,0.32702
mwi,1989,0.25037
mwi,1990,0.35902
mwi,1991,0.35638
mwi,1992,0.36418
mwi,1993,0.31858
mwi,1994,0.37035
mwi,1995,0.41858
mwi,1996,0.43074
mwi,1999,0.37628
mwi,2000,0.37578
mwi,2002,0.40512
mwi,2004,0.5345
mwi,2005,0.53311
mwi,2006,0.49275
mwi,2007,0.49156
mwi,2010,0.59298
mwi,2011,0.62394
mys,1979,0.61721
mys,1980,0.62338
mys,1982,0.76005
mys,1983,0.83636
mys,1984,0.7815
mys,1985,0.83694
mys,1988,0.71959
mys,1989,0.74703
mys,1998,1.06169
mys,1999,1.01629
mys,2000,1.05598
mys,2001,1.18074
mys,2002,1.21127
mys,2003,1.27985
mys,2004,1.22515
mys,2005,1.24442
mys,2006,1.21535
mys,2007,1.24973
mys,2008,1.2514
mys,2009,1.24415
mys,2010,1.27023
mys,2011,1.24772
mys,2012,1.25547
mys,2013,1.26473
mys,2014,1.25409
mys,2015,1.22891
mys,2016,1.14682
mys,2017,1.1385
mys,2018,1.18436
mys,2019,1.22634
nam,1991,1.41862
nam,1994,1.35236
nam,1995,1.33674
nam,1997,1.08981
nam,1998,1.09764
nam,2001,0.81563
nam,2002,1.25028
nam,2003,1.09277
nam,2005,0.84968
nam,2006,0.84993
nam,2008,1.21616
nam,2014,1.39559
nam,2015,1.42041
nam,2016,1.42121
nam,2017,1.49412
nam,2018,1.493
ner,1973,0.04601
ner,1974,0.0395
ner,1975,0.10684
ner,1976,0.10346
ner,1977,0.15618
ner,1978,0.16537
ner,1979,0.17367
ner,1980,0.15505
ner,1981,0.16717
ner,1982,0.14269
ner,1983,0.1307
ner,1984,0.19409
ner,1985,0.16548
ner,1987,0.17888
ner,1989,0.16822
ner,1990,0.14628
ner,2003,0.3248
ner,2004,0.32632
ner,2005,0.35674
ner,2006,0.30411
ner,2007,0.34032
ner,2008,0.36874
ner,2009,0.3716
ner,2010,0.39904
ner,2011,0.42224
ner,2012,0.38195
ner,2015,0.47878
ner,2016,0.55998
ner,2017,0.49202
ner,2018,0.41449
ner,2019,0.63641
nga,1985,0.35165
nga,1986,0.36572
nga,1987,0.3987
nga,1988,0.34003
nga,1989,0.32415
nga,1999,0.78161
nga,2003,0.68672
nga,2004,0.7074
nga,2005,0.70732
nga,2010,0.74001
nga,2011,0.69194
nic,1970,0.4857
nic,1971,0.48514
nic,1972,0.5044
nic,1973,0.52728
nic,1974,0.5734
nic,1975,0.52562
nic,1976,0.48027
nic,1977,0.54963
nic,1982,0.89123
nic,1983,0.83447
nic,1984,0.9162
nic,1985,1.23089
nic,1986,1.24524
nic,1987,1.17614
nic,1990,1.06546
nic,1991,0.96102
nic,1992,0.98394
nic,1995,1.05061
nic,1997,1.1096
nic,2002,1.10002
nld,1971,0.40208
nld,1972,0.41081
nld,1975,0.46781
nld,1976,0.50431
nld,1977,0.52949
nld,1978,0.55386
nld,1979,0.57827
nld,1980,0.64222
nld,1981,0.68816
nld,1982,0.7297
nld,1983,0.75245
nld,1984,0.75536
nld,1985,0.73103
nld,1986,0.72433
nld,1987,0.7487
nld,1988,0.78043
nld,1989,0.80368
nld,1990,0.81856
nld,1991,0.82933
nld,1992,0.86652
nld,1993,0.88764
nld,1994,0.89379
nld,1995,0.93192
nld,1996,0.94305
nld,1997,0.96931
nld,1998,0.98473
nld,1999,1.00985
nld,2000,1.03493
nld,2001,1.05523
nld,2002,1.06242
nld,2003,1.07476
nld,2004,1.07169
nld,2005,1.07683
nld,2006,1.08361
nld,2007,1.0934
nld,2008,1.09885
nld,2009,1.10383
nld,2010,1.10368
nld,2011,1.10405
nld,2012,1.09156
nld,2015,1.12635
nld,2016,1.11422
nld,2017,1.12777
nld,2018,1.12127
nld_curacao,2013,1.56078
nor,1971,0.46147
nor,1972,0.47985
nor,1973,0.51422
nor,1974,0.54925
nor,1975,0.59345
nor,1976,0.63636
nor,1977,0.78638
nor,1978,0.82219
nor,1979,0.84321
nor,1980,0.90804
nor,1981,0.95884
nor,1982,0.98972
nor,1983,0.99932
nor,1984,1.02419
nor,1985,1.04793
nor,1986,1.12134
nor,1987,1.09723
nor,1988,1.16932
nor,1989,1.1697
nor,1990,1.17707
nor,1991,1.15659
nor,1992,1.16464
nor,1993,1.16823
nor,1994,1.17355
nor,1995,1.20029
nor,1996,1.21919
nor,1997,1.24851
nor,1998,1.26273
nor,1999,1.28325
nor,2000,1.31268
nor,2001,1.33601
nor,2002,1.34615
nor,2003,1.34791
nor,2004,1.34347
nor,2005,1.34365
nor,2006,1.34989
nor,2007,1.36465
nor,2008,1.38069
nor,2009,1.38719
nor,2010,1.38095
nor,2011,1.3699
nor,2012,1.36614
nor,2013,1.33398
nor,2014,1.30965
nor,2015,1.31317
nor,2016,1.32318
nor,2017,1.32835
nor,2018,1.3238
nor,2019,1.32428
npl,1983,0.25935
npl,1989,0.25999
npl,1990,0.30938
npl,1991,0.32314
npl,2000,0.3741
npl,2002,0.24619
npl,2003,0.2986
npl,2004,0.35245
npl,2005,0.53915
npl,2006,0.5193
npl,2008,0.61526
npl,2009,0.61691
npl,2010,0.64183
npl,2011,0.66387
npl,2013,0.80788
npl,2015,0.94079
npl,2016,0.97699
npl,2017,1.009
npl,2018,1.06708
npl,2019,1.05462
npl,2020,1.04379
nzl,1970,0.67974
nzl,1971,0.71678
nzl,1972,0.52184
nzl,1973,0.52256
nzl,1974,0.61626
nzl,1975,0.6035
nzl,1976,0.60797
nzl,1979,0.67981
nzl,1980,0.71581
nzl,1981,0.74194
nzl,1982,0.72836
nzl,1983,0.74465
nzl,1984,0.83818
nzl,1985,0.88047
nzl,1986,0.91816
nzl,1987,0.93942
nzl,1988,0.96452
nzl,1989,1.01639
nzl,1990,1.07428
nzl,1991,1.10744
nzl,1992,1.1406
nzl,1993,1.1567
nzl,1994,1.19497
nzl,1995,1.20196
nzl,1996,1.21878
nzl,2013,1.3258
nzl,2014,1.30461
nzl,2015,1.29051
nzl,2016,1.29288
nzl,2017,1.3017
nzl,2018,1.31674
nzl,2019,1.34506
omn,1978,0.11644
omn,1979,0.20109
omn,1980,0.07851
omn,1981,0
omn,1982,0.08567
omn,1983,0.03995
omn,1984,0.46863
omn,1985,0.73057
omn,1986,0.6162
omn,1987,0.66535
omn,1988,0.6877
omn,1989,0.89157
omn,1990,0.95029
omn,1991,0.97453
omn,1992,1.15638
omn,1993,1.17295
omn,1994,1.24393
omn,1995,1.14941
omn,1996,1.02377
omn,1997,1.00023
omn,1998,0.94075
omn,2003,0.73979
omn,2004,1.09696
omn,2005,1.06214
omn,2006,1.07042
omn,2007,1.19161
omn,2009,1.27867
omn,2010,1.30573
omn,2011,1.31357
omn,2013,1.45067
omn,2014,1.49755
omn,2015,1.47696
omn,2016,1.46045
omn,2017,1.51014
omn,2018,1.52531
omn,2019,1.46253
omn,2020,1.38015
pak,1971,0.28823
pak,1972,0.31391
pak,1973,0.31169
pak,1974,0.32412
pak,1975,0.34437
pak,1976,0.32372
pak,1977,0.3636
pak,1978,0.38617
pak,1979,0.37298
pak,1980,0.38837
pak,1986,0.37354
pak,1987,0.36869
pak,1988,0.38776
pak,1990,0.40564
pak,1992,0.26873
pak,2003,0.80332
pak,2004,0.78819
pak,2005,0.86972
pak,2006,0.8478
pak,2007,0.84747
pak,2008,0.84726
pak,2009,0.84705
pak,2011,0.92483
pak,2012,0.95762
pak,2013,0.98073
pak,2014,1.06009
pak,2015,0.87413
pak,2016,0.87172
pak,2017,0.86964
pak,2018,0.87088
pak,2019,0.9839
pan,1970,0.75488
pan,1971,0.75416
pan,1972,0.77772
pan,1973,1.02894
pan,1974,1.06155
pan,1975,1.01347
pan,1976,1.06821
pan,1977,1.08142
pan,1978,1.14239
pan,1979,1.17152
pan,1980,1.19763
pan,1981,1.16978
pan,1982,1.20093
pan,1983,1.31349
pan,1984,1.23665
pan,1985,1.28585
pan,1987,1.35426
pan,1988,1.28496
pan,1994,1.33506
pan,1998,1.35615
pan,1999,1.37637
pan,2000,1.41332
pan,2001,1.42086
pan,2002,1.41499
pan,2003,1.37586
pan,2004,1.40185
pan,2005,1.3894
pan,2006,1.38209
pan,2007,1.37201
pan,2008,1.34744
pan,2009,1.34417
pan,2010,1.34654
pan,2011,1.35426
pan,2012,1.35429
pan,2014,1.37008
pan,2015,1.36465
pan,2016,1.36325
per,1970,0.53294
per,1971,0.52979
per,1972,0.4976
per,1973,0.49391
per,1974,0.49816
per,1975,0.48357
per,1976,0.45156
per,1980,0.55687
per,2001,1.00221
per,2002,1.08224
per,2003,1.07964
per,2004,1.03409
per,2005,1.03529
per,2006,1.07503
per,2016,1.06565
per,2017,1.0542
phl,1971,1.24284
phl,1973,1.22188
phl,1979,1.15139
phl,1980,1.15155
phl,1981,1.16558
phl,1982,1.16785
phl,1992,1.32948
phl,1995,1.27235
phl,1996,1.26519
phl,1998,1.24575
phl,1999,1.21026
phl,2001,1.0914
phl,2002,1.23007
phl,2003,1.22025
phl,2004,1.21745
phl,2005,1.18688
phl,2006,1.19747
phl,2008,1.19507
phl,2009,1.19009
phl,2010,1.19988
phl,2011,1.19226
phl,2012,1.18552
phl,2013,1.20647
phl,2014,1.21905
phl,2017,1.23855
plw,2000,1.60213
plw,2001,1.49953
plw,2002,1.52248
plw,2013,1.33862
png,1980,0.29514
png,1983,0.31588
png,1984,0.30602
png,1985,0.31422
png,1986,0.33768
png,1995,0.46529
png,1996,0.66862
png,1998,0.57876
png,1999,0.5701
pol,1971,0.92934
pol,1972,0.91914
pol,1973,1.01717
pol,1974,1.09099
pol,1975,1.15012
pol,1976,1.18568
pol,1977,1.22067
pol,1978,1.21764
pol,1979,1.22728
pol,1980,1.23235
pol,1981,1.24048
pol,1982,1.24107
pol,1983,1.2206
pol,1984,1.22359
pol,1985,1.22895
pol,1986,1.23631
pol,1987,1.24327
pol,1988,1.2508
pol,1989,1.24677
pol,1990,1.32016
pol,1991,1.24693
pol,1992,1.26206
pol,1993,1.23497
pol,1994,1.26829
pol,1995,1.29211
pol,1996,1.31228
pol,1997,1.31658
pol,1998,1.27002
pol,1999,1.27527
pol,2000,1.29048
pol,2001,1.3049
pol,2002,1.30163
pol,2003,1.29965
pol,2004,1.29264
pol,2005,1.29194
pol,2006,1.28946
pol,2007,1.28951
pol,2008,1.29624
pol,2009,1.30587
pol,2010,1.34281
pol,2011,1.36266
pol,2012,1.36432
pol,2013,1.36376
pol,2014,1.3511
pol,2015,1.3401
pol,2016,1.33736
pol,2017,1.33596
pol,2018,1.3394
pol,2019,1.34307
pri,2007,1.37414
pri,2008,1.35724
pri,2009,1.35747
pri,2010,1.32253
pri,2011,1.30972
pri,2012,1.30496
pri,2013,1.3057
prk,2009,0.5043
prk,2015,0.55102
prk,2018,0.51251
prt,1971,0.74086
