geo,time,se_enr_tert_fm_zs
arm,2004,1.29191
arm,2005,1.28513
arm,2006,1.24727
arm,2007,1.23448
arm,2008,1.22515
arm,2009,1.1925
arm,2010,1.17983
arm,2011,1.15667
arm,2012,1.15382
arm,2013,1.11728
arm,2014,1.12291
arm,2015,1.16086
arm,2016,1.21184
arm,2017,1.21488
arm,2018,1.24788
arm,2019,1.25343
arm,2020,1.30533
asm,1989,1.19519
atg,2009,1.5611
atg,2010,1.62699
atg,2011,1.51899
atg,2012,1.5547
aus,1970,0.504
aus,1971,0.53583
aus,1972,0.56055
aus,1973,0.59197
aus,1974,0.65231
aus,1975,0.70286
aus,1976,0.76123
aus,1977,0.7752
aus,1978,0.80781
aus,1979,0.83661
aus,1980,0.85696
aus,1981,0.85181
aus,1982,0.86828
aus,1983,0.89104
aus,1984,0.90339
aus,1985,0.94485
aus,1986,0.98611
aus,1987,1.03919
aus,1988,1.07472
aus,1989,1.11105
aus,1990,1.13351
aus,1991,1.15385
aus,1992,1.15823
aus,1993,0.98881
aus,1994,1.01019
aus,1995,1.04299
aus,1996,1.0582
aus,1997,1.06464
aus,2015,1.3077
aus,2016,1.30056
aus,2017,1.29623
aus,2018,1.26203
aus,2019,1.26248
aut,1971,0.42988
aut,1972,0.48291
aut,1973,0.5291
aut,1974,0.55118
aut,1975,0.59354
aut,1976,0.62419
aut,1977,0.64566
aut,1978,0.68264
aut,1979,0.7079
aut,1980,0.73184
aut,1981,0.75014
aut,1982,0.7754
aut,1983,0.80758
aut,1984,0.82135
aut,1985,0.84224
aut,1986,0.86157
aut,1987,0.86433
aut,1988,0.87575
aut,1989,0.87381
aut,1990,0.88172
aut,1991,0.87226
aut,1992,0.88773
aut,1993,0.90009
aut,1994,0.91664
aut,1995,0.94287
aut,1996,0.96556
aut,1997,0.98234
aut,1998,1.00279
aut,2013,1.16431
aut,2014,1.16148
aut,2015,1.16177
aut,2016,1.15833
aut,2017,1.15585
aut,2018,1.16298
aut,2019,1.17976
aze,1981,0.75742
aze,1986,0.88982
aze,1991,0.6625
aze,1992,0.64295
aze,1993,0.70297
aze,1994,0.77966
aze,1995,0.87701
aze,1996,0.94712
aze,1997,0.95086
aze,2006,1.04494
aze,2007,1.01916
aze,2008,0.98143
aze,2009,0.98681
aze,2010,0.98937
aze,2011,1.01603
aze,2012,1.04552
aze,2013,1.10141
aze,2014,1.1243
aze,2015,1.13967
aze,2016,1.15074
aze,2017,1.12963
aze,2018,1.12743
aze,2019,1.13809
aze,2020,1.15891
bdi,1971,0.05581
bdi,1972,0.07278
bdi,1973,0.11474
bdi,1974,0.22053
bdi,1975,0.11892
bdi,1976,0.11987
bdi,1979,0.19302
bdi,1980,0.23574
bdi,1981,0.31161
bdi,1982,0.31182
bdi,1984,0.35091
bdi,1985,0.33837
bdi,1986,0.30564
bdi,1987,0.35252
bdi,1988,0.3161
bdi,1989,0.34537
bdi,1990,0.401
bdi,1991,0.3465
bdi,1992,0.34236
bdi,1993,0.34231
bdi,1998,0.39303
bdi,1999,0.40493
bdi,2000,0.35566
bdi,2001,0.36548
bdi,2002,0.43033
bdi,2004,0.37951
bdi,2005,0.37931
bdi,2006,0.43654
bdi,2010,0.54268
bdi,2012,0.46166
bdi,2013,0.48504
bdi,2014,0.44494
bdi,2015,0.32848
bdi,2016,0.48946
bdi,2017,0.52649
bdi,2018,0.60799
bel,1971,0.58702
bel,1972,0.60321
bel,1973,0.65824
bel,1974,0.69076
bel,1975,0.72039
bel,1978,0.76049
bel,1979,0.74752
bel,1980,0.77716
bel,1981,0.83041
bel,1982,0.83329
bel,1983,0.86527
bel,1984,0.88427
bel,1985,0.8668
bel,1986,0.88112
bel,1987,0.92692
bel,1988,0.9402
bel,1989,0.91089
bel,1990,0.96613
bel,1991,0.9755
bel,1993,0.99911
bel,1994,1.01583
bel,1995,1.01825
bel,1996,1.03783
bel,1999,1.14307
bel,2000,1.12933
bel,2001,1.14949
bel,2002,1.15742
bel,2003,1.16449
bel,2004,1.1784
bel,2005,1.19698
bel,2006,1.20547
bel,2007,1.20963
bel,2008,1.20925
bel,2009,1.19931
bel,2010,1.21029
bel,2011,1.21331
bel,2012,1.22026
bel,2013,1.22783
bel,2014,1.23273
bel,2015,1.235
bel,2016,1.23165
bel,2017,1.23405
bel,2018,1.23611
bel,2019,1.25584
ben,1971,0.07116
ben,1972,0.15467
ben,1973,0.16329
ben,1974,0.20705
ben,1975,0.1779
ben,1976,0.17473
ben,1978,0.21338
ben,1979,0.21178
ben,1982,0.2248
ben,1983,0.19548
ben,1984,0.21886
ben,1985,0.21139
ben,1986,0.18277
ben,1987,0.18307
ben,1988,0.15885
ben,1991,0.14748
ben,1992,0.18219
ben,1993,0.19329
ben,1994,0.20672
ben,1995,0.20686
ben,1996,0.22084
ben,1997,0.23061
ben,1999,0.24545
ben,2000,0.24587
ben,2001,0.2465
ben,2006,0.32368
ben,2007,0.34135
ben,2008,0.37219
ben,2009,0.39077
ben,2010,0.3539
ben,2011,0.27232
ben,2012,0.34509
ben,2013,0.38012
ben,2014,0.36512
ben,2015,0.40193
ben,2016,0.42069
ben,2017,0.43936
ben,2018,0.46742
bfa,1971,0.17678
bfa,1972,0.11773
bfa,1973,0.15732
bfa,1974,0.20771
bfa,1975,0.25562
bfa,1976,0.2457
bfa,1977,0.26543
bfa,1978,0.26879
bfa,1979,0.24835
bfa,1980,0.28371
bfa,1981,0.27096
bfa,1982,0.26897
bfa,1983,0.28307
bfa,1984,0.28203
bfa,1985,0.29411
bfa,1986,0.29843
bfa,1987,0.31283
bfa,1988,0.31535
bfa,1989,0.31525
bfa,1990,0.29721
bfa,1991,0.3003
bfa,1992,0.29125
bfa,1993,0.29646
bfa,1994,0.31976
bfa,1995,0.2847
bfa,1996,0.31999
bfa,1997,0.29576
bfa,1999,0.29792
bfa,2002,0.34504
bfa,2003,0.29295
bfa,2005,0.45132
bfa,2006,0.45796
bfa,2007,0.45605
bfa,2008,0.49474
bfa,2009,0.48354
bfa,2010,0.47905
bfa,2011,0.49631
bfa,2012,0.49568
bfa,2013,0.49261
bfa,2014,0.4859
bfa,2015,0.52272
bfa,2016,0.51226
bfa,2017,0.52122
bfa,2018,0.58203
bfa,2019,0.56173
bfa,2020,0.55321
bgd,1970,0.1133
bgd,1972,0.1261
bgd,1974,0.11733
bgd,1976,0.14631
bgd,1977,0.16309
bgd,1978,0.16659
bgd,1979,0.1679
bgd,1980,0.16898
bgd,1981,0.16953
bgd,1982,0.28528
bgd,1983,0.2381
bgd,1984,0.23171
bgd,1985,0.24921
bgd,1986,0.24982
bgd,1987,0.23338
bgd,1988,0.19652
bgd,1989,0.19835
bgd,1990,0.19796
bgd,1999,0.49335
bgd,2000,0.49513
bgd,2001,0.53159
bgd,2002,0.48921
bgd,2003,0.48953
bgd,2004,0.47911
bgd,2005,0.52247
bgd,2006,0.55539
bgd,2007,0.55359
bgd,2008,0.5536
bgd,2009,0.59971
bgd,2011,0.69404
bgd,2012,0.72256
bgd,2014,0.73733
bgd,2016,0.70066
bgd,2017,0.70081
bgd,2018,0.70714
bgd,2019,0.71834
bgd,2020,0.77194
bgr,1971,1.05983
bgr,1972,1.14952
bgr,1973,1.17563
bgr,1974,1.217
bgr,1975,1.26525
bgr,1976,1.28179
bgr,1977,1.30711
bgr,1978,1.4284
bgr,1979,1.30854
bgr,1980,1.29094
bgr,1981,1.25989
bgr,1982,1.18523
bgr,1983,1.15556
bgr,1984,1.16985
bgr,1985,1.17642
bgr,1986,1.20095
bgr,1987,1.22735
bgr,1988,1.23618
bgr,1989,1.18574
bgr,1990,1.13323
bgr,1991,1.0927
bgr,1992,1.16073
bgr,1993,1.28164
bgr,1994,1.32776
bgr,1995,1.37398
bgr,1996,1.41334
bgr,1997,1.39688
bgr,1998,1.389
bgr,1999,1.35216
bgr,2000,1.29245
bgr,2001,1.2658
bgr,2002,1.19555
bgr,2003,1.15797
bgr,2004,1.14969
bgr,2005,1.13855
bgr,2006,1.18524
bgr,2007,1.19276
bgr,2008,1.2418
bgr,2009,1.24808
bgr,2010,1.24409
bgr,2011,1.23061
bgr,2012,1.21543
bgr,2013,1.21325
bgr,2014,1.20594
bgr,2015,1.21633
bgr,2016,1.19661
bgr,2017,1.19169
bgr,2018,1.19089
bgr,2019,1.20283
bhr,1971,1.30885
bhr,1972,1.34689
bhr,1973,1.46552
bhr,1974,1.30888
bhr,1975,1.281
bhr,1976,1.35507
bhr,1977,1.35706
bhr,1978,1.03993
bhr,1979,0.8431
bhr,1980,1.00455
bhr,1981,0.9189
bhr,1982,1.05638
bhr,1985,1.27963
bhr,1986,1.37457
bhr,1987,1.24335
bhr,1988,1.37502
bhr,1991,1.27641
bhr,1992,1.37029
bhr,1993,1.34663
bhr,1994,1.3663
bhr,1995,1.38147
bhr,1996,1.4037
bhr,1999,1.43666
bhr,2003,1.54308
bhr,2005,1.67365
bhr,2006,1.68274
bhr,2011,1.41562
bhr,2012,1.50802
bhr,2013,1.55307
bhr,2014,1.49452
bhr,2015,1.47826
bhr,2016,1.46469
bhr,2017,1.47172
bhr,2018,1.45472
bhr,2019,1.44512
bhr,2020,1.42352
bhs,1988,1.55332
bhs,1995,1.63051
bih,2019,1.33188
bih,2020,1.34641
blr,1991,1.18288
blr,1996,1.15597
blr,1997,1.20947
blr,1998,1.20856
blr,1999,1.23066
blr,2000,1.24379
blr,2001,1.24838
blr,2002,1.2666
blr,2003,1.27529
blr,2004,1.27654
blr,2005,1.26983
blr,2006,1.27453
blr,2007,1.29553
blr,2008,1.32058
blr,2009,1.32072
blr,2010,1.3087
blr,2011,1.29923
blr,2012,1.28539
blr,2013,1.26187
blr,2014,1.25164
blr,2015,1.24719
blr,2016,1.22545
blr,2017,1.19577
blr,2018,1.15686
blr,2020,1.1208
blz,1971,1.57649
blz,1972,1.4847
blz,1974,1.63178
blz,1975,1.31042
blz,2001,1.3848
blz,2002,1.403
blz,2003,1.36671
blz,2004,1.3396
blz,2005,1.36633
blz,2006,1.39993
blz,2007,1.38759
blz,2008,1.37831
blz,2009,1.39857
blz,2010,1.3735
blz,2011,1.39692
blz,2012,1.39512
blz,2013,1.3908
blz,2014,1.39488
blz,2015,1.37807
blz,2016,1.38238
blz,2017,1.38272
blz,2018,1.39043
blz,2019,1.40413
blz,2020,1.41111
bmu,1979,1.12765
bmu,1980,0.92001
bmu,1981,1.0634
bmu,2006,1.55195
bmu,2007,1.59789
bmu,2008,1.516
bmu,2009,1.60376
bmu,2010,1.51382
bmu,2011,1.51615
bmu,2012,1.49744
bmu,2013,1.55123
bmu,2014,1.4667
bmu,2015,1.56725
bmu,2017,1.4053
bmu,2018,1.33275
bra,1999,1.19739
bra,2001,1.19862
bra,2002,1.23555
bra,2003,1.23928
bra,2004,1.22124
bra,2005,1.22227
bra,2007,1.20962
bra,2008,1.22671
bra,2009,1.2433
bra,2011,1.2386
bra,2012,1.25802
bra,2013,1.25976
bra,2014,1.26475
bra,2015,1.25352
bra,2016,1.27638
bra,2017,1.26815
bra,2018,1.26634
bra,2019,1.28113
brb,1971,0.85477
brb,1972,0.87927
brb,1973,0.80845
brb,1974,0.79879
brb,1981,1.13166
brb,1984,0.89203
brb,1985,0.97694
brb,1989,1.3051
brb,1990,1.33438
brb,1992,1.19668
brb,1999,1.56662
brb,2000,1.62672
brb,2001,1.59579
brb,2007,1.53369
brb,2009,1.54626
brb,2010,1.54185
brb,2011,1.55467
brn,1977,1.2448
brn,1979,1.3878
brn,1983,0.9521
brn,1984,1.46358
brn,1986,1.07849
brn,1987,1.07968
brn,1992,1.26009
brn,1993,1.28187
brn,1994,1.29597
brn,1998,1.44371
brn,1999,1.45176
brn,2000,1.40259
brn,2001,1.34915
brn,2002,1.38047
brn,2003,1.4413
brn,2004,1.48454
brn,2005,1.49787
brn,2006,1.48477
brn,2007,1.46151
brn,2008,1.49882
brn,2009,1.43904
brn,2010,1.46424
brn,2011,1.43337
brn,2012,1.43406
brn,2013,1.46161
brn,2014,1.42376
brn,2015,1.41388
brn,2016,1.39605
brn,2017,1.38282
brn,2018,1.35681
brn,2019,1.35747
brn,2020,1.35611
btn,1978,0.31385
btn,1979,0.40349
btn,1980,0.29144
btn,1983,0.21091
btn,1999,0.58031
btn,2005,0.60648
btn,2006,0.56892
btn,2007,0.54401
btn,2008,0.57999
btn,2009,0.62377
btn,2010,0.62341
btn,2011,0.71036
btn,2012,0.72058
btn,2013,0.77025
btn,2018,0.99241
btn,2020,1.05859
bwa,1972,0.38415
bwa,1973,0.37198
bwa,1974,0.46078
bwa,1975,0.44449
bwa,1976,0.48849
bwa,1977,0.49643
bwa,1978,0.46515
bwa,1979,0.52077
bwa,1980,0.4512
bwa,1981,0.42921
bwa,1982,0.40225
bwa,1983,0.45194
bwa,1984,0.42825
bwa,1985,0.72486
bwa,1987,0.77175
bwa,1991,0.63818
bwa,1993,0.70847
bwa,1994,0.65137
bwa,1995,0.82843
bwa,1996,0.83349
bwa,1998,0.85526
bwa,1999,0.87419
bwa,2000,0.87682
bwa,2001,0.8718
bwa,2002,0.94807
bwa,2003,0.95824
bwa,2004,0.85801
bwa,2005,0.86072
bwa,2006,0.79842
bwa,2014,1.18154
bwa,2015,1.25416
bwa,2016,1.29326
bwa,2017,1.29964
bwa,2019,1.32182
bwa,2020,1.36328
caf,1979,0.2231
caf,1980,0.12594
caf,1981,0.0891
caf,1982,0.11574
caf,1983,0.06167
caf,1984,0.10815
caf,1986,0.11878
caf,1988,0.1525
caf,1990,0.19129
caf,1991,0.15148
caf,1992,0.17059
caf,1999,0.18875
caf,2000,0.19122
caf,2006,0.28927
caf,2008,0.35841
caf,2009,0.43867
caf,2010,0.32399
caf,2012,0.36685
can,1976,0.83178
can,1989,0.91075
can,1990,1.18585
can,1991,1.18885
can,1992,1.19174
can,1993,1.1467
can,1994,1.13794
can,1995,1.14461
can,1996,1.15934
can,1998,1.24114
can,1999,1.25211
can,2000,1.25388
can,2002,1.26477
can,2007,1.27317
can,2008,1.27932
can,2009,1.28583
can,2010,1.27535
can,2011,1.26871
can,2012,1.25514
can,2013,1.25045
can,2014,1.25105
can,2015,1.25442
can,2016,1.25399
can,2017,1.25505
can,2018,1.25333
can,2019,1.24386
che,1977,0.36303
che,1978,0.37329
che,1979,0.38442
che,1980,0.40552
che,1981,0.4306
che,1982,0.45401
che,1983,0.48173
che,1984,0.4952
che,1985,0.47706
che,1986,0.48269
che,1987,0.48406
che,1988,0.47608
che,1989,0.49544
che,1990,0.52794
che,1991,0.5406
che,1992,0.55111
che,1993,0.56876
che,1994,0.58587
che,1995,0.59694
che,1996,0.60629
che,1998,0.70115
che,1999,0.7212
che,2000,0.75066
che,2001,0.75495
che,2002,0.77519
che,2003,0.8071
che,2004,0.83022
che,2005,0.8665
che,2006,0.89743
che,2007,0.92431
che,2008,0.99122
che,2009,1.0076
che,2010,0.98965
che,2011,0.99166
che,2012,0.9989
che,2013,1.01201
che,2014,1.01658
che,2015,1.02778
che,2016,1.01957
che,2017,1.02496
che,2018,1.02945
che,2019,1.03832
chl,1970,0.63245
chl,1971,0.62584
chl,1972,0.6372
chl,1975,0.82127
chl,1976,0.74033
chl,1977,0.72454
chl,1978,0.72615
chl,1979,0.65667
chl,1980,0.76202
chl,1983,0.73643
chl,1984,0.7496
chl,1985,0.76926
chl,1986,0.78802
chl,1987,0.80493
chl,1993,0.84726
chl,1994,0.85886
chl,1995,0.85777
chl,1996,0.85117
chl,1997,0.87254
chl,1998,0.87492
chl,1999,0.91319
chl,2000,0.91628
chl,2002,0.93088
chl,2003,0.94384
chl,2004,0.95023
chl,2005,0.95688
chl,2006,0.99661
chl,2007,1.00742
chl,2008,1.02761
chl,2009,1.0579
chl,2010,1.06901
chl,2011,1.09044
chl,2012,1.10555
chl,2013,1.1002
chl,2014,1.10378
chl,2015,1.10236
chl,2016,1.11475
chl,2017,1.12889
chl,2018,1.14071
chl,2019,1.14239
chn,1974,0.46968
chn,1975,0.53873
chn,1976,0.5114
chn,1977,0.52112
chn,1978,0.4327
chn,1979,0.33614
chn,1980,0.33596
chn,1994,0.52767
chn,2003,0.82656
chn,2004,0.88518
chn,2005,0.90315
chn,2006,0.94418
chn,2007,0.97778
chn,2008,1.016
chn,2009,1.0366
chn,2010,1.0586
chn,2011,1.08158
chn,2012,1.09719
chn,2013,1.11736
chn,2014,1.13818
chn,2015,1.15626
chn,2016,1.1693
chn,2017,1.17161
chn,2018,1.17811
chn,2019,1.18068
chn,2020,1.16198
civ,1971,0.18826
civ,1972,0.19719
civ,1973,0.20223
civ,1974,0.21409
civ,1976,0.22685
civ,1977,0.23851
civ,1979,0.2336
civ,1980,0.23541
civ,1987,0.23647
civ,1994,0.31431
civ,1995,0.33606
civ,1997,0.37174
civ,1999,0.36535
civ,2007,0.49802
civ,2008,0.54165
civ,2009,0.51951
civ,2010,0.50596
civ,2011,0.66164
civ,2013,0.60875
civ,2014,0.57048
civ,2015,0.64515
civ,2016,0.67985
civ,2017,0.69028
civ,2019,0.74592
cmr,1971,0.08352
cmr,1972,0.10075
cmr,1973,0.12639
cmr,1974,0.12707
cmr,1975,0.15762
cmr,2002,0.63703
cmr,2003,0.63718
cmr,2004,0.6373
cmr,2005,0.6569
cmr,2006,0.72175
cmr,2007,0.78647
cmr,2008,0.79273
cmr,2009,0.78861
cmr,2010,0.81304
cmr,2011,0.73498
cmr,2012,0.77308
cmr,2013,0.77414
cmr,2014,0.77933
cmr,2015,0.80333
cmr,2016,0.88143
cmr,2017,0.81353
cmr,2018,0.88622
cod,1971,0.05653
cod,1972,0.06838
cod,1974,0.1031
cod,2007,0.35051
cod,2008,0.35521
cod,2009,0.31044
cod,2011,0.447
cod,2012,0.55217
cod,2013,0.45531
cod,2016,0.55882
cog,1971,0.04951
cog,1972,0.07194
cog,1975,0.09018
cog,1976,0.10878
cog,1977,0.14034
cog,1978,0.15225
cog,1980,0.16494
cog,1981,0.17295
cog,1982,0.15185
cog,1983,0.15264
cog,1984,0.17458
cog,1985,0.17866
cog,1986,0.18274
cog,1988,0.2178
cog,1989,0.17635
cog,1990,0.19419
cog,1991,0.21257
cog,1992,0.22657
cog,1999,0.26435
cog,2000,0.31001
cog,2001,0.13467
cog,2002,0.18677
cog,2003,0.39647
cog,2009,0.20984
cog,2011,0.58378
cog,2012,0.62792
cog,2013,0.75135
cog,2017,0.66874
col,1970,0.36275
col,1974,0.53324
col,1975,0.56304
col,1977,0.62494
col,1978,0.66262
col,1979,0.69627
col,1980,0.8002
col,1981,0.79999
col,1982,0.84777
col,1984,0.91976
col,1985,0.94525
col,1986,0.94988
col,1987,0.96832
col,1988,0.93434
col,1989,1.05662
col,1991,1.02634
col,1995,1.01031
col,1996,1.05997
col,1997,1.09267
col,1998,0.98261
col,1999,1.08103
col,2000,1.06584
col,2001,1.07797
col,2002,1.06854
col,2004,1.0705
col,2005,1.07509
col,2006,1.08207
col,2007,1.08561
col,2008,0.99379
col,2009,1.05125
col,2010,1.09183
col,2011,1.09228
col,2012,1.11671
col,2013,1.12916
col,2014,1.1353
col,2015,1.14204
col,2016,1.14024
col,2017,1.14203
col,2018,1.14456
col,2019,1.13525
com,1990,0.17281
com,1992,0.4005
com,1999,0.75873
com,2000,0.73468
com,2003,0.77696
com,2009,0.71393
com,2010,0.74459
com,2011,0.78625
com,2012,0.86498
com,2013,0.8673
com,2014,0.81196
cpv,2000,1.03255
cpv,2001,1.03517
cpv,2002,1.04423
cpv,2003,1.1214
cpv,2004,1.11675
cpv,2005,1.06391
cpv,2006,1.11138
cpv,2007,1.20099
cpv,2008,1.23273
cpv,2009,1.25769
cpv,2010,1.2228
cpv,2011,1.26106
cpv,2012,1.27373
cpv,2013,1.30957
cpv,2014,1.31665
cpv,2015,1.31615
cpv,2016,1.33542
cpv,2017,1.33172
cpv,2018,1.32814
cri,1970,0.79736
cri,1971,0.82299
cri,1972,0.81376
cri,2004,1.18887
cri,2011,1.20228
cri,2012,1.19914
cri,2013,1.18144
cri,2014,1.19168
cri,2015,1.23506
cri,2016,1.19048
cri,2017,1.2061
cri,2018,1.17878
cri,2019,1.18298
cub,1971,0.64581
cub,1972,0.51674
cub,1973,0.45748
cub,1974,0.53323
cub,1975,0.54263
cub,1977,0.66536
cub,1979,0.80192
cub,1980,0.87173
cub,1981,0.94531
cub,1982,1.07186
cub,1983,1.09661
cub,1984,1.10854
cub,1985,1.14215
cub,1986,1.15075
cub,1987,1.19003
cub,1988,1.20436
cub,1989,1.25213
cub,1990,1.27051
cub,1991,1.27237
cub,1992,1.30028
cub,1993,1.29286
cub,1994,1.27064
cub,1995,1.31563
cub,1996,1.35119
cub,1997,1.36403
cub,1998,1.37462
cub,1999,1.14698
cub,2000,1.15442
cub,2001,1.10547
cub,2002,1.18205
cub,2003,1.23902
cub,2004,1.41159
cub,2005,1.40879
cub,2006,1.37702
cub,2007,1.44896
cub,2008,1.39656
cub,2009,1.39746
cub,2010,1.39131
cub,2011,1.39067
cub,2012,1.3486
cub,2013,1.40049
cub,2015,1.29035
cub,2016,1.28859
cub,2017,1.40691
cub,2018,1.3671
cub,2019,1.39482
cub,2020,1.45168
cym,2006,1.60031
cym,2007,1.57252
cym,2008,1.55294
cyp,1971,0.79251
cyp,1972,1.04747
cyp,1973,0.8229
cyp,1974,0.8005
cyp,1978,1.22494
cyp,1979,0.94267
cyp,1980,0.89733
cyp,1981,0.7915
cyp,1982,0.68085
cyp,1983,0.85964
cyp,1984,0.91173
cyp,1985,0.89991
cyp,1986,1.04267
cyp,1987,1.00094
cyp,1988,1.08754
cyp,1989,1.20033
cyp,1990,1.27067
cyp,1991,1.17232
cyp,1992,1.39306
cyp,1993,0.99528
cyp,1994,1.13648
cyp,1995,1.21537
cyp,1996,1.29803
cyp,1997,1.18202
cyp,1999,1.19891
cyp,2000,1.23921
cyp,2001,1.26742
cyp,2002,1.20551
cyp,2003,1.03261
cyp,2004,0.98025
cyp,2005,1.11687
cyp,2006,1.04559
cyp,2007,0.9938
cyp,2008,0.95824
cyp,2009,0.87191
cyp,2010,0.89696
cyp,2011,1.03145
cyp,2012,1.15186
cyp,2013,1.22517
cyp,2014,1.29546
cyp,2015,1.26347
cyp,2016,1.17029
cyp,2017,1.15505
cyp,2018,1.07647
cyp,2019,1.05942
cze,1971,0.58284
cze,1972,0.57679
cze,1973,0.59581
cze,1974,0.61666
cze,1975,0.64099
cze,1976,0.65491
cze,1977,0.67791
cze,1978,0.67749
cze,1979,0.6774
cze,1980,0.68878
cze,1981,0.70766
cze,1982,0.72161
cze,1983,0.74514
cze,1984,0.75309
cze,1985,0.74383
cze,1986,0.75504
cze,1987,0.75123
cze,1988,0.76441
cze,1989,0.79994
cze,1990,0.78698
cze,1991,0.80951
cze,1992,0.82574
cze,1993,0.82644
cze,1994,0.96574
cze,1995,0.96116
cze,1996,0.91835
cze,1997,0.97946
cze,1998,0.96974
cze,1999,1.03335
cze,2000,1.0358
cze,2001,1.04863
cze,2002,1.09037
cze,2003,1.06939
cze,2004,1.08971
cze,2005,1.13843
cze,2006,1.17994
cze,2007,1.21131
cze,2008,1.23967
cze,2009,1.2728
cze,2010,1.28382
cze,2011,1.29423
cze,2012,1.29386
cze,2013,1.29643
cze,2014,1.28649
cze,2015,1.2891
cze,2016,1.28911
cze,2017,1.29075
cze,2018,1.28219
cze,2019,1.28034
deu,1992,0.7422
deu,1993,0.75926
deu,1994,0.76945
deu,1995,0.80305
deu,1996,0.84189
deu,1997,0.88055
deu,2013,0.93984
deu,2014,0.95469
deu,2015,0.98007
deu,2016,0.99673
deu,2017,1.01256
deu,2018,1.03077
deu,2019,1.02127
dji,1992,0.44413
dji,1993,1.22015
dji,1994,1.0375
dji,1996,0.88922
dji,1997,0.79425
dji,1999,1.04445
dji,2000,0.89137
dji,2001,0.72381
dji,2002,0.80789
dji,2003,0.69562
dji,2004,0.81229
dji,2005,0.71985
dji,2006,0.67652
dji,2007,0.69558
dji,2008,0.70079
dji,2009,0.73967
dji,2010,0.75314
dji,2011,0.75807
dma,1981,0.30627
dma,1984,1.84413
dma,1985,1.50895
dma,1989,1.73515
dma,1991,0.80743
dma,1992,1.30389
dma,1993,1.00427
dnk,1971,0.61591
dnk,1972,0.7497
dnk,1973,0.80484
dnk,1974,0.82184
dnk,1976,0.84587
dnk,1977,0.93698
dnk,1978,0.91813
dnk,1979,0.92658
dnk,1980,0.9886
dnk,1981,1.00575
dnk,1982,1.0326
dnk,1983,1.00493
dnk,1984,1.01855
dnk,1985,1.02351
dnk,1986,1.02363
dnk,1987,1.04552
dnk,1988,1.07168
dnk,1989,1.09172
dnk,1990,1.11061
dnk,1991,1.13014
dnk,1992,1.14336
dnk,1993,1.07528
dnk,1994,1.08379
dnk,1995,1.1039
dnk,1996,1.17661
dnk,1998,1.22614
dnk,1999,1.25094
dnk,2000,1.26763
dnk,2001,1.25023
dnk,2002,1.2788
